Orthogroup	AAEG.longest_only	DMIR.longest_only
OG0003848	LOC5564298|XP_021700923.1|AAEG	LOC108154877|XP_033244420.1|DMIR
OG0003849	LOC5565399|XP_001649729.1|AAEG	LOC108158138|XP_017145841.1|DMIR
OG0003850	LOC5565389|XP_001649742.3|AAEG	LOC108162221|XP_033249197.1|DMIR
OG0003851	LOC5569185|XP_001652768.1|AAEG	LOC117191903|XP_033252546.1|DMIR, LOC108158620|XP_017146584.1|DMIR
OG0003852	LOC5564491|XP_001648836.1|AAEG	LOC108162074|XP_017152111.1|DMIR
OG0003853	LOC5564509|XP_021701084.1|AAEG	LOC117192680|XP_033253298.1|DMIR, LOC108159977|XP_017149153.1|DMIR
OG0003854	LOC110680469|XP_021711969.1|AAEG, LOC5566992|XP_001651385.1|AAEG	LOC108164085|XP_017155161.1|DMIR
OG0003855	LOC5566966|XP_021701101.1|AAEG	LOC108162181|XP_017152261.1|DMIR
OG0003856	LOC110676661|XP_021701104.1|AAEG	LOC108161485|XP_017151245.1|DMIR
OG0003857	LOC5566516|XP_021701149.1|AAEG	LOC108163166|XP_017153780.1|DMIR
OG0003858	LOC5577280|XP_021706730.1|AAEG	LOC108156634|XP_017143724.1|DMIR
OG0003859	LOC5575679|XP_021701224.1|AAEG	LOC108163531|XP_017154371.1|DMIR
OG0003860	LOC5577025|XP_001656312.1|AAEG	LOC108160205|XP_017149530.1|DMIR, LOC117193888|XP_033254463.1|DMIR
OG0003861	LOC5574497|XP_001655160.1|AAEG	LOC108161724|XP_017151536.2|DMIR
OG0003862	LOC5574499|XP_001655162.2|AAEG	LOC108163670|XP_017154586.1|DMIR
OG0003863	LOC5574500|XP_021701250.1|AAEG	LOC108162551|XP_017152826.1|DMIR
OG0003864	LOC5574502|XP_001655165.1|AAEG	LOC108163075|XP_017153644.1|DMIR
OG0003865	LOC5574507|XP_021701271.1|AAEG	LOC108156983|XP_017144264.1|DMIR
OG0003866	LOC110673980|XP_021701277.1|AAEG	LOC108163121|XP_017153716.1|DMIR
OG0003867	LOC5578951|XP_001664130.1|AAEG	LOC117188834|XP_033249181.1|DMIR
OG0003868	LOC110681235|XP_021712696.1|AAEG, LOC5568820|XP_021701334.1|AAEG	LOC108161326|XP_017151047.1|DMIR
OG0003869	LOC110681451|XP_021712902.1|AAEG, LOC5568827|XP_001658193.1|AAEG	LOC108163537|XP_017154382.1|DMIR
OG0003870	LOC5564986|XP_021701355.1|AAEG	LOC108162915|XP_017153382.1|DMIR
OG0003871	LOC5564996|XP_001649341.1|AAEG	LOC108163705|XP_033248985.1|DMIR
OG0003872	LOC5568984|XP_001658271.2|AAEG	LOC108158392|XP_017146139.1|DMIR
OG0003873	LOC5568982|XP_001658273.1|AAEG	LOC108162668|XP_017152999.2|DMIR
OG0003874	LOC5568981|XP_021701391.1|AAEG	LOC108162951|XP_017153435.1|DMIR
OG0003875	LOC110676724|XP_021701400.1|AAEG	LOC108162047|XP_033249481.1|DMIR
OG0003876	LOC5578796|XP_001657170.1|AAEG	LOC108163804|XP_017154783.1|DMIR
OG0003877	LOC5578760|XP_001657128.2|AAEG	LOC108163415|XP_017154171.1|DMIR
OG0003878	LOC110680375|XP_021711875.1|AAEG, LOC5578759|XP_021701450.1|AAEG	LOC108163530|XP_017154368.1|DMIR
OG0003879	LOC5578755|XP_001657123.1|AAEG	LOC108151932|XP_017136346.1|DMIR
OG0003880	LOC5578162|XP_021701461.1|AAEG	LOC108152745|XP_017137783.1|DMIR
OG0003881	LOC5574041|XP_021701485.1|AAEG	LOC108159113|XP_033253206.1|DMIR, LOC117188070|XP_033247261.1|DMIR
OG0003882	LOC5574609|XP_021701494.1|AAEG	LOC108159774|XP_017148822.2|DMIR, LOC117188508|XP_033248385.1|DMIR
OG0003883	LOC5570959|XP_001659425.2|AAEG	LOC108153411|XP_017138900.1|DMIR
OG0003884	LOC5577114|XP_021701499.1|AAEG	LOC108163134|XP_017153737.1|DMIR
OG0003885	LOC5577113|XP_001663201.1|AAEG	LOC108162688|XP_017153026.1|DMIR
OG0003886	LOC5577220|XP_001656323.1|AAEG	LOC108162686|XP_017153024.1|DMIR
OG0003887	LOC5564147|XP_021701513.1|AAEG	LOC108163757|XP_017154716.2|DMIR
OG0003888	LOC5578320|XP_021701538.1|AAEG	LOC108155075|XP_017141157.1|DMIR
OG0003889	LOC5568234|XP_001657931.2|AAEG	LOC117188612|XP_033248508.1|DMIR, LOC108161762|XP_017151585.2|DMIR
OG0003890	LOC5579391|XP_001647695.2|AAEG	LOC108152851|XP_017137956.1|DMIR
OG0003891	LOC5569335|XP_001658435.2|AAEG	LOC108164040|XP_017155107.2|DMIR
OG0003892	LOC5569337|XP_001658441.1|AAEG	LOC108151054|XP_017134917.1|DMIR
OG0003893	LOC5580262|XP_001656142.2|AAEG	LOC108162643|XP_017152956.2|DMIR
OG0003894	LOC5580255|XP_001656145.1|AAEG	LOC108163009|XP_033249015.1|DMIR
OG0003895	LOC5564478|XP_021701633.1|AAEG	LOC108158356|XP_017146098.1|DMIR
OG0003896	LOC110675203|XP_021695308.1|AAEG, LOC5574678|XP_021701641.1|AAEG	LOC108158355|XP_017146097.1|DMIR
OG0003897	LOC5574676|XP_001661589.1|AAEG	LOC108159297|XP_017147955.1|DMIR, LOC117189503|XP_033250530.1|DMIR, LOC117194993|XP_033255368.1|DMIR
OG0003898	LOC5565516|XP_001649871.1|AAEG	LOC108161929|XP_017151841.1|DMIR
OG0003899	LOC5572627|XP_001660492.2|AAEG	LOC108162088|XP_017152140.1|DMIR
OG0003900	LOC5566914|XP_021701727.1|AAEG	LOC108162781|XP_017153168.1|DMIR
OG0003901	LOC5566913|XP_001651326.2|AAEG	LOC108163730|XP_017154676.1|DMIR
OG0003902	LOC5566912|XP_021701729.1|AAEG	LOC108163516|XP_017154341.1|DMIR
OG0003903	LOC5566910|XP_021701732.1|AAEG	LOC108161973|XP_017151920.2|DMIR
OG0003904	LOC5566942|XP_021701730.1|AAEG	LOC108161972|XP_017151919.2|DMIR
OG0003905	LOC5566941|XP_001651320.2|AAEG	LOC108154767|XP_017140639.1|DMIR
OG0003906	LOC5577215|XP_001663311.2|AAEG	LOC108159567|XP_017148493.1|DMIR
OG0003907	LOC5577205|XP_001663301.2|AAEG	LOC108163624|XP_017154512.1|DMIR
OG0003908	LOC5578247|XP_001663771.2|AAEG	LOC108163625|XP_017154513.1|DMIR
OG0003909	LOC5573102|XP_021701809.1|AAEG	LOC117193097|XP_033253710.1|DMIR, LOC108159674|XP_017148650.1|DMIR
OG0003910	LOC5573103|XP_001654410.1|AAEG	LOC117186307|XP_033242789.1|DMIR
OG0003911	LOC5571554|XP_001659778.1|AAEG	LOC108162032|XP_017152039.1|DMIR
OG0003912	LOC5571558|XP_001659780.1|AAEG	LOC108164187|XP_017155294.2|DMIR
OG0003913	LOC5579488|XP_021701836.1|AAEG	LOC108162174|XP_017152256.2|DMIR
OG0003914	LOC110676828|XP_021701843.1|AAEG, LOC5569389|XP_001658466.1|AAEG	LOC108161635|XP_017151426.1|DMIR
OG0003915	LOC110680818|XP_021712289.1|AAEG, LOC5569390|XP_001658463.1|AAEG	LOC108162780|XP_017153171.1|DMIR
OG0003916	LOC5578582|XP_001663974.1|AAEG	LOC108161897|XP_017151780.1|DMIR
OG0003917	LOC5574513|XP_001661482.2|AAEG	LOC108161831|XP_017151679.1|DMIR
OG0003918	LOC5564615|XP_001648965.1|AAEG	LOC108161287|XP_017150994.1|DMIR
OG0003919	LOC5565707|XP_021701922.1|AAEG	LOC108163677|XP_017154592.1|DMIR
OG0003920	LOC5577107|XP_021701929.1|AAEG	LOC117189961|XP_033250934.1|DMIR, LOC108159423|XP_017148178.1|DMIR
OG0003921	LOC5577565|XP_021701958.1|AAEG	LOC108164056|XP_033249291.1|DMIR
OG0003922	LOC5564612|XP_021701961.1|AAEG	LOC108163722|XP_017154661.1|DMIR
OG0003923	LOC5569850|XP_001658744.1|AAEG	LOC108164482|XP_017155728.1|DMIR
OG0003924	LOC5569853|XP_001658748.2|AAEG	LOC108160020|XP_017149244.1|DMIR, LOC117190736|XP_033251691.1|DMIR
OG0003925	LOC110676861|XP_021701992.1|AAEG	LOC108162916|XP_017153385.2|DMIR
OG0003926	LOC5569863|XP_001658759.1|AAEG	LOC108162354|XP_017152549.1|DMIR
OG0003927	LOC5579066|XP_001664223.1|AAEG	LOC108162067|XP_017152101.1|DMIR
OG0003928	LOC5563851|XP_001648170.1|AAEG	LOC108162093|XP_017152144.1|DMIR
OG0003929	LOC5573389|XP_001654560.1|AAEG	LOC108161633|XP_017151423.1|DMIR
OG0003930	LOC5573392|XP_001654565.1|AAEG	LOC108162118|XP_017152181.1|DMIR
OG0003931	LOC5573396|XP_021702068.1|AAEG	LOC108163309|XP_017154014.1|DMIR
OG0003932	LOC5573081|XP_021702121.1|AAEG	LOC117187827|XP_033246580.1|DMIR, LOC108158229|XP_033254099.1|DMIR
OG0003933	LOC5567715|XP_021702146.1|AAEG	LOC108163698|XP_017154621.1|DMIR
OG0003934	LOC5568869|XP_021702147.1|AAEG	LOC108164024|XP_017155087.1|DMIR
OG0003935	LOC5567315|XP_001651750.1|AAEG	LOC117192538|XP_033253126.1|DMIR, LOC108158572|XP_017146497.1|DMIR
OG0003936	LOC5567314|XP_001651749.1|AAEG	LOC117188412|XP_033248143.1|DMIR, LOC108158582|XP_017146514.2|DMIR
OG0003937	LOC5570833|XP_021702175.1|AAEG	LOC108159786|XP_017148839.1|DMIR, LOC117193171|XP_033253796.1|DMIR
OG0003938	LOC5570830|XP_021702177.1|AAEG	LOC108161899|XP_033249090.1|DMIR
OG0003939	LOC5570829|XP_021702178.1|AAEG	LOC108162471|XP_017152708.1|DMIR
OG0003940	LOC5570827|XP_001653335.1|AAEG	LOC108161963|XP_017151911.2|DMIR
OG0003941	LOC5570828|XP_001653334.1|AAEG	LOC108161967|XP_017151915.1|DMIR
OG0003942	LOC5565708|XP_021702207.1|AAEG	LOC108162376|XP_017152580.1|DMIR
OG0003943	LOC5580320|XP_021702225.1|AAEG	LOC108161902|XP_017151789.1|DMIR
OG0003944	LOC5573510|XP_001654647.1|AAEG	LOC108162682|XP_017153017.1|DMIR
OG0003945	LOC5577630|XP_001656628.1|AAEG	LOC108158719|XP_017146752.1|DMIR, LOC117189607|XP_033250620.1|DMIR, LOC117193087|XP_033253705.1|DMIR
OG0003946	LOC5575174|XP_021702277.1|AAEG	LOC108164068|XP_017155142.2|DMIR
OG0003947	LOC5575166|XP_021702282.1|AAEG	LOC108163112|XP_017153700.2|DMIR
OG0003948	LOC5575152|XP_001655529.2|AAEG	LOC108162317|XP_017152487.1|DMIR
OG0003949	LOC5575149|XP_021702305.1|AAEG	LOC108162312|XP_017152478.1|DMIR
OG0003950	LOC5566375|XP_021702361.1|AAEG	LOC108163469|XP_017154257.1|DMIR
OG0003951	LOC5566382|XP_021702373.1|AAEG	LOC108164072|XP_017155145.1|DMIR
OG0003952	LOC5569445|XP_001658534.2|AAEG	LOC108163970|XP_017155015.1|DMIR
OG0003953	LOC5569441|XP_021702400.1|AAEG	LOC108161905|XP_017151793.1|DMIR
OG0003954	LOC110675215|XP_021695327.1|AAEG	LOC108153141|XP_017138429.2|DMIR
OG0003955	LOC5577298|XP_021695328.1|AAEG, LOC5577305|XP_021697710.1|AAEG	LOC117188650|XP_033248715.1|DMIR, LOC108163141|XP_033249071.1|DMIR
OG0003956	LOC5572437|XP_021702429.1|AAEG	LOC108162979|XP_017153472.1|DMIR
OG0003957	LOC5572444|XP_021702450.1|AAEG	LOC108151495|XP_017135624.1|DMIR
OG0003958	LOC5572452|XP_001660397.2|AAEG	LOC108164661|XP_017156003.1|DMIR
OG0003959	LOC5565328|XP_021702492.1|AAEG	LOC117190015|XP_033250997.1|DMIR, LOC108159962|XP_017149122.1|DMIR
OG0003960	LOC5565312|XP_001649660.1|AAEG	LOC108164972|XP_017156476.1|DMIR
OG0003961	LOC5565323|XP_001649651.1|AAEG	LOC108163039|XP_017153580.1|DMIR
OG0003962	LOC5565318|XP_001649644.1|AAEG	LOC108162355|XP_017152550.2|DMIR
OG0003963	LOC5566802|XP_001651210.2|AAEG	LOC108163232|XP_017153879.1|DMIR
OG0003964	LOC5566808|XP_001651217.2|AAEG	LOC108161807|XP_017151655.1|DMIR
OG0003965	LOC5576029|XP_021702590.1|AAEG	LOC108162368|XP_033248537.1|DMIR
OG0003966	LOC5576033|XP_001655974.1|AAEG	LOC108162459|XP_017152693.1|DMIR
OG0003967	LOC5564541|XP_021702637.1|AAEG	LOC117192360|XP_033252888.1|DMIR, LOC108159756|XP_017148790.1|DMIR
OG0003968	LOC5564542|XP_021702650.1|AAEG	LOC117192361|XP_033252895.1|DMIR, LOC108159747|XP_017148775.1|DMIR
OG0003969	LOC5579501|XP_021702670.1|AAEG	LOC117187888|XP_033246711.1|DMIR, LOC108159717|XP_017148726.2|DMIR
OG0003970	LOC5566053|XP_001650433.2|AAEG, LOC110680296|XP_021711822.1|AAEG	LOC108161817|XP_017151666.1|DMIR
OG0003971	LOC5577549|XP_021702790.1|AAEG	LOC108161321|XP_017151038.1|DMIR
OG0003972	LOC5577548|XP_001656564.1|AAEG	LOC108151224|XP_017135206.1|DMIR
OG0003973	LOC5577542|XP_001656558.1|AAEG	LOC117193413|XP_033254054.1|DMIR, LOC108160147|XP_017149448.1|DMIR
OG0003974	LOC23687576|XP_011493724.1|AAEG	LOC108158627|XP_017146593.1|DMIR
OG0003975	LOC5577896|XP_021702830.1|AAEG	LOC108163827|XP_017154804.1|DMIR
OG0003976	LOC5580034|XP_001660687.1|AAEG	LOC108163777|XP_017154745.1|DMIR
OG0003977	LOC5580036|XP_001660686.1|AAEG	LOC108164071|XP_017155144.1|DMIR
OG0003978	LOC5573243|XP_001654452.1|AAEG	LOC108151960|XP_017136388.1|DMIR
OG0003979	LOC5573252|XP_001654462.1|AAEG	LOC108162883|XP_017153324.1|DMIR
OG0003980	LOC5573253|XP_001654463.1|AAEG	LOC108154814|XP_017140704.1|DMIR
OG0003981	LOC23687788|XP_011493540.1|AAEG	LOC117188746|XP_033248927.1|DMIR, LOC108163491|XP_033249864.1|DMIR
OG0003982	LOC5573254|XP_021702922.1|AAEG	LOC108163941|XP_017154966.1|DMIR
OG0003983	LOC5573255|XP_001654466.1|AAEG	LOC108164278|XP_017155413.1|DMIR
OG0003984	LOC5579234|XP_021702950.1|AAEG	LOC108163460|XP_017154243.1|DMIR
OG0003985	LOC5579235|XP_021702955.1|AAEG	LOC108162078|XP_017152115.1|DMIR
OG0003986	LOC5564833|XP_021703001.1|AAEG	LOC108161552|XP_017151324.1|DMIR
OG0003987	LOC5564852|XP_021703004.1|AAEG	LOC108163542|XP_017154389.1|DMIR
OG0003988	LOC5569075|XP_001658305.2|AAEG	LOC108162225|XP_017152335.1|DMIR
OG0003989	LOC5569078|XP_021703045.1|AAEG	LOC108161805|XP_017151651.1|DMIR
OG0003990	LOC5567981|XP_001657802.1|AAEG	LOC108163658|XP_017154568.1|DMIR
OG0003991	LOC5567979|XP_021703064.1|AAEG	LOC108162184|XP_017152265.1|DMIR
OG0003992	LOC5567974|XP_001657796.2|AAEG	LOC108163405|XP_017154158.1|DMIR
OG0003993	LOC110675225|XP_021695345.1|AAEG	LOC108163519|XP_017154350.1|DMIR
OG0003994	LOC110677016|XP_021703090.1|AAEG	LOC108156505|XP_017143495.1|DMIR
OG0003995	LOC5572772|XP_001660592.2|AAEG	LOC108160442|XP_017149941.1|DMIR, LOC117193397|XP_033254037.1|DMIR
OG0003996	LOC5573701|XP_001661019.1|AAEG	LOC117191249|XP_033252057.1|DMIR, LOC108158331|XP_017146060.1|DMIR
OG0003997	LOC5573693|XP_001661022.2|AAEG	LOC108164091|XP_017155169.1|DMIR
OG0003998	LOC5568927|XP_021703191.1|AAEG	LOC108161249|XP_033248708.1|DMIR
OG0003999	LOC5568918|XP_001658243.1|AAEG	LOC108163043|XP_017153583.1|DMIR
OG0004000	LOC5573202|XP_001660743.2|AAEG	LOC108165006|XP_017156530.1|DMIR
OG0004001	LOC5573173|XP_021703270.1|AAEG	LOC117189476|XP_033250500.1|DMIR, LOC108158745|XP_017146842.2|DMIR
OG0004002	LOC5573180|XP_001660797.2|AAEG	LOC108162004|XP_017151978.1|DMIR
OG0004003	LOC5578840|XP_021703302.1|AAEG	LOC108161859|XP_033248824.1|DMIR
OG0004004	LOC5578838|XP_001657197.2|AAEG	LOC108163153|XP_017153759.1|DMIR
OG0004005	LOC5578837|XP_021703325.1|AAEG	LOC108161881|XP_017151764.1|DMIR
OG0004006	LOC5573934|XP_001654970.1|AAEG	LOC108162888|XP_017153337.1|DMIR
OG0004007	LOC5573938|XP_001654974.1|AAEG	LOC108163538|XP_017154383.1|DMIR
OG0004008	LOC5573942|XP_021703389.1|AAEG	LOC108161699|XP_033248735.1|DMIR
OG0004009	LOC5569871|XP_001658768.2|AAEG	LOC108163697|XP_017154620.2|DMIR
OG0004010	LOC5575569|XP_021703476.1|AAEG	LOC108162626|XP_017152938.2|DMIR
OG0004011	LOC5575573|XP_001662051.2|AAEG	LOC108163928|XP_017154950.1|DMIR
OG0004012	LOC5575560|XP_021703498.1|AAEG	LOC108157235|XP_017144684.1|DMIR
OG0004013	LOC5566981|XP_021703518.1|AAEG	LOC108162215|XP_017152322.2|DMIR
OG0004014	LOC5566973|XP_001651394.2|AAEG	LOC108153073|XP_017138343.1|DMIR
OG0004015	LOC5566986|XP_001651391.2|AAEG	LOC108161969|XP_017151917.2|DMIR
OG0004016	LOC5568000|XP_021703527.1|AAEG	LOC108161250|XP_033249054.1|DMIR
OG0004017	LOC5568007|XP_001657813.1|AAEG	LOC108163396|XP_017154147.1|DMIR
OG0004018	LOC5568003|XP_001657811.1|AAEG	LOC117190919|XP_033251813.1|DMIR, LOC108160320|XP_017149735.1|DMIR
OG0004019	LOC5572061|XP_001653827.1|AAEG	LOC117189075|XP_033249937.1|DMIR, LOC108162605|XP_017152914.2|DMIR
OG0004020	LOC5565854|XP_001650201.1|AAEG	LOC108161988|XP_017151943.1|DMIR
OG0004021	LOC5565832|XP_001650202.1|AAEG	LOC108161985|XP_017151940.1|DMIR
OG0004022	LOC5565846|XP_001650206.1|AAEG	LOC108162972|XP_017153459.1|DMIR
OG0004023	LOC5565831|XP_021703615.1|AAEG	LOC117188506|XP_033248377.1|DMIR, LOC108158212|XP_017145924.2|DMIR
OG0004024	LOC5565862|XP_021703629.1|AAEG	LOC108164170|XP_017155275.1|DMIR
OG0004025	LOC5573443|XP_001654613.1|AAEG	LOC108162965|XP_017153453.1|DMIR
OG0004026	LOC5573444|XP_021703673.1|AAEG	LOC108162321|XP_017152493.1|DMIR
OG0004027	LOC5569805|XP_001653020.2|AAEG, LOC5569811|XP_001653029.1|AAEG	LOC117193531|XP_033254169.1|DMIR, LOC108159450|XP_017148231.1|DMIR
OG0004028	LOC5575523|XP_001662027.2|AAEG	LOC108163210|XP_017153853.1|DMIR
OG0004029	LOC5575522|XP_021703720.1|AAEG	LOC108162718|XP_017153070.1|DMIR
OG0004030	LOC5564922|XP_001649283.2|AAEG	LOC117190731|XP_033251686.1|DMIR, LOC117187718|XP_033246357.1|DMIR
OG0004031	LOC5564940|XP_021703761.1|AAEG	LOC108164032|XP_017155097.1|DMIR
OG0004032	LOC5570853|XP_021703771.1|AAEG	LOC108163668|XP_017154580.1|DMIR
OG0004033	LOC5570858|XP_001653364.2|AAEG	LOC108162599|XP_017152907.1|DMIR
OG0004034	LOC5565916|XP_001650272.2|AAEG	LOC108161701|XP_017151503.1|DMIR
OG0004035	LOC5565892|XP_001650264.1|AAEG	LOC108161900|XP_017151787.2|DMIR
OG0004036	LOC5565901|XP_001650262.2|AAEG	LOC108163833|XP_017154827.1|DMIR
OG0004037	LOC5565894|XP_021703833.1|AAEG	LOC108162417|XP_017152632.2|DMIR
OG0004038	LOC5565923|XP_001650245.1|AAEG	LOC108162680|XP_017153014.1|DMIR
OG0004039	LOC5569703|XP_001658690.2|AAEG	LOC108163344|XP_017154073.1|DMIR
OG0004040	LOC5569717|XP_021703878.1|AAEG	LOC108159808|XP_017148867.1|DMIR, LOC117190091|XP_033251066.1|DMIR
OG0004041	LOC5569718|XP_001658707.2|AAEG	LOC117186928|XP_033244179.1|DMIR, LOC108153892|XP_017139482.2|DMIR, LOC117187987|XP_033246951.1|DMIR
OG0004042	LOC5568190|XP_001652129.1|AAEG	LOC108151924|XP_017136332.1|DMIR
OG0004043	LOC5568194|XP_001652133.2|AAEG	LOC108162929|XP_017153399.1|DMIR, LOC117188978|XP_033249651.1|DMIR, LOC117188977|XP_033249649.1|DMIR
OG0004044	LOC5568080|XP_021703990.1|AAEG, LOC110680421|XP_021711911.1|AAEG	LOC108155627|XP_017142050.1|DMIR
OG0004045	LOC5568078|XP_001652015.1|AAEG	LOC108162891|XP_017153345.2|DMIR
OG0004046	LOC5568069|XP_001652009.2|AAEG	LOC108163987|XP_017155039.1|DMIR
OG0004047	LOC5568071|XP_001652005.2|AAEG, LOC110680527|XP_021712016.1|AAEG	LOC108163383|XP_017154126.1|DMIR
OG0004048	LOC5568072|XP_021703998.1|AAEG	LOC108163077|XP_017153645.1|DMIR
OG0004049	LOC5567336|XP_001651760.1|AAEG	LOC108162693|XP_017153032.1|DMIR
OG0004050	LOC110677250|XP_021704051.1|AAEG	LOC108162903|XP_017153362.1|DMIR
OG0004051	LOC5569754|XP_021704088.1|AAEG	LOC108163139|XP_017153741.1|DMIR
OG0004052	LOC5568566|XP_021705802.1|AAEG	LOC108153722|XP_017139376.1|DMIR
OG0004053	LOC5568564|XP_001652392.1|AAEG	LOC108159835|XP_017148914.2|DMIR, LOC117187932|XP_033246820.1|DMIR
OG0004054	LOC5568561|XP_001652388.2|AAEG	LOC108162696|XP_033250105.1|DMIR
OG0004055	LOC5563804|XP_001648087.1|AAEG	LOC108157535|XP_017145127.2|DMIR
OG0004056	LOC110678315|XP_021706704.1|AAEG	LOC108156940|XP_017144192.1|DMIR
OG0004057	LOC5567857|XP_001651894.1|AAEG	LOC108152648|XP_017137627.1|DMIR
OG0004058	LOC5570311|XP_001653134.2|AAEG	LOC108151817|XP_017136164.1|DMIR
OG0004059	LOC5570317|XP_001653143.2|AAEG	LOC108156408|XP_017143342.1|DMIR
OG0004060	LOC5571892|XP_001653802.1|AAEG	LOC108154211|XP_017139924.1|DMIR
OG0004061	LOC110680828|XP_021712307.1|AAEG, LOC5571896|XP_021711085.1|AAEG	LOC108152890|XP_017138021.1|DMIR
OG0004062	LOC5571900|XP_021708280.1|AAEG	LOC108152172|XP_033242339.1|DMIR
OG0004063	LOC5570208|XP_001658980.2|AAEG	LOC108165477|XP_017157017.1|DMIR
OG0004064	LOC5570203|XP_021704586.1|AAEG	LOC108153176|XP_017138473.1|DMIR
OG0004065	LOC5570214|XP_021708074.1|AAEG	LOC108159519|XP_017148368.2|DMIR
OG0004066	LOC5570206|XP_001658991.1|AAEG	LOC108158546|XP_017146443.1|DMIR
OG0004067	LOC5570202|XP_001658992.1|AAEG	LOC108152975|XP_017138193.1|DMIR
OG0004068	LOC110678426|XP_021706975.1|AAEG, LOC110680232|XP_021711738.1|AAEG	LOC108155722|XP_017142215.1|DMIR
OG0004069	LOC110680236|XP_021711743.1|AAEG, LOC5570227|XP_021708396.1|AAEG	LOC108154942|XP_017140920.1|DMIR
OG0004070	LOC5572846|XP_001660602.1|AAEG	LOC108165300|XP_033242937.1|DMIR
OG0004071	LOC5572847|XP_001660604.1|AAEG	LOC108151570|XP_017135730.1|DMIR
OG0004072	LOC5572842|XP_021705818.1|AAEG	LOC108151573|XP_017135734.1|DMIR
OG0004073	LOC5564312|XP_001648677.1|AAEG	LOC117186028|XP_033241955.1|DMIR, LOC108159545|XP_017148418.2|DMIR
OG0004074	LOC5564297|XP_001648670.1|AAEG	LOC117190696|XP_033251650.1|DMIR, LOC108158829|XP_017147021.1|DMIR
OG0004075	LOC5564325|XP_021704706.1|AAEG	LOC108159429|XP_017148189.1|DMIR, LOC117191023|XP_033251889.1|DMIR
OG0004076	LOC5570142|XP_021706308.1|AAEG	LOC117190093|XP_033251068.1|DMIR, LOC108159428|XP_017148184.1|DMIR
OG0004077	LOC5570127|XP_021706331.1|AAEG	LOC108162059|XP_033248918.1|DMIR
OG0004078	LOC5568065|XP_001651996.1|AAEG	LOC108155066|XP_017141142.1|DMIR
OG0004079	LOC5568041|XP_001651974.1|AAEG	LOC108151281|XP_017135302.1|DMIR
OG0004080	LOC5575105|XP_001661827.1|AAEG	LOC117190993|XP_033251863.1|DMIR, LOC108159073|XP_017147512.1|DMIR
OG0004081	LOC5575101|XP_021705926.1|AAEG	LOC117192475|XP_033253058.1|DMIR, LOC108159343|XP_017148031.1|DMIR
OG0004082	LOC23687533|XP_011493503.2|AAEG	LOC108164424|XP_017155593.1|DMIR
OG0004083	LOC5572242|XP_001653925.1|AAEG	LOC117186911|XP_033244129.1|DMIR, LOC117187093|XP_033244851.1|DMIR, LOC108155646|XP_017142085.1|DMIR
OG0004084	LOC5572241|XP_021707226.1|AAEG	LOC108151207|XP_017135172.1|DMIR
OG0004085	LOC5576657|XP_001656191.2|AAEG	LOC108155137|XP_017141280.1|DMIR
OG0004086	LOC5578570|XP_021708287.1|AAEG	LOC108156650|XP_033245951.1|DMIR
OG0004087	LOC5577436|XP_001663363.1|AAEG	LOC108158387|XP_017146133.1|DMIR
OG0004088	LOC5571136|XP_001659576.1|AAEG	LOC108157628|XP_017145255.1|DMIR
OG0004089	LOC5571132|XP_001659572.2|AAEG	LOC108160754|XP_033252440.1|DMIR
OG0004090	LOC110681362|XP_021712802.1|AAEG, LOC5567375|XP_021706973.1|AAEG	LOC108154843|XP_017140748.1|DMIR
OG0004091	LOC5574405|XP_001655112.1|AAEG	LOC108153887|XP_033244991.1|DMIR
OG0004092	LOC110680883|XP_021712365.1|AAEG, LOC5580263|XP_021710443.1|AAEG	LOC108162469|XP_017152710.1|DMIR
OG0004094	LOC5576941|XP_001663023.1|AAEG	LOC108165000|XP_017156519.1|DMIR
OG0004095	LOC5568149|XP_001652095.1|AAEG	LOC108155468|XP_017141778.2|DMIR
OG0004096	LOC5568148|XP_021704321.1|AAEG	LOC108156651|XP_017143752.1|DMIR
OG0004097	LOC5575637|XP_021706343.1|AAEG	LOC108152572|XP_017137500.1|DMIR
OG0004098	LOC5575638|XP_001655783.1|AAEG	LOC108156305|XP_017143182.1|DMIR
OG0004099	LOC23687777|XP_021710575.1|AAEG	LOC108154092|XP_017139691.1|DMIR
OG0004100	LOC5570074|XP_001653060.2|AAEG	LOC108154101|XP_017139712.1|DMIR
OG0004101	LOC5570075|XP_021704728.1|AAEG	LOC108154712|XP_033246026.1|DMIR
OG0004102	LOC110677897|XP_021705464.1|AAEG	LOC108154710|XP_017140552.1|DMIR
OG0004103	LOC5570080|XP_001653066.1|AAEG	LOC108155063|XP_017141138.1|DMIR
OG0004104	LOC5570081|XP_021706073.1|AAEG	LOC108157266|XP_017144743.1|DMIR
OG0004105	LOC110680567|XP_021712044.1|AAEG, LOC5574518|XP_021708213.1|AAEG	LOC108151988|XP_017136442.1|DMIR
OG0004106	LOC5573981|XP_001655002.2|AAEG	LOC108152255|XP_017136953.1|DMIR
OG0004107	LOC5573984|XP_001655003.1|AAEG	LOC108153316|XP_017138715.1|DMIR
OG0004108	LOC5573965|XP_001655006.1|AAEG	LOC108154813|XP_017140703.1|DMIR
OG0004109	LOC5573966|XP_001655011.1|AAEG	LOC108154844|XP_017140750.1|DMIR
OG0004110	LOC5573974|XP_001655016.1|AAEG	LOC108150996|XP_017134835.1|DMIR
OG0004111	LOC5573976|XP_001655018.1|AAEG	LOC108156347|XP_017143236.1|DMIR
