Orthogroup	AAEG.longest_only	DSAN.longest_only
OG0003954	LOC110675215|XP_021695327.1|AAEG	LOC120449506|XP_039487941.1|DSAN
OG0003955	LOC5577298|XP_021695328.1|AAEG, LOC5577305|XP_021697710.1|AAEG	LOC120455401|XP_039497477.1|DSAN
OG0003956	LOC5572437|XP_021702429.1|AAEG	LOC120444903|XP_039480826.1|DSAN
OG0003957	LOC5572444|XP_021702450.1|AAEG	LOC120447930|XP_039485529.1|DSAN
OG0003958	LOC5572452|XP_001660397.2|AAEG	LOC120455714|XP_039498061.1|DSAN
OG0003959	LOC5565328|XP_021702492.1|AAEG	LOC120445242|XP_039481443.1|DSAN
OG0003960	LOC5565312|XP_001649660.1|AAEG	LOC120457371|XP_039500840.1|DSAN
OG0003961	LOC5565323|XP_001649651.1|AAEG	LOC120446001|XP_039482674.1|DSAN
OG0003962	LOC5565318|XP_001649644.1|AAEG	LOC120453379|XP_039493991.1|DSAN
OG0003963	LOC5566802|XP_001651210.2|AAEG	LOC120444442|XP_039480035.1|DSAN
OG0003964	LOC5566808|XP_001651217.2|AAEG	LOC120458288|XP_039501820.1|DSAN
OG0003965	LOC5576029|XP_021702590.1|AAEG	LOC120458814|XP_039502558.1|DSAN
OG0003966	LOC5576033|XP_001655974.1|AAEG	LOC120445655|XP_039482134.1|DSAN
OG0003967	LOC5564541|XP_021702637.1|AAEG	LOC120447027|XP_039484283.1|DSAN
OG0003968	LOC5564542|XP_021702650.1|AAEG	LOC120444464|XP_039480070.1|DSAN
OG0003969	LOC5579501|XP_021702670.1|AAEG	LOC120444603|XP_039480312.1|DSAN
OG0003970	LOC5566053|XP_001650433.2|AAEG, LOC110680296|XP_021711822.1|AAEG	LOC120452565|XP_039492782.1|DSAN
OG0003971	LOC5577549|XP_021702790.1|AAEG	LOC120458275|XP_039501801.1|DSAN
OG0003972	LOC5577548|XP_001656564.1|AAEG	LOC120449196|XP_039487491.1|DSAN
OG0003973	LOC5577542|XP_001656558.1|AAEG	LOC120444570|XP_039480261.1|DSAN
OG0003974	LOC23687576|XP_011493724.1|AAEG	LOC120445890|XP_039482475.1|DSAN
OG0003975	LOC5577896|XP_021702830.1|AAEG	LOC120443713|XP_039478896.1|DSAN
OG0003976	LOC5580034|XP_001660687.1|AAEG	LOC120445230|XP_039481422.1|DSAN
OG0003977	LOC5580036|XP_001660686.1|AAEG	LOC120455652|XP_039497980.1|DSAN
OG0003978	LOC5573243|XP_001654452.1|AAEG	LOC120448180|XP_039485963.1|DSAN
OG0003979	LOC5573252|XP_001654462.1|AAEG	LOC120447832|XP_039485366.1|DSAN
OG0003980	LOC5573253|XP_001654463.1|AAEG	LOC120451480|XP_039491135.1|DSAN
OG0003981	LOC23687788|XP_011493540.1|AAEG	LOC120455730|XP_039498119.1|DSAN
OG0003982	LOC5573254|XP_021702922.1|AAEG	LOC120446707|XP_039483742.1|DSAN
OG0003983	LOC5573255|XP_001654466.1|AAEG	LOC120458108|XP_039501571.1|DSAN
OG0003984	LOC5579234|XP_021702950.1|AAEG	LOC120446554|XP_039483505.1|DSAN
OG0003985	LOC5579235|XP_021702955.1|AAEG	LOC120444580|XP_039480275.1|DSAN
OG0003986	LOC5564833|XP_021703001.1|AAEG	LOC120455157|XP_039497006.1|DSAN
OG0003987	LOC5564852|XP_021703004.1|AAEG	LOC120451653|XP_039491463.1|DSAN
OG0003988	LOC5569075|XP_001658305.2|AAEG	LOC120455317|XP_039497316.1|DSAN
OG0003989	LOC5569078|XP_021703045.1|AAEG	LOC120455903|XP_039498343.1|DSAN
OG0003990	LOC5567981|XP_001657802.1|AAEG	LOC120458080|XP_039501530.1|DSAN
OG0003991	LOC5567979|XP_021703064.1|AAEG	LOC120458010|XP_039501445.1|DSAN
OG0003992	LOC5567974|XP_001657796.2|AAEG	LOC120454530|XP_039495839.1|DSAN
OG0003993	LOC110675225|XP_021695345.1|AAEG	LOC120450268|XP_039489112.1|DSAN
OG0003994	LOC110677016|XP_021703090.1|AAEG	LOC120451562|XP_039491299.1|DSAN
OG0003995	LOC5572772|XP_001660592.2|AAEG	LOC120445848|XP_039482414.1|DSAN
OG0003996	LOC5573701|XP_001661019.1|AAEG	LOC120448468|XP_039486425.1|DSAN
OG0003997	LOC5573693|XP_001661022.2|AAEG	LOC120458267|XP_039501792.1|DSAN
OG0003998	LOC5568927|XP_021703191.1|AAEG	LOC120457834|XP_039501267.1|DSAN
OG0003999	LOC5568918|XP_001658243.1|AAEG	LOC120446026|XP_039482718.1|DSAN
OG0004000	LOC5573202|XP_001660743.2|AAEG	LOC120456643|XP_039499502.1|DSAN
OG0004001	LOC5573173|XP_021703270.1|AAEG	LOC120444482|XP_039480096.1|DSAN
OG0004002	LOC5573180|XP_001660797.2|AAEG	LOC120445118|XP_039481198.1|DSAN
OG0004003	LOC5578840|XP_021703302.1|AAEG	LOC120455939|XP_039499656.1|DSAN
OG0004004	LOC5578838|XP_001657197.2|AAEG	LOC120451088|XP_039490409.1|DSAN
OG0004005	LOC5578837|XP_021703325.1|AAEG	LOC120458449|XP_039502028.1|DSAN
OG0004006	LOC5573934|XP_001654970.1|AAEG	LOC120446264|XP_039483074.1|DSAN
OG0004007	LOC5573938|XP_001654974.1|AAEG	LOC120453467|XP_039494133.1|DSAN
OG0004008	LOC5573942|XP_021703389.1|AAEG	LOC120443883|XP_039479226.1|DSAN
OG0004009	LOC5569871|XP_001658768.2|AAEG	LOC120458361|XP_039501909.1|DSAN
OG0004010	LOC5575569|XP_021703476.1|AAEG	LOC120444152|XP_039479663.1|DSAN
OG0004011	LOC5575573|XP_001662051.2|AAEG	LOC120458469|XP_039502056.1|DSAN
OG0004012	LOC5575560|XP_021703498.1|AAEG	LOC120453635|XP_039494361.1|DSAN
OG0004013	LOC5566981|XP_021703518.1|AAEG	LOC120452857|XP_039493236.1|DSAN
OG0004014	LOC5566973|XP_001651394.2|AAEG	LOC120448981|XP_039487178.1|DSAN
OG0004015	LOC5566986|XP_001651391.2|AAEG	LOC120444074|XP_039479526.1|DSAN
OG0004016	LOC5568000|XP_021703527.1|AAEG	LOC120456550|XP_039499366.1|DSAN
OG0004017	LOC5568007|XP_001657813.1|AAEG	LOC120449507|XP_039487946.1|DSAN
OG0004018	LOC5568003|XP_001657811.1|AAEG	LOC120457596|XP_039501043.1|DSAN
OG0004019	LOC5572061|XP_001653827.1|AAEG	LOC120447121|XP_039484485.1|DSAN
OG0004020	LOC5565854|XP_001650201.1|AAEG	LOC120458161|XP_039501650.1|DSAN
OG0004021	LOC5565832|XP_001650202.1|AAEG	LOC120458158|XP_039501646.1|DSAN
OG0004022	LOC5565846|XP_001650206.1|AAEG	LOC120445478|XP_039481862.1|DSAN
OG0004023	LOC5565831|XP_021703615.1|AAEG	LOC120444862|XP_039480762.1|DSAN
OG0004024	LOC5565862|XP_021703629.1|AAEG	LOC120446638|XP_039483639.1|DSAN
OG0004025	LOC5573443|XP_001654613.1|AAEG	LOC120451239|XP_039490684.1|DSAN
OG0004026	LOC5573444|XP_021703673.1|AAEG	LOC120458639|XP_039502300.1|DSAN
OG0004027	LOC5569805|XP_001653020.2|AAEG, LOC5569811|XP_001653029.1|AAEG	LOC120445502|XP_039481884.1|DSAN
OG0004028	LOC5575523|XP_001662027.2|AAEG	LOC120458400|XP_039501959.1|DSAN
OG0004029	LOC5575522|XP_021703720.1|AAEG	LOC120458284|XP_039501814.1|DSAN
OG0004030	LOC5564922|XP_001649283.2|AAEG	LOC120444656|XP_039480430.1|DSAN
OG0004031	LOC5564940|XP_021703761.1|AAEG	LOC120458339|XP_039501890.1|DSAN
OG0004032	LOC5570853|XP_021703771.1|AAEG	LOC120445803|XP_039482350.1|DSAN
OG0004033	LOC5570858|XP_001653364.2|AAEG	LOC120445020|XP_039481029.1|DSAN
OG0004034	LOC5565916|XP_001650272.2|AAEG	LOC120444316|XP_039479794.1|DSAN
OG0004035	LOC5565892|XP_001650264.1|AAEG	LOC120444461|XP_039480069.1|DSAN
OG0004036	LOC5565901|XP_001650262.2|AAEG	LOC120444149|XP_039479650.1|DSAN
OG0004037	LOC5565894|XP_021703833.1|AAEG	LOC120443722|XP_039478905.1|DSAN
OG0004038	LOC5565923|XP_001650245.1|AAEG	LOC120458612|XP_039502257.1|DSAN
OG0004039	LOC5569703|XP_001658690.2|AAEG	LOC120450099|XP_039488830.1|DSAN
OG0004040	LOC5569717|XP_021703878.1|AAEG	LOC120445084|XP_039481147.1|DSAN
OG0004041	LOC5569718|XP_001658707.2|AAEG	LOC120456310|XP_039498997.1|DSAN
OG0004042	LOC5568190|XP_001652129.1|AAEG	LOC120449041|XP_039487263.1|DSAN
OG0004043	LOC5568194|XP_001652133.2|AAEG	LOC120456401|XP_039499167.1|DSAN
OG0004044	LOC5568080|XP_021703990.1|AAEG, LOC110680421|XP_021711911.1|AAEG	LOC120455678|XP_039498023.1|DSAN
OG0004045	LOC5568078|XP_001652015.1|AAEG	LOC120458236|XP_039501758.1|DSAN
OG0004046	LOC5568069|XP_001652009.2|AAEG	LOC120451831|XP_039491744.1|DSAN
OG0004047	LOC5568071|XP_001652005.2|AAEG, LOC110680527|XP_021712016.1|AAEG	LOC120456104|XP_039498648.1|DSAN
OG0004048	LOC5568072|XP_021703998.1|AAEG	LOC120445651|XP_039482131.1|DSAN
OG0004049	LOC5567336|XP_001651760.1|AAEG	LOC120443930|XP_039479307.1|DSAN
OG0004050	LOC110677250|XP_021704051.1|AAEG	LOC120445276|XP_039481508.1|DSAN
OG0004051	LOC5569754|XP_021704088.1|AAEG	LOC120443805|XP_039479079.1|DSAN, LOC120444024|XP_039479458.1|DSAN, LOC120444042|XP_039479482.1|DSAN, LOC120443807|XP_039479082.1|DSAN
OG0004052	LOC5568566|XP_021705802.1|AAEG	LOC120455758|XP_039498129.1|DSAN
OG0004053	LOC5568564|XP_001652392.1|AAEG	LOC120457718|XP_039501151.1|DSAN
OG0004054	LOC5568561|XP_001652388.2|AAEG	LOC120445504|XP_039481887.1|DSAN
OG0004055	LOC5563804|XP_001648087.1|AAEG	LOC120454486|XP_039495762.1|DSAN
OG0004056	LOC110678315|XP_021706704.1|AAEG	LOC120451756|XP_039491616.1|DSAN
OG0004057	LOC5567857|XP_001651894.1|AAEG	LOC120450107|XP_039488836.1|DSAN
OG0004058	LOC5570311|XP_001653134.2|AAEG	LOC120448083|XP_039485801.1|DSAN
OG0004059	LOC5570317|XP_001653143.2|AAEG	LOC120451789|XP_039491674.1|DSAN
OG0004060	LOC5571892|XP_001653802.1|AAEG	LOC120453228|XP_039493761.1|DSAN
OG0004061	LOC110680828|XP_021712307.1|AAEG, LOC5571896|XP_021711085.1|AAEG	LOC120456795|XP_039499749.1|DSAN
OG0004062	LOC5571900|XP_021708280.1|AAEG	LOC120448152|XP_039485922.1|DSAN
OG0004063	LOC5570208|XP_001658980.2|AAEG	LOC120456849|XP_039499839.1|DSAN
OG0004064	LOC5570203|XP_021704586.1|AAEG	LOC120449046|XP_039487273.1|DSAN
OG0004065	LOC5570214|XP_021708074.1|AAEG	LOC120444306|XP_039479770.1|DSAN
OG0004066	LOC5570206|XP_001658991.1|AAEG	LOC120446050|XP_039482760.1|DSAN
OG0004067	LOC5570202|XP_001658992.1|AAEG	LOC120455072|XP_039496857.1|DSAN
OG0004068	LOC110678426|XP_021706975.1|AAEG, LOC110680232|XP_021711738.1|AAEG	LOC120453603|XP_039494303.1|DSAN
OG0004069	LOC110680236|XP_021711743.1|AAEG, LOC5570227|XP_021708396.1|AAEG	LOC120450908|XP_039490092.1|DSAN
OG0004070	LOC5572846|XP_001660602.1|AAEG	LOC120449790|XP_039488368.1|DSAN
OG0004071	LOC5572847|XP_001660604.1|AAEG	LOC120450579|XP_039489631.1|DSAN
OG0004072	LOC5572842|XP_021705818.1|AAEG	LOC120450580|XP_039489633.1|DSAN
OG0004073	LOC5564312|XP_001648677.1|AAEG	LOC120455602|XP_039497915.1|DSAN
OG0004074	LOC5564297|XP_001648670.1|AAEG	LOC120444961|XP_039480911.1|DSAN
OG0004075	LOC5564325|XP_021704706.1|AAEG	LOC120447055|XP_039484379.1|DSAN
OG0004076	LOC5570142|XP_021706308.1|AAEG	LOC120447053|XP_039484377.1|DSAN
OG0004077	LOC5570127|XP_021706331.1|AAEG	LOC120446942|XP_039484129.1|DSAN
OG0004078	LOC5568065|XP_001651996.1|AAEG	LOC120451434|XP_039491043.1|DSAN
OG0004079	LOC5568041|XP_001651974.1|AAEG	LOC120456921|XP_039499993.1|DSAN
OG0004080	LOC5575105|XP_001661827.1|AAEG	LOC120445819|XP_039482370.1|DSAN
OG0004081	LOC5575101|XP_021705926.1|AAEG	LOC120447207|XP_039484648.1|DSAN
OG0004082	LOC23687533|XP_011493503.2|AAEG	LOC120445062|XP_039481120.1|DSAN
OG0004083	LOC5572242|XP_001653925.1|AAEG	LOC120451783|XP_039491667.1|DSAN
OG0004084	LOC5572241|XP_021707226.1|AAEG	LOC120450053|XP_039488744.1|DSAN
OG0004085	LOC5576657|XP_001656191.2|AAEG	LOC120452706|XP_039493000.1|DSAN
OG0004086	LOC5578570|XP_021708287.1|AAEG	LOC120454287|XP_039495407.1|DSAN
OG0004087	LOC5577436|XP_001663363.1|AAEG	LOC120455996|XP_039498488.1|DSAN
OG0004088	LOC5571136|XP_001659576.1|AAEG	LOC120453719|XP_039494480.1|DSAN
OG0004089	LOC5571132|XP_001659572.2|AAEG	LOC120455353|XP_039497382.1|DSAN
OG0004090	LOC110681362|XP_021712802.1|AAEG, LOC5567375|XP_021706973.1|AAEG	LOC120452232|XP_039492291.1|DSAN
OG0004091	LOC5574405|XP_001655112.1|AAEG	LOC120451844|XP_039491753.1|DSAN
OG0004092	LOC110680883|XP_021712365.1|AAEG, LOC5580263|XP_021710443.1|AAEG	LOC120455905|XP_039498342.1|DSAN
OG0004094	LOC5576941|XP_001663023.1|AAEG	LOC120455572|XP_039497873.1|DSAN
OG0004095	LOC5568149|XP_001652095.1|AAEG	LOC120451803|XP_039491690.1|DSAN
OG0004096	LOC5568148|XP_021704321.1|AAEG	LOC120454288|XP_039495408.1|DSAN
OG0004097	LOC5575637|XP_021706343.1|AAEG	LOC120448863|XP_039487010.1|DSAN
OG0004098	LOC5575638|XP_001655783.1|AAEG	LOC120450731|XP_039489782.1|DSAN
OG0004099	LOC23687777|XP_021710575.1|AAEG	LOC120450898|XP_039490074.1|DSAN
OG0004100	LOC5570074|XP_001653060.2|AAEG	LOC120452231|XP_039492290.1|DSAN
OG0004101	LOC5570075|XP_021704728.1|AAEG	LOC120451689|XP_039491516.1|DSAN
OG0004102	LOC110677897|XP_021705464.1|AAEG	LOC120451688|XP_039491508.1|DSAN
OG0004103	LOC5570080|XP_001653066.1|AAEG	LOC120451433|XP_039491042.1|DSAN
OG0004104	LOC5570081|XP_021706073.1|AAEG	LOC120453222|XP_039493748.1|DSAN
OG0004105	LOC110680567|XP_021712044.1|AAEG, LOC5574518|XP_021708213.1|AAEG	LOC120449050|XP_039487276.1|DSAN
OG0004106	LOC5573981|XP_001655002.2|AAEG	LOC120448139|XP_039485890.1|DSAN
OG0004107	LOC5573984|XP_001655003.1|AAEG	LOC120449155|XP_039487426.1|DSAN
OG0004108	LOC5573965|XP_001655006.1|AAEG	LOC120451481|XP_039491136.1|DSAN
OG0004109	LOC5573966|XP_001655011.1|AAEG	LOC120452233|XP_039492293.1|DSAN
OG0004110	LOC5573974|XP_001655016.1|AAEG	LOC120449053|XP_039487281.1|DSAN
OG0004111	LOC5573976|XP_001655018.1|AAEG	LOC120451729|XP_039491570.1|DSAN
OG0004112	LOC5566869|XP_001651296.1|AAEG, LOC5566575|XP_021706046.1|AAEG	LOC120453697|XP_039494452.1|DSAN
OG0004113	LOC5566563|XP_021704187.1|AAEG	LOC120456411|XP_039499175.1|DSAN
OG0004114	LOC5566570|XP_001650959.1|AAEG	LOC120457022|XP_039500115.1|DSAN
OG0004115	LOC110681174|XP_021712640.1|AAEG, LOC5566567|XP_021704593.1|AAEG	LOC120457020|XP_039500109.1|DSAN
OG0004116	LOC5564521|XP_021710988.1|AAEG	LOC120452371|XP_039492496.1|DSAN
OG0004117	LOC5578740|XP_021705140.1|AAEG	LOC120452729|XP_039493031.1|DSAN
OG0004118	LOC5573337|XP_001660824.1|AAEG	LOC120446484|XP_039483422.1|DSAN
OG0004119	LOC5567547|XP_001657521.1|AAEG	LOC120451535|XP_039491247.1|DSAN
OG0004120	LOC110679441|XP_021709713.1|AAEG	LOC120450979|XP_039490210.1|DSAN
OG0004121	LOC110680219|XP_021711725.1|AAEG, LOC5568792|XP_001658157.2|AAEG	LOC120448354|XP_039486255.1|DSAN
OG0004122	LOC5567386|XP_021708202.1|AAEG	LOC120454419|XP_039495625.1|DSAN
OG0004123	LOC5576834|XP_021708342.1|AAEG	LOC120450986|XP_039490221.1|DSAN
OG0004124	LOC5578019|XP_021707647.1|AAEG	LOC120457190|XP_039500474.1|DSAN
OG0004125	LOC5577996|XP_001656734.1|AAEG	LOC120453598|XP_039494297.1|DSAN
OG0004126	LOC5577995|XP_021709960.1|AAEG	LOC120454409|XP_039495605.1|DSAN
OG0004127	LOC5565979|XP_021705544.1|AAEG	LOC120450632|XP_039489718.1|DSAN
OG0004128	LOC5577451|XP_001663377.1|AAEG	LOC120453443|XP_039494084.1|DSAN
OG0004129	LOC5579176|XP_021710519.1|AAEG	LOC120447051|XP_039484365.1|DSAN
OG0004130	LOC5564275|XP_021705228.1|AAEG	LOC120455671|XP_039498002.1|DSAN
OG0004131	LOC5566157|XP_001650538.2|AAEG	LOC120452946|XP_039493361.1|DSAN
OG0004132	LOC5566156|XP_021708264.1|AAEG	LOC120450161|XP_039488939.1|DSAN
OG0004133	LOC5566155|XP_021706247.1|AAEG	LOC120444988|XP_039480958.1|DSAN
OG0004134	LOC5566678|XP_021707190.1|AAEG	LOC120450982|XP_039490213.1|DSAN
OG0004135	LOC5579293|XP_021711565.1|AAEG	LOC120454282|XP_039495384.1|DSAN
OG0004136	LOC5568849|XP_021705190.1|AAEG	LOC120452511|XP_039492699.1|DSAN
OG0004137	LOC5575031|XP_021710049.1|AAEG	LOC120452034|XP_039492019.1|DSAN
OG0004138	LOC5570968|XP_001659432.1|AAEG	LOC120448109|XP_039485846.1|DSAN
OG0004139	LOC5570967|XP_001659433.2|AAEG	LOC120456112|XP_039498673.1|DSAN
OG0004140	LOC5573549|XP_001654684.1|AAEG	LOC120456967|XP_039500047.1|DSAN
OG0004141	LOC5576331|XP_021711252.1|AAEG	LOC120446064|XP_039482778.1|DSAN
OG0004142	LOC5563635|XP_021705224.1|AAEG	LOC120456256|XP_039498909.1|DSAN
OG0004143	LOC5563654|XP_001647884.1|AAEG	LOC120454643|XP_039496078.1|DSAN
OG0004144	LOC5575009|XP_001661752.1|AAEG	LOC120458894|XP_039502670.1|DSAN
OG0004145	LOC5575013|XP_021707018.1|AAEG	LOC120447933|XP_039485532.1|DSAN
OG0004146	LOC5570148|XP_001658950.2|AAEG	LOC120452289|XP_039492357.1|DSAN
OG0004147	LOC110678601|XP_021707392.1|AAEG, LOC5564857|XP_001649219.1|AAEG	LOC120445079|XP_039481142.1|DSAN
OG0004148	LOC5576785|XP_021704579.1|AAEG	LOC120453777|XP_039494552.1|DSAN
OG0004149	LOC110678682|XP_021707580.1|AAEG	LOC120453618|XP_039494331.1|DSAN
OG0004150	LOC5575408|XP_001661928.2|AAEG	LOC120450946|XP_039490153.1|DSAN
OG0004151	LOC110681018|XP_021712472.1|AAEG, LOC5574820|XP_021710923.1|AAEG	LOC120454619|XP_039496017.1|DSAN
OG0004152	LOC5567059|XP_021707475.1|AAEG	LOC120452767|XP_039493086.1|DSAN
OG0004153	LOC5566935|XP_001651349.2|AAEG	LOC120444714|XP_039480525.1|DSAN
OG0004154	LOC5566936|XP_001651351.1|AAEG	LOC120448031|XP_039485706.1|DSAN
OG0004155	LOC5564347|XP_021705904.1|AAEG	LOC120454704|XP_039496176.1|DSAN
OG0004156	LOC5564356|XP_001648702.2|AAEG	LOC120451793|XP_039491680.1|DSAN
OG0004157	LOC5564352|XP_001648705.1|AAEG	LOC120457281|XP_039500655.1|DSAN
OG0004158	LOC110681135|XP_021712601.1|AAEG, LOC5566890|XP_021706408.1|AAEG	LOC120447601|XP_039485006.1|DSAN
OG0004159	LOC110681134|XP_021712600.1|AAEG, LOC5566844|XP_001651262.1|AAEG	LOC120450739|XP_039489791.1|DSAN
OG0004160	LOC110681137|XP_021712602.1|AAEG, LOC5566879|XP_001651261.1|AAEG	LOC120450395|XP_039489325.1|DSAN
OG0004161	LOC5575301|XP_021709548.1|AAEG	LOC120454382|XP_039495554.1|DSAN
OG0004162	LOC5572563|XP_001654078.2|AAEG	LOC120451472|XP_039491098.1|DSAN
OG0004163	LOC5572570|XP_021704577.1|AAEG	LOC120453167|XP_039493661.1|DSAN
OG0004164	LOC5577087|XP_021706999.1|AAEG	LOC120451081|XP_039490375.1|DSAN
OG0004165	LOC5575775|XP_001662199.1|AAEG	LOC120444810|XP_039480691.1|DSAN
OG0004166	LOC110680827|XP_021712306.1|AAEG, LOC5576273|XP_001662562.1|AAEG	LOC120444655|XP_039480429.1|DSAN
OG0004167	LOC5569283|XP_001652819.2|AAEG	LOC120452813|XP_039493150.1|DSAN
OG0004168	LOC5580142|XP_021704229.1|AAEG	LOC120452303|XP_039492377.1|DSAN
OG0004169	LOC110681292|XP_021712745.1|AAEG, LOC110677894|XP_021705420.1|AAEG	LOC120456571|XP_039499393.1|DSAN
OG0004170	LOC5576101|XP_021709845.1|AAEG	LOC120455487|XP_039497656.1|DSAN
OG0004171	LOC5576096|XP_021704208.1|AAEG	LOC120456565|XP_039499380.1|DSAN
OG0004172	LOC5573800|XP_021704200.1|AAEG	LOC120455247|XP_039497172.1|DSAN
OG0004173	LOC5571075|XP_021704199.1|AAEG	LOC120444760|XP_039480623.1|DSAN
OG0004174	LOC5571073|XP_021705600.1|AAEG	LOC120446489|XP_039483428.1|DSAN
OG0004175	LOC5571069|XP_021711674.1|AAEG	LOC120445125|XP_039481207.1|DSAN
OG0004176	LOC5571059|XP_001659495.1|AAEG	LOC120448329|XP_039486215.1|DSAN
OG0004177	LOC5575615|XP_021709477.1|AAEG	LOC120451537|XP_039491249.1|DSAN
OG0004178	LOC23687700|XP_021707715.1|AAEG	LOC120453409|XP_039494037.1|DSAN
OG0004179	LOC5567259|XP_021706629.1|AAEG	LOC120456325|XP_039499024.1|DSAN
OG0004180	LOC5574666|XP_021711097.1|AAEG	LOC120450862|XP_039490011.1|DSAN
OG0004181	LOC23687827|XP_021707711.1|AAEG	LOC120450968|XP_039490193.1|DSAN
OG0004182	LOC5567586|XP_021709422.1|AAEG	LOC120448336|XP_039486224.1|DSAN
OG0004183	LOC5574876|XP_021705871.1|AAEG	LOC120449188|XP_039487474.1|DSAN
OG0004184	LOC5568503|XP_001652323.1|AAEG	LOC120449055|XP_039487283.1|DSAN
OG0004185	LOC5568500|XP_021710070.1|AAEG	LOC120448020|XP_039485695.1|DSAN
OG0004186	LOC5568499|XP_001652327.1|AAEG	LOC120457073|XP_039500186.1|DSAN
OG0004187	LOC5568509|XP_001652333.2|AAEG	LOC120451048|XP_039490338.1|DSAN
OG0004188	LOC5575998|XP_021709796.1|AAEG	LOC120451474|XP_039491100.1|DSAN
OG0004189	LOC5575997|XP_001655962.2|AAEG	LOC120451478|XP_039491132.1|DSAN
OG0004190	LOC5575992|XP_021705688.1|AAEG	LOC120453046|XP_039493500.1|DSAN
OG0004191	LOC5575991|XP_001655946.2|AAEG	LOC120453376|XP_039493984.1|DSAN
OG0004192	LOC5565476|XP_021705041.1|AAEG	LOC120453016|XP_039493466.1|DSAN
OG0004193	LOC5575719|XP_021705862.1|AAEG	LOC120456570|XP_039499390.1|DSAN
OG0004194	LOC110681154|XP_021712613.1|AAEG, LOC110678343|XP_021706789.1|AAEG	LOC120451281|XP_039490760.1|DSAN
OG0004195	LOC5568218|XP_021708416.1|AAEG	LOC120455452|XP_039497605.1|DSAN
OG0004196	LOC5568215|XP_021711241.1|AAEG	LOC120454556|XP_039495881.1|DSAN
OG0004197	LOC5568212|XP_001652143.1|AAEG, LOC110677770|XP_021704846.1|AAEG	LOC120452594|XP_039492826.1|DSAN
OG0004198	LOC5572967|XP_001654296.1|AAEG	LOC120454632|XP_039496054.1|DSAN
OG0004199	LOC5567598|XP_021711623.1|AAEG	LOC120453113|XP_039493583.1|DSAN
OG0004200	LOC5569649|XP_001652910.1|AAEG	LOC120444808|XP_039480689.1|DSAN
OG0004201	LOC5569648|XP_001652911.1|AAEG	LOC120454559|XP_039495883.1|DSAN
OG0004202	LOC5569650|XP_001652913.1|AAEG, LOC110681464|XP_021712915.1|AAEG	LOC120453546|XP_039494233.1|DSAN
OG0004203	LOC5569653|XP_021712919.1|AAEG, LOC110674001|XP_021709106.1|AAEG	LOC120452948|XP_039493363.1|DSAN
OG0004204	LOC5569658|XP_021706639.1|AAEG	LOC120448300|XP_039486173.1|DSAN
OG0004205	LOC5564180|XP_001648494.1|AAEG	LOC120448154|XP_039485925.1|DSAN
OG0004206	LOC5564157|XP_021709566.1|AAEG	LOC120454434|XP_039495664.1|DSAN
OG0004207	LOC5564160|XP_021706244.1|AAEG	LOC120451387|XP_039490984.1|DSAN
OG0004208	LOC5564181|XP_001648503.2|AAEG	LOC120453867|XP_039494706.1|DSAN
OG0004209	LOC5564172|XP_011493224.1|AAEG	LOC120452278|XP_039492343.1|DSAN
OG0004210	LOC5572320|XP_001653995.1|AAEG, LOC110680761|XP_021712241.1|AAEG	LOC120450970|XP_039490196.1|DSAN
OG0004211	LOC110681056|XP_021712512.1|AAEG, LOC5573888|XP_021705984.1|AAEG	LOC120451806|XP_039491736.1|DSAN
OG0004212	LOC5575808|XP_021708196.1|AAEG	LOC120453689|XP_039494443.1|DSAN
OG0004213	LOC5578459|XP_001656981.1|AAEG	LOC120452068|XP_039492065.1|DSAN
OG0004214	LOC5578445|XP_001656966.1|AAEG	LOC120445070|XP_039481130.1|DSAN
OG0004215	LOC110678926|XP_021708267.1|AAEG, LOC5563974|XP_001648285.1|AAEG	LOC120445280|XP_039481514.1|DSAN
OG0004216	LOC110677901|XP_021705502.1|AAEG, LOC5574128|XP_021712285.1|AAEG	LOC120448283|XP_039486146.1|DSAN
OG0004217	LOC110680817|XP_021712284.1|AAEG, LOC5574130|XP_001661200.1|AAEG	LOC120449211|XP_039487512.1|DSAN
OG0004218	LOC5579953|XP_001652244.1|AAEG	LOC120455030|XP_039496796.1|DSAN
OG0004219	LOC5578893|XP_001664104.1|AAEG	LOC120451699|XP_039491528.1|DSAN
OG0004220	LOC110673999|XP_021706910.1|AAEG, LOC5568671|XP_021712478.1|AAEG	LOC120453789|XP_039494576.1|DSAN
OG0004221	LOC5570877|XP_001659396.1|AAEG	LOC120454667|XP_039496112.1|DSAN
OG0004222	LOC5570888|XP_001659399.2|AAEG	LOC120453237|XP_039493772.1|DSAN
OG0004223	LOC110680787|XP_021712266.1|AAEG, LOC5570891|XP_021709761.1|AAEG	LOC120451367|XP_039490948.1|DSAN
OG0004224	LOC5577812|XP_021710701.1|AAEG	LOC120451544|XP_039491260.1|DSAN
OG0004225	LOC5577814|XP_021710704.1|AAEG	LOC120455156|XP_039497001.1|DSAN
OG0004226	LOC5567156|XP_021708629.1|AAEG	LOC120453809|XP_039494617.1|DSAN
OG0004227	LOC5567150|XP_021708808.1|AAEG	LOC120452295|XP_039492364.1|DSAN
OG0004228	LOC5567167|XP_001651576.2|AAEG	LOC120452297|XP_039492366.1|DSAN
OG0004229	LOC5571592|XP_021709128.1|AAEG	LOC120444341|XP_039479845.1|DSAN
