Orthogroup	AAEG.longest_only	DSUB.longest_only
OG0004931	LOC5570512|XP_001659200.1|AAEG	LOC117892603|XP_034654834.1|DSUB
OG0004932	LOC5570507|XP_001659195.2|AAEG	LOC117895104|XP_034658396.1|DSUB
OG0004933	LOC5570506|XP_001659194.1|AAEG	LOC117891662|XP_034653109.1|DSUB
OG0004934	LOC5570504|XP_001659193.1|AAEG	LOC117891032|XP_034652089.1|DSUB
OG0004935	LOC5570534|XP_021696448.1|AAEG	LOC117892402|XP_034654519.1|DSUB
OG0004936	LOC23687720|XP_021696450.1|AAEG	LOC117893049|XP_034655317.1|DSUB
OG0004937	LOC5570537|XP_001659181.2|AAEG	LOC117895247|XP_034658649.1|DSUB
OG0004938	LOC5567635|XP_021696489.1|AAEG	LOC117893335|XP_034655816.1|DSUB
OG0004939	LOC5567623|XP_021696505.1|AAEG	LOC117895430|XP_034658970.1|DSUB
OG0004940	LOC5563894|XP_021696516.1|AAEG	LOC117895427|XP_034658956.1|DSUB
OG0004941	LOC5576608|XP_021696518.1|AAEG	LOC117893391|XP_034655879.1|DSUB
OG0004942	LOC5564097|XP_001648422.1|AAEG, LOC110675535|XP_021696521.1|AAEG	LOC117895780|XP_034659569.1|DSUB
OG0004943	LOC5564098|XP_001648424.1|AAEG	LOC117895806|XP_034659621.1|DSUB
OG0004944	LOC5566278|XP_021696528.1|AAEG	LOC117894341|XP_034657219.1|DSUB
OG0004945	LOC5570089|XP_001653076.1|AAEG	LOC117890066|XP_034650596.1|DSUB
OG0004946	LOC5568099|XP_021696622.1|AAEG	LOC117894783|XP_034657900.1|DSUB
OG0004947	LOC23687936|XP_011493344.1|AAEG	LOC117893932|XP_034656606.1|DSUB
OG0004948	LOC5568105|XP_021702168.1|AAEG	LOC117894891|XP_034658065.1|DSUB
OG0004949	LOC5568106|XP_021696641.1|AAEG	LOC117893893|XP_034656561.1|DSUB
OG0004950	LOC5568107|XP_021696646.1|AAEG	LOC117893399|XP_034655889.1|DSUB
OG0004951	LOC5568110|XP_021696649.1|AAEG	LOC117898660|XP_034664126.1|DSUB
OG0004952	LOC5568111|XP_001652050.1|AAEG	LOC117894069|XP_034656813.1|DSUB
OG0004953	LOC5568113|XP_001652052.1|AAEG	LOC117893401|XP_034655891.1|DSUB
OG0004954	LOC5568119|XP_001652058.1|AAEG	LOC117893396|XP_034655885.1|DSUB
OG0004955	LOC5574279|XP_001661327.1|AAEG	LOC117893065|XP_034655363.1|DSUB
OG0004956	LOC5574290|XP_021696709.1|AAEG	LOC117891184|XP_034652401.1|DSUB
OG0004957	LOC5566334|XP_021696744.1|AAEG	LOC117894664|XP_034657731.1|DSUB
OG0004958	LOC5566350|XP_021702394.1|AAEG	LOC117894434|XP_034657388.1|DSUB
OG0004959	LOC5566351|XP_001650745.2|AAEG	LOC117894678|XP_034657746.1|DSUB
OG0004960	LOC5566352|XP_021696768.1|AAEG	LOC117893108|XP_034655432.1|DSUB
OG0004961	LOC5578958|XP_001664137.1|AAEG	LOC117891080|XP_034652151.1|DSUB
OG0004962	LOC110675613|XP_021696773.1|AAEG	LOC117895224|XP_034658610.1|DSUB
OG0004963	LOC5567144|XP_021696785.1|AAEG, LOC110676917|XP_021702421.1|AAEG	LOC117895006|XP_034658244.1|DSUB
OG0004964	LOC5566214|XP_021696852.1|AAEG	LOC117893544|XP_034656085.1|DSUB
OG0004965	LOC5565657|XP_001650015.1|AAEG	LOC117893301|XP_034655768.1|DSUB
OG0004966	LOC5565667|XP_021696881.1|AAEG	LOC117893290|XP_034655750.1|DSUB
OG0004967	LOC5565658|XP_001650006.1|AAEG	LOC117892410|XP_034654531.1|DSUB
OG0004968	LOC5573786|XP_021696913.1|AAEG	LOC117894964|XP_034658188.1|DSUB
OG0004969	LOC5573764|XP_001654793.1|AAEG	LOC117890462|XP_034651201.1|DSUB
OG0004970	LOC110675656|XP_021696914.1|AAEG	LOC117894959|XP_034658180.1|DSUB
OG0004971	LOC5573765|XP_021696915.1|AAEG	LOC117894962|XP_034658184.1|DSUB
OG0004972	LOC110675657|XP_021696922.1|AAEG	LOC117893304|XP_034655772.1|DSUB
OG0004973	LOC5573778|XP_001654799.1|AAEG	LOC117894715|XP_034657788.1|DSUB
OG0004974	LOC110681063|XP_021712521.1|AAEG, LOC110675665|XP_021696947.1|AAEG	LOC117894941|XP_034658154.1|DSUB
OG0004975	LOC5565225|XP_001649547.1|AAEG	LOC117894112|XP_034656883.1|DSUB
OG0004976	LOC5565227|XP_021696981.1|AAEG	LOC117895732|XP_034659478.1|DSUB
OG0004977	LOC5574032|XP_001661121.1|AAEG	LOC117891209|XP_034652439.1|DSUB
OG0004978	LOC5574826|XP_021697011.1|AAEG	LOC117892677|XP_034654966.1|DSUB
OG0004979	LOC5579980|XP_001658607.2|AAEG	LOC117895810|XP_034659627.1|DSUB
OG0004980	LOC5568319|XP_021697069.1|AAEG	LOC117894098|XP_034656861.1|DSUB
OG0004981	LOC5568313|XP_001652190.1|AAEG	LOC117894837|XP_034657976.1|DSUB
OG0004982	LOC5568312|XP_001652189.1|AAEG	LOC117894176|XP_034656972.1|DSUB
OG0004983	LOC5568306|XP_001652183.1|AAEG	LOC117893791|XP_034656425.1|DSUB
OG0004984	LOC5568305|XP_021697087.1|AAEG	LOC117894225|XP_034657032.1|DSUB
OG0004985	LOC5568289|XP_001652165.1|AAEG	LOC117895570|XP_034659181.1|DSUB
OG0004986	LOC5576962|XP_001663057.1|AAEG	LOC117893922|XP_034656595.1|DSUB
OG0004987	LOC5565246|XP_021697111.1|AAEG	LOC117895397|XP_034658916.1|DSUB
OG0004989	LOC5571809|XP_001659940.1|AAEG, LOC110680273|XP_021711788.1|AAEG	LOC117895398|XP_034658917.1|DSUB
OG0004990	LOC110675733|XP_021697146.1|AAEG	LOC117890516|XP_034651311.1|DSUB
OG0004991	LOC5572690|XP_001660510.1|AAEG	LOC117892567|XP_034654780.1|DSUB
OG0004992	LOC5572691|XP_001660509.1|AAEG	LOC117892568|XP_034654781.1|DSUB
OG0004993	LOC5577569|XP_001663439.2|AAEG, LOC5577570|XP_001663443.1|AAEG	LOC117894914|XP_034658100.1|DSUB
OG0004994	LOC5571602|XP_001653714.2|AAEG	LOC117893477|XP_034655991.1|DSUB
OG0004995	LOC5571599|XP_021697309.1|AAEG	LOC117894918|XP_034658108.1|DSUB
OG0004996	LOC110675809|XP_021697326.1|AAEG	LOC117895451|XP_034659014.1|DSUB
OG0004997	LOC5566658|XP_021697337.1|AAEG	LOC117891536|XP_034652938.1|DSUB
OG0004998	LOC5570732|XP_021697365.1|AAEG	LOC117891271|XP_034652537.1|DSUB
OG0004999	LOC5570738|XP_001659327.1|AAEG	LOC117893016|XP_034655263.1|DSUB
OG0005000	LOC5564517|XP_001648857.2|AAEG	LOC117892031|XP_034653846.1|DSUB
OG0005001	LOC5570740|XP_021695187.1|AAEG	LOC117895295|XP_034658740.1|DSUB
OG0005002	LOC5578811|XP_001657178.1|AAEG	LOC117899102|XP_034664773.1|DSUB
OG0005003	LOC5571387|XP_021697409.1|AAEG	LOC117893581|XP_034656145.1|DSUB
OG0005004	LOC5571388|XP_001653637.1|AAEG	LOC117894741|XP_034657831.1|DSUB
OG0005005	LOC5576086|XP_021697447.1|AAEG	LOC117893785|XP_034656420.1|DSUB
OG0005006	LOC5567090|XP_021697448.1|AAEG	LOC117895131|XP_034658436.1|DSUB
OG0005007	LOC5567089|XP_021697452.1|AAEG	LOC117893492|XP_034656017.1|DSUB
OG0005008	LOC5567088|XP_021697462.1|AAEG	LOC117894180|XP_034656977.1|DSUB
OG0005009	LOC5576079|XP_001662410.1|AAEG	LOC117893365|XP_034655847.1|DSUB
OG0005010	LOC5576084|XP_001662406.2|AAEG	LOC117893364|XP_034655846.1|DSUB
OG0005011	LOC5574423|XP_021697465.1|AAEG	LOC117889842|XP_034650225.1|DSUB
OG0005012	LOC5575240|XP_021697536.1|AAEG	LOC117893474|XP_034655987.1|DSUB
OG0005013	LOC5569427|XP_021697567.1|AAEG	LOC117896226|XP_034660252.1|DSUB
OG0005014	LOC110675265|XP_021695436.1|AAEG	LOC117895058|XP_034658329.1|DSUB
OG0005015	LOC5574064|XP_021697593.1|AAEG	LOC117894818|XP_034657951.1|DSUB
OG0005016	LOC5567751|XP_021697603.1|AAEG	LOC117894840|XP_034657979.1|DSUB
OG0005017	LOC5572753|XP_001660573.2|AAEG	LOC117895273|XP_034658689.1|DSUB
OG0005018	LOC5572751|XP_021697622.1|AAEG	LOC117892904|XP_034655100.1|DSUB
OG0005019	LOC5572750|XP_001660577.1|AAEG	LOC117893098|XP_034655421.1|DSUB
OG0005020	LOC5572764|XP_001660585.2|AAEG	LOC117890924|XP_034651946.1|DSUB
OG0005021	LOC5571961|XP_021697657.1|AAEG	LOC117901585|XP_034668285.1|DSUB
OG0005022	LOC5571962|XP_001660065.2|AAEG	LOC117895277|XP_034658702.1|DSUB
OG0005023	LOC5571963|XP_021697663.1|AAEG	LOC117890170|XP_034650760.1|DSUB
OG0005024	LOC5576174|XP_001662520.2|AAEG	LOC117893564|XP_034656124.1|DSUB
OG0005025	LOC5571701|XP_001659843.2|AAEG	LOC117895515|XP_034659111.1|DSUB
OG0005026	LOC5571697|XP_021697701.1|AAEG	LOC117895303|XP_034658753.1|DSUB
OG0005027	LOC110675125|XP_021695198.1|AAEG	LOC117893936|XP_034656611.1|DSUB
OG0005028	LOC5565749|XP_021697723.1|AAEG	LOC117898012|XP_034663032.1|DSUB
OG0005029	LOC5565562|XP_021697725.1|AAEG	LOC117894682|XP_034657751.1|DSUB
OG0005030	LOC5565537|XP_021697742.1|AAEG	LOC117895108|XP_034658402.1|DSUB
OG0005031	LOC110675957|XP_021697752.1|AAEG	LOC117893518|XP_034656048.1|DSUB
OG0005032	LOC5564450|XP_021697772.1|AAEG	LOC117893284|XP_034655741.1|DSUB
OG0005033	LOC5578584|XP_021697776.1|AAEG	LOC117893085|XP_034655397.1|DSUB
OG0005034	LOC5564462|XP_021697781.1|AAEG	LOC117893087|XP_034655401.1|DSUB
OG0005035	LOC5564457|XP_001648798.2|AAEG	LOC117894662|XP_034657728.1|DSUB
OG0005036	LOC5564447|XP_001648794.1|AAEG	LOC117894351|XP_034657231.1|DSUB
OG0005037	LOC5570338|XP_001653167.1|AAEG	LOC117894486|XP_034657484.1|DSUB
OG0005038	LOC5563743|XP_001648026.2|AAEG	LOC117893089|XP_034655405.1|DSUB
OG0005039	LOC5578033|XP_001663661.1|AAEG	LOC117902364|XP_034669570.1|DSUB
OG0005040	LOC5563747|XP_021697834.1|AAEG	LOC117892990|XP_034655233.1|DSUB
OG0005041	LOC5565967|XP_001650335.1|AAEG	LOC117895227|XP_034658614.1|DSUB
OG0005042	LOC5576552|XP_001656152.1|AAEG	LOC117893074|XP_034655383.1|DSUB
OG0005043	LOC5578594|XP_001657016.1|AAEG	LOC117890610|XP_034651440.1|DSUB
OG0005044	LOC5578596|XP_021697872.1|AAEG	LOC117890899|XP_034651885.1|DSUB
OG0005045	LOC5578833|XP_001657186.1|AAEG	LOC117889957|XP_034650406.1|DSUB
OG0005046	LOC5573518|XP_001660910.1|AAEG	LOC117890817|XP_034651778.1|DSUB
OG0005047	LOC5574930|XP_001661733.1|AAEG	LOC117895192|XP_034658565.1|DSUB
OG0005048	LOC5574929|XP_021697880.1|AAEG	LOC117894586|XP_034657622.1|DSUB
OG0005049	LOC110675138|XP_021695211.1|AAEG	LOC117895845|XP_034659691.1|DSUB
OG0005050	LOC5575134|XP_021697902.1|AAEG	LOC117890255|XP_034650895.1|DSUB
OG0005051	LOC5575142|XP_001655519.1|AAEG	LOC117893645|XP_034656222.1|DSUB
OG0005052	LOC5575145|XP_001655522.2|AAEG	LOC117893649|XP_034656229.1|DSUB
OG0005053	LOC5577080|XP_001656318.2|AAEG	LOC117900313|XP_034666534.1|DSUB
OG0005054	LOC5564816|XP_021697931.1|AAEG	LOC117893592|XP_034656157.1|DSUB
OG0005055	LOC5571184|XP_001653501.2|AAEG	LOC117903520|XP_034671525.1|DSUB
OG0005056	LOC5573486|XP_021697946.1|AAEG	LOC117891466|XP_034652840.1|DSUB
OG0005057	LOC5568734|XP_021698017.1|AAEG	LOC117895865|XP_034659722.1|DSUB
OG0005058	LOC5565828|XP_021698027.1|AAEG	LOC117894387|XP_034657284.1|DSUB
OG0005059	LOC5565250|XP_021698079.1|AAEG, LOC5566828|XP_021712144.1|AAEG	LOC117890274|XP_034650924.1|DSUB
OG0005060	LOC5566822|XP_021698081.1|AAEG	LOC117890916|XP_034651929.1|DSUB
OG0005061	LOC110676030|XP_021698114.1|AAEG	LOC117900874|XP_034667290.1|DSUB
OG0005062	LOC5568141|XP_001652085.2|AAEG	LOC117892058|XP_034653878.1|DSUB
OG0005063	LOC5569162|XP_001658353.2|AAEG	LOC117892000|XP_034653779.1|DSUB
OG0005064	LOC5573675|XP_001660997.1|AAEG	LOC117893740|XP_034656360.1|DSUB
OG0005065	LOC5573666|XP_021698216.1|AAEG	LOC117890424|XP_034651135.1|DSUB
OG0005066	LOC5564412|XP_021698220.1|AAEG	LOC117891256|XP_034652516.1|DSUB
OG0005067	LOC5575820|XP_021698241.1|AAEG	LOC117890862|XP_034651840.1|DSUB
OG0005068	LOC5567864|XP_001651886.1|AAEG	LOC117892967|XP_034655191.1|DSUB
OG0005069	LOC5567853|XP_001651882.1|AAEG	LOC117891484|XP_034652855.1|DSUB
OG0005070	LOC5575426|XP_021698270.1|AAEG	LOC117891023|XP_034652076.1|DSUB
OG0005071	LOC5575955|XP_001662313.1|AAEG	LOC117895071|XP_034658346.1|DSUB
OG0005072	LOC5576041|XP_021698307.1|AAEG	LOC117902904|XP_034670355.1|DSUB
OG0005073	LOC5576044|XP_021698308.1|AAEG	LOC117890874|XP_034651857.1|DSUB
OG0005074	LOC5565670|XP_021698310.1|AAEG	LOC117895290|XP_034658726.1|DSUB
OG0005075	LOC5564254|XP_001648590.1|AAEG	LOC117891890|XP_034653582.1|DSUB
OG0005076	LOC5564246|XP_001648589.2|AAEG	LOC117891546|XP_034652953.1|DSUB
OG0005078	LOC5574243|XP_001661295.2|AAEG	LOC117893042|XP_034655308.1|DSUB
OG0005079	LOC5568868|XP_021698382.1|AAEG	LOC117891952|XP_034653702.1|DSUB
OG0005080	LOC5574156|XP_001655063.1|AAEG	LOC117895230|XP_034658618.1|DSUB
OG0005081	LOC5569620|XP_001652902.2|AAEG	LOC117890096|XP_034650650.1|DSUB
OG0005082	LOC5569602|XP_001652881.1|AAEG	LOC117895658|XP_034659366.1|DSUB
OG0005083	LOC5569601|XP_001652880.1|AAEG	LOC117903760|XP_034672060.1|DSUB, LOC117901897|XP_034668752.1|DSUB
OG0005084	LOC5579452|XP_021698546.1|AAEG	LOC117895336|XP_034658804.1|DSUB
OG0005085	LOC5569592|XP_001652869.2|AAEG	LOC117895501|XP_034659089.1|DSUB
OG0005086	LOC5569584|XP_021698551.1|AAEG	LOC117890834|XP_034651808.1|DSUB
OG0005087	LOC5569585|XP_021698552.1|AAEG	LOC117894442|XP_034657409.1|DSUB
OG0005088	LOC23687733|XP_021698595.1|AAEG	LOC117890849|XP_034651825.1|DSUB
OG0005089	LOC5570792|XP_021698592.1|AAEG	LOC117890847|XP_034651822.1|DSUB
OG0005090	LOC110675145|XP_021695219.1|AAEG, LOC5566541|XP_021708918.1|AAEG	LOC117892554|XP_034654756.1|DSUB
OG0005091	LOC5570787|XP_021698607.1|AAEG	LOC117890710|XP_034651630.1|DSUB
OG0005092	LOC5577894|XP_001663601.1|AAEG	LOC117895713|XP_034659456.1|DSUB
OG0005093	LOC5577892|XP_001663598.1|AAEG, LOC110675146|XP_021695220.1|AAEG	LOC117894817|XP_034657949.1|DSUB
OG0005094	LOC5565863|XP_021698649.1|AAEG	LOC117893195|XP_034655596.1|DSUB
OG0005095	LOC5576960|XP_021698661.1|AAEG	LOC117891957|XP_034653711.1|DSUB
OG0005096	LOC5571409|XP_001653657.3|AAEG	LOC117900633|XP_034666953.1|DSUB
OG0005097	LOC5572533|XP_001654062.1|AAEG	LOC117891428|XP_034652790.1|DSUB
OG0005098	LOC5572535|XP_021698688.1|AAEG	LOC117892208|XP_034654199.1|DSUB
OG0005099	LOC5572299|XP_021698718.1|AAEG	LOC117892285|XP_034654296.1|DSUB
OG0005100	LOC5572298|XP_001653986.2|AAEG	LOC117892280|XP_034654291.1|DSUB
OG0005101	LOC5572288|XP_001653974.1|AAEG	LOC117896735|XP_034661092.1|DSUB
OG0005102	LOC5564765|XP_021698732.1|AAEG	LOC117889949|XP_034650379.1|DSUB
OG0005103	LOC5572268|XP_001653953.1|AAEG	LOC117891020|XP_034652073.1|DSUB
OG0005104	LOC5572267|XP_001653952.2|AAEG	LOC117901040|XP_034667540.1|DSUB
OG0005105	LOC5572211|XP_001653879.2|AAEG	LOC117894001|XP_034656715.1|DSUB
OG0005106	LOC5572202|XP_021698787.1|AAEG	LOC117893230|XP_034655673.1|DSUB
OG0005107	LOC5572201|XP_021698796.1|AAEG	LOC117894667|XP_034657735.1|DSUB
OG0005108	LOC5572192|XP_001653853.2|AAEG	LOC117891253|XP_034652514.1|DSUB
OG0005109	LOC110676199|XP_021698825.1|AAEG, LOC5576260|XP_001656028.1|AAEG	LOC117903766|XP_034672070.1|DSUB
OG0005110	LOC5571717|XP_001659861.2|AAEG	LOC117894042|XP_034656782.1|DSUB
OG0005111	LOC5565821|XP_021698845.1|AAEG	LOC117894587|XP_034657623.1|DSUB
OG0005112	LOC5565822|XP_021698848.1|AAEG	LOC117894303|XP_034657160.1|DSUB
OG0005113	LOC5575065|XP_021698849.1|AAEG	LOC117894597|XP_034657638.1|DSUB
OG0005114	LOC5566031|XP_001650398.1|AAEG	LOC117893122|XP_034655462.1|DSUB
OG0005115	LOC5566006|XP_021698874.1|AAEG	LOC117902210|XP_034669320.1|DSUB
OG0005116	LOC110676223|XP_021698919.1|AAEG	LOC117893967|XP_034656658.1|DSUB
OG0005117	LOC110676224|XP_021698930.1|AAEG	LOC117891918|XP_034653636.1|DSUB
OG0005118	LOC5573712|XP_011493552.2|AAEG	LOC117902020|XP_034668968.1|DSUB
OG0005119	LOC5577794|XP_021698933.1|AAEG	LOC117890204|XP_034650803.1|DSUB
OG0005120	LOC5571331|XP_021698959.1|AAEG	LOC117895474|XP_034659043.1|DSUB
OG0005121	LOC5571377|XP_001659659.2|AAEG	LOC117894257|XP_034657102.1|DSUB
OG0005122	LOC110676232|XP_021698972.1|AAEG	LOC117893369|XP_034655853.1|DSUB
OG0005123	LOC5577267|XP_011493702.1|AAEG	LOC117895099|XP_034658387.1|DSUB
OG0005124	LOC110676235|XP_021698994.1|AAEG	LOC117893969|XP_034656661.1|DSUB
OG0005125	LOC5570290|XP_021698989.1|AAEG	LOC117893961|XP_034656648.1|DSUB
OG0005126	LOC5578578|XP_001663970.2|AAEG	LOC117895326|XP_034658787.1|DSUB
OG0005127	LOC5577316|XP_021699018.1|AAEG	LOC117894375|XP_034657270.1|DSUB
OG0005128	LOC5574463|XP_001661478.2|AAEG	LOC117890086|XP_034650635.1|DSUB
OG0005129	LOC5573276|XP_021699031.1|AAEG	LOC117894086|XP_034656845.1|DSUB
OG0005130	LOC5573290|XP_001654503.1|AAEG	LOC117893107|XP_034655431.1|DSUB
OG0005131	LOC5572637|XP_021699078.1|AAEG	LOC117895600|XP_034659239.1|DSUB
OG0005132	LOC5576420|XP_001656123.2|AAEG	LOC117892988|XP_034655231.1|DSUB
OG0005133	LOC5576069|XP_021699115.1|AAEG	LOC117894734|XP_034657823.1|DSUB
OG0005134	LOC5566455|XP_021699127.1|AAEG	LOC117894439|XP_034657396.1|DSUB
OG0005135	LOC5575500|XP_021699128.1|AAEG	LOC117895396|XP_034658915.1|DSUB
OG0005136	LOC5575496|XP_021699139.1|AAEG	LOC117895675|XP_034659388.1|DSUB
OG0005137	LOC5575936|XP_021699157.1|AAEG	LOC117899050|XP_034664701.1|DSUB
OG0005138	LOC5575943|XP_001662295.2|AAEG	LOC117895464|XP_034659030.1|DSUB
OG0005139	LOC5575942|XP_021699168.1|AAEG	LOC117894569|XP_034657595.1|DSUB
OG0005140	LOC5577291|XP_001656392.1|AAEG	LOC117902221|XP_034669345.1|DSUB
OG0005141	LOC5577287|XP_021699177.1|AAEG	LOC117891532|XP_034652924.1|DSUB
OG0005142	LOC5575611|XP_001662100.1|AAEG	LOC117894113|XP_034656884.1|DSUB
OG0005143	LOC5566151|XP_021699214.1|AAEG	LOC117895156|XP_034658485.1|DSUB
OG0005144	LOC5577142|XP_001663232.1|AAEG	LOC117895160|XP_034658506.1|DSUB
OG0005145	LOC5577143|XP_001663234.1|AAEG	LOC117895158|XP_034658504.1|DSUB
OG0005146	LOC5577145|XP_021699227.1|AAEG	LOC117895797|XP_034659605.1|DSUB
OG0005147	LOC5575476|XP_021699225.1|AAEG	LOC117895801|XP_034659613.1|DSUB
OG0005148	LOC5572944|XP_021699241.1|AAEG	LOC117895491|XP_034659078.1|DSUB
OG0005149	LOC5573012|XP_001654339.2|AAEG	LOC117891706|XP_034653190.1|DSUB
OG0005150	LOC5573005|XP_001654333.2|AAEG	LOC117894804|XP_034657929.1|DSUB
OG0005151	LOC5573002|XP_001654329.2|AAEG	LOC117893843|XP_034656500.1|DSUB
OG0005152	LOC5573000|XP_021699260.1|AAEG	LOC117895047|XP_034658316.1|DSUB
OG0005153	LOC5574537|XP_001655190.2|AAEG	LOC117895435|XP_034658980.1|DSUB
OG0005154	LOC5574535|XP_021699270.1|AAEG	LOC117895433|XP_034658974.1|DSUB
OG0005155	LOC5579646|XP_001648105.2|AAEG	LOC117895285|XP_034658714.1|DSUB
OG0005156	LOC5578852|XP_001664059.2|AAEG	LOC117898960|XP_034664589.1|DSUB
OG0005157	LOC5578857|XP_021699346.1|AAEG	LOC117891553|XP_034652963.1|DSUB
OG0005158	LOC5571044|XP_001659481.2|AAEG	LOC117895246|XP_034658648.1|DSUB
OG0005159	LOC5571047|XP_001659486.1|AAEG	LOC117893324|XP_034655804.1|DSUB
OG0005160	LOC5578058|XP_001663680.2|AAEG	LOC117893500|XP_034656029.1|DSUB
OG0005161	LOC5579431|XP_021699390.1|AAEG	LOC117891365|XP_034652691.1|DSUB
OG0005162	LOC5572866|XP_001660625.1|AAEG	LOC117899973|XP_034666027.1|DSUB
OG0005163	LOC5575934|XP_021699423.1|AAEG	LOC117895437|XP_034658982.1|DSUB
OG0005164	LOC5570350|XP_001653179.2|AAEG	LOC117894233|XP_034657041.1|DSUB
OG0005165	LOC5570334|XP_021699477.1|AAEG	LOC117890303|XP_034650968.1|DSUB
OG0005166	LOC5578485|XP_021699522.1|AAEG	LOC117899176|XP_034664928.1|DSUB
OG0005167	LOC5578487|XP_001663881.1|AAEG	LOC117899181|XP_034664932.1|DSUB
OG0005168	LOC5578491|XP_001663880.2|AAEG	LOC117893485|XP_034656008.1|DSUB
OG0005169	LOC5578489|XP_001663876.2|AAEG	LOC117892986|XP_034655229.1|DSUB
OG0005170	LOC5575655|XP_001655801.1|AAEG	LOC117892978|XP_034655211.1|DSUB
OG0005171	LOC5575654|XP_001655800.2|AAEG	LOC117892983|XP_034655224.1|DSUB
OG0005172	LOC5570721|XP_021699545.1|AAEG	LOC117891885|XP_034653573.1|DSUB
OG0005173	LOC5566073|XP_001650441.1|AAEG	LOC117891423|XP_034652784.1|DSUB
OG0005174	LOC5574454|XP_001661468.1|AAEG	LOC117892132|XP_034654059.1|DSUB
OG0005175	LOC5576998|XP_021699571.1|AAEG	LOC117891623|XP_034653050.1|DSUB
OG0005176	LOC5576990|XP_021699576.1|AAEG	LOC117891310|XP_034652611.1|DSUB
OG0005177	LOC5576988|XP_001663090.2|AAEG	LOC117890818|XP_034651779.1|DSUB
OG0005178	LOC5576987|XP_001663088.2|AAEG	LOC117895141|XP_034658456.1|DSUB
OG0005179	LOC5576978|XP_001663073.1|AAEG	LOC117895408|XP_034658931.1|DSUB
OG0005180	LOC5574475|XP_021699621.1|AAEG	LOC117895564|XP_034659171.1|DSUB
OG0005181	LOC5567497|XP_021699634.1|AAEG	LOC117889629|XP_034649973.1|DSUB
OG0005182	LOC5570864|XP_021699637.1|AAEG	LOC117889982|XP_034650454.1|DSUB
OG0005183	LOC5570867|XP_021699639.1|AAEG	LOC117892066|XP_034653943.1|DSUB
OG0005184	LOC5570869|XP_001659381.2|AAEG	LOC117892064|XP_034653940.1|DSUB
OG0005185	LOC5570868|XP_001659382.1|AAEG	LOC117890661|XP_034651525.1|DSUB
OG0005186	LOC5570873|XP_021699655.1|AAEG	LOC117889774|XP_034650126.1|DSUB
OG0005187	LOC5575624|XP_021699700.1|AAEG	LOC117891415|XP_034652773.1|DSUB
OG0005188	LOC5575626|XP_001662113.2|AAEG	LOC117890669|XP_034651536.1|DSUB
OG0005189	LOC5576376|XP_021699717.1|AAEG	LOC117902233|XP_034669365.1|DSUB
OG0005190	LOC5576378|XP_001662601.2|AAEG	LOC117894132|XP_034656917.1|DSUB
OG0005191	LOC5569577|XP_001658640.1|AAEG	LOC117896111|XP_034660056.1|DSUB
OG0005192	LOC5569573|XP_021699748.1|AAEG	LOC117891854|XP_034653499.1|DSUB
OG0005193	LOC5567711|XP_021699757.1|AAEG	LOC117890659|XP_034651522.1|DSUB
OG0005194	LOC5569028|XP_021699811.1|AAEG	LOC117892262|XP_034654268.1|DSUB
OG0005195	LOC5569029|XP_001658286.1|AAEG	LOC117892539|XP_034654737.1|DSUB
OG0005196	LOC5569030|XP_021699818.1|AAEG	LOC117894685|XP_034657755.1|DSUB
OG0005197	LOC5565717|XP_021699825.1|AAEG	LOC117892715|XP_034655026.1|DSUB
OG0005198	LOC5569248|XP_001658394.2|AAEG	LOC117894147|XP_034656933.1|DSUB
OG0005199	LOC5574831|XP_001661660.2|AAEG	LOC117891667|XP_034653123.1|DSUB
OG0005200	LOC5574636|XP_001661551.2|AAEG	LOC117890727|XP_034651670.1|DSUB
OG0005201	LOC5572044|XP_021699940.1|AAEG	LOC117891641|XP_034653077.1|DSUB
OG0005202	LOC5572051|XP_021699955.1|AAEG	LOC117892659|XP_034654936.1|DSUB
OG0005203	LOC5569977|XP_021700033.1|AAEG	LOC117890695|XP_034651581.1|DSUB
OG0005204	LOC5574386|XP_021700111.1|AAEG	LOC117900010|XP_034666085.1|DSUB
OG0005205	LOC5574371|XP_021700118.1|AAEG	LOC117901290|XP_034667876.1|DSUB
OG0005206	LOC5569120|XP_001652723.2|AAEG	LOC117889980|XP_034650452.1|DSUB
OG0005207	LOC5569118|XP_001652717.1|AAEG	LOC117892151|XP_034654090.1|DSUB
OG0005208	LOC5569112|XP_001652711.2|AAEG	LOC117890261|XP_034650909.1|DSUB
OG0005209	LOC5569110|XP_001652709.2|AAEG	LOC117900326|XP_034666547.1|DSUB
OG0005210	LOC5569106|XP_021700165.1|AAEG	LOC117901132|XP_034667664.1|DSUB
OG0005211	LOC5574370|XP_021700193.1|AAEG	LOC117893631|XP_034656205.1|DSUB
OG0005212	LOC5574364|XP_001661398.1|AAEG	LOC117892724|XP_034655037.1|DSUB
OG0005213	LOC5580252|XP_001662645.1|AAEG	LOC117902148|XP_034669211.1|DSUB
OG0005214	LOC5564197|XP_021700230.1|AAEG	LOC117902777|XP_034670264.1|DSUB
OG0005215	LOC5564200|XP_021700231.1|AAEG	LOC117900186|XP_034666323.1|DSUB
OG0005216	LOC5570936|XP_001659411.1|AAEG	LOC117901306|XP_034667907.1|DSUB
OG0005217	LOC5577722|XP_021700248.1|AAEG	LOC117902466|XP_034669763.1|DSUB
OG0005218	LOC5577721|XP_011493717.1|AAEG	LOC117902517|XP_034669832.1|DSUB
