Orthogroup	AAEG.longest_only	DPSE.longest_only
OG0003329	LOC5570593|XP_021698550.1|AAEG	LOC4800883|XP_015038660.2|DPSE
OG0003330	LOC5574728|XP_001661616.2|AAEG	LOC4812246|XP_001352613.3|DPSE
OG0003331	LOC23687535|XP_011492966.2|AAEG	LOC4814908|XP_001354577.3|DPSE
OG0003332	LOC5580120|XP_021711923.1|AAEG, LOC110676273|XP_021699204.1|AAEG	LOC4814833|XP_001355068.1|DPSE
OG0003333	LOC5580130|XP_021699347.1|AAEG	LOC4800313|XP_001357596.4|DPSE
OG0003334	LOC5567931|XP_001651963.2|AAEG	LOC4801480|XP_001358565.1|DPSE
OG0003335	LOC5567933|XP_001651967.2|AAEG	LOC4801955|XP_001358970.2|DPSE
OG0003336	LOC5564393|XP_021700110.1|AAEG	LOC4801960|XP_001358973.2|DPSE
OG0003337	LOC5576478|XP_001662672.2|AAEG	LOC6896824|XP_002137027.3|DPSE
OG0003338	LOC5576481|XP_001662674.2|AAEG	LOC4801458|XP_001358552.3|DPSE
OG0003339	LOC5570698|XP_001659294.2|AAEG	LOC4800498|XP_001357765.1|DPSE
OG0003340	LOC5570699|XP_021701068.1|AAEG	LOC4800497|XP_001357764.4|DPSE
OG0003341	LOC5571561|XP_001653698.2|AAEG, LOC110676681|XP_021701199.1|AAEG	LOC4814741|XP_001354799.3|DPSE
OG0003342	LOC5571567|XP_001653705.2|AAEG	LOC4815777|XP_001355720.4|DPSE
OG0003343	LOC5569251|XP_021701437.1|AAEG	LOC6899781|XP_033239024.1|DPSE
OG0003344	LOC23687992|XP_011493304.2|AAEG, LOC5565019|XP_021708709.1|AAEG	LOC4816480|XP_001356248.2|DPSE
OG0003345	LOC5565271|XP_021701757.1|AAEG	LOC4814454|XP_001355117.2|DPSE
OG0003346	LOC5578827|XP_001664044.1|AAEG	LOC4801432|XP_001358527.2|DPSE
OG0003347	LOC5567723|XP_001657630.2|AAEG	LOC4801446|XP_001358540.1|DPSE
OG0003348	LOC5567052|XP_021702364.1|AAEG	LOC4801427|XP_001358522.2|DPSE
OG0003349	LOC5576312|XP_001656046.1|AAEG	LOC6901500|XP_002134186.2|DPSE
OG0003350	LOC5576307|XP_021702688.1|AAEG	LOC4801170|XP_015037062.2|DPSE
OG0003351	LOC5566959|XP_021702823.1|AAEG	LOC4815781|XP_001355389.3|DPSE
OG0003352	LOC23687944|XP_011493297.2|AAEG, LOC5568675|XP_001658091.2|AAEG	LOC4800374|XP_001357662.1|DPSE
OG0003353	LOC5576900|XP_021703214.1|AAEG	LOC4801486|XP_033232981.1|DPSE
OG0003354	LOC5576894|XP_021703285.1|AAEG	LOC4800324|XP_033232874.1|DPSE
OG0003355	LOC5576890|XP_001662990.2|AAEG	LOC6901037|XP_033238636.1|DPSE
OG0003356	LOC5576880|XP_001662980.2|AAEG	LOC4815672|XP_015041312.2|DPSE
OG0003357	LOC5576878|XP_001662978.1|AAEG	LOC4815269|XP_001354754.2|DPSE
OG0003358	LOC5564062|XP_001648368.1|AAEG	LOC4817681|XP_001357067.2|DPSE
OG0003359	LOC5564054|XP_001648381.1|AAEG	LOC4814190|XP_001354332.1|DPSE
OG0003360	LOC5564066|XP_021704044.1|AAEG	LOC4816080|XP_001355609.4|DPSE
OG0003361	LOC5578497|XP_021704289.1|AAEG	LOC6898377|XP_002138430.1|DPSE
OG0003362	LOC110680210|XP_021711717.1|AAEG, LOC5579200|XP_021705129.1|AAEG	LOC4801941|XP_001358956.3|DPSE
OG0003363	LOC5579202|XP_021705141.1|AAEG	LOC4801217|XP_001358342.5|DPSE
OG0003364	LOC5578139|XP_001663710.1|AAEG	LOC4801043|XP_001358207.3|DPSE
OG0003365	LOC5579301|XP_021705291.1|AAEG	LOC4802481|XP_001359395.2|DPSE
OG0003366	LOC5565040|XP_001649382.2|AAEG	LOC4813284|XP_001353994.3|DPSE
OG0003367	LOC5576008|XP_001662341.2|AAEG	LOC4812242|XP_033241391.1|DPSE
OG0003368	LOC110678056|XP_021706274.1|AAEG, LOC5575285|XP_021712728.1|AAEG	LOC4811866|XP_001352938.1|DPSE
OG0003369	LOC110678069|XP_021706303.1|AAEG	LOC6897849|XP_002137952.2|DPSE
OG0003370	LOC5565330|XP_001649677.1|AAEG	LOC4801507|XP_001358586.2|DPSE
OG0003371	LOC5575427|XP_021706990.1|AAEG, LOC110680456|XP_021711952.1|AAEG	LOC4815510|XP_001355627.1|DPSE
OG0003372	LOC5579482|XP_001647780.1|AAEG	LOC4804880|XP_001361368.2|DPSE
OG0003373	LOC5575470|XP_001661987.3|AAEG	LOC4802798|XP_001359643.3|DPSE
OG0003374	LOC110680932|XP_021712405.1|AAEG, LOC5568540|XP_021707619.1|AAEG	LOC6902025|XP_033237910.1|DPSE
OG0003375	LOC110678773|XP_021707804.1|AAEG	LOC4801731|XP_033236607.1|DPSE
OG0003376	LOC5565268|XP_001649604.1|AAEG	LOC4801035|XP_001358203.1|DPSE
OG0003377	LOC5564417|XP_021708027.1|AAEG	LOC13036450|XP_033233764.1|DPSE
OG0003378	LOC110680511|XP_021711999.1|AAEG, LOC5572774|XP_001654172.1|AAEG	LOC4801527|XP_001358603.2|DPSE
OG0003379	LOC110678859|XP_021708087.1|AAEG, LOC5572778|XP_001654173.2|AAEG	LOC4801666|XP_001358718.1|DPSE
OG0003380	LOC5572781|XP_001654180.1|AAEG	LOC4801679|XP_001358729.3|DPSE
OG0003381	LOC5580227|XP_001655934.2|AAEG	LOC6896866|XP_002137057.2|DPSE
OG0003382	LOC5580230|XP_021708254.1|AAEG	LOC4800660|XP_015038621.2|DPSE
OG0003383	LOC5578695|XP_001657094.2|AAEG	LOC4800354|XP_001357560.1|DPSE
OG0003384	LOC5568279|XP_001657976.1|AAEG	LOC4817834|XP_033235275.1|DPSE
OG0003385	LOC5568276|XP_001657975.2|AAEG	LOC4801585|XP_015037323.2|DPSE
OG0003386	LOC5566095|XP_001650454.1|AAEG	LOC4800247|XP_001357543.1|DPSE
OG0003387	LOC5566097|XP_001650455.1|AAEG	LOC4800672|XP_001357904.2|DPSE
OG0003388	LOC110679207|XP_021709028.1|AAEG	LOC4814199|XP_033239012.1|DPSE
OG0003389	LOC110679265|XP_021709200.1|AAEG, LOC5570643|XP_001653279.1|AAEG	LOC4803401|XP_001360132.1|DPSE
OG0003390	LOC5570608|XP_001653272.1|AAEG, LOC110679312|XP_021709361.1|AAEG	LOC4801001|XP_001358176.1|DPSE
OG0003391	LOC110680569|XP_021712045.1|AAEG, LOC5574582|XP_001655206.2|AAEG	LOC4801208|XP_001358335.3|DPSE
OG0003392	LOC5572715|XP_001660532.2|AAEG	LOC6896919|XP_002137103.2|DPSE
OG0003393	LOC5568155|XP_021710093.1|AAEG	LOC4800482|XP_015038603.2|DPSE
OG0003394	LOC5568159|XP_001657903.2|AAEG	LOC4800867|XP_033232469.1|DPSE
OG0003395	LOC5566198|XP_021710187.1|AAEG	LOC6897156|XP_002137336.1|DPSE
OG0003396	LOC5566195|XP_001650574.2|AAEG	LOC6896837|XP_002137040.3|DPSE
OG0003397	LOC5567411|XP_001657413.2|AAEG	LOC4800912|XP_001358101.4|DPSE
OG0003399	LOC110680483|XP_021711980.1|AAEG, LOC5567405|XP_001657418.1|AAEG	LOC6904084|XP_002136433.1|DPSE
OG0003400	LOC5568338|XP_021710740.1|AAEG	LOC4802117|XP_033233405.1|DPSE
OG0003401	LOC5577501|XP_021711436.1|AAEG	LOC6897224|XP_003736523.3|DPSE
OG0003402	LOC110679871|XP_021711570.1|AAEG	LOC4801461|XP_001358553.3|DPSE
OG0003403	LOC5577499|XP_001656515.2|AAEG	LOC6898971|XP_002138931.3|DPSE
OG0003404	LOC5577699|XP_021711667.1|AAEG	LOC4801295|XP_001358415.3|DPSE
OG0003405	LOC5572734|XP_001660546.2|AAEG	LOC4805317|XP_001361737.2|DPSE
OG0003406	LOC5572725|XP_001660544.1|AAEG	LOC4801109|XP_001358257.2|DPSE
OG0003407	LOC5572724|XP_001660542.1|AAEG	LOC4801110|XP_001358258.3|DPSE
OG0003408	LOC5572733|XP_001660547.2|AAEG	LOC4801068|XP_033232593.1|DPSE
OG0003409	LOC5572730|XP_021711963.1|AAEG	LOC6896986|XP_015038786.2|DPSE
OG0003410	LOC5572735|XP_001660557.1|AAEG	LOC4801732|XP_001358775.1|DPSE
OG0003411	LOC5567789|XP_001657692.1|AAEG	LOC4802870|XP_001359701.2|DPSE
OG0003412	LOC5567787|XP_021712246.1|AAEG	LOC6897270|XP_033241874.1|DPSE
OG0003413	LOC5567767|XP_001657667.2|AAEG	LOC4802760|XP_015038068.2|DPSE
OG0003414	LOC5569265|XP_021712555.1|AAEG	LOC4813339|XP_001353208.3|DPSE
OG0003415	LOC5571786|XP_001659917.1|AAEG, LOC110681191|XP_021712663.1|AAEG	LOC4815019|XP_001354812.3|DPSE
OG0003416	LOC5571793|XP_001659919.1|AAEG, LOC110680319|XP_021711839.1|AAEG	LOC4802246|XP_001359205.2|DPSE
OG0003417	LOC5571790|XP_001659923.1|AAEG	LOC4801558|XP_001358630.2|DPSE
OG0003418	LOC110680553|XP_021712037.1|AAEG, LOC5567068|XP_001651458.1|AAEG	LOC4800524|XP_015038571.1|DPSE
OG0003419	LOC5567063|XP_001651463.2|AAEG	LOC4800853|XP_001358054.2|DPSE
OG0003420	LOC5567062|XP_021712857.1|AAEG	LOC4800852|XP_001358053.4|DPSE
OG0003421	LOC5567085|XP_021712943.1|AAEG	LOC6897084|XP_002137268.2|DPSE
OG0003422	LOC5577530|XP_021712944.1|AAEG	LOC4801162|XP_001358297.3|DPSE
OG0003423	LOC5573383|XP_001660867.2|AAEG	LOC4804660|XP_001361187.4|DPSE
OG0003424	LOC5573375|XP_001660864.2|AAEG	LOC4801741|XP_001358784.1|DPSE
OG0003425	LOC5573371|XP_001660857.1|AAEG	LOC4800964|XP_001358146.1|DPSE
OG0003426	LOC110681358|XP_021712799.1|AAEG, LOC110681360|XP_021712800.1|AAEG, LOC5573381|XP_021712999.1|AAEG	LOC4801337|XP_001358448.3|DPSE
OG0003427	LOC5570624|XP_001659227.2|AAEG	LOC4801346|XP_001358455.3|DPSE
OG0003428	LOC5572584|XP_001654088.2|AAEG	LOC4813185|XP_015043341.1|DPSE
OG0003429	LOC5580284|XP_001662911.1|AAEG, LOC110681506|XP_021713094.1|AAEG	LOC4804530|XP_033233830.1|DPSE
OG0003430	LOC5575731|XP_021713117.1|AAEG	LOC6899806|XP_002135730.1|DPSE
OG0003431	LOC23687402|XP_021713130.1|AAEG	LOC4802714|XP_033233389.1|DPSE
OG0003432	LOC110681519|XP_021713159.1|AAEG, LOC5568725|XP_001658106.1|AAEG	LOC4801786|XP_001358823.2|DPSE
OG0003433	LOC5565237|XP_021713167.1|AAEG	LOC4800300|XP_001357652.1|DPSE
OG0003434	LOC5576286|XP_001662576.2|AAEG	LOC4815328|XP_001355203.4|DPSE
OG0003435	LOC5572168|XP_021713207.1|AAEG	LOC4800738|XP_001357956.3|DPSE
OG0003436	LOC5569222|XP_001652782.1|AAEG	LOC6897171|XP_002137351.1|DPSE
OG0003437	LOC5569219|XP_001652784.1|AAEG	LOC6897172|XP_003736491.1|DPSE
OG0003438	LOC5569226|XP_001652785.1|AAEG	LOC6897170|XP_002137350.1|DPSE
OG0003439	LOC5569232|XP_021712263.1|AAEG, LOC110681536|XP_021713262.1|AAEG	LOC4801781|XP_001358818.1|DPSE
OG0003440	LOC5578520|XP_021713299.1|AAEG	LOC4801843|XP_033239572.1|DPSE
OG0003441	LOC5578519|XP_001663910.1|AAEG	LOC4817852|XP_001357380.1|DPSE
OG0003442	LOC5565034|XP_021694403.1|AAEG	LOC4800360|XP_001357554.3|DPSE, LOC117183373|XP_033232999.1|DPSE
OG0003443	LOC5576914|XP_001663011.1|AAEG	LOC4814041|XP_001354143.1|DPSE
OG0003444	LOC5576920|XP_001663017.1|AAEG	LOC6900890|XP_033241461.1|DPSE
OG0003445	LOC5580013|XP_021713335.1|AAEG	LOC6901613|XP_015041892.2|DPSE
OG0003446	LOC5580009|XP_021713348.1|AAEG	LOC6899649|XP_033239473.1|DPSE
OG0003447	LOC5580014|XP_021694307.1|AAEG	LOC6899880|XP_033237125.1|DPSE
OG0003448	LOC5574616|XP_001661533.1|AAEG	LOC4802770|XP_001359630.1|DPSE
OG0003449	LOC5574612|XP_001661529.1|AAEG	LOC6897454|XP_002137602.2|DPSE
OG0003450	LOC5574618|XP_021713371.1|AAEG	LOC4800698|XP_001357924.3|DPSE
OG0003451	LOC5574690|XP_021713381.1|AAEG	LOC4802250|XP_001359209.2|DPSE
OG0003452	LOC5574692|XP_021713383.1|AAEG	LOC4803292|XP_001360057.2|DPSE
OG0003453	LOC5567595|XP_021713391.1|AAEG	LOC4812946|XP_001353464.1|DPSE
OG0003454	LOC5567614|XP_001657570.1|AAEG	LOC4816354|XP_015036741.2|DPSE
OG0003455	LOC5567615|XP_021713393.1|AAEG	LOC117185660|XP_033241813.1|DPSE, LOC4801023|XP_001358193.2|DPSE
OG0003456	LOC5571512|XP_021692970.1|AAEG	LOC4805280|XP_015040525.2|DPSE
OG0003457	LOC5571516|XP_021692972.1|AAEG	LOC4802503|XP_001359412.2|DPSE
OG0003458	LOC5564696|XP_021692997.1|AAEG	LOC4802860|XP_033241756.1|DPSE
OG0003459	LOC110674037|XP_021693012.1|AAEG	LOC4802794|XP_001359639.1|DPSE
OG0003460	LOC5573797|XP_021693033.1|AAEG	LOC4801227|XP_001358350.3|DPSE
OG0003461	LOC5570837|XP_021693037.1|AAEG	LOC6897173|XP_002137353.3|DPSE
OG0003462	LOC23687506|XP_021695309.1|AAEG, LOC5566668|XP_011493288.2|AAEG	LOC4813460|XP_001353748.1|DPSE
OG0003463	LOC5580098|XP_001654849.2|AAEG	LOC4801577|XP_001358647.3|DPSE
OG0003464	LOC110674054|XP_021693086.1|AAEG	LOC6897111|XP_033241807.1|DPSE
OG0003465	LOC5566483|XP_001650870.1|AAEG	LOC4802101|XP_001359085.2|DPSE
OG0003466	LOC5566477|XP_001650864.1|AAEG, LOC110680597|XP_021712082.1|AAEG	LOC4800422|XP_001357700.3|DPSE
OG0003467	LOC110674064|XP_021693130.1|AAEG, LOC5566466|XP_001650848.1|AAEG	LOC4801945|XP_033232575.1|DPSE
OG0003468	LOC5566464|XP_001650846.1|AAEG, LOC110681427|XP_021712861.1|AAEG	LOC4801935|XP_001358953.2|DPSE
OG0003469	LOC5578927|XP_001657213.1|AAEG	LOC4800237|XP_001357630.2|DPSE
OG0003470	LOC5563724|XP_021693210.1|AAEG	LOC4801622|XP_003736555.3|DPSE
OG0003471	LOC5563704|XP_001647991.1|AAEG	LOC4817340|XP_001356896.2|DPSE
OG0003472	LOC5573172|XP_001660788.2|AAEG, LOC110674073|XP_021693214.1|AAEG	LOC4817345|XP_033235204.1|DPSE
OG0003473	LOC110681091|XP_021712553.1|AAEG, LOC5563712|XP_001648004.2|AAEG	LOC4816699|XP_001356061.2|DPSE
OG0003474	LOC5576365|XP_021693250.1|AAEG	LOC4801835|XP_033233018.1|DPSE
OG0003475	LOC5576358|XP_021693297.1|AAEG, LOC110674087|XP_021693301.1|AAEG	LOC4800895|XP_033239890.1|DPSE
OG0003476	LOC5576352|XP_021693305.1|AAEG	LOC6904061|XP_033237168.1|DPSE
OG0003477	LOC5567293|XP_021693314.1|AAEG	LOC4802011|XP_033235926.1|DPSE
OG0003478	LOC5567283|XP_021693342.1|AAEG	LOC6896785|XP_003736256.3|DPSE
OG0003479	LOC5569127|XP_001652733.2|AAEG	LOC4800595|XP_001357841.3|DPSE
OG0003480	LOC5576718|XP_001656224.1|AAEG	LOC4801885|XP_001358908.3|DPSE
OG0003481	LOC5576717|XP_001656223.1|AAEG	LOC4801886|XP_001358909.3|DPSE
OG0003482	LOC5576735|XP_021693381.1|AAEG	LOC6897376|XP_002137528.4|DPSE
OG0003483	LOC5566413|XP_001650805.1|AAEG	LOC4801909|XP_001358928.5|DPSE
OG0003484	LOC5568914|XP_001658238.1|AAEG	LOC4801589|XP_001358658.1|DPSE
OG0003485	LOC5568905|XP_001658228.2|AAEG	LOC4801280|XP_001358400.2|DPSE
OG0003486	LOC110674672|XP_021694418.1|AAEG	LOC4801282|XP_001358402.2|DPSE
OG0003487	LOC5573324|XP_001654544.1|AAEG	LOC4801168|XP_001358302.2|DPSE
OG0003488	LOC5569057|XP_021693516.1|AAEG	LOC4800655|XP_001357888.3|DPSE
OG0003489	LOC5564565|XP_021693531.1|AAEG	LOC4800602|XP_001357847.3|DPSE
OG0003490	LOC5566454|XP_021693543.1|AAEG	LOC4801007|XP_001358180.3|DPSE
OG0003491	LOC5578805|XP_021693546.1|AAEG	LOC4801178|XP_001358312.4|DPSE
OG0003492	LOC5578571|XP_001663962.2|AAEG	LOC4801312|XP_033241772.1|DPSE
OG0003493	LOC5577195|XP_021693675.1|AAEG	LOC4800973|XP_033232809.1|DPSE
OG0003494	LOC5572161|XP_021693685.1|AAEG	LOC4802729|XP_001359592.1|DPSE
OG0003495	LOC5576201|XP_001662536.1|AAEG	LOC4817680|XP_001357066.3|DPSE
OG0003496	LOC110674163|XP_021693719.1|AAEG	LOC4801642|XP_001358696.1|DPSE
OG0003497	LOC23687673|XP_011493646.2|AAEG	LOC6896958|XP_002137143.3|DPSE
OG0003498	LOC5575648|XP_021693759.1|AAEG	LOC26532404|XP_033238921.1|DPSE
OG0003499	LOC5575653|XP_021693763.1|AAEG	LOC4800594|XP_001357840.3|DPSE
OG0003500	LOC5565614|XP_021693783.1|AAEG	LOC4816593|XP_001356276.2|DPSE
OG0003501	LOC5565612|XP_001649949.1|AAEG	LOC4801264|XP_001358385.1|DPSE
OG0003502	LOC5565991|XP_021693812.1|AAEG, LOC5569690|XP_021712502.1|AAEG	LOC4800948|XP_001358132.4|DPSE
OG0003503	LOC5577655|XP_001656653.3|AAEG	LOC4800622|XP_001357864.2|DPSE
OG0003504	LOC5577651|XP_021693826.1|AAEG	LOC13036356|XP_003736284.3|DPSE
OG0003505	LOC5577636|XP_021693854.1|AAEG	LOC13036380|XP_033232634.1|DPSE
OG0003506	LOC5565953|XP_021693896.1|AAEG	LOC4801926|XP_001358944.1|DPSE
OG0003507	LOC110680489|XP_021711984.1|AAEG, LOC5565942|XP_021693903.1|AAEG	LOC4801232|XP_033232939.1|DPSE
OG0003508	LOC5568525|XP_021693918.1|AAEG	LOC4813320|XP_001353574.3|DPSE
OG0003509	LOC5573535|XP_021693961.1|AAEG	LOC4801662|XP_001358714.2|DPSE
OG0003510	LOC5579966|XP_001658483.2|AAEG	LOC4801570|XP_001358641.3|DPSE
OG0003511	LOC5579960|XP_021694041.1|AAEG	LOC4801571|XP_033233136.1|DPSE
OG0003512	LOC5578914|XP_001657204.2|AAEG	LOC6896819|XP_002137022.1|DPSE
OG0003513	LOC5578915|XP_021694075.1|AAEG	LOC4801223|XP_001358346.2|DPSE
OG0003514	LOC5576115|XP_021694090.1|AAEG	LOC13036512|XP_033241832.1|DPSE
OG0003515	LOC5575229|XP_001655635.2|AAEG	LOC4804147|XP_001360753.2|DPSE
OG0003516	LOC5565161|XP_021694131.1|AAEG	LOC4801994|XP_001359005.3|DPSE
OG0003517	LOC5579159|XP_021694193.1|AAEG	LOC4802074|XP_015037595.1|DPSE
OG0003518	LOC5566105|XP_001650511.2|AAEG	LOC4802272|XP_002137686.2|DPSE
OG0003519	LOC5566136|XP_021695359.1|AAEG	LOC4812742|XP_015044174.2|DPSE
OG0003520	LOC5566123|XP_001650503.2|AAEG	LOC4812747|XP_001353125.1|DPSE
OG0003521	LOC5566143|XP_021695372.1|AAEG	LOC4812542|XP_001352619.1|DPSE
OG0003522	LOC5566137|XP_001650495.1|AAEG	LOC4804088|XP_001360706.4|DPSE
OG0003523	LOC5566133|XP_001650494.1|AAEG	LOC4817682|XP_001357068.2|DPSE
OG0003524	LOC5566132|XP_001650493.2|AAEG	LOC4814733|XP_015041703.2|DPSE
OG0003525	LOC5566126|XP_001650491.1|AAEG	LOC4803801|XP_015039367.2|DPSE
OG0003526	LOC5566124|XP_001650486.2|AAEG	LOC6899120|XP_033233744.1|DPSE
OG0003527	LOC5566111|XP_001650482.1|AAEG	LOC4804902|XP_033234173.1|DPSE
OG0003529	LOC5570950|XP_001653417.2|AAEG	LOC4811834|XP_033236159.1|DPSE
OG0003530	LOC5570952|XP_021695452.1|AAEG	LOC6900402|XP_002134794.1|DPSE
OG0003531	LOC5571445|XP_001659696.2|AAEG	LOC4802384|XP_001359313.2|DPSE
OG0003532	LOC5571444|XP_021695478.1|AAEG	LOC4814054|XP_001354260.1|DPSE
OG0003533	LOC5567850|XP_001657714.1|AAEG	LOC4812699|XP_001353081.1|DPSE
OG0003534	LOC5569149|XP_021695598.1|AAEG	LOC4812906|XP_001353873.3|DPSE
OG0003535	LOC5569146|XP_021695603.1|AAEG	LOC4813803|XP_001354039.1|DPSE
OG0003536	LOC110680371|XP_021711869.1|AAEG, LOC5578204|XP_001656848.2|AAEG	LOC4803421|XP_001360136.1|DPSE
OG0003537	LOC5575741|XP_001655841.2|AAEG	LOC4805715|XP_001362070.2|DPSE
OG0003538	LOC5575733|XP_021695723.1|AAEG, LOC110675350|XP_021695724.1|AAEG	LOC4803540|XP_001360250.1|DPSE
OG0003539	LOC5566722|XP_021695725.1|AAEG	LOC4804077|XP_001360695.2|DPSE
OG0003540	LOC5571766|XP_001659898.2|AAEG	LOC4812193|XP_001352498.3|DPSE
OG0003541	LOC5576630|XP_021695759.1|AAEG	LOC4801766|XP_001358807.3|DPSE
OG0003542	LOC5576629|XP_021695763.1|AAEG	LOC4804336|XP_001360911.2|DPSE
OG0003543	LOC5576633|XP_001662790.1|AAEG	LOC4815832|XP_001355449.2|DPSE
OG0003544	LOC5570665|XP_001659266.1|AAEG	LOC4813717|XP_033238537.1|DPSE, LOC117184393|XP_033237381.1|DPSE
OG0003545	LOC5571262|XP_021695920.1|AAEG	LOC4811934|XP_015043806.2|DPSE
OG0003546	LOC5571248|XP_021695946.1|AAEG	LOC4812311|XP_001352972.2|DPSE
OG0003547	LOC5568483|XP_021695974.1|AAEG	LOC4804545|XP_015040007.2|DPSE
OG0003548	LOC5568482|XP_011493357.2|AAEG	LOC4805183|XP_001361630.4|DPSE
OG0003549	LOC5568481|XP_021695981.1|AAEG	LOC4805184|XP_001361631.5|DPSE
OG0003550	LOC5568468|XP_001652303.1|AAEG	LOC4804560|XP_001361102.2|DPSE
OG0003551	LOC5579328|XP_021696014.1|AAEG	LOC6898901|XP_002138871.2|DPSE
OG0003552	LOC110675403|XP_021696024.1|AAEG	LOC4805643|XP_001362011.2|DPSE
OG0003553	LOC5573481|XP_021696025.1|AAEG	LOC4804558|XP_001361100.3|DPSE
OG0003554	LOC5577799|XP_021696028.1|AAEG	LOC4812545|XP_001352595.1|DPSE
OG0003555	LOC5578168|XP_021696070.1|AAEG	LOC6900510|XP_033241057.1|DPSE
OG0003556	LOC5574103|XP_021700597.1|AAEG	LOC6900385|XP_033240183.1|DPSE
OG0003557	LOC5574100|XP_001661171.1|AAEG	LOC4812948|XP_015042639.2|DPSE
OG0003558	LOC5565097|XP_021696157.1|AAEG	LOC4812589|XP_033237642.1|DPSE
OG0003559	LOC5565095|XP_021696175.1|AAEG	LOC4813177|XP_033240608.1|DPSE
OG0003560	LOC5564907|XP_001649256.2|AAEG	LOC4813421|XP_001353461.3|DPSE
OG0003561	LOC5572885|XP_021696189.1|AAEG	LOC4804421|XP_015039938.2|DPSE
OG0003562	LOC5569889|XP_021696239.1|AAEG	LOC4805362|XP_001361773.1|DPSE
OG0003563	LOC5569898|XP_001658796.1|AAEG	LOC4800515|XP_001357780.1|DPSE
OG0003564	LOC110681383|XP_021712817.1|AAEG, LOC5569901|XP_001658799.2|AAEG	LOC4812904|XP_001353229.1|DPSE
OG0003565	LOC110675493|XP_021696321.1|AAEG	LOC4812331|XP_001352678.1|DPSE
OG0003566	LOC5570462|XP_021696323.1|AAEG	LOC6896930|XP_015038868.1|DPSE
OG0003567	LOC5570461|XP_021696331.1|AAEG	LOC4805638|XP_033233714.1|DPSE
OG0003568	LOC5577064|XP_021696349.1|AAEG	LOC6898777|XP_004444391.2|DPSE
OG0003569	LOC5571867|XP_021696396.1|AAEG, LOC5564708|XP_021712809.1|AAEG	LOC4813545|XP_001354048.3|DPSE
OG0003570	LOC5571874|XP_021696407.1|AAEG	LOC4804920|XP_015040284.2|DPSE
OG0003571	LOC5570525|XP_001659184.2|AAEG	LOC4812273|XP_033238639.1|DPSE
OG0003572	LOC5570536|XP_021696455.1|AAEG	LOC6898956|XP_033234025.1|DPSE
OG0003573	LOC5570522|XP_021696464.1|AAEG	LOC4804877|XP_001361366.2|DPSE
OG0003574	LOC5567621|XP_001657591.2|AAEG	LOC4814073|XP_001354275.2|DPSE
OG0003575	LOC5576612|XP_001662762.1|AAEG	LOC4812173|XP_001352534.1|DPSE
OG0003576	LOC5566268|XP_021696550.1|AAEG	LOC6900899|XP_033240767.1|DPSE
OG0003577	LOC5566289|XP_021696567.1|AAEG, LOC110681021|XP_021712475.1|AAEG	LOC4812129|XP_001352711.1|DPSE
OG0003578	LOC5569215|XP_001658388.1|AAEG	LOC4812604|XP_001352684.3|DPSE
OG0003579	LOC5569212|XP_021696607.1|AAEG	LOC4804120|XP_001360731.3|DPSE
OG0003580	LOC5568100|XP_021696615.1|AAEG	LOC4804141|XP_001360747.3|DPSE
OG0003581	LOC110675582|XP_021696631.1|AAEG	LOC6900648|XP_015043095.2|DPSE
OG0003582	LOC5568120|XP_001652059.2|AAEG	LOC4813151|XP_001353781.2|DPSE
OG0003583	LOC5578232|XP_021696662.1|AAEG	LOC4804207|XP_001360804.3|DPSE
OG0003584	LOC5574286|XP_001661329.1|AAEG	LOC4804080|XP_001360698.2|DPSE
OG0003585	LOC5566329|XP_001650718.1|AAEG	LOC4812820|XP_001353972.1|DPSE
OG0003586	LOC5579064|XP_021696762.1|AAEG	LOC6899869|XP_002135666.2|DPSE
OG0003587	LOC5564624|XP_001648973.2|AAEG	LOC4817610|XP_001357012.1|DPSE
OG0003588	LOC5567128|XP_001651546.2|AAEG	LOC4801347|XP_015037196.2|DPSE
OG0003589	LOC110676989|XP_021702921.1|AAEG	LOC4805637|XP_001362006.2|DPSE
OG0003590	LOC5574420|XP_021696838.1|AAEG	LOC4813052|XP_001354022.2|DPSE
OG0003591	LOC5566232|XP_021696842.1|AAEG	LOC4813064|XP_015042992.2|DPSE
OG0003592	LOC5566211|XP_001650600.1|AAEG	LOC4813195|XP_001353400.2|DPSE
OG0003593	LOC5566219|XP_021696862.1|AAEG	LOC4812101|XP_033240483.1|DPSE
OG0003594	LOC5566962|XP_001651375.2|AAEG	LOC4811950|XP_001352690.2|DPSE
OG0003595	LOC5565647|XP_021696889.1|AAEG	LOC4804777|XP_001361286.1|DPSE
OG0003596	LOC5565652|XP_001650005.1|AAEG	LOC4803431|XP_001360146.1|DPSE
OG0003597	LOC5565650|XP_001650002.2|AAEG	LOC4803422|XP_001360137.1|DPSE
OG0003598	LOC5573763|XP_001654790.1|AAEG	LOC6900042|XP_002135406.1|DPSE
OG0003599	LOC5573779|XP_021696930.1|AAEG	LOC4816560|XP_001356146.1|DPSE
OG0003600	LOC5576770|XP_001662857.2|AAEG	LOC4813137|XP_015043190.2|DPSE
OG0003601	LOC5568893|XP_001658218.2|AAEG	LOC4804570|XP_015040023.2|DPSE
OG0003602	LOC5574799|XP_021697010.1|AAEG	LOC4804524|XP_033235130.1|DPSE
OG0003603	LOC5574896|XP_001655401.2|AAEG	LOC6900884|XP_002135241.3|DPSE
OG0003604	LOC5579976|XP_001658608.1|AAEG	LOC6902606|XP_002133132.2|DPSE
