Orthogroup	AAEG.longest_only	DSER.longest_only
OG0003291	LOC5573523|XP_001660916.2|AAEG	LOC110179037|XP_020802051.1|DSER
OG0003292	LOC5568403|XP_001658058.1|AAEG	LOC110185521|XP_020810073.1|DSER
OG0003293	LOC5570652|XP_021706741.1|AAEG	LOC110180403|XP_020803717.1|DSER
OG0003294	LOC5574017|XP_021707599.1|AAEG	LOC110189334|XP_020815039.1|DSER
OG0003295	LOC5574012|XP_021708368.1|AAEG	LOC110184798|XP_020809092.1|DSER, LOC110184799|XP_020809093.1|DSER
OG0003296	LOC110674420|XP_021694351.1|AAEG	LOC110188077|XP_020813287.1|DSER
OG0003297	LOC5571798|XP_021709701.1|AAEG	LOC110188248|XP_020813577.1|DSER
OG0003298	LOC5576074|XP_021713331.1|AAEG	LOC110184413|XP_020808605.1|DSER
OG0003299	LOC5569128|XP_021692944.1|AAEG	LOC110176414|XP_020798415.1|DSER
OG0003300	LOC5568968|XP_021692995.1|AAEG	LOC110187782|XP_020812911.1|DSER
OG0003301	LOC5570119|XP_021693122.1|AAEG	LOC110176358|XP_020798345.1|DSER
OG0003302	LOC5570118|XP_001653099.1|AAEG	LOC110181789|XP_020805328.1|DSER
OG0003303	LOC5570104|XP_021693415.1|AAEG	LOC110189234|XP_020814877.1|DSER
OG0003304	LOC5570771|XP_021693931.1|AAEG	LOC110185571|XP_020810159.1|DSER
OG0003305	LOC5577441|XP_021694384.1|AAEG	LOC110180633|XP_020803979.1|DSER
OG0003306	LOC5572387|XP_001654036.2|AAEG	LOC110189263|XP_020814936.1|DSER
OG0003307	LOC5578290|XP_021694598.1|AAEG	LOC110190538|XP_020816746.1|DSER
OG0003308	LOC5578620|XP_001657046.1|AAEG	LOC110178165|XP_020800858.1|DSER
OG0003309	LOC5569552|XP_021695172.1|AAEG	LOC110175914|XP_020797746.1|DSER
OG0003310	LOC5569563|XP_001658626.2|AAEG	LOC110179547|XP_020802785.1|DSER
OG0003311	LOC110681241|XP_021712702.1|AAEG, LOC5569568|XP_001658631.2|AAEG	LOC110191028|XP_020817406.1|DSER
OG0003312	LOC5563944|XP_001648266.1|AAEG	LOC110187638|XP_020812704.1|DSER
OG0003313	LOC5574249|XP_001661303.2|AAEG	LOC110180464|XP_020803799.1|DSER
OG0003314	LOC23687986|XP_021695617.1|AAEG	LOC110191475|XP_020817994.1|DSER
OG0003315	LOC5579485|XP_021695637.1|AAEG	LOC110181487|XP_020804905.1|DSER
OG0003316	LOC110675390|XP_021695976.1|AAEG	LOC110186762|XP_020811682.1|DSER
OG0003317	LOC5566507|XP_001650896.2|AAEG	LOC110188090|XP_020813305.1|DSER
OG0003318	LOC5568484|XP_021696073.1|AAEG	LOC110188462|XP_020813851.1|DSER
OG0003319	LOC5566499|XP_021696131.1|AAEG	LOC110187628|XP_020812691.1|DSER
OG0003320	LOC5567617|XP_021696188.1|AAEG, LOC110680343|XP_021711854.1|AAEG	LOC110186412|XP_020811245.1|DSER
OG0003321	LOC5566495|XP_001650884.2|AAEG	LOC110187006|XP_020812026.1|DSER
OG0003322	LOC110675460|XP_021696255.1|AAEG, LOC5566509|XP_001650883.1|AAEG, LOC110674015|XP_021712153.1|AAEG	LOC110186613|XP_020811503.1|DSER
OG0003323	LOC5568414|XP_001658066.2|AAEG, LOC5568630|XP_001652469.2|AAEG	LOC110185511|XP_020810064.1|DSER
OG0003324	LOC5574970|XP_021697905.1|AAEG	LOC110182184|XP_020805846.1|DSER
OG0003325	LOC5574966|XP_021697959.1|AAEG	LOC110184249|XP_020808369.1|DSER
OG0003326	LOC5577023|XP_001656310.2|AAEG	LOC110179388|XP_020802572.1|DSER
OG0003327	LOC5576689|XP_001662827.2|AAEG	LOC110185421|XP_020809892.1|DSER
OG0003328	LOC5570591|XP_001653258.1|AAEG	LOC110180181|XP_020803502.1|DSER
OG0003329	LOC5570593|XP_021698550.1|AAEG	LOC110177134|XP_020799365.1|DSER
OG0003330	LOC5574728|XP_001661616.2|AAEG	LOC110190689|XP_020816959.1|DSER
OG0003331	LOC23687535|XP_011492966.2|AAEG	LOC110179702|XP_020802970.1|DSER
OG0003332	LOC5580120|XP_021711923.1|AAEG, LOC110676273|XP_021699204.1|AAEG	LOC110181817|XP_020805368.1|DSER
OG0003333	LOC5580130|XP_021699347.1|AAEG	LOC110186774|XP_020811702.1|DSER
OG0003334	LOC5567931|XP_001651963.2|AAEG	LOC110191043|XP_020817426.1|DSER
OG0003335	LOC5567933|XP_001651967.2|AAEG	LOC110176513|XP_020798549.1|DSER
OG0003336	LOC5564393|XP_021700110.1|AAEG	LOC110190910|XP_020817229.1|DSER
OG0003337	LOC5576478|XP_001662672.2|AAEG	LOC110186374|XP_020811183.1|DSER
OG0003338	LOC5576481|XP_001662674.2|AAEG	LOC110188574|XP_020813995.1|DSER
OG0003339	LOC5570698|XP_001659294.2|AAEG	LOC110186477|XP_020811323.1|DSER
OG0003340	LOC5570699|XP_021701068.1|AAEG	LOC110186479|XP_020811325.1|DSER
OG0003341	LOC5571561|XP_001653698.2|AAEG, LOC110676681|XP_021701199.1|AAEG	LOC110176004|XP_020797867.1|DSER
OG0003342	LOC5571567|XP_001653705.2|AAEG	LOC110184287|XP_020808427.1|DSER
OG0003343	LOC5569251|XP_021701437.1|AAEG	LOC110182065|XP_020805686.1|DSER
OG0003344	LOC23687992|XP_011493304.2|AAEG, LOC5565019|XP_021708709.1|AAEG	LOC110185596|XP_020810191.1|DSER
OG0003345	LOC5565271|XP_021701757.1|AAEG	LOC110179120|XP_020802170.1|DSER
OG0003346	LOC5578827|XP_001664044.1|AAEG	LOC110188081|XP_020813293.1|DSER
OG0003347	LOC5567723|XP_001657630.2|AAEG	LOC110187632|XP_020812698.1|DSER
OG0003348	LOC5567052|XP_021702364.1|AAEG	LOC110187738|XP_020812854.1|DSER
OG0003349	LOC5576312|XP_001656046.1|AAEG	LOC110179541|XP_020802780.1|DSER
OG0003350	LOC5576307|XP_021702688.1|AAEG	LOC110190978|XP_020817341.1|DSER
OG0003351	LOC5566959|XP_021702823.1|AAEG	LOC110187102|XP_020812167.1|DSER
OG0003352	LOC23687944|XP_011493297.2|AAEG, LOC5568675|XP_001658091.2|AAEG	LOC110186769|XP_020811689.1|DSER
OG0003353	LOC5576900|XP_021703214.1|AAEG	LOC110191335|XP_020817829.1|DSER
OG0003354	LOC5576894|XP_021703285.1|AAEG	LOC110186369|XP_020811179.1|DSER
OG0003355	LOC5576890|XP_001662990.2|AAEG	LOC110181716|XP_020805226.1|DSER
OG0003356	LOC5576880|XP_001662980.2|AAEG	LOC110184227|XP_020808345.1|DSER
OG0003357	LOC5576878|XP_001662978.1|AAEG	LOC110184221|XP_020808332.1|DSER
OG0003358	LOC5564062|XP_001648368.1|AAEG	LOC110187217|XP_020812276.1|DSER
OG0003359	LOC5564054|XP_001648381.1|AAEG	LOC110179078|XP_020802116.1|DSER
OG0003360	LOC5564066|XP_021704044.1|AAEG	LOC110181491|XP_020804910.1|DSER
OG0003361	LOC5578497|XP_021704289.1|AAEG	LOC110182254|XP_020805966.1|DSER
OG0003362	LOC110680210|XP_021711717.1|AAEG, LOC5579200|XP_021705129.1|AAEG	LOC110176537|XP_020798586.1|DSER
OG0003363	LOC5579202|XP_021705141.1|AAEG	LOC110188428|XP_020813812.1|DSER
OG0003364	LOC5578139|XP_001663710.1|AAEG	LOC110186236|XP_020810962.1|DSER
OG0003365	LOC5579301|XP_021705291.1|AAEG	LOC110177104|XP_020799306.1|DSER
OG0003366	LOC5565040|XP_001649382.2|AAEG	LOC110185236|XP_020809629.1|DSER
OG0003367	LOC5576008|XP_001662341.2|AAEG	LOC110190115|XP_020816087.1|DSER
OG0003368	LOC110678056|XP_021706274.1|AAEG, LOC5575285|XP_021712728.1|AAEG	LOC110190220|XP_020816237.1|DSER
OG0003369	LOC110678069|XP_021706303.1|AAEG	LOC110191783|XP_020818390.1|DSER
OG0003370	LOC5565330|XP_001649677.1|AAEG	LOC110188190|XP_020813428.1|DSER
OG0003371	LOC5575427|XP_021706990.1|AAEG, LOC110680456|XP_021711952.1|AAEG	LOC110181722|XP_020805236.1|DSER
OG0003372	LOC5579482|XP_001647780.1|AAEG	LOC110178342|XP_020801120.1|DSER
OG0003373	LOC5575470|XP_001661987.3|AAEG	LOC110188599|XP_020814020.1|DSER
OG0003374	LOC110680932|XP_021712405.1|AAEG, LOC5568540|XP_021707619.1|AAEG	LOC110178860|XP_020801785.1|DSER
OG0003375	LOC110678773|XP_021707804.1|AAEG	LOC110176406|XP_020798404.1|DSER
OG0003376	LOC5565268|XP_001649604.1|AAEG	LOC110186458|XP_020811302.1|DSER
OG0003377	LOC5564417|XP_021708027.1|AAEG	LOC110186242|XP_020810970.1|DSER
OG0003378	LOC110680511|XP_021711999.1|AAEG, LOC5572774|XP_001654172.1|AAEG	LOC110177368|XP_020799720.1|DSER
OG0003379	LOC110678859|XP_021708087.1|AAEG, LOC5572778|XP_001654173.2|AAEG	LOC110188228|XP_020813537.1|DSER
OG0003380	LOC5572781|XP_001654180.1|AAEG	LOC110188101|XP_020813324.1|DSER
OG0003381	LOC5580227|XP_001655934.2|AAEG	LOC110183418|XP_020807355.1|DSER
OG0003382	LOC5580230|XP_021708254.1|AAEG	LOC110177330|XP_020799663.1|DSER
OG0003383	LOC5578695|XP_001657094.2|AAEG	LOC110186761|XP_020811681.1|DSER
OG0003384	LOC5568279|XP_001657976.1|AAEG	LOC110178141|XP_020800827.1|DSER
OG0003385	LOC5568276|XP_001657975.2|AAEG	LOC110190802|XP_020817107.1|DSER
OG0003386	LOC5566095|XP_001650454.1|AAEG	LOC110187901|XP_020813058.1|DSER
OG0003387	LOC5566097|XP_001650455.1|AAEG	LOC110177312|XP_020799643.1|DSER
OG0003388	LOC110679207|XP_021709028.1|AAEG	LOC110180635|XP_020803986.1|DSER
OG0003389	LOC110679265|XP_021709200.1|AAEG, LOC5570643|XP_001653279.1|AAEG	LOC110178827|XP_020801755.1|DSER
OG0003390	LOC5570608|XP_001653272.1|AAEG, LOC110679312|XP_021709361.1|AAEG	LOC110191178|XP_020817602.1|DSER
OG0003391	LOC110680569|XP_021712045.1|AAEG, LOC5574582|XP_001655206.2|AAEG	LOC110188146|XP_020813403.1|DSER
OG0003392	LOC5572715|XP_001660532.2|AAEG	LOC110191172|XP_020817594.1|DSER
OG0003393	LOC5568155|XP_021710093.1|AAEG	LOC110186266|XP_020811032.1|DSER
OG0003394	LOC5568159|XP_001657903.2|AAEG	LOC110188521|XP_020813922.1|DSER
OG0003395	LOC5566198|XP_021710187.1|AAEG	LOC110188573|XP_020813994.1|DSER
OG0003396	LOC5566195|XP_001650574.2|AAEG	LOC110186345|XP_020811155.1|DSER
OG0003397	LOC5567411|XP_001657413.2|AAEG	LOC110191256|XP_020817694.1|DSER
OG0003399	LOC110680483|XP_021711980.1|AAEG, LOC5567405|XP_001657418.1|AAEG	LOC110191039|XP_020817418.1|DSER
OG0003400	LOC5568338|XP_021710740.1|AAEG	LOC110189029|XP_020814651.1|DSER
OG0003401	LOC5577501|XP_021711436.1|AAEG	LOC110188097|XP_020813310.1|DSER
OG0003402	LOC110679871|XP_021711570.1|AAEG	LOC110183835|XP_020807848.1|DSER, LOC110187972|XP_020813151.1|DSER
OG0003403	LOC5577499|XP_001656515.2|AAEG	LOC110178515|XP_020801364.1|DSER
OG0003404	LOC5577699|XP_021711667.1|AAEG	LOC110191328|XP_020817821.1|DSER
OG0003405	LOC5572734|XP_001660546.2|AAEG	LOC110189628|XP_020815426.1|DSER
OG0003406	LOC5572725|XP_001660544.1|AAEG	LOC110188399|XP_020813783.1|DSER
OG0003407	LOC5572724|XP_001660542.1|AAEG	LOC110188400|XP_020813784.1|DSER
OG0003408	LOC5572733|XP_001660547.2|AAEG	LOC110188088|XP_020813302.1|DSER
OG0003409	LOC5572730|XP_021711963.1|AAEG	LOC110189382|XP_020815092.1|DSER
OG0003410	LOC5572735|XP_001660557.1|AAEG	LOC110187743|XP_020812860.1|DSER
OG0003411	LOC5567789|XP_001657692.1|AAEG	LOC110188376|XP_020813750.1|DSER
OG0003412	LOC5567787|XP_021712246.1|AAEG	LOC110177385|XP_020799747.1|DSER
OG0003413	LOC5567767|XP_001657667.2|AAEG	LOC110188433|XP_020813819.1|DSER
OG0003414	LOC5569265|XP_021712555.1|AAEG	LOC110176229|XP_020798174.1|DSER
OG0003415	LOC5571786|XP_001659917.1|AAEG, LOC110681191|XP_021712663.1|AAEG	LOC110181692|XP_020805194.1|DSER
OG0003416	LOC5571793|XP_001659919.1|AAEG, LOC110680319|XP_021711839.1|AAEG	LOC110190070|XP_020816038.1|DSER
OG0003417	LOC5571790|XP_001659923.1|AAEG	LOC110185563|XP_020810146.1|DSER
OG0003418	LOC110680553|XP_021712037.1|AAEG, LOC5567068|XP_001651458.1|AAEG	LOC110186519|XP_020811374.1|DSER
OG0003419	LOC5567063|XP_001651463.2|AAEG	LOC110188259|XP_020813604.1|DSER
OG0003420	LOC5567062|XP_021712857.1|AAEG	LOC110188180|XP_020813412.1|DSER
OG0003421	LOC5567085|XP_021712943.1|AAEG	LOC110186652|XP_020811575.1|DSER
OG0003422	LOC5577530|XP_021712944.1|AAEG	LOC110186302|XP_020811082.1|DSER
OG0003423	LOC5573383|XP_001660867.2|AAEG	LOC110188104|XP_020813344.1|DSER
OG0003424	LOC5573375|XP_001660864.2|AAEG	LOC110188502|XP_020813897.1|DSER
OG0003425	LOC5573371|XP_001660857.1|AAEG	LOC110191156|XP_020817572.1|DSER
OG0003426	LOC110681358|XP_021712799.1|AAEG, LOC110681360|XP_021712800.1|AAEG, LOC5573381|XP_021712999.1|AAEG	LOC110186557|XP_020811420.1|DSER
OG0003427	LOC5570624|XP_001659227.2|AAEG	LOC110186493|XP_020811347.1|DSER
OG0003428	LOC5572584|XP_001654088.2|AAEG	LOC110178921|XP_020801861.1|DSER
OG0003429	LOC5580284|XP_001662911.1|AAEG, LOC110681506|XP_021713094.1|AAEG	LOC110177028|XP_020799203.1|DSER
OG0003430	LOC5575731|XP_021713117.1|AAEG	LOC110185396|XP_020809837.1|DSER
OG0003431	LOC23687402|XP_021713130.1|AAEG	LOC110187624|XP_020812678.1|DSER
OG0003432	LOC110681519|XP_021713159.1|AAEG, LOC5568725|XP_001658106.1|AAEG	LOC110189710|XP_020815562.1|DSER
OG0003433	LOC5565237|XP_021713167.1|AAEG	LOC110176484|XP_020798515.1|DSER
OG0003434	LOC5576286|XP_001662576.2|AAEG	LOC110184575|XP_020808809.1|DSER
OG0003435	LOC5572168|XP_021713207.1|AAEG	LOC110191264|XP_020817718.1|DSER
OG0003436	LOC5569222|XP_001652782.1|AAEG	LOC110188114|XP_020813347.1|DSER, LOC110183781|XP_020807800.1|DSER
OG0003437	LOC5569219|XP_001652784.1|AAEG	LOC110183727|XP_020807738.1|DSER, LOC110188113|XP_020813345.1|DSER
OG0003438	LOC5569226|XP_001652785.1|AAEG	LOC110183739|XP_020807749.1|DSER, LOC110188112|XP_020813343.1|DSER
OG0003439	LOC5569232|XP_021712263.1|AAEG, LOC110681536|XP_021713262.1|AAEG	LOC110190917|XP_020817237.1|DSER
OG0003440	LOC5578520|XP_021713299.1|AAEG	LOC110176524|XP_020798560.1|DSER, LOC110176429|XP_020798437.1|DSER
OG0003441	LOC5578519|XP_001663910.1|AAEG	LOC110186058|XP_020810754.1|DSER
OG0003442	LOC5565034|XP_021694403.1|AAEG	LOC110186868|XP_020811823.1|DSER
OG0003443	LOC5576914|XP_001663011.1|AAEG	LOC110185334|XP_020809770.1|DSER
OG0003444	LOC5576920|XP_001663017.1|AAEG	LOC110190055|XP_020816020.1|DSER
OG0003445	LOC5580013|XP_021713335.1|AAEG	LOC110181803|XP_020805344.1|DSER
OG0003446	LOC5580009|XP_021713348.1|AAEG	LOC110184430|XP_020808626.1|DSER
OG0003447	LOC5580014|XP_021694307.1|AAEG	LOC110185479|XP_020810012.1|DSER
OG0003448	LOC5574616|XP_001661533.1|AAEG	LOC110188072|XP_020813282.1|DSER
OG0003449	LOC5574612|XP_001661529.1|AAEG	LOC110188464|XP_020813856.1|DSER
OG0003450	LOC5574618|XP_021713371.1|AAEG	LOC110191875|XP_020818518.1|DSER
OG0003451	LOC5574690|XP_021713381.1|AAEG	LOC110191032|XP_020817410.1|DSER
OG0003452	LOC5574692|XP_021713383.1|AAEG	LOC110189552|XP_020815344.1|DSER
OG0003453	LOC5567595|XP_021713391.1|AAEG	LOC110178162|XP_020800855.1|DSER, LOC110187428|XP_020812479.1|DSER
OG0003454	LOC5567614|XP_001657570.1|AAEG	LOC110185583|XP_020810173.1|DSER
OG0003455	LOC5567615|XP_021713393.1|AAEG	LOC110190413|XP_020816540.1|DSER
OG0003456	LOC5571512|XP_021692970.1|AAEG	LOC110189544|XP_020815335.1|DSER
OG0003457	LOC5571516|XP_021692972.1|AAEG	LOC110187772|XP_020812895.1|DSER
OG0003458	LOC5564696|XP_021692997.1|AAEG	LOC110188644|XP_020814080.1|DSER
OG0003459	LOC110674037|XP_021693012.1|AAEG	LOC110188303|XP_020813668.1|DSER
OG0003460	LOC5573797|XP_021693033.1|AAEG	LOC110190935|XP_020817263.1|DSER
OG0003461	LOC5570837|XP_021693037.1|AAEG	LOC110187655|XP_020812729.1|DSER, LOC110183744|XP_020807762.1|DSER
OG0003462	LOC23687506|XP_021695309.1|AAEG, LOC5566668|XP_011493288.2|AAEG	LOC110176182|XP_020798091.1|DSER
OG0003463	LOC5580098|XP_001654849.2|AAEG	LOC110186931|XP_020811917.1|DSER
OG0003464	LOC110674054|XP_021693086.1|AAEG	LOC110187904|XP_020813063.1|DSER
OG0003465	LOC5566483|XP_001650870.1|AAEG	LOC110188475|XP_020813867.1|DSER
OG0003466	LOC5566477|XP_001650864.1|AAEG, LOC110680597|XP_021712082.1|AAEG	LOC110189669|XP_020815488.1|DSER
OG0003467	LOC110674064|XP_021693130.1|AAEG, LOC5566466|XP_001650848.1|AAEG	LOC110176413|XP_020798414.1|DSER
OG0003468	LOC5566464|XP_001650846.1|AAEG, LOC110681427|XP_021712861.1|AAEG	LOC110176452|XP_020798464.1|DSER
OG0003469	LOC5578927|XP_001657213.1|AAEG	LOC110186989|XP_020812005.1|DSER
OG0003470	LOC5563724|XP_021693210.1|AAEG	LOC110186673|XP_020811599.1|DSER
OG0003471	LOC5563704|XP_001647991.1|AAEG	LOC110179881|XP_020803137.1|DSER, LOC110187535|XP_020812588.1|DSER
OG0003472	LOC5573172|XP_001660788.2|AAEG, LOC110674073|XP_021693214.1|AAEG	LOC110183211|XP_020807082.1|DSER
OG0003473	LOC110681091|XP_021712553.1|AAEG, LOC5563712|XP_001648004.2|AAEG	LOC110183412|XP_020807347.1|DSER
OG0003474	LOC5576365|XP_021693250.1|AAEG	LOC110186325|XP_020811123.1|DSER
OG0003475	LOC5576358|XP_021693297.1|AAEG, LOC110674087|XP_021693301.1|AAEG	LOC110177205|XP_020799482.1|DSER
OG0003476	LOC5576352|XP_021693305.1|AAEG	LOC110185459|XP_020809960.1|DSER, LOC110185461|XP_020809961.1|DSER, LOC110185478|XP_020810011.1|DSER
OG0003477	LOC5567293|XP_021693314.1|AAEG	LOC110183946|XP_020807966.1|DSER
OG0003478	LOC5567283|XP_021693342.1|AAEG	LOC110186399|XP_020811221.1|DSER
OG0003479	LOC5569127|XP_001652733.2|AAEG	LOC110189418|XP_020815140.1|DSER
OG0003480	LOC5576718|XP_001656224.1|AAEG	LOC110176634|XP_020798720.1|DSER
OG0003481	LOC5576717|XP_001656223.1|AAEG	LOC110176632|XP_020798718.1|DSER
OG0003482	LOC5576735|XP_021693381.1|AAEG	LOC110176620|XP_020798704.1|DSER
OG0003483	LOC5566413|XP_001650805.1|AAEG	LOC110176658|XP_020798751.1|DSER
OG0003484	LOC5568914|XP_001658238.1|AAEG	LOC110184464|XP_020808667.1|DSER
OG0003485	LOC5568905|XP_001658228.2|AAEG	LOC110186198|XP_020810920.1|DSER
OG0003486	LOC110674672|XP_021694418.1|AAEG	LOC110186121|XP_020810833.1|DSER
OG0003487	LOC5573324|XP_001654544.1|AAEG	LOC110186375|XP_020811186.1|DSER
OG0003488	LOC5569057|XP_021693516.1|AAEG	LOC110177322|XP_020799655.1|DSER
OG0003489	LOC5564565|XP_021693531.1|AAEG	LOC110187950|XP_020813130.1|DSER
OG0003490	LOC5566454|XP_021693543.1|AAEG	LOC110188289|XP_020813647.1|DSER
OG0003491	LOC5578805|XP_021693546.1|AAEG	LOC110177451|XP_020799844.1|DSER
OG0003492	LOC5578571|XP_001663962.2|AAEG	LOC110186556|XP_020811419.1|DSER
OG0003493	LOC5577195|XP_021693675.1|AAEG	LOC110191205|XP_020817630.1|DSER
OG0003494	LOC5572161|XP_021693685.1|AAEG	LOC110190470|XP_020816641.1|DSER
OG0003495	LOC5576201|XP_001662536.1|AAEG	LOC110187215|XP_020812273.1|DSER
OG0003496	LOC110674163|XP_021693719.1|AAEG	LOC110191175|XP_020817599.1|DSER
OG0003497	LOC23687673|XP_011493646.2|AAEG	LOC110179587|XP_020802845.1|DSER, LOC110177156|XP_020799399.1|DSER
OG0003498	LOC5575648|XP_021693759.1|AAEG	LOC110179906|XP_020803162.1|DSER
OG0003499	LOC5575653|XP_021693763.1|AAEG	LOC110191164|XP_020817583.1|DSER
OG0003500	LOC5565614|XP_021693783.1|AAEG	LOC110181386|XP_020804777.1|DSER
OG0003501	LOC5565612|XP_001649949.1|AAEG	LOC110184277|XP_020808411.1|DSER
OG0003502	LOC5565991|XP_021693812.1|AAEG, LOC5569690|XP_021712502.1|AAEG	LOC110184833|XP_020809138.1|DSER
OG0003503	LOC5577655|XP_001656653.3|AAEG	LOC110183918|XP_020807929.1|DSER
OG0003504	LOC5577651|XP_021693826.1|AAEG	LOC110191780|XP_020818386.1|DSER
OG0003505	LOC5577636|XP_021693854.1|AAEG	LOC110191283|XP_020817745.1|DSER
OG0003506	LOC5565953|XP_021693896.1|AAEG	LOC110191180|XP_020817604.1|DSER
OG0003507	LOC110680489|XP_021711984.1|AAEG, LOC5565942|XP_021693903.1|AAEG	LOC110191281|XP_020817737.1|DSER
OG0003508	LOC5568525|XP_021693918.1|AAEG	LOC110188891|XP_020814469.1|DSER
OG0003509	LOC5573535|XP_021693961.1|AAEG	LOC110188550|XP_020813966.1|DSER
OG0003510	LOC5579966|XP_001658483.2|AAEG	LOC110186688|XP_020811617.1|DSER
OG0003511	LOC5579960|XP_021694041.1|AAEG	LOC110187864|XP_020813008.1|DSER
OG0003512	LOC5578914|XP_001657204.2|AAEG	LOC110184180|XP_020808253.1|DSER
OG0003513	LOC5578915|XP_021694075.1|AAEG	LOC110190405|XP_020816528.1|DSER
OG0003514	LOC5576115|XP_021694090.1|AAEG	LOC110191136|XP_020817549.1|DSER
OG0003515	LOC5575229|XP_001655635.2|AAEG	LOC110176318|XP_020798296.1|DSER
OG0003516	LOC5565161|XP_021694131.1|AAEG	LOC110184851|XP_020809153.1|DSER
OG0003517	LOC5579159|XP_021694193.1|AAEG	LOC110188795|XP_020814317.1|DSER
OG0003518	LOC5566105|XP_001650511.2|AAEG	LOC110191901|XP_020818546.1|DSER
OG0003519	LOC5566136|XP_021695359.1|AAEG	LOC110190558|XP_020816773.1|DSER
OG0003520	LOC5566123|XP_001650503.2|AAEG	LOC110190503|XP_020816680.1|DSER
OG0003521	LOC5566143|XP_021695372.1|AAEG	LOC110190511|XP_020816692.1|DSER
OG0003522	LOC5566137|XP_001650495.1|AAEG	LOC110177999|XP_020800659.1|DSER
OG0003523	LOC5566133|XP_001650494.1|AAEG	LOC110187206|XP_020812265.1|DSER
OG0003524	LOC5566132|XP_001650493.2|AAEG	LOC110184301|XP_020808448.1|DSER
OG0003525	LOC5566126|XP_001650491.1|AAEG	LOC110181515|XP_020804950.1|DSER
OG0003526	LOC5566124|XP_001650486.2|AAEG	LOC110188639|XP_020814074.1|DSER
OG0003527	LOC5566111|XP_001650482.1|AAEG	LOC110180590|XP_020803968.1|DSER
OG0003529	LOC5570950|XP_001653417.2|AAEG	LOC110183396|XP_020807325.1|DSER
OG0003530	LOC5570952|XP_021695452.1|AAEG	LOC110176738|XP_020798841.1|DSER
OG0003531	LOC5571445|XP_001659696.2|AAEG	LOC110187900|XP_020813057.1|DSER
OG0003532	LOC5571444|XP_021695478.1|AAEG	LOC110176150|XP_020798046.1|DSER, LOC110189086|XP_020814717.1|DSER
OG0003533	LOC5567850|XP_001657714.1|AAEG	LOC110190546|XP_020816755.1|DSER
OG0003534	LOC5569149|XP_021695598.1|AAEG	LOC110190612|XP_020816864.1|DSER
OG0003535	LOC5569146|XP_021695603.1|AAEG	LOC110188878|XP_020814451.1|DSER
OG0003536	LOC110680371|XP_021711869.1|AAEG, LOC5578204|XP_001656848.2|AAEG	LOC110189522|XP_020815307.1|DSER
OG0003537	LOC5575741|XP_001655841.2|AAEG	LOC110189612|XP_020815407.1|DSER, LOC110176792|XP_020798888.1|DSER
OG0003538	LOC5575733|XP_021695723.1|AAEG, LOC110675350|XP_021695724.1|AAEG	LOC110180044|XP_020803316.1|DSER
OG0003539	LOC5566722|XP_021695725.1|AAEG	LOC110178353|XP_020801140.1|DSER
OG0003540	LOC5571766|XP_001659898.2|AAEG	LOC110178808|XP_020801727.1|DSER
OG0003541	LOC5576630|XP_021695759.1|AAEG	LOC110191074|XP_020817466.1|DSER
OG0003542	LOC5576629|XP_021695763.1|AAEG	LOC110182452|XP_020806149.1|DSER
OG0003543	LOC5576633|XP_001662790.1|AAEG	LOC110178844|XP_020801763.1|DSER
OG0003544	LOC5570665|XP_001659266.1|AAEG	LOC110186781|XP_020811718.1|DSER
OG0003545	LOC5571262|XP_021695920.1|AAEG	LOC110190318|XP_020816370.1|DSER
OG0003546	LOC5571248|XP_021695946.1|AAEG	LOC110190269|XP_020816299.1|DSER
OG0003547	LOC5568483|XP_021695974.1|AAEG	LOC110181118|XP_020804448.1|DSER
OG0003548	LOC5568482|XP_011493357.2|AAEG	LOC110188990|XP_020814598.1|DSER
OG0003549	LOC5568481|XP_021695981.1|AAEG	LOC110188991|XP_020814601.1|DSER
OG0003550	LOC5568468|XP_001652303.1|AAEG	LOC110178007|XP_020800675.1|DSER
OG0003551	LOC5579328|XP_021696014.1|AAEG	LOC110190908|XP_020817228.1|DSER
OG0003552	LOC110675403|XP_021696024.1|AAEG	LOC110191530|XP_020818059.1|DSER
OG0003553	LOC5573481|XP_021696025.1|AAEG	LOC110177985|XP_020800636.1|DSER
OG0003554	LOC5577799|XP_021696028.1|AAEG	LOC110183596|XP_020807569.1|DSER
OG0003555	LOC5578168|XP_021696070.1|AAEG	LOC110182750|XP_020806518.1|DSER
OG0003556	LOC5574103|XP_021700597.1|AAEG	LOC110189854|XP_020815729.1|DSER
OG0003557	LOC5574100|XP_001661171.1|AAEG	LOC110190132|XP_020816114.1|DSER
OG0003558	LOC5565097|XP_021696157.1|AAEG	LOC110190362|XP_020816430.1|DSER
OG0003559	LOC5565095|XP_021696175.1|AAEG	LOC110176252|XP_020798215.1|DSER
OG0003560	LOC5564907|XP_001649256.2|AAEG	LOC110187095|XP_020812162.1|DSER
OG0003561	LOC5572885|XP_021696189.1|AAEG	LOC110182904|XP_020806720.1|DSER
OG0003562	LOC5569889|XP_021696239.1|AAEG	LOC110188743|XP_020814244.1|DSER
OG0003563	LOC5569898|XP_001658796.1|AAEG	LOC110191221|XP_020817647.1|DSER
OG0003564	LOC110681383|XP_021712817.1|AAEG, LOC5569901|XP_001658799.2|AAEG	LOC110190344|XP_020816404.1|DSER
OG0003565	LOC110675493|XP_021696321.1|AAEG	LOC110182757|XP_020806527.1|DSER
