Orthogroup	AAEG.longest_only	BCOP.longest_only
OG0005399	LOC5573405|XP_021702086.1|AAEG	LOC119084803|XP_037050767.1|BCOP
OG0005400	LOC5572014|XP_021702113.1|AAEG	LOC119083788|XP_037049485.1|BCOP
OG0005401	LOC5573077|XP_021702137.1|AAEG	LOC119066482|XP_037024887.1|BCOP
OG0005402	LOC5573072|XP_021702139.1|AAEG	LOC119066481|XP_037024886.1|BCOP
OG0005403	LOC5573075|XP_021702143.1|AAEG	LOC119082615|XP_037048069.1|BCOP
OG0005404	LOC5567717|XP_001657636.1|AAEG	LOC119080278|XP_037044445.1|BCOP
OG0005405	LOC5567312|XP_001651747.1|AAEG	LOC119081139|XP_037045778.1|BCOP
OG0005406	LOC5573822|XP_021702169.1|AAEG	LOC119081146|XP_037045788.1|BCOP
OG0005407	LOC5570836|XP_001653344.1|AAEG	LOC119081145|XP_037045785.1|BCOP
OG0005408	LOC5570821|XP_001653333.1|AAEG	LOC119066198|XP_037024412.1|BCOP
OG0005409	LOC5578647|XP_021702211.1|AAEG	LOC119081948|XP_037047127.1|BCOP
OG0005410	LOC5580319|XP_021702227.1|AAEG	LOC119068435|XP_037027900.1|BCOP
OG0005412	LOC5577612|XP_021702239.1|AAEG	LOC119081439|XP_037046266.1|BCOP
OG0005414	LOC5577619|XP_001656613.1|AAEG	LOC119081499|XP_037046400.1|BCOP
OG0005415	LOC23687579|XP_021702256.1|AAEG	LOC119079463|XP_037043286.1|BCOP
OG0005416	LOC5575162|XP_021702288.1|AAEG	LOC119084989|XP_037051053.1|BCOP
OG0005417	LOC5575147|XP_001655524.2|AAEG	LOC119083018|XP_037048555.1|BCOP
OG0005418	LOC5566387|XP_021702308.1|AAEG	LOC119078662|XP_037042206.1|BCOP, LOC119078609|XP_037042099.1|BCOP
OG0005419	LOC5566397|XP_001650763.1|AAEG	LOC119078941|XP_037042582.1|BCOP
OG0005420	LOC5569444|XP_021702398.1|AAEG	LOC119066361|XP_037024674.1|BCOP
OG0005421	LOC5577296|XP_021702407.1|AAEG	LOC119071792|XP_037032752.1|BCOP
OG0005422	LOC5572459|XP_001660405.1|AAEG	LOC119066505|XP_037024909.1|BCOP
OG0005423	LOC5572461|XP_021702480.1|AAEG	LOC119076363|XP_037038961.1|BCOP
OG0005424	LOC5565327|XP_001649673.2|AAEG	LOC119075652|XP_037038045.1|BCOP
OG0005425	LOC5565301|XP_021702494.1|AAEG	LOC119078624|XP_037042116.1|BCOP
OG0005426	LOC5565317|XP_021702536.1|AAEG	LOC119080594|XP_037044883.1|BCOP
OG0005427	LOC5566801|XP_001651209.2|AAEG	LOC119066312|XP_037024594.1|BCOP
OG0005428	LOC5566803|XP_021702556.1|AAEG	LOC119079457|XP_037043270.1|BCOP
OG0005429	LOC5566805|XP_021702566.1|AAEG	LOC119078604|XP_037042093.1|BCOP
OG0005430	LOC5566806|XP_021702568.1|AAEG	LOC119078605|XP_037042094.1|BCOP
OG0005431	LOC5569488|XP_021702620.1|AAEG	LOC119085243|XP_037051461.1|BCOP
OG0005432	LOC5564556|XP_001648896.1|AAEG	LOC119082260|XP_037047613.1|BCOP
OG0005434	LOC5577430|XP_021702661.1|AAEG	LOC119082271|XP_037047635.1|BCOP
OG0005435	LOC5577429|XP_001663357.2|AAEG	LOC119082265|XP_037047624.1|BCOP
OG0005436	LOC5577428|XP_001663356.2|AAEG	LOC119082263|XP_037047623.1|BCOP
OG0005437	LOC5577425|XP_001663354.1|AAEG	LOC119069550|XP_037029524.1|BCOP
OG0005438	LOC5572793|XP_001654194.2|AAEG	LOC119072559|XP_037033690.1|BCOP, LOC119085030|XP_037051117.1|BCOP
OG0005439	LOC5572800|XP_001654201.1|AAEG, LOC110680580|XP_021712069.1|AAEG	LOC119078793|XP_037042401.1|BCOP
OG0005440	LOC5572817|XP_021702698.1|AAEG	LOC119070816|XP_037031190.1|BCOP
OG0005441	LOC5570355|XP_001653183.2|AAEG	LOC119066213|XP_037024430.1|BCOP
OG0005442	LOC5570695|XP_001659284.1|AAEG	LOC119066244|XP_037024461.1|BCOP
OG0005443	LOC5570692|XP_001659279.2|AAEG, LOC110673989|XP_021702718.1|AAEG	LOC119066249|XP_037024469.1|BCOP
OG0005444	LOC5572900|XP_001660636.1|AAEG	LOC119066143|XP_037024333.1|BCOP
OG0005445	LOC5568616|XP_021702749.1|AAEG	LOC119075376|XP_037037703.1|BCOP
OG0005446	LOC5568613|XP_021702783.1|AAEG	LOC119075373|XP_037037696.1|BCOP
OG0005447	LOC5568607|XP_001652438.1|AAEG	LOC119076927|XP_037039848.1|BCOP, LOC119085947|XP_037052396.1|BCOP
OG0005448	LOC5577538|XP_001656551.2|AAEG	LOC119077091|XP_037040146.1|BCOP
OG0005449	LOC5564023|XP_001648344.3|AAEG	LOC119072838|XP_037034042.1|BCOP
OG0005450	LOC5564027|XP_001648347.1|AAEG	LOC119075236|XP_037037524.1|BCOP
OG0005451	LOC5575298|XP_021702845.1|AAEG	LOC119077735|XP_037040907.1|BCOP
OG0005452	LOC5580042|XP_021702882.1|AAEG	LOC119081733|XP_037046796.1|BCOP
OG0005453	LOC5573241|XP_021702898.1|AAEG	LOC119070916|XP_037031345.1|BCOP
OG0005454	LOC5573249|XP_021702918.1|AAEG	LOC119066798|XP_037025356.1|BCOP
OG0005455	LOC5571859|XP_001653784.1|AAEG	LOC119076311|XP_037038873.1|BCOP
OG0005456	LOC5571848|XP_021695339.1|AAEG	LOC119085408|XP_037051710.1|BCOP
OG0005457	LOC5571854|XP_001653792.1|AAEG	LOC119085978|XP_037052436.1|BCOP
OG0005458	LOC5575850|XP_021702947.1|AAEG	LOC119076929|XP_037039850.1|BCOP
OG0005460	LOC5575844|XP_001662260.1|AAEG	LOC119076928|XP_037039849.1|BCOP
OG0005461	LOC5575843|XP_001662261.1|AAEG	LOC119072249|XP_037033327.1|BCOP
OG0005462	LOC5579229|XP_001664309.1|AAEG	LOC119071590|XP_037032432.1|BCOP
OG0005463	LOC5579236|XP_001664316.1|AAEG	LOC119083111|XP_037048641.1|BCOP
OG0005464	LOC5568773|XP_021702965.1|AAEG	LOC119068444|XP_037027913.1|BCOP
OG0005465	LOC5563940|XP_021702972.1|AAEG	LOC119072250|XP_037033328.1|BCOP
OG0005466	LOC5573814|XP_001661061.2|AAEG	LOC119078438|XP_037041854.1|BCOP
OG0005467	LOC5564839|XP_021703005.1|AAEG	LOC119084015|XP_037049724.1|BCOP
OG0005468	LOC5569060|XP_021712146.1|AAEG, LOC110674009|XP_021703021.1|AAEG	LOC119085818|XP_037052204.1|BCOP
OG0005469	LOC110680898|XP_021712378.1|AAEG, LOC5569087|XP_001658295.1|AAEG	LOC119085837|XP_037052236.1|BCOP
OG0005470	LOC5569067|XP_001658296.1|AAEG	LOC119066949|XP_037025564.1|BCOP
OG0005471	LOC5569063|XP_021703031.1|AAEG	LOC119076335|XP_037038916.1|BCOP
OG0005472	LOC5569069|XP_021703032.1|AAEG	LOC119076336|XP_037038924.1|BCOP
OG0005473	LOC5569076|XP_001658306.1|AAEG	LOC119076327|XP_037038904.1|BCOP
OG0005474	LOC5569080|XP_021695344.1|AAEG	LOC119085991|XP_037052456.1|BCOP
OG0005475	LOC5569081|XP_001658311.1|AAEG	LOC119066672|XP_037025154.1|BCOP
OG0005476	LOC5569082|XP_001658312.1|AAEG	LOC119074103|XP_037035964.1|BCOP
OG0005477	LOC5567982|XP_021703059.1|AAEG	LOC119074238|XP_037036160.1|BCOP
OG0005478	LOC5567978|XP_001657799.1|AAEG	LOC119072927|XP_037034141.1|BCOP
OG0005479	LOC5567977|XP_001657798.1|AAEG	LOC119072919|XP_037034133.1|BCOP
OG0005480	LOC5567975|XP_001657797.1|AAEG	LOC119072925|XP_037034139.1|BCOP
OG0005481	LOC5567972|XP_001657794.2|AAEG	LOC119072912|XP_037034126.1|BCOP
OG0005482	LOC5567962|XP_021703077.1|AAEG	LOC119072913|XP_037034127.1|BCOP
OG0005483	LOC5567961|XP_001657782.1|AAEG	LOC119072939|XP_037034159.1|BCOP
OG0005484	LOC5570443|XP_021703094.1|AAEG	LOC119078527|XP_037041988.1|BCOP
OG0005485	LOC5572771|XP_021703099.1|AAEG	LOC119080268|XP_037044420.1|BCOP
OG0005486	LOC5573695|XP_021703120.1|AAEG	LOC119076169|XP_037038750.1|BCOP
OG0005487	LOC5568794|XP_001658160.2|AAEG	LOC119075298|XP_037037604.1|BCOP
OG0005488	LOC5568796|XP_021703167.1|AAEG	LOC119075307|XP_037037613.1|BCOP
OG0005489	LOC110677029|XP_021703177.1|AAEG, LOC5568937|XP_001658259.2|AAEG	LOC119085422|XP_037051732.1|BCOP
OG0005490	LOC5568936|XP_021703178.1|AAEG	LOC119078816|XP_037042414.1|BCOP
OG0005491	LOC5568929|XP_021703181.1|AAEG	LOC119072719|XP_037033888.1|BCOP
OG0005492	LOC5568945|XP_001658248.1|AAEG	LOC119084621|XP_037050582.1|BCOP
OG0005493	LOC5568919|XP_001658241.2|AAEG	LOC119071463|XP_037032215.1|BCOP
OG0005494	LOC5573121|XP_001660737.2|AAEG	LOC119081538|XP_037046437.1|BCOP
OG0005495	LOC5573133|XP_001660749.1|AAEG	LOC119081511|XP_037046415.1|BCOP
OG0005496	LOC5573175|XP_021703271.1|AAEG	LOC119084604|XP_037050558.1|BCOP
OG0005497	LOC5573179|XP_021695374.1|AAEG	LOC119076349|XP_037038941.1|BCOP
OG0005498	LOC5573182|XP_001660799.1|AAEG	LOC119084615|XP_037050577.1|BCOP
OG0005499	LOC5573188|XP_001660806.2|AAEG	LOC119085387|XP_037051676.1|BCOP
OG0005500	LOC5573190|XP_001660805.1|AAEG	LOC119085458|XP_037051776.1|BCOP
OG0005501	LOC5573191|XP_001660807.2|AAEG	LOC119085413|XP_037051718.1|BCOP
OG0005502	LOC5573193|XP_001660810.2|AAEG	LOC119085428|XP_037051738.1|BCOP
OG0005503	LOC5573206|XP_021703286.1|AAEG	LOC119084564|XP_037050473.1|BCOP
OG0005504	LOC5573894|XP_001654929.2|AAEG	LOC119079611|XP_037043505.1|BCOP
OG0005506	LOC5573936|XP_001654972.2|AAEG	LOC119070751|XP_037031117.1|BCOP
OG0005507	LOC5573941|XP_001654977.1|AAEG	LOC119070747|XP_037031106.1|BCOP
OG0005508	LOC5573953|XP_001654991.1|AAEG	LOC119085439|XP_037051752.1|BCOP
OG0005509	LOC5573955|XP_001654993.2|AAEG	LOC119072498|XP_037033636.1|BCOP
OG0005511	LOC5575552|XP_001662057.1|AAEG	LOC119074482|XP_037036524.1|BCOP
OG0005512	LOC5575559|XP_001662065.1|AAEG	LOC119069582|XP_037029562.1|BCOP
OG0005513	LOC5566979|XP_001651399.1|AAEG	LOC119081991|XP_037047206.1|BCOP
OG0005514	LOC5566976|XP_001651396.1|AAEG	LOC119069199|XP_037029055.1|BCOP
OG0005516	LOC5567997|XP_001657824.1|AAEG	LOC119066279|XP_037024537.1|BCOP
OG0005517	LOC5567988|XP_021703546.1|AAEG	LOC119078649|XP_037042139.1|BCOP
OG0005518	LOC5568005|XP_021703559.1|AAEG	LOC119078858|XP_037042465.1|BCOP
OG0005519	LOC5572071|XP_021703581.1|AAEG	LOC119081429|XP_037046245.1|BCOP
OG0005520	LOC5572076|XP_021703594.1|AAEG	LOC119085896|XP_037052328.1|BCOP
OG0005521	LOC5565845|XP_001650205.1|AAEG	LOC119077114|XP_037040177.1|BCOP
OG0005522	LOC5565849|XP_021695382.1|AAEG	LOC119075569|XP_037037932.1|BCOP
OG0005523	LOC5565830|XP_021703612.1|AAEG	LOC119077120|XP_037040186.1|BCOP
OG0005524	LOC5565857|XP_021703642.1|AAEG	LOC119081752|XP_037046824.1|BCOP
OG0005525	LOC5565858|XP_001650225.1|AAEG	LOC119066712|XP_037025213.1|BCOP
OG0005526	LOC5573452|XP_021703657.1|AAEG	LOC119082242|XP_037047600.1|BCOP
OG0005527	LOC110677152|XP_021703658.1|AAEG	LOC119085069|XP_037051202.1|BCOP
OG0005528	LOC5569819|XP_021703684.1|AAEG	LOC119075669|XP_037038076.1|BCOP
OG0005529	LOC5569793|XP_021703701.1|AAEG	LOC119084319|XP_037050141.1|BCOP
OG0005530	LOC5564932|XP_001649270.2|AAEG	LOC119081893|XP_037047015.1|BCOP
OG0005531	LOC5564920|XP_021703752.1|AAEG	LOC119080368|XP_037044560.1|BCOP
OG0005532	LOC5564925|XP_021703760.1|AAEG	LOC119085898|XP_037052336.1|BCOP
OG0005533	LOC5570854|XP_001653368.2|AAEG	LOC119071200|XP_037031885.1|BCOP
OG0005534	LOC5565920|XP_001650268.1|AAEG	LOC119067315|XP_037026120.1|BCOP
OG0005535	LOC5565921|XP_001650265.1|AAEG	LOC119066745|XP_037025265.1|BCOP
OG0005536	LOC5565900|XP_001650261.2|AAEG	LOC119072935|XP_037034153.1|BCOP
OG0005538	LOC5565910|XP_001650254.2|AAEG	LOC119078715|XP_037042282.1|BCOP
OG0005539	LOC5565878|XP_001650246.1|AAEG	LOC119083121|XP_037048650.1|BCOP
OG0005540	LOC5565890|XP_021703849.1|AAEG	LOC119066488|XP_037024889.1|BCOP
OG0005541	LOC5569706|XP_001658686.2|AAEG	LOC119066691|XP_037025179.1|BCOP
OG0005542	LOC5569704|XP_021703866.1|AAEG	LOC119084253|XP_037050051.1|BCOP
OG0005543	LOC5577908|XP_021703883.1|AAEG	LOC119072759|XP_037033942.1|BCOP
OG0005544	LOC5577905|XP_021703888.1|AAEG	LOC119083137|XP_037048671.1|BCOP
OG0005545	LOC5568165|XP_001652098.2|AAEG	LOC119085877|XP_037052284.1|BCOP
OG0005546	LOC5568168|XP_001652102.2|AAEG	LOC119070914|XP_037031342.1|BCOP
OG0005547	LOC5568183|XP_021703909.1|AAEG	LOC119081964|XP_037047166.1|BCOP
OG0005548	LOC5568184|XP_021703912.1|AAEG	LOC119085158|XP_037051349.1|BCOP
OG0005549	LOC5568185|XP_021703913.1|AAEG	LOC119081993|XP_037047209.1|BCOP
OG0005550	LOC5579519|XP_021703930.1|AAEG	LOC119082765|XP_037048248.1|BCOP
OG0005551	LOC5564527|XP_001648870.2|AAEG	LOC119074026|XP_037035861.1|BCOP
OG0005552	LOC5565077|XP_001649418.2|AAEG	LOC119072513|XP_037033654.1|BCOP
OG0005553	LOC5575665|XP_001662124.2|AAEG	LOC119071201|XP_037031881.1|BCOP
OG0005554	LOC5568091|XP_021703968.1|AAEG	LOC119085176|XP_037051371.1|BCOP
OG0005555	LOC5568090|XP_001652028.1|AAEG	LOC119066080|XP_037024243.1|BCOP
OG0005556	LOC5568089|XP_001652027.2|AAEG	LOC119082361|XP_037047773.1|BCOP
OG0005557	LOC5568088|XP_001652026.2|AAEG	LOC119066197|XP_037024411.1|BCOP
OG0005558	LOC5568082|XP_021703982.1|AAEG	LOC119085239|XP_037051447.1|BCOP
OG0005559	LOC5568095|XP_001652019.2|AAEG	LOC119078923|XP_037042554.1|BCOP
OG0005560	LOC5568081|XP_021703989.1|AAEG	LOC119066194|XP_037024405.1|BCOP
OG0005561	LOC5568070|XP_021703993.1|AAEG	LOC119066206|XP_037024421.1|BCOP
OG0005562	LOC5568096|XP_021703995.1|AAEG	LOC119082327|XP_037047723.1|BCOP
OG0005563	LOC5569518|XP_001652822.2|AAEG	LOC119066112|XP_037024284.1|BCOP
OG0005564	LOC5569522|XP_021704014.1|AAEG	LOC119085953|XP_037052399.1|BCOP
OG0005565	LOC5569519|XP_021704020.1|AAEG	LOC119085959|XP_037052410.1|BCOP
OG0005566	LOC5569523|XP_001652835.2|AAEG	LOC119078881|XP_037042498.1|BCOP, LOC119078877|XP_037042489.1|BCOP
OG0005567	LOC5569524|XP_021704021.1|AAEG	LOC119067978|XP_037027219.1|BCOP
OG0005568	LOC110677247|XP_021704042.1|AAEG	LOC119085956|XP_037052408.1|BCOP
OG0005569	LOC110677248|XP_021704043.1|AAEG, LOC5567337|XP_001651763.1|AAEG	LOC119066337|XP_037024636.1|BCOP
OG0005570	LOC5569766|XP_021695401.1|AAEG	LOC119072734|XP_037033905.1|BCOP
OG0005571	LOC5566683|XP_021711451.1|AAEG	LOC119082812|XP_037048356.1|BCOP
OG0005572	LOC5568572|XP_001652402.1|AAEG	LOC119081640|XP_037046611.1|BCOP
OG0005573	LOC5568570|XP_021705422.1|AAEG	LOC119069607|XP_037029597.1|BCOP
OG0005574	LOC5568565|XP_001652395.2|AAEG	LOC119084996|XP_037051058.1|BCOP
OG0005575	LOC5563803|XP_001648086.1|AAEG	LOC119069684|XP_037029714.1|BCOP
OG0005576	LOC5567852|XP_001651893.2|AAEG	LOC119083895|XP_037049600.1|BCOP
OG0005577	LOC5575373|XP_001661904.1|AAEG	LOC119074459|XP_037036494.1|BCOP
OG0005578	LOC5575378|XP_021708154.1|AAEG	LOC119070127|XP_037030346.1|BCOP
OG0005579	LOC5575379|XP_021708155.1|AAEG	LOC119070279|XP_037030441.1|BCOP
OG0005580	LOC5568428|XP_001652256.1|AAEG	LOC119084305|XP_037050120.1|BCOP
OG0005581	LOC5568434|XP_021706155.1|AAEG	LOC119068954|XP_037028713.1|BCOP, LOC119066984|XP_037025604.1|BCOP
OG0005582	LOC5570313|XP_001653135.2|AAEG	LOC119077867|XP_037041107.1|BCOP
OG0005583	LOC5570314|XP_001653140.2|AAEG	LOC119067819|XP_037026880.1|BCOP
OG0005584	LOC5570212|XP_021708079.1|AAEG	LOC119074479|XP_037036519.1|BCOP
OG0005585	LOC5570226|XP_001659005.1|AAEG, LOC110680234|XP_021711741.1|AAEG	LOC119077663|XP_037040787.1|BCOP
OG0005586	LOC5570234|XP_021711486.1|AAEG	LOC119078031|XP_037041339.1|BCOP
OG0005587	LOC5570236|XP_021706701.1|AAEG	LOC119068464|XP_037027952.1|BCOP
OG0005588	LOC5570237|XP_001659016.2|AAEG	LOC119066530|XP_037024951.1|BCOP
OG0005589	LOC5579026|XP_021705203.1|AAEG	LOC119077078|XP_037040169.1|BCOP
OG0005590	LOC5579025|XP_001664206.2|AAEG	LOC119072557|XP_037033692.1|BCOP
OG0005591	LOC5579029|XP_021704809.1|AAEG	LOC119080391|XP_037044603.1|BCOP
OG0005592	LOC5572840|XP_001660595.1|AAEG	LOC119066797|XP_037025359.1|BCOP
OG0005593	LOC5572832|XP_001660598.1|AAEG	LOC119077883|XP_037041141.1|BCOP
OG0005594	LOC5572835|XP_021704347.1|AAEG	LOC119077879|XP_037041128.1|BCOP
OG0005595	LOC5572837|XP_001660600.2|AAEG	LOC119077846|XP_037041061.1|BCOP
OG0005596	LOC5572845|XP_021705712.1|AAEG	LOC119077780|XP_037040985.1|BCOP
OG0005597	LOC5572844|XP_021705676.1|AAEG	LOC119078071|XP_037041413.1|BCOP
OG0005598	LOC5570139|XP_001653121.1|AAEG	LOC119077711|XP_037040885.1|BCOP
OG0005599	LOC5572509|XP_001660447.1|AAEG	LOC119077293|XP_037040348.1|BCOP
OG0005600	LOC5575114|XP_001661836.1|AAEG	LOC119084609|XP_037050567.1|BCOP
OG0005601	LOC5575109|XP_021708500.1|AAEG	LOC119083012|XP_037048542.1|BCOP
OG0005602	LOC5575106|XP_001661828.1|AAEG	LOC119078047|XP_037041356.1|BCOP
OG0005603	LOC23687752|XP_011493613.1|AAEG	LOC119082718|XP_037048197.1|BCOP
OG0005604	LOC5572229|XP_021709044.1|AAEG	LOC119081709|XP_037046717.1|BCOP
OG0005605	LOC5572230|XP_001653922.2|AAEG	LOC119084148|XP_037049889.1|BCOP
OG0005606	LOC5572238|XP_021709653.1|AAEG	LOC119082379|XP_037047797.1|BCOP
OG0005607	LOC5576658|XP_001656187.1|AAEG	LOC119074545|XP_037036607.1|BCOP
OG0005608	LOC5576659|XP_021708468.1|AAEG	LOC119074542|XP_037036605.1|BCOP
OG0005609	LOC5576650|XP_001656189.1|AAEG	LOC119070861|XP_037031268.1|BCOP
OG0005610	LOC5567644|XP_021705060.1|AAEG	LOC119074763|XP_037036926.1|BCOP
OG0005611	LOC5567647|XP_021706606.1|AAEG	LOC119084408|XP_037050269.1|BCOP
OG0005612	LOC5567648|XP_021710264.1|AAEG	LOC119084077|XP_037049807.1|BCOP
OG0005613	LOC5563782|XP_001648069.1|AAEG	LOC119066929|XP_037025537.1|BCOP
OG0005614	LOC5563776|XP_001648070.2|AAEG	LOC119067086|XP_037025781.1|BCOP
OG0005615	LOC23687614|XP_021709751.1|AAEG	LOC119071126|XP_037031731.1|BCOP
OG0005616	LOC5578567|XP_021707552.1|AAEG	LOC119071650|XP_037032548.1|BCOP
OG0005617	LOC5578565|XP_001663955.2|AAEG	LOC119074568|XP_037036688.1|BCOP
OG0005618	LOC5578564|XP_001663953.1|AAEG	LOC119072406|XP_037033521.1|BCOP
OG0005619	LOC5568529|XP_021707754.1|AAEG	LOC119074662|XP_037036838.1|BCOP
OG0005620	LOC5567843|XP_001657723.1|AAEG	LOC119076039|XP_037038557.1|BCOP
OG0005621	LOC110679374|XP_021709495.1|AAEG	LOC119068647|XP_037028221.1|BCOP
OG0005622	LOC5567821|XP_001657727.1|AAEG	LOC119075816|XP_037038278.1|BCOP
OG0005623	LOC5571133|XP_021707738.1|AAEG	LOC119085072|XP_037051243.1|BCOP
OG0005624	LOC5567372|XP_021709599.1|AAEG	LOC119076023|XP_037038521.1|BCOP
OG0005625	LOC5567373|XP_021704494.1|AAEG	LOC119076732|XP_037039543.1|BCOP
OG0005626	LOC5567376|XP_021707147.1|AAEG	LOC119067092|XP_037025749.1|BCOP, LOC119074288|XP_037036204.1|BCOP
OG0005627	LOC5567377|XP_021707699.1|AAEG	LOC119083209|XP_037048776.1|BCOP
OG0005628	LOC5577681|XP_021704553.1|AAEG	LOC119084152|XP_037049896.1|BCOP
OG0005629	LOC5577687|XP_001663469.1|AAEG	LOC119082008|XP_037047220.1|BCOP
OG0005630	LOC5566390|XP_021709343.1|AAEG	LOC119071178|XP_037031841.1|BCOP
OG0005631	LOC5572213|XP_001660282.2|AAEG	LOC119074766|XP_037036931.1|BCOP
OG0005632	LOC110677659|XP_021704285.1|AAEG, LOC5572215|XP_021708714.1|AAEG	LOC119073799|XP_037035437.1|BCOP
OG0005633	LOC5574407|XP_001655114.1|AAEG	LOC119078028|XP_037041333.1|BCOP
OG0005634	LOC5574411|XP_021706968.1|AAEG	LOC119073460|XP_037034857.1|BCOP
OG0005635	LOC110680973|XP_021712438.1|AAEG, LOC5574412|XP_021706760.1|AAEG	LOC119074626|XP_037036788.1|BCOP
OG0005636	LOC5580273|XP_021709467.1|AAEG	LOC119074287|XP_037036202.1|BCOP
OG0005637	LOC5580276|XP_001662902.1|AAEG	LOC119074825|XP_037037010.1|BCOP
OG0005638	LOC5580277|XP_021711017.1|AAEG	LOC119083145|XP_037048681.1|BCOP
OG0005639	LOC5580279|XP_021708192.1|AAEG	LOC119066856|XP_037025419.1|BCOP
OG0005640	LOC5570554|XP_001653210.1|AAEG	LOC119086003|XP_037052477.1|BCOP
OG0005641	LOC5576699|XP_021710918.1|AAEG	LOC119077586|XP_037040689.1|BCOP
OG0005642	LOC5564281|XP_001648627.1|AAEG	LOC119067477|XP_037026374.1|BCOP
OG0005643	LOC5564278|XP_001648630.1|AAEG	LOC119071273|XP_037032036.1|BCOP
OG0005644	LOC5564277|XP_021709625.1|AAEG	LOC119071135|XP_037031722.1|BCOP
OG0005645	LOC5568147|XP_021704311.1|AAEG	LOC119077823|XP_037041027.1|BCOP
OG0005646	LOC5575627|XP_001655775.1|AAEG, LOC5575630|XP_021706181.1|AAEG	LOC119084202|XP_037049976.1|BCOP
OG0005647	LOC5571414|XP_021707232.1|AAEG	LOC119069516|XP_037029489.1|BCOP
OG0005648	LOC5571413|XP_001653664.1|AAEG	LOC119084281|XP_037050101.1|BCOP
OG0005649	LOC5570068|XP_001653051.1|AAEG	LOC119069193|XP_037029038.1|BCOP
OG0005650	LOC5570071|XP_021708071.1|AAEG	LOC119074945|XP_037037227.1|BCOP
OG0005651	LOC5570079|XP_001653065.1|AAEG	LOC119075870|XP_037038327.1|BCOP
OG0005652	LOC5564550|XP_021707707.1|AAEG	LOC119074833|XP_037037022.1|BCOP
OG0005653	LOC5573978|XP_001655001.1|AAEG	LOC119071038|XP_037031531.1|BCOP
OG0005654	LOC5573969|XP_001655004.1|AAEG	LOC119077915|XP_037041187.1|BCOP
OG0005655	LOC5573968|XP_001655005.1|AAEG	LOC119078094|XP_037041454.1|BCOP
OG0005656	LOC5573983|XP_021706007.1|AAEG	LOC119078066|XP_037041401.1|BCOP
OG0005657	LOC5573975|XP_021707822.1|AAEG	LOC119077747|XP_037040926.1|BCOP
OG0005658	LOC5576019|XP_001662357.1|AAEG	LOC119084879|XP_037050918.1|BCOP
OG0005659	LOC5576748|XP_021704624.1|AAEG	LOC119069893|XP_037029987.1|BCOP
OG0005660	LOC5579909|XP_021705356.1|AAEG	LOC119072666|XP_037033823.1|BCOP
OG0005661	LOC5579917|XP_001657872.2|AAEG	LOC119085195|XP_037051401.1|BCOP
OG0005663	LOC5579886|XP_001657865.1|AAEG	LOC119074477|XP_037036517.1|BCOP
OG0005664	LOC5579882|XP_021711305.1|AAEG	LOC119067788|XP_037026827.1|BCOP
OG0005665	LOC5566573|XP_001650952.2|AAEG	LOC119067959|XP_037027218.1|BCOP
OG0005666	LOC5566564|XP_021706715.1|AAEG	LOC119077603|XP_037040711.1|BCOP
OG0005667	LOC5566566|XP_021709162.1|AAEG	LOC119077609|XP_037040719.1|BCOP
OG0005668	LOC5567674|XP_021708968.1|AAEG	LOC119082205|XP_037047538.1|BCOP
OG0005669	LOC5578743|XP_021708382.1|AAEG	LOC119076008|XP_037038484.1|BCOP
OG0005670	LOC5578748|XP_021709691.1|AAEG	LOC119078067|XP_037041407.1|BCOP
OG0005671	LOC5567548|XP_001657512.3|AAEG	LOC119077669|XP_037040806.1|BCOP
OG0005672	LOC5567525|XP_001657519.1|AAEG, LOC110680221|XP_021711726.1|AAEG	LOC119071584|XP_037032429.1|BCOP
OG0005673	LOC5567536|XP_001657531.1|AAEG	LOC119067473|XP_037026368.1|BCOP
OG0005674	LOC110677739|XP_021704687.1|AAEG	LOC119074553|XP_037036632.1|BCOP
OG0005675	LOC110678469|XP_021707104.1|AAEG	LOC119074685|XP_037036863.1|BCOP
OG0005676	LOC5568790|XP_021705623.1|AAEG	LOC119075014|XP_037037317.1|BCOP
OG0005678	LOC5567387|XP_021704554.1|AAEG	LOC119084351|XP_037050188.1|BCOP
OG0005679	LOC5577693|XP_021707679.1|AAEG	LOC119073020|XP_037034237.1|BCOP
OG0005680	LOC5570171|XP_021709585.1|AAEG	LOC119085178|XP_037051381.1|BCOP
OG0005681	LOC5577990|XP_001656728.1|AAEG	LOC119076776|XP_037039627.1|BCOP
OG0005682	LOC5577986|XP_001656725.1|AAEG	LOC119076779|XP_037039630.1|BCOP
OG0005683	LOC5565987|XP_021711437.1|AAEG	LOC119076446|XP_037039102.1|BCOP
OG0005685	LOC5565978|XP_021705810.1|AAEG	LOC119070063|XP_037030251.1|BCOP, LOC119075262|XP_037037554.1|BCOP
OG0005686	LOC5577452|XP_001663378.1|AAEG	LOC119077983|XP_037041259.1|BCOP
OG0005687	LOC5579167|XP_021710148.1|AAEG	LOC119071959|XP_037032989.1|BCOP, LOC119067109|XP_037025776.1|BCOP
OG0005688	LOC5579168|XP_001664262.1|AAEG	LOC119074478|XP_037036518.1|BCOP
OG0005689	LOC5579173|XP_001664268.2|AAEG	LOC119074920|XP_037037206.1|BCOP, LOC119077380|XP_037040469.1|BCOP, LOC119073511|XP_037034924.1|BCOP, LOC119073616|XP_037035089.1|BCOP
OG0005690	LOC5579188|XP_021710244.1|AAEG	LOC119083164|XP_037048703.1|BCOP
