Orthogroup	AAEG.longest_only	BTRY.longest_only
OG0003264	LOC110674749|XP_021694695.1|AAEG	LOC120775052|XP_039960967.1|BTRY
OG0003265	LOC5574719|XP_021694720.1|AAEG, LOC110680806|XP_021712273.1|AAEG	LOC120767874|XP_039950133.1|BTRY
OG0003266	LOC5577930|XP_021694729.1|AAEG	LOC120773452|XP_039958278.1|BTRY
OG0003267	LOC5578728|XP_021694739.1|AAEG	LOC120775227|XP_039961229.1|BTRY
OG0003268	LOC5576693|XP_021694745.1|AAEG	LOC120776773|XP_039963683.1|BTRY
OG0003269	LOC5563879|XP_001648190.1|AAEG	LOC120766940|XP_039948624.1|BTRY
OG0003270	LOC5576694|XP_021694749.1|AAEG	LOC120778239|XP_039965931.1|BTRY
OG0003271	LOC5570397|XP_021694767.1|AAEG	LOC120779691|XP_039967982.1|BTRY
OG0003272	LOC5567111|XP_021694817.1|AAEG	LOC120773792|XP_039958821.1|BTRY
OG0003273	LOC5578389|XP_021694849.1|AAEG	LOC120771585|XP_039955592.1|BTRY
OG0003274	LOC23687811|XP_011493407.2|AAEG	LOC120774974|XP_039960800.1|BTRY
OG0003275	LOC110674071|XP_021693209.1|AAEG, LOC5569249|XP_021694927.1|AAEG	LOC120775489|XP_039961626.1|BTRY
OG0003276	LOC5565132|XP_001649479.2|AAEG	LOC120766449|XP_039947897.1|BTRY
OG0003277	LOC110674823|XP_021694962.1|AAEG	LOC120774953|XP_039960768.1|BTRY
OG0003278	LOC5564714|XP_021694994.1|AAEG	LOC120776545|XP_039963230.1|BTRY
OG0003279	LOC110674834|XP_021695001.1|AAEG	LOC120775622|XP_039961805.1|BTRY
OG0003280	LOC110674838|XP_021695023.1|AAEG	LOC120780070|XP_039968280.1|BTRY
OG0003281	LOC5566264|XP_021695062.1|AAEG, LOC110680628|XP_021712116.1|AAEG	LOC120782307|XP_039970456.1|BTRY
OG0003282	LOC5571722|XP_021695075.1|AAEG	LOC120774302|XP_039959760.1|BTRY
OG0003283	LOC5578708|XP_001664007.2|AAEG	LOC120769199|XP_039952027.1|BTRY
OG0003284	LOC5565191|XP_021712934.1|AAEG, LOC110673982|XP_021695115.1|AAEG	LOC120776052|XP_039962443.1|BTRY
OG0003285	LOC5567660|XP_021695120.1|AAEG	LOC120778090|XP_039965723.1|BTRY
OG0003286	LOC5566555|XP_021710117.1|AAEG	LOC120778535|XP_039966315.1|BTRY
OG0003287	LOC5573040|XP_001654352.2|AAEG	LOC120771994|XP_039956285.1|BTRY
OG0003288	LOC5573031|XP_021694308.1|AAEG	LOC120766257|XP_039947581.1|BTRY
OG0003289	LOC5579012|XP_001664192.2|AAEG	LOC120776763|XP_039963660.1|BTRY
OG0003290	LOC5578997|XP_001664176.2|AAEG	LOC120782220|XP_039970316.1|BTRY
OG0003291	LOC5573523|XP_001660916.2|AAEG	LOC120776724|XP_039963572.1|BTRY
OG0003292	LOC5568403|XP_001658058.1|AAEG	LOC120774391|XP_039959941.1|BTRY
OG0003293	LOC5570652|XP_021706741.1|AAEG	LOC120774239|XP_039959633.1|BTRY
OG0003294	LOC5574017|XP_021707599.1|AAEG	LOC120774235|XP_039959630.1|BTRY
OG0003295	LOC5574012|XP_021708368.1|AAEG	LOC120775613|XP_039961789.1|BTRY
OG0003296	LOC110674420|XP_021694351.1|AAEG	LOC120782197|XP_039970280.1|BTRY
OG0003297	LOC5571798|XP_021709701.1|AAEG	LOC120775088|XP_039961024.1|BTRY
OG0003298	LOC5576074|XP_021713331.1|AAEG	LOC120771157|XP_039954967.1|BTRY
OG0003299	LOC5569128|XP_021692944.1|AAEG	LOC120766431|XP_039947869.1|BTRY
OG0003300	LOC5568968|XP_021692995.1|AAEG	LOC120772840|XP_039957587.1|BTRY
OG0003301	LOC5570119|XP_021693122.1|AAEG	LOC120772220|XP_039956634.1|BTRY
OG0003302	LOC5570118|XP_001653099.1|AAEG	LOC120774919|XP_039960729.1|BTRY
OG0003303	LOC5570104|XP_021693415.1|AAEG	LOC120775664|XP_039961868.1|BTRY
OG0003304	LOC5570771|XP_021693931.1|AAEG	LOC120769995|XP_039953022.1|BTRY
OG0003305	LOC5577441|XP_021694384.1|AAEG	LOC120775456|XP_039961576.1|BTRY
OG0003306	LOC5572387|XP_001654036.2|AAEG	LOC120775801|XP_039962079.1|BTRY
OG0003307	LOC5578290|XP_021694598.1|AAEG	LOC120775624|XP_039961812.1|BTRY
OG0003308	LOC5578620|XP_001657046.1|AAEG	LOC120773414|XP_039958218.1|BTRY
OG0003309	LOC5569552|XP_021695172.1|AAEG	LOC120775232|XP_039961241.1|BTRY
OG0003310	LOC5569563|XP_001658626.2|AAEG	LOC120775767|XP_039962034.1|BTRY
OG0003311	LOC110681241|XP_021712702.1|AAEG, LOC5569568|XP_001658631.2|AAEG	LOC120782812|XP_039971225.1|BTRY
OG0003312	LOC5563944|XP_001648266.1|AAEG	LOC120771861|XP_039956043.1|BTRY
OG0003313	LOC5574249|XP_001661303.2|AAEG	LOC120775830|XP_039962126.1|BTRY
OG0003314	LOC23687986|XP_021695617.1|AAEG	LOC120771894|XP_039956098.1|BTRY
OG0003315	LOC5579485|XP_021695637.1|AAEG	LOC120773740|XP_039958734.1|BTRY, LOC120774074|XP_039959326.1|BTRY
OG0003316	LOC110675390|XP_021695976.1|AAEG	LOC120782641|XP_039970942.1|BTRY
OG0003317	LOC5566507|XP_001650896.2|AAEG	LOC120766283|XP_039947619.1|BTRY
OG0003318	LOC5568484|XP_021696073.1|AAEG	LOC120773526|XP_039958448.1|BTRY
OG0003319	LOC5566499|XP_021696131.1|AAEG	LOC120769634|XP_039952676.1|BTRY
OG0003320	LOC5567617|XP_021696188.1|AAEG, LOC110680343|XP_021711854.1|AAEG	LOC120767072|XP_039948864.1|BTRY
OG0003321	LOC5566495|XP_001650884.2|AAEG	LOC120766298|XP_039947636.1|BTRY
OG0003322	LOC110675460|XP_021696255.1|AAEG, LOC5566509|XP_001650883.1|AAEG, LOC110674015|XP_021712153.1|AAEG	LOC120766708|XP_039948289.1|BTRY
OG0003323	LOC5568414|XP_001658066.2|AAEG, LOC5568630|XP_001652469.2|AAEG	LOC120776162|XP_039962702.1|BTRY, LOC120776163|XP_039962703.1|BTRY
OG0003324	LOC5574970|XP_021697905.1|AAEG	LOC120774096|XP_039959375.1|BTRY
OG0003325	LOC5574966|XP_021697959.1|AAEG	LOC120776111|XP_039962543.1|BTRY
OG0003326	LOC5577023|XP_001656310.2|AAEG	LOC120773514|XP_039958403.1|BTRY
OG0003327	LOC5576689|XP_001662827.2|AAEG	LOC120781172|XP_039969231.1|BTRY
OG0003328	LOC5570591|XP_001653258.1|AAEG	LOC120769388|XP_039952292.1|BTRY
OG0003329	LOC5570593|XP_021698550.1|AAEG	LOC120781628|XP_039969816.1|BTRY
OG0003330	LOC5574728|XP_001661616.2|AAEG	LOC120777277|XP_039964415.1|BTRY
OG0003331	LOC23687535|XP_011492966.2|AAEG	LOC120774954|XP_039960772.1|BTRY
OG0003332	LOC5580120|XP_021711923.1|AAEG, LOC110676273|XP_021699204.1|AAEG	LOC120774279|XP_039959705.1|BTRY
OG0003333	LOC5580130|XP_021699347.1|AAEG	LOC120781344|XP_039969482.1|BTRY
OG0003334	LOC5567931|XP_001651963.2|AAEG	LOC120782399|XP_039970578.1|BTRY
OG0003335	LOC5567933|XP_001651967.2|AAEG	LOC120782786|XP_039971188.1|BTRY
OG0003336	LOC5564393|XP_021700110.1|AAEG	LOC120781354|XP_039969492.1|BTRY, LOC120781351|XP_039969489.1|BTRY
OG0003337	LOC5576478|XP_001662672.2|AAEG	LOC120771733|XP_039955831.1|BTRY
OG0003338	LOC5576481|XP_001662674.2|AAEG	LOC120768949|XP_039951674.1|BTRY
OG0003339	LOC5570698|XP_001659294.2|AAEG	LOC120782872|XP_039971353.1|BTRY
OG0003340	LOC5570699|XP_021701068.1|AAEG	LOC120779438|XP_039967614.1|BTRY
OG0003341	LOC5571561|XP_001653698.2|AAEG, LOC110676681|XP_021701199.1|AAEG	LOC120776085|XP_039962494.1|BTRY
OG0003342	LOC5571567|XP_001653705.2|AAEG	LOC120774713|XP_039960387.1|BTRY
OG0003343	LOC5569251|XP_021701437.1|AAEG	LOC120774567|XP_039960235.1|BTRY
OG0003344	LOC23687992|XP_011493304.2|AAEG, LOC5565019|XP_021708709.1|AAEG	LOC120781398|XP_039969541.1|BTRY
OG0003345	LOC5565271|XP_021701757.1|AAEG	LOC120767884|XP_039950146.1|BTRY
OG0003346	LOC5578827|XP_001664044.1|AAEG	LOC120779546|XP_039967824.1|BTRY
OG0003347	LOC5567723|XP_001657630.2|AAEG	LOC120768699|XP_039951409.1|BTRY
OG0003348	LOC5567052|XP_021702364.1|AAEG	LOC120772549|XP_039957170.1|BTRY
OG0003349	LOC5576312|XP_001656046.1|AAEG	LOC120774757|XP_039960450.1|BTRY
OG0003350	LOC5576307|XP_021702688.1|AAEG	LOC120782729|XP_039971091.1|BTRY
OG0003351	LOC5566959|XP_021702823.1|AAEG	LOC120775453|XP_039961573.1|BTRY
OG0003352	LOC23687944|XP_011493297.2|AAEG, LOC5568675|XP_001658091.2|AAEG	LOC120776159|XP_039962673.1|BTRY
OG0003353	LOC5576900|XP_021703214.1|AAEG	LOC120781114|XP_039969188.1|BTRY
OG0003354	LOC5576894|XP_021703285.1|AAEG	LOC120769077|XP_039951874.1|BTRY
OG0003355	LOC5576890|XP_001662990.2|AAEG	LOC120775105|XP_039961051.1|BTRY
OG0003356	LOC5576880|XP_001662980.2|AAEG	LOC120774264|XP_039959666.1|BTRY
OG0003357	LOC5576878|XP_001662978.1|AAEG	LOC120775794|XP_039962069.1|BTRY
OG0003358	LOC5564062|XP_001648368.1|AAEG	LOC120768240|XP_039950763.1|BTRY
OG0003359	LOC5564054|XP_001648381.1|AAEG	LOC120775776|XP_039962044.1|BTRY
OG0003360	LOC5564066|XP_021704044.1|AAEG	LOC120775296|XP_039961345.1|BTRY
OG0003361	LOC5578497|XP_021704289.1|AAEG	LOC120770317|XP_039953627.1|BTRY
OG0003362	LOC110680210|XP_021711717.1|AAEG, LOC5579200|XP_021705129.1|AAEG	LOC120766211|XP_039947514.1|BTRY
OG0003363	LOC5579202|XP_021705141.1|AAEG	LOC120766969|XP_039948693.1|BTRY
OG0003364	LOC5578139|XP_001663710.1|AAEG	LOC120766772|XP_039948386.1|BTRY
OG0003365	LOC5579301|XP_021705291.1|AAEG	LOC120774216|XP_039959609.1|BTRY
OG0003366	LOC5565040|XP_001649382.2|AAEG	LOC120778225|XP_039965916.1|BTRY
OG0003367	LOC5576008|XP_001662341.2|AAEG	LOC120778218|XP_039965909.1|BTRY
OG0003368	LOC110678056|XP_021706274.1|AAEG, LOC5575285|XP_021712728.1|AAEG	LOC120778465|XP_039966205.1|BTRY
OG0003369	LOC110678069|XP_021706303.1|AAEG	LOC120766170|XP_039947452.1|BTRY
OG0003370	LOC5565330|XP_001649677.1|AAEG	LOC120782230|XP_039970330.1|BTRY
OG0003371	LOC5575427|XP_021706990.1|AAEG, LOC110680456|XP_021711952.1|AAEG	LOC120775867|XP_039962170.1|BTRY
OG0003372	LOC5579482|XP_001647780.1|AAEG	LOC120775928|XP_039962268.1|BTRY
OG0003373	LOC5575470|XP_001661987.3|AAEG	LOC120778289|XP_039966012.1|BTRY
OG0003374	LOC110680932|XP_021712405.1|AAEG, LOC5568540|XP_021707619.1|AAEG	LOC120775464|XP_039961585.1|BTRY
OG0003375	LOC110678773|XP_021707804.1|AAEG	LOC120778371|XP_039966095.1|BTRY
OG0003376	LOC5565268|XP_001649604.1|AAEG	LOC120782232|XP_039970333.1|BTRY
OG0003377	LOC5564417|XP_021708027.1|AAEG	LOC120766548|XP_039948062.1|BTRY
OG0003378	LOC110680511|XP_021711999.1|AAEG, LOC5572774|XP_001654172.1|AAEG	LOC120766627|XP_039948176.1|BTRY
OG0003379	LOC110678859|XP_021708087.1|AAEG, LOC5572778|XP_001654173.2|AAEG	LOC120768510|XP_039951174.1|BTRY
OG0003380	LOC5572781|XP_001654180.1|AAEG	LOC120770364|XP_039953752.1|BTRY
OG0003381	LOC5580227|XP_001655934.2|AAEG	LOC120766950|XP_039948664.1|BTRY
OG0003382	LOC5580230|XP_021708254.1|AAEG	LOC120766948|XP_039948648.1|BTRY
OG0003383	LOC5578695|XP_001657094.2|AAEG	LOC120782631|XP_039970933.1|BTRY
OG0003384	LOC5568279|XP_001657976.1|AAEG	LOC120768009|XP_039950370.1|BTRY
OG0003385	LOC5568276|XP_001657975.2|AAEG	LOC120766877|XP_039948541.1|BTRY
OG0003386	LOC5566095|XP_001650454.1|AAEG	LOC120780429|XP_039968643.1|BTRY
OG0003387	LOC5566097|XP_001650455.1|AAEG	LOC120782208|XP_039970296.1|BTRY
OG0003388	LOC110679207|XP_021709028.1|AAEG	LOC120773977|XP_039959159.1|BTRY
OG0003389	LOC110679265|XP_021709200.1|AAEG, LOC5570643|XP_001653279.1|AAEG	LOC120771058|XP_039954798.1|BTRY, LOC120772770|XP_039957478.1|BTRY
OG0003390	LOC5570608|XP_001653272.1|AAEG, LOC110679312|XP_021709361.1|AAEG	LOC120777826|XP_039965301.1|BTRY
OG0003391	LOC110680569|XP_021712045.1|AAEG, LOC5574582|XP_001655206.2|AAEG	LOC120767607|XP_039949694.1|BTRY
OG0003392	LOC5572715|XP_001660532.2|AAEG	LOC120766564|XP_039948088.1|BTRY
OG0003393	LOC5568155|XP_021710093.1|AAEG	LOC120771643|XP_039955693.1|BTRY
OG0003394	LOC5568159|XP_001657903.2|AAEG	LOC120782663|XP_039970973.1|BTRY
OG0003395	LOC5566198|XP_021710187.1|AAEG	LOC120766221|XP_039947530.1|BTRY
OG0003396	LOC5566195|XP_001650574.2|AAEG	LOC120772341|XP_039956834.1|BTRY
OG0003397	LOC5567411|XP_001657413.2|AAEG	LOC120766715|XP_039948294.1|BTRY
OG0003398	LOC5567408|XP_001657416.1|AAEG, LOC110680482|XP_021711979.1|AAEG	LOC120782398|XP_039970577.1|BTRY
OG0003399	LOC110680483|XP_021711980.1|AAEG, LOC5567405|XP_001657418.1|AAEG	LOC120780602|XP_039968792.1|BTRY
OG0003400	LOC5568338|XP_021710740.1|AAEG	LOC120780692|XP_039968890.1|BTRY, LOC120780046|XP_039968253.1|BTRY
OG0003401	LOC5577501|XP_021711436.1|AAEG	LOC120782628|XP_039970930.1|BTRY
OG0003402	LOC110679871|XP_021711570.1|AAEG	LOC120766547|XP_039948061.1|BTRY
OG0003403	LOC5577499|XP_001656515.2|AAEG	LOC120770576|XP_039954090.1|BTRY
OG0003404	LOC5577699|XP_021711667.1|AAEG	LOC120779768|XP_039968085.1|BTRY
OG0003405	LOC5572734|XP_001660546.2|AAEG	LOC120771389|XP_039955290.1|BTRY
OG0003406	LOC5572725|XP_001660544.1|AAEG	LOC120782039|XP_039970131.1|BTRY
OG0003407	LOC5572724|XP_001660542.1|AAEG	LOC120779409|XP_039967543.1|BTRY
OG0003408	LOC5572733|XP_001660547.2|AAEG	LOC120772009|XP_039956308.1|BTRY
OG0003409	LOC5572730|XP_021711963.1|AAEG	LOC120770866|XP_039954423.1|BTRY
OG0003410	LOC5572735|XP_001660557.1|AAEG	LOC120782745|XP_039971121.1|BTRY
OG0003411	LOC5567789|XP_001657692.1|AAEG	LOC120778149|XP_039965810.1|BTRY
OG0003412	LOC5567787|XP_021712246.1|AAEG	LOC120776539|XP_039963215.1|BTRY
OG0003413	LOC5567767|XP_001657667.2|AAEG	LOC120766574|XP_039948101.1|BTRY
OG0003414	LOC5569265|XP_021712555.1|AAEG	LOC120776643|XP_039963410.1|BTRY
OG0003415	LOC5571786|XP_001659917.1|AAEG, LOC110681191|XP_021712663.1|AAEG	LOC120774768|XP_039960462.1|BTRY
OG0003416	LOC5571793|XP_001659919.1|AAEG, LOC110680319|XP_021711839.1|AAEG	LOC120782571|XP_039970843.1|BTRY
OG0003417	LOC5571790|XP_001659923.1|AAEG	LOC120781341|XP_039969479.1|BTRY
OG0003418	LOC110680553|XP_021712037.1|AAEG, LOC5567068|XP_001651458.1|AAEG	LOC120772704|XP_039957386.1|BTRY
OG0003419	LOC5567063|XP_001651463.2|AAEG	LOC120782341|XP_039970507.1|BTRY
OG0003420	LOC5567062|XP_021712857.1|AAEG	LOC120771746|XP_039955855.1|BTRY
OG0003421	LOC5567085|XP_021712943.1|AAEG	LOC120776897|XP_039963899.1|BTRY
OG0003422	LOC5577530|XP_021712944.1|AAEG	LOC120771737|XP_039955845.1|BTRY
OG0003423	LOC5573383|XP_001660867.2|AAEG	LOC120770457|XP_039953884.1|BTRY
OG0003424	LOC5573375|XP_001660864.2|AAEG	LOC120767017|XP_039948782.1|BTRY
OG0003425	LOC5573371|XP_001660857.1|AAEG	LOC120769184|XP_039952005.1|BTRY
OG0003426	LOC110681358|XP_021712799.1|AAEG, LOC110681360|XP_021712800.1|AAEG, LOC5573381|XP_021712999.1|AAEG	LOC120770210|XP_039953402.1|BTRY
OG0003427	LOC5570624|XP_001659227.2|AAEG	LOC120769037|XP_039951819.1|BTRY
OG0003428	LOC5572584|XP_001654088.2|AAEG	LOC120778446|XP_039966170.1|BTRY, LOC120778402|XP_039966120.1|BTRY
OG0003429	LOC5580284|XP_001662911.1|AAEG, LOC110681506|XP_021713094.1|AAEG	LOC120771103|XP_039954879.1|BTRY
OG0003430	LOC5575731|XP_021713117.1|AAEG	LOC120779723|XP_039968026.1|BTRY
OG0003431	LOC23687402|XP_021713130.1|AAEG	LOC120766684|XP_039948259.1|BTRY
OG0003432	LOC110681519|XP_021713159.1|AAEG, LOC5568725|XP_001658106.1|AAEG	LOC120782402|XP_039970582.1|BTRY
OG0003433	LOC5565237|XP_021713167.1|AAEG	LOC120781222|XP_039969291.1|BTRY
OG0003434	LOC5576286|XP_001662576.2|AAEG	LOC120773512|XP_039958398.1|BTRY, LOC120775950|XP_039962293.1|BTRY
OG0003435	LOC5572168|XP_021713207.1|AAEG	LOC120767023|XP_039948796.1|BTRY
OG0003436	LOC5569222|XP_001652782.1|AAEG	LOC120766903|XP_039948588.1|BTRY
OG0003437	LOC5569219|XP_001652784.1|AAEG	LOC120766900|XP_039948584.1|BTRY
OG0003438	LOC5569226|XP_001652785.1|AAEG	LOC120766902|XP_039948587.1|BTRY
OG0003439	LOC5569232|XP_021712263.1|AAEG, LOC110681536|XP_021713262.1|AAEG	LOC120776852|XP_039963829.1|BTRY
OG0003440	LOC5578520|XP_021713299.1|AAEG	LOC120766250|XP_039947567.1|BTRY
OG0003441	LOC5578519|XP_001663910.1|AAEG	LOC120769070|XP_039951861.1|BTRY
OG0003442	LOC5565034|XP_021694403.1|AAEG	LOC120779049|XP_039967121.1|BTRY
OG0003443	LOC5576914|XP_001663011.1|AAEG	LOC120778898|XP_039966880.1|BTRY
OG0003444	LOC5576920|XP_001663017.1|AAEG	LOC120778644|XP_039966483.1|BTRY
OG0003445	LOC5580013|XP_021713335.1|AAEG	LOC120775723|XP_039961970.1|BTRY, LOC120773533|XP_039958423.1|BTRY, LOC120773521|XP_039958412.1|BTRY
OG0003446	LOC5580009|XP_021713348.1|AAEG	LOC120773906|XP_039959022.1|BTRY
OG0003447	LOC5580014|XP_021694307.1|AAEG	LOC120779751|XP_039968068.1|BTRY
OG0003448	LOC5574616|XP_001661533.1|AAEG	LOC120769919|XP_039952971.1|BTRY
OG0003449	LOC5574612|XP_001661529.1|AAEG	LOC120780395|XP_039968617.1|BTRY
OG0003450	LOC5574618|XP_021713371.1|AAEG	LOC120771276|XP_039955138.1|BTRY
OG0003451	LOC5574690|XP_021713381.1|AAEG	LOC120782177|XP_039970251.1|BTRY
OG0003452	LOC5574692|XP_021713383.1|AAEG	LOC120779174|XP_039967347.1|BTRY
OG0003453	LOC5567595|XP_021713391.1|AAEG	LOC120774209|XP_039959597.1|BTRY
OG0003454	LOC5567614|XP_001657570.1|AAEG	LOC120767224|XP_039948984.1|BTRY
OG0003455	LOC5567615|XP_021713393.1|AAEG	LOC120782193|XP_039970271.1|BTRY
OG0003456	LOC5571512|XP_021692970.1|AAEG	LOC120770389|XP_039953749.1|BTRY
OG0003457	LOC5571516|XP_021692972.1|AAEG	LOC120780416|XP_039968632.1|BTRY
OG0003458	LOC5564696|XP_021692997.1|AAEG	LOC120766517|XP_039948016.1|BTRY, LOC120782281|XP_039970417.1|BTRY
OG0003459	LOC110674037|XP_021693012.1|AAEG	LOC120782421|XP_039970606.1|BTRY
OG0003460	LOC5573797|XP_021693033.1|AAEG	LOC120770383|XP_039953742.1|BTRY
OG0003461	LOC5570837|XP_021693037.1|AAEG	LOC120774378|XP_039959913.1|BTRY
OG0003462	LOC23687506|XP_021695309.1|AAEG, LOC5566668|XP_011493288.2|AAEG	LOC120775643|XP_039961832.1|BTRY
OG0003463	LOC5580098|XP_001654849.2|AAEG	LOC120773658|XP_039958608.1|BTRY
OG0003464	LOC110674054|XP_021693086.1|AAEG	LOC120782583|XP_039970865.1|BTRY
OG0003465	LOC5566483|XP_001650870.1|AAEG	LOC120780485|XP_039968692.1|BTRY
OG0003466	LOC5566477|XP_001650864.1|AAEG, LOC110680597|XP_021712082.1|AAEG	LOC120780949|XP_039969113.1|BTRY
OG0003467	LOC110674064|XP_021693130.1|AAEG, LOC5566466|XP_001650848.1|AAEG	LOC120770429|XP_039953829.1|BTRY
OG0003468	LOC5566464|XP_001650846.1|AAEG, LOC110681427|XP_021712861.1|AAEG	LOC120766408|XP_039947793.1|BTRY
OG0003469	LOC5578927|XP_001657213.1|AAEG	LOC120766713|XP_039948295.1|BTRY
OG0003470	LOC5563724|XP_021693210.1|AAEG	LOC120781556|XP_039969722.1|BTRY
OG0003471	LOC5563704|XP_001647991.1|AAEG	LOC120768647|XP_039951350.1|BTRY
OG0003472	LOC5573172|XP_001660788.2|AAEG, LOC110674073|XP_021693214.1|AAEG	LOC120769668|XP_039952719.1|BTRY
OG0003473	LOC110681091|XP_021712553.1|AAEG, LOC5563712|XP_001648004.2|AAEG	LOC120768457|XP_039951092.1|BTRY
OG0003474	LOC5576365|XP_021693250.1|AAEG	LOC120774457|XP_039960047.1|BTRY
OG0003475	LOC5576358|XP_021693297.1|AAEG, LOC110674087|XP_021693301.1|AAEG	LOC120782269|XP_039970450.1|BTRY
OG0003477	LOC5567293|XP_021693314.1|AAEG	LOC120782850|XP_039971311.1|BTRY
OG0003478	LOC5567283|XP_021693342.1|AAEG	LOC120777381|XP_039964610.1|BTRY
OG0003479	LOC5569127|XP_001652733.2|AAEG	LOC120772507|XP_039957089.1|BTRY
OG0003480	LOC5576718|XP_001656224.1|AAEG	LOC120771561|XP_039955561.1|BTRY
OG0003481	LOC5576717|XP_001656223.1|AAEG	LOC120782184|XP_039970260.1|BTRY
OG0003482	LOC5576735|XP_021693381.1|AAEG	LOC120779642|XP_039967930.1|BTRY
OG0003483	LOC5566413|XP_001650805.1|AAEG	LOC120780277|XP_039968514.1|BTRY
OG0003484	LOC5568914|XP_001658238.1|AAEG	LOC120782621|XP_039970922.1|BTRY
OG0003485	LOC5568905|XP_001658228.2|AAEG	LOC120766914|XP_039948594.1|BTRY
OG0003486	LOC110674672|XP_021694418.1|AAEG	LOC120776929|XP_039963939.1|BTRY
OG0003487	LOC5573324|XP_001654544.1|AAEG	LOC120766428|XP_039947864.1|BTRY
OG0003488	LOC5569057|XP_021693516.1|AAEG	LOC120773516|XP_039958409.1|BTRY
OG0003489	LOC5564565|XP_021693531.1|AAEG	LOC120781075|XP_039969157.1|BTRY
OG0003490	LOC5566454|XP_021693543.1|AAEG	LOC120782529|XP_039970775.1|BTRY
OG0003491	LOC5578805|XP_021693546.1|AAEG	LOC120766869|XP_039948534.1|BTRY
OG0003492	LOC5578571|XP_001663962.2|AAEG	LOC120766646|XP_039948201.1|BTRY
OG0003493	LOC5577195|XP_021693675.1|AAEG	LOC120767892|XP_039950160.1|BTRY
OG0003494	LOC5572161|XP_021693685.1|AAEG	LOC120782731|XP_039971095.1|BTRY
OG0003495	LOC5576201|XP_001662536.1|AAEG	LOC120768239|XP_039950762.1|BTRY
OG0003496	LOC110674163|XP_021693719.1|AAEG	LOC120766892|XP_039948576.1|BTRY
OG0003497	LOC23687673|XP_011493646.2|AAEG	LOC120770650|XP_039954182.1|BTRY
OG0003498	LOC5575648|XP_021693759.1|AAEG	LOC120769716|XP_039952789.1|BTRY
OG0003499	LOC5575653|XP_021693763.1|AAEG	LOC120771924|XP_039956153.1|BTRY
OG0003500	LOC5565614|XP_021693783.1|AAEG	LOC120778770|XP_039966684.1|BTRY
OG0003501	LOC5565612|XP_001649949.1|AAEG	LOC120782700|XP_039971034.1|BTRY
OG0003502	LOC5565991|XP_021693812.1|AAEG, LOC5569690|XP_021712502.1|AAEG	LOC120772373|XP_039956894.1|BTRY
OG0003503	LOC5577655|XP_001656653.3|AAEG	LOC120775213|XP_039961215.1|BTRY
OG0003504	LOC5577651|XP_021693826.1|AAEG	LOC120779493|XP_039967718.1|BTRY
OG0003505	LOC5577636|XP_021693854.1|AAEG	LOC120766586|XP_039948119.1|BTRY
OG0003506	LOC5565953|XP_021693896.1|AAEG	LOC120775278|XP_039961312.1|BTRY
OG0003507	LOC110680489|XP_021711984.1|AAEG, LOC5565942|XP_021693903.1|AAEG	LOC120773080|XP_039957964.1|BTRY
OG0003508	LOC5568525|XP_021693918.1|AAEG	LOC120779077|XP_039967155.1|BTRY
OG0003509	LOC5573535|XP_021693961.1|AAEG	LOC120771800|XP_039956347.1|BTRY, LOC120771013|XP_039955125.1|BTRY, LOC120778885|XP_039966866.1|BTRY
OG0003510	LOC5579966|XP_001658483.2|AAEG	LOC120782718|XP_039971073.1|BTRY
OG0003511	LOC5579960|XP_021694041.1|AAEG	LOC120780748|XP_039968957.1|BTRY
OG0003512	LOC5578914|XP_001657204.2|AAEG	LOC120777196|XP_039964298.1|BTRY, LOC120777187|XP_039964293.1|BTRY
OG0003513	LOC5578915|XP_021694075.1|AAEG	LOC120766366|XP_039947730.1|BTRY
OG0003514	LOC5576115|XP_021694090.1|AAEG	LOC120780313|XP_039968539.1|BTRY
OG0003515	LOC5575229|XP_001655635.2|AAEG	LOC120771769|XP_039955893.1|BTRY
OG0003516	LOC5565161|XP_021694131.1|AAEG	LOC120774597|XP_039960265.1|BTRY
OG0003517	LOC5579159|XP_021694193.1|AAEG	LOC120782655|XP_039970961.1|BTRY
OG0003518	LOC5566105|XP_001650511.2|AAEG	LOC120782262|XP_039970365.1|BTRY
OG0003519	LOC5566136|XP_021695359.1|AAEG	LOC120777954|XP_039965502.1|BTRY
OG0003520	LOC5566123|XP_001650503.2|AAEG	LOC120776624|XP_039963355.1|BTRY
OG0003521	LOC5566143|XP_021695372.1|AAEG	LOC120777450|XP_039964703.1|BTRY
OG0003522	LOC5566137|XP_001650495.1|AAEG	LOC120781207|XP_039969260.1|BTRY
OG0003523	LOC5566133|XP_001650494.1|AAEG	LOC120768977|XP_039951712.1|BTRY
OG0003524	LOC5566132|XP_001650493.2|AAEG	LOC120770825|XP_039954344.1|BTRY
OG0003525	LOC5566126|XP_001650491.1|AAEG	LOC120771517|XP_039955505.1|BTRY
OG0003526	LOC5566124|XP_001650486.2|AAEG	LOC120776577|XP_039963275.1|BTRY
OG0003527	LOC5566111|XP_001650482.1|AAEG	LOC120781269|XP_039969385.1|BTRY
OG0003529	LOC5570950|XP_001653417.2|AAEG	LOC120768892|XP_039951579.1|BTRY
OG0003530	LOC5570952|XP_021695452.1|AAEG	LOC120777885|XP_039965381.1|BTRY
OG0003531	LOC5571445|XP_001659696.2|AAEG	LOC120778321|XP_039966050.1|BTRY
OG0003532	LOC5571444|XP_021695478.1|AAEG	LOC120777203|XP_039964309.1|BTRY
