Orthogroup	AAEG.longest_only	DELE.longest_only
OG0003644	LOC5573545|XP_001654680.1|AAEG	LOC108141345|XP_017120144.1|DELE
OG0003645	LOC5571703|XP_001659845.2|AAEG	LOC108145962|XP_017127170.1|DELE
OG0003646	LOC5565875|XP_021697696.1|AAEG	LOC108146449|XP_017127948.1|DELE
OG0003647	LOC5567984|XP_001657805.2|AAEG	LOC108142726|XP_017122239.1|DELE
OG0003648	LOC5565748|XP_001650108.2|AAEG	LOC108147787|XP_017130016.1|DELE
OG0003649	LOC5565555|XP_001649906.1|AAEG	LOC108143767|XP_017123785.1|DELE
OG0003650	LOC5565559|XP_021697733.1|AAEG	LOC108136572|XP_017113370.1|DELE
OG0003651	LOC5564456|XP_021697774.1|AAEG	LOC108148948|XP_017131769.1|DELE
OG0003652	LOC5570336|XP_001653165.1|AAEG	LOC108146616|XP_017128151.1|DELE
OG0003653	LOC5573421|XP_021697823.1|AAEG	LOC108142844|XP_017122402.1|DELE
OG0003654	LOC5573417|XP_001654591.1|AAEG	LOC108146720|XP_017128301.1|DELE
OG0003655	LOC5573416|XP_001654590.2|AAEG	LOC108138942|XP_017117009.1|DELE
OG0003656	LOC5564145|XP_021697831.1|AAEG	LOC108146826|XP_017128507.1|DELE
OG0003657	LOC5578038|XP_001663658.2|AAEG	LOC108150203|XP_017133702.1|DELE
OG0003658	LOC5563748|XP_021697833.1|AAEG	LOC108139220|XP_017117367.1|DELE
OG0003659	LOC5576553|XP_021697848.1|AAEG	LOC108142841|XP_017122398.1|DELE
OG0003660	LOC5576547|XP_021697849.1|AAEG	LOC108146157|XP_017127520.1|DELE
OG0003661	LOC5575117|XP_021697884.1|AAEG	LOC108146140|XP_017127483.1|DELE
OG0003662	LOC5575143|XP_021697917.1|AAEG	LOC108142499|XP_017121885.1|DELE
OG0003663	LOC5577083|XP_001656317.1|AAEG	LOC108147558|XP_017129634.1|DELE
OG0003664	LOC5577077|XP_021697922.1|AAEG	LOC108147464|XP_017129485.1|DELE
OG0003665	LOC5571197|XP_021697945.1|AAEG	LOC108135006|XP_017111029.1|DELE
OG0003666	LOC5573986|XP_021697972.1|AAEG	LOC108145116|XP_017125816.1|DELE
OG0003667	LOC5573995|XP_021697981.1|AAEG	LOC108146045|XP_017127331.1|DELE
OG0003668	LOC23687412|XP_021698133.1|AAEG	LOC108140390|XP_017118623.1|DELE
OG0003669	LOC5569166|XP_001658356.1|AAEG	LOC108143315|XP_017123122.1|DELE
OG0003670	LOC5569167|XP_001658357.1|AAEG	LOC108143314|XP_017123121.1|DELE
OG0003671	LOC5577718|XP_021698177.1|AAEG	LOC108143425|XP_017123318.1|DELE
OG0003672	LOC110676045|XP_021698198.1|AAEG	LOC108144063|XP_017124198.1|DELE
OG0003673	LOC5575822|XP_001662247.2|AAEG	LOC108149063|XP_017131899.1|DELE
OG0003674	LOC5567851|XP_021698252.1|AAEG	LOC108141437|XP_017120314.1|DELE
OG0003675	LOC5567856|XP_001651881.1|AAEG	LOC108147039|XP_017128791.1|DELE
OG0003676	LOC5567854|XP_021698257.1|AAEG	LOC108147037|XP_017128785.1|DELE
OG0003677	LOC5576040|XP_001662376.1|AAEG	LOC108135401|XP_017111588.1|DELE
OG0003678	LOC5564253|XP_021712464.1|AAEG, LOC110676109|XP_021698350.1|AAEG	LOC108146127|XP_017127461.1|DELE
OG0003679	LOC5564308|XP_001648652.1|AAEG	LOC108146453|XP_017127953.1|DELE
OG0003680	LOC5568838|XP_001658204.2|AAEG	LOC108144799|XP_017125408.1|DELE
OG0003681	LOC5568875|XP_021698385.1|AAEG	LOC108141269|XP_017120027.1|DELE
OG0003682	LOC5568874|XP_021698400.1|AAEG	LOC108134789|XP_017110727.1|DELE
OG0003683	LOC5572106|XP_021698409.1|AAEG	LOC108138693|XP_017116531.1|DELE
OG0003684	LOC5574160|XP_001655069.1|AAEG	LOC108150243|XP_017133793.1|DELE
OG0003685	LOC5571938|XP_021698447.1|AAEG	LOC108150320|XP_017133924.1|DELE
OG0003686	LOC5569619|XP_001652901.1|AAEG	LOC108141442|XP_017120329.1|DELE
OG0003687	LOC5569616|XP_021698472.1|AAEG	LOC108144526|XP_017124964.1|DELE
OG0003688	LOC5565346|XP_001649689.1|AAEG	LOC108137548|XP_017114762.1|DELE
OG0003689	LOC5563919|XP_021698485.1|AAEG	LOC108138375|XP_017116044.1|DELE
OG0003690	LOC5569604|XP_021698487.1|AAEG	LOC108135656|XP_017111977.1|DELE
OG0003691	LOC110676131|XP_021698493.1|AAEG, LOC110675143|XP_021695216.1|AAEG	LOC108136023|XP_017112440.1|DELE
OG0003692	LOC5569591|XP_021698549.1|AAEG	LOC108149661|XP_017132896.1|DELE
OG0003693	LOC5570788|XP_001653292.1|AAEG	LOC108145996|XP_017127239.1|DELE
OG0003694	LOC5570794|XP_001653296.1|AAEG	LOC108146466|XP_017127969.1|DELE
OG0003695	LOC5564902|XP_001649245.2|AAEG	LOC108135645|XP_017111959.1|DELE
OG0003696	LOC5579150|XP_021698648.1|AAEG	LOC108144272|XP_017124447.1|DELE
OG0003697	LOC5572295|XP_021698721.1|AAEG	LOC108147051|XP_017128824.1|DELE
OG0003698	LOC5572284|XP_001653969.1|AAEG	LOC108150369|XP_017133995.1|DELE
OG0003699	LOC5567317|XP_021698753.1|AAEG	LOC108144600|XP_017125095.1|DELE
OG0003700	LOC5572272|XP_001653957.2|AAEG	LOC108144615|XP_017125127.1|DELE
OG0003701	LOC5572269|XP_001653954.1|AAEG	LOC108147805|XP_017130035.1|DELE
OG0003702	LOC5572266|XP_001653951.1|AAEG	LOC108146770|XP_017128398.1|DELE
OG0003703	LOC5574042|XP_021698766.1|AAEG	LOC108146489|XP_017128008.1|DELE
OG0003704	LOC5575360|XP_001661892.2|AAEG	LOC108135709|XP_017112042.1|DELE
OG0003705	LOC5572191|XP_021698801.1|AAEG	LOC108147050|XP_017128814.1|DELE
OG0003706	LOC5565819|XP_021698841.1|AAEG	LOC108147499|XP_017129553.1|DELE
OG0003707	LOC5575064|XP_021698851.1|AAEG	LOC108146241|XP_017127663.1|DELE
OG0003708	LOC5566015|XP_021698872.1|AAEG	LOC108145968|XP_017127187.1|DELE
OG0003709	LOC5566018|XP_001650384.2|AAEG	LOC108145020|XP_017125682.1|DELE
OG0003710	LOC5566025|XP_021698881.1|AAEG	LOC108145018|XP_017125681.1|DELE
OG0003711	LOC5574346|XP_001661381.1|AAEG	LOC108146478|XP_017127991.1|DELE
OG0003712	LOC5565753|XP_001650112.2|AAEG	LOC108149825|XP_017133186.1|DELE
OG0003713	LOC5574343|XP_001661378.2|AAEG	LOC108143548|XP_017123545.1|DELE
OG0003714	LOC5574341|XP_021698911.1|AAEG	LOC108143547|XP_017123544.1|DELE
OG0003715	LOC5577796|XP_021698955.1|AAEG	LOC108147396|XP_017129321.1|DELE
OG0003716	LOC23687946|XP_021698970.1|AAEG	LOC108146884|XP_017128606.1|DELE
OG0003717	LOC5577272|XP_001656371.1|AAEG	LOC108147000|XP_017128752.1|DELE
OG0003718	LOC5574567|XP_021699003.1|AAEG	LOC108147552|XP_017129627.1|DELE
OG0003719	LOC110676244|XP_021699030.1|AAEG	LOC108146901|XP_017128631.1|DELE
OG0003720	LOC5573291|XP_021699052.1|AAEG	LOC108144566|XP_017125043.1|DELE
OG0003721	LOC5573292|XP_001654507.1|AAEG	LOC108137554|XP_017114768.1|DELE
OG0003722	LOC5564044|XP_021699093.1|AAEG	LOC108142421|XP_017121765.1|DELE
OG0003723	LOC5577458|XP_001663389.1|AAEG	LOC108150246|XP_017133797.1|DELE
OG0003725	LOC5575495|XP_021699130.1|AAEG	LOC108146731|XP_017128320.1|DELE
OG0003726	LOC5579263|XP_021699132.1|AAEG	LOC108147548|XP_017129621.1|DELE
OG0003727	LOC5565706|XP_021699195.1|AAEG	LOC108142678|XP_017122172.1|DELE
OG0003728	LOC5566098|XP_021699212.1|AAEG	LOC108140610|XP_017119012.1|DELE
OG0003729	LOC5566099|XP_021699209.1|AAEG	LOC108145828|XP_017126922.1|DELE
OG0003730	LOC5573007|XP_021699256.1|AAEG	LOC108145818|XP_017126895.1|DELE
OG0003731	LOC5574538|XP_001655189.2|AAEG	LOC108146422|XP_017127916.1|DELE
OG0003732	LOC5575610|XP_021699284.1|AAEG	LOC108150123|XP_017133579.1|DELE
OG0003733	LOC5572983|XP_001654307.2|AAEG	LOC108145874|XP_017127002.1|DELE
OG0003734	LOC5578843|XP_021699297.1|AAEG	LOC108145832|XP_017126929.1|DELE
OG0003735	LOC5578853|XP_021699343.1|AAEG	LOC108144756|XP_017125350.1|DELE
OG0003736	LOC5578854|XP_001664061.1|AAEG	LOC108138849|XP_017116855.1|DELE
OG0003737	LOC5578877|XP_001664064.2|AAEG	LOC108149135|XP_017132030.1|DELE
OG0003738	LOC5572868|XP_001660627.2|AAEG	LOC108149162|XP_017132050.1|DELE
OG0003739	LOC5572863|XP_021699395.1|AAEG	LOC108149639|XP_017132863.1|DELE
OG0003740	LOC5564603|XP_021699399.1|AAEG	LOC108149668|XP_017132903.1|DELE
OG0003741	LOC5564600|XP_001648946.1|AAEG	LOC108145685|XP_017126731.1|DELE
OG0003742	LOC5575203|XP_001661842.1|AAEG	LOC108146362|XP_017127828.1|DELE
OG0003743	LOC5575925|XP_021699449.1|AAEG	LOC108147046|XP_017128808.1|DELE
OG0003744	LOC5575924|XP_001655915.2|AAEG	LOC108149622|XP_017132840.1|DELE
OG0003745	LOC5575920|XP_001655911.1|AAEG	LOC108137956|XP_017115405.1|DELE
OG0003746	LOC5575915|XP_021699455.1|AAEG	LOC108145469|XP_017126408.1|DELE
OG0003747	LOC5570352|XP_021699456.1|AAEG	LOC108147001|XP_017128753.1|DELE
OG0003748	LOC5570351|XP_021699457.1|AAEG	LOC108146962|XP_017128708.1|DELE
OG0003749	LOC5570349|XP_001653178.1|AAEG	LOC108146869|XP_017128588.1|DELE
OG0003750	LOC5570348|XP_021699463.1|AAEG	LOC108146885|XP_017128608.1|DELE
OG0003751	LOC5570347|XP_021699465.1|AAEG	LOC108146727|XP_017128313.1|DELE
OG0003752	LOC110680767|XP_021712245.1|AAEG, LOC5570328|XP_021699497.1|AAEG	LOC108146807|XP_017128481.1|DELE
OG0003753	LOC5570324|XP_001653151.2|AAEG	LOC108142510|XP_017121912.1|DELE
OG0003754	LOC5570322|XP_001653149.2|AAEG	LOC108142509|XP_017121909.1|DELE
OG0003755	LOC5578490|XP_021699523.1|AAEG	LOC108146689|XP_017128235.1|DELE
OG0003756	LOC5570727|XP_001659319.2|AAEG	LOC108149600|XP_017132787.1|DELE
OG0003757	LOC5574455|XP_021699561.1|AAEG	LOC108144365|XP_017124620.1|DELE
OG0003758	LOC5576991|XP_001663093.2|AAEG	LOC108137013|XP_017114004.1|DELE, LOC108145163|XP_017125878.1|DELE
OG0003759	LOC5576979|XP_021699583.1|AAEG	LOC108147433|XP_017129400.1|DELE
OG0003760	LOC110680436|XP_021711925.1|AAEG, LOC5576976|XP_021699594.1|AAEG	LOC108144662|XP_017125198.1|DELE
OG0003761	LOC5576975|XP_001663070.2|AAEG	LOC108147458|XP_017129477.1|DELE
OG0003762	LOC5576974|XP_021699600.1|AAEG	LOC108147459|XP_017129478.1|DELE
OG0003763	LOC110681304|XP_021712753.1|AAEG, LOC5568335|XP_021699608.1|AAEG	LOC108142685|XP_017122181.1|DELE
OG0003764	LOC5574473|XP_021699619.1|AAEG	LOC108142606|XP_017122066.1|DELE
OG0003765	LOC5574474|XP_001655133.2|AAEG	LOC108149256|XP_017132188.1|DELE
OG0003766	LOC5567477|XP_001657450.1|AAEG	LOC108137197|XP_017114272.1|DELE
OG0003767	LOC5570866|XP_001659377.1|AAEG	LOC108141402|XP_017120249.1|DELE
OG0003768	LOC110676375|XP_021699654.1|AAEG	LOC108144834|XP_017125461.1|DELE
OG0003769	LOC5570876|XP_001659386.1|AAEG	LOC108144781|XP_017125381.1|DELE
OG0003770	LOC5578270|XP_021699665.1|AAEG	LOC108148306|XP_017130779.1|DELE
OG0003771	LOC5578261|XP_021699680.1|AAEG	LOC108147469|XP_017129503.1|DELE
OG0003772	LOC5569280|XP_001652813.2|AAEG	LOC108142363|XP_017121658.1|DELE
OG0003773	LOC5569281|XP_021699682.1|AAEG	LOC108141336|XP_017120124.1|DELE
OG0003774	LOC5575621|XP_021699693.1|AAEG	LOC108141452|XP_017120344.1|DELE
OG0003775	LOC5576380|XP_001662596.2|AAEG	LOC108148138|XP_017130481.1|DELE
OG0003776	LOC5569572|XP_001658638.2|AAEG	LOC108145064|XP_017125734.1|DELE
OG0003777	LOC5567697|XP_001651861.1|AAEG	LOC108145512|XP_017126469.1|DELE
OG0003778	LOC5567695|XP_021699793.1|AAEG	LOC108144790|XP_017125391.1|DELE
OG0003779	LOC5565718|XP_021699822.1|AAEG	LOC108143447|XP_017123365.1|DELE
OG0003780	LOC5574832|XP_021699838.1|AAEG	LOC108144502|XP_017124924.1|DELE
OG0003781	LOC5574828|XP_001661659.2|AAEG	LOC108145286|XP_017126089.1|DELE
OG0003782	LOC5574827|XP_021699848.1|AAEG	LOC108150394|XP_017134037.1|DELE
OG0003783	LOC5574637|XP_001661554.1|AAEG	LOC108140378|XP_017118571.1|DELE
OG0003784	LOC5574642|XP_021699899.1|AAEG	LOC108143438|XP_017123342.1|DELE
OG0003785	LOC5574646|XP_001661565.1|AAEG	LOC108137885|XP_017115316.1|DELE
OG0003786	LOC5572038|XP_001660145.2|AAEG	LOC108137962|XP_017115415.1|DELE
OG0003787	LOC5572039|XP_021699913.1|AAEG	LOC108137963|XP_017115418.1|DELE
OG0003788	LOC5572041|XP_001660149.2|AAEG	LOC108144863|XP_017125501.1|DELE
OG0003789	LOC5572048|XP_021699945.1|AAEG, LOC110680878|XP_021712359.1|AAEG	LOC108149617|XP_017132821.1|DELE
OG0003790	LOC5564189|XP_001648526.1|AAEG	LOC108146946|XP_017128689.1|DELE
OG0003791	LOC5569986|XP_021700012.1|AAEG	LOC108148305|XP_017130777.1|DELE
OG0003792	LOC110681220|XP_021712682.1|AAEG, LOC5574372|XP_001661424.1|AAEG	LOC108144889|XP_017125539.1|DELE
OG0003793	LOC5575905|XP_021700119.1|AAEG	LOC108144367|XP_017124627.1|DELE
OG0003794	LOC5575899|XP_021700127.1|AAEG	LOC108134633|XP_017110509.1|DELE
OG0003795	LOC5578895|XP_001664101.2|AAEG	LOC108143176|XP_017122914.1|DELE
OG0003796	LOC5576279|XP_021700136.1|AAEG	LOC108148818|XP_017131561.1|DELE
OG0003797	LOC5565480|XP_021700166.1|AAEG	LOC108138998|XP_017117082.1|DELE
OG0003798	LOC5570378|XP_021700169.1|AAEG	LOC108141534|XP_017120461.1|DELE
OG0003799	LOC5570383|XP_021700181.1|AAEG	LOC108137550|XP_017114765.1|DELE
OG0003800	LOC5568035|XP_021700198.1|AAEG	LOC108138956|XP_017117025.1|DELE
OG0003801	LOC5580248|XP_021700214.1|AAEG	LOC108139013|XP_017117104.1|DELE
OG0003802	LOC5580249|XP_021700218.1|AAEG	LOC108138149|XP_017115710.1|DELE
OG0003803	LOC110681064|XP_021712524.1|AAEG, LOC110675168|XP_021695247.1|AAEG	LOC108148522|XP_017131049.1|DELE
OG0003804	LOC5570937|XP_021700238.1|AAEG	LOC108138741|XP_017116624.1|DELE
OG0003805	LOC5570930|XP_021700245.1|AAEG	LOC108145360|XP_017126245.1|DELE
OG0003806	LOC5570932|XP_001659404.1|AAEG	LOC108137699|XP_017115068.1|DELE
OG0003807	LOC5577719|XP_021700253.1|AAEG	LOC108137809|XP_017115206.1|DELE
OG0003808	LOC110680907|XP_021712384.1|AAEG, LOC5571158|XP_021700301.1|AAEG	LOC108135606|XP_017111907.1|DELE
OG0003809	LOC110681459|XP_021712912.1|AAEG, LOC5568632|XP_021700313.1|AAEG, LOC5568637|XP_001652464.1|AAEG	LOC108138628|XP_017116404.1|DELE
OG0003810	LOC5567649|XP_021700330.1|AAEG	LOC108144622|XP_017125136.1|DELE
OG0003811	LOC5578151|XP_001663723.2|AAEG	LOC108143549|XP_017123547.1|DELE
OG0003812	LOC5571946|XP_021700429.1|AAEG	LOC108145301|XP_017126119.1|DELE
OG0003813	LOC5569380|XP_021700450.1|AAEG	LOC108141875|XP_017120960.1|DELE
OG0003814	LOC5569498|XP_021700472.1|AAEG	LOC108138124|XP_017115645.1|DELE
OG0003815	LOC5579340|XP_001647648.2|AAEG	LOC108136880|XP_017113820.1|DELE
OG0003816	LOC5569510|XP_001658595.1|AAEG	LOC108138825|XP_017116816.1|DELE
OG0003817	LOC5576950|XP_001663045.1|AAEG	LOC108141957|XP_017121088.1|DELE
OG0003818	LOC110680414|XP_021711906.1|AAEG, LOC110676540|XP_021700504.1|AAEG	LOC108138640|XP_017116467.1|DELE
OG0003819	LOC5577422|XP_001656497.1|AAEG	LOC108134692|XP_017110579.1|DELE
OG0003820	LOC5578366|XP_001656937.1|AAEG	LOC108142975|XP_017122620.1|DELE
OG0003821	LOC5578355|XP_001656925.1|AAEG	LOC108149831|XP_017133194.1|DELE
OG0003822	LOC5566424|XP_001650824.1|AAEG	LOC108139037|XP_017117137.1|DELE
OG0003823	LOC5566438|XP_021700561.1|AAEG	LOC108147949|XP_017130223.1|DELE
OG0003824	LOC110676558|XP_021700624.1|AAEG	LOC108138733|XP_017116601.1|DELE
OG0003825	LOC5570915|XP_021700627.1|AAEG	LOC108142084|XP_017121265.1|DELE
OG0003826	LOC5570911|XP_001653388.1|AAEG	LOC108149334|XP_017132291.1|DELE
OG0003827	LOC5570902|XP_001653379.1|AAEG	LOC108141709|XP_017120681.1|DELE
OG0003828	LOC5570900|XP_021700654.1|AAEG	LOC108141839|XP_017120913.1|DELE
OG0003829	LOC5570899|XP_021700658.1|AAEG	LOC108138924|XP_017116980.1|DELE
OG0003830	LOC5572922|XP_001654255.1|AAEG	LOC108150694|XP_017134444.1|DELE
OG0003831	LOC5572925|XP_001654260.2|AAEG	LOC108144003|XP_017124112.1|DELE
OG0003832	LOC5572928|XP_001654263.2|AAEG	LOC108150733|XP_017134522.1|DELE
OG0003833	LOC5572931|XP_011493072.1|AAEG	LOC108150717|XP_017134495.1|DELE
OG0003834	LOC5574737|XP_021700707.1|AAEG	LOC108135291|XP_017111464.1|DELE
OG0003835	LOC5571425|XP_021700750.1|AAEG	LOC108138164|XP_017115743.1|DELE
OG0003836	LOC5566327|XP_001650716.1|AAEG	LOC108138892|XP_017116915.1|DELE
OG0003837	LOC5574285|XP_021700779.1|AAEG, LOC110681472|XP_021712930.1|AAEG	LOC108138960|XP_017117029.1|DELE
OG0003838	LOC5570424|XP_001659134.1|AAEG	LOC108134699|XP_017110584.1|DELE
OG0003839	LOC5570432|XP_001659139.1|AAEG	LOC108149424|XP_017132480.1|DELE
OG0003840	LOC5572643|XP_001654142.1|AAEG	LOC108147038|XP_017128790.1|DELE
OG0003841	LOC5572652|XP_001654152.1|AAEG	LOC108148036|XP_017130365.1|DELE
OG0003842	LOC5572664|XP_021700838.1|AAEG	LOC108134513|XP_017110340.1|DELE
OG0003843	LOC5565770|XP_021700878.1|AAEG	LOC108149300|XP_017132237.1|DELE
OG0003844	LOC5565771|XP_001650123.1|AAEG	LOC108149464|XP_017132557.1|DELE
OG0003845	LOC5565769|XP_021695269.1|AAEG	LOC108138243|XP_017115870.1|DELE
OG0003846	LOC110680286|XP_021711798.1|AAEG, LOC5565758|XP_021700904.1|AAEG	LOC108141899|XP_017121000.1|DELE
OG0003847	LOC5565762|XP_021700917.1|AAEG	LOC108141973|XP_017121113.1|DELE
OG0003848	LOC5564298|XP_021700923.1|AAEG	LOC108140381|XP_017118574.1|DELE
OG0003849	LOC5565399|XP_001649729.1|AAEG	LOC108136141|XP_017112628.1|DELE, LOC108149781|XP_017133125.1|DELE
OG0003850	LOC5565389|XP_001649742.3|AAEG	LOC108149316|XP_017132260.1|DELE
OG0003851	LOC5569185|XP_001652768.1|AAEG	LOC108143567|XP_017123566.1|DELE
OG0003852	LOC5564491|XP_001648836.1|AAEG	LOC108147956|XP_017130233.1|DELE
OG0003853	LOC5564509|XP_021701084.1|AAEG	LOC108141433|XP_017120306.1|DELE
OG0003854	LOC110680469|XP_021711969.1|AAEG, LOC5566992|XP_001651385.1|AAEG	LOC108150475|XP_017134157.1|DELE
OG0003855	LOC5566966|XP_021701101.1|AAEG	LOC108150474|XP_017134156.1|DELE
OG0003856	LOC110676661|XP_021701104.1|AAEG	LOC108134487|XP_017110294.1|DELE
OG0003857	LOC5566516|XP_021701149.1|AAEG	LOC108150468|XP_017134150.1|DELE
OG0003858	LOC5577280|XP_021706730.1|AAEG	LOC108134854|XP_017110819.1|DELE
OG0003859	LOC5575679|XP_021701224.1|AAEG	LOC108138935|XP_017116999.1|DELE
OG0003860	LOC5577025|XP_001656312.1|AAEG	LOC108144713|XP_017125295.1|DELE
OG0003861	LOC5574497|XP_001655160.1|AAEG	LOC108148004|XP_017130321.1|DELE
OG0003862	LOC5574499|XP_001655162.2|AAEG	LOC108149853|XP_017133221.1|DELE
OG0003863	LOC5574500|XP_021701250.1|AAEG	LOC108141773|XP_017120760.1|DELE
OG0003864	LOC5574502|XP_001655165.1|AAEG	LOC108142106|XP_017121292.1|DELE
OG0003865	LOC5574507|XP_021701271.1|AAEG	LOC108147299|XP_017129211.1|DELE
OG0003866	LOC110673980|XP_021701277.1|AAEG	LOC108138968|XP_017117039.1|DELE
OG0003867	LOC5578951|XP_001664130.1|AAEG	LOC108145553|XP_017126546.1|DELE
OG0003868	LOC110681235|XP_021712696.1|AAEG, LOC5568820|XP_021701334.1|AAEG	LOC108141668|XP_017120630.1|DELE
OG0003869	LOC110681451|XP_021712902.1|AAEG, LOC5568827|XP_001658193.1|AAEG	LOC108134749|XP_017110679.1|DELE
OG0003870	LOC5564986|XP_021701355.1|AAEG	LOC108149324|XP_017132274.1|DELE
OG0003871	LOC5564996|XP_001649341.1|AAEG	LOC108138341|XP_017115999.1|DELE
OG0003872	LOC5568984|XP_001658271.2|AAEG	LOC108144816|XP_017125436.1|DELE
OG0003873	LOC5568982|XP_001658273.1|AAEG	LOC108149559|XP_017132686.1|DELE
OG0003874	LOC5568981|XP_021701391.1|AAEG	LOC108138853|XP_017116858.1|DELE
OG0003875	LOC110676724|XP_021701400.1|AAEG	LOC108141702|XP_017120675.1|DELE
OG0003876	LOC5578796|XP_001657170.1|AAEG	LOC108147940|XP_017130214.1|DELE
OG0003877	LOC5578760|XP_001657128.2|AAEG	LOC108138330|XP_017115982.1|DELE
OG0003878	LOC110680375|XP_021711875.1|AAEG, LOC5578759|XP_021701450.1|AAEG	LOC108138934|XP_017116996.1|DELE
OG0003879	LOC5578755|XP_001657123.1|AAEG	LOC108146092|XP_017127409.1|DELE
OG0003880	LOC5578162|XP_021701461.1|AAEG	LOC108150247|XP_017133798.1|DELE
OG0003881	LOC5574041|XP_021701485.1|AAEG	LOC108144776|XP_017125374.1|DELE
OG0003882	LOC5574609|XP_021701494.1|AAEG	LOC108140490|XP_017118742.1|DELE
OG0003883	LOC5570959|XP_001659425.2|AAEG	LOC108136554|XP_017113350.1|DELE
OG0003884	LOC5577114|XP_021701499.1|AAEG	LOC108149416|XP_017132469.1|DELE
OG0003885	LOC5577113|XP_001663201.1|AAEG	LOC108135269|XP_017111435.1|DELE
OG0003886	LOC5577220|XP_001656323.1|AAEG	LOC108135301|XP_017111474.1|DELE
OG0003887	LOC5564147|XP_021701513.1|AAEG	LOC108148038|XP_017130367.1|DELE
OG0003888	LOC5578320|XP_021701538.1|AAEG	LOC108148819|XP_017131562.1|DELE
OG0003889	LOC5568234|XP_001657931.2|AAEG	LOC108148019|XP_017130342.1|DELE
OG0003890	LOC5579391|XP_001647695.2|AAEG	LOC108146393|XP_017127878.1|DELE
OG0003891	LOC5569335|XP_001658435.2|AAEG	LOC108149521|XP_017132639.1|DELE
OG0003892	LOC5569337|XP_001658441.1|AAEG	LOC108146508|XP_017128033.1|DELE
OG0003893	LOC5580262|XP_001656142.2|AAEG	LOC108138946|XP_017117014.1|DELE
OG0003894	LOC5580255|XP_001656145.1|AAEG	LOC108141695|XP_017120667.1|DELE
OG0003895	LOC5564478|XP_021701633.1|AAEG	LOC108145372|XP_017126255.1|DELE
OG0003896	LOC110675203|XP_021695308.1|AAEG, LOC5574678|XP_021701641.1|AAEG	LOC108145525|XP_017126499.1|DELE
OG0003897	LOC5574676|XP_001661589.1|AAEG	LOC108144503|XP_017124925.1|DELE
OG0003898	LOC5565516|XP_001649871.1|AAEG	LOC108138748|XP_017116637.1|DELE
OG0003899	LOC5572627|XP_001660492.2|AAEG	LOC108137846|XP_017115261.1|DELE
OG0003900	LOC5566914|XP_021701727.1|AAEG	LOC108147966|XP_017130252.1|DELE
OG0003901	LOC5566913|XP_001651326.2|AAEG	LOC108150470|XP_017134152.1|DELE
OG0003902	LOC5566912|XP_021701729.1|AAEG	LOC108150715|XP_017134490.1|DELE
OG0003903	LOC5566910|XP_021701732.1|AAEG	LOC108138162|XP_017115741.1|DELE
OG0003904	LOC5566942|XP_021701730.1|AAEG	LOC108138161|XP_017115740.1|DELE
OG0003905	LOC5566941|XP_001651320.2|AAEG	LOC108142968|XP_017122607.1|DELE
OG0003906	LOC5577215|XP_001663311.2|AAEG	LOC108143717|XP_017123741.1|DELE
OG0003907	LOC5577205|XP_001663301.2|AAEG	LOC108149522|XP_017132644.1|DELE
OG0003908	LOC5578247|XP_001663771.2|AAEG	LOC108149207|XP_017132125.1|DELE
OG0003909	LOC5573102|XP_021701809.1|AAEG	LOC108144605|XP_017125110.1|DELE
OG0003910	LOC5573103|XP_001654410.1|AAEG	LOC108140962|XP_017119519.1|DELE
OG0003911	LOC5571554|XP_001659778.1|AAEG	LOC108139045|XP_017117151.1|DELE
OG0003912	LOC5571558|XP_001659780.1|AAEG	LOC108138323|XP_017115973.1|DELE
OG0003913	LOC5579488|XP_021701836.1|AAEG	LOC108149491|XP_017132599.1|DELE
OG0003914	LOC110676828|XP_021701843.1|AAEG, LOC5569389|XP_001658466.1|AAEG	LOC108134520|XP_017110347.1|DELE
OG0003915	LOC110680818|XP_021712289.1|AAEG, LOC5569390|XP_001658463.1|AAEG	LOC108137596|XP_017114817.1|DELE
OG0003916	LOC5578582|XP_001663974.1|AAEG	LOC108150509|XP_017134214.1|DELE
OG0003917	LOC5574513|XP_001661482.2|AAEG	LOC108149499|XP_017132611.1|DELE
OG0003918	LOC5564615|XP_001648965.1|AAEG	LOC108138023|XP_017115483.1|DELE
OG0003919	LOC5565707|XP_021701922.1|AAEG	LOC108138993|XP_017117071.1|DELE
OG0003920	LOC5577107|XP_021701929.1|AAEG	LOC108137546|XP_017114759.1|DELE
OG0003921	LOC5577565|XP_021701958.1|AAEG	LOC108142023|XP_017121188.1|DELE
OG0003922	LOC5564612|XP_021701961.1|AAEG	LOC108134491|XP_017110299.1|DELE
OG0003923	LOC5569850|XP_001658744.1|AAEG	LOC108145324|XP_017126191.1|DELE
OG0003924	LOC5569853|XP_001658748.2|AAEG	LOC108149099|XP_017131984.1|DELE
OG0003925	LOC110676861|XP_021701992.1|AAEG	LOC108147780|XP_017129999.1|DELE
OG0003926	LOC5569863|XP_001658759.1|AAEG	LOC108147792|XP_017130020.1|DELE
OG0003927	LOC5579066|XP_001664223.1|AAEG	LOC108148042|XP_017130372.1|DELE
OG0003928	LOC5563851|XP_001648170.1|AAEG	LOC108142068|XP_017121243.1|DELE
OG0003929	LOC5573389|XP_001654560.1|AAEG	LOC108134516|XP_017110342.1|DELE
OG0003930	LOC5573392|XP_001654565.1|AAEG	LOC108135241|XP_017111392.1|DELE
OG0003931	LOC5573396|XP_021702068.1|AAEG	LOC108135220|XP_017111332.1|DELE
