Orthogroup	AAEG.longest_only	SLEB.longest_only
OG0004655	LOC5565063|XP_001649395.2|AAEG	LOC115621363|XP_030370847.1|SLEB
OG0004656	LOC5565050|XP_001649392.1|AAEG	LOC115627577|XP_030379160.1|SLEB
OG0004657	LOC5565263|XP_001649611.2|AAEG	LOC115623863|XP_030374268.1|SLEB
OG0004658	LOC23687387|XP_021705930.1|AAEG	LOC115621617|XP_030371171.1|SLEB
OG0004659	LOC5576003|XP_021705972.1|AAEG	LOC115620191|XP_030369182.1|SLEB
OG0004660	LOC110681260|XP_021712726.1|AAEG, LOC5575289|XP_001655666.1|AAEG	LOC115620225|XP_030369226.1|SLEB
OG0004661	LOC110681378|XP_021712811.1|AAEG, LOC5579213|XP_001657340.2|AAEG	LOC115621304|XP_030370777.1|SLEB
OG0004662	LOC5570619|XP_021706383.1|AAEG	LOC115623888|XP_030374300.1|SLEB
OG0004663	LOC5570613|XP_021706431.1|AAEG	LOC115629655|XP_030382029.1|SLEB, LOC115629650|XP_030382020.1|SLEB
OG0004664	LOC5570614|XP_001659213.2|AAEG	LOC115629701|XP_030382079.1|SLEB
OG0004665	LOC110678164|XP_021706480.1|AAEG	LOC115628927|XP_030381049.1|SLEB
OG0004666	LOC5569671|XP_021706516.1|AAEG	LOC115620433|XP_030369521.1|SLEB
OG0004667	LOC5569670|XP_001652933.1|AAEG	LOC115621056|XP_030370437.1|SLEB
OG0004668	LOC5566637|XP_021706641.1|AAEG	LOC115629961|XP_030382434.1|SLEB
OG0004669	LOC23687857|XP_021706703.1|AAEG	LOC115625992|XP_030377096.1|SLEB
OG0004670	LOC5577888|XP_021707313.1|AAEG	LOC115623514|XP_030373754.1|SLEB
OG0004671	LOC5577673|XP_001663450.2|AAEG	LOC115620702|XP_030369935.1|SLEB
OG0004672	LOC110681249|XP_021712710.1|AAEG, LOC5568531|XP_021707788.1|AAEG	LOC115625111|XP_030375877.1|SLEB
OG0004673	LOC5565265|XP_021707970.1|AAEG	LOC115629784|XP_030382198.1|SLEB, LOC115620403|XP_030369482.1|SLEB
OG0004674	LOC5580231|XP_001655929.1|AAEG	LOC115621182|XP_030370616.1|SLEB
OG0004675	LOC5579494|XP_021708351.1|AAEG	LOC115621816|XP_030371463.1|SLEB
OG0004676	LOC5578580|XP_001663971.1|AAEG	LOC115620892|XP_030370235.1|SLEB
OG0004677	LOC5568274|XP_021708900.1|AAEG	LOC115621917|XP_030371618.1|SLEB
OG0004678	LOC5575196|XP_021708925.1|AAEG	LOC115621313|XP_030370787.1|SLEB
OG0004679	LOC110680243|XP_021711749.1|AAEG, LOC5570610|XP_021709377.1|AAEG	LOC115620297|XP_030369339.1|SLEB
OG0004680	LOC5574583|XP_021709444.1|AAEG	LOC115620268|XP_030369287.1|SLEB
OG0004681	LOC110680770|XP_021712247.1|AAEG, LOC5574603|XP_021709512.1|AAEG	LOC115621642|XP_030371200.1|SLEB
OG0004682	LOC5574597|XP_001655229.2|AAEG	LOC115630705|XP_030383218.1|SLEB, LOC115630412|XP_030382808.1|SLEB
OG0004683	LOC5574598|XP_001655231.2|AAEG	LOC115621352|XP_030370835.1|SLEB
OG0004684	LOC5573866|XP_001654906.1|AAEG	LOC115621222|XP_030370668.1|SLEB
OG0004685	LOC5573867|XP_021709999.1|AAEG	LOC115620635|XP_030369827.1|SLEB
OG0004686	LOC5573870|XP_001654902.2|AAEG	LOC115625299|XP_030376174.1|SLEB
OG0004687	LOC5568153|XP_021710128.1|AAEG	LOC115621214|XP_030370656.1|SLEB
OG0004688	LOC5567414|XP_021710488.1|AAEG	LOC115623442|XP_030373652.1|SLEB, LOC115623947|XP_030374369.1|SLEB
OG0004689	LOC5567422|XP_001657404.2|AAEG	LOC115621340|XP_030370819.1|SLEB
OG0004690	LOC5567420|XP_021710562.1|AAEG, LOC110680659|XP_021712143.1|AAEG	LOC115623439|XP_030373647.1|SLEB
OG0004691	LOC5567412|XP_001657412.2|AAEG, LOC110681198|XP_021712668.1|AAEG	LOC115620664|XP_030369878.1|SLEB
OG0004693	LOC5567409|XP_021710619.1|AAEG	LOC115620512|XP_030369636.1|SLEB
OG0004694	LOC5569463|XP_021710880.1|AAEG	LOC115628785|XP_030380859.1|SLEB
OG0004695	LOC5577522|XP_021711214.1|AAEG, LOC110681307|XP_021712757.1|AAEG	LOC115621813|XP_030371458.1|SLEB
OG0004696	LOC5577409|XP_021711701.1|AAEG	LOC115621907|XP_030371597.1|SLEB
OG0004697	LOC5572726|XP_021711703.1|AAEG	LOC115629222|XP_030381492.1|SLEB
OG0004698	LOC5567784|XP_001657686.1|AAEG	LOC115629123|XP_030381320.1|SLEB
OG0004699	LOC5567769|XP_001657669.2|AAEG	LOC115621083|XP_030370473.1|SLEB
OG0004700	LOC5569268|XP_001658414.2|AAEG	LOC115620872|XP_030370208.1|SLEB
OG0004701	LOC5571789|XP_021712686.1|AAEG	LOC115624423|XP_030375021.1|SLEB
OG0004702	LOC5567071|XP_021712876.1|AAEG	LOC115621777|XP_030371393.1|SLEB
OG0004703	LOC5567076|XP_001651472.2|AAEG	LOC115621358|XP_030370840.1|SLEB
OG0004704	LOC5577527|XP_021712945.1|AAEG	LOC115625140|XP_030375918.1|SLEB
OG0004705	LOC5577531|XP_001663415.1|AAEG	LOC115623672|XP_030373999.1|SLEB
OG0004706	LOC5578164|XP_021712961.1|AAEG	LOC115633130|XP_030386392.1|SLEB
OG0004707	LOC5578992|XP_021712980.1|AAEG	LOC115628073|XP_030379906.1|SLEB
OG0004708	LOC5578986|XP_021712983.1|AAEG	LOC115623418|XP_030373596.1|SLEB
OG0004709	LOC5573380|XP_001660859.2|AAEG	LOC115620315|XP_030369367.1|SLEB
OG0004710	LOC5573382|XP_021712994.1|AAEG	LOC115621925|XP_030371629.1|SLEB
OG0004711	LOC5567514|XP_021712998.1|AAEG	LOC115621935|XP_030371642.1|SLEB
OG0004712	LOC5570622|XP_001659225.2|AAEG	LOC115621463|XP_030370980.1|SLEB
OG0004713	LOC5577008|XP_021713014.1|AAEG	LOC115620871|XP_030370204.1|SLEB
OG0004714	LOC5577010|XP_021713020.1|AAEG	LOC115625545|XP_030376482.1|SLEB
OG0004715	LOC5577983|XP_001656717.2|AAEG	LOC115625811|XP_030376856.1|SLEB
OG0004716	LOC110680869|XP_021712351.1|AAEG, LOC5572577|XP_021713034.1|AAEG	LOC115620236|XP_030369241.1|SLEB
OG0004717	LOC5580309|XP_021713070.1|AAEG	LOC115627478|XP_030379016.1|SLEB
OG0004718	LOC5580307|XP_021713072.1|AAEG	LOC115631531|XP_030384162.1|SLEB
OG0004719	LOC5567836|XP_021713139.1|AAEG	LOC115620944|XP_030370320.1|SLEB
OG0004720	LOC5567828|XP_021713151.1|AAEG	LOC115621393|XP_030370895.1|SLEB
OG0004721	LOC5568724|XP_001658107.2|AAEG, LOC110681520|XP_021713162.1|AAEG, LOC110681103|XP_021712560.1|AAEG	LOC115621794|XP_030371427.1|SLEB
OG0004722	LOC5564376|XP_021713169.1|AAEG	LOC115621848|XP_030371520.1|SLEB
OG0004723	LOC5576285|XP_001662575.2|AAEG	LOC115627052|XP_030378456.1|SLEB
OG0004724	LOC5565704|XP_021713195.1|AAEG	LOC115625206|XP_030376035.1|SLEB
OG0004725	LOC23687519|XP_021713205.1|AAEG	LOC115625308|XP_030376187.1|SLEB
OG0004726	LOC5577062|XP_021713221.1|AAEG	LOC115620335|XP_030369392.1|SLEB
OG0004727	LOC5569229|XP_021713257.1|AAEG	LOC115621656|XP_030371221.1|SLEB
OG0004728	LOC110681535|XP_021713261.1|AAEG, LOC5569233|XP_001652793.1|AAEG	LOC115621223|XP_030370669.1|SLEB
OG0004729	LOC5574059|XP_001655039.1|AAEG	LOC115633327|XP_030386620.1|SLEB
OG0004730	LOC5574058|XP_001655038.2|AAEG	LOC115629010|XP_030381160.1|SLEB
OG0004731	LOC5574049|XP_001655027.1|AAEG	LOC115621065|XP_030370450.1|SLEB
OG0004732	LOC5579204|XP_021713323.1|AAEG	LOC115629445|XP_030381762.1|SLEB
OG0004733	LOC5579208|XP_001657331.2|AAEG	LOC115621171|XP_030370594.1|SLEB
OG0004734	LOC5565061|XP_021713325.1|AAEG	LOC115621140|XP_030370557.1|SLEB
OG0004735	LOC5574617|XP_021713353.1|AAEG	LOC115621953|XP_030371660.1|SLEB
OG0004736	LOC5574615|XP_021713359.1|AAEG	LOC115621738|XP_030371328.1|SLEB
OG0004737	LOC5579129|XP_001664227.2|AAEG	LOC115620358|XP_030369422.1|SLEB
OG0004738	LOC5564607|XP_021713379.1|AAEG	LOC115621153|XP_030370571.1|SLEB
OG0004739	LOC5564604|XP_001648952.2|AAEG	LOC115620594|XP_030369764.1|SLEB
OG0004740	LOC5580180|XP_001655596.2|AAEG	LOC115621244|XP_030370695.1|SLEB
OG0004741	LOC5580179|XP_021713415.1|AAEG	LOC115621731|XP_030371321.1|SLEB
OG0004742	LOC5580168|XP_021713424.1|AAEG	LOC115628004|XP_030379771.1|SLEB
OG0004743	LOC5575984|XP_001655938.2|AAEG	LOC115620646|XP_030369854.1|SLEB
OG0004744	LOC5571518|XP_001659764.2|AAEG	LOC115631748|XP_030384444.1|SLEB
OG0004745	LOC110674034|XP_021692979.1|AAEG	LOC115624125|XP_030374580.1|SLEB
OG0004746	LOC5578530|XP_021693013.1|AAEG	LOC115625197|XP_030376024.1|SLEB
OG0004747	LOC5574921|XP_021693014.1|AAEG	LOC115625198|XP_030376025.1|SLEB
OG0004748	LOC110674038|XP_021693022.1|AAEG	LOC115625126|XP_030375900.1|SLEB
OG0004749	LOC5570841|XP_021693038.1|AAEG	LOC115620771|XP_030370037.1|SLEB
OG0004750	LOC5564809|XP_001649157.2|AAEG	LOC115620903|XP_030370251.1|SLEB
OG0004751	LOC5573468|XP_001660889.2|AAEG	LOC115621097|XP_030370494.1|SLEB
OG0004752	LOC5576839|XP_021693055.1|AAEG	LOC115621554|XP_030371083.1|SLEB
OG0004753	LOC5576840|XP_001662952.2|AAEG	LOC115621891|XP_030371579.1|SLEB
OG0004754	LOC5576841|XP_001662951.1|AAEG	LOC115621669|XP_030371240.1|SLEB
OG0004755	LOC5563664|XP_021693061.1|AAEG	LOC115620311|XP_030369357.1|SLEB
OG0004756	LOC5563630|XP_001647845.1|AAEG	LOC115620310|XP_030369356.1|SLEB
OG0004757	LOC5580078|XP_021693067.1|AAEG	LOC115621906|XP_030371596.1|SLEB
OG0004758	LOC5565688|XP_021693077.1|AAEG	LOC115623515|XP_030373755.1|SLEB
OG0004759	LOC5580095|XP_021694314.1|AAEG	LOC115621308|XP_030370780.1|SLEB
OG0004760	LOC5580097|XP_021693082.1|AAEG	LOC115629456|XP_030381781.1|SLEB
OG0004761	LOC5566481|XP_021693093.1|AAEG	LOC115621168|XP_030370590.1|SLEB
OG0004762	LOC5566478|XP_021693095.1|AAEG	LOC115631323|XP_030383902.1|SLEB
OG0004763	LOC110674063|XP_021693123.1|AAEG	LOC115620918|XP_030370275.1|SLEB
OG0004764	LOC5566462|XP_001650844.2|AAEG	LOC115621753|XP_030371347.1|SLEB
OG0004765	LOC5566459|XP_021693132.1|AAEG	LOC115625455|XP_030376363.1|SLEB
OG0004766	LOC5578930|XP_001657218.1|AAEG, LOC110680822|XP_021712293.1|AAEG	LOC115625317|XP_030376198.1|SLEB
OG0004767	LOC5563705|XP_001647995.2|AAEG	LOC115621964|XP_030371672.1|SLEB
OG0004768	LOC5563720|XP_021693220.1|AAEG	LOC115621405|XP_030370908.1|SLEB
OG0004769	LOC5563719|XP_001648002.2|AAEG	LOC115625962|XP_030377064.1|SLEB
OG0004770	LOC5563706|XP_001648001.1|AAEG	LOC115623550|XP_030373801.1|SLEB
OG0004771	LOC5563713|XP_001648003.1|AAEG	LOC115620534|XP_030369664.1|SLEB
OG0004772	LOC5576366|XP_001656105.2|AAEG	LOC115620399|XP_030369473.1|SLEB
OG0004773	LOC5576364|XP_001656102.1|AAEG	LOC115622029|XP_030371748.1|SLEB
OG0004774	LOC5576362|XP_021693266.1|AAEG	LOC115622030|XP_030371749.1|SLEB
OG0004775	LOC5576360|XP_001656098.1|AAEG	LOC115621063|XP_030370448.1|SLEB
OG0004776	LOC5576357|XP_001656095.2|AAEG	LOC115624343|XP_030374858.1|SLEB
OG0004777	LOC5576353|XP_001656091.1|AAEG	LOC115628658|XP_030380686.1|SLEB
OG0004778	LOC5567291|XP_001651727.2|AAEG	LOC115625858|XP_030376927.1|SLEB
OG0004779	LOC5567287|XP_021693333.1|AAEG	LOC115620317|XP_030369369.1|SLEB
OG0004780	LOC5567286|XP_001651717.1|AAEG	LOC115628543|XP_030380564.1|SLEB
OG0004781	LOC5567281|XP_021693335.1|AAEG	LOC115621835|XP_030371504.1|SLEB
OG0004782	LOC5569123|XP_021693348.1|AAEG	LOC115621391|XP_030370891.1|SLEB
OG0004783	LOC5576729|XP_001656237.1|AAEG	LOC115629641|XP_030382003.1|SLEB
OG0004784	LOC5576719|XP_001656225.2|AAEG	LOC115621830|XP_030371498.1|SLEB
OG0004785	LOC5564486|XP_001648827.1|AAEG	LOC115621648|XP_030371209.1|SLEB
OG0004786	LOC110674098|XP_021693387.1|AAEG	LOC115625640|XP_030376629.1|SLEB, LOC115621711|XP_030371280.1|SLEB
OG0004787	LOC5573632|XP_001660958.1|AAEG, LOC5573631|XP_001660957.1|AAEG	LOC115621972|XP_030371682.1|SLEB
OG0004788	LOC5573630|XP_001660959.1|AAEG	LOC115621682|XP_030371252.1|SLEB, LOC115625644|XP_030376630.1|SLEB
OG0004789	LOC5573633|XP_001660960.2|AAEG	LOC115621971|XP_030371681.1|SLEB
OG0004790	LOC5578540|XP_001663931.1|AAEG	LOC115625359|XP_030376254.1|SLEB
OG0004791	LOC5567507|XP_021693404.1|AAEG	LOC115621099|XP_030370497.1|SLEB
OG0004792	LOC5567505|XP_001651805.1|AAEG	LOC115622017|XP_030371733.1|SLEB
OG0004793	LOC5567509|XP_021693418.1|AAEG	LOC115621712|XP_030371281.1|SLEB
OG0004794	LOC5568908|XP_021693425.1|AAEG	LOC115625091|XP_030375850.1|SLEB
OG0004795	LOC5568898|XP_001658225.2|AAEG	LOC115620852|XP_030370156.1|SLEB
OG0004796	LOC5573319|XP_021693445.1|AAEG	LOC115621349|XP_030370831.1|SLEB
OG0004797	LOC5573320|XP_021693447.1|AAEG	LOC115625211|XP_030376041.1|SLEB
OG0004798	LOC5573325|XP_001654545.2|AAEG	LOC115621252|XP_030370706.1|SLEB
OG0004799	LOC5573328|XP_001654548.2|AAEG	LOC115620553|XP_030369699.1|SLEB
OG0004800	LOC5575792|XP_021693478.1|AAEG	LOC115620712|XP_030369947.1|SLEB
OG0004801	LOC5573434|XP_021693611.1|AAEG	LOC115623646|XP_030373952.1|SLEB
OG0004802	LOC5577696|XP_001663476.1|AAEG, LOC5576141|XP_001662490.1|AAEG	LOC115622033|XP_030371759.1|SLEB
OG0004803	LOC5577199|XP_021693664.1|AAEG	LOC115621969|XP_030371676.1|SLEB, LOC115630246|XP_030382649.1|SLEB
OG0004804	LOC5569887|XP_021693689.1|AAEG	LOC115625586|XP_030376556.1|SLEB
OG0004805	LOC5566210|XP_021693695.1|AAEG	LOC115625119|XP_030375888.1|SLEB
OG0004806	LOC5576204|XP_001662541.1|AAEG	LOC115629681|XP_030382063.1|SLEB
OG0004807	LOC5576196|XP_001662533.2|AAEG	LOC115628103|XP_030379944.1|SLEB
OG0004808	LOC5576522|XP_001662715.2|AAEG	LOC115625194|XP_030376020.1|SLEB
OG0004809	LOC5575645|XP_001655791.1|AAEG	LOC115620773|XP_030370041.1|SLEB
OG0004810	LOC5575646|XP_021693746.1|AAEG	LOC115621396|XP_030370897.1|SLEB
OG0004811	LOC23687923|XP_021693761.1|AAEG	LOC115633863|XP_030387215.1|SLEB
OG0004812	LOC5565754|XP_021693766.1|AAEG	LOC115625216|XP_030376047.1|SLEB
OG0004813	LOC110680668|XP_021712149.1|AAEG, LOC5565615|XP_001649944.1|AAEG	LOC115621362|XP_030370846.1|SLEB
OG0004814	LOC5565593|XP_021693801.1|AAEG	LOC115620806|XP_030370090.1|SLEB
OG0004815	LOC110681465|XP_021712923.1|AAEG, LOC5565596|XP_021693805.1|AAEG	LOC115629356|XP_030381669.1|SLEB
OG0004816	LOC5569688|XP_021694424.1|AAEG	LOC115630205|XP_030382633.1|SLEB
OG0004817	LOC5565992|XP_001650360.2|AAEG	LOC115630199|XP_030382627.1|SLEB
OG0004818	LOC110673983|XP_021693821.1|AAEG	LOC115620440|XP_030369527.1|SLEB
OG0004819	LOC5577654|XP_001656652.2|AAEG	LOC115620632|XP_030369822.1|SLEB
OG0004820	LOC5577653|XP_021693824.1|AAEG	LOC115625362|XP_030376259.1|SLEB
OG0004821	LOC5577652|XP_001656650.2|AAEG	LOC115621017|XP_030370397.1|SLEB
OG0004822	LOC5577644|XP_021693837.1|AAEG	LOC115621912|XP_030371606.1|SLEB
OG0004823	LOC5577640|XP_001656638.2|AAEG	LOC115620741|XP_030369988.1|SLEB
OG0004824	LOC5577639|XP_001656637.1|AAEG	LOC115620743|XP_030369996.1|SLEB
OG0004825	LOC5577632|XP_021693883.1|AAEG	LOC115628015|XP_030379804.1|SLEB
OG0004826	LOC5565948|XP_001650325.1|AAEG	LOC115625581|XP_030376546.1|SLEB
OG0004827	LOC5565946|XP_001650323.1|AAEG	LOC115621174|XP_030370598.1|SLEB
OG0004828	LOC5565943|XP_001650318.1|AAEG	LOC115621798|XP_030371436.1|SLEB
OG0004829	LOC5568524|XP_001652351.2|AAEG	LOC115620486|XP_030369579.1|SLEB
OG0004830	LOC5568377|XP_021693933.1|AAEG	LOC115622047|XP_030371779.1|SLEB
OG0004831	LOC5573533|XP_001654671.2|AAEG	LOC115632103|XP_030384945.1|SLEB
OG0004832	LOC5565148|XP_021694009.1|AAEG	LOC115620790|XP_030370070.1|SLEB
OG0004833	LOC5576153|XP_001662502.1|AAEG, LOC5566762|XP_001651168.1|AAEG	LOC115625041|XP_030375749.1|SLEB
OG0004834	LOC5565637|XP_001649990.2|AAEG	LOC115620947|XP_030370322.1|SLEB
OG0004835	LOC5564104|XP_021694072.1|AAEG	LOC115621052|XP_030370432.1|SLEB
OG0004836	LOC5576112|XP_021694087.1|AAEG	LOC115620950|XP_030370325.1|SLEB
OG0004837	LOC5576113|XP_001662458.2|AAEG	LOC115633941|XP_030387319.1|SLEB
OG0004838	LOC5576125|XP_001662471.2|AAEG	LOC115628780|XP_030380853.1|SLEB
OG0004839	LOC5576127|XP_021694095.1|AAEG	LOC115628776|XP_030380847.1|SLEB
OG0004840	LOC5575234|XP_001655640.2|AAEG	LOC115625097|XP_030375855.1|SLEB
OG0004841	LOC110681192|XP_021712660.1|AAEG, LOC5575231|XP_021694126.1|AAEG	LOC115626387|XP_030377606.1|SLEB
OG0004842	LOC5565162|XP_001649526.2|AAEG	LOC115621146|XP_030370562.1|SLEB
OG0004843	LOC5565185|XP_001649514.2|AAEG	LOC115620601|XP_030369774.1|SLEB
OG0004844	LOC5577586|XP_021694153.1|AAEG	LOC115626766|XP_030378083.1|SLEB
OG0004845	LOC23687573|XP_021694154.1|AAEG, LOC110681328|XP_021712775.1|AAEG	LOC115623358|XP_030373503.1|SLEB
OG0004846	LOC5572603|XP_021694172.1|AAEG	LOC115623229|XP_030373337.1|SLEB
OG0004847	LOC5572605|XP_001654115.2|AAEG	LOC115631988|XP_030384774.1|SLEB
OG0004848	LOC23687388|XP_021694181.1|AAEG	LOC115620205|XP_030369200.1|SLEB
OG0004850	LOC5572676|XP_021694197.1|AAEG	LOC115629444|XP_030381757.1|SLEB
OG0004851	LOC110674250|XP_021694203.1|AAEG	LOC115629450|XP_030381774.1|SLEB
OG0004852	LOC5566256|XP_021694208.1|AAEG	LOC115623605|XP_030373880.1|SLEB
OG0004853	LOC5566125|XP_001650487.2|AAEG	LOC115629423|XP_030381742.1|SLEB
OG0004854	LOC5571449|XP_021695479.1|AAEG	LOC115633142|XP_030386409.1|SLEB
OG0004855	LOC5573692|XP_001661015.2|AAEG	LOC115632767|XP_030385876.1|SLEB
OG0004856	LOC5576514|XP_021695531.1|AAEG	LOC115633150|XP_030386420.1|SLEB
OG0004857	LOC5579860|XP_001664321.2|AAEG	LOC115632979|XP_030386150.1|SLEB
OG0004858	LOC5567813|XP_021695571.1|AAEG	LOC115632096|XP_030384938.1|SLEB
OG0004859	LOC5567812|XP_021695576.1|AAEG	LOC115632392|XP_030385382.1|SLEB
OG0004860	LOC5567848|XP_001657711.1|AAEG	LOC115632123|XP_030384987.1|SLEB
OG0004861	LOC5567847|XP_021695583.1|AAEG	LOC115622892|XP_030372854.1|SLEB
OG0004862	LOC5569145|XP_021699736.1|AAEG	LOC115623112|XP_030373179.1|SLEB
OG0004863	LOC5575754|XP_001662174.2|AAEG	LOC115628376|XP_030380315.1|SLEB
OG0004864	LOC5575753|XP_021695616.1|AAEG	LOC115622244|XP_030372001.1|SLEB
OG0004865	LOC5575752|XP_001662176.1|AAEG	LOC115620769|XP_030370034.1|SLEB
OG0004866	LOC5564540|XP_021695631.1|AAEG	LOC115632494|XP_030385531.1|SLEB
OG0004867	LOC5564539|XP_021695635.1|AAEG	LOC115619999|XP_030368948.1|SLEB
OG0004868	LOC5564537|XP_001648880.2|AAEG	LOC115620001|XP_030368950.1|SLEB
OG0004869	LOC5578207|XP_001656851.2|AAEG	LOC115633848|XP_030387200.1|SLEB
OG0004870	LOC5578218|XP_001656861.1|AAEG	LOC115621242|XP_030370697.1|SLEB
OG0004871	LOC5578223|XP_021695666.1|AAEG	LOC115619982|XP_030368882.1|SLEB
OG0004872	LOC5576744|XP_021695708.1|AAEG	LOC115634788|XP_030388556.1|SLEB
OG0004873	LOC5575734|XP_001655836.1|AAEG, LOC110674017|XP_021695727.1|AAEG	LOC115631089|XP_030383597.1|SLEB
OG0004874	LOC110675354|XP_021695729.1|AAEG, LOC5563734|XP_021695730.1|AAEG	LOC115623752|XP_030374146.1|SLEB
OG0004875	LOC5571774|XP_021695744.1|AAEG	LOC115628767|XP_030380842.1|SLEB
OG0004876	LOC5571765|XP_021695751.1|AAEG, LOC110680346|XP_021711857.1|AAEG	LOC115627085|XP_030378495.1|SLEB
OG0004877	LOC5571761|XP_001659892.2|AAEG	LOC115627860|XP_030379581.1|SLEB
OG0004878	LOC5576635|XP_001662785.1|AAEG	LOC115633649|XP_030386951.1|SLEB
OG0004879	LOC5570673|XP_021695783.1|AAEG	LOC115633632|XP_030386930.1|SLEB
OG0004880	LOC5570671|XP_001659260.2|AAEG	LOC115633865|XP_030387220.1|SLEB
OG0004881	LOC5570669|XP_001659262.2|AAEG	LOC115624674|XP_030375331.1|SLEB
OG0004882	LOC5570675|XP_011493055.1|AAEG	LOC115633149|XP_030386419.1|SLEB
OG0004883	LOC5570676|XP_001659270.2|AAEG	LOC115632404|XP_030385399.1|SLEB
OG0004884	LOC5571294|XP_021695841.1|AAEG	LOC115634744|XP_030388491.1|SLEB
OG0004885	LOC5571287|XP_001653588.1|AAEG	LOC115633799|XP_030387142.1|SLEB
OG0004886	LOC5571283|XP_001653584.2|AAEG	LOC115631349|XP_030383929.1|SLEB
OG0004887	LOC5571282|XP_001653583.1|AAEG	LOC115624215|XP_030374687.1|SLEB, LOC115632114|XP_030384971.1|SLEB
OG0004888	LOC5571281|XP_021695870.1|AAEG	LOC115634508|XP_030388134.1|SLEB
OG0004889	LOC5571279|XP_001653580.1|AAEG	LOC115620329|XP_030369397.1|SLEB
OG0004890	LOC5571273|XP_001653571.1|AAEG	LOC115627797|XP_030379488.1|SLEB
OG0004891	LOC5571271|XP_001653569.1|AAEG	LOC115629265|XP_030381549.1|SLEB
OG0004892	LOC5571269|XP_021695908.1|AAEG	LOC115633970|XP_030387351.1|SLEB
OG0004893	LOC5578056|XP_021695962.1|AAEG	LOC115629944|XP_030382452.1|SLEB
OG0004894	LOC5579030|XP_021695968.1|AAEG	LOC115634805|XP_030388577.1|SLEB
OG0004895	LOC23687608|XP_021695975.1|AAEG	LOC115633311|XP_030386604.1|SLEB
OG0004896	LOC5568474|XP_021695989.1|AAEG	LOC115626833|XP_030378177.1|SLEB
OG0004897	LOC5568466|XP_001652305.2|AAEG	LOC115624567|XP_030375159.1|SLEB
OG0004898	LOC5568471|XP_021695999.1|AAEG	LOC115619989|XP_030368922.1|SLEB
OG0004899	LOC110675397|XP_021696008.1|AAEG	LOC115619944|XP_030368831.1|SLEB
OG0004900	LOC5573478|XP_021696015.1|AAEG	LOC115628005|XP_030379787.1|SLEB
OG0004901	LOC5573480|XP_001654630.1|AAEG	LOC115628933|XP_030381069.1|SLEB
OG0004902	LOC5577803|XP_001663565.2|AAEG	LOC115622200|XP_030371954.1|SLEB
OG0004903	LOC5577802|XP_021696032.1|AAEG	LOC115634353|XP_030387871.1|SLEB
OG0004904	LOC5575912|XP_001662288.2|AAEG	LOC115620239|XP_030369246.1|SLEB
OG0004905	LOC5566323|XP_021696047.1|AAEG	LOC115620009|XP_030368968.1|SLEB
OG0004906	LOC5575484|XP_021696065.1|AAEG	LOC115632445|XP_030385451.1|SLEB
OG0004907	LOC5578178|XP_021696080.1|AAEG	LOC115632385|XP_030385374.1|SLEB
OG0004908	LOC5574115|XP_021696086.1|AAEG	LOC115632334|XP_030385299.1|SLEB
OG0004909	LOC5574099|XP_021696099.1|AAEG	LOC115633072|XP_030386303.1|SLEB
OG0004910	LOC5573286|XP_021696108.1|AAEG	LOC115633071|XP_030386301.1|SLEB
OG0004911	LOC5574089|XP_001661159.1|AAEG	LOC115632917|XP_030386068.1|SLEB, LOC115626804|XP_030378134.1|SLEB
OG0004912	LOC5565111|XP_001649458.1|AAEG	LOC115632563|XP_030385641.1|SLEB
OG0004913	LOC5572879|XP_001654230.1|AAEG	LOC115620003|XP_030368951.1|SLEB
OG0004914	LOC5572883|XP_001654238.1|AAEG	LOC115623750|XP_030374148.1|SLEB
OG0004915	LOC5572890|XP_001654241.1|AAEG	LOC115624590|XP_030375192.1|SLEB
OG0004916	LOC5572892|XP_021696207.1|AAEG	LOC115620053|XP_030369046.1|SLEB
OG0004917	LOC5569891|XP_021696240.1|AAEG	LOC115624975|XP_030375687.1|SLEB
OG0004918	LOC5569896|XP_021696242.1|AAEG	LOC115624972|XP_030375683.1|SLEB
OG0004919	LOC5569894|XP_001658793.2|AAEG	LOC115621374|XP_030370861.1|SLEB
OG0004920	LOC5569897|XP_001658795.2|AAEG	LOC115623162|XP_030373237.1|SLEB
OG0004921	LOC5569899|XP_021696250.1|AAEG	LOC115628223|XP_030380079.1|SLEB
OG0004922	LOC5574844|XP_021696259.1|AAEG	LOC115633155|XP_030386425.1|SLEB
OG0004923	LOC5574842|XP_001661672.2|AAEG	LOC115625669|XP_030376664.1|SLEB, LOC115624792|XP_030375495.1|SLEB
OG0004924	LOC5579986|XP_001660252.2|AAEG	LOC115632679|XP_030385772.1|SLEB
OG0004925	LOC23687540|XP_021696286.1|AAEG	LOC115632171|XP_030385060.1|SLEB
OG0004926	LOC5579997|XP_001660263.1|AAEG	LOC115623059|XP_030373098.1|SLEB
OG0004927	LOC5570466|XP_021696313.1|AAEG	LOC115632977|XP_030386148.1|SLEB
OG0004928	LOC5577066|XP_021696339.1|AAEG	LOC115634361|XP_030387940.1|SLEB
OG0004929	LOC5577072|XP_001663169.2|AAEG	LOC115628308|XP_030380218.1|SLEB
OG0004930	LOC5571872|XP_001659983.2|AAEG	LOC115624604|XP_030375213.1|SLEB
OG0004931	LOC5570512|XP_001659200.1|AAEG	LOC115623097|XP_030373166.1|SLEB
OG0004932	LOC5570507|XP_001659195.2|AAEG	LOC115632714|XP_030385816.1|SLEB
