Orthogroup	AAEG.longest_only	DGUA.longest_only
OG0004432	LOC5566901|XP_021706801.1|AAEG	LOC117584970|XP_034130059.1|DGUA
OG0004433	LOC5566873|XP_021704683.1|AAEG	LOC117579721|XP_034121605.1|DGUA
OG0004434	LOC5566864|XP_001651292.1|AAEG	LOC117592338|XP_034141923.1|DGUA
OG0004435	LOC5564592|XP_001648929.2|AAEG	LOC117590451|XP_034138967.1|DGUA
OG0004436	LOC5564596|XP_021704858.1|AAEG	LOC117587475|XP_034134143.1|DGUA
OG0004437	LOC5564587|XP_001648943.2|AAEG	LOC117591862|XP_034141122.1|DGUA
OG0004438	LOC5564581|XP_001648944.1|AAEG	LOC117591799|XP_034140999.1|DGUA
OG0004439	LOC5579921|XP_021705817.1|AAEG	LOC117578731|XP_034120285.1|DGUA
OG0004440	LOC5579919|XP_001652207.1|AAEG, LOC110674018|XP_021712520.1|AAEG	LOC117578869|XP_034120554.1|DGUA
OG0004441	LOC110681201|XP_021712674.1|AAEG, LOC5568457|XP_001652290.1|AAEG	LOC117582625|XP_034126391.1|DGUA
OG0004442	LOC5577284|XP_001663319.1|AAEG	LOC117580988|XP_034123679.1|DGUA
OG0004443	LOC5574180|XP_001661237.1|AAEG	LOC117579112|XP_034120730.1|DGUA
OG0004444	LOC5567491|XP_001657499.1|AAEG	LOC117579754|XP_034121718.1|DGUA
OG0004445	LOC5567474|XP_021708276.1|AAEG	LOC117591257|XP_034140338.1|DGUA
OG0004446	LOC5567473|XP_001657478.1|AAEG	LOC117583539|XP_034127786.1|DGUA
OG0004447	LOC110681388|XP_021712825.1|AAEG, LOC5567470|XP_001657476.1|AAEG	LOC117585359|XP_034130697.1|DGUA
OG0004448	LOC5567496|XP_001657474.1|AAEG, LOC110678982|XP_021708457.1|AAEG	LOC117578872|XP_034120557.1|DGUA
OG0004449	LOC5567464|XP_001657464.1|AAEG	LOC117587319|XP_034133841.1|DGUA
OG0004450	LOC5569725|XP_001652952.2|AAEG	LOC117582413|XP_034125997.1|DGUA
OG0004451	LOC5566542|XP_001650937.1|AAEG, LOC110680199|XP_021711710.1|AAEG	LOC117591687|XP_034140905.1|DGUA
OG0004452	LOC5566540|XP_001650935.1|AAEG	LOC117590626|XP_034139331.1|DGUA
OG0004453	LOC5566539|XP_021708933.1|AAEG	LOC117578567|XP_034120034.1|DGUA
OG0004454	LOC5568974|XP_001652628.1|AAEG	LOC117586381|XP_034132302.1|DGUA
OG0004455	LOC5568959|XP_001652624.2|AAEG, LOC110679455|XP_021709750.1|AAEG	LOC117591262|XP_034140342.1|DGUA
OG0004456	LOC5568958|XP_021709754.1|AAEG, LOC110679459|XP_021709755.1|AAEG	LOC117590822|XP_034139682.1|DGUA
OG0004457	LOC5568952|XP_001652622.1|AAEG	LOC117579115|XP_034120735.1|DGUA
OG0004458	LOC5568949|XP_021709778.1|AAEG	LOC117579551|XP_034121360.1|DGUA
OG0004459	LOC5568954|XP_021709787.1|AAEG	LOC117579300|XP_034120998.1|DGUA
OG0004460	LOC5571614|XP_001659809.1|AAEG	LOC117589404|XP_034137220.1|DGUA
OG0004461	LOC5565429|XP_021710321.1|AAEG	LOC117579729|XP_034121617.1|DGUA
OG0004462	LOC5565421|XP_001649776.1|AAEG	LOC117579102|XP_034120715.1|DGUA
OG0004463	LOC5565436|XP_021706597.1|AAEG	LOC117579948|XP_034121998.1|DGUA
OG0004464	LOC5576322|XP_021710881.1|AAEG, LOC110679609|XP_021710552.1|AAEG	LOC117579753|XP_034121665.1|DGUA
OG0004465	LOC5565418|XP_001649762.2|AAEG	LOC117587900|XP_034134769.1|DGUA
OG0004466	LOC110679619|XP_021710611.1|AAEG	LOC117579723|XP_034121610.1|DGUA
OG0004467	LOC5567897|XP_021710633.1|AAEG	LOC117579387|XP_034121148.1|DGUA
OG0004468	LOC5567895|XP_001651932.2|AAEG	LOC117579997|XP_034122085.1|DGUA
OG0004469	LOC5567889|XP_001651924.1|AAEG	LOC117591272|XP_034140358.1|DGUA
OG0004470	LOC5576330|XP_021711018.1|AAEG	LOC117582557|XP_034126276.1|DGUA
OG0004471	LOC110680426|XP_021711916.1|AAEG, LOC110680427|XP_021711917.1|AAEG, LOC5564138|XP_021711059.1|AAEG	LOC117583310|XP_034127444.1|DGUA
OG0004472	LOC5566694|XP_001651102.1|AAEG	LOC117578685|XP_034120208.1|DGUA
OG0004473	LOC5566690|XP_001651097.2|AAEG	LOC117592617|XP_034142393.1|DGUA
OG0004474	LOC5566689|XP_001651096.1|AAEG	LOC117591947|XP_034141255.1|DGUA
OG0004475	LOC5566686|XP_001651093.2|AAEG	LOC117592675|XP_034142527.1|DGUA
OG0004476	LOC110679862|XP_021711515.1|AAEG	LOC117590229|XP_034138589.1|DGUA, LOC117587925|XP_034134803.1|DGUA
OG0004477	LOC5573219|XP_001654429.1|AAEG	LOC117584188|XP_034128850.1|DGUA
OG0004478	LOC5573207|XP_021704335.1|AAEG	LOC117579582|XP_034121413.1|DGUA
OG0004479	LOC110681240|XP_021712701.1|AAEG	LOC117592563|XP_034142333.1|DGUA
OG0004480	LOC110681364|XP_021712803.1|AAEG	LOC117591009|XP_034139985.1|DGUA
OG0004481	LOC110681382|XP_021712816.1|AAEG	LOC117580201|XP_034122481.1|DGUA
OG0004504	LOC5575837|XP_001655863.1|AAEG	LOC117590090|XP_034138323.1|DGUA
OG0004505	LOC5579632|XP_021694457.1|AAEG	LOC117589549|XP_034137446.1|DGUA
OG0004506	LOC5574745|XP_021694464.1|AAEG	LOC117583681|XP_034128046.1|DGUA
OG0004507	LOC5574527|XP_001655179.1|AAEG	LOC117582745|XP_034126576.1|DGUA
OG0004508	LOC5572379|XP_021694488.1|AAEG	LOC117583307|XP_034127442.1|DGUA
OG0004509	LOC5572030|XP_001660135.1|AAEG	LOC117579843|XP_034121831.1|DGUA
OG0004510	LOC5579816|XP_001651046.2|AAEG	LOC117580700|XP_034123231.1|DGUA
OG0004511	LOC5579824|XP_021694545.1|AAEG	LOC117582785|XP_034126654.1|DGUA
OG0004512	LOC5574317|XP_021694571.1|AAEG	LOC117590679|XP_034139452.1|DGUA
OG0004513	LOC5574321|XP_021694582.1|AAEG	LOC117590667|XP_034139424.1|DGUA
OG0004514	LOC5574326|XP_021694590.1|AAEG	LOC117590654|XP_034139392.1|DGUA
OG0004515	LOC5569465|XP_001658550.2|AAEG	LOC117588599|XP_034135894.1|DGUA
OG0004516	LOC5569464|XP_021694638.1|AAEG	LOC117581465|XP_034124574.1|DGUA
OG0004517	LOC5569470|XP_021694657.1|AAEG	LOC117590255|XP_034138617.1|DGUA
OG0004518	LOC110680850|XP_021712338.1|AAEG	LOC117588266|XP_034135292.1|DGUA
OG0004519	LOC5574648|XP_001661570.1|AAEG	LOC117582958|XP_034126959.1|DGUA
OG0004520	LOC5564255|XP_021694700.1|AAEG	LOC117588539|XP_034135798.1|DGUA
OG0004521	LOC110681184|XP_021712655.1|AAEG, LOC5565549|XP_021697769.1|AAEG	LOC117583372|XP_034127548.1|DGUA
OG0004522	LOC5574723|XP_001655305.2|AAEG	LOC117590203|XP_034138546.1|DGUA
OG0004523	LOC110674766|XP_021694740.1|AAEG	LOC117583573|XP_034127843.1|DGUA
OG0004524	LOC5578731|XP_001664033.2|AAEG	LOC117591154|XP_034140161.1|DGUA
OG0004525	LOC5568128|XP_021694758.1|AAEG	LOC117581558|XP_034124781.1|DGUA
OG0004526	LOC23687941|XP_021694763.1|AAEG	LOC117590568|XP_034139199.1|DGUA
OG0004527	LOC5567108|XP_001651487.2|AAEG	LOC117588292|XP_034135363.1|DGUA
OG0004528	LOC5575264|XP_001661860.2|AAEG	LOC117588472|XP_034135655.1|DGUA
OG0004529	LOC5565679|XP_021694863.1|AAEG	LOC117581093|XP_034123872.1|DGUA
OG0004530	LOC5580068|XP_001654806.1|AAEG	LOC117581332|XP_034124342.1|DGUA
OG0004531	LOC5564914|XP_021694894.1|AAEG	LOC117589871|XP_034138032.1|DGUA
OG0004532	LOC5568333|XP_021694949.1|AAEG	LOC117580704|XP_034123245.1|DGUA
OG0004533	LOC5564957|XP_021694959.1|AAEG	LOC117590955|XP_034139895.1|DGUA
OG0004534	LOC5564713|XP_001649058.1|AAEG	LOC117588723|XP_034136074.1|DGUA
OG0004535	LOC23687526|XP_011493242.2|AAEG	LOC117589252|XP_034136917.1|DGUA
OG0004536	LOC110681352|XP_021712793.1|AAEG, LOC5573415|XP_021694995.1|AAEG	LOC117588771|XP_034136144.1|DGUA
OG0004537	LOC5571743|XP_021695000.1|AAEG	LOC117588504|XP_034135717.1|DGUA
OG0004538	LOC5574282|XP_021696719.1|AAEG, LOC5579971|XP_021695025.1|AAEG	LOC117592036|XP_034141397.1|DGUA
OG0004539	LOC5565195|XP_021695035.1|AAEG	LOC117585324|XP_034130651.1|DGUA
OG0004540	LOC23687659|XP_021695141.1|AAEG	LOC117590941|XP_034139874.1|DGUA
OG0004541	LOC5573039|XP_021693893.1|AAEG	LOC117586881|XP_034133083.1|DGUA
OG0004542	LOC5573038|XP_021694038.1|AAEG	LOC117590235|XP_034138597.1|DGUA
OG0004543	LOC5566240|XP_021696109.1|AAEG	LOC117590474|XP_034139020.1|DGUA
OG0004544	LOC5579000|XP_021696361.1|AAEG	LOC117590564|XP_034139196.1|DGUA
OG0004545	LOC5578998|XP_021696983.1|AAEG	LOC117585739|XP_034131276.1|DGUA
OG0004546	LOC5565022|XP_001649363.2|AAEG	LOC117583230|XP_034127379.1|DGUA
OG0004547	LOC5566769|XP_021701100.1|AAEG	LOC117591502|XP_034140690.1|DGUA
OG0004548	LOC5573521|XP_001660918.2|AAEG, LOC110677080|XP_021703454.1|AAEG	LOC117590452|XP_034138963.1|DGUA
OG0004549	LOC110677788|XP_021705001.1|AAEG, LOC5569935|XP_021703073.1|AAEG	LOC117588798|XP_034136202.1|DGUA
OG0004550	LOC5574019|XP_021707312.1|AAEG	LOC117581222|XP_034124092.1|DGUA
OG0004551	LOC5574022|XP_001661113.1|AAEG	LOC117578764|XP_034120360.1|DGUA
OG0004552	LOC5574015|XP_021707866.1|AAEG	LOC117590761|XP_034139591.1|DGUA
OG0004553	LOC5574011|XP_001661096.2|AAEG	LOC117579982|XP_034122052.1|DGUA
OG0004554	LOC5564969|XP_021710730.1|AAEG	LOC117588341|XP_034135442.1|DGUA
OG0004555	LOC5571988|XP_021711427.1|AAEG, LOC5571990|XP_021711075.1|AAEG	LOC117588549|XP_034135821.1|DGUA
OG0004556	LOC5571980|XP_021712418.1|AAEG	LOC117588775|XP_034136155.1|DGUA
OG0004557	LOC110674264|XP_021694224.1|AAEG, LOC110681295|XP_021712772.1|AAEG	LOC117580876|XP_034123516.1|DGUA, LOC117580827|XP_034123439.1|DGUA
OG0004558	LOC5576062|XP_001648485.2|AAEG	LOC117581368|XP_034124394.1|DGUA
OG0004559	LOC5573489|XP_021713360.1|AAEG	LOC117585291|XP_034130610.1|DGUA
OG0004560	LOC5580021|XP_021692916.1|AAEG	LOC117585339|XP_034130669.1|DGUA
OG0004561	LOC5569126|XP_021692967.1|AAEG	LOC117583777|XP_034128223.1|DGUA
OG0004562	LOC5578654|XP_021693017.1|AAEG	LOC117585641|XP_034131117.1|DGUA
OG0004563	LOC5578653|XP_021693083.1|AAEG	LOC117582763|XP_034126617.1|DGUA
OG0004564	LOC5578652|XP_001663993.2|AAEG	LOC117586203|XP_034132028.1|DGUA
OG0004565	LOC5570121|XP_001653102.2|AAEG	LOC117589910|XP_034138074.1|DGUA
OG0004566	LOC5578310|XP_001656894.2|AAEG	LOC117590887|XP_034139810.1|DGUA
OG0004567	LOC23687938|XP_021693199.1|AAEG	LOC117581394|XP_034124427.1|DGUA
OG0004568	LOC5570106|XP_001653086.2|AAEG	LOC117588528|XP_034135777.1|DGUA
OG0004569	LOC5564358|XP_021693444.1|AAEG	LOC117590016|XP_034138193.1|DGUA
OG0004570	LOC5570746|XP_021693650.1|AAEG	LOC117588328|XP_034135428.1|DGUA
OG0004571	LOC5564999|XP_021693979.1|AAEG	LOC117588731|XP_034136096.1|DGUA
OG0004572	LOC5572390|XP_001654043.1|AAEG	LOC117582320|XP_034125858.1|DGUA
OG0004573	LOC5578624|XP_021694888.1|AAEG	LOC117589770|XP_034137857.1|DGUA
OG0004574	LOC5569556|XP_001658619.1|AAEG	LOC117580622|XP_034123091.1|DGUA
OG0004575	LOC5569562|XP_021695176.1|AAEG	LOC117580618|XP_034123087.1|DGUA
OG0004576	LOC5569566|XP_001658629.1|AAEG	LOC117585520|XP_034130917.1|DGUA
OG0004577	LOC5578887|XP_001664093.2|AAEG	LOC117589528|XP_034137412.1|DGUA
OG0004578	LOC5574245|XP_001661298.1|AAEG	LOC117588642|XP_034135962.1|DGUA
OG0004579	LOC5574250|XP_001661305.2|AAEG	LOC117582478|XP_034126114.1|DGUA
OG0004580	LOC5574256|XP_021695770.1|AAEG	LOC117589942|XP_034138121.1|DGUA
OG0004581	LOC5569921|XP_021695776.1|AAEG	LOC117589929|XP_034138103.1|DGUA
OG0004582	LOC5569918|XP_001658818.2|AAEG	LOC117582977|XP_034126990.1|DGUA
OG0004583	LOC5576026|XP_021695931.1|AAEG	LOC117581344|XP_034124362.1|DGUA
OG0004584	LOC5576023|XP_021695966.1|AAEG	LOC117578754|XP_034120331.1|DGUA
OG0004585	LOC5566490|XP_021696180.1|AAEG	LOC117582962|XP_034126965.1|DGUA
OG0004586	LOC110680670|XP_021712152.1|AAEG, LOC110680344|XP_021711856.1|AAEG, LOC5566496|XP_001650881.2|AAEG	LOC117590468|XP_034139005.1|DGUA
OG0004587	LOC5571316|XP_021696265.1|AAEG	LOC117582907|XP_034126892.1|DGUA
OG0004588	LOC5571317|XP_021696269.1|AAEG	LOC117583327|XP_034127479.1|DGUA
OG0004589	LOC5571312|XP_021696292.1|AAEG	LOC117581527|XP_034124715.1|DGUA
OG0004590	LOC5571304|XP_021696553.1|AAEG	LOC117585833|XP_034131460.1|DGUA
OG0004591	LOC5571303|XP_021696640.1|AAEG	LOC117585831|XP_034131458.1|DGUA
OG0004592	LOC5571325|XP_001653614.2|AAEG, LOC110680590|XP_021712079.1|AAEG	LOC117590418|XP_034138916.1|DGUA
OG0004593	LOC5571324|XP_001653613.1|AAEG	LOC117590402|XP_034138891.1|DGUA
OG0004594	LOC5570456|XP_021696795.1|AAEG	LOC117581529|XP_034124726.1|DGUA
OG0004595	LOC5570455|XP_001659155.1|AAEG	LOC117581638|XP_034124897.1|DGUA
OG0004596	LOC5568415|XP_001658067.2|AAEG	LOC117590475|XP_034139022.1|DGUA
OG0004597	LOC5576593|XP_001656176.2|AAEG	LOC117581230|XP_034124105.1|DGUA
OG0004598	LOC5576594|XP_021697315.1|AAEG	LOC117589084|XP_034136610.1|DGUA
OG0004599	LOC5576590|XP_021694237.1|AAEG	LOC117581895|XP_034125254.1|DGUA
OG0004600	LOC5578881|XP_021697499.1|AAEG	LOC117581095|XP_034123875.1|DGUA
OG0004601	LOC5575001|XP_021697559.1|AAEG	LOC117580914|XP_034123567.1|DGUA
OG0004602	LOC110681032|XP_021712493.1|AAEG, LOC5574977|XP_011492970.2|AAEG	LOC117581176|XP_034124010.1|DGUA
OG0004603	LOC5574964|XP_001655438.1|AAEG	LOC117582289|XP_034125817.1|DGUA
OG0004604	LOC5577019|XP_001656305.2|AAEG	LOC117590371|XP_034138808.1|DGUA
OG0004605	LOC5572546|XP_021698206.1|AAEG	LOC117588340|XP_034135441.1|DGUA
OG0004606	LOC110681039|XP_021712499.1|AAEG, LOC5570419|XP_021698706.1|AAEG	LOC117586691|XP_034132846.1|DGUA
OG0004607	LOC5571999|XP_021699006.1|AAEG	LOC117590980|XP_034139944.1|DGUA
OG0004608	LOC5580118|XP_021699158.1|AAEG	LOC117591404|XP_034140541.1|DGUA
OG0004609	LOC5580129|XP_001655265.1|AAEG	LOC117590365|XP_034138802.1|DGUA
OG0004610	LOC5567908|XP_021699375.1|AAEG	LOC117582926|XP_034126915.1|DGUA
OG0004611	LOC5567930|XP_021699546.1|AAEG	LOC117582754|XP_034126588.1|DGUA
OG0004612	LOC5567934|XP_021699581.1|AAEG	LOC117582755|XP_034126590.1|DGUA
OG0004613	LOC5567928|XP_001651965.2|AAEG	LOC117589932|XP_034138107.1|DGUA
OG0004614	LOC23687785|XP_021699626.1|AAEG	LOC117588477|XP_034135665.1|DGUA
OG0004615	LOC5580054|XP_021699671.1|AAEG	LOC117588387|XP_034135506.1|DGUA
OG0004616	LOC5580056|XP_001654826.2|AAEG	LOC117590407|XP_034138896.1|DGUA
OG0004617	LOC5569683|XP_021699817.1|AAEG	LOC117582650|XP_034126438.1|DGUA
OG0004618	LOC5564408|XP_001648750.2|AAEG	LOC117583651|XP_034128000.1|DGUA
OG0004619	LOC5564395|XP_001648740.2|AAEG	LOC117583067|XP_034127131.1|DGUA
OG0004620	LOC5576466|XP_021700376.1|AAEG	LOC117589657|XP_034137683.1|DGUA
OG0004621	LOC5576467|XP_021700393.1|AAEG	LOC117586237|XP_034132066.1|DGUA
OG0004622	LOC110676561|XP_021700642.1|AAEG	LOC117589487|XP_034137340.1|DGUA
OG0004623	LOC5576484|XP_021700664.1|AAEG	LOC117585497|XP_034130887.1|DGUA
OG0004624	LOC5579374|XP_001647679.1|AAEG	LOC117586660|XP_034132797.1|DGUA
OG0004625	LOC5570705|XP_021700943.1|AAEG	LOC117580808|XP_034123401.1|DGUA
OG0004626	LOC5570700|XP_021701111.1|AAEG	LOC117581107|XP_034123902.1|DGUA
OG0004627	LOC5568502|XP_021704914.1|AAEG, LOC110674280|XP_021694247.1|AAEG	LOC117580272|XP_034122606.1|DGUA
OG0004628	LOC5566101|XP_021701666.1|AAEG	LOC117590512|XP_034139093.1|DGUA
OG0004629	LOC5578826|XP_021701851.1|AAEG	LOC117589483|XP_034137335.1|DGUA
OG0004630	LOC5578829|XP_021701956.1|AAEG	LOC117583779|XP_034128225.1|DGUA
OG0004631	LOC5575024|XP_001661757.2|AAEG	LOC117589536|XP_034137422.1|DGUA
OG0004632	LOC110680277|XP_021711790.1|AAEG, LOC5575025|XP_001661758.1|AAEG	LOC117589564|XP_034137498.1|DGUA
OG0004633	LOC5578655|XP_021702447.1|AAEG	LOC117584966|XP_034130055.1|DGUA
OG0004634	LOC5567053|XP_001651445.1|AAEG	LOC117585083|XP_034130240.1|DGUA
OG0004635	LOC5579439|XP_021702564.1|AAEG	LOC117581505|XP_034124666.1|DGUA
OG0004636	LOC5576304|XP_021702660.1|AAEG	LOC117588444|XP_034135618.1|DGUA
OG0004637	LOC5566946|XP_021702766.1|AAEG	LOC117588789|XP_034136184.1|DGUA
OG0004638	LOC110676975|XP_021702833.1|AAEG	LOC117588322|XP_034135410.1|DGUA
OG0004639	LOC5576873|XP_001662971.1|AAEG	LOC117583731|XP_034128139.1|DGUA
OG0004640	LOC110677132|XP_021703586.1|AAEG	LOC117583158|XP_034127243.1|DGUA
OG0004641	LOC110677190|XP_021703775.1|AAEG, LOC5565072|XP_001649386.2|AAEG	LOC117581456|XP_034124559.1|DGUA
OG0004642	LOC5564074|XP_001648356.2|AAEG	LOC117588791|XP_034136189.1|DGUA
OG0004643	LOC5564047|XP_001648357.1|AAEG	LOC117586331|XP_034132215.1|DGUA
OG0004644	LOC5564058|XP_001648358.1|AAEG	LOC117591513|XP_034140697.1|DGUA
OG0004645	LOC5564072|XP_001648359.1|AAEG	LOC117582286|XP_034125814.1|DGUA
OG0004646	LOC5564039|XP_001648362.2|AAEG	LOC117583544|XP_034127796.1|DGUA
OG0004647	LOC5564042|XP_021703902.1|AAEG	LOC117580706|XP_034123252.1|DGUA
OG0004648	LOC5564034|XP_001648370.1|AAEG	LOC117581253|XP_034124149.1|DGUA, LOC117579176|XP_034120829.1|DGUA
OG0004649	LOC5564033|XP_001648388.2|AAEG	LOC117581011|XP_034123713.1|DGUA
OG0004650	LOC5571509|XP_001659760.2|AAEG	LOC117581762|XP_034125054.1|DGUA
OG0004651	LOC5563797|XP_021705176.1|AAEG	LOC117583477|XP_034127677.1|DGUA
OG0004652	LOC5565059|XP_001649413.2|AAEG	LOC117583680|XP_034128043.1|DGUA
OG0004653	LOC5565054|XP_001649408.2|AAEG	LOC117579364|XP_034121089.1|DGUA
OG0004654	LOC110677890|XP_021705386.1|AAEG, LOC5565035|XP_021705378.1|AAEG	LOC117582160|XP_034125648.1|DGUA
OG0004655	LOC5565063|XP_001649395.2|AAEG	LOC117589844|XP_034137991.1|DGUA
OG0004656	LOC5565050|XP_001649392.1|AAEG	LOC117588564|XP_034135842.1|DGUA
OG0004657	LOC5565263|XP_001649611.2|AAEG	LOC117585102|XP_034130272.1|DGUA
OG0004659	LOC5576003|XP_021705972.1|AAEG	LOC117583644|XP_034127987.1|DGUA
OG0004660	LOC110681260|XP_021712726.1|AAEG, LOC5575289|XP_001655666.1|AAEG	LOC117585737|XP_034131273.1|DGUA
OG0004661	LOC110681378|XP_021712811.1|AAEG, LOC5579213|XP_001657340.2|AAEG	LOC117583051|XP_034127104.1|DGUA
OG0004662	LOC5570619|XP_021706383.1|AAEG	LOC117585473|XP_034130854.1|DGUA
OG0004663	LOC5570613|XP_021706431.1|AAEG	LOC117581062|XP_034123825.1|DGUA
OG0004664	LOC5570614|XP_001659213.2|AAEG	LOC117580638|XP_034123119.1|DGUA
OG0004665	LOC110678164|XP_021706480.1|AAEG	LOC117580647|XP_034123137.1|DGUA
OG0004666	LOC5569671|XP_021706516.1|AAEG	LOC117589737|XP_034137804.1|DGUA
OG0004667	LOC5569670|XP_001652933.1|AAEG	LOC117589510|XP_034137385.1|DGUA
OG0004668	LOC5566637|XP_021706641.1|AAEG	LOC117580710|XP_034123256.1|DGUA
OG0004669	LOC23687857|XP_021706703.1|AAEG	LOC117584863|XP_034129903.1|DGUA
OG0004670	LOC5577888|XP_021707313.1|AAEG	LOC117591200|XP_034140230.1|DGUA, LOC117591202|XP_034140232.1|DGUA
OG0004671	LOC5577673|XP_001663450.2|AAEG	LOC117583714|XP_034128095.1|DGUA
OG0004672	LOC110681249|XP_021712710.1|AAEG, LOC5568531|XP_021707788.1|AAEG	LOC117583774|XP_034128219.1|DGUA
OG0004673	LOC5565265|XP_021707970.1|AAEG	LOC117585456|XP_034130834.1|DGUA
OG0004674	LOC5580231|XP_001655929.1|AAEG	LOC117583304|XP_034127439.1|DGUA
OG0004675	LOC5579494|XP_021708351.1|AAEG	LOC117582828|XP_034126771.1|DGUA
OG0004676	LOC5578580|XP_001663971.1|AAEG	LOC117582837|XP_034126784.1|DGUA
OG0004677	LOC5568274|XP_021708900.1|AAEG	LOC117585595|XP_034131030.1|DGUA
OG0004678	LOC5575196|XP_021708925.1|AAEG	LOC117585589|XP_034131016.1|DGUA
OG0004679	LOC110680243|XP_021711749.1|AAEG, LOC5570610|XP_021709377.1|AAEG	LOC117585353|XP_034130688.1|DGUA
OG0004680	LOC5574583|XP_021709444.1|AAEG	LOC117583505|XP_034127738.1|DGUA
OG0004681	LOC110680770|XP_021712247.1|AAEG, LOC5574603|XP_021709512.1|AAEG	LOC117589574|XP_034137519.1|DGUA
OG0004682	LOC5574597|XP_001655229.2|AAEG	LOC117582318|XP_034125856.1|DGUA
OG0004683	LOC5574598|XP_001655231.2|AAEG	LOC117589634|XP_034137615.1|DGUA
OG0004684	LOC5573866|XP_001654906.1|AAEG	LOC117585484|XP_034130869.1|DGUA
OG0004685	LOC5573867|XP_021709999.1|AAEG	LOC117585566|XP_034130990.1|DGUA
OG0004686	LOC5573870|XP_001654902.2|AAEG	LOC117585939|XP_034131599.1|DGUA
OG0004687	LOC5568153|XP_021710128.1|AAEG	LOC117585252|XP_034130556.1|DGUA
OG0004688	LOC5567414|XP_021710488.1|AAEG	LOC117586569|XP_034132621.1|DGUA
OG0004689	LOC5567422|XP_001657404.2|AAEG	LOC117583749|XP_034128159.1|DGUA
OG0004690	LOC5567420|XP_021710562.1|AAEG, LOC110680659|XP_021712143.1|AAEG	LOC117586578|XP_034132634.1|DGUA
OG0004691	LOC5567412|XP_001657412.2|AAEG, LOC110681198|XP_021712668.1|AAEG	LOC117583362|XP_034127532.1|DGUA
OG0004692	LOC5567410|XP_021710610.1|AAEG	LOC117585034|XP_034130171.1|DGUA
OG0004693	LOC5567409|XP_021710619.1|AAEG	LOC117584933|XP_034129983.1|DGUA
OG0004694	LOC5569463|XP_021710880.1|AAEG	LOC117585667|XP_034131155.1|DGUA
OG0004695	LOC5577522|XP_021711214.1|AAEG, LOC110681307|XP_021712757.1|AAEG	LOC117582818|XP_034126749.1|DGUA
OG0004696	LOC5577409|XP_021711701.1|AAEG	LOC117589863|XP_034138022.1|DGUA
OG0004697	LOC5572726|XP_021711703.1|AAEG	LOC117588492|XP_034135687.1|DGUA
OG0004698	LOC5567784|XP_001657686.1|AAEG	LOC117590316|XP_034138696.1|DGUA
OG0004699	LOC5567769|XP_001657669.2|AAEG	LOC117589688|XP_034137735.1|DGUA
OG0004700	LOC5569268|XP_001658414.2|AAEG	LOC117590070|XP_034138291.1|DGUA
OG0004701	LOC5571789|XP_021712686.1|AAEG	LOC117585138|XP_034130356.1|DGUA
OG0004702	LOC5567071|XP_021712876.1|AAEG	LOC117585787|XP_034131368.1|DGUA
OG0004703	LOC5567076|XP_001651472.2|AAEG	LOC117582722|XP_034126539.1|DGUA
OG0004704	LOC5577527|XP_021712945.1|AAEG	LOC117582793|XP_034126692.1|DGUA
OG0004705	LOC5577531|XP_001663415.1|AAEG	LOC117589954|XP_034138143.1|DGUA
OG0004706	LOC5578164|XP_021712961.1|AAEG	LOC117589199|XP_034136818.1|DGUA
OG0004707	LOC5578992|XP_021712980.1|AAEG	LOC117584861|XP_034129897.1|DGUA
OG0004708	LOC5578986|XP_021712983.1|AAEG	LOC117586522|XP_034132546.1|DGUA
OG0004709	LOC5573380|XP_001660859.2|AAEG	LOC117584999|XP_034130127.1|DGUA
OG0004710	LOC5573382|XP_021712994.1|AAEG	LOC117583784|XP_034128253.1|DGUA
OG0004711	LOC5567514|XP_021712998.1|AAEG	LOC117583229|XP_034127339.1|DGUA
OG0004712	LOC5570622|XP_001659225.2|AAEG	LOC117589612|XP_034137579.1|DGUA
OG0004713	LOC5577008|XP_021713014.1|AAEG	LOC117585143|XP_034130363.1|DGUA
OG0004714	LOC5577010|XP_021713020.1|AAEG	LOC117585656|XP_034131134.1|DGUA
OG0004715	LOC5577983|XP_001656717.2|AAEG	LOC117584613|XP_034129519.1|DGUA
OG0004716	LOC110680869|XP_021712351.1|AAEG, LOC5572577|XP_021713034.1|AAEG	LOC117585142|XP_034130362.1|DGUA
OG0004717	LOC5580309|XP_021713070.1|AAEG	LOC117588512|XP_034135724.1|DGUA
OG0004718	LOC5580307|XP_021713072.1|AAEG	LOC117581934|XP_034125306.1|DGUA
OG0004719	LOC5567836|XP_021713139.1|AAEG	LOC117583531|XP_034127772.1|DGUA
OG0004720	LOC5567828|XP_021713151.1|AAEG	LOC117585797|XP_034131393.1|DGUA
OG0004721	LOC5568724|XP_001658107.2|AAEG, LOC110681520|XP_021713162.1|AAEG, LOC110681103|XP_021712560.1|AAEG	LOC117583682|XP_034128047.1|DGUA
OG0004722	LOC5564376|XP_021713169.1|AAEG	LOC117583598|XP_034127883.1|DGUA
OG0004723	LOC5576285|XP_001662575.2|AAEG	LOC117585170|XP_034130403.1|DGUA, LOC117581442|XP_034124538.1|DGUA
OG0004724	LOC5565704|XP_021713195.1|AAEG	LOC117582852|XP_034126811.1|DGUA
OG0004725	LOC23687519|XP_021713205.1|AAEG	LOC117582996|XP_034127037.1|DGUA
OG0004726	LOC5577062|XP_021713221.1|AAEG	LOC117582817|XP_034126747.1|DGUA
