Orthogroup	AAEG.longest_only	DEUG.longest_only
OG0005022	LOC5571962|XP_001660065.2|AAEG	LOC108102817|XP_017063488.1|DEUG
OG0005023	LOC5571963|XP_021697663.1|AAEG	LOC108104878|XP_017066694.1|DEUG
OG0005024	LOC5576174|XP_001662520.2|AAEG	LOC108113880|XP_017080078.1|DEUG
OG0005025	LOC5571701|XP_001659843.2|AAEG	LOC108117373|XP_017085248.1|DEUG
OG0005026	LOC5571697|XP_021697701.1|AAEG	LOC108109870|XP_017074153.1|DEUG
OG0005027	LOC110675125|XP_021695198.1|AAEG	LOC108108002|XP_017071345.1|DEUG
OG0005028	LOC5565749|XP_021697723.1|AAEG	LOC108111800|XP_017076880.1|DEUG
OG0005029	LOC5565562|XP_021697725.1|AAEG	LOC108108579|XP_017072160.1|DEUG
OG0005030	LOC5565537|XP_021697742.1|AAEG	LOC108104646|XP_017066315.1|DEUG
OG0005031	LOC110675957|XP_021697752.1|AAEG	LOC108114425|XP_017080901.1|DEUG
OG0005032	LOC5564450|XP_021697772.1|AAEG	LOC108114179|XP_017080475.1|DEUG
OG0005033	LOC5578584|XP_021697776.1|AAEG	LOC108107880|XP_017071153.1|DEUG
OG0005034	LOC5564462|XP_021697781.1|AAEG	LOC108107637|XP_017070711.1|DEUG
OG0005035	LOC5564457|XP_001648798.2|AAEG	LOC108114180|XP_017080476.1|DEUG
OG0005036	LOC5564447|XP_001648794.1|AAEG	LOC108107837|XP_017071079.1|DEUG
OG0005037	LOC5570338|XP_001653167.1|AAEG	LOC108117360|XP_017085227.1|DEUG
OG0005038	LOC5563743|XP_001648026.2|AAEG	LOC108108095|XP_017071480.1|DEUG
OG0005039	LOC5578033|XP_001663661.1|AAEG	LOC108102658|XP_017063286.1|DEUG
OG0005040	LOC5563747|XP_021697834.1|AAEG	LOC108114512|XP_017081021.1|DEUG
OG0005041	LOC5565967|XP_001650335.1|AAEG	LOC108114634|XP_017081190.1|DEUG
OG0005042	LOC5576552|XP_001656152.1|AAEG	LOC108107582|XP_017070632.1|DEUG
OG0005043	LOC5578594|XP_001657016.1|AAEG	LOC108108938|XP_017072680.1|DEUG
OG0005044	LOC5578596|XP_021697872.1|AAEG	LOC108109254|XP_017073226.1|DEUG
OG0005045	LOC5578833|XP_001657186.1|AAEG	LOC108108891|XP_017072599.1|DEUG
OG0005046	LOC5573518|XP_001660910.1|AAEG	LOC108113221|XP_017079247.1|DEUG
OG0005047	LOC5574930|XP_001661733.1|AAEG	LOC108107764|XP_017070943.1|DEUG
OG0005048	LOC5574929|XP_021697880.1|AAEG	LOC108107767|XP_017070947.1|DEUG
OG0005049	LOC110675138|XP_021695211.1|AAEG	LOC108114178|XP_017080472.1|DEUG
OG0005050	LOC5575134|XP_021697902.1|AAEG	LOC108106683|XP_017069404.1|DEUG
OG0005051	LOC5575142|XP_001655519.1|AAEG	LOC108114170|XP_017080454.1|DEUG
OG0005052	LOC5575145|XP_001655522.2|AAEG	LOC108113942|XP_017080141.1|DEUG
OG0005053	LOC5577080|XP_001656318.2|AAEG	LOC108110809|XP_017075529.1|DEUG
OG0005054	LOC5564816|XP_021697931.1|AAEG	LOC108114617|XP_017081169.1|DEUG
OG0005055	LOC5571184|XP_001653501.2|AAEG	LOC108105032|XP_017066920.1|DEUG
OG0005056	LOC5573486|XP_021697946.1|AAEG	LOC108113279|XP_017079317.1|DEUG
OG0005057	LOC5568734|XP_021698017.1|AAEG	LOC108104912|XP_017066744.1|DEUG
OG0005058	LOC5565828|XP_021698027.1|AAEG	LOC108107547|XP_017070584.1|DEUG
OG0005059	LOC5565250|XP_021698079.1|AAEG, LOC5566828|XP_021712144.1|AAEG	LOC108107201|XP_017070107.1|DEUG
OG0005060	LOC5566822|XP_021698081.1|AAEG	LOC108107322|XP_017070292.1|DEUG
OG0005061	LOC110676030|XP_021698114.1|AAEG	LOC108107169|XP_017070073.1|DEUG
OG0005062	LOC5568141|XP_001652085.2|AAEG	LOC108107250|XP_017070164.1|DEUG
OG0005063	LOC5569162|XP_001658353.2|AAEG	LOC108113636|XP_017079830.1|DEUG
OG0005064	LOC5573675|XP_001660997.1|AAEG	LOC108114654|XP_017081218.1|DEUG
OG0005065	LOC5573666|XP_021698216.1|AAEG	LOC108112590|XP_017078124.1|DEUG
OG0005066	LOC5564412|XP_021698220.1|AAEG	LOC108113273|XP_017079309.1|DEUG
OG0005067	LOC5575820|XP_021698241.1|AAEG	LOC108113241|XP_017079274.1|DEUG
OG0005068	LOC5567864|XP_001651886.1|AAEG	LOC108108664|XP_017072258.1|DEUG
OG0005069	LOC5567853|XP_001651882.1|AAEG	LOC108109134|XP_017073020.1|DEUG
OG0005070	LOC5575426|XP_021698270.1|AAEG	LOC108107313|XP_017070274.1|DEUG
OG0005071	LOC5575955|XP_001662313.1|AAEG	LOC108114722|XP_017081316.1|DEUG
OG0005072	LOC5576041|XP_021698307.1|AAEG	LOC108118525|XP_017086762.1|DEUG
OG0005073	LOC5576044|XP_021698308.1|AAEG	LOC108113254|XP_017079291.1|DEUG
OG0005074	LOC5565670|XP_021698310.1|AAEG	LOC108109800|XP_017074000.1|DEUG
OG0005075	LOC5564254|XP_001648590.1|AAEG	LOC108108925|XP_017072666.1|DEUG
OG0005076	LOC5564246|XP_001648589.2|AAEG	LOC108106773|XP_017069503.1|DEUG
OG0005078	LOC5574243|XP_001661295.2|AAEG	LOC108107754|XP_017070912.1|DEUG
OG0005079	LOC5568868|XP_021698382.1|AAEG	LOC108107443|XP_017070472.1|DEUG
OG0005080	LOC5574156|XP_001655063.1|AAEG	LOC108107934|XP_017071251.1|DEUG
OG0005081	LOC5569620|XP_001652902.2|AAEG	LOC108112858|XP_017078672.1|DEUG
OG0005082	LOC5569602|XP_001652881.1|AAEG	LOC108118250|XP_017086328.1|DEUG
OG0005083	LOC5569601|XP_001652880.1|AAEG	LOC108102969|XP_017063759.1|DEUG
OG0005084	LOC5579452|XP_021698546.1|AAEG	LOC108105965|XP_017068256.1|DEUG
OG0005085	LOC5569592|XP_001652869.2|AAEG	LOC108114304|XP_017080696.1|DEUG
OG0005086	LOC5569584|XP_021698551.1|AAEG	LOC108113236|XP_017079268.1|DEUG
OG0005087	LOC5569585|XP_021698552.1|AAEG	LOC108114416|XP_017080879.1|DEUG
OG0005088	LOC23687733|XP_021698595.1|AAEG	LOC108106620|XP_017069308.1|DEUG
OG0005089	LOC5570792|XP_021698592.1|AAEG	LOC108106617|XP_017069306.1|DEUG
OG0005090	LOC110675145|XP_021695219.1|AAEG, LOC5566541|XP_021708918.1|AAEG	LOC108109180|XP_017073098.1|DEUG
OG0005091	LOC5570787|XP_021698607.1|AAEG	LOC108113096|XP_017079033.1|DEUG
OG0005092	LOC5577894|XP_001663601.1|AAEG	LOC108104898|XP_017066718.1|DEUG
OG0005093	LOC5577892|XP_001663598.1|AAEG, LOC110675146|XP_021695220.1|AAEG	LOC108107941|XP_017071261.1|DEUG
OG0005094	LOC5565863|XP_021698649.1|AAEG	LOC108107751|XP_017070904.1|DEUG
OG0005095	LOC5576960|XP_021698661.1|AAEG	LOC108107317|XP_017070279.1|DEUG
OG0005096	LOC5571409|XP_001653657.3|AAEG	LOC108111105|XP_017075935.1|DEUG
OG0005097	LOC5572533|XP_001654062.1|AAEG	LOC108108890|XP_017072597.1|DEUG
OG0005098	LOC5572535|XP_021698688.1|AAEG	LOC108107404|XP_017070415.1|DEUG
OG0005099	LOC5572299|XP_021698718.1|AAEG	LOC108107486|XP_017070521.1|DEUG
OG0005100	LOC5572298|XP_001653986.2|AAEG	LOC108107485|XP_017070520.1|DEUG
OG0005101	LOC5572288|XP_001653974.1|AAEG	LOC108117306|XP_017085154.1|DEUG
OG0005102	LOC5564765|XP_021698732.1|AAEG	LOC108109216|XP_017073150.1|DEUG
OG0005103	LOC5572268|XP_001653953.1|AAEG	LOC108107430|XP_017070448.1|DEUG
OG0005104	LOC5572267|XP_001653952.2|AAEG	LOC108106161|XP_017068561.1|DEUG
OG0005105	LOC5572211|XP_001653879.2|AAEG	LOC108108434|XP_017071977.1|DEUG
OG0005106	LOC5572202|XP_021698787.1|AAEG	LOC108107759|XP_017070921.1|DEUG
OG0005107	LOC5572201|XP_021698796.1|AAEG	LOC108107855|XP_017071110.1|DEUG
OG0005108	LOC5572192|XP_001653853.2|AAEG	LOC108106462|XP_017069019.1|DEUG
OG0005109	LOC110676199|XP_021698825.1|AAEG, LOC5576260|XP_001656028.1|AAEG	LOC108111878|XP_017076997.1|DEUG
OG0005110	LOC5571717|XP_001659861.2|AAEG	LOC108114372|XP_017080813.1|DEUG
OG0005111	LOC5565821|XP_021698845.1|AAEG	LOC108108116|XP_017071521.1|DEUG
OG0005112	LOC5565822|XP_021698848.1|AAEG	LOC108102873|XP_017063570.1|DEUG
OG0005113	LOC5575065|XP_021698849.1|AAEG	LOC108108118|XP_017071524.1|DEUG
OG0005114	LOC5566031|XP_001650398.1|AAEG	LOC108103588|XP_017064602.1|DEUG
OG0005115	LOC5566006|XP_021698874.1|AAEG	LOC108102675|XP_017063304.1|DEUG
OG0005116	LOC110676223|XP_021698919.1|AAEG	LOC108114692|XP_017081277.1|DEUG
OG0005117	LOC110676224|XP_021698930.1|AAEG	LOC108104391|XP_017065919.1|DEUG
OG0005118	LOC5573712|XP_011493552.2|AAEG	LOC108111094|XP_017075922.1|DEUG
OG0005119	LOC5577794|XP_021698933.1|AAEG	LOC108112583|XP_017078093.1|DEUG
OG0005120	LOC5571331|XP_021698959.1|AAEG	LOC108114149|XP_017080430.1|DEUG
OG0005121	LOC5571377|XP_001659659.2|AAEG	LOC108108729|XP_017072355.1|DEUG
OG0005122	LOC110676232|XP_021698972.1|AAEG	LOC108114571|XP_017081111.1|DEUG
OG0005123	LOC5577267|XP_011493702.1|AAEG	LOC108108631|XP_017072220.1|DEUG
OG0005124	LOC110676235|XP_021698994.1|AAEG	LOC108114237|XP_017080599.1|DEUG
OG0005125	LOC5570290|XP_021698989.1|AAEG	LOC108114475|XP_017080973.1|DEUG
OG0005126	LOC5578578|XP_001663970.2|AAEG	LOC108109823|XP_017074048.1|DEUG
OG0005127	LOC5577316|XP_021699018.1|AAEG	LOC108113762|XP_017079951.1|DEUG
OG0005128	LOC5574463|XP_001661478.2|AAEG	LOC108113093|XP_017079027.1|DEUG
OG0005129	LOC5573276|XP_021699031.1|AAEG	LOC108114528|XP_017081048.1|DEUG
OG0005130	LOC5573290|XP_001654503.1|AAEG	LOC108114202|XP_017080509.1|DEUG
OG0005131	LOC5572637|XP_021699078.1|AAEG	LOC108102732|XP_017063367.1|DEUG
OG0005132	LOC5576420|XP_001656123.2|AAEG	LOC108114160|XP_017080439.1|DEUG
OG0005133	LOC5576069|XP_021699115.1|AAEG	LOC108108207|XP_017071655.1|DEUG
OG0005134	LOC5566455|XP_021699127.1|AAEG	LOC108107819|XP_017071055.1|DEUG
OG0005135	LOC5575500|XP_021699128.1|AAEG	LOC108114091|XP_017080337.1|DEUG
OG0005136	LOC5575496|XP_021699139.1|AAEG	LOC108114045|XP_017080285.1|DEUG
OG0005137	LOC5575936|XP_021699157.1|AAEG	LOC108115858|XP_017082973.1|DEUG
OG0005138	LOC5575943|XP_001662295.2|AAEG	LOC108108235|XP_017071691.1|DEUG
OG0005139	LOC5575942|XP_021699168.1|AAEG	LOC108108075|XP_017071445.1|DEUG
OG0005140	LOC5577291|XP_001656392.1|AAEG	LOC108102683|XP_017063313.1|DEUG
OG0005141	LOC5577287|XP_021699177.1|AAEG	LOC108112910|XP_017078766.1|DEUG
OG0005142	LOC5575611|XP_001662100.1|AAEG	LOC108118099|XP_017086141.1|DEUG
OG0005143	LOC5566151|XP_021699214.1|AAEG	LOC108109853|XP_017074103.1|DEUG
OG0005144	LOC5577142|XP_001663232.1|AAEG	LOC108109769|XP_017073932.1|DEUG
OG0005145	LOC5577143|XP_001663234.1|AAEG	LOC108109901|XP_017074197.1|DEUG
OG0005146	LOC5577145|XP_021699227.1|AAEG	LOC108114236|XP_017080597.1|DEUG
OG0005147	LOC5575476|XP_021699225.1|AAEG	LOC108114233|XP_017080594.1|DEUG
OG0005148	LOC5572944|XP_021699241.1|AAEG	LOC108117376|XP_017085251.1|DEUG
OG0005149	LOC5573012|XP_001654339.2|AAEG	LOC108112870|XP_017078689.1|DEUG
OG0005150	LOC5573005|XP_001654333.2|AAEG	LOC108114701|XP_017081287.1|DEUG
OG0005151	LOC5573002|XP_001654329.2|AAEG	LOC108108120|XP_017071526.1|DEUG
OG0005152	LOC5573000|XP_021699260.1|AAEG	LOC108108041|XP_017071404.1|DEUG
OG0005153	LOC5574537|XP_001655190.2|AAEG	LOC108108039|XP_017071402.1|DEUG
OG0005154	LOC5574535|XP_021699270.1|AAEG	LOC108108044|XP_017071407.1|DEUG
OG0005155	LOC5579646|XP_001648105.2|AAEG	LOC108104730|XP_017066456.1|DEUG
OG0005156	LOC5578852|XP_001664059.2|AAEG	LOC108110230|XP_017074706.1|DEUG
OG0005157	LOC5578857|XP_021699346.1|AAEG	LOC108112962|XP_017078850.1|DEUG
OG0005158	LOC5571044|XP_001659481.2|AAEG	LOC108107910|XP_017071215.1|DEUG
OG0005159	LOC5571047|XP_001659486.1|AAEG	LOC108114613|XP_017081164.1|DEUG
OG0005160	LOC5578058|XP_001663680.2|AAEG	LOC108108514|XP_017072072.1|DEUG
OG0005161	LOC5579431|XP_021699390.1|AAEG	LOC108107307|XP_017070265.1|DEUG
OG0005162	LOC5572866|XP_001660625.1|AAEG	LOC108103132|XP_017063988.1|DEUG
OG0005163	LOC5575934|XP_021699423.1|AAEG	LOC108108740|XP_017072367.1|DEUG
OG0005164	LOC5570350|XP_001653179.2|AAEG	LOC108108158|XP_017071580.1|DEUG
OG0005165	LOC5570334|XP_021699477.1|AAEG	LOC108114910|XP_017081578.1|DEUG
OG0005166	LOC5578485|XP_021699522.1|AAEG	LOC108115380|XP_017082305.1|DEUG
OG0005167	LOC5578487|XP_001663881.1|AAEG	LOC108115384|XP_017082308.1|DEUG
OG0005168	LOC5578491|XP_001663880.2|AAEG	LOC108114204|XP_017080512.1|DEUG
OG0005169	LOC5578489|XP_001663876.2|AAEG	LOC108108131|XP_017071540.1|DEUG
OG0005170	LOC5575655|XP_001655801.1|AAEG	LOC108108081|XP_017071451.1|DEUG
OG0005171	LOC5575654|XP_001655800.2|AAEG	LOC108108037|XP_017071399.1|DEUG
OG0005172	LOC5570721|XP_021699545.1|AAEG	LOC108109143|XP_017073032.1|DEUG
OG0005173	LOC5566073|XP_001650441.1|AAEG	LOC108112607|XP_017078186.1|DEUG
OG0005174	LOC5574454|XP_001661468.1|AAEG	LOC108109284|XP_017073265.1|DEUG
OG0005175	LOC5576998|XP_021699571.1|AAEG	LOC108109113|XP_017072993.1|DEUG
OG0005176	LOC5576990|XP_021699576.1|AAEG	LOC108112037|XP_017077272.1|DEUG
OG0005177	LOC5576988|XP_001663090.2|AAEG	LOC108109267|XP_017073244.1|DEUG
OG0005178	LOC5576987|XP_001663088.2|AAEG	LOC108109912|XP_017074209.1|DEUG
OG0005179	LOC5576978|XP_001663073.1|AAEG	LOC108109832|XP_017074063.1|DEUG
OG0005180	LOC5574475|XP_021699621.1|AAEG	LOC108102809|XP_017063475.1|DEUG
OG0005181	LOC5567497|XP_021699634.1|AAEG	LOC108102922|XP_017063664.1|DEUG
OG0005182	LOC5570864|XP_021699637.1|AAEG	LOC108104558|XP_017066189.1|DEUG
OG0005183	LOC5570867|XP_021699639.1|AAEG	LOC108112456|XP_017077796.1|DEUG
OG0005184	LOC5570869|XP_001659381.2|AAEG	LOC108112452|XP_017077786.1|DEUG
OG0005185	LOC5570868|XP_001659382.1|AAEG	LOC108104486|XP_017066086.1|DEUG
OG0005186	LOC5570873|XP_021699655.1|AAEG	LOC108106419|XP_017068931.1|DEUG
OG0005187	LOC5575624|XP_021699700.1|AAEG	LOC108112604|XP_017078153.1|DEUG
OG0005188	LOC5575626|XP_001662113.2|AAEG	LOC108113148|XP_017079146.1|DEUG
OG0005189	LOC5576376|XP_021699717.1|AAEG	LOC108103767|XP_017064881.1|DEUG
OG0005190	LOC5576378|XP_001662601.2|AAEG	LOC108109768|XP_017073930.1|DEUG
OG0005191	LOC5569577|XP_001658640.1|AAEG	LOC108111507|XP_017076511.1|DEUG
OG0005192	LOC5569573|XP_021699748.1|AAEG	LOC108112822|XP_017078614.1|DEUG
OG0005193	LOC5567711|XP_021699757.1|AAEG	LOC108104494|XP_017066097.1|DEUG
OG0005194	LOC5569028|XP_021699811.1|AAEG	LOC108109086|XP_017072941.1|DEUG
OG0005195	LOC5569029|XP_001658286.1|AAEG	LOC108112568|XP_017078021.1|DEUG
OG0005196	LOC5569030|XP_021699818.1|AAEG	LOC108114581|XP_017081125.1|DEUG
OG0005197	LOC5565717|XP_021699825.1|AAEG	LOC108107496|XP_017070533.1|DEUG
OG0005198	LOC5569248|XP_001658394.2|AAEG	LOC108108084|XP_017071459.1|DEUG
OG0005199	LOC5574831|XP_001661660.2|AAEG	LOC108112863|XP_017078678.1|DEUG
OG0005200	LOC5574636|XP_001661551.2|AAEG	LOC108112531|XP_017077945.1|DEUG
OG0005201	LOC5572044|XP_021699940.1|AAEG	LOC108107272|XP_017070195.1|DEUG
OG0005202	LOC5572051|XP_021699955.1|AAEG	LOC108112690|XP_017078380.1|DEUG
OG0005203	LOC5569977|XP_021700033.1|AAEG	LOC108106445|XP_017068967.1|DEUG
OG0005204	LOC5574386|XP_021700111.1|AAEG	LOC108107004|XP_017069834.1|DEUG
OG0005205	LOC5574371|XP_021700118.1|AAEG	LOC108110926|XP_017075694.1|DEUG
OG0005206	LOC5569120|XP_001652723.2|AAEG	LOC108109244|XP_017073211.1|DEUG
OG0005207	LOC5569118|XP_001652717.1|AAEG	LOC108104503|XP_017066109.1|DEUG
OG0005208	LOC5569112|XP_001652711.2|AAEG	LOC108104767|XP_017066492.1|DEUG
OG0005209	LOC5569110|XP_001652709.2|AAEG	LOC108105856|XP_017068119.1|DEUG
OG0005210	LOC5569106|XP_021700165.1|AAEG	LOC108105849|XP_017068102.1|DEUG
OG0005211	LOC5574370|XP_021700193.1|AAEG	LOC108108773|XP_017072431.1|DEUG
OG0005212	LOC5574364|XP_001661398.1|AAEG	LOC108107211|XP_017070116.1|DEUG
OG0005213	LOC5580252|XP_001662645.1|AAEG	LOC108109743|XP_017073895.1|DEUG
OG0005214	LOC5564197|XP_021700230.1|AAEG	LOC108106101|XP_017068454.1|DEUG
OG0005215	LOC5564200|XP_021700231.1|AAEG	LOC108111131|XP_017075982.1|DEUG
OG0005216	LOC5570936|XP_001659411.1|AAEG	LOC108106940|XP_017069696.1|DEUG
OG0005217	LOC5577722|XP_021700248.1|AAEG	LOC108114840|XP_017081472.1|DEUG
OG0005218	LOC5577721|XP_011493717.1|AAEG	LOC108111129|XP_017075977.1|DEUG
OG0005219	LOC5571137|XP_021700258.1|AAEG	LOC108104576|XP_017066221.1|DEUG
OG0005220	LOC5571140|XP_001653450.2|AAEG	LOC108102842|XP_017063524.1|DEUG
OG0005221	LOC5571138|XP_021700259.1|AAEG	LOC108111208|XP_017076094.1|DEUG
OG0005222	LOC5571145|XP_021700273.1|AAEG	LOC108118449|XP_017086646.1|DEUG
OG0005223	LOC110680910|XP_021712389.1|AAEG, LOC5568634|XP_021700310.1|AAEG, LOC110681458|XP_021712909.1|AAEG	LOC108111200|XP_017076083.1|DEUG
OG0005224	LOC5575438|XP_021700357.1|AAEG	LOC108110645|XP_017075236.1|DEUG
OG0005225	LOC5575440|XP_001661961.1|AAEG	LOC108111099|XP_017075928.1|DEUG
OG0005226	LOC5567173|XP_021700382.1|AAEG	LOC108106145|XP_017068529.1|DEUG
OG0005227	LOC5566532|XP_021700389.1|AAEG	LOC108103843|XP_017065068.1|DEUG
OG0005228	LOC5578148|XP_021700391.1|AAEG	LOC108115943|XP_017083473.1|DEUG
OG0005229	LOC5578157|XP_021700406.1|AAEG	LOC108110918|XP_017075678.1|DEUG
OG0005230	LOC5571941|XP_021700411.1|AAEG	LOC108112249|XP_017077563.1|DEUG
OG0005231	LOC5570241|XP_001659017.1|AAEG	LOC108104197|XP_017065630.1|DEUG
OG0005232	LOC5569378|XP_021700455.1|AAEG	LOC108110839|XP_017075569.1|DEUG
OG0005233	LOC5569372|XP_001658449.1|AAEG	LOC108105896|XP_017068168.1|DEUG
OG0005234	LOC5569509|XP_001658594.2|AAEG	LOC108106854|XP_017069586.1|DEUG
OG0005235	LOC5568224|XP_001652156.1|AAEG	LOC108105707|XP_017067907.1|DEUG
OG0005236	LOC5568225|XP_001652157.1|AAEG	LOC108102659|XP_017063287.1|DEUG
OG0005237	LOC5568228|XP_001652160.1|AAEG	LOC108102648|XP_017063264.1|DEUG
OG0005238	LOC5580328|XP_001663278.1|AAEG	LOC108102649|XP_017063266.1|DEUG
OG0005239	LOC5580326|XP_021700498.1|AAEG	LOC108110713|XP_017075346.1|DEUG
OG0005240	LOC5580330|XP_001663283.1|AAEG	LOC108110806|XP_017075525.1|DEUG
OG0005241	LOC5580331|XP_021700501.1|AAEG	LOC108102639|XP_017063249.1|DEUG
OG0005242	LOC5577421|XP_001656500.1|AAEG	LOC108111120|XP_017075961.1|DEUG
OG0005243	LOC5564177|XP_021700513.1|AAEG	LOC108110973|XP_017075764.1|DEUG
OG0005244	LOC5578372|XP_021700520.1|AAEG	LOC108117235|XP_017085058.1|DEUG
OG0005245	LOC5578370|XP_001656941.2|AAEG	LOC108116224|XP_017083504.1|DEUG
OG0005246	LOC5578367|XP_001656938.1|AAEG	LOC108111006|XP_017075806.1|DEUG
OG0005247	LOC5578363|XP_021700522.1|AAEG	LOC108109122|XP_017073007.1|DEUG
OG0005248	LOC5565620|XP_021700538.1|AAEG	LOC108105636|XP_017067814.1|DEUG, LOC108103733|XP_017064822.1|DEUG
OG0005249	LOC5566446|XP_001650815.2|AAEG	LOC108105270|XP_017067239.1|DEUG
OG0005250	LOC5566421|XP_021700547.1|AAEG	LOC108103390|XP_017064334.1|DEUG
OG0005251	LOC5565682|XP_021700571.1|AAEG	LOC108110956|XP_017075741.1|DEUG
OG0005252	LOC5565690|XP_021700580.1|AAEG	LOC108106837|XP_017069563.1|DEUG
OG0005253	LOC5570923|XP_021700599.1|AAEG	LOC108115509|XP_017082492.1|DEUG
OG0005254	LOC5570918|XP_021700625.1|AAEG	LOC108106875|XP_017069611.1|DEUG
OG0005255	LOC5570917|XP_001653396.1|AAEG	LOC108107133|XP_017070023.1|DEUG
OG0005256	LOC5570929|XP_001653390.1|AAEG	LOC108105201|XP_017067142.1|DEUG
OG0005257	LOC5570912|XP_001653389.1|AAEG	LOC108106142|XP_017068526.1|DEUG
OG0005258	LOC5570928|XP_021700653.1|AAEG	LOC108108254|XP_017071708.1|DEUG
OG0005259	LOC5570898|XP_021700676.1|AAEG	LOC108105841|XP_017068087.1|DEUG
OG0005260	LOC5572919|XP_001654254.1|AAEG	LOC108105843|XP_017068093.1|DEUG
OG0005261	LOC5572921|XP_001654256.1|AAEG	LOC108110913|XP_017075669.1|DEUG
OG0005262	LOC5574731|XP_001661622.1|AAEG	LOC108102613|XP_017063206.1|DEUG
OG0005263	LOC5571729|XP_021700723.1|AAEG	LOC108106956|XP_017069722.1|DEUG
OG0005264	LOC5571727|XP_001659869.2|AAEG	LOC108111608|XP_017076626.1|DEUG
OG0005265	LOC5571428|XP_021700745.1|AAEG	LOC108106992|XP_017069819.1|DEUG
OG0005266	LOC5571427|XP_021700747.1|AAEG	LOC108105158|XP_017067082.1|DEUG
OG0005267	LOC5571418|XP_021700756.1|AAEG	LOC108110847|XP_017075580.1|DEUG
OG0005268	LOC5571419|XP_001659672.1|AAEG	LOC108110845|XP_017075578.1|DEUG
OG0005269	LOC5577780|XP_021700762.1|AAEG	LOC108110977|XP_017075771.1|DEUG
OG0005270	LOC5566353|XP_001650713.1|AAEG	LOC108111982|XP_017077196.1|DEUG
OG0005271	LOC5566349|XP_021700773.1|AAEG	LOC108107076|XP_017069935.1|DEUG
OG0005272	LOC5566328|XP_001650717.1|AAEG	LOC108107118|XP_017069998.1|DEUG
OG0005273	LOC5569673|XP_001652939.1|AAEG	LOC108106087|XP_017068436.1|DEUG
OG0005274	LOC5569676|XP_021700780.1|AAEG	LOC108112346|XP_017077666.1|DEUG
OG0005275	LOC5569675|XP_021700782.1|AAEG	LOC108110920|XP_017075682.1|DEUG
OG0005276	LOC5566721|XP_021700793.1|AAEG	LOC108110985|XP_017075783.1|DEUG
OG0005277	LOC5570421|XP_001659131.2|AAEG	LOC108110469|XP_017075026.1|DEUG
OG0005278	LOC5570426|XP_001659130.2|AAEG	LOC108109227|XP_017073188.1|DEUG
OG0005279	LOC5570433|XP_021700800.1|AAEG	LOC108113448|XP_017079510.1|DEUG
OG0005280	LOC5572646|XP_021700807.1|AAEG	LOC108102657|XP_017063285.1|DEUG
OG0005281	LOC5572657|XP_001654157.2|AAEG	LOC108110910|XP_017075666.1|DEUG
OG0005282	LOC5572662|XP_021700832.1|AAEG	LOC108115349|XP_017082260.1|DEUG
OG0005283	LOC5572663|XP_021700837.1|AAEG	LOC108116683|XP_017084180.1|DEUG
OG0005284	LOC5572671|XP_021700843.1|AAEG	LOC108115488|XP_017082462.1|DEUG
OG0005285	LOC5564515|XP_001648853.2|AAEG, LOC110680321|XP_021711840.1|AAEG	LOC108115512|XP_017082498.1|DEUG
OG0005286	LOC5568761|XP_021700848.1|AAEG	LOC108102630|XP_017063232.1|DEUG
OG0005287	LOC5565249|XP_001649589.1|AAEG	LOC108102652|XP_017063279.1|DEUG
OG0005288	LOC5574312|XP_021700858.1|AAEG	LOC108106972|XP_017069775.1|DEUG
OG0005289	LOC5574311|XP_011493578.1|AAEG	LOC108114106|XP_017080396.1|DEUG
OG0005290	LOC5573648|XP_021700863.1|AAEG	LOC108115370|XP_017082289.1|DEUG
OG0005291	LOC5565779|XP_001650118.2|AAEG	LOC108110719|XP_017075380.1|DEUG
OG0005292	LOC5565760|XP_021700872.1|AAEG	LOC108110671|XP_017075277.1|DEUG
OG0005293	LOC5565768|XP_001650125.2|AAEG	LOC108105117|XP_017067039.1|DEUG
OG0005294	LOC5565783|XP_001650131.1|AAEG	LOC108104135|XP_017065526.1|DEUG
OG0005295	LOC5565778|XP_021700882.1|AAEG	LOC108110718|XP_017075359.1|DEUG
OG0005296	LOC5564855|XP_001649174.2|AAEG	LOC108115295|XP_017082171.1|DEUG
OG0005297	LOC5576295|XP_021700954.1|AAEG	LOC108106173|XP_017068583.1|DEUG
OG0005298	LOC5565353|XP_001649726.1|AAEG	LOC108110938|XP_017075720.1|DEUG
OG0005299	LOC5565386|XP_001649735.1|AAEG	LOC108111420|XP_017076367.1|DEUG
OG0005300	LOC5565370|XP_001649736.1|AAEG	LOC108117427|XP_017085329.1|DEUG
OG0005301	LOC5569178|XP_021701035.1|AAEG	LOC108110692|XP_017075312.1|DEUG
OG0005302	LOC5569184|XP_021701053.1|AAEG	LOC108106335|XP_017068797.1|DEUG
OG0005303	LOC5564504|XP_001648835.1|AAEG	LOC108105691|XP_017067890.1|DEUG
OG0005304	LOC5564507|XP_021701078.1|AAEG	LOC108107178|XP_017070086.1|DEUG
OG0005305	LOC5564513|XP_021701093.1|AAEG	LOC108109226|XP_017073187.1|DEUG
OG0005306	LOC5566988|XP_001651386.1|AAEG	LOC108118437|XP_017086631.1|DEUG
OG0005307	LOC5566967|XP_021701106.1|AAEG	LOC108111413|XP_017076362.1|DEUG
OG0005308	LOC5576572|XP_021701109.1|AAEG	LOC108110702|XP_017075333.1|DEUG
OG0005309	LOC5566523|XP_021701119.1|AAEG	LOC108111035|XP_017075850.1|DEUG
