Orthogroup	AAEG.longest_only	DSIM.longest_only
OG0004876	LOC5571765|XP_021695751.1|AAEG, LOC110680346|XP_021711857.1|AAEG	LOC27208313|XP_016037594.1|DSIM
OG0004877	LOC5571761|XP_001659892.2|AAEG	LOC6737716|XP_002084547.1|DSIM
OG0004878	LOC5576635|XP_001662785.1|AAEG	LOC6733416|XP_002080473.1|DSIM
OG0004879	LOC5570673|XP_021695783.1|AAEG	LOC27208725|XP_016029402.1|DSIM
OG0004880	LOC5570671|XP_001659260.2|AAEG	LOC6739005|XP_002085800.1|DSIM
OG0004881	LOC5570669|XP_001659262.2|AAEG	LOC6737023|XP_002083870.1|DSIM
OG0004882	LOC5570675|XP_011493055.1|AAEG	LOC6737099|XP_016030726.1|DSIM
OG0004883	LOC5570676|XP_001659270.2|AAEG	LOC6736554|XP_016030132.1|DSIM
OG0004884	LOC5571294|XP_021695841.1|AAEG	LOC6734626|XP_039148746.1|DSIM
OG0004885	LOC5571287|XP_001653588.1|AAEG	LOC6734215|XP_002081244.2|DSIM
OG0004886	LOC5571283|XP_001653584.2|AAEG	LOC6734691|XP_016027888.1|DSIM
OG0004887	LOC5571282|XP_001653583.1|AAEG	LOC6735081|XP_002082058.1|DSIM
OG0004888	LOC5571281|XP_021695870.1|AAEG	LOC6735187|XP_016028473.2|DSIM
OG0004889	LOC5571279|XP_001653580.1|AAEG	LOC6733797|XP_016026756.1|DSIM
OG0004890	LOC5571273|XP_001653571.1|AAEG	LOC6734632|XP_002081640.2|DSIM
OG0004891	LOC5571271|XP_001653569.1|AAEG	LOC27207938|XP_039152910.1|DSIM
OG0004892	LOC5571269|XP_021695908.1|AAEG	LOC6735133|XP_016028414.1|DSIM
OG0004893	LOC5578056|XP_021695962.1|AAEG	LOC6735711|XP_039148390.1|DSIM
OG0004894	LOC5579030|XP_021695968.1|AAEG	LOC6734243|XP_016027293.1|DSIM
OG0004895	LOC23687608|XP_021695975.1|AAEG	LOC6735891|XP_039148360.1|DSIM
OG0004896	LOC5568474|XP_021695989.1|AAEG	LOC6735172|XP_039148344.1|DSIM
OG0004897	LOC5568466|XP_001652305.2|AAEG	LOC6735176|XP_039148338.1|DSIM
OG0004898	LOC5568471|XP_021695999.1|AAEG	LOC27208070|XP_039148223.1|DSIM
OG0004899	LOC110675397|XP_021696008.1|AAEG	LOC6733937|XP_039148228.1|DSIM
OG0004900	LOC5573478|XP_021696015.1|AAEG	LOC6733818|XP_002080862.2|DSIM
OG0004901	LOC5573480|XP_001654630.1|AAEG	LOC6733819|XP_002080863.2|DSIM
OG0004902	LOC5577803|XP_001663565.2|AAEG	LOC6736420|XP_002083292.1|DSIM
OG0004903	LOC5577802|XP_021696032.1|AAEG	LOC6735674|XP_002082592.1|DSIM
OG0004904	LOC5575912|XP_001662288.2|AAEG	LOC6729326|XP_002104643.2|DSIM
OG0004905	LOC5566323|XP_021696047.1|AAEG	LOC6739310|XP_016026382.1|DSIM
OG0004906	LOC5575484|XP_021696065.1|AAEG	LOC6737418|XP_016031182.1|DSIM
OG0004907	LOC5578178|XP_021696080.1|AAEG	LOC6737101|XP_002083948.2|DSIM
OG0004908	LOC5574115|XP_021696086.1|AAEG	LOC27207911|XP_016032759.1|DSIM
OG0004909	LOC5574099|XP_021696099.1|AAEG	LOC6738918|XP_016032742.1|DSIM
OG0004910	LOC5573286|XP_021696108.1|AAEG	LOC6738914|XP_016032736.1|DSIM
OG0004911	LOC5574089|XP_001661159.1|AAEG	LOC6736637|XP_016030234.1|DSIM
OG0004912	LOC5565111|XP_001649458.1|AAEG	LOC6737417|XP_002084255.1|DSIM
OG0004913	LOC5572879|XP_001654230.1|AAEG	LOC6735421|XP_002082363.1|DSIM
OG0004914	LOC5572883|XP_001654238.1|AAEG	LOC6735428|XP_016028735.1|DSIM
OG0004915	LOC5572890|XP_001654241.1|AAEG	LOC6736081|XP_016029474.1|DSIM
OG0004916	LOC5572892|XP_021696207.1|AAEG	LOC6734787|XP_016027989.1|DSIM
OG0004917	LOC5569891|XP_021696240.1|AAEG	LOC27209279|XP_016031198.1|DSIM
OG0004918	LOC5569896|XP_021696242.1|AAEG	LOC6737425|XP_002084262.1|DSIM
OG0004919	LOC5569894|XP_001658793.2|AAEG	LOC6730354|XP_002105636.1|DSIM
OG0004920	LOC5569897|XP_001658795.2|AAEG	LOC6738761|XP_002085561.1|DSIM
OG0004921	LOC5569899|XP_021696250.1|AAEG	LOC6737126|XP_016030755.1|DSIM
OG0004922	LOC5574844|XP_021696259.1|AAEG	LOC6737308|XP_016031028.2|DSIM
OG0004923	LOC5574842|XP_001661672.2|AAEG	LOC6736762|XP_016030384.1|DSIM
OG0004924	LOC5579986|XP_001660252.2|AAEG	LOC6736992|XP_002083839.1|DSIM
OG0004925	LOC23687540|XP_021696286.1|AAEG	LOC6736291|XP_002083175.2|DSIM
OG0004926	LOC5579997|XP_001660263.1|AAEG	LOC6737039|XP_016030670.1|DSIM
OG0004927	LOC5570466|XP_021696313.1|AAEG	LOC6737389|XP_016031132.1|DSIM
OG0004928	LOC5577066|XP_021696339.1|AAEG	LOC6735207|XP_016028485.2|DSIM
OG0004929	LOC5577072|XP_001663169.2|AAEG	LOC6736219|XP_016029693.1|DSIM
OG0004930	LOC5571872|XP_001659983.2|AAEG	LOC6734060|XP_016027063.1|DSIM
OG0004931	LOC5570512|XP_001659200.1|AAEG	LOC6735418|XP_002082360.1|DSIM
OG0004932	LOC5570507|XP_001659195.2|AAEG	LOC6736211|XP_016029655.1|DSIM
OG0004933	LOC5570506|XP_001659194.1|AAEG	LOC6734792|XP_016027993.1|DSIM
OG0004934	LOC5570504|XP_001659193.1|AAEG	LOC6735980|XP_002082889.1|DSIM
OG0004935	LOC5570534|XP_021696448.1|AAEG	LOC6735115|XP_016028372.1|DSIM
OG0004936	LOC23687720|XP_021696450.1|AAEG	LOC6736795|XP_039149210.1|DSIM
OG0004937	LOC5570537|XP_001659181.2|AAEG	LOC6736994|XP_002083841.2|DSIM
OG0004938	LOC5567635|XP_021696489.1|AAEG	LOC27209155|XP_016030856.1|DSIM
OG0004939	LOC5567623|XP_021696505.1|AAEG	LOC6738672|XP_002085474.1|DSIM
OG0004940	LOC5563894|XP_021696516.1|AAEG	LOC6738675|XP_016032504.1|DSIM
OG0004941	LOC5576608|XP_021696518.1|AAEG	LOC6738249|XP_002085061.1|DSIM
OG0004942	LOC5564097|XP_001648422.1|AAEG, LOC110675535|XP_021696521.1|AAEG	LOC6736889|XP_016030537.1|DSIM
OG0004943	LOC5564098|XP_001648424.1|AAEG	LOC6737264|XP_016030971.1|DSIM
OG0004944	LOC5566278|XP_021696528.1|AAEG	LOC6736516|XP_002083386.2|DSIM
OG0004945	LOC5570089|XP_001653076.1|AAEG	LOC6733273|XP_002080336.1|DSIM
OG0004946	LOC5568099|XP_021696622.1|AAEG	LOC6739012|XP_016032841.1|DSIM
OG0004947	LOC23687936|XP_011493344.1|AAEG	LOC6736386|XP_039150166.1|DSIM
OG0004948	LOC5568105|XP_021702168.1|AAEG	LOC6736388|XP_002083260.2|DSIM
OG0004949	LOC5568106|XP_021696641.1|AAEG	LOC6736392|XP_039150125.1|DSIM
OG0004950	LOC5568107|XP_021696646.1|AAEG	LOC6736216|XP_016029659.1|DSIM
OG0004951	LOC5568110|XP_021696649.1|AAEG	LOC6729902|XP_002105204.1|DSIM
OG0004952	LOC5568111|XP_001652050.1|AAEG	LOC6737789|XP_002084617.1|DSIM
OG0004953	LOC5568113|XP_001652052.1|AAEG	LOC6738262|XP_002085073.1|DSIM
OG0004954	LOC5568119|XP_001652058.1|AAEG	LOC6738260|XP_002085071.2|DSIM
OG0004955	LOC5574279|XP_001661327.1|AAEG	LOC6737060|XP_002083907.1|DSIM
OG0004956	LOC5574290|XP_021696709.1|AAEG	LOC6733809|XP_002080853.2|DSIM
OG0004957	LOC5566334|XP_021696744.1|AAEG	LOC6739607|XP_016030177.1|DSIM
OG0004958	LOC5566350|XP_021702394.1|AAEG	LOC6737784|XP_002084612.2|DSIM
OG0004959	LOC5566351|XP_001650745.2|AAEG	LOC6737783|XP_016031565.2|DSIM
OG0004960	LOC5566352|XP_021696768.1|AAEG	LOC6737782|XP_016031563.1|DSIM
OG0004961	LOC5578958|XP_001664137.1|AAEG	LOC27208567|XP_016026899.1|DSIM
OG0004962	LOC110675613|XP_021696773.1|AAEG	LOC6738952|XP_002085747.1|DSIM
OG0004963	LOC5567144|XP_021696785.1|AAEG, LOC110676917|XP_021702421.1|AAEG	LOC6738601|XP_016032446.1|DSIM
OG0004964	LOC5566214|XP_021696852.1|AAEG	LOC6737501|XP_016031297.2|DSIM
OG0004965	LOC5565657|XP_001650015.1|AAEG	LOC6737120|XP_002083967.1|DSIM
OG0004966	LOC5565667|XP_021696881.1|AAEG	LOC6737121|XP_002083968.1|DSIM
OG0004967	LOC5565658|XP_001650006.1|AAEG	LOC6733249|XP_002080312.2|DSIM
OG0004968	LOC5573786|XP_021696913.1|AAEG	LOC6736777|XP_002083633.3|DSIM
OG0004969	LOC5573764|XP_001654793.1|AAEG	LOC6734681|XP_002081688.1|DSIM
OG0004970	LOC110675656|XP_021696914.1|AAEG	LOC6736776|XP_016030412.1|DSIM
OG0004971	LOC5573765|XP_021696915.1|AAEG	LOC6736774|XP_016030404.1|DSIM
OG0004972	LOC110675657|XP_021696922.1|AAEG	LOC120284201|XP_039148938.1|DSIM
OG0004973	LOC5573778|XP_001654799.1|AAEG	LOC6734402|XP_002081423.1|DSIM
OG0004974	LOC110681063|XP_021712521.1|AAEG, LOC110675665|XP_021696947.1|AAEG	LOC6737775|XP_002084603.1|DSIM
OG0004975	LOC5565225|XP_001649547.1|AAEG	LOC6736764|XP_002083620.1|DSIM
OG0004976	LOC5565227|XP_021696981.1|AAEG	LOC27206254|XP_016030304.1|DSIM
OG0004977	LOC5574032|XP_001661121.1|AAEG	LOC6735920|XP_002082830.1|DSIM
OG0004978	LOC5574826|XP_021697011.1|AAEG	LOC6735117|XP_016028389.1|DSIM
OG0004979	LOC5579980|XP_001658607.2|AAEG	LOC6737258|XP_002084098.1|DSIM
OG0004980	LOC5568319|XP_021697069.1|AAEG	LOC6738168|XP_002084981.1|DSIM
OG0004981	LOC5568313|XP_001652190.1|AAEG	LOC6738649|XP_002085451.1|DSIM
OG0004982	LOC5568312|XP_001652189.1|AAEG	LOC6738645|XP_002085447.1|DSIM
OG0004983	LOC5568306|XP_001652183.1|AAEG	LOC6737515|XP_002084351.2|DSIM
OG0004984	LOC5568305|XP_021697087.1|AAEG	LOC6737033|XP_016030667.1|DSIM
OG0004985	LOC5568289|XP_001652165.1|AAEG	LOC6736368|XP_016029865.1|DSIM
OG0004986	LOC5576962|XP_001663057.1|AAEG	LOC6738533|XP_002085339.1|DSIM
OG0004987	LOC5565246|XP_021697111.1|AAEG	LOC6738386|XP_016032212.1|DSIM
OG0004988	LOC110675715|XP_021697114.1|AAEG, LOC5575300|XP_001655674.2|AAEG	LOC6736370|XP_002083246.2|DSIM
OG0004989	LOC5571809|XP_001659940.1|AAEG, LOC110680273|XP_021711788.1|AAEG	LOC6738387|XP_002085196.1|DSIM
OG0004990	LOC110675733|XP_021697146.1|AAEG	LOC6735461|XP_002082400.1|DSIM
OG0004991	LOC5572690|XP_001660510.1|AAEG	LOC6739392|XP_016027097.1|DSIM
OG0004992	LOC5572691|XP_001660509.1|AAEG	LOC6739396|XP_002076302.1|DSIM
OG0004993	LOC5577569|XP_001663439.2|AAEG, LOC5577570|XP_001663443.1|AAEG	LOC6737790|XP_002084618.1|DSIM
OG0004994	LOC5571602|XP_001653714.2|AAEG	LOC6736617|XP_002083473.2|DSIM
OG0004995	LOC5571599|XP_021697309.1|AAEG	LOC6736671|XP_039150182.1|DSIM
OG0004996	LOC110675809|XP_021697326.1|AAEG	LOC6737379|XP_002084217.1|DSIM
OG0004997	LOC5566658|XP_021697337.1|AAEG	LOC6734704|XP_002081711.1|DSIM
OG0004998	LOC5570732|XP_021697365.1|AAEG	LOC6734611|XP_002081619.1|DSIM
OG0004999	LOC5570738|XP_001659327.1|AAEG	LOC6736857|XP_016030502.1|DSIM
OG0005000	LOC5564517|XP_001648857.2|AAEG	LOC6733875|XP_002080919.1|DSIM
OG0005001	LOC5570740|XP_021695187.1|AAEG	LOC6737222|XP_039149818.1|DSIM
OG0005002	LOC5578811|XP_001657178.1|AAEG	LOC6728389|XP_002103737.2|DSIM
OG0005003	LOC5571387|XP_021697409.1|AAEG	LOC6737232|XP_016030941.1|DSIM
OG0005004	LOC5571388|XP_001653637.1|AAEG	LOC6737063|XP_002083910.1|DSIM
OG0005005	LOC5576086|XP_021697447.1|AAEG	LOC6738664|XP_016032486.1|DSIM
OG0005006	LOC5567090|XP_021697448.1|AAEG	LOC6736317|XP_016029792.1|DSIM
OG0005007	LOC5567089|XP_021697452.1|AAEG	LOC6738486|XP_002085292.1|DSIM
OG0005008	LOC5567088|XP_021697462.1|AAEG	LOC6736266|XP_016029755.1|DSIM
OG0005009	LOC5576079|XP_001662410.1|AAEG	LOC6738463|XP_002085270.1|DSIM
OG0005010	LOC5576084|XP_001662406.2|AAEG	LOC27209292|XP_016031492.1|DSIM
OG0005011	LOC5574423|XP_021697465.1|AAEG	LOC27208453|XP_016029364.1|DSIM
OG0005012	LOC5575240|XP_021697536.1|AAEG	LOC6738941|XP_002085736.1|DSIM
OG0005013	LOC5569427|XP_021697567.1|AAEG	LOC6728840|XP_002104174.2|DSIM
OG0005014	LOC110675265|XP_021695436.1|AAEG	LOC6737507|XP_039149050.1|DSIM
OG0005015	LOC5574064|XP_021697593.1|AAEG	LOC6738741|XP_002085541.3|DSIM
OG0005016	LOC5567751|XP_021697603.1|AAEG	LOC6738233|XP_002085045.1|DSIM
OG0005017	LOC5572753|XP_001660573.2|AAEG	LOC6739626|XP_016031001.1|DSIM
OG0005018	LOC5572751|XP_021697622.1|AAEG	LOC6736223|XP_016029733.1|DSIM
OG0005019	LOC5572750|XP_001660577.1|AAEG	LOC27207525|XP_016032127.1|DSIM
OG0005020	LOC5572764|XP_001660585.2|AAEG	LOC6733801|XP_002080845.1|DSIM
OG0005021	LOC5571961|XP_021697657.1|AAEG	LOC6731800|XP_002078935.1|DSIM
OG0005022	LOC5571962|XP_001660065.2|AAEG	LOC6736373|XP_002083249.1|DSIM
OG0005023	LOC5571963|XP_021697663.1|AAEG	LOC6733768|XP_016026723.1|DSIM
OG0005024	LOC5576174|XP_001662520.2|AAEG	LOC6736401|XP_039150126.1|DSIM
OG0005025	LOC5571701|XP_001659843.2|AAEG	LOC27209462|XP_016031163.1|DSIM
OG0005026	LOC5571697|XP_021697701.1|AAEG	LOC6737216|XP_002084056.1|DSIM
OG0005027	LOC110675125|XP_021695198.1|AAEG	LOC6736693|XP_039149095.1|DSIM
OG0005028	LOC5565749|XP_021697723.1|AAEG	LOC6728344|XP_016034970.1|DSIM
OG0005029	LOC5565562|XP_021697725.1|AAEG	LOC6738481|XP_002085288.2|DSIM
OG0005030	LOC5565537|XP_021697742.1|AAEG	LOC6736206|XP_002083101.1|DSIM
OG0005031	LOC110675957|XP_021697752.1|AAEG	LOC6737568|XP_016031357.1|DSIM
OG0005032	LOC5564450|XP_021697772.1|AAEG	LOC6738964|XP_016032791.1|DSIM
OG0005033	LOC5578584|XP_021697776.1|AAEG	LOC27208506|XP_016030547.1|DSIM
OG0005034	LOC5564462|XP_021697781.1|AAEG	LOC27209473|XP_016030549.1|DSIM
OG0005035	LOC5564457|XP_001648798.2|AAEG	LOC6738959|XP_016032785.1|DSIM
OG0005036	LOC5564447|XP_001648794.1|AAEG	LOC6736504|XP_002083374.1|DSIM
OG0005037	LOC5570338|XP_001653167.1|AAEG	LOC6737419|XP_016031185.1|DSIM
OG0005038	LOC5563743|XP_001648026.2|AAEG	LOC6736648|XP_016030242.1|DSIM
OG0005039	LOC5578033|XP_001663661.1|AAEG	LOC6730952|XP_002078115.1|DSIM
OG0005040	LOC5563747|XP_021697834.1|AAEG	LOC6738987|XP_002085782.2|DSIM
OG0005041	LOC5565967|XP_001650335.1|AAEG	LOC6738951|XP_002085746.1|DSIM
OG0005042	LOC5576552|XP_001656152.1|AAEG	LOC6736526|XP_002083396.2|DSIM
OG0005043	LOC5578594|XP_001657016.1|AAEG	LOC27206904|XP_016028815.1|DSIM
OG0005044	LOC5578596|XP_021697872.1|AAEG	LOC6735478|XP_002082417.1|DSIM
OG0005045	LOC5578833|XP_001657186.1|AAEG	LOC6735475|XP_016028814.1|DSIM
OG0005046	LOC5573518|XP_001660910.1|AAEG	LOC6735119|XP_002082096.1|DSIM
OG0005047	LOC5574930|XP_001661733.1|AAEG	LOC6737841|XP_002084669.1|DSIM
OG0005048	LOC5574929|XP_021697880.1|AAEG	LOC6737840|XP_002084668.1|DSIM
OG0005049	LOC110675138|XP_021695211.1|AAEG	LOC6738957|XP_039149584.1|DSIM
OG0005050	LOC5575134|XP_021697902.1|AAEG	LOC6739397|XP_016027096.1|DSIM
OG0005051	LOC5575142|XP_001655519.1|AAEG	LOC6738973|XP_016032800.1|DSIM
OG0005052	LOC5575145|XP_001655522.2|AAEG	LOC6738975|XP_002085770.1|DSIM
OG0005053	LOC5577080|XP_001656318.2|AAEG	LOC6731662|XP_002078802.1|DSIM
OG0005054	LOC5564816|XP_021697931.1|AAEG	LOC6738842|XP_016032662.1|DSIM
OG0005055	LOC5571184|XP_001653501.2|AAEG	LOC6726480|XP_016040095.1|DSIM
OG0005056	LOC5573486|XP_021697946.1|AAEG	LOC6734622|XP_016027773.1|DSIM
OG0005057	LOC5568734|XP_021698017.1|AAEG	LOC6737151|XP_016030792.1|DSIM
OG0005058	LOC5565828|XP_021698027.1|AAEG	LOC6736860|XP_039149199.1|DSIM
OG0005059	LOC5565250|XP_021698079.1|AAEG, LOC5566828|XP_021712144.1|AAEG	LOC6736119|XP_016029507.1|DSIM
OG0005060	LOC5566822|XP_021698081.1|AAEG	LOC6736118|XP_016029501.1|DSIM
OG0005061	LOC110676030|XP_021698114.1|AAEG	LOC6731221|XP_002078380.2|DSIM
OG0005062	LOC5568141|XP_001652085.2|AAEG	LOC6735970|XP_016029327.1|DSIM
OG0005063	LOC5569162|XP_001658353.2|AAEG	LOC6730394|XP_002102052.1|DSIM
OG0005064	LOC5573675|XP_001660997.1|AAEG	LOC6738244|XP_002085056.1|DSIM
OG0005065	LOC5573666|XP_021698216.1|AAEG	LOC6733393|XP_016026315.1|DSIM
OG0005066	LOC5564412|XP_021698220.1|AAEG	LOC6734786|XP_002081789.2|DSIM
OG0005067	LOC5575820|XP_021698241.1|AAEG	LOC6735684|XP_016029054.1|DSIM
OG0005068	LOC5567864|XP_001651886.1|AAEG	LOC6738552|XP_002085357.2|DSIM
OG0005069	LOC5567853|XP_001651882.1|AAEG	LOC6733467|XP_002080524.1|DSIM
OG0005070	LOC5575426|XP_021698270.1|AAEG	LOC6739507|XP_016029346.1|DSIM
OG0005071	LOC5575955|XP_001662313.1|AAEG	LOC6737695|XP_016031463.1|DSIM
OG0005072	LOC5576041|XP_021698307.1|AAEG	LOC27206706|XP_016037648.1|DSIM
OG0005073	LOC5576044|XP_021698308.1|AAEG	LOC6735068|XP_002082045.1|DSIM
OG0005074	LOC5565670|XP_021698310.1|AAEG	LOC6737210|XP_016030905.1|DSIM
OG0005075	LOC5564254|XP_001648590.1|AAEG	LOC6735562|XP_002082482.1|DSIM
OG0005076	LOC5564246|XP_001648589.2|AAEG	LOC6733939|XP_002080983.2|DSIM
OG0005078	LOC5574243|XP_001661295.2|AAEG	LOC6736655|XP_016030256.1|DSIM
OG0005079	LOC5568868|XP_021698382.1|AAEG	LOC6736160|XP_016029568.1|DSIM
OG0005080	LOC5574156|XP_001655063.1|AAEG	LOC6736555|XP_016030133.1|DSIM
OG0005081	LOC5569620|XP_001652902.2|AAEG	LOC6733302|XP_016026225.1|DSIM
OG0005082	LOC5569602|XP_001652881.1|AAEG	LOC6738204|XP_002085017.1|DSIM
OG0005083	LOC5569601|XP_001652880.1|AAEG	LOC6731433|XP_002078584.1|DSIM
OG0005084	LOC5579452|XP_021698546.1|AAEG	LOC6737993|XP_039149684.1|DSIM
OG0005085	LOC5569592|XP_001652869.2|AAEG	LOC6737624|XP_039149899.1|DSIM
OG0005086	LOC5569584|XP_021698551.1|AAEG	LOC6733375|XP_002080432.2|DSIM
OG0005087	LOC5569585|XP_021698552.1|AAEG	LOC6737488|XP_016031270.1|DSIM
OG0005088	LOC23687733|XP_021698595.1|AAEG	LOC6733933|XP_039147400.1|DSIM
OG0005089	LOC5570792|XP_021698592.1|AAEG	LOC6733935|XP_002080979.1|DSIM
OG0005090	LOC110675145|XP_021695219.1|AAEG, LOC5566541|XP_021708918.1|AAEG	LOC6735251|XP_002082224.1|DSIM
OG0005091	LOC5570787|XP_021698607.1|AAEG	LOC6734204|XP_039148067.1|DSIM
OG0005092	LOC5577894|XP_001663601.1|AAEG	LOC6737166|XP_002084012.1|DSIM
OG0005093	LOC5577892|XP_001663598.1|AAEG, LOC110675146|XP_021695220.1|AAEG	LOC6738745|XP_016032556.1|DSIM
OG0005094	LOC5565863|XP_021698649.1|AAEG	LOC6736653|XP_039149939.1|DSIM
OG0005095	LOC5576960|XP_021698661.1|AAEG	LOC6736149|XP_016029535.1|DSIM
OG0005096	LOC5571409|XP_001653657.3|AAEG	LOC6730790|XP_002077958.1|DSIM
OG0005097	LOC5572533|XP_001654062.1|AAEG	LOC6735586|XP_016028948.1|DSIM
OG0005098	LOC5572535|XP_021698688.1|AAEG	LOC6736092|XP_016029486.1|DSIM
OG0005099	LOC5572299|XP_021698718.1|AAEG	LOC6736135|XP_002083035.1|DSIM
OG0005100	LOC5572298|XP_001653986.2|AAEG	LOC6736136|XP_016029525.1|DSIM
OG0005101	LOC5572288|XP_001653974.1|AAEG	LOC6727374|XP_002102759.1|DSIM
OG0005102	LOC5564765|XP_021698732.1|AAEG	LOC6735474|XP_016028781.1|DSIM
OG0005103	LOC5572268|XP_001653953.1|AAEG	LOC6735983|XP_002082892.1|DSIM
OG0005104	LOC5572267|XP_001653952.2|AAEG	LOC6731519|XP_002078667.1|DSIM
OG0005105	LOC5572211|XP_001653879.2|AAEG	LOC6738448|XP_002085255.1|DSIM
OG0005106	LOC5572202|XP_021698787.1|AAEG	LOC6736537|XP_039150056.1|DSIM
OG0005107	LOC5572201|XP_021698796.1|AAEG	LOC6736579|XP_002083441.1|DSIM
OG0005108	LOC5572192|XP_001653853.2|AAEG	LOC6734442|XP_002081462.1|DSIM
OG0005109	LOC110676199|XP_021698825.1|AAEG, LOC5576260|XP_001656028.1|AAEG	LOC6725663|XP_002106669.2|DSIM
OG0005110	LOC5571717|XP_001659861.2|AAEG	LOC6738354|XP_002085164.2|DSIM
OG0005111	LOC5565821|XP_021698845.1|AAEG	LOC6736920|XP_016030566.1|DSIM
OG0005112	LOC5565822|XP_021698848.1|AAEG	LOC6736310|XP_002083194.1|DSIM
OG0005113	LOC5575065|XP_021698849.1|AAEG	LOC6736919|XP_016030570.1|DSIM
OG0005114	LOC5566031|XP_001650398.1|AAEG	LOC6736467|XP_002083338.1|DSIM
OG0005115	LOC5566006|XP_021698874.1|AAEG	LOC6731023|XP_016023512.1|DSIM
OG0005116	LOC110676223|XP_021698919.1|AAEG	LOC6738378|XP_002085187.1|DSIM
OG0005117	LOC110676224|XP_021698930.1|AAEG	LOC6739933|XP_039152697.1|DSIM
OG0005118	LOC5573712|XP_011493552.2|AAEG	LOC6731695|XP_002078831.2|DSIM
OG0005119	LOC5577794|XP_021698933.1|AAEG	LOC6734599|XP_016027731.1|DSIM
OG0005120	LOC5571331|XP_021698959.1|AAEG	LOC6736416|XP_016029919.1|DSIM
OG0005121	LOC5571377|XP_001659659.2|AAEG	LOC6738694|XP_002085496.1|DSIM
OG0005122	LOC110676232|XP_021698972.1|AAEG	LOC6737909|XP_016031684.1|DSIM
OG0005123	LOC5577267|XP_011493702.1|AAEG	LOC6738591|XP_002085395.1|DSIM
OG0005124	LOC110676235|XP_021698994.1|AAEG	LOC6738368|XP_039149611.1|DSIM
OG0005125	LOC5570290|XP_021698989.1|AAEG	LOC6738370|XP_039149596.1|DSIM
OG0005126	LOC5578578|XP_001663970.2|AAEG	LOC6737279|XP_016030996.1|DSIM
OG0005127	LOC5577316|XP_021699018.1|AAEG	LOC6736442|XP_002083313.1|DSIM
OG0005128	LOC5574463|XP_001661478.2|AAEG	LOC6734250|XP_016027300.1|DSIM
OG0005129	LOC5573276|XP_021699031.1|AAEG	LOC6738860|XP_016032683.1|DSIM
OG0005130	LOC5573290|XP_001654503.1|AAEG	LOC6738904|XP_002085699.1|DSIM
OG0005131	LOC5572637|XP_021699078.1|AAEG	LOC6737142|XP_016030768.1|DSIM
OG0005132	LOC5576420|XP_001656123.2|AAEG	LOC6737612|XP_002084444.1|DSIM
OG0005133	LOC5576069|XP_021699115.1|AAEG	LOC6736619|XP_016030206.1|DSIM
OG0005134	LOC5566455|XP_021699127.1|AAEG	LOC6737836|XP_016031610.2|DSIM
OG0005135	LOC5575500|XP_021699128.1|AAEG	LOC27206271|XP_016029927.1|DSIM
OG0005136	LOC5575496|XP_021699139.1|AAEG	LOC6736426|XP_016029930.1|DSIM
OG0005137	LOC5575936|XP_021699157.1|AAEG	LOC27207840|XP_016036565.1|DSIM
OG0005138	LOC5575943|XP_001662295.2|AAEG	LOC6736898|XP_002083751.1|DSIM
OG0005139	LOC5575942|XP_021699168.1|AAEG	LOC6736962|XP_016030601.1|DSIM
OG0005140	LOC5577291|XP_001656392.1|AAEG	LOC6731024|XP_002078185.1|DSIM
OG0005141	LOC5577287|XP_021699177.1|AAEG	LOC6734701|XP_039147840.1|DSIM
OG0005142	LOC5575611|XP_001662100.1|AAEG	LOC6737325|XP_002084163.1|DSIM
OG0005143	LOC5566151|XP_021699214.1|AAEG	LOC6737318|XP_016031039.1|DSIM
OG0005144	LOC5577142|XP_001663232.1|AAEG	LOC6737320|XP_002084158.1|DSIM
OG0005145	LOC5577143|XP_001663234.1|AAEG	LOC6737322|XP_002084160.1|DSIM
OG0005146	LOC5577145|XP_021699227.1|AAEG	LOC6738996|XP_002085791.1|DSIM
OG0005147	LOC5575476|XP_021699225.1|AAEG	LOC6738995|XP_016032822.1|DSIM
OG0005148	LOC5572944|XP_021699241.1|AAEG	LOC6737415|XP_016031175.1|DSIM
OG0005149	LOC5573012|XP_001654339.2|AAEG	LOC6734986|XP_002081968.1|DSIM
OG0005150	LOC5573005|XP_001654333.2|AAEG	LOC6738312|XP_002085122.1|DSIM
OG0005151	LOC5573002|XP_001654329.2|AAEG	LOC6736759|XP_002083615.2|DSIM
OG0005152	LOC5573000|XP_021699260.1|AAEG	LOC6736755|XP_002083611.1|DSIM
OG0005153	LOC5574537|XP_001655190.2|AAEG	LOC6736753|XP_002083609.1|DSIM
OG0005154	LOC5574535|XP_021699270.1|AAEG	LOC6736751|XP_016030376.1|DSIM
OG0005155	LOC5579646|XP_001648105.2|AAEG	LOC6736220|XP_039149392.1|DSIM
OG0005156	LOC5578852|XP_001664059.2|AAEG	LOC6727239|XP_002102631.1|DSIM
OG0005157	LOC5578857|XP_021699346.1|AAEG	LOC6735686|XP_016029057.1|DSIM
OG0005158	LOC5571044|XP_001659481.2|AAEG	LOC6737002|XP_016030628.1|DSIM
OG0005159	LOC5571047|XP_001659486.1|AAEG	LOC6738345|XP_016032191.2|DSIM
OG0005160	LOC5578058|XP_001663680.2|AAEG	LOC6739659|XP_002076553.1|DSIM
OG0005161	LOC5579431|XP_021699390.1|AAEG	LOC6739516|XP_016029406.1|DSIM
OG0005162	LOC5572866|XP_001660625.1|AAEG	LOC6725514|XP_002106527.1|DSIM
