Orthogroup	HILL.longest_only	DKIK.longest_only
OG0006955	LOC119651322|XP_037910784.1|HILL	LOC108073038|XP_017019992.1|DKIK
OG0006956	LOC119650987|XP_037910181.1|HILL	LOC108085349|XP_017037403.1|DKIK
OG0006957	LOC119651115|XP_037910417.1|HILL	LOC108085288|XP_017037334.1|DKIK
OG0006958	LOC119654781|XP_037916253.1|HILL	LOC108072097|XP_017018599.1|DKIK
OG0006959	LOC119661000|XP_037926034.1|HILL	LOC108078557|XP_017027968.1|DKIK
OG0006960	LOC119646412|XP_037902786.1|HILL	LOC108074801|XP_017022475.1|DKIK
OG0006961	LOC119660726|XP_037925312.1|HILL	LOC108085336|XP_017037381.1|DKIK
OG0006962	LOC119650617|XP_037909428.1|HILL	LOC108075909|XP_017024021.1|DKIK
OG0006963	LOC119651727|XP_037911382.1|HILL	LOC108082030|XP_017032789.1|DKIK
OG0006964	LOC119653084|XP_037913505.1|HILL	LOC108081983|XP_017032710.1|DKIK
OG0006965	LOC119657108|XP_037919799.1|HILL	LOC108082811|XP_017033859.1|DKIK
OG0006966	LOC119661695|XP_037927069.1|HILL	LOC108073651|XP_017020866.1|DKIK
OG0006967	LOC119661632|XP_037926981.1|HILL	LOC108076733|XP_017025200.1|DKIK
OG0006968	LOC119648845|XP_037906652.1|HILL	LOC108073086|XP_017020042.1|DKIK
OG0006969	LOC119648017|XP_037905350.1|HILL	LOC108073517|XP_017020681.1|DKIK
OG0006970	LOC119652947|XP_037913269.1|HILL	LOC108083681|XP_017035047.1|DKIK
OG0006971	LOC119646587|XP_037903009.1|HILL	LOC108074438|XP_017021966.1|DKIK
OG0006972	LOC119650459|XP_037909251.1|HILL	LOC108077089|XP_017025749.1|DKIK
OG0006973	LOC119653744|XP_037914599.1|HILL	LOC108074261|XP_017021721.1|DKIK
OG0006974	LOC119657777|XP_037920778.1|HILL	LOC108082774|XP_017033797.1|DKIK
OG0006975	LOC119648185|XP_037905704.1|HILL	LOC108086218|XP_017038573.1|DKIK
OG0006976	LOC119651924|XP_037911682.1|HILL	LOC108074455|XP_017022002.1|DKIK
OG0006977	LOC119661542|XP_037926856.1|HILL	LOC108082563|XP_017033502.1|DKIK
OG0006978	LOC119661203|XP_037926353.1|HILL	LOC108085366|XP_017037427.1|DKIK
OG0006979	LOC119651547|XP_037911108.1|HILL	LOC108086175|XP_017038526.1|DKIK
OG0006980	LOC119652078|XP_037911944.1|HILL	LOC108082247|XP_017033076.1|DKIK
OG0006981	LOC119651855|XP_037911585.1|HILL	LOC108075853|XP_017023930.1|DKIK
OG0006982	LOC119650827|XP_037909891.1|HILL	LOC108073645|XP_017020852.1|DKIK
OG0006983	LOC119652719|XP_037912938.1|HILL	LOC108079544|XP_017029370.1|DKIK
OG0006984	LOC119653580|XP_037914257.1|HILL	LOC108072565|XP_017019241.1|DKIK
OG0006985	LOC119654950|XP_037916538.1|HILL	LOC108079548|XP_017029375.1|DKIK
OG0006986	LOC119646848|XP_037903398.1|HILL	LOC108077223|XP_017025970.1|DKIK
OG0006987	LOC119650039|XP_037908449.1|HILL, LOC119650038|XP_037908448.1|HILL, LOC119649551|XP_037907673.1|HILL, LOC119649558|XP_037907682.1|HILL	LOC108070525|XP_017016528.1|DKIK
OG0006988	LOC119651181|XP_037910538.1|HILL	LOC108083934|XP_017035428.1|DKIK
OG0006989	LOC119646637|XP_037903078.1|HILL	LOC108077156|XP_017025877.1|DKIK
OG0006990	LOC119660231|XP_037924610.1|HILL	LOC108081445|XP_017032123.1|DKIK
OG0006991	LOC119659918|XP_037924172.1|HILL	LOC108077691|XP_017026617.1|DKIK
OG0006992	LOC119654770|XP_037916243.1|HILL	LOC108086237|XP_017038595.1|DKIK
OG0006993	LOC119647005|XP_037903662.1|HILL	LOC108077023|XP_017025621.1|DKIK
OG0006994	LOC119649293|XP_037907317.1|HILL	LOC108077149|XP_017025865.1|DKIK
OG0006995	LOC119651571|XP_037911133.1|HILL	LOC108079978|XP_017030031.1|DKIK
OG0006996	LOC119646867|XP_037903419.1|HILL	LOC108079980|XP_017030033.1|DKIK
OG0006997	LOC119647031|XP_037903700.1|HILL	LOC108078031|XP_017027080.1|DKIK
OG0006998	LOC119660963|XP_037925939.1|HILL	LOC108073325|XP_017020375.1|DKIK
OG0006999	LOC119646440|XP_037902818.1|HILL	LOC108072486|XP_017019140.1|DKIK
OG0007000	LOC119646176|XP_037902487.1|HILL	LOC108086148|XP_017038499.1|DKIK
OG0007001	LOC119658689|XP_037922206.1|HILL	LOC108082356|XP_017033185.1|DKIK
OG0007002	LOC119653165|XP_037913636.1|HILL	LOC108082786|XP_017033815.1|DKIK
OG0007004	LOC119651548|XP_037911109.1|HILL	LOC108074571|XP_017022161.1|DKIK
OG0007005	LOC119651805|XP_037911521.1|HILL	LOC108085368|XP_017037431.1|DKIK
OG0007006	LOC119651085|XP_037910361.1|HILL	LOC108075765|XP_017023814.1|DKIK
OG0007007	LOC119651755|XP_037911421.1|HILL	LOC108077129|XP_017025828.1|DKIK
OG0007008	LOC119652278|XP_037912200.1|HILL	LOC108077349|XP_017026127.1|DKIK
OG0007009	LOC119651110|XP_037910403.1|HILL	LOC108077111|XP_017025793.1|DKIK
OG0007010	LOC119655190|XP_037916884.1|HILL	LOC108074334|XP_017021836.1|DKIK
OG0007011	LOC119654054|XP_037915149.1|HILL	LOC108075737|XP_017023773.1|DKIK
OG0007012	LOC119661329|XP_037926557.1|HILL	LOC108086187|XP_017038539.1|DKIK
OG0007013	LOC119652788|XP_037913029.1|HILL	LOC108074539|XP_017022122.1|DKIK
OG0007014	LOC119652274|XP_037912191.1|HILL	LOC108074166|XP_017021577.1|DKIK
OG0007015	LOC119650666|XP_037909542.1|HILL	LOC108075856|XP_017023935.1|DKIK
OG0007016	LOC119653222|XP_037913726.1|HILL	LOC108075834|XP_017023893.1|DKIK
OG0007017	LOC119650880|XP_037909974.1|HILL	LOC108075893|XP_017023997.1|DKIK
OG0007018	LOC119651228|XP_037910626.1|HILL	LOC108075937|XP_017024066.1|DKIK
OG0007019	LOC119653153|XP_037913621.1|HILL	LOC108081467|XP_017032149.1|DKIK
OG0007020	LOC119652169|XP_037912043.1|HILL	LOC108081844|XP_017032574.1|DKIK
OG0007021	LOC119653194|XP_037913685.1|HILL	LOC108079094|XP_017028814.1|DKIK
OG0007022	LOC119649262|XP_037907281.1|HILL	LOC108074327|XP_017021823.1|DKIK
OG0007023	LOC119647322|XP_037904177.1|HILL	LOC108077301|XP_017026071.1|DKIK
OG0007024	LOC119646858|XP_037903409.1|HILL	LOC108084850|XP_017036718.1|DKIK
OG0007025	LOC119660263|XP_037924652.1|HILL	LOC108076007|XP_017024151.1|DKIK
OG0007026	LOC119650478|XP_037909288.1|HILL	LOC108086105|XP_017038422.1|DKIK
OG0007027	LOC119658600|XP_037921999.1|HILL	LOC108085372|XP_017037436.1|DKIK
OG0007028	LOC119649803|XP_037908044.1|HILL	LOC108086094|XP_017038405.1|DKIK
OG0007030	LOC119656817|XP_037919378.1|HILL	LOC108083909|XP_017035395.1|DKIK
OG0007032	LOC119659581|XP_037923669.1|HILL	LOC108070416|XP_017016359.1|DKIK
OG0007033	LOC119651750|XP_037911415.1|HILL	LOC108077453|XP_017026264.1|DKIK
OG0007034	LOC119653851|XP_037914829.1|HILL	LOC108086215|XP_017038566.1|DKIK
OG0007035	LOC119659060|XP_037922899.1|HILL	LOC108079200|XP_017028953.1|DKIK
OG0007036	LOC119648391|XP_037906057.1|HILL	LOC108075032|XP_017022777.1|DKIK
OG0007037	LOC119657282|XP_037920057.1|HILL	LOC108084226|XP_017035839.1|DKIK
OG0007038	LOC119646685|XP_037903211.1|HILL	LOC108076462|XP_017024834.1|DKIK
OG0007039	LOC119652643|XP_037912818.1|HILL	LOC108085143|XP_017037151.1|DKIK
OG0007040	LOC119646380|XP_037902751.1|HILL	LOC108077066|XP_017025720.1|DKIK
OG0007041	LOC119652956|XP_037913280.1|HILL	LOC108081526|XP_017032231.1|DKIK
OG0007042	LOC119652901|XP_037913203.1|HILL	LOC108082701|XP_017033698.1|DKIK
OG0007043	LOC119660409|XP_037924874.1|HILL	LOC108075562|XP_017023562.1|DKIK
OG0007044	LOC119647109|XP_037903815.1|HILL	LOC108072862|XP_017019668.1|DKIK
OG0007045	LOC119659218|XP_037923120.1|HILL	LOC108078105|XP_017027243.1|DKIK
OG0007046	LOC119655453|XP_037917284.1|HILL	LOC108080833|XP_017031225.1|DKIK
OG0007047	LOC119646888|XP_037903452.1|HILL	LOC108081437|XP_017032109.1|DKIK
OG0007048	LOC119647417|XP_037904233.1|HILL	LOC108074584|XP_017022180.1|DKIK
OG0007049	LOC119660301|XP_037924705.1|HILL	LOC108077344|XP_017026121.1|DKIK
OG0007050	LOC119659536|XP_037923610.1|HILL	LOC108072829|XP_017019610.1|DKIK
OG0007051	LOC119659515|XP_037923585.1|HILL	LOC108074348|XP_017021861.1|DKIK
OG0007052	LOC119650742|XP_037909744.1|HILL	LOC108083470|XP_017034746.1|DKIK
OG0007053	LOC119659736|XP_037923923.1|HILL	LOC108077508|XP_017026349.1|DKIK
OG0007054	LOC119646884|XP_037903445.1|HILL	LOC108074760|XP_017022424.1|DKIK
OG0007055	LOC119646545|XP_037902945.1|HILL	LOC108076409|XP_017024738.1|DKIK
OG0007056	LOC119650709|XP_037909646.1|HILL	LOC108079837|XP_017029827.1|DKIK
OG0007057	LOC119646153|XP_037902452.1|HILL	LOC108083471|XP_017034748.1|DKIK
OG0007058	LOC119657149|XP_037919854.1|HILL	LOC108079006|XP_017028672.1|DKIK
OG0007059	LOC119661533|XP_037926841.1|HILL	LOC108079617|XP_017029481.1|DKIK
OG0007060	LOC119646459|XP_037902840.1|HILL	LOC108079575|XP_017029408.1|DKIK
OG0007061	LOC119646449|XP_037902831.1|HILL	LOC108079582|XP_017029415.1|DKIK
OG0007062	LOC119648581|XP_037906281.1|HILL	LOC108074289|XP_017021764.1|DKIK
OG0007063	LOC119647326|XP_037904192.1|HILL	LOC108074815|XP_017022500.1|DKIK
OG0007064	LOC119647134|XP_037903854.1|HILL	LOC108078080|XP_017027157.1|DKIK
OG0007065	LOC119650736|XP_037909721.1|HILL	LOC108080682|XP_017031003.1|DKIK
OG0007066	LOC119647304|XP_037904143.1|HILL	LOC108072790|XP_017019560.1|DKIK
OG0007067	LOC119646804|XP_037903324.1|HILL	LOC108077254|XP_017026006.1|DKIK
OG0007068	LOC119651576|XP_037911145.1|HILL	LOC108082048|XP_017032814.1|DKIK
OG0007069	LOC119650694|XP_037909601.1|HILL	LOC108081514|XP_017032221.1|DKIK
OG0007070	LOC119654524|XP_037915897.1|HILL	LOC108078393|XP_017027737.1|DKIK
OG0007071	LOC119647127|XP_037903842.1|HILL	LOC108072333|XP_017018907.1|DKIK
OG0007072	LOC119652593|XP_037912746.1|HILL	LOC108073348|XP_017020401.1|DKIK
OG0007073	LOC119646729|XP_037903238.1|HILL	LOC108077396|XP_017026178.1|DKIK
OG0007074	LOC119653575|XP_037914243.1|HILL	LOC108078402|XP_017027748.1|DKIK
OG0007075	LOC119651923|XP_037911680.1|HILL	LOC108074548|XP_017022133.1|DKIK
OG0007076	LOC119656804|XP_037919344.1|HILL	LOC108074739|XP_017022400.1|DKIK
OG0007077	LOC119652678|XP_037912877.1|HILL	LOC108077140|XP_017025843.1|DKIK
OG0007078	LOC119647286|XP_037904120.1|HILL	LOC108085353|XP_017037409.1|DKIK
OG0007079	LOC119659684|XP_037923853.1|HILL	LOC108085355|XP_017037411.1|DKIK
OG0007080	LOC119650873|XP_037909963.1|HILL	LOC108082244|XP_017033072.1|DKIK
OG0007081	LOC119650825|XP_037909889.1|HILL	LOC108079984|XP_017030039.1|DKIK
OG0007082	LOC119651277|XP_037910709.1|HILL	LOC108079675|XP_017029562.1|DKIK
OG0007083	LOC119651601|XP_037911178.1|HILL	LOC108074596|XP_017022199.1|DKIK
OG0007084	LOC119651391|XP_037910900.1|HILL	LOC108084470|XP_017036173.1|DKIK
OG0007085	LOC119660763|XP_037925459.1|HILL	LOC108072602|XP_017019311.1|DKIK
OG0007086	LOC119646533|XP_037902927.1|HILL	LOC108072620|XP_017019335.1|DKIK
OG0007087	LOC119647629|XP_037904615.1|HILL	LOC108085523|XP_017037644.1|DKIK
OG0007088	LOC119647598|XP_037904552.1|HILL	LOC108073633|XP_017020834.1|DKIK
OG0007089	LOC119649135|XP_037907071.1|HILL	LOC108079060|XP_017028765.1|DKIK
OG0007090	LOC119658579|XP_037921962.1|HILL	LOC108074540|XP_017022119.1|DKIK
OG0007091	LOC119655614|XP_037917515.1|HILL	LOC108072612|XP_017019324.1|DKIK
OG0007092	LOC119659668|XP_037923821.1|HILL	LOC108075619|XP_017023641.1|DKIK
OG0007093	LOC119651042|XP_037910290.1|HILL	LOC108077241|XP_017025989.1|DKIK
OG0007094	LOC119650846|XP_037909919.1|HILL	LOC108077242|XP_017025991.1|DKIK
OG0007095	LOC119651101|XP_037910384.1|HILL	LOC108082766|XP_017033782.1|DKIK
OG0007096	LOC119651102|XP_037910385.1|HILL	LOC108082849|XP_017033909.1|DKIK
OG0007097	LOC119646795|XP_037903312.1|HILL	LOC108081351|XP_017031986.1|DKIK
OG0007098	LOC119646935|XP_037903554.1|HILL	LOC108081372|XP_017032015.1|DKIK
OG0007099	LOC119647205|XP_037903952.1|HILL	LOC108080762|XP_017031104.1|DKIK
OG0007100	LOC119647311|XP_037904157.1|HILL	LOC108077424|XP_017026216.1|DKIK
OG0007101	LOC119655761|XP_037917748.1|HILL	LOC108077411|XP_017026200.1|DKIK
OG0007102	LOC119646189|XP_037902500.1|HILL	LOC108079537|XP_017029362.1|DKIK
OG0007103	LOC119657946|XP_037921070.1|HILL	LOC108077013|XP_017025581.1|DKIK
OG0007104	LOC119658407|XP_037921731.1|HILL	LOC108077014|XP_017025582.1|DKIK
OG0007105	LOC119647193|XP_037903933.1|HILL	LOC108077122|XP_017025813.1|DKIK
OG0007106	LOC119647011|XP_037903676.1|HILL	LOC108079167|XP_017028910.1|DKIK
OG0007107	LOC119661141|XP_037926271.1|HILL	LOC108074589|XP_017022185.1|DKIK
OG0007108	LOC119661750|XP_037927148.1|HILL	LOC108077282|XP_017026049.1|DKIK
OG0007109	LOC119659852|XP_037924087.1|HILL	LOC108079621|XP_017029486.1|DKIK
OG0007110	LOC119659698|XP_037923882.1|HILL	LOC108085356|XP_017037415.1|DKIK
OG0007111	LOC119652409|XP_037912455.1|HILL	LOC108082533|XP_017033461.1|DKIK
OG0007112	LOC119661624|XP_037926972.1|HILL	LOC108086137|XP_017038481.1|DKIK
OG0007113	LOC119652687|XP_037912889.1|HILL	LOC108073532|XP_017020702.1|DKIK
OG0007114	LOC119661454|XP_037926736.1|HILL	LOC108082255|XP_017033089.1|DKIK
OG0007115	LOC119647189|XP_037903928.1|HILL	LOC108077289|XP_017026057.1|DKIK
OG0007116	LOC119661268|XP_037926454.1|HILL	LOC108076895|XP_017025416.1|DKIK
OG0007117	LOC119658792|XP_037922437.1|HILL	LOC108074404|XP_017021920.1|DKIK
OG0007118	LOC119647198|XP_037903938.1|HILL	LOC108082038|XP_017032800.1|DKIK
OG0007119	LOC119653668|XP_037914430.1|HILL	LOC108083603|XP_017034961.1|DKIK
OG0007120	LOC119655695|XP_037917630.1|HILL	LOC108076054|XP_017024228.1|DKIK
OG0007121	LOC119653398|XP_037913890.1|HILL	LOC108079162|XP_017028901.1|DKIK
OG0007122	LOC119653768|XP_037914687.1|HILL	LOC108079262|XP_017029041.1|DKIK
OG0007123	LOC119653769|XP_037914689.1|HILL	LOC108079166|XP_017028906.1|DKIK
OG0007124	LOC119648044|XP_037905423.1|HILL	LOC108070460|XP_017016429.1|DKIK
OG0007125	LOC119650336|XP_037908919.1|HILL	LOC108084779|XP_017036589.1|DKIK
OG0007126	LOC119650019|XP_037908418.1|HILL	LOC108072774|XP_017019543.1|DKIK
OG0007127	LOC119647521|XP_037904418.1|HILL	LOC108075028|XP_017022771.1|DKIK
OG0007128	LOC119649473|XP_037907559.1|HILL	LOC108084774|XP_017036583.1|DKIK
OG0007129	LOC119650428|XP_037909171.1|HILL	LOC108084766|XP_017036573.1|DKIK
OG0007130	LOC119647991|XP_037905304.1|HILL	LOC108075029|XP_017022772.1|DKIK
OG0007131	LOC119647900|XP_037905134.1|HILL	LOC108075228|XP_017023063.1|DKIK
OG0007132	LOC119649949|XP_037908297.1|HILL	LOC108075315|XP_017023207.1|DKIK
OG0007133	LOC119649408|XP_037907472.1|HILL	LOC108079901|XP_017029921.1|DKIK
OG0007134	LOC119647558|XP_037904479.1|HILL	LOC108078818|XP_017028391.1|DKIK
OG0007135	LOC119650055|XP_037908471.1|HILL	LOC108078709|XP_017028159.1|DKIK
OG0007136	LOC119648089|XP_037905509.1|HILL	LOC108073951|XP_017021257.1|DKIK
OG0007137	LOC119653637|XP_037914347.1|HILL	LOC108080311|XP_017030480.1|DKIK
OG0007138	LOC119655752|XP_037917736.1|HILL	LOC108080355|XP_017030554.1|DKIK
OG0007139	LOC119655857|XP_037917904.1|HILL	LOC108083448|XP_017034701.1|DKIK
OG0007140	LOC119653600|XP_037914279.1|HILL	LOC108083435|XP_017034679.1|DKIK
OG0007141	LOC119655181|XP_037916866.1|HILL, LOC119655255|XP_037916977.1|HILL	LOC108085756|XP_017037984.1|DKIK
OG0007142	LOC119648812|XP_037906592.1|HILL	LOC108083288|XP_017034507.1|DKIK
OG0007143	LOC119655625|XP_037917523.1|HILL	LOC108073522|XP_017020690.1|DKIK
OG0007144	LOC119660361|XP_037924797.1|HILL	LOC108072077|XP_017018575.1|DKIK
OG0007145	LOC119660406|XP_037924870.1|HILL	LOC108073191|XP_017020192.1|DKIK
OG0007146	LOC119658698|XP_037922216.1|HILL	LOC108085894|XP_017038148.1|DKIK
OG0007147	LOC119653458|XP_037913997.1|HILL	LOC108085713|XP_017037925.1|DKIK
OG0007148	LOC119653825|XP_037914792.1|HILL	LOC108074934|XP_017022651.1|DKIK
OG0007149	LOC119661147|XP_037926284.1|HILL	LOC108076694|XP_017025136.1|DKIK
OG0007150	LOC119649777|XP_037908007.1|HILL	LOC108075226|XP_017023062.1|DKIK
OG0007151	LOC119648526|XP_037906222.1|HILL	LOC108078661|XP_017028079.1|DKIK
OG0007152	LOC119655799|XP_037917823.1|HILL	LOC108080123|XP_017030243.1|DKIK
OG0007154	LOC119654150|XP_037915241.1|HILL	LOC108076510|XP_017024905.1|DKIK
OG0007155	LOC119655016|XP_037916616.1|HILL	LOC108073112|XP_017020096.1|DKIK
OG0007156	LOC119653657|XP_037914407.1|HILL	LOC108071340|XP_017017555.1|DKIK
OG0007157	LOC119659958|XP_037924241.1|HILL	LOC108085445|XP_017037544.1|DKIK
OG0007158	LOC119655832|XP_037917868.1|HILL	LOC108079766|XP_017029678.1|DKIK
OG0007159	LOC119653497|XP_037914062.1|HILL	LOC108084666|XP_017036477.1|DKIK
OG0007160	LOC119658759|XP_037922380.1|HILL	LOC108085718|XP_017037929.1|DKIK
OG0007161	LOC119656097|XP_037918335.1|HILL	LOC108080401|XP_017030618.1|DKIK
OG0007162	LOC119654635|XP_037916035.1|HILL	LOC108085938|XP_017038209.1|DKIK
OG0007163	LOC119660131|XP_037924457.1|HILL	LOC108084919|XP_017036805.1|DKIK
OG0007164	LOC119660130|XP_037924456.1|HILL	LOC108084967|XP_017036872.1|DKIK
OG0007165	LOC119656302|XP_037918667.1|HILL	LOC108083499|XP_017034794.1|DKIK
OG0007166	LOC119656300|XP_037918666.1|HILL	LOC108077532|XP_017026400.1|DKIK
OG0007167	LOC119655309|XP_037917065.1|HILL	LOC108080500|XP_017030751.1|DKIK
OG0007168	LOC119654534|XP_037915904.1|HILL	LOC108082935|XP_017034028.1|DKIK
OG0007169	LOC119655723|XP_037917684.1|HILL	LOC108083369|XP_017034602.1|DKIK
OG0007170	LOC119654227|XP_037915373.1|HILL	LOC108084574|XP_017036332.1|DKIK
OG0007171	LOC119653827|XP_037914798.1|HILL	LOC108080552|XP_017030845.1|DKIK
OG0007172	LOC119654205|XP_037915335.1|HILL	LOC108080369|XP_017030579.1|DKIK
OG0007173	LOC119654203|XP_037915334.1|HILL	LOC108080335|XP_017030523.1|DKIK
OG0007174	LOC119659781|XP_037923975.1|HILL	LOC108083754|XP_017035160.1|DKIK
OG0007175	LOC119651285|XP_037910727.1|HILL	LOC108070387|XP_017016327.1|DKIK
OG0007176	LOC119649822|XP_037908085.1|HILL	LOC108071308|XP_017017503.1|DKIK
OG0007177	LOC119659986|XP_037924286.1|HILL	LOC108075574|XP_017023580.1|DKIK
OG0007178	LOC119660133|XP_037924460.1|HILL	LOC108085435|XP_017037518.1|DKIK
OG0007179	LOC119659048|XP_037922884.1|HILL	LOC108081104|XP_017031589.1|DKIK
OG0007180	LOC119660437|XP_037924915.1|HILL	LOC108075575|XP_017023581.1|DKIK
OG0007181	LOC119655138|XP_037916801.1|HILL	LOC108085779|XP_017038018.1|DKIK
OG0007182	LOC119660389|XP_037924840.1|HILL	LOC108081780|XP_017032485.1|DKIK
OG0007183	LOC119658719|XP_037922274.1|HILL	LOC108081771|XP_017032468.1|DKIK
OG0007184	LOC119660428|XP_037924907.1|HILL	LOC108081762|XP_017032453.1|DKIK
OG0007185	LOC119658994|XP_037922804.1|HILL	LOC108077328|XP_017026105.1|DKIK
OG0007186	LOC119659248|XP_037923155.1|HILL	LOC108071303|XP_017017498.1|DKIK
OG0007187	LOC119659401|XP_037923397.1|HILL	LOC108085873|XP_017038121.1|DKIK
OG0007188	LOC119659402|XP_037923400.1|HILL	LOC108075613|XP_017023635.1|DKIK
OG0007189	LOC119659406|XP_037923405.1|HILL	LOC108073247|XP_017020292.1|DKIK
OG0007190	LOC119660318|XP_037924721.1|HILL	LOC108072012|XP_017018480.1|DKIK
OG0007191	LOC119648993|XP_037906851.1|HILL	LOC108071916|XP_017018363.1|DKIK
OG0007192	LOC119653724|XP_037914557.1|HILL	LOC108075200|XP_017023025.1|DKIK
OG0007193	LOC119655133|XP_037916796.1|HILL	LOC108075198|XP_017023023.1|DKIK
OG0007194	LOC119654833|XP_037916333.1|HILL	LOC108074940|XP_017022661.1|DKIK
OG0007195	LOC119659610|XP_037923709.1|HILL	LOC108080776|XP_017031129.1|DKIK
OG0007196	LOC119659158|XP_037923036.1|HILL	LOC108083977|XP_017035477.1|DKIK
OG0007197	LOC119647908|XP_037905146.1|HILL	LOC108072755|XP_017019516.1|DKIK
OG0007198	LOC119660453|XP_037924940.1|HILL	LOC108081767|XP_017032458.1|DKIK
OG0007199	LOC119659061|XP_037922897.1|HILL	LOC108083186|XP_017034374.1|DKIK
OG0007200	LOC119658588|XP_037921973.1|HILL	LOC108084144|XP_017035679.1|DKIK
OG0007201	LOC119648847|XP_037906649.1|HILL	LOC108082991|XP_017034103.1|DKIK
OG0007202	LOC119648861|XP_037906674.1|HILL	LOC108071536|XP_017017797.1|DKIK
OG0007203	LOC119648212|XP_037905747.1|HILL	LOC108071523|XP_017017781.1|DKIK
OG0007204	LOC119648837|XP_037906640.1|HILL	LOC108084718|XP_017036543.1|DKIK
OG0007205	LOC119649517|XP_037907627.1|HILL	LOC108071554|XP_017017822.1|DKIK
OG0007206	LOC119658918|XP_037922667.1|HILL	LOC108072031|XP_017018500.1|DKIK
OG0007207	LOC119660159|XP_037924491.1|HILL	LOC108071309|XP_017017504.1|DKIK
OG0007208	LOC119659484|XP_037923524.1|HILL	LOC108073204|XP_017020210.1|DKIK
OG0007209	LOC119659483|XP_037923523.1|HILL	LOC108073205|XP_017020212.1|DKIK
OG0007210	LOC119650812|XP_037909878.1|HILL	LOC108081776|XP_017032481.1|DKIK
OG0007211	LOC119659751|XP_037923941.1|HILL	LOC108072030|XP_017018499.1|DKIK
OG0007212	LOC119659996|XP_037924299.1|HILL	LOC108085876|XP_017038127.1|DKIK
OG0007213	LOC119660893|XP_037925753.1|HILL	LOC108076408|XP_017024737.1|DKIK
OG0007214	LOC119647883|XP_037905098.1|HILL	LOC108083118|XP_017034272.1|DKIK
OG0007215	LOC119659692|XP_037923874.1|HILL	LOC108085667|XP_017037846.1|DKIK
OG0007216	LOC119659934|XP_037924202.1|HILL	LOC108073670|XP_017020885.1|DKIK
OG0007217	LOC119659763|XP_037923952.1|HILL	LOC108072072|XP_017018564.1|DKIK
OG0007218	LOC119651592|XP_037911166.1|HILL	LOC108083659|XP_017035021.1|DKIK
OG0007219	LOC119658985|XP_037922795.1|HILL	LOC108084238|XP_017035858.1|DKIK
OG0007220	LOC119657337|XP_037920138.1|HILL	LOC108085669|XP_017037849.1|DKIK
OG0007221	LOC119659949|XP_037924224.1|HILL	LOC108085916|XP_017038178.1|DKIK
OG0007222	LOC119659507|XP_037923562.1|HILL	LOC108081157|XP_017031685.1|DKIK
OG0007223	LOC119660182|XP_037924519.1|HILL	LOC108084962|XP_017036867.1|DKIK
OG0007224	LOC119658876|XP_037922576.1|HILL	LOC108075647|XP_017023683.1|DKIK
OG0007225	LOC119659642|XP_037923772.1|HILL	LOC108084098|XP_017035614.1|DKIK
OG0007226	LOC119659416|XP_037923420.1|HILL	LOC108083180|XP_017034364.1|DKIK
OG0007227	LOC119647854|XP_037905050.1|HILL	LOC108083167|XP_017034343.1|DKIK
OG0007228	LOC119649649|XP_037907831.1|HILL	LOC108079914|XP_017029940.1|DKIK
OG0007229	LOC119651563|XP_037911125.1|HILL	LOC108075628|XP_017023654.1|DKIK
OG0007230	LOC119659932|XP_037924200.1|HILL	LOC108084834|XP_017036696.1|DKIK
OG0007231	LOC119659030|XP_037922853.1|HILL	LOC108080473|XP_017030707.1|DKIK
OG0007232	LOC119648028|XP_037905374.1|HILL	LOC108078689|XP_017028126.1|DKIK
OG0007233	LOC119650141|XP_037908601.1|HILL	LOC108078890|XP_017028510.1|DKIK
OG0007234	LOC119650138|XP_037908598.1|HILL	LOC108071887|XP_017018305.1|DKIK
OG0007235	LOC119650366|XP_037908989.1|HILL	LOC108071967|XP_017018432.1|DKIK
OG0007236	LOC119658790|XP_037922432.1|HILL	LOC108084126|XP_017035654.1|DKIK
OG0007237	LOC119659339|XP_037923309.1|HILL	LOC108083183|XP_017034370.1|DKIK
OG0007238	LOC119660888|XP_037925742.1|HILL	LOC108075355|XP_017023253.1|DKIK
OG0007239	LOC119659399|XP_037923392.1|HILL	LOC108080768|XP_017031117.1|DKIK
OG0007240	LOC119659733|XP_037923919.1|HILL	LOC108083208|XP_017034402.1|DKIK
OG0007241	LOC119654756|XP_037916224.1|HILL	LOC108083952|XP_017035447.1|DKIK
OG0007242	LOC119655591|XP_037917462.1|HILL	LOC108083951|XP_017035442.1|DKIK
OG0007243	LOC119656105|XP_037918348.1|HILL	LOC108080287|XP_017030443.1|DKIK
OG0007244	LOC119659648|XP_037923784.1|HILL	LOC108080982|XP_017031396.1|DKIK
OG0007245	LOC119655168|XP_037916844.1|HILL	LOC108073725|XP_017020969.1|DKIK
OG0007246	LOC119660258|XP_037924644.1|HILL	LOC108077706|XP_017026634.1|DKIK
OG0007247	LOC119656113|XP_037918358.1|HILL	LOC108074742|XP_017022403.1|DKIK
OG0007248	LOC119654547|XP_037915920.1|HILL	LOC108079360|XP_017029157.1|DKIK
OG0007249	LOC119654322|XP_037915577.1|HILL	LOC108080084|XP_017030165.1|DKIK
OG0007250	LOC119655728|XP_037917694.1|HILL	LOC108083864|XP_017035340.1|DKIK
OG0007252	LOC119660562|XP_037925130.1|HILL	LOC108084113|XP_017035632.1|DKIK
OG0007253	LOC119648700|XP_037906436.1|HILL	LOC108078817|XP_017028389.1|DKIK
