Orthogroup	HILL.longest_only	DMEL.longest_only
OG0004006	LOC119646836|XP_037903381.1|HILL	CG2614|NP_610045.1|DMEL
OG0004007	LOC119647088|XP_037903787.1|HILL	CG9662|NP_001259997.1|DMEL
OG0004008	LOC119647026|XP_037903692.1|HILL	kis|NP_001137761.1|DMEL
OG0004009	LOC119661719|XP_037927101.1|HILL	Eogt|NP_608678.1|DMEL
OG0004010	LOC119650924|XP_037910079.1|HILL	CenG1A|NP_723849.1|DMEL
OG0004011	LOC119651534|XP_037911094.1|HILL	ics|NP_609665.2|DMEL
OG0004012	LOC119651465|XP_037911000.1|HILL	sit|NP_651063.1|DMEL
OG0004013	LOC119651695|XP_037911333.1|HILL, LOC119650968|XP_037910152.1|HILL	bgm|NP_524698.1|DMEL
OG0004014	LOC119651657|XP_037911272.1|HILL	GlyRS|NP_730022.1|DMEL
OG0004015	LOC119655912|XP_037918002.1|HILL	CG16974|NP_609610.2|DMEL
OG0004016	LOC119652450|XP_037912527.1|HILL	GATAd|NP_609383.2|DMEL
OG0004017	LOC119661734|XP_037927128.1|HILL, LOC119661336|XP_037926566.1|HILL	Tps1|NP_608827.1|DMEL
OG0004018	LOC119646677|XP_037903140.1|HILL	Pgant3|NP_610256.1|DMEL
OG0004019	LOC119646985|XP_037903624.1|HILL	Rhau|NP_610056.1|DMEL
OG0004020	LOC119661712|XP_037927094.1|HILL	SerRS|NP_608743.2|DMEL
OG0004021	LOC119661493|XP_037926786.1|HILL	CG3542|NP_608738.1|DMEL
OG0004022	LOC119654656|XP_037916076.1|HILL	heix|NP_523581.1|DMEL
OG0004023	LOC119650530|XP_037909292.1|HILL	CG15905|NP_611436.2|DMEL
OG0004024	LOC119652724|XP_037912945.1|HILL	Trpgamma|NP_001137830.2|DMEL
OG0004025	LOC119657063|XP_037919748.1|HILL	Fkbp59|NP_524895.2|DMEL
OG0004026	LOC119647972|XP_037905277.1|HILL	aop|NP_722766.1|DMEL
OG0004027	LOC119646693|XP_037903185.1|HILL	CG33680|NP_001027448.1|DMEL
OG0004028	LOC119651902|XP_037911655.1|HILL	obst-E|NP_723116.1|DMEL
OG0004029	LOC119652616|XP_037912782.1|HILL	Agpat2|NP_609231.2|DMEL
OG0004030	LOC119655027|XP_037916633.1|HILL	Stoml2|NP_001261161.1|DMEL
OG0004031	LOC119652951|XP_037913272.1|HILL	CG17211|NP_609552.1|DMEL
OG0004032	LOC119652244|XP_037912147.1|HILL	cta|NP_001036421.1|DMEL
OG0004033	LOC119648946|XP_037906793.1|HILL	CG5853|NP_788019.1|DMEL
OG0004034	LOC119649930|XP_037908279.1|HILL	CG10600|NP_001137839.1|DMEL
OG0004035	LOC119653780|XP_037914714.1|HILL	Rtnl1|NP_001162875.1|DMEL
OG0004036	LOC119647199|XP_037903939.1|HILL	Syt1|NP_523460.2|DMEL
OG0004037	LOC119650868|XP_037909961.1|HILL	Tor|NP_001260427.1|DMEL
OG0004038	LOC119650114|XP_037908569.1|HILL	dbe|NP_477240.1|DMEL
OG0004039	LOC119658570|XP_037921949.1|HILL	eys|NP_001259924.2|DMEL
OG0004040	LOC119661198|XP_037926348.1|HILL	CG13531|NP_611726.1|DMEL
OG0004041	LOC119660869|XP_037925708.1|HILL	Larp7|NP_524795.2|DMEL
OG0004042	LOC119648005|XP_037905325.1|HILL	CG8549|NP_648057.2|DMEL
OG0004043	LOC119661388|XP_037926639.1|HILL	EMC3|NP_609444.1|DMEL
OG0004044	LOC119657540|XP_037920410.1|HILL	Hira|NP_572401.2|DMEL
OG0004045	LOC119646762|XP_037903269.1|HILL	ATPsynG|NP_001036353.1|DMEL
OG0004046	LOC119646642|XP_037903083.1|HILL	Ets21C|NP_523445.1|DMEL
OG0004047	LOC119653963|XP_037915052.1|HILL	Tom70|NP_609536.1|DMEL
OG0004048	LOC119661130|XP_037926257.1|HILL	CG3036|NP_608873.1|DMEL
OG0004049	LOC119661522|XP_037926826.1|HILL	CG33635|NP_001027215.1|DMEL
OG0004050	LOC119652199|XP_037912072.1|HILL	CG10431|NP_609924.2|DMEL
OG0004051	LOC119652044|XP_037911911.1|HILL	Dlg5|NP_609505.1|DMEL
OG0004052	LOC119660850|XP_037925675.1|HILL	CG15373|NP_001097013.2|DMEL
OG0004053	LOC119659144|XP_037923014.1|HILL	Vhl|NP_524986.1|DMEL
OG0004054	LOC119661469|XP_037926760.1|HILL	IFT46|NP_609890.2|DMEL
OG0004055	LOC119659768|XP_037923955.1|HILL	CG12420|NP_649985.1|DMEL
OG0004056	LOC119655830|XP_037917866.1|HILL	CG14636|NP_001036655.1|DMEL
OG0004057	LOC119654843|XP_037916350.1|HILL, LOC119660715|XP_037925285.1|HILL	Rpn1|NP_649158.1|DMEL
OG0004058	LOC119648997|XP_037906855.1|HILL	Girdin|NP_647780.1|DMEL
OG0004059	LOC119660440|XP_037924920.1|HILL	DNApol-alpha180|NP_536736.2|DMEL
OG0004060	LOC119660204|XP_037924567.1|HILL	CG17726|NP_650054.2|DMEL
OG0004061	LOC119653885|XP_037914933.1|HILL	CG1578|NP_001285140.1|DMEL
OG0004062	LOC119661013|XP_037926088.1|HILL	Rap1|NP_476857.1|DMEL
OG0004063	LOC119654634|XP_037916034.1|HILL	tko|NP_001245490.1|DMEL
OG0004064	LOC119648888|XP_037906712.1|HILL	elgi|NP_648816.1|DMEL
OG0004065	LOC119655811|XP_037917840.1|HILL	Vrp1|NP_001097406.1|DMEL
OG0004066	LOC119655021|XP_037916623.1|HILL	Blos1|NP_725401.2|DMEL
OG0004067	LOC119654267|XP_037915462.1|HILL	FucT6|NP_572740.1|DMEL
OG0004068	LOC119660141|XP_037924467.1|HILL	Mst85C|NP_477476.1|DMEL
OG0004069	LOC119659310|XP_037923253.1|HILL	Kdm2|NP_649864.2|DMEL
OG0004070	LOC119649269|XP_037907286.1|HILL	Gr63a|NP_001137883.1|DMEL
OG0004071	LOC119649268|XP_037907285.1|HILL	Srp68|NP_648273.1|DMEL
OG0004072	LOC119650128|XP_037908585.1|HILL	CG5644|NP_648274.1|DMEL
OG0004073	LOC119654727|XP_037916182.1|HILL, LOC119654726|XP_037916180.1|HILL	CG7772|NP_573257.1|DMEL
OG0004074	LOC119653806|XP_037914757.1|HILL	dnr1|NP_001261137.1|DMEL
OG0004075	LOC119654867|XP_037916388.1|HILL	cbs|NP_610875.1|DMEL
OG0004076	LOC119654866|XP_037916383.1|HILL	cnn|NP_001246293.1|DMEL
OG0004077	LOC119655821|XP_037917855.1|HILL	poe|NP_476986.1|DMEL
OG0004078	LOC119660407|XP_037924871.1|HILL	Sld5|NP_651457.1|DMEL
OG0004079	LOC119655063|XP_037916684.1|HILL, LOC119655062|XP_037916683.1|HILL	CG9657|NP_572397.1|DMEL
OG0004080	LOC119656528|XP_037918805.1|HILL	RpS15|NP_611136.1|DMEL
OG0004081	LOC119654934|XP_037916514.1|HILL	Pcf11|NP_610999.4|DMEL
OG0004082	LOC119661142|XP_037926277.1|HILL	CG4038|NP_477043.1|DMEL
OG0004083	LOC119657941|XP_037921059.1|HILL	LSm3|NP_732931.1|DMEL
OG0004084	LOC119648060|XP_037905454.1|HILL	ash1|NP_524160.2|DMEL
OG0004085	LOC119659191|XP_037923080.1|HILL	CG10324|NP_650571.2|DMEL
OG0004086	LOC119660303|XP_037924703.1|HILL	TTLL6B|NP_651549.1|DMEL
OG0004087	LOC119656154|XP_037918416.1|HILL	CG1582|NP_572663.1|DMEL
OG0004088	LOC119646890|XP_037903455.1|HILL, LOC119659504|XP_037923560.1|HILL	CAH9|NP_651535.1|DMEL
OG0004089	LOC119653440|XP_037913949.1|HILL	CHES-1-like|NP_996362.2|DMEL
OG0004090	LOC119658831|XP_037922493.1|HILL	BRWD3|NP_732982.1|DMEL
OG0004092	LOC119654623|XP_037916023.1|HILL	Setd3|NP_727144.1|DMEL
OG0004094	LOC119654768|XP_037916237.1|HILL	CG6414|NP_570089.1|DMEL
OG0004095	LOC119659232|XP_037923135.1|HILL	CG14721|NP_650110.3|DMEL
OG0004096	LOC119659231|XP_037923134.1|HILL	pll|NP_476971.1|DMEL
OG0004098	LOC119653995|XP_037915084.1|HILL	CG14905|NP_650569.1|DMEL
OG0004099	LOC119658923|XP_037922674.1|HILL	ctrip|NP_649496.3|DMEL
OG0004100	LOC119660327|XP_037924733.1|HILL	opa|NP_001368991.1|DMEL
OG0004101	LOC119660189|XP_037924531.1|HILL	Gnf1|NP_001014605.1|DMEL
OG0004102	LOC119659322|XP_037923274.1|HILL	Cdep|NP_001097685.2|DMEL
OG0004103	LOC119658757|XP_037922378.1|HILL	Vps2|NP_651455.1|DMEL
OG0004104	LOC119660232|XP_037924606.1|HILL	CG4374|NP_651146.2|DMEL
OG0004105	LOC119648003|XP_037905316.1|HILL	l_3_72Ab|NP_648818.3|DMEL
OG0004106	LOC119649128|XP_037907061.1|HILL	Arv1|NP_730651.1|DMEL
OG0004107	LOC119649913|XP_037908239.1|HILL	ProRS-m|NP_647737.1|DMEL
OG0004108	LOC119660600|XP_037925204.1|HILL	Set|NP_650438.2|DMEL
OG0004109	LOC119659441|XP_037923453.1|HILL	CG5728|NP_651245.1|DMEL
OG0004110	LOC119648781|XP_037906546.1|HILL	RpLP0|NP_524211.1|DMEL
OG0004111	LOC119658978|XP_037922786.1|HILL	CG5028|NP_001097922.1|DMEL
OG0004112	LOC119659922|XP_037924181.1|HILL	CG6154|NP_733146.2|DMEL
OG0004113	LOC119654970|XP_037916557.1|HILL	Sep1|NP_523430.1|DMEL
OG0004114	LOC119653745|XP_037914596.1|HILL	Snx27|NP_727023.1|DMEL
OG0004115	LOC119654898|XP_037916446.1|HILL	AdamTS-B|NP_572247.2|DMEL
OG0004116	LOC119659995|XP_037924298.1|HILL	RASSF8|NP_651411.1|DMEL
OG0004117	LOC119658855|XP_037922536.1|HILL	CG7379|NP_650656.1|DMEL
OG0004118	LOC119654733|XP_037916192.1|HILL	Rab4|NP_523777.1|DMEL
OG0004119	LOC119659398|XP_037923391.1|HILL	Cbp20|NP_524396.1|DMEL
OG0004120	LOC119659713|XP_037923895.1|HILL	ear|NP_001262595.1|DMEL
OG0004121	LOC119648200|XP_037905725.1|HILL	CG13707|NP_001246634.1|DMEL
OG0004122	LOC119659561|XP_037923638.1|HILL	mRpS10|NP_524355.2|DMEL
OG0004123	LOC119658789|XP_037922426.1|HILL	E2f1|NP_001262809.1|DMEL
OG0004124	LOC119653405|XP_037913897.1|HILL	hep|NP_001368982.1|DMEL
OG0004125	LOC119659998|XP_037924302.1|HILL	RpL32|NP_733339.1|DMEL
OG0004126	LOC119658949|XP_037922749.1|HILL	Axn|NP_733336.1|DMEL
OG0004127	LOC119646537|XP_037902936.1|HILL	RpL13|NP_523530.1|DMEL
OG0004128	LOC119659630|XP_037923756.1|HILL	CG31249|NP_732262.1|DMEL
OG0004129	LOC119653414|XP_037913908.1|HILL	Mtor|NP_477067.2|DMEL
OG0004130	LOC119654976|XP_037916564.1|HILL	Dop2R|NP_001014758.2|DMEL
OG0004131	LOC119660618|XP_037925248.1|HILL	CG5916|NP_650524.1|DMEL
OG0004132	LOC119647863|XP_037905061.1|HILL	CG2162|NP_001163332.2|DMEL
OG0004133	LOC119658717|XP_037922265.1|HILL	Hacd1|NP_609534.1|DMEL
OG0004134	LOC119658992|XP_037922800.1|HILL	Ythdf|NP_651322.1|DMEL
OG0004135	LOC119660601|XP_037925205.1|HILL	cic|NP_001262755.1|DMEL
OG0004136	LOC119660434|XP_037924912.1|HILL, LOC119659047|XP_037922882.1|HILL	Pbp95|NP_649760.1|DMEL
OG0004137	LOC119647105|XP_037903811.1|HILL	Pdrg1|NP_610538.1|DMEL
OG0004138	LOC119653852|XP_037914827.1|HILL	Smn|NP_524112.1|DMEL
OG0004139	LOC119653401|XP_037913893.1|HILL	CG10793|NP_570054.2|DMEL
OG0004140	LOC119654189|XP_037915314.1|HILL	CG4593|NP_572377.2|DMEL
OG0004141	LOC119654863|XP_037916377.1|HILL	side-VIII|NP_001097382.2|DMEL
OG0004142	LOC119655455|XP_037917283.1|HILL	Coq8|NP_572836.1|DMEL
OG0004143	LOC119659128|XP_037922981.1|HILL	Aos1|NP_650198.1|DMEL
OG0004144	LOC119648106|XP_037905549.1|HILL	Srp54|NP_477347.1|DMEL
OG0004145	LOC119648376|XP_037906034.1|HILL	Sbp2|NP_648204.1|DMEL
OG0004146	LOC119658947|XP_037922745.1|HILL	Hmt-1|NP_650503.1|DMEL
OG0004147	LOC119655710|XP_037917660.1|HILL	CG4709|NP_609331.1|DMEL
OG0004148	LOC119659920|XP_037924173.1|HILL	CG14395|NP_650222.2|DMEL
OG0004149	LOC119658823|XP_037922483.1|HILL	CG31176|NP_732650.1|DMEL
OG0004150	LOC119658919|XP_037922671.1|HILL	Mau2|NP_650428.1|DMEL
OG0004151	LOC119660117|XP_037924434.1|HILL	pasha|NP_651879.1|DMEL
OG0004152	LOC119658572|XP_037921948.1|HILL	CG14669|NP_649537.5|DMEL
OG0004153	LOC119654894|XP_037916441.1|HILL	san|NP_524779.1|DMEL
OG0004154	LOC119650286|XP_037908841.1|HILL	TMS1|NP_001261947.1|DMEL
OG0004155	LOC119659981|XP_037924278.1|HILL	rec|NP_732072.1|DMEL
OG0004157	LOC119656714|XP_037919161.1|HILL, LOC119657114|XP_037919802.1|HILL, LOC119658157|XP_037921353.1|HILL	CG8028|NP_001097031.2|DMEL
OG0004158	LOC119659237|XP_037923143.1|HILL	nerfin-1|NP_524783.1|DMEL
OG0004159	LOC119659511|XP_037923569.1|HILL	CG11858|NP_651364.1|DMEL
OG0004160	LOC119658833|XP_037922500.1|HILL	HBS1|NP_652729.2|DMEL
OG0004161	LOC119659827|XP_037924041.1|HILL	SelR|NP_731523.1|DMEL
OG0004162	LOC119659968|XP_037924256.1|HILL	CG8149|NP_649898.1|DMEL
OG0004163	LOC119659422|XP_037923426.1|HILL	Dh44|NP_649922.2|DMEL
OG0004164	LOC119659146|XP_037923015.1|HILL	CG34357|NP_001356914.1|DMEL
OG0004165	LOC119655725|XP_037917687.1|HILL	Tango11|NP_726111.1|DMEL
OG0004166	LOC119654224|XP_037915369.1|HILL	CG3803|NP_611855.1|DMEL
OG0004167	LOC119658788|XP_037922424.1|HILL	CG8032|NP_649811.1|DMEL
OG0004168	LOC119655900|XP_037917983.1|HILL	CG6695|NP_651276.2|DMEL
OG0004169	LOC119655310|XP_037917066.1|HILL	CG9650|NP_001356899.1|DMEL
OG0004170	LOC119653612|XP_037914307.1|HILL	CG1737|NP_572711.2|DMEL
OG0004171	LOC119653611|XP_037914306.1|HILL	XRCC1|NP_572217.1|DMEL
OG0004172	LOC119654731|XP_037916187.1|HILL	Fur2|NP_727963.1|DMEL
OG0004173	LOC119654368|XP_037915642.1|HILL	CG10731|NP_001286477.1|DMEL
OG0004174	LOC119655925|XP_037918022.1|HILL	Vmat|NP_001014525.1|DMEL
OG0004175	LOC119655186|XP_037916878.1|HILL	CG6665|NP_725632.1|DMEL
OG0004176	LOC119654453|XP_037915791.1|HILL	CG7083|NP_648211.1|DMEL
OG0004177	LOC119658881|XP_037922581.1|HILL	CG42788|NP_731964.2|DMEL
OG0004178	LOC119659198|XP_037923088.1|HILL	osa|NP_524392.2|DMEL
OG0004179	LOC119646870|XP_037903425.1|HILL	Pgd|NP_476860.2|DMEL
OG0004180	LOC119659251|XP_037923165.1|HILL	MICU3|NP_001262741.1|DMEL
OG0004181	LOC119660496|XP_037925019.1|HILL	CG10208|NP_651186.1|DMEL
OG0004182	LOC119648291|XP_037905876.1|HILL	Ncc69|NP_001261758.1|DMEL
OG0004183	LOC119648949|XP_037906792.1|HILL	CrzR|NP_001261755.1|DMEL
OG0004184	LOC119648290|XP_037905875.1|HILL	Chd64|NP_647860.1|DMEL
OG0004185	LOC119653823|XP_037914791.1|HILL	CG9934|NP_609597.1|DMEL
OG0004186	LOC119655616|XP_037917512.1|HILL	Pgam5|NP_569951.1|DMEL
OG0004187	LOC119659622|XP_037923747.1|HILL, LOC119652229|XP_037912115.1|HILL	Rsbp15|NP_650164.1|DMEL
OG0004188	LOC119658891|XP_037922619.1|HILL	Cp190|NP_524359.2|DMEL
OG0004189	LOC119658892|XP_037922623.1|HILL	MRG15|NP_001262588.1|DMEL
OG0004190	LOC119658705|XP_037922242.1|HILL	Syt4|NP_477464.1|DMEL
OG0004191	LOC119659177|XP_037923062.1|HILL	CG10050|NP_649713.1|DMEL
OG0004192	LOC119659516|XP_037923574.1|HILL	sqz|NP_524403.1|DMEL
OG0004193	LOC119654921|XP_037916498.1|HILL	CG32683|NP_727419.1|DMEL
OG0004194	LOC119660253|XP_037924636.1|HILL	CG7183|NP_650692.2|DMEL
OG0004195	LOC119660200|XP_037924555.1|HILL	Grip128|NP_573030.2|DMEL
OG0004196	LOC119659206|XP_037923102.1|HILL	Sirt7|NP_651664.2|DMEL
OG0004197	LOC119658760|XP_037922382.1|HILL	CG5276|NP_650074.1|DMEL
OG0004198	LOC119658609|XP_037922018.1|HILL	Karybeta3|NP_524226.1|DMEL
OG0004199	LOC119660164|XP_037924498.1|HILL	CG14880|NP_650538.1|DMEL
OG0004200	LOC119655002|XP_037916598.1|HILL	LBR|NP_726114.1|DMEL
OG0004201	LOC119658971|XP_037922777.1|HILL, LOC119648022|XP_037905362.1|HILL	dgt6|NP_651671.1|DMEL
OG0004202	LOC119660209|XP_037924571.1|HILL	CG4813|NP_651088.1|DMEL
OG0004203	LOC119659667|XP_037923816.1|HILL	Fer2|NP_001287359.1|DMEL
OG0004204	LOC119650035|XP_037908443.1|HILL	CG9372|NP_649132.1|DMEL
OG0004205	LOC119647653|XP_037904650.1|HILL	ind|NP_996087.2|DMEL
OG0004206	LOC119659890|XP_037924140.1|HILL	psidin|NP_650858.1|DMEL
OG0004207	LOC119660237|XP_037924615.1|HILL	PIG-L|NP_001247201.1|DMEL
OG0004208	LOC119658849|XP_037922527.1|HILL	wkd|NP_650089.1|DMEL
OG0004209	LOC119652466|XP_037912560.1|HILL	CG5805|NP_651284.1|DMEL
OG0004210	LOC119651184|XP_037910549.1|HILL	CG3308|NP_650963.2|DMEL
OG0004211	LOC119661652|XP_037927012.1|HILL	frtz|NP_608614.1|DMEL
OG0004212	LOC119658733|XP_037922326.1|HILL	Ras85D|NP_476699.1|DMEL
OG0004213	LOC119659520|XP_037923583.1|HILL	CCT7|NP_649835.1|DMEL
OG0004214	LOC119653754|XP_037914612.1|HILL	LSm1|NP_611559.1|DMEL
OG0004215	LOC119646479|XP_037902860.1|HILL	Impbeta11|NP_788357.1|DMEL
OG0004216	LOC119648671|XP_037906387.1|HILL	shd|NP_001261843.1|DMEL
OG0004217	LOC119648687|XP_037906413.1|HILL	Klp64D|NP_523934.1|DMEL
OG0004218	LOC119659799|XP_037923999.1|HILL	e_y_1|NP_523391.3|DMEL
OG0004219	LOC119659130|XP_037922983.1|HILL	CG9773|NP_649813.1|DMEL
OG0004220	LOC119658911|XP_037922649.1|HILL	Sap47|NP_001356918.1|DMEL
OG0004221	LOC119659758|XP_037923947.1|HILL	meigo|NP_001097853.1|DMEL
OG0004222	LOC119659442|XP_037923454.1|HILL	CG10005|NP_650137.3|DMEL
OG0004223	LOC119659173|XP_037923057.1|HILL	mfas|NP_788655.1|DMEL
OG0004224	LOC119660602|XP_037925210.1|HILL	CG2519|NP_649546.1|DMEL
OG0004225	LOC119649836|XP_037908108.1|HILL	CG3149|NP_572246.1|DMEL
OG0004226	LOC119658774|XP_037922399.1|HILL	ema|NP_650542.1|DMEL
OG0004227	LOC119660512|XP_037925055.1|HILL	Sb|NP_476709.1|DMEL
OG0004228	LOC119659591|XP_037923678.1|HILL	CG5903|NP_650523.1|DMEL
OG0004229	LOC119654308|XP_037915556.1|HILL	sli|NP_001261017.1|DMEL
OG0004230	LOC119653500|XP_037914064.1|HILL	fs_1_h|NP_001259321.1|DMEL
OG0004231	LOC119649186|XP_037907141.1|HILL	Ero1L|NP_647865.2|DMEL
OG0004232	LOC119647677|XP_037904682.1|HILL	Teh2|NP_001163345.1|DMEL
OG0004233	LOC119647673|XP_037904679.1|HILL	Teh3|NP_652335.1|DMEL
OG0004234	LOC119648081|XP_037905495.1|HILL	ImpL2|NP_728961.2|DMEL
OG0004235	LOC119657778|XP_037920774.1|HILL	Seipin|NP_570012.1|DMEL
OG0004236	LOC119659786|XP_037923982.1|HILL	repo|NP_477026.1|DMEL
OG0004237	LOC119660046|XP_037924352.1|HILL	Nlg1|NP_731172.2|DMEL
OG0004238	LOC119659899|XP_037924151.1|HILL	Alg1|NP_650662.1|DMEL
OG0004239	LOC119659024|XP_037922845.1|HILL	Smyd5|NP_650955.1|DMEL
OG0004240	LOC119659370|XP_037923353.1|HILL	Mms19|NP_649519.1|DMEL
OG0004241	LOC119659639|XP_037923767.1|HILL	osk|NP_731295.1|DMEL
OG0004242	LOC119660447|XP_037924928.1|HILL	CG11986|NP_649862.1|DMEL
OG0004243	LOC119648851|XP_037906656.1|HILL	Gen|NP_647943.2|DMEL
OG0004244	LOC119652857|XP_037913141.1|HILL	CG7988|NP_650691.1|DMEL
OG0004245	LOC119655080|XP_037916707.1|HILL	sturkopf|NP_612097.1|DMEL
OG0004246	LOC119661028|XP_037926113.1|HILL	Duba|NP_648482.3|DMEL
OG0004247	LOC119653705|XP_037914516.1|HILL	temp|NP_569992.1|DMEL
OG0004248	LOC119659796|XP_037923995.1|HILL	Cpr57A|NP_001137721.1|DMEL
OG0004249	LOC119661036|XP_037926133.1|HILL	Vdup1|NP_612004.2|DMEL
OG0004250	LOC119657215|XP_037919954.1|HILL	Nnp-1|NP_651976.1|DMEL
OG0004251	LOC119655183|XP_037916868.1|HILL	CG13366|NP_001036254.1|DMEL
OG0004252	LOC119654644|XP_037916049.1|HILL	JHDM2|NP_788611.1|DMEL
OG0004253	LOC119659554|XP_037923631.1|HILL	CG13318|NP_649831.1|DMEL
OG0004254	LOC119656038|XP_037918234.1|HILL	CG12237|NP_608336.1|DMEL
OG0004255	LOC119656252|XP_037918595.1|HILL, LOC119656251|XP_037918594.1|HILL	Gr23a|NP_787965.1|DMEL
OG0004256	LOC119653794|XP_037914728.1|HILL	CG5065|NP_611143.1|DMEL
OG0004257	LOC119651445|XP_037910977.1|HILL	Cog7|NP_651750.1|DMEL
OG0004258	LOC119660400|XP_037924863.1|HILL	Cad96Cb|NP_001287524.1|DMEL
OG0004259	LOC119655112|XP_037916762.1|HILL	CG8306|NP_611140.3|DMEL
OG0004260	LOC119659140|XP_037923002.1|HILL	smash|NP_001246912.1|DMEL
OG0004261	LOC119660449|XP_037924936.1|HILL	Nmdar1|NP_730940.1|DMEL
OG0004262	LOC119660282|XP_037924680.1|HILL	CG13623|NP_651267.1|DMEL
OG0004263	LOC119659380|XP_037923369.1|HILL	Dl|NP_477264.1|DMEL
OG0004264	LOC119658852|XP_037922532.1|HILL	mRpS9|NP_524270.2|DMEL
OG0004265	LOC119659903|XP_037924156.1|HILL	CG1234|NP_649710.1|DMEL
OG0004266	LOC119660370|XP_037924814.1|HILL	CG10185|NP_650521.1|DMEL
OG0004267	LOC119659196|XP_037923086.1|HILL	p23|NP_649925.1|DMEL
OG0004268	LOC119654675|XP_037916100.1|HILL	ths|NP_610701.2|DMEL
OG0004269	LOC119653578|XP_037914249.1|HILL	Tsf3|NP_523759.1|DMEL
OG0004270	LOC119653895|XP_037914953.1|HILL	Rpt1|NP_477473.1|DMEL
OG0004271	LOC119656293|XP_037918657.1|HILL	Pex13|NP_610850.1|DMEL
OG0004272	LOC119660295|XP_037924695.1|HILL	mgr|NP_650067.1|DMEL
OG0004273	LOC119658805|XP_037922455.1|HILL	CG17202|NP_650194.1|DMEL
OG0004274	LOC119655853|XP_037917900.1|HILL	Psf3|NP_572624.1|DMEL
OG0004275	LOC119655008|XP_037916603.1|HILL	rho-4|NP_525084.1|DMEL
OG0004276	LOC119655466|XP_037917296.1|HILL	Pop4|NP_648168.1|DMEL
OG0004277	LOC119648306|XP_037905900.1|HILL	CG14132|NP_001097586.1|DMEL
OG0004278	LOC119654854|XP_037916363.1|HILL	Coq5|NP_572865.1|DMEL
OG0004279	LOC119661714|XP_037927096.1|HILL	Pex12|NP_608546.1|DMEL
OG0004280	LOC119646808|XP_037903328.1|HILL	SK|NP_001284887.1|DMEL
OG0004281	LOC119654973|XP_037916561.1|HILL	Mlh1|NP_477022.1|DMEL
OG0004282	LOC119655997|XP_037918164.1|HILL	IntS8|NP_611162.2|DMEL
OG0004283	LOC119653926|XP_037915015.1|HILL	Fen1|NP_523765.1|DMEL
OG0004284	LOC119648937|XP_037906778.1|HILL	CG31915|NP_723087.1|DMEL
OG0004285	LOC119659960|XP_037924243.1|HILL	CG13599|NP_651194.1|DMEL
OG0004286	LOC119649230|XP_037907218.1|HILL	Dnai2|NP_001261723.1|DMEL
OG0004287	LOC119647785|XP_037904895.1|HILL	Dph1|NP_648496.1|DMEL
OG0004288	LOC119649647|XP_037907830.1|HILL	CG7339|NP_648490.1|DMEL
OG0004289	LOC119648011|XP_037905339.1|HILL	CG42637|NP_524165.2|DMEL, Gyc76C|NP_001163473.1|DMEL
OG0004290	LOC119654671|XP_037916093.1|HILL	SmydA-1|NP_610944.1|DMEL
OG0004291	LOC119654426|XP_037915745.1|HILL	Sec61beta|NP_652037.1|DMEL
OG0004292	LOC119647422|XP_037904247.1|HILL	lark|NP_523957.1|DMEL
OG0004293	LOC119649907|XP_037908233.1|HILL	GXIVsPLA2|NP_648815.1|DMEL
OG0004294	LOC119647651|XP_037904640.1|HILL	Sytbeta|NP_648734.1|DMEL
OG0004295	LOC119649160|XP_037907096.1|HILL	Reck|NP_648733.2|DMEL
OG0004296	LOC119649172|XP_037907128.1|HILL	mRpL39|NP_524075.2|DMEL
OG0004297	LOC119655794|XP_037917816.1|HILL	slbo|NP_523843.1|DMEL
OG0004298	LOC119655565|XP_037917425.1|HILL	ptc|NP_523661.2|DMEL
OG0004299	LOC119653756|XP_037914615.1|HILL	shot|NP_725339.1|DMEL
OG0004300	LOC119654536|XP_037915906.1|HILL	BORCS7|NP_725975.2|DMEL
OG0004301	LOC119649828|XP_037908096.1|HILL	eco|NP_648106.1|DMEL
OG0004302	LOC119655496|XP_037917326.1|HILL	calypso|NP_611096.1|DMEL
OG0004303	LOC119656294|XP_037918658.1|HILL	Uba1|NP_477310.2|DMEL
OG0004304	LOC119656295|XP_037918659.1|HILL	Klp54D|NP_001303355.1|DMEL
OG0004305	LOC119653569|XP_037914214.1|HILL	ATP8A|NP_001137651.1|DMEL
OG0004306	LOC119654904|XP_037916460.1|HILL	OSCP1|NP_610731.2|DMEL
OG0004307	LOC119655237|XP_037916951.1|HILL	PheRS-m|NP_477283.1|DMEL
OG0004308	LOC119653501|XP_037914079.1|HILL	Galphas|NP_477505.1|DMEL
OG0004309	LOC119654353|XP_037915625.1|HILL	mRpL12|NP_524742.1|DMEL
OG0004310	LOC119656274|XP_037918625.1|HILL	Sec31|NP_001286215.1|DMEL
OG0004311	LOC119650175|XP_037908657.1|HILL	Su_var_3-3|NP_649194.1|DMEL
OG0004312	LOC119654288|XP_037915504.1|HILL	Nop60B|NP_525120.1|DMEL
OG0004313	LOC119654876|XP_037916405.1|HILL	bin3|NP_724468.1|DMEL
OG0004314	LOC119656314|XP_037918689.1|HILL	mahj|NP_611592.2|DMEL
OG0004315	LOC119654553|XP_037915928.1|HILL	Rpn8|NP_001261167.1|DMEL
OG0004316	LOC119654211|XP_037915351.1|HILL	CG46338|NP_524888.1|DMEL
OG0004317	LOC119656094|XP_037918332.1|HILL	Gasz|NP_610362.1|DMEL
OG0004318	LOC119656006|XP_037918176.1|HILL	ocm|NP_611894.1|DMEL
