Orthogroup	HILL.longest_only	DSIM.longest_only
OG0005501	LOC119657241|XP_037919987.1|HILL	LOC6732758|XP_016025480.1|DSIM
OG0005502	LOC119646584|XP_037903006.1|HILL	LOC6732759|XP_016025482.1|DSIM
OG0005503	LOC119652351|XP_037912342.1|HILL	LOC6731964|XP_016024643.1|DSIM
OG0005504	LOC119661333|XP_037926563.1|HILL	LOC6730599|XP_016023037.1|DSIM
OG0005506	LOC119647086|XP_037903778.1|HILL	LOC6732978|XP_002080057.1|DSIM
OG0005507	LOC119661140|XP_037926269.1|HILL	LOC6730427|XP_002077608.1|DSIM
OG0005508	LOC119646805|XP_037903326.1|HILL	LOC6731900|XP_002079035.1|DSIM
OG0005509	LOC119651569|XP_037911134.1|HILL	LOC6730702|XP_002077872.1|DSIM
OG0005510	LOC119650815|XP_037909881.1|HILL	LOC6732279|XP_016024944.1|DSIM
OG0005511	LOC119655562|XP_037917421.1|HILL	LOC6724781|XP_002105823.1|DSIM
OG0005512	LOC119651273|XP_037910706.1|HILL	LOC6729121|XP_016035768.1|DSIM
OG0005513	LOC119648193|XP_037905716.1|HILL	LOC6725965|XP_002106948.1|DSIM
OG0005514	LOC119652459|XP_037912551.1|HILL	LOC6729047|XP_016035699.1|DSIM
OG0005515	LOC119654506|XP_037915873.1|HILL	LOC6734196|XP_002081225.1|DSIM
OG0005516	LOC119654500|XP_037915860.1|HILL	LOC6731804|XP_016024491.1|DSIM
OG0005517	LOC119650830|XP_037909895.1|HILL	LOC6731450|XP_039147727.1|DSIM
OG0005518	LOC119646824|XP_037903371.1|HILL	LOC27206499|XP_016025440.1|DSIM
OG0005519	LOC119661119|XP_037926242.1|HILL	LOC27208695|XP_016027100.1|DSIM
OG0005520	LOC119651631|XP_037911223.1|HILL	LOC6731885|XP_039154311.1|DSIM
OG0005521	LOC119655622|XP_037917522.1|HILL	LOC6731883|XP_002079018.1|DSIM
OG0005522	LOC119661285|XP_037926489.1|HILL	LOC6737646|XP_016031421.1|DSIM
OG0005523	LOC119661248|XP_037926415.1|HILL	LOC6733037|XP_002080116.2|DSIM
OG0005524	LOC119646315|XP_037902663.1|HILL	LOC6731311|XP_039151506.1|DSIM
OG0005525	LOC119660839|XP_037925645.1|HILL	LOC6731682|XP_002078822.1|DSIM
OG0005526	LOC119646405|XP_037902777.1|HILL	LOC6731781|XP_002078916.1|DSIM
OG0005527	LOC119660986|XP_037925999.1|HILL	LOC6724747|XP_016037448.1|DSIM
OG0005528	LOC119661637|XP_037926988.1|HILL	LOC6731355|XP_016023943.1|DSIM
OG0005529	LOC119650714|XP_037909652.1|HILL	LOC6733063|XP_016025754.1|DSIM
OG0005530	LOC119651714|XP_037911362.1|HILL	LOC6730784|XP_016023195.1|DSIM
OG0005531	LOC119647578|XP_037904513.1|HILL	LOC6738986|XP_002085781.2|DSIM
OG0005532	LOC119653134|XP_037913594.1|HILL	LOC6730403|XP_016022867.1|DSIM
OG0005533	LOC119653843|XP_037914819.1|HILL	LOC27206526|XP_039150108.1|DSIM
OG0005534	LOC119657210|XP_037919948.1|HILL	LOC6736302|XP_002083186.2|DSIM
OG0005535	LOC119647248|XP_037904052.1|HILL	LOC6730649|XP_016023087.1|DSIM
OG0005536	LOC119661379|XP_037926626.1|HILL	LOC27206560|XP_016025252.1|DSIM
OG0005538	LOC119646617|XP_037903051.1|HILL	LOC6732671|XP_002079788.1|DSIM
OG0005539	LOC119646371|XP_037902735.1|HILL	LOC6732734|XP_016025466.1|DSIM
OG0005540	LOC119649400|XP_037907456.1|HILL	LOC6730489|XP_002077670.2|DSIM
OG0005541	LOC119650106|XP_037908558.1|HILL	LOC6730423|XP_002077604.2|DSIM
OG0005542	LOC119660742|XP_037925376.1|HILL	LOC6736630|XP_016030214.1|DSIM
OG0005543	LOC119650693|XP_037909597.1|HILL	LOC6732812|XP_002079925.1|DSIM
OG0005544	LOC119651880|XP_037911624.1|HILL	LOC6730468|XP_039146927.1|DSIM
OG0005545	LOC119646324|XP_037902672.1|HILL	LOC6731968|XP_002079102.1|DSIM
OG0005546	LOC119650636|XP_037909487.1|HILL	LOC6733035|XP_016025722.1|DSIM
OG0005547	LOC119657357|XP_037920161.1|HILL	LOC6731472|XP_016024155.1|DSIM
OG0005548	LOC119661500|XP_037926795.1|HILL	LOC6731477|XP_016024158.1|DSIM
OG0005549	LOC119661209|XP_037926360.1|HILL	LOC6731479|XP_002078628.1|DSIM
OG0005550	LOC119647202|XP_037903946.1|HILL	LOC6731063|XP_016023582.1|DSIM
OG0005551	LOC119650777|XP_037909816.1|HILL	LOC6735189|XP_016028474.1|DSIM
OG0005552	LOC119650770|XP_037909805.1|HILL	LOC6735188|XP_002082162.2|DSIM
OG0005553	LOC119649148|XP_037907090.1|HILL	LOC6730600|XP_002077779.1|DSIM
OG0005554	LOC119647262|XP_037904072.1|HILL	LOC6730945|XP_016023405.2|DSIM
OG0005555	LOC119653258|XP_037917587.1|HILL	LOC6739202|XP_016023400.1|DSIM
OG0005556	LOC119646121|XP_037906169.1|HILL	LOC6739204|XP_002076116.1|DSIM
OG0005557	LOC119655753|XP_037917738.1|HILL	LOC6732546|XP_002079665.2|DSIM
OG0005558	LOC119647302|XP_037904132.1|HILL	LOC6739874|XP_016038769.1|DSIM
OG0005559	LOC119658355|XP_037921645.1|HILL	LOC6732976|XP_016025658.1|DSIM
OG0005560	LOC119650689|XP_037909586.1|HILL	LOC6732544|XP_002079663.1|DSIM
OG0005561	LOC119661303|XP_037926520.1|HILL	LOC27207672|XP_016038573.1|DSIM
OG0005562	LOC119656555|XP_037918859.1|HILL	LOC6731005|XP_016023471.1|DSIM
OG0005563	LOC119660880|XP_037925723.1|HILL	LOC6724739|XP_016037422.1|DSIM
OG0005564	LOC119652983|XP_037913335.1|HILL	LOC6731770|XP_039154334.1|DSIM
OG0005565	LOC119646553|XP_037902959.1|HILL	LOC6732604|XP_016025309.1|DSIM
OG0005566	LOC119661559|XP_037926878.1|HILL	LOC6732605|XP_002079724.1|DSIM
OG0005567	LOC119652047|XP_037911910.1|HILL	LOC6729464|XP_016036137.1|DSIM
OG0005568	LOC119661735|XP_037927129.1|HILL	LOC6731028|XP_002078189.2|DSIM
OG0005569	LOC119651309|XP_037910763.1|HILL	LOC6730658|XP_016023096.1|DSIM
OG0005570	LOC119646448|XP_037902828.1|HILL	LOC6730526|XP_016022981.1|DSIM
OG0005571	LOC119655241|XP_037916954.1|HILL	LOC6735830|XP_039148836.1|DSIM
OG0005572	LOC119657478|XP_037920329.1|HILL	LOC6735536|XP_002082472.2|DSIM
OG0005573	LOC119653788|XP_037914719.1|HILL	LOC6729622|XP_016036258.1|DSIM
OG0005574	LOC119660712|XP_037925283.1|HILL	LOC6733398|XP_016026319.1|DSIM
OG0005575	LOC119659769|XP_037923956.1|HILL	LOC27207042|XP_016035324.1|DSIM
OG0005576	LOC119660947|XP_037925884.1|HILL	LOC6734711|XP_002081718.1|DSIM
OG0005577	LOC119647520|XP_037904416.1|HILL	LOC6738121|XP_016031958.1|DSIM
OG0005578	LOC119649918|XP_037908248.1|HILL	LOC6738821|XP_016032636.1|DSIM
OG0005579	LOC119649919|XP_037908251.1|HILL	LOC27207176|XP_016032637.1|DSIM
OG0005580	LOC119649472|XP_037907557.1|HILL	LOC6737384|XP_002084222.2|DSIM
OG0005581	LOC119653747|XP_037914601.1|HILL	LOC6725257|XP_039153443.1|DSIM
OG0005582	LOC119647557|XP_037904477.1|HILL	LOC6739074|XP_016032900.1|DSIM
OG0005583	LOC119649686|XP_037907876.1|HILL	LOC6737282|XP_002084122.1|DSIM
OG0005584	LOC119654943|XP_037916527.1|HILL	LOC6731176|XP_039148766.1|DSIM
OG0005585	LOC119660026|XP_037924331.1|HILL	LOC6727053|XP_002102450.1|DSIM
OG0005586	LOC119659706|XP_037923887.1|HILL	LOC6726830|XP_002102237.1|DSIM
OG0005587	LOC119660256|XP_037924638.1|HILL	LOC6731914|XP_002079049.2|DSIM
OG0005588	LOC119658763|XP_037922384.1|HILL	LOC6738246|XP_016032115.1|DSIM
OG0005589	LOC119658771|XP_037922395.1|HILL	LOC6728849|XP_002104183.1|DSIM
OG0005590	LOC119657166|XP_037919884.1|HILL	LOC6733263|XP_002080326.1|DSIM
OG0005591	LOC119660300|XP_037924701.1|HILL	LOC27208834|XP_039152432.1|DSIM
OG0005592	LOC119659453|XP_037923466.1|HILL	LOC6727787|XP_016034358.1|DSIM
OG0005593	LOC119650335|XP_037908918.1|HILL	LOC6736436|XP_002083307.1|DSIM
OG0005594	LOC119650334|XP_037908917.1|HILL	LOC6737084|XP_002083931.1|DSIM
OG0005595	LOC119650333|XP_037908916.1|HILL	LOC6737083|XP_039148942.1|DSIM
OG0005596	LOC119649270|XP_037907287.1|HILL	LOC6736410|XP_002083282.1|DSIM
OG0005597	LOC119660153|XP_037924483.1|HILL	LOC6728964|XP_039151468.1|DSIM
OG0005598	LOC119659410|XP_037923410.1|HILL	LOC6730121|XP_002105414.1|DSIM
OG0005599	LOC119652547|XP_037912682.1|HILL	LOC6735533|XP_016028885.1|DSIM
OG0005600	LOC119649115|XP_037907043.1|HILL	LOC6728923|XP_002104251.1|DSIM
OG0005601	LOC119653662|XP_037914420.1|HILL	LOC27207490|XP_016040083.1|DSIM
OG0005602	LOC119660284|XP_037924683.1|HILL	LOC6729719|XP_039151692.1|DSIM
OG0005603	LOC119655015|XP_037916615.1|HILL	LOC6734591|XP_002081599.1|DSIM
OG0005604	LOC119653455|XP_037913992.1|HILL	LOC6734588|XP_039148631.1|DSIM
OG0005605	LOC119653711|XP_037914520.1|HILL	LOC6734120|XP_039147856.1|DSIM
OG0005606	LOC119656843|XP_037919424.1|HILL	LOC6732053|XP_002079185.2|DSIM
OG0005607	LOC119658762|XP_037922383.1|HILL	LOC6728521|XP_002103866.1|DSIM
OG0005608	LOC119660542|XP_037925103.1|HILL	LOC27206719|XP_016035182.1|DSIM
OG0005609	LOC119660853|XP_037925676.1|HILL	LOC6736593|XP_016030188.1|DSIM
OG0005610	LOC119660304|XP_037924706.1|HILL	LOC6737227|XP_002084067.1|DSIM
OG0005611	LOC119647505|XP_037904388.1|HILL	LOC6736632|XP_016030228.1|DSIM
OG0005612	LOC119659154|XP_037923032.1|HILL	LOC6728437|XP_002103782.1|DSIM
OG0005613	LOC119659693|XP_037923876.1|HILL	LOC6727824|XP_002103185.1|DSIM
OG0005614	LOC119659003|XP_037922817.1|HILL	LOC6726809|XP_016033312.1|DSIM
OG0005615	LOC119659598|XP_037923691.1|HILL	LOC6730346|XP_039150495.1|DSIM
OG0005616	LOC119659379|XP_037923368.1|HILL	LOC6727991|XP_002103343.1|DSIM
OG0005617	LOC119659109|XP_037922960.1|HILL	LOC6726971|XP_016033470.2|DSIM
OG0005618	LOC119657815|XP_037920858.1|HILL	LOC6734072|XP_002081107.1|DSIM
OG0005619	LOC119653802|XP_037914748.1|HILL	LOC6727544|XP_002102924.1|DSIM
OG0005620	LOC119653659|XP_037914411.1|HILL	LOC6725625|XP_016038834.1|DSIM
OG0005621	LOC119654208|XP_037915339.1|HILL	LOC6739992|XP_039152275.1|DSIM
OG0005622	LOC119655139|XP_037916802.1|HILL	LOC6725302|XP_002106320.1|DSIM
OG0005623	LOC119655392|XP_037917192.1|HILL	LOC6724961|XP_016037829.1|DSIM
OG0005624	LOC119659714|XP_037923896.1|HILL	LOC6727030|XP_016033521.1|DSIM
OG0005625	LOC119659651|XP_037923786.1|HILL	LOC6727903|XP_016034522.1|DSIM
OG0005626	LOC119660001|XP_037924307.1|HILL	LOC6725401|XP_016038465.1|DSIM
OG0005627	LOC119658810|XP_037922459.1|HILL	LOC6728467|XP_016035109.1|DSIM
OG0005628	LOC119660579|XP_037925160.1|HILL	LOC6727975|XP_002103327.1|DSIM
OG0005629	LOC119651545|XP_037911106.1|HILL	LOC6733993|XP_002081037.1|DSIM
OG0005630	LOC119653390|XP_037913869.1|HILL	LOC6734164|XP_016027166.1|DSIM
OG0005631	LOC119648344|XP_037905967.1|HILL	LOC6725633|XP_002106640.1|DSIM
OG0005632	LOC119653812|XP_037914764.1|HILL	LOC6725898|XP_039152904.1|DSIM
OG0005633	LOC119659603|XP_037923699.1|HILL	LOC6727582|XP_016034175.1|DSIM
OG0005634	LOC119659541|XP_037923613.1|HILL	LOC6727657|XP_016034254.1|DSIM
OG0005635	LOC119660305|XP_037924707.1|HILL	LOC6731754|XP_016024430.1|DSIM
OG0005636	LOC119658587|XP_037921971.1|HILL	LOC6726967|XP_016033459.1|DSIM
OG0005637	LOC119659342|XP_037923314.1|HILL	LOC6728911|XP_002104241.1|DSIM
OG0005638	LOC119653552|XP_037914188.1|HILL	LOC6735374|XP_016028702.1|DSIM
OG0005639	LOC119656286|XP_037918643.1|HILL	LOC6735499|XP_016028836.2|DSIM
OG0005640	LOC119659711|XP_037923893.1|HILL	LOC6728490|XP_002103835.1|DSIM
OG0005641	LOC119654219|XP_037915360.1|HILL	LOC6740033|XP_016038576.1|DSIM
OG0005642	LOC119651564|XP_037911126.1|HILL	LOC6727214|XP_002102606.1|DSIM
OG0005643	LOC119648935|XP_037906777.1|HILL	LOC6736765|XP_002083621.2|DSIM
OG0005644	LOC119648934|XP_037906775.1|HILL	LOC6737478|XP_002084314.1|DSIM
OG0005645	LOC119653720|XP_037914541.1|HILL	LOC6739966|XP_016037989.1|DSIM
OG0005646	LOC119654832|XP_037916332.1|HILL	LOC27207696|XP_039153917.1|DSIM
OG0005647	LOC119649850|XP_037908135.1|HILL	LOC6731175|XP_016023728.1|DSIM
OG0005648	LOC119648255|XP_037905827.1|HILL	LOC6737628|XP_002084460.1|DSIM
OG0005649	LOC119659244|XP_037923152.1|HILL	LOC6726738|XP_016033232.1|DSIM
OG0005650	LOC119659778|XP_037923971.1|HILL	LOC6726732|XP_002102143.1|DSIM
OG0005651	LOC119660132|XP_037924459.1|HILL	LOC6740573|XP_016038557.1|DSIM
OG0005652	LOC119659074|XP_037922914.1|HILL	LOC6729839|XP_016036562.1|DSIM
OG0005653	LOC119653607|XP_037914297.1|HILL	LOC6731847|XP_002078982.2|DSIM
OG0005654	LOC119660374|XP_037924819.1|HILL	LOC6726718|XP_002102129.1|DSIM
OG0005655	LOC119660251|XP_037924634.1|HILL	LOC6727999|XP_016034598.1|DSIM
OG0005656	LOC119659486|XP_037923527.1|HILL	LOC6727986|XP_016034574.1|DSIM
OG0005657	LOC119660540|XP_037925095.1|HILL	LOC6728779|XP_016035460.1|DSIM
OG0005658	LOC119659980|XP_037924277.1|HILL	LOC6727433|XP_002102814.1|DSIM
OG0005659	LOC119659062|XP_037922898.1|HILL	LOC6729625|XP_039151926.1|DSIM
OG0005660	LOC119648213|XP_037905749.1|HILL	LOC6738335|XP_002085145.1|DSIM
OG0005661	LOC119659404|XP_037923403.1|HILL	LOC6728770|XP_002104105.2|DSIM
OG0005662	LOC119659579|XP_037923664.1|HILL	LOC6728496|XP_039151212.1|DSIM
OG0005663	LOC119653508|XP_037914096.1|HILL	LOC6739984|XP_002076872.1|DSIM
OG0005664	LOC119659258|XP_037923178.1|HILL	LOC6729881|XP_016036647.1|DSIM
OG0005665	LOC119658696|XP_037922212.1|HILL	LOC6729732|XP_016036393.1|DSIM
OG0005666	LOC119656146|XP_037918407.1|HILL	LOC6725561|XP_039153255.1|DSIM
OG0005667	LOC119654585|XP_037915971.1|HILL	LOC6725193|XP_016038218.1|DSIM
OG0005668	LOC119648246|XP_037905811.1|HILL	LOC6737633|XP_016031402.1|DSIM
OG0005669	LOC119658940|XP_037922725.1|HILL	LOC6731398|XP_016024017.1|DSIM
OG0005670	LOC119660328|XP_037924734.1|HILL	LOC6729618|XP_002104926.1|DSIM
OG0005671	LOC119660504|XP_037925029.1|HILL	LOC6728703|XP_016035372.1|DSIM
OG0005672	LOC119659521|XP_037923584.1|HILL	LOC6731782|XP_002078917.2|DSIM
OG0005673	LOC119651810|XP_037911529.1|HILL	LOC6736438|XP_016029951.1|DSIM
OG0005674	LOC119659071|XP_037922910.1|HILL	LOC6738003|XP_039149272.1|DSIM
OG0005675	LOC119659160|XP_037923038.1|HILL	LOC6727908|XP_002103263.1|DSIM
OG0005676	LOC119648030|XP_037905383.1|HILL	LOC6736825|XP_002083681.1|DSIM
OG0005677	LOC119658267|XP_037921490.1|HILL	LOC6734629|XP_016027790.1|DSIM
OG0005678	LOC119658732|XP_037922323.1|HILL	LOC6728843|XP_016035526.1|DSIM
OG0005679	LOC119660111|XP_037924424.1|HILL	LOC6728023|XP_016034617.1|DSIM
OG0005680	LOC119650582|XP_037909342.1|HILL	LOC6730948|XP_016023408.1|DSIM
OG0005681	LOC119658950|XP_037922751.1|HILL	LOC6728013|XP_002103365.1|DSIM
OG0005682	LOC119658948|XP_037922748.1|HILL	LOC6728014|XP_002103366.1|DSIM
OG0005683	LOC119655154|XP_037916823.1|HILL	LOC6725817|XP_039153751.1|DSIM
OG0005684	LOC119648067|XP_037905469.1|HILL	LOC6737225|XP_002084065.1|DSIM
OG0005685	LOC119653416|XP_037913913.1|HILL	LOC6724841|XP_016037623.2|DSIM
OG0005686	LOC119659631|XP_037923757.1|HILL	LOC6739743|XP_002076634.1|DSIM
OG0005687	LOC119654443|XP_037915771.1|HILL	LOC6738631|XP_016032470.1|DSIM
OG0005688	LOC119655931|XP_037918041.1|HILL	LOC6733776|XP_002080820.1|DSIM
OG0005690	LOC119654051|XP_037915140.1|HILL	LOC6729370|XP_002104686.1|DSIM
OG0005691	LOC119659560|XP_037923637.1|HILL	LOC6729422|XP_016036062.1|DSIM
OG0005692	LOC119660011|XP_037924318.1|HILL	LOC6730475|XP_002077656.2|DSIM
OG0005693	LOC119658716|XP_037922263.1|HILL	LOC6736885|XP_016030534.1|DSIM
OG0005694	LOC119660213|XP_037924575.1|HILL	LOC6727365|XP_039150381.1|DSIM
OG0005695	LOC119659977|XP_037924271.1|HILL	LOC6727585|XP_016034179.1|DSIM
OG0005696	LOC119659649|XP_037923785.1|HILL	LOC27208791|XP_016034178.1|DSIM
OG0005697	LOC119659700|XP_037923880.1|HILL	LOC6727584|XP_016034177.1|DSIM
OG0005698	LOC119659180|XP_037923066.1|HILL	LOC6733672|XP_002080719.1|DSIM
OG0005699	LOC119660533|XP_037925090.1|HILL	LOC6729610|XP_016036248.1|DSIM
OG0005700	LOC119653506|XP_037914091.1|HILL	LOC6724957|XP_039152517.1|DSIM
OG0005701	LOC119654187|XP_037915309.1|HILL	LOC6730551|XP_016023004.1|DSIM
OG0005702	LOC119655483|XP_037917313.1|HILL	LOC6725062|XP_002106090.2|DSIM
OG0005703	LOC119655998|XP_037918165.1|HILL	LOC6735502|XP_002082441.1|DSIM
OG0005705	LOC119648410|XP_037906088.1|HILL	LOC6737382|XP_002084220.1|DSIM
OG0005706	LOC119659044|XP_037922878.1|HILL	LOC6727972|XP_016034562.1|DSIM
OG0005707	LOC119654235|XP_037915390.1|HILL	LOC6726019|XP_039152246.1|DSIM
OG0005708	LOC119654827|XP_037916323.1|HILL	LOC6724858|XP_002105897.1|DSIM
OG0005709	LOC119659738|XP_037923926.1|HILL	LOC6729997|XP_002105291.1|DSIM
OG0005710	LOC119659210|XP_037923107.1|HILL	LOC6728558|XP_002103899.1|DSIM
OG0005711	LOC119649929|XP_037908276.1|HILL	LOC6738744|XP_002085544.3|DSIM
OG0005712	LOC119649380|XP_037907426.1|HILL	LOC6730866|XP_016023291.1|DSIM
OG0005713	LOC119660589|XP_037925186.1|HILL	LOC6729720|XP_016036374.1|DSIM
OG0005714	LOC119654216|XP_037915357.1|HILL	LOC6729466|XP_016036141.1|DSIM
OG0005715	LOC119660584|XP_037925167.1|HILL	LOC6727656|XP_016034248.1|DSIM
OG0005716	LOC119658727|XP_037922317.1|HILL	LOC6728906|XP_016035597.1|DSIM
OG0005717	LOC119660142|XP_037924470.1|HILL	LOC6726770|XP_016033254.1|DSIM
OG0005718	LOC119659629|XP_037923755.1|HILL	LOC6728041|XP_002103393.1|DSIM
OG0005719	LOC119660422|XP_037924897.1|HILL	LOC6729727|XP_002105033.2|DSIM
OG0005720	LOC119654496|XP_037915848.1|HILL	LOC6727629|XP_002103006.2|DSIM
OG0005721	LOC119659509|XP_037923567.1|HILL	LOC6729723|XP_016036377.1|DSIM
OG0005722	LOC119659534|XP_037923603.1|HILL	LOC6727070|XP_016033564.2|DSIM
OG0005723	LOC119660174|XP_037924508.1|HILL	LOC6726806|XP_016033306.1|DSIM
OG0005724	LOC119654893|XP_037916439.1|HILL	LOC6735352|XP_016028686.1|DSIM
OG0005725	LOC119660299|XP_037924700.1|HILL	LOC6727684|XP_016034258.1|DSIM
OG0005726	LOC119653697|XP_037914500.1|HILL	LOC6725736|XP_002106737.1|DSIM
OG0005727	LOC119659481|XP_037923519.1|HILL	LOC6727055|XP_016033539.1|DSIM
OG0005728	LOC119659113|XP_037922963.1|HILL	LOC6728760|XP_002104095.2|DSIM
OG0005729	LOC119658862|XP_037922546.1|HILL	LOC6728758|XP_016035436.1|DSIM
OG0005730	LOC119660292|XP_037924690.1|HILL	LOC6728859|XP_002104193.1|DSIM
OG0005731	LOC119660107|XP_037924417.1|HILL	LOC6728858|XP_002104192.1|DSIM
OG0005732	LOC119659455|XP_037923468.1|HILL	LOC6728449|XP_002103794.1|DSIM
OG0005733	LOC119659795|XP_037923992.1|HILL	LOC6728448|XP_016035062.1|DSIM
OG0005734	LOC119659826|XP_037924040.1|HILL	LOC6729571|XP_016036231.1|DSIM
OG0005735	LOC119660343|XP_037924757.1|HILL	LOC6726725|XP_016033212.1|DSIM
OG0005736	LOC119659202|XP_037923098.1|HILL	LOC6726860|XP_016033362.1|DSIM
OG0005737	LOC119659229|XP_037923131.1|HILL	LOC6728753|XP_016035427.1|DSIM
OG0005738	LOC119659712|XP_037923894.1|HILL	LOC6728461|XP_016035078.1|DSIM
OG0005739	LOC119659155|XP_037923033.1|HILL	LOC6728510|XP_016035153.1|DSIM
OG0005740	LOC119660000|XP_037924306.1|HILL	LOC6730002|XP_016036768.1|DSIM
OG0005741	LOC119660119|XP_037924441.1|HILL	LOC6726885|XP_002102287.1|DSIM
OG0005742	LOC119660120|XP_037924442.1|HILL	LOC6727596|XP_016034193.1|DSIM
OG0005743	LOC119659368|XP_037923351.1|HILL	LOC6728922|XP_002104250.1|DSIM
OG0005744	LOC119659366|XP_037923350.1|HILL	LOC6728851|XP_039151285.1|DSIM
OG0005745	LOC119658683|XP_037922175.1|HILL	LOC6726786|XP_016033268.1|DSIM
OG0005746	LOC119660166|XP_037924500.1|HILL	LOC6726793|XP_002102201.1|DSIM
OG0005747	LOC119660124|XP_037924444.1|HILL	LOC6726800|XP_016033304.1|DSIM
OG0005748	LOC119658787|XP_037922422.1|HILL	LOC27207843|XP_016034213.2|DSIM
OG0005749	LOC119653591|XP_037914268.1|HILL	LOC27206671|XP_039153764.1|DSIM
OG0005750	LOC119655899|XP_037917982.1|HILL	LOC6726873|XP_016033379.2|DSIM
OG0005751	LOC119653613|XP_037914308.1|HILL	LOC6738348|XP_002085158.1|DSIM
OG0005752	LOC119646287|XP_037902626.1|HILL	LOC27207224|XP_016027900.1|DSIM
OG0005753	LOC119657099|XP_037919786.1|HILL	LOC6730976|XP_016023442.1|DSIM
OG0005754	LOC119654284|XP_037915499.1|HILL	LOC6734848|XP_002081849.1|DSIM
OG0005755	LOC119660358|XP_037924789.1|HILL	LOC6735979|XP_016029343.1|DSIM
OG0005756	LOC119659408|XP_037923408.1|HILL	LOC6728768|XP_002104103.1|DSIM
OG0005757	LOC119659433|XP_037923444.1|HILL	LOC6728921|XP_016035604.1|DSIM
OG0005758	LOC119659176|XP_037923060.1|HILL	LOC6726774|XP_016033257.1|DSIM
OG0005759	LOC119659324|XP_037923279.1|HILL	LOC6728741|XP_016035409.1|DSIM
OG0005760	LOC119659941|XP_037924209.1|HILL	LOC6728471|XP_016035114.1|DSIM
OG0005761	LOC119658867|XP_037922553.1|HILL	LOC6727411|XP_016033956.1|DSIM
OG0005762	LOC119659530|XP_037923595.1|HILL	LOC6727245|XP_002102637.1|DSIM
OG0005763	LOC119661004|XP_037926054.1|HILL	LOC6733246|XP_002080309.1|DSIM
OG0005764	LOC119660498|XP_037925021.1|HILL	LOC6726879|XP_002102281.1|DSIM
OG0005765	LOC119660491|XP_037925006.1|HILL	LOC6726876|XP_016033381.1|DSIM
OG0005766	LOC119659905|XP_037924158.1|HILL	LOC6727635|XP_016034234.1|DSIM
OG0005767	LOC119652001|XP_037911857.1|HILL	LOC6727330|XP_016033858.1|DSIM
OG0005768	LOC119655042|XP_037916651.1|HILL	LOC27208723|XP_016038363.1|DSIM
OG0005769	LOC119661298|XP_037926515.1|HILL	LOC27208306|XP_016033348.1|DSIM
OG0005770	LOC119659120|XP_037922973.1|HILL	LOC6727947|XP_039151245.1|DSIM
OG0005771	LOC119660424|XP_037924900.1|HILL	LOC6730109|XP_002105402.1|DSIM
OG0005772	LOC119659953|XP_037924230.1|HILL	LOC6728959|XP_016035638.1|DSIM
OG0005773	LOC119659207|XP_037923103.1|HILL	LOC6727876|XP_002103231.1|DSIM
OG0005774	LOC119658692|XP_037922205.1|HILL	LOC6728518|XP_016035175.1|DSIM
OG0005775	LOC119650237|XP_037908745.1|HILL	LOC6738750|XP_002085550.1|DSIM
OG0005776	LOC119648156|XP_037905659.1|HILL	LOC6738043|XP_016031867.1|DSIM
OG0005777	LOC119659320|XP_037923273.1|HILL	LOC6731535|XP_002078682.1|DSIM
OG0005778	LOC119658607|XP_037922012.1|HILL	LOC6728875|XP_039151119.1|DSIM
OG0005779	LOC119658568|XP_037921941.1|HILL	LOC6727961|XP_039151247.1|DSIM
OG0005780	LOC119648305|XP_037905898.1|HILL	LOC6737765|XP_002084593.1|DSIM
OG0005781	LOC119649063|XP_037906978.1|HILL	LOC6737637|XP_016031407.1|DSIM
OG0005782	LOC119648248|XP_037905815.1|HILL	LOC6737634|XP_002084466.1|DSIM
OG0005783	LOC119656321|XP_037918705.1|HILL	LOC6733913|XP_016026953.2|DSIM
OG0005784	LOC119659304|XP_037923245.1|HILL	LOC6729676|XP_016036340.1|DSIM
OG0005785	LOC119659270|XP_037923201.1|HILL	LOC6729677|XP_016036343.1|DSIM
OG0005786	LOC119660169|XP_037924503.1|HILL	LOC6728436|XP_016035037.1|DSIM
OG0005787	LOC119660275|XP_037924669.1|HILL	LOC6726716|XP_016033195.1|DSIM
OG0005788	LOC119653672|XP_037914432.1|HILL	LOC27208267|XP_016027577.1|DSIM
OG0005789	LOC119659505|XP_037923561.1|HILL	LOC27208155|XP_016033084.1|DSIM
OG0005790	LOC119653025|XP_037913397.1|HILL	LOC6730107|XP_039150391.1|DSIM
OG0005791	LOC119659782|XP_037923976.1|HILL	LOC6728015|XP_016034608.1|DSIM
OG0005792	LOC119659851|XP_037924082.1|HILL	LOC6728016|XP_002103368.2|DSIM
OG0005793	LOC119660383|XP_037924835.1|HILL	LOC27206939|XP_039150701.1|DSIM
OG0005794	LOC119659204|XP_037923101.1|HILL	LOC6739384|XP_002076293.1|DSIM
OG0005795	LOC119660419|XP_037924894.1|HILL	LOC6727818|XP_016034402.1|DSIM
OG0005796	LOC119648976|XP_037906826.1|HILL	LOC6738749|XP_039149152.1|DSIM
OG0005797	LOC119648380|XP_037906041.1|HILL	LOC6737482|XP_002084318.1|DSIM
OG0005798	LOC119658804|XP_037922454.1|HILL	LOC6728781|XP_002104116.1|DSIM
OG0005799	LOC119660548|XP_037925111.1|HILL	LOC6727162|XP_016033649.1|DSIM
OG0005800	LOC119658835|XP_037922502.1|HILL	LOC6727158|XP_016033646.1|DSIM
OG0005801	LOC119660151|XP_037924480.1|HILL	LOC6727159|XP_016033647.1|DSIM
