Orthogroup	HILL.longest_only	DSAN.longest_only
OG0004338	LOC119655176|XP_037916856.1|HILL	LOC120449970|XP_039488612.1|DSAN
OG0004339	LOC119654986|XP_037916576.1|HILL	LOC120446666|XP_039483671.1|DSAN
OG0004340	LOC119654985|XP_037916575.1|HILL	LOC120446665|XP_039483670.1|DSAN
OG0004341	LOC119655770|XP_037917753.1|HILL	LOC120445464|XP_039481843.1|DSAN
OG0004342	LOC119656152|XP_037918415.1|HILL	LOC120445161|XP_039481270.1|DSAN
OG0004343	LOC119653798|XP_037914740.1|HILL	LOC120445162|XP_039481271.1|DSAN
OG0004344	LOC119655727|XP_037917692.1|HILL	LOC120446205|XP_039482990.1|DSAN
OG0004345	LOC119654325|XP_037915581.1|HILL	LOC120445972|XP_039482638.1|DSAN
OG0004346	LOC119653859|XP_037914843.1|HILL	LOC120446091|XP_039482815.1|DSAN
OG0004347	LOC119655267|XP_037917006.1|HILL	LOC120444936|XP_039480871.1|DSAN
OG0004348	LOC119656013|XP_037918190.1|HILL	LOC120446372|XP_039483237.1|DSAN
OG0004349	LOC119655212|XP_037916914.1|HILL	LOC120445944|XP_039482544.1|DSAN
OG0004351	LOC119653764|XP_037914674.1|HILL	LOC120446273|XP_039483085.1|DSAN
OG0004352	LOC119660556|XP_037925124.1|HILL	LOC120451195|XP_039490580.1|DSAN
OG0004353	LOC119658893|XP_037922624.1|HILL	LOC120452586|XP_039492809.1|DSAN
OG0004354	LOC119658894|XP_037922625.1|HILL	LOC120451952|XP_039491909.1|DSAN
OG0004355	LOC119647773|XP_037904881.1|HILL	LOC120454327|XP_039495464.1|DSAN
OG0004356	LOC119654845|XP_037916352.1|HILL	LOC120446994|XP_039484228.1|DSAN
OG0004357	LOC119655644|XP_037917551.1|HILL	LOC120446305|XP_039483188.1|DSAN
OG0004358	LOC119654941|XP_037916522.1|HILL	LOC120445420|XP_039481770.1|DSAN
OG0004359	LOC119654255|XP_037915434.1|HILL	LOC120444639|XP_039480391.1|DSAN
OG0004360	LOC119650254|XP_037908774.1|HILL	LOC120449579|XP_039488067.1|DSAN
OG0004361	LOC119658859|XP_037922540.1|HILL	LOC120453226|XP_039493755.1|DSAN
OG0004362	LOC119654367|XP_037915640.1|HILL	LOC120449020|XP_039487234.1|DSAN
OG0004363	LOC119653713|XP_037914522.1|HILL	LOC120454943|XP_039496645.1|DSAN
OG0004364	LOC119654391|XP_037915693.1|HILL	LOC120447150|XP_039484532.1|DSAN
OG0004365	LOC119655039|XP_037916645.1|HILL	LOC120445047|XP_039481096.1|DSAN
OG0004366	LOC119649159|XP_037907099.1|HILL	LOC120458083|XP_039501534.1|DSAN
OG0004367	LOC119647668|XP_037904673.1|HILL	LOC120450443|XP_039489390.1|DSAN
OG0004368	LOC119650091|XP_037908534.1|HILL	LOC120447636|XP_039485077.1|DSAN
OG0004369	LOC119656327|XP_037918717.1|HILL	LOC120443701|XP_039478876.1|DSAN
OG0004370	LOC119653925|XP_037915012.1|HILL	LOC120446857|XP_039483988.1|DSAN
OG0004371	LOC119654595|XP_037915992.1|HILL	LOC120456971|XP_039500052.1|DSAN
OG0004372	LOC119656004|XP_037918172.1|HILL	LOC120446347|XP_039483207.1|DSAN
OG0004373	LOC119654003|XP_037915093.1|HILL	LOC120454675|XP_039496125.1|DSAN
OG0004374	LOC119656194|XP_037918476.1|HILL	LOC120444720|XP_039480532.1|DSAN
OG0004375	LOC119649351|XP_037907386.1|HILL	LOC120449326|XP_039487659.1|DSAN
OG0004376	LOC119649141|XP_037907077.1|HILL	LOC120449428|XP_039487824.1|DSAN
OG0004377	LOC119658643|XP_037922107.1|HILL	LOC120447963|XP_039485588.1|DSAN
OG0004378	LOC119655153|XP_037916819.1|HILL	LOC120444652|XP_039480421.1|DSAN
OG0004379	LOC119654502|XP_037915863.1|HILL	LOC120445069|XP_039481129.1|DSAN
OG0004380	LOC119655712|XP_037917673.1|HILL	LOC120458405|XP_039501968.1|DSAN
OG0004381	LOC119658661|XP_037922142.1|HILL	LOC120452003|XP_039491969.1|DSAN
OG0004382	LOC119654627|XP_037916027.1|HILL	LOC120446868|XP_039484007.1|DSAN
OG0004383	LOC119655686|XP_037917617.1|HILL	LOC120445371|XP_039481686.1|DSAN
OG0004384	LOC119655157|XP_037916832.1|HILL	LOC120445377|XP_039481693.1|DSAN
OG0004385	LOC119655463|XP_037917291.1|HILL	LOC120446538|XP_039483488.1|DSAN
OG0004386	LOC119655049|XP_037916664.1|HILL	LOC120446293|XP_039483121.1|DSAN
OG0004387	LOC119650374|XP_037909037.1|HILL	LOC120447730|XP_039485208.1|DSAN
OG0004388	LOC119655984|XP_037918149.1|HILL	LOC120446614|XP_039483593.1|DSAN
OG0004389	LOC119654780|XP_037916252.1|HILL	LOC120448241|XP_039486080.1|DSAN
OG0004390	LOC119648992|XP_037906846.1|HILL	LOC120449045|XP_039487272.1|DSAN
OG0004391	LOC119649329|XP_037907362.1|HILL	LOC120445483|XP_039481864.1|DSAN
OG0004392	LOC119647445|XP_037904296.1|HILL	LOC120447484|XP_039484814.1|DSAN
OG0004393	LOC119660021|XP_037924357.1|HILL	LOC120445652|XP_039482130.1|DSAN
OG0004394	LOC119646787|XP_037903297.1|HILL	LOC120445818|XP_039482367.1|DSAN
OG0004395	LOC119656103|XP_037918343.1|HILL	LOC120445439|XP_039481805.1|DSAN
OG0004396	LOC119655636|XP_037917537.1|HILL	LOC120458732|XP_039502439.1|DSAN
OG0004397	LOC119655533|XP_037917375.1|HILL	LOC120447151|XP_039484533.1|DSAN
OG0004398	LOC119653800|XP_037914743.1|HILL	LOC120447157|XP_039484543.1|DSAN
OG0004399	LOC119654844|XP_037916351.1|HILL	LOC120447201|XP_039484627.1|DSAN
OG0004400	LOC119655957|XP_037918101.1|HILL, LOC119655510|XP_037917344.1|HILL	LOC120454572|XP_039495905.1|DSAN
OG0004401	LOC119655707|XP_037917653.1|HILL	LOC120446282|XP_039483102.1|DSAN
OG0004402	LOC119655323|XP_037917090.1|HILL	LOC120444675|XP_039480469.1|DSAN
OG0004403	LOC119655721|XP_037917682.1|HILL	LOC120446043|XP_039482750.1|DSAN
OG0004404	LOC119656253|XP_037918597.1|HILL	LOC120458667|XP_039502338.1|DSAN
OG0004405	LOC119649563|XP_037907687.1|HILL	LOC120449068|XP_039487300.1|DSAN
OG0004406	LOC119651958|XP_037911742.1|HILL, LOC119648661|XP_037906368.1|HILL	LOC120447630|XP_039485063.1|DSAN
OG0004407	LOC119655023|XP_037916626.1|HILL	LOC120448409|XP_039486343.1|DSAN
OG0004408	LOC119648240|XP_037905796.1|HILL	LOC120448410|XP_039486340.1|DSAN, LOC120448411|XP_039486341.1|DSAN
OG0004409	LOC119661037|XP_037926134.1|HILL	LOC120454828|XP_039496227.1|DSAN
OG0004410	LOC119654218|XP_037915359.1|HILL	LOC120444334|XP_039479824.1|DSAN
OG0004411	LOC119654624|XP_037916024.1|HILL	LOC120450590|XP_039489645.1|DSAN
OG0004412	LOC119655450|XP_037917276.1|HILL	LOC120450589|XP_039489643.1|DSAN
OG0004413	LOC119654439|XP_037915766.1|HILL	LOC120445618|XP_039482064.1|DSAN
OG0004414	LOC119653520|XP_037914116.1|HILL	LOC120446400|XP_039483274.1|DSAN
OG0004415	LOC119654312|XP_037915563.1|HILL	LOC120444918|XP_039480846.1|DSAN
OG0004416	LOC119653589|XP_037914267.1|HILL	LOC120450870|XP_039490031.1|DSAN
OG0004417	LOC119652493|XP_037912604.1|HILL	LOC120453071|XP_039493531.1|DSAN
OG0004418	LOC119655953|XP_037918085.1|HILL	LOC120445590|XP_039482016.1|DSAN
OG0004419	LOC119654306|XP_037915553.1|HILL	LOC120449609|XP_039488134.1|DSAN
OG0004420	LOC119652373|XP_037912398.1|HILL	LOC120446519|XP_039483464.1|DSAN
OG0004421	LOC119647886|XP_037905108.1|HILL	LOC120449519|XP_039487962.1|DSAN
OG0004422	LOC119650068|XP_037908493.1|HILL	LOC120449153|XP_039487423.1|DSAN
OG0004423	LOC119655174|XP_037916852.1|HILL	LOC120446912|XP_039484082.1|DSAN
OG0004424	LOC119656178|XP_037918452.1|HILL	LOC120444743|XP_039480602.1|DSAN
OG0004425	LOC119648281|XP_037905864.1|HILL	LOC120447953|XP_039485574.1|DSAN
OG0004426	LOC119648186|XP_037905700.1|HILL	LOC120450445|XP_039489393.1|DSAN
OG0004427	LOC119648116|XP_037905566.1|HILL	LOC120448058|XP_039485742.1|DSAN
OG0004428	LOC119658301|XP_037921529.1|HILL	LOC120453904|XP_039494765.1|DSAN
OG0004429	LOC119661731|XP_037927126.1|HILL	LOC120450538|XP_039489571.1|DSAN
OG0004430	LOC119647862|XP_037905059.1|HILL	LOC120447994|XP_039485625.1|DSAN
OG0004431	LOC119650600|XP_037909385.1|HILL	LOC120451235|XP_039490663.1|DSAN
OG0004432	LOC119653188|XP_037913672.1|HILL	LOC120451234|XP_039490662.1|DSAN
OG0004433	LOC119649740|XP_037907950.1|HILL	LOC120448660|XP_039486729.1|DSAN
OG0004434	LOC119655017|XP_037916617.1|HILL	LOC120447154|XP_039484540.1|DSAN
OG0004435	LOC119655970|XP_037918131.1|HILL	LOC120444484|XP_039480098.1|DSAN
OG0004436	LOC119653565|XP_037914207.1|HILL, LOC119653566|XP_037914208.1|HILL	LOC120444428|XP_039480001.1|DSAN
OG0004437	LOC119654938|XP_037916519.1|HILL	LOC120446647|XP_039483652.1|DSAN
OG0004438	LOC119653878|XP_037914922.1|HILL	LOC120445374|XP_039481690.1|DSAN
OG0004439	LOC119653856|XP_037914835.1|HILL	LOC120444343|XP_039479850.1|DSAN
OG0004440	LOC119654326|XP_037915582.1|HILL	LOC120446040|XP_039482737.1|DSAN
OG0004441	LOC119654459|XP_037915799.1|HILL	LOC120458483|XP_039502078.1|DSAN
OG0004442	LOC119660804|XP_037925564.1|HILL	LOC120445109|XP_039481187.1|DSAN
OG0004443	LOC119653494|XP_037914057.1|HILL	LOC120449146|XP_039487415.1|DSAN
OG0004444	LOC119660801|XP_037925558.1|HILL, LOC119655720|XP_037917680.1|HILL	LOC120446858|XP_039483991.1|DSAN
OG0004445	LOC119654885|XP_037916425.1|HILL	LOC120444527|XP_039480208.1|DSAN
OG0004446	LOC119652750|XP_037912977.1|HILL	LOC120453824|XP_039494643.1|DSAN
OG0004447	LOC119649981|XP_037908350.1|HILL	LOC120451663|XP_039491472.1|DSAN
OG0004448	LOC119660583|XP_037925166.1|HILL	LOC120446486|XP_039483425.1|DSAN
OG0004449	LOC119647804|XP_037904947.1|HILL	LOC120450254|XP_039489075.1|DSAN
OG0004450	LOC119654334|XP_037915594.1|HILL	LOC120446807|XP_039483903.1|DSAN
OG0004451	LOC119654689|XP_037916127.1|HILL, LOC119654688|XP_037916126.1|HILL	LOC120445931|XP_039482526.1|DSAN
OG0004452	LOC119655369|XP_037917161.1|HILL	LOC120446533|XP_039483480.1|DSAN
OG0004453	LOC119660879|XP_037925722.1|HILL	LOC120447001|XP_039484239.1|DSAN
OG0004454	LOC119658677|XP_037922167.1|HILL	LOC120451202|XP_039490588.1|DSAN
OG0004455	LOC119649522|XP_037907634.1|HILL	LOC120448851|XP_039486992.1|DSAN
OG0004456	LOC119649345|XP_037907381.1|HILL	LOC120456285|XP_039498960.1|DSAN
OG0004457	LOC119649145|XP_037907084.1|HILL	LOC120448627|XP_039486678.1|DSAN
OG0004458	LOC119648170|XP_037905677.1|HILL	LOC120449300|XP_039487625.1|DSAN
OG0004459	LOC119648066|XP_037905466.1|HILL	LOC120450212|XP_039489017.1|DSAN
OG0004460	LOC119648485|XP_037906178.1|HILL	LOC120450256|XP_039489080.1|DSAN
OG0004461	LOC119649849|XP_037908134.1|HILL	LOC120449017|XP_039487228.1|DSAN
OG0004462	LOC119648019|XP_037905356.1|HILL	LOC120449443|XP_039487850.1|DSAN
OG0004463	LOC119647621|XP_037904592.1|HILL	LOC120448733|XP_039486842.1|DSAN
OG0004464	LOC119648065|XP_037905462.1|HILL	LOC120450177|XP_039488969.1|DSAN
OG0004465	LOC119649308|XP_037907334.1|HILL	LOC120448344|XP_039486240.1|DSAN
OG0004466	LOC119650058|XP_037908476.1|HILL	LOC120449759|XP_039488329.1|DSAN
OG0004467	LOC119649532|XP_037907647.1|HILL	LOC120448856|XP_039486997.1|DSAN
OG0004468	LOC119649956|XP_037908320.1|HILL	LOC120448855|XP_039486996.1|DSAN
OG0004469	LOC119650421|XP_037909155.1|HILL	LOC120449190|XP_039487478.1|DSAN
OG0004470	LOC119648034|XP_037905388.1|HILL	LOC120445247|XP_039481455.1|DSAN
OG0004471	LOC119647538|XP_037904454.1|HILL	LOC120451612|XP_039491386.1|DSAN
OG0004472	LOC119654230|XP_037915381.1|HILL	LOC120458210|XP_039501721.1|DSAN
OG0004473	LOC119654102|XP_037915194.1|HILL	LOC120445983|XP_039482649.1|DSAN
OG0004474	LOC119655915|XP_037918008.1|HILL	LOC120445982|XP_039482648.1|DSAN
OG0004475	LOC119654538|XP_037915911.1|HILL	LOC120454672|XP_039496122.1|DSAN
OG0004477	LOC119655687|XP_037917619.1|HILL	LOC120448079|XP_039485789.1|DSAN
OG0004478	LOC119656182|XP_037918460.1|HILL	LOC120444922|XP_039480853.1|DSAN
OG0004479	LOC119651321|XP_037910782.1|HILL	LOC120445418|XP_039481768.1|DSAN
OG0004480	LOC119657801|XP_037920825.1|HILL	LOC120455185|XP_039497057.1|DSAN
OG0004481	LOC119655521|XP_037917363.1|HILL	LOC120447004|XP_039484244.1|DSAN
OG0004482	LOC119657731|XP_037920701.1|HILL	LOC120453406|XP_039494030.1|DSAN
OG0004483	LOC119655882|XP_037917946.1|HILL	LOC120444800|XP_039480681.1|DSAN
OG0004484	LOC119660016|XP_037924322.1|HILL	LOC120452391|XP_039492540.1|DSAN
OG0004485	LOC119656247|XP_037918590.1|HILL, LOC119656246|XP_037918588.1|HILL	LOC120455288|XP_039497261.1|DSAN
OG0004486	LOC119654926|XP_037916505.1|HILL	LOC120447106|XP_039484451.1|DSAN
OG0004487	LOC119647634|XP_037904622.1|HILL	LOC120450348|XP_039489257.1|DSAN
OG0004490	LOC119659326|XP_037923293.1|HILL, LOC119661438|XP_037926712.1|HILL	LOC120445705|XP_039482199.1|DSAN
OG0004491	LOC119650915|XP_037910068.1|HILL, LOC119650900|XP_037910008.1|HILL, LOC119650901|XP_037910009.1|HILL	LOC120458011|XP_039501443.1|DSAN
OG0004492	LOC119650377|XP_037909042.1|HILL	LOC120447521|XP_039484886.1|DSAN
OG0004494	LOC119660236|XP_037924613.1|HILL	LOC120452196|XP_039492245.1|DSAN
OG0004504	LOC119647320|XP_037904174.1|HILL	LOC120448526|XP_039486498.1|DSAN
OG0004505	LOC119650723|XP_037909674.1|HILL	LOC120452806|XP_039493140.1|DSAN
OG0004506	LOC119652609|XP_037912770.1|HILL	LOC120451309|XP_039490812.1|DSAN
OG0004507	LOC119652668|XP_037912862.1|HILL	LOC120452390|XP_039492539.1|DSAN
OG0004508	LOC119653115|XP_037913567.1|HILL	LOC120453042|XP_039493496.1|DSAN
OG0004509	LOC119656759|XP_037919258.1|HILL	LOC120447767|XP_039485248.1|DSAN
OG0004510	LOC119656676|XP_037919088.1|HILL	LOC120457247|XP_039500570.1|DSAN
OG0004511	LOC119648920|XP_037906757.1|HILL	LOC120451761|XP_039491623.1|DSAN
OG0004512	LOC119661038|XP_037926138.1|HILL	LOC120454905|XP_039496515.1|DSAN
OG0004513	LOC119660944|XP_037925874.1|HILL	LOC120454842|XP_039496268.1|DSAN
OG0004514	LOC119660737|XP_037925347.1|HILL	LOC120454924|XP_039496611.1|DSAN
OG0004515	LOC119661621|XP_037926969.1|HILL	LOC120454969|XP_039496684.1|DSAN
OG0004516	LOC119657143|XP_037919843.1|HILL	LOC120456704|XP_039499609.1|DSAN
OG0004517	LOC119658463|XP_037921796.1|HILL	LOC120456775|XP_039499707.1|DSAN
OG0004518	LOC119656545|XP_037918833.1|HILL	LOC120457361|XP_039500818.1|DSAN
OG0004519	LOC119651476|XP_037911014.1|HILL	LOC120453516|XP_039494198.1|DSAN
OG0004520	LOC119657546|XP_037920421.1|HILL	LOC120455348|XP_039497375.1|DSAN
OG0004521	LOC119648168|XP_037905675.1|HILL	LOC120458601|XP_039502239.1|DSAN
OG0004522	LOC119656793|XP_037919329.1|HILL	LOC120456676|XP_039499567.1|DSAN
OG0004523	LOC119658680|XP_037922172.1|HILL	LOC120450975|XP_039490201.1|DSAN
OG0004524	LOC119661693|XP_037927067.1|HILL	LOC120456951|XP_039500028.1|DSAN
OG0004525	LOC119656544|XP_037918829.1|HILL	LOC120455547|XP_039497820.1|DSAN
OG0004526	LOC119656971|XP_037919627.1|HILL	LOC120455169|XP_039497030.1|DSAN
OG0004527	LOC119658350|XP_037921635.1|HILL	LOC120456959|XP_039500038.1|DSAN
OG0004528	LOC119658352|XP_037921638.1|HILL	LOC120455385|XP_039497446.1|DSAN
OG0004529	LOC119658524|XP_037921930.1|HILL	LOC120456886|XP_039499916.1|DSAN
OG0004530	LOC119655619|XP_037917517.1|HILL	LOC120457112|XP_039500258.1|DSAN
OG0004531	LOC119661641|XP_037926997.1|HILL	LOC120452568|XP_039492784.1|DSAN
OG0004532	LOC119656865|XP_037919449.1|HILL	LOC120457223|XP_039500529.1|DSAN
OG0004533	LOC119657875|XP_037920930.1|HILL	LOC120455640|XP_039497964.1|DSAN
OG0004534	LOC119653431|XP_037913940.1|HILL	LOC120446526|XP_039483472.1|DSAN
OG0004535	LOC119648743|XP_037906490.1|HILL	LOC120450230|XP_039489042.1|DSAN
OG0004536	LOC119656821|XP_037919382.1|HILL	LOC120456341|XP_039499049.1|DSAN
OG0004537	LOC119658353|XP_037921639.1|HILL	LOC120455505|XP_039497702.1|DSAN
OG0004538	LOC119661120|XP_037926243.1|HILL	LOC120445429|XP_039481790.1|DSAN
OG0004539	LOC119651648|XP_037911252.1|HILL	LOC120452833|XP_039493192.1|DSAN
OG0004540	LOC119657192|XP_037919923.1|HILL	LOC120456130|XP_039498693.1|DSAN
OG0004541	LOC119657931|XP_037921047.1|HILL	LOC120444347|XP_039479858.1|DSAN
OG0004542	LOC119657313|XP_037920099.1|HILL	LOC120456305|XP_039498987.1|DSAN
OG0004543	LOC119657455|XP_037920297.1|HILL	LOC120455933|XP_039498394.1|DSAN
OG0004544	LOC119657407|XP_037920227.1|HILL	LOC120456286|XP_039498961.1|DSAN
OG0004545	LOC119650804|XP_037909871.1|HILL	LOC120454681|XP_039496131.1|DSAN
OG0004546	LOC119655155|XP_037916834.1|HILL	LOC120444827|XP_039480717.1|DSAN
OG0004547	LOC119656805|XP_037919343.1|HILL	LOC120456385|XP_039499144.1|DSAN
OG0004548	LOC119657452|XP_037920294.1|HILL	LOC120457284|XP_039500659.1|DSAN
OG0004549	LOC119656669|XP_037919078.1|HILL	LOC120457198|XP_039500486.1|DSAN
OG0004550	LOC119656744|XP_037919231.1|HILL	LOC120456184|XP_039498792.1|DSAN
OG0004551	LOC119657191|XP_037919922.1|HILL	LOC120445888|XP_039482472.1|DSAN
OG0004552	LOC119658388|XP_037921685.1|HILL	LOC120455281|XP_039497238.1|DSAN
OG0004553	LOC119655547|XP_037917394.1|HILL	LOC120447613|XP_039485021.1|DSAN
OG0004554	LOC119657939|XP_037921056.1|HILL	LOC120454971|XP_039496687.1|DSAN
OG0004555	LOC119657836|XP_037920884.1|HILL	LOC120456537|XP_039499349.1|DSAN
OG0004556	LOC119657562|XP_037920447.1|HILL	LOC120455045|XP_039496827.1|DSAN
OG0004557	LOC119658466|XP_037921808.1|HILL	LOC120457251|XP_039500578.1|DSAN
OG0004558	LOC119657531|XP_037920401.1|HILL	LOC120455896|XP_039498327.1|DSAN
OG0004559	LOC119652312|XP_037912251.1|HILL	LOC120453083|XP_039493544.1|DSAN
OG0004560	LOC119658602|XP_037922000.1|HILL	LOC120457867|XP_039501325.1|DSAN
OG0004561	LOC119646295|XP_037902638.1|HILL	LOC120453619|XP_039494332.1|DSAN
OG0004562	LOC119651060|XP_037910318.1|HILL	LOC120453632|XP_039494357.1|DSAN
OG0004563	LOC119652480|XP_037912581.1|HILL	LOC120454587|XP_039495969.1|DSAN
OG0004564	LOC119651625|XP_037911215.1|HILL	LOC120452204|XP_039492258.1|DSAN
OG0004565	LOC119651338|XP_037910819.1|HILL	LOC120454097|XP_039495041.1|DSAN
OG0004566	LOC119657893|XP_037920965.1|HILL	LOC120455117|XP_039496943.1|DSAN
OG0004567	LOC119656696|XP_037919127.1|HILL	LOC120456225|XP_039498843.1|DSAN
OG0004568	LOC119658356|XP_037921642.1|HILL	LOC120457345|XP_039500788.1|DSAN
OG0004569	LOC119651996|XP_037911846.1|HILL	LOC120451155|XP_039490520.1|DSAN
OG0004570	LOC119658240|XP_037921446.1|HILL	LOC120444313|XP_039479790.1|DSAN
OG0004571	LOC119656721|XP_037919176.1|HILL	LOC120457176|XP_039500405.1|DSAN
OG0004572	LOC119656948|XP_037919589.1|HILL	LOC120458782|XP_039502497.1|DSAN
OG0004573	LOC119651558|XP_037911119.1|HILL	LOC120451316|XP_039490819.1|DSAN
OG0004574	LOC119657523|XP_037920395.1|HILL	LOC120456484|XP_039499282.1|DSAN
OG0004575	LOC119657664|XP_037920618.1|HILL	LOC120455418|XP_039497500.1|DSAN
OG0004576	LOC119652608|XP_037912769.1|HILL	LOC120451002|XP_039490248.1|DSAN
OG0004577	LOC119656889|XP_037919489.1|HILL	LOC120453906|XP_039494771.1|DSAN
OG0004578	LOC119657677|XP_037920634.1|HILL	LOC120455649|XP_039497974.1|DSAN
OG0004579	LOC119654883|XP_037916420.1|HILL	LOC120451097|XP_039490470.1|DSAN
OG0004580	LOC119657833|XP_037920878.1|HILL	LOC120454445|XP_039495681.1|DSAN
OG0004581	LOC119651764|XP_037911432.1|HILL	LOC120454340|XP_039495485.1|DSAN
OG0004582	LOC119659766|XP_037923958.1|HILL	LOC120452634|XP_039492878.1|DSAN
OG0004583	LOC119657310|XP_037920097.1|HILL	LOC120456102|XP_039498641.1|DSAN
OG0004584	LOC119657387|XP_037920200.1|HILL	LOC120445519|XP_039481912.1|DSAN
OG0004585	LOC119659522|XP_037923586.1|HILL	LOC120452253|XP_039492315.1|DSAN
OG0004586	LOC119656710|XP_037919158.1|HILL	LOC120457092|XP_039500212.1|DSAN
OG0004587	LOC119658596|XP_037921988.1|HILL	LOC120451845|XP_039491755.1|DSAN
OG0004588	LOC119658604|XP_037922007.1|HILL	LOC120452102|XP_039492112.1|DSAN
OG0004589	LOC119657910|XP_037921012.1|HILL	LOC120456900|XP_039499936.1|DSAN
OG0004590	LOC119651926|XP_037911684.1|HILL	LOC120453117|XP_039493590.1|DSAN
OG0004591	LOC119651434|XP_037910961.1|HILL	LOC120451223|XP_039490640.1|DSAN
OG0004592	LOC119657856|XP_037920909.1|HILL	LOC120455460|XP_039497616.1|DSAN
OG0004593	LOC119657141|XP_037919841.1|HILL	LOC120456918|XP_039499986.1|DSAN
OG0004594	LOC119658003|XP_037921151.1|HILL	LOC120456605|XP_039499449.1|DSAN
OG0004595	LOC119658516|XP_037921919.1|HILL	LOC120456468|XP_039499250.1|DSAN
OG0004596	LOC119657611|XP_037920538.1|HILL	LOC120456271|XP_039498933.1|DSAN
OG0004597	LOC119657428|XP_037920257.1|HILL	LOC120455026|XP_039496791.1|DSAN
OG0004598	LOC119657349|XP_037920150.1|HILL	LOC120449069|XP_039487301.1|DSAN
OG0004599	LOC119646254|XP_037902587.1|HILL	LOC120455608|XP_039497926.1|DSAN
OG0004600	LOC119657834|XP_037920879.1|HILL	LOC120456340|XP_039499048.1|DSAN
OG0004601	LOC119658443|XP_037921773.1|HILL	LOC120455928|XP_039498388.1|DSAN
OG0004602	LOC119657101|XP_037919784.1|HILL	LOC120455532|XP_039497755.1|DSAN
OG0004603	LOC119656589|XP_037918925.1|HILL	LOC120458042|XP_039501485.1|DSAN
OG0004604	LOC119656827|XP_037919400.1|HILL	LOC120455859|XP_039498264.1|DSAN
OG0004605	LOC119657358|XP_037920159.1|HILL	LOC120456465|XP_039499245.1|DSAN
OG0004606	LOC119649648|XP_037907833.1|HILL	LOC120451771|XP_039491635.1|DSAN
OG0004607	LOC119657386|XP_037920199.1|HILL	LOC120456035|XP_039498539.1|DSAN
OG0004608	LOC119658507|XP_037921898.1|HILL	LOC120457273|XP_039500631.1|DSAN
OG0004609	LOC119657270|XP_037920031.1|HILL	LOC120455815|XP_039498210.1|DSAN
OG0004610	LOC119651587|XP_037911160.1|HILL	LOC120452931|XP_039493336.1|DSAN
OG0004611	LOC119656812|XP_037919361.1|HILL	LOC120451963|XP_039491921.1|DSAN
OG0004612	LOC119658069|XP_037921255.1|HILL	LOC120453018|XP_039493469.1|DSAN
OG0004613	LOC119650852|XP_037909926.1|HILL	LOC120454343|XP_039495489.1|DSAN
OG0004614	LOC119657094|XP_037919777.1|HILL	LOC120457108|XP_039500251.1|DSAN
OG0004615	LOC119656982|XP_037919643.1|HILL	LOC120455372|XP_039497418.1|DSAN
OG0004616	LOC119658409|XP_037921733.1|HILL	LOC120456447|XP_039499218.1|DSAN
OG0004617	LOC119660467|XP_037924963.1|HILL	LOC120445843|XP_039482406.1|DSAN
OG0004618	LOC119658319|XP_037921582.1|HILL	LOC120454691|XP_039496157.1|DSAN
OG0004619	LOC119651392|XP_037910902.1|HILL	LOC120451102|XP_039490442.1|DSAN
OG0004620	LOC119660137|XP_037924464.1|HILL	LOC120454601|XP_039495992.1|DSAN
OG0004621	LOC119659872|XP_037924118.1|HILL	LOC120451640|XP_039491434.1|DSAN
OG0004622	LOC119651407|XP_037910925.1|HILL	LOC120452616|XP_039492852.1|DSAN
OG0004623	LOC119652627|XP_037912802.1|HILL	LOC120453461|XP_039494112.1|DSAN
OG0004624	LOC119657790|XP_037920802.1|HILL	LOC120454071|XP_039495016.1|DSAN
OG0004625	LOC119656694|XP_037919108.1|HILL	LOC120454952|XP_039496654.1|DSAN
OG0004626	LOC119656708|XP_037919146.1|HILL	LOC120457259|XP_039500597.1|DSAN
OG0004627	LOC119648323|XP_037905932.1|HILL	LOC120447455|XP_039484745.1|DSAN
OG0004628	LOC119658065|XP_037921246.1|HILL	LOC120456628|XP_039499483.1|DSAN
OG0004629	LOC119661256|XP_037926430.1|HILL	LOC120451356|XP_039490926.1|DSAN
OG0004630	LOC119651300|XP_037910752.1|HILL	LOC120451608|XP_039491375.1|DSAN
OG0004631	LOC119652778|XP_037913016.1|HILL	LOC120453095|XP_039493560.1|DSAN
OG0004632	LOC119652777|XP_037913013.1|HILL	LOC120453091|XP_039493554.1|DSAN
OG0004633	LOC119652422|XP_037912473.1|HILL	LOC120451772|XP_039491636.1|DSAN
OG0004635	LOC119657645|XP_037920579.1|HILL	LOC120455217|XP_039497116.1|DSAN
OG0004636	LOC119658477|XP_037921844.1|HILL	LOC120457099|XP_039500221.1|DSAN
OG0004637	LOC119656596|XP_037918950.1|HILL	LOC120455198|XP_039497076.1|DSAN
OG0004638	LOC119657899|XP_037920982.1|HILL	LOC120455991|XP_039498482.1|DSAN
OG0004639	LOC119658033|XP_037921193.1|HILL	LOC120453889|XP_039494739.1|DSAN
OG0004640	LOC119658083|XP_037921273.1|HILL	LOC120453818|XP_039494634.1|DSAN
OG0004641	LOC119656673|XP_037919084.1|HILL	LOC120456679|XP_039499570.1|DSAN
OG0004642	LOC119657079|XP_037919762.1|HILL	LOC120450609|XP_039489678.1|DSAN
OG0004643	LOC119658927|XP_037922684.1|HILL	LOC120454105|XP_039495065.1|DSAN, LOC120454104|XP_039495061.1|DSAN
