Orthogroup	HILL.longest_only	ASTE.longest_only
OG0003373	LOC119659873|XP_037924119.1|HILL	LOC118504477|XP_035894886.1|ASTE
OG0003374	LOC119656582|XP_037918902.1|HILL	LOC118516471|XP_035918286.1|ASTE
OG0003375	LOC119651770|XP_037911439.1|HILL	LOC118505599|XP_035897518.1|ASTE
OG0003376	LOC119660122|XP_037924443.1|HILL	LOC118502714|XP_035891157.1|ASTE
OG0003377	LOC119658944|XP_037922739.1|HILL	LOC118502672|XP_035891044.1|ASTE
OG0003378	LOC119650673|XP_037909553.1|HILL	LOC118505571|XP_035897420.1|ASTE
OG0003379	LOC119650672|XP_037909552.1|HILL	LOC118505570|XP_035897419.1|ASTE
OG0003380	LOC119657438|XP_037920272.1|HILL, LOC119657336|XP_037920137.1|HILL	LOC118505576|XP_035897425.1|ASTE
OG0003381	LOC119657936|XP_037921053.1|HILL	LOC118505586|XP_035897447.1|ASTE
OG0003382	LOC119658471|XP_037921821.1|HILL	LOC118505587|XP_035897449.1|ASTE
OG0003383	LOC119657626|XP_037920557.1|HILL	LOC118502662|XP_035891014.1|ASTE
OG0003384	LOC119655074|XP_037916701.1|HILL	LOC118504491|XP_035894903.1|ASTE
OG0003385	LOC119651337|XP_037910818.1|HILL	LOC118508490|XP_035904201.1|ASTE
OG0003386	LOC119651489|XP_037911031.1|HILL	LOC118508481|XP_035904190.1|ASTE
OG0003387	LOC119651018|XP_037910249.1|HILL, LOC119651017|XP_037910245.1|HILL	LOC118508480|XP_035904189.1|ASTE
OG0003388	LOC119652841|XP_037913106.1|HILL	LOC118508478|XP_035904188.1|ASTE
OG0003389	LOC119652216|XP_037912086.1|HILL	LOC118508465|XP_035904162.1|ASTE
OG0003390	LOC119652241|XP_037912143.1|HILL	LOC118502921|XP_035891549.1|ASTE
OG0003391	LOC119653221|XP_037913725.1|HILL	LOC118506378|XP_035899303.1|ASTE
OG0003392	LOC119651536|XP_037911096.1|HILL	LOC118507800|XP_035902751.1|ASTE
OG0003393	LOC119657035|XP_037919716.1|HILL	LOC118507548|XP_035902020.1|ASTE
OG0003394	LOC119657515|XP_037920384.1|HILL	LOC118507543|XP_035902015.1|ASTE
OG0003395	LOC119658247|XP_037921450.1|HILL	LOC118507541|XP_035902013.1|ASTE
OG0003396	LOC119656733|XP_037919202.1|HILL	LOC118507533|XP_035901998.1|ASTE
OG0003397	LOC119651005|XP_037910221.1|HILL	LOC118502545|XP_035890714.1|ASTE
OG0003398	LOC119651471|XP_037911007.1|HILL	LOC118502551|XP_035890740.1|ASTE
OG0003399	LOC119651472|XP_037911008.1|HILL	LOC118502552|XP_035890741.1|ASTE
OG0003400	LOC119651045|XP_037910295.1|HILL	LOC118504986|XP_035896036.1|ASTE, LOC118517080|XP_035918823.1|ASTE
OG0003401	LOC119652386|XP_037912414.1|HILL	LOC118502914|XP_035891532.1|ASTE
OG0003402	LOC119652290|XP_037912215.1|HILL	LOC118502421|XP_035890541.1|ASTE
OG0003403	LOC119651554|XP_037911115.1|HILL	LOC118506776|XP_035900265.1|ASTE
OG0003404	LOC119657504|XP_037920367.1|HILL	LOC118506781|XP_035900286.1|ASTE
OG0003405	LOC119651967|XP_037911783.1|HILL	LOC118508453|XP_035904148.1|ASTE
OG0003406	LOC119651036|XP_037910281.1|HILL	LOC118508450|XP_035904144.1|ASTE
OG0003407	LOC119651037|XP_037910282.1|HILL	LOC118508455|XP_035904150.1|ASTE
OG0003408	LOC119651966|XP_037911781.1|HILL	LOC118508447|XP_035904136.1|ASTE
OG0003409	LOC119650597|XP_037909380.1|HILL	LOC118502847|XP_035891439.1|ASTE
OG0003410	LOC119651270|XP_037910698.1|HILL	LOC118502912|XP_035891528.1|ASTE
OG0003411	LOC119660553|XP_037925122.1|HILL	LOC118508294|XP_035903836.1|ASTE
OG0003412	LOC119659878|XP_037924125.1|HILL	LOC118508298|XP_035903841.1|ASTE
OG0003413	LOC119652962|XP_037913286.1|HILL	LOC118503592|XP_035892938.1|ASTE
OG0003414	LOC119650764|XP_037909792.1|HILL	LOC118502370|XP_035890482.1|ASTE
OG0003415	LOC119652479|XP_037912580.1|HILL	LOC118507475|XP_035901875.1|ASTE
OG0003416	LOC119652004|XP_037911862.1|HILL	LOC118507476|XP_035901877.1|ASTE
OG0003417	LOC119652831|XP_037913088.1|HILL	LOC118503565|XP_035892870.1|ASTE
OG0003418	LOC119650799|XP_037909865.1|HILL	LOC118504433|XP_035894767.1|ASTE
OG0003419	LOC119652533|XP_037912663.1|HILL	LOC118505335|XP_035896877.1|ASTE
OG0003420	LOC119651963|XP_037911753.1|HILL	LOC118505334|XP_035896876.1|ASTE
OG0003421	LOC119650601|XP_037909386.1|HILL	LOC118507521|XP_035901975.1|ASTE
OG0003422	LOC119651549|XP_037911110.1|HILL	LOC118507846|XP_035902871.1|ASTE
OG0003423	LOC119646828|XP_037903375.1|HILL	LOC118504669|XP_035895351.1|ASTE
OG0003424	LOC119657716|XP_037920687.1|HILL	LOC118504661|XP_035895337.1|ASTE
OG0003425	LOC119657583|XP_037920490.1|HILL	LOC118502900|XP_035891515.1|ASTE
OG0003426	LOC119657285|XP_037920058.1|HILL	LOC118502835|XP_035891405.1|ASTE
OG0003427	LOC119658063|XP_037921244.1|HILL	LOC118507502|XP_035901926.1|ASTE
OG0003428	LOC119648404|XP_037906074.1|HILL	LOC118502715|XP_035891159.1|ASTE
OG0003429	LOC119655193|XP_037916890.1|HILL	LOC118502913|XP_035891531.1|ASTE
OG0003430	LOC119660898|XP_037925762.1|HILL	LOC118507795|XP_035902741.1|ASTE
OG0003431	LOC119659016|XP_037922831.1|HILL	LOC118510940|XP_035909270.1|ASTE
OG0003432	LOC119651868|XP_037911603.1|HILL	LOC118505445|XP_035897136.1|ASTE
OG0003433	LOC119651061|XP_037910321.1|HILL	LOC118502755|XP_035891214.1|ASTE
OG0003434	LOC119658515|XP_037921916.1|HILL	LOC118504975|XP_035896004.1|ASTE
OG0003435	LOC119652916|XP_037913226.1|HILL	LOC118507885|XP_035903010.1|ASTE
OG0003436	LOC119660214|XP_037924578.1|HILL	LOC118507648|XP_035902306.1|ASTE
OG0003437	LOC119659014|XP_037922826.1|HILL	LOC118507644|XP_035902297.1|ASTE
OG0003438	LOC119659337|XP_037923307.1|HILL	LOC118505013|XP_035896095.1|ASTE
OG0003439	LOC119650889|XP_037909992.1|HILL	LOC118506940|XP_035900651.1|ASTE, LOC118506939|XP_035900650.1|ASTE
OG0003440	LOC119651223|XP_037910606.1|HILL	LOC118502699|XP_035891120.1|ASTE
OG0003441	LOC119652208|XP_037912076.1|HILL	LOC118503295|XP_035892282.1|ASTE
OG0003442	LOC119657660|XP_037920615.1|HILL	LOC118503285|XP_035892266.1|ASTE
OG0003443	LOC119652006|XP_037911864.1|HILL	LOC118503279|XP_035892250.1|ASTE
OG0003444	LOC119649316|XP_037907346.1|HILL	LOC118503037|XP_035891763.1|ASTE
OG0003445	LOC119657969|XP_037921107.1|HILL	LOC118503029|XP_035891747.1|ASTE
OG0003446	LOC119657721|XP_037920692.1|HILL	LOC118504286|XP_035894455.1|ASTE
OG0003447	LOC119660861|XP_037925684.1|HILL	LOC118502453|XP_035890575.1|ASTE
OG0003448	LOC119659842|XP_037924068.1|HILL	LOC118503301|XP_035892306.1|ASTE
OG0003449	LOC119660233|XP_037924607.1|HILL	LOC118503299|XP_035892303.1|ASTE
OG0003451	LOC119657862|XP_037920915.1|HILL	LOC118503031|XP_035891754.1|ASTE
OG0003452	LOC119651808|XP_037911524.1|HILL	LOC118503028|XP_035891746.1|ASTE
OG0003453	LOC119659361|XP_037923340.1|HILL	LOC118506943|XP_035900653.1|ASTE
OG0003454	LOC119650117|XP_037908570.1|HILL	LOC118503276|XP_035892247.1|ASTE
OG0003455	LOC119652490|XP_037912600.1|HILL	LOC118506892|XP_035900562.1|ASTE
OG0003456	LOC119660738|XP_037925366.1|HILL	LOC118506877|XP_035900514.1|ASTE
OG0003457	LOC119660350|XP_037924774.1|HILL	LOC118506872|XP_035900503.1|ASTE
OG0003458	LOC119659037|XP_037922860.1|HILL	LOC118506869|XP_035900498.1|ASTE
OG0003459	LOC119659655|XP_037923791.1|HILL	LOC118507189|XP_035901155.1|ASTE
OG0003460	LOC119647801|XP_037904945.1|HILL	LOC118507905|XP_035903053.1|ASTE
OG0003461	LOC119659646|XP_037923776.1|HILL	LOC118507882|XP_035903004.1|ASTE
OG0003462	LOC119653233|XP_037913750.1|HILL	LOC118507902|XP_035903050.1|ASTE
OG0003463	LOC119657457|XP_037920300.1|HILL	LOC118506444|XP_035899472.1|ASTE
OG0003464	LOC119657069|XP_037919751.1|HILL	LOC118507910|XP_035903095.1|ASTE
OG0003465	LOC119659382|XP_037923370.1|HILL	LOC118504905|XP_035895867.1|ASTE
OG0003466	LOC119652806|XP_037913058.1|HILL	LOC118507876|XP_035902980.1|ASTE
OG0003467	LOC119650628|XP_037909462.1|HILL	LOC118507871|XP_035902971.1|ASTE
OG0003468	LOC119653241|XP_037913768.1|HILL	LOC118507865|XP_035902964.1|ASTE
OG0003469	LOC119650622|XP_037909440.1|HILL	LOC118517619|XP_035919809.1|ASTE
OG0003470	LOC119652260|XP_037912169.1|HILL	LOC118507829|XP_035902820.1|ASTE
OG0003471	LOC119661386|XP_037926636.1|HILL	LOC118507837|XP_035902845.1|ASTE
OG0003472	LOC119654164|XP_037915258.1|HILL	LOC118513812|XP_035915933.1|ASTE
OG0003473	LOC119653239|XP_037913766.1|HILL	LOC118505176|XP_035896521.1|ASTE
OG0003474	LOC119651139|XP_037910462.1|HILL	LOC118506460|XP_035899515.1|ASTE
OG0003475	LOC119651746|XP_037911404.1|HILL	LOC118504287|XP_035894458.1|ASTE
OG0003476	LOC119661006|XP_037926063.1|HILL	LOC118502700|XP_035891127.1|ASTE
OG0003477	LOC119651004|XP_037910218.1|HILL	LOC118504690|XP_035895403.1|ASTE
OG0003478	LOC119651335|XP_037910809.1|HILL	LOC118504437|XP_035894782.1|ASTE
OG0003479	LOC119651586|XP_037911154.1|HILL	LOC118508302|XP_035903849.1|ASTE
OG0003480	LOC119651680|XP_037911307.1|HILL	LOC118503229|XP_035892121.1|ASTE
OG0003481	LOC119651469|XP_037911005.1|HILL	LOC118503228|XP_035892120.1|ASTE
OG0003482	LOC119652965|XP_037913291.1|HILL	LOC118503227|XP_035892119.1|ASTE
OG0003484	LOC119659443|XP_037923456.1|HILL	LOC118515297|XP_035917866.1|ASTE, LOC118506371|XP_035899286.1|ASTE
OG0003485	LOC119652408|XP_037912449.1|HILL	LOC118506797|XP_035900312.1|ASTE
OG0003486	LOC119652568|XP_037912709.1|HILL	LOC118502439|XP_035890560.1|ASTE
OG0003487	LOC119653066|XP_037913472.1|HILL	LOC118502966|XP_035891623.1|ASTE
OG0003488	LOC119653262|XP_037913797.1|HILL	LOC118507997|XP_035903261.1|ASTE
OG0003489	LOC119650702|XP_037909618.1|HILL	LOC118507570|XP_035902088.1|ASTE
OG0003490	LOC119653039|XP_037913423.1|HILL	LOC118517182|XP_035918987.1|ASTE, LOC118504678|XP_035895377.1|ASTE
OG0003491	LOC119652845|XP_037913110.1|HILL	LOC118505146|XP_035896410.1|ASTE
OG0003492	LOC119651678|XP_037911303.1|HILL	LOC118505235|XP_035896662.1|ASTE
OG0003493	LOC119652709|XP_037912918.1|HILL	LOC118506361|XP_035899268.1|ASTE
OG0003494	LOC119652966|XP_037913292.1|HILL	LOC118503112|XP_035891944.1|ASTE
OG0003495	LOC119652243|XP_037912145.1|HILL	LOC118507842|XP_035902864.1|ASTE
OG0003496	LOC119652477|XP_037912574.1|HILL	LOC118507849|XP_035902873.1|ASTE
OG0003497	LOC119647806|XP_037904953.1|HILL	LOC118507814|XP_035902777.1|ASTE
OG0003498	LOC119658034|XP_037921194.1|HILL	LOC118508379|XP_035904008.1|ASTE
OG0003499	LOC119652370|XP_037912395.1|HILL, LOC119651272|XP_037910704.1|HILL	LOC118503462|XP_035892640.1|ASTE
OG0003500	LOC119650922|XP_037910076.1|HILL	LOC118505442|XP_035897132.1|ASTE
OG0003501	LOC119657030|XP_037919711.1|HILL	LOC118507480|XP_035901881.1|ASTE
OG0003502	LOC119657606|XP_037920531.1|HILL	LOC118517709|XP_035920046.1|ASTE
OG0003503	LOC119657362|XP_037920168.1|HILL	LOC118511915|XP_035911444.1|ASTE
OG0003504	LOC119652624|XP_037912796.1|HILL	LOC118509112|XP_035905175.1|ASTE
OG0003506	LOC119651895|XP_037911645.1|HILL	LOC118511953|XP_035911556.1|ASTE
OG0003507	LOC119646429|XP_037902805.1|HILL	LOC118511940|XP_035911530.1|ASTE
OG0003508	LOC119650892|XP_037909997.1|HILL	LOC118502947|XP_035891590.1|ASTE
OG0003509	LOC119651951|XP_037911733.1|HILL	LOC118506817|XP_035900397.1|ASTE
OG0003510	LOC119652949|XP_037913268.1|HILL	LOC118502833|XP_035891402.1|ASTE
OG0003511	LOC119652234|XP_037912126.1|HILL	LOC118502821|XP_035891380.1|ASTE
OG0003512	LOC119651376|XP_037910879.1|HILL	LOC118517175|XP_035918976.1|ASTE, LOC118505195|XP_035896560.1|ASTE
OG0003513	LOC119646670|XP_037903128.1|HILL	LOC118507802|XP_035902753.1|ASTE
OG0003514	LOC119651700|XP_037911340.1|HILL	LOC118503189|XP_035892063.1|ASTE
OG0003515	LOC119655893|XP_037917967.1|HILL	LOC118508579|XP_035904376.1|ASTE
OG0003516	LOC119656754|XP_037919245.1|HILL	LOC118502952|XP_035891602.1|ASTE
OG0003517	LOC119651306|XP_037910761.1|HILL	LOC118507742|XP_035902636.1|ASTE
OG0003518	LOC119652613|XP_037912778.1|HILL	LOC118507782|XP_035902709.1|ASTE
OG0003519	LOC119647418|XP_037904232.1|HILL	LOC118512121|XP_035911992.1|ASTE
OG0003520	LOC119648033|XP_037905386.1|HILL	LOC118512047|XP_035911772.1|ASTE
OG0003521	LOC119647846|XP_037905031.1|HILL	LOC118512087|XP_035911943.1|ASTE
OG0003522	LOC119658674|XP_037922164.1|HILL	LOC118511457|XP_035910451.1|ASTE
OG0003523	LOC119658885|XP_037922600.1|HILL	LOC118511455|XP_035910449.1|ASTE
OG0003524	LOC119658669|XP_037922150.1|HILL	LOC118511459|XP_035910454.1|ASTE
OG0003525	LOC119659028|XP_037922851.1|HILL	LOC118511462|XP_035910456.1|ASTE
OG0003526	LOC119650225|XP_037908730.1|HILL	LOC118511469|XP_035910480.1|ASTE
OG0003527	LOC119659063|XP_037922901.1|HILL	LOC118511471|XP_035910485.1|ASTE
OG0003529	LOC119649979|XP_037908349.1|HILL	LOC118511485|XP_035910530.1|ASTE
OG0003530	LOC119650030|XP_037908438.1|HILL	LOC118511487|XP_035910532.1|ASTE
OG0003531	LOC119647868|XP_037905066.1|HILL	LOC118511495|XP_035910547.1|ASTE
OG0003532	LOC119648107|XP_037905550.1|HILL	LOC118510169|XP_035907577.1|ASTE
OG0003533	LOC119649893|XP_037908211.1|HILL	LOC118514423|XP_035917219.1|ASTE
OG0003534	LOC119648666|XP_037906376.1|HILL	LOC118514432|XP_035917227.1|ASTE
OG0003535	LOC119650201|XP_037908695.1|HILL, LOC119648159|XP_037905662.1|HILL	LOC118509834|XP_035906918.1|ASTE
OG0003536	LOC119661484|XP_037926776.1|HILL	LOC118512962|XP_035914081.1|ASTE
OG0003537	LOC119646897|XP_037903483.1|HILL	LOC118512208|XP_035912214.1|ASTE
OG0003538	LOC119652914|XP_037913229.1|HILL	LOC118512190|XP_035912176.1|ASTE
OG0003539	LOC119648706|XP_037906445.1|HILL	LOC118512192|XP_035912180.1|ASTE
OG0003540	LOC119649320|XP_037907350.1|HILL	LOC118512183|XP_035912166.1|ASTE
OG0003541	LOC119647207|XP_037903957.1|HILL	LOC118508921|XP_035904677.1|ASTE, LOC118517014|XP_035918750.1|ASTE
OG0003542	LOC119652240|XP_037912146.1|HILL	LOC118508908|XP_035904662.1|ASTE
OG0003543	LOC119646542|XP_037902942.1|HILL	LOC118508895|XP_035904624.1|ASTE
OG0003544	LOC119648222|XP_037905762.1|HILL	LOC118512086|XP_035911942.1|ASTE
OG0003545	LOC119651882|XP_037911633.1|HILL, LOC119650413|XP_037909126.1|HILL	LOC118512107|XP_035911972.1|ASTE
OG0003546	LOC119647861|XP_037905058.1|HILL	LOC118517006|XP_035918740.1|ASTE, LOC118513603|XP_035915533.1|ASTE
OG0003548	LOC119650945|XP_037910107.1|HILL	LOC118508870|XP_035904555.1|ASTE
OG0003549	LOC119651463|XP_037911002.1|HILL	LOC118508882|XP_035904588.1|ASTE
OG0003550	LOC119660126|XP_037924449.1|HILL	LOC118508885|XP_035904607.1|ASTE
OG0003551	LOC119659303|XP_037923244.1|HILL	LOC118508862|XP_035904515.1|ASTE
OG0003552	LOC119660322|XP_037924726.1|HILL	LOC118512023|XP_035911701.1|ASTE
OG0003553	LOC119659538|XP_037923607.1|HILL	LOC118512022|XP_035911699.1|ASTE
OG0003554	LOC119648300|XP_037905887.1|HILL	LOC118510475|XP_035908236.1|ASTE
OG0003555	LOC119647756|XP_037904802.1|HILL	LOC118509020|XP_035904938.1|ASTE
OG0003556	LOC119649946|XP_037908292.1|HILL	LOC118509603|XP_035906291.1|ASTE
OG0003557	LOC119649667|XP_037907855.1|HILL	LOC118509607|XP_035906308.1|ASTE
OG0003558	LOC119647574|XP_037904502.1|HILL	LOC118511268|XP_035910037.1|ASTE
OG0003559	LOC119647454|XP_037904314.1|HILL	LOC118511499|XP_035910556.1|ASTE
OG0003560	LOC119650162|XP_037908637.1|HILL	LOC118508914|XP_035904669.1|ASTE
OG0003561	LOC119650440|XP_037909199.1|HILL	LOC118511244|XP_035909977.1|ASTE, LOC118516928|XP_035918667.1|ASTE
OG0003562	LOC119654114|XP_037915214.1|HILL	LOC118509093|XP_035905136.1|ASTE, LOC118516920|XP_035918655.1|ASTE
OG0003563	LOC119654144|XP_037915237.1|HILL	LOC118510136|XP_035907507.1|ASTE, LOC118516927|XP_035918666.1|ASTE
OG0003564	LOC119648194|XP_037905713.1|HILL	LOC118509108|XP_035905170.1|ASTE, LOC118516897|XP_035918636.1|ASTE
OG0003565	LOC119650148|XP_037908613.1|HILL	LOC118510559|XP_035908435.1|ASTE
OG0003566	LOC119653051|XP_037913448.1|HILL	LOC118509922|XP_035907130.1|ASTE
OG0003567	LOC119651795|XP_037911506.1|HILL	LOC118509512|XP_035906091.1|ASTE
OG0003568	LOC119661554|XP_037926873.1|HILL	LOC118511369|XP_035910240.1|ASTE
OG0003569	LOC119650442|XP_037909213.1|HILL	LOC118517271|XP_035919137.1|ASTE, LOC118510247|XP_035907727.1|ASTE
OG0003570	LOC119648738|XP_037906488.1|HILL	LOC118509626|XP_035906391.1|ASTE
OG0003571	LOC119650251|XP_037908769.1|HILL	LOC118509641|XP_035906441.1|ASTE
OG0003572	LOC119661342|XP_037926571.1|HILL	LOC118512944|XP_035914044.1|ASTE
OG0003573	LOC119647162|XP_037903894.1|HILL	LOC118512995|XP_035914144.1|ASTE
OG0003574	LOC119650001|XP_037908391.1|HILL	LOC118516850|XP_035918602.1|ASTE, LOC118510500|XP_035908296.1|ASTE
OG0003575	LOC119649147|XP_037907087.1|HILL	LOC118510495|XP_035908282.1|ASTE
OG0003576	LOC119649285|XP_037907305.1|HILL	LOC118509244|XP_035905451.1|ASTE
OG0003577	LOC119647551|XP_037904472.1|HILL	LOC118510540|XP_035908390.1|ASTE
OG0003578	LOC119661777|XP_037927182.1|HILL	LOC118512201|XP_035912200.1|ASTE
OG0003579	LOC119647093|XP_037903791.1|HILL	LOC118512198|XP_035912195.1|ASTE
OG0003580	LOC119646297|XP_037902639.1|HILL	LOC118510518|XP_035908342.1|ASTE
OG0003581	LOC119650358|XP_037908969.1|HILL	LOC118510521|XP_035908353.1|ASTE
OG0003582	LOC119647617|XP_037904584.1|HILL	LOC118510469|XP_035908220.1|ASTE
OG0003583	LOC119646653|XP_037903099.1|HILL	LOC118513612|XP_035915555.1|ASTE, LOC118517283|XP_035919148.1|ASTE
OG0003584	LOC119655981|XP_037918148.1|HILL	LOC118512090|XP_035911947.1|ASTE
OG0003585	LOC119650093|XP_037908538.1|HILL	LOC118512129|XP_035912029.1|ASTE
OG0003586	LOC119660832|XP_037925630.1|HILL	LOC118512139|XP_035912050.1|ASTE
OG0003587	LOC119648038|XP_037905392.1|HILL	LOC118512150|XP_035912079.1|ASTE
OG0003588	LOC119647638|XP_037904628.1|HILL	LOC118512159|XP_035912100.1|ASTE
OG0003589	LOC119646675|XP_037903134.1|HILL	LOC118508833|XP_035904472.1|ASTE
OG0003590	LOC119648069|XP_037905471.1|HILL, LOC119648068|XP_037905470.1|HILL	LOC118510454|XP_035908179.1|ASTE
OG0003591	LOC119647582|XP_037904518.1|HILL	LOC118510449|XP_035908143.1|ASTE
OG0003592	LOC119648408|XP_037906086.1|HILL	LOC118509943|XP_035907168.1|ASTE
OG0003593	LOC119647524|XP_037904422.1|HILL	LOC118509539|XP_035906164.1|ASTE
OG0003594	LOC119648534|XP_037906230.1|HILL	LOC118512679|XP_035913355.1|ASTE, LOC118512680|XP_035913356.1|ASTE
OG0003595	LOC119657911|XP_037921026.1|HILL	LOC118512692|XP_035913378.1|ASTE
OG0003596	LOC119654491|XP_037915846.1|HILL	LOC118509433|XP_035905915.1|ASTE
OG0003597	LOC119649614|XP_037907766.1|HILL	LOC118510552|XP_035908419.1|ASTE
OG0003598	LOC119648329|XP_037905949.1|HILL	LOC118512745|XP_035913524.1|ASTE
OG0003599	LOC119648798|XP_037906570.1|HILL	LOC118512752|XP_035913534.1|ASTE, LOC118516388|XP_035918146.1|ASTE
OG0003600	LOC119650367|XP_037908991.1|HILL	LOC118513087|XP_035914349.1|ASTE
OG0003601	LOC119660571|XP_037925154.1|HILL	LOC118513037|XP_035914211.1|ASTE
OG0003602	LOC119652254|XP_037912165.1|HILL	LOC118510268|XP_035907759.1|ASTE
OG0003603	LOC119648988|XP_037906840.1|HILL	LOC118509496|XP_035906043.1|ASTE
OG0003604	LOC119651098|XP_037910383.1|HILL	LOC118509499|XP_035906050.1|ASTE
OG0003605	LOC119652258|XP_037912167.1|HILL	LOC118505337|XP_035896884.1|ASTE
OG0003606	LOC119655875|XP_037917937.1|HILL	LOC118509930|XP_035907152.1|ASTE
OG0003607	LOC119660844|XP_037925670.1|HILL	LOC118510067|XP_035907352.1|ASTE
OG0003608	LOC119649627|XP_037907790.1|HILL	LOC118510071|XP_035907357.1|ASTE
OG0003609	LOC119656866|XP_037919453.1|HILL	LOC118509532|XP_035906145.1|ASTE
OG0003610	LOC119650323|XP_037908907.1|HILL	LOC118509526|XP_035906129.1|ASTE
OG0003611	LOC119649039|XP_037906927.1|HILL	LOC118512931|XP_035913982.1|ASTE
OG0003612	LOC119658898|XP_037922627.1|HILL	LOC118509729|XP_035906744.1|ASTE
OG0003613	LOC119646274|XP_037902611.1|HILL	LOC118509758|XP_035906781.1|ASTE
OG0003614	LOC119646275|XP_037902612.1|HILL	LOC118509770|XP_035906801.1|ASTE
OG0003615	LOC119652826|XP_037913085.1|HILL	LOC118509895|XP_035907035.1|ASTE
OG0003616	LOC119659685|XP_037923851.1|HILL	LOC118511422|XP_035910398.1|ASTE
OG0003617	LOC119648231|XP_037905783.1|HILL	LOC118511429|XP_035910412.1|ASTE, LOC118508841|XP_035904484.1|ASTE
OG0003618	LOC119648203|XP_037905737.1|HILL	LOC118511426|XP_035910405.1|ASTE
OG0003619	LOC119659456|XP_037923472.1|HILL	LOC118512840|XP_035913786.1|ASTE
OG0003620	LOC119649305|XP_037907332.1|HILL	LOC118512836|XP_035913781.1|ASTE
OG0003621	LOC119647982|XP_037905283.1|HILL	LOC118512802|XP_035913634.1|ASTE
OG0003622	LOC119647912|XP_037905160.1|HILL	LOC118512800|XP_035913631.1|ASTE
OG0003623	LOC119646515|XP_037902899.1|HILL	LOC118510416|XP_035908078.1|ASTE
OG0003624	LOC119660118|XP_037924440.1|HILL	LOC118511439|XP_035910429.1|ASTE
OG0003625	LOC119661612|XP_037926957.1|HILL	LOC118511437|XP_035910425.1|ASTE
OG0003626	LOC119655118|XP_037916771.1|HILL	LOC118514209|XP_035916795.1|ASTE
OG0003627	LOC119651542|XP_037911102.1|HILL	LOC118512834|XP_035913778.1|ASTE
OG0003628	LOC119661667|XP_037927030.1|HILL	LOC118510546|XP_035908407.1|ASTE
OG0003629	LOC119661464|XP_037926753.1|HILL	LOC118514242|XP_035916840.1|ASTE
OG0003630	LOC119647076|XP_037903761.1|HILL	LOC118514228|XP_035916820.1|ASTE
OG0003631	LOC119649613|XP_037907761.1|HILL	LOC118514252|XP_035916859.1|ASTE
OG0003632	LOC119649869|XP_037908168.1|HILL	LOC118512313|XP_035912457.1|ASTE
OG0003633	LOC119647141|XP_037903862.1|HILL	LOC118511570|XP_035910707.1|ASTE
OG0003634	LOC119648061|XP_037905456.1|HILL	LOC118509443|XP_035905944.1|ASTE
OG0003635	LOC119648090|XP_037905510.1|HILL	LOC118510366|XP_035907968.1|ASTE
OG0003636	LOC119646528|XP_037902920.1|HILL	LOC118511520|XP_035910601.1|ASTE
OG0003637	LOC119646606|XP_037903035.1|HILL	LOC118510477|XP_035908246.1|ASTE
OG0003638	LOC119647902|XP_037905137.1|HILL	LOC118512897|XP_035913902.1|ASTE
OG0003639	LOC119647903|XP_037905138.1|HILL	LOC118512899|XP_035913907.1|ASTE
OG0003640	LOC119650811|XP_037909876.1|HILL	LOC118511377|XP_035910264.1|ASTE
OG0003641	LOC119659461|XP_037923475.1|HILL	LOC118509741|XP_035906764.1|ASTE
OG0003642	LOC119658899|XP_037922628.1|HILL	LOC118509762|XP_035906786.1|ASTE
OG0003643	LOC119659330|XP_037923302.1|HILL	LOC118509772|XP_035906804.1|ASTE
OG0003644	LOC119650760|XP_037909784.1|HILL	LOC118512794|XP_035913609.1|ASTE
OG0003645	LOC119649126|XP_037907059.1|HILL	LOC118513487|XP_035915203.1|ASTE
OG0003646	LOC119650095|XP_037908541.1|HILL	LOC118513484|XP_035915197.1|ASTE
OG0003647	LOC119649127|XP_037907060.1|HILL	LOC118511263|XP_035910027.1|ASTE
OG0003648	LOC119648456|XP_037906141.1|HILL	LOC118514452|XP_035917262.1|ASTE
OG0003649	LOC119649738|XP_037907948.1|HILL	LOC118511447|XP_035910441.1|ASTE
OG0003650	LOC119649737|XP_037907947.1|HILL	LOC118511444|XP_035910437.1|ASTE
OG0003651	LOC119650134|XP_037908593.1|HILL	LOC118514396|XP_035917170.1|ASTE
OG0003652	LOC119647918|XP_037905170.1|HILL	LOC118510225|XP_035907683.1|ASTE
OG0003653	LOC119650009|XP_037908405.1|HILL	LOC118512767|XP_035913559.1|ASTE, LOC118516382|XP_035918129.1|ASTE
OG0003654	LOC119648153|XP_037905652.1|HILL	LOC118516697|XP_035918537.1|ASTE, LOC118516361|XP_035918090.1|ASTE, LOC118512775|XP_035913576.1|ASTE
OG0003656	LOC119648132|XP_037905596.1|HILL	LOC118516357|XP_035918082.1|ASTE, LOC118516695|XP_035918533.1|ASTE
OG0003657	LOC119647928|XP_037905188.1|HILL	LOC118512888|XP_035913883.1|ASTE
OG0003658	LOC119657312|XP_037920102.1|HILL	LOC118514261|XP_035916870.1|ASTE
OG0003659	LOC119648133|XP_037905604.1|HILL	LOC118514253|XP_035916860.1|ASTE
OG0003660	LOC119649046|XP_037906946.1|HILL	LOC118510302|XP_035907822.1|ASTE
OG0003661	LOC119647734|XP_037904769.1|HILL	LOC118510216|XP_035907670.1|ASTE
OG0003662	LOC119648245|XP_037905810.1|HILL	LOC118513272|XP_035914732.1|ASTE
