Orthogroup	HILL.longest_only	DMIR.longest_only
OG0004511	LOC119648920|XP_037906757.1|HILL	LOC108155951|XP_033244243.1|DMIR
OG0004512	LOC119661038|XP_037926138.1|HILL	LOC108164428|XP_017155597.1|DMIR
OG0004513	LOC119660944|XP_037925874.1|HILL	LOC108164447|XP_017155650.1|DMIR
OG0004514	LOC119660737|XP_037925347.1|HILL	LOC108164468|XP_017155704.1|DMIR
OG0004515	LOC119661621|XP_037926969.1|HILL	LOC108161915|XP_017151821.1|DMIR
OG0004516	LOC119657143|XP_037919843.1|HILL	LOC108153058|XP_033242344.1|DMIR
OG0004517	LOC119658463|XP_037921796.1|HILL	LOC108160901|XP_017150665.1|DMIR
OG0004518	LOC119656545|XP_037918833.1|HILL	LOC117186700|XP_033243678.1|DMIR
OG0004519	LOC119651476|XP_037911014.1|HILL	LOC108155272|XP_017141467.1|DMIR
OG0004520	LOC119657546|XP_037920421.1|HILL	LOC117186501|XP_033243271.1|DMIR, LOC117186088|XP_033242079.1|DMIR
OG0004521	LOC119648168|XP_037905675.1|HILL	LOC108159177|XP_017147711.1|DMIR
OG0004522	LOC119656793|XP_037919329.1|HILL	LOC108162498|XP_017152756.1|DMIR
OG0004523	LOC119658680|XP_037922172.1|HILL	LOC108154622|XP_017140432.1|DMIR
OG0004524	LOC119661693|XP_037927067.1|HILL	LOC108152391|XP_017137182.1|DMIR
OG0004525	LOC119656544|XP_037918829.1|HILL	LOC108155125|XP_017141260.1|DMIR
OG0004526	LOC119656971|XP_037919627.1|HILL	LOC108160327|XP_033241990.1|DMIR
OG0004527	LOC119658350|XP_037921635.1|HILL	LOC117191670|XP_033252366.1|DMIR, LOC117191671|XP_033252368.1|DMIR, LOC108159239|XP_017147846.1|DMIR
OG0004528	LOC119658352|XP_037921638.1|HILL	LOC108156981|XP_017144265.1|DMIR
OG0004529	LOC119658524|XP_037921930.1|HILL	LOC108160267|XP_017149634.1|DMIR
OG0004530	LOC119655619|XP_037917517.1|HILL	LOC108152114|XP_017136682.1|DMIR
OG0004531	LOC119661641|XP_037926997.1|HILL	LOC108157775|XP_017145453.1|DMIR
OG0004532	LOC119656865|XP_037919449.1|HILL	LOC117187119|XP_033245005.1|DMIR, LOC108158734|XP_017146830.1|DMIR
OG0004533	LOC119657875|XP_037920930.1|HILL	LOC108165051|XP_017156585.1|DMIR
OG0004534	LOC119653431|XP_037913940.1|HILL	LOC117186841|XP_033244039.1|DMIR
OG0004535	LOC119648743|XP_037906490.1|HILL	LOC108151147|XP_017135062.1|DMIR
OG0004536	LOC119656821|XP_037919382.1|HILL	LOC108157307|XP_017144804.1|DMIR
OG0004537	LOC119658353|XP_037921639.1|HILL	LOC108163163|XP_017153777.1|DMIR
OG0004538	LOC119661120|XP_037926243.1|HILL	LOC117193036|XP_033253661.1|DMIR, LOC108158678|XP_017146696.1|DMIR
OG0004539	LOC119651648|XP_037911252.1|HILL	LOC108155166|XP_017141320.1|DMIR
OG0004540	LOC119657192|XP_037919923.1|HILL	LOC108159045|XP_017147468.1|DMIR
OG0004541	LOC119657931|XP_037921047.1|HILL	LOC108158547|XP_017146444.1|DMIR, LOC117191046|XP_033251905.1|DMIR
OG0004542	LOC119657313|XP_037920099.1|HILL	LOC108153085|XP_017138358.1|DMIR
OG0004543	LOC119657455|XP_037920297.1|HILL	LOC108151094|XP_017134973.1|DMIR
OG0004544	LOC119657407|XP_037920227.1|HILL	LOC108159592|XP_033246502.1|DMIR
OG0004545	LOC119650804|XP_037909871.1|HILL	LOC108156003|XP_017142693.1|DMIR
OG0004546	LOC119655155|XP_037916834.1|HILL	LOC108158152|XP_017145862.1|DMIR
OG0004547	LOC119656805|XP_037919343.1|HILL	LOC108152526|XP_017137419.1|DMIR
OG0004548	LOC119657452|XP_037920294.1|HILL	LOC108164731|XP_017156113.1|DMIR
OG0004549	LOC119656669|XP_037919078.1|HILL	LOC108164669|XP_033243701.1|DMIR
OG0004550	LOC119656744|XP_037919231.1|HILL	LOC108165110|XP_017156657.1|DMIR
OG0004551	LOC119657191|XP_037919922.1|HILL	LOC108159439|XP_017148207.1|DMIR
OG0004552	LOC119658388|XP_037921685.1|HILL	LOC108153251|XP_017138590.1|DMIR
OG0004553	LOC119655547|XP_037917394.1|HILL	LOC108152089|XP_017136618.1|DMIR
OG0004554	LOC119657939|XP_037921056.1|HILL	LOC108156692|XP_017143828.1|DMIR
OG0004555	LOC119657836|XP_037920884.1|HILL	LOC108156719|XP_017143862.1|DMIR
OG0004556	LOC119657562|XP_037920447.1|HILL	LOC108160137|XP_017149433.1|DMIR
OG0004557	LOC119658466|XP_037921808.1|HILL	LOC108156219|XP_033244793.1|DMIR
OG0004558	LOC119657531|XP_037920401.1|HILL	LOC108151043|XP_017134908.1|DMIR
OG0004559	LOC119652312|XP_037912251.1|HILL	LOC108154678|XP_017140509.1|DMIR
OG0004560	LOC119658602|XP_037922000.1|HILL	LOC108154076|XP_017139672.1|DMIR
OG0004561	LOC119646295|XP_037902638.1|HILL	LOC108156480|XP_017143446.1|DMIR
OG0004562	LOC119651060|XP_037910318.1|HILL	LOC108156199|XP_017143022.2|DMIR
OG0004563	LOC119652480|XP_037912581.1|HILL	LOC108157582|XP_017145193.1|DMIR
OG0004564	LOC119651625|XP_037911215.1|HILL	LOC108157202|XP_017144623.1|DMIR
OG0004565	LOC119651338|XP_037910819.1|HILL	LOC108155379|XP_017141641.1|DMIR
OG0004566	LOC119657893|XP_037920965.1|HILL	LOC108163741|XP_017154693.1|DMIR
OG0004567	LOC119656696|XP_037919127.1|HILL	LOC108158793|XP_017146972.1|DMIR
OG0004568	LOC119658356|XP_037921642.1|HILL	LOC108153626|XP_017139218.1|DMIR
OG0004569	LOC119651996|XP_037911846.1|HILL	LOC108156337|XP_017143225.1|DMIR
OG0004570	LOC119658240|XP_037921446.1|HILL	LOC108159269|XP_017147917.2|DMIR, LOC117188488|XP_033248321.1|DMIR
OG0004571	LOC119656721|XP_037919176.1|HILL	LOC108163731|XP_017154680.1|DMIR
OG0004572	LOC119656948|XP_037919589.1|HILL	LOC108162415|XP_017152631.1|DMIR
OG0004573	LOC119651558|XP_037911119.1|HILL	LOC108154988|XP_017141018.1|DMIR
OG0004574	LOC119657523|XP_037920395.1|HILL	LOC108164959|XP_017156456.1|DMIR
OG0004575	LOC119657664|XP_037920618.1|HILL	LOC108164615|XP_017155944.1|DMIR
OG0004576	LOC119652608|XP_037912769.1|HILL	LOC108157398|XP_017144926.1|DMIR
OG0004577	LOC119656889|XP_037919489.1|HILL	LOC108157159|XP_017144558.1|DMIR
OG0004578	LOC119657677|XP_037920634.1|HILL	LOC108158934|XP_017147235.1|DMIR
OG0004579	LOC119654883|XP_037916420.1|HILL	LOC108162269|XP_017152409.1|DMIR
OG0004580	LOC119657833|XP_037920878.1|HILL	LOC108154633|XP_017140445.2|DMIR
OG0004581	LOC119651764|XP_037911432.1|HILL	LOC108155737|XP_017142242.1|DMIR
OG0004582	LOC119659766|XP_037923958.1|HILL	LOC108156425|XP_017143366.1|DMIR
OG0004583	LOC119657310|XP_037920097.1|HILL	LOC108153862|XP_017139460.1|DMIR
OG0004584	LOC119657387|XP_037920200.1|HILL	LOC117192962|XP_033253575.1|DMIR, LOC108160544|XP_017150096.1|DMIR
OG0004585	LOC119659522|XP_037923586.1|HILL	LOC108157471|XP_017145039.1|DMIR
OG0004586	LOC119656710|XP_037919158.1|HILL	LOC108160728|XP_017150441.1|DMIR
OG0004587	LOC119658596|XP_037921988.1|HILL	LOC108154617|XP_017140427.1|DMIR
OG0004588	LOC119658604|XP_037922007.1|HILL	LOC108154627|XP_017140438.1|DMIR
OG0004589	LOC119657910|XP_037921012.1|HILL	LOC108157604|XP_017145225.1|DMIR
OG0004590	LOC119651926|XP_037911684.1|HILL	LOC108156457|XP_033244165.1|DMIR
OG0004591	LOC119651434|XP_037910961.1|HILL	LOC108155910|XP_017142545.1|DMIR
OG0004592	LOC119657856|XP_037920909.1|HILL	LOC108154479|XP_017140258.1|DMIR
OG0004593	LOC119657141|XP_037919841.1|HILL	LOC108153391|XP_033243042.1|DMIR
OG0004594	LOC119658003|XP_037921151.1|HILL	LOC108151874|XP_017136257.1|DMIR
OG0004595	LOC119658516|XP_037921919.1|HILL	LOC108162813|XP_017153218.1|DMIR
OG0004596	LOC119657611|XP_037920538.1|HILL	LOC108165049|XP_017156580.1|DMIR
OG0004597	LOC119657428|XP_037920257.1|HILL	LOC108154855|XP_017140768.1|DMIR
OG0004598	LOC119657349|XP_037920150.1|HILL	LOC108152624|XP_017137587.1|DMIR
OG0004599	LOC119646254|XP_037902587.1|HILL	LOC108162794|XP_017153185.1|DMIR
OG0004600	LOC119657834|XP_037920879.1|HILL	LOC108152994|XP_017138222.1|DMIR
OG0004601	LOC119658443|XP_037921773.1|HILL	LOC108165094|XP_017156635.1|DMIR
OG0004602	LOC119657101|XP_037919784.1|HILL	LOC108158878|XP_017147125.1|DMIR
OG0004603	LOC119656589|XP_037918925.1|HILL	LOC108162768|XP_017153144.1|DMIR
OG0004604	LOC119656827|XP_037919400.1|HILL	LOC108164977|XP_017156483.1|DMIR
OG0004605	LOC119657358|XP_037920159.1|HILL	LOC108154696|XP_017140538.1|DMIR
OG0004606	LOC119649648|XP_037907833.1|HILL	LOC108155889|XP_017142518.1|DMIR
OG0004607	LOC119657386|XP_037920199.1|HILL	LOC108158011|XP_017145653.1|DMIR
OG0004608	LOC119658507|XP_037921898.1|HILL	LOC108159784|XP_033241981.1|DMIR
OG0004609	LOC119657270|XP_037920031.1|HILL	LOC108162984|XP_017153482.1|DMIR
OG0004610	LOC119651587|XP_037911160.1|HILL	LOC108155698|XP_033244189.1|DMIR
OG0004611	LOC119656812|XP_037919361.1|HILL	LOC108156662|XP_033244896.1|DMIR
OG0004612	LOC119658069|XP_037921255.1|HILL	LOC108156663|XP_017143768.1|DMIR
OG0004613	LOC119650852|XP_037909926.1|HILL	LOC108155739|XP_017142244.1|DMIR
OG0004614	LOC119657094|XP_037919777.1|HILL	LOC108153036|XP_017138279.1|DMIR
OG0004615	LOC119656982|XP_037919643.1|HILL	LOC108160864|XP_017150618.1|DMIR
OG0004616	LOC119658409|XP_037921733.1|HILL	LOC108157718|XP_017145379.1|DMIR
OG0004617	LOC119660467|XP_037924963.1|HILL	LOC108163478|XP_017154272.1|DMIR
OG0004618	LOC119658319|XP_037921582.1|HILL	LOC108155074|XP_017141156.1|DMIR
OG0004619	LOC119651392|XP_037910902.1|HILL	LOC108156244|XP_017143082.1|DMIR
OG0004620	LOC119660137|XP_037924464.1|HILL	LOC108156238|XP_017143075.1|DMIR
OG0004621	LOC119659872|XP_037924118.1|HILL	LOC108156855|XP_017144069.1|DMIR
OG0004622	LOC119651407|XP_037910925.1|HILL	LOC108157449|XP_017144995.1|DMIR
OG0004623	LOC119652627|XP_037912802.1|HILL	LOC108156106|XP_017142890.1|DMIR
OG0004624	LOC119657790|XP_037920802.1|HILL	LOC108155964|XP_017142629.1|DMIR
OG0004625	LOC119656694|XP_037919108.1|HILL	LOC108163638|XP_017154541.1|DMIR
OG0004626	LOC119656708|XP_037919146.1|HILL	LOC108154618|XP_033253593.1|DMIR
OG0004627	LOC119648323|XP_037905932.1|HILL	LOC108152140|XP_017136727.1|DMIR
OG0004628	LOC119658065|XP_037921246.1|HILL	LOC108153705|XP_017139319.1|DMIR
OG0004629	LOC119661256|XP_037926430.1|HILL	LOC108157482|XP_033244993.1|DMIR
OG0004630	LOC119651300|XP_037910752.1|HILL	LOC108155973|XP_017142648.1|DMIR
OG0004631	LOC119652778|XP_037913016.1|HILL	LOC108156873|XP_017144090.1|DMIR
OG0004632	LOC119652777|XP_037913013.1|HILL	LOC108156871|XP_033244936.1|DMIR
OG0004633	LOC119652422|XP_037912473.1|HILL	LOC108156103|XP_017142887.1|DMIR
OG0004635	LOC119657645|XP_037920579.1|HILL	LOC108161021|XP_017150820.1|DMIR
OG0004636	LOC119658477|XP_037921844.1|HILL	LOC108156992|XP_017144277.1|DMIR
OG0004637	LOC119656596|XP_037918950.1|HILL	LOC108150748|XP_033255795.1|DMIR
OG0004638	LOC119657899|XP_037920982.1|HILL	LOC108157220|XP_017144670.1|DMIR
OG0004639	LOC119658033|XP_037921193.1|HILL	LOC108154300|XP_017140043.1|DMIR
OG0004640	LOC119658083|XP_037921273.1|HILL	LOC108154323|XP_017140071.1|DMIR
OG0004641	LOC119656673|XP_037919084.1|HILL	LOC108164848|XP_017156265.1|DMIR
OG0004642	LOC119657079|XP_037919762.1|HILL	LOC108151122|XP_017135035.1|DMIR
OG0004643	LOC119658927|XP_037922684.1|HILL	LOC108157432|XP_017144974.1|DMIR
OG0004644	LOC119659371|XP_037923355.1|HILL	LOC108162216|XP_017152326.1|DMIR
OG0004645	LOC119657954|XP_037921084.1|HILL	LOC108163402|XP_017154155.1|DMIR
OG0004646	LOC119660821|XP_037925609.1|HILL	LOC108157116|XP_017144486.1|DMIR
OG0004647	LOC119656515|XP_037918786.1|HILL	LOC108164064|XP_017155141.1|DMIR
OG0004648	LOC119656517|XP_037918788.1|HILL	LOC108159958|XP_017149120.1|DMIR
OG0004649	LOC119658385|XP_037921679.1|HILL	LOC108154673|XP_017140506.1|DMIR
OG0004650	LOC119658521|XP_037921925.1|HILL	LOC108161639|XP_017151430.1|DMIR
OG0004651	LOC119653160|XP_037913629.1|HILL	LOC108157500|XP_017145089.1|DMIR
OG0004652	LOC119651716|XP_037911366.1|HILL	LOC108156114|XP_017142901.1|DMIR
OG0004653	LOC119658272|XP_037921491.1|HILL	LOC108151641|XP_017135836.1|DMIR
OG0004654	LOC119651929|XP_037911692.1|HILL	LOC108162071|XP_017152107.1|DMIR
OG0004655	LOC119652846|XP_037913125.1|HILL	LOC108156750|XP_017143900.1|DMIR
OG0004656	LOC119656715|XP_037919165.1|HILL	LOC108164027|XP_017155095.1|DMIR
OG0004657	LOC119651552|XP_037911112.1|HILL	LOC108154332|XP_017140083.1|DMIR
OG0004658	LOC119660106|XP_037924414.1|HILL	LOC108155746|XP_017142264.1|DMIR
OG0004659	LOC119656535|XP_037918809.1|HILL	LOC108156868|XP_017144085.1|DMIR
OG0004660	LOC119655344|XP_037917126.1|HILL	LOC108156001|XP_017142690.1|DMIR
OG0004661	LOC119652578|XP_037912722.1|HILL	LOC108155583|XP_017141978.1|DMIR
OG0004662	LOC119656572|XP_037918887.1|HILL	LOC117193058|XP_033253682.1|DMIR, LOC108154136|XP_017139761.1|DMIR
OG0004663	LOC119661358|XP_037926594.1|HILL	LOC108165035|XP_017156560.1|DMIR
OG0004664	LOC119650425|XP_037909172.1|HILL	LOC108158095|XP_017145754.1|DMIR
OG0004665	LOC119647032|XP_037903701.1|HILL	LOC108165190|XP_017156751.1|DMIR
OG0004666	LOC119651332|XP_037910800.1|HILL	LOC108155368|XP_017141621.1|DMIR
OG0004667	LOC119652899|XP_037913200.1|HILL	LOC108156554|XP_017143564.1|DMIR
OG0004668	LOC119646252|XP_037902574.1|HILL	LOC108164950|XP_017156431.1|DMIR
OG0004669	LOC119654543|XP_037915919.1|HILL	LOC108162020|XP_017152002.1|DMIR
OG0004670	LOC119658858|XP_037922539.1|HILL	LOC108156520|XP_017143514.1|DMIR
OG0004671	LOC119660788|XP_037925519.1|HILL	LOC108154247|XP_017139971.1|DMIR
OG0004672	LOC119653161|XP_037913630.1|HILL	LOC108156405|XP_017143334.1|DMIR
OG0004673	LOC119660391|XP_037924852.1|HILL	LOC108156660|XP_017143763.1|DMIR
OG0004674	LOC119657201|XP_037919935.1|HILL	LOC108157637|XP_017145270.1|DMIR
OG0004675	LOC119657161|XP_037919870.1|HILL	LOC108156649|XP_017143749.1|DMIR
OG0004676	LOC119656798|XP_037919331.1|HILL	LOC108157370|XP_017144884.1|DMIR
OG0004677	LOC119650715|XP_037909654.1|HILL	LOC108154882|XP_017140813.1|DMIR
OG0004678	LOC119651944|XP_037911724.1|HILL	LOC108154878|XP_017140806.1|DMIR
OG0004679	LOC119652908|XP_037913212.1|HILL	LOC108157697|XP_033245841.1|DMIR
OG0004680	LOC119653220|XP_037913723.1|HILL	LOC108155172|XP_017141328.1|DMIR
OG0004681	LOC119650861|XP_037909946.1|HILL	LOC108156687|XP_017143817.1|DMIR
OG0004682	LOC119659350|XP_037923327.1|HILL	LOC108163406|XP_017154159.1|DMIR
OG0004683	LOC119659697|XP_037923878.1|HILL	LOC108155996|XP_017142682.1|DMIR
OG0004684	LOC119652735|XP_037912960.1|HILL	LOC108155004|XP_017141041.1|DMIR
OG0004685	LOC119658325|XP_037921591.1|HILL	LOC108156394|XP_017143308.1|DMIR
OG0004686	LOC119657043|XP_037919724.1|HILL	LOC108156827|XP_017144019.1|DMIR
OG0004687	LOC119658378|XP_037921672.1|HILL	LOC108157097|XP_017144451.1|DMIR
OG0004688	LOC119658784|XP_037922419.1|HILL	LOC108156189|XP_017143009.1|DMIR
OG0004689	LOC119652429|XP_037912481.1|HILL	LOC108155632|XP_017142059.1|DMIR
OG0004690	LOC119651113|XP_037910414.1|HILL	LOC108155595|XP_017142003.1|DMIR
OG0004691	LOC119651345|XP_037910829.1|HILL	LOC108155025|XP_017141069.1|DMIR
OG0004692	LOC119651630|XP_037911221.1|HILL	LOC108155569|XP_017141955.1|DMIR
OG0004693	LOC119651633|XP_037911225.1|HILL	LOC108155357|XP_017141609.1|DMIR
OG0004694	LOC119651342|XP_037910823.1|HILL	LOC108156684|XP_017143812.1|DMIR
OG0004695	LOC119657150|XP_037919855.1|HILL	LOC108156756|XP_017143906.1|DMIR
OG0004696	LOC119653173|XP_037913648.1|HILL	LOC108154317|XP_017140065.1|DMIR
OG0004697	LOC119660812|XP_037925580.1|HILL	LOC117186126|XP_033242165.1|DMIR
OG0004698	LOC119656490|XP_037918748.1|HILL	LOC108156334|XP_017143223.1|DMIR
OG0004699	LOC119651178|XP_037910533.1|HILL	LOC108157012|XP_017144304.1|DMIR
OG0004700	LOC119652868|XP_037913154.1|HILL	LOC108156897|XP_017144128.1|DMIR
OG0004701	LOC119651296|XP_037910745.1|HILL	LOC108155684|XP_033245038.1|DMIR
OG0004702	LOC119653181|XP_037913663.1|HILL	LOC108156134|XP_017142935.1|DMIR
OG0004703	LOC119652688|XP_037912890.1|HILL	LOC108157641|XP_017145275.1|DMIR
OG0004704	LOC119651650|XP_037911256.1|HILL	LOC108155956|XP_017142609.1|DMIR
OG0004705	LOC119651488|XP_037911030.1|HILL	LOC108154248|XP_017139972.1|DMIR
OG0004706	LOC119653107|XP_037913553.1|HILL	LOC108165490|XP_017157033.1|DMIR
OG0004707	LOC119658332|XP_037921599.1|HILL	LOC108161907|XP_017151796.1|DMIR
OG0004708	LOC119658585|XP_037921969.1|HILL	LOC108154849|XP_017140754.1|DMIR
OG0004709	LOC119652381|XP_037912407.1|HILL	LOC108155545|XP_017141913.1|DMIR
OG0004710	LOC119650701|XP_037909615.1|HILL	LOC108155038|XP_017141092.1|DMIR
OG0004711	LOC119657081|XP_037919764.1|HILL	LOC108156049|XP_017142810.2|DMIR
OG0004712	LOC119657328|XP_037920121.1|HILL	LOC108155482|XP_017141795.1|DMIR
OG0004713	LOC119651505|XP_037911055.1|HILL	LOC108156368|XP_017143261.1|DMIR
OG0004714	LOC119652733|XP_037912957.1|HILL	LOC117186929|XP_033244177.1|DMIR, LOC108154703|XP_017140542.2|DMIR
OG0004715	LOC119651448|XP_037910982.1|HILL	LOC108161675|XP_017151471.1|DMIR
OG0004716	LOC119650982|XP_037910173.1|HILL	LOC108156632|XP_017143719.1|DMIR
OG0004717	LOC119657852|XP_037920903.1|HILL	LOC108163424|XP_017154222.2|DMIR
OG0004718	LOC119646301|XP_037902645.1|HILL	LOC108163535|XP_017154377.1|DMIR
OG0004719	LOC119650798|XP_037909862.1|HILL	LOC108156307|XP_033244397.1|DMIR
OG0004720	LOC119652851|XP_037913132.1|HILL	LOC108156118|XP_017142912.1|DMIR
OG0004721	LOC119650753|XP_037909775.1|HILL	LOC108155092|XP_017141203.1|DMIR
OG0004722	LOC119652803|XP_037913055.1|HILL	LOC108156870|XP_017144087.1|DMIR
OG0004723	LOC119657533|XP_037920404.1|HILL	LOC108155046|XP_017141111.1|DMIR
OG0004724	LOC119652411|XP_037912451.1|HILL	LOC108156360|XP_017143253.2|DMIR
OG0004725	LOC119651248|XP_037910656.1|HILL	LOC108156048|XP_017142809.1|DMIR
OG0004726	LOC119651479|XP_037911018.1|HILL	LOC108156644|XP_017143735.1|DMIR
OG0004727	LOC119651347|XP_037910835.1|HILL	LOC108157211|XP_033245305.1|DMIR
OG0004728	LOC119651348|XP_037910837.1|HILL	LOC108154244|XP_017139967.1|DMIR
OG0004729	LOC119659224|XP_037923128.1|HILL	LOC108164870|XP_017156305.1|DMIR
OG0004730	LOC119652855|XP_037913139.1|HILL	LOC108163621|XP_017154509.1|DMIR
OG0004731	LOC119652690|XP_037912895.1|HILL	LOC108156401|XP_017143328.1|DMIR
OG0004732	LOC119657021|XP_037919697.1|HILL	LOC108157475|XP_017145043.2|DMIR
OG0004733	LOC119657022|XP_037919698.1|HILL	LOC108156363|XP_017143255.1|DMIR
OG0004734	LOC119658233|XP_037921439.1|HILL	LOC108155986|XP_017142667.2|DMIR
OG0004735	LOC119652917|XP_037913227.1|HILL	LOC108157236|XP_017144686.1|DMIR
OG0004736	LOC119660605|XP_037925219.1|HILL	LOC108155243|XP_017141422.1|DMIR
OG0004737	LOC119652046|XP_037911909.1|HILL	LOC108157516|XP_017145107.1|DMIR
OG0004738	LOC119650717|XP_037909658.1|HILL	LOC108157329|XP_017144834.1|DMIR
OG0004739	LOC119652650|XP_037912826.1|HILL	LOC108154671|XP_017140501.1|DMIR
OG0004740	LOC119651710|XP_037911351.1|HILL	LOC108157849|XP_017145542.1|DMIR
OG0004741	LOC119651621|XP_037911204.1|HILL	LOC108154636|XP_017140448.1|DMIR
OG0004742	LOC119660965|XP_037925950.1|HILL	LOC108164398|XP_017155513.1|DMIR
OG0004743	LOC119657264|XP_037920023.1|HILL	LOC108156623|XP_017143668.1|DMIR
OG0004744	LOC119659925|XP_037924190.1|HILL	LOC108163381|XP_017154124.1|DMIR
OG0004745	LOC119658857|XP_037922538.1|HILL	LOC108156410|XP_017143344.1|DMIR
OG0004746	LOC119658591|XP_037921978.1|HILL	LOC108155820|XP_017142397.1|DMIR
OG0004747	LOC119658592|XP_037921979.1|HILL	LOC108155821|XP_017142399.1|DMIR
OG0004748	LOC119658982|XP_037922792.1|HILL	LOC108155586|XP_017141984.1|DMIR
OG0004749	LOC119658626|XP_037922053.1|HILL	LOC108155589|XP_033244126.1|DMIR
OG0004750	LOC119650598|XP_037909383.1|HILL	LOC108156246|XP_017143084.1|DMIR
OG0004751	LOC119656651|XP_037919044.1|HILL	LOC108155121|XP_033245624.1|DMIR
OG0004752	LOC119659430|XP_037923440.1|HILL	LOC108154384|XP_017140137.1|DMIR
OG0004753	LOC119659164|XP_037923042.1|HILL	LOC108154720|XP_017140570.1|DMIR
OG0004754	LOC119659162|XP_037923040.1|HILL	LOC108154900|XP_017140838.1|DMIR
OG0004755	LOC119646660|XP_037903118.1|HILL	LOC108156547|XP_017143554.1|DMIR
OG0004756	LOC119646659|XP_037903117.1|HILL	LOC108156545|XP_017143550.1|DMIR
OG0004757	LOC119651981|XP_037911818.1|HILL	LOC108154167|XP_017139817.2|DMIR
OG0004758	LOC119657492|XP_037920343.1|HILL	LOC108156617|XP_017143660.1|DMIR
OG0004759	LOC119650650|XP_037909512.1|HILL	LOC108156205|XP_017143029.1|DMIR
OG0004760	LOC119657397|XP_037920215.1|HILL	LOC108156081|XP_033244137.1|DMIR
OG0004761	LOC119659497|XP_037923543.1|HILL	LOC108155250|XP_017141431.1|DMIR
OG0004762	LOC119651175|XP_037910525.1|HILL	LOC108162684|XP_017153021.1|DMIR
OG0004763	LOC119651811|XP_037911530.1|HILL	LOC108157031|XP_017144333.1|DMIR
OG0004764	LOC119660161|XP_037924493.1|HILL	LOC108155473|XP_017141785.1|DMIR
OG0004765	LOC119651583|XP_037911150.1|HILL	LOC108156990|XP_017144271.1|DMIR
OG0004766	LOC119651411|XP_037910930.1|HILL	LOC108154791|XP_017140670.1|DMIR
OG0004767	LOC119651129|XP_037910451.1|HILL	LOC108155516|XP_017141846.1|DMIR
OG0004768	LOC119651128|XP_037910450.1|HILL	LOC108155515|XP_017141844.1|DMIR
OG0004769	LOC119659440|XP_037923451.1|HILL	LOC108162239|XP_017152364.1|DMIR
OG0004770	LOC119659123|XP_037922976.1|HILL	LOC108155800|XP_017142370.1|DMIR
OG0004771	LOC119651884|XP_037911632.1|HILL	LOC108154060|XP_033245899.1|DMIR
OG0004772	LOC119651147|XP_037910480.1|HILL	LOC108156449|XP_017143396.1|DMIR
OG0004773	LOC119652454|XP_037912526.1|HILL	LOC108154186|XP_017139850.1|DMIR
OG0004774	LOC119652455|XP_037912531.1|HILL	LOC108154187|XP_033244757.1|DMIR
OG0004775	LOC119652648|XP_037912825.1|HILL	LOC108156616|XP_033244733.1|DMIR
OG0004776	LOC119651638|XP_037911236.1|HILL	LOC108159369|XP_017148085.1|DMIR
OG0004777	LOC119650759|XP_037909779.1|HILL	LOC108154165|XP_017139816.1|DMIR
OG0004778	LOC119657685|XP_037920644.1|HILL	LOC108162631|XP_017152943.2|DMIR
OG0004779	LOC119661344|XP_037926574.1|HILL	LOC108154674|XP_033244412.1|DMIR
OG0004780	LOC119647073|XP_037903759.1|HILL	LOC108163949|XP_017154979.1|DMIR
OG0004781	LOC119652277|XP_037912198.1|HILL	LOC108156622|XP_033245430.1|DMIR
OG0004782	LOC119651366|XP_037910868.1|HILL	LOC108156116|XP_017142905.1|DMIR
OG0004783	LOC119656828|XP_037919401.1|HILL	LOC108157265|XP_017144739.1|DMIR
OG0004784	LOC119651404|XP_037910920.1|HILL	LOC108157239|XP_017144698.1|DMIR
OG0004785	LOC119651315|XP_037910773.1|HILL	LOC108157856|XP_017145551.1|DMIR
OG0004786	LOC119651934|XP_037911702.1|HILL	LOC108154581|XP_017140372.1|DMIR
OG0004787	LOC119653144|XP_037913606.1|HILL	LOC108154663|XP_017140489.1|DMIR
OG0004788	LOC119653141|XP_037913604.1|HILL	LOC108154513|XP_017140302.1|DMIR
OG0004789	LOC119653143|XP_037913605.1|HILL	LOC108153925|XP_017139509.1|DMIR
OG0004790	LOC119652266|XP_037912179.1|HILL	LOC108157208|XP_017144646.1|DMIR
OG0004791	LOC119652076|XP_037911942.1|HILL	LOC108155750|XP_017142271.1|DMIR
OG0004792	LOC119651728|XP_037911383.1|HILL	LOC108154256|XP_017139980.2|DMIR
OG0004793	LOC119659008|XP_037922821.1|HILL	LOC108155447|XP_017141752.1|DMIR
OG0004794	LOC119652838|XP_037913102.1|HILL	LOC108156322|XP_017143203.1|DMIR
OG0004795	LOC119652527|XP_037912656.1|HILL	LOC108155621|XP_017142040.1|DMIR
OG0004796	LOC119650639|XP_037909489.1|HILL	LOC108155654|XP_017142095.2|DMIR
OG0004797	LOC119652964|XP_037913289.1|HILL	LOC108155538|XP_017141898.1|DMIR
OG0004798	LOC119650602|XP_037909387.1|HILL	LOC108154734|XP_017140590.1|DMIR
OG0004799	LOC119650872|XP_037909962.1|HILL	LOC108156796|XP_017143964.1|DMIR
OG0004800	LOC119652460|XP_037912552.1|HILL	LOC108157617|XP_017145242.1|DMIR
OG0004801	LOC119658926|XP_037922683.1|HILL	LOC108156258|XP_017143108.1|DMIR
OG0004802	LOC119653001|XP_037913355.1|HILL	LOC108154199|XP_017139905.1|DMIR
