Orthogroup	HILL.longest_only	CPIP.longest_only
OG0005102	LOC119654204|XP_037915338.1|HILL	LOC120419517|XP_039438151.1|CPIP
OG0005103	LOC119653642|XP_037914385.1|HILL	LOC120419522|XP_039438166.1|CPIP
OG0005104	LOC119653673|XP_037914440.1|HILL	LOC120413407|XP_039430146.1|CPIP
OG0005105	LOC119648525|XP_037906221.1|HILL	LOC120413431|XP_039430176.1|CPIP
OG0005106	LOC119649404|XP_037907462.1|HILL	LOC120413416|XP_039430155.1|CPIP
OG0005107	LOC119649508|XP_037907606.1|HILL	LOC120413382|XP_039430114.1|CPIP
OG0005108	LOC119659400|XP_037923401.1|HILL	LOC120430837|XP_039451887.1|CPIP, LOC120430388|XP_039451427.1|CPIP
OG0005109	LOC119655626|XP_037917524.1|HILL	LOC120417530|XP_039435546.1|CPIP
OG0005110	LOC119649133|XP_037907066.1|HILL	LOC120420040|XP_039438875.1|CPIP
OG0005111	LOC119649343|XP_037907377.1|HILL	LOC120427787|XP_039448643.1|CPIP
OG0005112	LOC119648658|XP_037906364.1|HILL	LOC120427785|XP_039448640.1|CPIP
OG0005113	LOC119648784|XP_037906549.1|HILL	LOC120427783|XP_039448638.1|CPIP
OG0005114	LOC119649347|XP_037907383.1|HILL	LOC120429198|XP_039450340.1|CPIP
OG0005115	LOC119647279|XP_037904104.1|HILL	LOC120422286|XP_039441610.1|CPIP
OG0005116	LOC119649700|XP_037907896.1|HILL	LOC120424974|XP_039445264.1|CPIP
OG0005117	LOC119658916|XP_037922659.1|HILL	LOC120424977|XP_039445268.1|CPIP
OG0005118	LOC119659093|XP_037922941.1|HILL	LOC120424982|XP_039445284.1|CPIP
OG0005119	LOC119658934|XP_037922696.1|HILL	LOC120431356|XP_039452418.1|CPIP
OG0005120	LOC119649432|XP_037907508.1|HILL	LOC120421624|XP_039440786.1|CPIP
OG0005121	LOC119648831|XP_037906621.1|HILL	LOC120421674|XP_039440838.1|CPIP
OG0005122	LOC119649699|XP_037907895.1|HILL	LOC120424488|XP_039444565.1|CPIP
OG0005123	LOC119648238|XP_037905795.1|HILL	LOC120424498|XP_039444582.1|CPIP
OG0005124	LOC119648042|XP_037905405.1|HILL	LOC120424477|XP_039444546.1|CPIP
OG0005125	LOC119647834|XP_037905006.1|HILL	LOC120424495|XP_039444576.1|CPIP
OG0005126	LOC119650423|XP_037909162.1|HILL	LOC120423518|XP_039443295.1|CPIP
OG0005127	LOC119648071|XP_037905473.1|HILL	LOC120423507|XP_039443282.1|CPIP
OG0005128	LOC119661261|XP_037926442.1|HILL	LOC120420909|XP_039439968.1|CPIP
OG0005129	LOC119650465|XP_037909259.1|HILL	LOC120431801|XP_039452854.1|CPIP, LOC120430103|XP_039451123.1|CPIP
OG0005130	LOC119646147|XP_037902432.1|HILL	LOC120430133|XP_039451153.1|CPIP
OG0005132	LOC119649444|XP_037907523.1|HILL	LOC120412631|XP_039429120.1|CPIP
OG0005133	LOC119649249|XP_037907244.1|HILL, LOC119649238|XP_037907229.1|HILL	LOC120412593|XP_039429057.1|CPIP
OG0005134	LOC119649769|XP_037907997.1|HILL	LOC120412581|XP_039429025.1|CPIP
OG0005135	LOC119650307|XP_037908880.1|HILL	LOC120412623|XP_039429107.1|CPIP
OG0005136	LOC119648369|XP_037906023.1|HILL	LOC120412587|XP_039429034.1|CPIP
OG0005137	LOC119657487|XP_037920340.1|HILL	LOC120428832|XP_039449881.1|CPIP
OG0005138	LOC119649583|XP_037907715.1|HILL	LOC120416503|XP_039434154.1|CPIP
OG0005139	LOC119649660|XP_037907844.1|HILL	LOC120416504|XP_039434155.1|CPIP
OG0005140	LOC119649396|XP_037907449.1|HILL	LOC120416523|XP_039434173.1|CPIP
OG0005141	LOC119654387|XP_037915689.1|HILL	LOC120427930|XP_039448805.1|CPIP, LOC120427035|XP_039447798.1|CPIP
OG0005142	LOC119648368|XP_037906022.1|HILL	LOC120426296|XP_039446981.1|CPIP
OG0005143	LOC119647941|XP_037905219.1|HILL	LOC120415768|XP_039433310.1|CPIP
OG0005144	LOC119648656|XP_037906360.1|HILL	LOC120415816|XP_039433374.1|CPIP
OG0005145	LOC119649656|XP_037907839.1|HILL	LOC120415818|XP_039433376.1|CPIP
OG0005146	LOC119650300|XP_037908866.1|HILL	LOC120415809|XP_039433370.1|CPIP
OG0005147	LOC119650302|XP_037908870.1|HILL	LOC120415810|XP_039433371.1|CPIP
OG0005148	LOC119647469|XP_037904332.1|HILL	LOC120418654|XP_039437033.1|CPIP
OG0005149	LOC119661400|XP_037926655.1|HILL	LOC120418652|XP_039437030.1|CPIP
OG0005150	LOC119649675|XP_037907862.1|HILL	LOC120418673|XP_039437056.1|CPIP
OG0005151	LOC119648113|XP_037905563.1|HILL	LOC120418672|XP_039437054.1|CPIP, LOC120418677|XP_039437060.1|CPIP
OG0005152	LOC119649984|XP_037908354.1|HILL	LOC120418659|XP_039437040.1|CPIP
OG0005154	LOC119647516|XP_037904406.1|HILL	LOC120418680|XP_039437070.1|CPIP
OG0005155	LOC119650217|XP_037908713.1|HILL	LOC120419001|XP_039437507.1|CPIP
OG0005156	LOC119651825|XP_037911544.1|HILL	LOC120427117|XP_039447904.1|CPIP
OG0005157	LOC119647924|XP_037905185.1|HILL	LOC120427130|XP_039447918.1|CPIP
OG0005158	LOC119649577|XP_037907709.1|HILL	LOC120419527|XP_039438173.1|CPIP
OG0005159	LOC119648345|XP_037905968.1|HILL	LOC120419525|XP_039438171.1|CPIP
OG0005160	LOC119650199|XP_037908694.1|HILL	LOC120419520|XP_039438163.1|CPIP
OG0005161	LOC119646727|XP_037903235.1|HILL	LOC120422697|XP_039442142.1|CPIP
OG0005162	LOC119659250|XP_037923164.1|HILL	LOC120422702|XP_039442147.1|CPIP
OG0005163	LOC119647824|XP_037904990.1|HILL	LOC120417455|XP_039435446.1|CPIP
OG0005164	LOC119649730|XP_037907938.1|HILL	LOC120417458|XP_039435449.1|CPIP
OG0005165	LOC119653067|XP_037913477.1|HILL	LOC120429715|XP_039450688.1|CPIP
OG0005166	LOC119649889|XP_037908207.1|HILL	LOC120421404|XP_039440540.1|CPIP
OG0005167	LOC119648190|XP_037905708.1|HILL	LOC120421405|XP_039440541.1|CPIP
OG0005168	LOC119648188|XP_037905705.1|HILL	LOC120421394|XP_039440529.1|CPIP
OG0005169	LOC119650352|XP_037908962.1|HILL	LOC120421393|XP_039440528.1|CPIP
OG0005170	LOC119650350|XP_037908952.1|HILL	LOC120421391|XP_039440525.1|CPIP
OG0005171	LOC119650351|XP_037908961.1|HILL	LOC120421392|XP_039440527.1|CPIP
OG0005172	LOC119646374|XP_037902738.1|HILL	LOC120421386|XP_039440514.1|CPIP
OG0005173	LOC119653388|XP_037913866.1|HILL	LOC120431184|XP_039452260.1|CPIP
OG0005174	LOC119646194|XP_037902506.1|HILL	LOC120431186|XP_039452262.1|CPIP
OG0005175	LOC119661164|XP_037926308.1|HILL	LOC120421921|XP_039441155.1|CPIP
OG0005176	LOC119646505|XP_037902888.1|HILL	LOC120421930|XP_039441169.1|CPIP
OG0005178	LOC119650206|XP_037908700.1|HILL	LOC120431122|XP_039452208.1|CPIP, LOC120421931|XP_039441170.1|CPIP
OG0005179	LOC119648924|XP_037906758.1|HILL	LOC120421898|XP_039441130.1|CPIP
OG0005180	LOC119650168|XP_037908645.1|HILL	LOC120430636|XP_039451665.1|CPIP
OG0005181	LOC119656687|XP_037919102.1|HILL	LOC120431061|XP_039452148.1|CPIP
OG0005182	LOC119655150|XP_037916820.1|HILL	LOC120431062|XP_039452149.1|CPIP
OG0005183	LOC119646928|XP_037903537.1|HILL	LOC120431056|XP_039452144.1|CPIP
OG0005184	LOC119653678|XP_037914453.1|HILL	LOC120427289|XP_039448075.1|CPIP
OG0005185	LOC119657803|XP_037920830.1|HILL	LOC120427293|XP_039448079.1|CPIP
OG0005186	LOC119646988|XP_037903627.1|HILL	LOC120427296|XP_039448084.1|CPIP
OG0005187	LOC119653915|XP_037915003.1|HILL	LOC120418809|XP_039437240.1|CPIP
OG0005188	LOC119661106|XP_037926230.1|HILL	LOC120418812|XP_039437257.1|CPIP
OG0005189	LOC119655045|XP_037916659.1|HILL	LOC120419736|XP_039438471.1|CPIP, LOC120426977|XP_039447733.1|CPIP
OG0005191	LOC119660199|XP_037924553.1|HILL	LOC120429227|XP_039450375.1|CPIP
OG0005196	LOC119654299|XP_037915534.1|HILL	LOC120429042|XP_039450114.1|CPIP
OG0005199	LOC119646818|XP_037903360.1|HILL	LOC120428478|XP_039449426.1|CPIP
OG0005200	LOC119648767|XP_037906527.1|HILL	LOC120424300|XP_039444319.1|CPIP
OG0005201	LOC119647231|XP_037904008.1|HILL	LOC120424220|XP_039444208.1|CPIP
OG0005202	LOC119659373|XP_037923357.1|HILL	LOC120413952|XP_039430889.1|CPIP
OG0005211	LOC119657737|XP_037920711.1|HILL	LOC120425448|XP_039445914.1|CPIP
OG0005212	LOC119653949|XP_037915041.1|HILL	LOC120425446|XP_039445913.1|CPIP
OG0005213	LOC119652591|XP_037912743.1|HILL	LOC120422192|XP_039441507.1|CPIP
OG0005214	LOC119647681|XP_037904724.1|HILL	LOC120414729|XP_039431968.1|CPIP
OG0005215	LOC119648817|XP_037906602.1|HILL	LOC120414647|XP_039431828.1|CPIP
OG0005216	LOC119651164|XP_037910510.1|HILL	LOC120414706|XP_039431948.1|CPIP
OG0005217	LOC119650644|XP_037909497.1|HILL	LOC120414646|XP_039431818.1|CPIP
OG0005219	LOC119652007|XP_037911866.1|HILL	LOC120414659|XP_039431853.1|CPIP
OG0005220	LOC119647508|XP_037904396.1|HILL	LOC120414656|XP_039431849.1|CPIP
OG0005221	LOC119651598|XP_037911176.1|HILL	LOC120414672|XP_039431887.1|CPIP
OG0005222	LOC119653272|XP_037913822.1|HILL	LOC120414652|XP_039431836.1|CPIP
OG0005223	LOC119646923|XP_037903530.1|HILL	LOC120414655|XP_039431847.1|CPIP
OG0005224	LOC119651975|XP_037911809.1|HILL	LOC120426541|XP_039447242.1|CPIP, LOC120426359|XP_039447054.1|CPIP
OG0005225	LOC119652191|XP_037912062.1|HILL	LOC120430917|XP_039451971.1|CPIP, LOC120431074|XP_039452162.1|CPIP
OG0005226	LOC119661440|XP_037926714.1|HILL	LOC120431198|XP_039452275.1|CPIP
OG0005227	LOC119646782|XP_037903294.1|HILL	LOC120431192|XP_039452268.1|CPIP
OG0005228	LOC119646780|XP_037903292.1|HILL	LOC120431190|XP_039452266.1|CPIP
OG0005229	LOC119661611|XP_037926954.1|HILL	LOC120431282|XP_039452354.1|CPIP
OG0005230	LOC119652592|XP_037912744.1|HILL	LOC120427685|XP_039448505.1|CPIP
OG0005231	LOC119646592|XP_037903013.1|HILL	LOC120422793|XP_039442267.1|CPIP
OG0005232	LOC119652329|XP_037912269.1|HILL	LOC120422785|XP_039442257.1|CPIP
OG0005233	LOC119650831|XP_037909900.1|HILL	LOC120422805|XP_039442281.1|CPIP
OG0005234	LOC119653196|XP_037913683.1|HILL	LOC120425848|XP_039446401.1|CPIP
OG0005235	LOC119646624|XP_037903060.1|HILL	LOC120415484|XP_039432986.1|CPIP
OG0005236	LOC119646625|XP_037903061.1|HILL	LOC120415483|XP_039432983.1|CPIP
OG0005237	LOC119661701|XP_037927076.1|HILL	LOC120415481|XP_039432980.1|CPIP
OG0005238	LOC119661751|XP_037927149.1|HILL	LOC120415473|XP_039432968.1|CPIP
OG0005239	LOC119648871|XP_037906690.1|HILL	LOC120419188|XP_039437792.1|CPIP
OG0005240	LOC119651591|XP_037911168.1|HILL	LOC120422788|XP_039442261.1|CPIP
OG0005241	LOC119647642|XP_037904636.1|HILL	LOC120422783|XP_039442250.1|CPIP
OG0005242	LOC119646362|XP_037902727.1|HILL	LOC120423412|XP_039443149.1|CPIP, LOC120422794|XP_039442268.1|CPIP
OG0005243	LOC119650888|XP_037909996.1|HILL	LOC120415693|XP_039433221.1|CPIP
OG0005244	LOC119659971|XP_037924261.1|HILL	LOC120415669|XP_039433186.1|CPIP
OG0005245	LOC119659377|XP_037923365.1|HILL	LOC120415676|XP_039433197.1|CPIP
OG0005246	LOC119654661|XP_037916080.1|HILL	LOC120415690|XP_039433219.1|CPIP
OG0005247	LOC119652677|XP_037912879.1|HILL	LOC120415685|XP_039433203.1|CPIP
OG0005248	LOC119661189|XP_037926338.1|HILL	LOC120424566|XP_039444669.1|CPIP
OG0005249	LOC119659784|XP_037923978.1|HILL	LOC120423659|XP_039443475.1|CPIP
OG0005250	LOC119653244|XP_037913772.1|HILL	LOC120423673|XP_039443492.1|CPIP
OG0005251	LOC119650691|XP_037909591.1|HILL	LOC120418290|XP_039436551.1|CPIP
OG0005252	LOC119652698|XP_037912905.1|HILL	LOC120418314|XP_039436577.1|CPIP
OG0005253	LOC119653918|XP_037915002.1|HILL	LOC120429159|XP_039450300.1|CPIP, LOC120431828|XP_039452883.1|CPIP
OG0005254	LOC119652945|XP_037913264.1|HILL	LOC120422990|XP_039442534.1|CPIP
OG0005255	LOC119652772|XP_037913008.1|HILL	LOC120422984|XP_039442528.1|CPIP
OG0005256	LOC119651464|XP_037910999.1|HILL	LOC120422989|XP_039442533.1|CPIP
OG0005257	LOC119651462|XP_037910996.1|HILL	LOC120422991|XP_039442536.1|CPIP
OG0005258	LOC119650950|XP_037910112.1|HILL	LOC120413542|XP_039430354.1|CPIP
OG0005259	LOC119651157|XP_037910493.1|HILL	LOC120413545|XP_039430359.1|CPIP
OG0005260	LOC119651290|XP_037910735.1|HILL	LOC120413560|XP_039430373.1|CPIP
OG0005261	LOC119652376|XP_037912401.1|HILL	LOC120413537|XP_039430346.1|CPIP
OG0005262	LOC119660828|XP_037925616.1|HILL	LOC120421103|XP_039440183.1|CPIP
OG0005263	LOC119652237|XP_037912138.1|HILL	LOC120413586|XP_039430415.1|CPIP
OG0005264	LOC119652238|XP_037912141.1|HILL	LOC120413587|XP_039430419.1|CPIP
OG0005265	LOC119659362|XP_037923341.1|HILL, LOC119647794|XP_037904924.1|HILL, LOC119647652|XP_037904649.1|HILL	LOC120413588|XP_039430421.1|CPIP
OG0005266	LOC119650604|XP_037909392.1|HILL	LOC120420136|XP_039439025.1|CPIP
OG0005267	LOC119656067|XP_037918276.1|HILL	LOC120422937|XP_039442453.1|CPIP
OG0005268	LOC119653031|XP_037913408.1|HILL	LOC120422741|XP_039442219.1|CPIP
OG0005269	LOC119661467|XP_037926756.1|HILL	LOC120422916|XP_039442424.1|CPIP
OG0005270	LOC119646458|XP_037902836.1|HILL	LOC120423189|XP_039442826.1|CPIP
OG0005271	LOC119647674|XP_037904683.1|HILL	LOC120422309|XP_039441634.1|CPIP
OG0005272	LOC119653757|XP_037914621.1|HILL	LOC120422971|XP_039442501.1|CPIP
OG0005273	LOC119659425|XP_037923437.1|HILL	LOC120414084|XP_039431040.1|CPIP
OG0005274	LOC119661672|XP_037927037.1|HILL	LOC120414062|XP_039431017.1|CPIP
OG0005275	LOC119654665|XP_037916089.1|HILL	LOC120414058|XP_039431009.1|CPIP
OG0005276	LOC119647187|XP_037903927.1|HILL	LOC120414081|XP_039431036.1|CPIP
OG0005277	LOC119647029|XP_037903699.1|HILL	LOC120414096|XP_039431053.1|CPIP
OG0005278	LOC119651932|XP_037911697.1|HILL	LOC120414093|XP_039431051.1|CPIP
OG0005279	LOC119651213|XP_037910592.1|HILL	LOC120414100|XP_039431057.1|CPIP
OG0005280	LOC119661544|XP_037926857.1|HILL	LOC120424092|XP_039444040.1|CPIP
OG0005281	LOC119646951|XP_037903572.1|HILL	LOC120420594|XP_039439604.1|CPIP
OG0005282	LOC119661537|XP_037926844.1|HILL	LOC120429865|XP_039450873.1|CPIP, LOC120413580|XP_039430400.1|CPIP
OG0005283	LOC119650014|XP_037908416.1|HILL	LOC120429869|XP_039450880.1|CPIP, LOC120413620|XP_039430460.1|CPIP
OG0005284	LOC119649421|XP_037907493.1|HILL	LOC120413611|XP_039430448.1|CPIP
OG0005285	LOC119646914|XP_037903888.1|HILL	LOC120413622|XP_039430464.1|CPIP
OG0005286	LOC119646689|XP_037903179.1|HILL	LOC120413585|XP_039430412.1|CPIP
OG0005287	LOC119661172|XP_037926317.1|HILL	LOC120413617|XP_039430457.1|CPIP
OG0005288	LOC119646708|XP_037903214.1|HILL	LOC120420134|XP_039439020.1|CPIP
OG0005289	LOC119658720|XP_037922302.1|HILL	LOC120420147|XP_039439039.1|CPIP
OG0005290	LOC119646721|XP_037903228.1|HILL	LOC120430578|XP_039451619.1|CPIP
OG0005291	LOC119653086|XP_037913508.1|HILL	LOC120422712|XP_039442174.1|CPIP
OG0005292	LOC119653225|XP_037913733.1|HILL	LOC120422502|XP_039441894.1|CPIP
OG0005293	LOC119652192|XP_037912063.1|HILL	LOC120423260|XP_039442929.1|CPIP
OG0005294	LOC119656139|XP_037918400.1|HILL	LOC120422731|XP_039442207.1|CPIP
OG0005295	LOC119652564|XP_037912700.1|HILL	LOC120423216|XP_039442862.1|CPIP
OG0005296	LOC119653099|XP_037913535.1|HILL	LOC120414732|XP_039431971.1|CPIP
OG0005297	LOC119646264|XP_037902595.1|HILL	LOC120414734|XP_039431978.1|CPIP
OG0005298	LOC119650593|XP_037909370.1|HILL	LOC120424907|XP_039445134.1|CPIP
OG0005299	LOC119651761|XP_037911427.1|HILL	LOC120422900|XP_039442398.1|CPIP
OG0005300	LOC119659174|XP_037923061.1|HILL	LOC120422899|XP_039442397.1|CPIP
OG0005301	LOC119652601|XP_037912758.1|HILL	LOC120417356|XP_039435294.1|CPIP
OG0005302	LOC119650681|XP_037909572.1|HILL	LOC120417353|XP_039435290.1|CPIP
OG0005303	LOC119658595|XP_037921987.1|HILL	LOC120413136|XP_039429775.1|CPIP
OG0005304	LOC119651646|XP_037911249.1|HILL	LOC120413139|XP_039429780.1|CPIP
OG0005305	LOC119646930|XP_037903542.1|HILL	LOC120431576|XP_039452622.1|CPIP
OG0005306	LOC119651384|XP_037910891.1|HILL	LOC120424961|XP_039445249.1|CPIP
OG0005307	LOC119651688|XP_037911320.1|HILL	LOC120424962|XP_039445250.1|CPIP
OG0005308	LOC119650845|XP_037909918.1|HILL	LOC120416294|XP_039433944.1|CPIP
OG0005309	LOC119654679|XP_037916110.1|HILL	LOC120416300|XP_039433953.1|CPIP
OG0005310	LOC119647787|XP_037904906.1|HILL	LOC120416323|XP_039433979.1|CPIP
OG0005311	LOC119646262|XP_037902592.1|HILL	LOC120416324|XP_039433980.1|CPIP
OG0005312	LOC119646717|XP_037903224.1|HILL	LOC120416299|XP_039433952.1|CPIP
OG0005313	LOC119647473|XP_037904343.1|HILL	LOC120413114|XP_039429755.1|CPIP
OG0005314	LOC119656543|XP_037918831.1|HILL	LOC120413088|XP_039429728.1|CPIP
OG0005315	LOC119656035|XP_037918233.1|HILL	LOC120413084|XP_039429723.1|CPIP
OG0005316	LOC119661640|XP_037926996.1|HILL	LOC120413119|XP_039429762.1|CPIP
OG0005317	LOC119657812|XP_037920850.1|HILL	LOC120413085|XP_039429725.1|CPIP
OG0005318	LOC119652166|XP_037912040.1|HILL	LOC120413105|XP_039429745.1|CPIP
OG0005319	LOC119653237|XP_037913764.1|HILL	LOC120428542|XP_039449508.1|CPIP
OG0005320	LOC119650698|XP_037909612.1|HILL	LOC120428544|XP_039449510.1|CPIP
OG0005321	LOC119656143|XP_037918403.1|HILL	LOC120418946|XP_039437418.1|CPIP
OG0005322	LOC119654989|XP_037916581.1|HILL	LOC120427588|XP_039448404.1|CPIP
OG0005323	LOC119651991|XP_037911836.1|HILL	LOC120428509|XP_039449459.1|CPIP
OG0005324	LOC119651052|XP_037910306.1|HILL	LOC120428265|XP_039449196.1|CPIP
OG0005325	LOC119651220|XP_037910603.1|HILL	LOC120428207|XP_039449121.1|CPIP
OG0005326	LOC119652645|XP_037912821.1|HILL	LOC120427994|XP_039448893.1|CPIP
OG0005327	LOC119652105|XP_037911971.1|HILL	LOC120428594|XP_039449554.1|CPIP
OG0005328	LOC119657547|XP_037920427.1|HILL	LOC120425905|XP_039446458.1|CPIP
OG0005329	LOC119649430|XP_037907506.1|HILL	LOC120425915|XP_039446469.1|CPIP
OG0005330	LOC119649899|XP_037908221.1|HILL	LOC120425914|XP_039446468.1|CPIP
OG0005331	LOC119658837|XP_037922508.1|HILL	LOC120414748|XP_039431998.1|CPIP
OG0005332	LOC119647140|XP_037903861.1|HILL	LOC120414772|XP_039432020.1|CPIP
OG0005333	LOC119651891|XP_037911644.1|HILL	LOC120429763|XP_039450750.1|CPIP
OG0005334	LOC119646540|XP_037902939.1|HILL	LOC120430192|XP_039451207.1|CPIP
OG0005335	LOC119646541|XP_037902941.1|HILL	LOC120427331|XP_039448114.1|CPIP
OG0005336	LOC119646593|XP_037903015.1|HILL	LOC120427330|XP_039448113.1|CPIP
OG0005337	LOC119656145|XP_037918406.1|HILL	LOC120424365|XP_039444394.1|CPIP
OG0005338	LOC119653036|XP_037913415.1|HILL	LOC120418429|XP_039436742.1|CPIP
OG0005339	LOC119653083|XP_037913503.1|HILL	LOC120418426|XP_039436738.1|CPIP
OG0005340	LOC119652642|XP_037912816.1|HILL	LOC120418399|XP_039436707.1|CPIP
OG0005341	LOC119655922|XP_037918018.1|HILL	LOC120418414|XP_039436728.1|CPIP
OG0005342	LOC119650574|XP_037909322.1|HILL	LOC120418406|XP_039436716.1|CPIP
OG0005343	LOC119660746|XP_037925402.1|HILL	LOC120418412|XP_039436724.1|CPIP
OG0005344	LOC119655394|XP_037917199.1|HILL	LOC120420832|XP_039439887.1|CPIP
OG0005345	LOC119652721|XP_037912942.1|HILL	LOC120420804|XP_039439859.1|CPIP
OG0005346	LOC119648550|XP_037906248.1|HILL	LOC120420160|XP_039439062.1|CPIP
OG0005347	LOC119656378|XP_037918724.1|HILL	LOC120420574|XP_039439591.1|CPIP
OG0005348	LOC119646931|XP_037903544.1|HILL	LOC120419662|XP_039438363.1|CPIP
OG0005349	LOC119656779|XP_037919294.1|HILL	LOC120420052|XP_039438900.1|CPIP
OG0005350	LOC119651331|XP_037910804.1|HILL	LOC120420253|XP_039439184.1|CPIP
OG0005351	LOC119650514|XP_037909291.1|HILL	LOC120420234|XP_039439160.1|CPIP
OG0005352	LOC119653236|XP_037913753.1|HILL	LOC120420360|XP_039439298.1|CPIP
OG0005353	LOC119654431|XP_037915760.1|HILL	LOC120420071|XP_039438932.1|CPIP
OG0005354	LOC119650588|XP_037909356.1|HILL	LOC120420475|XP_039439450.1|CPIP
OG0005355	LOC119652338|XP_037912287.1|HILL	LOC120420606|XP_039439620.1|CPIP
OG0005356	LOC119652090|XP_037911957.1|HILL	LOC120420683|XP_039439716.1|CPIP
OG0005357	LOC119658215|XP_037921410.1|HILL	LOC120420642|XP_039439658.1|CPIP
OG0005358	LOC119651409|XP_037910929.1|HILL	LOC120420656|XP_039439683.1|CPIP
OG0005359	LOC119650054|XP_037908474.1|HILL	LOC120427825|XP_039448687.1|CPIP
OG0005360	LOC119648381|XP_037906043.1|HILL	LOC120428341|XP_039449277.1|CPIP
OG0005361	LOC119650985|XP_037910179.1|HILL	LOC120427756|XP_039448603.1|CPIP
OG0005362	LOC119651644|XP_037911247.1|HILL	LOC120428483|XP_039449431.1|CPIP
OG0005363	LOC119652427|XP_037912479.1|HILL	LOC120429755|XP_039450737.1|CPIP
OG0005365	LOC119655858|XP_037917910.1|HILL	LOC120424089|XP_039444037.1|CPIP
OG0005366	LOC119646222|XP_037902537.1|HILL	LOC120420601|XP_039439608.1|CPIP
OG0005367	LOC119649754|XP_037907978.1|HILL	LOC120421944|XP_039441184.1|CPIP
OG0005368	LOC119660829|XP_037925619.1|HILL	LOC120421947|XP_039441191.1|CPIP
OG0005369	LOC119646563|XP_037902970.1|HILL	LOC120421950|XP_039441194.1|CPIP
OG0005370	LOC119652224|XP_037912100.1|HILL	LOC120421948|XP_039441192.1|CPIP
OG0005371	LOC119652181|XP_037912053.1|HILL	LOC120421953|XP_039441198.1|CPIP
OG0005372	LOC119653124|XP_037913578.1|HILL	LOC120423469|XP_039443228.1|CPIP
OG0005373	LOC119652560|XP_037912695.1|HILL	LOC120422507|XP_039441896.1|CPIP
OG0005374	LOC119646738|XP_037903244.1|HILL	LOC120415493|XP_039432996.1|CPIP
OG0005375	LOC119646737|XP_037903243.1|HILL	LOC120415470|XP_039432964.1|CPIP
OG0005376	LOC119656987|XP_037919651.1|HILL	LOC120415465|XP_039432953.1|CPIP
OG0005377	LOC119654262|XP_037915458.1|HILL	LOC120416080|XP_039433691.1|CPIP
OG0005378	LOC119652955|XP_037913278.1|HILL	LOC120419619|XP_039438297.1|CPIP
OG0005379	LOC119651984|XP_037911827.1|HILL	LOC120420170|XP_039439073.1|CPIP
OG0005380	LOC119653070|XP_037913478.1|HILL	LOC120420028|XP_039438865.1|CPIP
OG0005382	LOC119646569|XP_037902980.1|HILL	LOC120425342|XP_039445769.1|CPIP
OG0005383	LOC119648086|XP_037905507.1|HILL	LOC120412784|XP_039429305.1|CPIP
OG0005384	LOC119659325|XP_037923287.1|HILL	LOC120423646|XP_039443453.1|CPIP
OG0005385	LOC119660827|XP_037925615.1|HILL	LOC120430376|XP_039451409.1|CPIP
OG0005386	LOC119647233|XP_037904017.1|HILL	LOC120423131|XP_039442745.1|CPIP
OG0005387	LOC119651414|XP_037910936.1|HILL	LOC120423139|XP_039442753.1|CPIP
OG0005388	LOC119646258|XP_037902589.1|HILL	LOC120420894|XP_039439949.1|CPIP
OG0005389	LOC119656938|XP_037919570.1|HILL	LOC120424369|XP_039444399.1|CPIP
OG0005391	LOC119646511|XP_037902935.1|HILL	LOC120415466|XP_039432958.1|CPIP
OG0005392	LOC119660997|XP_037926024.1|HILL	LOC120415459|XP_039432947.1|CPIP
OG0005393	LOC119650629|XP_037909465.1|HILL	LOC120415487|XP_039432988.1|CPIP
OG0005394	LOC119650089|XP_037908530.1|HILL	LOC120419191|XP_039437795.1|CPIP
OG0005395	LOC119659737|XP_037923927.1|HILL	LOC120419178|XP_039437771.1|CPIP
OG0005396	LOC119654364|XP_037915641.1|HILL	LOC120413569|XP_039430382.1|CPIP
OG0005397	LOC119646847|XP_037903396.1|HILL	LOC120413572|XP_039430392.1|CPIP
OG0005398	LOC119655264|XP_037916990.1|HILL	LOC120415972|XP_039433555.1|CPIP
OG0005399	LOC119646246|XP_037902568.1|HILL	LOC120416801|XP_039434612.1|CPIP
OG0005400	LOC119646919|XP_037903521.1|HILL	LOC120422510|XP_039441899.1|CPIP
OG0005401	LOC119656809|XP_037919358.1|HILL	LOC120416097|XP_039433714.1|CPIP
OG0005402	LOC119661647|XP_037927007.1|HILL	LOC120416067|XP_039433667.1|CPIP
OG0005403	LOC119646621|XP_037903057.1|HILL	LOC120416107|XP_039433724.1|CPIP
OG0005404	LOC119646943|XP_037903560.1|HILL	LOC120425034|XP_039445338.1|CPIP, LOC120416075|XP_039433678.1|CPIP
OG0005405	LOC119661428|XP_037926701.1|HILL	LOC120416265|XP_039433903.1|CPIP
OG0005406	LOC119661331|XP_037926560.1|HILL	LOC120416289|XP_039433937.1|CPIP
OG0005407	LOC119654173|XP_037915287.1|HILL	LOC120426123|XP_039446761.1|CPIP
OG0005408	LOC119646556|XP_037902961.1|HILL	LOC120427959|XP_039448847.1|CPIP
OG0005409	LOC119646889|XP_037903453.1|HILL	LOC120426235|XP_039446905.1|CPIP
OG0005410	LOC119661774|XP_037927176.1|HILL	LOC120419849|XP_039438621.1|CPIP
OG0005411	LOC119656478|XP_037918733.1|HILL	LOC120419833|XP_039438601.1|CPIP
