Orthogroup	HILL.longest_only	DANA.longest_only
OG0005612	LOC119659154|XP_037923032.1|HILL	LOC6500012|XP_001953407.1|DANA
OG0005613	LOC119659693|XP_037923876.1|HILL	LOC6499313|XP_001954889.1|DANA
OG0005614	LOC119659003|XP_037922817.1|HILL	LOC6500493|XP_001953340.2|DANA
OG0005615	LOC119659598|XP_037923691.1|HILL	LOC6505905|XP_032305489.1|DANA
OG0005616	LOC119659379|XP_037923368.1|HILL	LOC6494350|XP_001965934.1|DANA
OG0005617	LOC119659109|XP_037922960.1|HILL	LOC6499448|XP_001954622.3|DANA
OG0005618	LOC119657815|XP_037920858.1|HILL	LOC6494657|XP_001959921.1|DANA
OG0005619	LOC119653802|XP_037914748.1|HILL	LOC6499705|XP_001954094.1|DANA
OG0005620	LOC119653659|XP_037914411.1|HILL	LOC6502974|XP_001963487.2|DANA
OG0005621	LOC119654208|XP_037915339.1|HILL	LOC6503608|XP_001964069.3|DANA
OG0005622	LOC119655139|XP_037916802.1|HILL	LOC6503540|XP_001964188.1|DANA
OG0005623	LOC119655392|XP_037917192.1|HILL	LOC6504619|XP_032309244.1|DANA
OG0005624	LOC119659714|XP_037923896.1|HILL	LOC6500429|XP_032305900.1|DANA
OG0005625	LOC119659651|XP_037923786.1|HILL	LOC6499270|XP_032307376.1|DANA
OG0005626	LOC119660001|XP_037924307.1|HILL	LOC6503683|XP_001963937.1|DANA
OG0005627	LOC119658810|XP_037922459.1|HILL	LOC6499410|XP_001954696.1|DANA
OG0005628	LOC119660579|XP_037925160.1|HILL	LOC6505647|XP_001964536.1|DANA
OG0005629	LOC119651545|XP_037911106.1|HILL	LOC6495248|XP_001958763.1|DANA
OG0005630	LOC119653390|XP_037913869.1|HILL	LOC6495363|XP_032306303.1|DANA
OG0005631	LOC119648344|XP_037905967.1|HILL	LOC6503182|XP_001963598.2|DANA
OG0005632	LOC119653812|XP_037914764.1|HILL	LOC6503580|XP_032309436.1|DANA
OG0005633	LOC119659603|XP_037923699.1|HILL	LOC6505790|XP_032305581.1|DANA
OG0005634	LOC119659541|XP_037923613.1|HILL	LOC6500607|XP_001953550.1|DANA
OG0005635	LOC119660305|XP_037924707.1|HILL	LOC6498557|XP_001963057.2|DANA
OG0005636	LOC119658587|XP_037921971.1|HILL	LOC6501136|XP_014766899.1|DANA
OG0005637	LOC119659342|XP_037923314.1|HILL	LOC6499128|XP_001955246.1|DANA
OG0005638	LOC119653552|XP_037914188.1|HILL	LOC6495114|XP_001959022.1|DANA
OG0005639	LOC119656286|XP_037918643.1|HILL	LOC6495816|XP_001959646.2|DANA
OG0005640	LOC119659711|XP_037923893.1|HILL	LOC6501164|XP_001954673.1|DANA
OG0005641	LOC119654219|XP_037915360.1|HILL	LOC6505305|XP_001965723.2|DANA
OG0005642	LOC119651564|XP_037911126.1|HILL	LOC6500047|XP_001953322.1|DANA
OG0005643	LOC119648935|XP_037906777.1|HILL	LOC6507688|XP_001956150.1|DANA
OG0005644	LOC119648934|XP_037906775.1|HILL	LOC6507302|XP_001956285.1|DANA
OG0005645	LOC119653720|XP_037914541.1|HILL	LOC6505300|XP_001965715.1|DANA
OG0005646	LOC119654832|XP_037916332.1|HILL	LOC6503639|XP_001964019.1|DANA
OG0005647	LOC119649850|XP_037908135.1|HILL	LOC6497330|XP_001962308.1|DANA
OG0005648	LOC119648255|XP_037905827.1|HILL	LOC6507200|XP_001956497.1|DANA
OG0005649	LOC119659244|XP_037923152.1|HILL	LOC6501678|XP_001955746.1|DANA
OG0005650	LOC119659778|XP_037923971.1|HILL	LOC6498887|XP_001955739.1|DANA
OG0005651	LOC119660132|XP_037924459.1|HILL	LOC6504486|XP_001966996.1|DANA
OG0005652	LOC119659074|XP_037922914.1|HILL	LOC6501488|XP_001955353.1|DANA
OG0005653	LOC119653607|XP_037914297.1|HILL	LOC6498605|XP_001963148.1|DANA
OG0005654	LOC119660374|XP_037924819.1|HILL	LOC6501126|XP_001954597.1|DANA
OG0005655	LOC119660251|XP_037924634.1|HILL	LOC6494285|XP_001965944.1|DANA
OG0005656	LOC119659486|XP_037923527.1|HILL	LOC6494567|XP_032312339.1|DANA
OG0005657	LOC119660540|XP_037925095.1|HILL	LOC6501702|XP_001955798.3|DANA
OG0005658	LOC119659980|XP_037924277.1|HILL	LOC6500147|XP_001953130.1|DANA
OG0005659	LOC119659062|XP_037922898.1|HILL	LOC6500058|XP_032305724.1|DANA
OG0005660	LOC119648213|XP_037905749.1|HILL	LOC6493398|XP_001957670.2|DANA
OG0005661	LOC119659404|XP_037923403.1|HILL	LOC6501252|XP_001954854.1|DANA
OG0005662	LOC119659579|XP_037923664.1|HILL	LOC6501161|XP_001954667.1|DANA
OG0005663	LOC119653508|XP_037914096.1|HILL	LOC6503642|XP_001964013.1|DANA
OG0005664	LOC119659258|XP_037923178.1|HILL	LOC6501462|XP_014767053.1|DANA
OG0005665	LOC119658696|XP_037922212.1|HILL	LOC6503424|XP_001967454.1|DANA
OG0005666	LOC119656146|XP_037918407.1|HILL	LOC6505082|XP_001965505.3|DANA
OG0005667	LOC119654585|XP_037915971.1|HILL	LOC6504151|XP_001964278.2|DANA
OG0005668	LOC119648246|XP_037905811.1|HILL	LOC6507872|XP_001956502.1|DANA
OG0005669	LOC119658940|XP_037922725.1|HILL	LOC6504480|XP_032311396.1|DANA
OG0005670	LOC119660328|XP_037924734.1|HILL	LOC6499726|XP_001954055.1|DANA
OG0005671	LOC119660504|XP_037925029.1|HILL	LOC6500633|XP_001953610.2|DANA
OG0005672	LOC119659521|XP_037923584.1|HILL	LOC6498569|XP_001963088.2|DANA
OG0005673	LOC119651810|XP_037911529.1|HILL	LOC6507477|XP_001955932.1|DANA
OG0005674	LOC119659071|XP_037922910.1|HILL	LOC6493269|XP_032309926.1|DANA
OG0005675	LOC119659160|XP_037923038.1|HILL	LOC6499272|XP_001954982.1|DANA
OG0005676	LOC119648030|XP_037905383.1|HILL	LOC6507718|XP_001956208.1|DANA
OG0005677	LOC119658267|XP_037921490.1|HILL	LOC6496563|XP_001961157.1|DANA
OG0005678	LOC119658732|XP_037922323.1|HILL	LOC6501206|XP_001954763.1|DANA
OG0005679	LOC119660111|XP_037924424.1|HILL	LOC6500618|XP_001953579.2|DANA
OG0005680	LOC119650582|XP_037909342.1|HILL	LOC6497835|XP_014761845.1|DANA
OG0005681	LOC119658950|XP_037922751.1|HILL	LOC6494686|XP_001965956.1|DANA
OG0005682	LOC119658948|XP_037922748.1|HILL	LOC6494209|XP_001965957.1|DANA
OG0005683	LOC119655154|XP_037916823.1|HILL	LOC6504085|XP_032309444.1|DANA
OG0005684	LOC119648067|XP_037905469.1|HILL	LOC6507334|XP_001956223.1|DANA
OG0005685	LOC119653416|XP_037913913.1|HILL	LOC6504703|XP_001966365.3|DANA
OG0005686	LOC119659631|XP_037923757.1|HILL	LOC6501872|XP_001966764.1|DANA, LOC6500609|XP_001953554.1|DANA
OG0005687	LOC119654443|XP_037915771.1|HILL	LOC6506296|XP_032310194.1|DANA
OG0005688	LOC119655931|XP_037918041.1|HILL	LOC6497581|XP_001961771.1|DANA, LOC6495985|XP_001959982.1|DANA
OG0005690	LOC119654051|XP_037915140.1|HILL	LOC6501652|XP_001955686.3|DANA
OG0005691	LOC119659560|XP_037923637.1|HILL	LOC6503450|XP_014759155.1|DANA
OG0005692	LOC119660011|XP_037924318.1|HILL	LOC6497838|XP_001961547.2|DANA
OG0005693	LOC119658716|XP_037922263.1|HILL	LOC6493329|XP_001957535.1|DANA
OG0005694	LOC119660213|XP_037924575.1|HILL	LOC6500423|XP_032308976.1|DANA
OG0005695	LOC119659977|XP_037924271.1|HILL	LOC6505724|XP_001964385.1|DANA
OG0005696	LOC119659649|XP_037923785.1|HILL	LOC6505792|XP_001964384.1|DANA
OG0005697	LOC119659700|XP_037923880.1|HILL	LOC6505725|XP_001964383.1|DANA
OG0005698	LOC119659180|XP_037923066.1|HILL	LOC6494820|XP_001959599.1|DANA
OG0005699	LOC119660533|XP_037925090.1|HILL	LOC6499723|XP_001954061.2|DANA
OG0005700	LOC119653506|XP_037914091.1|HILL	LOC6504626|XP_032309248.1|DANA
OG0005701	LOC119654187|XP_037915309.1|HILL	LOC6497987|XP_001961845.1|DANA
OG0005702	LOC119655483|XP_037917313.1|HILL	LOC6503467|XP_001964323.2|DANA
OG0005703	LOC119655998|XP_037918165.1|HILL	LOC6494799|XP_001959643.2|DANA
OG0005705	LOC119648410|XP_037906088.1|HILL	LOC6493722|XP_001958308.1|DANA
OG0005706	LOC119659044|XP_037922878.1|HILL	LOC6505877|XP_001964533.1|DANA
OG0005707	LOC119654235|XP_037915390.1|HILL	LOC6503727|XP_014761052.1|DANA
OG0005708	LOC119654827|XP_037916323.1|HILL	LOC6503700|XP_001963899.1|DANA
OG0005709	LOC119659738|XP_037923926.1|HILL	LOC6499068|XP_001955370.1|DANA
OG0005710	LOC119659210|XP_037923107.1|HILL	LOC6501034|XP_001954426.1|DANA
OG0005711	LOC119649929|XP_037908276.1|HILL	LOC6493712|XP_001958289.2|DANA
OG0005712	LOC119649380|XP_037907426.1|HILL	LOC6506059|XP_001965096.1|DANA
OG0005713	LOC119660589|XP_037925186.1|HILL	LOC6499302|XP_001954911.2|DANA
OG0005714	LOC119654216|XP_037915357.1|HILL	LOC6505826|XP_001964440.1|DANA
OG0005715	LOC119660584|XP_037925167.1|HILL	LOC6499963|XP_001953551.1|DANA
OG0005716	LOC119658727|XP_037922317.1|HILL	LOC6499125|XP_014765918.1|DANA
OG0005717	LOC119660142|XP_037924470.1|HILL	LOC6501692|XP_001955775.1|DANA
OG0005718	LOC119659629|XP_037923755.1|HILL	LOC6500610|XP_001953556.1|DANA
OG0005719	LOC119660422|XP_037924897.1|HILL	LOC6501020|XP_001954386.1|DANA
OG0005720	LOC119654496|XP_037915848.1|HILL	LOC6499544|XP_001954406.1|DANA
OG0005721	LOC119659509|XP_037923567.1|HILL	LOC6501281|XP_001954912.1|DANA
OG0005722	LOC119659534|XP_037923603.1|HILL	LOC6500095|XP_001953236.3|DANA
OG0005723	LOC119660174|XP_037924508.1|HILL	LOC6500496|XP_001953344.1|DANA
OG0005724	LOC119654893|XP_037916439.1|HILL	LOC6494614|XP_001960009.1|DANA
OG0005725	LOC119660299|XP_037924700.1|HILL	LOC6500595|XP_001953535.2|DANA
OG0005726	LOC119653697|XP_037914500.1|HILL	LOC6504259|XP_001967366.1|DANA
OG0005727	LOC119659481|XP_037923519.1|HILL	LOC6500442|XP_001953220.1|DANA
OG0005728	LOC119659113|XP_037922963.1|HILL	LOC6501256|XP_001954862.1|DANA
OG0005729	LOC119658862|XP_037922546.1|HILL	LOC6499941|XP_032305765.1|DANA
OG0005730	LOC119660292|XP_037924690.1|HILL	LOC6500477|XP_001953301.1|DANA
OG0005731	LOC119660107|XP_037924417.1|HILL	LOC6500059|XP_001953302.1|DANA
OG0005732	LOC119659455|XP_037923468.1|HILL	LOC6500622|XP_001953588.1|DANA
OG0005733	LOC119659795|XP_037923992.1|HILL	LOC6499940|XP_014766284.1|DANA
OG0005734	LOC119659826|XP_037924040.1|HILL	LOC6500340|XP_001953005.2|DANA
OG0005735	LOC119660343|XP_037924757.1|HILL	LOC6498891|XP_014765807.1|DANA
OG0005736	LOC119659202|XP_037923098.1|HILL	LOC6499136|XP_001955230.1|DANA
OG0005737	LOC119659229|XP_037923131.1|HILL	LOC6501179|XP_001954704.1|DANA
OG0005738	LOC119659712|XP_037923894.1|HILL	LOC6505706|XP_001964420.1|DANA
OG0005739	LOC119659155|XP_037923033.1|HILL	LOC6501152|XP_001954648.1|DANA
OG0005740	LOC119660000|XP_037924306.1|HILL	LOC6501496|XP_001955365.1|DANA
OG0005741	LOC119660119|XP_037924441.1|HILL	LOC6501416|XP_001955207.1|DANA
OG0005742	LOC119660120|XP_037924442.1|HILL	LOC6505800|XP_001964398.1|DANA
OG0005743	LOC119659368|XP_037923351.1|HILL	LOC6503395|XP_001967512.2|DANA
OG0005744	LOC119659366|XP_037923350.1|HILL	LOC6499370|XP_001954771.1|DANA
OG0005745	LOC119658683|XP_037922175.1|HILL	LOC6498859|XP_032312253.1|DANA
OG0005746	LOC119660166|XP_037924500.1|HILL	LOC6498857|XP_001955790.1|DANA
OG0005747	LOC119660124|XP_037924444.1|HILL	LOC6500036|XP_001953346.1|DANA
OG0005748	LOC119658787|XP_037922422.1|HILL	LOC26514800|XP_014767341.1|DANA
OG0005749	LOC119653591|XP_037914268.1|HILL	LOC6503594|XP_032308442.1|DANA
OG0005750	LOC119655899|XP_037917982.1|HILL	LOC6501421|XP_001955219.1|DANA
OG0005751	LOC119653613|XP_037914308.1|HILL	LOC6506555|XP_001957656.1|DANA
OG0005752	LOC119646287|XP_037902626.1|HILL	LOC6494153|XP_001960859.1|DANA
OG0005753	LOC119657099|XP_037919786.1|HILL	LOC6503994|XP_001965212.1|DANA
OG0005754	LOC119654284|XP_037915499.1|HILL	LOC6496276|XP_001960591.1|DANA
OG0005755	LOC119660358|XP_037924789.1|HILL	LOC6495729|XP_001959451.1|DANA
OG0005756	LOC119659408|XP_037923408.1|HILL	LOC6499330|XP_001954856.1|DANA
OG0005757	LOC119659433|XP_037923444.1|HILL	LOC6503454|XP_001967513.1|DANA
OG0005758	LOC119659176|XP_037923060.1|HILL	LOC6498866|XP_001955777.2|DANA
OG0005759	LOC119659324|XP_037923279.1|HILL	LOC6494415|XP_014760073.1|DANA
OG0005760	LOC119659941|XP_037924209.1|HILL	LOC6499412|XP_001954693.3|DANA
OG0005761	LOC119658867|XP_037922553.1|HILL	LOC6500141|XP_001953146.1|DANA
OG0005762	LOC119659530|XP_037923595.1|HILL	LOC6501294|XP_001954938.1|DANA
OG0005763	LOC119661004|XP_037926054.1|HILL	LOC6493927|XP_001961311.1|DANA
OG0005764	LOC119660498|XP_037925021.1|HILL	LOC6499144|XP_001955213.1|DANA
OG0005765	LOC119660491|XP_037925006.1|HILL	LOC6501418|XP_014767029.1|DANA
OG0005766	LOC119659905|XP_037924158.1|HILL	LOC6499540|XP_014766127.2|DANA
OG0005767	LOC119652001|XP_037911857.1|HILL	LOC6499473|XP_001954567.2|DANA
OG0005768	LOC119655042|XP_037916651.1|HILL	LOC6504112|XP_001964202.1|DANA
OG0005769	LOC119661298|XP_037926515.1|HILL	LOC6501432|XP_001955240.1|DANA
OG0005770	LOC119659120|XP_037922973.1|HILL	LOC6501079|XP_001954518.1|DANA
OG0005771	LOC119660424|XP_037924900.1|HILL	LOC6499121|XP_001955258.1|DANA
OG0005772	LOC119659953|XP_037924230.1|HILL	LOC6499004|XP_001955528.1|DANA
OG0005773	LOC119659207|XP_037923103.1|HILL	LOC6494773|XP_001965968.1|DANA
OG0005774	LOC119658692|XP_037922205.1|HILL	LOC6501147|XP_001954638.1|DANA
OG0005775	LOC119650237|XP_037908745.1|HILL	LOC6493710|XP_001958283.1|DANA
OG0005776	LOC119648156|XP_037905659.1|HILL	LOC6507238|XP_001956412.2|DANA
OG0005777	LOC119659320|XP_037923273.1|HILL	LOC6497192|XP_001962583.1|DANA
OG0005778	LOC119658607|XP_037922012.1|HILL	LOC6499625|XP_014766154.1|DANA
OG0005779	LOC119658568|XP_037921941.1|HILL	LOC6501074|XP_032306017.1|DANA
OG0005780	LOC119648305|XP_037905898.1|HILL	LOC6493266|XP_014764295.1|DANA
OG0005781	LOC119649063|XP_037906978.1|HILL	LOC6507875|XP_001956507.1|DANA
OG0005782	LOC119648248|XP_037905815.1|HILL	LOC6507873|XP_001956504.1|DANA
OG0005783	LOC119656321|XP_037918705.1|HILL	LOC6493949|XP_001961264.1|DANA
OG0005784	LOC119659304|XP_037923245.1|HILL	LOC6499572|XP_032310267.1|DANA
OG0005785	LOC119659270|XP_037923201.1|HILL	LOC6499573|XP_032309440.1|DANA
OG0005786	LOC119660169|XP_037924503.1|HILL	LOC6500534|XP_001953406.2|DANA
OG0005787	LOC119660275|XP_037924669.1|HILL	LOC6499458|XP_014766075.1|DANA
OG0005788	LOC119653672|XP_037914432.1|HILL	LOC6496324|XP_001960705.1|DANA
OG0005789	LOC119659505|XP_037923561.1|HILL	LOC26515043|XP_014760934.1|DANA
OG0005790	LOC119653025|XP_037913397.1|HILL	LOC6499122|XP_001955256.1|DANA
OG0005791	LOC119659782|XP_037923976.1|HILL	LOC6494697|XP_014760088.1|DANA
OG0005792	LOC119659851|XP_037924082.1|HILL	LOC6494198|XP_001965959.1|DANA
OG0005793	LOC119660383|XP_037924835.1|HILL	LOC6494752|XP_032312352.1|DANA
OG0005794	LOC119659204|XP_037923101.1|HILL	LOC6495249|XP_001958759.1|DANA
OG0005795	LOC119660419|XP_037924894.1|HILL	LOC6501272|XP_001954895.1|DANA
OG0005796	LOC119648976|XP_037906826.1|HILL	LOC6506239|XP_014764688.1|DANA
OG0005797	LOC119648380|XP_037906041.1|HILL	LOC6507305|XP_001956281.1|DANA
OG0005798	LOC119658804|XP_037922454.1|HILL	LOC6498853|XP_014765764.1|DANA
OG0005799	LOC119660548|XP_037925111.1|HILL	LOC6499662|XP_032307272.1|DANA
OG0005800	LOC119658835|XP_037922502.1|HILL	LOC6500931|XP_001954193.1|DANA
OG0005801	LOC119660151|XP_037924480.1|HILL	LOC6499663|XP_001954194.1|DANA
OG0005802	LOC119659926|XP_037924191.1|HILL	LOC6501316|XP_001954975.3|DANA
OG0005803	LOC119659854|XP_037924084.1|HILL	LOC6498851|XP_032312269.1|DANA
OG0005804	LOC119658782|XP_037922414.1|HILL	LOC6499545|XP_001954405.1|DANA
OG0005805	LOC119653753|XP_037914611.1|HILL	LOC6494109|XP_032306115.1|DANA
OG0005806	LOC119659987|XP_037924287.1|HILL	LOC6503413|XP_001967476.1|DANA
OG0005807	LOC119646140|XP_037902425.1|HILL	LOC6503407|XP_001967488.2|DANA
OG0005808	LOC119654666|XP_037916088.1|HILL	LOC6502183|XP_001966067.1|DANA
OG0005809	LOC119653819|XP_037914781.1|HILL	LOC6506659|XP_001957462.1|DANA
OG0005810	LOC119660279|XP_037924678.1|HILL	LOC6500933|XP_032307297.1|DANA
OG0005811	LOC119660281|XP_037924679.1|HILL	LOC6499660|XP_001954199.1|DANA
OG0005812	LOC119658783|XP_037922415.1|HILL	LOC6498856|XP_001955791.1|DANA
OG0005813	LOC119660613|XP_037925235.1|HILL	LOC6499932|XP_001953607.1|DANA
OG0005814	LOC119659959|XP_037924242.1|HILL	LOC6499140|XP_001955222.2|DANA
OG0005815	LOC119646199|XP_037902510.1|HILL	LOC6493925|XP_001961314.1|DANA
OG0005816	LOC119656495|XP_037918757.1|HILL, LOC119656494|XP_037918755.1|HILL	LOC6505622|XP_001964583.2|DANA
OG0005817	LOC119659783|XP_037923977.1|HILL	LOC6501586|XP_001955527.1|DANA
OG0005818	LOC119660192|XP_037924540.1|HILL	LOC6499587|XP_001954341.3|DANA
OG0005819	LOC119659084|XP_037922925.1|HILL	LOC6500434|XP_001953210.1|DANA
OG0005820	LOC119660326|XP_037924732.1|HILL	LOC6500106|XP_001953211.1|DANA
OG0005821	LOC119659969|XP_037924258.1|HILL	LOC6500431|XP_001953203.1|DANA
OG0005822	LOC119657699|XP_037920666.1|HILL	LOC6498247|XP_001962390.1|DANA
OG0005823	LOC119658019|XP_037921176.1|HILL	LOC6502298|XP_001966192.1|DANA
OG0005824	LOC119649239|XP_037907230.1|HILL	LOC6500903|XP_001954134.1|DANA
OG0005825	LOC119656342|XP_037918720.1|HILL	LOC6507897|XP_001956549.1|DANA
OG0005826	LOC119651274|XP_037910707.1|HILL	LOC6503264|XP_001965838.1|DANA
OG0005827	LOC119658775|XP_037922401.1|HILL	LOC6501016|XP_001954379.1|DANA
OG0005828	LOC119649575|XP_037907708.1|HILL	LOC6493777|XP_001958414.1|DANA
OG0005829	LOC119659500|XP_037923552.1|HILL	LOC6500966|XP_001954260.1|DANA
OG0005830	LOC119647855|XP_037905051.1|HILL	LOC6493423|XP_001957721.1|DANA
OG0005831	LOC119649542|XP_037907661.1|HILL	LOC6506521|XP_032310493.1|DANA
OG0005832	LOC119650078|XP_037908505.1|HILL	LOC6506519|XP_032310384.1|DANA
OG0005833	LOC119649588|XP_037907721.1|HILL	LOC6493431|XP_014764379.1|DANA
OG0005835	LOC119649094|XP_037907024.1|HILL	LOC6493435|XP_001957745.1|DANA
OG0005836	LOC119648617|XP_037906315.1|HILL	LOC6493046|XP_032310225.1|DANA
OG0005837	LOC119658976|XP_037922784.1|HILL	LOC6503414|XP_001967475.1|DANA
OG0005838	LOC119659175|XP_037923058.1|HILL	LOC6499646|XP_032307189.1|DANA
OG0005839	LOC119656446|XP_037918729.1|HILL	LOC6496726|XP_032309166.1|DANA
OG0005840	LOC119660226|XP_037924602.1|HILL	LOC6505801|XP_001964400.1|DANA
OG0005841	LOC119659948|XP_037924222.1|HILL	LOC6500074|XP_014766372.1|DANA
OG0005842	LOC119653842|XP_037914816.1|HILL	LOC6503767|XP_001963780.1|DANA
OG0005843	LOC119650140|XP_037908600.1|HILL	LOC6507241|XP_001956406.1|DANA
OG0005844	LOC119650139|XP_037908599.1|HILL	LOC6506288|XP_001958194.1|DANA
OG0005845	LOC119659913|XP_037924166.1|HILL	LOC6498865|XP_001955779.1|DANA
OG0005846	LOC119659142|XP_037923009.1|HILL	LOC6500063|XP_014766362.1|DANA
OG0005847	LOC119660446|XP_037924927.1|HILL	LOC6501209|XP_032305526.1|DANA
OG0005848	LOC119653896|XP_037914954.1|HILL	LOC6502898|XP_032311818.1|DANA
OG0005849	LOC119655840|XP_037917874.1|HILL	LOC6502321|XP_032309033.1|DANA
OG0005851	LOC119651446|XP_037910978.1|HILL	LOC6497298|XP_001962371.2|DANA
OG0005852	LOC119653386|XP_037913863.1|HILL	LOC6499652|XP_001954211.1|DANA
OG0005853	LOC119656238|XP_037918584.1|HILL	LOC6503857|XP_001963725.1|DANA
OG0005854	LOC119655143|XP_037916808.1|HILL	LOC6499661|XP_032307296.1|DANA
OG0005855	LOC119654317|XP_037915570.1|HILL	LOC6503057|XP_001963343.2|DANA
OG0005856	LOC119653430|XP_037913934.1|HILL	LOC6503215|XP_032311849.1|DANA
OG0005857	LOC119656051|XP_037918244.1|HILL	LOC6500135|XP_001953158.1|DANA
OG0005858	LOC119659776|XP_037923968.1|HILL	LOC6500535|XP_001953408.1|DANA
OG0005859	LOC119659122|XP_037922975.1|HILL	LOC6497202|XP_001962564.2|DANA
OG0005860	LOC119660510|XP_037925036.1|HILL	LOC6500443|XP_032305882.1|DANA
OG0005861	LOC119660147|XP_037924475.1|HILL	LOC6505635|XP_001964560.1|DANA
OG0005862	LOC119655813|XP_037917846.1|HILL	LOC6495433|XP_032306631.1|DANA
OG0005863	LOC119659793|XP_037923990.1|HILL	LOC6495908|XP_001959836.1|DANA
OG0005864	LOC119659145|XP_037923013.1|HILL	LOC6500474|XP_001953293.1|DANA
OG0005865	LOC119659213|XP_037923111.1|HILL	LOC6503397|XP_001967509.1|DANA
OG0005866	LOC119655887|XP_037917961.1|HILL	LOC6494318|XP_001960543.1|DANA
OG0005867	LOC119646148|XP_037902433.1|HILL	LOC6498142|XP_001962164.1|DANA
OG0005868	LOC119654793|XP_037916270.1|HILL	LOC26515287|XP_014764116.1|DANA
OG0005869	LOC119654441|XP_037915769.1|HILL	LOC6504101|XP_001964179.1|DANA
OG0005870	LOC119653627|XP_037914327.1|HILL	LOC6504660|XP_001966455.1|DANA
OG0005871	LOC119656216|XP_037918543.1|HILL	LOC6502162|XP_001966101.1|DANA
OG0005872	LOC119655189|XP_037916883.1|HILL	LOC6500842|XP_032305921.1|DANA
OG0005873	LOC119654728|XP_037916184.1|HILL	LOC6501203|XP_001954757.1|DANA
OG0005874	LOC119656283|XP_037918639.1|HILL	LOC6502589|XP_032312012.1|DANA, LOC116655073|XP_032308017.1|DANA
OG0005875	LOC119656073|XP_037918281.1|HILL	LOC6496498|XP_001961021.1|DANA
OG0005876	LOC119654449|XP_037915781.1|HILL	LOC6502220|XP_032308718.1|DANA
OG0005877	LOC119656180|XP_037918458.1|HILL	LOC116654459|XP_032311828.1|DANA
OG0005878	LOC119656212|XP_037918532.1|HILL	LOC6503596|XP_032308463.1|DANA
OG0005879	LOC119655454|XP_037917281.1|HILL	LOC6502279|XP_001966153.1|DANA
OG0005880	LOC119647602|XP_037904557.1|HILL	LOC6493566|XP_001958009.1|DANA
OG0005881	LOC119649705|XP_037907904.1|HILL	LOC6507805|XP_001956383.1|DANA
OG0005882	LOC119647484|XP_037904368.1|HILL	LOC6501867|XP_001967166.3|DANA
OG0005883	LOC119647872|XP_037905073.1|HILL	LOC6507384|XP_001956113.1|DANA
OG0005884	LOC119650017|XP_037908415.1|HILL	LOC6493065|XP_001956978.1|DANA
OG0005885	LOC119650002|XP_037908392.1|HILL	LOC6493274|XP_014764301.1|DANA
OG0005886	LOC119649800|XP_037908039.1|HILL	LOC6493706|XP_001958275.2|DANA
OG0005887	LOC119647605|XP_037904562.1|HILL	LOC6507250|XP_032309979.1|DANA
OG0005888	LOC119649951|XP_037908303.1|HILL	LOC6506087|XP_032305920.1|DANA, LOC116655747|XP_032309555.1|DANA
OG0005889	LOC119648406|XP_037906083.1|HILL	LOC6493730|XP_001958324.2|DANA
OG0005890	LOC119649970|XP_037908334.1|HILL	LOC6503685|XP_001963932.1|DANA
OG0005891	LOC119648158|XP_037905661.1|HILL	LOC6507902|XP_014765503.2|DANA
OG0005892	LOC119648978|XP_037906828.1|HILL	LOC6507908|XP_001956577.1|DANA
OG0005893	LOC119648272|XP_037905855.1|HILL	LOC6506330|XP_001958087.1|DANA
OG0005895	LOC119648377|XP_037906036.1|HILL	LOC6506331|XP_001958086.1|DANA
OG0005896	LOC119647831|XP_037904998.1|HILL	LOC6506758|XP_001957297.1|DANA
OG0005897	LOC119649403|XP_037907455.1|HILL	LOC6506108|XP_001958533.1|DANA
OG0005898	LOC119648647|XP_037906347.1|HILL	LOC6503920|XP_001963844.3|DANA
OG0005899	LOC119654314|XP_037915565.1|HILL	LOC6494809|XP_001959619.1|DANA
OG0005900	LOC119653728|XP_037914564.1|HILL	LOC6497695|XP_001961550.1|DANA
OG0005901	LOC119654771|XP_037916239.1|HILL	LOC6494494|XP_001960225.1|DANA
OG0005902	LOC119653892|XP_037914942.1|HILL	LOC6496328|XP_001960709.1|DANA
OG0005903	LOC119654542|XP_037915915.1|HILL	LOC6501036|XP_001954429.2|DANA
OG0005904	LOC119654592|XP_037915983.1|HILL	LOC6501509|XP_001955392.2|DANA
OG0005905	LOC119647624|XP_037904598.1|HILL	LOC6506248|XP_014764693.1|DANA
OG0005906	LOC119649891|XP_037908209.1|HILL	LOC6493644|XP_001958156.3|DANA
OG0005907	LOC119649166|XP_037907119.1|HILL	LOC6507842|XP_001956455.1|DANA
OG0005908	LOC119647926|XP_037905186.1|HILL	LOC6506740|XP_001957326.1|DANA
OG0005909	LOC119648259|XP_037905832.1|HILL	LOC6507787|XP_001956341.2|DANA
OG0005910	LOC119654399|XP_037915708.1|HILL	LOC6494726|XP_001959785.1|DANA
OG0005911	LOC119653515|XP_037914110.1|HILL	LOC6495886|XP_001959784.1|DANA
OG0005912	LOC119654559|XP_037915935.1|HILL	LOC116654454|XP_014763126.1|DANA
OG0005913	LOC119655469|XP_037917299.1|HILL	LOC6500781|XP_001953907.1|DANA
OG0005914	LOC119655525|XP_037917364.1|HILL	LOC6495744|XP_001959479.1|DANA
OG0005915	LOC119655868|XP_037917923.1|HILL	LOC6495745|XP_001959480.1|DANA
OG0005916	LOC119654549|XP_037915922.1|HILL	LOC6494791|XP_001959661.1|DANA
OG0005917	LOC119655374|XP_037917166.1|HILL	LOC6494442|XP_001960309.1|DANA
