Orthogroup	HILL.longest_only	DSEC.longest_only
OG0003690	LOC119648584|XP_037906283.1|HILL	LOC116801074|XP_032574489.1|DSEC
OG0003691	LOC119648691|XP_037906419.1|HILL	LOC6605833|XP_032573369.1|DSEC
OG0003692	LOC119646532|XP_037902926.1|HILL	LOC6608001|XP_002032749.2|DSEC
OG0003693	LOC119649257|XP_037907267.1|HILL	LOC6610145|XP_032574520.1|DSEC
OG0003694	LOC119647810|XP_037904954.1|HILL	LOC6605946|XP_002030758.1|DSEC
OG0003695	LOC119648516|XP_037906212.1|HILL	LOC6606083|XP_032574185.1|DSEC
OG0003696	LOC119661678|XP_037927044.1|HILL	LOC6608692|XP_002033419.1|DSEC
OG0003697	LOC119646167|XP_037902471.1|HILL	LOC6608467|XP_002033201.1|DSEC
OG0003698	LOC119649768|XP_037907996.1|HILL	LOC6605050|XP_002029892.1|DSEC
OG0003699	LOC119651953|XP_037911739.1|HILL	LOC6618830|XP_032571384.1|DSEC
OG0003700	LOC119646228|XP_037902544.1|HILL	LOC6618881|XP_002043129.2|DSEC
OG0003701	LOC119646281|XP_037902617.1|HILL	LOC6611607|XP_002036144.1|DSEC
OG0003702	LOC119647495|XP_037904381.1|HILL	LOC6605639|XP_002030457.1|DSEC
OG0003703	LOC119648904|XP_037906736.1|HILL	LOC6610574|XP_032574260.1|DSEC
OG0003704	LOC119650003|XP_037908393.1|HILL	LOC6606081|XP_002030890.1|DSEC
OG0003705	LOC119648250|XP_037906170.1|HILL	LOC6608105|XP_032570123.1|DSEC
OG0003706	LOC119649342|XP_037907376.1|HILL	LOC6610918|XP_002035475.1|DSEC
OG0003707	LOC119649525|XP_037907637.1|HILL	LOC6610292|XP_032573792.1|DSEC
OG0003708	LOC119650241|XP_037908751.1|HILL	LOC6605882|XP_002030696.2|DSEC
OG0003709	LOC119646605|XP_037903033.1|HILL	LOC6608920|XP_002033634.1|DSEC
OG0003710	LOC119661241|XP_037926398.1|HILL	LOC6608921|XP_002033635.1|DSEC
OG0003711	LOC119649760|XP_037907982.1|HILL	LOC6619365|XP_032574634.1|DSEC
OG0003712	LOC119657728|XP_037920702.1|HILL	LOC6609147|XP_002033849.1|DSEC
OG0003713	LOC119646465|XP_037902842.1|HILL	LOC6610087|XP_002034703.1|DSEC
OG0003714	LOC119646466|XP_037902843.1|HILL	LOC6610088|XP_002034704.1|DSEC
OG0003715	LOC119649713|XP_037907915.1|HILL	LOC6604861|XP_002029706.1|DSEC
OG0003716	LOC119647610|XP_037904570.1|HILL	LOC6605530|XP_032574244.1|DSEC
OG0003717	LOC119650072|XP_037908498.1|HILL	LOC6605994|XP_002030805.1|DSEC
OG0003718	LOC119649304|XP_037907329.1|HILL	LOC6604835|XP_002029680.1|DSEC
OG0003719	LOC119648641|XP_037906340.1|HILL	LOC6605634|XP_002030452.1|DSEC
OG0003720	LOC119655209|XP_037916915.1|HILL	LOC6615222|XP_002039628.1|DSEC
OG0003721	LOC119655223|XP_037916934.1|HILL	LOC6615550|XP_002039924.1|DSEC
OG0003722	LOC119648013|XP_037905343.1|HILL	LOC6611176|XP_032573334.1|DSEC
OG0003723	LOC119649445|XP_037907524.1|HILL	LOC6605035|XP_002029877.1|DSEC
OG0003724	LOC119648257|XP_037905830.1|HILL	LOC6610894|XP_002035457.1|DSEC
OG0003725	LOC119647823|XP_037904980.1|HILL	LOC6605455|XP_032574652.1|DSEC
OG0003726	LOC119648865|XP_037906677.1|HILL	LOC6610872|XP_032573757.1|DSEC
OG0003728	LOC119658864|XP_037922548.1|HILL	LOC6606152|XP_002030960.1|DSEC
OG0003729	LOC119649621|XP_037907778.1|HILL	LOC6610400|XP_032576038.1|DSEC
OG0003730	LOC119649277|XP_037907292.1|HILL	LOC6610523|XP_032574060.1|DSEC
OG0003731	LOC119648302|XP_037905889.1|HILL	LOC6610750|XP_002035316.1|DSEC
OG0003732	LOC119655238|XP_037916952.1|HILL	LOC6605211|XP_002030049.1|DSEC
OG0003733	LOC119648254|XP_037905825.1|HILL	LOC6610309|XP_032574676.1|DSEC
OG0003734	LOC119650439|XP_037909193.1|HILL	LOC6610191|XP_032575063.1|DSEC
OG0003735	LOC119659748|XP_037923973.1|HILL	LOC6615798|XP_002040168.1|DSEC
OG0003736	LOC119660207|XP_037924609.1|HILL	LOC6609817|XP_032571456.1|DSEC
OG0003737	LOC119646142|XP_037902427.1|HILL	LOC6615512|XP_002039891.1|DSEC
OG0003738	LOC119660755|XP_037925448.1|HILL	LOC6615598|XP_032572135.1|DSEC
OG0003739	LOC119661194|XP_037926344.1|HILL	LOC6608012|XP_032570327.1|DSEC
OG0003740	LOC119660201|XP_037924561.1|HILL	LOC6608006|XP_002032754.1|DSEC
OG0003741	LOC119647802|XP_037904946.1|HILL	LOC6610310|XP_002034905.1|DSEC
OG0003742	LOC119648985|XP_037906836.1|HILL	LOC6618363|XP_002042633.1|DSEC
OG0003743	LOC119648387|XP_037906055.1|HILL	LOC6608091|XP_032570251.1|DSEC
OG0003744	LOC119660208|XP_037924574.1|HILL	LOC6608008|XP_002032756.1|DSEC
OG0003745	LOC119647069|XP_037903755.1|HILL	LOC6608847|XP_002033561.1|DSEC
OG0003746	LOC119655287|XP_037917035.1|HILL	LOC6615282|XP_032572204.1|DSEC
OG0003747	LOC119648917|XP_037906751.1|HILL	LOC6605427|XP_002030260.1|DSEC
OG0003748	LOC119649420|XP_037907488.1|HILL	LOC6605424|XP_002030257.2|DSEC
OG0003749	LOC119648024|XP_037905370.1|HILL	LOC6605420|XP_002030253.1|DSEC
OG0003750	LOC119648940|XP_037906782.1|HILL	LOC6605422|XP_002030255.1|DSEC
OG0003751	LOC119649422|XP_037907491.1|HILL	LOC6605418|XP_032573269.1|DSEC
OG0003752	LOC119647805|XP_037904949.1|HILL	LOC6606041|XP_032575387.1|DSEC
OG0003753	LOC119648004|XP_037905318.1|HILL	LOC6611056|XP_002035613.1|DSEC
OG0003754	LOC119647906|XP_037905142.1|HILL	LOC6611052|XP_032575779.1|DSEC
OG0003755	LOC119648189|XP_037905706.1|HILL	LOC6606044|XP_032575910.1|DSEC
OG0003756	LOC119659413|XP_037923415.1|HILL	LOC6620412|XP_032571505.1|DSEC
OG0003757	LOC119647186|XP_037903925.1|HILL	LOC6618894|XP_002043142.1|DSEC
OG0003758	LOC119648492|XP_037906186.1|HILL	LOC6609839|XP_032570522.1|DSEC
OG0003759	LOC119650305|XP_037908874.1|HILL	LOC6604901|XP_032574869.1|DSEC
OG0003760	LOC119660969|XP_037925962.1|HILL	LOC6609650|XP_032573056.1|DSEC
OG0003761	LOC119649811|XP_037908070.1|HILL	LOC6604886|XP_002029731.1|DSEC
OG0003762	LOC119648364|XP_037906017.1|HILL	LOC6604888|XP_032573337.1|DSEC
OG0003763	LOC119650257|XP_037908780.1|HILL	LOC6620842|XP_032574199.1|DSEC
OG0003764	LOC119648147|XP_037905632.1|HILL	LOC6610967|XP_032574075.1|DSEC
OG0003765	LOC119648395|XP_037906062.1|HILL	LOC6611198|XP_002035754.1|DSEC
OG0003766	LOC119661595|XP_037926925.1|HILL	LOC6612452|XP_002036960.1|DSEC
OG0003767	LOC119646303|XP_037902646.1|HILL	LOC6609305|XP_002033995.1|DSEC
OG0003768	LOC119647077|XP_037903762.1|HILL	LOC6608644|XP_002033378.2|DSEC
OG0003769	LOC119655999|XP_037918169.1|HILL	LOC6608639|XP_002033373.2|DSEC
OG0003770	LOC119660948|XP_037925888.1|HILL	LOC6620113|XP_002044325.2|DSEC
OG0003771	LOC119648179|XP_037905687.1|HILL	LOC6604847|XP_002029692.1|DSEC
OG0003772	LOC119648822|XP_037906609.1|HILL	LOC6604987|XP_002029830.1|DSEC
OG0003773	LOC119658748|XP_037922360.1|HILL	LOC6608432|XP_002033166.1|DSEC
OG0003774	LOC119661704|XP_037927083.1|HILL	LOC6608426|XP_032572502.1|DSEC
OG0003775	LOC119659114|XP_037922965.1|HILL, LOC119659746|XP_037923936.1|HILL	LOC6615038|XP_032580787.1|DSEC
OG0003776	LOC119660469|XP_037924980.1|HILL	LOC6607909|XP_002032663.1|DSEC
OG0003778	LOC119654891|XP_037916437.1|HILL	LOC6608665|XP_002033398.2|DSEC
OG0003779	LOC119660462|XP_037924952.1|HILL	LOC6610095|XP_032572783.1|DSEC
OG0003780	LOC119648787|XP_037906563.1|HILL	LOC6609589|XP_002034266.1|DSEC
OG0003781	LOC119660774|XP_037925472.1|HILL	LOC6619459|XP_032579786.1|DSEC
OG0003782	LOC119654382|XP_037915676.1|HILL	LOC6616015|XP_032581756.1|DSEC
OG0003783	LOC119656177|XP_037918455.1|HILL	LOC6618705|XP_002042964.1|DSEC
OG0003784	LOC119649315|XP_037907345.1|HILL	LOC6608294|XP_002033031.1|DSEC
OG0003785	LOC119652101|XP_037911970.1|HILL	LOC6620403|XP_002044612.2|DSEC
OG0003786	LOC119657405|XP_037920228.1|HILL	LOC6609749|XP_032572775.1|DSEC
OG0003787	LOC119655515|XP_037917354.1|HILL	LOC6609748|XP_032572779.1|DSEC
OG0003788	LOC119659916|XP_037924169.1|HILL, LOC119650883|XP_037909985.1|HILL	LOC6615824|XP_002040194.1|DSEC
OG0003789	LOC119658627|XP_037922055.1|HILL	LOC6608042|XP_032570649.1|DSEC
OG0003790	LOC119649352|XP_037907388.1|HILL	LOC6611119|XP_002035676.1|DSEC
OG0003791	LOC119660197|XP_037924545.1|HILL	LOC6614112|XP_032577603.1|DSEC
OG0003792	LOC119655876|XP_037917940.1|HILL	LOC6609654|XP_002034328.1|DSEC
OG0003793	LOC119650171|XP_037908655.1|HILL	LOC6621366|XP_032570046.1|DSEC
OG0003794	LOC119653959|XP_037915048.1|HILL	LOC6615536|XP_002039915.2|DSEC
OG0003795	LOC119661278|XP_037926480.1|HILL	LOC6605693|XP_032575739.1|DSEC
OG0003796	LOC119661279|XP_037926482.1|HILL	LOC6612732|XP_002037235.1|DSEC
OG0003797	LOC119650191|XP_037908682.1|HILL	LOC6611269|XP_032572893.1|DSEC
OG0003798	LOC119646775|XP_037903284.1|HILL	LOC6608360|XP_032572940.1|DSEC
OG0003799	LOC119653551|XP_037914191.1|HILL	LOC6615579|XP_002039953.1|DSEC
OG0003800	LOC119651835|XP_037911559.1|HILL	LOC6611277|XP_002035832.1|DSEC
OG0003801	LOC119652823|XP_037913079.1|HILL	LOC6614765|XP_032573134.1|DSEC
OG0003802	LOC119660468|XP_037924982.1|HILL, LOC119648035|XP_037905393.1|HILL	LOC6614775|XP_002039194.1|DSEC
OG0003803	LOC119660911|XP_037925796.1|HILL	LOC6612729|XP_002037232.1|DSEC
OG0003804	LOC119650642|XP_037909493.1|HILL	LOC6611291|XP_032583664.1|DSEC
OG0003805	LOC119650599|XP_037909388.1|HILL	LOC6617202|XP_032576390.1|DSEC
OG0003806	LOC119652383|XP_037912410.1|HILL	LOC6619115|XP_032572119.1|DSEC
OG0003807	LOC119653215|XP_037913713.1|HILL	LOC6613554|XP_032571346.1|DSEC
OG0003808	LOC119655359|XP_037917147.1|HILL	LOC6606116|XP_032573944.1|DSEC
OG0003809	LOC119648603|XP_037906304.1|HILL	LOC6614607|XP_032581166.1|DSEC
OG0003810	LOC119646688|XP_037903177.1|HILL	LOC6618835|XP_032571986.1|DSEC
OG0003811	LOC119653900|XP_037914963.1|HILL	LOC6609941|XP_002034588.1|DSEC
OG0003812	LOC119647196|XP_037903935.1|HILL	LOC6617215|XP_032583619.1|DSEC
OG0003813	LOC119651881|XP_037911628.1|HILL	LOC6611874|XP_002036392.2|DSEC
OG0003814	LOC119646208|XP_037902517.1|HILL	LOC6617744|XP_002042056.1|DSEC
OG0003815	LOC119650560|XP_037909295.1|HILL	LOC6619256|XP_002043473.1|DSEC
OG0003816	LOC119652600|XP_037912757.1|HILL	LOC6614698|XP_002039125.2|DSEC
OG0003817	LOC119653238|XP_037913765.1|HILL	LOC6611815|XP_002036337.1|DSEC
OG0003818	LOC119656712|XP_037919164.1|HILL	LOC6614600|XP_032583455.1|DSEC
OG0003819	LOC119647659|XP_037904663.1|HILL, LOC119655639|XP_037917544.1|HILL, LOC119654751|XP_037916209.1|HILL, LOC119655175|XP_037916855.1|HILL	LOC6613297|XP_002037774.1|DSEC
OG0003820	LOC119659344|XP_037923316.1|HILL	LOC6607163|XP_002031949.1|DSEC
OG0003821	LOC119658253|XP_037921465.1|HILL	LOC6609145|XP_002033847.1|DSEC
OG0003822	LOC119651831|XP_037911554.1|HILL	LOC6613624|XP_002038094.1|DSEC
OG0003823	LOC119651689|XP_037911324.1|HILL	LOC6617418|XP_032571718.1|DSEC
OG0003824	LOC119651957|XP_037911741.1|HILL	LOC6614707|XP_032577097.1|DSEC
OG0003825	LOC119652718|XP_037912937.1|HILL	LOC6611711|XP_002036244.1|DSEC
OG0003826	LOC119651514|XP_037911069.1|HILL	LOC6613474|XP_032583181.1|DSEC
OG0003827	LOC119651561|XP_037911122.1|HILL	LOC6611811|XP_002036333.1|DSEC
OG0003828	LOC119652878|XP_037913169.1|HILL	LOC6611814|XP_002036336.1|DSEC
OG0003829	LOC119652793|XP_037913039.1|HILL	LOC6611256|XP_002035811.1|DSEC
OG0003830	LOC119651444|XP_037910976.1|HILL	LOC6618267|XP_002042540.1|DSEC
OG0003831	LOC119657923|XP_037921039.1|HILL	LOC6607364|XP_002032137.1|DSEC
OG0003832	LOC119652867|XP_037913152.1|HILL	LOC6611442|XP_032571788.1|DSEC
OG0003833	LOC119650697|XP_037909608.1|HILL	LOC6611444|XP_002035987.1|DSEC
OG0003834	LOC119651620|XP_037911203.1|HILL	LOC6611460|XP_002036002.1|DSEC
OG0003835	LOC119652103|XP_037911968.1|HILL, LOC119652100|XP_037911966.1|HILL, LOC119652102|XP_037911967.1|HILL	LOC6611384|XP_032577402.1|DSEC
OG0003836	LOC119653759|XP_037914659.1|HILL	LOC6614631|XP_002039058.2|DSEC
OG0003837	LOC119647080|XP_037903765.1|HILL	LOC6614629|XP_002039056.1|DSEC
OG0003838	LOC119647137|XP_037903857.1|HILL	LOC6613256|XP_002037733.1|DSEC
OG0003839	LOC119651293|XP_037910740.1|HILL	LOC6617864|XP_002042172.1|DSEC
OG0003840	LOC119646581|XP_037903002.1|HILL	LOC6608095|XP_002032843.1|DSEC
OG0003841	LOC119659259|XP_037923182.1|HILL	LOC6613107|XP_002037588.1|DSEC
OG0003842	LOC119652542|XP_037912675.1|HILL	LOC6612101|XP_002036618.1|DSEC
OG0003843	LOC119650959|XP_037910133.1|HILL	LOC6611218|XP_002035774.2|DSEC, LOC116800393|XP_032570965.1|DSEC
OG0003844	LOC119652928|XP_037913242.1|HILL	LOC6617862|XP_032583650.1|DSEC
OG0003845	LOC119651722|XP_037911372.1|HILL	LOC6611334|XP_032580874.1|DSEC
OG0003846	LOC119650951|XP_037910113.1|HILL	LOC6611833|XP_032574901.1|DSEC
OG0003847	LOC119654403|XP_037915715.1|HILL, LOC119654492|XP_037915843.1|HILL, LOC119652889|XP_037913184.1|HILL	LOC116803536|XP_032583135.1|DSEC
OG0003848	LOC119653263|XP_037913798.1|HILL	LOC6616795|XP_002041132.1|DSEC
OG0003849	LOC119646506|XP_037902889.1|HILL	LOC6608520|XP_002033254.2|DSEC
OG0003850	LOC119651235|XP_037910638.1|HILL	LOC6611237|XP_032569811.1|DSEC
OG0003851	LOC119661391|XP_037926642.1|HILL	LOC6610099|XP_032571235.1|DSEC
OG0003852	LOC119661247|XP_037926414.1|HILL	LOC6613060|XP_002037543.1|DSEC
OG0003853	LOC119648075|XP_037905492.1|HILL	LOC6609355|XP_032570546.1|DSEC
OG0003854	LOC119651383|XP_037910885.1|HILL	LOC6614423|XP_002038856.1|DSEC
OG0003855	LOC119650766|XP_037909795.1|HILL	LOC6614421|XP_002038854.2|DSEC
OG0003856	LOC119651823|XP_037911542.1|HILL	LOC6612115|XP_002036632.1|DSEC
OG0003857	LOC119647176|XP_037903911.1|HILL	LOC6613675|XP_032577450.1|DSEC
OG0003858	LOC119654767|XP_037916235.1|HILL	LOC6614996|XP_002039413.2|DSEC
OG0003859	LOC119655127|XP_037916785.1|HILL	LOC6614601|XP_032583089.1|DSEC
OG0003860	LOC119656750|XP_037919241.1|HILL	LOC6609677|XP_002034335.1|DSEC
OG0003861	LOC119655989|XP_037918155.1|HILL	LOC6613138|XP_002037619.1|DSEC
OG0003862	LOC119650638|XP_037909486.1|HILL	LOC116803628|XP_032583629.1|DSEC, LOC6613588|XP_032583614.1|DSEC
OG0003863	LOC119650576|XP_037909323.1|HILL	LOC6611790|XP_002036313.1|DSEC
OG0003864	LOC119651328|XP_037910796.1|HILL	LOC6611789|XP_002036312.1|DSEC
OG0003865	LOC119659378|XP_037923366.1|HILL	LOC6616978|XP_002041306.1|DSEC
OG0003866	LOC119652356|XP_037912367.1|HILL	LOC6618276|XP_032569806.1|DSEC
OG0003867	LOC119647018|XP_037903685.1|HILL	LOC116803538|XP_032583137.1|DSEC
OG0003868	LOC119646411|XP_037902784.1|HILL	LOC6611967|XP_002036484.1|DSEC
OG0003869	LOC119646590|XP_037903011.1|HILL	LOC6613241|XP_002037718.1|DSEC
OG0003870	LOC119646684|XP_037903167.1|HILL	LOC6614558|XP_032569769.1|DSEC
OG0003871	LOC119651899|XP_037911657.1|HILL	LOC6617725|XP_002042037.1|DSEC
OG0003872	LOC119655173|XP_037916851.1|HILL	LOC6609623|XP_002034300.1|DSEC
OG0003873	LOC119655387|XP_037917186.1|HILL	LOC6618246|XP_002042520.1|DSEC
OG0003874	LOC119653844|XP_037914817.1|HILL	LOC6618269|XP_002042542.1|DSEC
OG0003875	LOC119651556|XP_037911117.1|HILL	LOC6611922|XP_002036439.1|DSEC
OG0003876	LOC119661558|XP_037926876.1|HILL	LOC6617392|XP_002041717.1|DSEC
OG0003877	LOC119653234|XP_037913751.1|HILL	LOC6611395|XP_002035939.1|DSEC
OG0003878	LOC119654535|XP_037915905.1|HILL	LOC6614602|XP_032573140.1|DSEC
OG0003879	LOC119649097|XP_037907027.1|HILL	LOC6610138|XP_032575090.1|DSEC
OG0003880	LOC119649824|XP_037908088.1|HILL	LOC6605201|XP_032574399.1|DSEC
OG0003881	LOC119652972|XP_037913309.1|HILL	LOC6618846|XP_002043095.1|DSEC
OG0003882	LOC119660668|XP_037926487.1|HILL	LOC6619123|XP_032570507.1|DSEC
OG0003883	LOC119654561|XP_037915942.1|HILL	LOC6620171|XP_032582556.1|DSEC
OG0003884	LOC119651782|XP_037911465.1|HILL	LOC6611195|XP_002035751.1|DSEC
OG0003885	LOC119652822|XP_037913078.1|HILL	LOC6611402|XP_002035946.1|DSEC
OG0003886	LOC119651566|XP_037911128.1|HILL	LOC6611401|XP_002035945.2|DSEC
OG0003887	LOC119650905|XP_037910025.1|HILL	LOC6613108|XP_002037589.1|DSEC
OG0003888	LOC119657326|XP_037920116.1|HILL	LOC6607464|XP_032579599.1|DSEC
OG0003889	LOC119658785|XP_037922423.1|HILL	LOC6617352|XP_002041677.1|DSEC
OG0003890	LOC119651905|XP_037911660.1|HILL, LOC119651497|XP_037911041.1|HILL, LOC119651783|XP_037911466.1|HILL	LOC6610633|XP_002035200.1|DSEC
OG0003891	LOC119651007|XP_037910223.1|HILL	LOC6611202|XP_002035758.1|DSEC
OG0003892	LOC119651640|XP_037911241.1|HILL	LOC6610397|XP_032576043.1|DSEC
OG0003893	LOC119650731|XP_037909687.1|HILL	LOC6614687|XP_002039114.1|DSEC
OG0003894	LOC119651607|XP_037911188.1|HILL	LOC6612005|XP_002036522.1|DSEC
OG0003895	LOC119647014|XP_037903680.1|HILL	LOC6615280|XP_002039684.1|DSEC
OG0003896	LOC119646995|XP_037903640.1|HILL	LOC6615277|XP_032571416.1|DSEC
OG0003897	LOC119646309|XP_037902654.1|HILL	LOC6609591|XP_002034268.1|DSEC
OG0003898	LOC119658625|XP_037922051.1|HILL	LOC6614656|XP_002039083.2|DSEC
OG0003899	LOC119652637|XP_037912813.1|HILL	LOC6617257|XP_002041584.1|DSEC
OG0003900	LOC119649791|XP_037908027.1|HILL	LOC6617328|XP_032570197.1|DSEC
OG0003901	LOC119647310|XP_037904156.1|HILL	LOC6613674|XP_002038144.1|DSEC
OG0003902	LOC119650326|XP_037908913.1|HILL	LOC6611494|XP_002036035.1|DSEC
OG0003903	LOC119646719|XP_037903226.1|HILL	LOC6617808|XP_002042120.1|DSEC
OG0003904	LOC119646881|XP_037903436.1|HILL	LOC6617809|XP_002042121.1|DSEC
OG0003905	LOC119659578|XP_037923663.1|HILL	LOC6607806|XP_032576969.1|DSEC
OG0003906	LOC119650820|XP_037909886.1|HILL	LOC6615495|XP_002039875.1|DSEC
OG0003907	LOC119651166|XP_037910512.1|HILL	LOC6617307|XP_002041634.1|DSEC
OG0003908	LOC119660110|XP_037924423.1|HILL	LOC6617308|XP_002041635.1|DSEC
OG0003909	LOC119646304|XP_037902647.1|HILL	LOC6608600|XP_002033334.1|DSEC
OG0003910	LOC119646482|XP_037902864.1|HILL	LOC6614278|XP_002038718.1|DSEC
OG0003911	LOC119660956|XP_037925927.1|HILL	LOC6613389|XP_002037863.1|DSEC
OG0003912	LOC119659192|XP_037923084.1|HILL	LOC6611383|XP_002035928.2|DSEC
OG0003913	LOC119651523|XP_037911081.1|HILL	LOC6611188|XP_032583670.1|DSEC
OG0003914	LOC119656818|XP_037919379.1|HILL	LOC6612128|XP_002036645.2|DSEC
OG0003915	LOC119651385|XP_037910892.1|HILL	LOC6618953|XP_002043198.1|DSEC
OG0003916	LOC119646724|XP_037903231.1|HILL	LOC6613682|XP_002038152.1|DSEC
OG0003917	LOC119646255|XP_037902583.1|HILL	LOC6613483|XP_002037952.1|DSEC
OG0003918	LOC119656941|XP_037919584.1|HILL	LOC6617688|XP_002042000.1|DSEC
OG0003919	LOC119647303|XP_037904142.1|HILL	LOC6613212|XP_002037692.1|DSEC
OG0003920	LOC119646807|XP_037903327.1|HILL	LOC6615555|XP_002039929.1|DSEC
OG0003921	LOC119661365|XP_037926602.1|HILL	LOC6618183|XP_002042458.1|DSEC
OG0003922	LOC119661677|XP_037927043.1|HILL	LOC6612117|XP_002036634.2|DSEC
OG0003923	LOC119660756|XP_037925445.1|HILL	LOC6619452|XP_002043667.1|DSEC
OG0003924	LOC119658347|XP_037921634.1|HILL	LOC6608972|XP_032572330.1|DSEC
OG0003925	LOC119660719|XP_037925299.1|HILL	LOC6613430|XP_002037904.1|DSEC
OG0003926	LOC119650406|XP_037909122.1|HILL	LOC6613437|XP_002037911.1|DSEC
OG0003927	LOC119646640|XP_037903081.1|HILL	LOC6613058|XP_002037541.1|DSEC
OG0003928	LOC119651570|XP_037911132.1|HILL	LOC6611712|XP_032583143.1|DSEC
OG0003929	LOC119654533|XP_037915908.1|HILL	LOC6612124|XP_002036641.1|DSEC
OG0003930	LOC119652739|XP_037912965.1|HILL	LOC6611475|XP_002036016.1|DSEC
OG0003931	LOC119650566|XP_037909301.1|HILL	LOC6611425|XP_032569694.1|DSEC
OG0003932	LOC119646701|XP_037903195.1|HILL	LOC6608267|XP_032571818.1|DSEC
OG0003933	LOC119653045|XP_037913439.1|HILL	LOC6613384|XP_032577015.1|DSEC
OG0003934	LOC119653059|XP_037913469.1|HILL	LOC6611737|XP_002036260.1|DSEC
OG0003935	LOC119652379|XP_037912409.1|HILL	LOC6609356|XP_002034045.1|DSEC
OG0003936	LOC119661243|XP_037926402.1|HILL	LOC6609357|XP_002034046.1|DSEC
OG0003937	LOC119646963|XP_037903592.1|HILL	LOC6608084|XP_002032832.1|DSEC
OG0003938	LOC119646554|XP_037902960.1|HILL	LOC6613421|XP_032574085.1|DSEC
OG0003939	LOC119661323|XP_037926547.1|HILL	LOC6613458|XP_002037930.1|DSEC
OG0003940	LOC119661324|XP_037926550.1|HILL	LOC6613415|XP_002037889.1|DSEC
OG0003941	LOC119651599|XP_037911180.1|HILL	LOC6613418|XP_002037892.1|DSEC
OG0003942	LOC119646426|XP_037902798.1|HILL	LOC6611588|XP_002036125.1|DSEC
OG0003943	LOC119661773|XP_037927175.1|HILL	LOC6613424|XP_002037898.1|DSEC
OG0003944	LOC119646446|XP_037902825.1|HILL	LOC6617736|XP_002042048.1|DSEC
OG0003945	LOC119657144|XP_037919849.1|HILL	LOC6615734|XP_002040105.1|DSEC
OG0003946	LOC119650931|XP_037910086.1|HILL	LOC6614672|XP_002039099.1|DSEC
OG0003947	LOC119651401|XP_037910916.1|HILL	LOC6614661|XP_002039088.1|DSEC
OG0003948	LOC119652530|XP_037912659.1|HILL	LOC6614494|XP_002038927.1|DSEC
OG0003949	LOC119652125|XP_037911992.1|HILL	LOC6614495|XP_032583303.1|DSEC
OG0003950	LOC119651084|XP_037910359.1|HILL	LOC6613567|XP_002038035.2|DSEC
OG0003951	LOC119651346|XP_037910830.1|HILL	LOC6613561|XP_032580966.1|DSEC
OG0003952	LOC119651231|XP_037910635.1|HILL	LOC6612142|XP_002036659.1|DSEC
OG0003953	LOC119659034|XP_037922856.1|HILL	LOC6611453|XP_002035995.1|DSEC
OG0003954	LOC119653053|XP_037913454.1|HILL	LOC6610756|XP_002035322.2|DSEC
OG0003955	LOC119651108|XP_037910400.1|HILL	LOC6611988|XP_032570864.1|DSEC
OG0003956	LOC119654263|XP_037915455.1|HILL	LOC6614555|XP_032574138.1|DSEC
OG0003957	LOC119654914|XP_037916482.1|HILL	LOC6604851|XP_002029696.1|DSEC
OG0003958	LOC119658338|XP_037921611.1|HILL	LOC6617921|XP_002042229.2|DSEC
OG0003959	LOC119646822|XP_037903365.1|HILL	LOC6615263|XP_032570978.1|DSEC
OG0003960	LOC119655145|XP_037916812.1|HILL	LOC116803495|XP_032583081.1|DSEC, LOC6620332|XP_032581598.1|DSEC
OG0003961	LOC119654192|XP_037915319.1|HILL	LOC6611579|XP_002036117.1|DSEC
OG0003962	LOC119646212|XP_037902523.1|HILL, LOC119659814|XP_037924024.1|HILL	LOC6613442|XP_002037916.1|DSEC
OG0003963	LOC119653104|XP_037913547.1|HILL	LOC6614642|XP_032575278.1|DSEC
OG0003964	LOC119646319|XP_037902668.1|HILL	LOC6621131|XP_002045310.1|DSEC
OG0003965	LOC119654594|XP_037915990.1|HILL	LOC6611616|XP_032582900.1|DSEC
OG0003966	LOC119653154|XP_037913622.1|HILL	LOC6620730|XP_032577029.1|DSEC
OG0003967	LOC119646899|XP_037903485.1|HILL	LOC6615386|XP_032572739.1|DSEC
OG0003968	LOC119656963|XP_037919615.1|HILL	LOC6615384|XP_032572753.1|DSEC
OG0003969	LOC119650469|XP_037909285.1|HILL	LOC6609587|XP_002034264.1|DSEC
OG0003970	LOC119647219|XP_037903976.1|HILL	LOC6617254|XP_002041581.2|DSEC
OG0003971	LOC119651329|XP_037910797.1|HILL	LOC6611953|XP_032577235.1|DSEC
OG0003972	LOC119660919|XP_037925819.1|HILL	LOC6605735|XP_002030551.2|DSEC
OG0003973	LOC119646341|XP_037902695.1|HILL	LOC6618893|XP_002043141.1|DSEC
OG0003974	LOC119650808|XP_037909877.1|HILL	LOC6608749|XP_002033472.1|DSEC
OG0003975	LOC119651024|XP_037910256.1|HILL	LOC6611757|XP_032583156.1|DSEC
OG0003976	LOC119651330|XP_037910799.1|HILL	LOC6614702|XP_002039129.1|DSEC
OG0003977	LOC119652738|XP_037912964.1|HILL, LOC119648470|XP_037906160.1|HILL, LOC119661531|XP_037926837.1|HILL	LOC6617856|XP_002042164.1|DSEC
OG0003978	LOC119652912|XP_037913219.1|HILL	LOC6618396|XP_002042666.1|DSEC
OG0003979	LOC119646381|XP_037902753.1|HILL	LOC6612018|XP_002036535.1|DSEC
OG0003980	LOC119659156|XP_037923034.1|HILL	LOC6606290|XP_002031095.1|DSEC
