Orthogroup	HILL.longest_only	DYAK.longest_only
OG0004436	LOC119653565|XP_037914207.1|HILL, LOC119653566|XP_037914208.1|HILL	LOC6529874|XP_002090831.3|DYAK
OG0004437	LOC119654938|XP_037916519.1|HILL	LOC6532173|XP_002092946.1|DYAK
OG0004438	LOC119653878|XP_037914922.1|HILL	LOC6530339|XP_002091266.1|DYAK
OG0004439	LOC119653856|XP_037914835.1|HILL	LOC6530393|XP_002091319.1|DYAK
OG0004440	LOC119654326|XP_037915582.1|HILL	LOC6531262|XP_002092071.1|DYAK
OG0004441	LOC119654459|XP_037915799.1|HILL	LOC6526482|XP_002087599.1|DYAK
OG0004442	LOC119660804|XP_037925564.1|HILL	LOC6531658|XP_002092455.1|DYAK
OG0004443	LOC119653494|XP_037914057.1|HILL	LOC6533868|XP_002094568.1|DYAK
OG0004444	LOC119660801|XP_037925558.1|HILL, LOC119655720|XP_037917680.1|HILL	LOC6531346|XP_002092150.1|DYAK
OG0004445	LOC119654885|XP_037916425.1|HILL	LOC6531983|XP_002092769.1|DYAK
OG0004446	LOC119652750|XP_037912977.1|HILL	LOC6538961|XP_015049135.1|DYAK
OG0004447	LOC119649981|XP_037908350.1|HILL	LOC6538753|XP_002099267.1|DYAK
OG0004448	LOC119660583|XP_037925166.1|HILL	LOC6531251|XP_002092060.1|DYAK
OG0004449	LOC119647804|XP_037904947.1|HILL	LOC26536417|XP_039229839.1|DYAK
OG0004450	LOC119654334|XP_037915594.1|HILL	LOC6530148|XP_002091090.1|DYAK
OG0004451	LOC119654689|XP_037916127.1|HILL, LOC119654688|XP_037916126.1|HILL	LOC6530137|XP_002091083.1|DYAK
OG0004452	LOC119655369|XP_037917161.1|HILL	LOC6530928|XP_002091770.1|DYAK
OG0004453	LOC119660879|XP_037925722.1|HILL	LOC6531135|XP_002091969.1|DYAK
OG0004454	LOC119658677|XP_037922167.1|HILL	LOC6536749|XP_002097321.1|DYAK
OG0004455	LOC119649522|XP_037907634.1|HILL	LOC6539609|XP_002086497.2|DYAK
OG0004456	LOC119649345|XP_037907381.1|HILL	LOC6523803|XP_002099678.1|DYAK
OG0004457	LOC119649145|XP_037907084.1|HILL	LOC6533742|XP_039229558.1|DYAK
OG0004458	LOC119648170|XP_037905677.1|HILL	LOC6533770|XP_002094474.2|DYAK
OG0004459	LOC119648066|XP_037905466.1|HILL	LOC6533932|XP_015050340.1|DYAK
OG0004460	LOC119648485|XP_037906178.1|HILL	LOC6534337|XP_002095017.1|DYAK
OG0004461	LOC119649849|XP_037908134.1|HILL	LOC6534471|XP_002095148.1|DYAK
OG0004462	LOC119648019|XP_037905356.1|HILL	LOC6534995|XP_002095665.2|DYAK
OG0004463	LOC119647621|XP_037904592.1|HILL	LOC6535182|XP_039230236.1|DYAK
OG0004464	LOC119648065|XP_037905462.1|HILL	LOC6534029|XP_002094716.1|DYAK
OG0004465	LOC119649308|XP_037907334.1|HILL	LOC6539669|XP_002086554.2|DYAK
OG0004466	LOC119650058|XP_037908476.1|HILL	LOC6535001|XP_002095671.2|DYAK
OG0004467	LOC119649532|XP_037907647.1|HILL	LOC26534720|XP_015045014.1|DYAK
OG0004468	LOC119649956|XP_037908320.1|HILL	LOC6534847|XP_002095519.2|DYAK
OG0004469	LOC119650421|XP_037909155.1|HILL	LOC6539582|XP_002086470.3|DYAK
OG0004470	LOC119648034|XP_037905388.1|HILL	LOC6529557|XP_002090554.3|DYAK
OG0004471	LOC119647538|XP_037904454.1|HILL	LOC6537702|XP_039231342.1|DYAK
OG0004472	LOC119654230|XP_037915381.1|HILL	LOC6528798|XP_002089830.1|DYAK
OG0004473	LOC119654102|XP_037915194.1|HILL	LOC26536250|XP_015052965.2|DYAK
OG0004474	LOC119655915|XP_037918008.1|HILL	LOC6530201|XP_002091139.1|DYAK
OG0004475	LOC119654538|XP_037915911.1|HILL	LOC6536894|XP_002097463.1|DYAK
OG0004477	LOC119655687|XP_037917619.1|HILL	LOC6528549|XP_002089594.1|DYAK
OG0004478	LOC119656182|XP_037918460.1|HILL	LOC6530392|XP_039228465.1|DYAK
OG0004479	LOC119651321|XP_037910782.1|HILL	LOC6531930|XP_002092716.2|DYAK
OG0004480	LOC119657801|XP_037920825.1|HILL	LOC6526167|XP_002101977.1|DYAK
OG0004481	LOC119655521|XP_037917363.1|HILL	LOC6531133|XP_039228398.1|DYAK
OG0004482	LOC119657731|XP_037920701.1|HILL	LOC6538938|XP_015049127.1|DYAK
OG0004483	LOC119655882|XP_037917946.1|HILL	LOC6531923|XP_002092709.1|DYAK
OG0004484	LOC119660016|XP_037924322.1|HILL	LOC6537604|XP_002098150.1|DYAK
OG0004485	LOC119656247|XP_037918590.1|HILL, LOC119656246|XP_037918588.1|HILL	LOC6540544|XP_039228263.1|DYAK
OG0004486	LOC119654926|XP_037916505.1|HILL	LOC6531255|XP_002092064.1|DYAK
OG0004487	LOC119647634|XP_037904622.1|HILL	LOC6534366|XP_002095044.2|DYAK
OG0004490	LOC119659326|XP_037923293.1|HILL, LOC119661438|XP_037926712.1|HILL	LOC6530061|XP_002091007.1|DYAK
OG0004491	LOC119650915|XP_037910068.1|HILL, LOC119650900|XP_037910008.1|HILL, LOC119650901|XP_037910009.1|HILL	LOC6527106|XP_039227342.1|DYAK
OG0004492	LOC119650377|XP_037909042.1|HILL	LOC6539709|XP_002086594.1|DYAK
OG0004494	LOC119660236|XP_037924613.1|HILL	LOC6536230|XP_002096821.1|DYAK
OG0004504	LOC119647320|XP_037904174.1|HILL	LOC6535216|XP_015051099.1|DYAK
OG0004505	LOC119650723|XP_037909674.1|HILL	LOC6537353|XP_015048291.1|DYAK
OG0004506	LOC119652609|XP_037912770.1|HILL	LOC6538195|XP_002098723.1|DYAK
OG0004507	LOC119652668|XP_037912862.1|HILL	LOC6537603|XP_002098149.2|DYAK
OG0004508	LOC119653115|XP_037913567.1|HILL	LOC6538366|XP_002098890.2|DYAK
OG0004509	LOC119656759|XP_037919258.1|HILL	LOC6533748|XP_002094453.1|DYAK
OG0004510	LOC119656676|XP_037919088.1|HILL	LOC6524991|XP_002100831.2|DYAK
OG0004511	LOC119648920|XP_037906757.1|HILL	LOC6538615|XP_039231574.1|DYAK
OG0004512	LOC119661038|XP_037926138.1|HILL	LOC6523756|XP_002099631.1|DYAK
OG0004513	LOC119660944|XP_037925874.1|HILL	LOC6523734|XP_002099609.1|DYAK
OG0004514	LOC119660737|XP_037925347.1|HILL	LOC6523727|XP_002099602.3|DYAK
OG0004515	LOC119661621|XP_037926969.1|HILL	LOC6524701|XP_002100545.2|DYAK
OG0004516	LOC119657143|XP_037919843.1|HILL	LOC6524501|XP_015045728.1|DYAK
OG0004517	LOC119658463|XP_037921796.1|HILL	LOC6525241|XP_015046174.1|DYAK
OG0004518	LOC119656545|XP_037918833.1|HILL	LOC6524902|XP_002100742.1|DYAK
OG0004519	LOC119651476|XP_037911014.1|HILL	LOC6538073|XP_015048641.1|DYAK
OG0004520	LOC119657546|XP_037920421.1|HILL	LOC6524885|XP_015045914.1|DYAK
OG0004521	LOC119648168|XP_037905675.1|HILL	LOC6529089|XP_002090102.1|DYAK
OG0004522	LOC119656793|XP_037919329.1|HILL	LOC6525265|XP_002101101.1|DYAK
OG0004523	LOC119658680|XP_037922172.1|HILL	LOC6538983|XP_002099485.2|DYAK
OG0004524	LOC119661693|XP_037927067.1|HILL	LOC6524376|XP_002100234.1|DYAK
OG0004525	LOC119656544|XP_037918829.1|HILL	LOC6524644|XP_002100501.1|DYAK
OG0004526	LOC119656971|XP_037919627.1|HILL	LOC6524179|XP_015045549.2|DYAK
OG0004527	LOC119658350|XP_037921635.1|HILL	LOC6524373|XP_002100231.1|DYAK
OG0004528	LOC119658352|XP_037921638.1|HILL	LOC6526089|XP_002101906.1|DYAK
OG0004529	LOC119658524|XP_037921930.1|HILL	LOC6524099|XP_002099963.2|DYAK
OG0004530	LOC119655619|XP_037917517.1|HILL	LOC6524973|XP_002100813.1|DYAK
OG0004531	LOC119661641|XP_037926997.1|HILL	LOC6537746|XP_039232540.1|DYAK
OG0004532	LOC119656865|XP_037919449.1|HILL	LOC6524812|XP_002100654.3|DYAK
OG0004533	LOC119657875|XP_037920930.1|HILL	LOC6524562|XP_002100419.1|DYAK
OG0004534	LOC119653431|XP_037913940.1|HILL	LOC6531385|XP_002092188.1|DYAK
OG0004535	LOC119648743|XP_037906490.1|HILL	LOC6534449|XP_002095126.1|DYAK
OG0004536	LOC119656821|XP_037919382.1|HILL	LOC6526096|XP_039230446.1|DYAK
OG0004537	LOC119658353|XP_037921639.1|HILL	LOC6524079|XP_002099943.1|DYAK
OG0004538	LOC119661120|XP_037926243.1|HILL	LOC6531878|XP_015051592.1|DYAK
OG0004539	LOC119651648|XP_037911252.1|HILL	LOC6535803|XP_015047362.1|DYAK
OG0004540	LOC119657192|XP_037919923.1|HILL	LOC6526042|XP_002101859.1|DYAK
OG0004541	LOC119657931|XP_037921047.1|HILL	LOC6531147|XP_002091976.1|DYAK
OG0004542	LOC119657313|XP_037920099.1|HILL	LOC6525218|XP_002101056.1|DYAK
OG0004543	LOC119657455|XP_037920297.1|HILL	LOC6524171|XP_039227419.1|DYAK
OG0004544	LOC119657407|XP_037920227.1|HILL	LOC6523800|XP_039233731.1|DYAK
OG0004545	LOC119650804|XP_037909871.1|HILL	LOC6537725|XP_015048473.1|DYAK
OG0004546	LOC119655155|XP_037916834.1|HILL	LOC6529986|XP_002090932.1|DYAK
OG0004547	LOC119656805|XP_037919343.1|HILL	LOC6524478|XP_002100335.1|DYAK
OG0004548	LOC119657452|XP_037920294.1|HILL	LOC6525205|XP_002101043.1|DYAK
OG0004549	LOC119656669|XP_037919078.1|HILL	LOC6523826|XP_002099701.1|DYAK
OG0004550	LOC119656744|XP_037919231.1|HILL	LOC6525367|XP_015046269.2|DYAK
OG0004551	LOC119657191|XP_037919922.1|HILL	LOC6530815|XP_002091698.1|DYAK
OG0004552	LOC119658388|XP_037921685.1|HILL	LOC6525752|XP_039232950.1|DYAK
OG0004553	LOC119655547|XP_037917394.1|HILL	LOC6532682|XP_002093426.1|DYAK
OG0004554	LOC119657939|XP_037921056.1|HILL	LOC6524361|XP_002100219.1|DYAK
OG0004555	LOC119657836|XP_037920884.1|HILL	LOC6524360|XP_002100218.1|DYAK
OG0004556	LOC119657562|XP_037920447.1|HILL	LOC6525861|XP_002101681.1|DYAK
OG0004557	LOC119658466|XP_037921808.1|HILL	LOC6524286|XP_039230120.1|DYAK
OG0004558	LOC119657531|XP_037920401.1|HILL	LOC6526222|XP_002102031.1|DYAK
OG0004559	LOC119652312|XP_037912251.1|HILL	LOC6537933|XP_002098473.1|DYAK
OG0004560	LOC119658602|XP_037922000.1|HILL	LOC6540146|XP_039233134.1|DYAK
OG0004561	LOC119646295|XP_037902638.1|HILL	LOC6537289|XP_002097847.1|DYAK
OG0004562	LOC119651060|XP_037910318.1|HILL	LOC6537792|XP_002098333.1|DYAK
OG0004563	LOC119652480|XP_037912581.1|HILL	LOC6537176|XP_015048180.1|DYAK
OG0004564	LOC119651625|XP_037911215.1|HILL	LOC6535747|XP_002096370.1|DYAK
OG0004565	LOC119651338|XP_037910819.1|HILL	LOC6537265|XP_002097823.1|DYAK
OG0004566	LOC119657893|XP_037920965.1|HILL	LOC6526026|XP_002101843.1|DYAK
OG0004567	LOC119656696|XP_037919127.1|HILL	LOC6525358|XP_002101194.1|DYAK
OG0004568	LOC119658356|XP_037921642.1|HILL	LOC6523931|XP_002099803.1|DYAK
OG0004569	LOC119651996|XP_037911846.1|HILL	LOC6535290|XP_002095946.2|DYAK
OG0004570	LOC119658240|XP_037921446.1|HILL	LOC6531440|XP_002092243.1|DYAK
OG0004571	LOC119656721|XP_037919176.1|HILL	LOC6525798|XP_002101619.1|DYAK
OG0004572	LOC119656948|XP_037919589.1|HILL	LOC6526823|XP_002087924.1|DYAK
OG0004573	LOC119651558|XP_037911119.1|HILL	LOC6535593|XP_039231303.1|DYAK
OG0004574	LOC119657523|XP_037920395.1|HILL	LOC6525507|XP_002101342.1|DYAK
OG0004575	LOC119657664|XP_037920618.1|HILL	LOC6525508|XP_002101343.1|DYAK
OG0004576	LOC119652608|XP_037912769.1|HILL	LOC6536206|XP_002096797.1|DYAK
OG0004577	LOC119656889|XP_037919489.1|HILL	LOC6536988|XP_002097557.1|DYAK
OG0004578	LOC119657677|XP_037920634.1|HILL	LOC6525059|XP_002100898.1|DYAK
OG0004579	LOC119654883|XP_037916420.1|HILL	LOC6526711|XP_039226790.1|DYAK
OG0004580	LOC119657833|XP_037920878.1|HILL	LOC6536950|XP_002097519.1|DYAK
OG0004581	LOC119651764|XP_037911432.1|HILL	LOC6537198|XP_002097756.3|DYAK
OG0004582	LOC119659766|XP_037923958.1|HILL	LOC6538950|XP_039231448.1|DYAK
OG0004583	LOC119657310|XP_037920097.1|HILL	LOC6525897|XP_002101717.1|DYAK
OG0004584	LOC119657387|XP_037920200.1|HILL	LOC6530454|XP_002091370.1|DYAK
OG0004585	LOC119659522|XP_037923586.1|HILL	LOC6537976|XP_002098513.1|DYAK
OG0004586	LOC119656710|XP_037919158.1|HILL	LOC6524187|XP_002100050.1|DYAK
OG0004587	LOC119658596|XP_037921988.1|HILL	LOC6538977|XP_002099480.3|DYAK
OG0004588	LOC119658604|XP_037922007.1|HILL	LOC6538979|XP_002099482.1|DYAK
OG0004589	LOC119657910|XP_037921012.1|HILL	LOC6526217|XP_039227103.1|DYAK
OG0004590	LOC119651926|XP_037911684.1|HILL	LOC6538005|XP_015048606.1|DYAK
OG0004591	LOC119651434|XP_037910961.1|HILL	LOC6538009|XP_002098544.1|DYAK
OG0004592	LOC119657856|XP_037920909.1|HILL	LOC6524715|XP_002100559.1|DYAK
OG0004593	LOC119657141|XP_037919841.1|HILL	LOC6525521|XP_002101356.1|DYAK
OG0004594	LOC119658003|XP_037921151.1|HILL	LOC6525296|XP_039232021.1|DYAK
OG0004595	LOC119658516|XP_037921919.1|HILL	LOC6524823|XP_002100665.1|DYAK
OG0004596	LOC119657611|XP_037920538.1|HILL	LOC6523798|XP_002099673.1|DYAK
OG0004597	LOC119657428|XP_037920257.1|HILL	LOC6525721|XP_002101543.1|DYAK
OG0004598	LOC119657349|XP_037920150.1|HILL	LOC6534428|XP_002095105.1|DYAK
OG0004599	LOC119646254|XP_037902587.1|HILL	LOC6526742|XP_002087845.2|DYAK
OG0004600	LOC119657834|XP_037920879.1|HILL	LOC6525550|XP_002101385.1|DYAK
OG0004601	LOC119658443|XP_037921773.1|HILL	LOC6525542|XP_002101377.3|DYAK
OG0004602	LOC119657101|XP_037919784.1|HILL	LOC6525990|XP_002101808.1|DYAK
OG0004603	LOC119656589|XP_037918925.1|HILL	LOC6526327|XP_002087449.1|DYAK
OG0004604	LOC119656827|XP_037919400.1|HILL	LOC6525221|XP_002101059.1|DYAK
OG0004605	LOC119657358|XP_037920159.1|HILL	LOC6525919|XP_039232182.1|DYAK
OG0004606	LOC119649648|XP_037907833.1|HILL	LOC6535738|XP_002096361.1|DYAK
OG0004607	LOC119657386|XP_037920199.1|HILL	LOC6524298|XP_002100157.1|DYAK
OG0004608	LOC119658507|XP_037921898.1|HILL	LOC6524987|XP_015046024.1|DYAK
OG0004609	LOC119657270|XP_037920031.1|HILL	LOC6524965|XP_002100805.1|DYAK
OG0004610	LOC119651587|XP_037911160.1|HILL	LOC6538912|XP_002099416.1|DYAK
OG0004611	LOC119656812|XP_037919361.1|HILL	LOC6538888|XP_039231216.1|DYAK
OG0004612	LOC119658069|XP_037921255.1|HILL	LOC6538889|XP_002099393.1|DYAK
OG0004613	LOC119650852|XP_037909926.1|HILL	LOC6537196|XP_002097754.1|DYAK
OG0004614	LOC119657094|XP_037919777.1|HILL	LOC6524638|XP_002100495.1|DYAK
OG0004615	LOC119656982|XP_037919643.1|HILL	LOC6524293|XP_015045590.1|DYAK
OG0004616	LOC119658409|XP_037921733.1|HILL	LOC6525229|XP_002101067.1|DYAK
OG0004617	LOC119660467|XP_037924963.1|HILL	LOC6530312|XP_002091239.1|DYAK
OG0004618	LOC119658319|XP_037921582.1|HILL	LOC6537776|XP_002098317.2|DYAK
OG0004619	LOC119651392|XP_037910902.1|HILL	LOC6537689|XP_002098234.2|DYAK
OG0004620	LOC119660137|XP_037924464.1|HILL	LOC6535654|XP_002096282.3|DYAK
OG0004621	LOC119659872|XP_037924118.1|HILL	LOC6537381|XP_015048307.1|DYAK
OG0004622	LOC119651407|XP_037910925.1|HILL	LOC6535551|XP_039231359.1|DYAK
OG0004623	LOC119652627|XP_037912802.1|HILL	LOC6538018|XP_002098553.1|DYAK
OG0004624	LOC119657790|XP_037920802.1|HILL	LOC6537470|XP_002098026.1|DYAK
OG0004625	LOC119656694|XP_037919108.1|HILL	LOC6524785|XP_039226058.1|DYAK
OG0004626	LOC119656708|XP_037919146.1|HILL	LOC6523829|XP_039233301.1|DYAK
OG0004627	LOC119648323|XP_037905932.1|HILL	LOC6532908|XP_039230101.1|DYAK
OG0004628	LOC119658065|XP_037921246.1|HILL	LOC6523947|XP_002099819.1|DYAK
OG0004629	LOC119661256|XP_037926430.1|HILL	LOC6537277|XP_002097835.1|DYAK
OG0004630	LOC119651300|XP_037910752.1|HILL	LOC6537981|XP_015048596.1|DYAK
OG0004632	LOC119652777|XP_037913013.1|HILL	LOC120321732|XP_039231298.1|DYAK
OG0004633	LOC119652422|XP_037912473.1|HILL	LOC6538021|XP_039231868.1|DYAK
OG0004635	LOC119657645|XP_037920579.1|HILL	LOC6525935|XP_015046545.1|DYAK
OG0004636	LOC119658477|XP_037921844.1|HILL	LOC6525859|XP_039233430.1|DYAK
OG0004637	LOC119656596|XP_037918950.1|HILL	LOC6526243|XP_002099651.1|DYAK
OG0004638	LOC119657899|XP_037920982.1|HILL	LOC6525865|XP_039226085.1|DYAK
OG0004639	LOC119658033|XP_037921193.1|HILL	LOC6538312|XP_002098839.1|DYAK
OG0004640	LOC119658083|XP_037921273.1|HILL	LOC6538314|XP_002098841.2|DYAK
OG0004641	LOC119656673|XP_037919084.1|HILL	LOC6524589|XP_002100446.1|DYAK
OG0004642	LOC119657079|XP_037919762.1|HILL	LOC6532530|XP_002093276.1|DYAK
OG0004643	LOC119658927|XP_037922684.1|HILL	LOC6536286|XP_002096872.1|DYAK
OG0004644	LOC119659371|XP_037923355.1|HILL	LOC6525194|XP_002101032.1|DYAK
OG0004645	LOC119657954|XP_037921084.1|HILL	LOC6526321|XP_002087443.1|DYAK
OG0004646	LOC119660821|XP_037925609.1|HILL	LOC6538962|XP_002099465.1|DYAK
OG0004647	LOC119656515|XP_037918786.1|HILL	LOC6524810|XP_002100652.1|DYAK
OG0004648	LOC119656517|XP_037918788.1|HILL	LOC6525821|XP_002101641.1|DYAK
OG0004649	LOC119658385|XP_037921679.1|HILL	LOC6524774|XP_002100618.1|DYAK
OG0004650	LOC119658521|XP_037921925.1|HILL	LOC6527244|XP_002088338.1|DYAK
OG0004651	LOC119653160|XP_037913629.1|HILL	LOC6535432|XP_002096081.3|DYAK
OG0004652	LOC119651716|XP_037911366.1|HILL	LOC6538204|XP_039231968.1|DYAK
OG0004653	LOC119658272|XP_037921491.1|HILL	LOC6535122|XP_002095784.2|DYAK
OG0004654	LOC119651929|XP_037911692.1|HILL	LOC6526522|XP_002087632.2|DYAK
OG0004655	LOC119652846|XP_037913125.1|HILL	LOC6537957|XP_002098494.3|DYAK
OG0004656	LOC119656715|XP_037919165.1|HILL	LOC6525781|XP_002101602.1|DYAK
OG0004657	LOC119651552|XP_037911112.1|HILL	LOC120321926|XP_039232128.1|DYAK
OG0004658	LOC119660106|XP_037924414.1|HILL	LOC6536508|XP_002097085.1|DYAK
OG0004659	LOC119656535|XP_037918809.1|HILL	LOC6537876|XP_002098417.1|DYAK
OG0004660	LOC119655344|XP_037917126.1|HILL	LOC6537723|XP_039231908.1|DYAK
OG0004661	LOC119652578|XP_037912722.1|HILL	LOC6535430|XP_002096079.2|DYAK
OG0004662	LOC119656572|XP_037918887.1|HILL	LOC6537027|XP_002097594.1|DYAK
OG0004663	LOC119661358|XP_037926594.1|HILL	LOC6524150|XP_002100013.1|DYAK
OG0004664	LOC119650425|XP_037909172.1|HILL	LOC6524149|XP_002100012.1|DYAK
OG0004665	LOC119647032|XP_037903701.1|HILL	LOC6524287|XP_015045586.1|DYAK
OG0004666	LOC119651332|XP_037910800.1|HILL	LOC6536429|XP_002097011.1|DYAK
OG0004667	LOC119652899|XP_037913200.1|HILL	LOC6536434|XP_002097016.1|DYAK
OG0004668	LOC119646252|XP_037902574.1|HILL	LOC6524815|XP_039229463.1|DYAK
OG0004669	LOC119654543|XP_037915919.1|HILL	LOC6527012|XP_002088107.1|DYAK
OG0004670	LOC119658858|XP_037922539.1|HILL	LOC6538456|XP_002098980.3|DYAK
OG0004671	LOC119660788|XP_037925519.1|HILL	LOC6536831|XP_002097401.1|DYAK
OG0004672	LOC119653161|XP_037913630.1|HILL	LOC6537285|XP_039231312.1|DYAK
OG0004673	LOC119660391|XP_037924852.1|HILL	LOC6539048|XP_002099550.1|DYAK
OG0004674	LOC119657201|XP_037919935.1|HILL	LOC6538241|XP_015048722.1|DYAK
OG0004675	LOC119657161|XP_037919870.1|HILL	LOC6538245|XP_002098772.1|DYAK
OG0004676	LOC119656798|XP_037919331.1|HILL	LOC6537562|XP_002098108.1|DYAK
OG0004677	LOC119650715|XP_037909654.1|HILL	LOC6538791|XP_039232715.1|DYAK
OG0004678	LOC119651944|XP_037911724.1|HILL	LOC6538792|XP_002099305.1|DYAK
OG0004679	LOC119652908|XP_037913212.1|HILL	LOC6535642|XP_039231452.1|DYAK
OG0004680	LOC119653220|XP_037913723.1|HILL	LOC6537456|XP_015048357.1|DYAK
OG0004681	LOC119650861|XP_037909946.1|HILL	LOC6536213|XP_002096804.1|DYAK
OG0004682	LOC119659350|XP_037923327.1|HILL	LOC6526833|XP_002087933.1|DYAK
OG0004683	LOC119659697|XP_037923878.1|HILL	LOC6536910|XP_002097479.1|DYAK
OG0004684	LOC119652735|XP_037912960.1|HILL	LOC6536440|XP_002097021.1|DYAK
OG0004685	LOC119658325|XP_037921591.1|HILL	LOC6538051|XP_039231830.1|DYAK
OG0004686	LOC119657043|XP_037919724.1|HILL	LOC6536299|XP_002096883.1|DYAK
OG0004687	LOC119658378|XP_037921672.1|HILL	LOC6538047|XP_002098582.1|DYAK
OG0004688	LOC119658784|XP_037922419.1|HILL	LOC26535920|XP_002097109.1|DYAK
OG0004689	LOC119652429|XP_037912481.1|HILL	LOC6537915|XP_002098455.1|DYAK
OG0004690	LOC119651113|XP_037910414.1|HILL	LOC6536150|XP_002096751.1|DYAK
OG0004691	LOC119651345|XP_037910829.1|HILL	LOC6538098|XP_002098632.1|DYAK
OG0004692	LOC119651630|XP_037911221.1|HILL	LOC6537942|XP_002098482.1|DYAK
OG0004693	LOC119651633|XP_037911225.1|HILL	LOC6537947|XP_015048580.1|DYAK
OG0004694	LOC119651342|XP_037910823.1|HILL	LOC6538582|XP_002099104.1|DYAK
OG0004695	LOC119657150|XP_037919855.1|HILL	LOC6538247|XP_015048730.1|DYAK
OG0004696	LOC119653173|XP_037913648.1|HILL	LOC6535857|XP_002096476.1|DYAK
OG0004697	LOC119660812|XP_037925580.1|HILL	LOC6524912|XP_002100752.1|DYAK
OG0004698	LOC119656490|XP_037918748.1|HILL	LOC6525586|XP_002101421.1|DYAK
OG0004699	LOC119651178|XP_037910533.1|HILL	LOC6536530|XP_002097106.1|DYAK
OG0004700	LOC119652868|XP_037913154.1|HILL	LOC6535271|XP_039231711.1|DYAK
OG0004701	LOC119651296|XP_037910745.1|HILL	LOC6535890|XP_039232335.1|DYAK
OG0004702	LOC119653181|XP_037913663.1|HILL	LOC6538805|XP_002099318.2|DYAK
OG0004703	LOC119652688|XP_037912890.1|HILL	LOC6537907|XP_002098447.1|DYAK
OG0004704	LOC119651650|XP_037911256.1|HILL	LOC6538671|XP_002099191.1|DYAK
OG0004705	LOC119651488|XP_037911030.1|HILL	LOC6536406|XP_002096988.1|DYAK
OG0004706	LOC119653107|XP_037913553.1|HILL	LOC6533415|XP_002094133.1|DYAK
OG0004707	LOC119658332|XP_037921599.1|HILL	LOC6527016|XP_002088111.1|DYAK
OG0004708	LOC119658585|XP_037921969.1|HILL	LOC6535996|XP_039231604.1|DYAK
OG0004709	LOC119652381|XP_037912407.1|HILL	LOC6537646|XP_002098191.1|DYAK
OG0004710	LOC119650701|XP_037909615.1|HILL	LOC6537319|XP_039232241.1|DYAK
OG0004711	LOC119657081|XP_037919764.1|HILL	LOC6538343|XP_002098868.1|DYAK
OG0004712	LOC119657328|XP_037920121.1|HILL	LOC6536980|XP_002097549.1|DYAK
OG0004713	LOC119651505|XP_037911055.1|HILL	LOC6538768|XP_002099282.1|DYAK
OG0004714	LOC119652733|XP_037912957.1|HILL	LOC26534737|XP_015049017.1|DYAK
OG0004715	LOC119651448|XP_037910982.1|HILL	LOC6528224|XP_002089286.1|DYAK
OG0004716	LOC119650982|XP_037910173.1|HILL	LOC6538778|XP_002099292.2|DYAK
OG0004717	LOC119657852|XP_037920903.1|HILL	LOC6525980|XP_039228445.1|DYAK
OG0004718	LOC119646301|XP_037902645.1|HILL	LOC6526713|XP_002087816.1|DYAK
OG0004719	LOC119650798|XP_037909862.1|HILL	LOC6538937|XP_015049126.2|DYAK
OG0004720	LOC119652851|XP_037913132.1|HILL	LOC6538800|XP_002099313.1|DYAK
OG0004721	LOC119650753|XP_037909775.1|HILL	LOC6538206|XP_002098734.1|DYAK
OG0004722	LOC119652803|XP_037913055.1|HILL	LOC6538063|XP_002098598.1|DYAK
OG0004723	LOC119657533|XP_037920404.1|HILL	LOC6525103|XP_002100942.1|DYAK
OG0004724	LOC119652411|XP_037912451.1|HILL	LOC6535607|XP_002096235.1|DYAK
OG0004725	LOC119651248|XP_037910656.1|HILL	LOC6538342|XP_002098867.1|DYAK
OG0004726	LOC119651479|XP_037911018.1|HILL	LOC6538251|XP_002098778.1|DYAK
OG0004727	LOC119651347|XP_037910835.1|HILL	LOC6537894|XP_039231071.1|DYAK
OG0004728	LOC119651348|XP_037910837.1|HILL	LOC6536834|XP_002097404.1|DYAK
OG0004729	LOC119659224|XP_037923128.1|HILL	LOC6524659|XP_002100516.1|DYAK
OG0004730	LOC119652855|XP_037913139.1|HILL	LOC6527045|XP_002088138.1|DYAK
OG0004731	LOC119652690|XP_037912895.1|HILL	LOC6535630|XP_002096258.1|DYAK
OG0004732	LOC119657021|XP_037919697.1|HILL	LOC6536485|XP_015047753.1|DYAK
OG0004733	LOC119657022|XP_037919698.1|HILL	LOC6537441|XP_002097997.1|DYAK
OG0004734	LOC119658233|XP_037921439.1|HILL	LOC6537668|XP_039232836.1|DYAK
OG0004735	LOC119652917|XP_037913227.1|HILL	LOC6539059|XP_039232577.1|DYAK
OG0004736	LOC119660605|XP_037925219.1|HILL	LOC6538132|XP_039232276.1|DYAK
OG0004737	LOC119652046|XP_037911909.1|HILL	LOC6535278|XP_002095934.1|DYAK
OG0004738	LOC119650717|XP_037909658.1|HILL	LOC6535279|XP_039232550.1|DYAK
OG0004739	LOC119652650|XP_037912826.1|HILL	LOC6537929|XP_002098469.1|DYAK
OG0004740	LOC119651710|XP_037911351.1|HILL	LOC6538652|XP_002099172.1|DYAK
OG0004741	LOC119651621|XP_037911204.1|HILL	LOC6535608|XP_002096236.1|DYAK
OG0004742	LOC119660965|XP_037925950.1|HILL	LOC6523744|XP_015046895.1|DYAK
OG0004743	LOC119657264|XP_037920023.1|HILL	LOC6535637|XP_002096265.1|DYAK
OG0004744	LOC119659925|XP_037924190.1|HILL	LOC6529022|XP_002090054.1|DYAK
