Orthogroup	HILL.longest_only	BTRY.longest_only
OG0005001	LOC119647419|XP_037904237.1|HILL	LOC120777390|XP_039964617.1|BTRY
OG0005002	LOC119660626|XP_037925259.1|HILL	LOC120766832|XP_039948477.1|BTRY
OG0005003	LOC119649529|XP_037907643.1|HILL	LOC120776588|XP_039963291.1|BTRY
OG0005004	LOC119648336|XP_037905958.1|HILL	LOC120779072|XP_039967143.1|BTRY
OG0005005	LOC119647992|XP_037905305.1|HILL	LOC120778963|XP_039966970.1|BTRY
OG0005006	LOC119648819|XP_037906599.1|HILL	LOC120776877|XP_039963870.1|BTRY
OG0005007	LOC119650275|XP_037908828.1|HILL	LOC120776681|XP_039963490.1|BTRY
OG0005008	LOC119650274|XP_037908827.1|HILL	LOC120777005|XP_039964041.1|BTRY
OG0005009	LOC119650277|XP_037908830.1|HILL	LOC120777231|XP_039964347.1|BTRY
OG0005010	LOC119657580|XP_037920488.1|HILL	LOC120772388|XP_039956911.1|BTRY, LOC120772386|XP_039956910.1|BTRY
OG0005011	LOC119661315|XP_037926535.1|HILL	LOC120771941|XP_039956173.1|BTRY
OG0005012	LOC119647456|XP_037904315.1|HILL	LOC120778266|XP_039965979.1|BTRY
OG0005013	LOC119659057|XP_037922894.1|HILL, LOC119660238|XP_037924616.1|HILL	LOC120771787|XP_039955919.1|BTRY
OG0005014	LOC119648903|XP_037906735.1|HILL	LOC120778656|XP_039966508.1|BTRY
OG0005015	LOC119648732|XP_037906477.1|HILL	LOC120777522|XP_039964824.1|BTRY
OG0005016	LOC119650315|XP_037908897.1|HILL	LOC120777801|XP_039965268.1|BTRY
OG0005017	LOC119649027|XP_037906910.1|HILL	LOC120777476|XP_039964744.1|BTRY
OG0005018	LOC119649134|XP_037907067.1|HILL	LOC120777184|XP_039964282.1|BTRY
OG0005019	LOC119649232|XP_037907221.1|HILL	LOC120776679|XP_039963487.1|BTRY
OG0005020	LOC119659468|XP_037923485.1|HILL	LOC120770111|XP_039953216.1|BTRY
OG0005021	LOC119649626|XP_037907789.1|HILL	LOC120767934|XP_039950234.1|BTRY
OG0005022	LOC119649922|XP_037908253.1|HILL	LOC120776755|XP_039963651.1|BTRY
OG0005023	LOC119649623|XP_037907784.1|HILL	LOC120772298|XP_039956741.1|BTRY
OG0005024	LOC119649280|XP_037907297.1|HILL	LOC120778487|XP_039966240.1|BTRY
OG0005025	LOC119649756|XP_037907977.1|HILL	LOC120776415|XP_039962981.1|BTRY
OG0005026	LOC119649673|XP_037907860.1|HILL	LOC120777219|XP_039964332.1|BTRY
OG0005027	LOC119650403|XP_037909114.1|HILL	LOC120778818|XP_039966758.1|BTRY
OG0005028	LOC119660581|XP_037925163.1|HILL	LOC120782548|XP_039970815.1|BTRY
OG0005029	LOC119649887|XP_037908192.1|HILL	LOC120776481|XP_039963091.1|BTRY
OG0005030	LOC119649028|XP_037906913.1|HILL	LOC120779198|XP_039967402.1|BTRY
OG0005031	LOC119647690|XP_037904701.1|HILL	LOC120777504|XP_039964791.1|BTRY
OG0005032	LOC119649323|XP_037907353.1|HILL	LOC120777045|XP_039964090.1|BTRY
OG0005033	LOC119648350|XP_037905975.1|HILL	LOC120777507|XP_039964795.1|BTRY
OG0005034	LOC119649225|XP_037907212.1|HILL	LOC120777046|XP_039964091.1|BTRY
OG0005035	LOC119649773|XP_037908002.1|HILL	LOC120778774|XP_039966687.1|BTRY
OG0005036	LOC119647459|XP_037904319.1|HILL	LOC120777636|XP_039965023.1|BTRY
OG0005037	LOC119647460|XP_037904320.1|HILL	LOC120776901|XP_039963901.1|BTRY
OG0005038	LOC119647927|XP_037905187.1|HILL	LOC120777805|XP_039965273.1|BTRY
OG0005039	LOC119660882|XP_037925725.1|HILL	LOC120769312|XP_039952190.1|BTRY
OG0005040	LOC119648702|XP_037906438.1|HILL	LOC120776847|XP_039963807.1|BTRY
OG0005041	LOC119649706|XP_037907905.1|HILL	LOC120778521|XP_039966289.1|BTRY
OG0005042	LOC119657331|XP_037920133.1|HILL	LOC120778201|XP_039965878.1|BTRY
OG0005043	LOC119647047|XP_037903731.1|HILL	LOC120770601|XP_039954137.1|BTRY
OG0005044	LOC119658945|XP_037922744.1|HILL	LOC120770594|XP_039954125.1|BTRY
OG0005045	LOC119658684|XP_037922195.1|HILL	LOC120781274|XP_039969399.1|BTRY
OG0005046	LOC119659235|XP_037923145.1|HILL	LOC120771573|XP_039955572.1|BTRY
OG0005047	LOC119648288|XP_037905872.1|HILL	LOC120779137|XP_039967276.1|BTRY
OG0005048	LOC119649206|XP_037907189.1|HILL	LOC120776503|XP_039963131.1|BTRY
OG0005049	LOC119650427|XP_037909169.1|HILL	LOC120777803|XP_039965270.1|BTRY
OG0005050	LOC119655933|XP_037918044.1|HILL	LOC120770180|XP_039953332.1|BTRY
OG0005051	LOC119648010|XP_037905338.1|HILL	LOC120777685|XP_039965093.1|BTRY
OG0005052	LOC119649856|XP_037908140.1|HILL	LOC120778658|XP_039966512.1|BTRY
OG0005053	LOC119652227|XP_037912112.1|HILL	LOC120781545|XP_039969711.1|BTRY
OG0005054	LOC119647482|XP_037904359.1|HILL	LOC120777661|XP_039965048.1|BTRY
OG0005055	LOC119661616|XP_037926967.1|HILL	LOC120774555|XP_039960223.1|BTRY
OG0005056	LOC119661715|XP_037927097.1|HILL	LOC120773002|XP_039957854.1|BTRY
OG0005057	LOC119647931|XP_037905194.1|HILL	LOC120776702|XP_039963522.1|BTRY
OG0005058	LOC119650369|XP_037909010.1|HILL	LOC120777162|XP_039964238.1|BTRY
OG0005059	LOC119661184|XP_037926330.1|HILL	LOC120771971|XP_039956255.1|BTRY
OG0005060	LOC119646152|XP_037902449.1|HILL	LOC120771967|XP_039956237.1|BTRY
OG0005061	LOC119660862|XP_037925685.1|HILL	LOC120767772|XP_039949947.1|BTRY
OG0005062	LOC119649808|XP_037908066.1|HILL	LOC120772910|XP_039957731.1|BTRY
OG0005063	LOC119646647|XP_037903091.1|HILL	LOC120772715|XP_039957399.1|BTRY
OG0005064	LOC119648864|XP_037906676.1|HILL	LOC120776846|XP_039963805.1|BTRY
OG0005065	LOC119660458|XP_037924947.1|HILL	LOC120771075|XP_039954823.1|BTRY
OG0005066	LOC119646471|XP_037902848.1|HILL	LOC120772502|XP_039957083.1|BTRY
OG0005067	LOC119659331|XP_037923304.1|HILL	LOC120772560|XP_039957178.1|BTRY
OG0005068	LOC119649990|XP_037908373.1|HILL	LOC120778659|XP_039966515.1|BTRY
OG0005069	LOC119655472|XP_037917304.1|HILL	LOC120772736|XP_039957432.1|BTRY
OG0005070	LOC119650292|XP_037908856.1|HILL	LOC120771401|XP_039955303.1|BTRY
OG0005071	LOC119650195|XP_037908690.1|HILL	LOC120777974|XP_039965546.1|BTRY
OG0005072	LOC119661174|XP_037926319.1|HILL	LOC120775060|XP_039960975.1|BTRY
OG0005073	LOC119659264|XP_037923185.1|HILL	LOC120770109|XP_039953213.1|BTRY
OG0005074	LOC119649008|XP_037906881.1|HILL	LOC120776848|XP_039963811.1|BTRY
OG0005076	LOC119656263|XP_037918615.1|HILL	LOC120770481|XP_039953923.1|BTRY
OG0005079	LOC119657248|XP_037919998.1|HILL	LOC120772182|XP_039956563.1|BTRY
OG0005080	LOC119648729|XP_037906472.1|HILL	LOC120777302|XP_039964454.1|BTRY
OG0005081	LOC119661287|XP_037926491.1|HILL	LOC120770980|XP_039954655.1|BTRY
OG0005082	LOC119647479|XP_037904350.1|HILL	LOC120777398|XP_039964628.1|BTRY
OG0005083	LOC119654996|XP_037916594.1|HILL	LOC120775668|XP_039961871.1|BTRY
OG0005084	LOC119647800|XP_037904938.1|HILL	LOC120778220|XP_039965912.1|BTRY
OG0005085	LOC119649743|XP_037907959.1|HILL	LOC120778604|XP_039966410.1|BTRY
OG0005086	LOC119661739|XP_037927133.1|HILL	LOC120771479|XP_039955447.1|BTRY
OG0005087	LOC119647770|XP_037904869.1|HILL	LOC120778868|XP_039966837.1|BTRY
OG0005089	LOC119659571|XP_037923658.1|HILL	LOC120771375|XP_039955270.1|BTRY
OG0005090	LOC119654687|XP_037916125.1|HILL	LOC120770444|XP_039953847.1|BTRY
OG0005091	LOC119658460|XP_037921797.1|HILL	LOC120771403|XP_039955309.1|BTRY
OG0005092	LOC119650029|XP_037908436.1|HILL	LOC120777416|XP_039964650.1|BTRY
OG0005093	LOC119647914|XP_037905164.1|HILL	LOC120778063|XP_039965680.1|BTRY
OG0005094	LOC119647708|XP_037904723.1|HILL	LOC120776567|XP_039963263.1|BTRY
OG0005095	LOC119661561|XP_037926881.1|HILL	LOC120773108|XP_039958017.1|BTRY
OG0005096	LOC119650708|XP_037909640.1|HILL	LOC120769305|XP_039952172.1|BTRY
OG0005097	LOC119646415|XP_037902788.1|HILL	LOC120771818|XP_039955969.1|BTRY
OG0005098	LOC119650908|XP_037910060.1|HILL	LOC120772028|XP_039956328.1|BTRY
OG0005099	LOC119647282|XP_037904103.1|HILL	LOC120770431|XP_039953826.1|BTRY
OG0005100	LOC119647280|XP_037904101.1|HILL	LOC120770430|XP_039953825.1|BTRY
OG0005101	LOC119646170|XP_037902476.1|HILL	LOC120782343|XP_039970510.1|BTRY
OG0005102	LOC119654204|XP_037915338.1|HILL	LOC120781265|XP_039969357.1|BTRY
OG0005103	LOC119653642|XP_037914385.1|HILL	LOC120771744|XP_039955850.1|BTRY
OG0005104	LOC119653673|XP_037914440.1|HILL	LOC120773587|XP_039958512.1|BTRY
OG0005105	LOC119648525|XP_037906221.1|HILL	LOC120779037|XP_039967094.1|BTRY
OG0005106	LOC119649404|XP_037907462.1|HILL	LOC120778539|XP_039966316.1|BTRY
OG0005107	LOC119649508|XP_037907606.1|HILL	LOC120778791|XP_039966725.1|BTRY
OG0005108	LOC119659400|XP_037923401.1|HILL	LOC120771472|XP_039955436.1|BTRY
OG0005109	LOC119655626|XP_037917524.1|HILL	LOC120775293|XP_039961342.1|BTRY
OG0005110	LOC119649133|XP_037907066.1|HILL	LOC120779191|XP_039967389.1|BTRY
OG0005111	LOC119649343|XP_037907377.1|HILL	LOC120778902|XP_039966882.1|BTRY
OG0005112	LOC119648658|XP_037906364.1|HILL	LOC120777171|XP_039964261.1|BTRY
OG0005113	LOC119648784|XP_037906549.1|HILL	LOC120777172|XP_039964264.1|BTRY
OG0005114	LOC119649347|XP_037907383.1|HILL	LOC120777462|XP_039964719.1|BTRY
OG0005115	LOC119647279|XP_037904104.1|HILL	LOC120768327|XP_039950901.1|BTRY
OG0005116	LOC119649700|XP_037907896.1|HILL	LOC120779127|XP_039967256.1|BTRY
OG0005117	LOC119658916|XP_037922659.1|HILL	LOC120774331|XP_039959815.1|BTRY
OG0005118	LOC119659093|XP_037922941.1|HILL	LOC120768621|XP_039951322.1|BTRY
OG0005119	LOC119658934|XP_037922696.1|HILL	LOC120773133|XP_039958062.1|BTRY
OG0005120	LOC119649432|XP_037907508.1|HILL	LOC120777774|XP_039965226.1|BTRY
OG0005121	LOC119648831|XP_037906621.1|HILL	LOC120778934|XP_039966915.1|BTRY
OG0005122	LOC119649699|XP_037907895.1|HILL	LOC120778185|XP_039965855.1|BTRY
OG0005123	LOC119648238|XP_037905795.1|HILL	LOC120778298|XP_039966019.1|BTRY
OG0005124	LOC119648042|XP_037905405.1|HILL	LOC120777107|XP_039964177.1|BTRY
OG0005125	LOC119647834|XP_037905006.1|HILL	LOC120779124|XP_039967252.1|BTRY
OG0005126	LOC119650423|XP_037909162.1|HILL	LOC120778437|XP_039966152.1|BTRY
OG0005127	LOC119648071|XP_037905473.1|HILL	LOC120778016|XP_039965617.1|BTRY
OG0005128	LOC119661261|XP_037926442.1|HILL	LOC120770876|XP_039954445.1|BTRY
OG0005129	LOC119650465|XP_037909259.1|HILL	LOC120778229|XP_039965921.1|BTRY
OG0005130	LOC119646147|XP_037902432.1|HILL	LOC120777099|XP_039964168.1|BTRY
OG0005131	LOC119650318|XP_037908900.1|HILL	LOC120776683|XP_039963495.1|BTRY
OG0005132	LOC119649444|XP_037907523.1|HILL	LOC120777198|XP_039964301.1|BTRY
OG0005133	LOC119649249|XP_037907244.1|HILL, LOC119649238|XP_037907229.1|HILL	LOC120777473|XP_039964733.1|BTRY
OG0005134	LOC119649769|XP_037907997.1|HILL	LOC120776779|XP_039963692.1|BTRY
OG0005135	LOC119650307|XP_037908880.1|HILL	LOC120777847|XP_039965317.1|BTRY
OG0005136	LOC119648369|XP_037906023.1|HILL	LOC120777267|XP_039964404.1|BTRY
OG0005137	LOC119657487|XP_037920340.1|HILL	LOC120774694|XP_039960360.1|BTRY
OG0005138	LOC119649583|XP_037907715.1|HILL	LOC120778490|XP_039966248.1|BTRY
OG0005139	LOC119649660|XP_037907844.1|HILL	LOC120777981|XP_039965555.1|BTRY
OG0005140	LOC119649396|XP_037907449.1|HILL	LOC120767319|XP_039949187.1|BTRY
OG0005141	LOC119654387|XP_037915689.1|HILL	LOC120770958|XP_039954620.1|BTRY
OG0005142	LOC119648368|XP_037906022.1|HILL	LOC120777947|XP_039965493.1|BTRY
OG0005143	LOC119647941|XP_037905219.1|HILL	LOC120776596|XP_039963303.1|BTRY
OG0005144	LOC119648656|XP_037906360.1|HILL	LOC120778872|XP_039966851.1|BTRY
OG0005145	LOC119649656|XP_037907839.1|HILL	LOC120778230|XP_039965922.1|BTRY
OG0005146	LOC119650300|XP_037908866.1|HILL	LOC120778945|XP_039966940.1|BTRY
OG0005147	LOC119650302|XP_037908870.1|HILL	LOC120778948|XP_039966945.1|BTRY
OG0005148	LOC119647469|XP_037904332.1|HILL	LOC120776592|XP_039963299.1|BTRY
OG0005149	LOC119661400|XP_037926655.1|HILL	LOC120771367|XP_039955261.1|BTRY
OG0005150	LOC119649675|XP_037907862.1|HILL	LOC120778138|XP_039965796.1|BTRY, LOC120778140|XP_039965797.1|BTRY
OG0005151	LOC119648113|XP_037905563.1|HILL	LOC120777313|XP_039964486.1|BTRY
OG0005152	LOC119649984|XP_037908354.1|HILL	LOC120778626|XP_039966444.1|BTRY, LOC120782250|XP_039970349.1|BTRY
OG0005154	LOC119647516|XP_037904406.1|HILL	LOC120776474|XP_039963080.1|BTRY
OG0005155	LOC119650217|XP_037908713.1|HILL	LOC120777880|XP_039965373.1|BTRY
OG0005156	LOC119651825|XP_037911544.1|HILL	LOC120782176|XP_039970250.1|BTRY
OG0005157	LOC119647924|XP_037905185.1|HILL	LOC120772979|XP_039957824.1|BTRY
OG0005158	LOC119649577|XP_037907709.1|HILL	LOC120776571|XP_039963268.1|BTRY
OG0005159	LOC119648345|XP_037905968.1|HILL	LOC120777856|XP_039965333.1|BTRY
OG0005160	LOC119650199|XP_037908694.1|HILL	LOC120778827|XP_039966771.1|BTRY
OG0005161	LOC119646727|XP_037903235.1|HILL	LOC120770863|XP_039954413.1|BTRY
OG0005162	LOC119659250|XP_037923164.1|HILL	LOC120773825|XP_039958872.1|BTRY
OG0005163	LOC119647824|XP_037904990.1|HILL	LOC120777365|XP_039964567.1|BTRY
OG0005164	LOC119649730|XP_037907938.1|HILL	LOC120777721|XP_039965145.1|BTRY
OG0005165	LOC119653067|XP_037913477.1|HILL	LOC120773855|XP_039958937.1|BTRY
OG0005166	LOC119649889|XP_037908207.1|HILL	LOC120774993|XP_039960849.1|BTRY
OG0005167	LOC119648190|XP_037905708.1|HILL	LOC120775005|XP_039960876.1|BTRY
OG0005168	LOC119648188|XP_037905705.1|HILL	LOC120777248|XP_039964376.1|BTRY
OG0005169	LOC119650352|XP_037908962.1|HILL	LOC120776935|XP_039963946.1|BTRY
OG0005170	LOC119650350|XP_037908952.1|HILL	LOC120776934|XP_039963941.1|BTRY
OG0005171	LOC119650351|XP_037908961.1|HILL	LOC120777415|XP_039964649.1|BTRY
OG0005172	LOC119646374|XP_037902738.1|HILL	LOC120770032|XP_039953076.1|BTRY
OG0005173	LOC119653388|XP_037913866.1|HILL	LOC120771014|XP_039954723.1|BTRY
OG0005174	LOC119646194|XP_037902506.1|HILL	LOC120771872|XP_039956058.1|BTRY
OG0005175	LOC119661164|XP_037926308.1|HILL	LOC120770536|XP_039954024.1|BTRY
OG0005176	LOC119646505|XP_037902888.1|HILL	LOC120781273|XP_039969398.1|BTRY
OG0005178	LOC119650206|XP_037908700.1|HILL	LOC120777878|XP_039965371.1|BTRY
OG0005179	LOC119648924|XP_037906758.1|HILL	LOC120777295|XP_039964445.1|BTRY
OG0005180	LOC119650168|XP_037908645.1|HILL	LOC120778097|XP_039965733.1|BTRY
OG0005181	LOC119656687|XP_037919102.1|HILL	LOC120773957|XP_039959120.1|BTRY
OG0005182	LOC119655150|XP_037916820.1|HILL	LOC120770177|XP_039953325.1|BTRY
OG0005183	LOC119646928|XP_037903537.1|HILL	LOC120771313|XP_039955184.1|BTRY
OG0005184	LOC119653678|XP_037914453.1|HILL	LOC120770422|XP_039953801.1|BTRY
OG0005185	LOC119657803|XP_037920830.1|HILL	LOC120771079|XP_039954833.1|BTRY
OG0005186	LOC119646988|XP_037903627.1|HILL	LOC120781276|XP_039969403.1|BTRY
OG0005187	LOC119653915|XP_037915003.1|HILL	LOC120772320|XP_039956772.1|BTRY
OG0005188	LOC119661106|XP_037926230.1|HILL	LOC120771476|XP_039955445.1|BTRY
OG0005189	LOC119655045|XP_037916659.1|HILL	LOC120773964|XP_039959134.1|BTRY
OG0005190	LOC119650183|XP_037908666.1|HILL	LOC120778978|XP_039967004.1|BTRY
OG0005191	LOC119660199|XP_037924553.1|HILL	LOC120782537|XP_039970801.1|BTRY
OG0005192	LOC119646646|XP_037903088.1|HILL	LOC120770299|XP_039953598.1|BTRY
OG0005193	LOC119647004|XP_037903658.1|HILL	LOC120772501|XP_039957080.1|BTRY
OG0005194	LOC119660459|XP_037924948.1|HILL	LOC120771600|XP_039955610.1|BTRY
OG0005195	LOC119660216|XP_037924579.1|HILL	LOC120781290|XP_039969420.1|BTRY
OG0005196	LOC119654299|XP_037915534.1|HILL	LOC120778987|XP_039967020.1|BTRY
OG0005197	LOC119660113|XP_037924431.1|HILL	LOC120772215|XP_039956629.1|BTRY
OG0005198	LOC119649291|XP_037907313.1|HILL	LOC120778502|XP_039966264.1|BTRY
OG0005199	LOC119646818|XP_037903360.1|HILL	LOC120771895|XP_039956100.1|BTRY
OG0005200	LOC119648767|XP_037906527.1|HILL	LOC120770864|XP_039954414.1|BTRY
OG0005201	LOC119647231|XP_037904008.1|HILL	LOC120772802|XP_039957519.1|BTRY
OG0005202	LOC119659373|XP_037923357.1|HILL	LOC120771192|XP_039955022.1|BTRY
OG0005203	LOC119647771|XP_037904877.1|HILL	LOC120772069|XP_039956388.1|BTRY
OG0005204	LOC119652377|XP_037912402.1|HILL	LOC120767662|XP_039949769.1|BTRY
OG0005205	LOC119651667|XP_037911288.1|HILL	LOC120768034|XP_039950460.1|BTRY
OG0005206	LOC119659287|XP_037923228.1|HILL	LOC120771102|XP_039954878.1|BTRY
OG0005207	LOC119659462|XP_037923476.1|HILL	LOC120770281|XP_039953534.1|BTRY
OG0005208	LOC119661158|XP_037926302.1|HILL	LOC120772743|XP_039957437.1|BTRY
OG0005209	LOC119651948|XP_037911730.1|HILL	LOC120768373|XP_039950972.1|BTRY
OG0005210	LOC119651982|XP_037911820.1|HILL	LOC120768864|XP_039951553.1|BTRY
OG0005211	LOC119657737|XP_037920711.1|HILL	LOC120777241|XP_039964368.1|BTRY
OG0005212	LOC119653949|XP_037915041.1|HILL	LOC120771377|XP_039955272.1|BTRY
OG0005213	LOC119652591|XP_037912743.1|HILL	LOC120780161|XP_039968374.1|BTRY
OG0005214	LOC119647681|XP_037904724.1|HILL	LOC120768971|XP_039951701.1|BTRY
OG0005215	LOC119648817|XP_037906602.1|HILL	LOC120769788|XP_039952908.1|BTRY
OG0005216	LOC119651164|XP_037910510.1|HILL	LOC120769528|XP_039952501.1|BTRY
OG0005217	LOC119650644|XP_037909497.1|HILL	LOC120767834|XP_039950056.1|BTRY
OG0005218	LOC119651080|XP_037910348.1|HILL	LOC120768453|XP_039951085.1|BTRY
OG0005219	LOC119652007|XP_037911866.1|HILL	LOC120771288|XP_039955153.1|BTRY
OG0005220	LOC119647508|XP_037904396.1|HILL	LOC120776360|XP_039962869.1|BTRY
OG0005221	LOC119651598|XP_037911176.1|HILL	LOC120775267|XP_039961297.1|BTRY
OG0005222	LOC119653272|XP_037913822.1|HILL	LOC120768049|XP_039950492.1|BTRY
OG0005223	LOC119646923|XP_037903530.1|HILL	LOC120768039|XP_039950473.1|BTRY
OG0005224	LOC119651975|XP_037911809.1|HILL	LOC120768110|XP_039950591.1|BTRY
OG0005225	LOC119652191|XP_037912062.1|HILL	LOC120769026|XP_039951801.1|BTRY
OG0005226	LOC119661440|XP_037926714.1|HILL	LOC120768017|XP_039950407.1|BTRY
OG0005227	LOC119646782|XP_037903294.1|HILL	LOC120767882|XP_039950142.1|BTRY
OG0005228	LOC119646780|XP_037903292.1|HILL	LOC120768054|XP_039950505.1|BTRY
OG0005229	LOC119661611|XP_037926954.1|HILL	LOC120767400|XP_039949372.1|BTRY
OG0005230	LOC119652592|XP_037912744.1|HILL	LOC120768343|XP_039950930.1|BTRY
OG0005231	LOC119646592|XP_037903013.1|HILL	LOC120768370|XP_039950970.1|BTRY
OG0005232	LOC119652329|XP_037912269.1|HILL	LOC120768445|XP_039951072.1|BTRY
OG0005233	LOC119650831|XP_037909900.1|HILL	LOC120767987|XP_039950339.1|BTRY
OG0005234	LOC119653196|XP_037913683.1|HILL	LOC120781664|XP_039969819.1|BTRY
OG0005235	LOC119646624|XP_037903060.1|HILL	LOC120768615|XP_039951317.1|BTRY
OG0005236	LOC119646625|XP_037903061.1|HILL	LOC120769313|XP_039952192.1|BTRY
OG0005237	LOC119661701|XP_037927076.1|HILL	LOC120769022|XP_039951798.1|BTRY
OG0005238	LOC119661751|XP_037927149.1|HILL	LOC120769023|XP_039951799.1|BTRY
OG0005239	LOC119648871|XP_037906690.1|HILL	LOC120769508|XP_039952475.1|BTRY
OG0005240	LOC119651591|XP_037911168.1|HILL	LOC120769168|XP_039951987.1|BTRY
OG0005241	LOC119647642|XP_037904636.1|HILL	LOC120767305|XP_039949145.1|BTRY
OG0005242	LOC119646362|XP_037902727.1|HILL	LOC120769271|XP_039952116.1|BTRY
OG0005243	LOC119650888|XP_037909996.1|HILL	LOC120768507|XP_039951165.1|BTRY
OG0005244	LOC119659971|XP_037924261.1|HILL	LOC120780974|XP_039969145.1|BTRY
OG0005245	LOC119659377|XP_037923365.1|HILL	LOC120782425|XP_039970610.1|BTRY
OG0005246	LOC119654661|XP_037916080.1|HILL	LOC120769978|XP_039952988.1|BTRY
OG0005247	LOC119652677|XP_037912879.1|HILL	LOC120770419|XP_039953796.1|BTRY
OG0005248	LOC119661189|XP_037926338.1|HILL	LOC120774044|XP_039959278.1|BTRY
OG0005249	LOC119659784|XP_037923978.1|HILL	LOC120781270|XP_039969393.1|BTRY
OG0005250	LOC119653244|XP_037913772.1|HILL	LOC120769762|XP_039952868.1|BTRY
OG0005251	LOC119650691|XP_037909591.1|HILL	LOC120767997|XP_039950350.1|BTRY
OG0005252	LOC119652698|XP_037912905.1|HILL	LOC120768481|XP_039951129.1|BTRY
OG0005253	LOC119653918|XP_037915002.1|HILL	LOC120768029|XP_039950437.1|BTRY
OG0005254	LOC119652945|XP_037913264.1|HILL	LOC120769394|XP_039952299.1|BTRY
OG0005255	LOC119652772|XP_037913008.1|HILL	LOC120768379|XP_039950979.1|BTRY
OG0005256	LOC119651464|XP_037910999.1|HILL	LOC120768632|XP_039951331.1|BTRY
OG0005257	LOC119651462|XP_037910996.1|HILL	LOC120768894|XP_039951581.1|BTRY
OG0005258	LOC119650950|XP_037910112.1|HILL	LOC120768232|XP_039950752.1|BTRY
OG0005259	LOC119651157|XP_037910493.1|HILL	LOC120767798|XP_039949997.1|BTRY
OG0005260	LOC119651290|XP_037910735.1|HILL	LOC120769287|XP_039952141.1|BTRY
OG0005261	LOC119652376|XP_037912401.1|HILL	LOC120782569|XP_039970841.1|BTRY
OG0005262	LOC119660828|XP_037925616.1|HILL	LOC120768940|XP_039951657.1|BTRY
OG0005263	LOC119652237|XP_037912138.1|HILL	LOC120767799|XP_039949999.1|BTRY
OG0005264	LOC119652238|XP_037912141.1|HILL	LOC120778235|XP_039965930.1|BTRY
OG0005265	LOC119659362|XP_037923341.1|HILL, LOC119647794|XP_037904924.1|HILL, LOC119647652|XP_037904649.1|HILL	LOC120781403|XP_039969549.1|BTRY
OG0005267	LOC119656067|XP_037918276.1|HILL	LOC120767357|XP_039949257.1|BTRY
OG0005268	LOC119653031|XP_037913408.1|HILL	LOC120767355|XP_039949255.1|BTRY
OG0005269	LOC119661467|XP_037926756.1|HILL	LOC120767680|XP_039949792.1|BTRY
OG0005270	LOC119646458|XP_037902836.1|HILL	LOC120776131|XP_039962595.1|BTRY
OG0005271	LOC119647674|XP_037904683.1|HILL	LOC120767745|XP_039949890.1|BTRY
OG0005272	LOC119653757|XP_037914621.1|HILL	LOC120768592|XP_039951287.1|BTRY
OG0005273	LOC119659425|XP_037923437.1|HILL	LOC120769162|XP_039951978.1|BTRY
OG0005274	LOC119661672|XP_037927037.1|HILL	LOC120781859|XP_039970012.1|BTRY
OG0005275	LOC119654665|XP_037916089.1|HILL	LOC120781590|XP_039969759.1|BTRY
OG0005276	LOC119647187|XP_037903927.1|HILL	LOC120769791|XP_039952910.1|BTRY
OG0005277	LOC119647029|XP_037903699.1|HILL	LOC120769787|XP_039952907.1|BTRY
OG0005278	LOC119651932|XP_037911697.1|HILL	LOC120770897|XP_039954497.1|BTRY
OG0005279	LOC119651213|XP_037910592.1|HILL	LOC120768309|XP_039950880.1|BTRY
OG0005280	LOC119661544|XP_037926857.1|HILL	LOC120768484|XP_039951133.1|BTRY, LOC120769777|XP_039952891.1|BTRY
OG0005281	LOC119646951|XP_037903572.1|HILL	LOC120769621|XP_039952659.1|BTRY
OG0005282	LOC119661537|XP_037926844.1|HILL	LOC120779061|XP_039967133.1|BTRY
OG0005283	LOC119650014|XP_037908416.1|HILL	LOC120770473|XP_039953904.1|BTRY
OG0005284	LOC119649421|XP_037907493.1|HILL	LOC120781078|XP_039969155.1|BTRY, LOC120781086|XP_039969164.1|BTRY
OG0005285	LOC119646914|XP_037903888.1|HILL	LOC120768060|XP_039950513.1|BTRY
OG0005286	LOC119646689|XP_037903179.1|HILL	LOC120768015|XP_039950392.1|BTRY
OG0005287	LOC119661172|XP_037926317.1|HILL	LOC120768605|XP_039951301.1|BTRY
OG0005288	LOC119646708|XP_037903214.1|HILL	LOC120769593|XP_039952586.1|BTRY, LOC120768205|XP_039950711.1|BTRY
OG0005289	LOC119658720|XP_037922302.1|HILL	LOC120781460|XP_039969611.1|BTRY
OG0005290	LOC119646721|XP_037903228.1|HILL	LOC120770247|XP_039953482.1|BTRY
OG0005291	LOC119653086|XP_037913508.1|HILL	LOC120769483|XP_039952440.1|BTRY
OG0005292	LOC119653225|XP_037913733.1|HILL	LOC120767454|XP_039949455.1|BTRY
OG0005293	LOC119652192|XP_037912063.1|HILL	LOC120768742|XP_039951448.1|BTRY
OG0005294	LOC119656139|XP_037918400.1|HILL	LOC120768442|XP_039951064.1|BTRY
OG0005295	LOC119652564|XP_037912700.1|HILL	LOC120767315|XP_039949175.1|BTRY
OG0005296	LOC119653099|XP_037913535.1|HILL	LOC120768908|XP_039951609.1|BTRY
OG0005297	LOC119646264|XP_037902595.1|HILL	LOC120769582|XP_039952575.1|BTRY
OG0005298	LOC119650593|XP_037909370.1|HILL	LOC120768311|XP_039950882.1|BTRY
