Orthogroup	HILL.longest_only	DSUP.longest_only
OG0005321	LOC119656143|XP_037918403.1|HILL	LOC119546859|XP_037709388.1|DSUP
OG0005322	LOC119654989|XP_037916581.1|HILL	LOC119547516|XP_037710337.1|DSUP
OG0005323	LOC119651991|XP_037911836.1|HILL	LOC119547215|XP_037709893.1|DSUP
OG0005324	LOC119651052|XP_037910306.1|HILL	LOC119547975|XP_037710954.1|DSUP
OG0005325	LOC119651220|XP_037910603.1|HILL	LOC119548257|XP_037711329.1|DSUP
OG0005326	LOC119652645|XP_037912821.1|HILL	LOC119548416|XP_037711586.1|DSUP
OG0005327	LOC119652105|XP_037911971.1|HILL	LOC119548005|XP_037710995.1|DSUP
OG0005328	LOC119657547|XP_037920427.1|HILL	LOC119546421|XP_037708618.1|DSUP
OG0005329	LOC119649430|XP_037907506.1|HILL	LOC119555535|XP_037722895.1|DSUP
OG0005330	LOC119649899|XP_037908221.1|HILL	LOC119555534|XP_037722894.1|DSUP
OG0005331	LOC119658837|XP_037922508.1|HILL	LOC119546612|XP_037708976.1|DSUP
OG0005332	LOC119647140|XP_037903861.1|HILL	LOC119548082|XP_037711095.1|DSUP
OG0005333	LOC119651891|XP_037911644.1|HILL	LOC119548096|XP_037711113.1|DSUP
OG0005334	LOC119646540|XP_037902939.1|HILL	LOC119545951|XP_037707835.1|DSUP
OG0005335	LOC119646541|XP_037902941.1|HILL	LOC119549812|XP_037714012.1|DSUP
OG0005336	LOC119646593|XP_037903015.1|HILL	LOC119551424|XP_037716695.1|DSUP
OG0005337	LOC119656145|XP_037918406.1|HILL	LOC119550938|XP_037715891.1|DSUP
OG0005338	LOC119653036|XP_037913415.1|HILL	LOC119547469|XP_037710283.1|DSUP
OG0005339	LOC119653083|XP_037913503.1|HILL	LOC119546157|XP_037708195.1|DSUP
OG0005340	LOC119652642|XP_037912816.1|HILL	LOC119547082|XP_037709706.1|DSUP
OG0005341	LOC119655922|XP_037918018.1|HILL	LOC119550898|XP_037715816.1|DSUP
OG0005342	LOC119650574|XP_037909322.1|HILL	LOC119547779|XP_037710718.1|DSUP
OG0005343	LOC119660746|XP_037925402.1|HILL	LOC119551685|XP_037717077.1|DSUP
OG0005344	LOC119655394|XP_037917199.1|HILL	LOC119551063|XP_037716114.1|DSUP
OG0005345	LOC119652721|XP_037912942.1|HILL	LOC119548463|XP_037711659.1|DSUP
OG0005346	LOC119648550|XP_037906248.1|HILL	LOC119548555|XP_037711782.1|DSUP
OG0005347	LOC119656378|XP_037918724.1|HILL	LOC119546879|XP_037709415.1|DSUP
OG0005348	LOC119646931|XP_037903544.1|HILL	LOC119546821|XP_037709335.1|DSUP
OG0005349	LOC119656779|XP_037919294.1|HILL	LOC119548682|XP_037712054.1|DSUP
OG0005350	LOC119651331|XP_037910804.1|HILL	LOC119548061|XP_037711073.1|DSUP
OG0005351	LOC119650514|XP_037909291.1|HILL	LOC119553304|XP_037719557.1|DSUP
OG0005352	LOC119653236|XP_037913753.1|HILL	LOC119546413|XP_037708600.1|DSUP
OG0005353	LOC119654431|XP_037915760.1|HILL	LOC119551313|XP_037716536.1|DSUP
OG0005354	LOC119650588|XP_037909356.1|HILL	LOC119548856|XP_037712410.1|DSUP
OG0005355	LOC119652338|XP_037912287.1|HILL	LOC119546542|XP_037708818.1|DSUP
OG0005356	LOC119652090|XP_037911957.1|HILL	LOC119546277|XP_037708378.1|DSUP
OG0005357	LOC119658215|XP_037921410.1|HILL	LOC119546630|XP_037708997.1|DSUP
OG0005358	LOC119651409|XP_037910929.1|HILL	LOC119546284|XP_037708392.1|DSUP
OG0005359	LOC119650054|XP_037908474.1|HILL	LOC119551782|XP_037717238.1|DSUP
OG0005360	LOC119648381|XP_037906043.1|HILL	LOC119554454|XP_037721294.1|DSUP
OG0005361	LOC119650985|XP_037910179.1|HILL	LOC119546782|XP_037709265.1|DSUP
OG0005362	LOC119651644|XP_037911247.1|HILL	LOC119547133|XP_037709774.1|DSUP
OG0005363	LOC119652427|XP_037912479.1|HILL	LOC119548302|XP_037711398.1|DSUP
OG0005364	LOC119646986|XP_037903626.1|HILL	LOC119550857|XP_037715759.1|DSUP
OG0005365	LOC119655858|XP_037917910.1|HILL	LOC119546534|XP_037708802.1|DSUP
OG0005366	LOC119646222|XP_037902537.1|HILL	LOC119548000|XP_037710987.1|DSUP
OG0005367	LOC119649754|XP_037907978.1|HILL	LOC119547076|XP_037709691.1|DSUP
OG0005368	LOC119660829|XP_037925619.1|HILL	LOC119563242|XP_037732475.1|DSUP
OG0005369	LOC119646563|XP_037902970.1|HILL	LOC119548176|XP_037711218.1|DSUP
OG0005370	LOC119652224|XP_037912100.1|HILL	LOC119546074|XP_037708076.1|DSUP
OG0005371	LOC119652181|XP_037912053.1|HILL	LOC119546533|XP_037708801.1|DSUP
OG0005372	LOC119653124|XP_037913578.1|HILL	LOC119560793|XP_037730350.1|DSUP
OG0005373	LOC119652560|XP_037912695.1|HILL	LOC119562213|XP_037731339.1|DSUP
OG0005374	LOC119646738|XP_037903244.1|HILL	LOC119548316|XP_037711424.1|DSUP
OG0005375	LOC119646737|XP_037903243.1|HILL	LOC119546238|XP_037708312.1|DSUP
OG0005376	LOC119656987|XP_037919651.1|HILL	LOC119548307|XP_037711408.1|DSUP
OG0005377	LOC119654262|XP_037915458.1|HILL	LOC119554232|XP_037720991.1|DSUP
OG0005378	LOC119652955|XP_037913278.1|HILL	LOC119547520|XP_037710342.1|DSUP
OG0005379	LOC119651984|XP_037911827.1|HILL	LOC119546725|XP_037709143.1|DSUP
OG0005380	LOC119653070|XP_037913478.1|HILL	LOC119547725|XP_037710632.1|DSUP
OG0005382	LOC119646569|XP_037902980.1|HILL	LOC119548778|XP_037712252.1|DSUP
OG0005383	LOC119648086|XP_037905507.1|HILL	LOC119554004|XP_037720639.1|DSUP
OG0005384	LOC119659325|XP_037923287.1|HILL	LOC119553349|XP_037719619.1|DSUP
OG0005385	LOC119660827|XP_037925615.1|HILL	LOC119549145|XP_037712851.1|DSUP
OG0005386	LOC119647233|XP_037904017.1|HILL	LOC119551768|XP_037717223.1|DSUP
OG0005387	LOC119651414|XP_037910936.1|HILL	LOC119561081|XP_037730868.1|DSUP
OG0005388	LOC119646258|XP_037902589.1|HILL	LOC119546701|XP_037709109.1|DSUP
OG0005389	LOC119656938|XP_037919570.1|HILL	LOC119547013|XP_037709609.1|DSUP
OG0005390	LOC119646335|XP_037902725.1|HILL	LOC119548838|XP_037712385.1|DSUP
OG0005391	LOC119646511|XP_037902935.1|HILL	LOC119548840|XP_037712387.1|DSUP
OG0005392	LOC119660997|XP_037926024.1|HILL	LOC119548824|XP_037712365.1|DSUP
OG0005393	LOC119650629|XP_037909465.1|HILL	LOC119563363|XP_037732643.1|DSUP
OG0005394	LOC119650089|XP_037908530.1|HILL	LOC119546506|XP_037708755.1|DSUP
OG0005395	LOC119659737|XP_037923927.1|HILL	LOC119548621|XP_037711919.1|DSUP
OG0005396	LOC119654364|XP_037915641.1|HILL	LOC119546252|XP_037708334.1|DSUP
OG0005397	LOC119646847|XP_037903396.1|HILL	LOC119546538|XP_037708808.1|DSUP
OG0005398	LOC119655264|XP_037916990.1|HILL	LOC119560753|XP_037730299.1|DSUP
OG0005399	LOC119646246|XP_037902568.1|HILL	LOC119549938|XP_037714244.1|DSUP
OG0005400	LOC119646919|XP_037903521.1|HILL	LOC119549884|XP_037714117.1|DSUP
OG0005401	LOC119656809|XP_037919358.1|HILL	LOC119548121|XP_037711145.1|DSUP
OG0005402	LOC119661647|XP_037927007.1|HILL	LOC119547499|XP_037710319.1|DSUP
OG0005403	LOC119646621|XP_037903057.1|HILL	LOC119548216|XP_037711280.1|DSUP
OG0005404	LOC119646943|XP_037903560.1|HILL	LOC119548217|XP_037711281.1|DSUP
OG0005405	LOC119661428|XP_037926701.1|HILL	LOC119551501|XP_037716794.1|DSUP
OG0005406	LOC119661331|XP_037926560.1|HILL	LOC119551491|XP_037716785.1|DSUP
OG0005407	LOC119654173|XP_037915287.1|HILL	LOC119550187|XP_037714657.1|DSUP
OG0005408	LOC119646556|XP_037902961.1|HILL	LOC119547360|XP_037710105.1|DSUP
OG0005409	LOC119646889|XP_037903453.1|HILL	LOC119548311|XP_037711415.1|DSUP
OG0005410	LOC119661774|XP_037927176.1|HILL	LOC119546799|XP_037709303.1|DSUP
OG0005411	LOC119656478|XP_037918733.1|HILL	LOC119549740|XP_037713909.1|DSUP
OG0005412	LOC119661694|XP_037927068.1|HILL	LOC119549795|XP_037713989.1|DSUP
OG0005413	LOC119646464|XP_037902841.1|HILL	LOC119552107|XP_037717820.1|DSUP
OG0005414	LOC119657952|XP_037921082.1|HILL	LOC119556752|XP_037725101.1|DSUP
OG0005415	LOC119655934|XP_037918047.1|HILL, LOC119660720|XP_037925296.1|HILL	LOC119555834|XP_037723388.1|DSUP
OG0005416	LOC119660974|XP_037925977.1|HILL	LOC119550865|XP_037715771.1|DSUP
OG0005417	LOC119650980|XP_037910170.1|HILL	LOC119546882|XP_037709424.1|DSUP
OG0005418	LOC119650979|XP_037910169.1|HILL	LOC119546762|XP_037709235.1|DSUP
OG0005419	LOC119651754|XP_037911419.1|HILL	LOC119547392|XP_037710169.1|DSUP
OG0005420	LOC119652570|XP_037912712.1|HILL	LOC119548506|XP_037711714.1|DSUP
OG0005421	LOC119652112|XP_037911980.1|HILL	LOC119547229|XP_037709917.1|DSUP
OG0005422	LOC119655932|XP_037918043.1|HILL	LOC119556260|XP_037724232.1|DSUP
OG0005423	LOC119652599|XP_037912755.1|HILL	LOC119546102|XP_037708114.1|DSUP
OG0005424	LOC119656074|XP_037918287.1|HILL	LOC119549214|XP_037713000.1|DSUP
OG0005425	LOC119658439|XP_037921770.1|HILL	LOC119557360|XP_037726025.1|DSUP
OG0005426	LOC119649251|XP_037907250.1|HILL	LOC119551838|XP_037717336.1|DSUP
OG0005427	LOC119653128|XP_037913584.1|HILL	LOC119547316|XP_037710042.1|DSUP
OG0005428	LOC119661030|XP_037926118.1|HILL	LOC119559664|XP_037728641.1|DSUP
OG0005429	LOC119651246|XP_037910654.1|HILL	LOC119546311|XP_037708435.1|DSUP
OG0005430	LOC119651997|XP_037911848.1|HILL	LOC119546312|XP_037708437.1|DSUP
OG0005431	LOC119652223|XP_037912099.1|HILL	LOC119548075|XP_037711090.1|DSUP
OG0005432	LOC119651624|XP_037911214.1|HILL	LOC119559676|XP_037728661.1|DSUP
OG0005433	LOC119646327|XP_037902680.1|HILL	LOC119550348|XP_037714895.1|DSUP
OG0005434	LOC119651786|XP_037911472.1|HILL	LOC119561746|XP_037731153.1|DSUP
OG0005435	LOC119651275|XP_037910708.1|HILL	LOC119560096|XP_037729346.1|DSUP
OG0005436	LOC119651396|XP_037910905.1|HILL	LOC119562422|XP_037731537.1|DSUP
OG0005437	LOC119659891|XP_037924141.1|HILL	LOC119563152|XP_037732339.1|DSUP
OG0005438	LOC119647222|XP_037903981.1|HILL	LOC119546296|XP_037708408.1|DSUP
OG0005439	LOC119661359|XP_037926596.1|HILL	LOC119557587|XP_037726319.1|DSUP
OG0005440	LOC119647081|XP_037903766.1|HILL	LOC119546314|XP_037708441.1|DSUP
OG0005441	LOC119657186|XP_037919908.1|HILL	LOC119547498|XP_037710318.1|DSUP
OG0005442	LOC119646481|XP_037902862.1|HILL	LOC119546028|XP_037707972.1|DSUP
OG0005443	LOC119646559|XP_037902965.1|HILL	LOC119547576|XP_037710405.1|DSUP
OG0005444	LOC119646166|XP_037902470.1|HILL	LOC119547834|XP_037710793.1|DSUP
OG0005445	LOC119661108|XP_037926232.1|HILL	LOC119547416|XP_037710194.1|DSUP
OG0005447	LOC119647191|XP_037903930.1|HILL	LOC119547749|XP_037710673.1|DSUP
OG0005448	LOC119651901|XP_037911654.1|HILL	LOC119552018|XP_037717682.1|DSUP
OG0005449	LOC119653570|XP_037914226.1|HILL	LOC119557257|XP_037725869.1|DSUP
OG0005450	LOC119652062|XP_037911930.1|HILL	LOC119551034|XP_037716061.1|DSUP
OG0005452	LOC119647246|XP_037904048.1|HILL	LOC119550186|XP_037714653.1|DSUP
OG0005453	LOC119651183|XP_037910542.1|HILL	LOC119545732|XP_037707480.1|DSUP
OG0005454	LOC119654712|XP_037916163.1|HILL	LOC119546818|XP_037709333.1|DSUP
OG0005455	LOC119652415|XP_037912461.1|HILL	LOC119550108|XP_037714518.1|DSUP
OG0005456	LOC119651529|XP_037911089.1|HILL	LOC119547481|XP_037710294.1|DSUP
OG0005457	LOC119652309|XP_037912248.1|HILL	LOC119548601|XP_037711886.1|DSUP
OG0005458	LOC119647455|XP_037904317.1|HILL	LOC119547420|XP_037710198.1|DSUP
OG0005459	LOC119657539|XP_037920413.1|HILL	LOC119547727|XP_037710638.1|DSUP
OG0005460	LOC119646902|XP_037903498.1|HILL	LOC119547968|XP_037710946.1|DSUP
OG0005461	LOC119651211|XP_037910590.1|HILL	LOC119548880|XP_037712439.1|DSUP
OG0005462	LOC119651521|XP_037911079.1|HILL	LOC119548878|XP_037712437.1|DSUP
OG0005463	LOC119651915|XP_037911672.1|HILL	LOC119553861|XP_037720442.1|DSUP
OG0005464	LOC119653228|XP_037913743.1|HILL	LOC119546997|XP_037709590.1|DSUP
OG0005465	LOC119650592|XP_037909367.1|HILL	LOC119548596|XP_037711878.1|DSUP
OG0005466	LOC119652978|XP_037913316.1|HILL	LOC119548188|XP_037711245.1|DSUP
OG0005467	LOC119659295|XP_037923235.1|HILL	LOC119556211|XP_037724110.1|DSUP
OG0005468	LOC119661730|XP_037927125.1|HILL	LOC119548847|XP_037712396.1|DSUP
OG0005469	LOC119661372|XP_037926618.1|HILL	LOC119548192|XP_037711247.1|DSUP
OG0005470	LOC119661371|XP_037926617.1|HILL	LOC119548860|XP_037712414.1|DSUP
OG0005471	LOC119661553|XP_037926871.1|HILL	LOC119546131|XP_037708160.1|DSUP
OG0005472	LOC119647388|XP_037904207.1|HILL	LOC119546384|XP_037708551.1|DSUP
OG0005473	LOC119657346|XP_037920151.1|HILL	LOC119548157|XP_037711188.1|DSUP
OG0005474	LOC119647057|XP_037903741.1|HILL	LOC119547441|XP_037710230.1|DSUP
OG0005475	LOC119651520|XP_037911082.1|HILL	LOC119547440|XP_037710229.1|DSUP
OG0005476	LOC119654790|XP_037916266.1|HILL	LOC119552124|XP_037717839.1|DSUP
OG0005477	LOC119652425|XP_037912476.1|HILL	LOC119555316|XP_037722568.1|DSUP
OG0005478	LOC119658633|XP_037922084.1|HILL	LOC119548058|XP_037711070.1|DSUP
OG0005479	LOC119657193|XP_037919929.1|HILL	LOC119547625|XP_037710479.1|DSUP
OG0005480	LOC119657203|XP_037919941.1|HILL	LOC119547626|XP_037710481.1|DSUP
OG0005481	LOC119657575|XP_037920472.1|HILL	LOC119547267|XP_037709977.1|DSUP
OG0005482	LOC119655307|XP_037917068.1|HILL	LOC119546137|XP_037708169.1|DSUP
OG0005483	LOC119646331|XP_037902683.1|HILL	LOC119563370|XP_037732649.1|DSUP
OG0005484	LOC119646196|XP_037902507.1|HILL	LOC119547552|XP_037710379.1|DSUP
OG0005485	LOC119646512|XP_037902895.1|HILL	LOC119551047|XP_037716086.1|DSUP
OG0005486	LOC119647250|XP_037904056.1|HILL	LOC119551193|XP_037716322.1|DSUP
OG0005487	LOC119660700|XP_037925267.1|HILL	LOC119546244|XP_037708323.1|DSUP
OG0005488	LOC119661682|XP_037927049.1|HILL	LOC119548241|XP_037711309.1|DSUP
OG0005489	LOC119661697|XP_037927071.1|HILL	LOC119546449|XP_037708651.1|DSUP
OG0005490	LOC119653558|XP_037914202.1|HILL	LOC119548339|XP_037711473.1|DSUP
OG0005491	LOC119647497|XP_037904384.1|HILL	LOC119548186|XP_037711230.1|DSUP
OG0005492	LOC119646810|XP_037903339.1|HILL	LOC119546775|XP_037709255.1|DSUP
OG0005493	LOC119651911|XP_037911665.1|HILL	LOC119547135|XP_037709775.1|DSUP
OG0005494	LOC119661402|XP_037926659.1|HILL	LOC119550774|XP_037715631.1|DSUP
OG0005495	LOC119659568|XP_037923649.1|HILL	LOC119551459|XP_037716735.1|DSUP
OG0005496	LOC119647274|XP_037904093.1|HILL	LOC119563523|XP_037732920.1|DSUP
OG0005497	LOC119648029|XP_037905381.1|HILL	LOC119547528|XP_037710349.1|DSUP
OG0005498	LOC119646726|XP_037903234.1|HILL	LOC119547530|XP_037710352.1|DSUP
OG0005499	LOC119647316|XP_037904171.1|HILL	LOC119548804|XP_037712311.1|DSUP
OG0005500	LOC119647318|XP_037904173.1|HILL	LOC119548806|XP_037712316.1|DSUP
OG0005501	LOC119657241|XP_037919987.1|HILL	LOC119545928|XP_037707774.1|DSUP
OG0005502	LOC119646584|XP_037903006.1|HILL	LOC119545929|XP_037707775.1|DSUP
OG0005503	LOC119652351|XP_037912342.1|HILL	LOC119546229|XP_037708297.1|DSUP
OG0005504	LOC119661333|XP_037926563.1|HILL	LOC119548260|XP_037711333.1|DSUP
OG0005506	LOC119647086|XP_037903778.1|HILL	LOC119546134|XP_037708164.1|DSUP
OG0005507	LOC119661140|XP_037926269.1|HILL	LOC119546012|XP_037707944.1|DSUP
OG0005508	LOC119646805|XP_037903326.1|HILL	LOC119547022|XP_037709621.1|DSUP
OG0005509	LOC119651569|XP_037911134.1|HILL	LOC119548381|XP_037711530.1|DSUP
OG0005510	LOC119650815|XP_037909881.1|HILL	LOC119548642|XP_037711972.1|DSUP, LOC119548641|XP_037711969.1|DSUP
OG0005511	LOC119655562|XP_037917421.1|HILL	LOC119557091|XP_037725578.1|DSUP
OG0005512	LOC119651273|XP_037910706.1|HILL	LOC119563130|XP_037732307.1|DSUP
OG0005513	LOC119648193|XP_037905716.1|HILL	LOC119556858|XP_037725257.1|DSUP
OG0005514	LOC119652459|XP_037912551.1|HILL	LOC119560622|XP_037730089.1|DSUP
OG0005515	LOC119654506|XP_037915873.1|HILL	LOC119550217|XP_037714707.1|DSUP
OG0005516	LOC119654500|XP_037915860.1|HILL	LOC119546781|XP_037709264.1|DSUP
OG0005517	LOC119650830|XP_037909895.1|HILL	LOC119546171|XP_037708219.1|DSUP
OG0005518	LOC119646824|XP_037903371.1|HILL	LOC119546003|XP_037707932.1|DSUP
OG0005519	LOC119661119|XP_037926242.1|HILL	LOC119550732|XP_037715573.1|DSUP
OG0005520	LOC119651631|XP_037911223.1|HILL	LOC119547394|XP_037710171.1|DSUP
OG0005521	LOC119655622|XP_037917522.1|HILL	LOC119547396|XP_037710174.1|DSUP
OG0005522	LOC119661285|XP_037926489.1|HILL	LOC119555232|XP_037722440.1|DSUP
OG0005523	LOC119661248|XP_037926415.1|HILL	LOC119548235|XP_037711304.1|DSUP
OG0005524	LOC119646315|XP_037902663.1|HILL	LOC119546473|XP_037708685.1|DSUP
OG0005525	LOC119660839|XP_037925645.1|HILL	LOC119548300|XP_037711396.1|DSUP
OG0005526	LOC119646405|XP_037902777.1|HILL	LOC119548523|XP_037711743.1|DSUP
OG0005527	LOC119660986|XP_037925999.1|HILL	LOC119550706|XP_037715923.1|DSUP
OG0005528	LOC119661637|XP_037926988.1|HILL	LOC119546380|XP_037708542.1|DSUP
OG0005529	LOC119650714|XP_037909652.1|HILL	LOC119546596|XP_037708947.1|DSUP
OG0005530	LOC119651714|XP_037911362.1|HILL	LOC119547685|XP_037710573.1|DSUP
OG0005531	LOC119647578|XP_037904513.1|HILL	LOC119552772|XP_037718508.1|DSUP
OG0005532	LOC119653134|XP_037913594.1|HILL	LOC119557818|XP_037726686.1|DSUP, LOC119546484|XP_037708704.1|DSUP
OG0005533	LOC119653843|XP_037914819.1|HILL	LOC119547785|XP_037710723.1|DSUP
OG0005534	LOC119657210|XP_037919948.1|HILL	LOC119555350|XP_037722616.1|DSUP
OG0005535	LOC119647248|XP_037904052.1|HILL	LOC119548408|XP_037711575.1|DSUP
OG0005536	LOC119661379|XP_037926626.1|HILL	LOC119546994|XP_037709586.1|DSUP
OG0005538	LOC119646617|XP_037903051.1|HILL	LOC119546984|XP_037709565.1|DSUP
OG0005539	LOC119646371|XP_037902735.1|HILL	LOC119548110|XP_037711131.1|DSUP
OG0005540	LOC119649400|XP_037907456.1|HILL	LOC119546939|XP_037709504.1|DSUP
OG0005541	LOC119650106|XP_037908558.1|HILL	LOC119548276|XP_037711367.1|DSUP
OG0005542	LOC119660742|XP_037925376.1|HILL	LOC119555318|XP_037722570.1|DSUP
OG0005543	LOC119650693|XP_037909597.1|HILL	LOC119545973|XP_037707869.1|DSUP
OG0005544	LOC119651880|XP_037911624.1|HILL	LOC119546561|XP_037708857.1|DSUP
OG0005545	LOC119646324|XP_037902672.1|HILL	LOC119548526|XP_037711745.1|DSUP
OG0005546	LOC119650636|XP_037909487.1|HILL	LOC119546269|XP_037708370.1|DSUP
OG0005547	LOC119657357|XP_037920161.1|HILL	LOC119546535|XP_037708805.1|DSUP
OG0005548	LOC119661500|XP_037926795.1|HILL	LOC119546602|XP_037708963.1|DSUP
OG0005549	LOC119661209|XP_037926360.1|HILL	LOC119547500|XP_037710320.1|DSUP
OG0005550	LOC119647202|XP_037903946.1|HILL	LOC119546029|XP_037707973.1|DSUP
OG0005551	LOC119650777|XP_037909816.1|HILL	LOC119551775|XP_037717230.1|DSUP
OG0005552	LOC119650770|XP_037909805.1|HILL	LOC119550876|XP_037715790.1|DSUP
OG0005553	LOC119649148|XP_037907090.1|HILL	LOC119546392|XP_037708562.1|DSUP
OG0005554	LOC119647262|XP_037904072.1|HILL	LOC119548558|XP_037711793.1|DSUP
OG0005555	LOC119653258|XP_037917587.1|HILL	LOC119548169|XP_037711208.1|DSUP
OG0005556	LOC119646121|XP_037906169.1|HILL	LOC119548008|XP_037711001.1|DSUP
OG0005557	LOC119655753|XP_037917738.1|HILL	LOC119547348|XP_037710089.1|DSUP
OG0005558	LOC119647302|XP_037904132.1|HILL	LOC119556177|XP_037724027.1|DSUP
OG0005559	LOC119658355|XP_037921645.1|HILL	LOC119546690|XP_037709096.1|DSUP
OG0005560	LOC119650689|XP_037909586.1|HILL	LOC119546055|XP_037708048.1|DSUP
OG0005561	LOC119661303|XP_037926520.1|HILL	LOC119557589|XP_037726318.1|DSUP
OG0005562	LOC119656555|XP_037918859.1|HILL	LOC119546096|XP_037708105.1|DSUP
OG0005563	LOC119660880|XP_037925723.1|HILL	LOC119562898|XP_037731955.1|DSUP
OG0005564	LOC119652983|XP_037913335.1|HILL	LOC119548784|XP_037712276.1|DSUP
OG0005565	LOC119646553|XP_037902959.1|HILL	LOC119548821|XP_037712363.1|DSUP
OG0005566	LOC119661559|XP_037926878.1|HILL	LOC119548822|XP_037712364.1|DSUP
OG0005567	LOC119652047|XP_037911910.1|HILL	LOC119562851|XP_037731900.1|DSUP
OG0005568	LOC119661735|XP_037927129.1|HILL	LOC119546744|XP_037709170.1|DSUP
OG0005569	LOC119651309|XP_037910763.1|HILL	LOC119548009|XP_037711003.1|DSUP
OG0005570	LOC119646448|XP_037902828.1|HILL	LOC119546448|XP_037708650.1|DSUP
OG0005571	LOC119655241|XP_037916954.1|HILL	LOC119550851|XP_037715748.1|DSUP
OG0005572	LOC119657478|XP_037920329.1|HILL	LOC119552004|XP_037717659.1|DSUP
OG0005573	LOC119653788|XP_037914719.1|HILL	LOC119549972|XP_037714300.1|DSUP
OG0005574	LOC119660712|XP_037925283.1|HILL	LOC119551474|XP_037716761.1|DSUP
OG0005575	LOC119659769|XP_037923956.1|HILL	LOC119545818|XP_037707641.1|DSUP
OG0005576	LOC119660947|XP_037925884.1|HILL	LOC119548998|XP_037712532.1|DSUP
OG0005577	LOC119647520|XP_037904416.1|HILL	LOC119555662|XP_037723177.1|DSUP
OG0005578	LOC119649918|XP_037908248.1|HILL	LOC119554020|XP_037720663.1|DSUP
OG0005579	LOC119649919|XP_037908251.1|HILL	LOC119554021|XP_037720664.1|DSUP
OG0005580	LOC119649472|XP_037907557.1|HILL	LOC119553252|XP_037719457.1|DSUP
OG0005581	LOC119653747|XP_037914601.1|HILL	LOC119557975|XP_037726970.1|DSUP
OG0005582	LOC119647557|XP_037904477.1|HILL	LOC119553800|XP_037720343.1|DSUP
OG0005583	LOC119649686|XP_037907876.1|HILL	LOC119554690|XP_037721619.1|DSUP
OG0005584	LOC119654943|XP_037916527.1|HILL	LOC119562598|XP_037731756.1|DSUP
OG0005585	LOC119660026|XP_037924331.1|HILL	LOC119559944|XP_037729099.1|DSUP
OG0005586	LOC119659706|XP_037923887.1|HILL	LOC119560992|XP_037730700.1|DSUP
OG0005587	LOC119660256|XP_037924638.1|HILL	LOC119548014|XP_037711012.1|DSUP
OG0005588	LOC119658763|XP_037922384.1|HILL	LOC119553246|XP_037719449.1|DSUP
OG0005589	LOC119658771|XP_037922395.1|HILL	LOC119563268|XP_037732516.1|DSUP
OG0005590	LOC119657166|XP_037919884.1|HILL	LOC119549742|XP_037713911.1|DSUP
OG0005591	LOC119660300|XP_037924701.1|HILL	LOC119557197|XP_037725778.1|DSUP
OG0005592	LOC119659453|XP_037923466.1|HILL	LOC119556307|XP_037724321.1|DSUP
OG0005593	LOC119650335|XP_037908918.1|HILL	LOC119553295|XP_037719540.1|DSUP
OG0005594	LOC119650334|XP_037908917.1|HILL	LOC119552573|XP_037718126.1|DSUP
OG0005595	LOC119650333|XP_037908916.1|HILL	LOC119552572|XP_037718125.1|DSUP
OG0005596	LOC119649270|XP_037907287.1|HILL	LOC119554794|XP_037721771.1|DSUP
OG0005597	LOC119660153|XP_037924483.1|HILL	LOC119560108|XP_037729381.1|DSUP
OG0005598	LOC119659410|XP_037923410.1|HILL	LOC119563284|XP_037732538.1|DSUP
OG0005599	LOC119652547|XP_037912682.1|HILL	LOC119552003|XP_037717655.1|DSUP
OG0005600	LOC119649115|XP_037907043.1|HILL	LOC119561100|XP_037730922.1|DSUP
OG0005601	LOC119653662|XP_037914420.1|HILL	LOC119556747|XP_037725096.1|DSUP
OG0005602	LOC119660284|XP_037924683.1|HILL	LOC119555833|XP_037723391.1|DSUP
OG0005603	LOC119655015|XP_037916615.1|HILL	LOC119549963|XP_037714283.1|DSUP
OG0005604	LOC119653455|XP_037913992.1|HILL	LOC119549400|XP_037713383.1|DSUP
OG0005605	LOC119653711|XP_037914520.1|HILL	LOC119549427|XP_037713437.1|DSUP
OG0005606	LOC119656843|XP_037919424.1|HILL	LOC119547377|XP_037710129.1|DSUP
OG0005607	LOC119658762|XP_037922383.1|HILL	LOC119563366|XP_037732648.1|DSUP
OG0005608	LOC119660542|XP_037925103.1|HILL	LOC119551932|XP_037717515.1|DSUP
OG0005609	LOC119660853|XP_037925676.1|HILL	LOC119553244|XP_037719445.1|DSUP
OG0005610	LOC119660304|XP_037924706.1|HILL	LOC119552558|XP_037718106.1|DSUP
OG0005611	LOC119647505|XP_037904388.1|HILL	LOC119552870|XP_037718696.1|DSUP
OG0005612	LOC119659154|XP_037923032.1|HILL	LOC119553382|XP_037719667.1|DSUP
OG0005613	LOC119659693|XP_037923876.1|HILL	LOC119563089|XP_037732248.1|DSUP
OG0005614	LOC119659003|XP_037922817.1|HILL	LOC119561004|XP_037730748.1|DSUP
OG0005615	LOC119659598|XP_037923691.1|HILL	LOC119546203|XP_037708262.1|DSUP
OG0005616	LOC119659379|XP_037923368.1|HILL	LOC119563216|XP_037732441.1|DSUP
OG0005617	LOC119659109|XP_037922960.1|HILL	LOC119559941|XP_037729081.1|DSUP
OG0005618	LOC119657815|XP_037920858.1|HILL	LOC119549548|XP_037713626.1|DSUP
OG0005619	LOC119653802|XP_037914748.1|HILL	LOC119563349|XP_037732623.1|DSUP
