Orthogroup	HILL.longest_only	DBIA.longest_only
OG0004660	LOC119655344|XP_037917126.1|HILL	LOC108031609|XP_016960687.1|DBIA
OG0004661	LOC119652578|XP_037912722.1|HILL	LOC108032092|XP_016961407.1|DBIA
OG0004662	LOC119656572|XP_037918887.1|HILL	LOC108025573|XP_016951594.1|DBIA
OG0004663	LOC119661358|XP_037926594.1|HILL	LOC108032595|XP_016962003.1|DBIA
OG0004664	LOC119650425|XP_037909172.1|HILL	LOC108032414|XP_016961725.1|DBIA
OG0004665	LOC119647032|XP_037903701.1|HILL	LOC108032983|XP_016962549.1|DBIA
OG0004666	LOC119651332|XP_037910800.1|HILL	LOC108031532|XP_016960556.1|DBIA
OG0004667	LOC119652899|XP_037913200.1|HILL	LOC108032216|XP_016961565.1|DBIA
OG0004668	LOC119646252|XP_037902574.1|HILL	LOC108026403|XP_016952853.1|DBIA
OG0004669	LOC119654543|XP_037915919.1|HILL	LOC108033935|XP_016964103.1|DBIA
OG0004670	LOC119658858|XP_037922539.1|HILL	LOC108025353|XP_016951301.1|DBIA
OG0004671	LOC119660788|XP_037925519.1|HILL	LOC108027187|XP_016953976.1|DBIA
OG0004672	LOC119653161|XP_037913630.1|HILL	LOC108024593|XP_016950090.1|DBIA
OG0004673	LOC119660391|XP_037924852.1|HILL	LOC108023881|XP_016949054.1|DBIA
OG0004674	LOC119657201|XP_037919935.1|HILL	LOC108024788|XP_016950395.1|DBIA
OG0004675	LOC119657161|XP_037919870.1|HILL	LOC108024617|XP_016950140.1|DBIA
OG0004676	LOC119656798|XP_037919331.1|HILL	LOC108027276|XP_016954139.1|DBIA
OG0004677	LOC119650715|XP_037909654.1|HILL	LOC108026152|XP_016952374.1|DBIA
OG0004678	LOC119651944|XP_037911724.1|HILL	LOC108026406|XP_016952820.1|DBIA
OG0004679	LOC119652908|XP_037913212.1|HILL	LOC108032167|XP_016961510.1|DBIA
OG0004680	LOC119653220|XP_037913723.1|HILL	LOC108024618|XP_016950144.1|DBIA
OG0004681	LOC119650861|XP_037909946.1|HILL	LOC108031738|XP_016960919.1|DBIA
OG0004682	LOC119659350|XP_037923327.1|HILL	LOC108027869|XP_016954972.1|DBIA
OG0004683	LOC119659697|XP_037923878.1|HILL	LOC108025000|XP_016950748.1|DBIA
OG0004684	LOC119652735|XP_037912960.1|HILL	LOC108031087|XP_016959781.1|DBIA
OG0004685	LOC119658325|XP_037921591.1|HILL	LOC108026295|XP_016952651.1|DBIA
OG0004686	LOC119657043|XP_037919724.1|HILL	LOC108031557|XP_016960589.1|DBIA
OG0004687	LOC119658378|XP_037921672.1|HILL	LOC108026388|XP_016952798.1|DBIA
OG0004688	LOC119658784|XP_037922419.1|HILL	LOC108031416|XP_016960305.1|DBIA
OG0004689	LOC119652429|XP_037912481.1|HILL	LOC108024656|XP_016950204.1|DBIA
OG0004690	LOC119651113|XP_037910414.1|HILL	LOC108027254|XP_016954098.1|DBIA
OG0004691	LOC119651345|XP_037910829.1|HILL	LOC108026144|XP_016952362.1|DBIA
OG0004692	LOC119651630|XP_037911221.1|HILL	LOC108024389|XP_016949789.1|DBIA
OG0004693	LOC119651633|XP_037911225.1|HILL	LOC108024388|XP_016949786.1|DBIA
OG0004694	LOC119651342|XP_037910823.1|HILL	LOC108026397|XP_016952809.1|DBIA
OG0004695	LOC119657150|XP_037919855.1|HILL	LOC108024661|XP_016950214.1|DBIA
OG0004696	LOC119653173|XP_037913648.1|HILL	LOC108031046|XP_016959736.1|DBIA
OG0004697	LOC119660812|XP_037925580.1|HILL	LOC108025919|XP_016952095.1|DBIA
OG0004698	LOC119656490|XP_037918748.1|HILL	LOC108033131|XP_016962843.1|DBIA
OG0004699	LOC119651178|XP_037910533.1|HILL	LOC108031984|XP_016961267.1|DBIA
OG0004700	LOC119652868|XP_037913154.1|HILL	LOC108024944|XP_016950653.1|DBIA
OG0004701	LOC119651296|XP_037910745.1|HILL	LOC108027367|XP_016954279.1|DBIA
OG0004702	LOC119653181|XP_037913663.1|HILL	LOC108026213|XP_016952517.1|DBIA
OG0004703	LOC119652688|XP_037912890.1|HILL	LOC108024364|XP_016949756.1|DBIA
OG0004704	LOC119651650|XP_037911256.1|HILL	LOC108031597|XP_016960664.1|DBIA
OG0004705	LOC119651488|XP_037911030.1|HILL	LOC108031636|XP_016960734.1|DBIA
OG0004706	LOC119653107|XP_037913553.1|HILL	LOC108035294|XP_016966349.1|DBIA
OG0004707	LOC119658332|XP_037921599.1|HILL	LOC108033889|XP_016964025.1|DBIA
OG0004708	LOC119658585|XP_037921969.1|HILL	LOC108027195|XP_016953988.1|DBIA
OG0004709	LOC119652381|XP_037912407.1|HILL	LOC108032095|XP_016961411.1|DBIA
OG0004710	LOC119650701|XP_037909615.1|HILL	LOC108024600|XP_016950102.1|DBIA
OG0004711	LOC119657081|XP_037919764.1|HILL	LOC108025029|XP_016950774.1|DBIA
OG0004712	LOC119657328|XP_037920121.1|HILL	LOC108031464|XP_016960392.1|DBIA
OG0004713	LOC119651505|XP_037911055.1|HILL	LOC108026242|XP_016952568.1|DBIA
OG0004714	LOC119652733|XP_037912957.1|HILL	LOC108026169|XP_016952413.1|DBIA
OG0004715	LOC119651448|XP_037910982.1|HILL	LOC108032651|XP_016962095.1|DBIA
OG0004716	LOC119650982|XP_037910173.1|HILL	LOC108026288|XP_016952643.1|DBIA
OG0004717	LOC119657852|XP_037920903.1|HILL	LOC108027610|XP_016954620.1|DBIA
OG0004718	LOC119646301|XP_037902645.1|HILL	LOC108035351|XP_016966435.1|DBIA
OG0004719	LOC119650798|XP_037909862.1|HILL	LOC108025297|XP_016951176.1|DBIA
OG0004720	LOC119652851|XP_037913132.1|HILL	LOC108026147|XP_016952370.1|DBIA
OG0004721	LOC119650753|XP_037909775.1|HILL	LOC108024564|XP_016950047.1|DBIA
OG0004722	LOC119652803|XP_037913055.1|HILL	LOC108026405|XP_016952818.1|DBIA
OG0004723	LOC119657533|XP_037920404.1|HILL	LOC108025904|XP_016952077.1|DBIA
OG0004724	LOC119652411|XP_037912451.1|HILL	LOC108032158|XP_016961493.1|DBIA
OG0004725	LOC119651248|XP_037910656.1|HILL	LOC108025351|XP_016951300.1|DBIA
OG0004726	LOC119651479|XP_037911018.1|HILL	LOC108024764|XP_016950366.1|DBIA
OG0004727	LOC119651347|XP_037910835.1|HILL	LOC108024649|XP_016950191.1|DBIA
OG0004728	LOC119651348|XP_037910837.1|HILL	LOC108027387|XP_016954311.1|DBIA
OG0004729	LOC119659224|XP_037923128.1|HILL	LOC108023929|XP_016949102.1|DBIA
OG0004730	LOC119652855|XP_037913139.1|HILL	LOC108034293|XP_016964643.1|DBIA
OG0004731	LOC119652690|XP_037912895.1|HILL	LOC108031802|XP_016961011.1|DBIA
OG0004732	LOC119657021|XP_037919697.1|HILL	LOC108032257|XP_016961610.1|DBIA
OG0004733	LOC119657022|XP_037919698.1|HILL	LOC108024694|XP_016950262.1|DBIA
OG0004734	LOC119658233|XP_037921439.1|HILL	LOC108032242|XP_016961595.1|DBIA
OG0004735	LOC119652917|XP_037913227.1|HILL	LOC108023867|XP_016949020.1|DBIA
OG0004736	LOC119660605|XP_037925219.1|HILL	LOC108024550|XP_016950018.1|DBIA
OG0004737	LOC119652046|XP_037911909.1|HILL	LOC108024932|XP_016950619.1|DBIA
OG0004738	LOC119650717|XP_037909658.1|HILL	LOC108024966|XP_016950694.1|DBIA
OG0004739	LOC119652650|XP_037912826.1|HILL	LOC108024529|XP_016949984.1|DBIA
OG0004740	LOC119651710|XP_037911351.1|HILL	LOC108032226|XP_016961578.1|DBIA
OG0004741	LOC119651621|XP_037911204.1|HILL	LOC108031579|XP_016960632.1|DBIA
OG0004742	LOC119660965|XP_037925950.1|HILL	LOC108035605|XP_016966778.1|DBIA
OG0004743	LOC119657264|XP_037920023.1|HILL	LOC108031976|XP_016961259.1|DBIA
OG0004744	LOC119659925|XP_037924190.1|HILL	LOC108029012|XP_016956547.1|DBIA
OG0004745	LOC119658857|XP_037922538.1|HILL	LOC108032906|XP_016962455.1|DBIA
OG0004746	LOC119658591|XP_037921978.1|HILL	LOC108025329|XP_016951245.1|DBIA
OG0004747	LOC119658592|XP_037921979.1|HILL	LOC108025331|XP_016951247.1|DBIA
OG0004748	LOC119658982|XP_037922792.1|HILL	LOC108025036|XP_016950780.1|DBIA
OG0004749	LOC119658626|XP_037922053.1|HILL	LOC108031730|XP_016960893.1|DBIA
OG0004750	LOC119650598|XP_037909383.1|HILL	LOC108031573|XP_016960620.1|DBIA
OG0004751	LOC119656651|XP_037919044.1|HILL	LOC108026190|XP_016952469.1|DBIA
OG0004752	LOC119659430|XP_037923440.1|HILL	LOC108025158|XP_016950924.1|DBIA
OG0004753	LOC119659164|XP_037923042.1|HILL	LOC108031716|XP_016960874.1|DBIA
OG0004754	LOC119659162|XP_037923040.1|HILL	LOC108024698|XP_016950265.1|DBIA
OG0004755	LOC119646660|XP_037903118.1|HILL	LOC108031749|XP_016960942.1|DBIA
OG0004756	LOC119646659|XP_037903117.1|HILL	LOC108031746|XP_016960936.1|DBIA
OG0004757	LOC119651981|XP_037911818.1|HILL	LOC108024183|XP_016949512.1|DBIA
OG0004758	LOC119657492|XP_037920343.1|HILL	LOC108025237|XP_016951076.1|DBIA
OG0004759	LOC119650650|XP_037909512.1|HILL	LOC108031727|XP_016960887.1|DBIA
OG0004760	LOC119657397|XP_037920215.1|HILL	LOC108031890|XP_016961148.1|DBIA
OG0004761	LOC119659497|XP_037923543.1|HILL	LOC108031459|XP_016960385.1|DBIA
OG0004762	LOC119651175|XP_037910525.1|HILL	LOC108034004|XP_016964223.1|DBIA
OG0004763	LOC119651811|XP_037911530.1|HILL	LOC108025298|XP_016951183.1|DBIA
OG0004764	LOC119660161|XP_037924493.1|HILL	LOC108032137|XP_016961462.1|DBIA
OG0004765	LOC119651583|XP_037911150.1|HILL	LOC108031765|XP_016960961.1|DBIA
OG0004766	LOC119651411|XP_037910930.1|HILL	LOC108032141|XP_016961465.1|DBIA
OG0004767	LOC119651129|XP_037910451.1|HILL	LOC108024994|XP_016950739.1|DBIA
OG0004768	LOC119651128|XP_037910450.1|HILL	LOC108024948|XP_016950667.1|DBIA
OG0004769	LOC119659440|XP_037923451.1|HILL	LOC108033350|XP_016963148.1|DBIA
OG0004770	LOC119659123|XP_037922976.1|HILL	LOC108024877|XP_016950514.1|DBIA
OG0004771	LOC119651884|XP_037911632.1|HILL	LOC108025281|XP_016951145.1|DBIA
OG0004772	LOC119651147|XP_037910480.1|HILL	LOC108031825|XP_016961047.1|DBIA
OG0004773	LOC119652454|XP_037912526.1|HILL	LOC108031400|XP_016960256.1|DBIA
OG0004774	LOC119652455|XP_037912531.1|HILL	LOC108031401|XP_016960257.1|DBIA
OG0004775	LOC119652648|XP_037912825.1|HILL	LOC108031478|XP_016960438.1|DBIA
OG0004776	LOC119651638|XP_037911236.1|HILL	LOC108030334|XP_016958686.1|DBIA
OG0004777	LOC119650759|XP_037909779.1|HILL	LOC108025105|XP_016950898.1|DBIA
OG0004778	LOC119657685|XP_037920644.1|HILL	LOC108032797|XP_016962292.1|DBIA
OG0004779	LOC119661344|XP_037926574.1|HILL	LOC108024789|XP_016950396.1|DBIA
OG0004780	LOC119647073|XP_037903759.1|HILL	LOC108027703|XP_016954742.1|DBIA
OG0004781	LOC119652277|XP_037912198.1|HILL	LOC108031947|XP_016961220.1|DBIA
OG0004782	LOC119651366|XP_037910868.1|HILL	LOC108026145|XP_016952364.1|DBIA
OG0004783	LOC119656828|XP_037919401.1|HILL	LOC108023970|XP_016949182.1|DBIA
OG0004784	LOC119651404|XP_037910920.1|HILL	LOC108027066|XP_016953765.1|DBIA
OG0004785	LOC119651315|XP_037910773.1|HILL	LOC108027062|XP_016953760.1|DBIA
OG0004786	LOC119651934|XP_037911702.1|HILL	LOC108027447|XP_016954387.1|DBIA
OG0004787	LOC119653144|XP_037913606.1|HILL	LOC108027134|XP_016953841.1|DBIA
OG0004788	LOC119653141|XP_037913604.1|HILL	LOC108027137|XP_016953843.1|DBIA
OG0004789	LOC119653143|XP_037913605.1|HILL	LOC108027139|XP_016953847.1|DBIA
OG0004790	LOC119652266|XP_037912179.1|HILL	LOC108025542|XP_016951561.1|DBIA
OG0004791	LOC119652076|XP_037911942.1|HILL	LOC108025266|XP_016951116.1|DBIA
OG0004792	LOC119651728|XP_037911383.1|HILL	LOC108032220|XP_016961572.1|DBIA
OG0004793	LOC119659008|XP_037922821.1|HILL	LOC108025248|XP_016951088.1|DBIA
OG0004794	LOC119652838|XP_037913102.1|HILL	LOC108031739|XP_016960922.1|DBIA
OG0004795	LOC119652527|XP_037912656.1|HILL	LOC108024749|XP_016950348.1|DBIA
OG0004796	LOC119650639|XP_037909489.1|HILL	LOC108031734|XP_016960905.1|DBIA
OG0004797	LOC119652964|XP_037913289.1|HILL	LOC108031946|XP_016961216.1|DBIA
OG0004798	LOC119650602|XP_037909387.1|HILL	LOC108026043|XP_016952227.1|DBIA
OG0004799	LOC119650872|XP_037909962.1|HILL	LOC108031675|XP_016960803.1|DBIA
OG0004800	LOC119652460|XP_037912552.1|HILL	LOC108032149|XP_016961478.1|DBIA
OG0004801	LOC119658926|XP_037922683.1|HILL	LOC108026436|XP_016952862.1|DBIA
OG0004802	LOC119653001|XP_037913355.1|HILL	LOC108032074|XP_016961383.1|DBIA
OG0004803	LOC119651072|XP_037910339.1|HILL	LOC108024573|XP_016950059.1|DBIA
OG0004804	LOC119652910|XP_037913214.1|HILL	LOC108024949|XP_016950672.1|DBIA
OG0004805	LOC119652950|XP_037913270.1|HILL	LOC108031469|XP_016960410.1|DBIA
OG0004806	LOC119646447|XP_037902826.1|HILL	LOC108035981|XP_016967311.1|DBIA
OG0004807	LOC119651232|XP_037910636.1|HILL	LOC108026054|XP_016952237.1|DBIA
OG0004808	LOC119652992|XP_037913345.1|HILL	LOC108032179|XP_016961523.1|DBIA
OG0004809	LOC119646127|XP_037902405.1|HILL	LOC108032208|XP_016961557.1|DBIA
OG0004810	LOC119659012|XP_037922828.1|HILL	LOC108031968|XP_016961249.1|DBIA
OG0004811	LOC119651304|XP_037910758.1|HILL	LOC108028686|XP_016956115.1|DBIA
OG0004812	LOC119651965|XP_037911755.1|HILL	LOC108031381|XP_016960223.1|DBIA
OG0004813	LOC119652598|XP_037912753.1|HILL	LOC108024785|XP_016950389.1|DBIA
OG0004814	LOC119650948|XP_037910109.1|HILL	LOC108031658|XP_016960782.1|DBIA
OG0004815	LOC119657093|XP_037919774.1|HILL	LOC108033095|XP_016962780.1|DBIA
OG0004816	LOC119657482|XP_037920332.1|HILL	LOC108023320|XP_016948112.1|DBIA
OG0004817	LOC119657103|XP_037919787.1|HILL	LOC108023599|XP_016948695.1|DBIA
OG0004818	LOC119652607|XP_037912768.1|HILL	LOC108032055|XP_016961360.1|DBIA
OG0004819	LOC119657915|XP_037921029.1|HILL	LOC108031907|XP_016961164.1|DBIA
OG0004820	LOC119651749|XP_037911414.1|HILL	LOC108031871|XP_016961118.1|DBIA
OG0004821	LOC119651676|XP_037911298.1|HILL	LOC108025278|XP_016951140.1|DBIA
OG0004822	LOC119651664|XP_037911281.1|HILL	LOC108024596|XP_016950094.1|DBIA
OG0004823	LOC119651836|XP_037911560.1|HILL	LOC108031506|XP_016960502.1|DBIA
OG0004824	LOC119650772|XP_037909802.1|HILL	LOC108032017|XP_016961312.1|DBIA
OG0004825	LOC119660946|XP_037925883.1|HILL	LOC108035978|XP_016967292.1|DBIA
OG0004826	LOC119651897|XP_037911652.1|HILL	LOC108027326|XP_016954224.1|DBIA
OG0004827	LOC119652469|XP_037912565.1|HILL	LOC108024971|XP_016950703.1|DBIA
OG0004828	LOC119652623|XP_037912794.1|HILL	LOC108024724|XP_016950306.1|DBIA
OG0004829	LOC119650894|XP_037910001.1|HILL	LOC108026391|XP_016952802.1|DBIA
OG0004830	LOC119652629|XP_037912804.1|HILL	LOC108027238|XP_016954061.1|DBIA
OG0004831	LOC119657751|XP_037920732.1|HILL	LOC108028503|XP_016955871.1|DBIA
OG0004832	LOC119650910|XP_037910059.1|HILL	LOC108031663|XP_016960788.1|DBIA
OG0004833	LOC119658030|XP_037921188.1|HILL	LOC108027397|XP_016954324.1|DBIA
OG0004834	LOC119652942|XP_037913259.1|HILL	LOC108024720|XP_016950300.1|DBIA
OG0004835	LOC119651573|XP_037911136.1|HILL	LOC108024859|XP_016950489.1|DBIA
OG0004836	LOC119647061|XP_037903746.1|HILL	LOC108031779|XP_016960982.1|DBIA
OG0004837	LOC119649816|XP_037908075.1|HILL	LOC108028322|XP_016955544.1|DBIA
OG0004838	LOC119656550|XP_037918842.1|HILL	LOC108031559|XP_016960594.1|DBIA
OG0004839	LOC119657955|XP_037921085.1|HILL	LOC108031558|XP_016960590.1|DBIA
OG0004840	LOC119659882|XP_037924129.1|HILL	LOC108026306|XP_016952679.1|DBIA
OG0004841	LOC119657827|XP_037920873.1|HILL	LOC108029271|XP_016956959.1|DBIA
OG0004842	LOC119657044|XP_037919725.1|HILL	LOC108026006|XP_016952185.1|DBIA
OG0004843	LOC119650651|XP_037909515.1|HILL	LOC108024412|XP_016949820.1|DBIA
OG0004844	LOC119660485|XP_037925002.1|HILL	LOC108036800|XP_016968637.1|DBIA
OG0004845	LOC119659005|XP_037922819.1|HILL	LOC108032890|XP_016962414.1|DBIA
OG0004846	LOC119651550|XP_037911114.1|HILL	LOC108029119|XP_016956721.1|DBIA
OG0004847	LOC119657752|XP_037920734.1|HILL	LOC108029117|XP_016956719.1|DBIA
OG0004848	LOC119651326|XP_037910793.1|HILL, LOC119650706|XP_037909636.1|HILL, LOC119652064|XP_037911929.1|HILL	LOC108025022|XP_016950770.1|DBIA
OG0004849	LOC119657782|XP_037920784.1|HILL	LOC108032503|XP_016961817.1|DBIA
OG0004850	LOC119650958|XP_037910129.1|HILL	LOC108027265|XP_016954125.1|DBIA
OG0004851	LOC119650807|XP_037909874.1|HILL	LOC108027051|XP_016953748.1|DBIA
OG0004852	LOC119652610|XP_037912773.1|HILL	LOC108027380|XP_016954300.1|DBIA
OG0004853	LOC119660352|XP_037924779.1|HILL	LOC108026666|XP_016953202.1|DBIA
OG0004854	LOC119647713|XP_037904732.1|HILL	LOC108034928|XP_016965672.1|DBIA
OG0004855	LOC119650096|XP_037908542.1|HILL	LOC108028260|XP_016955439.1|DBIA
OG0004856	LOC119649449|XP_037907527.1|HILL	LOC108035172|XP_016966122.1|DBIA
OG0004857	LOC119648483|XP_037906173.1|HILL	LOC108034599|XP_016965021.1|DBIA
OG0004858	LOC119647512|XP_037904402.1|HILL	LOC108034971|XP_016965773.1|DBIA
OG0004859	LOC119649643|XP_037907826.1|HILL	LOC108034968|XP_016965769.1|DBIA
OG0004860	LOC119649398|XP_037907451.1|HILL	LOC108035613|XP_016966788.1|DBIA
OG0004861	LOC119650260|XP_037908789.1|HILL	LOC108034946|XP_016965714.1|DBIA
OG0004862	LOC119648493|XP_037906187.1|HILL	LOC108034909|XP_016965644.1|DBIA
OG0004863	LOC119648813|XP_037906593.1|HILL	LOC108028459|XP_016955802.1|DBIA
OG0004864	LOC119648280|XP_037905863.1|HILL	LOC108035504|XP_016966651.1|DBIA
OG0004865	LOC119646468|XP_037902846.1|HILL	LOC108024800|XP_016950409.1|DBIA
OG0004866	LOC119648674|XP_037906393.1|HILL	LOC108028607|XP_016956016.1|DBIA
OG0004867	LOC119661292|XP_037926507.1|HILL	LOC108030089|XP_016958215.1|DBIA
OG0004868	LOC119649905|XP_037908230.1|HILL	LOC108024272|XP_016949654.1|DBIA
OG0004869	LOC119646853|XP_037903403.1|HILL	LOC108030052|XP_016958118.1|DBIA
OG0004870	LOC119661636|XP_037926987.1|HILL	LOC108030072|XP_016958161.1|DBIA
OG0004871	LOC119646521|XP_037902909.1|HILL	LOC108022939|XP_016947641.1|DBIA
OG0004872	LOC119661574|XP_037926901.1|HILL	LOC108023097|XP_016947847.1|DBIA
OG0004873	LOC119649470|XP_037907555.1|HILL	LOC108036139|XP_016967613.1|DBIA
OG0004874	LOC119646173|XP_037902480.1|HILL	LOC108025157|XP_016950923.1|DBIA
OG0004875	LOC119651097|XP_037910382.1|HILL	LOC108035773|XP_016966968.1|DBIA
OG0004876	LOC119646418|XP_037902792.1|HILL	LOC108024219|XP_016949574.1|DBIA
OG0004877	LOC119650223|XP_037908728.1|HILL	LOC108030705|XP_016959233.1|DBIA
OG0004878	LOC119646610|XP_037903039.1|HILL	LOC108030409|XP_016958784.1|DBIA
OG0004879	LOC119656430|XP_037918728.1|HILL	LOC108026679|XP_016953244.1|DBIA
OG0004880	LOC119648775|XP_037906537.1|HILL	LOC108030878|XP_016959524.1|DBIA
OG0004881	LOC119648136|XP_037905609.1|HILL	LOC108028543|XP_016955930.1|DBIA
OG0004882	LOC119648223|XP_037905767.1|HILL	LOC108028726|XP_016956176.1|DBIA
OG0004883	LOC119649771|XP_037907999.1|HILL	LOC108035678|XP_016966877.1|DBIA
OG0004884	LOC119661105|XP_037926222.1|HILL	LOC108030063|XP_016958141.1|DBIA
OG0004885	LOC119661577|XP_037926904.1|HILL	LOC108029612|XP_016957484.1|DBIA
OG0004886	LOC119659066|XP_037922908.1|HILL	LOC108036540|XP_016968252.1|DBIA
OG0004887	LOC119661264|XP_037926445.1|HILL	LOC108030453|XP_016958835.1|DBIA
OG0004888	LOC119647034|XP_037903704.1|HILL	LOC108030119|XP_016958308.1|DBIA
OG0004889	LOC119661513|XP_037926814.1|HILL	LOC108036581|XP_016968325.1|DBIA
OG0004890	LOC119646819|XP_037903362.1|HILL	LOC108030143|XP_016958348.1|DBIA
OG0004891	LOC119655774|XP_037917758.1|HILL	LOC108036532|XP_016968243.1|DBIA
OG0004892	LOC119656024|XP_037918214.1|HILL	LOC108030358|XP_016958714.1|DBIA
OG0004893	LOC119646608|XP_037903037.1|HILL	LOC108026626|XP_016953131.1|DBIA
OG0004894	LOC119653684|XP_037914476.1|HILL	LOC108030420|XP_016958796.1|DBIA
OG0004895	LOC119661728|XP_037927122.1|HILL	LOC108022787|XP_016947402.1|DBIA
OG0004897	LOC119651207|XP_037910589.1|HILL	LOC108030261|XP_016958572.1|DBIA
OG0004898	LOC119660127|XP_037924450.1|HILL	LOC108022522|XP_016946984.1|DBIA
OG0004899	LOC119659519|XP_037923578.1|HILL	LOC108022498|XP_016946943.1|DBIA
OG0004900	LOC119658871|XP_037922569.1|HILL	LOC108022813|XP_016947439.1|DBIA
OG0004901	LOC119659396|XP_037923386.1|HILL	LOC108023090|XP_016947836.1|DBIA
OG0004902	LOC119649113|XP_037907041.1|HILL	LOC108035638|XP_016966830.1|DBIA
OG0004903	LOC119661236|XP_037926393.1|HILL	LOC108026700|XP_016953282.1|DBIA
OG0004904	LOC119647059|XP_037903744.1|HILL	LOC108026453|XP_016952882.1|DBIA
OG0004905	LOC119650857|XP_037909941.1|HILL	LOC108036525|XP_016968226.1|DBIA
OG0004906	LOC119647878|XP_037905091.1|HILL	LOC108030502|XP_016958883.1|DBIA
OG0004907	LOC119648096|XP_037905523.1|HILL	LOC108028777|XP_016956245.1|DBIA
OG0004908	LOC119649228|XP_037907215.1|HILL	LOC108028658|XP_016956074.1|DBIA
OG0004909	LOC119650214|XP_037908707.1|HILL	LOC108028286|XP_016955486.1|DBIA
OG0004910	LOC119649016|XP_037906895.1|HILL	LOC108028484|XP_016955836.1|DBIA
OG0004911	LOC119648207|XP_037905739.1|HILL	LOC108035413|XP_016966523.1|DBIA
OG0004912	LOC119649456|XP_037907538.1|HILL	LOC108030519|XP_016958900.1|DBIA
OG0004913	LOC119655947|XP_037918078.1|HILL	LOC108022159|XP_016946490.1|DBIA
OG0004914	LOC119650069|XP_037908497.1|HILL	LOC108022923|XP_016947624.1|DBIA
OG0004915	LOC119660025|XP_037924332.1|HILL	LOC108022756|XP_016947343.1|DBIA
OG0004916	LOC119660014|XP_037924324.1|HILL	LOC108036642|XP_016968405.1|DBIA
OG0004917	LOC119649568|XP_037907696.1|HILL	LOC108035126|XP_016966047.1|DBIA
OG0004918	LOC119647451|XP_037904307.1|HILL	LOC108035124|XP_016966044.1|DBIA
OG0004919	LOC119660148|XP_037924479.1|HILL	LOC108023862|XP_016949008.1|DBIA
OG0004920	LOC119658415|XP_037921741.1|HILL	LOC108034486|XP_016964880.1|DBIA
OG0004921	LOC119648890|XP_037906715.1|HILL	LOC108028444|XP_016955767.1|DBIA
OG0004922	LOC119650000|XP_037908390.1|HILL	LOC108035474|XP_016966613.1|DBIA
OG0004923	LOC119648341|XP_037905965.1|HILL	LOC108035358|XP_016966443.1|DBIA
OG0004924	LOC119648607|XP_037906305.1|HILL	LOC108028209|XP_016955363.1|DBIA
OG0004925	LOC119648909|XP_037906744.1|HILL	LOC108030618|XP_016959107.1|DBIA
OG0004926	LOC119648160|XP_037905663.1|HILL	LOC108028775|XP_016956242.1|DBIA
OG0004927	LOC119649986|XP_037908357.1|HILL	LOC108028703|XP_016956170.1|DBIA
OG0004928	LOC119647764|XP_037904821.1|HILL	LOC108030094|XP_016958230.1|DBIA
OG0004929	LOC119647998|XP_037905312.1|HILL	LOC108027902|XP_016955013.1|DBIA
OG0004930	LOC119661707|XP_037927087.1|HILL	LOC108030048|XP_016958112.1|DBIA
OG0004931	LOC119655301|XP_037917056.1|HILL	LOC108030342|XP_016958696.1|DBIA
OG0004932	LOC119648709|XP_037906444.1|HILL	LOC108022716|XP_016947290.1|DBIA, LOC108029918|XP_016957904.1|DBIA
OG0004933	LOC119646348|XP_037902710.1|HILL	LOC108030340|XP_016958692.1|DBIA
OG0004934	LOC119646799|XP_037903317.1|HILL	LOC108026961|XP_016953665.1|DBIA
OG0004935	LOC119646614|XP_037903047.1|HILL	LOC108030156|XP_016958373.1|DBIA
OG0004936	LOC119648843|XP_037906646.1|HILL	LOC108035362|XP_016966449.1|DBIA
OG0004937	LOC119646864|XP_037903417.1|HILL	LOC108028586|XP_016955989.1|DBIA
OG0004938	LOC119649503|XP_037907598.1|HILL	LOC108034829|XP_016965430.1|DBIA
OG0004939	LOC119648275|XP_037905858.1|HILL	LOC108035924|XP_016967200.1|DBIA
OG0004940	LOC119649260|XP_037907274.1|HILL	LOC108035935|XP_016967214.1|DBIA
OG0004941	LOC119648897|XP_037906727.1|HILL	LOC108035328|XP_016966391.1|DBIA
OG0004942	LOC119647421|XP_037904244.1|HILL	LOC108028412|XP_016955718.1|DBIA
OG0004943	LOC119647942|XP_037905232.1|HILL	LOC108035231|XP_016966250.1|DBIA
OG0004944	LOC119649877|XP_037908181.1|HILL	LOC108034845|XP_016965465.1|DBIA
OG0004945	LOC119648933|XP_037906774.1|HILL	LOC108030402|XP_016958776.1|DBIA
OG0004946	LOC119647536|XP_037904451.1|HILL	LOC108030866|XP_016959502.1|DBIA
OG0004947	LOC119649183|XP_037907137.1|HILL	LOC108035468|XP_016966605.1|DBIA
OG0004948	LOC119649411|XP_037907476.1|HILL	LOC108034769|XP_016965204.1|DBIA
OG0004949	LOC119649719|XP_037907929.1|HILL	LOC108034941|XP_016965709.1|DBIA
OG0004950	LOC119649711|XP_037907912.1|HILL	LOC108029633|XP_016957524.1|DBIA
OG0004951	LOC119650718|XP_037909659.1|HILL	LOC108024666|XP_016950223.1|DBIA
OG0004952	LOC119648124|XP_037905574.1|HILL	LOC108035391|XP_016966492.1|DBIA
OG0004953	LOC119647618|XP_037904588.1|HILL	LOC108035518|XP_016966669.1|DBIA
OG0004954	LOC119647615|XP_037904582.1|HILL	LOC108035624|XP_016966805.1|DBIA
