Orthogroup	HILL.longest_only	DNOV.longest_only
OG0004201	LOC119658971|XP_037922777.1|HILL, LOC119648022|XP_037905362.1|HILL	LOC115761230|XP_030558782.1|DNOV
OG0004202	LOC119660209|XP_037924571.1|HILL	LOC115771877|XP_030573621.1|DNOV
OG0004203	LOC119659667|XP_037923816.1|HILL	LOC115770697|XP_030571953.1|DNOV
OG0004204	LOC119650035|XP_037908443.1|HILL	LOC115771398|XP_030572947.1|DNOV
OG0004205	LOC119647653|XP_037904650.1|HILL	LOC115770469|XP_030571607.1|DNOV
OG0004206	LOC119659890|XP_037924140.1|HILL	LOC115763710|XP_030562264.1|DNOV
OG0004207	LOC119660237|XP_037924615.1|HILL	LOC115763712|XP_030562265.1|DNOV
OG0004208	LOC119658849|XP_037922527.1|HILL	LOC115767888|XP_030568114.1|DNOV
OG0004209	LOC119652466|XP_037912560.1|HILL	LOC115761960|XP_030559859.1|DNOV
OG0004210	LOC119651184|XP_037910549.1|HILL	LOC115764138|XP_030562872.1|DNOV
OG0004211	LOC119661652|XP_037927012.1|HILL	LOC115758486|XP_030555024.1|DNOV
OG0004212	LOC119658733|XP_037922326.1|HILL	LOC115770694|XP_030571947.1|DNOV
OG0004213	LOC119659520|XP_037923583.1|HILL	LOC115770662|XP_030571889.1|DNOV
OG0004214	LOC119653754|XP_037914612.1|HILL	LOC115765261|XP_030564605.1|DNOV
OG0004215	LOC119646479|XP_037902860.1|HILL	LOC115757835|XP_030554127.1|DNOV
OG0004216	LOC119648671|XP_037906387.1|HILL	LOC115770331|XP_030571429.1|DNOV
OG0004217	LOC119648687|XP_037906413.1|HILL	LOC115769789|XP_030570616.1|DNOV
OG0004218	LOC119659799|XP_037923999.1|HILL	LOC115770780|XP_030572060.1|DNOV
OG0004219	LOC119659130|XP_037922983.1|HILL	LOC115759553|XP_030556375.1|DNOV
OG0004220	LOC119658911|XP_037922649.1|HILL	LOC115770825|XP_030572107.1|DNOV
OG0004221	LOC119659758|XP_037923947.1|HILL	LOC115770924|XP_030572242.1|DNOV
OG0004222	LOC119659442|XP_037923454.1|HILL	LOC115770907|XP_030572210.1|DNOV
OG0004223	LOC119659173|XP_037923057.1|HILL	LOC115761949|XP_030559846.1|DNOV
OG0004224	LOC119660602|XP_037925210.1|HILL	LOC115759401|XP_030556147.1|DNOV
OG0004225	LOC119649836|XP_037908108.1|HILL	LOC115767865|XP_030568084.1|DNOV
OG0004226	LOC119658774|XP_037922399.1|HILL	LOC115770643|XP_030571862.1|DNOV
OG0004227	LOC119660512|XP_037925055.1|HILL	LOC115770856|XP_030572153.1|DNOV
OG0004228	LOC119659591|XP_037923678.1|HILL	LOC115770732|XP_030571997.1|DNOV
OG0004229	LOC119654308|XP_037915556.1|HILL	LOC115767446|XP_030567603.1|DNOV
OG0004230	LOC119653500|XP_037914064.1|HILL	LOC115766469|XP_030566271.1|DNOV
OG0004231	LOC119649186|XP_037907141.1|HILL	LOC115762773|XP_030560983.1|DNOV
OG0004232	LOC119647677|XP_037904682.1|HILL	LOC115762777|XP_030560986.1|DNOV
OG0004233	LOC119647673|XP_037904679.1|HILL	LOC115762776|XP_030560985.1|DNOV
OG0004234	LOC119648081|XP_037905495.1|HILL	LOC115762902|XP_030561138.1|DNOV
OG0004235	LOC119657778|XP_037920774.1|HILL	LOC115764316|XP_030563115.1|DNOV
OG0004236	LOC119659786|XP_037923982.1|HILL	LOC115764727|XP_030563796.1|DNOV
OG0004237	LOC119660046|XP_037924352.1|HILL	LOC115761511|XP_030559140.1|DNOV
OG0004238	LOC119659899|XP_037924151.1|HILL	LOC115765775|XP_030565307.1|DNOV
OG0004239	LOC119659024|XP_037922845.1|HILL	LOC115770684|XP_030571930.1|DNOV
OG0004240	LOC119659370|XP_037923353.1|HILL	LOC115763649|XP_030562176.1|DNOV
OG0004241	LOC119659639|XP_037923767.1|HILL	LOC115770847|XP_030572142.1|DNOV
OG0004242	LOC119660447|XP_037924928.1|HILL	LOC115766125|XP_030565807.1|DNOV
OG0004243	LOC119648851|XP_037906656.1|HILL	LOC115771180|XP_030572625.1|DNOV
OG0004244	LOC119652857|XP_037913141.1|HILL	LOC115765680|XP_030565199.1|DNOV
OG0004245	LOC119655080|XP_037916707.1|HILL	LOC115769865|XP_030570723.1|DNOV
OG0004246	LOC119661028|XP_037926113.1|HILL	LOC115766411|XP_030566194.1|DNOV
OG0004247	LOC119653705|XP_037914516.1|HILL	LOC115767992|XP_030568254.1|DNOV
OG0004248	LOC119659796|XP_037923995.1|HILL	LOC115757904|XP_030554214.1|DNOV
OG0004249	LOC119661036|XP_037926133.1|HILL	LOC115768093|XP_030568437.1|DNOV
OG0004250	LOC119657215|XP_037919954.1|HILL	LOC115763505|XP_030561962.1|DNOV
OG0004251	LOC119655183|XP_037916868.1|HILL	LOC115766420|XP_030566202.1|DNOV
OG0004252	LOC119654644|XP_037916049.1|HILL	LOC115766227|XP_030565946.1|DNOV
OG0004253	LOC119659554|XP_037923631.1|HILL	LOC115759647|XP_030556496.1|DNOV
OG0004254	LOC119656038|XP_037918234.1|HILL	LOC115768316|XP_030568725.1|DNOV
OG0004255	LOC119656252|XP_037918595.1|HILL, LOC119656251|XP_037918594.1|HILL	LOC115759218|XP_030555970.1|DNOV
OG0004256	LOC119653794|XP_037914728.1|HILL	LOC115766542|XP_030566371.1|DNOV
OG0004257	LOC119651445|XP_037910977.1|HILL	LOC115761179|XP_030558702.1|DNOV
OG0004258	LOC119660400|XP_037924863.1|HILL	LOC115766101|XP_030565776.1|DNOV
OG0004259	LOC119655112|XP_037916762.1|HILL	LOC115766561|XP_030566399.1|DNOV
OG0004260	LOC119659140|XP_037923002.1|HILL	LOC115765791|XP_030565336.1|DNOV
OG0004261	LOC119660449|XP_037924936.1|HILL	LOC115759665|XP_030556522.1|DNOV
OG0004262	LOC119660282|XP_037924680.1|HILL	LOC115770911|XP_030572216.1|DNOV
OG0004263	LOC119659380|XP_037923369.1|HILL	LOC115759482|XP_030556276.1|DNOV
OG0004264	LOC119658852|XP_037922532.1|HILL	LOC115764620|XP_030563642.1|DNOV
OG0004265	LOC119659903|XP_037924156.1|HILL	LOC115761601|XP_030559262.1|DNOV
OG0004266	LOC119660370|XP_037924814.1|HILL	LOC115770954|XP_030572282.1|DNOV
OG0004267	LOC119659196|XP_037923086.1|HILL	LOC115770710|XP_030571967.1|DNOV
OG0004268	LOC119654675|XP_037916100.1|HILL	LOC115758271|XP_030554694.1|DNOV
OG0004269	LOC119653578|XP_037914249.1|HILL	LOC115757793|XP_030554066.1|DNOV
OG0004270	LOC119653895|XP_037914953.1|HILL	LOC115764639|XP_030563671.1|DNOV
OG0004271	LOC119656293|XP_037918657.1|HILL	LOC115761574|XP_030559224.1|DNOV
OG0004272	LOC119660295|XP_037924695.1|HILL	LOC115770632|XP_030571838.1|DNOV
OG0004273	LOC119658805|XP_037922455.1|HILL	LOC115771759|XP_030573469.1|DNOV
OG0004275	LOC119655008|XP_037916603.1|HILL	LOC115765319|XP_030564679.1|DNOV
OG0004276	LOC119655466|XP_037917296.1|HILL	LOC115769642|XP_030570416.1|DNOV
OG0004277	LOC119648306|XP_037905900.1|HILL	LOC115769733|XP_030570532.1|DNOV
OG0004278	LOC119654854|XP_037916363.1|HILL	LOC115767585|XP_030567731.1|DNOV
OG0004279	LOC119661714|XP_037927096.1|HILL	LOC115765895|XP_030565498.1|DNOV
OG0004280	LOC119646808|XP_037903328.1|HILL	LOC115768625|XP_030569149.1|DNOV
OG0004281	LOC119654973|XP_037916561.1|HILL	LOC115757985|XP_030554333.1|DNOV
OG0004282	LOC119655997|XP_037918164.1|HILL	LOC115760669|XP_030557999.1|DNOV
OG0004283	LOC119653926|XP_037915015.1|HILL	LOC115760680|XP_030558010.1|DNOV
OG0004284	LOC119648937|XP_037906778.1|HILL	LOC115765962|XP_030565575.1|DNOV
OG0004285	LOC119659960|XP_037924243.1|HILL	LOC115761364|XP_030558972.1|DNOV
OG0004286	LOC119649230|XP_037907218.1|HILL	LOC115765972|XP_030565590.1|DNOV
OG0004287	LOC119647785|XP_037904895.1|HILL	LOC115767765|XP_030567950.1|DNOV
OG0004288	LOC119649647|XP_037907830.1|HILL	LOC115765954|XP_030565566.1|DNOV
OG0004289	LOC119648011|XP_037905339.1|HILL	LOC115770010|XP_030570919.1|DNOV
OG0004290	LOC119654671|XP_037916093.1|HILL	LOC115760827|XP_030558211.1|DNOV
OG0004291	LOC119654426|XP_037915745.1|HILL	LOC115757812|XP_030554098.1|DNOV
OG0004292	LOC119647422|XP_037904247.1|HILL	LOC115770993|XP_030572346.1|DNOV
OG0004293	LOC119649907|XP_037908233.1|HILL	LOC115771410|XP_030572971.1|DNOV
OG0004294	LOC119647651|XP_037904640.1|HILL	LOC115770467|XP_030571603.1|DNOV
OG0004295	LOC119649160|XP_037907096.1|HILL	LOC115770093|XP_030571059.1|DNOV
OG0004296	LOC119649172|XP_037907128.1|HILL	LOC115770108|XP_030571085.1|DNOV
OG0004297	LOC119655794|XP_037917816.1|HILL	LOC115758104|XP_030554487.1|DNOV
OG0004298	LOC119655565|XP_037917425.1|HILL	LOC115771706|XP_030573389.1|DNOV
OG0004299	LOC119653756|XP_037914615.1|HILL	LOC115758114|XP_030554504.1|DNOV
OG0004300	LOC119654536|XP_037915906.1|HILL	LOC115757843|XP_030554137.1|DNOV
OG0004301	LOC119649828|XP_037908096.1|HILL	LOC115770987|XP_030572338.1|DNOV
OG0004302	LOC119655496|XP_037917326.1|HILL	LOC115767497|XP_030567666.1|DNOV
OG0004303	LOC119656294|XP_037918658.1|HILL	LOC115758167|XP_030554568.1|DNOV
OG0004304	LOC119656295|XP_037918659.1|HILL	LOC115767433|XP_030567585.1|DNOV
OG0004305	LOC119653569|XP_037914214.1|HILL	LOC115764547|XP_030563522.1|DNOV
OG0004306	LOC119654904|XP_037916460.1|HILL	LOC115757821|XP_030554105.1|DNOV
OG0004307	LOC119655237|XP_037916951.1|HILL	LOC115758191|XP_030554594.1|DNOV, LOC115758110|XP_030554494.1|DNOV
OG0004308	LOC119653501|XP_037914079.1|HILL	LOC115764809|XP_030563920.1|DNOV
OG0004309	LOC119654353|XP_037915625.1|HILL	LOC115770981|XP_030572311.1|DNOV
OG0004310	LOC119656274|XP_037918625.1|HILL	LOC115764498|XP_030563446.1|DNOV
OG0004311	LOC119650175|XP_037908657.1|HILL	LOC115770070|XP_030571030.1|DNOV
OG0004312	LOC119654288|XP_037915504.1|HILL	LOC115757905|XP_030554215.1|DNOV
OG0004313	LOC119654876|XP_037916405.1|HILL	LOC115767437|XP_030567591.1|DNOV
OG0004314	LOC119656314|XP_037918689.1|HILL	LOC115766515|XP_030566338.1|DNOV
OG0004315	LOC119654553|XP_037915928.1|HILL	LOC115758020|XP_030554384.1|DNOV
OG0004316	LOC119654211|XP_037915351.1|HILL	LOC115763988|XP_030562665.1|DNOV
OG0004317	LOC119656094|XP_037918332.1|HILL	LOC115757988|XP_030554338.1|DNOV
OG0004318	LOC119656006|XP_037918176.1|HILL	LOC115757796|XP_030554070.1|DNOV
OG0004319	LOC119655199|XP_037916899.1|HILL	LOC115764529|XP_030563487.1|DNOV
OG0004320	LOC119654632|XP_037916032.1|HILL	LOC115761190|XP_030558721.1|DNOV
OG0004321	LOC119648355|XP_037905996.1|HILL	LOC115763516|XP_030561977.1|DNOV
OG0004322	LOC119652853|XP_037913133.1|HILL	LOC115761277|XP_030558854.1|DNOV
OG0004323	LOC119655266|XP_037916996.1|HILL	LOC115765834|XP_030565418.1|DNOV
OG0004324	LOC119655268|XP_037917009.1|HILL	LOC115765945|XP_030565551.1|DNOV
OG0004325	LOC119654736|XP_037916195.1|HILL	LOC115758118|XP_030554534.1|DNOV
OG0004326	LOC119655775|XP_037917761.1|HILL	LOC115758117|XP_030554533.1|DNOV
OG0004327	LOC119654927|XP_037916506.1|HILL	LOC115767787|XP_030567975.1|DNOV, LOC115768496|XP_030568942.1|DNOV
OG0004328	LOC119654341|XP_037915609.1|HILL	LOC115760558|XP_030557824.1|DNOV
OG0004329	LOC119646523|XP_037902914.1|HILL	LOC115761055|XP_030558535.1|DNOV
OG0004330	LOC119648859|XP_037906671.1|HILL	LOC115765563|XP_030565069.1|DNOV
OG0004331	LOC119655107|XP_037916757.1|HILL	LOC115763238|XP_030561578.1|DNOV
OG0004332	LOC119657052|XP_037919737.1|HILL	LOC115759863|XP_030556830.1|DNOV
OG0004333	LOC119653901|XP_037914965.1|HILL	LOC115760325|XP_030557470.1|DNOV
OG0004334	LOC119655336|XP_037917108.1|HILL	LOC115759080|XP_030555772.1|DNOV
OG0004335	LOC119654695|XP_037916136.1|HILL	LOC115760352|XP_030557505.1|DNOV
OG0004336	LOC119656001|XP_037918167.1|HILL	LOC115761832|XP_030559640.1|DNOV
OG0004337	LOC119654539|XP_037915912.1|HILL	LOC115758327|XP_030554756.1|DNOV
OG0004338	LOC119655176|XP_037916856.1|HILL	LOC115769606|XP_030570359.1|DNOV
OG0004339	LOC119654986|XP_037916576.1|HILL	LOC115757979|XP_030554324.1|DNOV
OG0004340	LOC119654985|XP_037916575.1|HILL	LOC115757968|XP_030554312.1|DNOV
OG0004341	LOC119655770|XP_037917753.1|HILL	LOC115766576|XP_030566421.1|DNOV
OG0004342	LOC119656152|XP_037918415.1|HILL	LOC115764523|XP_030563481.1|DNOV
OG0004343	LOC119653798|XP_037914740.1|HILL	LOC115764497|XP_030563444.1|DNOV
OG0004344	LOC119655727|XP_037917692.1|HILL	LOC115764570|XP_030563559.1|DNOV
OG0004345	LOC119654325|XP_037915581.1|HILL	LOC115758960|XP_030555622.1|DNOV
OG0004346	LOC119653859|XP_037914843.1|HILL	LOC115758019|XP_030554382.1|DNOV
OG0004347	LOC119655267|XP_037917006.1|HILL	LOC115758016|XP_030554375.1|DNOV
OG0004348	LOC119656013|XP_037918190.1|HILL	LOC115758032|XP_030554405.1|DNOV
OG0004349	LOC119655212|XP_037916914.1|HILL	LOC115771306|XP_030572809.1|DNOV
OG0004351	LOC119653764|XP_037914674.1|HILL	LOC115757807|XP_030554084.1|DNOV
OG0004352	LOC119660556|XP_037925124.1|HILL	LOC115764005|XP_030562685.1|DNOV
OG0004353	LOC119658893|XP_037922624.1|HILL	LOC115765054|XP_030564288.1|DNOV, LOC115765052|XP_030564286.1|DNOV
OG0004354	LOC119658894|XP_037922625.1|HILL	LOC115765048|XP_030564282.1|DNOV
OG0004355	LOC119647773|XP_037904881.1|HILL	LOC115764690|XP_030563741.1|DNOV
OG0004356	LOC119654845|XP_037916352.1|HILL	LOC115758220|XP_030554630.1|DNOV
OG0004357	LOC119655644|XP_037917551.1|HILL	LOC115759190|XP_030555930.1|DNOV
OG0004358	LOC119654941|XP_037916522.1|HILL	LOC115758034|XP_030554404.1|DNOV
OG0004359	LOC119654255|XP_037915434.1|HILL	LOC115764470|XP_030563372.1|DNOV
OG0004360	LOC119650254|XP_037908774.1|HILL	LOC115771516|XP_030573111.1|DNOV
OG0004361	LOC119658859|XP_037922540.1|HILL	LOC115765774|XP_030565305.1|DNOV
OG0004362	LOC119654367|XP_037915640.1|HILL	LOC115769530|XP_030570232.1|DNOV
OG0004363	LOC119653713|XP_037914522.1|HILL	LOC115767570|XP_030567716.1|DNOV
OG0004364	LOC119654391|XP_037915693.1|HILL	LOC115758202|XP_030554609.1|DNOV
OG0004365	LOC119655039|XP_037916645.1|HILL	LOC115762966|XP_030561242.1|DNOV
OG0004366	LOC119649159|XP_037907099.1|HILL	LOC115765896|XP_030565499.1|DNOV
OG0004367	LOC119647668|XP_037904673.1|HILL	LOC115771425|XP_030572987.1|DNOV
OG0004368	LOC119650091|XP_037908534.1|HILL	LOC115771456|XP_030573031.1|DNOV
OG0004369	LOC119656327|XP_037918717.1|HILL	LOC115757982|XP_030554331.1|DNOV
OG0004370	LOC119653925|XP_037915012.1|HILL	LOC115759784|XP_030556719.1|DNOV
OG0004371	LOC119654595|XP_037915992.1|HILL	LOC115771313|XP_030572827.1|DNOV
OG0004372	LOC119656004|XP_037918172.1|HILL	LOC115758076|XP_030554450.1|DNOV
OG0004373	LOC119654003|XP_037915093.1|HILL	LOC115767475|XP_030567640.1|DNOV
OG0004374	LOC119656194|XP_037918476.1|HILL	LOC115760793|XP_030558152.1|DNOV
OG0004375	LOC119649351|XP_037907386.1|HILL	LOC115762786|XP_030560998.1|DNOV
OG0004376	LOC119649141|XP_037907077.1|HILL	LOC115770080|XP_030571046.1|DNOV
OG0004377	LOC119658643|XP_037922107.1|HILL	LOC115769388|XP_030570043.1|DNOV
OG0004378	LOC119655153|XP_037916819.1|HILL	LOC115762853|XP_030561092.1|DNOV
OG0004379	LOC119654502|XP_037915863.1|HILL	LOC115770762|XP_030572072.1|DNOV
OG0004380	LOC119655712|XP_037917673.1|HILL	LOC115764484|XP_030563430.1|DNOV
OG0004381	LOC119658661|XP_037922142.1|HILL	LOC115764924|XP_030564090.1|DNOV
OG0004382	LOC119654627|XP_037916027.1|HILL	LOC115757817|XP_030554100.1|DNOV
OG0004383	LOC119655686|XP_037917617.1|HILL	LOC115764580|XP_030563588.1|DNOV
OG0004384	LOC119655157|XP_037916832.1|HILL	LOC115764582|XP_030563590.1|DNOV
OG0004385	LOC119655463|XP_037917291.1|HILL	LOC115758211|XP_030554621.1|DNOV
OG0004386	LOC119655049|XP_037916664.1|HILL	LOC115757854|XP_030554150.1|DNOV
OG0004387	LOC119650374|XP_037909037.1|HILL	LOC115771391|XP_030572937.1|DNOV
OG0004388	LOC119655984|XP_037918149.1|HILL	LOC115757887|XP_030554190.1|DNOV
OG0004389	LOC119654780|XP_037916252.1|HILL	LOC115769987|XP_030570914.1|DNOV
OG0004390	LOC119648992|XP_037906846.1|HILL	LOC115769718|XP_030570506.1|DNOV, LOC115771304|XP_030572801.1|DNOV
OG0004391	LOC119649329|XP_037907362.1|HILL	LOC115767482|XP_030567646.1|DNOV
OG0004392	LOC119647445|XP_037904296.1|HILL	LOC115771494|XP_030573078.1|DNOV
OG0004393	LOC119660021|XP_037924357.1|HILL	LOC115758541|XP_030555136.1|DNOV
OG0004394	LOC119646787|XP_037903297.1|HILL	LOC115760821|XP_030558200.1|DNOV
OG0004395	LOC119656103|XP_037918343.1|HILL	LOC115757930|XP_030554256.1|DNOV
OG0004396	LOC119655636|XP_037917537.1|HILL	LOC115758030|XP_030554399.1|DNOV
OG0004397	LOC119655533|XP_037917375.1|HILL	LOC115758103|XP_030554490.1|DNOV
OG0004398	LOC119653800|XP_037914743.1|HILL	LOC115758014|XP_030554373.1|DNOV
OG0004399	LOC119654844|XP_037916351.1|HILL	LOC115761091|XP_030558573.1|DNOV
OG0004400	LOC119655957|XP_037918101.1|HILL, LOC119655510|XP_037917344.1|HILL	LOC115759464|XP_030556258.1|DNOV
OG0004401	LOC119655707|XP_037917653.1|HILL	LOC115758232|XP_030554644.1|DNOV
OG0004402	LOC119655323|XP_037917090.1|HILL	LOC115758499|XP_030555046.1|DNOV
OG0004403	LOC119655721|XP_037917682.1|HILL	LOC115769593|XP_030570379.1|DNOV
OG0004404	LOC119656253|XP_037918597.1|HILL	LOC115767457|XP_030567618.1|DNOV
OG0004405	LOC119649563|XP_037907687.1|HILL	LOC115770402|XP_030571520.1|DNOV
OG0004406	LOC119651958|XP_037911742.1|HILL, LOC119648661|XP_037906368.1|HILL	LOC115770016|XP_030570928.1|DNOV
OG0004407	LOC119655023|XP_037916626.1|HILL	LOC115764584|XP_030563593.1|DNOV
OG0004408	LOC119648240|XP_037905796.1|HILL	LOC115771529|XP_030573126.1|DNOV
OG0004409	LOC119661037|XP_037926134.1|HILL	LOC115766740|XP_030566565.1|DNOV
OG0004410	LOC119654218|XP_037915359.1|HILL	LOC115767417|XP_030567553.1|DNOV
OG0004411	LOC119654624|XP_037916024.1|HILL	LOC115771584|XP_030573204.1|DNOV
OG0004412	LOC119655450|XP_037917276.1|HILL	LOC115771583|XP_030573203.1|DNOV
OG0004413	LOC119654439|XP_037915766.1|HILL	LOC115760559|XP_030557828.1|DNOV
OG0004414	LOC119653520|XP_037914116.1|HILL	LOC115758040|XP_030554417.1|DNOV
OG0004415	LOC119654312|XP_037915563.1|HILL	LOC115767959|XP_030568253.1|DNOV
OG0004416	LOC119653589|XP_037914267.1|HILL	LOC115760967|XP_030558425.1|DNOV
OG0004417	LOC119652493|XP_037912604.1|HILL	LOC115761888|XP_030559751.1|DNOV
OG0004418	LOC119655953|XP_037918085.1|HILL	LOC115758031|XP_030554401.1|DNOV
OG0004419	LOC119654306|XP_037915553.1|HILL	LOC115764444|XP_030563314.1|DNOV
OG0004420	LOC119652373|XP_037912398.1|HILL	LOC115764488|XP_030563436.1|DNOV
OG0004421	LOC119647886|XP_037905108.1|HILL	LOC115769847|XP_030570685.1|DNOV
OG0004422	LOC119650068|XP_037908493.1|HILL	LOC115769921|XP_030570806.1|DNOV
OG0004423	LOC119655174|XP_037916852.1|HILL	LOC115758214|XP_030554626.1|DNOV
OG0004424	LOC119656178|XP_037918452.1|HILL	LOC115757900|XP_030554206.1|DNOV
OG0004425	LOC119648281|XP_037905864.1|HILL	LOC115770060|XP_030571015.1|DNOV
OG0004426	LOC119648186|XP_037905700.1|HILL	LOC115770222|XP_030571283.1|DNOV
OG0004427	LOC119648116|XP_037905566.1|HILL	LOC115770304|XP_030571399.1|DNOV
OG0004428	LOC119658301|XP_037921529.1|HILL	LOC115761594|XP_030559249.1|DNOV
OG0004429	LOC119661731|XP_037927126.1|HILL	LOC115765938|XP_030565544.1|DNOV
OG0004430	LOC119647862|XP_037905059.1|HILL	LOC115771569|XP_030573182.1|DNOV
OG0004431	LOC119650600|XP_037909385.1|HILL	LOC115761525|XP_030559156.1|DNOV
OG0004432	LOC119653188|XP_037913672.1|HILL	LOC115761524|XP_030559155.1|DNOV
OG0004433	LOC119649740|XP_037907950.1|HILL	LOC115769072|XP_030569645.1|DNOV
OG0004434	LOC119655017|XP_037916617.1|HILL	LOC115758012|XP_030554369.1|DNOV
OG0004435	LOC119655970|XP_037918131.1|HILL	LOC115767455|XP_030567616.1|DNOV
OG0004436	LOC119653565|XP_037914207.1|HILL, LOC119653566|XP_037914208.1|HILL	LOC115764508|XP_030563462.1|DNOV
OG0004437	LOC119654938|XP_037916519.1|HILL	LOC115764446|XP_030563316.1|DNOV
OG0004438	LOC119653878|XP_037914922.1|HILL	LOC115757811|XP_030554094.1|DNOV
OG0004439	LOC119653856|XP_037914835.1|HILL	LOC115758006|XP_030554363.1|DNOV
OG0004440	LOC119654326|XP_037915582.1|HILL	LOC115767467|XP_030567632.1|DNOV
OG0004441	LOC119654459|XP_037915799.1|HILL	LOC115760313|XP_030557460.1|DNOV
OG0004442	LOC119660804|XP_037925564.1|HILL	LOC115757889|XP_030554194.1|DNOV
OG0004443	LOC119653494|XP_037914057.1|HILL	LOC115771256|XP_030572727.1|DNOV
OG0004444	LOC119660801|XP_037925558.1|HILL, LOC119655720|XP_037917680.1|HILL	LOC115764593|XP_030563605.1|DNOV
OG0004445	LOC119654885|XP_037916425.1|HILL	LOC115760485|XP_030557693.1|DNOV
OG0004446	LOC119652750|XP_037912977.1|HILL	LOC115765028|XP_030564251.1|DNOV
OG0004447	LOC119649981|XP_037908350.1|HILL	LOC115764926|XP_030564096.1|DNOV
OG0004448	LOC119660583|XP_037925166.1|HILL	LOC115768659|XP_030569228.1|DNOV
OG0004449	LOC119647804|XP_037904947.1|HILL	LOC115767940|XP_030568177.1|DNOV
OG0004450	LOC119654334|XP_037915594.1|HILL	LOC115757962|XP_030554302.1|DNOV
OG0004451	LOC119654689|XP_037916127.1|HILL, LOC119654688|XP_037916126.1|HILL	LOC115757933|XP_030554261.1|DNOV
OG0004452	LOC119655369|XP_037917161.1|HILL	LOC115767418|XP_030567554.1|DNOV
OG0004453	LOC119660879|XP_037925722.1|HILL	LOC115757878|XP_030554178.1|DNOV
OG0004454	LOC119658677|XP_037922167.1|HILL	LOC115761882|XP_030559744.1|DNOV
OG0004455	LOC119649522|XP_037907634.1|HILL	LOC115766619|XP_030566473.1|DNOV
OG0004456	LOC119649345|XP_037907381.1|HILL	LOC115768175|XP_030568537.1|DNOV
OG0004457	LOC119649145|XP_037907084.1|HILL	LOC115768502|XP_030568951.1|DNOV
OG0004458	LOC119648170|XP_037905677.1|HILL	LOC115768301|XP_030568709.1|DNOV
OG0004459	LOC119648066|XP_037905466.1|HILL	LOC115770553|XP_030571725.1|DNOV
OG0004460	LOC119648485|XP_037906178.1|HILL	LOC115771099|XP_030572518.1|DNOV
OG0004461	LOC119649849|XP_037908134.1|HILL	LOC115770457|XP_030571595.1|DNOV
OG0004462	LOC119648019|XP_037905356.1|HILL	LOC115771586|XP_030573209.1|DNOV
OG0004463	LOC119647621|XP_037904592.1|HILL	LOC115771403|XP_030572959.1|DNOV
OG0004464	LOC119648065|XP_037905462.1|HILL	LOC115770320|XP_030571417.1|DNOV
OG0004465	LOC119649308|XP_037907334.1|HILL	LOC115760158|XP_030557230.1|DNOV
OG0004466	LOC119650058|XP_037908476.1|HILL	LOC115771395|XP_030572941.1|DNOV
OG0004467	LOC119649532|XP_037907647.1|HILL	LOC115770083|XP_030571053.1|DNOV
OG0004468	LOC119649956|XP_037908320.1|HILL	LOC115770079|XP_030571045.1|DNOV
OG0004469	LOC119650421|XP_037909155.1|HILL	LOC115769848|XP_030570689.1|DNOV
OG0004470	LOC119648034|XP_037905388.1|HILL	LOC115758493|XP_030555034.1|DNOV
OG0004471	LOC119647538|XP_037904454.1|HILL	LOC115761271|XP_030558844.1|DNOV
OG0004472	LOC119654230|XP_037915381.1|HILL	LOC115758248|XP_030554663.1|DNOV
OG0004473	LOC119654102|XP_037915194.1|HILL	LOC115758039|XP_030554413.1|DNOV
OG0004474	LOC119655915|XP_037918008.1|HILL	LOC115758037|XP_030554411.1|DNOV
OG0004475	LOC119654538|XP_037915911.1|HILL	LOC115767474|XP_030567639.1|DNOV
OG0004477	LOC119655687|XP_037917619.1|HILL	LOC115757983|XP_030554332.1|DNOV
OG0004478	LOC119656182|XP_037918460.1|HILL	LOC115757955|XP_030554290.1|DNOV
OG0004479	LOC119651321|XP_037910782.1|HILL	LOC115762523|XP_030560647.1|DNOV
OG0004480	LOC119657801|XP_037920825.1|HILL	LOC115765414|XP_030564819.1|DNOV
OG0004481	LOC119655521|XP_037917363.1|HILL	LOC115766052|XP_030565735.1|DNOV
OG0004482	LOC119657731|XP_037920701.1|HILL	LOC115771671|XP_030573346.1|DNOV
OG0004483	LOC119655882|XP_037917946.1|HILL	LOC115771975|XP_030573758.1|DNOV
OG0004484	LOC119660016|XP_037924322.1|HILL	LOC115764777|XP_030563876.1|DNOV
OG0004485	LOC119656247|XP_037918590.1|HILL, LOC119656246|XP_037918588.1|HILL	LOC115767000|XP_030566982.1|DNOV
OG0004486	LOC119654926|XP_037916505.1|HILL	LOC115767495|XP_030567663.1|DNOV
OG0004487	LOC119647634|XP_037904622.1|HILL	LOC115769361|XP_030570004.1|DNOV
OG0004490	LOC119659326|XP_037923293.1|HILL, LOC119661438|XP_037926712.1|HILL	LOC115762462|XP_030560530.1|DNOV
OG0004491	LOC119650915|XP_037910068.1|HILL, LOC119650900|XP_037910008.1|HILL, LOC119650901|XP_037910009.1|HILL	LOC115759339|XP_030556118.1|DNOV
OG0004492	LOC119650377|XP_037909042.1|HILL	LOC115767231|XP_030567290.1|DNOV, LOC115770011|XP_030570921.1|DNOV
OG0004494	LOC119660236|XP_037924613.1|HILL	LOC115763639|XP_030562129.1|DNOV, LOC115763832|XP_030562451.1|DNOV
