Orthogroup	HILL.longest_only	DFIC.longest_only
OG0005166	LOC119649889|XP_037908207.1|HILL	LOC108090148|XP_017044193.1|DFIC
OG0005167	LOC119648190|XP_037905708.1|HILL	LOC108090155|XP_017044201.1|DFIC
OG0005168	LOC119648188|XP_037905705.1|HILL	LOC108099819|XP_017058937.1|DFIC
OG0005169	LOC119650352|XP_037908962.1|HILL	LOC108100573|XP_017060040.1|DFIC
OG0005170	LOC119650350|XP_037908952.1|HILL	LOC108100623|XP_017060110.1|DFIC
OG0005171	LOC119650351|XP_037908961.1|HILL	LOC108100179|XP_017059437.1|DFIC
OG0005172	LOC119646374|XP_037902738.1|HILL	LOC108087852|XP_017040921.1|DFIC
OG0005173	LOC119653388|XP_037913866.1|HILL	LOC108094278|XP_017050260.1|DFIC
OG0005174	LOC119646194|XP_037902506.1|HILL	LOC108087753|XP_017040770.1|DFIC
OG0005175	LOC119661164|XP_037926308.1|HILL	LOC108087690|XP_017040686.1|DFIC
OG0005176	LOC119646505|XP_037902888.1|HILL	LOC108087866|XP_017040939.1|DFIC
OG0005178	LOC119650206|XP_037908700.1|HILL	LOC108089066|XP_017042664.1|DFIC
OG0005179	LOC119648924|XP_037906758.1|HILL	LOC108088976|XP_017042507.1|DFIC
OG0005180	LOC119650168|XP_037908645.1|HILL	LOC108100258|XP_017059523.1|DFIC
OG0005181	LOC119656687|XP_037919102.1|HILL	LOC108097780|XP_017055797.1|DFIC
OG0005182	LOC119655150|XP_037916820.1|HILL	LOC108090497|XP_017044699.1|DFIC
OG0005183	LOC119646928|XP_037903537.1|HILL	LOC108096671|XP_017053937.1|DFIC
OG0005184	LOC119653678|XP_037914453.1|HILL	LOC108096680|XP_017053969.1|DFIC
OG0005185	LOC119657803|XP_037920830.1|HILL	LOC108090266|XP_017044363.1|DFIC
OG0005186	LOC119646988|XP_037903627.1|HILL	LOC108086442|XP_017038845.1|DFIC
OG0005187	LOC119653915|XP_037915003.1|HILL	LOC108094275|XP_017050237.1|DFIC
OG0005188	LOC119661106|XP_037926230.1|HILL	LOC108096862|XP_017054276.1|DFIC
OG0005189	LOC119655045|XP_037916659.1|HILL	LOC108094245|XP_017050196.1|DFIC
OG0005190	LOC119650183|XP_037908666.1|HILL	LOC108096460|XP_017053556.1|DFIC
OG0005191	LOC119660199|XP_037924553.1|HILL	LOC108102260|XP_017062503.1|DFIC
OG0005192	LOC119646646|XP_037903088.1|HILL	LOC108093907|XP_017049760.1|DFIC
OG0005193	LOC119647004|XP_037903658.1|HILL	LOC108090418|XP_017044564.1|DFIC
OG0005194	LOC119660459|XP_037924948.1|HILL	LOC108094863|XP_017051172.1|DFIC
OG0005195	LOC119660216|XP_037924579.1|HILL	LOC108093633|XP_017049280.1|DFIC
OG0005196	LOC119654299|XP_037915534.1|HILL	LOC108100712|XP_017060232.1|DFIC
OG0005197	LOC119660113|XP_037924431.1|HILL	LOC108090887|XP_017045278.1|DFIC
OG0005198	LOC119649291|XP_037907313.1|HILL	LOC108089524|XP_017043343.1|DFIC
OG0005199	LOC119646818|XP_037903360.1|HILL	LOC108101871|XP_017061896.1|DFIC
OG0005200	LOC119648767|XP_037906527.1|HILL	LOC108093780|XP_017049544.1|DFIC
OG0005201	LOC119647231|XP_037904008.1|HILL	LOC108090713|XP_017044999.1|DFIC
OG0005202	LOC119659373|XP_037923357.1|HILL	LOC108101578|XP_017061479.1|DFIC
OG0005203	LOC119647771|XP_037904877.1|HILL	LOC108101541|XP_017061414.1|DFIC
OG0005204	LOC119652377|XP_037912402.1|HILL	LOC108088163|XP_017041318.1|DFIC
OG0005205	LOC119651667|XP_037911288.1|HILL	LOC108092430|XP_017047499.1|DFIC
OG0005206	LOC119659287|XP_037923228.1|HILL	LOC108087662|XP_017040640.1|DFIC
OG0005207	LOC119659462|XP_037923476.1|HILL	LOC108090837|XP_017045193.1|DFIC
OG0005208	LOC119661158|XP_037926302.1|HILL	LOC108090652|XP_017044919.1|DFIC
OG0005209	LOC119651948|XP_037911730.1|HILL	LOC108101753|XP_017061704.1|DFIC
OG0005210	LOC119651982|XP_037911820.1|HILL	LOC108096025|XP_017052899.1|DFIC, LOC108101751|XP_017061703.1|DFIC
OG0005211	LOC119657737|XP_037920711.1|HILL	LOC108093588|XP_017049201.1|DFIC
OG0005212	LOC119653949|XP_037915041.1|HILL	LOC108090889|XP_017045281.1|DFIC
OG0005213	LOC119652591|XP_037912743.1|HILL	LOC108097081|XP_017054613.1|DFIC
OG0005214	LOC119647681|XP_037904724.1|HILL	LOC108100847|XP_017060416.1|DFIC
OG0005215	LOC119648817|XP_037906602.1|HILL	LOC108092538|XP_017047655.1|DFIC
OG0005216	LOC119651164|XP_037910510.1|HILL	LOC108094462|XP_017050533.1|DFIC
OG0005217	LOC119650644|XP_037909497.1|HILL	LOC108094387|XP_017050438.1|DFIC
OG0005218	LOC119651080|XP_037910348.1|HILL	LOC108091260|XP_017045898.1|DFIC, LOC108098746|XP_017057370.1|DFIC
OG0005219	LOC119652007|XP_037911866.1|HILL	LOC108090491|XP_017044692.1|DFIC
OG0005220	LOC119647508|XP_037904396.1|HILL	LOC108100311|XP_017059602.1|DFIC
OG0005221	LOC119651598|XP_037911176.1|HILL	LOC108093458|XP_017049023.1|DFIC
OG0005222	LOC119653272|XP_037913822.1|HILL	LOC108098212|XP_017056467.1|DFIC
OG0005223	LOC119646923|XP_037903530.1|HILL	LOC108092751|XP_017047970.1|DFIC
OG0005224	LOC119651975|XP_037911809.1|HILL	LOC108100944|XP_017060579.1|DFIC
OG0005225	LOC119652191|XP_037912062.1|HILL	LOC108092298|XP_017047322.1|DFIC
OG0005226	LOC119661440|XP_037926714.1|HILL	LOC108100868|XP_017060441.1|DFIC
OG0005227	LOC119646782|XP_037903294.1|HILL	LOC108098282|XP_017056575.1|DFIC
OG0005228	LOC119646780|XP_037903292.1|HILL	LOC108098235|XP_017056508.1|DFIC
OG0005229	LOC119661611|XP_037926954.1|HILL	LOC108091446|XP_017046131.1|DFIC
OG0005230	LOC119652592|XP_037912744.1|HILL	LOC108100040|XP_017059252.1|DFIC
OG0005231	LOC119646592|XP_037903013.1|HILL	LOC108091576|XP_017046342.1|DFIC
OG0005232	LOC119652329|XP_037912269.1|HILL	LOC108092405|XP_017047456.1|DFIC
OG0005233	LOC119650831|XP_037909900.1|HILL	LOC108101748|XP_017061699.1|DFIC
OG0005234	LOC119653196|XP_037913683.1|HILL	LOC108094474|XP_017050547.1|DFIC
OG0005235	LOC119646624|XP_037903060.1|HILL	LOC108096092|XP_017052948.1|DFIC
OG0005236	LOC119646625|XP_037903061.1|HILL	LOC108101297|XP_017061089.1|DFIC
OG0005237	LOC119661701|XP_037927076.1|HILL	LOC108101296|XP_017061088.1|DFIC
OG0005238	LOC119661751|XP_037927149.1|HILL	LOC108101260|XP_017061004.1|DFIC
OG0005239	LOC119648871|XP_037906690.1|HILL	LOC108092389|XP_017047438.1|DFIC
OG0005240	LOC119651591|XP_037911168.1|HILL	LOC108089180|XP_017042804.1|DFIC
OG0005241	LOC119647642|XP_037904636.1|HILL	LOC108101308|XP_017061099.1|DFIC
OG0005242	LOC119646362|XP_037902727.1|HILL	LOC108100100|XP_017059333.1|DFIC
OG0005243	LOC119650888|XP_037909996.1|HILL	LOC108091449|XP_017046138.1|DFIC
OG0005244	LOC119659971|XP_037924261.1|HILL	LOC108088017|XP_017041119.1|DFIC
OG0005245	LOC119659377|XP_037923365.1|HILL	LOC108089083|XP_017042681.1|DFIC
OG0005246	LOC119654661|XP_037916080.1|HILL	LOC108091526|XP_017046277.1|DFIC
OG0005247	LOC119652677|XP_037912879.1|HILL	LOC108087658|XP_017040637.1|DFIC
OG0005248	LOC119661189|XP_037926338.1|HILL	LOC108098829|XP_017057473.1|DFIC
OG0005249	LOC119659784|XP_037923978.1|HILL	LOC108087152|XP_017039856.1|DFIC
OG0005250	LOC119653244|XP_037913772.1|HILL	LOC108093398|XP_017048914.1|DFIC
OG0005251	LOC119650691|XP_037909591.1|HILL	LOC108089222|XP_017042866.1|DFIC
OG0005252	LOC119652698|XP_037912905.1|HILL	LOC108101166|XP_017060878.1|DFIC
OG0005253	LOC119653918|XP_037915002.1|HILL	LOC108089845|XP_017043777.1|DFIC
OG0005254	LOC119652945|XP_037913264.1|HILL	LOC108094435|XP_017050495.1|DFIC, LOC108094424|XP_017050484.1|DFIC
OG0005255	LOC119652772|XP_037913008.1|HILL	LOC108094759|XP_017051009.1|DFIC, LOC108094434|XP_017050494.1|DFIC
OG0005256	LOC119651464|XP_037910999.1|HILL	LOC108088257|XP_017041464.1|DFIC
OG0005257	LOC119651462|XP_037910996.1|HILL	LOC108100953|XP_017060590.1|DFIC
OG0005258	LOC119650950|XP_037910112.1|HILL	LOC108097855|XP_017055880.1|DFIC
OG0005259	LOC119651157|XP_037910493.1|HILL	LOC108090052|XP_017044048.1|DFIC
OG0005260	LOC119651290|XP_037910735.1|HILL	LOC108090054|XP_017044051.1|DFIC
OG0005261	LOC119652376|XP_037912401.1|HILL	LOC108089201|XP_017042837.1|DFIC
OG0005262	LOC119660828|XP_037925616.1|HILL	LOC108089945|XP_017043924.1|DFIC
OG0005263	LOC119652237|XP_037912138.1|HILL	LOC108096115|XP_017053017.1|DFIC, LOC108094464|XP_017050534.1|DFIC
OG0005264	LOC119652238|XP_037912141.1|HILL	LOC108092176|XP_017047189.1|DFIC
OG0005265	LOC119659362|XP_037923341.1|HILL, LOC119647794|XP_037904924.1|HILL, LOC119647652|XP_037904649.1|HILL	LOC108094450|XP_017050517.1|DFIC
OG0005266	LOC119650604|XP_037909392.1|HILL	LOC108094541|XP_017050634.1|DFIC, LOC108090311|XP_017044450.1|DFIC
OG0005267	LOC119656067|XP_037918276.1|HILL	LOC108092455|XP_017047530.1|DFIC
OG0005268	LOC119653031|XP_037913408.1|HILL	LOC108092452|XP_017047527.1|DFIC
OG0005269	LOC119661467|XP_037926756.1|HILL	LOC108092504|XP_017047609.1|DFIC
OG0005270	LOC119646458|XP_037902836.1|HILL	LOC108100085|XP_017059317.1|DFIC
OG0005271	LOC119647674|XP_037904683.1|HILL	LOC108101214|XP_017060952.1|DFIC
OG0005272	LOC119653757|XP_037914621.1|HILL	LOC108101227|XP_017060965.1|DFIC
OG0005273	LOC119659425|XP_037923437.1|HILL	LOC108100976|XP_017060620.1|DFIC
OG0005274	LOC119661672|XP_037927037.1|HILL	LOC108100090|XP_017059321.1|DFIC
OG0005275	LOC119654665|XP_037916089.1|HILL	LOC108089265|XP_017042924.1|DFIC
OG0005276	LOC119647187|XP_037903927.1|HILL	LOC108092526|XP_017047638.1|DFIC
OG0005277	LOC119647029|XP_037903699.1|HILL	LOC108092576|XP_017047709.1|DFIC
OG0005278	LOC119651932|XP_037911697.1|HILL	LOC108094904|XP_017051238.1|DFIC
OG0005279	LOC119651213|XP_037910592.1|HILL	LOC108093429|XP_017048976.1|DFIC
OG0005280	LOC119661544|XP_037926857.1|HILL	LOC108101318|XP_017061111.1|DFIC
OG0005281	LOC119646951|XP_037903572.1|HILL	LOC108092544|XP_017047663.1|DFIC
OG0005282	LOC119661537|XP_037926844.1|HILL	LOC108090197|XP_017044274.1|DFIC
OG0005283	LOC119650014|XP_037908416.1|HILL	LOC108087137|XP_017039824.1|DFIC
OG0005284	LOC119649421|XP_037907493.1|HILL	LOC108089893|XP_017043853.1|DFIC
OG0005285	LOC119646914|XP_037903888.1|HILL	LOC108089935|XP_017043914.1|DFIC
OG0005286	LOC119646689|XP_037903179.1|HILL	LOC108101284|XP_017061067.1|DFIC
OG0005287	LOC119661172|XP_037926317.1|HILL	LOC108101282|XP_017061063.1|DFIC
OG0005288	LOC119646708|XP_037903214.1|HILL	LOC108100865|XP_017060436.1|DFIC
OG0005289	LOC119658720|XP_037922302.1|HILL	LOC108100843|XP_017060410.1|DFIC
OG0005290	LOC119646721|XP_037903228.1|HILL	LOC108090193|XP_017044269.1|DFIC
OG0005291	LOC119653086|XP_037913508.1|HILL	LOC108092671|XP_017047841.1|DFIC
OG0005292	LOC119653225|XP_037913733.1|HILL	LOC108092664|XP_017047815.1|DFIC
OG0005293	LOC119652192|XP_037912063.1|HILL	LOC108101757|XP_017061713.1|DFIC
OG0005294	LOC119656139|XP_037918400.1|HILL	LOC108093509|XP_017049089.1|DFIC
OG0005295	LOC119652564|XP_037912700.1|HILL	LOC108092670|XP_017047825.1|DFIC
OG0005296	LOC119653099|XP_037913535.1|HILL	LOC108090141|XP_017044171.1|DFIC
OG0005297	LOC119646264|XP_037902595.1|HILL	LOC108100970|XP_017060610.1|DFIC
OG0005298	LOC119650593|XP_037909370.1|HILL	LOC108101197|XP_017060930.1|DFIC
OG0005299	LOC119651761|XP_037911427.1|HILL	LOC108088514|XP_017041841.1|DFIC
OG0005300	LOC119659174|XP_037923061.1|HILL	LOC108095328|XP_017051898.1|DFIC
OG0005301	LOC119652601|XP_037912758.1|HILL	LOC108101188|XP_017060919.1|DFIC
OG0005302	LOC119650681|XP_037909572.1|HILL	LOC108086459|XP_017038873.1|DFIC
OG0005303	LOC119658595|XP_037921987.1|HILL	LOC108096067|XP_017052917.1|DFIC
OG0005304	LOC119651646|XP_037911249.1|HILL	LOC108094397|XP_017050454.1|DFIC
OG0005305	LOC119646930|XP_037903542.1|HILL	LOC108094903|XP_017051237.1|DFIC
OG0005306	LOC119651384|XP_037910891.1|HILL	LOC108098196|XP_017056422.1|DFIC
OG0005307	LOC119651688|XP_037911320.1|HILL	LOC108100119|XP_017059359.1|DFIC
OG0005308	LOC119650845|XP_037909918.1|HILL	LOC108089139|XP_017042747.1|DFIC
OG0005309	LOC119654679|XP_037916110.1|HILL	LOC108092498|XP_017047600.1|DFIC
OG0005310	LOC119647787|XP_037904906.1|HILL	LOC108092734|XP_017047952.1|DFIC
OG0005311	LOC119646262|XP_037902592.1|HILL	LOC108092270|XP_017047292.1|DFIC
OG0005312	LOC119646717|XP_037903224.1|HILL	LOC108100878|XP_017060461.1|DFIC
OG0005313	LOC119647473|XP_037904343.1|HILL	LOC108089186|XP_017042812.1|DFIC
OG0005314	LOC119656543|XP_037918831.1|HILL	LOC108093498|XP_017049077.1|DFIC
OG0005315	LOC119656035|XP_037918233.1|HILL	LOC108096065|XP_017052914.1|DFIC
OG0005316	LOC119661640|XP_037926996.1|HILL	LOC108094915|XP_017051250.1|DFIC
OG0005317	LOC119657812|XP_037920850.1|HILL	LOC108098189|XP_017056413.1|DFIC
OG0005318	LOC119652166|XP_037912040.1|HILL	LOC108100677|XP_017060185.1|DFIC
OG0005319	LOC119653237|XP_037913764.1|HILL	LOC108101744|XP_017061694.1|DFIC
OG0005320	LOC119650698|XP_037909612.1|HILL	LOC108098349|XP_017056680.1|DFIC, LOC108098113|XP_017056320.1|DFIC
OG0005321	LOC119656143|XP_037918403.1|HILL	LOC108100074|XP_017059299.1|DFIC
OG0005322	LOC119654989|XP_037916581.1|HILL	LOC108094151|XP_017050077.1|DFIC
OG0005323	LOC119651991|XP_037911836.1|HILL	LOC108088115|XP_017041294.1|DFIC, LOC108093462|XP_017049025.1|DFIC
OG0005324	LOC119651052|XP_037910306.1|HILL	LOC108101245|XP_017060988.1|DFIC
OG0005325	LOC119651220|XP_037910603.1|HILL	LOC108092542|XP_017047662.1|DFIC
OG0005326	LOC119652645|XP_037912821.1|HILL	LOC108101252|XP_017060997.1|DFIC
OG0005327	LOC119652105|XP_037911971.1|HILL	LOC108098741|XP_017057362.1|DFIC
OG0005328	LOC119657547|XP_037920427.1|HILL	LOC108092070|XP_017047027.1|DFIC
OG0005329	LOC119649430|XP_037907506.1|HILL	LOC108093765|XP_017049526.1|DFIC
OG0005330	LOC119649899|XP_037908221.1|HILL	LOC108093754|XP_017049515.1|DFIC
OG0005331	LOC119658837|XP_037922508.1|HILL	LOC108092456|XP_017047532.1|DFIC
OG0005332	LOC119647140|XP_037903861.1|HILL	LOC108089971|XP_017043962.1|DFIC
OG0005333	LOC119651891|XP_037911644.1|HILL	LOC108094520|XP_017050611.1|DFIC
OG0005334	LOC119646540|XP_037902939.1|HILL	LOC108089114|XP_017042714.1|DFIC
OG0005335	LOC119646541|XP_037902941.1|HILL	LOC108087785|XP_017040805.1|DFIC
OG0005336	LOC119646593|XP_037903015.1|HILL	LOC108090697|XP_017044972.1|DFIC
OG0005337	LOC119656145|XP_037918406.1|HILL	LOC108093729|XP_017049472.1|DFIC
OG0005338	LOC119653036|XP_037913415.1|HILL	LOC108089224|XP_017042869.1|DFIC, LOC108088278|XP_017041527.1|DFIC
OG0005339	LOC119653083|XP_037913503.1|HILL	LOC108089111|XP_017042710.1|DFIC, LOC108089110|XP_017042709.1|DFIC
OG0005340	LOC119652642|XP_037912816.1|HILL	LOC108089219|XP_017042863.1|DFIC
OG0005341	LOC119655922|XP_037918018.1|HILL	LOC108090524|XP_017044731.1|DFIC
OG0005342	LOC119650574|XP_037909322.1|HILL	LOC108094331|XP_017050397.1|DFIC, LOC108102110|XP_017062263.1|DFIC
OG0005343	LOC119660746|XP_037925402.1|HILL	LOC108094038|XP_017049960.1|DFIC
OG0005344	LOC119655394|XP_037917199.1|HILL	LOC108087615|XP_017040546.1|DFIC
OG0005345	LOC119652721|XP_037912942.1|HILL	LOC108094372|XP_017050406.1|DFIC
OG0005346	LOC119648550|XP_037906248.1|HILL	LOC108088141|XP_017041295.1|DFIC
OG0005347	LOC119656378|XP_037918724.1|HILL	LOC108091543|XP_017046297.1|DFIC
OG0005348	LOC119646931|XP_037903544.1|HILL	LOC108089168|XP_017042788.1|DFIC
OG0005349	LOC119656779|XP_037919294.1|HILL	LOC108089208|XP_017042847.1|DFIC
OG0005350	LOC119651331|XP_037910804.1|HILL	LOC108100084|XP_017059316.1|DFIC
OG0005351	LOC119650514|XP_037909291.1|HILL	LOC108096239|XP_017053153.1|DFIC
OG0005352	LOC119653236|XP_037913753.1|HILL	LOC108089194|XP_017042823.1|DFIC
OG0005353	LOC119654431|XP_037915760.1|HILL	LOC108093785|XP_017049553.1|DFIC
OG0005354	LOC119650588|XP_037909356.1|HILL	LOC108092367|XP_017047393.1|DFIC
OG0005355	LOC119652338|XP_037912287.1|HILL	LOC108091503|XP_017046233.1|DFIC
OG0005356	LOC119652090|XP_037911957.1|HILL	LOC108091506|XP_017046236.1|DFIC
OG0005357	LOC119658215|XP_037921410.1|HILL	LOC108100809|XP_017060364.1|DFIC
OG0005358	LOC119651409|XP_037910929.1|HILL	LOC108102231|XP_017062448.1|DFIC
OG0005359	LOC119650054|XP_037908474.1|HILL	LOC108096827|XP_017054220.1|DFIC
OG0005360	LOC119648381|XP_037906043.1|HILL	LOC108088304|XP_017041522.1|DFIC
OG0005361	LOC119650985|XP_037910179.1|HILL	LOC108100060|XP_017059284.1|DFIC
OG0005362	LOC119651644|XP_037911247.1|HILL	LOC108089240|XP_017042890.1|DFIC
OG0005363	LOC119652427|XP_037912479.1|HILL	LOC108094556|XP_017050653.1|DFIC
OG0005364	LOC119646986|XP_037903626.1|HILL	LOC108095199|XP_017051695.1|DFIC
OG0005365	LOC119655858|XP_037917910.1|HILL	LOC108089883|XP_017043834.1|DFIC
OG0005366	LOC119646222|XP_037902537.1|HILL	LOC108089950|XP_017043929.1|DFIC
OG0005367	LOC119649754|XP_037907978.1|HILL	LOC108089939|XP_017043917.1|DFIC
OG0005368	LOC119660829|XP_037925619.1|HILL	LOC108099268|XP_017058132.1|DFIC
OG0005369	LOC119646563|XP_037902970.1|HILL	LOC108094141|XP_017050062.1|DFIC
OG0005370	LOC119652224|XP_037912100.1|HILL	LOC108100037|XP_017059250.1|DFIC
OG0005371	LOC119652181|XP_037912053.1|HILL	LOC108100107|XP_017059344.1|DFIC
OG0005372	LOC119653124|XP_037913578.1|HILL	LOC108098967|XP_017057672.1|DFIC
OG0005373	LOC119652560|XP_037912695.1|HILL	LOC108101742|XP_017061696.1|DFIC
OG0005374	LOC119646738|XP_037903244.1|HILL	LOC108098202|XP_017056428.1|DFIC
OG0005375	LOC119646737|XP_037903243.1|HILL	LOC108095430|XP_017052065.1|DFIC, LOC108098191|XP_017056415.1|DFIC
OG0005376	LOC119656987|XP_037919651.1|HILL	LOC108101267|XP_017061042.1|DFIC
OG0005377	LOC119654262|XP_037915458.1|HILL	LOC108100478|XP_017059899.1|DFIC
OG0005378	LOC119652955|XP_037913278.1|HILL	LOC108095179|XP_017051642.1|DFIC
OG0005379	LOC119651984|XP_037911827.1|HILL	LOC108092582|XP_017047716.1|DFIC
OG0005380	LOC119653070|XP_037913478.1|HILL	LOC108101312|XP_017061102.1|DFIC
OG0005382	LOC119646569|XP_037902980.1|HILL	LOC108089823|XP_017043718.1|DFIC
OG0005383	LOC119648086|XP_037905507.1|HILL	LOC108099842|XP_017058978.1|DFIC
OG0005384	LOC119659325|XP_037923287.1|HILL	LOC108102240|XP_017062468.1|DFIC
OG0005385	LOC119660827|XP_037925615.1|HILL	LOC108094899|XP_017051233.1|DFIC
OG0005386	LOC119647233|XP_037904017.1|HILL	LOC108090533|XP_017044746.1|DFIC
OG0005387	LOC119651414|XP_037910936.1|HILL	LOC108099394|XP_017058382.1|DFIC
OG0005388	LOC119646258|XP_037902589.1|HILL	LOC108089854|XP_017043788.1|DFIC
OG0005389	LOC119656938|XP_037919570.1|HILL	LOC108093490|XP_017049069.1|DFIC
OG0005390	LOC119646335|XP_037902725.1|HILL	LOC108089864|XP_017043801.1|DFIC
OG0005391	LOC119646511|XP_037902935.1|HILL	LOC108089866|XP_017043803.1|DFIC
OG0005392	LOC119660997|XP_037926024.1|HILL	LOC108090609|XP_017044868.1|DFIC
OG0005393	LOC119650629|XP_037909465.1|HILL	LOC108087194|XP_017039943.1|DFIC
OG0005394	LOC119650089|XP_037908530.1|HILL	LOC108090613|XP_017044876.1|DFIC
OG0005395	LOC119659737|XP_037923927.1|HILL	LOC108096054|XP_017052893.1|DFIC
OG0005396	LOC119654364|XP_037915641.1|HILL	LOC108092654|XP_017047799.1|DFIC
OG0005397	LOC119646847|XP_037903396.1|HILL	LOC108092655|XP_017047802.1|DFIC
OG0005398	LOC119655264|XP_037916990.1|HILL	LOC108090153|XP_017044199.1|DFIC
OG0005399	LOC119646246|XP_037902568.1|HILL	LOC108090568|XP_017044801.1|DFIC
OG0005400	LOC119646919|XP_037903521.1|HILL	LOC108090551|XP_017044778.1|DFIC
OG0005401	LOC119656809|XP_037919358.1|HILL	LOC108092767|XP_017047989.1|DFIC
OG0005402	LOC119661647|XP_037927007.1|HILL	LOC108092737|XP_017047955.1|DFIC
OG0005403	LOC119646621|XP_037903057.1|HILL	LOC108092749|XP_017047968.1|DFIC
OG0005404	LOC119646943|XP_037903560.1|HILL	LOC108092750|XP_017047969.1|DFIC
OG0005405	LOC119661428|XP_037926701.1|HILL	LOC108096822|XP_017054214.1|DFIC
OG0005406	LOC119661331|XP_037926560.1|HILL	LOC108090498|XP_017044704.1|DFIC
OG0005407	LOC119654173|XP_037915287.1|HILL	LOC108096819|XP_017054204.1|DFIC
OG0005408	LOC119646556|XP_037902961.1|HILL	LOC108089833|XP_017043737.1|DFIC
OG0005409	LOC119646889|XP_037903453.1|HILL	LOC108100825|XP_017060383.1|DFIC
OG0005410	LOC119661774|XP_037927176.1|HILL	LOC108089840|XP_017043749.1|DFIC
OG0005411	LOC119656478|XP_037918733.1|HILL	LOC108086663|XP_017039135.1|DFIC
OG0005412	LOC119661694|XP_037927068.1|HILL	LOC108086746|XP_017039275.1|DFIC
OG0005413	LOC119646464|XP_037902841.1|HILL	LOC108096639|XP_017053886.1|DFIC
OG0005414	LOC119657952|XP_037921082.1|HILL	LOC108091119|XP_017045636.1|DFIC
OG0005415	LOC119655934|XP_037918047.1|HILL, LOC119660720|XP_037925296.1|HILL	LOC108098025|XP_017056166.1|DFIC
OG0005416	LOC119660974|XP_037925977.1|HILL	LOC108093834|XP_017049654.1|DFIC
OG0005417	LOC119650980|XP_037910170.1|HILL	LOC108090593|XP_017044834.1|DFIC, LOC108101838|XP_017061845.1|DFIC
OG0005418	LOC119650979|XP_037910169.1|HILL	LOC108089876|XP_017043821.1|DFIC
OG0005419	LOC119651754|XP_037911419.1|HILL	LOC108089234|XP_017042883.1|DFIC
OG0005420	LOC119652570|XP_037912712.1|HILL	LOC108088202|XP_017041391.1|DFIC
OG0005421	LOC119652112|XP_037911980.1|HILL	LOC108093473|XP_017049048.1|DFIC
OG0005422	LOC119655932|XP_037918043.1|HILL	LOC108087592|XP_017040513.1|DFIC
OG0005423	LOC119652599|XP_037912755.1|HILL	LOC108101005|XP_017060697.1|DFIC, LOC108097850|XP_017055872.1|DFIC
OG0005424	LOC119656074|XP_037918287.1|HILL	LOC108095162|XP_017051609.1|DFIC
OG0005425	LOC119658439|XP_037921770.1|HILL	LOC108102146|XP_017062309.1|DFIC
OG0005426	LOC119649251|XP_037907250.1|HILL	LOC108090399|XP_017044535.1|DFIC
OG0005427	LOC119653128|XP_037913584.1|HILL	LOC108101159|XP_017060871.1|DFIC
OG0005428	LOC119661030|XP_037926118.1|HILL	LOC108093002|XP_017048390.1|DFIC
OG0005429	LOC119651246|XP_037910654.1|HILL	LOC108094383|XP_017050433.1|DFIC
OG0005430	LOC119651997|XP_037911848.1|HILL	LOC108094384|XP_017050434.1|DFIC
OG0005431	LOC119652223|XP_037912099.1|HILL	LOC108094388|XP_017050442.1|DFIC
OG0005432	LOC119651624|XP_037911214.1|HILL	LOC108101724|XP_017061665.1|DFIC
OG0005433	LOC119646327|XP_037902680.1|HILL	LOC108093641|XP_017049288.1|DFIC
OG0005434	LOC119651786|XP_037911472.1|HILL	LOC108100814|XP_017060374.1|DFIC
OG0005435	LOC119651275|XP_037910708.1|HILL	LOC108101725|XP_017061666.1|DFIC
OG0005436	LOC119651396|XP_037910905.1|HILL	LOC108100876|XP_017060464.1|DFIC
OG0005437	LOC119659891|XP_037924141.1|HILL	LOC108097939|XP_017056023.1|DFIC
OG0005438	LOC119647222|XP_037903981.1|HILL	LOC108091486|XP_017046196.1|DFIC
OG0005439	LOC119661359|XP_037926596.1|HILL	LOC108091648|XP_017046441.1|DFIC
OG0005440	LOC119647081|XP_037903766.1|HILL	LOC108092451|XP_017047525.1|DFIC
OG0005441	LOC119657186|XP_037919908.1|HILL	LOC108092275|XP_017047299.1|DFIC
OG0005442	LOC119646481|XP_037902862.1|HILL	LOC108101155|XP_017060866.1|DFIC
OG0005443	LOC119646559|XP_037902965.1|HILL	LOC108089232|XP_017042878.1|DFIC
OG0005444	LOC119646166|XP_037902470.1|HILL	LOC108091468|XP_017046175.1|DFIC
OG0005445	LOC119661108|XP_037926232.1|HILL	LOC108100015|XP_017059211.1|DFIC
OG0005447	LOC119647191|XP_037903930.1|HILL	LOC108089786|XP_017043670.1|DFIC
OG0005448	LOC119651901|XP_037911654.1|HILL	LOC108101836|XP_017061839.1|DFIC
OG0005449	LOC119653570|XP_037914226.1|HILL	LOC108094657|XP_017050856.1|DFIC
OG0005450	LOC119652062|XP_037911930.1|HILL	LOC108102289|XP_017062530.1|DFIC
OG0005452	LOC119647246|XP_037904048.1|HILL	LOC108096818|XP_017054200.1|DFIC
OG0005453	LOC119651183|XP_037910542.1|HILL	LOC108099506|XP_017058558.1|DFIC
OG0005454	LOC119654712|XP_037916163.1|HILL	LOC108094507|XP_017050596.1|DFIC
OG0005455	LOC119652415|XP_037912461.1|HILL	LOC108101789|XP_017061754.1|DFIC
OG0005456	LOC119651529|XP_037911089.1|HILL	LOC108101170|XP_017060887.1|DFIC
OG0005457	LOC119652309|XP_037912248.1|HILL	LOC108101244|XP_017060987.1|DFIC
