Orthogroup	HILL.longest_only	DSER.longest_only
OG0004662	LOC119656572|XP_037918887.1|HILL	LOC110177346|XP_020799696.1|DSER
OG0004663	LOC119661358|XP_037926594.1|HILL	LOC110183515|XP_020807462.1|DSER
OG0004664	LOC119650425|XP_037909172.1|HILL	LOC110183541|XP_020807499.1|DSER
OG0004665	LOC119647032|XP_037903701.1|HILL	LOC110183218|XP_020807092.1|DSER, LOC110184613|XP_020808864.1|DSER
OG0004666	LOC119651332|XP_037910800.1|HILL	LOC110188749|XP_020814249.1|DSER
OG0004667	LOC119652899|XP_037913200.1|HILL	LOC110188752|XP_020814252.1|DSER
OG0004668	LOC119646252|XP_037902574.1|HILL	LOC110187018|XP_020812042.1|DSER
OG0004669	LOC119654543|XP_037915919.1|HILL	LOC110185676|XP_020810301.1|DSER
OG0004670	LOC119658858|XP_037922539.1|HILL	LOC110186595|XP_020811482.1|DSER
OG0004671	LOC119660788|XP_037925519.1|HILL	LOC110190600|XP_020816856.1|DSER
OG0004672	LOC119653161|XP_037913630.1|HILL	LOC110176505|XP_020798538.1|DSER
OG0004673	LOC119660391|XP_037924852.1|HILL	LOC110186386|XP_020811205.1|DSER
OG0004674	LOC119657201|XP_037919935.1|HILL	LOC110177370|XP_020799725.1|DSER
OG0004675	LOC119657161|XP_037919870.1|HILL	LOC110177300|XP_020799624.1|DSER
OG0004676	LOC119656798|XP_037919331.1|HILL	LOC110190902|XP_020817219.1|DSER
OG0004677	LOC119650715|XP_037909654.1|HILL	LOC110191423|XP_020817938.1|DSER
OG0004678	LOC119651944|XP_037911724.1|HILL	LOC110191080|XP_020817474.1|DSER
OG0004679	LOC119652908|XP_037913212.1|HILL	LOC110191299|XP_020817769.1|DSER
OG0004680	LOC119653220|XP_037913723.1|HILL	LOC110188145|XP_020813402.1|DSER
OG0004681	LOC119650861|XP_037909946.1|HILL	LOC110186572|XP_020811439.1|DSER
OG0004682	LOC119659350|XP_037923327.1|HILL	LOC110183029|XP_020806875.1|DSER
OG0004683	LOC119659697|XP_037923878.1|HILL	LOC110187909|XP_020813070.1|DSER
OG0004684	LOC119652735|XP_037912960.1|HILL	LOC110188340|XP_020813706.1|DSER
OG0004685	LOC119658325|XP_037921591.1|HILL	LOC110186267|XP_020811034.1|DSER
OG0004686	LOC119657043|XP_037919724.1|HILL	LOC110186609|XP_020811500.1|DSER
OG0004687	LOC119658378|XP_037921672.1|HILL	LOC110186518|XP_020811373.1|DSER
OG0004688	LOC119658784|XP_037922419.1|HILL	LOC110189968|XP_020815920.1|DSER
OG0004689	LOC119652429|XP_037912481.1|HILL	LOC110186327|XP_020811133.1|DSER
OG0004690	LOC119651113|XP_037910414.1|HILL	LOC110191711|XP_020818284.1|DSER
OG0004691	LOC119651345|XP_037910829.1|HILL	LOC110177400|XP_020799764.1|DSER
OG0004692	LOC119651630|XP_037911221.1|HILL	LOC110187842|XP_020812978.1|DSER
OG0004693	LOC119651633|XP_037911225.1|HILL	LOC110187783|XP_020812912.1|DSER
OG0004694	LOC119651342|XP_037910823.1|HILL	LOC110189126|XP_020814762.1|DSER
OG0004695	LOC119657150|XP_037919855.1|HILL	LOC110177317|XP_020799650.1|DSER
OG0004696	LOC119653173|XP_037913648.1|HILL	LOC110177261|XP_020799570.1|DSER
OG0004697	LOC119660812|XP_037925580.1|HILL	LOC110184384|XP_020808547.1|DSER
OG0004698	LOC119656490|XP_037918748.1|HILL	LOC110181490|XP_020804909.1|DSER
OG0004699	LOC119651178|XP_037910533.1|HILL	LOC110190377|XP_020816465.1|DSER
OG0004700	LOC119652868|XP_037913154.1|HILL	LOC110187725|XP_020812831.1|DSER
OG0004701	LOC119651296|XP_037910745.1|HILL	LOC110191042|XP_020817425.1|DSER
OG0004702	LOC119653181|XP_037913663.1|HILL	LOC110191261|XP_020817711.1|DSER
OG0004703	LOC119652688|XP_037912890.1|HILL	LOC110184652|XP_020808915.1|DSER
OG0004704	LOC119651650|XP_037911256.1|HILL	LOC110188815|XP_020814355.1|DSER
OG0004705	LOC119651488|XP_037911030.1|HILL	LOC110188186|XP_020813421.1|DSER
OG0004706	LOC119653107|XP_037913553.1|HILL	LOC110185157|XP_020809519.1|DSER
OG0004707	LOC119658332|XP_037921599.1|HILL	LOC110185682|XP_020810309.1|DSER
OG0004708	LOC119658585|XP_037921969.1|HILL	LOC110184520|XP_020808749.1|DSER
OG0004709	LOC119652381|XP_037912407.1|HILL	LOC110191234|XP_020817672.1|DSER
OG0004710	LOC119650701|XP_037909615.1|HILL	LOC110176468|XP_020798486.1|DSER
OG0004711	LOC119657081|XP_037919764.1|HILL	LOC110191267|XP_020817722.1|DSER
OG0004712	LOC119657328|XP_037920121.1|HILL	LOC110185617|XP_020810227.1|DSER
OG0004713	LOC119651505|XP_037911055.1|HILL	LOC110188559|XP_020813979.1|DSER
OG0004714	LOC119652733|XP_037912957.1|HILL	LOC110188138|XP_020813390.1|DSER
OG0004715	LOC119651448|XP_037910982.1|HILL	LOC110186005|XP_020810698.1|DSER
OG0004716	LOC119650982|XP_037910173.1|HILL	LOC110191066|XP_020817456.1|DSER
OG0004717	LOC119657852|XP_037920903.1|HILL	LOC110182218|XP_020805903.1|DSER
OG0004718	LOC119646301|XP_037902645.1|HILL	LOC110183789|XP_020807804.1|DSER
OG0004719	LOC119650798|XP_037909862.1|HILL	LOC110186532|XP_020811390.1|DSER
OG0004720	LOC119652851|XP_037913132.1|HILL	LOC110191056|XP_020817444.1|DSER
OG0004721	LOC119650753|XP_037909775.1|HILL	LOC110188398|XP_020813781.1|DSER
OG0004722	LOC119652803|XP_037913055.1|HILL	LOC110186643|XP_020811562.1|DSER
OG0004723	LOC119657533|XP_037920404.1|HILL	LOC110184191|XP_020808276.1|DSER
OG0004724	LOC119652411|XP_037912451.1|HILL	LOC110186949|XP_020811943.1|DSER
OG0004725	LOC119651248|XP_037910656.1|HILL	LOC110191265|XP_020817719.1|DSER
OG0004726	LOC119651479|XP_037911018.1|HILL	LOC110177361|XP_020799713.1|DSER
OG0004727	LOC119651347|XP_037910835.1|HILL	LOC110184974|XP_020809286.1|DSER
OG0004728	LOC119651348|XP_037910837.1|HILL	LOC110188713|XP_020814186.1|DSER
OG0004729	LOC119659224|XP_037923128.1|HILL	LOC110183233|XP_020807107.1|DSER
OG0004730	LOC119652855|XP_037913139.1|HILL	LOC110185775|XP_020810437.1|DSER
OG0004731	LOC119652690|XP_037912895.1|HILL	LOC110186664|XP_020811588.1|DSER
OG0004732	LOC119657021|XP_037919697.1|HILL	LOC110187635|XP_020812702.1|DSER
OG0004733	LOC119657022|XP_037919698.1|HILL	LOC110187634|XP_020812701.1|DSER
OG0004734	LOC119658233|XP_037921439.1|HILL	LOC110190854|XP_020817162.1|DSER
OG0004735	LOC119652917|XP_037913227.1|HILL	LOC110176401|XP_020798395.1|DSER
OG0004736	LOC119660605|XP_037925219.1|HILL	LOC110186527|XP_020811388.1|DSER
OG0004737	LOC119652046|XP_037911909.1|HILL	LOC110176504|XP_020798537.1|DSER
OG0004738	LOC119650717|XP_037909658.1|HILL	LOC110176467|XP_020798485.1|DSER
OG0004739	LOC119652650|XP_037912826.1|HILL	LOC110185579|XP_020810171.1|DSER
OG0004740	LOC119651710|XP_037911351.1|HILL	LOC110187814|XP_020812951.1|DSER
OG0004741	LOC119651621|XP_037911204.1|HILL	LOC110186948|XP_020811942.1|DSER
OG0004742	LOC119660965|XP_037925950.1|HILL	LOC110185432|XP_020809914.1|DSER
OG0004743	LOC119657264|XP_037920023.1|HILL	LOC110191219|XP_020817645.1|DSER
OG0004744	LOC119659925|XP_037924190.1|HILL	LOC110180307|XP_020803620.1|DSER, LOC110182714|XP_020806472.1|DSER
OG0004745	LOC119658857|XP_037922538.1|HILL	LOC110188008|XP_020813190.1|DSER
OG0004746	LOC119658591|XP_037921978.1|HILL	LOC110188301|XP_020813665.1|DSER
OG0004747	LOC119658592|XP_037921979.1|HILL	LOC110188302|XP_020813666.1|DSER
OG0004748	LOC119658982|XP_037922792.1|HILL	LOC110188177|XP_020813406.1|DSER
OG0004749	LOC119658626|XP_037922053.1|HILL	LOC110177241|XP_020799537.1|DSER
OG0004750	LOC119650598|XP_037909383.1|HILL	LOC110190970|XP_020817319.1|DSER
OG0004751	LOC119656651|XP_037919044.1|HILL	LOC110191872|XP_020818513.1|DSER
OG0004752	LOC119659430|XP_037923440.1|HILL	LOC110186827|XP_020811774.1|DSER
OG0004753	LOC119659164|XP_037923042.1|HILL	LOC110187706|XP_020812800.1|DSER
OG0004754	LOC119659162|XP_037923040.1|HILL	LOC110189021|XP_020814641.1|DSER
OG0004755	LOC119646660|XP_037903118.1|HILL	LOC110188240|XP_020813561.1|DSER
OG0004756	LOC119646659|XP_037903117.1|HILL	LOC110188236|XP_020813554.1|DSER
OG0004757	LOC119651981|XP_037911818.1|HILL	LOC110187656|XP_020812731.1|DSER
OG0004758	LOC119657492|XP_037920343.1|HILL	LOC110189345|XP_020815049.1|DSER
OG0004759	LOC119650650|XP_037909512.1|HILL	LOC110190831|XP_020817149.1|DSER
OG0004760	LOC119657397|XP_037920215.1|HILL	LOC110186928|XP_020811913.1|DSER
OG0004761	LOC119659497|XP_037923543.1|HILL	LOC110188440|XP_020813829.1|DSER
OG0004762	LOC119651175|XP_037910525.1|HILL	LOC110181458|XP_020804864.1|DSER
OG0004763	LOC119651811|XP_037911530.1|HILL	LOC110188350|XP_020813717.1|DSER
OG0004764	LOC119660161|XP_037924493.1|HILL	LOC110186589|XP_020811470.1|DSER
OG0004765	LOC119651583|XP_037911150.1|HILL	LOC110191036|XP_020817416.1|DSER
OG0004766	LOC119651411|XP_037910930.1|HILL	LOC110191161|XP_020817578.1|DSER
OG0004767	LOC119651129|XP_037910451.1|HILL	LOC110189060|XP_020814692.1|DSER
OG0004768	LOC119651128|XP_037910450.1|HILL	LOC110189051|XP_020814680.1|DSER
OG0004769	LOC119659440|XP_037923451.1|HILL	LOC110187271|XP_020812317.1|DSER
OG0004770	LOC119659123|XP_037922976.1|HILL	LOC110189797|XP_020815682.1|DSER
OG0004771	LOC119651884|XP_037911632.1|HILL	LOC110176528|XP_020798564.1|DSER
OG0004772	LOC119651147|XP_037910480.1|HILL	LOC110186914|XP_020811894.1|DSER
OG0004773	LOC119652454|XP_037912526.1|HILL	LOC110177201|XP_020799455.1|DSER
OG0004774	LOC119652455|XP_037912531.1|HILL	LOC110177203|XP_020799457.1|DSER
OG0004775	LOC119652648|XP_037912825.1|HILL	LOC110186999|XP_020812018.1|DSER
OG0004776	LOC119651638|XP_037911236.1|HILL	LOC110189598|XP_020815390.1|DSER
OG0004777	LOC119650759|XP_037909779.1|HILL	LOC110186430|XP_020811272.1|DSER
OG0004778	LOC119657685|XP_037920644.1|HILL	LOC110186016|XP_020810711.1|DSER
OG0004779	LOC119661344|XP_037926574.1|HILL	LOC110186405|XP_020811235.1|DSER
OG0004780	LOC119647073|XP_037903759.1|HILL	LOC110187218|XP_020812277.1|DSER
OG0004781	LOC119652277|XP_037912198.1|HILL	LOC110186636|XP_020811554.1|DSER
OG0004782	LOC119651366|XP_037910868.1|HILL	LOC110191380|XP_020817891.1|DSER
OG0004783	LOC119656828|XP_037919401.1|HILL	LOC110180645|XP_020803998.1|DSER
OG0004784	LOC119651404|XP_037910920.1|HILL	LOC110176633|XP_020798719.1|DSER
OG0004785	LOC119651315|XP_037910773.1|HILL	LOC110176623|XP_020798707.1|DSER
OG0004786	LOC119651934|XP_037911702.1|HILL	LOC110176625|XP_020798709.1|DSER
OG0004787	LOC119653144|XP_037913606.1|HILL	LOC110176589|XP_020798663.1|DSER
OG0004788	LOC119653141|XP_037913604.1|HILL	LOC110176597|XP_020798672.1|DSER
OG0004789	LOC119653143|XP_037913605.1|HILL	LOC110176599|XP_020798676.1|DSER
OG0004790	LOC119652266|XP_037912179.1|HILL	LOC110176455|XP_020798466.1|DSER
OG0004791	LOC119652076|XP_037911942.1|HILL	LOC110191388|XP_020817903.1|DSER
OG0004792	LOC119651728|XP_037911383.1|HILL	LOC110188597|XP_020814018.1|DSER
OG0004793	LOC119659008|XP_037922821.1|HILL	LOC110176520|XP_020798556.1|DSER
OG0004794	LOC119652838|XP_037913102.1|HILL	LOC110183935|XP_020807959.1|DSER
OG0004795	LOC119652527|XP_037912656.1|HILL	LOC110186552|XP_020811418.1|DSER
OG0004796	LOC119650639|XP_037909489.1|HILL	LOC110186591|XP_020811472.1|DSER
OG0004797	LOC119652964|XP_037913289.1|HILL	LOC110190032|XP_020815997.1|DSER
OG0004798	LOC119650602|XP_037909387.1|HILL	LOC110186743|XP_020811667.1|DSER
OG0004799	LOC119650872|XP_037909962.1|HILL	LOC110184042|XP_020808079.1|DSER
OG0004800	LOC119652460|XP_037912552.1|HILL	LOC110191227|XP_020817652.1|DSER
OG0004801	LOC119658926|XP_037922683.1|HILL	LOC110186585|XP_020811463.1|DSER
OG0004802	LOC119653001|XP_037913355.1|HILL	LOC110177210|XP_020799487.1|DSER
OG0004803	LOC119651072|XP_037910339.1|HILL	LOC110186669|XP_020811596.1|DSER
OG0004804	LOC119652910|XP_037913214.1|HILL	LOC110188262|XP_020813670.1|DSER
OG0004805	LOC119652950|XP_037913270.1|HILL	LOC110190665|XP_020816948.1|DSER
OG0004806	LOC119646447|XP_037902826.1|HILL	LOC110182538|XP_020806245.1|DSER
OG0004807	LOC119651232|XP_037910636.1|HILL	LOC110191101|XP_020817506.1|DSER
OG0004808	LOC119652992|XP_037913345.1|HILL	LOC110188448|XP_020813835.1|DSER
OG0004809	LOC119646127|XP_037902405.1|HILL	LOC110177157|XP_020799401.1|DSER
OG0004810	LOC119659012|XP_037922828.1|HILL	LOC110177184|XP_020799437.1|DSER
OG0004811	LOC119651304|XP_037910758.1|HILL	LOC110184663|XP_020808925.1|DSER
OG0004812	LOC119651965|XP_037911755.1|HILL	LOC110188904|XP_020814533.1|DSER
OG0004813	LOC119652598|XP_037912753.1|HILL	LOC110191338|XP_020817841.1|DSER
OG0004814	LOC119650948|XP_037910109.1|HILL	LOC110188323|XP_020813690.1|DSER
OG0004815	LOC119657093|XP_037919774.1|HILL	LOC110181792|XP_020805331.1|DSER
OG0004816	LOC119657482|XP_037920332.1|HILL	LOC110184389|XP_020808554.1|DSER
OG0004817	LOC119657103|XP_037919787.1|HILL	LOC110184450|XP_020808648.1|DSER
OG0004818	LOC119652607|XP_037912768.1|HILL	LOC110186427|XP_020811268.1|DSER
OG0004819	LOC119657915|XP_037921029.1|HILL	LOC110191321|XP_020817803.1|DSER
OG0004820	LOC119651749|XP_037911414.1|HILL	LOC110188591|XP_020814013.1|DSER
OG0004821	LOC119651676|XP_037911298.1|HILL	LOC110176476|XP_020798496.1|DSER
OG0004822	LOC119651664|XP_037911281.1|HILL	LOC110176412|XP_020798410.1|DSER
OG0004823	LOC119651836|XP_037911560.1|HILL	LOC110191324|XP_020817810.1|DSER
OG0004824	LOC119650772|XP_037909802.1|HILL	LOC110191325|XP_020817818.1|DSER
OG0004825	LOC119660946|XP_037925883.1|HILL	LOC110185480|XP_020810013.1|DSER
OG0004826	LOC119651897|XP_037911652.1|HILL	LOC110191033|XP_020817411.1|DSER
OG0004827	LOC119652469|XP_037912565.1|HILL	LOC110187713|XP_020812809.1|DSER
OG0004828	LOC119652623|XP_037912794.1|HILL	LOC110186417|XP_020811256.1|DSER
OG0004829	LOC119650894|XP_037910001.1|HILL	LOC110191170|XP_020817589.1|DSER
OG0004830	LOC119652629|XP_037912804.1|HILL	LOC110191406|XP_020817923.1|DSER
OG0004831	LOC119657751|XP_037920732.1|HILL	LOC110184750|XP_020809039.1|DSER
OG0004832	LOC119650910|XP_037910059.1|HILL	LOC110186489|XP_020811335.1|DSER
OG0004833	LOC119658030|XP_037921188.1|HILL	LOC110177119|XP_020799324.1|DSER
OG0004834	LOC119652942|XP_037913259.1|HILL	LOC110184772|XP_020809070.1|DSER
OG0004835	LOC119651573|XP_037911136.1|HILL	LOC110184707|XP_020808986.1|DSER
OG0004836	LOC119647061|XP_037903746.1|HILL	LOC110191102|XP_020817507.1|DSER
OG0004837	LOC119649816|XP_037908075.1|HILL	LOC110176693|XP_020798783.1|DSER
OG0004838	LOC119656550|XP_037918842.1|HILL	LOC110189028|XP_020814650.1|DSER
OG0004839	LOC119657955|XP_037921085.1|HILL	LOC110189012|XP_020814627.1|DSER
OG0004840	LOC119659882|XP_037924129.1|HILL	LOC110186170|XP_020810883.1|DSER
OG0004841	LOC119657827|XP_037920873.1|HILL	LOC110185777|XP_020810438.1|DSER
OG0004842	LOC119657044|XP_037919725.1|HILL	LOC110186540|XP_020811403.1|DSER
OG0004843	LOC119650651|XP_037909515.1|HILL	LOC110187834|XP_020812972.1|DSER
OG0004844	LOC119660485|XP_037925002.1|HILL	LOC110182617|XP_020806341.1|DSER
OG0004845	LOC119659005|XP_037922819.1|HILL	LOC110188379|XP_020813754.1|DSER
OG0004846	LOC119651550|XP_037911114.1|HILL	LOC110176969|XP_020799135.1|DSER
OG0004847	LOC119657752|XP_037920734.1|HILL	LOC110176968|XP_020799134.1|DSER
OG0004848	LOC119651326|XP_037910793.1|HILL, LOC119650706|XP_037909636.1|HILL, LOC119652064|XP_037911929.1|HILL	LOC110191016|XP_020817392.1|DSER
OG0004849	LOC119657782|XP_037920784.1|HILL	LOC110184983|XP_020809295.1|DSER
OG0004850	LOC119650958|XP_037910129.1|HILL	LOC110177183|XP_020799434.1|DSER
OG0004851	LOC119650807|XP_037909874.1|HILL	LOC110177153|XP_020799394.1|DSER
OG0004852	LOC119652610|XP_037912773.1|HILL	LOC110191797|XP_020818406.1|DSER
OG0004853	LOC119660352|XP_037924779.1|HILL	LOC110179338|XP_020802501.1|DSER
OG0004854	LOC119647713|XP_037904732.1|HILL	LOC110187503|XP_020812559.1|DSER
OG0004855	LOC119650096|XP_037908542.1|HILL	LOC110181264|XP_020804630.1|DSER
OG0004856	LOC119649449|XP_037907527.1|HILL	LOC110189121|XP_020814755.1|DSER
OG0004857	LOC119648483|XP_037906173.1|HILL	LOC110188890|XP_020814468.1|DSER
OG0004858	LOC119647512|XP_037904402.1|HILL	LOC110189090|XP_020814722.1|DSER
OG0004859	LOC119649643|XP_037907826.1|HILL	LOC110189063|XP_020814691.1|DSER
OG0004860	LOC119649398|XP_037907451.1|HILL	LOC110188854|XP_020814420.1|DSER
OG0004861	LOC119650260|XP_037908789.1|HILL	LOC110190440|XP_020816585.1|DSER
OG0004862	LOC119648493|XP_037906187.1|HILL	LOC110190563|XP_020816796.1|DSER
OG0004863	LOC119648813|XP_037906593.1|HILL	LOC110176141|XP_020798037.1|DSER
OG0004864	LOC119648280|XP_037905863.1|HILL	LOC110183562|XP_020807522.1|DSER
OG0004865	LOC119646468|XP_037902846.1|HILL	LOC110177324|XP_020799656.1|DSER
OG0004866	LOC119648674|XP_037906393.1|HILL	LOC110187494|XP_020812548.1|DSER
OG0004867	LOC119661292|XP_037926507.1|HILL	LOC110178393|XP_020801189.1|DSER
OG0004868	LOC119649905|XP_037908230.1|HILL	LOC110189540|XP_020815330.1|DSER
OG0004869	LOC119646853|XP_037903403.1|HILL	LOC110189729|XP_020815580.1|DSER
OG0004870	LOC119661636|XP_037926987.1|HILL	LOC110189269|XP_020814943.1|DSER
OG0004871	LOC119646521|XP_037902909.1|HILL	LOC110179352|XP_020802526.1|DSER
OG0004872	LOC119661574|XP_037926901.1|HILL	LOC110184041|XP_020808075.1|DSER
OG0004873	LOC119649470|XP_037907555.1|HILL	LOC110177042|XP_020799218.1|DSER
OG0004874	LOC119646173|XP_037902480.1|HILL	LOC110176547|XP_020798597.1|DSER
OG0004875	LOC119651097|XP_037910382.1|HILL	LOC110179460|XP_020802678.1|DSER
OG0004876	LOC119646418|XP_037902792.1|HILL	LOC110179578|XP_020802828.1|DSER
OG0004877	LOC119650223|XP_037908728.1|HILL	LOC110179016|XP_020802017.1|DSER
OG0004878	LOC119646610|XP_037903039.1|HILL	LOC110191892|XP_020818540.1|DSER
OG0004879	LOC119656430|XP_037918728.1|HILL	LOC110191611|XP_020818157.1|DSER
OG0004880	LOC119648775|XP_037906537.1|HILL	LOC110190184|XP_020816191.1|DSER
OG0004881	LOC119648136|XP_037905609.1|HILL	LOC110178783|XP_020801688.1|DSER
OG0004882	LOC119648223|XP_037905767.1|HILL	LOC110186790|XP_020811730.1|DSER
OG0004883	LOC119649771|XP_037907999.1|HILL	LOC110185317|XP_020809741.1|DSER
OG0004884	LOC119661105|XP_037926222.1|HILL	LOC110176883|XP_020799020.1|DSER
OG0004885	LOC119661577|XP_037926904.1|HILL	LOC110177645|XP_020800121.1|DSER
OG0004886	LOC119659066|XP_037922908.1|HILL	LOC110178516|XP_020801326.1|DSER
OG0004887	LOC119661264|XP_037926445.1|HILL	LOC110191592|XP_020818135.1|DSER
OG0004888	LOC119647034|XP_037903704.1|HILL	LOC110184106|XP_020808155.1|DSER
OG0004889	LOC119661513|XP_037926814.1|HILL	LOC110180690|XP_020804066.1|DSER
OG0004890	LOC119646819|XP_037903362.1|HILL	LOC110182540|XP_020806274.1|DSER
OG0004891	LOC119655774|XP_037917758.1|HILL	LOC110177616|XP_020800080.1|DSER, LOC110181537|XP_020804977.1|DSER
OG0004892	LOC119656024|XP_037918214.1|HILL	LOC110189536|XP_020815325.1|DSER
OG0004893	LOC119646608|XP_037903037.1|HILL	LOC110180818|XP_020804158.1|DSER
OG0004894	LOC119653684|XP_037914476.1|HILL	LOC110189383|XP_020815090.1|DSER
OG0004895	LOC119661728|XP_037927122.1|HILL	LOC110181104|XP_020804434.1|DSER
OG0004897	LOC119651207|XP_037910589.1|HILL	LOC110178497|XP_020801303.1|DSER
OG0004898	LOC119660127|XP_037924450.1|HILL	LOC110178008|XP_020800680.1|DSER
OG0004899	LOC119659519|XP_037923578.1|HILL	LOC110191466|XP_020817978.1|DSER
OG0004900	LOC119658871|XP_037922569.1|HILL	LOC110178002|XP_020800661.1|DSER
OG0004901	LOC119659396|XP_037923386.1|HILL	LOC110177987|XP_020800642.1|DSER
OG0004902	LOC119649113|XP_037907041.1|HILL	LOC110177579|XP_020800017.1|DSER
OG0004903	LOC119661236|XP_037926393.1|HILL	LOC110184403|XP_020808627.1|DSER
OG0004904	LOC119647059|XP_037903744.1|HILL	LOC110191308|XP_020817780.1|DSER
OG0004905	LOC119650857|XP_037909941.1|HILL	LOC110191580|XP_020818122.1|DSER
OG0004906	LOC119647878|XP_037905091.1|HILL	LOC110190799|XP_020817101.1|DSER
OG0004907	LOC119648096|XP_037905523.1|HILL	LOC110187105|XP_020812174.1|DSER
OG0004908	LOC119649228|XP_037907215.1|HILL	LOC110189997|XP_020815954.1|DSER
OG0004909	LOC119650214|XP_037908707.1|HILL	LOC110189838|XP_020815697.1|DSER
OG0004910	LOC119649016|XP_037906895.1|HILL	LOC110189961|XP_020815908.1|DSER
OG0004911	LOC119648207|XP_037905739.1|HILL	LOC110186773|XP_020811705.1|DSER
OG0004912	LOC119649456|XP_037907538.1|HILL	LOC110190804|XP_020817111.1|DSER
OG0004913	LOC119655947|XP_037918078.1|HILL	LOC110182911|XP_020806731.1|DSER
OG0004914	LOC119650069|XP_037908497.1|HILL	LOC110182905|XP_020806722.1|DSER
OG0004915	LOC119660025|XP_037924332.1|HILL	LOC110178700|XP_020801563.1|DSER
OG0004916	LOC119660014|XP_037924324.1|HILL	LOC110188351|XP_020813758.1|DSER
OG0004917	LOC119649568|XP_037907696.1|HILL	LOC110190793|XP_020817092.1|DSER
OG0004918	LOC119647451|XP_037904307.1|HILL	LOC110190791|XP_020817088.1|DSER
OG0004919	LOC119660148|XP_037924479.1|HILL	LOC110186253|XP_020810993.1|DSER
OG0004920	LOC119658415|XP_037921741.1|HILL	LOC110189933|XP_020815876.1|DSER
OG0004921	LOC119648890|XP_037906715.1|HILL	LOC110190347|XP_020816406.1|DSER
OG0004922	LOC119650000|XP_037908390.1|HILL	LOC110190340|XP_020816398.1|DSER
OG0004923	LOC119648341|XP_037905965.1|HILL	LOC110183580|XP_020807550.1|DSER
OG0004924	LOC119648607|XP_037906305.1|HILL	LOC110184789|XP_020809087.1|DSER
OG0004925	LOC119648909|XP_037906744.1|HILL	LOC110178615|XP_020801459.1|DSER
OG0004926	LOC119648160|XP_037905663.1|HILL	LOC110178777|XP_020801678.1|DSER
OG0004927	LOC119649986|XP_037908357.1|HILL	LOC110190462|XP_020816622.1|DSER
OG0004928	LOC119647764|XP_037904821.1|HILL	LOC110184115|XP_020808170.1|DSER
OG0004929	LOC119647998|XP_037905312.1|HILL	LOC110184494|XP_020808707.1|DSER
OG0004930	LOC119661707|XP_037927087.1|HILL	LOC110178232|XP_020800941.1|DSER
OG0004931	LOC119655301|XP_037917056.1|HILL	LOC110182865|XP_020806667.1|DSER
OG0004932	LOC119648709|XP_037906444.1|HILL	LOC110178806|XP_020801720.1|DSER
OG0004933	LOC119646348|XP_037902710.1|HILL	LOC110187091|XP_020812192.1|DSER
OG0004934	LOC119646799|XP_037903317.1|HILL	LOC110191521|XP_020818048.1|DSER
OG0004935	LOC119646614|XP_037903047.1|HILL	LOC110189712|XP_020815560.1|DSER
OG0004936	LOC119648843|XP_037906646.1|HILL	LOC110190084|XP_020816048.1|DSER
OG0004937	LOC119646864|XP_037903417.1|HILL	LOC110184711|XP_020808990.1|DSER
OG0004938	LOC119649503|XP_037907598.1|HILL	LOC110189115|XP_020814748.1|DSER
OG0004939	LOC119648275|XP_037905858.1|HILL	LOC110190178|XP_020816185.1|DSER
OG0004940	LOC119649260|XP_037907274.1|HILL	LOC110190152|XP_020816148.1|DSER
OG0004941	LOC119648897|XP_037906727.1|HILL	LOC110190521|XP_020816714.1|DSER
OG0004942	LOC119647421|XP_037904244.1|HILL	LOC110176204|XP_020798124.1|DSER
OG0004943	LOC119647942|XP_037905232.1|HILL	LOC110190469|XP_020816637.1|DSER
OG0004944	LOC119649877|XP_037908181.1|HILL	LOC110188817|XP_020814356.1|DSER
OG0004945	LOC119648933|XP_037906774.1|HILL	LOC110189775|XP_020815658.1|DSER
OG0004946	LOC119647536|XP_037904451.1|HILL	LOC110190203|XP_020816212.1|DSER
OG0004947	LOC119649183|XP_037907137.1|HILL	LOC110177611|XP_020800069.1|DSER
OG0004948	LOC119649411|XP_037907476.1|HILL	LOC110177633|XP_020800106.1|DSER
OG0004949	LOC119649719|XP_037907929.1|HILL	LOC110177566|XP_020799997.1|DSER
