Orthogroup	HILL.longest_only	DSUB.longest_only
OG0004672	LOC119653161|XP_037913630.1|HILL	LOC117899440|XP_034665335.1|DSUB
OG0004673	LOC119660391|XP_037924852.1|HILL	LOC117898938|XP_034664545.1|DSUB
OG0004674	LOC119657201|XP_037919935.1|HILL	LOC117896193|XP_034660175.1|DSUB
OG0004675	LOC119657161|XP_037919870.1|HILL	LOC117896192|XP_034660173.1|DSUB
OG0004676	LOC119656798|XP_037919331.1|HILL	LOC117898923|XP_034664526.1|DSUB
OG0004677	LOC119650715|XP_037909654.1|HILL	LOC117897031|XP_034661501.1|DSUB
OG0004678	LOC119651944|XP_037911724.1|HILL	LOC117898469|XP_034663789.1|DSUB
OG0004679	LOC119652908|XP_037913212.1|HILL	LOC117899057|XP_034664715.1|DSUB
OG0004680	LOC119653220|XP_037913723.1|HILL	LOC117895989|XP_034659865.1|DSUB
OG0004681	LOC119650861|XP_037909946.1|HILL	LOC117896994|XP_034661442.1|DSUB
OG0004682	LOC119659350|XP_037923327.1|HILL	LOC117902091|XP_034669078.1|DSUB
OG0004683	LOC119659697|XP_037923878.1|HILL	LOC117899542|XP_034665512.1|DSUB
OG0004684	LOC119652735|XP_037912960.1|HILL	LOC117897984|XP_034662987.1|DSUB
OG0004685	LOC119658325|XP_037921591.1|HILL	LOC117898158|XP_034663255.1|DSUB
OG0004686	LOC119657043|XP_037919724.1|HILL	LOC117899234|XP_034664999.1|DSUB
OG0004687	LOC119658378|XP_037921672.1|HILL	LOC117897309|XP_034661953.1|DSUB
OG0004688	LOC119658784|XP_037922419.1|HILL	LOC117898680|XP_034664154.1|DSUB
OG0004689	LOC119652429|XP_037912481.1|HILL	LOC117899043|XP_034664693.1|DSUB
OG0004690	LOC119651113|XP_037910414.1|HILL	LOC117898627|XP_034664074.1|DSUB
OG0004691	LOC119651345|XP_037910829.1|HILL	LOC117898184|XP_034663290.1|DSUB
OG0004692	LOC119651630|XP_037911221.1|HILL	LOC117897946|XP_034662932.1|DSUB
OG0004693	LOC119651633|XP_037911225.1|HILL	LOC117897507|XP_034662287.1|DSUB
OG0004694	LOC119651342|XP_037910823.1|HILL	LOC117898859|XP_034664427.1|DSUB
OG0004695	LOC119657150|XP_037919855.1|HILL	LOC117896183|XP_034660158.1|DSUB
OG0004696	LOC119653173|XP_037913648.1|HILL	LOC117898672|XP_034664143.1|DSUB
OG0004697	LOC119660812|XP_037925580.1|HILL	LOC117898925|XP_034664530.1|DSUB
OG0004698	LOC119656490|XP_037918748.1|HILL	LOC117903317|XP_034671145.1|DSUB
OG0004699	LOC119651178|XP_037910533.1|HILL	LOC117897247|XP_034661859.1|DSUB
OG0004700	LOC119652868|XP_037913154.1|HILL	LOC117899008|XP_034664647.1|DSUB
OG0004701	LOC119651296|XP_037910745.1|HILL	LOC117897616|XP_034662472.1|DSUB
OG0004702	LOC119653181|XP_037913663.1|HILL	LOC117895992|XP_034659869.1|DSUB
OG0004703	LOC119652688|XP_037912890.1|HILL	LOC117899068|XP_034664726.1|DSUB
OG0004704	LOC119651650|XP_037911256.1|HILL	LOC117896324|XP_034660450.1|DSUB
OG0004705	LOC119651488|XP_037911030.1|HILL	LOC117899550|XP_034665529.1|DSUB
OG0004706	LOC119653107|XP_037913553.1|HILL	LOC117893033|XP_034655283.1|DSUB
OG0004707	LOC119658332|XP_037921599.1|HILL	LOC117899966|XP_034666012.1|DSUB
OG0004708	LOC119658585|XP_037921969.1|HILL	LOC117899720|XP_034665830.1|DSUB
OG0004709	LOC119652381|XP_037912407.1|HILL	LOC117896601|XP_034660923.1|DSUB
OG0004710	LOC119650701|XP_037909615.1|HILL	LOC117898199|XP_034663310.1|DSUB
OG0004711	LOC119657081|XP_037919764.1|HILL	LOC117899438|XP_034665333.1|DSUB
OG0004712	LOC119657328|XP_037920121.1|HILL	LOC117899684|XP_034665765.1|DSUB
OG0004713	LOC119651505|XP_037911055.1|HILL	LOC117897020|XP_034661484.1|DSUB
OG0004714	LOC119652733|XP_037912957.1|HILL	LOC117899568|XP_034665569.1|DSUB
OG0004715	LOC119651448|XP_037910982.1|HILL	LOC117902040|XP_034668995.1|DSUB
OG0004716	LOC119650982|XP_037910173.1|HILL	LOC117897019|XP_034661483.1|DSUB
OG0004717	LOC119657852|XP_037920903.1|HILL	LOC117899180|XP_034664934.1|DSUB
OG0004718	LOC119646301|XP_037902645.1|HILL	LOC117900714|XP_034667067.1|DSUB
OG0004719	LOC119650798|XP_037909862.1|HILL	LOC117896246|XP_034660296.1|DSUB
OG0004720	LOC119652851|XP_037913132.1|HILL	LOC117898425|XP_034663706.1|DSUB
OG0004721	LOC119650753|XP_037909775.1|HILL	LOC117899014|XP_034664662.1|DSUB
OG0004722	LOC119652803|XP_037913055.1|HILL	LOC117899075|XP_034664736.1|DSUB
OG0004723	LOC119657533|XP_037920404.1|HILL	LOC117903201|XP_034670978.1|DSUB
OG0004724	LOC119652411|XP_037912451.1|HILL	LOC117896561|XP_034660854.1|DSUB
OG0004725	LOC119651248|XP_037910656.1|HILL	LOC117896952|XP_034661387.1|DSUB
OG0004726	LOC119651479|XP_037911018.1|HILL	LOC117896182|XP_034660156.1|DSUB
OG0004727	LOC119651347|XP_037910835.1|HILL	LOC117897652|XP_034662520.1|DSUB
OG0004728	LOC119651348|XP_037910837.1|HILL	LOC117898010|XP_034663030.1|DSUB
OG0004729	LOC119659224|XP_037923128.1|HILL	LOC117900309|XP_034666525.1|DSUB, LOC117895717|XP_034659467.1|DSUB
OG0004730	LOC119652855|XP_037913139.1|HILL	LOC117902727|XP_034670189.1|DSUB
OG0004731	LOC119652690|XP_037912895.1|HILL	LOC117898440|XP_034663736.1|DSUB
OG0004732	LOC119657021|XP_037919697.1|HILL	LOC117899312|XP_034665129.1|DSUB
OG0004733	LOC119657022|XP_037919698.1|HILL	LOC117899313|XP_034665130.1|DSUB
OG0004734	LOC119658233|XP_037921439.1|HILL	LOC117899698|XP_034665793.1|DSUB
OG0004735	LOC119652917|XP_037913227.1|HILL	LOC117897985|XP_034662989.1|DSUB
OG0004736	LOC119660605|XP_037925219.1|HILL	LOC117899530|XP_034665489.1|DSUB
OG0004737	LOC119652046|XP_037911909.1|HILL	LOC117897124|XP_034661667.1|DSUB
OG0004738	LOC119650717|XP_037909658.1|HILL	LOC117897452|XP_034662188.1|DSUB
OG0004739	LOC119652650|XP_037912826.1|HILL	LOC117898494|XP_034663825.1|DSUB
OG0004740	LOC119651710|XP_037911351.1|HILL	LOC117898089|XP_034663160.1|DSUB
OG0004741	LOC119651621|XP_037911204.1|HILL	LOC117899647|XP_034665713.1|DSUB
OG0004742	LOC119660965|XP_037925950.1|HILL	LOC117902976|XP_034670527.1|DSUB
OG0004743	LOC119657264|XP_037920023.1|HILL	LOC117896236|XP_034660273.1|DSUB
OG0004744	LOC119659925|XP_037924190.1|HILL	LOC117901382|XP_034668000.1|DSUB
OG0004745	LOC119658857|XP_037922538.1|HILL	LOC117896131|XP_034660083.1|DSUB
OG0004746	LOC119658591|XP_037921978.1|HILL	LOC117898023|XP_034663047.1|DSUB
OG0004747	LOC119658592|XP_037921979.1|HILL	LOC117898025|XP_034663053.1|DSUB
OG0004748	LOC119658982|XP_037922792.1|HILL	LOC117898021|XP_034663044.1|DSUB
OG0004749	LOC119658626|XP_037922053.1|HILL	LOC117899749|XP_034665886.1|DSUB
OG0004750	LOC119650598|XP_037909383.1|HILL	LOC117896472|XP_034660697.1|DSUB
OG0004751	LOC119656651|XP_037919044.1|HILL	LOC117898255|XP_034663400.1|DSUB
OG0004752	LOC119659430|XP_037923440.1|HILL	LOC117899373|XP_034665244.1|DSUB
OG0004753	LOC119659164|XP_037923042.1|HILL	LOC117897382|XP_034662082.1|DSUB
OG0004754	LOC119659162|XP_037923040.1|HILL	LOC117898657|XP_034664123.1|DSUB
OG0004755	LOC119646660|XP_037903118.1|HILL	LOC117899662|XP_034665736.1|DSUB
OG0004756	LOC119646659|XP_037903117.1|HILL	LOC117899658|XP_034665732.1|DSUB
OG0004757	LOC119651981|XP_037911818.1|HILL	LOC117897660|XP_034662535.1|DSUB
OG0004758	LOC119657492|XP_037920343.1|HILL	LOC117897554|XP_034662373.1|DSUB
OG0004759	LOC119650650|XP_037909512.1|HILL	LOC117896428|XP_034660640.1|DSUB
OG0004760	LOC119657397|XP_037920215.1|HILL	LOC117899475|XP_034665395.1|DSUB
OG0004761	LOC119659497|XP_037923543.1|HILL	LOC117896576|XP_034660870.1|DSUB
OG0004762	LOC119651175|XP_037910525.1|HILL	LOC117901677|XP_034668410.1|DSUB
OG0004763	LOC119651811|XP_037911530.1|HILL	LOC117896620|XP_034660949.1|DSUB
OG0004764	LOC119660161|XP_037924493.1|HILL	LOC117897585|XP_034662430.1|DSUB
OG0004765	LOC119651583|XP_037911150.1|HILL	LOC117897332|XP_034661992.1|DSUB
OG0004766	LOC119651411|XP_037910930.1|HILL	LOC117897441|XP_034662172.1|DSUB
OG0004767	LOC119651129|XP_037910451.1|HILL	LOC117897624|XP_034662483.1|DSUB
OG0004768	LOC119651128|XP_037910450.1|HILL	LOC117899604|XP_034665618.1|DSUB
OG0004769	LOC119659440|XP_037923451.1|HILL	LOC117902411|XP_034669644.1|DSUB
OG0004770	LOC119659123|XP_037922976.1|HILL	LOC117897359|XP_034662032.1|DSUB
OG0004771	LOC119651884|XP_037911632.1|HILL	LOC117898882|XP_034664456.1|DSUB
OG0004772	LOC119651147|XP_037910480.1|HILL	LOC117896682|XP_034661023.1|DSUB
OG0004773	LOC119652454|XP_037912526.1|HILL	LOC117896200|XP_034660215.1|DSUB
OG0004774	LOC119652455|XP_037912531.1|HILL	LOC117896198|XP_034660186.1|DSUB
OG0004775	LOC119652648|XP_037912825.1|HILL	LOC117898447|XP_034663745.1|DSUB
OG0004776	LOC119651638|XP_037911236.1|HILL	LOC117890156|XP_034650740.1|DSUB
OG0004777	LOC119650759|XP_037909779.1|HILL	LOC117897163|XP_034661725.1|DSUB
OG0004778	LOC119657685|XP_037920644.1|HILL	LOC117901522|XP_034668190.1|DSUB
OG0004779	LOC119661344|XP_037926574.1|HILL	LOC117898563|XP_034663940.1|DSUB
OG0004780	LOC119647073|XP_037903759.1|HILL	LOC117900257|XP_034666447.1|DSUB
OG0004781	LOC119652277|XP_037912198.1|HILL	LOC117896234|XP_034660270.1|DSUB
OG0004782	LOC119651366|XP_037910868.1|HILL	LOC117898422|XP_034663694.1|DSUB
OG0004783	LOC119656828|XP_037919401.1|HILL	LOC117891306|XP_034652645.1|DSUB
OG0004784	LOC119651404|XP_037910920.1|HILL	LOC117896979|XP_034661425.1|DSUB
OG0004785	LOC119651315|XP_037910773.1|HILL	LOC117896674|XP_034661011.1|DSUB
OG0004786	LOC119651934|XP_037911702.1|HILL	LOC117896835|XP_034661241.1|DSUB
OG0004787	LOC119653144|XP_037913606.1|HILL	LOC117896042|XP_034659941.1|DSUB
OG0004788	LOC119653141|XP_037913604.1|HILL	LOC117897466|XP_034662204.1|DSUB
OG0004789	LOC119653143|XP_037913605.1|HILL	LOC117897331|XP_034661991.1|DSUB
OG0004790	LOC119652266|XP_037912179.1|HILL	LOC117898058|XP_034663116.1|DSUB
OG0004791	LOC119652076|XP_037911942.1|HILL	LOC117898386|XP_034663632.1|DSUB
OG0004792	LOC119651728|XP_037911383.1|HILL	LOC117898798|XP_034664330.1|DSUB
OG0004793	LOC119659008|XP_037922821.1|HILL	LOC117898391|XP_034663639.1|DSUB
OG0004794	LOC119652838|XP_037913102.1|HILL	LOC117899683|XP_034665764.1|DSUB
OG0004795	LOC119652527|XP_037912656.1|HILL	LOC117898869|XP_034664439.1|DSUB
OG0004796	LOC119650639|XP_037909489.1|HILL	LOC117898304|XP_034663470.1|DSUB
OG0004797	LOC119652964|XP_037913289.1|HILL	LOC117896599|XP_034660916.1|DSUB
OG0004798	LOC119650602|XP_037909387.1|HILL	LOC117896294|XP_034660406.1|DSUB
OG0004799	LOC119650872|XP_037909962.1|HILL	LOC117899515|XP_034665459.1|DSUB
OG0004800	LOC119652460|XP_037912552.1|HILL	LOC117899733|XP_034665868.1|DSUB
OG0004801	LOC119658926|XP_037922683.1|HILL	LOC117899584|XP_034665592.1|DSUB
OG0004802	LOC119653001|XP_037913355.1|HILL	LOC117896203|XP_034660221.1|DSUB
OG0004803	LOC119651072|XP_037910339.1|HILL	LOC117899634|XP_034665683.1|DSUB
OG0004804	LOC119652910|XP_037913214.1|HILL	LOC117899605|XP_034665625.1|DSUB
OG0004805	LOC119652950|XP_037913270.1|HILL	LOC117897112|XP_034661653.1|DSUB
OG0004806	LOC119646447|XP_037902826.1|HILL	LOC117902212|XP_034669327.1|DSUB
OG0004807	LOC119651232|XP_037910636.1|HILL	LOC117896033|XP_034659932.1|DSUB
OG0004808	LOC119652992|XP_037913345.1|HILL	LOC117897802|XP_034662742.1|DSUB
OG0004809	LOC119646127|XP_037902405.1|HILL	LOC117896333|XP_034660464.1|DSUB
OG0004810	LOC119659012|XP_037922828.1|HILL	LOC117897272|XP_034661889.1|DSUB
OG0004811	LOC119651304|XP_037910758.1|HILL	LOC117894081|XP_034656834.1|DSUB
OG0004812	LOC119651965|XP_037911755.1|HILL	LOC117897316|XP_034661959.1|DSUB
OG0004813	LOC119652598|XP_037912753.1|HILL	LOC117898695|XP_034664201.1|DSUB
OG0004814	LOC119650948|XP_037910109.1|HILL	LOC117896127|XP_034660075.1|DSUB
OG0004815	LOC119657093|XP_037919774.1|HILL	LOC117901440|XP_034668116.1|DSUB
OG0004816	LOC119657482|XP_037920332.1|HILL	LOC117903313|XP_034671140.1|DSUB
OG0004817	LOC119657103|XP_037919787.1|HILL	LOC117903311|XP_034671136.1|DSUB
OG0004818	LOC119652607|XP_037912768.1|HILL	LOC117897120|XP_034661664.1|DSUB
OG0004819	LOC119657915|XP_037921029.1|HILL	LOC117898465|XP_034663779.1|DSUB
OG0004820	LOC119651749|XP_037911414.1|HILL	LOC117897102|XP_034661638.1|DSUB
OG0004821	LOC119651676|XP_037911298.1|HILL	LOC117898878|XP_034664452.1|DSUB
OG0004822	LOC119651664|XP_037911281.1|HILL	LOC117898207|XP_034663319.1|DSUB
OG0004823	LOC119651836|XP_037911560.1|HILL	LOC117896678|XP_034661014.1|DSUB
OG0004824	LOC119650772|XP_037909802.1|HILL	LOC117896679|XP_034661018.1|DSUB
OG0004825	LOC119660946|XP_037925883.1|HILL	LOC117902946|XP_034670451.1|DSUB
OG0004826	LOC119651897|XP_037911652.1|HILL	LOC117896175|XP_034660149.1|DSUB
OG0004827	LOC119652469|XP_037912565.1|HILL	LOC117897184|XP_034661774.1|DSUB
OG0004828	LOC119652623|XP_037912794.1|HILL	LOC117898565|XP_034663943.1|DSUB
OG0004829	LOC119650894|XP_037910001.1|HILL	LOC117897032|XP_034661502.1|DSUB
OG0004830	LOC119652629|XP_037912804.1|HILL	LOC117899199|XP_034664963.1|DSUB
OG0004831	LOC119657751|XP_037920732.1|HILL	LOC117894580|XP_034657613.1|DSUB
OG0004832	LOC119650910|XP_037910059.1|HILL	LOC117897296|XP_034661931.1|DSUB
OG0004833	LOC119658030|XP_037921188.1|HILL	LOC117898221|XP_034663344.1|DSUB
OG0004834	LOC119652942|XP_037913259.1|HILL	LOC117898464|XP_034663778.1|DSUB
OG0004835	LOC119651573|XP_037911136.1|HILL	LOC117897934|XP_034662916.1|DSUB
OG0004836	LOC119647061|XP_037903746.1|HILL	LOC117897851|XP_034662812.1|DSUB
OG0004837	LOC119649816|XP_037908075.1|HILL	LOC117894653|XP_034657720.1|DSUB
OG0004838	LOC119656550|XP_037918842.1|HILL	LOC117896865|XP_034661286.1|DSUB
OG0004839	LOC119657955|XP_037921085.1|HILL	LOC117899196|XP_034664954.1|DSUB
OG0004840	LOC119659882|XP_037924129.1|HILL	LOC117897346|XP_034662010.1|DSUB
OG0004841	LOC119657827|XP_037920873.1|HILL	LOC117901684|XP_034668418.1|DSUB
OG0004842	LOC119657044|XP_037919725.1|HILL	LOC117898159|XP_034663258.1|DSUB
OG0004843	LOC119650651|XP_037909515.1|HILL	LOC117897053|XP_034661536.1|DSUB
OG0004844	LOC119660485|XP_037925002.1|HILL	LOC117900275|XP_034666475.1|DSUB
OG0004845	LOC119659005|XP_037922819.1|HILL	LOC117896433|XP_034660653.1|DSUB
OG0004846	LOC119651550|XP_037911114.1|HILL	LOC117900433|XP_034666694.1|DSUB
OG0004847	LOC119657752|XP_037920734.1|HILL	LOC117900427|XP_034666684.1|DSUB
OG0004848	LOC119651326|XP_037910793.1|HILL, LOC119650706|XP_037909636.1|HILL, LOC119652064|XP_037911929.1|HILL	LOC117898203|XP_034663315.1|DSUB
OG0004849	LOC119657782|XP_037920784.1|HILL	LOC117901553|XP_034668241.1|DSUB
OG0004850	LOC119650958|XP_037910129.1|HILL	LOC117896335|XP_034660466.1|DSUB
OG0004851	LOC119650807|XP_037909874.1|HILL	LOC117898146|XP_034663236.1|DSUB
OG0004852	LOC119652610|XP_037912773.1|HILL	LOC117898629|XP_034664079.1|DSUB
OG0004853	LOC119660352|XP_037924779.1|HILL	LOC117892180|XP_034654157.1|DSUB
OG0004854	LOC119647713|XP_037904732.1|HILL	LOC117894942|XP_034658155.1|DSUB
OG0004855	LOC119650096|XP_037908542.1|HILL	LOC117893244|XP_034655699.1|DSUB
OG0004856	LOC119649449|XP_037907527.1|HILL	LOC117894126|XP_034656905.1|DSUB
OG0004857	LOC119648483|XP_037906173.1|HILL	LOC117894957|XP_034658178.1|DSUB
OG0004858	LOC119647512|XP_037904402.1|HILL	LOC117894123|XP_034656898.1|DSUB
OG0004859	LOC119649643|XP_037907826.1|HILL	LOC117894136|XP_034656922.1|DSUB
OG0004860	LOC119649398|XP_037907451.1|HILL	LOC117894352|XP_034657232.1|DSUB
OG0004861	LOC119650260|XP_037908789.1|HILL	LOC117895871|XP_034659741.1|DSUB
OG0004862	LOC119648493|XP_037906187.1|HILL	LOC117894440|XP_034657398.1|DSUB
OG0004863	LOC119648813|XP_037906593.1|HILL	LOC117894565|XP_034657590.1|DSUB
OG0004864	LOC119648280|XP_037905863.1|HILL	LOC117895359|XP_034658834.1|DSUB
OG0004865	LOC119646468|XP_037902846.1|HILL	LOC117898783|XP_034664310.1|DSUB
OG0004866	LOC119648674|XP_037906393.1|HILL	LOC117893910|XP_034656581.1|DSUB
OG0004867	LOC119661292|XP_037926507.1|HILL	LOC117891649|XP_034653089.1|DSUB
OG0004868	LOC119649905|XP_037908230.1|HILL	LOC117890473|XP_034651227.1|DSUB
OG0004869	LOC119646853|XP_037903403.1|HILL	LOC117892409|XP_034654530.1|DSUB
OG0004870	LOC119661636|XP_037926987.1|HILL	LOC117891065|XP_034652129.1|DSUB
OG0004871	LOC119646521|XP_037902909.1|HILL	LOC117892445|XP_034654578.1|DSUB
OG0004872	LOC119661574|XP_037926901.1|HILL	LOC117891646|XP_034653084.1|DSUB
OG0004873	LOC119649470|XP_037907555.1|HILL	LOC117902804|XP_034670316.1|DSUB
OG0004874	LOC119646173|XP_037902480.1|HILL	LOC117897503|XP_034662285.1|DSUB
OG0004875	LOC119651097|XP_037910382.1|HILL	LOC117903452|XP_034671376.1|DSUB
OG0004876	LOC119646418|XP_037902792.1|HILL	LOC117900168|XP_034666305.1|DSUB
OG0004877	LOC119650223|XP_037908728.1|HILL	LOC117895038|XP_034658303.1|DSUB
OG0004878	LOC119646610|XP_037903039.1|HILL	LOC117891200|XP_034652427.1|DSUB
OG0004879	LOC119656430|XP_037918728.1|HILL	LOC117891155|XP_034652304.1|DSUB
OG0004880	LOC119648775|XP_037906537.1|HILL	LOC117893867|XP_034656530.1|DSUB
OG0004881	LOC119648136|XP_037905609.1|HILL	LOC117895642|XP_034659316.1|DSUB
OG0004882	LOC119648223|XP_037905767.1|HILL	LOC117893919|XP_034656592.1|DSUB
OG0004883	LOC119649771|XP_037907999.1|HILL	LOC117895225|XP_034658612.1|DSUB
OG0004884	LOC119661105|XP_037926222.1|HILL	LOC117891663|XP_034653112.1|DSUB
OG0004885	LOC119661577|XP_037926904.1|HILL	LOC117890748|XP_034651696.1|DSUB
OG0004886	LOC119659066|XP_037922908.1|HILL	LOC117890461|XP_034651199.1|DSUB
OG0004887	LOC119661264|XP_037926445.1|HILL	LOC117891860|XP_034653513.1|DSUB
OG0004888	LOC119647034|XP_037903704.1|HILL	LOC117892615|XP_034654856.1|DSUB
OG0004889	LOC119661513|XP_037926814.1|HILL	LOC117891902|XP_034653616.1|DSUB
OG0004890	LOC119646819|XP_037903362.1|HILL	LOC117889972|XP_034650429.1|DSUB
OG0004891	LOC119655774|XP_037917758.1|HILL	LOC117903587|XP_034671698.1|DSUB
OG0004892	LOC119656024|XP_037918214.1|HILL	LOC117890163|XP_034650750.1|DSUB
OG0004893	LOC119646608|XP_037903037.1|HILL	LOC117891235|XP_034652472.1|DSUB, LOC117889753|XP_034650090.1|DSUB
OG0004894	LOC119653684|XP_037914476.1|HILL	LOC117891510|XP_034652895.1|DSUB
OG0004895	LOC119661728|XP_037927122.1|HILL	LOC117892118|XP_034654038.1|DSUB
OG0004897	LOC119651207|XP_037910589.1|HILL	LOC117892110|XP_034654013.1|DSUB
OG0004898	LOC119660127|XP_037924450.1|HILL	LOC117891675|XP_034653137.1|DSUB
OG0004899	LOC119659519|XP_037923578.1|HILL	LOC117891543|XP_034652944.1|DSUB
OG0004900	LOC119658871|XP_037922569.1|HILL	LOC117890346|XP_034651028.1|DSUB
OG0004901	LOC119659396|XP_037923386.1|HILL	LOC117892450|XP_034654586.1|DSUB
OG0004902	LOC119649113|XP_037907041.1|HILL	LOC117895394|XP_034658911.1|DSUB
OG0004903	LOC119661236|XP_037926393.1|HILL	LOC117892457|XP_034654596.1|DSUB
OG0004904	LOC119647059|XP_037903744.1|HILL	LOC117898472|XP_034663794.1|DSUB
OG0004905	LOC119650857|XP_037909941.1|HILL	LOC117890330|XP_034651011.1|DSUB
OG0004906	LOC119647878|XP_037905091.1|HILL	LOC117893620|XP_034656188.1|DSUB
OG0004907	LOC119648096|XP_037905523.1|HILL	LOC117893918|XP_034656591.1|DSUB
OG0004908	LOC119649228|XP_037907215.1|HILL	LOC117894170|XP_034656963.1|DSUB
OG0004909	LOC119650214|XP_037908707.1|HILL	LOC117895421|XP_034658948.1|DSUB
OG0004910	LOC119649016|XP_037906895.1|HILL	LOC117895418|XP_034658942.1|DSUB
OG0004911	LOC119648207|XP_037905739.1|HILL	LOC117894907|XP_034658093.1|DSUB
OG0004912	LOC119649456|XP_037907538.1|HILL	LOC117893621|XP_034656189.1|DSUB
OG0004913	LOC119655947|XP_037918078.1|HILL	LOC117892601|XP_034654832.1|DSUB
OG0004914	LOC119650069|XP_037908497.1|HILL	LOC117889828|XP_034650200.1|DSUB
OG0004915	LOC119660025|XP_037924332.1|HILL	LOC117890264|XP_034650912.1|DSUB
OG0004916	LOC119660014|XP_037924324.1|HILL	LOC117892174|XP_034654144.1|DSUB
OG0004917	LOC119649568|XP_037907696.1|HILL	LOC117894107|XP_034656873.1|DSUB
OG0004918	LOC119647451|XP_037904307.1|HILL	LOC117894103|XP_034656869.1|DSUB
OG0004919	LOC119660148|XP_037924479.1|HILL	LOC117899371|XP_034665242.1|DSUB
OG0004920	LOC119658415|XP_037921741.1|HILL	LOC117894155|XP_034656943.1|DSUB
OG0004921	LOC119648890|XP_037906715.1|HILL	LOC117895049|XP_034658318.1|DSUB
OG0004922	LOC119650000|XP_037908390.1|HILL	LOC117895410|XP_034658933.1|DSUB
OG0004923	LOC119648341|XP_037905965.1|HILL	LOC117893288|XP_034655746.1|DSUB
OG0004924	LOC119648607|XP_037906305.1|HILL	LOC117895256|XP_034658667.1|DSUB
OG0004925	LOC119648909|XP_037906744.1|HILL	LOC117894737|XP_034657827.1|DSUB
OG0004926	LOC119648160|XP_037905663.1|HILL	LOC117893749|XP_034656376.1|DSUB
OG0004927	LOC119649986|XP_037908357.1|HILL	LOC117893724|XP_034656316.1|DSUB
OG0004928	LOC119647764|XP_037904821.1|HILL	LOC117892486|XP_034654643.1|DSUB
OG0004929	LOC119647998|XP_037905312.1|HILL	LOC117895559|XP_034659159.1|DSUB
OG0004930	LOC119661707|XP_037927087.1|HILL	LOC117891868|XP_034653521.1|DSUB
OG0004931	LOC119655301|XP_037917056.1|HILL	LOC117892603|XP_034654834.1|DSUB
OG0004932	LOC119648709|XP_037906444.1|HILL	LOC117895104|XP_034658396.1|DSUB
OG0004933	LOC119646348|XP_037902710.1|HILL	LOC117891662|XP_034653109.1|DSUB
OG0004934	LOC119646799|XP_037903317.1|HILL	LOC117891032|XP_034652089.1|DSUB
OG0004935	LOC119646614|XP_037903047.1|HILL	LOC117892402|XP_034654519.1|DSUB
OG0004936	LOC119648843|XP_037906646.1|HILL	LOC117893049|XP_034655317.1|DSUB
OG0004937	LOC119646864|XP_037903417.1|HILL	LOC117895247|XP_034658649.1|DSUB
OG0004938	LOC119649503|XP_037907598.1|HILL	LOC117893335|XP_034655816.1|DSUB
OG0004939	LOC119648275|XP_037905858.1|HILL	LOC117895430|XP_034658970.1|DSUB
OG0004940	LOC119649260|XP_037907274.1|HILL	LOC117895427|XP_034658956.1|DSUB
OG0004941	LOC119648897|XP_037906727.1|HILL	LOC117893391|XP_034655879.1|DSUB
OG0004942	LOC119647421|XP_037904244.1|HILL	LOC117895780|XP_034659569.1|DSUB
OG0004943	LOC119647942|XP_037905232.1|HILL	LOC117895806|XP_034659621.1|DSUB
OG0004944	LOC119649877|XP_037908181.1|HILL	LOC117894341|XP_034657219.1|DSUB
OG0004945	LOC119648933|XP_037906774.1|HILL	LOC117890066|XP_034650596.1|DSUB
OG0004946	LOC119647536|XP_037904451.1|HILL	LOC117894783|XP_034657900.1|DSUB
OG0004947	LOC119649183|XP_037907137.1|HILL	LOC117893932|XP_034656606.1|DSUB
OG0004948	LOC119649411|XP_037907476.1|HILL	LOC117894891|XP_034658065.1|DSUB
OG0004949	LOC119649719|XP_037907929.1|HILL	LOC117893893|XP_034656561.1|DSUB
OG0004950	LOC119649711|XP_037907912.1|HILL	LOC117893399|XP_034655889.1|DSUB
OG0004951	LOC119650718|XP_037909659.1|HILL	LOC117898660|XP_034664126.1|DSUB
OG0004952	LOC119648124|XP_037905574.1|HILL	LOC117894069|XP_034656813.1|DSUB
OG0004953	LOC119647618|XP_037904588.1|HILL	LOC117893401|XP_034655891.1|DSUB
OG0004954	LOC119647615|XP_037904582.1|HILL	LOC117893396|XP_034655885.1|DSUB
OG0004955	LOC119646509|XP_037902893.1|HILL	LOC117893065|XP_034655363.1|DSUB
OG0004956	LOC119648642|XP_037906345.1|HILL	LOC117891184|XP_034652401.1|DSUB
OG0004957	LOC119648910|XP_037906745.1|HILL	LOC117894664|XP_034657731.1|DSUB
OG0004958	LOC119650325|XP_037908909.1|HILL	LOC117894434|XP_034657388.1|DSUB
OG0004959	LOC119650368|XP_037909009.1|HILL	LOC117894678|XP_034657746.1|DSUB
OG0004960	LOC119647465|XP_037904327.1|HILL	LOC117893108|XP_034655432.1|DSUB
OG0004961	LOC119648039|XP_037905394.1|HILL	LOC117891080|XP_034652151.1|DSUB
OG0004962	LOC119648037|XP_037905391.1|HILL	LOC117895224|XP_034658610.1|DSUB
OG0004963	LOC119647843|XP_037905028.1|HILL	LOC117895006|XP_034658244.1|DSUB
OG0004964	LOC119648209|XP_037905742.1|HILL	LOC117893544|XP_034656085.1|DSUB
OG0004965	LOC119647987|XP_037905300.1|HILL	LOC117893301|XP_034655768.1|DSUB
