Orthogroup	HILL.longest_only	DGUA.longest_only
OG0004271	LOC119656293|XP_037918657.1|HILL	LOC117592334|XP_034141918.1|DGUA
OG0004272	LOC119660295|XP_037924695.1|HILL	LOC117586097|XP_034131845.1|DGUA
OG0004273	LOC119658805|XP_037922455.1|HILL	LOC117582803|XP_034126724.1|DGUA
OG0004274	LOC119655853|XP_037917900.1|HILL	LOC117590956|XP_034139896.1|DGUA, LOC117581582|XP_034124824.1|DGUA
OG0004275	LOC119655008|XP_037916603.1|HILL	LOC117581082|XP_034123857.1|DGUA
OG0004276	LOC119655466|XP_037917296.1|HILL	LOC117589441|XP_034137271.1|DGUA
OG0004277	LOC119648306|XP_037905900.1|HILL	LOC117580089|XP_034122233.1|DGUA
OG0004278	LOC119654854|XP_037916363.1|HILL	LOC117588426|XP_034135597.1|DGUA
OG0004279	LOC119661714|XP_037927096.1|HILL	LOC117582458|XP_034126075.1|DGUA
OG0004280	LOC119646808|XP_037903328.1|HILL	LOC117581059|XP_034123795.1|DGUA
OG0004281	LOC119654973|XP_037916561.1|HILL	LOC117588532|XP_034135784.1|DGUA
OG0004282	LOC119655997|XP_037918164.1|HILL	LOC117584095|XP_034128737.1|DGUA
OG0004283	LOC119653926|XP_037915015.1|HILL	LOC117584105|XP_034128749.1|DGUA
OG0004284	LOC119648937|XP_037906778.1|HILL	LOC117584475|XP_034129290.1|DGUA
OG0004285	LOC119659960|XP_037924243.1|HILL	LOC117585493|XP_034130881.1|DGUA
OG0004286	LOC119649230|XP_037907218.1|HILL	LOC117580079|XP_034122216.1|DGUA
OG0004287	LOC119647785|XP_037904895.1|HILL	LOC117580080|XP_034122219.1|DGUA
OG0004288	LOC119649647|XP_037907830.1|HILL	LOC117580268|XP_034122599.1|DGUA
OG0004289	LOC119648011|XP_037905339.1|HILL	LOC117580202|XP_034122482.1|DGUA
OG0004290	LOC119654671|XP_037916093.1|HILL	LOC117592127|XP_034141562.1|DGUA
OG0004291	LOC119654426|XP_037915745.1|HILL	LOC117584015|XP_034128641.1|DGUA
OG0004292	LOC119647422|XP_037904247.1|HILL	LOC117580310|XP_034122694.1|DGUA
OG0004293	LOC119649907|XP_037908233.1|HILL	LOC117586862|XP_034133048.1|DGUA
OG0004294	LOC119647651|XP_037904640.1|HILL	LOC117579651|XP_034121523.1|DGUA
OG0004295	LOC119649160|XP_037907096.1|HILL	LOC117579164|XP_034120815.1|DGUA
OG0004296	LOC119649172|XP_037907128.1|HILL	LOC117580385|XP_034122812.1|DGUA
OG0004297	LOC119655794|XP_037917816.1|HILL	LOC117578653|XP_034120162.1|DGUA
OG0004298	LOC119655565|XP_037917425.1|HILL	LOC117592302|XP_034141862.1|DGUA
OG0004299	LOC119653756|XP_037914615.1|HILL	LOC117589543|XP_034137442.1|DGUA
OG0004300	LOC119654536|XP_037915906.1|HILL	LOC117585834|XP_034131466.1|DGUA
OG0004301	LOC119649828|XP_037908096.1|HILL	LOC117580299|XP_034122676.1|DGUA
OG0004302	LOC119655496|XP_037917326.1|HILL	LOC117583517|XP_034127756.1|DGUA
OG0004303	LOC119656294|XP_037918658.1|HILL	LOC117578958|XP_034120597.1|DGUA
OG0004304	LOC119656295|XP_037918659.1|HILL	LOC117578846|XP_034120522.1|DGUA
OG0004305	LOC119653569|XP_037914214.1|HILL	LOC117592042|XP_034141405.1|DGUA
OG0004306	LOC119654904|XP_037916460.1|HILL	LOC117578706|XP_034120245.1|DGUA
OG0004307	LOC119655237|XP_037916951.1|HILL	LOC117578625|XP_034120122.1|DGUA
OG0004308	LOC119653501|XP_037914079.1|HILL	LOC117580536|XP_034123059.1|DGUA
OG0004309	LOC119654353|XP_037915625.1|HILL	LOC117579833|XP_034121818.1|DGUA
OG0004310	LOC119656274|XP_037918625.1|HILL	LOC117582663|XP_034126472.1|DGUA
OG0004311	LOC119650175|XP_037908657.1|HILL	LOC117587218|XP_034133670.1|DGUA
OG0004312	LOC119654288|XP_037915504.1|HILL	LOC117587376|XP_034133920.1|DGUA
OG0004313	LOC119654876|XP_037916405.1|HILL	LOC117578548|XP_034120011.1|DGUA
OG0004314	LOC119656314|XP_037918689.1|HILL	LOC117592628|XP_034142455.1|DGUA
OG0004315	LOC119654553|XP_037915928.1|HILL	LOC117592194|XP_034141695.1|DGUA
OG0004316	LOC119654211|XP_037915351.1|HILL	LOC117581773|XP_034125083.1|DGUA
OG0004317	LOC119656094|XP_037918332.1|HILL	LOC117584198|XP_034128862.1|DGUA
OG0004318	LOC119656006|XP_037918176.1|HILL	LOC117592677|XP_034142525.1|DGUA
OG0004319	LOC119655199|XP_037916899.1|HILL	LOC117592643|XP_034142481.1|DGUA
OG0004320	LOC119654632|XP_037916032.1|HILL	LOC117589552|XP_034137454.1|DGUA
OG0004321	LOC119648355|XP_037905996.1|HILL	LOC117587530|XP_034134223.1|DGUA
OG0004322	LOC119652853|XP_037913133.1|HILL	LOC117589490|XP_034137346.1|DGUA
OG0004323	LOC119655266|XP_037916996.1|HILL	LOC117586918|XP_034133159.1|DGUA
OG0004324	LOC119655268|XP_037917009.1|HILL	LOC117584836|XP_034129858.1|DGUA
OG0004325	LOC119654736|XP_037916195.1|HILL	LOC117592148|XP_034141607.1|DGUA
OG0004326	LOC119655775|XP_037917761.1|HILL	LOC117592147|XP_034141606.1|DGUA
OG0004327	LOC119654927|XP_037916506.1|HILL	LOC117588495|XP_034135696.1|DGUA
OG0004328	LOC119654341|XP_037915609.1|HILL	LOC117591985|XP_034141318.1|DGUA
OG0004330	LOC119648859|XP_037906671.1|HILL	LOC117591959|XP_034141284.1|DGUA
OG0004331	LOC119655107|XP_037916757.1|HILL	LOC117590132|XP_034138399.1|DGUA
OG0004332	LOC119657052|XP_037919737.1|HILL	LOC117587696|XP_034134483.1|DGUA
OG0004333	LOC119653901|XP_037914965.1|HILL	LOC117584700|XP_034129627.1|DGUA
OG0004334	LOC119655336|XP_037917108.1|HILL	LOC117582256|XP_034125761.1|DGUA
OG0004335	LOC119654695|XP_037916136.1|HILL	LOC117580164|XP_034122378.1|DGUA
OG0004336	LOC119656001|XP_037918167.1|HILL	LOC117578785|XP_034120387.1|DGUA
OG0004337	LOC119654539|XP_037915912.1|HILL	LOC117581787|XP_034125107.1|DGUA
OG0004338	LOC119655176|XP_037916856.1|HILL	LOC117580024|XP_034122139.1|DGUA
OG0004339	LOC119654986|XP_037916576.1|HILL	LOC117590950|XP_034139893.1|DGUA
OG0004340	LOC119654985|XP_037916575.1|HILL	LOC117590942|XP_034139881.1|DGUA
OG0004341	LOC119655770|XP_037917753.1|HILL	LOC117592640|XP_034142474.1|DGUA
OG0004342	LOC119656152|XP_037918415.1|HILL	LOC117590820|XP_034139683.1|DGUA
OG0004343	LOC119653798|XP_037914740.1|HILL	LOC117586494|XP_034132484.1|DGUA
OG0004344	LOC119655727|XP_037917692.1|HILL	LOC117586711|XP_034132876.1|DGUA
OG0004345	LOC119654325|XP_037915581.1|HILL	LOC117591087|XP_034140079.1|DGUA
OG0004346	LOC119653859|XP_037914843.1|HILL	LOC117592192|XP_034141691.1|DGUA
OG0004347	LOC119655267|XP_037917006.1|HILL	LOC117592193|XP_034141693.1|DGUA
OG0004348	LOC119656013|XP_037918190.1|HILL	LOC117592324|XP_034141894.1|DGUA
OG0004349	LOC119655212|XP_037916914.1|HILL	LOC117582765|XP_034126624.1|DGUA
OG0004351	LOC119653764|XP_037914674.1|HILL	LOC117589761|XP_034137843.1|DGUA
OG0004352	LOC119660556|XP_037925124.1|HILL	LOC117589998|XP_034138171.1|DGUA
OG0004353	LOC119658893|XP_037922624.1|HILL	LOC117583077|XP_034127144.1|DGUA
OG0004354	LOC119658894|XP_037922625.1|HILL	LOC117583815|XP_034128290.1|DGUA
OG0004355	LOC119647773|XP_037904881.1|HILL	LOC117585884|XP_034131526.1|DGUA
OG0004356	LOC119654845|XP_037916352.1|HILL	LOC117588336|XP_034135439.1|DGUA
OG0004357	LOC119655644|XP_037917551.1|HILL	LOC117585065|XP_034130222.1|DGUA
OG0004358	LOC119654941|XP_037916522.1|HILL	LOC117582351|XP_034125898.1|DGUA
OG0004359	LOC119654255|XP_037915434.1|HILL	LOC117592379|XP_034141975.1|DGUA
OG0004360	LOC119650254|XP_037908774.1|HILL	LOC117579554|XP_034121364.1|DGUA
OG0004361	LOC119658859|XP_037922540.1|HILL	LOC117585118|XP_034130332.1|DGUA
OG0004362	LOC119654367|XP_037915640.1|HILL	LOC117589298|XP_034136982.1|DGUA
OG0004363	LOC119653713|XP_037914522.1|HILL	LOC117588469|XP_034135651.1|DGUA
OG0004364	LOC119654391|XP_037915693.1|HILL	LOC117592335|XP_034141919.1|DGUA
OG0004365	LOC119655039|XP_037916645.1|HILL	LOC117578776|XP_034120373.1|DGUA
OG0004366	LOC119649159|XP_037907099.1|HILL	LOC117582461|XP_034126078.1|DGUA
OG0004367	LOC119647668|XP_037904673.1|HILL	LOC117589431|XP_034137259.1|DGUA
OG0004368	LOC119650091|XP_037908534.1|HILL	LOC117589014|XP_034136528.1|DGUA
OG0004369	LOC119656327|XP_037918717.1|HILL	LOC117592529|XP_034142278.1|DGUA
OG0004370	LOC119653925|XP_037915012.1|HILL	LOC117584436|XP_034129242.1|DGUA
OG0004371	LOC119654595|XP_037915992.1|HILL	LOC117590812|XP_034139669.1|DGUA
OG0004372	LOC119656004|XP_037918172.1|HILL	LOC117592375|XP_034141965.1|DGUA
OG0004373	LOC119654003|XP_037915093.1|HILL	LOC117592692|XP_034142551.1|DGUA
OG0004374	LOC119656194|XP_037918476.1|HILL	LOC117589093|XP_034136625.1|DGUA
OG0004375	LOC119649351|XP_037907386.1|HILL	LOC117580304|XP_034122685.1|DGUA
OG0004376	LOC119649141|XP_037907077.1|HILL	LOC117579768|XP_034121713.1|DGUA
OG0004377	LOC119658643|XP_037922107.1|HILL	LOC117579343|XP_034121060.1|DGUA
OG0004378	LOC119655153|XP_037916819.1|HILL	LOC117579919|XP_034121952.1|DGUA
OG0004379	LOC119654502|XP_037915863.1|HILL	LOC117579149|XP_034120801.1|DGUA
OG0004380	LOC119655712|XP_037917673.1|HILL	LOC117582699|XP_034126499.1|DGUA
OG0004381	LOC119658661|XP_037922142.1|HILL	LOC117585816|XP_034131436.1|DGUA
OG0004382	LOC119654627|XP_037916027.1|HILL	LOC117578747|XP_034120321.1|DGUA
OG0004383	LOC119655686|XP_037917617.1|HILL	LOC117591796|XP_034140994.1|DGUA
OG0004384	LOC119655157|XP_037916832.1|HILL	LOC117591804|XP_034141004.1|DGUA
OG0004385	LOC119655463|XP_037917291.1|HILL	LOC117589140|XP_034136762.1|DGUA
OG0004386	LOC119655049|XP_037916664.1|HILL	LOC117578850|XP_034120528.1|DGUA
OG0004387	LOC119650374|XP_037909037.1|HILL	LOC117579671|XP_034121546.1|DGUA
OG0004388	LOC119655984|XP_037918149.1|HILL	LOC117580740|XP_034123312.1|DGUA
OG0004389	LOC119654780|XP_037916252.1|HILL	LOC117579220|XP_034120884.1|DGUA
OG0004390	LOC119648992|XP_037906846.1|HILL	LOC117587020|XP_034133323.1|DGUA
OG0004391	LOC119649329|XP_037907362.1|HILL	LOC117592381|XP_034141986.1|DGUA
OG0004392	LOC119647445|XP_037904296.1|HILL	LOC117591747|XP_034140949.1|DGUA, LOC117580259|XP_034122583.1|DGUA
OG0004393	LOC119660021|XP_037924357.1|HILL	LOC117592579|XP_034142366.1|DGUA
OG0004394	LOC119646787|XP_037903297.1|HILL	LOC117578531|XP_034119983.1|DGUA
OG0004395	LOC119656103|XP_037918343.1|HILL	LOC117582946|XP_034126949.1|DGUA
OG0004396	LOC119655636|XP_037917537.1|HILL	LOC117590827|XP_034139696.1|DGUA
OG0004397	LOC119655533|XP_037917375.1|HILL	LOC117592336|XP_034141921.1|DGUA
OG0004398	LOC119653800|XP_037914743.1|HILL	LOC117592341|XP_034141925.1|DGUA
OG0004399	LOC119654844|XP_037916351.1|HILL	LOC117585919|XP_034131616.1|DGUA
OG0004400	LOC119655957|XP_037918101.1|HILL, LOC119655510|XP_037917344.1|HILL	LOC117585943|XP_034131607.1|DGUA
OG0004401	LOC119655707|XP_037917653.1|HILL	LOC117581382|XP_034124415.1|DGUA
OG0004402	LOC119655323|XP_037917090.1|HILL	LOC117584381|XP_034129126.1|DGUA
OG0004403	LOC119655721|XP_037917682.1|HILL	LOC117592438|XP_034142082.1|DGUA
OG0004404	LOC119656253|XP_037918597.1|HILL	LOC117589449|XP_034137289.1|DGUA
OG0004405	LOC119649563|XP_037907687.1|HILL	LOC117587026|XP_034133338.1|DGUA
OG0004406	LOC119651958|XP_037911742.1|HILL, LOC119648661|XP_037906368.1|HILL	LOC117580105|XP_034122261.1|DGUA
OG0004407	LOC119655023|XP_037916626.1|HILL	LOC117578779|XP_034120378.1|DGUA
OG0004408	LOC119648240|XP_037905796.1|HILL	LOC117579186|XP_034120846.1|DGUA
OG0004409	LOC119661037|XP_037926134.1|HILL	LOC117590606|XP_034139279.1|DGUA
OG0004410	LOC119654218|XP_037915359.1|HILL	LOC117578836|XP_034120501.1|DGUA
OG0004411	LOC119654624|XP_037916024.1|HILL	LOC117579501|XP_034121294.1|DGUA
OG0004412	LOC119655450|XP_037917276.1|HILL	LOC117579500|XP_034121293.1|DGUA
OG0004413	LOC119654439|XP_037915766.1|HILL	LOC117578417|XP_034119770.1|DGUA
OG0004414	LOC119653520|XP_037914116.1|HILL	LOC117591843|XP_034141100.1|DGUA
OG0004415	LOC119654312|XP_037915563.1|HILL	LOC117592140|XP_034141586.1|DGUA
OG0004416	LOC119653589|XP_037914267.1|HILL	LOC117578680|XP_034120198.1|DGUA
OG0004417	LOC119652493|XP_037912604.1|HILL	LOC117583342|XP_034127495.1|DGUA
OG0004418	LOC119655953|XP_037918085.1|HILL	LOC117584938|XP_034129992.1|DGUA
OG0004419	LOC119654306|XP_037915553.1|HILL	LOC117580255|XP_034122597.1|DGUA
OG0004420	LOC119652373|XP_037912398.1|HILL	LOC117592683|XP_034142539.1|DGUA
OG0004421	LOC119647886|XP_037905108.1|HILL	LOC117579817|XP_034121799.1|DGUA
OG0004422	LOC119650068|XP_037908493.1|HILL	LOC117589191|XP_034136808.1|DGUA
OG0004423	LOC119655174|XP_037916852.1|HILL	LOC117586218|XP_034132049.1|DGUA
OG0004424	LOC119656178|XP_037918452.1|HILL	LOC117582154|XP_034125640.1|DGUA
OG0004425	LOC119648281|XP_037905864.1|HILL	LOC117580547|XP_034123035.1|DGUA
OG0004426	LOC119648186|XP_037905700.1|HILL	LOC117580192|XP_034122444.1|DGUA
OG0004427	LOC119648116|XP_037905566.1|HILL	LOC117580401|XP_034122837.1|DGUA
OG0004428	LOC119658301|XP_037921529.1|HILL	LOC117589614|XP_034137582.1|DGUA
OG0004429	LOC119661731|XP_037927126.1|HILL	LOC117584477|XP_034129292.1|DGUA
OG0004430	LOC119647862|XP_037905059.1|HILL	LOC117579163|XP_034120813.1|DGUA
OG0004431	LOC119650600|XP_037909385.1|HILL	LOC117584971|XP_034130060.1|DGUA
OG0004432	LOC119653188|XP_037913672.1|HILL	LOC117584970|XP_034130059.1|DGUA
OG0004433	LOC119649740|XP_037907950.1|HILL	LOC117579721|XP_034121605.1|DGUA
OG0004434	LOC119655017|XP_037916617.1|HILL	LOC117592338|XP_034141923.1|DGUA
OG0004435	LOC119655970|XP_037918131.1|HILL	LOC117590451|XP_034138967.1|DGUA
OG0004436	LOC119653565|XP_037914207.1|HILL, LOC119653566|XP_037914208.1|HILL	LOC117587475|XP_034134143.1|DGUA
OG0004437	LOC119654938|XP_037916519.1|HILL	LOC117591862|XP_034141122.1|DGUA
OG0004438	LOC119653878|XP_037914922.1|HILL	LOC117591799|XP_034140999.1|DGUA
OG0004439	LOC119653856|XP_037914835.1|HILL	LOC117578731|XP_034120285.1|DGUA
OG0004440	LOC119654326|XP_037915582.1|HILL	LOC117578869|XP_034120554.1|DGUA
OG0004441	LOC119654459|XP_037915799.1|HILL	LOC117582625|XP_034126391.1|DGUA
OG0004442	LOC119660804|XP_037925564.1|HILL	LOC117580988|XP_034123679.1|DGUA
OG0004443	LOC119653494|XP_037914057.1|HILL	LOC117579112|XP_034120730.1|DGUA
OG0004444	LOC119660801|XP_037925558.1|HILL, LOC119655720|XP_037917680.1|HILL	LOC117579754|XP_034121718.1|DGUA
OG0004445	LOC119654885|XP_037916425.1|HILL	LOC117591257|XP_034140338.1|DGUA
OG0004446	LOC119652750|XP_037912977.1|HILL	LOC117583539|XP_034127786.1|DGUA
OG0004447	LOC119649981|XP_037908350.1|HILL	LOC117585359|XP_034130697.1|DGUA
OG0004448	LOC119660583|XP_037925166.1|HILL	LOC117578872|XP_034120557.1|DGUA
OG0004449	LOC119647804|XP_037904947.1|HILL	LOC117587319|XP_034133841.1|DGUA
OG0004450	LOC119654334|XP_037915594.1|HILL	LOC117582413|XP_034125997.1|DGUA
OG0004451	LOC119654689|XP_037916127.1|HILL, LOC119654688|XP_037916126.1|HILL	LOC117591687|XP_034140905.1|DGUA
OG0004452	LOC119655369|XP_037917161.1|HILL	LOC117590626|XP_034139331.1|DGUA
OG0004453	LOC119660879|XP_037925722.1|HILL	LOC117578567|XP_034120034.1|DGUA
OG0004454	LOC119658677|XP_037922167.1|HILL	LOC117586381|XP_034132302.1|DGUA
OG0004455	LOC119649522|XP_037907634.1|HILL	LOC117591262|XP_034140342.1|DGUA
OG0004456	LOC119649345|XP_037907381.1|HILL	LOC117590822|XP_034139682.1|DGUA
OG0004457	LOC119649145|XP_037907084.1|HILL	LOC117579115|XP_034120735.1|DGUA
OG0004458	LOC119648170|XP_037905677.1|HILL	LOC117579551|XP_034121360.1|DGUA
OG0004459	LOC119648066|XP_037905466.1|HILL	LOC117579300|XP_034120998.1|DGUA
OG0004460	LOC119648485|XP_037906178.1|HILL	LOC117589404|XP_034137220.1|DGUA
OG0004461	LOC119649849|XP_037908134.1|HILL	LOC117579729|XP_034121617.1|DGUA
OG0004462	LOC119648019|XP_037905356.1|HILL	LOC117579102|XP_034120715.1|DGUA
OG0004463	LOC119647621|XP_037904592.1|HILL	LOC117579948|XP_034121998.1|DGUA
OG0004464	LOC119648065|XP_037905462.1|HILL	LOC117579753|XP_034121665.1|DGUA
OG0004465	LOC119649308|XP_037907334.1|HILL	LOC117587900|XP_034134769.1|DGUA
OG0004466	LOC119650058|XP_037908476.1|HILL	LOC117579723|XP_034121610.1|DGUA
OG0004467	LOC119649532|XP_037907647.1|HILL	LOC117579387|XP_034121148.1|DGUA
OG0004468	LOC119649956|XP_037908320.1|HILL	LOC117579997|XP_034122085.1|DGUA
OG0004469	LOC119650421|XP_037909155.1|HILL	LOC117591272|XP_034140358.1|DGUA
OG0004470	LOC119648034|XP_037905388.1|HILL	LOC117582557|XP_034126276.1|DGUA
OG0004471	LOC119647538|XP_037904454.1|HILL	LOC117583310|XP_034127444.1|DGUA
OG0004472	LOC119654230|XP_037915381.1|HILL	LOC117578685|XP_034120208.1|DGUA
OG0004473	LOC119654102|XP_037915194.1|HILL	LOC117592617|XP_034142393.1|DGUA
OG0004474	LOC119655915|XP_037918008.1|HILL	LOC117591947|XP_034141255.1|DGUA
OG0004475	LOC119654538|XP_037915911.1|HILL	LOC117592675|XP_034142527.1|DGUA
OG0004477	LOC119655687|XP_037917619.1|HILL	LOC117584188|XP_034128850.1|DGUA
OG0004478	LOC119656182|XP_037918460.1|HILL	LOC117579582|XP_034121413.1|DGUA
OG0004479	LOC119651321|XP_037910782.1|HILL	LOC117592563|XP_034142333.1|DGUA
OG0004480	LOC119657801|XP_037920825.1|HILL	LOC117591009|XP_034139985.1|DGUA
OG0004481	LOC119655521|XP_037917363.1|HILL	LOC117580201|XP_034122481.1|DGUA
OG0004482	LOC119657731|XP_037920701.1|HILL	LOC117583533|XP_034127778.1|DGUA
OG0004483	LOC119655882|XP_037917946.1|HILL	LOC117591743|XP_034140948.1|DGUA
OG0004484	LOC119660016|XP_037924322.1|HILL	LOC117586328|XP_034132210.1|DGUA
OG0004485	LOC119656247|XP_037918590.1|HILL, LOC119656246|XP_037918588.1|HILL	LOC117588683|XP_034136022.1|DGUA
OG0004486	LOC119654926|XP_037916505.1|HILL	LOC117578876|XP_034120563.1|DGUA
OG0004487	LOC119647634|XP_037904622.1|HILL	LOC117587259|XP_034133724.1|DGUA
OG0004490	LOC119659326|XP_037923293.1|HILL, LOC119661438|XP_037926712.1|HILL	LOC117590061|XP_034138278.1|DGUA
OG0004491	LOC119650915|XP_037910068.1|HILL, LOC119650900|XP_037910008.1|HILL, LOC119650901|XP_037910009.1|HILL	LOC117587776|XP_034134609.1|DGUA
OG0004492	LOC119650377|XP_037909042.1|HILL	LOC117580210|XP_034122495.1|DGUA
OG0004494	LOC119660236|XP_037924613.1|HILL	LOC117585345|XP_034130680.1|DGUA, LOC117585969|XP_034131669.1|DGUA, LOC117585187|XP_034130424.1|DGUA
OG0004504	LOC119647320|XP_037904174.1|HILL	LOC117590090|XP_034138323.1|DGUA
OG0004505	LOC119650723|XP_037909674.1|HILL	LOC117589549|XP_034137446.1|DGUA
OG0004506	LOC119652609|XP_037912770.1|HILL	LOC117583681|XP_034128046.1|DGUA
OG0004507	LOC119652668|XP_037912862.1|HILL	LOC117582745|XP_034126576.1|DGUA
OG0004508	LOC119653115|XP_037913567.1|HILL	LOC117583307|XP_034127442.1|DGUA
OG0004509	LOC119656759|XP_037919258.1|HILL	LOC117579843|XP_034121831.1|DGUA
OG0004510	LOC119656676|XP_037919088.1|HILL	LOC117580700|XP_034123231.1|DGUA
OG0004511	LOC119648920|XP_037906757.1|HILL	LOC117582785|XP_034126654.1|DGUA
OG0004512	LOC119661038|XP_037926138.1|HILL	LOC117590679|XP_034139452.1|DGUA
OG0004513	LOC119660944|XP_037925874.1|HILL	LOC117590667|XP_034139424.1|DGUA
OG0004514	LOC119660737|XP_037925347.1|HILL	LOC117590654|XP_034139392.1|DGUA
OG0004515	LOC119661621|XP_037926969.1|HILL	LOC117588599|XP_034135894.1|DGUA
OG0004516	LOC119657143|XP_037919843.1|HILL	LOC117581465|XP_034124574.1|DGUA
OG0004517	LOC119658463|XP_037921796.1|HILL	LOC117590255|XP_034138617.1|DGUA
OG0004518	LOC119656545|XP_037918833.1|HILL	LOC117588266|XP_034135292.1|DGUA
OG0004519	LOC119651476|XP_037911014.1|HILL	LOC117582958|XP_034126959.1|DGUA
OG0004520	LOC119657546|XP_037920421.1|HILL	LOC117588539|XP_034135798.1|DGUA
OG0004521	LOC119648168|XP_037905675.1|HILL	LOC117583372|XP_034127548.1|DGUA
OG0004522	LOC119656793|XP_037919329.1|HILL	LOC117590203|XP_034138546.1|DGUA
OG0004523	LOC119658680|XP_037922172.1|HILL	LOC117583573|XP_034127843.1|DGUA
OG0004524	LOC119661693|XP_037927067.1|HILL	LOC117591154|XP_034140161.1|DGUA
OG0004525	LOC119656544|XP_037918829.1|HILL	LOC117581558|XP_034124781.1|DGUA
OG0004526	LOC119656971|XP_037919627.1|HILL	LOC117590568|XP_034139199.1|DGUA
OG0004527	LOC119658350|XP_037921635.1|HILL	LOC117588292|XP_034135363.1|DGUA
OG0004528	LOC119658352|XP_037921638.1|HILL	LOC117588472|XP_034135655.1|DGUA
OG0004529	LOC119658524|XP_037921930.1|HILL	LOC117581093|XP_034123872.1|DGUA
OG0004530	LOC119655619|XP_037917517.1|HILL	LOC117581332|XP_034124342.1|DGUA
OG0004531	LOC119661641|XP_037926997.1|HILL	LOC117589871|XP_034138032.1|DGUA
OG0004532	LOC119656865|XP_037919449.1|HILL	LOC117580704|XP_034123245.1|DGUA
OG0004533	LOC119657875|XP_037920930.1|HILL	LOC117590955|XP_034139895.1|DGUA
OG0004534	LOC119653431|XP_037913940.1|HILL	LOC117588723|XP_034136074.1|DGUA
OG0004535	LOC119648743|XP_037906490.1|HILL	LOC117589252|XP_034136917.1|DGUA
OG0004536	LOC119656821|XP_037919382.1|HILL	LOC117588771|XP_034136144.1|DGUA
OG0004537	LOC119658353|XP_037921639.1|HILL	LOC117588504|XP_034135717.1|DGUA
OG0004538	LOC119661120|XP_037926243.1|HILL	LOC117592036|XP_034141397.1|DGUA
OG0004539	LOC119651648|XP_037911252.1|HILL	LOC117585324|XP_034130651.1|DGUA
OG0004540	LOC119657192|XP_037919923.1|HILL	LOC117590941|XP_034139874.1|DGUA
OG0004541	LOC119657931|XP_037921047.1|HILL	LOC117586881|XP_034133083.1|DGUA
OG0004542	LOC119657313|XP_037920099.1|HILL	LOC117590235|XP_034138597.1|DGUA
OG0004543	LOC119657455|XP_037920297.1|HILL	LOC117590474|XP_034139020.1|DGUA
OG0004544	LOC119657407|XP_037920227.1|HILL	LOC117590564|XP_034139196.1|DGUA
OG0004545	LOC119650804|XP_037909871.1|HILL	LOC117585739|XP_034131276.1|DGUA
OG0004546	LOC119655155|XP_037916834.1|HILL	LOC117583230|XP_034127379.1|DGUA
OG0004547	LOC119656805|XP_037919343.1|HILL	LOC117591502|XP_034140690.1|DGUA
OG0004548	LOC119657452|XP_037920294.1|HILL	LOC117590452|XP_034138963.1|DGUA
OG0004549	LOC119656669|XP_037919078.1|HILL	LOC117588798|XP_034136202.1|DGUA
OG0004550	LOC119656744|XP_037919231.1|HILL	LOC117581222|XP_034124092.1|DGUA
OG0004551	LOC119657191|XP_037919922.1|HILL	LOC117578764|XP_034120360.1|DGUA
OG0004552	LOC119658388|XP_037921685.1|HILL	LOC117590761|XP_034139591.1|DGUA
OG0004553	LOC119655547|XP_037917394.1|HILL	LOC117579982|XP_034122052.1|DGUA
OG0004554	LOC119657939|XP_037921056.1|HILL	LOC117588341|XP_034135442.1|DGUA
OG0004555	LOC119657836|XP_037920884.1|HILL	LOC117588549|XP_034135821.1|DGUA
OG0004556	LOC119657562|XP_037920447.1|HILL	LOC117588775|XP_034136155.1|DGUA
OG0004557	LOC119658466|XP_037921808.1|HILL	LOC117580876|XP_034123516.1|DGUA, LOC117580827|XP_034123439.1|DGUA
OG0004558	LOC119657531|XP_037920401.1|HILL	LOC117581368|XP_034124394.1|DGUA
OG0004559	LOC119652312|XP_037912251.1|HILL	LOC117585291|XP_034130610.1|DGUA
OG0004560	LOC119658602|XP_037922000.1|HILL	LOC117585339|XP_034130669.1|DGUA
OG0004561	LOC119646295|XP_037902638.1|HILL	LOC117583777|XP_034128223.1|DGUA
OG0004562	LOC119651060|XP_037910318.1|HILL	LOC117585641|XP_034131117.1|DGUA
OG0004563	LOC119652480|XP_037912581.1|HILL	LOC117582763|XP_034126617.1|DGUA
OG0004564	LOC119651625|XP_037911215.1|HILL	LOC117586203|XP_034132028.1|DGUA
OG0004565	LOC119651338|XP_037910819.1|HILL	LOC117589910|XP_034138074.1|DGUA
OG0004566	LOC119657893|XP_037920965.1|HILL	LOC117590887|XP_034139810.1|DGUA
OG0004567	LOC119656696|XP_037919127.1|HILL	LOC117581394|XP_034124427.1|DGUA
OG0004568	LOC119658356|XP_037921642.1|HILL	LOC117588528|XP_034135777.1|DGUA
OG0004569	LOC119651996|XP_037911846.1|HILL	LOC117590016|XP_034138193.1|DGUA
OG0004570	LOC119658240|XP_037921446.1|HILL	LOC117588328|XP_034135428.1|DGUA
OG0004571	LOC119656721|XP_037919176.1|HILL	LOC117588731|XP_034136096.1|DGUA
OG0004572	LOC119656948|XP_037919589.1|HILL	LOC117582320|XP_034125858.1|DGUA
OG0004573	LOC119651558|XP_037911119.1|HILL	LOC117589770|XP_034137857.1|DGUA
OG0004574	LOC119657523|XP_037920395.1|HILL	LOC117580622|XP_034123091.1|DGUA
