Orthogroup	HILL.longest_only	DHYD.longest_only
OG0005391	LOC119646511|XP_037902935.1|HILL	LOC111599398|XP_023170808.1|DHYD
OG0005392	LOC119660997|XP_037926024.1|HILL	LOC111595203|XP_023164569.1|DHYD
OG0005393	LOC119650629|XP_037909465.1|HILL	LOC111594589|XP_023163717.2|DHYD
OG0005394	LOC119650089|XP_037908530.1|HILL	LOC111595008|XP_023164281.2|DHYD
OG0005395	LOC119659737|XP_037923927.1|HILL	LOC111595505|XP_023165045.2|DHYD
OG0005396	LOC119654364|XP_037915641.1|HILL	LOC111596216|XP_023166098.1|DHYD
OG0005397	LOC119646847|XP_037903396.1|HILL	LOC115483203|XP_030080295.1|DHYD, LOC111596218|XP_023166103.2|DHYD
OG0005398	LOC119655264|XP_037916990.1|HILL	LOC111604945|XP_023178984.1|DHYD
OG0005399	LOC119646246|XP_037902568.1|HILL	LOC111602334|XP_023175107.2|DHYD
OG0005400	LOC119646919|XP_037903521.1|HILL	LOC111597662|XP_030080953.1|DHYD
OG0005401	LOC119656809|XP_037919358.1|HILL	LOC111595776|XP_023165425.2|DHYD
OG0005402	LOC119661647|XP_037927007.1|HILL	LOC111596229|XP_030080285.1|DHYD
OG0005403	LOC119646621|XP_037903057.1|HILL	LOC111596222|XP_023166108.1|DHYD
OG0005404	LOC119646943|XP_037903560.1|HILL	LOC111596223|XP_023166109.2|DHYD
OG0005405	LOC119661428|XP_037926701.1|HILL	LOC111593862|XP_023162682.1|DHYD
OG0005406	LOC119661331|XP_037926560.1|HILL	LOC111597652|XP_023168240.2|DHYD
OG0005407	LOC119654173|XP_037915287.1|HILL	LOC111604137|XP_023177823.2|DHYD
OG0005408	LOC119646556|XP_037902961.1|HILL	LOC111599452|XP_023170878.1|DHYD
OG0005409	LOC119646889|XP_037903453.1|HILL	LOC111602505|XP_023175348.2|DHYD
OG0005410	LOC119661774|XP_037927176.1|HILL	LOC111603752|XP_023177243.1|DHYD
OG0005411	LOC119656478|XP_037918733.1|HILL	LOC111593571|XP_023162201.1|DHYD
OG0005412	LOC119661694|XP_037927068.1|HILL	LOC111603828|XP_023177356.1|DHYD
OG0005413	LOC119646464|XP_037902841.1|HILL	LOC111603454|XP_023176815.1|DHYD
OG0005414	LOC119657952|XP_037921082.1|HILL	LOC111605476|XP_023179782.1|DHYD
OG0005415	LOC119655934|XP_037918047.1|HILL, LOC119660720|XP_037925296.1|HILL	LOC111596802|XP_030079896.1|DHYD
OG0005416	LOC119660974|XP_037925977.1|HILL	LOC111595612|XP_030081302.1|DHYD
OG0005417	LOC119650980|XP_037910170.1|HILL	LOC111594938|XP_023164199.1|DHYD
OG0005418	LOC119650979|XP_037910169.1|HILL	LOC111594743|XP_023163953.1|DHYD
OG0005419	LOC119651754|XP_037911419.1|HILL	LOC111592594|XP_023160677.1|DHYD
OG0005420	LOC119652570|XP_037912712.1|HILL	LOC111597754|XP_030080366.1|DHYD
OG0005421	LOC119652112|XP_037911980.1|HILL	LOC111602451|XP_023175278.2|DHYD
OG0005422	LOC119655932|XP_037918043.1|HILL	LOC111594894|XP_023164149.1|DHYD
OG0005423	LOC119652599|XP_037912755.1|HILL	LOC111596979|XP_023167229.2|DHYD
OG0005424	LOC119656074|XP_037918287.1|HILL	LOC111602091|XP_023174792.2|DHYD
OG0005425	LOC119658439|XP_037921770.1|HILL	LOC111592713|XP_023160868.2|DHYD
OG0005426	LOC119649251|XP_037907250.1|HILL	LOC111604141|XP_023177827.2|DHYD
OG0005427	LOC119653128|XP_037913584.1|HILL	LOC111603902|XP_023177487.2|DHYD
OG0005428	LOC119661030|XP_037926118.1|HILL	LOC111602206|XP_023174944.2|DHYD
OG0005429	LOC119651246|XP_037910654.1|HILL	LOC111603636|XP_023177077.2|DHYD
OG0005430	LOC119651997|XP_037911848.1|HILL	LOC111603825|XP_030080338.1|DHYD
OG0005431	LOC119652223|XP_037912099.1|HILL	LOC111603940|XP_030080344.1|DHYD
OG0005432	LOC119651624|XP_037911214.1|HILL	LOC111592081|XP_023159869.1|DHYD
OG0005433	LOC119646327|XP_037902680.1|HILL	LOC111600589|XP_023172548.1|DHYD
OG0005434	LOC119651786|XP_037911472.1|HILL	LOC111592090|XP_023159881.1|DHYD
OG0005435	LOC119651275|XP_037910708.1|HILL	LOC111592057|XP_023159825.1|DHYD
OG0005436	LOC119651396|XP_037910905.1|HILL	LOC111592056|XP_023159824.2|DHYD
OG0005437	LOC119659891|XP_037924141.1|HILL	LOC111602365|XP_023175149.2|DHYD
OG0005438	LOC119647222|XP_037903981.1|HILL	LOC111599102|XP_023170413.2|DHYD
OG0005439	LOC119661359|XP_037926596.1|HILL	LOC111605478|XP_023179780.1|DHYD
OG0005440	LOC119647081|XP_037903766.1|HILL	LOC111599525|XP_030080363.1|DHYD
OG0005441	LOC119657186|XP_037919908.1|HILL	LOC111592900|XP_023161115.2|DHYD
OG0005442	LOC119646481|XP_037902862.1|HILL	LOC111595780|XP_023165432.1|DHYD
OG0005443	LOC119646559|XP_037902965.1|HILL	LOC111594408|XP_023163452.1|DHYD
OG0005444	LOC119646166|XP_037902470.1|HILL	LOC111596059|XP_023165876.2|DHYD
OG0005445	LOC119661108|XP_037926232.1|HILL	LOC111602005|XP_030080346.1|DHYD
OG0005447	LOC119647191|XP_037903930.1|HILL	LOC111603528|XP_023176928.2|DHYD
OG0005448	LOC119651901|XP_037911654.1|HILL	LOC111600879|XP_023172980.2|DHYD
OG0005449	LOC119653570|XP_037914226.1|HILL	LOC111596959|XP_023167186.1|DHYD
OG0005450	LOC119652062|XP_037911930.1|HILL	LOC111598221|XP_023169149.2|DHYD
OG0005452	LOC119647246|XP_037904048.1|HILL	LOC111593760|XP_023162539.2|DHYD
OG0005453	LOC119651183|XP_037910542.1|HILL	LOC111604921|XP_023178937.1|DHYD
OG0005454	LOC119654712|XP_037916163.1|HILL	LOC111591955|XP_023159660.1|DHYD
OG0005455	LOC119652415|XP_037912461.1|HILL	LOC111604076|XP_023177726.2|DHYD
OG0005456	LOC119651529|XP_037911089.1|HILL	LOC111600349|XP_023172192.2|DHYD
OG0005457	LOC119652309|XP_037912248.1|HILL	LOC111600563|XP_023172514.1|DHYD
OG0005458	LOC119647455|XP_037904317.1|HILL	LOC111599316|XP_023170697.1|DHYD
OG0005459	LOC119657539|XP_037920413.1|HILL	LOC111601487|XP_023173870.2|DHYD
OG0005460	LOC119646902|XP_037903498.1|HILL	LOC111599195|XP_023170551.1|DHYD
OG0005461	LOC119651211|XP_037910590.1|HILL	LOC111598969|XP_023170231.1|DHYD
OG0005462	LOC119651521|XP_037911079.1|HILL	LOC111598970|XP_023170232.1|DHYD
OG0005463	LOC119651915|XP_037911672.1|HILL	LOC111599830|XP_023171391.1|DHYD
OG0005464	LOC119653228|XP_037913743.1|HILL	LOC111598935|XP_023170180.2|DHYD
OG0005465	LOC119650592|XP_037909367.1|HILL	LOC111600378|XP_023172226.2|DHYD
OG0005466	LOC119652978|XP_037913316.1|HILL	LOC111600562|XP_023172498.1|DHYD
OG0005467	LOC119659295|XP_037923235.1|HILL	LOC111595212|XP_023164589.1|DHYD
OG0005468	LOC119661730|XP_037927125.1|HILL	LOC111601935|XP_023174555.2|DHYD
OG0005469	LOC119661372|XP_037926618.1|HILL	LOC111598958|XP_023170212.2|DHYD
OG0005470	LOC119661371|XP_037926617.1|HILL	LOC111598983|XP_023170252.1|DHYD
OG0005471	LOC119661553|XP_037926871.1|HILL	LOC111601176|XP_023173423.2|DHYD
OG0005472	LOC119647388|XP_037904207.1|HILL	LOC111601178|XP_023173425.2|DHYD
OG0005473	LOC119657346|XP_037920151.1|HILL	LOC111599200|XP_023170559.1|DHYD
OG0005474	LOC119647057|XP_037903741.1|HILL	LOC111602450|XP_023175277.2|DHYD
OG0005475	LOC119651520|XP_037911082.1|HILL	LOC111602445|XP_023175271.1|DHYD
OG0005476	LOC119654790|XP_037916266.1|HILL	LOC111599888|XP_023171479.1|DHYD
OG0005477	LOC119652425|XP_037912476.1|HILL	LOC111604474|XP_023178326.1|DHYD
OG0005478	LOC119658633|XP_037922084.1|HILL	LOC111599134|XP_023170465.2|DHYD
OG0005479	LOC119657193|XP_037919929.1|HILL	LOC111599133|XP_023170464.2|DHYD
OG0005480	LOC119657203|XP_037919941.1|HILL	LOC111599447|XP_023170870.1|DHYD
OG0005481	LOC119657575|XP_037920472.1|HILL	LOC111602309|XP_023175082.2|DHYD
OG0005482	LOC119655307|XP_037917068.1|HILL	LOC111602356|XP_030080400.1|DHYD
OG0005483	LOC119646331|XP_037902683.1|HILL	LOC111595213|XP_030080612.1|DHYD
OG0005484	LOC119646196|XP_037902507.1|HILL	LOC111601171|XP_023173417.2|DHYD
OG0005485	LOC119646512|XP_037902895.1|HILL	LOC111593974|XP_030080885.1|DHYD
OG0005486	LOC119647250|XP_037904056.1|HILL	LOC111597702|XP_023168308.1|DHYD
OG0005487	LOC119660700|XP_037925267.1|HILL	LOC111603753|XP_030080424.1|DHYD
OG0005488	LOC119661682|XP_037927049.1|HILL	LOC111603749|XP_023177240.2|DHYD
OG0005489	LOC119661697|XP_037927071.1|HILL	LOC111599111|XP_023170431.2|DHYD
OG0005490	LOC119653558|XP_037914202.1|HILL	LOC111599064|XP_023170352.2|DHYD
OG0005491	LOC119647497|XP_037904384.1|HILL	LOC111596371|XP_023166335.2|DHYD
OG0005492	LOC119646810|XP_037903339.1|HILL	LOC111596288|XP_023166210.1|DHYD
OG0005493	LOC119651911|XP_037911665.1|HILL	LOC111597198|XP_023167539.2|DHYD
OG0005494	LOC119661402|XP_037926659.1|HILL	LOC111593803|XP_023162597.2|DHYD
OG0005495	LOC119659568|XP_037923649.1|HILL	LOC111605378|XP_023179630.1|DHYD
OG0005496	LOC119647274|XP_037904093.1|HILL	LOC111600785|XP_023172842.2|DHYD
OG0005497	LOC119648029|XP_037905381.1|HILL	LOC111600372|XP_023172218.1|DHYD
OG0005498	LOC119646726|XP_037903234.1|HILL	LOC111600373|XP_023172219.1|DHYD
OG0005499	LOC119647316|XP_037904171.1|HILL	LOC111600344|XP_023172176.2|DHYD
OG0005500	LOC119647318|XP_037904173.1|HILL	LOC111600345|XP_023172177.1|DHYD
OG0005501	LOC119657241|XP_037919987.1|HILL	LOC111599001|XP_023170279.2|DHYD
OG0005502	LOC119646584|XP_037903006.1|HILL	LOC111599002|XP_023170280.1|DHYD
OG0005503	LOC119652351|XP_037912342.1|HILL	LOC111592558|XP_023160619.2|DHYD, LOC111592559|XP_023160623.1|DHYD
OG0005504	LOC119661333|XP_037926563.1|HILL	LOC111603758|XP_023177257.1|DHYD
OG0005506	LOC119647086|XP_037903778.1|HILL	LOC111594681|XP_023163869.2|DHYD
OG0005507	LOC119661140|XP_037926269.1|HILL	LOC111602454|XP_023175282.2|DHYD
OG0005508	LOC119646805|XP_037903326.1|HILL	LOC111600857|XP_023172943.2|DHYD, LOC111602207|XP_030080228.1|DHYD
OG0005509	LOC119651569|XP_037911134.1|HILL	LOC111601964|XP_023174606.2|DHYD
OG0005510	LOC119650815|XP_037909881.1|HILL	LOC111600316|XP_023172142.1|DHYD
OG0005511	LOC119655562|XP_037917421.1|HILL	LOC111593073|XP_030079980.1|DHYD
OG0005512	LOC119651273|XP_037910706.1|HILL	LOC111605432|XP_023179708.1|DHYD
OG0005513	LOC119648193|XP_037905716.1|HILL	LOC111603952|XP_023177555.1|DHYD
OG0005514	LOC119652459|XP_037912551.1|HILL	LOC111597825|XP_023168481.2|DHYD
OG0005515	LOC119654506|XP_037915873.1|HILL	LOC111593554|XP_023162177.1|DHYD
OG0005516	LOC119654500|XP_037915860.1|HILL	LOC111596648|XP_023166714.1|DHYD
OG0005517	LOC119650830|XP_037909895.1|HILL	LOC111599341|XP_030079213.1|DHYD
OG0005518	LOC119646824|XP_037903371.1|HILL	LOC111600568|XP_030080229.1|DHYD
OG0005519	LOC119661119|XP_037926242.1|HILL	LOC111602320|XP_023175089.2|DHYD
OG0005520	LOC119651631|XP_037911223.1|HILL	LOC111601259|XP_023173536.2|DHYD
OG0005521	LOC119655622|XP_037917522.1|HILL	LOC111601543|XP_023173948.2|DHYD
OG0005522	LOC119661285|XP_037926489.1|HILL	LOC111592811|XP_023160990.1|DHYD, LOC115483766|XP_030081868.1|DHYD
OG0005523	LOC119661248|XP_037926415.1|HILL	LOC111601136|XP_023173375.2|DHYD
OG0005524	LOC119646315|XP_037902663.1|HILL	LOC111594093|XP_023163010.2|DHYD
OG0005525	LOC119660839|XP_037925645.1|HILL	LOC111603606|XP_023177042.1|DHYD
OG0005526	LOC119646405|XP_037902777.1|HILL	LOC111594695|XP_023163882.1|DHYD
OG0005527	LOC119660986|XP_037925999.1|HILL	LOC111597757|XP_023168383.1|DHYD
OG0005528	LOC119661637|XP_037926988.1|HILL	LOC111601835|XP_023174439.1|DHYD
OG0005529	LOC119650714|XP_037909652.1|HILL	LOC111602253|XP_023175013.2|DHYD
OG0005530	LOC119651714|XP_037911362.1|HILL	LOC111594677|XP_023163856.1|DHYD
OG0005531	LOC119647578|XP_037904513.1|HILL	LOC111601648|XP_023174098.1|DHYD
OG0005532	LOC119653134|XP_037913594.1|HILL	LOC111596006|XP_023165785.1|DHYD
OG0005533	LOC119653843|XP_037914819.1|HILL	LOC111596057|XP_023165873.1|DHYD
OG0005534	LOC119657210|XP_037919948.1|HILL	LOC111596518|XP_023166550.1|DHYD
OG0005535	LOC119647248|XP_037904052.1|HILL	LOC111602513|XP_030079209.1|DHYD
OG0005536	LOC119661379|XP_037926626.1|HILL	LOC111601139|XP_023173374.1|DHYD
OG0005538	LOC119646617|XP_037903051.1|HILL	LOC111595566|XP_023165130.2|DHYD
OG0005539	LOC119646371|XP_037902735.1|HILL	LOC111595793|XP_023165447.1|DHYD
OG0005540	LOC119649400|XP_037907456.1|HILL	LOC111599104|XP_023170421.1|DHYD
OG0005541	LOC119650106|XP_037908558.1|HILL	LOC111602456|XP_023175284.1|DHYD
OG0005542	LOC119660742|XP_037925376.1|HILL	LOC111595297|XP_030079508.1|DHYD
OG0005543	LOC119650693|XP_037909597.1|HILL	LOC111592546|XP_023160600.1|DHYD
OG0005544	LOC119651880|XP_037911624.1|HILL	LOC111599174|XP_023170525.2|DHYD
OG0005545	LOC119646324|XP_037902672.1|HILL	LOC111592653|XP_023160771.1|DHYD
OG0005546	LOC119650636|XP_037909487.1|HILL	LOC111601455|XP_023173805.1|DHYD
OG0005547	LOC119657357|XP_037920161.1|HILL	LOC111596217|XP_023166100.2|DHYD
OG0005548	LOC119661500|XP_037926795.1|HILL	LOC111596220|XP_023166105.2|DHYD
OG0005549	LOC119661209|XP_037926360.1|HILL	LOC111596227|XP_023166112.2|DHYD
OG0005550	LOC119647202|XP_037903946.1|HILL	LOC111603851|XP_030079026.1|DHYD
OG0005551	LOC119650777|XP_037909816.1|HILL	LOC111592407|XP_023160350.2|DHYD
OG0005552	LOC119650770|XP_037909805.1|HILL	LOC111592406|XP_023160349.2|DHYD
OG0005553	LOC119649148|XP_037907090.1|HILL	LOC111603750|XP_023177241.2|DHYD
OG0005554	LOC119647262|XP_037904072.1|HILL	LOC111596239|XP_023166125.2|DHYD
OG0005555	LOC119653258|XP_037917587.1|HILL	LOC111596235|XP_023166121.1|DHYD
OG0005556	LOC119646121|XP_037906169.1|HILL	LOC111596242|XP_023166142.2|DHYD
OG0005557	LOC119655753|XP_037917738.1|HILL	LOC111592921|XP_023161141.2|DHYD
OG0005558	LOC119647302|XP_037904132.1|HILL	LOC111599644|XP_023171092.1|DHYD
OG0005559	LOC119658355|XP_037921645.1|HILL	LOC111594646|XP_023163808.2|DHYD
OG0005560	LOC119650689|XP_037909586.1|HILL	LOC111592918|XP_023161137.1|DHYD
OG0005561	LOC119661303|XP_037926520.1|HILL	LOC111603166|XP_023176412.2|DHYD
OG0005562	LOC119656555|XP_037918859.1|HILL	LOC111605555|XP_023179886.1|DHYD
OG0005563	LOC119660880|XP_037925723.1|HILL	LOC111598035|XP_023168835.1|DHYD
OG0005564	LOC119652983|XP_037913335.1|HILL	LOC111594783|XP_023164004.2|DHYD
OG0005565	LOC119646553|XP_037902959.1|HILL	LOC111595199|XP_023164566.1|DHYD
OG0005566	LOC119661559|XP_037926878.1|HILL	LOC111595200|XP_023164567.1|DHYD
OG0005567	LOC119652047|XP_037911910.1|HILL	LOC111601783|XP_023174311.2|DHYD
OG0005568	LOC119661735|XP_037927129.1|HILL	LOC111603541|XP_023176943.1|DHYD
OG0005569	LOC119651309|XP_037910763.1|HILL	LOC111599346|XP_023170744.1|DHYD
OG0005570	LOC119646448|XP_037902828.1|HILL	LOC111599071|XP_023170366.2|DHYD
OG0005571	LOC119655241|XP_037916954.1|HILL	LOC111592779|XP_023160953.2|DHYD
OG0005572	LOC119657478|XP_037920329.1|HILL	LOC111596625|XP_023166679.2|DHYD
OG0005573	LOC119653788|XP_037914719.1|HILL	LOC111604911|XP_023178921.2|DHYD
OG0005574	LOC119660712|XP_037925283.1|HILL	LOC111604107|XP_023177779.2|DHYD
OG0005575	LOC119659769|XP_037923956.1|HILL	LOC111601772|XP_023174283.1|DHYD
OG0005576	LOC119660947|XP_037925884.1|HILL	LOC111599991|XP_023171654.1|DHYD
OG0005577	LOC119647520|XP_037904416.1|HILL	LOC111595079|XP_023164403.1|DHYD
OG0005578	LOC119649918|XP_037908248.1|HILL	LOC111596667|XP_030078554.1|DHYD
OG0005579	LOC119649919|XP_037908251.1|HILL	LOC111596662|XP_023166734.1|DHYD
OG0005580	LOC119649472|XP_037907557.1|HILL	LOC111596015|XP_023165805.1|DHYD
OG0005581	LOC119653747|XP_037914601.1|HILL	LOC111604861|XP_023178866.2|DHYD
OG0005582	LOC119647557|XP_037904477.1|HILL	LOC111594916|XP_023164171.2|DHYD
OG0005583	LOC119649686|XP_037907876.1|HILL	LOC111605169|XP_023179325.1|DHYD
OG0005584	LOC119654943|XP_037916527.1|HILL	LOC111596299|XP_023166225.2|DHYD
OG0005585	LOC119660026|XP_037924331.1|HILL	LOC111603633|XP_030080714.1|DHYD
OG0005586	LOC119659706|XP_037923887.1|HILL	LOC111603594|XP_023177020.1|DHYD
OG0005587	LOC119660256|XP_037924638.1|HILL	LOC111600067|XP_023171765.1|DHYD
OG0005588	LOC119658763|XP_037922384.1|HILL	LOC111595093|XP_023164420.2|DHYD
OG0005589	LOC119658771|XP_037922395.1|HILL	LOC111604915|XP_023178931.1|DHYD
OG0005590	LOC119657166|XP_037919884.1|HILL	LOC111597739|XP_023168397.1|DHYD
OG0005591	LOC119660300|XP_037924701.1|HILL	LOC111600205|XP_030079373.1|DHYD
OG0005592	LOC119659453|XP_037923466.1|HILL	LOC111600277|XP_023172094.1|DHYD
OG0005593	LOC119650335|XP_037908918.1|HILL	LOC111601739|XP_023174231.1|DHYD
OG0005594	LOC119650334|XP_037908917.1|HILL	LOC111603680|XP_023177128.1|DHYD
OG0005595	LOC119650333|XP_037908916.1|HILL	LOC111603678|XP_023177126.2|DHYD
OG0005596	LOC119649270|XP_037907287.1|HILL	LOC111601598|XP_023174031.1|DHYD
OG0005597	LOC119660153|XP_037924483.1|HILL	LOC111597403|XP_023167850.2|DHYD
OG0005598	LOC119659410|XP_037923410.1|HILL	LOC111592684|XP_023160818.1|DHYD
OG0005599	LOC119652547|XP_037912682.1|HILL	LOC111593735|XP_023162489.2|DHYD
OG0005600	LOC119649115|XP_037907043.1|HILL	LOC111598491|XP_023169516.2|DHYD
OG0005601	LOC119653662|XP_037914420.1|HILL	LOC111604984|XP_023179052.1|DHYD
OG0005602	LOC119660284|XP_037924683.1|HILL	LOC111595180|XP_023164527.2|DHYD
OG0005603	LOC119655015|XP_037916615.1|HILL	LOC111602588|XP_023175513.1|DHYD
OG0005604	LOC119653455|XP_037913992.1|HILL	LOC111602584|XP_023175508.2|DHYD
OG0005605	LOC119653711|XP_037914520.1|HILL	LOC111599657|XP_023171112.2|DHYD
OG0005606	LOC119656843|XP_037919424.1|HILL	LOC111602439|XP_023175262.2|DHYD
OG0005607	LOC119658762|XP_037922383.1|HILL	LOC111601446|XP_023173789.2|DHYD
OG0005608	LOC119660542|XP_037925103.1|HILL	LOC111599416|XP_023170833.2|DHYD
OG0005609	LOC119660853|XP_037925676.1|HILL	LOC111598470|XP_023169495.1|DHYD
OG0005610	LOC119660304|XP_037924706.1|HILL	LOC111598202|XP_023169098.1|DHYD
OG0005611	LOC119647505|XP_037904388.1|HILL	LOC111602903|XP_023176009.2|DHYD
OG0005612	LOC119659154|XP_037923032.1|HILL	LOC111599871|XP_023171456.2|DHYD
OG0005613	LOC119659693|XP_037923876.1|HILL	LOC111604958|XP_023179005.2|DHYD
OG0005614	LOC119659003|XP_037922817.1|HILL	LOC111598506|XP_023169544.2|DHYD
OG0005615	LOC119659598|XP_037923691.1|HILL	LOC111594637|XP_023163800.2|DHYD
OG0005616	LOC119659379|XP_037923368.1|HILL	LOC111602999|XP_023176165.2|DHYD
OG0005617	LOC119659109|XP_037922960.1|HILL	LOC111599564|XP_023171000.2|DHYD
OG0005618	LOC119657815|XP_037920858.1|HILL	LOC111603122|XP_023176367.1|DHYD
OG0005619	LOC119653802|XP_037914748.1|HILL	LOC111596759|XP_023166876.1|DHYD
OG0005620	LOC119653659|XP_037914411.1|HILL	LOC111602845|XP_023175925.2|DHYD
OG0005621	LOC119654208|XP_037915339.1|HILL	LOC111604035|XP_023177660.1|DHYD
OG0005622	LOC119655139|XP_037916802.1|HILL	LOC111597363|XP_023167787.1|DHYD
OG0005623	LOC119655392|XP_037917192.1|HILL	LOC111605601|XP_023179981.2|DHYD
OG0005624	LOC119659714|XP_037923896.1|HILL	LOC111598633|XP_023169744.2|DHYD, LOC115483699|XP_030081621.1|DHYD
OG0005625	LOC119659651|XP_037923786.1|HILL	LOC111603023|XP_023176221.2|DHYD
OG0005626	LOC119660001|XP_037924307.1|HILL	LOC111602838|XP_023175918.2|DHYD
OG0005627	LOC119658810|XP_037922459.1|HILL	LOC111596429|XP_023166410.1|DHYD
OG0005628	LOC119660579|XP_037925160.1|HILL	LOC111594974|XP_023164241.2|DHYD
OG0005629	LOC119651545|XP_037911106.1|HILL	LOC111605406|XP_023179675.1|DHYD
OG0005630	LOC119653390|XP_037913869.1|HILL	LOC111604585|XP_023178464.2|DHYD
OG0005631	LOC119648344|XP_037905967.1|HILL	LOC111593423|XP_023161935.2|DHYD
OG0005632	LOC119653812|XP_037914764.1|HILL	LOC111593393|XP_030079435.1|DHYD
OG0005633	LOC119659603|XP_037923699.1|HILL	LOC111603614|XP_023177048.2|DHYD
OG0005634	LOC119659541|XP_037923613.1|HILL	LOC111599604|XP_023171058.2|DHYD
OG0005635	LOC119660305|XP_037924707.1|HILL	LOC111596641|XP_023166701.1|DHYD
OG0005636	LOC119658587|XP_037921971.1|HILL	LOC111599601|XP_023171055.2|DHYD
OG0005637	LOC119659342|XP_037923314.1|HILL	LOC111604816|XP_023178804.1|DHYD
OG0005638	LOC119653552|XP_037914188.1|HILL	LOC111595514|XP_023165059.1|DHYD
OG0005639	LOC119656286|XP_037918643.1|HILL	LOC111597089|XP_023167394.2|DHYD
OG0005640	LOC119659711|XP_037923893.1|HILL	LOC111592036|XP_023159799.2|DHYD
OG0005641	LOC119654219|XP_037915360.1|HILL	LOC111604741|XP_023178683.2|DHYD
OG0005642	LOC119651564|XP_037911126.1|HILL	LOC111602629|XP_023175558.1|DHYD
OG0005643	LOC119648935|XP_037906777.1|HILL	LOC111598731|XP_023169891.2|DHYD
OG0005644	LOC119648934|XP_037906775.1|HILL	LOC111598746|XP_023169915.2|DHYD
OG0005645	LOC119653720|XP_037914541.1|HILL	LOC111603351|XP_023176663.2|DHYD
OG0005646	LOC119654832|XP_037916332.1|HILL	LOC111593516|XP_023162071.2|DHYD
OG0005647	LOC119649850|XP_037908135.1|HILL	LOC111597138|XP_023167467.1|DHYD
OG0005648	LOC119648255|XP_037905827.1|HILL	LOC111604468|XP_023178318.1|DHYD
OG0005649	LOC119659244|XP_037923152.1|HILL	LOC111595739|XP_023165361.1|DHYD
OG0005650	LOC119659778|XP_037923971.1|HILL	LOC111604878|XP_023178883.2|DHYD
OG0005651	LOC119660132|XP_037924459.1|HILL	LOC111603379|XP_023176698.2|DHYD
OG0005652	LOC119659074|XP_037922914.1|HILL	LOC111595923|XP_023165644.2|DHYD
OG0005653	LOC119653607|XP_037914297.1|HILL	LOC111601252|XP_023173523.2|DHYD
OG0005654	LOC119660374|XP_037924819.1|HILL	LOC111600860|XP_023172947.2|DHYD
OG0005655	LOC119660251|XP_037924634.1|HILL	LOC111602989|XP_023176154.2|DHYD
OG0005656	LOC119659486|XP_037923527.1|HILL	LOC111602960|XP_023176104.2|DHYD
OG0005657	LOC119660540|XP_037925095.1|HILL	LOC111593342|XP_023161821.2|DHYD
OG0005658	LOC119659980|XP_037924277.1|HILL	LOC111604991|XP_023179077.1|DHYD
OG0005659	LOC119659062|XP_037922898.1|HILL	LOC111602829|XP_023175909.2|DHYD
OG0005660	LOC119648213|XP_037905749.1|HILL	LOC111604683|XP_023178616.2|DHYD
OG0005661	LOC119659404|XP_037923403.1|HILL	LOC111603411|XP_023176761.1|DHYD
OG0005662	LOC119659579|XP_037923664.1|HILL	LOC111598620|XP_023169722.2|DHYD
OG0005663	LOC119653508|XP_037914096.1|HILL	LOC111597262|XP_023167641.1|DHYD
OG0005664	LOC119659258|XP_037923178.1|HILL	LOC111593236|XP_030079662.1|DHYD
OG0005665	LOC119658696|XP_037922212.1|HILL	LOC111600261|XP_023172078.1|DHYD
OG0005666	LOC119656146|XP_037918407.1|HILL	LOC111592366|XP_023160298.2|DHYD
OG0005667	LOC119654585|XP_037915971.1|HILL	LOC111605597|XP_023179972.2|DHYD
OG0005668	LOC119648246|XP_037905811.1|HILL	LOC111604438|XP_023178271.2|DHYD
OG0005669	LOC119658940|XP_037922725.1|HILL	LOC111592895|XP_023161103.2|DHYD
OG0005670	LOC119660328|XP_037924734.1|HILL	LOC111604809|XP_023178797.2|DHYD
OG0005671	LOC119660504|XP_037925029.1|HILL	LOC111595973|XP_023165719.2|DHYD
OG0005672	LOC119659521|XP_037923584.1|HILL	LOC111594395|XP_023163429.1|DHYD
OG0005673	LOC119651810|XP_037911529.1|HILL	LOC111603050|XP_023176272.2|DHYD
OG0005674	LOC119659071|XP_037922910.1|HILL	LOC111604432|XP_030080633.1|DHYD
OG0005675	LOC119659160|XP_037923038.1|HILL	LOC111603435|XP_023176788.1|DHYD
OG0005676	LOC119648030|XP_037905383.1|HILL	LOC111598657|XP_023169775.2|DHYD
OG0005677	LOC119658267|XP_037921490.1|HILL	LOC111600627|XP_023172598.2|DHYD
OG0005678	LOC119658732|XP_037922323.1|HILL	LOC111604837|XP_023178834.2|DHYD
OG0005679	LOC119660111|XP_037924424.1|HILL	LOC111598603|XP_023169689.2|DHYD
OG0005680	LOC119650582|XP_037909342.1|HILL	LOC111596231|XP_023166116.1|DHYD
OG0005681	LOC119658950|XP_037922751.1|HILL	LOC111599766|XP_030078750.1|DHYD
OG0005682	LOC119658948|XP_037922748.1|HILL	LOC111599765|XP_023171290.1|DHYD
OG0005683	LOC119655154|XP_037916823.1|HILL	LOC111593508|XP_030079446.1|DHYD
OG0005684	LOC119648067|XP_037905469.1|HILL	LOC111592841|XP_023161037.1|DHYD
OG0005685	LOC119653416|XP_037913913.1|HILL	LOC111601906|XP_023174522.1|DHYD
OG0005686	LOC119659631|XP_037923757.1|HILL	LOC111599554|XP_023170988.1|DHYD
OG0005687	LOC119654443|XP_037915771.1|HILL	LOC111592260|XP_023160116.2|DHYD
