Orthogroup	HILL.longest_only	DEUG.longest_only
OG0004168	LOC119655900|XP_037917983.1|HILL	LOC108117545|XP_017085541.1|DEUG
OG0004169	LOC119655310|XP_037917066.1|HILL	LOC108103282|XP_017064181.1|DEUG
OG0004170	LOC119653612|XP_037914307.1|HILL	LOC108111879|XP_017076998.1|DEUG
OG0004171	LOC119653611|XP_037914306.1|HILL	LOC108104434|XP_017065981.1|DEUG
OG0004172	LOC119654731|XP_037916187.1|HILL	LOC108102915|XP_017063648.1|DEUG
OG0004173	LOC119654368|XP_037915642.1|HILL	LOC108112279|XP_017077589.1|DEUG
OG0004174	LOC119655925|XP_037918022.1|HILL	LOC108114900|XP_017081560.1|DEUG
OG0004175	LOC119655186|XP_037916878.1|HILL	LOC108113175|XP_017079181.1|DEUG
OG0004176	LOC119654453|XP_037915791.1|HILL	LOC108109809|XP_017074021.1|DEUG
OG0004177	LOC119658881|XP_037922581.1|HILL	LOC108116168|XP_017083393.1|DEUG
OG0004178	LOC119659198|XP_037923088.1|HILL	LOC108111552|XP_017076559.1|DEUG
OG0004179	LOC119646870|XP_037903425.1|HILL	LOC108103637|XP_017064678.1|DEUG
OG0004180	LOC119659251|XP_037923165.1|HILL	LOC108117213|XP_017085018.1|DEUG
OG0004181	LOC119660496|XP_037925019.1|HILL	LOC108116654|XP_017084134.1|DEUG
OG0004182	LOC119648291|XP_037905876.1|HILL	LOC108108019|XP_017071365.1|DEUG
OG0004183	LOC119648949|XP_037906792.1|HILL	LOC108108108|XP_017071506.1|DEUG
OG0004184	LOC119648290|XP_037905875.1|HILL	LOC108108101|XP_017071492.1|DEUG
OG0004185	LOC119653823|XP_037914791.1|HILL	LOC108108291|XP_017071788.1|DEUG
OG0004186	LOC119655616|XP_037917512.1|HILL	LOC108104392|XP_017065920.1|DEUG
OG0004187	LOC119659622|XP_037923747.1|HILL, LOC119652229|XP_037912115.1|HILL	LOC108111735|XP_017076778.1|DEUG
OG0004188	LOC119658891|XP_037922619.1|HILL	LOC108105613|XP_017067782.1|DEUG
OG0004189	LOC119658892|XP_037922623.1|HILL	LOC108105614|XP_017067784.1|DEUG
OG0004190	LOC119658705|XP_037922242.1|HILL	LOC108116232|XP_017083511.1|DEUG
OG0004191	LOC119659177|XP_037923062.1|HILL	LOC108116209|XP_017083482.1|DEUG
OG0004192	LOC119659516|XP_037923574.1|HILL	LOC108117287|XP_017085131.1|DEUG
OG0004193	LOC119654921|XP_037916498.1|HILL	LOC108110116|XP_017074503.1|DEUG, LOC108104985|XP_017066850.1|DEUG
OG0004194	LOC119660253|XP_037924636.1|HILL	LOC108105283|XP_017067261.1|DEUG
OG0004195	LOC119660200|XP_037924555.1|HILL	LOC108110062|XP_017074431.1|DEUG
OG0004196	LOC119659206|XP_037923102.1|HILL	LOC108115977|XP_017083118.1|DEUG
OG0004197	LOC119658760|XP_037922382.1|HILL	LOC108116486|XP_017083907.1|DEUG
OG0004198	LOC119658609|XP_037922018.1|HILL	LOC108114992|XP_017081715.1|DEUG
OG0004199	LOC119660164|XP_037924498.1|HILL	LOC108111521|XP_017076530.1|DEUG
OG0004200	LOC119655002|XP_037916598.1|HILL	LOC108112832|XP_017078627.1|DEUG
OG0004201	LOC119658971|XP_037922777.1|HILL, LOC119648022|XP_037905362.1|HILL	LOC108116049|XP_017083237.1|DEUG
OG0004202	LOC119660209|XP_037924571.1|HILL	LOC108115571|XP_017082567.1|DEUG
OG0004203	LOC119659667|XP_037923816.1|HILL	LOC108116406|XP_017083773.1|DEUG
OG0004204	LOC119650035|XP_037908443.1|HILL	LOC108108762|XP_017072418.1|DEUG
OG0004205	LOC119647653|XP_037904650.1|HILL	LOC108104262|XP_017065701.1|DEUG
OG0004206	LOC119659890|XP_037924140.1|HILL	LOC108117218|XP_017085033.1|DEUG
OG0004207	LOC119660237|XP_037924615.1|HILL	LOC108117244|XP_017085078.1|DEUG
OG0004208	LOC119658849|XP_037922527.1|HILL	LOC108116428|XP_017083811.1|DEUG
OG0004209	LOC119652466|XP_037912560.1|HILL	LOC108117524|XP_017085511.1|DEUG
OG0004210	LOC119651184|XP_037910549.1|HILL	LOC108110204|XP_017074669.1|DEUG
OG0004211	LOC119661652|XP_037927012.1|HILL	LOC108111136|XP_017075995.1|DEUG
OG0004212	LOC119658733|XP_037922326.1|HILL	LOC108109681|XP_017073767.1|DEUG
OG0004213	LOC119659520|XP_037923583.1|HILL	LOC108109546|XP_017073605.1|DEUG
OG0004214	LOC119653754|XP_037914612.1|HILL	LOC108109300|XP_017073285.1|DEUG
OG0004215	LOC119646479|XP_037902860.1|HILL	LOC108113117|XP_017079106.1|DEUG
OG0004216	LOC119648671|XP_037906387.1|HILL	LOC108106014|XP_017068349.1|DEUG
OG0004217	LOC119648687|XP_037906413.1|HILL	LOC108108169|XP_017071599.1|DEUG
OG0004218	LOC119659799|XP_037923999.1|HILL	LOC108117361|XP_017085233.1|DEUG
OG0004219	LOC119659130|XP_037922983.1|HILL	LOC108109537|XP_017073591.1|DEUG
OG0004220	LOC119658911|XP_037922649.1|HILL	LOC108116317|XP_017083597.1|DEUG
OG0004221	LOC119659758|XP_037923947.1|HILL	LOC108110196|XP_017074646.1|DEUG
OG0004222	LOC119659442|XP_037923454.1|HILL	LOC108111739|XP_017076781.1|DEUG
OG0004223	LOC119659173|XP_037923057.1|HILL	LOC108111780|XP_017076854.1|DEUG, LOC108112710|XP_017078426.1|DEUG
OG0004224	LOC119660602|XP_037925210.1|HILL	LOC108115292|XP_017082164.1|DEUG
OG0004225	LOC119649836|XP_037908108.1|HILL	LOC108103365|XP_017064301.1|DEUG
OG0004226	LOC119658774|XP_037922399.1|HILL	LOC108111485|XP_017076458.1|DEUG
OG0004227	LOC119660512|XP_037925055.1|HILL	LOC108116404|XP_017083770.1|DEUG
OG0004228	LOC119659591|XP_037923678.1|HILL	LOC108116407|XP_017083776.1|DEUG
OG0004229	LOC119654308|XP_037915556.1|HILL	LOC108112676|XP_017078309.1|DEUG
OG0004230	LOC119653500|XP_037914064.1|HILL	LOC108103438|XP_017064397.1|DEUG
OG0004231	LOC119649186|XP_037907141.1|HILL	LOC108107828|XP_017071067.1|DEUG
OG0004232	LOC119647677|XP_037904682.1|HILL	LOC108107832|XP_017071072.1|DEUG
OG0004233	LOC119647673|XP_037904679.1|HILL	LOC108107831|XP_017071071.1|DEUG
OG0004234	LOC119648081|XP_037905495.1|HILL	LOC108107844|XP_017071087.1|DEUG
OG0004235	LOC119657778|XP_037920774.1|HILL	LOC108102452|XP_017062946.1|DEUG
OG0004236	LOC119659786|XP_037923982.1|HILL	LOC108105288|XP_017067266.1|DEUG
OG0004237	LOC119660046|XP_037924352.1|HILL	LOC108115107|XP_017081844.1|DEUG
OG0004238	LOC119659899|XP_037924151.1|HILL	LOC108111572|XP_017076584.1|DEUG
OG0004239	LOC119659024|XP_037922845.1|HILL	LOC108110166|XP_017074578.1|DEUG
OG0004240	LOC119659370|XP_037923353.1|HILL	LOC108115010|XP_017081741.1|DEUG
OG0004241	LOC119659639|XP_037923767.1|HILL	LOC108108355|XP_017071884.1|DEUG
OG0004242	LOC119660447|XP_037924928.1|HILL	LOC108108316|XP_017071830.1|DEUG
OG0004243	LOC119648851|XP_037906656.1|HILL	LOC108107546|XP_017070576.1|DEUG
OG0004244	LOC119652857|XP_037913141.1|HILL	LOC108105286|XP_017067264.1|DEUG
OG0004245	LOC119655080|XP_037916707.1|HILL	LOC108102833|XP_017063513.1|DEUG
OG0004246	LOC119661028|XP_037926113.1|HILL	LOC108114657|XP_017081220.1|DEUG
OG0004247	LOC119653705|XP_037914516.1|HILL	LOC108103304|XP_017064216.1|DEUG
OG0004248	LOC119659796|XP_037923995.1|HILL	LOC108108894|XP_017072603.1|DEUG
OG0004249	LOC119661036|XP_037926133.1|HILL	LOC108104733|XP_017066459.1|DEUG
OG0004250	LOC119657215|XP_037919954.1|HILL	LOC108110812|XP_017075533.1|DEUG
OG0004251	LOC119655183|XP_037916868.1|HILL	LOC108105480|XP_017067585.1|DEUG
OG0004252	LOC119654644|XP_037916049.1|HILL	LOC108109623|XP_017073692.1|DEUG
OG0004253	LOC119659554|XP_037923631.1|HILL	LOC108109420|XP_017073407.1|DEUG
OG0004254	LOC119656038|XP_037918234.1|HILL	LOC108105086|XP_017067004.1|DEUG
OG0004255	LOC119656252|XP_037918595.1|HILL, LOC119656251|XP_037918594.1|HILL	LOC108110636|XP_017075224.1|DEUG
OG0004256	LOC119653794|XP_037914728.1|HILL	LOC108112540|XP_017077955.1|DEUG
OG0004257	LOC119651445|XP_037910977.1|HILL	LOC108111443|XP_017076401.1|DEUG
OG0004258	LOC119660400|XP_037924863.1|HILL	LOC108113758|XP_017079942.1|DEUG
OG0004259	LOC119655112|XP_037916762.1|HILL	LOC108113261|XP_017079299.1|DEUG
OG0004260	LOC119659140|XP_037923002.1|HILL	LOC108114967|XP_017081663.1|DEUG
OG0004261	LOC119660449|XP_037924936.1|HILL	LOC108115293|XP_017082167.1|DEUG
OG0004262	LOC119660282|XP_037924680.1|HILL	LOC108117554|XP_017085552.1|DEUG
OG0004263	LOC119659380|XP_037923369.1|HILL	LOC108117169|XP_017084939.1|DEUG
OG0004264	LOC119658852|XP_037922532.1|HILL	LOC108115165|XP_017081968.1|DEUG
OG0004265	LOC119659903|XP_037924156.1|HILL	LOC108116233|XP_017083512.1|DEUG
OG0004266	LOC119660370|XP_037924814.1|HILL	LOC108116409|XP_017083782.1|DEUG
OG0004267	LOC119659196|XP_037923086.1|HILL	LOC108110630|XP_017075221.1|DEUG
OG0004268	LOC119654675|XP_037916100.1|HILL	LOC108106544|XP_017069186.1|DEUG
OG0004269	LOC119653578|XP_037914249.1|HILL	LOC108113001|XP_017078903.1|DEUG
OG0004270	LOC119653895|XP_037914953.1|HILL	LOC108112565|XP_017078015.1|DEUG
OG0004271	LOC119656293|XP_037918657.1|HILL	LOC108111944|XP_017077112.1|DEUG
OG0004272	LOC119660295|XP_037924695.1|HILL	LOC108116515|XP_017083940.1|DEUG
OG0004273	LOC119658805|XP_037922455.1|HILL	LOC108111771|XP_017076825.1|DEUG
OG0004274	LOC119655853|XP_037917900.1|HILL	LOC108105049|XP_017066943.1|DEUG
OG0004275	LOC119655008|XP_037916603.1|HILL	LOC108109979|XP_017074294.1|DEUG
OG0004276	LOC119655466|XP_037917296.1|HILL	LOC108109908|XP_017074205.1|DEUG
OG0004277	LOC119648306|XP_037905900.1|HILL	LOC108113944|XP_017080144.1|DEUG
OG0004278	LOC119654854|XP_037916363.1|HILL	LOC108103799|XP_017064969.1|DEUG
OG0004279	LOC119661714|XP_037927096.1|HILL	LOC108111123|XP_017075965.1|DEUG
OG0004280	LOC119646808|XP_037903328.1|HILL	LOC108104379|XP_017065889.1|DEUG
OG0004281	LOC119654973|XP_037916561.1|HILL	LOC108109287|XP_017073269.1|DEUG
OG0004282	LOC119655997|XP_037918164.1|HILL	LOC108112594|XP_017078132.1|DEUG
OG0004283	LOC119653926|XP_037915015.1|HILL	LOC108112597|XP_017078139.1|DEUG
OG0004284	LOC119648937|XP_037906778.1|HILL	LOC108115494|XP_017082469.1|DEUG
OG0004285	LOC119659960|XP_037924243.1|HILL	LOC108116713|XP_017084224.1|DEUG
OG0004286	LOC119649230|XP_037907218.1|HILL	LOC108114065|XP_017080308.1|DEUG
OG0004287	LOC119647785|XP_037904895.1|HILL	LOC108114672|XP_017081243.1|DEUG
OG0004288	LOC119649647|XP_037907830.1|HILL	LOC108114299|XP_017080691.1|DEUG
OG0004289	LOC119648011|XP_037905339.1|HILL	LOC108108743|XP_017072378.1|DEUG
OG0004290	LOC119654671|XP_037916093.1|HILL	LOC108106513|XP_017069096.1|DEUG
OG0004291	LOC119654426|XP_037915745.1|HILL	LOC108106771|XP_017069501.1|DEUG
OG0004292	LOC119647422|XP_037904247.1|HILL	LOC108102752|XP_017063398.1|DEUG
OG0004293	LOC119649907|XP_037908233.1|HILL	LOC108118183|XP_017086230.1|DEUG
OG0004294	LOC119647651|XP_037904640.1|HILL	LOC108104261|XP_017065699.1|DEUG
OG0004295	LOC119649160|XP_037907096.1|HILL	LOC108104282|XP_017065736.1|DEUG
OG0004296	LOC119649172|XP_037907128.1|HILL	LOC108104284|XP_017065743.1|DEUG
OG0004297	LOC119655794|XP_037917816.1|HILL	LOC108107469|XP_017070505.1|DEUG
OG0004298	LOC119655565|XP_037917425.1|HILL	LOC108104552|XP_017066183.1|DEUG
OG0004299	LOC119653756|XP_037914615.1|HILL	LOC108106243|XP_017068656.1|DEUG
OG0004300	LOC119654536|XP_037915906.1|HILL	LOC108109286|XP_017073268.1|DEUG
OG0004301	LOC119649828|XP_037908096.1|HILL	LOC108102754|XP_017063402.1|DEUG
OG0004302	LOC119655496|XP_037917326.1|HILL	LOC108112655|XP_017078274.1|DEUG
OG0004303	LOC119656294|XP_037918658.1|HILL	LOC108104847|XP_017066653.1|DEUG
OG0004304	LOC119656295|XP_037918659.1|HILL	LOC108112299|XP_017077612.1|DEUG
OG0004305	LOC119653569|XP_037914214.1|HILL	LOC108111930|XP_017077063.1|DEUG
OG0004306	LOC119654904|XP_037916460.1|HILL	LOC108106733|XP_017069460.1|DEUG
OG0004307	LOC119655237|XP_037916951.1|HILL	LOC108106579|XP_017069248.1|DEUG
OG0004308	LOC119653501|XP_037914079.1|HILL	LOC108107254|XP_017070172.1|DEUG
OG0004309	LOC119654353|XP_037915625.1|HILL	LOC108108326|XP_017071842.1|DEUG
OG0004310	LOC119656274|XP_037918625.1|HILL	LOC108104572|XP_017066213.1|DEUG
OG0004311	LOC119650175|XP_037908657.1|HILL	LOC108114708|XP_017081296.1|DEUG
OG0004312	LOC119654288|XP_037915504.1|HILL	LOC108107428|XP_017070447.1|DEUG
OG0004313	LOC119654876|XP_037916405.1|HILL	LOC108111617|XP_017076633.1|DEUG
OG0004314	LOC119656314|XP_037918689.1|HILL	LOC108112667|XP_017078293.1|DEUG
OG0004315	LOC119654553|XP_037915928.1|HILL	LOC108107389|XP_017070395.1|DEUG
OG0004316	LOC119654211|XP_037915351.1|HILL	LOC108104810|XP_017066581.1|DEUG
OG0004317	LOC119656094|XP_037918332.1|HILL	LOC108109002|XP_017072759.1|DEUG
OG0004318	LOC119656006|XP_037918176.1|HILL	LOC108107385|XP_017070386.1|DEUG
OG0004319	LOC119655199|XP_037916899.1|HILL	LOC108113158|XP_017079158.1|DEUG
OG0004320	LOC119654632|XP_037916032.1|HILL	LOC108115675|XP_017082729.1|DEUG
OG0004321	LOC119648355|XP_037905996.1|HILL	LOC108106154|XP_017068546.1|DEUG
OG0004322	LOC119652853|XP_037913133.1|HILL	LOC108116998|XP_017084652.1|DEUG
OG0004323	LOC119655266|XP_037916996.1|HILL	LOC108102834|XP_017063514.1|DEUG
OG0004324	LOC119655268|XP_037917009.1|HILL	LOC108115536|XP_017082527.1|DEUG
OG0004325	LOC119654736|XP_037916195.1|HILL	LOC108113216|XP_017079240.1|DEUG
OG0004326	LOC119655775|XP_037917761.1|HILL	LOC108113215|XP_017079239.1|DEUG
OG0004327	LOC119654927|XP_037916506.1|HILL	LOC108104936|XP_017066784.1|DEUG
OG0004328	LOC119654341|XP_037915609.1|HILL	LOC108109124|XP_017073009.1|DEUG
OG0004329	LOC119646523|XP_037902914.1|HILL	LOC108107320|XP_017070285.1|DEUG
OG0004330	LOC119648859|XP_037906671.1|HILL	LOC108113127|XP_017079118.1|DEUG
OG0004331	LOC119655107|XP_037916757.1|HILL	LOC108104864|XP_017066675.1|DEUG
OG0004332	LOC119657052|XP_037919737.1|HILL	LOC108110903|XP_017075653.1|DEUG
OG0004333	LOC119653901|XP_037914965.1|HILL	LOC108118462|XP_017086670.1|DEUG
OG0004334	LOC119655336|XP_037917108.1|HILL	LOC108107173|XP_017070077.1|DEUG
OG0004335	LOC119654695|XP_037916136.1|HILL	LOC108106636|XP_017069330.1|DEUG
OG0004336	LOC119656001|XP_037918167.1|HILL	LOC108109265|XP_017073238.1|DEUG
OG0004337	LOC119654539|XP_037915912.1|HILL	LOC108106113|XP_017068478.1|DEUG
OG0004338	LOC119655176|XP_037916856.1|HILL	LOC108117396|XP_017085291.1|DEUG
OG0004339	LOC119654986|XP_037916576.1|HILL	LOC108106473|XP_017069035.1|DEUG
OG0004340	LOC119654985|XP_037916575.1|HILL	LOC108106472|XP_017069034.1|DEUG
OG0004341	LOC119655770|XP_037917753.1|HILL	LOC108112670|XP_017078298.1|DEUG
OG0004342	LOC119656152|XP_037918415.1|HILL	LOC108107466|XP_017070503.1|DEUG
OG0004343	LOC119653798|XP_037914740.1|HILL	LOC108107393|XP_017070400.1|DEUG
OG0004344	LOC119655727|XP_037917692.1|HILL	LOC108107450|XP_017070484.1|DEUG
OG0004345	LOC119654325|XP_037915581.1|HILL	LOC108114872|XP_017081514.1|DEUG
OG0004346	LOC119653859|XP_037914843.1|HILL	LOC108107372|XP_017070365.1|DEUG
OG0004347	LOC119655267|XP_037917006.1|HILL	LOC108107376|XP_017070375.1|DEUG
OG0004348	LOC119656013|XP_037918190.1|HILL	LOC108107453|XP_017070491.1|DEUG
OG0004349	LOC119655212|XP_037916914.1|HILL	LOC108107248|XP_017070158.1|DEUG
OG0004351	LOC119653764|XP_037914674.1|HILL	LOC108106410|XP_017068918.1|DEUG
OG0004352	LOC119660556|XP_037925124.1|HILL	LOC108117440|XP_017085380.1|DEUG
OG0004353	LOC119658893|XP_037922624.1|HILL	LOC108116087|XP_017083294.1|DEUG
OG0004354	LOC119658894|XP_037922625.1|HILL	LOC108105632|XP_017067809.1|DEUG
OG0004355	LOC119647773|XP_037904881.1|HILL	LOC108109618|XP_017073672.1|DEUG
OG0004356	LOC119654845|XP_037916352.1|HILL	LOC108112017|XP_017077245.1|DEUG
OG0004357	LOC119655644|XP_037917551.1|HILL	LOC108113290|XP_017079329.1|DEUG
OG0004358	LOC119654941|XP_037916522.1|HILL	LOC108106720|XP_017069444.1|DEUG
OG0004359	LOC119654255|XP_037915434.1|HILL	LOC108111935|XP_017077081.1|DEUG
OG0004360	LOC119650254|XP_037908774.1|HILL	LOC108108624|XP_017072212.1|DEUG
OG0004361	LOC119658859|XP_037922540.1|HILL	LOC108116328|XP_017083628.1|DEUG
OG0004362	LOC119654367|XP_037915640.1|HILL	LOC108104741|XP_017066468.1|DEUG
OG0004363	LOC119653713|XP_037914522.1|HILL	LOC108103912|XP_017065150.1|DEUG
OG0004364	LOC119654391|XP_037915693.1|HILL	LOC108112050|XP_017077292.1|DEUG
OG0004365	LOC119655039|XP_037916645.1|HILL	LOC108109110|XP_017072988.1|DEUG
OG0004366	LOC119649159|XP_037907099.1|HILL	LOC108111125|XP_017075968.1|DEUG
OG0004367	LOC119647668|XP_037904673.1|HILL	LOC108114468|XP_017080964.1|DEUG
OG0004368	LOC119650091|XP_037908534.1|HILL	LOC108116763|XP_017084276.1|DEUG
OG0004369	LOC119656327|XP_037918717.1|HILL	LOC108105407|XP_017067442.1|DEUG
OG0004370	LOC119653925|XP_037915012.1|HILL	LOC108112596|XP_017078138.1|DEUG
OG0004371	LOC119654595|XP_037915992.1|HILL	LOC108117590|XP_017085582.1|DEUG
OG0004372	LOC119656004|XP_037918172.1|HILL	LOC108107481|XP_017070516.1|DEUG
OG0004373	LOC119654003|XP_037915093.1|HILL	LOC108116988|XP_017084642.1|DEUG
OG0004374	LOC119656194|XP_037918476.1|HILL	LOC108112678|XP_017078311.1|DEUG
OG0004375	LOC119649351|XP_037907386.1|HILL	LOC108102758|XP_017063406.1|DEUG
OG0004376	LOC119649141|XP_037907077.1|HILL	LOC108114688|XP_017081270.1|DEUG
OG0004377	LOC119658643|XP_037922107.1|HILL	LOC108114586|XP_017081131.1|DEUG
OG0004378	LOC119655153|XP_037916819.1|HILL	LOC108106528|XP_017069145.1|DEUG
OG0004379	LOC119654502|XP_037915863.1|HILL	LOC108109111|XP_017072990.1|DEUG
OG0004380	LOC119655712|XP_037917673.1|HILL	LOC108104445|XP_017065995.1|DEUG
OG0004381	LOC119658661|XP_037922142.1|HILL	LOC108117245|XP_017085079.1|DEUG
OG0004382	LOC119654627|XP_037916027.1|HILL	LOC108106566|XP_017069221.1|DEUG
OG0004383	LOC119655686|XP_037917617.1|HILL	LOC108106453|XP_017069008.1|DEUG
OG0004384	LOC119655157|XP_037916832.1|HILL	LOC108106608|XP_017069296.1|DEUG
OG0004385	LOC119655463|XP_037917291.1|HILL	LOC108106708|XP_017069428.1|DEUG
OG0004386	LOC119655049|XP_037916664.1|HILL	LOC108106570|XP_017069227.1|DEUG
OG0004387	LOC119650374|XP_037909037.1|HILL	LOC108113864|XP_017080067.1|DEUG
OG0004388	LOC119655984|XP_037918149.1|HILL	LOC108106798|XP_017069531.1|DEUG
OG0004389	LOC119654780|XP_037916252.1|HILL	LOC108108083|XP_017071458.1|DEUG
OG0004390	LOC119648992|XP_037906846.1|HILL	LOC108118228|XP_017086298.1|DEUG
OG0004391	LOC119649329|XP_037907362.1|HILL	LOC108108970|XP_017072714.1|DEUG
OG0004392	LOC119647445|XP_037904296.1|HILL	LOC108117340|XP_017085202.1|DEUG
OG0004393	LOC119660021|XP_037924357.1|HILL	LOC108111988|XP_017077206.1|DEUG
OG0004394	LOC119646787|XP_037903297.1|HILL	LOC108113109|XP_017079087.1|DEUG
OG0004395	LOC119656103|XP_037918343.1|HILL	LOC108106772|XP_017069502.1|DEUG
OG0004396	LOC119655636|XP_037917537.1|HILL	LOC108110357|XP_017074886.1|DEUG
OG0004397	LOC119655533|XP_037917375.1|HILL	LOC108111946|XP_017077115.1|DEUG
OG0004398	LOC119653800|XP_037914743.1|HILL	LOC108111949|XP_017077119.1|DEUG
OG0004399	LOC119654844|XP_037916351.1|HILL	LOC108112709|XP_017078422.1|DEUG
OG0004400	LOC119655957|XP_037918101.1|HILL, LOC119655510|XP_037917344.1|HILL	LOC108109502|XP_017073532.1|DEUG
OG0004401	LOC119655707|XP_037917653.1|HILL	LOC108107489|XP_017070524.1|DEUG
OG0004402	LOC119655323|XP_037917090.1|HILL	LOC108107460|XP_017070495.1|DEUG
OG0004403	LOC119655721|XP_037917682.1|HILL	LOC108106463|XP_017069020.1|DEUG
OG0004404	LOC119656253|XP_037918597.1|HILL	LOC108110352|XP_017074878.1|DEUG
OG0004405	LOC119649563|XP_037907687.1|HILL	LOC108114637|XP_017081193.1|DEUG
OG0004406	LOC119651958|XP_037911742.1|HILL, LOC119648661|XP_037906368.1|HILL	LOC108104012|XP_017065327.1|DEUG
OG0004407	LOC119655023|XP_037916626.1|HILL	LOC108104536|XP_017066159.1|DEUG
OG0004408	LOC119648240|XP_037905796.1|HILL	LOC108113863|XP_017080066.1|DEUG
OG0004409	LOC119661037|XP_037926134.1|HILL	LOC108102325|XP_017062603.1|DEUG
OG0004410	LOC119654218|XP_037915359.1|HILL	LOC108112683|XP_017078364.1|DEUG
OG0004411	LOC119654624|XP_037916024.1|HILL	LOC108108747|XP_017072388.1|DEUG
OG0004412	LOC119655450|XP_037917276.1|HILL	LOC108108745|XP_017072385.1|DEUG
OG0004413	LOC119654439|XP_037915766.1|HILL	LOC108107384|XP_017070385.1|DEUG
OG0004414	LOC119653520|XP_037914116.1|HILL	LOC108107348|XP_017070337.1|DEUG
OG0004415	LOC119654312|XP_037915563.1|HILL	LOC108106385|XP_017068880.1|DEUG
OG0004416	LOC119653589|XP_037914267.1|HILL	LOC108113245|XP_017079280.1|DEUG
OG0004417	LOC119652493|XP_037912604.1|HILL	LOC108117555|XP_017085553.1|DEUG
OG0004418	LOC119655953|XP_037918085.1|HILL	LOC108113020|XP_017078935.1|DEUG
OG0004419	LOC119654306|XP_037915553.1|HILL	LOC108104488|XP_017066090.1|DEUG
OG0004420	LOC119652373|XP_037912398.1|HILL	LOC108113159|XP_017079160.1|DEUG
OG0004421	LOC119647886|XP_037905108.1|HILL	LOC108108611|XP_017072199.1|DEUG
OG0004422	LOC119650068|XP_037908493.1|HILL	LOC108108606|XP_017072194.1|DEUG
OG0004423	LOC119655174|XP_037916852.1|HILL	LOC108112474|XP_017077821.1|DEUG
OG0004424	LOC119656178|XP_037918452.1|HILL	LOC108107446|XP_017070477.1|DEUG
OG0004425	LOC119648281|XP_037905864.1|HILL	LOC108114364|XP_017080803.1|DEUG
OG0004426	LOC119648186|XP_037905700.1|HILL	LOC108114469|XP_017080965.1|DEUG
OG0004427	LOC119648116|XP_037905566.1|HILL	LOC108117352|XP_017085216.1|DEUG
OG0004428	LOC119658301|XP_037921529.1|HILL	LOC108116913|XP_017084528.1|DEUG
OG0004429	LOC119661731|XP_037927126.1|HILL	LOC108115559|XP_017082555.1|DEUG
OG0004430	LOC119647862|XP_037905059.1|HILL	LOC108106012|XP_017068347.1|DEUG
OG0004431	LOC119650600|XP_037909385.1|HILL	LOC108109512|XP_017073552.1|DEUG
OG0004432	LOC119653188|XP_037913672.1|HILL	LOC108109511|XP_017073551.1|DEUG
OG0004433	LOC119649740|XP_037907950.1|HILL	LOC108108810|XP_017072483.1|DEUG
OG0004434	LOC119655017|XP_037916617.1|HILL	LOC108111948|XP_017077118.1|DEUG
OG0004435	LOC119655970|XP_037918131.1|HILL	LOC108109289|XP_017073271.1|DEUG
OG0004436	LOC119653565|XP_037914207.1|HILL, LOC119653566|XP_037914208.1|HILL	LOC108106439|XP_017068961.1|DEUG
OG0004437	LOC119654938|XP_037916519.1|HILL	LOC108107487|XP_017070522.1|DEUG
OG0004438	LOC119653878|XP_037914922.1|HILL	LOC108106456|XP_017069011.1|DEUG
OG0004439	LOC119653856|XP_037914835.1|HILL	LOC108106471|XP_017069033.1|DEUG
OG0004440	LOC119654326|XP_037915582.1|HILL	LOC108112686|XP_017078367.1|DEUG
OG0004441	LOC119654459|XP_037915799.1|HILL	LOC108112165|XP_017077419.1|DEUG
OG0004442	LOC119660804|XP_037925564.1|HILL	LOC108112972|XP_017078865.1|DEUG
OG0004443	LOC119653494|XP_037914057.1|HILL	LOC108107734|XP_017070872.1|DEUG
OG0004444	LOC119660801|XP_037925558.1|HILL, LOC119655720|XP_037917680.1|HILL	LOC108112598|XP_017078141.1|DEUG
OG0004445	LOC119654885|XP_037916425.1|HILL	LOC108107477|XP_017070512.1|DEUG
OG0004446	LOC119652750|XP_037912977.1|HILL	LOC108104233|XP_017065673.1|DEUG
OG0004447	LOC119649981|XP_037908350.1|HILL	LOC108116591|XP_017084026.1|DEUG
OG0004448	LOC119660583|XP_037925166.1|HILL	LOC108112301|XP_017077616.1|DEUG
OG0004449	LOC119647804|XP_037904947.1|HILL	LOC108118211|XP_017086267.1|DEUG
OG0004450	LOC119654334|XP_037915594.1|HILL	LOC108106374|XP_017068854.1|DEUG
OG0004451	LOC119654689|XP_037916127.1|HILL, LOC119654688|XP_037916126.1|HILL	LOC108106370|XP_017068843.1|DEUG
OG0004452	LOC119655369|XP_037917161.1|HILL	LOC108109295|XP_017073277.1|DEUG
OG0004453	LOC119660879|XP_037925722.1|HILL	LOC108113014|XP_017078924.1|DEUG
OG0004454	LOC119658677|XP_037922167.1|HILL	LOC108111720|XP_017076760.1|DEUG
OG0004455	LOC119649522|XP_037907634.1|HILL	LOC108118247|XP_017086325.1|DEUG
OG0004456	LOC119649345|XP_037907381.1|HILL	LOC108105498|XP_017067605.1|DEUG
OG0004457	LOC119649145|XP_037907084.1|HILL	LOC108114009|XP_017080245.1|DEUG
OG0004458	LOC119648170|XP_037905677.1|HILL	LOC108114371|XP_017080811.1|DEUG
OG0004459	LOC119648066|XP_037905466.1|HILL	LOC108107884|XP_017071159.1|DEUG
