Orthogroup	HILL.longest_only	SLEB.longest_only
OG0003387	LOC119651018|XP_037910249.1|HILL, LOC119651017|XP_037910245.1|HILL	LOC115620700|XP_030369931.1|SLEB
OG0003388	LOC119652841|XP_037913106.1|HILL	LOC115626723|XP_030378027.1|SLEB
OG0003389	LOC119652216|XP_037912086.1|HILL	LOC115633877|XP_030387238.1|SLEB
OG0003390	LOC119652241|XP_037912143.1|HILL	LOC115621199|XP_030370638.1|SLEB
OG0003391	LOC119653221|XP_037913725.1|HILL	LOC115620269|XP_030369290.1|SLEB
OG0003392	LOC119651536|XP_037911096.1|HILL	LOC115620779|XP_030370048.1|SLEB
OG0003393	LOC119657035|XP_037919716.1|HILL	LOC115620634|XP_030369825.1|SLEB
OG0003394	LOC119657515|XP_037920384.1|HILL	LOC115624106|XP_030374558.1|SLEB
OG0003395	LOC119658247|XP_037921450.1|HILL	LOC115624261|XP_030374745.1|SLEB
OG0003396	LOC119656733|XP_037919202.1|HILL	LOC115621948|XP_030371655.1|SLEB
OG0003397	LOC119651005|XP_037910221.1|HILL	LOC115620295|XP_030369337.1|SLEB
OG0003398	LOC119651471|XP_037911007.1|HILL	LOC115625312|XP_030376190.1|SLEB
OG0003399	LOC119651472|XP_037911008.1|HILL	LOC115628656|XP_030380685.1|SLEB
OG0003400	LOC119651045|XP_037910295.1|HILL	LOC115629975|XP_030382457.1|SLEB
OG0003401	LOC119652386|XP_037912414.1|HILL	LOC115621929|XP_030371633.1|SLEB
OG0003402	LOC119652290|XP_037912215.1|HILL	LOC115620353|XP_030369417.1|SLEB
OG0003403	LOC119651554|XP_037911115.1|HILL	LOC115619983|XP_030368884.1|SLEB
OG0003404	LOC119657504|XP_037920367.1|HILL	LOC115620745|XP_030369998.1|SLEB
OG0003405	LOC119651967|XP_037911783.1|HILL	LOC115630686|XP_030383197.1|SLEB
OG0003406	LOC119651036|XP_037910281.1|HILL	LOC115620257|XP_030369267.1|SLEB
OG0003407	LOC119651037|XP_037910282.1|HILL	LOC115621295|XP_030370762.1|SLEB
OG0003408	LOC119651966|XP_037911781.1|HILL	LOC115621585|XP_030371136.1|SLEB
OG0003409	LOC119650597|XP_037909380.1|HILL	LOC115620560|XP_030369708.1|SLEB
OG0003410	LOC119651270|XP_037910698.1|HILL	LOC115620227|XP_030369227.1|SLEB
OG0003411	LOC119660553|XP_037925122.1|HILL	LOC115625358|XP_030376253.1|SLEB
OG0003412	LOC119659878|XP_037924125.1|HILL	LOC115620843|XP_030370142.1|SLEB
OG0003413	LOC119652962|XP_037913286.1|HILL	LOC115621035|XP_030370417.1|SLEB
OG0003414	LOC119650764|XP_037909792.1|HILL	LOC115633044|XP_030386248.1|SLEB
OG0003415	LOC119652479|XP_037912580.1|HILL	LOC115627220|XP_030378702.1|SLEB
OG0003416	LOC119652004|XP_037911862.1|HILL	LOC115627240|XP_030378723.1|SLEB
OG0003417	LOC119652831|XP_037913088.1|HILL	LOC115620590|XP_030369760.1|SLEB
OG0003418	LOC119650799|XP_037909865.1|HILL	LOC115621837|XP_030371508.1|SLEB
OG0003419	LOC119652533|XP_037912663.1|HILL	LOC115623662|XP_030373980.1|SLEB
OG0003420	LOC119651963|XP_037911753.1|HILL	LOC115623658|XP_030373975.1|SLEB
OG0003421	LOC119650601|XP_037909386.1|HILL	LOC115621103|XP_030370501.1|SLEB
OG0003422	LOC119651549|XP_037911110.1|HILL	LOC115620185|XP_030369176.1|SLEB
OG0003423	LOC119646828|XP_037903375.1|HILL	LOC115631778|XP_030384476.1|SLEB
OG0003424	LOC119657716|XP_037920687.1|HILL	LOC115621162|XP_030370582.1|SLEB
OG0003425	LOC119657583|XP_037920490.1|HILL	LOC115625283|XP_030376153.1|SLEB
OG0003426	LOC119657285|XP_037920058.1|HILL	LOC115621183|XP_030370617.1|SLEB
OG0003427	LOC119658063|XP_037921244.1|HILL	LOC115621924|XP_030371628.1|SLEB
OG0003428	LOC119648404|XP_037906074.1|HILL	LOC115622751|XP_030372664.1|SLEB
OG0003429	LOC119655193|XP_037916890.1|HILL	LOC115626196|XP_030377340.1|SLEB
OG0003430	LOC119660898|XP_037925762.1|HILL	LOC115627813|XP_030379504.1|SLEB
OG0003431	LOC119659016|XP_037922831.1|HILL	LOC115624193|XP_030374650.1|SLEB
OG0003432	LOC119651868|XP_037911603.1|HILL	LOC115620649|XP_030369856.1|SLEB
OG0003433	LOC119651061|XP_037910321.1|HILL	LOC115621824|XP_030371478.1|SLEB
OG0003434	LOC119658515|XP_037921916.1|HILL	LOC115628835|XP_030380934.1|SLEB
OG0003435	LOC119652916|XP_037913226.1|HILL	LOC115625307|XP_030376185.1|SLEB
OG0003436	LOC119660214|XP_037924578.1|HILL	LOC115621811|XP_030371457.1|SLEB
OG0003437	LOC119659014|XP_037922826.1|HILL	LOC115621808|XP_030371452.1|SLEB
OG0003438	LOC119659337|XP_037923307.1|HILL	LOC115621810|XP_030371456.1|SLEB
OG0003439	LOC119650889|XP_037909992.1|HILL	LOC115620929|XP_030370296.1|SLEB
OG0003440	LOC119651223|XP_037910606.1|HILL	LOC115620510|XP_030369629.1|SLEB
OG0003441	LOC119652208|XP_037912076.1|HILL	LOC115626446|XP_030377681.1|SLEB
OG0003442	LOC119657660|XP_037920615.1|HILL	LOC115620339|XP_030369398.1|SLEB
OG0003443	LOC119652006|XP_037911864.1|HILL	LOC115622755|XP_030372670.1|SLEB
OG0003444	LOC119649316|XP_037907346.1|HILL	LOC115624931|XP_030375641.1|SLEB
OG0003445	LOC119657969|XP_037921107.1|HILL	LOC115627287|XP_030378778.1|SLEB
OG0003446	LOC119657721|XP_037920692.1|HILL	LOC115629273|XP_030381558.1|SLEB
OG0003447	LOC119660861|XP_037925684.1|HILL	LOC115627986|XP_030379742.1|SLEB
OG0003448	LOC119659842|XP_037924068.1|HILL	LOC115620699|XP_030369930.1|SLEB
OG0003449	LOC119660233|XP_037924607.1|HILL	LOC115620891|XP_030370234.1|SLEB
OG0003451	LOC119657862|XP_037920915.1|HILL	LOC115624010|XP_030374443.1|SLEB
OG0003452	LOC119651808|XP_037911524.1|HILL	LOC115623481|XP_030373710.1|SLEB
OG0003453	LOC119659361|XP_037923340.1|HILL	LOC115632523|XP_030385579.1|SLEB
OG0003454	LOC119650117|XP_037908570.1|HILL	LOC115629052|XP_030381219.1|SLEB
OG0003455	LOC119652490|XP_037912600.1|HILL	LOC115625176|XP_030375999.1|SLEB
OG0003456	LOC119660738|XP_037925366.1|HILL	LOC115630440|XP_030382863.1|SLEB
OG0003457	LOC119660350|XP_037924774.1|HILL	LOC115624039|XP_030374477.1|SLEB
OG0003458	LOC119659037|XP_037922860.1|HILL	LOC115625367|XP_030376264.1|SLEB
OG0003459	LOC119659655|XP_037923791.1|HILL	LOC115625199|XP_030376026.1|SLEB
OG0003460	LOC119647801|XP_037904945.1|HILL	LOC115620951|XP_030370326.1|SLEB
OG0003461	LOC119659646|XP_037923776.1|HILL	LOC115621868|XP_030371548.1|SLEB
OG0003462	LOC119653233|XP_037913750.1|HILL	LOC115622685|XP_030372570.1|SLEB
OG0003463	LOC119657457|XP_037920300.1|HILL	LOC115629447|XP_030381768.1|SLEB
OG0003464	LOC119657069|XP_037919751.1|HILL	LOC115620391|XP_030369458.1|SLEB
OG0003465	LOC119659382|XP_037923370.1|HILL	LOC115621170|XP_030370593.1|SLEB
OG0003466	LOC119652806|XP_037913058.1|HILL	LOC115620306|XP_030369350.1|SLEB
OG0003467	LOC119650628|XP_037909462.1|HILL	LOC115627155|XP_030378595.1|SLEB, LOC115621855|XP_030371534.1|SLEB
OG0003468	LOC119653241|XP_037913768.1|HILL	LOC115620962|XP_030370343.1|SLEB
OG0003469	LOC119650622|XP_037909440.1|HILL	LOC115620628|XP_030369818.1|SLEB
OG0003470	LOC119652260|XP_037912169.1|HILL	LOC115621749|XP_030371344.1|SLEB
OG0003471	LOC119661386|XP_037926636.1|HILL	LOC115631884|XP_030384593.1|SLEB
OG0003472	LOC119654164|XP_037915258.1|HILL	LOC115625705|XP_030376706.1|SLEB
OG0003473	LOC119653239|XP_037913766.1|HILL	LOC115630693|XP_030383204.1|SLEB
OG0003474	LOC119651139|XP_037910462.1|HILL	LOC115620487|XP_030369580.1|SLEB
OG0003475	LOC119651746|XP_037911404.1|HILL	LOC115622031|XP_030371758.1|SLEB
OG0003476	LOC119661006|XP_037926063.1|HILL	LOC115627748|XP_030379386.1|SLEB
OG0003477	LOC119651004|XP_037910218.1|HILL	LOC115625092|XP_030375851.1|SLEB
OG0003478	LOC119651335|XP_037910809.1|HILL	LOC115621045|XP_030370427.1|SLEB
OG0003479	LOC119651586|XP_037911154.1|HILL	LOC115625285|XP_030376155.1|SLEB
OG0003480	LOC119651680|XP_037911307.1|HILL	LOC115622005|XP_030371719.1|SLEB
OG0003481	LOC119651469|XP_037911005.1|HILL	LOC115622004|XP_030371718.1|SLEB
OG0003482	LOC119652965|XP_037913291.1|HILL	LOC115622000|XP_030371715.1|SLEB
OG0003484	LOC119659443|XP_037923456.1|HILL	LOC115620910|XP_030370262.1|SLEB
OG0003485	LOC119652408|XP_037912449.1|HILL	LOC115621723|XP_030371296.1|SLEB
OG0003486	LOC119652568|XP_037912709.1|HILL	LOC115620996|XP_030370376.1|SLEB
OG0003487	LOC119653066|XP_037913472.1|HILL	LOC115621241|XP_030370693.1|SLEB
OG0003488	LOC119653262|XP_037913797.1|HILL	LOC115620659|XP_030369870.1|SLEB
OG0003489	LOC119650702|XP_037909618.1|HILL	LOC115625173|XP_030375993.1|SLEB
OG0003490	LOC119653039|XP_037913423.1|HILL	LOC115620805|XP_030370089.1|SLEB
OG0003491	LOC119652845|XP_037913110.1|HILL	LOC115620324|XP_030369378.1|SLEB
OG0003492	LOC119651678|XP_037911303.1|HILL	LOC115621205|XP_030370646.1|SLEB
OG0003493	LOC119652709|XP_037912918.1|HILL	LOC115620873|XP_030370209.1|SLEB
OG0003494	LOC119652966|XP_037913292.1|HILL	LOC115625078|XP_030375828.1|SLEB
OG0003495	LOC119652243|XP_037912145.1|HILL	LOC115630447|XP_030382869.1|SLEB
OG0003496	LOC119652477|XP_037912574.1|HILL	LOC115621455|XP_030370971.1|SLEB
OG0003497	LOC119647806|XP_037904953.1|HILL	LOC115620803|XP_030370087.1|SLEB
OG0003498	LOC119658034|XP_037921194.1|HILL	LOC115628108|XP_030379948.1|SLEB
OG0003499	LOC119652370|XP_037912395.1|HILL, LOC119651272|XP_037910704.1|HILL	LOC115625356|XP_030376250.1|SLEB
OG0003500	LOC119650922|XP_037910076.1|HILL	LOC115626229|XP_030377389.1|SLEB
OG0003501	LOC119657030|XP_037919711.1|HILL	LOC115621070|XP_030370457.1|SLEB
OG0003502	LOC119657606|XP_037920531.1|HILL	LOC115620319|XP_030369373.1|SLEB
OG0003503	LOC119657362|XP_037920168.1|HILL	LOC115620498|XP_030369610.1|SLEB
OG0003504	LOC119652624|XP_037912796.1|HILL	LOC115621579|XP_030371129.1|SLEB
OG0003506	LOC119651895|XP_037911645.1|HILL	LOC115625580|XP_030376542.1|SLEB
OG0003507	LOC119646429|XP_037902805.1|HILL	LOC115621718|XP_030371292.1|SLEB
OG0003508	LOC119650892|XP_037909997.1|HILL	LOC115623261|XP_030373390.1|SLEB
OG0003509	LOC119651951|XP_037911733.1|HILL	LOC115620360|XP_030369424.1|SLEB
OG0003510	LOC119652949|XP_037913268.1|HILL	LOC115620200|XP_030369193.1|SLEB
OG0003511	LOC119652234|XP_037912126.1|HILL	LOC115620464|XP_030369555.1|SLEB
OG0003512	LOC119651376|XP_037910879.1|HILL	LOC115621249|XP_030370702.1|SLEB
OG0003513	LOC119646670|XP_037903128.1|HILL	LOC115622092|XP_030371794.1|SLEB, LOC115620955|XP_030370331.1|SLEB
OG0003514	LOC119651700|XP_037911340.1|HILL	LOC115629546|XP_030381887.1|SLEB
OG0003515	LOC119655893|XP_037917967.1|HILL	LOC115627947|XP_030379704.1|SLEB
OG0003516	LOC119656754|XP_037919245.1|HILL	LOC115620392|XP_030369460.1|SLEB
OG0003517	LOC119651306|XP_037910761.1|HILL	LOC115629446|XP_030381764.1|SLEB
OG0003518	LOC119652613|XP_037912778.1|HILL	LOC115623890|XP_030374303.1|SLEB
OG0003519	LOC119647418|XP_037904232.1|HILL	LOC115632570|XP_030385650.1|SLEB
OG0003520	LOC119648033|XP_037905386.1|HILL	LOC115632189|XP_030385093.1|SLEB, LOC115632751|XP_030385859.1|SLEB
OG0003521	LOC119647846|XP_037905031.1|HILL	LOC115632547|XP_030385622.1|SLEB
OG0003522	LOC119658674|XP_037922164.1|HILL	LOC115628053|XP_030379873.1|SLEB
OG0003523	LOC119658885|XP_037922600.1|HILL	LOC115630573|XP_030383050.1|SLEB
OG0003524	LOC119658669|XP_037922150.1|HILL	LOC115624031|XP_030374468.1|SLEB
OG0003525	LOC119659028|XP_037922851.1|HILL	LOC115620878|XP_030370257.1|SLEB
OG0003526	LOC119650225|XP_037908730.1|HILL	LOC115632086|XP_030384910.1|SLEB
OG0003527	LOC119659063|XP_037922901.1|HILL	LOC115619963|XP_030368856.1|SLEB
OG0003529	LOC119649979|XP_037908349.1|HILL	LOC115631419|XP_030384004.1|SLEB
OG0003530	LOC119650030|XP_037908438.1|HILL	LOC115628330|XP_030380250.1|SLEB
OG0003531	LOC119647868|XP_037905066.1|HILL	LOC115622798|XP_030372723.1|SLEB
OG0003532	LOC119648107|XP_037905550.1|HILL	LOC115622159|XP_030371887.1|SLEB
OG0003533	LOC119649893|XP_037908211.1|HILL	LOC115632453|XP_030385465.1|SLEB
OG0003534	LOC119648666|XP_037906376.1|HILL	LOC115622366|XP_030372143.1|SLEB
OG0003535	LOC119650201|XP_037908695.1|HILL, LOC119648159|XP_037905662.1|HILL	LOC115622651|XP_030372520.1|SLEB
OG0003536	LOC119661484|XP_037926776.1|HILL	LOC115633852|XP_030387203.1|SLEB
OG0003537	LOC119646897|XP_037903483.1|HILL	LOC115633898|XP_030387262.1|SLEB
OG0003538	LOC119652914|XP_037913229.1|HILL	LOC115619986|XP_030368899.1|SLEB
OG0003539	LOC119648706|XP_037906445.1|HILL	LOC115622505|XP_030372318.1|SLEB
OG0003540	LOC119649320|XP_037907350.1|HILL	LOC115632306|XP_030385268.1|SLEB
OG0003541	LOC119647207|XP_037903957.1|HILL	LOC115620504|XP_030369619.1|SLEB
OG0003542	LOC119652240|XP_037912146.1|HILL	LOC115634561|XP_030388243.1|SLEB
OG0003543	LOC119646542|XP_037902942.1|HILL	LOC115627890|XP_030379637.1|SLEB
OG0003544	LOC119648222|XP_037905762.1|HILL	LOC115633148|XP_030386418.1|SLEB
OG0003545	LOC119651882|XP_037911633.1|HILL, LOC119650413|XP_037909126.1|HILL	LOC115622701|XP_030372589.1|SLEB
OG0003546	LOC119647861|XP_037905058.1|HILL	LOC115622747|XP_030372661.1|SLEB
OG0003548	LOC119650945|XP_037910107.1|HILL	LOC115634308|XP_030387824.1|SLEB
OG0003549	LOC119651463|XP_037911002.1|HILL	LOC115620909|XP_030370265.1|SLEB
OG0003550	LOC119660126|XP_037924449.1|HILL	LOC115629899|XP_030382362.1|SLEB
OG0003551	LOC119659303|XP_037923244.1|HILL	LOC115625217|XP_030376060.1|SLEB
OG0003552	LOC119660322|XP_037924726.1|HILL	LOC115619946|XP_030368834.1|SLEB
OG0003553	LOC119659538|XP_037923607.1|HILL	LOC115634593|XP_030388286.1|SLEB
OG0003554	LOC119648300|XP_037905887.1|HILL	LOC115632304|XP_030385266.1|SLEB, LOC115632301|XP_030385263.1|SLEB
OG0003555	LOC119647756|XP_037904802.1|HILL	LOC115632658|XP_030385749.1|SLEB
OG0003556	LOC119649946|XP_037908292.1|HILL	LOC115632387|XP_030385376.1|SLEB
OG0003557	LOC119649667|XP_037907855.1|HILL	LOC115632362|XP_030385340.1|SLEB
OG0003558	LOC119647574|XP_037904502.1|HILL	LOC115623264|XP_030373394.1|SLEB
OG0003559	LOC119647454|XP_037904314.1|HILL	LOC115622746|XP_030372654.1|SLEB
OG0003560	LOC119650162|XP_037908637.1|HILL	LOC115632384|XP_030385373.1|SLEB
OG0003561	LOC119650440|XP_037909199.1|HILL	LOC115620000|XP_030368949.1|SLEB
OG0003562	LOC119654114|XP_037915214.1|HILL	LOC115622108|XP_030371814.1|SLEB
OG0003563	LOC119654144|XP_037915237.1|HILL	LOC115620647|XP_030369855.1|SLEB
OG0003564	LOC119648194|XP_037905713.1|HILL	LOC115628222|XP_030380077.1|SLEB
OG0003565	LOC119650148|XP_037908613.1|HILL	LOC115628279|XP_030380168.1|SLEB
OG0003566	LOC119653051|XP_037913448.1|HILL	LOC115623664|XP_030373983.1|SLEB
OG0003567	LOC119651795|XP_037911506.1|HILL	LOC115627498|XP_030379045.1|SLEB
OG0003568	LOC119661554|XP_037926873.1|HILL	LOC115619987|XP_030368909.1|SLEB
OG0003569	LOC119650442|XP_037909213.1|HILL	LOC115633167|XP_030386440.1|SLEB
OG0003570	LOC119648738|XP_037906488.1|HILL	LOC115634500|XP_030388120.1|SLEB
OG0003571	LOC119650251|XP_037908769.1|HILL	LOC115623027|XP_030373067.1|SLEB
OG0003572	LOC119661342|XP_037926571.1|HILL	LOC115634131|XP_030387556.1|SLEB
OG0003573	LOC119647162|XP_037903894.1|HILL	LOC115624868|XP_030375576.1|SLEB
OG0003574	LOC119650001|XP_037908391.1|HILL	LOC115622408|XP_030372200.1|SLEB
OG0003576	LOC119649285|XP_037907305.1|HILL	LOC115622767|XP_030372683.1|SLEB
OG0003578	LOC119661777|XP_037927182.1|HILL	LOC115622385|XP_030372169.1|SLEB
OG0003579	LOC119647093|XP_037903791.1|HILL	LOC115620695|XP_030369928.1|SLEB
OG0003580	LOC119646297|XP_037902639.1|HILL	LOC115630996|XP_030383452.1|SLEB
OG0003581	LOC119650358|XP_037908969.1|HILL	LOC115628437|XP_030380386.1|SLEB
OG0003582	LOC119647617|XP_037904584.1|HILL	LOC115622560|XP_030372391.1|SLEB
OG0003583	LOC119646653|XP_037903099.1|HILL	LOC115620060|XP_030369060.1|SLEB
OG0003584	LOC119655981|XP_037918148.1|HILL	LOC115628502|XP_030380505.1|SLEB
OG0003586	LOC119660832|XP_037925630.1|HILL	LOC115623049|XP_030373088.1|SLEB
OG0003587	LOC119648038|XP_037905392.1|HILL	LOC115630528|XP_030382991.1|SLEB
OG0003588	LOC119647638|XP_037904628.1|HILL	LOC115621287|XP_030370750.1|SLEB
OG0003589	LOC119646675|XP_037903134.1|HILL	LOC115634445|XP_030388016.1|SLEB, LOC115634576|XP_030388267.1|SLEB
OG0003590	LOC119648069|XP_037905471.1|HILL, LOC119648068|XP_037905470.1|HILL	LOC115622144|XP_030371868.1|SLEB
OG0003591	LOC119647582|XP_037904518.1|HILL	LOC115632983|XP_030386156.1|SLEB
OG0003592	LOC119648408|XP_037906086.1|HILL	LOC115632401|XP_030385395.1|SLEB
OG0003593	LOC119647524|XP_037904422.1|HILL	LOC115633027|XP_030386210.1|SLEB
OG0003594	LOC119648534|XP_037906230.1|HILL	LOC115629643|XP_030382014.1|SLEB
OG0003595	LOC119657911|XP_037921026.1|HILL	LOC115622294|XP_030372061.1|SLEB
OG0003596	LOC119654491|XP_037915846.1|HILL	LOC115628863|XP_030380979.1|SLEB
OG0003597	LOC119649614|XP_037907766.1|HILL	LOC115633846|XP_030387197.1|SLEB
OG0003598	LOC119648329|XP_037905949.1|HILL	LOC115624653|XP_030375293.1|SLEB
OG0003599	LOC119648798|XP_037906570.1|HILL	LOC115633119|XP_030386368.1|SLEB
OG0003600	LOC119650367|XP_037908991.1|HILL	LOC115633062|XP_030386279.1|SLEB
OG0003601	LOC119660571|XP_037925154.1|HILL	LOC115631606|XP_030384272.1|SLEB
OG0003602	LOC119652254|XP_037912165.1|HILL	LOC115625582|XP_030376549.1|SLEB
OG0003603	LOC119648988|XP_037906840.1|HILL	LOC115622776|XP_030372694.1|SLEB
OG0003604	LOC119651098|XP_037910383.1|HILL	LOC115620990|XP_030370369.1|SLEB
OG0003605	LOC119652258|XP_037912167.1|HILL	LOC115620692|XP_030369922.1|SLEB
OG0003606	LOC119655875|XP_037917937.1|HILL	LOC115633653|XP_030386959.1|SLEB
OG0003607	LOC119660844|XP_037925670.1|HILL	LOC115634158|XP_030387598.1|SLEB
OG0003608	LOC119649627|XP_037907790.1|HILL	LOC115632351|XP_030385321.1|SLEB
OG0003609	LOC119656866|XP_037919453.1|HILL	LOC115622327|XP_030372100.1|SLEB
OG0003610	LOC119650323|XP_037908907.1|HILL	LOC115622862|XP_030372807.1|SLEB
OG0003611	LOC119649039|XP_037906927.1|HILL	LOC115628233|XP_030380095.1|SLEB
OG0003612	LOC119658898|XP_037922627.1|HILL	LOC115634138|XP_030387565.1|SLEB
OG0003613	LOC119646274|XP_037902611.1|HILL	LOC115631575|XP_030384231.1|SLEB
OG0003614	LOC119646275|XP_037902612.1|HILL	LOC115633792|XP_030387130.1|SLEB
OG0003615	LOC119652826|XP_037913085.1|HILL	LOC115619947|XP_030368835.1|SLEB
OG0003616	LOC119659685|XP_037923851.1|HILL	LOC115633796|XP_030387134.1|SLEB
OG0003617	LOC119648231|XP_037905783.1|HILL	LOC115634274|XP_030387762.1|SLEB
OG0003618	LOC119648203|XP_037905737.1|HILL	LOC115634272|XP_030387759.1|SLEB
OG0003619	LOC119659456|XP_037923472.1|HILL	LOC115633900|XP_030387304.1|SLEB
OG0003620	LOC119649305|XP_037907332.1|HILL	LOC115620024|XP_030368988.1|SLEB
OG0003621	LOC119647982|XP_037905283.1|HILL	LOC115628338|XP_030380261.1|SLEB
OG0003622	LOC119647912|XP_037905160.1|HILL	LOC115628426|XP_030380373.1|SLEB
OG0003623	LOC119646515|XP_037902899.1|HILL	LOC115627106|XP_030378532.1|SLEB
OG0003624	LOC119660118|XP_037924440.1|HILL	LOC115621169|XP_030370596.1|SLEB
OG0003625	LOC119661612|XP_037926957.1|HILL	LOC115633644|XP_030386946.1|SLEB
OG0003626	LOC119655118|XP_037916771.1|HILL	LOC115624073|XP_030374525.1|SLEB
OG0003627	LOC119651542|XP_037911102.1|HILL	LOC115623528|XP_030373774.1|SLEB
OG0003628	LOC119661667|XP_037927030.1|HILL	LOC115630129|XP_030382601.1|SLEB
OG0003629	LOC119661464|XP_037926753.1|HILL	LOC115634234|XP_030387686.1|SLEB
OG0003630	LOC119647076|XP_037903761.1|HILL	LOC115631110|XP_030383669.1|SLEB
OG0003631	LOC119649613|XP_037907761.1|HILL	LOC115631310|XP_030383888.1|SLEB
OG0003632	LOC119649869|XP_037908168.1|HILL	LOC115623193|XP_030373275.1|SLEB
OG0003633	LOC119647141|XP_037903862.1|HILL	LOC115621778|XP_030371438.1|SLEB
OG0003634	LOC119648061|XP_037905456.1|HILL	LOC115632743|XP_030385850.1|SLEB
OG0003635	LOC119648090|XP_037905510.1|HILL	LOC115632170|XP_030385059.1|SLEB
OG0003636	LOC119646528|XP_037902920.1|HILL	LOC115629938|XP_030382408.1|SLEB
OG0003637	LOC119646606|XP_037903035.1|HILL	LOC115634601|XP_030388311.1|SLEB
OG0003638	LOC119647902|XP_037905137.1|HILL	LOC115622584|XP_030372436.1|SLEB
OG0003639	LOC119647903|XP_037905138.1|HILL	LOC115625723|XP_030376731.1|SLEB
OG0003640	LOC119650811|XP_037909876.1|HILL	LOC115619996|XP_030368943.1|SLEB
OG0003641	LOC119659461|XP_037923475.1|HILL	LOC115629890|XP_030382351.1|SLEB
OG0003642	LOC119658899|XP_037922628.1|HILL	LOC115627438|XP_030378972.1|SLEB
OG0003643	LOC119659330|XP_037923302.1|HILL	LOC115633857|XP_030387209.1|SLEB
OG0003644	LOC119650760|XP_037909784.1|HILL	LOC115634546|XP_030388216.1|SLEB
OG0003645	LOC119649126|XP_037907059.1|HILL	LOC115622831|XP_030372769.1|SLEB
OG0003646	LOC119650095|XP_037908541.1|HILL	LOC115622160|XP_030371889.1|SLEB
OG0003647	LOC119649127|XP_037907060.1|HILL	LOC115622609|XP_030372470.1|SLEB
OG0003648	LOC119648456|XP_037906141.1|HILL	LOC115630927|XP_030383353.1|SLEB
OG0003649	LOC119649738|XP_037907948.1|HILL	LOC115620754|XP_030370008.1|SLEB
OG0003650	LOC119649737|XP_037907947.1|HILL	LOC115629240|XP_030381517.1|SLEB
OG0003651	LOC119650134|XP_037908593.1|HILL	LOC115621453|XP_030370967.1|SLEB
OG0003652	LOC119647918|XP_037905170.1|HILL	LOC115624769|XP_030375462.1|SLEB
OG0003653	LOC119650009|XP_037908405.1|HILL	LOC115622174|XP_030371912.1|SLEB
OG0003654	LOC119648153|XP_037905652.1|HILL	LOC115632345|XP_030385311.1|SLEB
OG0003656	LOC119648132|XP_037905596.1|HILL	LOC115624625|XP_030375239.1|SLEB
OG0003657	LOC119647928|XP_037905188.1|HILL	LOC115632227|XP_030385147.1|SLEB
OG0003658	LOC119657312|XP_037920102.1|HILL	LOC115623975|XP_030374406.1|SLEB
OG0003659	LOC119648133|XP_037905604.1|HILL	LOC115624629|XP_030375245.1|SLEB
OG0003660	LOC119649046|XP_037906946.1|HILL	LOC115632997|XP_030386177.1|SLEB
OG0003661	LOC119647734|XP_037904769.1|HILL	LOC115622522|XP_030372346.1|SLEB
OG0003662	LOC119648245|XP_037905810.1|HILL	LOC115622795|XP_030372720.1|SLEB
OG0003663	LOC119648224|XP_037905768.1|HILL	LOC115632363|XP_030385341.1|SLEB
OG0003664	LOC119648208|XP_037905741.1|HILL	LOC115632819|XP_030385931.1|SLEB
OG0003665	LOC119647053|XP_037903739.1|HILL	LOC115633090|XP_030386333.1|SLEB
OG0003666	LOC119661356|XP_037926590.1|HILL	LOC115621127|XP_030370541.1|SLEB
OG0003667	LOC119650434|XP_037909181.1|HILL	LOC115628440|XP_030380402.1|SLEB
OG0003668	LOC119658728|XP_037922319.1|HILL	LOC115634550|XP_030388225.1|SLEB
OG0003669	LOC119651454|XP_037910990.1|HILL	LOC115625964|XP_030377071.1|SLEB
OG0003670	LOC119651443|XP_037910979.1|HILL	LOC115625956|XP_030377058.1|SLEB
OG0003671	LOC119652275|XP_037912197.1|HILL	LOC115633988|XP_030387371.1|SLEB
OG0003672	LOC119659436|XP_037923446.1|HILL	LOC115623696|XP_030374031.1|SLEB, LOC115624199|XP_030374661.1|SLEB
OG0003673	LOC119650978|XP_037910172.1|HILL	LOC115633751|XP_030387086.1|SLEB
OG0003674	LOC119657436|XP_037920273.1|HILL	LOC115632911|XP_030386065.1|SLEB
OG0003675	LOC119646416|XP_037902789.1|HILL	LOC115634135|XP_030387562.1|SLEB
OG0003676	LOC119654073|XP_037915167.1|HILL	LOC115634133|XP_030387558.1|SLEB
OG0003677	LOC119647117|XP_037903832.1|HILL	LOC115629996|XP_030382484.1|SLEB
OG0003678	LOC119650407|XP_037909120.1|HILL	LOC115622261|XP_030372022.1|SLEB
OG0003679	LOC119649580|XP_037907712.1|HILL	LOC115622786|XP_030372706.1|SLEB
OG0003680	LOC119661764|XP_037927162.1|HILL	LOC115634157|XP_030387597.1|SLEB
OG0003681	LOC119661227|XP_037926381.1|HILL	LOC115628454|XP_030380431.1|SLEB
OG0003682	LOC119658903|XP_037922637.1|HILL	LOC115620614|XP_030369792.1|SLEB
OG0003683	LOC119660457|XP_037924946.1|HILL	LOC115623036|XP_030373113.1|SLEB
OG0003684	LOC119648076|XP_037905489.1|HILL	LOC115632307|XP_030385269.1|SLEB
OG0003685	LOC119648151|XP_037905650.1|HILL	LOC115632447|XP_030385454.1|SLEB
OG0003686	LOC119652269|XP_037912184.1|HILL	LOC115627072|XP_030378483.1|SLEB
