Orthogroup	HILL.longest_only	DBUS.longest_only
OG0005640	LOC119659711|XP_037923893.1|HILL	LOC108604767|XP_017849850.1|DBUS
OG0005641	LOC119654219|XP_037915360.1|HILL	LOC108605503|XP_017850741.1|DBUS
OG0005642	LOC119651564|XP_037911126.1|HILL	LOC108603223|XP_017847310.1|DBUS
OG0005643	LOC119648935|XP_037906777.1|HILL	LOC108599392|XP_017841688.1|DBUS
OG0005644	LOC119648934|XP_037906775.1|HILL	LOC108599388|XP_017841684.1|DBUS
OG0005645	LOC119653720|XP_037914541.1|HILL	LOC108604950|XP_017850009.1|DBUS
OG0005646	LOC119654832|XP_037916332.1|HILL	LOC108604964|XP_017850023.1|DBUS
OG0005647	LOC119649850|XP_037908135.1|HILL	LOC108595742|XP_017836517.1|DBUS
OG0005648	LOC119648255|XP_037905827.1|HILL	LOC108598460|XP_017840594.1|DBUS
OG0005649	LOC119659244|XP_037923152.1|HILL	LOC108601897|XP_017845362.1|DBUS
OG0005650	LOC119659778|XP_037923971.1|HILL	LOC108604615|XP_017849643.1|DBUS
OG0005651	LOC119660132|XP_037924459.1|HILL	LOC108605527|XP_017850767.2|DBUS
OG0005652	LOC119659074|XP_037922914.1|HILL	LOC108603160|XP_017847204.1|DBUS
OG0005653	LOC119653607|XP_037914297.1|HILL	LOC108602958|XP_017846816.2|DBUS
OG0005654	LOC119660374|XP_037924819.1|HILL	LOC108604698|XP_017849746.1|DBUS
OG0005655	LOC119660251|XP_037924634.1|HILL	LOC108604052|XP_017848804.1|DBUS
OG0005656	LOC119659486|XP_037923527.1|HILL	LOC108601853|XP_017845292.1|DBUS
OG0005657	LOC119660540|XP_037925095.1|HILL	LOC108603438|XP_017847749.1|DBUS
OG0005658	LOC119659980|XP_037924277.1|HILL	LOC108604649|XP_017849688.1|DBUS
OG0005659	LOC119659062|XP_037922898.1|HILL	LOC108603956|XP_017848640.1|DBUS
OG0005660	LOC119648213|XP_037905749.1|HILL	LOC108598106|XP_033149312.1|DBUS
OG0005661	LOC119659404|XP_037923403.1|HILL	LOC108602980|XP_017846855.1|DBUS
OG0005662	LOC119659579|XP_037923664.1|HILL	LOC108601315|XP_017844703.1|DBUS
OG0005663	LOC119653508|XP_037914096.1|HILL	LOC108605929|XP_017851238.1|DBUS
OG0005664	LOC119659258|XP_037923178.1|HILL	LOC108604271|XP_017849157.1|DBUS
OG0005665	LOC119658696|XP_037922212.1|HILL	LOC108603779|XP_017848362.1|DBUS
OG0005666	LOC119656146|XP_037918407.1|HILL	LOC108607039|XP_017853123.1|DBUS
OG0005667	LOC119654585|XP_037915971.1|HILL	LOC108606726|XP_017852603.1|DBUS
OG0005668	LOC119648246|XP_037905811.1|HILL	LOC108599595|XP_017842030.1|DBUS
OG0005669	LOC119658940|XP_037922725.1|HILL	LOC108607444|XP_017853767.1|DBUS
OG0005670	LOC119660328|XP_037924734.1|HILL	LOC108604674|XP_017849714.1|DBUS
OG0005671	LOC119660504|XP_037925029.1|HILL	LOC108601421|XP_017844808.1|DBUS
OG0005672	LOC119659521|XP_037923584.1|HILL	LOC108608047|XP_017854716.1|DBUS
OG0005673	LOC119651810|XP_037911529.1|HILL	LOC108600963|XP_033149563.1|DBUS
OG0005674	LOC119659071|XP_037922910.1|HILL	LOC108598355|XP_033149460.1|DBUS
OG0005675	LOC119659160|XP_037923038.1|HILL	LOC108601829|XP_017845259.1|DBUS
OG0005676	LOC119648030|XP_037905383.1|HILL	LOC108601167|XP_017844588.1|DBUS
OG0005677	LOC119658267|XP_037921490.1|HILL	LOC108597420|XP_017839459.1|DBUS
OG0005678	LOC119658732|XP_037922323.1|HILL	LOC108603352|XP_017847576.1|DBUS
OG0005679	LOC119660111|XP_037924424.1|HILL	LOC108601478|XP_017844866.1|DBUS
OG0005680	LOC119650582|XP_037909342.1|HILL	LOC108608313|XP_017855129.2|DBUS
OG0005681	LOC119658950|XP_037922751.1|HILL	LOC108604120|XP_017848895.1|DBUS
OG0005682	LOC119658948|XP_037922748.1|HILL	LOC108603842|XP_017848480.1|DBUS
OG0005683	LOC119655154|XP_037916823.1|HILL	LOC108606541|XP_017852222.1|DBUS
OG0005684	LOC119648067|XP_037905469.1|HILL	LOC108600109|XP_017842969.2|DBUS
OG0005685	LOC119653416|XP_037913913.1|HILL	LOC108605534|XP_017850776.1|DBUS
OG0005686	LOC119659631|XP_037923757.1|HILL	LOC108602265|XP_017845809.1|DBUS
OG0005687	LOC119654443|XP_037915771.1|HILL	LOC108601126|XP_017844536.1|DBUS
OG0005688	LOC119655931|XP_037918041.1|HILL	LOC108595989|XP_017836766.2|DBUS
OG0005690	LOC119654051|XP_037915140.1|HILL	LOC108601508|XP_033149856.1|DBUS
OG0005691	LOC119659560|XP_037923637.1|HILL	LOC108603794|XP_017848379.2|DBUS
OG0005692	LOC119660011|XP_037924318.1|HILL	LOC108594327|XP_017834966.2|DBUS
OG0005693	LOC119658716|XP_037922263.1|HILL	LOC108598819|XP_017841057.1|DBUS
OG0005694	LOC119660213|XP_037924575.1|HILL	LOC108603728|XP_017848260.1|DBUS
OG0005695	LOC119659977|XP_037924271.1|HILL	LOC108602872|XP_017846649.1|DBUS
OG0005696	LOC119659649|XP_037923785.1|HILL	LOC108602874|XP_017846652.1|DBUS
OG0005697	LOC119659700|XP_037923880.1|HILL	LOC108602863|XP_017846640.1|DBUS
OG0005698	LOC119659180|XP_037923066.1|HILL	LOC108597588|XP_017839696.1|DBUS
OG0005699	LOC119660533|XP_037925090.1|HILL	LOC108604427|XP_017849384.1|DBUS
OG0005700	LOC119653506|XP_037914091.1|HILL	LOC108606937|XP_033150333.1|DBUS
OG0005701	LOC119654187|XP_037915309.1|HILL	LOC108595587|XP_017836338.1|DBUS
OG0005702	LOC119655483|XP_037917313.1|HILL	LOC108605852|XP_017851151.1|DBUS
OG0005703	LOC119655998|XP_037918165.1|HILL	LOC108595266|XP_017835968.1|DBUS
OG0005705	LOC119648410|XP_037906088.1|HILL	LOC108598958|XP_017841217.1|DBUS
OG0005706	LOC119659044|XP_037922878.1|HILL	LOC108603724|XP_017848254.1|DBUS, LOC108599901|XP_017842584.2|DBUS
OG0005707	LOC119654235|XP_037915390.1|HILL	LOC108606657|XP_017852467.1|DBUS
OG0005708	LOC119654827|XP_037916323.1|HILL	LOC108606738|XP_017852622.1|DBUS
OG0005709	LOC119659738|XP_037923926.1|HILL	LOC108601726|XP_017845134.1|DBUS
OG0005710	LOC119659210|XP_037923107.1|HILL	LOC108602804|XP_017846515.1|DBUS
OG0005711	LOC119649929|XP_037908276.1|HILL	LOC108600990|XP_017844342.1|DBUS
OG0005712	LOC119649380|XP_037907426.1|HILL	LOC108608080|XP_017854764.1|DBUS
OG0005713	LOC119660589|XP_037925186.1|HILL	LOC108601754|XP_017845166.1|DBUS
OG0005714	LOC119654216|XP_037915357.1|HILL	LOC108604441|XP_017849408.1|DBUS
OG0005715	LOC119660584|XP_037925167.1|HILL	LOC108603736|XP_017848274.1|DBUS
OG0005716	LOC119658727|XP_037922317.1|HILL	LOC108604156|XP_033149891.1|DBUS
OG0005717	LOC119660142|XP_037924470.1|HILL	LOC108604097|XP_017848868.1|DBUS
OG0005718	LOC119659629|XP_037923755.1|HILL	LOC108604639|XP_017849678.1|DBUS
OG0005719	LOC119660422|XP_037924897.1|HILL	LOC108604185|XP_017849021.1|DBUS
OG0005720	LOC119654496|XP_037915848.1|HILL	LOC108602200|XP_017845738.1|DBUS
OG0005721	LOC119659509|XP_037923567.1|HILL	LOC108604219|XP_017849073.1|DBUS
OG0005722	LOC119659534|XP_037923603.1|HILL	LOC108604785|XP_017849872.1|DBUS
OG0005723	LOC119660174|XP_037924508.1|HILL	LOC108602164|XP_017845686.1|DBUS
OG0005724	LOC119654893|XP_037916439.1|HILL	LOC108596577|XP_017837990.1|DBUS
OG0005725	LOC119660299|XP_037924700.1|HILL	LOC108602020|XP_017845512.1|DBUS
OG0005726	LOC119653697|XP_037914500.1|HILL	LOC108605608|XP_017850874.1|DBUS
OG0005727	LOC119659481|XP_037923519.1|HILL	LOC108603984|XP_017848700.1|DBUS
OG0005728	LOC119659113|XP_037922963.1|HILL	LOC108601676|XP_017845074.1|DBUS
OG0005729	LOC119658862|XP_037922546.1|HILL	LOC108601250|XP_033149890.1|DBUS
OG0005730	LOC119660292|XP_037924690.1|HILL	LOC108601738|XP_017845147.1|DBUS
OG0005731	LOC119660107|XP_037924417.1|HILL	LOC108601737|XP_017845146.1|DBUS
OG0005732	LOC119659455|XP_037923468.1|HILL	LOC108603510|XP_017847876.1|DBUS
OG0005733	LOC119659795|XP_037923992.1|HILL	LOC108603509|XP_017847872.1|DBUS
OG0005734	LOC119659826|XP_037924040.1|HILL	LOC108603746|XP_017848308.1|DBUS
OG0005735	LOC119660343|XP_037924757.1|HILL	LOC108603423|XP_017847713.1|DBUS
OG0005736	LOC119659202|XP_037923098.1|HILL	LOC108603424|XP_017847719.1|DBUS
OG0005737	LOC119659229|XP_037923131.1|HILL	LOC108604442|XP_017849409.1|DBUS
OG0005738	LOC119659712|XP_037923894.1|HILL	LOC108604202|XP_017849045.1|DBUS
OG0005739	LOC119659155|XP_037923033.1|HILL	LOC108604089|XP_017848857.1|DBUS
OG0005740	LOC119660000|XP_037924306.1|HILL	LOC108604754|XP_017849831.1|DBUS
OG0005741	LOC119660119|XP_037924441.1|HILL	LOC108601786|XP_017845201.1|DBUS
OG0005742	LOC119660120|XP_037924442.1|HILL	LOC108601948|XP_017845421.1|DBUS
OG0005743	LOC119659368|XP_037923351.1|HILL	LOC108602044|XP_017845541.1|DBUS
OG0005744	LOC119659366|XP_037923350.1|HILL	LOC108601731|XP_017845141.1|DBUS
OG0005745	LOC119658683|XP_037922175.1|HILL	LOC108602914|XP_017846714.1|DBUS
OG0005746	LOC119660166|XP_037924500.1|HILL	LOC108604623|XP_017849660.1|DBUS
OG0005747	LOC119660124|XP_037924444.1|HILL	LOC108602205|XP_017845741.1|DBUS
OG0005748	LOC119658787|XP_037922422.1|HILL	LOC108601941|XP_017845410.1|DBUS
OG0005749	LOC119653591|XP_037914268.1|HILL	LOC108605148|XP_017850211.1|DBUS
OG0005750	LOC119655899|XP_037917982.1|HILL	LOC108603707|XP_017848236.1|DBUS
OG0005751	LOC119653613|XP_037914308.1|HILL	LOC108599982|XP_017842743.2|DBUS
OG0005752	LOC119646287|XP_037902626.1|HILL	LOC108596915|XP_017838612.1|DBUS
OG0005753	LOC119657099|XP_037919786.1|HILL	LOC108608174|XP_033148916.1|DBUS
OG0005754	LOC119654284|XP_037915499.1|HILL	LOC108596052|XP_017836934.1|DBUS
OG0005755	LOC119660358|XP_037924789.1|HILL	LOC108595153|XP_017835807.1|DBUS
OG0005756	LOC119659408|XP_037923408.1|HILL	LOC108602976|XP_017846850.1|DBUS
OG0005757	LOC119659433|XP_037923444.1|HILL	LOC108602043|XP_017845540.1|DBUS
OG0005758	LOC119659176|XP_037923060.1|HILL	LOC108604096|XP_017848866.1|DBUS
OG0005759	LOC119659324|XP_037923279.1|HILL	LOC108602740|XP_017846380.1|DBUS
OG0005760	LOC119659941|XP_037924209.1|HILL	LOC108601714|XP_017845120.1|DBUS
OG0005761	LOC119658867|XP_037922553.1|HILL	LOC108603973|XP_017848673.1|DBUS
OG0005762	LOC119659530|XP_037923595.1|HILL	LOC108602853|XP_017846616.1|DBUS
OG0005763	LOC119661004|XP_037926054.1|HILL	LOC108597746|XP_017839942.1|DBUS
OG0005764	LOC119660498|XP_037925021.1|HILL	LOC108603514|XP_017847892.1|DBUS
OG0005765	LOC119660491|XP_037925006.1|HILL	LOC108603511|XP_017847878.1|DBUS
OG0005766	LOC119659905|XP_037924158.1|HILL	LOC108603583|XP_017848012.1|DBUS
OG0005767	LOC119652001|XP_037911857.1|HILL	LOC108603491|XP_017847835.1|DBUS
OG0005768	LOC119655042|XP_037916651.1|HILL	LOC108606932|XP_017852972.1|DBUS
OG0005769	LOC119661298|XP_037926515.1|HILL	LOC108603191|XP_017847257.1|DBUS
OG0005770	LOC119659120|XP_037922973.1|HILL	LOC108601646|XP_017845034.1|DBUS
OG0005771	LOC119660424|XP_037924900.1|HILL	LOC108603128|XP_017847137.1|DBUS
OG0005772	LOC119659953|XP_037924230.1|HILL	LOC108603847|XP_017848489.1|DBUS
OG0005773	LOC119659207|XP_037923103.1|HILL	LOC108602488|XP_017846102.1|DBUS
OG0005774	LOC119658692|XP_037922205.1|HILL	LOC108602325|XP_017845901.1|DBUS
OG0005775	LOC119650237|XP_037908745.1|HILL	LOC108600972|XP_017844322.2|DBUS
OG0005776	LOC119648156|XP_037905659.1|HILL	LOC108600906|XP_017844221.1|DBUS
OG0005777	LOC119659320|XP_037923273.1|HILL	LOC108597587|XP_017839699.1|DBUS
OG0005778	LOC119658607|XP_037922012.1|HILL	LOC108602887|XP_017846677.1|DBUS
OG0005779	LOC119658568|XP_037921941.1|HILL	LOC108603893|XP_017848556.1|DBUS
OG0005780	LOC119648305|XP_037905898.1|HILL	LOC108600783|XP_017844041.1|DBUS
OG0005781	LOC119649063|XP_037906978.1|HILL	LOC108600613|XP_017843780.1|DBUS
OG0005782	LOC119648248|XP_037905815.1|HILL	LOC108600740|XP_017843974.1|DBUS
OG0005783	LOC119656321|XP_037918705.1|HILL	LOC108596158|XP_017837152.1|DBUS
OG0005784	LOC119659304|XP_037923245.1|HILL	LOC108601790|XP_017845214.1|DBUS
OG0005785	LOC119659270|XP_037923201.1|HILL	LOC108603959|XP_017848645.1|DBUS
OG0005786	LOC119660169|XP_037924503.1|HILL	LOC108602105|XP_017845618.1|DBUS
OG0005787	LOC119660275|XP_037924669.1|HILL	LOC108604699|XP_017849747.1|DBUS
OG0005788	LOC119653672|XP_037914432.1|HILL	LOC108597534|XP_017839623.1|DBUS
OG0005789	LOC119659505|XP_037923561.1|HILL	LOC108602449|XP_017846059.1|DBUS
OG0005790	LOC119653025|XP_037913397.1|HILL	LOC108603123|XP_017847131.1|DBUS
OG0005791	LOC119659782|XP_037923976.1|HILL	LOC108603841|XP_017848478.1|DBUS
OG0005792	LOC119659851|XP_037924082.1|HILL	LOC108603843|XP_017848481.1|DBUS
OG0005793	LOC119660383|XP_037924835.1|HILL	LOC108601992|XP_017845478.1|DBUS
OG0005794	LOC119659204|XP_037923101.1|HILL	LOC108597258|XP_017839204.1|DBUS
OG0005795	LOC119660419|XP_037924894.1|HILL	LOC108601670|XP_017845061.1|DBUS
OG0005796	LOC119648976|XP_037906826.1|HILL	LOC108600100|XP_017842958.1|DBUS
OG0005797	LOC119648380|XP_037906041.1|HILL	LOC108601033|XP_017844401.1|DBUS
OG0005798	LOC119658804|XP_037922454.1|HILL	LOC108603441|XP_017847754.1|DBUS
OG0005799	LOC119660548|XP_037925111.1|HILL	LOC108602805|XP_017846516.1|DBUS
OG0005800	LOC119658835|XP_037922502.1|HILL	LOC108603602|XP_017848038.1|DBUS
OG0005801	LOC119660151|XP_037924480.1|HILL	LOC108603601|XP_017848036.1|DBUS
OG0005802	LOC119659926|XP_037924191.1|HILL	LOC108601594|XP_017844983.1|DBUS
OG0005803	LOC119659854|XP_037924084.1|HILL	LOC108603379|XP_017847636.1|DBUS
OG0005804	LOC119658782|XP_037922414.1|HILL	LOC108602253|XP_017845795.1|DBUS
OG0005805	LOC119653753|XP_037914611.1|HILL	LOC108597269|XP_017839220.1|DBUS
OG0005806	LOC119659987|XP_037924287.1|HILL	LOC108604739|XP_017849810.1|DBUS
OG0005807	LOC119646140|XP_037902425.1|HILL	LOC108601526|XP_017844914.1|DBUS
OG0005808	LOC119654666|XP_037916088.1|HILL	LOC108604915|XP_017849974.1|DBUS
OG0005809	LOC119653819|XP_037914781.1|HILL	LOC108599528|XP_017841892.1|DBUS
OG0005810	LOC119660279|XP_037924678.1|HILL	LOC108602813|XP_017846533.1|DBUS
OG0005811	LOC119660281|XP_037924679.1|HILL	LOC108602814|XP_017846534.1|DBUS
OG0005812	LOC119658783|XP_037922415.1|HILL	LOC108604710|XP_017849768.1|DBUS
OG0005813	LOC119660613|XP_037925235.1|HILL	LOC108603417|XP_017847701.1|DBUS
OG0005814	LOC119659959|XP_037924242.1|HILL	LOC108603608|XP_017848044.1|DBUS
OG0005815	LOC119646199|XP_037902510.1|HILL	LOC108595168|XP_017835829.1|DBUS
OG0005816	LOC119656495|XP_037918757.1|HILL, LOC119656494|XP_037918755.1|HILL	LOC108603548|XP_017847953.1|DBUS
OG0005817	LOC119659783|XP_037923977.1|HILL	LOC108603846|XP_017848486.1|DBUS
OG0005818	LOC119660192|XP_037924540.1|HILL	LOC108604686|XP_017849731.1|DBUS
OG0005819	LOC119659084|XP_037922925.1|HILL	LOC108601688|XP_017845087.1|DBUS
OG0005820	LOC119660326|XP_037924732.1|HILL	LOC108601689|XP_017845088.1|DBUS
OG0005821	LOC119659969|XP_037924258.1|HILL	LOC108601667|XP_017845057.1|DBUS
OG0005822	LOC119657699|XP_037920666.1|HILL	LOC108600288|XP_017843252.1|DBUS
OG0005823	LOC119658019|XP_037921176.1|HILL	LOC108605204|XP_017850295.1|DBUS
OG0005824	LOC119649239|XP_037907230.1|HILL	LOC108603110|XP_017847104.1|DBUS
OG0005825	LOC119656342|XP_037918720.1|HILL	LOC108599807|XP_017842372.1|DBUS
OG0005826	LOC119651274|XP_037910707.1|HILL	LOC108597114|XP_033150955.1|DBUS, LOC108602398|XP_017845998.1|DBUS
OG0005827	LOC119658775|XP_037922401.1|HILL	LOC108602228|XP_017845763.1|DBUS
OG0005828	LOC119649575|XP_037907708.1|HILL	LOC108599683|XP_017842165.1|DBUS
OG0005829	LOC119659500|XP_037923552.1|HILL	LOC108603632|XP_017848080.1|DBUS
OG0005830	LOC119647855|XP_037905051.1|HILL	LOC108600036|XP_017842866.1|DBUS
OG0005831	LOC119649542|XP_037907661.1|HILL	LOC108598115|XP_017840221.1|DBUS
OG0005832	LOC119650078|XP_037908505.1|HILL	LOC108598114|XP_017840220.1|DBUS
OG0005833	LOC119649588|XP_037907721.1|HILL	LOC108599781|XP_017842328.1|DBUS
OG0005835	LOC119649094|XP_037907024.1|HILL	LOC108600251|XP_017841069.1|DBUS
OG0005836	LOC119648617|XP_037906315.1|HILL	LOC108598289|XP_033149370.1|DBUS
OG0005837	LOC119658976|XP_037922784.1|HILL	LOC108603376|XP_017847633.1|DBUS
OG0005838	LOC119659175|XP_037923058.1|HILL	LOC108601795|XP_017845220.1|DBUS
OG0005839	LOC119656446|XP_037918729.1|HILL	LOC108594448|XP_017835111.2|DBUS
OG0005840	LOC119660226|XP_037924602.1|HILL	LOC108604802|XP_017849893.1|DBUS
OG0005841	LOC119659948|XP_037924222.1|HILL	LOC108604364|XP_017849294.1|DBUS
OG0005842	LOC119653842|XP_037914816.1|HILL	LOC108606154|XP_017851496.1|DBUS
OG0005843	LOC119650140|XP_037908600.1|HILL	LOC108601152|XP_033149623.1|DBUS
OG0005844	LOC119650139|XP_037908599.1|HILL	LOC108599880|XP_017842547.1|DBUS
OG0005845	LOC119659913|XP_037924166.1|HILL	LOC108602871|XP_017846648.1|DBUS
OG0005846	LOC119659142|XP_037923009.1|HILL	LOC108603224|XP_017847311.2|DBUS
OG0005847	LOC119660446|XP_037924927.1|HILL	LOC108604001|XP_017848730.1|DBUS
OG0005848	LOC119653896|XP_037914954.1|HILL	LOC108606631|XP_017852407.1|DBUS
OG0005849	LOC119655840|XP_037917874.1|HILL	LOC108606576|XP_017852288.1|DBUS
OG0005851	LOC119651446|XP_037910978.1|HILL	LOC108608118|XP_017854836.1|DBUS
OG0005852	LOC119653386|XP_037913863.1|HILL	LOC108601690|XP_017845089.1|DBUS
OG0005853	LOC119656238|XP_037918584.1|HILL	LOC108605124|XP_017850176.1|DBUS
OG0005854	LOC119655143|XP_037916808.1|HILL	LOC108602812|XP_017846532.1|DBUS
OG0005855	LOC119654317|XP_037915570.1|HILL	LOC108607094|XP_033150264.1|DBUS
OG0005856	LOC119653430|XP_037913934.1|HILL	LOC108606414|XP_017851993.1|DBUS
OG0005857	LOC119656051|XP_037918244.1|HILL	LOC108603452|XP_017847772.1|DBUS
OG0005858	LOC119659776|XP_037923968.1|HILL	LOC108601832|XP_017845261.1|DBUS
OG0005859	LOC119659122|XP_037922975.1|HILL	LOC108597644|XP_017839787.2|DBUS
OG0005860	LOC119660510|XP_037925036.1|HILL	LOC108603312|XP_017847498.1|DBUS
OG0005861	LOC119660147|XP_037924475.1|HILL	LOC108603361|XP_017847599.1|DBUS
OG0005862	LOC119655813|XP_037917846.1|HILL	LOC108596655|XP_017838130.1|DBUS
OG0005863	LOC119659793|XP_037923990.1|HILL	LOC108597406|XP_017839442.1|DBUS
OG0005864	LOC119659145|XP_037923013.1|HILL	LOC108601905|XP_017845370.1|DBUS
OG0005865	LOC119659213|XP_037923111.1|HILL	LOC108603499|XP_017847854.1|DBUS
OG0005866	LOC119655887|XP_037917961.1|HILL	LOC108595411|XP_017836128.1|DBUS
OG0005867	LOC119646148|XP_037902433.1|HILL	LOC108594664|XP_017835297.2|DBUS
OG0005868	LOC119654793|XP_037916270.1|HILL	LOC108597517|XP_017839599.1|DBUS
OG0005869	LOC119654441|XP_037915769.1|HILL	LOC108605693|XP_017850974.1|DBUS
OG0005870	LOC119653627|XP_037914327.1|HILL	LOC108605306|XP_017850465.1|DBUS
OG0005871	LOC119656216|XP_037918543.1|HILL	LOC108605219|XP_017850316.1|DBUS
OG0005872	LOC119655189|XP_037916883.1|HILL	LOC108602899|XP_017846695.1|DBUS
OG0005873	LOC119654728|XP_037916184.1|HILL	LOC108604070|XP_017848827.1|DBUS
OG0005874	LOC119656283|XP_037918639.1|HILL	LOC108606787|XP_017852716.1|DBUS
OG0005875	LOC119656073|XP_037918281.1|HILL	LOC108597653|XP_017839796.1|DBUS
OG0005876	LOC119654449|XP_037915781.1|HILL	LOC108606789|XP_017852720.1|DBUS
OG0005877	LOC119656180|XP_037918458.1|HILL	LOC108605303|XP_033150426.1|DBUS
OG0005878	LOC119656212|XP_037918532.1|HILL	LOC108605107|XP_033150409.1|DBUS
OG0005879	LOC119655454|XP_037917281.1|HILL	LOC108605755|XP_017851044.1|DBUS
OG0005880	LOC119647602|XP_037904557.1|HILL	LOC108598336|XP_033149616.1|DBUS
OG0005881	LOC119649705|XP_037907904.1|HILL	LOC108599250|XP_017841535.1|DBUS
OG0005882	LOC119647484|XP_037904368.1|HILL	LOC108607002|XP_017853069.1|DBUS
OG0005883	LOC119647872|XP_037905073.1|HILL	LOC108599692|XP_017842175.1|DBUS
OG0005884	LOC119650017|XP_037908415.1|HILL	LOC108600342|XP_017843354.2|DBUS
OG0005885	LOC119650002|XP_037908392.1|HILL	LOC108598541|XP_017840713.2|DBUS
OG0005886	LOC119649800|XP_037908039.1|HILL	LOC108600866|XP_017844161.1|DBUS
OG0005887	LOC119647605|XP_037904562.1|HILL	LOC108600231|XP_017843148.1|DBUS
OG0005888	LOC119649951|XP_037908303.1|HILL	LOC108600483|XP_017843593.1|DBUS
OG0005889	LOC119648406|XP_037906083.1|HILL	LOC108600854|XP_017844145.2|DBUS
OG0005890	LOC119649970|XP_037908334.1|HILL	LOC108607100|XP_017853215.1|DBUS
OG0005891	LOC119648158|XP_037905661.1|HILL	LOC108598507|XP_017840666.1|DBUS
OG0005892	LOC119648978|XP_037906828.1|HILL	LOC108600552|XP_017843702.2|DBUS
OG0005893	LOC119648272|XP_037905855.1|HILL	LOC108600985|XP_017844337.1|DBUS
OG0005895	LOC119648377|XP_037906036.1|HILL	LOC108600987|XP_017844339.1|DBUS
OG0005896	LOC119647831|XP_037904998.1|HILL	LOC108600762|XP_017844011.2|DBUS
OG0005897	LOC119649403|XP_037907455.1|HILL	LOC108600704|XP_017843922.1|DBUS
OG0005898	LOC119648647|XP_037906347.1|HILL	LOC108606834|XP_017852808.1|DBUS
OG0005899	LOC119654314|XP_037915565.1|HILL	LOC108596457|XP_017837694.1|DBUS
OG0005900	LOC119653728|XP_037914564.1|HILL	LOC108599817|XP_017842409.2|DBUS
OG0005901	LOC119654771|XP_037916239.1|HILL	LOC108597376|XP_017839399.1|DBUS
OG0005902	LOC119653892|XP_037914942.1|HILL	LOC108595129|XP_017835780.1|DBUS
OG0005903	LOC119654542|XP_037915915.1|HILL	LOC108603574|XP_017847987.1|DBUS
OG0005904	LOC119654592|XP_037915983.1|HILL	LOC108603349|XP_017847571.1|DBUS
OG0005905	LOC119647624|XP_037904598.1|HILL	LOC108600651|XP_017843835.2|DBUS
OG0005906	LOC119649891|XP_037908209.1|HILL	LOC108600350|XP_017843363.2|DBUS
OG0005907	LOC119649166|XP_037907119.1|HILL	LOC108600913|XP_017844234.2|DBUS
OG0005908	LOC119647926|XP_037905186.1|HILL	LOC108599513|XP_017841871.1|DBUS
OG0005909	LOC119648259|XP_037905832.1|HILL	LOC108600692|XP_033149485.1|DBUS
OG0005910	LOC119654399|XP_037915708.1|HILL	LOC108597045|XP_017838833.1|DBUS
OG0005911	LOC119653515|XP_037914110.1|HILL	LOC108596777|XP_017838365.1|DBUS
OG0005912	LOC119654559|XP_037915935.1|HILL	LOC108597015|XP_017838784.1|DBUS
OG0005913	LOC119655469|XP_037917299.1|HILL	LOC108602099|XP_017845612.1|DBUS
OG0005914	LOC119655525|XP_037917364.1|HILL	LOC108595099|XP_017835743.2|DBUS
OG0005915	LOC119655868|XP_037917923.1|HILL	LOC108597773|XP_017839977.1|DBUS
OG0005916	LOC119654549|XP_037915922.1|HILL	LOC108597748|XP_017839944.1|DBUS
OG0005917	LOC119655374|XP_037917166.1|HILL	LOC108595642|XP_017836402.1|DBUS
OG0005918	LOC119654848|XP_037916356.1|HILL	LOC108605663|XP_017850939.1|DBUS
OG0005919	LOC119655553|XP_037917399.1|HILL	LOC108594673|XP_017835263.2|DBUS
OG0005920	LOC119653822|XP_037914784.1|HILL	LOC108597150|XP_017839038.1|DBUS
OG0005921	LOC119654248|XP_037915420.1|HILL	LOC108599463|XP_017841788.1|DBUS
OG0005922	LOC119658914|XP_037922658.1|HILL	LOC108606504|XP_017852159.1|DBUS
OG0005923	LOC119649863|XP_037908161.1|HILL	LOC108599447|XP_017841767.2|DBUS
OG0005924	LOC119648110|XP_037905555.1|HILL	LOC108599451|XP_017841771.1|DBUS
OG0005925	LOC119649950|XP_037908301.1|HILL	LOC108598551|XP_033149414.1|DBUS
OG0005926	LOC119653658|XP_037914408.1|HILL	LOC108606966|XP_017853017.1|DBUS
OG0005927	LOC119647015|XP_037903682.1|HILL	LOC108603420|XP_017847710.1|DBUS
OG0005928	LOC119655249|XP_037916970.1|HILL	LOC108605557|XP_017850809.1|DBUS
OG0005929	LOC119646875|XP_037903429.1|HILL	LOC108601149|XP_017844567.1|DBUS
OG0005930	LOC119655451|XP_037917277.1|HILL	LOC108594700|XP_017835329.1|DBUS
OG0005931	LOC119655648|XP_037917558.1|HILL	LOC108597027|XP_017838803.1|DBUS
OG0005932	LOC119654338|XP_037915604.1|HILL	LOC108597278|XP_017839233.2|DBUS
OG0005933	LOC119654984|XP_037916574.1|HILL	LOC108597703|XP_017839878.1|DBUS
OG0005934	LOC119654664|XP_037916084.1|HILL	LOC108597058|XP_033151010.1|DBUS
OG0005935	LOC119648362|XP_037906005.1|HILL	LOC108600423|XP_017843276.2|DBUS
OG0005936	LOC119649815|XP_037908074.1|HILL	LOC108606827|XP_017852803.1|DBUS
OG0005937	LOC119648728|XP_037906471.1|HILL	LOC108600550|XP_017843698.1|DBUS
OG0005938	LOC119654498|XP_037915853.1|HILL	LOC108595270|XP_017835972.2|DBUS
