Orthogroup	HILL.longest_only	AAEG.longest_only
OG0004480	LOC119657801|XP_037920825.1|HILL	LOC110681364|XP_021712803.1|AAEG
OG0004481	LOC119655521|XP_037917363.1|HILL	LOC110681382|XP_021712816.1|AAEG
OG0004504	LOC119647320|XP_037904174.1|HILL	LOC5575837|XP_001655863.1|AAEG
OG0004505	LOC119650723|XP_037909674.1|HILL	LOC5579632|XP_021694457.1|AAEG
OG0004506	LOC119652609|XP_037912770.1|HILL	LOC5574745|XP_021694464.1|AAEG
OG0004507	LOC119652668|XP_037912862.1|HILL	LOC5574527|XP_001655179.1|AAEG
OG0004508	LOC119653115|XP_037913567.1|HILL	LOC5572379|XP_021694488.1|AAEG
OG0004509	LOC119656759|XP_037919258.1|HILL	LOC5572030|XP_001660135.1|AAEG
OG0004510	LOC119656676|XP_037919088.1|HILL	LOC5579816|XP_001651046.2|AAEG
OG0004511	LOC119648920|XP_037906757.1|HILL	LOC5579824|XP_021694545.1|AAEG
OG0004512	LOC119661038|XP_037926138.1|HILL	LOC5574317|XP_021694571.1|AAEG
OG0004513	LOC119660944|XP_037925874.1|HILL	LOC5574321|XP_021694582.1|AAEG
OG0004514	LOC119660737|XP_037925347.1|HILL	LOC5574326|XP_021694590.1|AAEG
OG0004515	LOC119661621|XP_037926969.1|HILL	LOC5569465|XP_001658550.2|AAEG
OG0004516	LOC119657143|XP_037919843.1|HILL	LOC5569464|XP_021694638.1|AAEG
OG0004517	LOC119658463|XP_037921796.1|HILL	LOC5569470|XP_021694657.1|AAEG
OG0004518	LOC119656545|XP_037918833.1|HILL	LOC110680850|XP_021712338.1|AAEG
OG0004519	LOC119651476|XP_037911014.1|HILL	LOC5574648|XP_001661570.1|AAEG
OG0004520	LOC119657546|XP_037920421.1|HILL	LOC5564255|XP_021694700.1|AAEG
OG0004521	LOC119648168|XP_037905675.1|HILL	LOC110681184|XP_021712655.1|AAEG, LOC5565549|XP_021697769.1|AAEG
OG0004522	LOC119656793|XP_037919329.1|HILL	LOC5574723|XP_001655305.2|AAEG
OG0004523	LOC119658680|XP_037922172.1|HILL	LOC110674766|XP_021694740.1|AAEG
OG0004524	LOC119661693|XP_037927067.1|HILL	LOC5578731|XP_001664033.2|AAEG
OG0004525	LOC119656544|XP_037918829.1|HILL	LOC5568128|XP_021694758.1|AAEG
OG0004526	LOC119656971|XP_037919627.1|HILL	LOC23687941|XP_021694763.1|AAEG
OG0004527	LOC119658350|XP_037921635.1|HILL	LOC5567108|XP_001651487.2|AAEG
OG0004528	LOC119658352|XP_037921638.1|HILL	LOC5575264|XP_001661860.2|AAEG
OG0004529	LOC119658524|XP_037921930.1|HILL	LOC5565679|XP_021694863.1|AAEG
OG0004530	LOC119655619|XP_037917517.1|HILL	LOC5580068|XP_001654806.1|AAEG
OG0004531	LOC119661641|XP_037926997.1|HILL	LOC5564914|XP_021694894.1|AAEG
OG0004532	LOC119656865|XP_037919449.1|HILL	LOC5568333|XP_021694949.1|AAEG
OG0004533	LOC119657875|XP_037920930.1|HILL	LOC5564957|XP_021694959.1|AAEG
OG0004534	LOC119653431|XP_037913940.1|HILL	LOC5564713|XP_001649058.1|AAEG
OG0004535	LOC119648743|XP_037906490.1|HILL	LOC23687526|XP_011493242.2|AAEG
OG0004536	LOC119656821|XP_037919382.1|HILL	LOC110681352|XP_021712793.1|AAEG, LOC5573415|XP_021694995.1|AAEG
OG0004537	LOC119658353|XP_037921639.1|HILL	LOC5571743|XP_021695000.1|AAEG
OG0004538	LOC119661120|XP_037926243.1|HILL	LOC5574282|XP_021696719.1|AAEG, LOC5579971|XP_021695025.1|AAEG
OG0004539	LOC119651648|XP_037911252.1|HILL	LOC5565195|XP_021695035.1|AAEG
OG0004540	LOC119657192|XP_037919923.1|HILL	LOC23687659|XP_021695141.1|AAEG
OG0004541	LOC119657931|XP_037921047.1|HILL	LOC5573039|XP_021693893.1|AAEG
OG0004542	LOC119657313|XP_037920099.1|HILL	LOC5573038|XP_021694038.1|AAEG
OG0004543	LOC119657455|XP_037920297.1|HILL	LOC5566240|XP_021696109.1|AAEG
OG0004544	LOC119657407|XP_037920227.1|HILL	LOC5579000|XP_021696361.1|AAEG
OG0004545	LOC119650804|XP_037909871.1|HILL	LOC5578998|XP_021696983.1|AAEG
OG0004546	LOC119655155|XP_037916834.1|HILL	LOC5565022|XP_001649363.2|AAEG
OG0004547	LOC119656805|XP_037919343.1|HILL	LOC5566769|XP_021701100.1|AAEG
OG0004548	LOC119657452|XP_037920294.1|HILL	LOC5573521|XP_001660918.2|AAEG, LOC110677080|XP_021703454.1|AAEG
OG0004549	LOC119656669|XP_037919078.1|HILL	LOC110677788|XP_021705001.1|AAEG, LOC5569935|XP_021703073.1|AAEG
OG0004550	LOC119656744|XP_037919231.1|HILL	LOC5574019|XP_021707312.1|AAEG
OG0004551	LOC119657191|XP_037919922.1|HILL	LOC5574022|XP_001661113.1|AAEG
OG0004552	LOC119658388|XP_037921685.1|HILL	LOC5574015|XP_021707866.1|AAEG
OG0004553	LOC119655547|XP_037917394.1|HILL	LOC5574011|XP_001661096.2|AAEG
OG0004554	LOC119657939|XP_037921056.1|HILL	LOC5564969|XP_021710730.1|AAEG
OG0004555	LOC119657836|XP_037920884.1|HILL	LOC5571988|XP_021711427.1|AAEG, LOC5571990|XP_021711075.1|AAEG
OG0004556	LOC119657562|XP_037920447.1|HILL	LOC5571980|XP_021712418.1|AAEG
OG0004557	LOC119658466|XP_037921808.1|HILL	LOC110674264|XP_021694224.1|AAEG, LOC110681295|XP_021712772.1|AAEG
OG0004558	LOC119657531|XP_037920401.1|HILL	LOC5576062|XP_001648485.2|AAEG
OG0004559	LOC119652312|XP_037912251.1|HILL	LOC5573489|XP_021713360.1|AAEG
OG0004560	LOC119658602|XP_037922000.1|HILL	LOC5580021|XP_021692916.1|AAEG
OG0004561	LOC119646295|XP_037902638.1|HILL	LOC5569126|XP_021692967.1|AAEG
OG0004562	LOC119651060|XP_037910318.1|HILL	LOC5578654|XP_021693017.1|AAEG
OG0004563	LOC119652480|XP_037912581.1|HILL	LOC5578653|XP_021693083.1|AAEG
OG0004564	LOC119651625|XP_037911215.1|HILL	LOC5578652|XP_001663993.2|AAEG
OG0004565	LOC119651338|XP_037910819.1|HILL	LOC5570121|XP_001653102.2|AAEG
OG0004566	LOC119657893|XP_037920965.1|HILL	LOC5578310|XP_001656894.2|AAEG
OG0004567	LOC119656696|XP_037919127.1|HILL	LOC23687938|XP_021693199.1|AAEG
OG0004568	LOC119658356|XP_037921642.1|HILL	LOC5570106|XP_001653086.2|AAEG
OG0004569	LOC119651996|XP_037911846.1|HILL	LOC5564358|XP_021693444.1|AAEG
OG0004570	LOC119658240|XP_037921446.1|HILL	LOC5570746|XP_021693650.1|AAEG
OG0004571	LOC119656721|XP_037919176.1|HILL	LOC5564999|XP_021693979.1|AAEG
OG0004572	LOC119656948|XP_037919589.1|HILL, LOC119660417|XP_037924892.1|HILL	LOC5572390|XP_001654043.1|AAEG
OG0004573	LOC119651558|XP_037911119.1|HILL	LOC5578624|XP_021694888.1|AAEG
OG0004574	LOC119657523|XP_037920395.1|HILL	LOC5569556|XP_001658619.1|AAEG
OG0004575	LOC119657664|XP_037920618.1|HILL	LOC5569562|XP_021695176.1|AAEG
OG0004576	LOC119652608|XP_037912769.1|HILL	LOC5569566|XP_001658629.1|AAEG
OG0004577	LOC119656889|XP_037919489.1|HILL	LOC5578887|XP_001664093.2|AAEG
OG0004578	LOC119657677|XP_037920634.1|HILL	LOC5574245|XP_001661298.1|AAEG
OG0004579	LOC119654883|XP_037916420.1|HILL	LOC5574250|XP_001661305.2|AAEG
OG0004580	LOC119657833|XP_037920878.1|HILL	LOC5574256|XP_021695770.1|AAEG
OG0004581	LOC119651764|XP_037911432.1|HILL	LOC5569921|XP_021695776.1|AAEG
OG0004582	LOC119659766|XP_037923958.1|HILL	LOC5569918|XP_001658818.2|AAEG
OG0004583	LOC119657310|XP_037920097.1|HILL	LOC5576026|XP_021695931.1|AAEG
OG0004584	LOC119657387|XP_037920200.1|HILL	LOC5576023|XP_021695966.1|AAEG
OG0004585	LOC119659522|XP_037923586.1|HILL	LOC5566490|XP_021696180.1|AAEG
OG0004586	LOC119656710|XP_037919158.1|HILL	LOC110680670|XP_021712152.1|AAEG, LOC110680344|XP_021711856.1|AAEG, LOC5566496|XP_001650881.2|AAEG
OG0004587	LOC119658596|XP_037921988.1|HILL	LOC5571316|XP_021696265.1|AAEG
OG0004588	LOC119658604|XP_037922007.1|HILL	LOC5571317|XP_021696269.1|AAEG
OG0004589	LOC119657910|XP_037921012.1|HILL	LOC5571312|XP_021696292.1|AAEG
OG0004590	LOC119651926|XP_037911684.1|HILL	LOC5571304|XP_021696553.1|AAEG
OG0004591	LOC119651434|XP_037910961.1|HILL	LOC5571303|XP_021696640.1|AAEG
OG0004592	LOC119657856|XP_037920909.1|HILL	LOC5571325|XP_001653614.2|AAEG, LOC110680590|XP_021712079.1|AAEG
OG0004593	LOC119657141|XP_037919841.1|HILL	LOC5571324|XP_001653613.1|AAEG
OG0004594	LOC119658003|XP_037921151.1|HILL	LOC5570456|XP_021696795.1|AAEG
OG0004595	LOC119658516|XP_037921919.1|HILL	LOC5570455|XP_001659155.1|AAEG
OG0004596	LOC119657611|XP_037920538.1|HILL	LOC5568415|XP_001658067.2|AAEG
OG0004597	LOC119657428|XP_037920257.1|HILL	LOC5576593|XP_001656176.2|AAEG
OG0004598	LOC119657349|XP_037920150.1|HILL	LOC5576594|XP_021697315.1|AAEG
OG0004599	LOC119646254|XP_037902587.1|HILL	LOC5576590|XP_021694237.1|AAEG
OG0004600	LOC119657834|XP_037920879.1|HILL	LOC5578881|XP_021697499.1|AAEG
OG0004601	LOC119658443|XP_037921773.1|HILL	LOC5575001|XP_021697559.1|AAEG
OG0004602	LOC119657101|XP_037919784.1|HILL	LOC110681032|XP_021712493.1|AAEG, LOC5574977|XP_011492970.2|AAEG
OG0004603	LOC119656589|XP_037918925.1|HILL	LOC5574964|XP_001655438.1|AAEG
OG0004604	LOC119656827|XP_037919400.1|HILL	LOC5577019|XP_001656305.2|AAEG
OG0004605	LOC119657358|XP_037920159.1|HILL	LOC5572546|XP_021698206.1|AAEG
OG0004606	LOC119649648|XP_037907833.1|HILL	LOC110681039|XP_021712499.1|AAEG, LOC5570419|XP_021698706.1|AAEG
OG0004607	LOC119657386|XP_037920199.1|HILL	LOC5571999|XP_021699006.1|AAEG
OG0004608	LOC119658507|XP_037921898.1|HILL	LOC5580118|XP_021699158.1|AAEG
OG0004609	LOC119657270|XP_037920031.1|HILL	LOC5580129|XP_001655265.1|AAEG
OG0004610	LOC119651587|XP_037911160.1|HILL	LOC5567908|XP_021699375.1|AAEG
OG0004611	LOC119656812|XP_037919361.1|HILL	LOC5567930|XP_021699546.1|AAEG
OG0004612	LOC119658069|XP_037921255.1|HILL	LOC5567934|XP_021699581.1|AAEG
OG0004613	LOC119650852|XP_037909926.1|HILL	LOC5567928|XP_001651965.2|AAEG
OG0004614	LOC119657094|XP_037919777.1|HILL	LOC23687785|XP_021699626.1|AAEG
OG0004615	LOC119656982|XP_037919643.1|HILL	LOC5580054|XP_021699671.1|AAEG
OG0004616	LOC119658409|XP_037921733.1|HILL	LOC5580056|XP_001654826.2|AAEG
OG0004617	LOC119660467|XP_037924963.1|HILL	LOC5569683|XP_021699817.1|AAEG
OG0004618	LOC119658319|XP_037921582.1|HILL	LOC5564408|XP_001648750.2|AAEG
OG0004619	LOC119651392|XP_037910902.1|HILL	LOC5564395|XP_001648740.2|AAEG
OG0004620	LOC119660137|XP_037924464.1|HILL	LOC5576466|XP_021700376.1|AAEG
OG0004621	LOC119659872|XP_037924118.1|HILL	LOC5576467|XP_021700393.1|AAEG
OG0004622	LOC119651407|XP_037910925.1|HILL	LOC110676561|XP_021700642.1|AAEG
OG0004623	LOC119652627|XP_037912802.1|HILL	LOC5576484|XP_021700664.1|AAEG
OG0004624	LOC119657790|XP_037920802.1|HILL	LOC5579374|XP_001647679.1|AAEG
OG0004625	LOC119656694|XP_037919108.1|HILL	LOC5570705|XP_021700943.1|AAEG
OG0004626	LOC119656708|XP_037919146.1|HILL	LOC5570700|XP_021701111.1|AAEG
OG0004627	LOC119648323|XP_037905932.1|HILL	LOC5568502|XP_021704914.1|AAEG, LOC110674280|XP_021694247.1|AAEG
OG0004628	LOC119658065|XP_037921246.1|HILL	LOC5566101|XP_021701666.1|AAEG
OG0004629	LOC119661256|XP_037926430.1|HILL	LOC5578826|XP_021701851.1|AAEG
OG0004630	LOC119651300|XP_037910752.1|HILL	LOC5578829|XP_021701956.1|AAEG
OG0004631	LOC119652778|XP_037913016.1|HILL	LOC5575024|XP_001661757.2|AAEG
OG0004632	LOC119652777|XP_037913013.1|HILL	LOC110680277|XP_021711790.1|AAEG, LOC5575025|XP_001661758.1|AAEG
OG0004633	LOC119652422|XP_037912473.1|HILL	LOC5578655|XP_021702447.1|AAEG
OG0004635	LOC119657645|XP_037920579.1|HILL	LOC5579439|XP_021702564.1|AAEG
OG0004636	LOC119658477|XP_037921844.1|HILL	LOC5576304|XP_021702660.1|AAEG
OG0004637	LOC119656596|XP_037918950.1|HILL	LOC5566946|XP_021702766.1|AAEG
OG0004638	LOC119657899|XP_037920982.1|HILL	LOC110676975|XP_021702833.1|AAEG
OG0004639	LOC119658033|XP_037921193.1|HILL	LOC5576873|XP_001662971.1|AAEG
OG0004640	LOC119658083|XP_037921273.1|HILL	LOC110677132|XP_021703586.1|AAEG
OG0004641	LOC119656673|XP_037919084.1|HILL	LOC110677190|XP_021703775.1|AAEG, LOC5565072|XP_001649386.2|AAEG
OG0004642	LOC119657079|XP_037919762.1|HILL	LOC5564074|XP_001648356.2|AAEG
OG0004643	LOC119658927|XP_037922684.1|HILL	LOC5564047|XP_001648357.1|AAEG
OG0004644	LOC119659371|XP_037923355.1|HILL	LOC5564058|XP_001648358.1|AAEG
OG0004645	LOC119657954|XP_037921084.1|HILL	LOC5564072|XP_001648359.1|AAEG
OG0004646	LOC119660821|XP_037925609.1|HILL	LOC5564039|XP_001648362.2|AAEG
OG0004647	LOC119656515|XP_037918786.1|HILL	LOC5564042|XP_021703902.1|AAEG
OG0004648	LOC119656517|XP_037918788.1|HILL	LOC5564034|XP_001648370.1|AAEG
OG0004649	LOC119658385|XP_037921679.1|HILL	LOC5564033|XP_001648388.2|AAEG
OG0004650	LOC119658521|XP_037921925.1|HILL	LOC5571509|XP_001659760.2|AAEG
OG0004651	LOC119653160|XP_037913629.1|HILL	LOC5563797|XP_021705176.1|AAEG
OG0004652	LOC119651716|XP_037911366.1|HILL	LOC5565059|XP_001649413.2|AAEG
OG0004653	LOC119658272|XP_037921491.1|HILL	LOC5565054|XP_001649408.2|AAEG
OG0004654	LOC119651929|XP_037911692.1|HILL	LOC110677890|XP_021705386.1|AAEG, LOC5565035|XP_021705378.1|AAEG
OG0004655	LOC119652846|XP_037913125.1|HILL	LOC5565063|XP_001649395.2|AAEG
OG0004656	LOC119656715|XP_037919165.1|HILL	LOC5565050|XP_001649392.1|AAEG
OG0004657	LOC119651552|XP_037911112.1|HILL	LOC5565263|XP_001649611.2|AAEG
OG0004658	LOC119660106|XP_037924414.1|HILL	LOC23687387|XP_021705930.1|AAEG
OG0004659	LOC119656535|XP_037918809.1|HILL	LOC5576003|XP_021705972.1|AAEG
OG0004660	LOC119655344|XP_037917126.1|HILL	LOC110681260|XP_021712726.1|AAEG, LOC5575289|XP_001655666.1|AAEG
OG0004661	LOC119652578|XP_037912722.1|HILL	LOC110681378|XP_021712811.1|AAEG, LOC5579213|XP_001657340.2|AAEG
OG0004662	LOC119656572|XP_037918887.1|HILL	LOC5570619|XP_021706383.1|AAEG
OG0004663	LOC119661358|XP_037926594.1|HILL	LOC5570613|XP_021706431.1|AAEG
OG0004664	LOC119650425|XP_037909172.1|HILL	LOC5570614|XP_001659213.2|AAEG
OG0004665	LOC119647032|XP_037903701.1|HILL	LOC110678164|XP_021706480.1|AAEG
OG0004666	LOC119651332|XP_037910800.1|HILL	LOC5569671|XP_021706516.1|AAEG
OG0004667	LOC119652899|XP_037913200.1|HILL	LOC5569670|XP_001652933.1|AAEG
OG0004668	LOC119646252|XP_037902574.1|HILL	LOC5566637|XP_021706641.1|AAEG
OG0004669	LOC119654543|XP_037915919.1|HILL	LOC23687857|XP_021706703.1|AAEG
OG0004670	LOC119658858|XP_037922539.1|HILL	LOC5577888|XP_021707313.1|AAEG
OG0004671	LOC119660788|XP_037925519.1|HILL	LOC5577673|XP_001663450.2|AAEG
OG0004672	LOC119653161|XP_037913630.1|HILL	LOC110681249|XP_021712710.1|AAEG, LOC5568531|XP_021707788.1|AAEG
OG0004673	LOC119660391|XP_037924852.1|HILL	LOC5565265|XP_021707970.1|AAEG
OG0004674	LOC119657201|XP_037919935.1|HILL	LOC5580231|XP_001655929.1|AAEG
OG0004675	LOC119657161|XP_037919870.1|HILL	LOC5579494|XP_021708351.1|AAEG
OG0004676	LOC119656798|XP_037919331.1|HILL	LOC5578580|XP_001663971.1|AAEG
OG0004677	LOC119650715|XP_037909654.1|HILL	LOC5568274|XP_021708900.1|AAEG
OG0004678	LOC119651944|XP_037911724.1|HILL	LOC5575196|XP_021708925.1|AAEG
OG0004679	LOC119652908|XP_037913212.1|HILL	LOC110680243|XP_021711749.1|AAEG, LOC5570610|XP_021709377.1|AAEG
OG0004680	LOC119653220|XP_037913723.1|HILL	LOC5574583|XP_021709444.1|AAEG
OG0004681	LOC119650861|XP_037909946.1|HILL	LOC110680770|XP_021712247.1|AAEG, LOC5574603|XP_021709512.1|AAEG
OG0004682	LOC119659350|XP_037923327.1|HILL	LOC5574597|XP_001655229.2|AAEG
OG0004683	LOC119659697|XP_037923878.1|HILL	LOC5574598|XP_001655231.2|AAEG
OG0004684	LOC119652735|XP_037912960.1|HILL	LOC5573866|XP_001654906.1|AAEG
OG0004685	LOC119658325|XP_037921591.1|HILL	LOC5573867|XP_021709999.1|AAEG
OG0004686	LOC119657043|XP_037919724.1|HILL	LOC5573870|XP_001654902.2|AAEG
OG0004687	LOC119658378|XP_037921672.1|HILL	LOC5568153|XP_021710128.1|AAEG
OG0004688	LOC119658784|XP_037922419.1|HILL	LOC5567414|XP_021710488.1|AAEG
OG0004689	LOC119652429|XP_037912481.1|HILL	LOC5567422|XP_001657404.2|AAEG
OG0004690	LOC119651113|XP_037910414.1|HILL	LOC5567420|XP_021710562.1|AAEG, LOC110680659|XP_021712143.1|AAEG
OG0004691	LOC119651345|XP_037910829.1|HILL	LOC5567412|XP_001657412.2|AAEG, LOC110681198|XP_021712668.1|AAEG
OG0004692	LOC119651630|XP_037911221.1|HILL	LOC5567410|XP_021710610.1|AAEG
OG0004693	LOC119651633|XP_037911225.1|HILL	LOC5567409|XP_021710619.1|AAEG
OG0004694	LOC119651342|XP_037910823.1|HILL	LOC5569463|XP_021710880.1|AAEG
OG0004695	LOC119657150|XP_037919855.1|HILL	LOC5577522|XP_021711214.1|AAEG, LOC110681307|XP_021712757.1|AAEG
OG0004696	LOC119653173|XP_037913648.1|HILL	LOC5577409|XP_021711701.1|AAEG
OG0004697	LOC119660812|XP_037925580.1|HILL	LOC5572726|XP_021711703.1|AAEG
OG0004698	LOC119656490|XP_037918748.1|HILL	LOC5567784|XP_001657686.1|AAEG
OG0004699	LOC119651178|XP_037910533.1|HILL	LOC5567769|XP_001657669.2|AAEG
OG0004700	LOC119652868|XP_037913154.1|HILL	LOC5569268|XP_001658414.2|AAEG
OG0004701	LOC119651296|XP_037910745.1|HILL	LOC5571789|XP_021712686.1|AAEG
OG0004702	LOC119653181|XP_037913663.1|HILL	LOC5567071|XP_021712876.1|AAEG
OG0004703	LOC119652688|XP_037912890.1|HILL	LOC5567076|XP_001651472.2|AAEG
OG0004704	LOC119651650|XP_037911256.1|HILL	LOC5577527|XP_021712945.1|AAEG
OG0004705	LOC119651488|XP_037911030.1|HILL	LOC5577531|XP_001663415.1|AAEG
OG0004706	LOC119653107|XP_037913553.1|HILL	LOC5578164|XP_021712961.1|AAEG
OG0004707	LOC119658332|XP_037921599.1|HILL	LOC5578992|XP_021712980.1|AAEG
OG0004708	LOC119658585|XP_037921969.1|HILL	LOC5578986|XP_021712983.1|AAEG
OG0004709	LOC119652381|XP_037912407.1|HILL	LOC5573380|XP_001660859.2|AAEG
OG0004710	LOC119650701|XP_037909615.1|HILL	LOC5573382|XP_021712994.1|AAEG
OG0004711	LOC119657081|XP_037919764.1|HILL	LOC5567514|XP_021712998.1|AAEG
OG0004712	LOC119657328|XP_037920121.1|HILL	LOC5570622|XP_001659225.2|AAEG
OG0004713	LOC119651505|XP_037911055.1|HILL	LOC5577008|XP_021713014.1|AAEG
OG0004714	LOC119652733|XP_037912957.1|HILL	LOC5577010|XP_021713020.1|AAEG
OG0004715	LOC119651448|XP_037910982.1|HILL	LOC5577983|XP_001656717.2|AAEG
OG0004716	LOC119650982|XP_037910173.1|HILL	LOC110680869|XP_021712351.1|AAEG, LOC5572577|XP_021713034.1|AAEG
OG0004717	LOC119657852|XP_037920903.1|HILL	LOC5580309|XP_021713070.1|AAEG
OG0004718	LOC119646301|XP_037902645.1|HILL	LOC5580307|XP_021713072.1|AAEG
OG0004719	LOC119650798|XP_037909862.1|HILL	LOC5567836|XP_021713139.1|AAEG
OG0004720	LOC119652851|XP_037913132.1|HILL	LOC5567828|XP_021713151.1|AAEG
OG0004721	LOC119650753|XP_037909775.1|HILL	LOC5568724|XP_001658107.2|AAEG, LOC110681520|XP_021713162.1|AAEG, LOC110681103|XP_021712560.1|AAEG
OG0004722	LOC119652803|XP_037913055.1|HILL	LOC5564376|XP_021713169.1|AAEG
OG0004723	LOC119657533|XP_037920404.1|HILL	LOC5576285|XP_001662575.2|AAEG
OG0004724	LOC119652411|XP_037912451.1|HILL	LOC5565704|XP_021713195.1|AAEG
OG0004725	LOC119651248|XP_037910656.1|HILL	LOC23687519|XP_021713205.1|AAEG
OG0004726	LOC119651479|XP_037911018.1|HILL	LOC5577062|XP_021713221.1|AAEG
OG0004727	LOC119651347|XP_037910835.1|HILL	LOC5569229|XP_021713257.1|AAEG
OG0004728	LOC119651348|XP_037910837.1|HILL	LOC110681535|XP_021713261.1|AAEG, LOC5569233|XP_001652793.1|AAEG
OG0004729	LOC119659224|XP_037923128.1|HILL	LOC5574059|XP_001655039.1|AAEG
OG0004730	LOC119652855|XP_037913139.1|HILL	LOC5574058|XP_001655038.2|AAEG
OG0004731	LOC119652690|XP_037912895.1|HILL	LOC5574049|XP_001655027.1|AAEG
OG0004732	LOC119657021|XP_037919697.1|HILL	LOC5579204|XP_021713323.1|AAEG
OG0004733	LOC119657022|XP_037919698.1|HILL	LOC5579208|XP_001657331.2|AAEG
OG0004734	LOC119658233|XP_037921439.1|HILL	LOC5565061|XP_021713325.1|AAEG
OG0004735	LOC119652917|XP_037913227.1|HILL	LOC5574617|XP_021713353.1|AAEG
OG0004736	LOC119660605|XP_037925219.1|HILL	LOC5574615|XP_021713359.1|AAEG
OG0004737	LOC119652046|XP_037911909.1|HILL	LOC5579129|XP_001664227.2|AAEG
OG0004738	LOC119650717|XP_037909658.1|HILL	LOC5564607|XP_021713379.1|AAEG
OG0004739	LOC119652650|XP_037912826.1|HILL	LOC5564604|XP_001648952.2|AAEG
OG0004740	LOC119651710|XP_037911351.1|HILL	LOC5580180|XP_001655596.2|AAEG
OG0004741	LOC119651621|XP_037911204.1|HILL	LOC5580179|XP_021713415.1|AAEG
OG0004742	LOC119660965|XP_037925950.1|HILL	LOC5580168|XP_021713424.1|AAEG
OG0004743	LOC119657264|XP_037920023.1|HILL	LOC5575984|XP_001655938.2|AAEG
OG0004744	LOC119659925|XP_037924190.1|HILL	LOC5571518|XP_001659764.2|AAEG
OG0004745	LOC119658857|XP_037922538.1|HILL	LOC110674034|XP_021692979.1|AAEG
OG0004746	LOC119658591|XP_037921978.1|HILL	LOC5578530|XP_021693013.1|AAEG
OG0004747	LOC119658592|XP_037921979.1|HILL	LOC5574921|XP_021693014.1|AAEG
OG0004748	LOC119658982|XP_037922792.1|HILL	LOC110674038|XP_021693022.1|AAEG
OG0004749	LOC119658626|XP_037922053.1|HILL	LOC5570841|XP_021693038.1|AAEG
OG0004750	LOC119650598|XP_037909383.1|HILL	LOC5564809|XP_001649157.2|AAEG
OG0004751	LOC119656651|XP_037919044.1|HILL	LOC5573468|XP_001660889.2|AAEG
OG0004752	LOC119659430|XP_037923440.1|HILL	LOC5576839|XP_021693055.1|AAEG
OG0004753	LOC119659164|XP_037923042.1|HILL	LOC5576840|XP_001662952.2|AAEG
OG0004754	LOC119659162|XP_037923040.1|HILL	LOC5576841|XP_001662951.1|AAEG
OG0004755	LOC119646660|XP_037903118.1|HILL	LOC5563664|XP_021693061.1|AAEG
OG0004756	LOC119646659|XP_037903117.1|HILL	LOC5563630|XP_001647845.1|AAEG
OG0004757	LOC119651981|XP_037911818.1|HILL	LOC5580078|XP_021693067.1|AAEG
OG0004758	LOC119657492|XP_037920343.1|HILL	LOC5565688|XP_021693077.1|AAEG
OG0004759	LOC119650650|XP_037909512.1|HILL	LOC5580095|XP_021694314.1|AAEG
OG0004760	LOC119657397|XP_037920215.1|HILL	LOC5580097|XP_021693082.1|AAEG
OG0004761	LOC119659497|XP_037923543.1|HILL	LOC5566481|XP_021693093.1|AAEG
OG0004762	LOC119651175|XP_037910525.1|HILL	LOC5566478|XP_021693095.1|AAEG
OG0004763	LOC119651811|XP_037911530.1|HILL	LOC110674063|XP_021693123.1|AAEG
OG0004764	LOC119660161|XP_037924493.1|HILL	LOC5566462|XP_001650844.2|AAEG
OG0004765	LOC119651583|XP_037911150.1|HILL	LOC5566459|XP_021693132.1|AAEG
OG0004766	LOC119651411|XP_037910930.1|HILL	LOC5578930|XP_001657218.1|AAEG, LOC110680822|XP_021712293.1|AAEG
OG0004767	LOC119651129|XP_037910451.1|HILL	LOC5563705|XP_001647995.2|AAEG
OG0004768	LOC119651128|XP_037910450.1|HILL	LOC5563720|XP_021693220.1|AAEG
OG0004769	LOC119659440|XP_037923451.1|HILL	LOC5563719|XP_001648002.2|AAEG
OG0004770	LOC119659123|XP_037922976.1|HILL	LOC5563706|XP_001648001.1|AAEG
OG0004771	LOC119651884|XP_037911632.1|HILL	LOC5563713|XP_001648003.1|AAEG
OG0004772	LOC119651147|XP_037910480.1|HILL	LOC5576366|XP_001656105.2|AAEG
OG0004773	LOC119652454|XP_037912526.1|HILL	LOC5576364|XP_001656102.1|AAEG
OG0004774	LOC119652455|XP_037912531.1|HILL	LOC5576362|XP_021693266.1|AAEG
OG0004775	LOC119652648|XP_037912825.1|HILL	LOC5576360|XP_001656098.1|AAEG
OG0004776	LOC119651638|XP_037911236.1|HILL	LOC5576357|XP_001656095.2|AAEG
OG0004777	LOC119650759|XP_037909779.1|HILL	LOC5576353|XP_001656091.1|AAEG
OG0004778	LOC119657685|XP_037920644.1|HILL	LOC5567291|XP_001651727.2|AAEG
OG0004779	LOC119661344|XP_037926574.1|HILL	LOC5567287|XP_021693333.1|AAEG
OG0004780	LOC119647073|XP_037903759.1|HILL	LOC5567286|XP_001651717.1|AAEG
OG0004781	LOC119652277|XP_037912198.1|HILL	LOC5567281|XP_021693335.1|AAEG
OG0004782	LOC119651366|XP_037910868.1|HILL	LOC5569123|XP_021693348.1|AAEG
OG0004783	LOC119656828|XP_037919401.1|HILL	LOC5576729|XP_001656237.1|AAEG
OG0004784	LOC119651404|XP_037910920.1|HILL	LOC5576719|XP_001656225.2|AAEG
OG0004785	LOC119651315|XP_037910773.1|HILL	LOC5564486|XP_001648827.1|AAEG
