Orthogroup	CCAP.longest_only	HILL.longest_only
OG0005030	CCAP1982_LOCUS12572|CAD7004152.1|CCAP	LOC119649028|XP_037906913.1|HILL
OG0005031	CCAP1982_LOCUS11794|CAD7003334.1|CCAP	LOC119647690|XP_037904701.1|HILL
OG0005032	CCAP1982_LOCUS12957|CAD7004561.1|CCAP	LOC119649323|XP_037907353.1|HILL
OG0005033	CCAP1982_LOCUS12947|CAD7004550.1|CCAP	LOC119648350|XP_037905975.1|HILL
OG0005034	CCAP1982_LOCUS12946|CAD7004549.1|CCAP	LOC119649225|XP_037907212.1|HILL
OG0005035	CCAP1982_LOCUS11911|CAD7003458.1|CCAP	LOC119649773|XP_037908002.1|HILL
OG0005036	CCAP1982_LOCUS14422|CAD7006090.1|CCAP	LOC119647459|XP_037904319.1|HILL
OG0005037	CCAP1982_LOCUS11831|CAD7003372.1|CCAP	LOC119647460|XP_037904320.1|HILL
OG0005038	CCAP1982_LOCUS11572|CAD7003109.1|CCAP	LOC119647927|XP_037905187.1|HILL
OG0005039	CCAP1982_LOCUS8174|CAD6999640.1|CCAP	LOC119660882|XP_037925725.1|HILL
OG0005040	CCAP1982_LOCUS13023|CAD7004628.1|CCAP	LOC119648702|XP_037906438.1|HILL
OG0005041	CCAP1982_LOCUS14418|CAD7006086.1|CCAP	LOC119649706|XP_037907905.1|HILL
OG0005042	CCAP1982_LOCUS14946|CAD7006641.1|CCAP	LOC119657331|XP_037920133.1|HILL
OG0005043	CCAP1982_LOCUS21798|CAD7013775.1|CCAP	LOC119647047|XP_037903731.1|HILL
OG0005044	CCAP1982_LOCUS21797|CAD7013774.1|CCAP	LOC119658945|XP_037922744.1|HILL
OG0005045	CCAP1982_LOCUS21790|CAD7013766.1|CCAP	LOC119658684|XP_037922195.1|HILL
OG0005046	CCAP1982_LOCUS22761|CAD7014792.1|CCAP	LOC119659235|XP_037923145.1|HILL
OG0005047	CCAP1982_LOCUS10777|CAD7002283.1|CCAP	LOC119648288|XP_037905872.1|HILL
OG0005048	CCAP1982_LOCUS10779|CAD7002286.1|CCAP	LOC119649206|XP_037907189.1|HILL
OG0005049	CCAP1982_LOCUS11912|CAD7003459.1|CCAP	LOC119650427|XP_037909169.1|HILL
OG0005050	CCAP1982_LOCUS7096|CAD6998507.1|CCAP	LOC119655933|XP_037918044.1|HILL
OG0005051	CCAP1982_LOCUS13086|CAD7004692.1|CCAP	LOC119648010|XP_037905338.1|HILL
OG0005052	CCAP1982_LOCUS13089|CAD7004696.1|CCAP	LOC119649856|XP_037908140.1|HILL
OG0005053	CCAP1982_LOCUS5614|CAD6996946.1|CCAP	LOC119652227|XP_037912112.1|HILL
OG0005054	CCAP1982_LOCUS14249|CAD7005909.1|CCAP	LOC119647482|XP_037904359.1|HILL
OG0005056	CCAP1982_LOCUS21850|CAD7013830.1|CCAP	LOC119661715|XP_037927097.1|HILL
OG0005057	CCAP1982_LOCUS12376|CAD7003953.1|CCAP	LOC119647931|XP_037905194.1|HILL
OG0005058	CCAP1982_LOCUS11271|CAD7002801.1|CCAP	LOC119650369|XP_037909010.1|HILL
OG0005059	CCAP1982_LOCUS7228|CAD6998663.1|CCAP	LOC119661184|XP_037926330.1|HILL
OG0005060	CCAP1982_LOCUS7229|CAD6998664.1|CCAP	LOC119646152|XP_037902449.1|HILL
OG0005061	CCAP1982_LOCUS5455|CAD6996780.1|CCAP	LOC119660862|XP_037925685.1|HILL
OG0005062	CCAP1982_LOCUS21113|CAD7013028.1|CCAP	LOC119649808|XP_037908066.1|HILL
OG0005063	CCAP1982_LOCUS23290|CAD7015345.1|CCAP	LOC119646647|XP_037903091.1|HILL
OG0005064	CCAP1982_LOCUS12051|CAD7003605.1|CCAP	LOC119648864|XP_037906676.1|HILL
OG0005065	CCAP1982_LOCUS22008|CAD7014001.1|CCAP	LOC119660458|XP_037924947.1|HILL
OG0005066	CCAP1982_LOCUS22428|CAD7014432.1|CCAP	LOC119646471|XP_037902848.1|HILL
OG0005067	CCAP1982_LOCUS22969|CAD7015012.1|CCAP	LOC119659331|XP_037923304.1|HILL
OG0005069	CCAP1982_LOCUS21672|CAD7013621.1|CCAP	LOC119655472|XP_037917304.1|HILL
OG0005070	CCAP1982_LOCUS19568|CAD7011468.1|CCAP	LOC119650292|XP_037908856.1|HILL
OG0005071	CCAP1982_LOCUS14018|CAD7005662.1|CCAP	LOC119650195|XP_037908690.1|HILL
OG0005073	CCAP1982_LOCUS21903|CAD7013889.1|CCAP	LOC119659264|XP_037923185.1|HILL
OG0005074	CCAP1982_LOCUS10831|CAD7002346.1|CCAP	LOC119649008|XP_037906881.1|HILL
OG0005076	CCAP1982_LOCUS22720|CAD7014742.1|CCAP	LOC119656263|XP_037918615.1|HILL
OG0005079	CCAP1982_LOCUS22929|CAD7014969.1|CCAP	LOC119657248|XP_037919998.1|HILL
OG0005080	CCAP1982_LOCUS12763|CAD7004347.1|CCAP	LOC119648729|XP_037906472.1|HILL
OG0005081	CCAP1982_LOCUS23388|CAD7015447.1|CCAP	LOC119661287|XP_037926491.1|HILL
OG0005082	CCAP1982_LOCUS14317|CAD7005980.1|CCAP	LOC119647479|XP_037904350.1|HILL
OG0005084	CCAP1982_LOCUS14164|CAD7005818.1|CCAP	LOC119647800|XP_037904938.1|HILL
OG0005085	CCAP1982_LOCUS14158|CAD7005812.1|CCAP	LOC119649743|XP_037907959.1|HILL
OG0005086	CCAP1982_LOCUS21676|CAD7013626.1|CCAP	LOC119661739|XP_037927133.1|HILL
OG0005087	CCAP1982_LOCUS12119|CAD7003682.1|CCAP	LOC119647770|XP_037904869.1|HILL
OG0005089	CCAP1982_LOCUS22728|CAD7014751.1|CCAP	LOC119659571|XP_037923658.1|HILL
OG0005090	CCAP1982_LOCUS20145|CAD7012043.1|CCAP	LOC119654687|XP_037916125.1|HILL
OG0005091	CCAP1982_LOCUS21588|CAD7013528.1|CCAP	LOC119658460|XP_037921797.1|HILL
OG0005092	CCAP1982_LOCUS12404|CAD7003981.1|CCAP	LOC119650029|XP_037908436.1|HILL
OG0005093	CCAP1982_LOCUS11672|CAD7003212.1|CCAP	LOC119647914|XP_037905164.1|HILL
OG0005094	CCAP1982_LOCUS11553|CAD7003090.1|CCAP	LOC119647708|XP_037904723.1|HILL
OG0005095	CCAP1982_LOCUS22746|CAD7014773.1|CCAP	LOC119661561|XP_037926881.1|HILL
OG0005096	CCAP1982_LOCUS5579|CAD6996906.1|CCAP	LOC119650708|XP_037909640.1|HILL
OG0005097	CCAP1982_LOCUS22877|CAD7014913.1|CCAP	LOC119646415|XP_037902788.1|HILL
OG0005098	CCAP1982_LOCUS22814|CAD7014847.1|CCAP	LOC119650908|XP_037910060.1|HILL
OG0005099	CCAP1982_LOCUS22422|CAD7014426.1|CCAP	LOC119647282|XP_037904103.1|HILL
OG0005100	CCAP1982_LOCUS22423|CAD7014427.1|CCAP	LOC119647280|XP_037904101.1|HILL
OG0005101	CCAP1982_LOCUS629|CAD6991716.1|CCAP	LOC119646170|XP_037902476.1|HILL
OG0005102	CCAP1982_LOCUS21789|CAD7013764.1|CCAP	LOC119654204|XP_037915338.1|HILL
OG0005103	CCAP1982_LOCUS19567|CAD7011467.1|CCAP	LOC119653642|XP_037914385.1|HILL
OG0005105	CCAP1982_LOCUS12018|CAD7003569.1|CCAP, CCAP1982_LOCUS12021|CAD7003572.1|CCAP	LOC119648525|XP_037906221.1|HILL
OG0005106	CCAP1982_LOCUS13154|CAD7004764.1|CCAP, CCAP1982_LOCUS13151|CAD7004760.1|CCAP	LOC119649404|XP_037907462.1|HILL
OG0005107	CCAP1982_LOCUS11286|CAD7002815.1|CCAP	LOC119649508|XP_037907606.1|HILL
OG0005108	CCAP1982_LOCUS21876|CAD7013857.1|CCAP	LOC119659400|XP_037923401.1|HILL
OG0005110	CCAP1982_LOCUS11756|CAD7003294.1|CCAP	LOC119649133|XP_037907066.1|HILL
OG0005111	CCAP1982_LOCUS10912|CAD7002421.1|CCAP	LOC119649343|XP_037907377.1|HILL
OG0005112	CCAP1982_LOCUS10915|CAD7002424.1|CCAP	LOC119648658|XP_037906364.1|HILL
OG0005113	CCAP1982_LOCUS10914|CAD7002423.1|CCAP	LOC119648784|XP_037906549.1|HILL
OG0005114	CCAP1982_LOCUS11402|CAD7002937.1|CCAP	LOC119649347|XP_037907383.1|HILL
OG0005115	CCAP1982_LOCUS9125|CAD7000651.1|CCAP	LOC119647279|XP_037904104.1|HILL
OG0005116	CCAP1982_LOCUS11754|CAD7003292.1|CCAP	LOC119649700|XP_037907896.1|HILL
OG0005118	CCAP1982_LOCUS5705|CAD6997051.1|CCAP	LOC119659093|XP_037922941.1|HILL
OG0005119	CCAP1982_LOCUS21355|CAD7013284.1|CCAP	LOC119658934|XP_037922696.1|HILL
OG0005120	CCAP1982_LOCUS12996|CAD7004601.1|CCAP	LOC119649432|XP_037907508.1|HILL
OG0005121	CCAP1982_LOCUS12864|CAD7004458.1|CCAP	LOC119648831|XP_037906621.1|HILL
OG0005122	CCAP1982_LOCUS12862|CAD7004456.1|CCAP, CCAP1982_LOCUS12853|CAD7004447.1|CCAP	LOC119649699|XP_037907895.1|HILL
OG0005123	CCAP1982_LOCUS14325|CAD7005989.1|CCAP	LOC119648238|XP_037905795.1|HILL
OG0005125	CCAP1982_LOCUS11993|CAD7003543.1|CCAP	LOC119647834|XP_037905006.1|HILL
OG0005126	CCAP1982_LOCUS10816|CAD7002326.1|CCAP	LOC119650423|XP_037909162.1|HILL
OG0005127	CCAP1982_LOCUS11385|CAD7002919.1|CCAP	LOC119648071|XP_037905473.1|HILL
OG0005128	CCAP1982_LOCUS23102|CAD7015153.1|CCAP	LOC119661261|XP_037926442.1|HILL
OG0005129	CCAP1982_LOCUS14042|CAD7005690.1|CCAP	LOC119650465|XP_037909259.1|HILL
OG0005130	CCAP1982_LOCUS14256|CAD7005918.1|CCAP	LOC119646147|XP_037902432.1|HILL
OG0005131	CCAP1982_LOCUS12361|CAD7003939.1|CCAP	LOC119650318|XP_037908900.1|HILL
OG0005132	CCAP1982_LOCUS11055|CAD7002567.1|CCAP	LOC119649444|XP_037907523.1|HILL
OG0005133	CCAP1982_LOCUS12500|CAD7004075.1|CCAP	LOC119649249|XP_037907244.1|HILL, LOC119649238|XP_037907229.1|HILL
OG0005134	CCAP1982_LOCUS12244|CAD7003811.1|CCAP	LOC119649769|XP_037907997.1|HILL
OG0005135	CCAP1982_LOCUS11607|CAD7003146.1|CCAP	LOC119650307|XP_037908880.1|HILL
OG0005136	CCAP1982_LOCUS11605|CAD7003144.1|CCAP	LOC119648369|XP_037906023.1|HILL
OG0005137	CCAP1982_LOCUS448|CAD6991529.1|CCAP	LOC119657487|XP_037920340.1|HILL
OG0005138	CCAP1982_LOCUS14907|CAD7006596.1|CCAP	LOC119649583|XP_037907715.1|HILL
OG0005139	CCAP1982_LOCUS11908|CAD7003454.1|CCAP	LOC119649660|XP_037907844.1|HILL
OG0005140	CCAP1982_LOCUS8839|CAD7000357.1|CCAP	LOC119649396|XP_037907449.1|HILL
OG0005141	CCAP1982_LOCUS22651|CAD7014663.1|CCAP	LOC119654387|XP_037915689.1|HILL
OG0005142	CCAP1982_LOCUS11247|CAD7002774.1|CCAP	LOC119648368|XP_037906022.1|HILL
OG0005143	CCAP1982_LOCUS11233|CAD7002759.1|CCAP, CCAP1982_LOCUS11236|CAD7002762.1|CCAP	LOC119647941|XP_037905219.1|HILL
OG0005144	CCAP1982_LOCUS11238|CAD7002764.1|CCAP, CCAP1982_LOCUS11237|CAD7002763.1|CCAP	LOC119648656|XP_037906360.1|HILL
OG0005145	CCAP1982_LOCUS11241|CAD7002766.1|CCAP	LOC119649656|XP_037907839.1|HILL
OG0005146	CCAP1982_LOCUS13009|CAD7004614.1|CCAP, CCAP1982_LOCUS13008|CAD7004613.1|CCAP, CCAP1982_LOCUS13010|CAD7004615.1|CCAP	LOC119650300|XP_037908866.1|HILL
OG0005147	CCAP1982_LOCUS13012|CAD7004617.1|CCAP	LOC119650302|XP_037908870.1|HILL
OG0005148	CCAP1982_LOCUS12980|CAD7004585.1|CCAP	LOC119647469|XP_037904332.1|HILL
OG0005149	CCAP1982_LOCUS23347|CAD7015404.1|CCAP	LOC119661400|XP_037926655.1|HILL
OG0005150	CCAP1982_LOCUS11735|CAD7003273.1|CCAP	LOC119649675|XP_037907862.1|HILL
OG0005151	CCAP1982_LOCUS12320|CAD7003890.1|CCAP	LOC119648113|XP_037905563.1|HILL
OG0005152	CCAP1982_LOCUS12318|CAD7003888.1|CCAP	LOC119649984|XP_037908354.1|HILL
OG0005154	CCAP1982_LOCUS12707|CAD7004288.1|CCAP	LOC119647516|XP_037904406.1|HILL
OG0005155	CCAP1982_LOCUS14824|CAD7006510.1|CCAP	LOC119650217|XP_037908713.1|HILL
OG0005156	CCAP1982_LOCUS77|CAD6991134.1|CCAP	LOC119651825|XP_037911544.1|HILL
OG0005157	CCAP1982_LOCUS22962|CAD7015005.1|CCAP	LOC119647924|XP_037905185.1|HILL
OG0005158	CCAP1982_LOCUS12420|CAD7003998.1|CCAP	LOC119649577|XP_037907709.1|HILL
OG0005159	CCAP1982_LOCUS12407|CAD7003984.1|CCAP	LOC119648345|XP_037905968.1|HILL
OG0005160	CCAP1982_LOCUS12808|CAD7004398.1|CCAP	LOC119650199|XP_037908694.1|HILL
OG0005161	CCAP1982_LOCUS7171|CAD6998593.1|CCAP	LOC119646727|XP_037903235.1|HILL
OG0005163	CCAP1982_LOCUS14159|CAD7005813.1|CCAP	LOC119647824|XP_037904990.1|HILL
OG0005164	CCAP1982_LOCUS11218|CAD7002744.1|CCAP	LOC119649730|XP_037907938.1|HILL
OG0005165	CCAP1982_LOCUS4891|CAD6996201.1|CCAP	LOC119653067|XP_037913477.1|HILL
OG0005166	CCAP1982_LOCUS5047|CAD6996368.1|CCAP	LOC119649889|XP_037908207.1|HILL
OG0005167	CCAP1982_LOCUS5048|CAD6996369.1|CCAP	LOC119648190|XP_037905708.1|HILL
OG0005168	CCAP1982_LOCUS11173|CAD7002696.1|CCAP	LOC119648188|XP_037905705.1|HILL
OG0005169	CCAP1982_LOCUS11179|CAD7002702.1|CCAP	LOC119650352|XP_037908962.1|HILL
OG0005170	CCAP1982_LOCUS11178|CAD7002701.1|CCAP	LOC119650350|XP_037908952.1|HILL
OG0005171	CCAP1982_LOCUS11180|CAD7002703.1|CCAP	LOC119650351|XP_037908961.1|HILL
OG0005172	CCAP1982_LOCUS21644|CAD7013589.1|CCAP	LOC119646374|XP_037902738.1|HILL
OG0005173	CCAP1982_LOCUS22295|CAD7014293.1|CCAP	LOC119653388|XP_037913866.1|HILL
OG0005174	CCAP1982_LOCUS22036|CAD7014030.1|CCAP	LOC119646194|XP_037902506.1|HILL
OG0005175	CCAP1982_LOCUS22017|CAD7014011.1|CCAP	LOC119661164|XP_037926308.1|HILL
OG0005176	CCAP1982_LOCUS21771|CAD7013740.1|CCAP	LOC119646505|XP_037902888.1|HILL
OG0005178	CCAP1982_LOCUS11224|CAD7002750.1|CCAP	LOC119650206|XP_037908700.1|HILL
OG0005179	CCAP1982_LOCUS11191|CAD7002716.1|CCAP	LOC119648924|XP_037906758.1|HILL
OG0005180	CCAP1982_LOCUS14936|CAD7006629.1|CCAP	LOC119650168|XP_037908645.1|HILL
OG0005182	CCAP1982_LOCUS21616|CAD7013558.1|CCAP	LOC119655150|XP_037916820.1|HILL
OG0005183	CCAP1982_LOCUS21611|CAD7013553.1|CCAP	LOC119646928|XP_037903537.1|HILL
OG0005184	CCAP1982_LOCUS21607|CAD7013548.1|CCAP	LOC119653678|XP_037914453.1|HILL
OG0005185	CCAP1982_LOCUS22002|CAD7013993.1|CCAP	LOC119657803|XP_037920830.1|HILL
OG0005186	CCAP1982_LOCUS21752|CAD7013715.1|CCAP	LOC119646988|XP_037903627.1|HILL
OG0005187	CCAP1982_LOCUS22294|CAD7014292.1|CCAP	LOC119653915|XP_037915003.1|HILL
OG0005188	CCAP1982_LOCUS22762|CAD7014793.1|CCAP	LOC119661106|XP_037926230.1|HILL
OG0005190	CCAP1982_LOCUS11444|CAD7002981.1|CCAP	LOC119650183|XP_037908666.1|HILL
OG0005191	CCAP1982_LOCUS264|CAD6991335.1|CCAP	LOC119660199|XP_037924553.1|HILL
OG0005192	CCAP1982_LOCUS23091|CAD7015141.1|CCAP, CCAP1982_LOCUS23093|CAD7015143.1|CCAP	LOC119646646|XP_037903088.1|HILL
OG0005193	CCAP1982_LOCUS23365|CAD7015423.1|CCAP	LOC119647004|XP_037903658.1|HILL
OG0005194	CCAP1982_LOCUS7190|CAD6998616.1|CCAP	LOC119660459|XP_037924948.1|HILL
OG0005195	CCAP1982_LOCUS22634|CAD7014645.1|CCAP	LOC119660216|XP_037924579.1|HILL
OG0005196	CCAP1982_LOCUS14239|CAD7005899.1|CCAP	LOC119654299|XP_037915534.1|HILL
OG0005197	CCAP1982_LOCUS22401|CAD7014409.1|CCAP	LOC119660113|XP_037924431.1|HILL
OG0005198	CCAP1982_LOCUS10739|CAD7002244.1|CCAP, CCAP1982_LOCUS10738|CAD7002242.1|CCAP, CCAP1982_LOCUS10736|CAD7002240.1|CCAP	LOC119649291|XP_037907313.1|HILL
OG0005199	CCAP1982_LOCUS21243|CAD7013172.1|CCAP	LOC119646818|XP_037903360.1|HILL
OG0005200	CCAP1982_LOCUS23197|CAD7015248.1|CCAP	LOC119648767|XP_037906527.1|HILL
OG0005201	CCAP1982_LOCUS7252|CAD6998695.1|CCAP	LOC119647231|XP_037904008.1|HILL
OG0005202	CCAP1982_LOCUS21195|CAD7013122.1|CCAP	LOC119659373|XP_037923357.1|HILL
OG0005203	CCAP1982_LOCUS7149|CAD6998568.1|CCAP	LOC119647771|XP_037904877.1|HILL
OG0005204	CCAP1982_LOCUS6398|CAD6997769.1|CCAP	LOC119652377|XP_037912402.1|HILL
OG0005205	CCAP1982_LOCUS6921|CAD6998312.1|CCAP	LOC119651667|XP_037911288.1|HILL
OG0005206	CCAP1982_LOCUS22250|CAD7014247.1|CCAP	LOC119659287|XP_037923228.1|HILL
OG0005207	CCAP1982_LOCUS22905|CAD7014942.1|CCAP	LOC119659462|XP_037923476.1|HILL
OG0005208	CCAP1982_LOCUS22121|CAD7014114.1|CCAP	LOC119661158|XP_037926302.1|HILL
OG0005209	CCAP1982_LOCUS5437|CAD6996758.1|CCAP	LOC119651948|XP_037911730.1|HILL
OG0005210	CCAP1982_LOCUS5436|CAD6996757.1|CCAP	LOC119651982|XP_037911820.1|HILL
OG0005211	CCAP1982_LOCUS11690|CAD7003229.1|CCAP	LOC119657737|XP_037920711.1|HILL
OG0005212	CCAP1982_LOCUS7176|CAD6998601.1|CCAP	LOC119653949|XP_037915041.1|HILL
OG0005213	CCAP1982_LOCUS5508|CAD6996835.1|CCAP	LOC119652591|XP_037912743.1|HILL
OG0005214	CCAP1982_LOCUS7805|CAD6999276.1|CCAP	LOC119647681|XP_037904724.1|HILL
OG0005215	CCAP1982_LOCUS8738|CAD7000246.1|CCAP	LOC119648817|XP_037906602.1|HILL
OG0005216	CCAP1982_LOCUS7739|CAD6999205.1|CCAP	LOC119651164|XP_037910510.1|HILL
OG0005217	CCAP1982_LOCUS6400|CAD6997772.1|CCAP	LOC119650644|XP_037909497.1|HILL
OG0005218	CCAP1982_LOCUS5377|CAD6996693.1|CCAP	LOC119651080|XP_037910348.1|HILL
OG0005219	CCAP1982_LOCUS22495|CAD7014493.1|CCAP	LOC119652007|XP_037911866.1|HILL
OG0005220	CCAP1982_LOCUS12769|CAD7004354.1|CCAP	LOC119647508|XP_037904396.1|HILL
OG0005221	CCAP1982_LOCUS5724|CAD6997071.1|CCAP	LOC119651598|XP_037911176.1|HILL
OG0005222	CCAP1982_LOCUS7540|CAD6998993.1|CCAP	LOC119653272|XP_037913822.1|HILL
OG0005223	CCAP1982_LOCUS5696|CAD6997038.1|CCAP	LOC119646923|XP_037903530.1|HILL
OG0005224	CCAP1982_LOCUS9099|CAD7000625.1|CCAP	LOC119651975|XP_037911809.1|HILL
OG0005225	CCAP1982_LOCUS5399|CAD6996717.1|CCAP	LOC119652191|XP_037912062.1|HILL
OG0005226	CCAP1982_LOCUS8836|CAD7000354.1|CCAP	LOC119661440|XP_037926714.1|HILL
OG0005227	CCAP1982_LOCUS8073|CAD6999553.1|CCAP	LOC119646782|XP_037903294.1|HILL
OG0005228	CCAP1982_LOCUS8072|CAD6999552.1|CCAP	LOC119646780|XP_037903292.1|HILL
OG0005229	CCAP1982_LOCUS7490|CAD6998944.1|CCAP	LOC119661611|XP_037926954.1|HILL
OG0005230	CCAP1982_LOCUS7079|CAD6998486.1|CCAP	LOC119652592|XP_037912744.1|HILL
OG0005231	CCAP1982_LOCUS8695|CAD7000203.1|CCAP	LOC119646592|XP_037903013.1|HILL
OG0005232	CCAP1982_LOCUS5367|CAD6996683.1|CCAP	LOC119652329|XP_037912269.1|HILL
OG0005233	CCAP1982_LOCUS5688|CAD6997029.1|CCAP	LOC119650831|XP_037909900.1|HILL
OG0005234	CCAP1982_LOCUS6210|CAD6997571.1|CCAP	LOC119653196|XP_037913683.1|HILL
OG0005235	CCAP1982_LOCUS7029|CAD6998429.1|CCAP	LOC119646624|XP_037903060.1|HILL
OG0005236	CCAP1982_LOCUS8175|CAD6999641.1|CCAP	LOC119646625|XP_037903061.1|HILL
OG0005237	CCAP1982_LOCUS8171|CAD6999637.1|CCAP	LOC119661701|XP_037927076.1|HILL
OG0005238	CCAP1982_LOCUS8166|CAD6999632.1|CCAP	LOC119661751|XP_037927149.1|HILL
OG0005239	CCAP1982_LOCUS6979|CAD6998379.1|CCAP	LOC119648871|XP_037906690.1|HILL
OG0005240	CCAP1982_LOCUS6461|CAD6997837.1|CCAP	LOC119651591|XP_037911168.1|HILL
OG0005241	CCAP1982_LOCUS7043|CAD6998445.1|CCAP	LOC119647642|XP_037904636.1|HILL
OG0005242	CCAP1982_LOCUS7927|CAD6999401.1|CCAP	LOC119646362|XP_037902727.1|HILL
OG0005243	CCAP1982_LOCUS7494|CAD6998947.1|CCAP, CCAP1982_LOCUS7491|CAD6998945.1|CCAP	LOC119650888|XP_037909996.1|HILL
OG0005244	CCAP1982_LOCUS4235|CAD6995523.1|CCAP	LOC119659971|XP_037924261.1|HILL
OG0005245	CCAP1982_LOCUS4791|CAD6996086.1|CCAP	LOC119659377|XP_037923365.1|HILL
OG0005246	CCAP1982_LOCUS20299|CAD7012198.1|CCAP	LOC119654661|XP_037916080.1|HILL
OG0005247	CCAP1982_LOCUS22014|CAD7014007.1|CCAP	LOC119652677|XP_037912879.1|HILL
OG0005249	CCAP1982_LOCUS4948|CAD6996265.1|CCAP	LOC119659784|XP_037923978.1|HILL
OG0005250	CCAP1982_LOCUS5417|CAD6996737.1|CCAP	LOC119653244|XP_037913772.1|HILL
OG0005251	CCAP1982_LOCUS5703|CAD6997049.1|CCAP	LOC119650691|XP_037909591.1|HILL
OG0005252	CCAP1982_LOCUS5823|CAD6997182.1|CCAP	LOC119652698|XP_037912905.1|HILL
OG0005253	CCAP1982_LOCUS8329|CAD6999815.1|CCAP	LOC119653918|XP_037915002.1|HILL
OG0005254	CCAP1982_LOCUS6112|CAD6997470.1|CCAP	LOC119652945|XP_037913264.1|HILL
OG0005255	CCAP1982_LOCUS6111|CAD6997469.1|CCAP	LOC119652772|XP_037913008.1|HILL
OG0005256	CCAP1982_LOCUS5887|CAD6997254.1|CCAP	LOC119651464|XP_037910999.1|HILL
OG0005257	CCAP1982_LOCUS5518|CAD6996842.1|CCAP	LOC119651462|XP_037910996.1|HILL
OG0005259	CCAP1982_LOCUS6562|CAD6997945.1|CCAP	LOC119651157|XP_037910493.1|HILL
OG0005260	CCAP1982_LOCUS6561|CAD6997944.1|CCAP	LOC119651290|XP_037910735.1|HILL
OG0005261	CCAP1982_LOCUS3341|CAD6994603.1|CCAP	LOC119652376|XP_037912401.1|HILL
OG0005262	CCAP1982_LOCUS7352|CAD6998798.1|CCAP	LOC119660828|XP_037925616.1|HILL
OG0005263	CCAP1982_LOCUS5535|CAD6996859.1|CCAP	LOC119652237|XP_037912138.1|HILL
OG0005264	CCAP1982_LOCUS3028|CAD6994267.1|CCAP	LOC119652238|XP_037912141.1|HILL
OG0005265	CCAP1982_LOCUS7862|CAD6999335.1|CCAP	LOC119659362|XP_037923341.1|HILL, LOC119647794|XP_037904924.1|HILL, LOC119647652|XP_037904649.1|HILL
OG0005266	CCAP1982_LOCUS6217|CAD6997578.1|CCAP	LOC119650604|XP_037909392.1|HILL
OG0005267	CCAP1982_LOCUS8499|CAD6999993.1|CCAP	LOC119656067|XP_037918276.1|HILL
OG0005268	CCAP1982_LOCUS8498|CAD6999992.1|CCAP	LOC119653031|XP_037913408.1|HILL
OG0005269	CCAP1982_LOCUS8496|CAD6999990.1|CCAP	LOC119661467|XP_037926756.1|HILL
OG0005271	CCAP1982_LOCUS5805|CAD6997162.1|CCAP	LOC119647674|XP_037904683.1|HILL
OG0005272	CCAP1982_LOCUS5806|CAD6997163.1|CCAP	LOC119653757|XP_037914621.1|HILL
OG0005273	CCAP1982_LOCUS5812|CAD6997169.1|CCAP	LOC119659425|XP_037923437.1|HILL
OG0005274	CCAP1982_LOCUS5648|CAD6996986.1|CCAP	LOC119661672|XP_037927037.1|HILL
OG0005275	CCAP1982_LOCUS5621|CAD6996953.1|CCAP	LOC119654665|XP_037916089.1|HILL
OG0005276	CCAP1982_LOCUS8750|CAD7000260.1|CCAP	LOC119647187|XP_037903927.1|HILL
OG0005277	CCAP1982_LOCUS8739|CAD7000247.1|CCAP	LOC119647029|XP_037903699.1|HILL
OG0005279	CCAP1982_LOCUS6232|CAD6997593.1|CCAP	LOC119651213|XP_037910592.1|HILL
OG0005280	CCAP1982_LOCUS7879|CAD6999352.1|CCAP	LOC119661544|XP_037926857.1|HILL
OG0005281	CCAP1982_LOCUS8936|CAD7000459.1|CCAP	LOC119646951|XP_037903572.1|HILL
OG0005282	CCAP1982_LOCUS573|CAD6991659.1|CCAP	LOC119661537|XP_037926844.1|HILL
OG0005283	CCAP1982_LOCUS21460|CAD7013395.1|CCAP	LOC119650014|XP_037908416.1|HILL
OG0005284	CCAP1982_LOCUS5666|CAD6997005.1|CCAP	LOC119649421|XP_037907493.1|HILL
OG0005285	CCAP1982_LOCUS7866|CAD6999339.1|CCAP	LOC119646914|XP_037903888.1|HILL
OG0005286	CCAP1982_LOCUS7035|CAD6998435.1|CCAP	LOC119646689|XP_037903179.1|HILL
OG0005287	CCAP1982_LOCUS7037|CAD6998437.1|CCAP	LOC119661172|XP_037926317.1|HILL
OG0005288	CCAP1982_LOCUS8851|CAD7000371.1|CCAP	LOC119646708|XP_037903214.1|HILL
OG0005289	CCAP1982_LOCUS5620|CAD6996952.1|CCAP	LOC119658720|XP_037922302.1|HILL
OG0005290	CCAP1982_LOCUS651|CAD6991739.1|CCAP	LOC119646721|XP_037903228.1|HILL
OG0005291	CCAP1982_LOCUS6537|CAD6997919.1|CCAP	LOC119653086|XP_037913508.1|HILL
OG0005292	CCAP1982_LOCUS6539|CAD6997921.1|CCAP	LOC119653225|XP_037913733.1|HILL
OG0005293	CCAP1982_LOCUS5353|CAD6996669.1|CCAP	LOC119652192|XP_037912063.1|HILL
OG0005294	CCAP1982_LOCUS7803|CAD6999274.1|CCAP	LOC119656139|XP_037918400.1|HILL
OG0005295	CCAP1982_LOCUS6535|CAD6997917.1|CCAP, CCAP1982_LOCUS6536|CAD6997918.1|CCAP	LOC119652564|XP_037912700.1|HILL
OG0005296	CCAP1982_LOCUS4538|CAD6995836.1|CCAP, CCAP1982_LOCUS4537|CAD6995835.1|CCAP	LOC119653099|XP_037913535.1|HILL
