Orthogroup	CCAP.longest_only	DYAK.longest_only
OG0004901	CCAP1982_LOCUS22617|CAD7014626.1|CCAP	LOC6528864|XP_002089896.1|DYAK
OG0004902	CCAP1982_LOCUS11611|CAD7003150.1|CCAP	LOC6532460|XP_002093207.1|DYAK
OG0004903	CCAP1982_LOCUS22573|CAD7014574.1|CCAP	LOC6531590|XP_002092388.1|DYAK
OG0004904	CCAP1982_LOCUS21459|CAD7013394.1|CCAP	LOC6538794|XP_002099307.1|DYAK
OG0004905	CCAP1982_LOCUS7092|CAD6998501.1|CCAP	LOC6528482|XP_039226283.1|DYAK
OG0004906	CCAP1982_LOCUS12916|CAD7004518.1|CCAP	LOC6532574|XP_002093318.1|DYAK
OG0004907	CCAP1982_LOCUS13144|CAD7004751.1|CCAP	LOC6533286|XP_002094012.1|DYAK
OG0004908	CCAP1982_LOCUS11719|CAD7003257.1|CCAP	LOC6534718|XP_002095393.1|DYAK
OG0004909	CCAP1982_LOCUS11729|CAD7003267.1|CCAP	LOC6534728|XP_039230000.1|DYAK
OG0004910	CCAP1982_LOCUS14793|CAD7006475.1|CCAP	LOC6534732|XP_002095407.2|DYAK
OG0004911	CCAP1982_LOCUS13091|CAD7004698.1|CCAP	LOC6532820|XP_002093557.1|DYAK
OG0004912	CCAP1982_LOCUS12917|CAD7004519.1|CCAP	LOC6532575|XP_002093319.1|DYAK
OG0004913	CCAP1982_LOCUS22039|CAD7014033.1|CCAP	LOC6530765|XP_002091653.1|DYAK
OG0004914	CCAP1982_LOCUS22044|CAD7014038.1|CCAP	LOC6530758|XP_002091648.2|DYAK
OG0004915	CCAP1982_LOCUS23402|CAD7015462.1|CCAP	LOC6532065|XP_002092842.1|DYAK
OG0004916	CCAP1982_LOCUS22427|CAD7014431.1|CCAP	LOC6531391|XP_002092194.1|DYAK
OG0004917	CCAP1982_LOCUS14901|CAD7006590.1|CCAP	LOC6532564|XP_002093309.2|DYAK
OG0004918	CCAP1982_LOCUS14903|CAD7006592.1|CCAP	LOC6532566|XP_002093311.1|DYAK
OG0004919	CCAP1982_LOCUS442|CAD6991523.1|CCAP	LOC6539024|XP_039232846.1|DYAK
OG0004920	CCAP1982_LOCUS14464|CAD7006135.1|CCAP	LOC6539713|XP_002086598.1|DYAK
OG0004921	CCAP1982_LOCUS13031|CAD7004636.1|CCAP	LOC6533309|XP_039230307.1|DYAK
OG0004922	CCAP1982_LOCUS11225|CAD7002751.1|CCAP	LOC6532689|XP_002093433.2|DYAK
OG0004923	CCAP1982_LOCUS11167|CAD7002689.1|CCAP	LOC6532949|XP_002093684.1|DYAK
OG0004924	CCAP1982_LOCUS12528|CAD7004107.1|CCAP	LOC6533176|XP_002093902.1|DYAK
OG0004925	CCAP1982_LOCUS12578|CAD7004158.1|CCAP	LOC6532314|XP_002093074.1|DYAK
OG0004926	CCAP1982_LOCUS14939|CAD7006633.1|CCAP	LOC6533223|XP_002093949.1|DYAK
OG0004927	CCAP1982_LOCUS14993|CAD7006694.1|CCAP	LOC6532609|XP_015049463.1|DYAK
OG0004928	CCAP1982_LOCUS21917|CAD7013902.1|CCAP	LOC6530994|XP_015051763.1|DYAK
OG0004929	CCAP1982_LOCUS11530|CAD7003067.1|CCAP	LOC6532228|XP_015049252.1|DYAK
OG0004930	CCAP1982_LOCUS22942|CAD7014983.1|CCAP	LOC6530217|XP_002091155.2|DYAK
OG0004931	CCAP1982_LOCUS22635|CAD7014646.1|CCAP	LOC6530768|XP_002091656.1|DYAK
OG0004932	CCAP1982_LOCUS12169|CAD7003732.1|CCAP	LOC6532198|XP_002092972.2|DYAK
OG0004933	CCAP1982_LOCUS7196|CAD6998623.1|CCAP	LOC6531386|XP_002092189.1|DYAK
OG0004934	CCAP1982_LOCUS7200|CAD6998628.1|CCAP	LOC6531943|XP_002092729.1|DYAK
OG0004935	CCAP1982_LOCUS21878|CAD7013861.1|CCAP	LOC6531085|XP_002091919.1|DYAK
OG0004936	CCAP1982_LOCUS12915|CAD7004517.1|CCAP	LOC6532986|XP_002093721.1|DYAK
OG0004937	CCAP1982_LOCUS20261|CAD7012159.1|CCAP	LOC6533178|XP_039230611.1|DYAK
OG0004938	CCAP1982_LOCUS12061|CAD7003621.1|CCAP	LOC6533357|XP_002094082.1|DYAK
OG0004940	CCAP1982_LOCUS12871|CAD7004465.1|CCAP	LOC6539435|XP_039230702.1|DYAK
OG0004941	CCAP1982_LOCUS12170|CAD7003733.1|CCAP	LOC6535104|XP_015051003.2|DYAK
OG0004942	CCAP1982_LOCUS11521|CAD7003058.1|CCAP	LOC6533074|XP_002093806.1|DYAK
OG0004943	CCAP1982_LOCUS14899|CAD7006588.1|CCAP	LOC6532731|XP_002093473.1|DYAK
OG0004944	CCAP1982_LOCUS11899|CAD7003445.1|CCAP	LOC6533483|XP_002094194.2|DYAK
OG0004946	CCAP1982_LOCUS13890|CAD7005530.1|CCAP	LOC6534635|XP_002095310.1|DYAK
OG0004947	CCAP1982_LOCUS11517|CAD7003054.1|CCAP	LOC6532423|XP_002093170.1|DYAK
OG0004948	CCAP1982_LOCUS11515|CAD7003052.1|CCAP	LOC6532425|XP_002093172.1|DYAK
OG0004949	CCAP1982_LOCUS11508|CAD7003045.1|CCAP	LOC6532430|XP_002093177.2|DYAK
OG0004950	CCAP1982_LOCUS12161|CAD7003724.1|CCAP	LOC6532205|XP_015049220.2|DYAK
OG0004951	CCAP1982_LOCUS2776|CAD6993995.1|CCAP	LOC6538203|XP_002098731.1|DYAK
OG0004952	CCAP1982_LOCUS10827|CAD7002341.1|CCAP	LOC6533860|XP_002094560.1|DYAK
OG0004953	CCAP1982_LOCUS12149|CAD7003712.1|CCAP	LOC6535091|XP_002095755.1|DYAK
OG0004954	CCAP1982_LOCUS12151|CAD7003714.1|CCAP	LOC6535093|XP_002095757.2|DYAK
OG0004955	CCAP1982_LOCUS12929|CAD7004532.1|CCAP	LOC6533244|XP_002093970.1|DYAK
OG0004956	CCAP1982_LOCUS21829|CAD7013809.1|CCAP	LOC6528853|XP_002089885.1|DYAK
OG0004957	CCAP1982_LOCUS11289|CAD7002819.1|CCAP	LOC6532767|XP_002093509.2|DYAK
OG0004958	CCAP1982_LOCUS14958|CAD7006655.1|CCAP	LOC6533854|XP_002094554.1|DYAK
OG0004959	CCAP1982_LOCUS14959|CAD7006656.1|CCAP	LOC6533853|XP_039229487.1|DYAK
OG0004960	CCAP1982_LOCUS14960|CAD7006657.1|CCAP	LOC6533852|XP_002094552.2|DYAK
OG0004961	CCAP1982_LOCUS21618|CAD7013562.1|CCAP	LOC6528919|XP_002089951.1|DYAK
OG0004962	CCAP1982_LOCUS14417|CAD7006085.1|CCAP	LOC6534698|XP_002095373.1|DYAK
OG0004963	CCAP1982_LOCUS11670|CAD7003210.1|CCAP	LOC6534184|XP_002094867.2|DYAK
OG0004964	CCAP1982_LOCUS12091|CAD7003653.1|CCAP	LOC6533549|XP_002094259.1|DYAK
OG0004965	CCAP1982_LOCUS12614|CAD7004195.1|CCAP	LOC6533304|XP_002094030.1|DYAK
OG0004966	CCAP1982_LOCUS12615|CAD7004196.1|CCAP	LOC6533305|XP_002094031.1|DYAK
OG0004967	CCAP1982_LOCUS21807|CAD7013784.1|CCAP	LOC6528303|XP_002089356.1|DYAK
OG0004968	CCAP1982_LOCUS13312|CAD7004929.1|CCAP	LOC6532964|XP_002093699.3|DYAK
OG0004969	CCAP1982_LOCUS22918|CAD7014954.1|CCAP	LOC6531505|XP_002092304.1|DYAK
OG0004970	CCAP1982_LOCUS13313|CAD7004930.1|CCAP	LOC6532963|XP_039229950.1|DYAK
OG0004971	CCAP1982_LOCUS13316|CAD7004933.1|CCAP	LOC6532961|XP_039229645.1|DYAK
OG0004973	CCAP1982_LOCUS11325|CAD7002856.1|CCAP	LOC6532210|XP_002092984.1|DYAK
OG0004974	CCAP1982_LOCUS11581|CAD7003119.1|CCAP	LOC6533846|XP_002094546.1|DYAK
OG0004975	CCAP1982_LOCUS11169|CAD7002691.1|CCAP	LOC6532951|XP_002093686.1|DYAK
OG0004976	CCAP1982_LOCUS10789|CAD7002297.1|CCAP	LOC6532869|XP_002093605.2|DYAK
OG0004977	CCAP1982_LOCUS21891|CAD7013875.1|CCAP	LOC6531876|XP_002092663.1|DYAK
OG0004978	CCAP1982_LOCUS21950|CAD7013939.1|CCAP	LOC6531083|XP_002091917.1|DYAK
OG0004979	CCAP1982_LOCUS13004|CAD7004609.1|CCAP	LOC6532736|XP_002093478.1|DYAK
OG0004980	CCAP1982_LOCUS14626|CAD7006304.1|CCAP	LOC6534505|XP_002095182.3|DYAK
OG0004981	CCAP1982_LOCUS14604|CAD7006281.1|CCAP	LOC6534981|XP_002095651.1|DYAK
OG0004982	CCAP1982_LOCUS14602|CAD7006279.1|CCAP	LOC6534985|XP_002095655.1|DYAK
OG0004983	CCAP1982_LOCUS11734|CAD7003272.1|CCAP	LOC6533563|XP_002094273.1|DYAK
OG0004984	CCAP1982_LOCUS11733|CAD7003271.1|CCAP	LOC6533218|XP_002093944.3|DYAK
OG0004985	CCAP1982_LOCUS10871|CAD7002377.1|CCAP	LOC6532402|XP_039230550.1|DYAK
OG0004986	CCAP1982_LOCUS14170|CAD7005825.1|CCAP	LOC6534262|XP_002094943.2|DYAK
OG0004987	CCAP1982_LOCUS11806|CAD7003347.1|CCAP, CCAP1982_LOCUS11807|CAD7003348.1|CCAP	LOC6534405|XP_039230163.1|DYAK
OG0004988	CCAP1982_LOCUS10872|CAD7002378.1|CCAP	LOC6532403|XP_002093154.2|DYAK
OG0004989	CCAP1982_LOCUS11808|CAD7003349.1|CCAP	LOC6534403|XP_002095081.1|DYAK
OG0004991	CCAP1982_LOCUS7099|CAD6998510.1|CCAP	LOC6530185|XP_002091123.1|DYAK
OG0004992	CCAP1982_LOCUS7098|CAD6998509.1|CCAP	LOC6530186|XP_002091124.1|DYAK
OG0004993	CCAP1982_LOCUS10828|CAD7002342.1|CCAP	LOC6533861|XP_002094561.1|DYAK
OG0004994	CCAP1982_LOCUS12503|CAD7004078.1|CCAP	LOC6532799|XP_002093536.1|DYAK
OG0004995	CCAP1982_LOCUS12512|CAD7004089.1|CCAP	LOC6532854|XP_039229524.1|DYAK
OG0004996	CCAP1982_LOCUS12841|CAD7004434.1|CCAP, CCAP1982_LOCUS12856|CAD7004450.1|CCAP	LOC6532619|XP_002093363.1|DYAK
OG0004997	CCAP1982_LOCUS22646|CAD7014658.1|CCAP	LOC6531480|XP_002092279.1|DYAK
OG0004998	CCAP1982_LOCUS21862|CAD7013842.1|CCAP	LOC6531578|XP_002092376.1|DYAK
OG0004999	CCAP1982_LOCUS13324|CAD7004945.1|CCAP	LOC6533042|XP_039230911.1|DYAK
OG0005000	CCAP1982_LOCUS22669|CAD7014685.1|CCAP	LOC6529400|XP_002090405.1|DYAK
OG0005001	CCAP1982_LOCUS13213|CAD7004824.1|CCAP, CCAP1982_LOCUS13199|CAD7004810.1|CCAP	LOC6533409|XP_002094127.1|DYAK
OG0005002	CCAP1982_LOCUS178|CAD6991242.1|CCAP	LOC6536790|XP_002097360.1|DYAK
OG0005003	CCAP1982_LOCUS13033|CAD7004638.1|CCAP	LOC6532760|XP_002093502.1|DYAK
OG0005004	CCAP1982_LOCUS10812|CAD7002322.1|CCAP	LOC6533247|XP_002093973.1|DYAK
OG0005005	CCAP1982_LOCUS12878|CAD7004473.1|CCAP	LOC6539454|XP_002086344.2|DYAK
OG0005006	CCAP1982_LOCUS12899|CAD7004499.1|CCAP	LOC6532347|XP_015049289.1|DYAK
OG0005007	CCAP1982_LOCUS11360|CAD7002891.1|CCAP	LOC6534306|XP_002094987.2|DYAK
OG0005008	CCAP1982_LOCUS12254|CAD7003821.1|CCAP, CCAP1982_LOCUS12253|CAD7003820.1|CCAP	LOC6523846|XP_039230427.1|DYAK
OG0005009	CCAP1982_LOCUS11320|CAD7002851.1|CCAP	LOC6534328|XP_002095008.1|DYAK
OG0005010	CCAP1982_LOCUS21495|CAD7013430.1|CCAP	LOC6533781|XP_002094484.1|DYAK
OG0005011	CCAP1982_LOCUS19574|CAD7011474.1|CCAP	LOC6531956|XP_002092742.1|DYAK
OG0005012	CCAP1982_LOCUS13294|CAD7004910.1|CCAP	LOC6534706|XP_039229691.1|DYAK
OG0005014	CCAP1982_LOCUS12085|CAD7003647.1|CCAP	LOC6533555|XP_002094265.1|DYAK
OG0005015	CCAP1982_LOCUS11811|CAD7003352.1|CCAP	LOC6534892|XP_002095564.2|DYAK
OG0005016	CCAP1982_LOCUS12339|CAD7003911.1|CCAP	LOC6539522|XP_002086411.2|DYAK
OG0005017	CCAP1982_LOCUS11881|CAD7003425.1|CCAP	LOC6532714|XP_039230625.1|DYAK
OG0005018	CCAP1982_LOCUS12314|CAD7003884.1|CCAP	LOC6532246|XP_002093019.1|DYAK
OG0005019	CCAP1982_LOCUS10965|CAD7002476.1|CCAP	LOC6535107|XP_002095770.2|DYAK
OG0005020	CCAP1982_LOCUS21901|CAD7013886.1|CCAP	LOC6528842|XP_002089874.1|DYAK
OG0005021	CCAP1982_LOCUS5712|CAD6997058.1|CCAP	LOC6528029|XP_002089096.1|DYAK
OG0005022	CCAP1982_LOCUS14729|CAD7006409.1|CCAP	LOC6532410|XP_002093161.1|DYAK
OG0005023	CCAP1982_LOCUS21236|CAD7013165.1|CCAP	LOC6528810|XP_002089842.1|DYAK
OG0005024	CCAP1982_LOCUS14920|CAD7006611.1|CCAP	LOC6532440|XP_002093187.1|DYAK
OG0005025	CCAP1982_LOCUS13207|CAD7004818.1|CCAP	LOC6532589|XP_002093333.1|DYAK
OG0005026	CCAP1982_LOCUS12994|CAD7004599.1|CCAP	LOC6533403|XP_002094121.1|DYAK
OG0005027	CCAP1982_LOCUS13047|CAD7004652.1|CCAP	LOC6532876|XP_015049671.1|DYAK
OG0005028	CCAP1982_LOCUS2226|CAD6993411.1|CCAP	LOC6536833|XP_002097403.1|DYAK
OG0005029	CCAP1982_LOCUS11906|CAD7003452.1|CCAP	LOC6534310|XP_002094990.1|DYAK
OG0005030	CCAP1982_LOCUS12572|CAD7004152.1|CCAP	LOC6532193|XP_002092967.1|DYAK
OG0005031	CCAP1982_LOCUS11794|CAD7003334.1|CCAP	LOC6533612|XP_039229383.1|DYAK
OG0005032	CCAP1982_LOCUS12957|CAD7004561.1|CCAP	LOC6539393|XP_002086288.1|DYAK
OG0005033	CCAP1982_LOCUS12947|CAD7004550.1|CCAP	LOC6533084|XP_039229580.1|DYAK
OG0005034	CCAP1982_LOCUS12946|CAD7004549.1|CCAP	LOC26534955|XP_015049806.1|DYAK
OG0005035	CCAP1982_LOCUS11911|CAD7003458.1|CCAP	LOC26535330|XP_039229496.1|DYAK
OG0005036	CCAP1982_LOCUS14422|CAD7006090.1|CCAP	LOC6533494|XP_002094205.1|DYAK
OG0005037	CCAP1982_LOCUS11831|CAD7003372.1|CCAP	LOC6532573|XP_015049437.1|DYAK
OG0005038	CCAP1982_LOCUS11572|CAD7003109.1|CCAP	LOC6532829|XP_002093566.1|DYAK
OG0005039	CCAP1982_LOCUS8174|CAD6999640.1|CCAP	LOC6526813|XP_002087915.1|DYAK
OG0005040	CCAP1982_LOCUS13023|CAD7004628.1|CCAP	LOC6534667|XP_002095342.2|DYAK
OG0005041	CCAP1982_LOCUS14418|CAD7006086.1|CCAP	LOC6539785|XP_002086665.2|DYAK
OG0005042	CCAP1982_LOCUS14946|CAD7006641.1|CCAP	LOC6533473|XP_002094184.3|DYAK
OG0005043	CCAP1982_LOCUS21798|CAD7013775.1|CCAP	LOC6530707|XP_002091598.1|DYAK
OG0005044	CCAP1982_LOCUS21797|CAD7013774.1|CCAP	LOC6530709|XP_002091600.1|DYAK
OG0005045	CCAP1982_LOCUS21790|CAD7013766.1|CCAP	LOC6530711|XP_002091602.1|DYAK
OG0005046	CCAP1982_LOCUS22761|CAD7014792.1|CCAP	LOC6531080|XP_002091914.1|DYAK
OG0005047	CCAP1982_LOCUS10777|CAD7002283.1|CCAP	LOC6533903|XP_002094603.1|DYAK
OG0005048	CCAP1982_LOCUS10779|CAD7002286.1|CCAP	LOC6533902|XP_002094602.1|DYAK
OG0005049	CCAP1982_LOCUS11912|CAD7003459.1|CCAP	LOC6534694|XP_039229493.1|DYAK
OG0005050	CCAP1982_LOCUS7096|CAD6998507.1|CCAP	LOC6530188|XP_002091126.1|DYAK
OG0005051	CCAP1982_LOCUS13086|CAD7004692.1|CCAP	LOC6534681|XP_002095356.2|DYAK
OG0005052	CCAP1982_LOCUS13089|CAD7004696.1|CCAP	LOC6539389|XP_002086284.2|DYAK
OG0005053	CCAP1982_LOCUS5614|CAD6996946.1|CCAP	LOC6527888|XP_002088960.1|DYAK
OG0005054	CCAP1982_LOCUS14249|CAD7005909.1|CCAP	LOC6534799|XP_039229715.1|DYAK
OG0005056	CCAP1982_LOCUS21850|CAD7013830.1|CCAP	LOC6531567|XP_039228839.1|DYAK
OG0005057	CCAP1982_LOCUS12376|CAD7003953.1|CCAP	LOC6533335|XP_015049905.2|DYAK
OG0005058	CCAP1982_LOCUS11271|CAD7002801.1|CCAP	LOC6533045|XP_039230927.1|DYAK
OG0005059	CCAP1982_LOCUS7228|CAD6998663.1|CCAP	LOC6532103|XP_039228037.1|DYAK
OG0005060	CCAP1982_LOCUS7229|CAD6998664.1|CCAP	LOC6532102|XP_002092878.2|DYAK
OG0005061	CCAP1982_LOCUS5455|CAD6996780.1|CCAP	LOC6527083|XP_002088176.1|DYAK
OG0005062	CCAP1982_LOCUS21113|CAD7013028.1|CCAP	LOC6531929|XP_015051619.1|DYAK
OG0005063	CCAP1982_LOCUS23290|CAD7015345.1|CCAP	LOC6539292|XP_002086187.1|DYAK
OG0005064	CCAP1982_LOCUS12051|CAD7003605.1|CCAP	LOC6539628|XP_002086517.2|DYAK
OG0005065	CCAP1982_LOCUS22008|CAD7014001.1|CCAP	LOC6528445|XP_002089491.2|DYAK
OG0005066	CCAP1982_LOCUS22428|CAD7014432.1|CCAP	LOC6531392|XP_002092195.2|DYAK
OG0005067	CCAP1982_LOCUS22969|CAD7015012.1|CCAP	LOC6531605|XP_002092402.2|DYAK
OG0005069	CCAP1982_LOCUS21672|CAD7013621.1|CCAP	LOC6528512|XP_002089558.1|DYAK
OG0005070	CCAP1982_LOCUS19568|CAD7011468.1|CCAP	LOC6531948|XP_002092734.1|DYAK
OG0005071	CCAP1982_LOCUS14018|CAD7005662.1|CCAP	LOC6533757|XP_002094461.1|DYAK
OG0005073	CCAP1982_LOCUS21903|CAD7013889.1|CCAP	LOC6531127|XP_002091961.1|DYAK
OG0005074	CCAP1982_LOCUS10831|CAD7002346.1|CCAP	LOC6533397|XP_015049984.1|DYAK
OG0005075	CCAP1982_LOCUS21635|CAD7013579.1|CCAP	LOC6530624|XP_002091537.1|DYAK
OG0005076	CCAP1982_LOCUS22720|CAD7014742.1|CCAP	LOC6529324|XP_002090329.1|DYAK
OG0005078	CCAP1982_LOCUS11549|CAD7003086.1|CCAP	LOC6532835|XP_002093572.3|DYAK
OG0005079	CCAP1982_LOCUS22929|CAD7014969.1|CCAP	LOC6532147|XP_002092923.1|DYAK
OG0005080	CCAP1982_LOCUS12763|CAD7004347.1|CCAP	LOC6533440|XP_002094151.1|DYAK
OG0005081	CCAP1982_LOCUS23388|CAD7015447.1|CCAP	LOC6528355|XP_002089404.2|DYAK
OG0005082	CCAP1982_LOCUS14317|CAD7005980.1|CCAP	LOC6534550|XP_002095227.2|DYAK
OG0005084	CCAP1982_LOCUS14164|CAD7005818.1|CCAP	LOC6534057|XP_039230502.1|DYAK
OG0005085	CCAP1982_LOCUS14158|CAD7005812.1|CCAP	LOC6533668|XP_002094374.1|DYAK
OG0005086	CCAP1982_LOCUS21676|CAD7013626.1|CCAP	LOC6528426|XP_002089472.3|DYAK
OG0005087	CCAP1982_LOCUS12119|CAD7003682.1|CCAP	LOC6533535|XP_039229897.1|DYAK
OG0005088	CCAP1982_LOCUS22730|CAD7014753.1|CCAP	LOC6529330|XP_039228105.1|DYAK
OG0005089	CCAP1982_LOCUS22728|CAD7014751.1|CCAP	LOC6529328|XP_002090333.1|DYAK
OG0005090	CCAP1982_LOCUS20145|CAD7012043.1|CCAP	LOC6530953|XP_002091791.1|DYAK
OG0005091	CCAP1982_LOCUS21588|CAD7013528.1|CCAP	LOC6530065|XP_039228571.1|DYAK
OG0005093	CCAP1982_LOCUS11672|CAD7003212.1|CCAP	LOC6534888|XP_015050905.1|DYAK
OG0005094	CCAP1982_LOCUS11553|CAD7003090.1|CCAP	LOC6532833|XP_039230136.1|DYAK
OG0005095	CCAP1982_LOCUS22746|CAD7014773.1|CCAP	LOC6532133|XP_002092909.1|DYAK
OG0005096	CCAP1982_LOCUS5579|CAD6996906.1|CCAP	LOC6526641|XP_002087749.1|DYAK
OG0005097	CCAP1982_LOCUS22877|CAD7014913.1|CCAP	LOC6530599|XP_015052720.1|DYAK
OG0005098	CCAP1982_LOCUS22814|CAD7014847.1|CCAP	LOC6532077|XP_002092854.1|DYAK
OG0005099	CCAP1982_LOCUS22422|CAD7014426.1|CCAP	LOC6532120|XP_015051711.1|DYAK
OG0005100	CCAP1982_LOCUS22423|CAD7014427.1|CCAP	LOC6532121|XP_002092897.1|DYAK
OG0005101	CCAP1982_LOCUS629|CAD6991716.1|CCAP	LOC6535770|XP_002096393.2|DYAK
OG0005102	CCAP1982_LOCUS21789|CAD7013764.1|CCAP	LOC6530712|XP_015051841.1|DYAK
OG0005103	CCAP1982_LOCUS19567|CAD7011467.1|CCAP	LOC6531946|XP_002092732.1|DYAK
OG0005105	CCAP1982_LOCUS12018|CAD7003569.1|CCAP, CCAP1982_LOCUS12021|CAD7003572.1|CCAP	LOC6534343|XP_002095023.1|DYAK
OG0005106	CCAP1982_LOCUS13154|CAD7004764.1|CCAP, CCAP1982_LOCUS13151|CAD7004760.1|CCAP	LOC6533458|XP_039230572.1|DYAK
OG0005107	CCAP1982_LOCUS11286|CAD7002815.1|CCAP	LOC6532764|XP_002093506.1|DYAK
OG0005108	CCAP1982_LOCUS21876|CAD7013857.1|CCAP	LOC6530344|XP_002091271.1|DYAK
OG0005110	CCAP1982_LOCUS11756|CAD7003294.1|CCAP	LOC6534434|XP_002095111.1|DYAK
OG0005111	CCAP1982_LOCUS10912|CAD7002421.1|CCAP	LOC6533104|XP_015049819.1|DYAK
OG0005112	CCAP1982_LOCUS10915|CAD7002424.1|CCAP	LOC6532340|XP_002093100.3|DYAK
OG0005113	CCAP1982_LOCUS10914|CAD7002423.1|CCAP	LOC6533103|XP_002093829.1|DYAK
OG0005114	CCAP1982_LOCUS11402|CAD7002937.1|CCAP	LOC6532503|XP_002093249.1|DYAK
OG0005115	CCAP1982_LOCUS9125|CAD7000651.1|CCAP	LOC6527616|XP_039227709.1|DYAK
OG0005116	CCAP1982_LOCUS11754|CAD7003292.1|CCAP	LOC6534412|XP_002095090.1|DYAK
OG0005118	CCAP1982_LOCUS5705|CAD6997051.1|CCAP	LOC6527922|XP_002088990.1|DYAK
OG0005119	CCAP1982_LOCUS21355|CAD7013284.1|CCAP	LOC6530503|XP_039228340.1|DYAK
OG0005120	CCAP1982_LOCUS12996|CAD7004601.1|CCAP	LOC6532455|XP_015049364.1|DYAK
OG0005121	CCAP1982_LOCUS12864|CAD7004458.1|CCAP	LOC6534940|XP_002095610.1|DYAK
OG0005122	CCAP1982_LOCUS12862|CAD7004456.1|CCAP, CCAP1982_LOCUS12853|CAD7004447.1|CCAP	LOC6533969|XP_002094667.1|DYAK
OG0005123	CCAP1982_LOCUS14325|CAD7005989.1|CCAP	LOC6534195|XP_002094878.1|DYAK
OG0005125	CCAP1982_LOCUS11993|CAD7003543.1|CCAP	LOC6534417|XP_002095095.3|DYAK
OG0005126	CCAP1982_LOCUS10816|CAD7002326.1|CCAP	LOC6532718|XP_002093460.1|DYAK
OG0005127	CCAP1982_LOCUS11385|CAD7002919.1|CCAP	LOC6532482|XP_002093228.1|DYAK
OG0005128	CCAP1982_LOCUS23102|CAD7015153.1|CCAP	LOC6530023|XP_002090969.2|DYAK
OG0005129	CCAP1982_LOCUS14042|CAD7005690.1|CCAP	LOC6534781|XP_002095453.1|DYAK
OG0005130	CCAP1982_LOCUS14256|CAD7005918.1|CCAP	LOC6534745|XP_002095420.1|DYAK
OG0005131	CCAP1982_LOCUS12361|CAD7003939.1|CCAP	LOC6533323|XP_002094049.2|DYAK
OG0005132	CCAP1982_LOCUS11055|CAD7002567.1|CCAP	LOC6533656|XP_002094362.1|DYAK
OG0005133	CCAP1982_LOCUS12500|CAD7004075.1|CCAP	LOC6532802|XP_002093539.1|DYAK
OG0005134	CCAP1982_LOCUS12244|CAD7003811.1|CCAP	LOC6533898|XP_015050320.1|DYAK
OG0005135	CCAP1982_LOCUS11607|CAD7003146.1|CCAP	LOC6532463|XP_002093210.1|DYAK
OG0005136	CCAP1982_LOCUS11605|CAD7003144.1|CCAP	LOC6532465|XP_002093212.1|DYAK
OG0005137	CCAP1982_LOCUS448|CAD6991529.1|CCAP	LOC6538280|XP_002098807.1|DYAK
OG0005138	CCAP1982_LOCUS14907|CAD7006596.1|CCAP	LOC6533082|XP_002093814.1|DYAK
OG0005139	CCAP1982_LOCUS11908|CAD7003454.1|CCAP	LOC6533150|XP_002093876.2|DYAK
OG0005140	CCAP1982_LOCUS8839|CAD7000357.1|CCAP	LOC6527615|XP_002088703.2|DYAK
OG0005141	CCAP1982_LOCUS22651|CAD7014663.1|CCAP	LOC6531484|XP_039229080.1|DYAK
OG0005142	CCAP1982_LOCUS11247|CAD7002774.1|CCAP	LOC6532676|XP_002093420.1|DYAK
OG0005143	CCAP1982_LOCUS11233|CAD7002759.1|CCAP, CCAP1982_LOCUS11236|CAD7002762.1|CCAP	LOC6532681|XP_039229385.1|DYAK
OG0005144	CCAP1982_LOCUS11238|CAD7002764.1|CCAP, CCAP1982_LOCUS11237|CAD7002763.1|CCAP	LOC6532680|XP_002093424.1|DYAK
OG0005145	CCAP1982_LOCUS11241|CAD7002766.1|CCAP	LOC6532678|XP_002093422.1|DYAK
OG0005146	CCAP1982_LOCUS13009|CAD7004614.1|CCAP, CCAP1982_LOCUS13008|CAD7004613.1|CCAP, CCAP1982_LOCUS13010|CAD7004615.1|CCAP	LOC26536290|XP_039230447.1|DYAK
OG0005147	CCAP1982_LOCUS13012|CAD7004617.1|CCAP	LOC6534654|XP_002095329.1|DYAK
OG0005148	CCAP1982_LOCUS12980|CAD7004585.1|CCAP	LOC6532577|XP_015049442.1|DYAK
OG0005149	CCAP1982_LOCUS23347|CAD7015404.1|CCAP	LOC6531211|XP_002092039.1|DYAK
OG0005150	CCAP1982_LOCUS11735|CAD7003273.1|CCAP	LOC6539469|XP_002086358.1|DYAK
OG0005151	CCAP1982_LOCUS12320|CAD7003890.1|CCAP	LOC6532946|XP_002093681.2|DYAK
OG0005152	CCAP1982_LOCUS12318|CAD7003888.1|CCAP	LOC6532942|XP_002093677.1|DYAK
OG0005153	CCAP1982_LOCUS12326|CAD7003897.1|CCAP	LOC6532940|XP_002093675.1|DYAK
OG0005154	CCAP1982_LOCUS12707|CAD7004288.1|CCAP	LOC6532938|XP_002093673.1|DYAK
OG0005155	CCAP1982_LOCUS14824|CAD7006510.1|CCAP	LOC6532244|XP_002093017.1|DYAK
OG0005156	CCAP1982_LOCUS77|CAD6991134.1|CCAP	LOC6535888|XP_002096504.1|DYAK
OG0005157	CCAP1982_LOCUS22962|CAD7015005.1|CCAP	LOC6531607|XP_002092404.1|DYAK
OG0005158	CCAP1982_LOCUS12420|CAD7003998.1|CCAP	LOC6533187|XP_002093913.1|DYAK
