Orthogroup	CCAP.longest_only	DMAU.longest_only
OG0005219	CCAP1982_LOCUS22495|CAD7014493.1|CCAP	LOC117136806|XP_033153762.1|DMAU
OG0005220	CCAP1982_LOCUS12769|CAD7004354.1|CCAP	LOC117139460|XP_033157663.1|DMAU
OG0005221	CCAP1982_LOCUS5724|CAD6997071.1|CCAP	LOC117147378|XP_033170142.1|DMAU
OG0005222	CCAP1982_LOCUS7540|CAD6998993.1|CCAP	LOC117136816|XP_033153780.1|DMAU
OG0005223	CCAP1982_LOCUS5696|CAD6997038.1|CCAP	LOC117135928|XP_033152391.1|DMAU
OG0005224	CCAP1982_LOCUS9099|CAD7000625.1|CCAP	LOC117150744|XP_033173672.1|DMAU
OG0005225	CCAP1982_LOCUS5399|CAD6996717.1|CCAP	LOC117136753|XP_033153681.1|DMAU
OG0005226	CCAP1982_LOCUS8836|CAD7000354.1|CCAP	LOC117135511|XP_033151641.1|DMAU
OG0005227	CCAP1982_LOCUS8073|CAD6999553.1|CCAP	LOC117150351|XP_033173093.1|DMAU
OG0005228	CCAP1982_LOCUS8072|CAD6999552.1|CCAP	LOC117150505|XP_033173302.1|DMAU
OG0005229	CCAP1982_LOCUS7490|CAD6998944.1|CCAP	LOC117150930|XP_033173983.1|DMAU
OG0005230	CCAP1982_LOCUS7079|CAD6998486.1|CCAP	LOC117140588|XP_033159490.1|DMAU
OG0005231	CCAP1982_LOCUS8695|CAD7000203.1|CCAP	LOC117147083|XP_033169741.1|DMAU
OG0005232	CCAP1982_LOCUS5367|CAD6996683.1|CCAP	LOC117136432|XP_033153240.1|DMAU
OG0005233	CCAP1982_LOCUS5688|CAD6997029.1|CCAP	LOC117150396|XP_033173150.1|DMAU
OG0005234	CCAP1982_LOCUS6210|CAD6997571.1|CCAP	LOC117150629|XP_033173489.1|DMAU
OG0005235	CCAP1982_LOCUS7029|CAD6998429.1|CCAP	LOC117148321|XP_033171548.1|DMAU
OG0005236	CCAP1982_LOCUS8175|CAD6999641.1|CCAP	LOC117142302|XP_033162083.1|DMAU
OG0005237	CCAP1982_LOCUS8171|CAD6999637.1|CCAP	LOC117150411|XP_033173173.1|DMAU
OG0005238	CCAP1982_LOCUS8166|CAD6999632.1|CCAP	LOC117146609|XP_033168829.1|DMAU
OG0005239	CCAP1982_LOCUS6979|CAD6998379.1|CCAP	LOC117150301|XP_033173019.1|DMAU
OG0005240	CCAP1982_LOCUS6461|CAD6997837.1|CCAP	LOC117137268|XP_033154527.1|DMAU
OG0005241	CCAP1982_LOCUS7043|CAD6998445.1|CCAP	LOC117135231|XP_033151241.1|DMAU
OG0005242	CCAP1982_LOCUS7927|CAD6999401.1|CCAP	LOC117147952|XP_033170990.1|DMAU
OG0005243	CCAP1982_LOCUS7494|CAD6998947.1|CCAP, CCAP1982_LOCUS7491|CAD6998945.1|CCAP	LOC117150931|XP_033173987.1|DMAU
OG0005244	CCAP1982_LOCUS4235|CAD6995523.1|CCAP	LOC117143077|XP_033163436.1|DMAU
OG0005245	CCAP1982_LOCUS4791|CAD6996086.1|CCAP	LOC117142859|XP_033162998.1|DMAU
OG0005246	CCAP1982_LOCUS20299|CAD7012198.1|CCAP	LOC117145939|XP_033167713.1|DMAU
OG0005247	CCAP1982_LOCUS22014|CAD7014007.1|CCAP	LOC117138493|XP_033156514.1|DMAU
OG0005249	CCAP1982_LOCUS4948|CAD6996265.1|CCAP	LOC117144001|XP_033164846.1|DMAU
OG0005250	CCAP1982_LOCUS5417|CAD6996737.1|CCAP	LOC117142637|XP_033163267.1|DMAU
OG0005251	CCAP1982_LOCUS5703|CAD6997049.1|CCAP	LOC117142872|XP_033163034.1|DMAU
OG0005252	CCAP1982_LOCUS5823|CAD6997182.1|CCAP	LOC117135194|XP_033151155.1|DMAU
OG0005253	CCAP1982_LOCUS8329|CAD6999815.1|CCAP	LOC117150854|XP_033173836.1|DMAU
OG0005254	CCAP1982_LOCUS6112|CAD6997470.1|CCAP	LOC117150468|XP_033173255.1|DMAU
OG0005255	CCAP1982_LOCUS6111|CAD6997469.1|CCAP	LOC117146089|XP_033167940.1|DMAU
OG0005256	CCAP1982_LOCUS5887|CAD6997254.1|CCAP	LOC117135627|XP_033151889.1|DMAU
OG0005257	CCAP1982_LOCUS5518|CAD6996842.1|CCAP	LOC117149758|XP_033172710.1|DMAU
OG0005259	CCAP1982_LOCUS6562|CAD6997945.1|CCAP	LOC117137884|XP_033155509.1|DMAU
OG0005260	CCAP1982_LOCUS6561|CAD6997944.1|CCAP	LOC117137910|XP_033155549.1|DMAU
OG0005261	CCAP1982_LOCUS3341|CAD6994603.1|CCAP	LOC117145843|XP_033167582.1|DMAU
OG0005262	CCAP1982_LOCUS7352|CAD6998798.1|CCAP	LOC117137210|XP_033154460.1|DMAU
OG0005263	CCAP1982_LOCUS5535|CAD6996859.1|CCAP	LOC117150275|XP_033172975.1|DMAU
OG0005264	CCAP1982_LOCUS3028|CAD6994267.1|CCAP	LOC117144742|XP_033165986.1|DMAU
OG0005265	CCAP1982_LOCUS7862|CAD6999335.1|CCAP	LOC117136383|XP_033153208.1|DMAU
OG0005266	CCAP1982_LOCUS6217|CAD6997578.1|CCAP	LOC117135241|XP_033151274.1|DMAU
OG0005267	CCAP1982_LOCUS8499|CAD6999993.1|CCAP	LOC117141052|XP_033160233.1|DMAU
OG0005268	CCAP1982_LOCUS8498|CAD6999992.1|CCAP	LOC117141046|XP_033160222.1|DMAU
OG0005269	CCAP1982_LOCUS8496|CAD6999990.1|CCAP	LOC117144434|XP_033165476.1|DMAU
OG0005271	CCAP1982_LOCUS5805|CAD6997162.1|CCAP	LOC117135247|XP_033151283.1|DMAU
OG0005272	CCAP1982_LOCUS5806|CAD6997163.1|CCAP	LOC117135249|XP_033151284.1|DMAU
OG0005273	CCAP1982_LOCUS5812|CAD6997169.1|CCAP	LOC117139655|XP_033158049.1|DMAU
OG0005274	CCAP1982_LOCUS5648|CAD6996986.1|CCAP	LOC117139643|XP_033157997.1|DMAU
OG0005275	CCAP1982_LOCUS5621|CAD6996953.1|CCAP	LOC117136160|XP_033152778.1|DMAU
OG0005276	CCAP1982_LOCUS8750|CAD7000260.1|CCAP	LOC117150987|XP_033174080.1|DMAU
OG0005277	CCAP1982_LOCUS8739|CAD7000247.1|CCAP	LOC117150981|XP_033174064.1|DMAU
OG0005279	CCAP1982_LOCUS6232|CAD6997593.1|CCAP	LOC117135159|XP_033151110.1|DMAU
OG0005280	CCAP1982_LOCUS7879|CAD6999352.1|CCAP	LOC117148850|XP_033172441.1|DMAU
OG0005281	CCAP1982_LOCUS8936|CAD7000459.1|CCAP	LOC117146239|XP_033168042.1|DMAU
OG0005282	CCAP1982_LOCUS573|CAD6991659.1|CCAP	LOC117145715|XP_033167352.1|DMAU
OG0005283	CCAP1982_LOCUS21460|CAD7013395.1|CCAP	LOC117142972|XP_033163211.1|DMAU
OG0005284	CCAP1982_LOCUS5666|CAD6997005.1|CCAP	LOC117150371|XP_033173124.1|DMAU
OG0005285	CCAP1982_LOCUS7866|CAD6999339.1|CCAP	LOC117138601|XP_033156681.1|DMAU
OG0005286	CCAP1982_LOCUS7035|CAD6998435.1|CCAP	LOC117135953|XP_033152438.1|DMAU
OG0005287	CCAP1982_LOCUS7037|CAD6998437.1|CCAP	LOC117146865|XP_033169346.1|DMAU
OG0005288	CCAP1982_LOCUS8851|CAD7000371.1|CCAP	LOC117135304|XP_033151383.1|DMAU
OG0005289	CCAP1982_LOCUS5620|CAD6996952.1|CCAP	LOC117136223|XP_033152889.1|DMAU
OG0005290	CCAP1982_LOCUS651|CAD6991739.1|CCAP	LOC117143931|XP_033164739.1|DMAU
OG0005291	CCAP1982_LOCUS6537|CAD6997919.1|CCAP	LOC117144268|XP_033165299.1|DMAU
OG0005292	CCAP1982_LOCUS6539|CAD6997921.1|CCAP	LOC117136257|XP_033152965.1|DMAU
OG0005293	CCAP1982_LOCUS5353|CAD6996669.1|CCAP	LOC117143575|XP_033164215.1|DMAU
OG0005294	CCAP1982_LOCUS7803|CAD6999274.1|CCAP	LOC117142921|XP_033163113.1|DMAU
OG0005295	CCAP1982_LOCUS6535|CAD6997917.1|CCAP, CCAP1982_LOCUS6536|CAD6997918.1|CCAP	LOC117143766|XP_033165172.1|DMAU
OG0005296	CCAP1982_LOCUS4538|CAD6995836.1|CCAP, CCAP1982_LOCUS4537|CAD6995835.1|CCAP	LOC117145433|XP_033166971.1|DMAU
OG0005297	CCAP1982_LOCUS9120|CAD7000646.1|CCAP	LOC117135119|XP_033151028.1|DMAU
OG0005298	CCAP1982_LOCUS7722|CAD6999186.1|CCAP	LOC117151073|XP_033174208.1|DMAU
OG0005299	CCAP1982_LOCUS2494|CAD6993688.1|CCAP	LOC117142304|XP_033162082.1|DMAU
OG0005301	CCAP1982_LOCUS5707|CAD6997053.1|CCAP	LOC117135301|XP_033151369.1|DMAU
OG0005302	CCAP1982_LOCUS21449|CAD7013384.1|CCAP	LOC117136264|XP_033152974.1|DMAU
OG0005303	CCAP1982_LOCUS8117|CAD6999594.1|CCAP	LOC117148200|XP_033171375.1|DMAU
OG0005304	CCAP1982_LOCUS9053|CAD7000579.1|CCAP	LOC117150246|XP_033172934.1|DMAU
OG0005305	CCAP1982_LOCUS21720|CAD7013678.1|CCAP	LOC117137167|XP_033154371.1|DMAU
OG0005306	CCAP1982_LOCUS7897|CAD6999370.1|CCAP	LOC117135117|XP_033151025.1|DMAU
OG0005307	CCAP1982_LOCUS7074|CAD6998480.1|CCAP	LOC117142117|XP_033161907.1|DMAU
OG0005308	CCAP1982_LOCUS7069|CAD6998474.1|CCAP	LOC117145614|XP_033167260.1|DMAU
OG0005310	CCAP1982_LOCUS8824|CAD7000341.1|CCAP	LOC117138047|XP_033155756.1|DMAU
OG0005311	CCAP1982_LOCUS8254|CAD6999728.1|CCAP	LOC117135129|XP_033151050.1|DMAU
OG0005312	CCAP1982_LOCUS8445|CAD6999934.1|CCAP	LOC117150260|XP_033172955.1|DMAU
OG0005313	CCAP1982_LOCUS5701|CAD6997044.1|CCAP	LOC117138558|XP_033156612.1|DMAU
OG0005314	CCAP1982_LOCUS8033|CAD6999508.1|CCAP	LOC117138698|XP_033156852.1|DMAU
OG0005315	CCAP1982_LOCUS8014|CAD6999490.1|CCAP	LOC117139810|XP_033158333.1|DMAU
OG0005316	CCAP1982_LOCUS21719|CAD7013677.1|CCAP	LOC117137171|XP_033154375.1|DMAU
OG0005317	CCAP1982_LOCUS7888|CAD6999361.1|CCAP	LOC117136941|XP_033153983.1|DMAU
OG0005318	CCAP1982_LOCUS5575|CAD6996902.1|CCAP	LOC117136142|XP_033152743.1|DMAU
OG0005319	CCAP1982_LOCUS5351|CAD6996667.1|CCAP	LOC117139721|XP_033158140.1|DMAU
OG0005321	CCAP1982_LOCUS7428|CAD6998881.1|CCAP	LOC117148374|XP_033171661.1|DMAU
OG0005322	CCAP1982_LOCUS7811|CAD6999282.1|CCAP	LOC117138884|XP_033156865.1|DMAU
OG0005324	CCAP1982_LOCUS7732|CAD6999196.1|CCAP	LOC117151075|XP_033174210.1|DMAU
OG0005325	CCAP1982_LOCUS20862|CAD7012758.1|CCAP	LOC117147684|XP_033170559.1|DMAU
OG0005326	CCAP1982_LOCUS7735|CAD6999201.1|CCAP	LOC117151077|XP_033174212.1|DMAU
OG0005327	CCAP1982_LOCUS5383|CAD6996699.1|CCAP	LOC117150419|XP_033173179.1|DMAU
OG0005328	CCAP1982_LOCUS13036|CAD7004641.1|CCAP	LOC117144185|XP_033165123.1|DMAU
OG0005329	CCAP1982_LOCUS13268|CAD7004884.1|CCAP, CCAP1982_LOCUS13258|CAD7004873.1|CCAP	LOC117141545|XP_033160940.1|DMAU
OG0005330	CCAP1982_LOCUS13269|CAD7004885.1|CCAP, CCAP1982_LOCUS13259|CAD7004874.1|CCAP	LOC117141544|XP_033160939.1|DMAU
OG0005331	CCAP1982_LOCUS8500|CAD6999994.1|CCAP	LOC117150148|XP_033172845.1|DMAU
OG0005332	CCAP1982_LOCUS8582|CAD7000084.1|CCAP	LOC117143119|XP_033163501.1|DMAU
OG0005333	CCAP1982_LOCUS7307|CAD6998753.1|CCAP	LOC117150451|XP_033173229.1|DMAU
OG0005334	CCAP1982_LOCUS6473|CAD6997849.1|CCAP	LOC117150573|XP_033173416.1|DMAU
OG0005335	CCAP1982_LOCUS19438|CAD7011333.1|CCAP	LOC117138139|XP_033155904.1|DMAU
OG0005336	CCAP1982_LOCUS20286|CAD7012185.1|CCAP	LOC117138260|XP_033156114.1|DMAU
OG0005337	CCAP1982_LOCUS20639|CAD7012554.1|CCAP	LOC117135588|XP_033151813.1|DMAU
OG0005338	CCAP1982_LOCUS5404|CAD6996724.1|CCAP	LOC117150023|XP_033172790.1|DMAU
OG0005339	CCAP1982_LOCUS6086|CAD6997440.1|CCAP	LOC117150333|XP_033173071.1|DMAU
OG0005341	CCAP1982_LOCUS19989|CAD7011877.1|CCAP	LOC117136739|XP_033153662.1|DMAU
OG0005342	CCAP1982_LOCUS6782|CAD6998166.1|CCAP	LOC117146478|XP_033168612.1|DMAU
OG0005343	CCAP1982_LOCUS21680|CAD7013632.1|CCAP	LOC117137346|XP_033154633.1|DMAU
OG0005345	CCAP1982_LOCUS5454|CAD6996779.1|CCAP	LOC117150861|XP_033173849.1|DMAU
OG0005346	CCAP1982_LOCUS14963|CAD7006660.1|CCAP	LOC117150588|XP_033173435.1|DMAU
OG0005347	CCAP1982_LOCUS7002|CAD6998402.1|CCAP	LOC117141391|XP_033160701.1|DMAU
OG0005348	CCAP1982_LOCUS6474|CAD6997850.1|CCAP	LOC117135220|XP_033151220.1|DMAU
OG0005349	CCAP1982_LOCUS6478|CAD6997854.1|CCAP	LOC117138761|XP_033156856.1|DMAU
OG0005350	CCAP1982_LOCUS5657|CAD6996996.1|CCAP	LOC117150613|XP_033173470.1|DMAU
OG0005351	CCAP1982_LOCUS8070|CAD6999550.1|CCAP	LOC117141306|XP_033160582.1|DMAU
OG0005352	CCAP1982_LOCUS11665|CAD7003205.1|CCAP	LOC117150646|XP_033173514.1|DMAU
OG0005353	CCAP1982_LOCUS21018|CAD7012919.1|CCAP	LOC117138353|XP_033156290.1|DMAU
OG0005354	CCAP1982_LOCUS5973|CAD6997340.1|CCAP	LOC117135272|XP_033151325.1|DMAU
OG0005355	CCAP1982_LOCUS8020|CAD6999496.1|CCAP	LOC117135341|XP_033151431.1|DMAU
OG0005356	CCAP1982_LOCUS8022|CAD6999498.1|CCAP	LOC117138002|XP_033155694.1|DMAU
OG0005357	CCAP1982_LOCUS6775|CAD6998159.1|CCAP	LOC117139369|XP_033157512.1|DMAU
OG0005359	CCAP1982_LOCUS20507|CAD7012423.1|CCAP	LOC117135539|XP_033151709.1|DMAU
OG0005360	CCAP1982_LOCUS13493|CAD7005131.1|CCAP	LOC117139073|XP_033157074.1|DMAU
OG0005361	CCAP1982_LOCUS7909|CAD6999383.1|CCAP	LOC117139790|XP_033158298.1|DMAU
OG0005362	CCAP1982_LOCUS5553|CAD6996880.1|CCAP	LOC117135504|XP_033151629.1|DMAU
OG0005363	CCAP1982_LOCUS7758|CAD6999224.1|CCAP	LOC117148817|XP_033172357.1|DMAU
OG0005364	CCAP1982_LOCUS23330|CAD7015386.1|CCAP	LOC117137231|XP_033154480.1|DMAU
OG0005365	CCAP1982_LOCUS5659|CAD6996998.1|CCAP	LOC117143037|XP_033163325.1|DMAU
OG0005366	CCAP1982_LOCUS5661|CAD6997000.1|CCAP	LOC117143158|XP_033163559.1|DMAU
OG0005367	CCAP1982_LOCUS5642|CAD6996977.1|CCAP	LOC117143101|XP_033163476.1|DMAU
OG0005368	CCAP1982_LOCUS1327|CAD6992473.1|CCAP	LOC117144504|XP_033165584.1|DMAU
OG0005369	CCAP1982_LOCUS7027|CAD6998427.1|CCAP	LOC117151069|XP_033174202.1|DMAU
OG0005370	CCAP1982_LOCUS7078|CAD6998485.1|CCAP	LOC117149505|XP_033172686.1|DMAU
OG0005371	CCAP1982_LOCUS7077|CAD6998483.1|CCAP	LOC117150714|XP_033173620.1|DMAU
OG0005372	CCAP1982_LOCUS1733|CAD6992898.1|CCAP	LOC117146054|XP_033167884.1|DMAU
OG0005373	CCAP1982_LOCUS5567|CAD6996894.1|CCAP	LOC117137692|XP_033155190.1|DMAU
OG0005374	CCAP1982_LOCUS7901|CAD6999374.1|CCAP	LOC117150252|XP_033172943.1|DMAU
OG0005375	CCAP1982_LOCUS7900|CAD6999373.1|CCAP	LOC117150251|XP_033172942.1|DMAU
OG0005376	CCAP1982_LOCUS8162|CAD6999630.1|CCAP	LOC117138793|XP_033156859.1|DMAU
OG0005377	CCAP1982_LOCUS14730|CAD7006410.1|CCAP	LOC117142113|XP_033161899.1|DMAU
OG0005378	CCAP1982_LOCUS8905|CAD7000429.1|CCAP	LOC117148781|XP_033172316.1|DMAU
OG0005379	CCAP1982_LOCUS6978|CAD6998378.1|CCAP	LOC117150349|XP_033173095.1|DMAU
OG0005380	CCAP1982_LOCUS8888|CAD7000412.1|CCAP	LOC117148033|XP_033171101.1|DMAU
OG0005381	CCAP1982_LOCUS7611|CAD6999065.1|CCAP	LOC117151096|XP_033174236.1|DMAU
OG0005382	CCAP1982_LOCUS7990|CAD6999466.1|CCAP, CCAP1982_LOCUS7993|CAD6999469.1|CCAP	LOC117135215|XP_033151209.1|DMAU
OG0005383	CCAP1982_LOCUS12896|CAD7004496.1|CCAP	LOC117141086|XP_033160293.1|DMAU
OG0005385	CCAP1982_LOCUS20897|CAD7012796.1|CCAP	LOC117138387|XP_033156350.1|DMAU
OG0005386	CCAP1982_LOCUS21548|CAD7013486.1|CCAP	LOC117137784|XP_033155299.1|DMAU
OG0005387	CCAP1982_LOCUS3748|CAD6995017.1|CCAP	LOC117146096|XP_033167959.1|DMAU
OG0005388	CCAP1982_LOCUS6864|CAD6998255.1|CCAP	LOC117140193|XP_033158869.1|DMAU
OG0005389	CCAP1982_LOCUS6809|CAD6998193.1|CCAP	LOC117139775|XP_033158315.1|DMAU
OG0005390	CCAP1982_LOCUS8462|CAD6999955.1|CCAP	LOC117150757|XP_033173685.1|DMAU
OG0005391	CCAP1982_LOCUS8464|CAD6999957.1|CCAP	LOC117150759|XP_033173687.1|DMAU
OG0005392	CCAP1982_LOCUS7046|CAD6998448.1|CCAP	LOC117147014|XP_033169593.1|DMAU
OG0005393	CCAP1982_LOCUS3990|CAD6995269.1|CCAP	LOC117145427|XP_033166965.1|DMAU
OG0005394	CCAP1982_LOCUS9164|CAD7000690.1|CCAP	LOC117137178|XP_033154396.1|DMAU
OG0005395	CCAP1982_LOCUS8678|CAD7000185.1|CCAP	LOC117150867|XP_033173877.1|DMAU
OG0005396	CCAP1982_LOCUS6950|CAD6998349.1|CCAP	LOC117151056|XP_033174166.1|DMAU
OG0005397	CCAP1982_LOCUS6952|CAD6998351.1|CCAP	LOC117150386|XP_033173139.1|DMAU
OG0005398	CCAP1982_LOCUS5046|CAD6996367.1|CCAP	LOC117142254|XP_033162004.1|DMAU
OG0005399	CCAP1982_LOCUS22132|CAD7014126.1|CCAP	LOC117137092|XP_033154265.1|DMAU
OG0005401	CCAP1982_LOCUS8819|CAD7000336.1|CCAP	LOC117144219|XP_033165168.1|DMAU
OG0005402	CCAP1982_LOCUS8820|CAD7000337.1|CCAP	LOC117144251|XP_033165224.1|DMAU
OG0005403	CCAP1982_LOCUS8823|CAD7000340.1|CCAP	LOC117138030|XP_033155733.1|DMAU
OG0005404	CCAP1982_LOCUS8822|CAD7000339.1|CCAP	LOC117138039|XP_033155745.1|DMAU
OG0005405	CCAP1982_LOCUS23138|CAD7015187.1|CCAP	LOC117135966|XP_033152459.1|DMAU
OG0005406	CCAP1982_LOCUS22365|CAD7014368.1|CCAP	LOC117136968|XP_033154028.1|DMAU
OG0005407	CCAP1982_LOCUS22687|CAD7014705.1|CCAP	LOC117135430|XP_033151483.1|DMAU
OG0005408	CCAP1982_LOCUS8272|CAD6999749.1|CCAP	LOC117139309|XP_033157447.1|DMAU
OG0005409	CCAP1982_LOCUS8121|CAD6999598.1|CCAP	LOC117150220|XP_033172907.1|DMAU
OG0005411	CCAP1982_LOCUS21262|CAD7013191.1|CCAP	LOC117137129|XP_033154319.1|DMAU
OG0005412	CCAP1982_LOCUS21257|CAD7013186.1|CCAP	LOC117135793|XP_033152177.1|DMAU
OG0005413	CCAP1982_LOCUS23120|CAD7015167.1|CCAP	LOC117138283|XP_033156145.1|DMAU
OG0005416	CCAP1982_LOCUS21690|CAD7013646.1|CCAP	LOC117137063|XP_033154167.1|DMAU
OG0005417	CCAP1982_LOCUS7662|CAD6999118.1|CCAP	LOC117150961|XP_033174031.1|DMAU
OG0005418	CCAP1982_LOCUS7668|CAD6999124.1|CCAP	LOC117143073|XP_033163434.1|DMAU
OG0005419	CCAP1982_LOCUS5649|CAD6996987.1|CCAP	LOC117145878|XP_033167597.1|DMAU
OG0005420	CCAP1982_LOCUS6503|CAD6997884.1|CCAP	LOC117150478|XP_033173268.1|DMAU
OG0005421	CCAP1982_LOCUS8431|CAD6999920.1|CCAP	LOC117150549|XP_033173372.1|DMAU
OG0005423	CCAP1982_LOCUS5752|CAD6997100.1|CCAP	LOC117145137|XP_033166591.1|DMAU
OG0005424	CCAP1982_LOCUS22079|CAD7014071.1|CCAP	LOC117138536|XP_033156565.1|DMAU
OG0005426	CCAP1982_LOCUS7102|CAD6998514.1|CCAP	LOC117136405|XP_033153192.1|DMAU
OG0005428	CCAP1982_LOCUS8973|CAD7000495.1|CCAP	LOC117150895|XP_033173923.1|DMAU
OG0005429	CCAP1982_LOCUS6509|CAD6997890.1|CCAP	LOC117150243|XP_033172930.1|DMAU
OG0005430	CCAP1982_LOCUS6508|CAD6997889.1|CCAP	LOC117150245|XP_033172932.1|DMAU
OG0005431	CCAP1982_LOCUS9057|CAD7000583.1|CCAP	LOC117142467|XP_033162368.1|DMAU
OG0005432	CCAP1982_LOCUS5447|CAD6996771.1|CCAP	LOC117146882|XP_033169371.1|DMAU
OG0005433	CCAP1982_LOCUS23193|CAD7015243.1|CCAP	LOC117137838|XP_033155421.1|DMAU
OG0005434	CCAP1982_LOCUS6158|CAD6997519.1|CCAP	LOC117135237|XP_033151266.1|DMAU
OG0005435	CCAP1982_LOCUS5442|CAD6996764.1|CCAP	LOC117145106|XP_033166516.1|DMAU
OG0005436	CCAP1982_LOCUS5443|CAD6996765.1|CCAP	LOC117138194|XP_033156038.1|DMAU
OG0005437	CCAP1982_LOCUS4214|CAD6995501.1|CCAP	LOC117145051|XP_033166449.1|DMAU
OG0005438	CCAP1982_LOCUS8683|CAD7000190.1|CCAP	LOC117135968|XP_033152468.1|DMAU
OG0005440	CCAP1982_LOCUS8728|CAD7000236.1|CCAP	LOC117150977|XP_033174050.1|DMAU
OG0005441	CCAP1982_LOCUS6754|CAD6998143.1|CCAP	LOC117139939|XP_033158518.1|DMAU
OG0005442	CCAP1982_LOCUS8810|CAD7000327.1|CCAP	LOC117150296|XP_033173009.1|DMAU
OG0005443	CCAP1982_LOCUS5728|CAD6997076.1|CCAP	LOC117145486|XP_033167057.1|DMAU
OG0005444	CCAP1982_LOCUS7383|CAD6998834.1|CCAP	LOC117150924|XP_033173977.1|DMAU
OG0005445	CCAP1982_LOCUS7933|CAD6999407.1|CCAP	LOC117140505|XP_033159379.1|DMAU
OG0005447	CCAP1982_LOCUS7846|CAD6999319.1|CCAP	LOC117135209|XP_033151188.1|DMAU
OG0005448	CCAP1982_LOCUS21365|CAD7013294.1|CCAP	LOC117138419|XP_033156408.1|DMAU
OG0005450	CCAP1982_LOCUS7008|CAD6998408.1|CCAP	LOC117144276|XP_033165270.1|DMAU
OG0005451	CCAP1982_LOCUS7620|CAD6999074.1|CCAP	LOC117139667|XP_033158034.1|DMAU
OG0005452	CCAP1982_LOCUS7156|CAD6998577.1|CCAP	LOC117135428|XP_033151479.1|DMAU
OG0005453	CCAP1982_LOCUS250|CAD6991321.1|CCAP	LOC117143389|XP_033163962.1|DMAU
OG0005454	CCAP1982_LOCUS8338|CAD6999827.1|CCAP	LOC117135181|XP_033151138.1|DMAU
OG0005455	CCAP1982_LOCUS22813|CAD7014846.1|CCAP	LOC117136337|XP_033153088.1|DMAU
OG0005456	CCAP1982_LOCUS5827|CAD6997187.1|CCAP, CCAP1982_LOCUS5826|CAD6997186.1|CCAP	LOC117142483|XP_033162402.1|DMAU
OG0005457	CCAP1982_LOCUS5832|CAD6997192.1|CCAP	LOC117150205|XP_033172890.1|DMAU
OG0005458	CCAP1982_LOCUS8565|CAD7000062.1|CCAP	LOC117144979|XP_033166340.1|DMAU
OG0005459	CCAP1982_LOCUS7844|CAD6999317.1|CCAP, CCAP1982_LOCUS7845|CAD6999318.1|CCAP	LOC117139079|XP_033157088.1|DMAU
OG0005460	CCAP1982_LOCUS8484|CAD6999979.1|CCAP	LOC117140174|XP_033158845.1|DMAU
OG0005461	CCAP1982_LOCUS5846|CAD6997208.1|CCAP	LOC117135229|XP_033151239.1|DMAU
OG0005462	CCAP1982_LOCUS5848|CAD6997210.1|CCAP	LOC117135230|XP_033151240.1|DMAU
OG0005463	CCAP1982_LOCUS13791|CAD7005430.1|CCAP	LOC117141814|XP_033161358.1|DMAU
OG0005464	CCAP1982_LOCUS5843|CAD6997205.1|CCAP	LOC117150587|XP_033173433.1|DMAU
OG0005465	CCAP1982_LOCUS5833|CAD6997193.1|CCAP	LOC117135218|XP_033151216.1|DMAU
OG0005466	CCAP1982_LOCUS5831|CAD6997191.1|CCAP	LOC117148388|XP_033171645.1|DMAU
OG0005467	CCAP1982_LOCUS775|CAD6991884.1|CCAP	LOC117142680|XP_033162709.1|DMAU
OG0005468	CCAP1982_LOCUS8598|CAD7000100.1|CCAP, CCAP1982_LOCUS8602|CAD7000104.1|CCAP	LOC117151066|XP_033174198.1|DMAU
OG0005469	CCAP1982_LOCUS5526|CAD6996850.1|CCAP	LOC117149350|XP_033172660.1|DMAU
OG0005470	CCAP1982_LOCUS5524|CAD6996848.1|CCAP	LOC117150820|XP_033173773.1|DMAU
OG0005471	CCAP1982_LOCUS8604|CAD7000106.1|CCAP	LOC117138658|XP_033156785.1|DMAU
OG0005472	CCAP1982_LOCUS8605|CAD7000110.1|CCAP	LOC117139200|XP_033157307.1|DMAU
OG0005473	CCAP1982_LOCUS8028|CAD6999504.1|CCAP	LOC117143828|XP_033164568.1|DMAU
OG0005474	CCAP1982_LOCUS8512|CAD7000007.1|CCAP	LOC117144692|XP_033165910.1|DMAU
OG0005475	CCAP1982_LOCUS8513|CAD7000008.1|CCAP	LOC117144682|XP_033165899.1|DMAU
OG0005476	CCAP1982_LOCUS22700|CAD7014721.1|CCAP	LOC117138277|XP_033156136.1|DMAU
OG0005477	CCAP1982_LOCUS11778|CAD7003317.1|CCAP	LOC117141794|XP_033161326.1|DMAU
OG0005478	CCAP1982_LOCUS9156|CAD7000682.1|CCAP	LOC117142711|XP_033162765.1|DMAU
OG0005479	CCAP1982_LOCUS9157|CAD7000683.1|CCAP	LOC117142702|XP_033162753.1|DMAU
OG0005480	CCAP1982_LOCUS9158|CAD7000684.1|CCAP	LOC117142721|XP_033162778.1|DMAU
OG0005481	CCAP1982_LOCUS9152|CAD7000678.1|CCAP	LOC117139168|XP_033157223.1|DMAU
OG0005482	CCAP1982_LOCUS9150|CAD7000676.1|CCAP	LOC117149239|XP_033172650.1|DMAU
OG0005483	CCAP1982_LOCUS4912|CAD6996225.1|CCAP	LOC117143578|XP_033164216.1|DMAU
OG0005485	CCAP1982_LOCUS22512|CAD7014511.1|CCAP	LOC117137453|XP_033154784.1|DMAU
