Orthogroup	CCAP.longest_only	DEUG.longest_only
OG0004424	CCAP1982_LOCUS19754|CAD7011668.1|CCAP	LOC108107446|XP_017070477.1|DEUG
OG0004425	CCAP1982_LOCUS13686|CAD7005326.1|CCAP	LOC108114364|XP_017080803.1|DEUG
OG0004426	CCAP1982_LOCUS14037|CAD7005685.1|CCAP	LOC108114469|XP_017080965.1|DEUG
OG0004427	CCAP1982_LOCUS14259|CAD7005921.1|CCAP	LOC108117352|XP_017085216.1|DEUG
OG0004428	CCAP1982_LOCUS1200|CAD6992336.1|CCAP	LOC108116913|XP_017084528.1|DEUG
OG0004429	CCAP1982_LOCUS8599|CAD7000101.1|CCAP	LOC108115559|XP_017082555.1|DEUG
OG0004430	CCAP1982_LOCUS14673|CAD7006351.1|CCAP	LOC108106012|XP_017068347.1|DEUG
OG0004431	CCAP1982_LOCUS3017|CAD6994256.1|CCAP	LOC108109512|XP_017073552.1|DEUG
OG0004432	CCAP1982_LOCUS3016|CAD6994255.1|CCAP	LOC108109511|XP_017073551.1|DEUG
OG0004433	CCAP1982_LOCUS13534|CAD7005174.1|CCAP	LOC108108810|XP_017072483.1|DEUG
OG0004434	CCAP1982_LOCUS20304|CAD7012203.1|CCAP	LOC108111948|XP_017077118.1|DEUG
OG0004435	CCAP1982_LOCUS19428|CAD7011323.1|CCAP	LOC108109289|XP_017073271.1|DEUG
OG0004436	CCAP1982_LOCUS21153|CAD7013075.1|CCAP, CCAP1982_LOCUS21152|CAD7013074.1|CCAP	LOC108106439|XP_017068961.1|DEUG
OG0004437	CCAP1982_LOCUS21158|CAD7013081.1|CCAP	LOC108107487|XP_017070522.1|DEUG
OG0004438	CCAP1982_LOCUS20396|CAD7012300.1|CCAP	LOC108106456|XP_017069011.1|DEUG
OG0004439	CCAP1982_LOCUS20273|CAD7012171.1|CCAP, CCAP1982_LOCUS20274|CAD7012172.1|CCAP	LOC108106471|XP_017069033.1|DEUG
OG0004440	CCAP1982_LOCUS23019|CAD7015063.1|CCAP	LOC108112686|XP_017078367.1|DEUG
OG0004442	CCAP1982_LOCUS10050|CAD7001556.1|CCAP	LOC108112972|XP_017078865.1|DEUG
OG0004443	CCAP1982_LOCUS13307|CAD7004924.1|CCAP	LOC108107734|XP_017070872.1|DEUG
OG0004444	CCAP1982_LOCUS19916|CAD7011806.1|CCAP	LOC108112598|XP_017078141.1|DEUG
OG0004445	CCAP1982_LOCUS20499|CAD7012413.1|CCAP	LOC108107477|XP_017070512.1|DEUG
OG0004446	CCAP1982_LOCUS3652|CAD6994918.1|CCAP	LOC108104233|XP_017065673.1|DEUG
OG0004447	CCAP1982_LOCUS14437|CAD7006105.1|CCAP	LOC108116591|XP_017084026.1|DEUG
OG0004449	CCAP1982_LOCUS14678|CAD7006356.1|CCAP	LOC108118211|XP_017086267.1|DEUG
OG0004450	CCAP1982_LOCUS20032|CAD7011920.1|CCAP	LOC108106374|XP_017068854.1|DEUG
OG0004451	CCAP1982_LOCUS20147|CAD7012045.1|CCAP	LOC108106370|XP_017068843.1|DEUG
OG0004452	CCAP1982_LOCUS20150|CAD7012048.1|CCAP	LOC108109295|XP_017073277.1|DEUG
OG0004453	CCAP1982_LOCUS19680|CAD7011591.1|CCAP	LOC108113014|XP_017078924.1|DEUG
OG0004454	CCAP1982_LOCUS5157|CAD6996488.1|CCAP	LOC108111720|XP_017076760.1|DEUG
OG0004457	CCAP1982_LOCUS13442|CAD7005078.1|CCAP	LOC108114009|XP_017080245.1|DEUG
OG0004458	CCAP1982_LOCUS14001|CAD7005643.1|CCAP, CCAP1982_LOCUS14004|CAD7005646.1|CCAP	LOC108114371|XP_017080811.1|DEUG
OG0004459	CCAP1982_LOCUS13690|CAD7005330.1|CCAP	LOC108107884|XP_017071159.1|DEUG
OG0004460	CCAP1982_LOCUS12030|CAD7003581.1|CCAP	LOC108108520|XP_017072081.1|DEUG
OG0004461	CCAP1982_LOCUS13905|CAD7005545.1|CCAP	LOC108118201|XP_017086251.1|DEUG
OG0004462	CCAP1982_LOCUS13571|CAD7005211.1|CCAP	LOC108108560|XP_017072132.1|DEUG
OG0004463	CCAP1982_LOCUS13756|CAD7005396.1|CCAP	LOC108116776|XP_017084297.1|DEUG
OG0004465	CCAP1982_LOCUS1606|CAD6992765.1|CCAP	LOC108108584|XP_017072168.1|DEUG
OG0004466	CCAP1982_LOCUS14570|CAD7006244.1|CCAP	LOC108108653|XP_017072245.1|DEUG
OG0004467	CCAP1982_LOCUS13984|CAD7005626.1|CCAP	LOC108114099|XP_017080346.1|DEUG
OG0004468	CCAP1982_LOCUS13983|CAD7005625.1|CCAP	LOC108113964|XP_017080167.1|DEUG
OG0004469	CCAP1982_LOCUS13398|CAD7005026.1|CCAP	LOC108118241|XP_017086314.1|DEUG
OG0004470	CCAP1982_LOCUS8253|CAD6999727.1|CCAP	LOC108105685|XP_017067884.1|DEUG
OG0004471	CCAP1982_LOCUS3738|CAD6995007.1|CCAP	LOC108115593|XP_017082595.1|DEUG
OG0004472	CCAP1982_LOCUS20359|CAD7012263.1|CCAP	LOC108104834|XP_017066626.1|DEUG
OG0004473	CCAP1982_LOCUS21035|CAD7012939.1|CCAP	LOC108106803|XP_017069537.1|DEUG
OG0004474	CCAP1982_LOCUS21033|CAD7012937.1|CCAP	LOC108106691|XP_017069413.1|DEUG
OG0004475	CCAP1982_LOCUS19402|CAD7011295.1|CCAP	LOC108116987|XP_017084641.1|DEUG
OG0004477	CCAP1982_LOCUS20802|CAD7012695.1|CCAP	LOC108108997|XP_017072752.1|DEUG
OG0004478	CCAP1982_LOCUS19606|CAD7011516.1|CCAP	LOC108106747|XP_017069474.1|DEUG
OG0004479	CCAP1982_LOCUS20506|CAD7012422.1|CCAP	LOC108107252|XP_017070170.1|DEUG
OG0004481	CCAP1982_LOCUS7208|CAD6998637.1|CCAP	LOC108113105|XP_017079069.1|DEUG
OG0004482	CCAP1982_LOCUS1748|CAD6992915.1|CCAP, CCAP1982_LOCUS1747|CAD6992914.1|CCAP	LOC108113506|XP_017079585.1|DEUG
OG0004483	CCAP1982_LOCUS20502|CAD7012416.1|CCAP	LOC108107355|XP_017070343.1|DEUG
OG0004484	CCAP1982_LOCUS4678|CAD6995967.1|CCAP	LOC108109617|XP_017073671.1|DEUG, LOC108113197|XP_017079217.1|DEUG, LOC108103004|XP_017063815.1|DEUG
OG0004487	CCAP1982_LOCUS11505|CAD7003042.1|CCAP	LOC108114410|XP_017080874.1|DEUG
OG0004488	CCAP1982_LOCUS22292|CAD7014290.1|CCAP, CCAP1982_LOCUS22291|CAD7014289.1|CCAP	LOC108112606|XP_017078185.1|DEUG, LOC108112605|XP_017078184.1|DEUG
OG0004490	CCAP1982_LOCUS21583|CAD7013523.1|CCAP	LOC108112364|XP_017077683.1|DEUG, LOC108113307|XP_017079348.1|DEUG
OG0004491	CCAP1982_LOCUS6120|CAD6997478.1|CCAP, CCAP1982_LOCUS6124|CAD6997482.1|CCAP, CCAP1982_LOCUS6122|CAD6997480.1|CCAP, CCAP1982_LOCUS6123|CAD6997481.1|CCAP, CCAP1982_LOCUS6121|CAD6997479.1|CCAP	LOC108113410|XP_017079454.1|DEUG
OG0004492	CCAP1982_LOCUS13562|CAD7005202.1|CCAP	LOC108108744|XP_017072384.1|DEUG
OG0004494	CCAP1982_LOCUS282|CAD6991352.1|CCAP	LOC108109513|XP_017073553.1|DEUG
OG0004495	CCAP1982_LOCUS3895|CAD6995174.1|CCAP, CCAP1982_LOCUS3894|CAD6995173.1|CCAP, CCAP1982_LOCUS3896|CAD6995175.1|CCAP	LOC108109578|XP_017073644.1|DEUG
OG0004497	CCAP1982_LOCUS23058|CAD7015105.1|CCAP, CCAP1982_LOCUS23059|CAD7015106.1|CCAP	LOC108112252|XP_017077562.1|DEUG, LOC108112280|XP_017077591.1|DEUG
OG0004504	CCAP1982_LOCUS4126|CAD6995408.1|CCAP	LOC108118279|XP_017086364.1|DEUG
OG0004505	CCAP1982_LOCUS1442|CAD6992593.1|CCAP	LOC108111686|XP_017076720.1|DEUG
OG0004506	CCAP1982_LOCUS3919|CAD6995200.1|CCAP	LOC108116008|XP_017083175.1|DEUG
OG0004507	CCAP1982_LOCUS1261|CAD6992397.1|CCAP	LOC108113161|XP_017079168.1|DEUG
OG0004508	CCAP1982_LOCUS3637|CAD6994902.1|CCAP, CCAP1982_LOCUS3634|CAD6994899.1|CCAP	LOC108113622|XP_017079773.1|DEUG
OG0004511	CCAP1982_LOCUS2442|CAD6993632.1|CCAP	LOC108113738|XP_017079915.1|DEUG
OG0004512	CCAP1982_LOCUS9854|CAD7001356.1|CCAP	LOC108102341|XP_017062666.1|DEUG
OG0004513	CCAP1982_LOCUS9560|CAD7001088.1|CCAP	LOC108102364|XP_017062759.1|DEUG
OG0004514	CCAP1982_LOCUS10096|CAD7001602.1|CCAP	LOC108102355|XP_017062733.1|DEUG
OG0004519	CCAP1982_LOCUS36|CAD6991088.1|CCAP	LOC108116038|XP_017083224.1|DEUG
OG0004523	CCAP1982_LOCUS3346|CAD6994609.1|CCAP	LOC108109041|XP_017072831.1|DEUG
OG0004531	CCAP1982_LOCUS2148|CAD6993332.1|CCAP	LOC108115717|XP_017082778.1|DEUG
OG0004535	CCAP1982_LOCUS13345|CAD7004967.1|CCAP	LOC108114130|XP_017080392.1|DEUG
OG0004538	CCAP1982_LOCUS21889|CAD7013872.1|CCAP	LOC108109152|XP_017073055.1|DEUG
OG0004539	CCAP1982_LOCUS3115|CAD6994361.1|CCAP	LOC108117135|XP_017084879.1|DEUG
OG0004541	CCAP1982_LOCUS21023|CAD7012926.1|CCAP	LOC108112663|XP_017078286.1|DEUG
OG0004545	CCAP1982_LOCUS3186|CAD6994435.1|CCAP	LOC108115693|XP_017082751.1|DEUG
OG0004546	CCAP1982_LOCUS22253|CAD7014250.1|CCAP	LOC108111945|XP_017077114.1|DEUG
OG0004550	CCAP1982_LOCUS5352|CAD6996668.1|CCAP	LOC108117436|XP_017085343.1|DEUG
OG0004553	CCAP1982_LOCUS11235|CAD7002761.1|CCAP	LOC108109852|XP_017074102.1|DEUG
OG0004556	CCAP1982_LOCUS9255|CAD7000780.1|CCAP	LOC108106042|XP_017068383.1|DEUG
OG0004559	CCAP1982_LOCUS3867|CAD6995146.1|CCAP	LOC108116703|XP_017084209.1|DEUG
OG0004560	CCAP1982_LOCUS4128|CAD6995411.1|CCAP	LOC108114871|XP_017081518.1|DEUG
OG0004561	CCAP1982_LOCUS2043|CAD6993224.1|CCAP	LOC108105229|XP_017067185.1|DEUG
OG0004562	CCAP1982_LOCUS776|CAD6991885.1|CCAP	LOC108115732|XP_017082794.1|DEUG
OG0004563	CCAP1982_LOCUS4917|CAD6996232.1|CCAP	LOC108105558|XP_017067688.1|DEUG
OG0004564	CCAP1982_LOCUS102|CAD6991162.1|CCAP	LOC108117032|XP_017084690.1|DEUG
OG0004565	CCAP1982_LOCUS1797|CAD6992965.1|CCAP	LOC108116164|XP_017083388.1|DEUG
OG0004569	CCAP1982_LOCUS1664|CAD6992826.1|CCAP	LOC108114994|XP_017081720.1|DEUG
OG0004570	CCAP1982_LOCUS21554|CAD7013494.1|CCAP	LOC108112837|XP_017078633.1|DEUG
OG0004573	CCAP1982_LOCUS3394|CAD6994659.1|CCAP	LOC108116937|XP_017084572.1|DEUG
OG0004576	CCAP1982_LOCUS1658|CAD6992819.1|CCAP	LOC108109532|XP_017073585.1|DEUG
OG0004577	CCAP1982_LOCUS1199|CAD6992335.1|CCAP	LOC108116932|XP_017084566.1|DEUG
OG0004579	CCAP1982_LOCUS6923|CAD6998315.1|CCAP	LOC108110721|XP_017075382.1|DEUG
OG0004580	CCAP1982_LOCUS2352|CAD6993540.1|CCAP	LOC108116975|XP_017084624.1|DEUG
OG0004581	CCAP1982_LOCUS2223|CAD6993408.1|CCAP	LOC108105597|XP_017067760.1|DEUG
OG0004582	CCAP1982_LOCUS1771|CAD6992938.1|CCAP	LOC108113505|XP_017079583.1|DEUG
OG0004585	CCAP1982_LOCUS2137|CAD6993321.1|CCAP	LOC108111425|XP_017076373.1|DEUG
OG0004587	CCAP1982_LOCUS3339|CAD6994601.1|CCAP	LOC108108999|XP_017072758.1|DEUG, LOC108104207|XP_017065640.1|DEUG
OG0004588	CCAP1982_LOCUS3344|CAD6994606.1|CCAP	LOC108109073|XP_017072926.1|DEUG
OG0004590	CCAP1982_LOCUS3189|CAD6994438.1|CCAP	LOC108111387|XP_017076310.1|DEUG
OG0004591	CCAP1982_LOCUS3193|CAD6994442.1|CCAP	LOC108111411|XP_017076355.1|DEUG
OG0004598	CCAP1982_LOCUS12410|CAD7003988.1|CCAP	LOC108114222|XP_017080564.1|DEUG
OG0004599	CCAP1982_LOCUS11923|CAD7003470.1|CCAP	LOC108111086|XP_017075911.1|DEUG
OG0004606	CCAP1982_LOCUS91|CAD6991150.1|CCAP	LOC108117100|XP_017084800.1|DEUG
OG0004610	CCAP1982_LOCUS1859|CAD6993023.1|CCAP	LOC108111327|XP_017076226.1|DEUG
OG0004611	CCAP1982_LOCUS1128|CAD6992259.1|CCAP	LOC108111428|XP_017076377.1|DEUG
OG0004612	CCAP1982_LOCUS1129|CAD6992262.1|CCAP	LOC108111444|XP_017076402.1|DEUG, LOC108111426|XP_017076414.1|DEUG
OG0004613	CCAP1982_LOCUS2221|CAD6993406.1|CCAP	LOC108105600|XP_017067764.1|DEUG
OG0004617	CCAP1982_LOCUS8004|CAD6999480.1|CCAP	LOC108115492|XP_017082465.1|DEUG
OG0004618	CCAP1982_LOCUS31|CAD6991083.1|CCAP	LOC108115619|XP_017082653.1|DEUG
OG0004619	CCAP1982_LOCUS1835|CAD6993000.1|CCAP	LOC108109553|XP_017073613.1|DEUG
OG0004620	CCAP1982_LOCUS1046|CAD6992171.1|CCAP	LOC108117215|XP_017085029.1|DEUG
OG0004621	CCAP1982_LOCUS362|CAD6991436.1|CCAP	LOC108116492|XP_017083915.1|DEUG
OG0004622	CCAP1982_LOCUS1877|CAD6993045.1|CCAP	LOC108116952|XP_017084594.1|DEUG
OG0004623	CCAP1982_LOCUS1607|CAD6992766.1|CCAP	LOC108111376|XP_017076297.1|DEUG
OG0004627	CCAP1982_LOCUS12745|CAD7004326.1|CCAP	LOC108107907|XP_017071201.1|DEUG
OG0004629	CCAP1982_LOCUS1775|CAD6992942.1|CCAP	LOC108109241|XP_017073210.1|DEUG
OG0004630	CCAP1982_LOCUS2124|CAD6993307.1|CCAP	LOC108111427|XP_017076375.1|DEUG
OG0004631	CCAP1982_LOCUS2111|CAD6993296.1|CCAP	LOC108116911|XP_017084525.1|DEUG, LOC108116912|XP_017084526.1|DEUG
OG0004632	CCAP1982_LOCUS2110|CAD6993295.1|CCAP	LOC108116910|XP_017084523.1|DEUG
OG0004633	CCAP1982_LOCUS1609|CAD6992768.1|CCAP	LOC108111415|XP_017076361.1|DEUG
OG0004634	CCAP1982_LOCUS1610|CAD6992769.1|CCAP	LOC108116062|XP_017083262.1|DEUG
OG0004639	CCAP1982_LOCUS3414|CAD6994679.1|CCAP	LOC108115768|XP_017082826.1|DEUG
OG0004640	CCAP1982_LOCUS3419|CAD6994684.1|CCAP	LOC108115887|XP_017083019.1|DEUG
OG0004643	CCAP1982_LOCUS4249|CAD6995538.1|CCAP	LOC108109585|XP_017073651.1|DEUG
OG0004646	CCAP1982_LOCUS3651|CAD6994917.1|CCAP	LOC108104234|XP_017065674.1|DEUG
OG0004651	CCAP1982_LOCUS3048|CAD6994287.1|CCAP, CCAP1982_LOCUS3046|CAD6994285.1|CCAP	LOC108106361|XP_017068874.1|DEUG
OG0004652	CCAP1982_LOCUS2775|CAD6993993.1|CCAP	LOC108116023|XP_017083199.1|DEUG
OG0004653	CCAP1982_LOCUS14289|CAD7005951.1|CCAP	LOC108108792|XP_017072456.1|DEUG
OG0004654	CCAP1982_LOCUS6977|CAD6998377.1|CCAP	LOC108111024|XP_017075833.1|DEUG
OG0004655	CCAP1982_LOCUS3443|CAD6994710.1|CCAP	LOC108116630|XP_017084098.1|DEUG
OG0004657	CCAP1982_LOCUS68|CAD6991123.1|CCAP, CCAP1982_LOCUS67|CAD6991122.1|CCAP	LOC108110173|XP_017074585.1|DEUG
OG0004658	CCAP1982_LOCUS3655|CAD6994922.1|CCAP	LOC108117483|XP_017085444.1|DEUG
OG0004659	CCAP1982_LOCUS4005|CAD6995286.1|CCAP	LOC108108841|XP_017072538.1|DEUG
OG0004660	CCAP1982_LOCUS3701|CAD6994970.1|CCAP	LOC108115691|XP_017082749.1|DEUG
OG0004661	CCAP1982_LOCUS3041|CAD6994280.1|CCAP	LOC108107458|XP_017070527.1|DEUG
OG0004666	CCAP1982_LOCUS1731|CAD6992896.1|CCAP	LOC108110080|XP_017074462.1|DEUG
OG0004670	CCAP1982_LOCUS90|CAD6991148.1|CCAP	LOC108113624|XP_017079775.1|DEUG
OG0004671	CCAP1982_LOCUS2509|CAD6993703.1|CCAP	LOC108111761|XP_017076811.1|DEUG
OG0004672	CCAP1982_LOCUS2039|CAD6993220.1|CCAP	LOC108105224|XP_017067176.1|DEUG
OG0004673	CCAP1982_LOCUS5124|CAD6996452.1|CCAP	LOC108109383|XP_017073366.1|DEUG
OG0004674	CCAP1982_LOCUS2397|CAD6993586.1|CCAP	LOC108115805|XP_017082883.1|DEUG
OG0004675	CCAP1982_LOCUS2401|CAD6993591.1|CCAP	LOC108115803|XP_017082877.1|DEUG
OG0004676	CCAP1982_LOCUS3368|CAD6994633.1|CCAP	LOC108115344|XP_017082255.1|DEUG
OG0004677	CCAP1982_LOCUS2684|CAD6993891.1|CCAP	LOC108116619|XP_017084082.1|DEUG
OG0004678	CCAP1982_LOCUS2683|CAD6993890.1|CCAP	LOC108116617|XP_017084079.1|DEUG
OG0004679	CCAP1982_LOCUS1367|CAD6992518.1|CCAP	LOC108117105|XP_017084810.1|DEUG
OG0004680	CCAP1982_LOCUS2560|CAD6993761.1|CCAP	LOC108111603|XP_017076616.1|DEUG
OG0004681	CCAP1982_LOCUS2511|CAD6993705.1|CCAP	LOC108109539|XP_017073593.1|DEUG
OG0004682	CCAP1982_LOCUS8207|CAD6999677.1|CCAP	LOC108102622|XP_017063220.1|DEUG
OG0004683	CCAP1982_LOCUS2421|CAD6993611.1|CCAP	LOC108116956|XP_017084600.1|DEUG
OG0004684	CCAP1982_LOCUS1441|CAD6992592.1|CCAP	LOC108110128|XP_017074526.1|DEUG
OG0004685	CCAP1982_LOCUS2531|CAD6993733.1|CCAP	LOC108116043|XP_017083228.1|DEUG
OG0004686	CCAP1982_LOCUS2334|CAD6993521.1|CCAP	LOC108108342|XP_017071867.1|DEUG
OG0004687	CCAP1982_LOCUS2485|CAD6993679.1|CCAP, CCAP1982_LOCUS2483|CAD6993677.1|CCAP	LOC108116099|XP_017083309.1|DEUG
OG0004688	CCAP1982_LOCUS4260|CAD6995549.1|CCAP	LOC108116356|XP_017083669.1|DEUG
OG0004689	CCAP1982_LOCUS1804|CAD6992973.1|CCAP, CCAP1982_LOCUS1803|CAD6992972.1|CCAP	LOC108116660|XP_017084140.1|DEUG
OG0004690	CCAP1982_LOCUS3063|CAD6994302.1|CCAP	LOC108116137|XP_017083353.1|DEUG
OG0004691	CCAP1982_LOCUS1485|CAD6992639.1|CCAP	LOC108115985|XP_017083133.1|DEUG
OG0004692	CCAP1982_LOCUS1323|CAD6992467.1|CCAP	LOC108116616|XP_017084074.1|DEUG
OG0004693	CCAP1982_LOCUS1315|CAD6992459.1|CCAP	LOC108116615|XP_017084072.1|DEUG
OG0004694	CCAP1982_LOCUS11231|CAD7002757.1|CCAP	LOC108113788|XP_017079985.1|DEUG
OG0004695	CCAP1982_LOCUS2714|CAD6993926.1|CCAP	LOC108115797|XP_017082867.1|DEUG
OG0004696	CCAP1982_LOCUS1433|CAD6992584.1|CCAP	LOC108110158|XP_017074569.1|DEUG
OG0004699	CCAP1982_LOCUS1048|CAD6992173.1|CCAP	LOC108116503|XP_017083927.1|DEUG
OG0004700	CCAP1982_LOCUS1605|CAD6992764.1|CCAP	LOC108114997|XP_017081722.1|DEUG
OG0004701	CCAP1982_LOCUS79|CAD6991137.1|CCAP	LOC108110240|XP_017074717.1|DEUG
OG0004702	CCAP1982_LOCUS1065|CAD6992193.1|CCAP	LOC108116643|XP_017084114.1|DEUG
OG0004703	CCAP1982_LOCUS1899|CAD6993070.1|CCAP	LOC108116718|XP_017084228.1|DEUG
OG0004704	CCAP1982_LOCUS3255|CAD6994511.1|CCAP	LOC108117517|XP_017085502.1|DEUG
OG0004705	CCAP1982_LOCUS2784|CAD6994004.1|CCAP	LOC108110210|XP_017074678.1|DEUG
OG0004706	CCAP1982_LOCUS13037|CAD7004642.1|CCAP	LOC108109848|XP_017074092.1|DEUG
OG0004707	CCAP1982_LOCUS450|CAD6991532.1|CCAP	LOC108107063|XP_017069918.1|DEUG
OG0004708	CCAP1982_LOCUS4356|CAD6995649.1|CCAP	LOC108115173|XP_017081981.1|DEUG
OG0004709	CCAP1982_LOCUS2905|CAD6994139.1|CCAP	LOC108109466|XP_017073476.1|DEUG
OG0004710	CCAP1982_LOCUS2356|CAD6993544.1|CCAP, CCAP1982_LOCUS2357|CAD6993545.1|CCAP	LOC108111673|XP_017076696.1|DEUG
OG0004711	CCAP1982_LOCUS2993|CAD6994231.1|CCAP, CCAP1982_LOCUS2996|CAD6994234.1|CCAP	LOC108115834|XP_017082917.1|DEUG
OG0004712	CCAP1982_LOCUS1916|CAD6993089.1|CCAP	LOC108116890|XP_017084480.1|DEUG
OG0004713	CCAP1982_LOCUS2675|CAD6993881.1|CCAP, CCAP1982_LOCUS2674|CAD6993880.1|CCAP	LOC108116666|XP_017084149.1|DEUG
OG0004715	CCAP1982_LOCUS6555|CAD6997938.1|CCAP	LOC108105892|XP_017068162.1|DEUG
OG0004716	CCAP1982_LOCUS2689|CAD6993896.1|CCAP	LOC108116639|XP_017084108.1|DEUG
OG0004718	CCAP1982_LOCUS6927|CAD6998322.1|CCAP	LOC108110722|XP_017075395.1|DEUG
OG0004719	CCAP1982_LOCUS1745|CAD6992912.1|CCAP	LOC108113503|XP_017079579.1|DEUG
OG0004720	CCAP1982_LOCUS1057|CAD6992185.1|CCAP	LOC108116600|XP_017084045.1|DEUG
OG0004721	CCAP1982_LOCUS2826|CAD6994052.1|CCAP	LOC108115994|XP_017083153.1|DEUG
OG0004722	CCAP1982_LOCUS1561|CAD6992716.1|CCAP, CCAP1982_LOCUS1565|CAD6992720.1|CCAP	LOC108116089|XP_017083296.1|DEUG
OG0004724	CCAP1982_LOCUS3078|CAD6994321.1|CCAP	LOC108117178|XP_017084956.1|DEUG
OG0004725	CCAP1982_LOCUS3072|CAD6994315.1|CCAP	LOC108115833|XP_017082916.1|DEUG
OG0004726	CCAP1982_LOCUS2703|CAD6993911.1|CCAP	LOC108115792|XP_017082858.1|DEUG
OG0004727	CCAP1982_LOCUS3107|CAD6994353.1|CCAP	LOC108108578|XP_017072163.1|DEUG, LOC108116649|XP_017084128.1|DEUG
OG0004728	CCAP1982_LOCUS3108|CAD6994354.1|CCAP	LOC108111813|XP_017076905.1|DEUG
OG0004730	CCAP1982_LOCUS6397|CAD6997767.1|CCAP	LOC108107005|XP_017069835.1|DEUG
OG0004731	CCAP1982_LOCUS3881|CAD6995160.1|CCAP, CCAP1982_LOCUS3880|CAD6995159.1|CCAP	LOC108117248|XP_017085083.1|DEUG
OG0004732	CCAP1982_LOCUS2464|CAD6993656.1|CCAP	LOC108108386|XP_017071924.1|DEUG
OG0004733	CCAP1982_LOCUS2465|CAD6993657.1|CCAP	LOC108117267|XP_017085111.1|DEUG
OG0004734	CCAP1982_LOCUS1255|CAD6992391.1|CCAP	LOC108114225|XP_017080612.1|DEUG, LOC108109563|XP_017073625.1|DEUG
OG0004735	CCAP1982_LOCUS3670|CAD6994936.1|CCAP	LOC108109373|XP_017073345.1|DEUG
OG0004736	CCAP1982_LOCUS2214|CAD6993398.1|CCAP	LOC108115991|XP_017083147.1|DEUG
OG0004737	CCAP1982_LOCUS2780|CAD6993999.1|CCAP	LOC108114937|XP_017081611.1|DEUG
OG0004738	CCAP1982_LOCUS2778|CAD6993997.1|CCAP	LOC108114987|XP_017081708.1|DEUG
OG0004739	CCAP1982_LOCUS1824|CAD6992993.1|CCAP	LOC108116637|XP_017084106.1|DEUG
OG0004740	CCAP1982_LOCUS4001|CAD6995282.1|CCAP	LOC108104136|XP_017065559.1|DEUG
OG0004741	CCAP1982_LOCUS2273|CAD6993460.1|CCAP	LOC108117177|XP_017084950.1|DEUG
OG0004742	CCAP1982_LOCUS10245|CAD7001755.1|CCAP	LOC108102314|XP_017062577.1|DEUG
OG0004743	CCAP1982_LOCUS3244|CAD6994498.1|CCAP	LOC108117118|XP_017084836.1|DEUG
OG0004744	CCAP1982_LOCUS4332|CAD6995626.1|CCAP	LOC108105173|XP_017067110.1|DEUG
OG0004745	CCAP1982_LOCUS4326|CAD6995620.1|CCAP	LOC108114977|XP_017081692.1|DEUG
OG0004746	CCAP1982_LOCUS364|CAD6991438.1|CCAP	LOC108116346|XP_017083650.1|DEUG
OG0004747	CCAP1982_LOCUS365|CAD6991439.1|CCAP	LOC108116350|XP_017083653.1|DEUG
OG0004748	CCAP1982_LOCUS367|CAD6991441.1|CCAP	LOC108116345|XP_017083648.1|DEUG
OG0004749	CCAP1982_LOCUS1042|CAD6992167.1|CCAP	LOC108117162|XP_017084924.1|DEUG
OG0004750	CCAP1982_LOCUS3019|CAD6994258.1|CCAP	LOC108109556|XP_017073617.1|DEUG
OG0004751	CCAP1982_LOCUS2032|CAD6993213.1|CCAP	LOC108105620|XP_017067790.1|DEUG
OG0004752	CCAP1982_LOCUS3437|CAD6994702.1|CCAP	LOC108115782|XP_017082843.1|DEUG
OG0004753	CCAP1982_LOCUS2962|CAD6994198.1|CCAP	LOC108117522|XP_017085509.1|DEUG
OG0004754	CCAP1982_LOCUS3310|CAD6994572.1|CCAP	LOC108116053|XP_017083240.1|DEUG
OG0004755	CCAP1982_LOCUS4042|CAD6995324.1|CCAP	LOC108117174|XP_017084947.1|DEUG
OG0004756	CCAP1982_LOCUS4041|CAD6995323.1|CCAP	LOC108117172|XP_017084945.1|DEUG
OG0004757	CCAP1982_LOCUS9369|CAD7000894.1|CCAP, CCAP1982_LOCUS3994|CAD6995273.1|CCAP	LOC108116864|XP_017084419.1|DEUG
OG0004758	CCAP1982_LOCUS5183|CAD6996515.1|CCAP	LOC108105289|XP_017067267.1|DEUG
OG0004759	CCAP1982_LOCUS2086|CAD6993269.1|CCAP	LOC108109508|XP_017073545.1|DEUG
OG0004760	CCAP1982_LOCUS3766|CAD6995036.1|CCAP	LOC108111685|XP_017076719.1|DEUG
OG0004762	CCAP1982_LOCUS4117|CAD6995399.1|CCAP, CCAP1982_LOCUS20831|CAD7012727.1|CCAP	LOC108106997|XP_017069826.1|DEUG
OG0004763	CCAP1982_LOCUS1149|CAD6992281.1|CCAP	LOC108116966|XP_017084610.1|DEUG
OG0004764	CCAP1982_LOCUS1627|CAD6992788.1|CCAP, CCAP1982_LOCUS1637|CAD6992798.1|CCAP	LOC108111694|XP_017076731.1|DEUG
OG0004765	CCAP1982_LOCUS2453|CAD6993643.1|CCAP	LOC108117525|XP_017085512.1|DEUG
OG0004766	CCAP1982_LOCUS2527|CAD6993729.1|CCAP	LOC108117497|XP_017085464.1|DEUG
OG0004767	CCAP1982_LOCUS1159|CAD6992291.1|CCAP	LOC108114953|XP_017081627.1|DEUG
OG0004768	CCAP1982_LOCUS3023|CAD6994262.1|CCAP	LOC108114948|XP_017081622.1|DEUG
OG0004769	CCAP1982_LOCUS1618|CAD6992778.1|CCAP	LOC108115436|XP_017082361.1|DEUG
