Orthogroup	CCAP.longest_only	DFIC.longest_only
OG0005593	CCAP1982_LOCUS11113|CAD7002629.1|CCAP	LOC108100613|XP_017060092.1|DFIC
OG0005594	CCAP1982_LOCUS12227|CAD7003794.1|CCAP	LOC108089509|XP_017043317.1|DFIC
OG0005595	CCAP1982_LOCUS12228|CAD7003795.1|CCAP	LOC108089508|XP_017043315.1|DFIC
OG0005596	CCAP1982_LOCUS12522|CAD7004099.1|CCAP	LOC108100279|XP_017059554.1|DFIC
OG0005597	CCAP1982_LOCUS5133|CAD6996464.1|CCAP	LOC108099471|XP_017058513.1|DFIC
OG0005598	CCAP1982_LOCUS5999|CAD6997366.1|CCAP	LOC108088494|XP_017041808.1|DFIC
OG0005599	CCAP1982_LOCUS22316|CAD7014316.1|CCAP	LOC108087811|XP_017040861.1|DFIC
OG0005600	CCAP1982_LOCUS4845|CAD6996153.1|CCAP	LOC108099550|XP_017058621.1|DFIC
OG0005602	CCAP1982_LOCUS534|CAD6991619.1|CCAP	LOC108095663|XP_017052316.1|DFIC
OG0005603	CCAP1982_LOCUS19996|CAD7011884.1|CCAP	LOC108101800|XP_017061765.1|DFIC
OG0005605	CCAP1982_LOCUS20030|CAD7011918.1|CCAP	LOC108086717|XP_017039224.1|DFIC
OG0005606	CCAP1982_LOCUS7798|CAD6999268.1|CCAP	LOC108093486|XP_017049062.1|DFIC
OG0005607	CCAP1982_LOCUS4972|CAD6996288.1|CCAP	LOC108102047|XP_017062158.1|DFIC
OG0005608	CCAP1982_LOCUS4971|CAD6996287.1|CCAP	LOC108102084|XP_017062225.1|DFIC
OG0005609	CCAP1982_LOCUS12224|CAD7003790.1|CCAP	LOC108099012|XP_017057735.1|DFIC
OG0005610	CCAP1982_LOCUS13038|CAD7004643.1|CCAP	LOC108089046|XP_017042643.1|DFIC
OG0005611	CCAP1982_LOCUS11062|CAD7002574.1|CCAP	LOC108099074|XP_017057852.1|DFIC
OG0005612	CCAP1982_LOCUS4892|CAD6996203.1|CCAP	LOC108087968|XP_017041056.1|DFIC
OG0005613	CCAP1982_LOCUS4769|CAD6996062.1|CCAP	LOC108087037|XP_017039698.1|DFIC
OG0005614	CCAP1982_LOCUS5026|CAD6996348.1|CCAP	LOC108090118|XP_017044137.1|DFIC
OG0005615	CCAP1982_LOCUS4268|CAD6995557.1|CCAP	LOC108100777|XP_017060304.1|DFIC
OG0005616	CCAP1982_LOCUS232|CAD6991303.1|CCAP, CCAP1982_LOCUS233|CAD6991304.1|CCAP	LOC108097411|XP_017055162.1|DFIC
OG0005617	CCAP1982_LOCUS4456|CAD6995752.1|CCAP	LOC108091804|XP_017046659.1|DFIC
OG0005618	CCAP1982_LOCUS21721|CAD7013680.1|CCAP	LOC108087724|XP_017040734.1|DFIC
OG0005619	CCAP1982_LOCUS3396|CAD6994661.1|CCAP	LOC108087345|XP_017040174.1|DFIC
OG0005624	CCAP1982_LOCUS4792|CAD6996091.1|CCAP	LOC108089082|XP_017042676.1|DFIC
OG0005625	CCAP1982_LOCUS4818|CAD6996123.1|CCAP	LOC108096429|XP_017053511.1|DFIC
OG0005626	CCAP1982_LOCUS5054|CAD6996374.1|CCAP	LOC108098140|XP_017056353.1|DFIC
OG0005627	CCAP1982_LOCUS28|CAD6991080.1|CCAP	LOC108102058|XP_017062177.1|DFIC
OG0005628	CCAP1982_LOCUS2033|CAD6993214.1|CCAP	LOC108097570|XP_017055448.1|DFIC
OG0005629	CCAP1982_LOCUS21624|CAD7013568.1|CCAP	LOC108086419|XP_017038810.1|DFIC
OG0005630	CCAP1982_LOCUS20408|CAD7012314.1|CCAP	LOC108086722|XP_017039234.1|DFIC
OG0005633	CCAP1982_LOCUS4567|CAD6995866.1|CCAP	LOC108087225|XP_017039996.1|DFIC
OG0005634	CCAP1982_LOCUS4642|CAD6995940.1|CCAP	LOC108092023|XP_017046950.1|DFIC
OG0005635	CCAP1982_LOCUS6484|CAD6997861.1|CCAP	LOC108089235|XP_017042884.1|DFIC
OG0005636	CCAP1982_LOCUS4445|CAD6995740.1|CCAP	LOC108091814|XP_017046673.1|DFIC
OG0005637	CCAP1982_LOCUS273|CAD6991344.1|CCAP	LOC108099556|XP_017058630.1|DFIC
OG0005638	CCAP1982_LOCUS20074|CAD7011964.1|CCAP	LOC108094937|XP_017051285.1|DFIC
OG0005639	CCAP1982_LOCUS19736|CAD7011650.1|CCAP	LOC108087830|XP_017040890.1|DFIC
OG0005640	CCAP1982_LOCUS709|CAD6991807.1|CCAP	LOC108102019|XP_017062108.1|DFIC
OG0005642	CCAP1982_LOCUS2799|CAD6994022.1|CCAP	LOC108098551|XP_017057038.1|DFIC
OG0005643	CCAP1982_LOCUS12752|CAD7004334.1|CCAP	LOC108100449|XP_017059862.1|DFIC
OG0005644	CCAP1982_LOCUS12751|CAD7004332.1|CCAP	LOC108087576|XP_017040496.1|DFIC
OG0005647	CCAP1982_LOCUS9011|CAD7000534.1|CCAP	LOC108093438|XP_017048991.1|DFIC
OG0005648	CCAP1982_LOCUS13371|CAD7004995.1|CCAP	LOC108099831|XP_017058951.1|DFIC
OG0005649	CCAP1982_LOCUS736|CAD6991837.1|CCAP	LOC108091383|XP_017046052.1|DFIC
OG0005650	CCAP1982_LOCUS679|CAD6991772.1|CCAP	LOC108091393|XP_017046066.1|DFIC
OG0005652	CCAP1982_LOCUS446|CAD6991527.1|CCAP	LOC108088405|XP_017041648.1|DFIC
OG0005653	CCAP1982_LOCUS7957|CAD6999433.1|CCAP	LOC108089269|XP_017042929.1|DFIC
OG0005654	CCAP1982_LOCUS4890|CAD6996200.1|CCAP	LOC108091369|XP_017046010.1|DFIC
OG0005655	CCAP1982_LOCUS758|CAD6991864.1|CCAP	LOC108097918|XP_017055946.1|DFIC
OG0005656	CCAP1982_LOCUS756|CAD6991861.1|CCAP	LOC108097513|XP_017055324.1|DFIC
OG0005657	CCAP1982_LOCUS688|CAD6991783.1|CCAP	LOC108102040|XP_017062151.1|DFIC
OG0005658	CCAP1982_LOCUS895|CAD6992009.1|CCAP	LOC108101109|XP_017060811.1|DFIC
OG0005659	CCAP1982_LOCUS591|CAD6991678.1|CCAP, CCAP1982_LOCUS592|CAD6991679.1|CCAP	LOC108095852|XP_017052639.1|DFIC
OG0005660	CCAP1982_LOCUS13331|CAD7004952.1|CCAP, CCAP1982_LOCUS13332|CAD7004953.1|CCAP	LOC108089377|XP_017043045.1|DFIC
OG0005661	CCAP1982_LOCUS723|CAD6991822.1|CCAP	LOC108098966|XP_017057671.1|DFIC
OG0005662	CCAP1982_LOCUS722|CAD6991821.1|CCAP	LOC108102037|XP_017062147.1|DFIC
OG0005664	CCAP1982_LOCUS2730|CAD6993945.1|CCAP	LOC108095860|XP_017052650.1|DFIC
OG0005665	CCAP1982_LOCUS319|CAD6991392.1|CCAP	LOC108095893|XP_017052697.1|DFIC
OG0005668	CCAP1982_LOCUS13367|CAD7004991.1|CCAP, CCAP1982_LOCUS13365|CAD7004989.1|CCAP	LOC108100532|XP_017059980.1|DFIC
OG0005669	CCAP1982_LOCUS8855|CAD7000377.1|CCAP	LOC108100794|XP_017060325.1|DFIC
OG0005670	CCAP1982_LOCUS690|CAD6991785.1|CCAP	LOC108095958|XP_017052788.1|DFIC
OG0005671	CCAP1982_LOCUS4275|CAD6995564.1|CCAP	LOC108098974|XP_017057679.1|DFIC
OG0005672	CCAP1982_LOCUS281|CAD6991351.1|CCAP	LOC108089223|XP_017042868.1|DFIC
OG0005673	CCAP1982_LOCUS11382|CAD7002915.1|CCAP	LOC108100365|XP_017059694.1|DFIC
OG0005674	CCAP1982_LOCUS903|CAD6992019.1|CCAP	LOC108086935|XP_017039533.1|DFIC
OG0005675	CCAP1982_LOCUS744|CAD6991845.1|CCAP	LOC108096487|XP_017053589.1|DFIC
OG0005676	CCAP1982_LOCUS12463|CAD7004038.1|CCAP	LOC108096400|XP_017053461.1|DFIC
OG0005677	CCAP1982_LOCUS21245|CAD7013174.1|CCAP	LOC108101873|XP_017061898.1|DFIC
OG0005678	CCAP1982_LOCUS82|CAD6991140.1|CCAP	LOC108099463|XP_017058501.1|DFIC
OG0005679	CCAP1982_LOCUS4788|CAD6996082.1|CCAP	LOC108098835|XP_017057480.1|DFIC
OG0005680	CCAP1982_LOCUS6668|CAD6998052.1|CCAP	LOC108091516|XP_017046261.1|DFIC
OG0005681	CCAP1982_LOCUS909|CAD6992027.1|CCAP	LOC108098943|XP_017057639.1|DFIC
OG0005682	CCAP1982_LOCUS910|CAD6992028.1|CCAP	LOC108098942|XP_017057638.1|DFIC
OG0005684	CCAP1982_LOCUS13039|CAD7004644.1|CCAP	LOC108097016|XP_017054504.1|DFIC, LOC108089062|XP_017042660.1|DFIC
OG0005687	CCAP1982_LOCUS14571|CAD7006245.1|CCAP	LOC108088265|XP_017041471.1|DFIC
OG0005688	CCAP1982_LOCUS20284|CAD7012183.1|CCAP	LOC108090703|XP_017044984.1|DFIC
OG0005690	CCAP1982_LOCUS3777|CAD6995051.1|CCAP, CCAP1982_LOCUS3778|CAD6995052.1|CCAP	LOC108092003|XP_017046921.1|DFIC
OG0005691	CCAP1982_LOCUS358|CAD6991431.1|CCAP	LOC108092055|XP_017047002.1|DFIC
OG0005693	CCAP1982_LOCUS14726|CAD7006406.1|CCAP	LOC108099954|XP_017059122.1|DFIC
OG0005694	CCAP1982_LOCUS618|CAD6991705.1|CCAP	LOC108101106|XP_017060808.1|DFIC
OG0005695	CCAP1982_LOCUS739|CAD6991840.1|CCAP	LOC108087284|XP_017040081.1|DFIC
OG0005696	CCAP1982_LOCUS742|CAD6991843.1|CCAP	LOC108087285|XP_017040082.1|DFIC
OG0005697	CCAP1982_LOCUS741|CAD6991842.1|CCAP	LOC108087224|XP_017039995.1|DFIC
OG0005698	CCAP1982_LOCUS22666|CAD7014682.1|CCAP	LOC108090411|XP_017044553.1|DFIC
OG0005699	CCAP1982_LOCUS704|CAD6991801.1|CCAP	LOC108095739|XP_017052407.1|DFIC
OG0005701	CCAP1982_LOCUS727|CAD6991828.1|CCAP	LOC108101330|XP_017061128.1|DFIC
OG0005702	CCAP1982_LOCUS21099|CAD7013010.1|CCAP	LOC108091357|XP_017045999.1|DFIC
OG0005703	CCAP1982_LOCUS20157|CAD7012055.1|CCAP	LOC108087863|XP_017040936.1|DFIC
OG0005705	CCAP1982_LOCUS12838|CAD7004429.1|CCAP	LOC108093862|XP_017049695.1|DFIC
OG0005706	CCAP1982_LOCUS3698|CAD6994966.1|CCAP	LOC108097226|XP_017054877.1|DFIC
OG0005709	CCAP1982_LOCUS4441|CAD6995736.1|CCAP	LOC108088534|XP_017041866.1|DFIC
OG0005710	CCAP1982_LOCUS4634|CAD6995932.1|CCAP	LOC108087308|XP_017040115.1|DFIC
OG0005711	CCAP1982_LOCUS14513|CAD7006184.1|CCAP	LOC108100189|XP_017059451.1|DFIC
OG0005712	CCAP1982_LOCUS8383|CAD6999873.1|CCAP	LOC108092505|XP_017047612.1|DFIC
OG0005714	CCAP1982_LOCUS2829|CAD6994057.1|CCAP	LOC108099337|XP_017058301.1|DFIC
OG0005715	CCAP1982_LOCUS4641|CAD6995939.1|CCAP	LOC108092021|XP_017046947.1|DFIC
OG0005716	CCAP1982_LOCUS85|CAD6991143.1|CCAP	LOC108099456|XP_017058487.1|DFIC
OG0005717	CCAP1982_LOCUS4640|CAD6995938.1|CCAP	LOC108090200|XP_017044277.1|DFIC
OG0005718	CCAP1982_LOCUS4638|CAD6995936.1|CCAP	LOC108098917|XP_017057610.1|DFIC
OG0005719	CCAP1982_LOCUS291|CAD6991361.1|CCAP	LOC108095878|XP_017052675.1|DFIC
OG0005721	CCAP1982_LOCUS284|CAD6991354.1|CCAP, CCAP1982_LOCUS285|CAD6991355.1|CCAP	LOC108095943|XP_017052768.1|DFIC
OG0005722	CCAP1982_LOCUS4390|CAD6995683.1|CCAP	LOC108093541|XP_017049122.1|DFIC
OG0005723	CCAP1982_LOCUS5037|CAD6996359.1|CCAP	LOC108090236|XP_017044323.1|DFIC
OG0005724	CCAP1982_LOCUS20801|CAD7012694.1|CCAP	LOC108094868|XP_017051179.1|DFIC
OG0005725	CCAP1982_LOCUS4665|CAD6995954.1|CCAP	LOC108092188|XP_017047204.1|DFIC
OG0005727	CCAP1982_LOCUS4680|CAD6995970.1|CCAP	LOC108098567|XP_017057075.1|DFIC
OG0005728	CCAP1982_LOCUS4433|CAD6995728.1|CCAP	LOC108098795|XP_017057424.1|DFIC
OG0005729	CCAP1982_LOCUS4438|CAD6995733.1|CCAP	LOC108098788|XP_017057412.1|DFIC
OG0005730	CCAP1982_LOCUS1018|CAD6992139.1|CCAP	LOC108099602|XP_017058709.1|DFIC
OG0005731	CCAP1982_LOCUS1017|CAD6992138.1|CCAP	LOC108099601|XP_017058707.1|DFIC
OG0005732	CCAP1982_LOCUS5121|CAD6996449.1|CCAP	LOC108088031|XP_017041151.1|DFIC
OG0005733	CCAP1982_LOCUS380|CAD6991455.1|CCAP	LOC108088030|XP_017041148.1|DFIC
OG0005734	CCAP1982_LOCUS5025|CAD6996347.1|CCAP	LOC108095806|XP_017052564.1|DFIC
OG0005735	CCAP1982_LOCUS4543|CAD6995842.1|CCAP	LOC108091385|XP_017046056.1|DFIC
OG0005736	CCAP1982_LOCUS4539|CAD6995837.1|CCAP	LOC108090143|XP_017044178.1|DFIC
OG0005737	CCAP1982_LOCUS849|CAD6991961.1|CCAP	LOC108098790|XP_017057417.1|DFIC
OG0005738	CCAP1982_LOCUS525|CAD6991610.1|CCAP	LOC108102056|XP_017062172.1|DFIC
OG0005739	CCAP1982_LOCUS5106|CAD6996433.1|CCAP	LOC108102052|XP_017062167.1|DFIC
OG0005740	CCAP1982_LOCUS4911|CAD6996223.1|CCAP	LOC108088391|XP_017041629.1|DFIC
OG0005741	CCAP1982_LOCUS768|CAD6991876.1|CCAP	LOC108090220|XP_017044302.1|DFIC
OG0005742	CCAP1982_LOCUS586|CAD6991673.1|CCAP	LOC108087289|XP_017040087.1|DFIC
OG0005743	CCAP1982_LOCUS4844|CAD6996152.1|CCAP	LOC108099552|XP_017058624.1|DFIC
OG0005744	CCAP1982_LOCUS242|CAD6991313.1|CCAP	LOC108099524|XP_017058580.1|DFIC
OG0005745	CCAP1982_LOCUS221|CAD6991292.1|CCAP, CCAP1982_LOCUS219|CAD6991290.1|CCAP	LOC108090103|XP_017044106.1|DFIC
OG0005746	CCAP1982_LOCUS213|CAD6991284.1|CCAP	LOC108090087|XP_017044077.1|DFIC
OG0005747	CCAP1982_LOCUS5043|CAD6996365.1|CCAP	LOC108090212|XP_017044292.1|DFIC
OG0005748	CCAP1982_LOCUS5178|CAD6996510.1|CCAP	LOC108087347|XP_017040175.1|DFIC
OG0005750	CCAP1982_LOCUS564|CAD6991650.1|CCAP	LOC108090187|XP_017044263.1|DFIC
OG0005752	CCAP1982_LOCUS22648|CAD7014660.1|CCAP	LOC108093726|XP_017049426.1|DFIC
OG0005753	CCAP1982_LOCUS7734|CAD6999199.1|CCAP	LOC108101286|XP_017061074.1|DFIC
OG0005754	CCAP1982_LOCUS19900|CAD7011789.1|CCAP	LOC108093715|XP_017049409.1|DFIC
OG0005755	CCAP1982_LOCUS20511|CAD7012428.1|CCAP	LOC108090944|XP_017045369.1|DFIC
OG0005756	CCAP1982_LOCUS718|CAD6991817.1|CCAP	LOC108098947|XP_017057644.1|DFIC
OG0005757	CCAP1982_LOCUS1015|CAD6992136.1|CCAP	LOC108099553|XP_017058625.1|DFIC
OG0005758	CCAP1982_LOCUS1007|CAD6992128.1|CCAP	LOC108090182|XP_017044256.1|DFIC
OG0005759	CCAP1982_LOCUS4170|CAD6995455.1|CCAP	LOC108098825|XP_017057470.1|DFIC
OG0005760	CCAP1982_LOCUS4880|CAD6996189.1|CCAP, CCAP1982_LOCUS4882|CAD6996191.1|CCAP	LOC108102051|XP_017062165.1|DFIC
OG0005761	CCAP1982_LOCUS995|CAD6992111.1|CCAP	LOC108101087|XP_017060777.1|DFIC
OG0005762	CCAP1982_LOCUS4883|CAD6996192.1|CCAP	LOC108098520|XP_017056979.1|DFIC
OG0005763	CCAP1982_LOCUS21805|CAD7013782.1|CCAP	LOC108094261|XP_017050215.1|DFIC
OG0005764	CCAP1982_LOCUS764|CAD6991871.1|CCAP	LOC108090160|XP_017044215.1|DFIC
OG0005765	CCAP1982_LOCUS578|CAD6991664.1|CCAP	LOC108090156|XP_017044202.1|DFIC
OG0005766	CCAP1982_LOCUS4874|CAD6996182.1|CCAP	LOC108087220|XP_017039983.1|DFIC
OG0005770	CCAP1982_LOCUS4458|CAD6995754.1|CCAP	LOC108096366|XP_017053410.1|DFIC
OG0005771	CCAP1982_LOCUS2191|CAD6993375.1|CCAP	LOC108088399|XP_017041641.1|DFIC
OG0005772	CCAP1982_LOCUS4297|CAD6995587.1|CCAP	LOC108097648|XP_017055568.1|DFIC
OG0005773	CCAP1982_LOCUS4822|CAD6996128.1|CCAP	LOC108096256|XP_017053204.1|DFIC
OG0005774	CCAP1982_LOCUS4975|CAD6996292.1|CCAP	LOC108102034|XP_017062143.1|DFIC
OG0005775	CCAP1982_LOCUS11813|CAD7003354.1|CCAP	LOC108100349|XP_017059665.1|DFIC
OG0005776	CCAP1982_LOCUS13599|CAD7005242.1|CCAP	LOC108086929|XP_017039523.1|DFIC
OG0005777	CCAP1982_LOCUS5166|CAD6996497.1|CCAP	LOC108100962|XP_017060602.1|DFIC
OG0005778	CCAP1982_LOCUS4962|CAD6996279.1|CCAP, CCAP1982_LOCUS4965|CAD6996282.1|CCAP	LOC108099363|XP_017058338.1|DFIC
OG0005779	CCAP1982_LOCUS4920|CAD6996235.1|CCAP	LOC108097258|XP_017054939.1|DFIC
OG0005780	CCAP1982_LOCUS13392|CAD7005020.1|CCAP	LOC108100286|XP_017059569.1|DFIC
OG0005781	CCAP1982_LOCUS13364|CAD7004988.1|CCAP	LOC108100217|XP_017059483.1|DFIC
OG0005784	CCAP1982_LOCUS440|CAD6991521.1|CCAP	LOC108095928|XP_017052750.1|DFIC
OG0005785	CCAP1982_LOCUS439|CAD6991520.1|CCAP	LOC108095906|XP_017052717.1|DFIC
OG0005786	CCAP1982_LOCUS4893|CAD6996204.1|CCAP	LOC108087970|XP_017041058.1|DFIC
OG0005787	CCAP1982_LOCUS4895|CAD6996205.1|CCAP	LOC108091398|XP_017046072.1|DFIC
OG0005788	CCAP1982_LOCUS7139|CAD6998554.1|CCAP	LOC108101567|XP_017061465.1|DFIC
OG0005789	CCAP1982_LOCUS4188|CAD6995472.1|CCAP	LOC108086365|XP_017038756.1|DFIC
OG0005790	CCAP1982_LOCUS2084|CAD6993267.1|CCAP	LOC108088397|XP_017041635.1|DFIC
OG0005791	CCAP1982_LOCUS911|CAD6992029.1|CCAP	LOC108098945|XP_017057640.1|DFIC
OG0005792	CCAP1982_LOCUS912|CAD6992030.1|CCAP	LOC108098946|XP_017057642.1|DFIC
OG0005793	CCAP1982_LOCUS921|CAD6992040.1|CCAP	LOC108097931|XP_017055991.1|DFIC
OG0005794	CCAP1982_LOCUS22835|CAD7014871.1|CCAP	LOC108086417|XP_017038808.1|DFIC
OG0005795	CCAP1982_LOCUS4569|CAD6995868.1|CCAP	LOC108087021|XP_017039676.1|DFIC
OG0005796	CCAP1982_LOCUS5330|CAD6996646.1|CCAP	LOC108100347|XP_017059662.1|DFIC
OG0005797	CCAP1982_LOCUS12223|CAD7003789.1|CCAP	LOC108087489|XP_017040367.1|DFIC
OG0005798	CCAP1982_LOCUS4531|CAD6995829.1|CCAP	LOC108092107|XP_017047091.1|DFIC
OG0005799	CCAP1982_LOCUS725|CAD6991825.1|CCAP	LOC108098523|XP_017056986.1|DFIC
OG0005800	CCAP1982_LOCUS1021|CAD6992142.1|CCAP	LOC108098613|XP_017057165.1|DFIC
OG0005801	CCAP1982_LOCUS1022|CAD6992144.1|CCAP	LOC108098612|XP_017057164.1|DFIC
OG0005802	CCAP1982_LOCUS5115|CAD6996443.1|CCAP	LOC108097195|XP_017054832.1|DFIC
OG0005803	CCAP1982_LOCUS4956|CAD6996273.1|CCAP	LOC108098861|XP_017057516.1|DFIC
OG0005804	CCAP1982_LOCUS5187|CAD6996519.1|CCAP	LOC108087370|XP_017040200.1|DFIC
OG0005805	CCAP1982_LOCUS19734|CAD7011648.1|CCAP	LOC108101894|XP_017061943.1|DFIC
OG0005806	CCAP1982_LOCUS5063|CAD6996386.1|CCAP	LOC108092214|XP_017047235.1|DFIC
OG0005807	CCAP1982_LOCUS411|CAD6991486.1|CCAP	LOC108091911|XP_017046785.1|DFIC
OG0005809	CCAP1982_LOCUS12925|CAD7004528.1|CCAP	LOC108100265|XP_017059537.1|DFIC
OG0005810	CCAP1982_LOCUS4939|CAD6996256.1|CCAP	LOC108098529|XP_017056995.1|DFIC
OG0005811	CCAP1982_LOCUS4938|CAD6996255.1|CCAP	LOC108098530|XP_017056996.1|DFIC
OG0005812	CCAP1982_LOCUS555|CAD6991641.1|CCAP	LOC108092015|XP_017046940.1|DFIC
OG0005813	CCAP1982_LOCUS4279|CAD6995568.1|CCAP	LOC108098766|XP_017057387.1|DFIC
OG0005814	CCAP1982_LOCUS560|CAD6991646.1|CCAP	LOC108090218|XP_017044300.1|DFIC
OG0005815	CCAP1982_LOCUS20899|CAD7012799.1|CCAP	LOC108094246|XP_017050193.1|DFIC
OG0005816	CCAP1982_LOCUS443|CAD6991524.1|CCAP	LOC108100762|XP_017060287.1|DFIC
OG0005817	CCAP1982_LOCUS4296|CAD6995586.1|CCAP	LOC108097646|XP_017055567.1|DFIC
OG0005818	CCAP1982_LOCUS791|CAD6991901.1|CCAP	LOC108095960|XP_017052790.1|DFIC
OG0005819	CCAP1982_LOCUS498|CAD6991580.1|CCAP	LOC108098417|XP_017056803.1|DFIC
OG0005820	CCAP1982_LOCUS499|CAD6991581.1|CCAP	LOC108098429|XP_017056813.1|DFIC
OG0005821	CCAP1982_LOCUS386|CAD6991461.1|CCAP	LOC108089086|XP_017042685.1|DFIC
OG0005822	CCAP1982_LOCUS5762|CAD6997113.1|CCAP	LOC108088205|XP_017041395.1|DFIC
OG0005824	CCAP1982_LOCUS1888|CAD6993058.1|CCAP	LOC108098854|XP_017057506.1|DFIC
OG0005825	CCAP1982_LOCUS13620|CAD7005263.1|CCAP	LOC108100732|XP_017060257.1|DFIC
OG0005827	CCAP1982_LOCUS4842|CAD6996149.1|CCAP	LOC108095968|XP_017052800.1|DFIC
OG0005828	CCAP1982_LOCUS13228|CAD7004842.1|CCAP	LOC108093213|XP_017048665.1|DFIC
OG0005829	CCAP1982_LOCUS269|CAD6991340.1|CCAP	LOC108099558|XP_017058633.1|DFIC
OG0005830	CCAP1982_LOCUS12744|CAD7004325.1|CCAP	LOC108100468|XP_017059888.1|DFIC
OG0005831	CCAP1982_LOCUS12734|CAD7004315.1|CCAP	LOC108100723|XP_017060246.1|DFIC
OG0005832	CCAP1982_LOCUS12732|CAD7004312.1|CCAP	LOC108100709|XP_017060229.1|DFIC
OG0005833	CCAP1982_LOCUS12714|CAD7004294.1|CCAP, CCAP1982_LOCUS12723|CAD7004303.1|CCAP	LOC108100327|XP_017059623.1|DFIC
OG0005834	CCAP1982_LOCUS12717|CAD7004297.1|CCAP	LOC108100332|XP_017059631.1|DFIC
OG0005835	CCAP1982_LOCUS12709|CAD7004290.1|CCAP	LOC108100150|XP_017059396.1|DFIC
OG0005836	CCAP1982_LOCUS12037|CAD7003589.1|CCAP	LOC108099926|XP_017059084.1|DFIC
OG0005837	CCAP1982_LOCUS5060|CAD6996383.1|CCAP	LOC108092051|XP_017046989.1|DFIC
OG0005838	CCAP1982_LOCUS4302|CAD6995593.1|CCAP	LOC108092154|XP_017047160.1|DFIC
OG0005839	CCAP1982_LOCUS8173|CAD6999639.1|CCAP	LOC108092464|XP_017047541.1|DFIC
OG0005840	CCAP1982_LOCUS589|CAD6991676.1|CCAP	LOC108087286|XP_017040083.1|DFIC
OG0005841	CCAP1982_LOCUS4735|CAD6996029.1|CCAP	LOC108096127|XP_017052993.1|DFIC
OG0005843	CCAP1982_LOCUS13619|CAD7005262.1|CCAP	LOC108087514|XP_017040406.1|DFIC
OG0005844	CCAP1982_LOCUS11658|CAD7003196.1|CCAP	LOC108088309|XP_017041529.1|DFIC
OG0005845	CCAP1982_LOCUS1005|CAD6992124.1|CCAP	LOC108090190|XP_017044266.1|DFIC
OG0005846	CCAP1982_LOCUS4247|CAD6995536.1|CCAP	LOC108099317|XP_017058217.1|DFIC
OG0005847	CCAP1982_LOCUS248|CAD6991319.1|CCAP	LOC108099530|XP_017058586.1|DFIC
OG0005851	CCAP1982_LOCUS6496|CAD6997877.1|CCAP	LOC108088189|XP_017041378.1|DFIC
OG0005852	CCAP1982_LOCUS4766|CAD6996058.1|CCAP	LOC108102078|XP_017062210.1|DFIC
OG0005854	CCAP1982_LOCUS724|CAD6991824.1|CCAP	LOC108098526|XP_017056993.1|DFIC
OG0005857	CCAP1982_LOCUS97|CAD6991157.1|CCAP	LOC108101052|XP_017060725.1|DFIC
OG0005859	CCAP1982_LOCUS8971|CAD7000492.1|CCAP	LOC108089981|XP_017043971.1|DFIC
OG0005860	CCAP1982_LOCUS4366|CAD6995659.1|CCAP, CCAP1982_LOCUS4367|CAD6995660.1|CCAP	LOC108098449|XP_017056846.1|DFIC
OG0005861	CCAP1982_LOCUS5130|CAD6996459.1|CCAP, CCAP1982_LOCUS5129|CAD6996458.1|CCAP	LOC108098670|XP_017057249.1|DFIC
OG0005862	CCAP1982_LOCUS20952|CAD7012853.1|CCAP	LOC108090308|XP_017044407.1|DFIC
OG0005863	CCAP1982_LOCUS22383|CAD7014388.1|CCAP	LOC108087711|XP_017040720.1|DFIC
OG0005864	CCAP1982_LOCUS4248|CAD6995537.1|CCAP	LOC108099319|XP_017058238.1|DFIC
OG0005865	CCAP1982_LOCUS554|CAD6991640.1|CCAP	LOC108092014|XP_017046939.1|DFIC
OG0005866	CCAP1982_LOCUS20838|CAD7012734.1|CCAP	LOC108093775|XP_017049534.1|DFIC
OG0005867	CCAP1982_LOCUS6973|CAD6998373.1|CCAP	LOC108096920|XP_017054402.1|DFIC, LOC108098166|XP_017056387.1|DFIC
OG0005868	CCAP1982_LOCUS19959|CAD7011850.1|CCAP, CCAP1982_LOCUS19958|CAD7011849.1|CCAP	LOC108086633|XP_017039097.1|DFIC
OG0005873	CCAP1982_LOCUS755|CAD6991860.1|CCAP	LOC108099429|XP_017058449.1|DFIC
OG0005875	CCAP1982_LOCUS21867|CAD7013848.1|CCAP	LOC108101575|XP_017061475.1|DFIC
OG0005880	CCAP1982_LOCUS14445|CAD7006113.1|CCAP	LOC108088873|XP_017042350.1|DFIC
OG0005881	CCAP1982_LOCUS14145|CAD7005797.1|CCAP	LOC108087491|XP_017040370.1|DFIC
OG0005883	CCAP1982_LOCUS14440|CAD7006108.1|CCAP	LOC108099088|XP_017057893.1|DFIC
OG0005884	CCAP1982_LOCUS12526|CAD7004103.1|CCAP	LOC108093212|XP_017048664.1|DFIC
OG0005885	CCAP1982_LOCUS13574|CAD7005214.1|CCAP, CCAP1982_LOCUS13572|CAD7005212.1|CCAP	LOC108086954|XP_017039556.1|DFIC
OG0005886	CCAP1982_LOCUS14462|CAD7006131.1|CCAP	LOC108100373|XP_017059709.1|DFIC
OG0005887	CCAP1982_LOCUS14144|CAD7005795.1|CCAP	LOC108087490|XP_017040368.1|DFIC
OG0005888	CCAP1982_LOCUS13765|CAD7005405.1|CCAP	LOC108088796|XP_017042249.1|DFIC
OG0005889	CCAP1982_LOCUS14546|CAD7006220.1|CCAP	LOC108089505|XP_017043308.1|DFIC
