Orthogroup	CCAP.longest_only	DBIA.longest_only
OG0004149	CCAP1982_LOCUS874|CAD6991987.1|CCAP, CCAP1982_LOCUS871|CAD6991984.1|CCAP	LOC108031676|XP_016960805.1|DBIA
OG0004150	CCAP1982_LOCUS437|CAD6991518.1|CCAP	LOC108031923|XP_016961184.1|DBIA
OG0004151	CCAP1982_LOCUS129|CAD6991191.1|CCAP, CCAP1982_LOCUS130|CAD6991192.1|CCAP	LOC108023879|XP_016949051.1|DBIA
OG0004152	CCAP1982_LOCUS5029|CAD6996351.1|CCAP	LOC108023814|XP_016948949.1|DBIA
OG0004153	CCAP1982_LOCUS21634|CAD7013578.1|CCAP	LOC108022804|XP_016947427.1|DBIA
OG0004154	CCAP1982_LOCUS13327|CAD7004948.1|CCAP	LOC108035470|XP_016966607.1|DBIA
OG0004155	CCAP1982_LOCUS4683|CAD6995973.1|CCAP	LOC108026197|XP_016952478.1|DBIA
OG0004157	CCAP1982_LOCUS4311|CAD6995604.1|CCAP	LOC108024256|XP_016949632.1|DBIA
OG0004158	CCAP1982_LOCUS10978|CAD7002489.1|CCAP	LOC108031353|XP_016960113.1|DBIA
OG0004159	CCAP1982_LOCUS685|CAD6991780.1|CCAP	LOC108026257|XP_016952600.1|DBIA
OG0004160	CCAP1982_LOCUS11609|CAD7003148.1|CCAP	LOC108035552|XP_016966710.1|DBIA
OG0004161	CCAP1982_LOCUS597|CAD6991684.1|CCAP	LOC108024582|XP_016950070.1|DBIA
OG0004162	CCAP1982_LOCUS4533|CAD6995831.1|CCAP, CCAP1982_LOCUS698|CAD6991794.1|CCAP, CCAP1982_LOCUS4534|CAD6995832.1|CCAP	LOC108031759|XP_016960956.1|DBIA
OG0004163	CCAP1982_LOCUS850|CAD6991962.1|CCAP	LOC108032039|XP_016961339.1|DBIA
OG0004164	CCAP1982_LOCUS4677|CAD6995966.1|CCAP	LOC108024967|XP_016950695.1|DBIA
OG0004165	CCAP1982_LOCUS19717|CAD7011628.1|CCAP	LOC108022562|XP_016947047.1|DBIA
OG0004166	CCAP1982_LOCUS21133|CAD7013051.1|CCAP	LOC108026769|XP_016953402.1|DBIA
OG0004167	CCAP1982_LOCUS5177|CAD6996509.1|CCAP	LOC108031672|XP_016960801.1|DBIA
OG0004168	CCAP1982_LOCUS2525|CAD6993726.1|CCAP	LOC108031964|XP_016961242.1|DBIA
OG0004173	CCAP1982_LOCUS19432|CAD7011327.1|CCAP	LOC108036510|XP_016968201.1|DBIA
OG0004174	CCAP1982_LOCUS20560|CAD7012483.1|CCAP	LOC108029469|XP_016957208.1|DBIA
OG0004175	CCAP1982_LOCUS19897|CAD7011786.1|CCAP	LOC108036618|XP_016968373.1|DBIA
OG0004176	CCAP1982_LOCUS14900|CAD7006589.1|CCAP	LOC108035232|XP_016966251.1|DBIA
OG0004177	CCAP1982_LOCUS779|CAD6991888.1|CCAP	LOC108031664|XP_016960789.1|DBIA
OG0004178	CCAP1982_LOCUS1014|CAD6992135.1|CCAP	LOC108025213|XP_016951049.1|DBIA
OG0004180	CCAP1982_LOCUS994|CAD6992110.1|CCAP	LOC108031639|XP_016960743.1|DBIA
OG0004181	CCAP1982_LOCUS4887|CAD6996197.1|CCAP	LOC108024643|XP_016950182.1|DBIA
OG0004182	CCAP1982_LOCUS11202|CAD7002727.1|CCAP	LOC108035195|XP_016966176.1|DBIA
OG0004183	CCAP1982_LOCUS11208|CAD7002733.1|CCAP	LOC108035475|XP_016966614.1|DBIA
OG0004184	CCAP1982_LOCUS12747|CAD7004328.1|CCAP	LOC108035370|XP_016966459.1|DBIA
OG0004185	CCAP1982_LOCUS8866|CAD7000391.1|CCAP	LOC108036781|XP_016968611.1|DBIA
OG0004187	CCAP1982_LOCUS803|CAD6991914.1|CCAP	LOC108031196|XP_016959906.1|DBIA
OG0004188	CCAP1982_LOCUS761|CAD6991867.1|CCAP	LOC108031694|XP_016960840.1|DBIA
OG0004189	CCAP1982_LOCUS239|CAD6991310.1|CCAP	LOC108031989|XP_016961273.1|DBIA
OG0004190	CCAP1982_LOCUS4392|CAD6995685.1|CCAP	LOC108027370|XP_016954284.1|DBIA
OG0004191	CCAP1982_LOCUS4388|CAD6995681.1|CCAP	LOC108027363|XP_016954274.1|DBIA
OG0004192	CCAP1982_LOCUS4412|CAD6995705.1|CCAP	LOC108032184|XP_016961528.1|DBIA
OG0004194	CCAP1982_LOCUS641|CAD6991730.1|CCAP, CCAP1982_LOCUS642|CAD6991731.1|CCAP	LOC108025188|XP_016950988.1|DBIA
OG0004196	CCAP1982_LOCUS4909|CAD6996221.1|CCAP, CCAP1982_LOCUS4910|CAD6996222.1|CCAP	LOC108026324|XP_016952705.1|DBIA
OG0004197	CCAP1982_LOCUS4973|CAD6996289.1|CCAP	LOC108024755|XP_016950353.1|DBIA
OG0004198	CCAP1982_LOCUS4888|CAD6996198.1|CCAP	LOC108032911|XP_016962464.1|DBIA
OG0004199	CCAP1982_LOCUS4967|CAD6996284.1|CCAP	LOC108025352|XP_016951304.1|DBIA
OG0004200	CCAP1982_LOCUS19719|CAD7011630.1|CCAP	LOC108022559|XP_016947042.1|DBIA
OG0004201	CCAP1982_LOCUS2523|CAD6993724.1|CCAP	LOC108026432|XP_016952857.1|DBIA
OG0004202	CCAP1982_LOCUS778|CAD6991887.1|CCAP	LOC108031079|XP_016959774.1|DBIA
OG0004203	CCAP1982_LOCUS5076|CAD6996402.1|CCAP	LOC108024797|XP_016950406.1|DBIA
OG0004204	CCAP1982_LOCUS13381|CAD7005006.1|CCAP	LOC108030862|XP_016959496.1|DBIA
OG0004205	CCAP1982_LOCUS12289|CAD7003859.1|CCAP	LOC108035107|XP_016966025.1|DBIA
OG0004206	CCAP1982_LOCUS640|CAD6991727.1|CCAP	LOC108031541|XP_016960567.1|DBIA
OG0004207	CCAP1982_LOCUS4424|CAD6995717.1|CCAP	LOC108031778|XP_016960981.1|DBIA
OG0004208	CCAP1982_LOCUS5119|CAD6996447.1|CCAP	LOC108024813|XP_016950426.1|DBIA
OG0004209	CCAP1982_LOCUS2834|CAD6994062.1|CCAP	LOC108031766|XP_016960962.1|DBIA
OG0004210	CCAP1982_LOCUS2801|CAD6994024.1|CCAP	LOC108027256|XP_016954106.1|DBIA
OG0004211	CCAP1982_LOCUS8564|CAD7000060.1|CCAP	LOC108027791|XP_016954848.1|DBIA
OG0004212	CCAP1982_LOCUS4529|CAD6995827.1|CCAP	LOC108024804|XP_016950415.1|DBIA
OG0004213	CCAP1982_LOCUS4961|CAD6996278.1|CCAP	LOC108031860|XP_016961103.1|DBIA
OG0004214	CCAP1982_LOCUS19735|CAD7011649.1|CCAP	LOC108030449|XP_016958830.1|DBIA
OG0004215	CCAP1982_LOCUS19619|CAD7011530.1|CCAP	LOC108030279|XP_016958594.1|DBIA
OG0004216	CCAP1982_LOCUS13608|CAD7005251.1|CCAP	LOC108034509|XP_016964919.1|DBIA
OG0004217	CCAP1982_LOCUS11285|CAD7002814.1|CCAP	LOC108035525|XP_016966683.1|DBIA
OG0004218	CCAP1982_LOCUS20276|CAD7012174.1|CCAP	LOC108023218|XP_016947977.1|DBIA
OG0004219	CCAP1982_LOCUS444|CAD6991525.1|CCAP	LOC108031796|XP_016961003.1|DBIA
OG0004220	CCAP1982_LOCUS4802|CAD6996102.1|CCAP	LOC108026172|XP_016952417.1|DBIA
OG0004221	CCAP1982_LOCUS504|CAD6991586.1|CCAP	LOC108027431|XP_016954366.1|DBIA
OG0004222	CCAP1982_LOCUS383|CAD6991458.1|CCAP	LOC108031266|XP_016959994.1|DBIA
OG0004223	CCAP1982_LOCUS385|CAD6991460.1|CCAP	LOC108031736|XP_016960912.1|DBIA
OG0004224	CCAP1982_LOCUS4556|CAD6995855.1|CCAP	LOC108030064|XP_016962183.1|DBIA
OG0004226	CCAP1982_LOCUS4771|CAD6996064.1|CCAP	LOC108024094|XP_016949361.1|DBIA
OG0004227	CCAP1982_LOCUS5073|CAD6996398.1|CCAP	LOC108024765|XP_016950367.1|DBIA
OG0004228	CCAP1982_LOCUS5074|CAD6996400.1|CCAP	LOC108024767|XP_016950369.1|DBIA
OG0004229	CCAP1982_LOCUS20490|CAD7012402.1|CCAP	LOC108030079|XP_016958181.1|DBIA
OG0004231	CCAP1982_LOCUS12731|CAD7004311.1|CCAP	LOC108034839|XP_016965451.1|DBIA
OG0004232	CCAP1982_LOCUS12728|CAD7004308.1|CCAP	LOC108034843|XP_016965462.1|DBIA
OG0004233	CCAP1982_LOCUS12727|CAD7004307.1|CCAP	LOC108034841|XP_016965458.1|DBIA
OG0004234	CCAP1982_LOCUS12713|CAD7004293.1|CCAP	LOC108034857|XP_016965494.1|DBIA
OG0004235	CCAP1982_LOCUS602|CAD6991689.1|CCAP	LOC108024260|XP_016949635.1|DBIA
OG0004236	CCAP1982_LOCUS581|CAD6991668.1|CCAP	LOC108024216|XP_016949573.1|DBIA
OG0004237	CCAP1982_LOCUS4727|CAD6996021.1|CCAP	LOC108027330|XP_016954229.1|DBIA
OG0004238	CCAP1982_LOCUS4868|CAD6996176.1|CCAP	LOC108025526|XP_016951540.1|DBIA
OG0004239	CCAP1982_LOCUS517|CAD6991600.1|CCAP	LOC108027451|XP_016954392.1|DBIA
OG0004240	CCAP1982_LOCUS1006|CAD6992125.1|CCAP	LOC108032889|XP_016962413.1|DBIA
OG0004241	CCAP1982_LOCUS4244|CAD6995533.1|CCAP	LOC108032129|XP_016961451.1|DBIA
OG0004242	CCAP1982_LOCUS249|CAD6991320.1|CCAP	LOC108031819|XP_016961038.1|DBIA
OG0004243	CCAP1982_LOCUS12059|CAD7003617.1|CCAP	LOC108035438|XP_016966561.1|DBIA
OG0004244	CCAP1982_LOCUS2601|CAD6993805.1|CCAP	LOC108023569|XP_016948653.1|DBIA
OG0004245	CCAP1982_LOCUS12883|CAD7004478.1|CCAP	LOC108029626|XP_016957511.1|DBIA
OG0004246	CCAP1982_LOCUS13443|CAD7005079.1|CCAP	LOC108030620|XP_016959108.1|DBIA
OG0004248	CCAP1982_LOCUS19693|CAD7011604.1|CCAP	LOC108029402|XP_016957123.1|DBIA
OG0004249	CCAP1982_LOCUS11315|CAD7002846.1|CCAP	LOC108030131|XP_016958338.1|DBIA
OG0004252	CCAP1982_LOCUS687|CAD6991782.1|CCAP	LOC108024577|XP_016950065.1|DBIA
OG0004253	CCAP1982_LOCUS265|CAD6991336.1|CCAP	LOC108031182|XP_016959891.1|DBIA
OG0004254	CCAP1982_LOCUS14677|CAD7006355.1|CCAP	LOC108024253|XP_016949625.1|DBIA
OG0004256	CCAP1982_LOCUS20328|CAD7012231.1|CCAP	LOC108036500|XP_016968182.1|DBIA
OG0004257	CCAP1982_LOCUS22697|CAD7014717.1|CCAP	LOC108025477|XP_016951478.1|DBIA
OG0004258	CCAP1982_LOCUS4253|CAD6995542.1|CCAP	LOC108025982|XP_016952164.1|DBIA
OG0004259	CCAP1982_LOCUS20332|CAD7012235.1|CCAP	LOC108030198|XP_016958444.1|DBIA
OG0004260	CCAP1982_LOCUS4545|CAD6995844.1|CCAP	LOC108032903|XP_016962437.1|DBIA
OG0004261	CCAP1982_LOCUS4561|CAD6995860.1|CCAP	LOC108023808|XP_016948937.1|DBIA
OG0004262	CCAP1982_LOCUS4940|CAD6996257.1|CCAP	LOC108026451|XP_016952879.1|DBIA
OG0004263	CCAP1982_LOCUS4505|CAD6995801.1|CCAP, CCAP1982_LOCUS4501|CAD6995797.1|CCAP, CCAP1982_LOCUS4507|CAD6995803.1|CCAP	LOC108031584|XP_016960641.1|DBIA
OG0004264	CCAP1982_LOCUS4358|CAD6995651.1|CCAP, CCAP1982_LOCUS4362|CAD6995655.1|CCAP	LOC108027199|XP_016953995.1|DBIA
OG0004265	CCAP1982_LOCUS4383|CAD6995676.1|CCAP, CCAP1982_LOCUS4384|CAD6995677.1|CCAP, CCAP1982_LOCUS4385|CAD6995678.1|CCAP	LOC108027374|XP_016954290.1|DBIA
OG0004266	CCAP1982_LOCUS4594|CAD6995893.1|CCAP, CCAP1982_LOCUS4597|CAD6995896.1|CCAP	LOC108026208|XP_016952506.1|DBIA
OG0004267	CCAP1982_LOCUS522|CAD6991607.1|CCAP	LOC108031625|XP_016960719.1|DBIA
OG0004268	CCAP1982_LOCUS20854|CAD7012750.1|CCAP, CCAP1982_LOCUS20851|CAD7012747.1|CCAP	LOC108030222|XP_016958491.1|DBIA
OG0004269	CCAP1982_LOCUS19685|CAD7011596.1|CCAP	LOC108022747|XP_016947329.1|DBIA
OG0004271	CCAP1982_LOCUS20302|CAD7012201.1|CCAP	LOC108029625|XP_016957506.1|DBIA
OG0004272	CCAP1982_LOCUS4340|CAD6995634.1|CCAP	LOC108024384|XP_016949777.1|DBIA
OG0004273	CCAP1982_LOCUS161|CAD6991223.1|CCAP	LOC108027351|XP_016954259.1|DBIA
OG0004276	CCAP1982_LOCUS14007|CAD7005650.1|CCAP	LOC108035415|XP_016966526.1|DBIA
OG0004277	CCAP1982_LOCUS14006|CAD7005649.1|CCAP	LOC108030628|XP_016959121.1|DBIA
OG0004279	CCAP1982_LOCUS7486|CAD6998940.1|CCAP	LOC108029223|XP_016956906.1|DBIA
OG0004281	CCAP1982_LOCUS21015|CAD7012916.1|CCAP	LOC108029743|XP_016957723.1|DBIA
OG0004282	CCAP1982_LOCUS20192|CAD7012092.1|CCAP	LOC108036606|XP_016968356.1|DBIA
OG0004283	CCAP1982_LOCUS20191|CAD7012091.1|CCAP	LOC108036607|XP_016968357.1|DBIA
OG0004284	CCAP1982_LOCUS14047|CAD7005695.1|CCAP	LOC108033649|XP_016963573.1|DBIA
OG0004285	CCAP1982_LOCUS1989|CAD6993164.1|CCAP	LOC108024770|XP_016950373.1|DBIA
OG0004286	CCAP1982_LOCUS14014|CAD7005657.1|CCAP	LOC108030592|XP_016959056.1|DBIA
OG0004287	CCAP1982_LOCUS14015|CAD7005658.1|CCAP	LOC108030593|XP_016959057.1|DBIA
OG0004288	CCAP1982_LOCUS14023|CAD7005668.1|CCAP	LOC108030619|XP_016959106.1|DBIA
OG0004289	CCAP1982_LOCUS13561|CAD7005201.1|CCAP	LOC108030818|XP_016959414.1|DBIA
OG0004290	CCAP1982_LOCUS7141|CAD6998557.1|CCAP	LOC108036529|XP_016968236.1|DBIA
OG0004291	CCAP1982_LOCUS20635|CAD7012550.1|CCAP	LOC108022961|XP_016947670.1|DBIA
OG0004292	CCAP1982_LOCUS11660|CAD7003198.1|CCAP	LOC108028584|XP_016955984.1|DBIA
OG0004293	CCAP1982_LOCUS14311|CAD7005973.1|CCAP	LOC108030521|XP_016958897.1|DBIA
OG0004294	CCAP1982_LOCUS12288|CAD7003858.1|CCAP	LOC108035106|XP_016966023.1|DBIA
OG0004295	CCAP1982_LOCUS14230|CAD7005890.1|CCAP	LOC108035373|XP_016966462.1|DBIA
OG0004296	CCAP1982_LOCUS14227|CAD7005885.1|CCAP	LOC108035545|XP_016966703.1|DBIA
OG0004297	CCAP1982_LOCUS19484|CAD7011384.1|CCAP	LOC108026934|XP_016953636.1|DBIA
OG0004298	CCAP1982_LOCUS19985|CAD7011873.1|CCAP	LOC108029659|XP_016957575.1|DBIA
OG0004299	CCAP1982_LOCUS19595|CAD7011499.1|CCAP	LOC108029356|XP_016957036.1|DBIA
OG0004300	CCAP1982_LOCUS19690|CAD7011601.1|CCAP	LOC108029766|XP_016957761.1|DBIA
OG0004301	CCAP1982_LOCUS11662|CAD7003201.1|CCAP	LOC108028649|XP_016956063.1|DBIA
OG0004302	CCAP1982_LOCUS19591|CAD7011493.1|CCAP	LOC108022628|XP_016947165.1|DBIA
OG0004303	CCAP1982_LOCUS19644|CAD7011556.1|CCAP	LOC108036514|XP_016968208.1|DBIA
OG0004304	CCAP1982_LOCUS19646|CAD7011558.1|CCAP	LOC108022691|XP_016947251.1|DBIA
OG0004305	CCAP1982_LOCUS20617|CAD7012534.1|CCAP	LOC108029509|XP_016957281.1|DBIA
OG0004306	CCAP1982_LOCUS19772|CAD7011688.1|CCAP	LOC108030337|XP_016958689.1|DBIA
OG0004307	CCAP1982_LOCUS19785|CAD7011701.1|CCAP	LOC108030314|XP_016958641.1|DBIA
OG0004308	CCAP1982_LOCUS20503|CAD7012417.1|CCAP	LOC108026881|XP_016953566.1|DBIA
OG0004309	CCAP1982_LOCUS9212|CAD7000739.1|CCAP, CCAP1982_LOCUS12833|CAD7004424.1|CCAP	LOC108028344|XP_016955587.1|DBIA
OG0004310	CCAP1982_LOCUS20266|CAD7012164.1|CCAP, CCAP1982_LOCUS20267|CAD7012165.1|CCAP	LOC108029546|XP_016957348.1|DBIA
OG0004311	CCAP1982_LOCUS13945|CAD7005585.1|CCAP	LOC108028724|XP_016956174.1|DBIA
OG0004312	CCAP1982_LOCUS19468|CAD7011364.1|CCAP	LOC108026867|XP_016953541.1|DBIA
OG0004313	CCAP1982_LOCUS20810|CAD7012703.1|CCAP	LOC108029603|XP_016957465.1|DBIA
OG0004314	CCAP1982_LOCUS20886|CAD7012784.1|CCAP	LOC108022768|XP_016947364.1|DBIA
OG0004315	CCAP1982_LOCUS20483|CAD7012393.1|CCAP	LOC108026828|XP_016953488.1|DBIA
OG0004316	CCAP1982_LOCUS20231|CAD7012133.1|CCAP	LOC108036355|XP_016967920.1|DBIA
OG0004317	CCAP1982_LOCUS21017|CAD7012918.1|CCAP	LOC108029784|XP_016957783.1|DBIA
OG0004318	CCAP1982_LOCUS19469|CAD7011365.1|CCAP	LOC108026776|XP_016953418.1|DBIA
OG0004319	CCAP1982_LOCUS20313|CAD7012214.1|CCAP	LOC108029697|XP_016957650.1|DBIA
OG0004320	CCAP1982_LOCUS19919|CAD7011809.1|CCAP	LOC108031799|XP_016961007.1|DBIA
OG0004321	CCAP1982_LOCUS5519|CAD6996843.1|CCAP	LOC108036093|XP_016967533.1|DBIA
OG0004322	CCAP1982_LOCUS1150|CAD6992282.1|CCAP	LOC108025537|XP_016951558.1|DBIA
OG0004324	CCAP1982_LOCUS7061|CAD6998464.1|CCAP	LOC108033987|XP_016964200.1|DBIA
OG0004325	CCAP1982_LOCUS20491|CAD7012403.1|CCAP	LOC108022988|XP_016947705.1|DBIA
OG0004326	CCAP1982_LOCUS20495|CAD7012408.1|CCAP	LOC108022987|XP_016947702.1|DBIA
OG0004329	CCAP1982_LOCUS21125|CAD7013042.1|CCAP	LOC108026713|XP_016953305.1|DBIA
OG0004330	CCAP1982_LOCUS21139|CAD7013058.1|CCAP	LOC108022892|XP_016947579.1|DBIA
OG0004331	CCAP1982_LOCUS20282|CAD7012180.1|CCAP	LOC108036435|XP_016968064.1|DBIA
OG0004332	CCAP1982_LOCUS5850|CAD6997212.1|CCAP, CCAP1982_LOCUS5685|CAD6997026.1|CCAP	LOC108032617|XP_016962045.1|DBIA
OG0004333	CCAP1982_LOCUS8606|CAD7000111.1|CCAP	LOC108034321|XP_016964685.1|DBIA
OG0004334	CCAP1982_LOCUS7401|CAD6998852.1|CCAP	LOC108034288|XP_016964637.1|DBIA
OG0004335	CCAP1982_LOCUS20911|CAD7012811.1|CCAP, CCAP1982_LOCUS20912|CAD7012812.1|CCAP	LOC108030160|XP_016958379.1|DBIA
OG0004336	CCAP1982_LOCUS20900|CAD7012800.1|CCAP	LOC108029703|XP_016957659.1|DBIA
OG0004337	CCAP1982_LOCUS8867|CAD7000392.1|CCAP	LOC108036158|XP_016967639.1|DBIA
OG0004338	CCAP1982_LOCUS20627|CAD7012541.1|CCAP	LOC108031258|XP_016959989.1|DBIA
OG0004339	CCAP1982_LOCUS20486|CAD7012396.1|CCAP	LOC108022614|XP_016947143.1|DBIA
OG0004340	CCAP1982_LOCUS20485|CAD7012395.1|CCAP	LOC108022613|XP_016947142.1|DBIA
OG0004341	CCAP1982_LOCUS20884|CAD7012781.1|CCAP	LOC108023059|XP_016947795.1|DBIA
OG0004342	CCAP1982_LOCUS19844|CAD7011732.1|CCAP, CCAP1982_LOCUS19847|CAD7011735.1|CCAP	LOC108023042|XP_016947771.1|DBIA
OG0004343	CCAP1982_LOCUS20612|CAD7012529.1|CCAP, CCAP1982_LOCUS20611|CAD7012528.1|CCAP	LOC108022900|XP_016947594.1|DBIA
OG0004344	CCAP1982_LOCUS20599|CAD7012516.1|CCAP	LOC108022967|XP_016947677.1|DBIA
OG0004345	CCAP1982_LOCUS20472|CAD7012380.1|CCAP	LOC108034218|XP_016964548.1|DBIA
OG0004346	CCAP1982_LOCUS20474|CAD7012382.1|CCAP	LOC108026647|XP_016953163.1|DBIA
OG0004347	CCAP1982_LOCUS20479|CAD7012387.1|CCAP, CCAP1982_LOCUS20480|CAD7012388.1|CCAP	LOC108026793|XP_016953443.1|DBIA
OG0004348	CCAP1982_LOCUS21114|CAD7013029.1|CCAP	LOC108026488|XP_016952926.1|DBIA
OG0004349	CCAP1982_LOCUS21124|CAD7013040.1|CCAP	LOC108026736|XP_016953337.1|DBIA
OG0004350	CCAP1982_LOCUS20216|CAD7012117.1|CCAP	LOC108029959|XP_016957951.1|DBIA
OG0004351	CCAP1982_LOCUS19464|CAD7011362.1|CCAP	LOC108029543|XP_016957340.1|DBIA
OG0004352	CCAP1982_LOCUS2753|CAD6993968.1|CCAP	LOC108024988|XP_016950732.1|DBIA
OG0004353	CCAP1982_LOCUS2747|CAD6993962.1|CCAP	LOC108026395|XP_016952806.1|DBIA
OG0004354	CCAP1982_LOCUS2751|CAD6993966.1|CCAP	LOC108026191|XP_016952470.1|DBIA
OG0004355	CCAP1982_LOCUS5165|CAD6996496.1|CCAP, CCAP1982_LOCUS5164|CAD6996495.1|CCAP	LOC108027172|XP_016953943.1|DBIA
OG0004356	CCAP1982_LOCUS20165|CAD7012063.1|CCAP	LOC108029742|XP_016957722.1|DBIA
OG0004358	CCAP1982_LOCUS21032|CAD7012936.1|CCAP	LOC108030264|XP_016958576.1|DBIA
OG0004359	CCAP1982_LOCUS21069|CAD7012978.1|CCAP	LOC108030130|XP_016958329.1|DBIA
OG0004360	CCAP1982_LOCUS11657|CAD7003195.1|CCAP	LOC108035913|XP_016967175.1|DBIA
OG0004361	CCAP1982_LOCUS124|CAD6991186.1|CCAP	LOC108024505|XP_016949940.1|DBIA
OG0004362	CCAP1982_LOCUS11528|CAD7003065.1|CCAP	LOC108030912|XP_016959595.1|DBIA
OG0004364	CCAP1982_LOCUS19437|CAD7011332.1|CCAP	LOC108029803|XP_016957806.1|DBIA
OG0004365	CCAP1982_LOCUS20373|CAD7012277.1|CCAP	LOC108022906|XP_016947599.1|DBIA
OG0004366	CCAP1982_LOCUS7487|CAD6998941.1|CCAP	LOC108029226|XP_016956908.1|DBIA
OG0004367	CCAP1982_LOCUS13679|CAD7005319.1|CCAP	LOC108028834|XP_016956314.1|DBIA
OG0004368	CCAP1982_LOCUS14639|CAD7006317.1|CCAP	LOC108030831|XP_016959441.1|DBIA
OG0004369	CCAP1982_LOCUS21012|CAD7012913.1|CCAP	LOC108029538|XP_016957337.1|DBIA
OG0004370	CCAP1982_LOCUS20189|CAD7012089.1|CCAP, CCAP1982_LOCUS20190|CAD7012090.1|CCAP	LOC108036601|XP_016968351.1|DBIA
OG0004371	CCAP1982_LOCUS19661|CAD7011573.1|CCAP, CCAP1982_LOCUS19662|CAD7011574.1|CCAP	LOC108025629|XP_016951654.1|DBIA
OG0004372	CCAP1982_LOCUS19495|CAD7011395.1|CCAP	LOC108026920|XP_016953620.1|DBIA
OG0004373	CCAP1982_LOCUS19403|CAD7011296.1|CCAP	LOC108024202|XP_016949546.1|DBIA
OG0004374	CCAP1982_LOCUS20457|CAD7012363.1|CCAP	LOC108022463|XP_016946860.1|DBIA
OG0004375	CCAP1982_LOCUS11837|CAD7003378.1|CCAP	LOC108028744|XP_016956201.1|DBIA
OG0004377	CCAP1982_LOCUS12327|CAD7003898.1|CCAP	LOC108035488|XP_016966628.1|DBIA
OG0004378	CCAP1982_LOCUS19863|CAD7011751.1|CCAP, CCAP1982_LOCUS19864|CAD7011752.1|CCAP	LOC108026697|XP_016953274.1|DBIA
OG0004379	CCAP1982_LOCUS20371|CAD7012275.1|CCAP	LOC108022864|XP_016947531.1|DBIA
OG0004380	CCAP1982_LOCUS20249|CAD7012152.1|CCAP	LOC108029801|XP_016957805.1|DBIA
OG0004381	CCAP1982_LOCUS4217|CAD6995504.1|CCAP	LOC108025011|XP_016950759.1|DBIA
OG0004382	CCAP1982_LOCUS20042|CAD7011930.1|CCAP	LOC108022608|XP_016947133.1|DBIA
OG0004383	CCAP1982_LOCUS19729|CAD7011642.1|CCAP	LOC108036918|XP_016968819.1|DBIA
OG0004384	CCAP1982_LOCUS19730|CAD7011643.1|CCAP	LOC108036913|XP_016968814.1|DBIA
OG0004385	CCAP1982_LOCUS20855|CAD7012751.1|CCAP	LOC108030271|XP_016958585.1|DBIA
OG0004387	CCAP1982_LOCUS13885|CAD7005525.1|CCAP	LOC108035203|XP_016966200.1|DBIA
OG0004388	CCAP1982_LOCUS19651|CAD7011563.1|CCAP	LOC108023111|XP_016947866.1|DBIA
OG0004389	CCAP1982_LOCUS19654|CAD7011566.1|CCAP	LOC108035376|XP_016966469.1|DBIA
OG0004390	CCAP1982_LOCUS14312|CAD7005974.1|CCAP	LOC108030622|XP_016959114.1|DBIA
OG0004392	CCAP1982_LOCUS14089|CAD7005738.1|CCAP	LOC108030555|XP_016958938.1|DBIA
OG0004393	CCAP1982_LOCUS22784|CAD7014817.1|CCAP	LOC108029648|XP_016957554.1|DBIA
OG0004394	CCAP1982_LOCUS22426|CAD7014430.1|CCAP	LOC108030281|XP_016958596.1|DBIA
OG0004396	CCAP1982_LOCUS20306|CAD7012205.1|CCAP	LOC108021929|XP_016946241.1|DBIA
OG0004397	CCAP1982_LOCUS20303|CAD7012202.1|CCAP	LOC108029627|XP_016957508.1|DBIA
OG0004399	CCAP1982_LOCUS7247|CAD6998689.1|CCAP	LOC108030102|XP_016958277.1|DBIA
OG0004400	CCAP1982_LOCUS19676|CAD7011587.1|CCAP	LOC108031600|XP_016960667.1|DBIA
OG0004401	CCAP1982_LOCUS20171|CAD7012071.1|CCAP	LOC108026916|XP_016953615.1|DBIA
OG0004402	CCAP1982_LOCUS20178|CAD7012078.1|CCAP	LOC108026851|XP_016953519.1|DBIA
OG0004403	CCAP1982_LOCUS21088|CAD7012998.1|CCAP	LOC108022517|XP_016946975.1|DBIA
OG0004404	CCAP1982_LOCUS21047|CAD7012953.1|CCAP	LOC108035418|XP_016966532.1|DBIA
OG0004405	CCAP1982_LOCUS13954|CAD7005595.1|CCAP	LOC108028354|XP_016955600.1|DBIA
OG0004406	CCAP1982_LOCUS14498|CAD7006172.1|CCAP	LOC108035154|XP_016966087.1|DBIA
OG0004407	CCAP1982_LOCUS19761|CAD7011676.1|CCAP	LOC108029600|XP_016957462.1|DBIA
OG0004408	CCAP1982_LOCUS13584|CAD7005224.1|CCAP	LOC108034493|XP_016964887.1|DBIA
OG0004409	CCAP1982_LOCUS10604|CAD7002116.1|CCAP	LOC108035693|XP_016966904.1|DBIA
OG0004410	CCAP1982_LOCUS19649|CAD7011561.1|CCAP	LOC108022654|XP_016947201.1|DBIA
OG0004411	CCAP1982_LOCUS13878|CAD7005518.1|CCAP	LOC108030882|XP_016959528.1|DBIA
OG0004412	CCAP1982_LOCUS13877|CAD7005517.1|CCAP	LOC108030881|XP_016959527.1|DBIA
OG0004413	CCAP1982_LOCUS20509|CAD7012425.1|CCAP	LOC108026840|XP_016953505.1|DBIA
OG0004414	CCAP1982_LOCUS21094|CAD7013005.1|CCAP	LOC108026950|XP_016953652.1|DBIA
OG0004415	CCAP1982_LOCUS19883|CAD7011771.1|CCAP	LOC108030212|XP_016958468.1|DBIA
