Orthogroup	CCAP.longest_only	CQUI.longest_only
OG0003592	CCAP1982_LOCUS10792|CAD7002301.1|CCAP	LOC6042834|XP_001870831.2|CQUI
OG0003593	CCAP1982_LOCUS10943|CAD7002454.1|CCAP	LOC119768844|XP_038116196.1|CQUI
OG0003594	CCAP1982_LOCUS12613|CAD7004194.1|CCAP	LOC6045673|XP_001862991.2|CQUI
OG0003595	CCAP1982_LOCUS7244|CAD6998686.1|CCAP	LOC6047372|XP_038116895.1|CQUI
OG0003596	CCAP1982_LOCUS21815|CAD7013794.1|CCAP	LOC6047374|XP_038119311.1|CQUI
OG0003597	CCAP1982_LOCUS21803|CAD7013780.1|CCAP	LOC6047377|XP_001864445.2|CQUI
OG0003598	CCAP1982_LOCUS13311|CAD7004928.1|CCAP	LOC6048468|XP_001865377.2|CQUI
OG0003599	CCAP1982_LOCUS11327|CAD7002857.1|CCAP	LOC6038821|XP_001848538.2|CQUI
OG0003600	CCAP1982_LOCUS14954|CAD7006649.1|CCAP, CCAP1982_LOCUS14955|CAD7006652.1|CCAP	LOC6038817|XP_038120335.1|CQUI
OG0003601	CCAP1982_LOCUS7215|CAD6998647.1|CCAP	LOC6043695|XP_001861325.2|CQUI
OG0003602	CCAP1982_LOCUS21885|CAD7013867.1|CCAP	LOC6043648|XP_038115664.1|CQUI
OG0003603	CCAP1982_LOCUS13002|CAD7004607.1|CCAP	LOC6040578|XP_038119148.1|CQUI
OG0003604	CCAP1982_LOCUS4226|CAD6995513.1|CCAP	LOC6040582|XP_038121820.1|CQUI
OG0003605	CCAP1982_LOCUS3866|CAD6995143.1|CCAP	LOC6044647|XP_001862129.2|CQUI
OG0003606	CCAP1982_LOCUS19954|CAD7011845.1|CCAP	LOC6044648|XP_038122235.1|CQUI
OG0003607	CCAP1982_LOCUS23337|CAD7015393.1|CCAP	LOC6044652|XP_038122233.1|CQUI
OG0003608	CCAP1982_LOCUS12329|CAD7003900.1|CCAP	LOC6042841|XP_001870837.1|CQUI
OG0003609	CCAP1982_LOCUS22494|CAD7014492.1|CCAP	LOC6039543|XP_001849141.1|CQUI
OG0003610	CCAP1982_LOCUS14171|CAD7005827.1|CCAP	LOC6039552|XP_001849149.2|CQUI
OG0003611	CCAP1982_LOCUS12836|CAD7004427.1|CCAP	LOC6048522|XP_038118889.1|CQUI
OG0003613	CCAP1982_LOCUS22009|CAD7014002.1|CCAP	LOC6043366|XP_001858610.2|CQUI
OG0003614	CCAP1982_LOCUS22010|CAD7014003.1|CCAP	LOC6043369|XP_001858605.1|CQUI
OG0003615	CCAP1982_LOCUS7100|CAD6998511.1|CCAP	LOC119770848|XP_038122362.1|CQUI
OG0003616	CCAP1982_LOCUS22733|CAD7014759.1|CCAP	LOC6036600|XP_001846632.1|CQUI
OG0003617	CCAP1982_LOCUS22201|CAD7014196.1|CCAP, CCAP1982_LOCUS22200|CAD7014195.1|CCAP	LOC119768712|XP_038115313.1|CQUI
OG0003618	CCAP1982_LOCUS22202|CAD7014197.1|CCAP	LOC6041118|XP_038115310.1|CQUI
OG0003619	CCAP1982_LOCUS23246|CAD7015301.1|CCAP, CCAP1982_LOCUS23245|CAD7015300.1|CCAP, CCAP1982_LOCUS23238|CAD7015292.1|CCAP	LOC6053686|XP_038119222.1|CQUI
OG0003620	CCAP1982_LOCUS7174|CAD6998596.1|CCAP	LOC6048737|XP_001865613.2|CQUI
OG0003621	CCAP1982_LOCUS12840|CAD7004432.1|CCAP, CCAP1982_LOCUS12855|CAD7004449.1|CCAP	LOC6040206|XP_001849650.2|CQUI
OG0003622	CCAP1982_LOCUS12854|CAD7004448.1|CCAP, CCAP1982_LOCUS12839|CAD7004430.1|CCAP	LOC6040201|XP_001849651.2|CQUI
OG0003623	CCAP1982_LOCUS20556|CAD7012478.1|CCAP	LOC6042309|XP_001851443.1|CQUI
OG0003624	CCAP1982_LOCUS23352|CAD7015409.1|CCAP	LOC6037310|XP_038119602.1|CQUI
OG0003625	CCAP1982_LOCUS21462|CAD7013397.1|CCAP	LOC119770470|XP_038121349.1|CQUI, LOC6037313|XP_001847239.1|CQUI
OG0003626	CCAP1982_LOCUS21714|CAD7013671.1|CCAP	LOC6048596|XP_038117211.1|CQUI
OG0003627	CCAP1982_LOCUS21785|CAD7013758.1|CCAP	LOC6048595|XP_001865492.2|CQUI
OG0003628	CCAP1982_LOCUS22904|CAD7014941.1|CCAP	LOC6048591|XP_038115605.1|CQUI
OG0003629	CCAP1982_LOCUS23130|CAD7015177.1|CCAP	LOC6048586|XP_038119339.1|CQUI
OG0003630	CCAP1982_LOCUS21095|CAD7013006.1|CCAP, CCAP1982_LOCUS21096|CAD7013007.1|CCAP	LOC6048585|XP_038119338.1|CQUI
OG0003631	CCAP1982_LOCUS14526|CAD7006198.1|CCAP	LOC6044414|XP_038118547.1|CQUI
OG0003633	CCAP1982_LOCUS22604|CAD7014613.1|CCAP	LOC6041335|XP_001850612.1|CQUI
OG0003635	CCAP1982_LOCUS13302|CAD7004919.1|CCAP	LOC6039424|XP_038116123.1|CQUI
OG0003636	CCAP1982_LOCUS21736|CAD7013695.1|CCAP	LOC6041333|XP_001850610.2|CQUI
OG0003637	CCAP1982_LOCUS21955|CAD7013945.1|CCAP	LOC6041328|XP_038119462.1|CQUI
OG0003638	CCAP1982_LOCUS11671|CAD7003211.1|CCAP	LOC6037294|XP_038118325.1|CQUI
OG0003639	CCAP1982_LOCUS7721|CAD6999185.1|CCAP	LOC6037295|XP_001847221.2|CQUI
OG0003640	CCAP1982_LOCUS21863|CAD7013843.1|CCAP	LOC6050485|XP_038118400.1|CQUI
OG0003641	CCAP1982_LOCUS22381|CAD7014386.1|CCAP	LOC6036278|XP_038121480.1|CQUI
OG0003642	CCAP1982_LOCUS22389|CAD7014395.1|CCAP	LOC6036279|XP_001846345.2|CQUI
OG0003643	CCAP1982_LOCUS22398|CAD7014406.1|CCAP	LOC6036280|XP_001846346.1|CQUI
OG0003644	CCAP1982_LOCUS21838|CAD7013818.1|CCAP	LOC6036255|XP_038116693.1|CQUI
OG0003645	CCAP1982_LOCUS13195|CAD7004806.1|CCAP, CCAP1982_LOCUS13210|CAD7004821.1|CCAP	LOC6036238|XP_001846307.2|CQUI
OG0003647	CCAP1982_LOCUS13190|CAD7004801.1|CCAP, CCAP1982_LOCUS13204|CAD7004815.1|CCAP	LOC6036227|XP_001846303.1|CQUI
OG0003648	CCAP1982_LOCUS8271|CAD6999748.1|CCAP	LOC6045929|XP_038121438.1|CQUI
OG0003651	CCAP1982_LOCUS12955|CAD7004559.1|CCAP	LOC6039442|XP_038120426.1|CQUI
OG0003652	CCAP1982_LOCUS14449|CAD7006117.1|CCAP	LOC6050828|XP_001867355.1|CQUI
OG0003653	CCAP1982_LOCUS14514|CAD7006185.1|CCAP	LOC6048051|XP_038119042.1|CQUI
OG0003654	CCAP1982_LOCUS14925|CAD7006617.1|CCAP	LOC6048047|XP_001865020.2|CQUI
OG0003655	CCAP1982_LOCUS7863|CAD6999336.1|CCAP	LOC6049355|XP_001866133.2|CQUI
OG0003656	CCAP1982_LOCUS14435|CAD7006103.1|CCAP	LOC6052027|XP_038116155.1|CQUI
OG0003657	CCAP1982_LOCUS12806|CAD7004396.1|CCAP	LOC6041093|XP_001850400.1|CQUI
OG0003658	CCAP1982_LOCUS4952|CAD6996269.1|CCAP	LOC6041086|XP_001850393.2|CQUI
OG0003659	CCAP1982_LOCUS14429|CAD7006097.1|CCAP	LOC6041096|XP_038120077.1|CQUI
OG0003660	CCAP1982_LOCUS14421|CAD7006089.1|CCAP	LOC6043986|XP_038119655.1|CQUI
OG0003661	CCAP1982_LOCUS11803|CAD7003344.1|CCAP	LOC6047379|XP_038115612.1|CQUI
OG0003662	CCAP1982_LOCUS13088|CAD7004695.1|CCAP	LOC6050153|XP_001866806.2|CQUI
OG0003663	CCAP1982_LOCUS12977|CAD7004582.1|CCAP	LOC6036567|XP_001846608.1|CQUI
OG0003664	CCAP1982_LOCUS11926|CAD7003473.1|CCAP, CCAP1982_LOCUS11925|CAD7003472.1|CCAP	LOC6036570|XP_038117672.1|CQUI
OG0003667	CCAP1982_LOCUS11534|CAD7003071.1|CCAP, CCAP1982_LOCUS11535|CAD7003072.1|CCAP, CCAP1982_LOCUS11532|CAD7003069.1|CCAP	LOC6041241|XP_038118058.1|CQUI
OG0003668	CCAP1982_LOCUS23017|CAD7015061.1|CCAP	LOC6050573|XP_038117223.1|CQUI
OG0003670	CCAP1982_LOCUS23293|CAD7015348.1|CCAP	LOC6052931|XP_001869108.2|CQUI
OG0003671	CCAP1982_LOCUS23357|CAD7015415.1|CCAP	LOC6037257|XP_038121487.1|CQUI
OG0003672	CCAP1982_LOCUS5024|CAD6996346.1|CCAP	LOC6037274|XP_001847201.2|CQUI
OG0003673	CCAP1982_LOCUS22968|CAD7015011.1|CCAP	LOC6037145|XP_038115536.1|CQUI
OG0003674	CCAP1982_LOCUS22662|CAD7014677.1|CCAP	LOC6037046|XP_038118264.1|CQUI
OG0003676	CCAP1982_LOCUS21669|CAD7013618.1|CCAP	LOC6037039|XP_038115810.1|CQUI
OG0003677	CCAP1982_LOCUS19974|CAD7011862.1|CCAP	LOC6036402|XP_001846455.1|CQUI
OG0003678	CCAP1982_LOCUS11181|CAD7002704.1|CCAP	LOC6036215|XP_038118982.1|CQUI
OG0003679	CCAP1982_LOCUS11222|CAD7002748.1|CCAP	LOC6036210|XP_001846285.2|CQUI
OG0003680	CCAP1982_LOCUS23121|CAD7015168.1|CCAP	LOC6036185|XP_038117129.1|CQUI
OG0003681	CCAP1982_LOCUS22931|CAD7014971.1|CCAP	LOC6046407|XP_038118856.1|CQUI
OG0003682	CCAP1982_LOCUS4271|CAD6995560.1|CCAP, CCAP1982_LOCUS4272|CAD6995561.1|CCAP	LOC6047502|XP_038120653.1|CQUI
OG0003683	CCAP1982_LOCUS21597|CAD7013538.1|CCAP	LOC6047508|XP_001864559.2|CQUI
OG0003684	CCAP1982_LOCUS11434|CAD7002970.1|CCAP	LOC6035615|XP_001845764.2|CQUI
OG0003685	CCAP1982_LOCUS11367|CAD7002898.1|CCAP	LOC6033562|XP_038117166.1|CQUI, LOC6033563|XP_038120699.1|CQUI
OG0003686	CCAP1982_LOCUS23389|CAD7015448.1|CCAP	LOC6033552|XP_038117904.1|CQUI
OG0003687	CCAP1982_LOCUS23346|CAD7015403.1|CCAP	LOC6033546|XP_038120883.1|CQUI
OG0003688	CCAP1982_LOCUS22597|CAD7014604.1|CCAP	LOC6033545|XP_001843979.2|CQUI
OG0003689	CCAP1982_LOCUS13752|CAD7005392.1|CCAP	LOC6033541|XP_038120013.1|CQUI
OG0003690	CCAP1982_LOCUS14318|CAD7005981.1|CCAP	LOC6033539|XP_001843973.2|CQUI
OG0003692	CCAP1982_LOCUS21677|CAD7013627.1|CCAP	LOC6038410|XP_001848215.2|CQUI
OG0003693	CCAP1982_LOCUS12571|CAD7004151.1|CCAP	LOC6038255|XP_038118211.1|CQUI
OG0003694	CCAP1982_LOCUS11736|CAD7003274.1|CCAP	LOC6038249|XP_038118233.1|CQUI
OG0003695	CCAP1982_LOCUS12035|CAD7003587.1|CCAP	LOC6054526|XP_038117182.1|CQUI
OG0003696	CCAP1982_LOCUS23180|CAD7015232.1|CCAP	LOC6040608|XP_001849979.2|CQUI
OG0003697	CCAP1982_LOCUS7206|CAD6998635.1|CCAP	LOC6036410|XP_038120392.1|CQUI
OG0003698	CCAP1982_LOCUS11425|CAD7002961.1|CCAP	LOC6036526|XP_001846568.1|CQUI
OG0003699	CCAP1982_LOCUS23399|CAD7015459.1|CCAP	LOC6035469|XP_038118336.1|CQUI
OG0003700	CCAP1982_LOCUS22160|CAD7014154.1|CCAP	LOC6035471|XP_038119264.1|CQUI
OG0003701	CCAP1982_LOCUS8186|CAD6999656.1|CCAP	LOC6035477|XP_001845661.2|CQUI
OG0003702	CCAP1982_LOCUS12284|CAD7003854.1|CCAP	LOC119770389|XP_038121080.1|CQUI
OG0003703	CCAP1982_LOCUS13305|CAD7004922.1|CCAP	LOC6042857|XP_038120463.1|CQUI
OG0003704	CCAP1982_LOCUS12033|CAD7003584.1|CCAP	LOC6042852|XP_001870841.2|CQUI
OG0003705	CCAP1982_LOCUS21875|CAD7013856.1|CCAP	LOC6041974|XP_038122298.1|CQUI
OG0003706	CCAP1982_LOCUS10911|CAD7002420.1|CCAP	LOC6040988|XP_038119951.1|CQUI
OG0003707	CCAP1982_LOCUS10916|CAD7002425.1|CCAP	LOC6040986|XP_038118412.1|CQUI
OG0003708	CCAP1982_LOCUS19354|CAD7011246.1|CCAP	LOC6040029|XP_038120557.1|CQUI
OG0003709	CCAP1982_LOCUS23119|CAD7015166.1|CCAP	LOC6040027|XP_038120940.1|CQUI
OG0003710	CCAP1982_LOCUS23117|CAD7015164.1|CCAP	LOC6054726|XP_038116079.1|CQUI
OG0003711	CCAP1982_LOCUS11818|CAD7003359.1|CCAP	LOC6035591|XP_001845742.2|CQUI
OG0003712	CCAP1982_LOCUS7182|CAD6998607.1|CCAP	LOC6035596|XP_038118095.1|CQUI
OG0003713	CCAP1982_LOCUS7183|CAD6998608.1|CCAP	LOC6035599|XP_001845749.2|CQUI
OG0003714	CCAP1982_LOCUS7184|CAD6998609.1|CCAP	LOC6035602|XP_038119526.1|CQUI
OG0003715	CCAP1982_LOCUS13001|CAD7004606.1|CCAP	LOC6047940|XP_001864925.2|CQUI
OG0003716	CCAP1982_LOCUS12861|CAD7004455.1|CCAP	LOC6034614|XP_038116207.1|CQUI
OG0003717	CCAP1982_LOCUS11998|CAD7003550.1|CCAP	LOC6034603|XP_001844897.1|CQUI
OG0003718	CCAP1982_LOCUS13032|CAD7004637.1|CCAP	LOC6034591|XP_001844885.2|CQUI
OG0003719	CCAP1982_LOCUS14044|CAD7005692.1|CCAP	LOC6050358|XP_001866978.2|CQUI
OG0003721	CCAP1982_LOCUS23140|CAD7015189.1|CCAP	LOC6047247|XP_001864330.2|CQUI
OG0003722	CCAP1982_LOCUS12402|CAD7003979.1|CCAP	LOC6035621|XP_038118125.1|CQUI
OG0003723	CCAP1982_LOCUS11056|CAD7002568.1|CCAP	LOC6051816|XP_001868185.2|CQUI
OG0003724	CCAP1982_LOCUS12892|CAD7004490.1|CCAP	LOC6054680|XP_038119331.1|CQUI
OG0003725	CCAP1982_LOCUS12240|CAD7003807.1|CCAP	LOC6040243|XP_038115933.1|CQUI
OG0003726	CCAP1982_LOCUS11955|CAD7003505.1|CCAP	LOC6047554|XP_001864599.1|CQUI
OG0003727	CCAP1982_LOCUS13007|CAD7004612.1|CCAP, CCAP1982_LOCUS13006|CAD7004611.1|CCAP	LOC6036825|XP_038115481.1|CQUI
OG0003728	CCAP1982_LOCUS5087|CAD6996414.1|CCAP	LOC6048148|XP_038119679.1|CQUI
OG0003729	CCAP1982_LOCUS11255|CAD7002782.1|CCAP, CCAP1982_LOCUS11256|CAD7002783.1|CCAP	LOC6048150|XP_038119678.1|CQUI
OG0003730	CCAP1982_LOCUS13186|CAD7004796.1|CCAP, CCAP1982_LOCUS13185|CAD7004795.1|CCAP	LOC6042336|XP_038119721.1|CQUI
OG0003731	CCAP1982_LOCUS12325|CAD7003895.1|CCAP	LOC6045507|XP_001862869.1|CQUI
OG0003732	CCAP1982_LOCUS11049|CAD7002561.1|CCAP	LOC6044895|XP_038121394.1|CQUI
OG0003733	CCAP1982_LOCUS11700|CAD7003238.1|CCAP, CCAP1982_LOCUS11945|CAD7003495.1|CCAP	LOC6044891|XP_001862331.2|CQUI
OG0003734	CCAP1982_LOCUS14820|CAD7006504.1|CCAP	LOC119766418|XP_038106881.1|CQUI, LOC6037174|XP_038115989.1|CQUI
OG0003735	CCAP1982_LOCUS7104|CAD6998516.1|CCAP	LOC6037162|XP_038117979.1|CQUI
OG0003736	CCAP1982_LOCUS21665|CAD7013613.1|CCAP	LOC6037161|XP_001847098.2|CQUI
OG0003737	CCAP1982_LOCUS22961|CAD7015003.1|CCAP	LOC6037157|XP_001847094.2|CQUI
OG0003738	CCAP1982_LOCUS23063|CAD7015110.1|CCAP, CCAP1982_LOCUS23064|CAD7015111.1|CCAP	LOC6043795|XP_038120942.1|CQUI
OG0003739	CCAP1982_LOCUS21686|CAD7013639.1|CCAP	LOC6043789|XP_038117933.1|CQUI
OG0003740	CCAP1982_LOCUS21681|CAD7013634.1|CCAP	LOC6043783|XP_001861387.2|CQUI
OG0003741	CCAP1982_LOCUS12046|CAD7003598.1|CCAP	LOC6043786|XP_001861386.2|CQUI
OG0003742	CCAP1982_LOCUS13569|CAD7005209.1|CCAP	LOC6043815|XP_001861383.1|CQUI
OG0003743	CCAP1982_LOCUS21675|CAD7013625.1|CCAP	LOC6033508|XP_038114641.1|CQUI
OG0003744	CCAP1982_LOCUS21683|CAD7013636.1|CCAP	LOC6033507|XP_001843948.2|CQUI
OG0003745	CCAP1982_LOCUS22908|CAD7014945.1|CCAP	LOC6033504|XP_001843945.1|CQUI
OG0003746	CCAP1982_LOCUS22266|CAD7014263.1|CCAP	LOC6033496|XP_038117879.1|CQUI
OG0003747	CCAP1982_LOCUS11210|CAD7002735.1|CCAP	LOC6033489|XP_038114638.1|CQUI
OG0003748	CCAP1982_LOCUS11216|CAD7002742.1|CCAP	LOC6033487|XP_038114639.1|CQUI
OG0003749	CCAP1982_LOCUS13308|CAD7004925.1|CCAP	LOC119768656|XP_038114981.1|CQUI, LOC6033484|XP_038120459.1|CQUI
OG0003750	CCAP1982_LOCUS13306|CAD7004923.1|CCAP	LOC119769692|XP_038119009.1|CQUI, LOC6033483|XP_038114986.1|CQUI
OG0003751	CCAP1982_LOCUS13309|CAD7004926.1|CCAP	LOC119769192|XP_038117034.1|CQUI, LOC6033480|XP_038114976.1|CQUI
OG0003752	CCAP1982_LOCUS11852|CAD7003394.1|CCAP	LOC6033456|XP_038119080.1|CQUI
OG0003753	CCAP1982_LOCUS11856|CAD7003399.1|CCAP	LOC6033451|XP_001843898.2|CQUI
OG0003754	CCAP1982_LOCUS11855|CAD7003398.1|CCAP	LOC6033449|XP_038119079.1|CQUI
OG0003755	CCAP1982_LOCUS11175|CAD7002698.1|CCAP, CCAP1982_LOCUS11174|CAD7002697.1|CCAP	LOC6050603|XP_038121281.1|CQUI
OG0003756	CCAP1982_LOCUS23023|CAD7015067.1|CCAP	LOC6050814|XP_001867351.2|CQUI
OG0003757	CCAP1982_LOCUS22116|CAD7014110.1|CCAP	LOC6036837|XP_038117025.1|CQUI
OG0003758	CCAP1982_LOCUS21779|CAD7013748.1|CCAP	LOC6030802|XP_038115982.1|CQUI
OG0003759	CCAP1982_LOCUS11192|CAD7002717.1|CCAP	LOC119770065|XP_038120174.1|CQUI, LOC6030836|XP_038120169.1|CQUI
OG0003760	CCAP1982_LOCUS19957|CAD7011848.1|CCAP	LOC6030777|XP_038115191.1|CQUI
OG0003761	CCAP1982_LOCUS11190|CAD7002715.1|CCAP	LOC6030789|XP_001841699.2|CQUI
OG0003762	CCAP1982_LOCUS11188|CAD7002712.1|CCAP	LOC6030818|XP_038115978.1|CQUI
OG0003763	CCAP1982_LOCUS12557|CAD7004137.1|CCAP	LOC6030793|XP_038116748.1|CQUI
OG0003764	CCAP1982_LOCUS12566|CAD7004146.1|CCAP	LOC6030838|XP_038119295.1|CQUI
OG0003765	CCAP1982_LOCUS7854|CAD6999327.1|CCAP	LOC6030841|XP_001841725.1|CQUI
OG0003767	CCAP1982_LOCUS21617|CAD7013561.1|CCAP	LOC6030852|XP_001841735.1|CQUI
OG0003768	CCAP1982_LOCUS21741|CAD7013702.1|CCAP	LOC6030859|XP_038120424.1|CQUI
OG0003769	CCAP1982_LOCUS21766|CAD7013735.1|CCAP	LOC6030864|XP_001841743.1|CQUI
OG0003770	CCAP1982_LOCUS10046|CAD7001551.1|CCAP	LOC6030866|XP_038119372.1|CQUI
OG0003771	CCAP1982_LOCUS11845|CAD7003387.1|CCAP, CCAP1982_LOCUS11844|CAD7003385.1|CCAP	LOC6030881|XP_001841758.1|CQUI
OG0003772	CCAP1982_LOCUS12758|CAD7004342.1|CCAP	LOC6030891|XP_001841767.2|CQUI
OG0003773	CCAP1982_LOCUS22282|CAD7014279.1|CCAP	LOC6030893|XP_038118482.1|CQUI
OG0003775	CCAP1982_LOCUS8887|CAD7000411.1|CCAP	LOC6050977|XP_038109532.1|CQUI
OG0003776	CCAP1982_LOCUS22302|CAD7014300.1|CCAP	LOC6052624|XP_038115398.1|CQUI
OG0003777	CCAP1982_LOCUS21873|CAD7013854.1|CCAP, CCAP1982_LOCUS21872|CAD7013853.1|CCAP	LOC6052805|XP_038121440.1|CQUI
OG0003778	CCAP1982_LOCUS22486|CAD7014485.1|CCAP	LOC6030958|XP_001841816.1|CQUI
OG0003779	CCAP1982_LOCUS7188|CAD6998613.1|CCAP, CCAP1982_LOCUS7189|CAD6998614.1|CCAP	LOC6030937|XP_038122337.1|CQUI
OG0003780	CCAP1982_LOCUS23198|CAD7015249.1|CCAP	LOC6031324|XP_001842139.2|CQUI
OG0003781	CCAP1982_LOCUS10121|CAD7001627.1|CCAP	LOC6053004|XP_038117749.1|CQUI
OG0003783	CCAP1982_LOCUS2717|CAD6993929.1|CCAP	LOC6052216|XP_038117536.1|CQUI
OG0003784	CCAP1982_LOCUS21732|CAD7013691.1|CCAP	LOC6041437|XP_038108426.1|CQUI
OG0003785	CCAP1982_LOCUS22194|CAD7014188.1|CCAP	LOC6048692|XP_001865571.1|CQUI
OG0003786	CCAP1982_LOCUS7209|CAD6998638.1|CCAP	LOC6054049|XP_038119516.1|CQUI
OG0003787	CCAP1982_LOCUS7207|CAD6998636.1|CCAP	LOC6049937|XP_001866624.2|CQUI
OG0003789	CCAP1982_LOCUS21199|CAD7013127.1|CCAP	LOC6054015|XP_038121442.1|CQUI
OG0003790	CCAP1982_LOCUS11836|CAD7003377.1|CCAP	LOC6040442|XP_001849832.2|CQUI
OG0003791	CCAP1982_LOCUS4446|CAD6995741.1|CCAP	LOC6041553|XP_001850799.2|CQUI
OG0003792	CCAP1982_LOCUS19953|CAD7011844.1|CCAP	LOC6041417|XP_038113441.1|CQUI
OG0003793	CCAP1982_LOCUS21395|CAD7013325.1|CCAP	LOC6041399|XP_001850662.2|CQUI
OG0003794	CCAP1982_LOCUS20803|CAD7012696.1|CCAP	LOC6041395|XP_001850659.2|CQUI
OG0003795	CCAP1982_LOCUS14674|CAD7006352.1|CCAP	LOC6041392|XP_038110569.1|CQUI
OG0003796	CCAP1982_LOCUS3197|CAD6994450.1|CCAP	LOC6041390|XP_001850654.2|CQUI
OG0003797	CCAP1982_LOCUS6552|CAD6997934.1|CCAP	LOC6051480|XP_001867917.2|CQUI
OG0003798	CCAP1982_LOCUS22894|CAD7014931.1|CCAP	LOC6051477|XP_038112864.1|CQUI
OG0003799	CCAP1982_LOCUS22887|CAD7014923.1|CCAP	LOC6053825|XP_001869843.2|CQUI
OG0003800	CCAP1982_LOCUS5304|CAD6996624.1|CCAP	LOC6031726|XP_001842449.2|CQUI
OG0003801	CCAP1982_LOCUS5506|CAD6996833.1|CCAP, CCAP1982_LOCUS5505|CAD6996832.1|CCAP	LOC6041307|XP_038111065.1|CQUI
OG0003802	CCAP1982_LOCUS5798|CAD6997154.1|CCAP	LOC6041311|XP_001850591.1|CQUI
OG0003803	CCAP1982_LOCUS1579|CAD6992734.1|CCAP	LOC119767883|XP_038113629.1|CQUI
OG0003804	CCAP1982_LOCUS5284|CAD6996612.1|CCAP, CCAP1982_LOCUS5286|CAD6996614.1|CCAP	LOC6041325|XP_038110827.1|CQUI
OG0003805	CCAP1982_LOCUS6671|CAD6998055.1|CCAP	LOC6047536|XP_038107793.1|CQUI
OG0003806	CCAP1982_LOCUS5883|CAD6997250.1|CCAP	LOC6047538|XP_038112877.1|CQUI
OG0003807	CCAP1982_LOCUS5605|CAD6996935.1|CCAP	LOC6032432|XP_001843030.1|CQUI
OG0003808	CCAP1982_LOCUS12809|CAD7004399.1|CCAP	LOC6032463|XP_038107410.1|CQUI
OG0003809	CCAP1982_LOCUS8799|CAD7000314.1|CCAP	LOC6032465|XP_001843058.1|CQUI
OG0003810	CCAP1982_LOCUS22830|CAD7014864.1|CCAP	LOC6032477|XP_038113754.1|CQUI
OG0003811	CCAP1982_LOCUS20526|CAD7012445.1|CCAP	LOC6034112|XP_001844481.2|CQUI
OG0003812	CCAP1982_LOCUS6935|CAD6998330.1|CCAP, CCAP1982_LOCUS6934|CAD6998329.1|CCAP	LOC6034127|XP_038107727.1|CQUI
OG0003813	CCAP1982_LOCUS5706|CAD6997052.1|CCAP	LOC6034140|XP_001844501.1|CQUI
OG0003814	CCAP1982_LOCUS8342|CAD6999831.1|CCAP	LOC6037874|XP_001847740.2|CQUI
OG0003815	CCAP1982_LOCUS3110|CAD6994356.1|CCAP	LOC6037879|XP_038110398.1|CQUI
OG0003816	CCAP1982_LOCUS7861|CAD6999334.1|CCAP	LOC6037891|XP_001847754.2|CQUI
OG0003817	CCAP1982_LOCUS7853|CAD6999326.1|CCAP	LOC6048490|XP_001865392.1|CQUI
OG0003818	CCAP1982_LOCUS7280|CAD6998723.1|CCAP	LOC6034159|XP_038108843.1|CQUI
OG0003819	CCAP1982_LOCUS7276|CAD6998719.1|CCAP	LOC6034161|XP_038113153.1|CQUI
OG0003820	CCAP1982_LOCUS83|CAD6991141.1|CCAP	LOC6043199|XP_001857524.1|CQUI
OG0003821	CCAP1982_LOCUS7180|CAD6998605.1|CCAP	LOC6032917|XP_038111533.1|CQUI
OG0003822	CCAP1982_LOCUS6140|CAD6997499.1|CCAP	LOC6032944|XP_038110885.1|CQUI
OG0003823	CCAP1982_LOCUS8357|CAD6999845.1|CCAP	LOC6032950|XP_038109686.1|CQUI
OG0003824	CCAP1982_LOCUS6116|CAD6997474.1|CCAP	LOC119767406|XP_038111857.1|CQUI
OG0003825	CCAP1982_LOCUS9117|CAD7000643.1|CCAP	LOC6041627|XP_001850858.2|CQUI
OG0003826	CCAP1982_LOCUS7874|CAD6999347.1|CCAP	LOC6041635|XP_001850865.1|CQUI
OG0003828	CCAP1982_LOCUS5595|CAD6996925.1|CCAP	LOC6036166|XP_038109206.1|CQUI
OG0003829	CCAP1982_LOCUS6584|CAD6997966.1|CCAP	LOC6036165|XP_038106783.1|CQUI
OG0003830	CCAP1982_LOCUS8407|CAD6999897.1|CCAP	LOC6036145|XP_038110347.1|CQUI
OG0003831	CCAP1982_LOCUS3015|CAD6994254.1|CCAP	LOC119766768|XP_038108431.1|CQUI
OG0003832	CCAP1982_LOCUS6414|CAD6997789.1|CCAP	LOC6038710|XP_038112791.1|CQUI
OG0003833	CCAP1982_LOCUS6417|CAD6997792.1|CCAP	LOC6038715|XP_038109432.1|CQUI
OG0003834	CCAP1982_LOCUS5881|CAD6997247.1|CCAP	LOC6050509|XP_038109517.1|CQUI
OG0003836	CCAP1982_LOCUS11112|CAD7002628.1|CCAP	LOC6041480|XP_001850732.2|CQUI
OG0003837	CCAP1982_LOCUS5808|CAD6997165.1|CCAP	LOC6050190|XP_038112790.1|CQUI
OG0003838	CCAP1982_LOCUS6716|CAD6998102.1|CCAP	LOC6053634|XP_001869689.1|CQUI
OG0003839	CCAP1982_LOCUS5500|CAD6996827.1|CCAP	LOC6053638|XP_001869683.1|CQUI
OG0003840	CCAP1982_LOCUS21671|CAD7013620.1|CCAP	LOC6031960|XP_001842636.1|CQUI
OG0003841	CCAP1982_LOCUS8955|CAD7000476.1|CCAP	LOC6036358|XP_038112172.1|CQUI
OG0003842	CCAP1982_LOCUS5694|CAD6997036.1|CCAP	LOC6031372|XP_038109518.1|CQUI
