Orthogroup	CCAP.longest_only	DGUA.longest_only
OG0005183	CCAP1982_LOCUS21611|CAD7013553.1|CCAP	LOC117591837|XP_034141092.1|DGUA
OG0005184	CCAP1982_LOCUS21607|CAD7013548.1|CCAP	LOC117592461|XP_034142178.1|DGUA
OG0005185	CCAP1982_LOCUS22002|CAD7013993.1|CCAP	LOC117588480|XP_034135674.1|DGUA
OG0005186	CCAP1982_LOCUS21752|CAD7013715.1|CCAP	LOC117578496|XP_034119921.1|DGUA
OG0005187	CCAP1982_LOCUS22294|CAD7014292.1|CCAP	LOC117578433|XP_034119787.1|DGUA
OG0005188	CCAP1982_LOCUS22762|CAD7014793.1|CCAP	LOC117584867|XP_034129911.1|DGUA
OG0005190	CCAP1982_LOCUS11444|CAD7002981.1|CCAP	LOC117589269|XP_034136949.1|DGUA
OG0005191	CCAP1982_LOCUS264|CAD6991335.1|CCAP	LOC117586256|XP_034132088.1|DGUA
OG0005192	CCAP1982_LOCUS23091|CAD7015141.1|CCAP, CCAP1982_LOCUS23093|CAD7015143.1|CCAP	LOC117586136|XP_034131923.1|DGUA
OG0005193	CCAP1982_LOCUS23365|CAD7015423.1|CCAP	LOC117591076|XP_034140081.1|DGUA
OG0005194	CCAP1982_LOCUS7190|CAD6998616.1|CCAP	LOC117592172|XP_034141666.1|DGUA
OG0005195	CCAP1982_LOCUS22634|CAD7014645.1|CCAP	LOC117584795|XP_034129807.1|DGUA
OG0005196	CCAP1982_LOCUS14239|CAD7005899.1|CCAP	LOC117586944|XP_034133204.1|DGUA
OG0005197	CCAP1982_LOCUS22401|CAD7014409.1|CCAP	LOC117592146|XP_034141599.1|DGUA
OG0005198	CCAP1982_LOCUS10739|CAD7002244.1|CCAP, CCAP1982_LOCUS10738|CAD7002242.1|CCAP, CCAP1982_LOCUS10736|CAD7002240.1|CCAP	LOC117587021|XP_034133326.1|DGUA
OG0005199	CCAP1982_LOCUS21243|CAD7013172.1|CCAP	LOC117588118|XP_034135087.1|DGUA
OG0005200	CCAP1982_LOCUS23197|CAD7015248.1|CCAP	LOC117591904|XP_034141183.1|DGUA
OG0005201	CCAP1982_LOCUS7252|CAD6998695.1|CCAP	LOC117583399|XP_034127578.1|DGUA
OG0005202	CCAP1982_LOCUS21195|CAD7013122.1|CCAP	LOC117590575|XP_034139211.1|DGUA
OG0005203	CCAP1982_LOCUS7149|CAD6998568.1|CCAP	LOC117592113|XP_034141529.1|DGUA
OG0005204	CCAP1982_LOCUS6398|CAD6997769.1|CCAP	LOC117587790|XP_034134626.1|DGUA
OG0005205	CCAP1982_LOCUS6921|CAD6998312.1|CCAP	LOC117582070|XP_034125518.1|DGUA
OG0005206	CCAP1982_LOCUS22250|CAD7014247.1|CCAP	LOC117591987|XP_034141321.1|DGUA
OG0005207	CCAP1982_LOCUS22905|CAD7014942.1|CCAP	LOC117578887|XP_034120577.1|DGUA
OG0005208	CCAP1982_LOCUS22121|CAD7014114.1|CCAP	LOC117583388|XP_034127566.1|DGUA
OG0005209	CCAP1982_LOCUS5437|CAD6996758.1|CCAP	LOC117591530|XP_034140712.1|DGUA
OG0005210	CCAP1982_LOCUS5436|CAD6996757.1|CCAP	LOC117591536|XP_034140719.1|DGUA
OG0005211	CCAP1982_LOCUS11690|CAD7003229.1|CCAP	LOC117579243|XP_034120916.1|DGUA
OG0005212	CCAP1982_LOCUS7176|CAD6998601.1|CCAP	LOC117592370|XP_034141962.1|DGUA
OG0005213	CCAP1982_LOCUS5508|CAD6996835.1|CCAP	LOC117581612|XP_034124866.1|DGUA
OG0005214	CCAP1982_LOCUS7805|CAD6999276.1|CCAP	LOC117581849|XP_034125196.1|DGUA
OG0005215	CCAP1982_LOCUS8738|CAD7000246.1|CCAP	LOC117582607|XP_034126367.1|DGUA
OG0005216	CCAP1982_LOCUS7739|CAD6999205.1|CCAP	LOC117587649|XP_034134429.1|DGUA
OG0005217	CCAP1982_LOCUS6400|CAD6997772.1|CCAP	LOC117587635|XP_034134394.1|DGUA
OG0005218	CCAP1982_LOCUS5377|CAD6996693.1|CCAP	LOC117588046|XP_034134987.1|DGUA
OG0005219	CCAP1982_LOCUS22495|CAD7014493.1|CCAP	LOC117583706|XP_034128086.1|DGUA
OG0005220	CCAP1982_LOCUS12769|CAD7004354.1|CCAP	LOC117587014|XP_034133315.1|DGUA
OG0005221	CCAP1982_LOCUS5724|CAD6997071.1|CCAP	LOC117587867|XP_034134725.1|DGUA
OG0005222	CCAP1982_LOCUS7540|CAD6998993.1|CCAP	LOC117584561|XP_034129414.1|DGUA
OG0005223	CCAP1982_LOCUS5696|CAD6997038.1|CCAP	LOC117588199|XP_034135222.1|DGUA
OG0005224	CCAP1982_LOCUS9099|CAD7000625.1|CCAP	LOC117584447|XP_034129255.1|DGUA
OG0005225	CCAP1982_LOCUS5399|CAD6996717.1|CCAP	LOC117584258|XP_034128954.1|DGUA
OG0005226	CCAP1982_LOCUS8836|CAD7000354.1|CCAP	LOC117581856|XP_034125205.1|DGUA
OG0005227	CCAP1982_LOCUS8073|CAD6999553.1|CCAP	LOC117584672|XP_034129592.1|DGUA
OG0005228	CCAP1982_LOCUS8072|CAD6999552.1|CCAP	LOC117584669|XP_034129588.1|DGUA
OG0005229	CCAP1982_LOCUS7490|CAD6998944.1|CCAP	LOC117582447|XP_034126056.1|DGUA
OG0005230	CCAP1982_LOCUS7079|CAD6998486.1|CCAP	LOC117582503|XP_034126179.1|DGUA
OG0005231	CCAP1982_LOCUS8695|CAD7000203.1|CCAP	LOC117582348|XP_034125890.1|DGUA
OG0005232	CCAP1982_LOCUS5367|CAD6996683.1|CCAP	LOC117584073|XP_034128708.1|DGUA
OG0005233	CCAP1982_LOCUS5688|CAD6997029.1|CCAP	LOC117591534|XP_034140717.1|DGUA
OG0005234	CCAP1982_LOCUS6210|CAD6997571.1|CCAP	LOC117587836|XP_034134689.1|DGUA
OG0005235	CCAP1982_LOCUS7029|CAD6998429.1|CCAP	LOC117582051|XP_034125486.1|DGUA
OG0005236	CCAP1982_LOCUS8175|CAD6999641.1|CCAP	LOC117581738|XP_034125011.1|DGUA
OG0005237	CCAP1982_LOCUS8171|CAD6999637.1|CCAP	LOC117581737|XP_034125009.1|DGUA
OG0005238	CCAP1982_LOCUS8166|CAD6999632.1|CCAP	LOC117582531|XP_034126227.1|DGUA
OG0005239	CCAP1982_LOCUS6979|CAD6998379.1|CCAP	LOC117582353|XP_034125899.1|DGUA
OG0005240	CCAP1982_LOCUS6461|CAD6997837.1|CCAP	LOC117584797|XP_034129806.1|DGUA
OG0005241	CCAP1982_LOCUS7043|CAD6998445.1|CCAP	LOC117582077|XP_034125524.1|DGUA
OG0005242	CCAP1982_LOCUS7927|CAD6999401.1|CCAP	LOC117584786|XP_034129790.1|DGUA
OG0005243	CCAP1982_LOCUS7494|CAD6998947.1|CCAP, CCAP1982_LOCUS7491|CAD6998945.1|CCAP	LOC117582446|XP_034126053.1|DGUA
OG0005244	CCAP1982_LOCUS4235|CAD6995523.1|CCAP	LOC117583576|XP_034127846.1|DGUA
OG0005245	CCAP1982_LOCUS4791|CAD6996086.1|CCAP	LOC117586405|XP_034132331.1|DGUA
OG0005246	CCAP1982_LOCUS20299|CAD7012198.1|CCAP	LOC117582639|XP_034126411.1|DGUA
OG0005247	CCAP1982_LOCUS22014|CAD7014007.1|CCAP	LOC117591978|XP_034141304.1|DGUA
OG0005249	CCAP1982_LOCUS4948|CAD6996265.1|CCAP	LOC117585218|XP_034130501.1|DGUA
OG0005250	CCAP1982_LOCUS5417|CAD6996737.1|CCAP	LOC117587953|XP_034134847.1|DGUA
OG0005251	CCAP1982_LOCUS5703|CAD6997049.1|CCAP	LOC117584648|XP_034129563.1|DGUA
OG0005252	CCAP1982_LOCUS5823|CAD6997182.1|CCAP	LOC117587998|XP_034134903.1|DGUA
OG0005253	CCAP1982_LOCUS8329|CAD6999815.1|CCAP	LOC117584599|XP_034129493.1|DGUA
OG0005254	CCAP1982_LOCUS6112|CAD6997470.1|CCAP	LOC117584632|XP_034129546.1|DGUA
OG0005255	CCAP1982_LOCUS6111|CAD6997469.1|CCAP	LOC117584630|XP_034129545.1|DGUA
OG0005256	CCAP1982_LOCUS5887|CAD6997254.1|CCAP	LOC117588170|XP_034135172.1|DGUA
OG0005257	CCAP1982_LOCUS5518|CAD6996842.1|CCAP	LOC117587963|XP_034134862.1|DGUA
OG0005259	CCAP1982_LOCUS6562|CAD6997945.1|CCAP	LOC117584057|XP_034128689.1|DGUA
OG0005260	CCAP1982_LOCUS6561|CAD6997944.1|CCAP	LOC117584060|XP_034128692.1|DGUA
OG0005261	CCAP1982_LOCUS3341|CAD6994603.1|CCAP	LOC117584276|XP_034128984.1|DGUA
OG0005262	CCAP1982_LOCUS7352|CAD6998798.1|CCAP	LOC117582411|XP_034125992.1|DGUA
OG0005263	CCAP1982_LOCUS5535|CAD6996859.1|CCAP	LOC117584627|XP_034129540.1|DGUA
OG0005264	CCAP1982_LOCUS3028|CAD6994267.1|CCAP	LOC117583302|XP_034127434.1|DGUA
OG0005265	CCAP1982_LOCUS7862|CAD6999335.1|CCAP	LOC117588231|XP_034135271.1|DGUA
OG0005266	CCAP1982_LOCUS6217|CAD6997578.1|CCAP	LOC117584555|XP_034129399.1|DGUA
OG0005267	CCAP1982_LOCUS8499|CAD6999993.1|CCAP	LOC117583984|XP_034128582.1|DGUA
OG0005268	CCAP1982_LOCUS8498|CAD6999992.1|CCAP	LOC117583982|XP_034128580.1|DGUA
OG0005269	CCAP1982_LOCUS8496|CAD6999990.1|CCAP	LOC117583873|XP_034128413.1|DGUA
OG0005271	CCAP1982_LOCUS5805|CAD6997162.1|CCAP	LOC117587738|XP_034134549.1|DGUA
OG0005272	CCAP1982_LOCUS5806|CAD6997163.1|CCAP	LOC117587740|XP_034134554.1|DGUA
OG0005273	CCAP1982_LOCUS5812|CAD6997169.1|CCAP	LOC117587620|XP_034134369.1|DGUA
OG0005274	CCAP1982_LOCUS5648|CAD6996986.1|CCAP	LOC117581909|XP_034125268.1|DGUA
OG0005275	CCAP1982_LOCUS5621|CAD6996953.1|CCAP	LOC117584331|XP_034129051.1|DGUA
OG0005276	CCAP1982_LOCUS8750|CAD7000260.1|CCAP	LOC117582608|XP_034126372.1|DGUA
OG0005277	CCAP1982_LOCUS8739|CAD7000247.1|CCAP	LOC117582606|XP_034126366.1|DGUA
OG0005279	CCAP1982_LOCUS6232|CAD6997593.1|CCAP	LOC117588099|XP_034135060.1|DGUA
OG0005280	CCAP1982_LOCUS7879|CAD6999352.1|CCAP	LOC117582517|XP_034126205.1|DGUA
OG0005281	CCAP1982_LOCUS8936|CAD7000459.1|CCAP	LOC117584408|XP_034129161.1|DGUA
OG0005282	CCAP1982_LOCUS573|CAD6991659.1|CCAP	LOC117585744|XP_034131284.1|DGUA
OG0005283	CCAP1982_LOCUS21460|CAD7013395.1|CCAP	LOC117585590|XP_034131018.1|DGUA
OG0005284	CCAP1982_LOCUS5666|CAD6997005.1|CCAP	LOC117584852|XP_034129883.1|DGUA
OG0005285	CCAP1982_LOCUS7866|CAD6999339.1|CCAP	LOC117584851|XP_034129881.1|DGUA
OG0005286	CCAP1982_LOCUS7035|CAD6998435.1|CCAP	LOC117582521|XP_034126210.1|DGUA
OG0005287	CCAP1982_LOCUS7037|CAD6998437.1|CCAP	LOC117582519|XP_034126207.1|DGUA
OG0005288	CCAP1982_LOCUS8851|CAD7000371.1|CCAP	LOC117584840|XP_034129868.1|DGUA
OG0005289	CCAP1982_LOCUS5620|CAD6996952.1|CCAP	LOC117587764|XP_034134592.1|DGUA
OG0005290	CCAP1982_LOCUS651|CAD6991739.1|CCAP	LOC117586659|XP_034132796.1|DGUA
OG0005291	CCAP1982_LOCUS6537|CAD6997919.1|CCAP	LOC117587990|XP_034134894.1|DGUA
OG0005292	CCAP1982_LOCUS6539|CAD6997921.1|CCAP	LOC117587559|XP_034134263.1|DGUA
OG0005293	CCAP1982_LOCUS5353|CAD6996669.1|CCAP	LOC117591451|XP_034140610.1|DGUA
OG0005294	CCAP1982_LOCUS7803|CAD6999274.1|CCAP	LOC117584721|XP_034129665.1|DGUA
OG0005295	CCAP1982_LOCUS6535|CAD6997917.1|CCAP, CCAP1982_LOCUS6536|CAD6997918.1|CCAP	LOC117587988|XP_034134892.1|DGUA
OG0005296	CCAP1982_LOCUS4538|CAD6995836.1|CCAP, CCAP1982_LOCUS4537|CAD6995835.1|CCAP	LOC117585573|XP_034130998.1|DGUA
OG0005297	CCAP1982_LOCUS9120|CAD7000646.1|CCAP	LOC117587564|XP_034134276.1|DGUA
OG0005298	CCAP1982_LOCUS7722|CAD6999186.1|CCAP	LOC117587551|XP_034134248.1|DGUA
OG0005299	CCAP1982_LOCUS2494|CAD6993688.1|CCAP	LOC117585835|XP_034131467.1|DGUA
OG0005301	CCAP1982_LOCUS5707|CAD6997053.1|CCAP	LOC117587723|XP_034134523.1|DGUA
OG0005302	CCAP1982_LOCUS21449|CAD7013384.1|CCAP	LOC117578513|XP_034119946.1|DGUA
OG0005303	CCAP1982_LOCUS8117|CAD6999594.1|CCAP	LOC117582403|XP_034125981.1|DGUA
OG0005304	CCAP1982_LOCUS9053|CAD7000579.1|CCAP	LOC117591062|XP_034140055.1|DGUA
OG0005305	CCAP1982_LOCUS21720|CAD7013678.1|CCAP	LOC117592166|XP_034141637.1|DGUA
OG0005306	CCAP1982_LOCUS7897|CAD6999370.1|CCAP	LOC117584391|XP_034129139.1|DGUA
OG0005307	CCAP1982_LOCUS7074|CAD6998480.1|CCAP	LOC117582506|XP_034126186.1|DGUA
OG0005308	CCAP1982_LOCUS7069|CAD6998474.1|CCAP	LOC117582390|XP_034125958.1|DGUA
OG0005310	CCAP1982_LOCUS8824|CAD7000341.1|CCAP	LOC117581930|XP_034125301.1|DGUA
OG0005311	CCAP1982_LOCUS8254|CAD6999728.1|CCAP	LOC117583994|XP_034128612.1|DGUA
OG0005312	CCAP1982_LOCUS8445|CAD6999934.1|CCAP	LOC117584352|XP_034129076.1|DGUA
OG0005313	CCAP1982_LOCUS5701|CAD6997044.1|CCAP	LOC117584374|XP_034129105.1|DGUA
OG0005314	CCAP1982_LOCUS8033|CAD6999508.1|CCAP	LOC117583858|XP_034128360.1|DGUA
OG0005315	CCAP1982_LOCUS8014|CAD6999490.1|CCAP	LOC117581843|XP_034125189.1|DGUA
OG0005316	CCAP1982_LOCUS21719|CAD7013677.1|CCAP	LOC117592213|XP_034141726.1|DGUA
OG0005317	CCAP1982_LOCUS7888|CAD6999361.1|CCAP	LOC117584039|XP_034128667.1|DGUA
OG0005318	CCAP1982_LOCUS5575|CAD6996902.1|CCAP	LOC117587570|XP_034134286.1|DGUA
OG0005319	CCAP1982_LOCUS5351|CAD6996667.1|CCAP	LOC117591449|XP_034140607.1|DGUA
OG0005321	CCAP1982_LOCUS7428|CAD6998881.1|CCAP	LOC117584208|XP_034128868.1|DGUA
OG0005322	CCAP1982_LOCUS7811|CAD6999282.1|CCAP	LOC117582621|XP_034126385.1|DGUA
OG0005324	CCAP1982_LOCUS7732|CAD6999196.1|CCAP	LOC117587789|XP_034134624.1|DGUA
OG0005325	CCAP1982_LOCUS20862|CAD7012758.1|CCAP	LOC117584574|XP_034129435.1|DGUA
OG0005326	CCAP1982_LOCUS7735|CAD6999201.1|CCAP	LOC117588133|XP_034135115.1|DGUA
OG0005327	CCAP1982_LOCUS5383|CAD6996699.1|CCAP	LOC117588217|XP_034135251.1|DGUA
OG0005328	CCAP1982_LOCUS13036|CAD7004641.1|CCAP	LOC117583510|XP_034127743.1|DGUA
OG0005329	CCAP1982_LOCUS13268|CAD7004884.1|CCAP, CCAP1982_LOCUS13258|CAD7004873.1|CCAP	LOC117587175|XP_034133583.1|DGUA
OG0005330	CCAP1982_LOCUS13269|CAD7004885.1|CCAP, CCAP1982_LOCUS13259|CAD7004874.1|CCAP	LOC117587173|XP_034133581.1|DGUA
OG0005331	CCAP1982_LOCUS8500|CAD6999994.1|CCAP	LOC117583985|XP_034128583.1|DGUA
OG0005332	CCAP1982_LOCUS8582|CAD7000084.1|CCAP	LOC117582575|XP_034126312.1|DGUA
OG0005333	CCAP1982_LOCUS7307|CAD6998753.1|CCAP	LOC117581817|XP_034125152.1|DGUA
OG0005334	CCAP1982_LOCUS6473|CAD6997849.1|CCAP	LOC117584753|XP_034129738.1|DGUA
OG0005335	CCAP1982_LOCUS19438|CAD7011333.1|CCAP	LOC117592337|XP_034141922.1|DGUA
OG0005336	CCAP1982_LOCUS20286|CAD7012185.1|CCAP	LOC117578768|XP_034120365.1|DGUA
OG0005337	CCAP1982_LOCUS20639|CAD7012554.1|CCAP	LOC117589851|XP_034138007.1|DGUA
OG0005338	CCAP1982_LOCUS5404|CAD6996724.1|CCAP	LOC117587782|XP_034134617.1|DGUA
OG0005339	CCAP1982_LOCUS6086|CAD6997440.1|CCAP	LOC117584282|XP_034128992.1|DGUA
OG0005341	CCAP1982_LOCUS19989|CAD7011877.1|CCAP	LOC117591999|XP_034141338.1|DGUA
OG0005342	CCAP1982_LOCUS6782|CAD6998166.1|CCAP	LOC117582073|XP_034125521.1|DGUA
OG0005343	CCAP1982_LOCUS21680|CAD7013632.1|CCAP	LOC117578600|XP_034120081.1|DGUA
OG0005345	CCAP1982_LOCUS5454|CAD6996779.1|CCAP	LOC117584265|XP_034128967.1|DGUA
OG0005346	CCAP1982_LOCUS14963|CAD7006660.1|CCAP	LOC117584013|XP_034128636.1|DGUA
OG0005347	CCAP1982_LOCUS7002|CAD6998402.1|CCAP	LOC117582378|XP_034125936.1|DGUA
OG0005348	CCAP1982_LOCUS6474|CAD6997850.1|CCAP	LOC117584746|XP_034129720.1|DGUA
OG0005349	CCAP1982_LOCUS6478|CAD6997854.1|CCAP	LOC117584501|XP_034129324.1|DGUA
OG0005350	CCAP1982_LOCUS5657|CAD6996996.1|CCAP	LOC117582066|XP_034125513.1|DGUA
OG0005351	CCAP1982_LOCUS8070|CAD6999550.1|CCAP	LOC117589170|XP_034136775.1|DGUA
OG0005352	CCAP1982_LOCUS11665|CAD7003205.1|CCAP	LOC117584794|XP_034129799.1|DGUA
OG0005353	CCAP1982_LOCUS21018|CAD7012919.1|CCAP	LOC117586934|XP_034133191.1|DGUA
OG0005354	CCAP1982_LOCUS5973|CAD6997340.1|CCAP	LOC117584571|XP_034129428.1|DGUA
OG0005355	CCAP1982_LOCUS8020|CAD6999496.1|CCAP	LOC117584816|XP_034129828.1|DGUA
OG0005356	CCAP1982_LOCUS8022|CAD6999498.1|CCAP	LOC117584820|XP_034129833.1|DGUA
OG0005357	CCAP1982_LOCUS6775|CAD6998159.1|CCAP	LOC117581835|XP_034125173.1|DGUA
OG0005359	CCAP1982_LOCUS20507|CAD7012423.1|CCAP	LOC117592144|XP_034141590.1|DGUA
OG0005360	CCAP1982_LOCUS13493|CAD7005131.1|CCAP	LOC117579614|XP_034121440.1|DGUA
OG0005361	CCAP1982_LOCUS7909|CAD6999383.1|CCAP	LOC117584192|XP_034128851.1|DGUA
OG0005362	CCAP1982_LOCUS5553|CAD6996880.1|CCAP	LOC117587779|XP_034134612.1|DGUA
OG0005363	CCAP1982_LOCUS7758|CAD6999224.1|CCAP	LOC117587749|XP_034134563.1|DGUA
OG0005364	CCAP1982_LOCUS23330|CAD7015386.1|CCAP	LOC117592663|XP_034142538.1|DGUA
OG0005365	CCAP1982_LOCUS5659|CAD6996998.1|CCAP	LOC117581837|XP_034125175.1|DGUA
OG0005366	CCAP1982_LOCUS5661|CAD6997000.1|CCAP	LOC117582648|XP_034126435.1|DGUA
OG0005367	CCAP1982_LOCUS5642|CAD6996977.1|CCAP	LOC117582646|XP_034126433.1|DGUA
OG0005368	CCAP1982_LOCUS1327|CAD6992473.1|CCAP	LOC117582806|XP_034126728.1|DGUA
OG0005369	CCAP1982_LOCUS7027|CAD6998427.1|CCAP	LOC117582114|XP_034125579.1|DGUA
OG0005370	CCAP1982_LOCUS7078|CAD6998485.1|CCAP	LOC117582501|XP_034126176.1|DGUA
OG0005371	CCAP1982_LOCUS7077|CAD6998483.1|CCAP	LOC117582504|XP_034126182.1|DGUA
OG0005372	CCAP1982_LOCUS1733|CAD6992898.1|CCAP	LOC117589784|XP_034137872.1|DGUA
OG0005373	CCAP1982_LOCUS5567|CAD6996894.1|CCAP	LOC117587593|XP_034134327.1|DGUA
OG0005374	CCAP1982_LOCUS7901|CAD6999374.1|CCAP	LOC117584857|XP_034129889.1|DGUA
OG0005375	CCAP1982_LOCUS7900|CAD6999373.1|CCAP	LOC117584855|XP_034129887.1|DGUA
OG0005376	CCAP1982_LOCUS8162|CAD6999630.1|CCAP	LOC117582529|XP_034126221.1|DGUA
OG0005377	CCAP1982_LOCUS14730|CAD7006410.1|CCAP	LOC117580165|XP_034122376.1|DGUA
OG0005378	CCAP1982_LOCUS8905|CAD7000429.1|CCAP	LOC117581994|XP_034125380.1|DGUA
OG0005379	CCAP1982_LOCUS6978|CAD6998378.1|CCAP	LOC117582161|XP_034125651.1|DGUA
OG0005380	CCAP1982_LOCUS8888|CAD7000412.1|CCAP	LOC117582097|XP_034125550.1|DGUA
OG0005381	CCAP1982_LOCUS7611|CAD6999065.1|CCAP	LOC117582558|XP_034126279.1|DGUA
OG0005382	CCAP1982_LOCUS7990|CAD6999466.1|CCAP, CCAP1982_LOCUS7993|CAD6999469.1|CCAP	LOC117581793|XP_034125115.1|DGUA
OG0005383	CCAP1982_LOCUS12896|CAD7004496.1|CCAP	LOC117589141|XP_034136719.1|DGUA
OG0005385	CCAP1982_LOCUS20897|CAD7012796.1|CCAP	LOC117578574|XP_034120046.1|DGUA
OG0005386	CCAP1982_LOCUS21548|CAD7013486.1|CCAP	LOC117591584|XP_034140794.1|DGUA
OG0005387	CCAP1982_LOCUS3748|CAD6995017.1|CCAP	LOC117582740|XP_034126565.1|DGUA
OG0005388	CCAP1982_LOCUS6864|CAD6998255.1|CCAP	LOC117584484|XP_034129300.1|DGUA
OG0005389	CCAP1982_LOCUS6809|CAD6998193.1|CCAP	LOC117581684|XP_034124950.1|DGUA
OG0005390	CCAP1982_LOCUS8462|CAD6999955.1|CCAP	LOC117584684|XP_034129604.1|DGUA
OG0005391	CCAP1982_LOCUS8464|CAD6999957.1|CCAP	LOC117584687|XP_034129607.1|DGUA
OG0005392	CCAP1982_LOCUS7046|CAD6998448.1|CCAP	LOC117582014|XP_034125426.1|DGUA
OG0005393	CCAP1982_LOCUS3990|CAD6995269.1|CCAP	LOC117589822|XP_034137944.1|DGUA
OG0005394	CCAP1982_LOCUS9164|CAD7000690.1|CCAP	LOC117582012|XP_034125420.1|DGUA
OG0005395	CCAP1982_LOCUS8678|CAD7000185.1|CCAP	LOC117582174|XP_034125668.1|DGUA
OG0005396	CCAP1982_LOCUS6950|CAD6998349.1|CCAP	LOC117581774|XP_034125086.1|DGUA
OG0005397	CCAP1982_LOCUS6952|CAD6998351.1|CCAP	LOC117582232|XP_034125734.1|DGUA
OG0005398	CCAP1982_LOCUS5046|CAD6996367.1|CCAP	LOC117585732|XP_034131268.1|DGUA
OG0005399	CCAP1982_LOCUS22132|CAD7014126.1|CCAP	LOC117581462|XP_034124575.1|DGUA
OG0005401	CCAP1982_LOCUS8819|CAD7000336.1|CCAP	LOC117582302|XP_034125835.1|DGUA
OG0005402	CCAP1982_LOCUS8820|CAD7000337.1|CCAP	LOC117582000|XP_034125387.1|DGUA
OG0005403	CCAP1982_LOCUS8823|CAD7000340.1|CCAP	LOC117581734|XP_034125006.1|DGUA
OG0005404	CCAP1982_LOCUS8822|CAD7000339.1|CCAP	LOC117581735|XP_034125007.1|DGUA
OG0005405	CCAP1982_LOCUS23138|CAD7015187.1|CCAP	LOC117586839|XP_034133025.1|DGUA
OG0005406	CCAP1982_LOCUS22365|CAD7014368.1|CCAP	LOC117586700|XP_034132862.1|DGUA
OG0005407	CCAP1982_LOCUS22687|CAD7014705.1|CCAP	LOC117590254|XP_034138621.1|DGUA
OG0005408	CCAP1982_LOCUS8272|CAD6999749.1|CCAP	LOC117583945|XP_034128534.1|DGUA
OG0005409	CCAP1982_LOCUS8121|CAD6999598.1|CCAP	LOC117582170|XP_034125662.1|DGUA
OG0005411	CCAP1982_LOCUS21262|CAD7013191.1|CCAP	LOC117583340|XP_034127498.1|DGUA
OG0005412	CCAP1982_LOCUS21257|CAD7013186.1|CCAP	LOC117588703|XP_034136046.1|DGUA
OG0005413	CCAP1982_LOCUS23120|CAD7015167.1|CCAP	LOC117578714|XP_034120257.1|DGUA
OG0005416	CCAP1982_LOCUS21690|CAD7013646.1|CCAP	LOC117585692|XP_034131201.1|DGUA
OG0005417	CCAP1982_LOCUS7662|CAD6999118.1|CCAP	LOC117582201|XP_034125700.1|DGUA
OG0005418	CCAP1982_LOCUS7668|CAD6999124.1|CCAP	LOC117582117|XP_034125582.1|DGUA
OG0005419	CCAP1982_LOCUS5649|CAD6996987.1|CCAP	LOC117583953|XP_034128544.1|DGUA
OG0005420	CCAP1982_LOCUS6503|CAD6997884.1|CCAP	LOC117584466|XP_034129278.1|DGUA
OG0005421	CCAP1982_LOCUS8431|CAD6999920.1|CCAP	LOC117584655|XP_034129574.1|DGUA
OG0005423	CCAP1982_LOCUS5752|CAD6997100.1|CCAP	LOC117587933|XP_034134813.1|DGUA
OG0005424	CCAP1982_LOCUS22079|CAD7014071.1|CCAP	LOC117582347|XP_034125931.1|DGUA
OG0005426	CCAP1982_LOCUS7102|CAD6998514.1|CCAP	LOC117592214|XP_034141730.1|DGUA
OG0005428	CCAP1982_LOCUS8973|CAD7000495.1|CCAP	LOC117588135|XP_034135116.1|DGUA
OG0005429	CCAP1982_LOCUS6509|CAD6997890.1|CCAP	LOC117591060|XP_034140052.1|DGUA
OG0005430	CCAP1982_LOCUS6508|CAD6997889.1|CCAP	LOC117591061|XP_034140054.1|DGUA
OG0005431	CCAP1982_LOCUS9057|CAD7000583.1|CCAP	LOC117591074|XP_034140066.1|DGUA
OG0005432	CCAP1982_LOCUS5447|CAD6996771.1|CCAP	LOC117587596|XP_034134338.1|DGUA
OG0005433	CCAP1982_LOCUS23193|CAD7015243.1|CCAP	LOC117591906|XP_034141187.1|DGUA
OG0005434	CCAP1982_LOCUS6158|CAD6997519.1|CCAP	LOC117587780|XP_034134613.1|DGUA
OG0005435	CCAP1982_LOCUS5442|CAD6996764.1|CCAP	LOC117587599|XP_034134340.1|DGUA
OG0005436	CCAP1982_LOCUS5443|CAD6996765.1|CCAP	LOC117587597|XP_034134339.1|DGUA
OG0005437	CCAP1982_LOCUS4214|CAD6995501.1|CCAP	LOC117585815|XP_034131435.1|DGUA
OG0005438	CCAP1982_LOCUS8683|CAD7000190.1|CCAP	LOC117582442|XP_034126039.1|DGUA
OG0005440	CCAP1982_LOCUS8728|CAD7000236.1|CCAP	LOC117582564|XP_034126290.1|DGUA
OG0005441	CCAP1982_LOCUS6754|CAD6998143.1|CCAP	LOC117584151|XP_034128801.1|DGUA
OG0005442	CCAP1982_LOCUS8810|CAD7000327.1|CCAP	LOC117581726|XP_034124996.1|DGUA
OG0005443	CCAP1982_LOCUS5728|CAD6997076.1|CCAP	LOC117584710|XP_034129645.1|DGUA
OG0005444	CCAP1982_LOCUS7383|CAD6998834.1|CCAP	LOC117582512|XP_034126200.1|DGUA
OG0005445	CCAP1982_LOCUS7933|CAD6999407.1|CCAP	LOC117584154|XP_034128806.1|DGUA
OG0005447	CCAP1982_LOCUS7846|CAD6999319.1|CCAP	LOC117584767|XP_034129759.1|DGUA
OG0005448	CCAP1982_LOCUS21365|CAD7013294.1|CCAP	LOC117592168|XP_034141651.1|DGUA
