Orthogroup	CCAP.longest_only	DMIR.longest_only
OG0003786	CCAP1982_LOCUS7209|CAD6998638.1|CCAP	LOC108159730|XP_017148751.1|DMIR, LOC117185758|XP_033251763.1|DMIR
OG0003787	CCAP1982_LOCUS7207|CAD6998636.1|CCAP	LOC108159733|XP_017148756.2|DMIR
OG0003789	CCAP1982_LOCUS21199|CAD7013127.1|CCAP	LOC117189983|XP_033250956.1|DMIR, LOC108159501|XP_033246256.1|DMIR
OG0003790	CCAP1982_LOCUS11836|CAD7003377.1|CCAP	LOC108151081|XP_017134952.1|DMIR
OG0003791	CCAP1982_LOCUS4446|CAD6995741.1|CCAP	LOC108156445|XP_017143392.1|DMIR
OG0003792	CCAP1982_LOCUS19953|CAD7011844.1|CCAP	LOC108159823|XP_017148883.2|DMIR, LOC117187967|XP_033246888.1|DMIR
OG0003793	CCAP1982_LOCUS21395|CAD7013325.1|CCAP	LOC117189840|XP_033250806.1|DMIR, LOC108158788|XP_033250805.1|DMIR, LOC108158147|XP_017145856.1|DMIR
OG0003794	CCAP1982_LOCUS20803|CAD7012696.1|CCAP	LOC108159727|XP_017148747.1|DMIR
OG0003795	CCAP1982_LOCUS14674|CAD7006352.1|CCAP	LOC108152796|XP_017137867.1|DMIR
OG0003796	CCAP1982_LOCUS3197|CAD6994450.1|CCAP	LOC108156176|XP_017142994.1|DMIR
OG0003797	CCAP1982_LOCUS6552|CAD6997934.1|CCAP	LOC108161674|XP_017151470.1|DMIR
OG0003798	CCAP1982_LOCUS22894|CAD7014931.1|CCAP	LOC108160637|XP_017150255.1|DMIR
OG0003799	CCAP1982_LOCUS22887|CAD7014923.1|CCAP	LOC117190764|XP_033251717.1|DMIR, LOC108158562|XP_017146475.1|DMIR
OG0003800	CCAP1982_LOCUS5304|CAD6996624.1|CCAP	LOC108162435|XP_017152658.1|DMIR
OG0003801	CCAP1982_LOCUS5506|CAD6996833.1|CCAP, CCAP1982_LOCUS5505|CAD6996832.1|CCAP	LOC108161398|XP_017151136.1|DMIR
OG0003802	CCAP1982_LOCUS5798|CAD6997154.1|CCAP	LOC108162002|XP_017151973.1|DMIR
OG0003803	CCAP1982_LOCUS1579|CAD6992734.1|CCAP	LOC108156108|XP_017142893.1|DMIR
OG0003804	CCAP1982_LOCUS5284|CAD6996612.1|CCAP, CCAP1982_LOCUS5286|CAD6996614.1|CCAP	LOC108162729|XP_033248421.1|DMIR
OG0003805	CCAP1982_LOCUS6671|CAD6998055.1|CCAP	LOC108161842|XP_017151696.1|DMIR
OG0003806	CCAP1982_LOCUS5883|CAD6997250.1|CCAP	LOC117188961|XP_033249536.1|DMIR
OG0003807	CCAP1982_LOCUS5605|CAD6996935.1|CCAP	LOC108163250|XP_017153907.1|DMIR
OG0003808	CCAP1982_LOCUS12809|CAD7004399.1|CCAP	LOC108152752|XP_017137799.1|DMIR
OG0003809	CCAP1982_LOCUS8799|CAD7000314.1|CCAP	LOC108161731|XP_017151543.1|DMIR
OG0003810	CCAP1982_LOCUS22830|CAD7014864.1|CCAP	LOC117185814|XP_033254092.1|DMIR, LOC108159082|XP_017147525.1|DMIR
OG0003811	CCAP1982_LOCUS20526|CAD7012445.1|CCAP	LOC108159634|XP_017148583.1|DMIR, LOC117189526|XP_033250559.1|DMIR
OG0003812	CCAP1982_LOCUS6935|CAD6998330.1|CCAP, CCAP1982_LOCUS6934|CAD6998329.1|CCAP	LOC108161750|XP_033248894.1|DMIR
OG0003813	CCAP1982_LOCUS5706|CAD6997052.1|CCAP	LOC108162048|XP_017152064.1|DMIR
OG0003814	CCAP1982_LOCUS8342|CAD6999831.1|CCAP	LOC108161997|XP_017151955.1|DMIR
OG0003815	CCAP1982_LOCUS3110|CAD6994356.1|CCAP	LOC108155165|XP_017141319.1|DMIR
OG0003816	CCAP1982_LOCUS7861|CAD6999334.1|CCAP	LOC108162176|XP_017152258.2|DMIR
OG0003817	CCAP1982_LOCUS7853|CAD6999326.1|CCAP	LOC108163301|XP_017154002.1|DMIR
OG0003818	CCAP1982_LOCUS7280|CAD6998723.1|CCAP	LOC108164210|XP_017155330.1|DMIR
OG0003819	CCAP1982_LOCUS7276|CAD6998719.1|CCAP	LOC108162663|XP_017152992.1|DMIR
OG0003820	CCAP1982_LOCUS83|CAD6991141.1|CCAP	LOC108155719|XP_017142211.1|DMIR
OG0003821	CCAP1982_LOCUS7180|CAD6998605.1|CCAP	LOC108160394|XP_017149872.2|DMIR, LOC117188090|XP_033247308.1|DMIR
OG0003822	CCAP1982_LOCUS6140|CAD6997499.1|CCAP	LOC108161357|XP_017151089.1|DMIR
OG0003823	CCAP1982_LOCUS8357|CAD6999845.1|CCAP	LOC108163489|XP_017154291.1|DMIR
OG0003824	CCAP1982_LOCUS6116|CAD6997474.1|CCAP	LOC108161576|XP_017151353.1|DMIR
OG0003825	CCAP1982_LOCUS9117|CAD7000643.1|CCAP	LOC108162089|XP_017152141.1|DMIR
OG0003826	CCAP1982_LOCUS7874|CAD6999347.1|CCAP	LOC108162266|XP_017152405.1|DMIR
OG0003828	CCAP1982_LOCUS5595|CAD6996925.1|CCAP	LOC108162548|XP_017152822.1|DMIR
OG0003829	CCAP1982_LOCUS6584|CAD6997966.1|CCAP	LOC108164194|XP_017155303.2|DMIR
OG0003830	CCAP1982_LOCUS8407|CAD6999897.1|CCAP	LOC108162373|XP_017152576.1|DMIR
OG0003831	CCAP1982_LOCUS3015|CAD6994254.1|CCAP	LOC108156091|XP_017142869.1|DMIR
OG0003832	CCAP1982_LOCUS6414|CAD6997789.1|CCAP	LOC108162931|XP_033250032.1|DMIR
OG0003833	CCAP1982_LOCUS6417|CAD6997792.1|CCAP	LOC108162932|XP_017153403.1|DMIR
OG0003834	CCAP1982_LOCUS5881|CAD6997247.1|CCAP	LOC108162019|XP_017152001.1|DMIR
OG0003836	CCAP1982_LOCUS11112|CAD7002628.1|CCAP	LOC108162759|XP_017153130.1|DMIR
OG0003837	CCAP1982_LOCUS5808|CAD6997165.1|CCAP	LOC108163620|XP_017154507.1|DMIR
OG0003838	CCAP1982_LOCUS6716|CAD6998102.1|CCAP	LOC108161402|XP_033249638.1|DMIR
OG0003839	CCAP1982_LOCUS5500|CAD6996827.1|CCAP	LOC108162365|XP_017152563.1|DMIR
OG0003840	CCAP1982_LOCUS21671|CAD7013620.1|CCAP	LOC117188510|XP_033248400.1|DMIR, LOC108158196|XP_017145904.2|DMIR
OG0003841	CCAP1982_LOCUS8955|CAD7000476.1|CCAP	LOC108163684|XP_017154599.2|DMIR
OG0003842	CCAP1982_LOCUS5694|CAD6997036.1|CCAP	LOC108162988|XP_017153485.1|DMIR
OG0003843	CCAP1982_LOCUS6000|CAD6997367.1|CCAP	LOC108163095|XP_017153669.1|DMIR
OG0003844	CCAP1982_LOCUS5698|CAD6997041.1|CCAP	LOC108162364|XP_017152561.1|DMIR
OG0003845	CCAP1982_LOCUS6223|CAD6997584.1|CCAP	LOC108162534|XP_017152804.1|DMIR
OG0003846	CCAP1982_LOCUS5655|CAD6996994.1|CCAP	LOC108161793|XP_017151631.1|DMIR
OG0003848	CCAP1982_LOCUS6404|CAD6997779.1|CCAP	LOC108154877|XP_033244420.1|DMIR
OG0003849	CCAP1982_LOCUS22355|CAD7014358.1|CCAP	LOC108158138|XP_017145841.1|DMIR
OG0003850	CCAP1982_LOCUS6057|CAD6997416.1|CCAP	LOC108162221|XP_033249197.1|DMIR
OG0003851	CCAP1982_LOCUS12771|CAD7004356.1|CCAP	LOC117191903|XP_033252546.1|DMIR, LOC108158620|XP_017146584.1|DMIR
OG0003852	CCAP1982_LOCUS8118|CAD6999596.1|CCAP	LOC108162074|XP_017152111.1|DMIR
OG0003853	CCAP1982_LOCUS22260|CAD7014257.1|CCAP	LOC117192680|XP_033253298.1|DMIR, LOC108159977|XP_017149153.1|DMIR
OG0003854	CCAP1982_LOCUS7898|CAD6999371.1|CCAP	LOC108164085|XP_017155161.1|DMIR
OG0003855	CCAP1982_LOCUS7899|CAD6999372.1|CCAP	LOC108162181|XP_017152261.1|DMIR
OG0003856	CCAP1982_LOCUS7076|CAD6998482.1|CCAP, CCAP1982_LOCUS7075|CAD6998481.1|CCAP	LOC108161485|XP_017151245.1|DMIR
OG0003857	CCAP1982_LOCUS6970|CAD6998370.1|CCAP, CCAP1982_LOCUS6971|CAD6998371.1|CCAP	LOC108163166|XP_017153780.1|DMIR
OG0003859	CCAP1982_LOCUS7282|CAD6998725.1|CCAP	LOC108163531|XP_017154371.1|DMIR
OG0003860	CCAP1982_LOCUS22256|CAD7014253.1|CCAP	LOC108160205|XP_017149530.1|DMIR, LOC117193888|XP_033254463.1|DMIR
OG0003861	CCAP1982_LOCUS7807|CAD6999278.1|CCAP	LOC108161724|XP_017151536.2|DMIR
OG0003862	CCAP1982_LOCUS6229|CAD6997590.1|CCAP	LOC108163670|XP_017154586.1|DMIR
OG0003863	CCAP1982_LOCUS5977|CAD6997345.1|CCAP	LOC108162551|XP_017152826.1|DMIR
OG0003864	CCAP1982_LOCUS5978|CAD6997346.1|CCAP	LOC108163075|XP_017153644.1|DMIR
OG0003865	CCAP1982_LOCUS88|CAD6991146.1|CCAP	LOC108156983|XP_017144264.1|DMIR
OG0003866	CCAP1982_LOCUS5492|CAD6996819.1|CCAP	LOC108163121|XP_017153716.1|DMIR
OG0003867	CCAP1982_LOCUS5888|CAD6997255.1|CCAP	LOC117188834|XP_033249181.1|DMIR
OG0003868	CCAP1982_LOCUS6457|CAD6997833.1|CCAP	LOC108161326|XP_017151047.1|DMIR
OG0003869	CCAP1982_LOCUS6926|CAD6998320.1|CCAP	LOC108163537|XP_017154382.1|DMIR
OG0003870	CCAP1982_LOCUS8679|CAD7000186.1|CCAP	LOC108162915|XP_017153382.1|DMIR
OG0003871	CCAP1982_LOCUS7306|CAD6998752.1|CCAP	LOC108163705|XP_033248985.1|DMIR
OG0003872	CCAP1982_LOCUS20638|CAD7012553.1|CCAP	LOC108158392|XP_017146139.1|DMIR
OG0003873	CCAP1982_LOCUS8327|CAD6999812.1|CCAP	LOC108162668|XP_017152999.2|DMIR
OG0003874	CCAP1982_LOCUS5791|CAD6997146.1|CCAP, CCAP1982_LOCUS5790|CAD6997145.1|CCAP	LOC108162951|XP_017153435.1|DMIR
OG0003875	CCAP1982_LOCUS5551|CAD6996878.1|CCAP	LOC108162047|XP_033249481.1|DMIR
OG0003876	CCAP1982_LOCUS4573|CAD6995872.1|CCAP, CCAP1982_LOCUS8515|CAD7000010.1|CCAP	LOC108163804|XP_017154783.1|DMIR
OG0003877	CCAP1982_LOCUS5331|CAD6996647.1|CCAP, CCAP1982_LOCUS5332|CAD6996648.1|CCAP	LOC108163415|XP_017154171.1|DMIR
OG0003878	CCAP1982_LOCUS7283|CAD6998726.1|CCAP	LOC108163530|XP_017154368.1|DMIR
OG0003879	CCAP1982_LOCUS11129|CAD7002646.1|CCAP	LOC108151932|XP_017136346.1|DMIR
OG0003880	CCAP1982_LOCUS11022|CAD7002533.1|CCAP	LOC108152745|XP_017137783.1|DMIR
OG0003881	CCAP1982_LOCUS21702|CAD7013660.1|CCAP	LOC108159113|XP_033253206.1|DMIR, LOC117188070|XP_033247261.1|DMIR
OG0003882	CCAP1982_LOCUS7236|CAD6998677.1|CCAP	LOC108159774|XP_017148822.2|DMIR, LOC117188508|XP_033248385.1|DMIR
OG0003884	CCAP1982_LOCUS5819|CAD6997177.1|CCAP	LOC108163134|XP_017153737.1|DMIR
OG0003885	CCAP1982_LOCUS6174|CAD6997535.1|CCAP	LOC108162688|XP_017153026.1|DMIR
OG0003886	CCAP1982_LOCUS6175|CAD6997536.1|CCAP	LOC108162686|XP_017153024.1|DMIR
OG0003887	CCAP1982_LOCUS8956|CAD7000477.1|CCAP	LOC108163757|XP_017154716.2|DMIR
OG0003888	CCAP1982_LOCUS32|CAD6991084.1|CCAP	LOC108155075|XP_017141157.1|DMIR
OG0003889	CCAP1982_LOCUS8450|CAD6999942.1|CCAP	LOC117188612|XP_033248508.1|DMIR, LOC108161762|XP_017151585.2|DMIR
OG0003891	CCAP1982_LOCUS5531|CAD6996855.1|CCAP	LOC108164040|XP_017155107.2|DMIR
OG0003892	CCAP1982_LOCUS11258|CAD7002785.1|CCAP	LOC108151054|XP_017134917.1|DMIR
OG0003893	CCAP1982_LOCUS5556|CAD6996883.1|CCAP	LOC108162643|XP_017152956.2|DMIR
OG0003894	CCAP1982_LOCUS5612|CAD6996942.1|CCAP	LOC108163009|XP_033249015.1|DMIR
OG0003895	CCAP1982_LOCUS23333|CAD7015389.1|CCAP	LOC108158356|XP_017146098.1|DMIR
OG0003896	CCAP1982_LOCUS23329|CAD7015385.1|CCAP	LOC108158355|XP_017146097.1|DMIR
OG0003897	CCAP1982_LOCUS23317|CAD7015373.1|CCAP	LOC117189503|XP_033250530.1|DMIR, LOC117194993|XP_033255368.1|DMIR
OG0003898	CCAP1982_LOCUS5825|CAD6997185.1|CCAP	LOC108161929|XP_017151841.1|DMIR
OG0003899	CCAP1982_LOCUS6942|CAD6998340.1|CCAP	LOC108162088|XP_017152140.1|DMIR
OG0003900	CCAP1982_LOCUS8154|CAD6999622.1|CCAP, CCAP1982_LOCUS8155|CAD6999623.1|CCAP	LOC108162781|XP_017153168.1|DMIR
OG0003901	CCAP1982_LOCUS7415|CAD6998868.1|CCAP	LOC108163730|XP_017154676.1|DMIR
OG0003902	CCAP1982_LOCUS7420|CAD6998873.1|CCAP	LOC108163516|XP_017154341.1|DMIR
OG0003903	CCAP1982_LOCUS8447|CAD6999938.1|CCAP	LOC108161973|XP_017151920.2|DMIR
OG0003904	CCAP1982_LOCUS8448|CAD6999939.1|CCAP	LOC108161972|XP_017151919.2|DMIR
OG0003905	CCAP1982_LOCUS21248|CAD7013177.1|CCAP	LOC108154767|XP_017140639.1|DMIR
OG0003906	CCAP1982_LOCUS7232|CAD6998672.1|CCAP, CCAP1982_LOCUS7233|CAD6998673.1|CCAP	LOC108159567|XP_017148493.1|DMIR
OG0003907	CCAP1982_LOCUS7302|CAD6998748.1|CCAP	LOC108163624|XP_017154512.1|DMIR
OG0003908	CCAP1982_LOCUS7301|CAD6998747.1|CCAP	LOC108163625|XP_017154513.1|DMIR
OG0003909	CCAP1982_LOCUS21305|CAD7013234.1|CCAP	LOC117193097|XP_033253710.1|DMIR, LOC108159674|XP_017148650.1|DMIR
OG0003910	CCAP1982_LOCUS21307|CAD7013236.1|CCAP	LOC117186307|XP_033242789.1|DMIR
OG0003911	CCAP1982_LOCUS8213|CAD6999685.1|CCAP	LOC108162032|XP_017152039.1|DMIR
OG0003912	CCAP1982_LOCUS7591|CAD6999044.1|CCAP	LOC108164187|XP_017155294.2|DMIR
OG0003913	CCAP1982_LOCUS7858|CAD6999331.1|CCAP	LOC108162174|XP_017152256.2|DMIR
OG0003916	CCAP1982_LOCUS8075|CAD6999555.1|CCAP	LOC108161897|XP_017151780.1|DMIR
OG0003917	CCAP1982_LOCUS6863|CAD6998254.1|CCAP	LOC108161831|XP_017151679.1|DMIR
OG0003918	CCAP1982_LOCUS6812|CAD6998196.1|CCAP	LOC108161287|XP_017150994.1|DMIR
OG0003919	CCAP1982_LOCUS8390|CAD6999881.1|CCAP	LOC108163677|XP_017154592.1|DMIR
OG0003920	CCAP1982_LOCUS22598|CAD7014605.1|CCAP	LOC117189961|XP_033250934.1|DMIR, LOC108159423|XP_017148178.1|DMIR
OG0003921	CCAP1982_LOCUS5673|CAD6997012.1|CCAP	LOC108164056|XP_033249291.1|DMIR
OG0003922	CCAP1982_LOCUS8570|CAD7000069.1|CCAP	LOC108163722|XP_017154661.1|DMIR
OG0003923	CCAP1982_LOCUS10228|CAD7001738.1|CCAP	LOC108164482|XP_017155728.1|DMIR
OG0003924	CCAP1982_LOCUS22499|CAD7014497.1|CCAP	LOC108160020|XP_017149244.1|DMIR, LOC117190736|XP_033251691.1|DMIR
OG0003925	CCAP1982_LOCUS8469|CAD6999962.1|CCAP	LOC108162916|XP_017153385.2|DMIR
OG0003926	CCAP1982_LOCUS8459|CAD6999951.1|CCAP	LOC108162354|XP_017152549.1|DMIR
OG0003927	CCAP1982_LOCUS9171|CAD7000697.1|CCAP	LOC108162067|XP_017152101.1|DMIR
OG0003928	CCAP1982_LOCUS9116|CAD7000642.1|CCAP	LOC108162093|XP_017152144.1|DMIR
OG0003929	CCAP1982_LOCUS7056|CAD6998459.1|CCAP	LOC108161633|XP_017151423.1|DMIR
OG0003930	CCAP1982_LOCUS5761|CAD6997111.1|CCAP	LOC108162118|XP_017152181.1|DMIR
OG0003931	CCAP1982_LOCUS5767|CAD6997119.1|CCAP	LOC108163309|XP_017154014.1|DMIR
OG0003932	CCAP1982_LOCUS22548|CAD7014547.1|CCAP	LOC117187827|XP_033246580.1|DMIR, LOC108158229|XP_033254099.1|DMIR
OG0003933	CCAP1982_LOCUS8779|CAD7000289.1|CCAP	LOC108163698|XP_017154621.1|DMIR
OG0003934	CCAP1982_LOCUS6872|CAD6998263.1|CCAP	LOC108164024|XP_017155087.1|DMIR
OG0003935	CCAP1982_LOCUS22909|CAD7014946.1|CCAP	LOC117192538|XP_033253126.1|DMIR, LOC108158572|XP_017146497.1|DMIR
OG0003936	CCAP1982_LOCUS22910|CAD7014947.1|CCAP	LOC117188412|XP_033248143.1|DMIR, LOC108158582|XP_017146514.2|DMIR
OG0003937	CCAP1982_LOCUS22690|CAD7014708.1|CCAP	LOC108159786|XP_017148839.1|DMIR, LOC117193171|XP_033253796.1|DMIR
OG0003938	CCAP1982_LOCUS8103|CAD6999578.1|CCAP	LOC108161899|XP_033249090.1|DMIR
OG0003939	CCAP1982_LOCUS8102|CAD6999577.1|CCAP	LOC108162471|XP_017152708.1|DMIR
OG0003940	CCAP1982_LOCUS8270|CAD6999747.1|CCAP	LOC108161963|XP_017151911.2|DMIR
OG0003941	CCAP1982_LOCUS8273|CAD6999750.1|CCAP	LOC108161967|XP_017151915.1|DMIR
OG0003942	CCAP1982_LOCUS8147|CAD6999616.1|CCAP	LOC108162376|XP_017152580.1|DMIR
OG0003943	CCAP1982_LOCUS22209|CAD7014205.1|CCAP	LOC108161902|XP_017151789.1|DMIR
OG0003944	CCAP1982_LOCUS8369|CAD6999857.1|CCAP	LOC108162682|XP_017153017.1|DMIR
OG0003945	CCAP1982_LOCUS22015|CAD7014008.1|CCAP	LOC108158719|XP_017146752.1|DMIR, LOC117189607|XP_033250620.1|DMIR, LOC117193087|XP_033253705.1|DMIR
OG0003946	CCAP1982_LOCUS5773|CAD6997127.1|CCAP	LOC108164068|XP_017155142.2|DMIR
OG0003947	CCAP1982_LOCUS6292|CAD6997662.1|CCAP	LOC108163112|XP_017153700.2|DMIR
OG0003948	CCAP1982_LOCUS7660|CAD6999116.1|CCAP	LOC108162317|XP_017152487.1|DMIR
OG0003949	CCAP1982_LOCUS7659|CAD6999115.1|CCAP	LOC108162312|XP_017152478.1|DMIR
OG0003950	CCAP1982_LOCUS5397|CAD6996714.1|CCAP	LOC108163469|XP_017154257.1|DMIR
OG0003951	CCAP1982_LOCUS5390|CAD6996707.1|CCAP	LOC108164072|XP_017155145.1|DMIR
OG0003952	CCAP1982_LOCUS5626|CAD6996959.1|CCAP	LOC108163970|XP_017155015.1|DMIR
OG0003953	CCAP1982_LOCUS6501|CAD6997882.1|CCAP	LOC108161905|XP_017151793.1|DMIR
OG0003954	CCAP1982_LOCUS8427|CAD6999916.1|CCAP	LOC108153141|XP_017138429.2|DMIR
OG0003955	CCAP1982_LOCUS5656|CAD6996995.1|CCAP	LOC117188650|XP_033248715.1|DMIR, LOC108163141|XP_033249071.1|DMIR
OG0003956	CCAP1982_LOCUS8668|CAD7000177.1|CCAP	LOC108162979|XP_017153472.1|DMIR
OG0003957	CCAP1982_LOCUS11265|CAD7002795.1|CCAP	LOC108151495|XP_017135624.1|DMIR
OG0003959	CCAP1982_LOCUS22088|CAD7014081.1|CCAP	LOC117190015|XP_033250997.1|DMIR, LOC108159962|XP_017149122.1|DMIR
OG0003961	CCAP1982_LOCUS8859|CAD7000383.1|CCAP	LOC108163039|XP_017153580.1|DMIR
OG0003962	CCAP1982_LOCUS7792|CAD6999262.1|CCAP	LOC108162355|XP_017152550.2|DMIR
OG0003963	CCAP1982_LOCUS9235|CAD7000760.1|CCAP, CCAP1982_LOCUS9236|CAD7000761.1|CCAP	LOC108163232|XP_017153879.1|DMIR
OG0003964	CCAP1982_LOCUS8508|CAD7000002.1|CCAP	LOC108161807|XP_017151655.1|DMIR
OG0003965	CCAP1982_LOCUS8387|CAD6999878.1|CCAP, CCAP1982_LOCUS8385|CAD6999876.1|CCAP	LOC108162368|XP_033248537.1|DMIR
OG0003966	CCAP1982_LOCUS5452|CAD6996777.1|CCAP	LOC108162459|XP_017152693.1|DMIR
OG0003967	CCAP1982_LOCUS23154|CAD7015206.1|CCAP	LOC117192360|XP_033252888.1|DMIR, LOC108159756|XP_017148790.1|DMIR
OG0003968	CCAP1982_LOCUS23148|CAD7015199.1|CCAP	LOC117192361|XP_033252895.1|DMIR, LOC108159747|XP_017148775.1|DMIR
OG0003969	CCAP1982_LOCUS23196|CAD7015246.1|CCAP	LOC117187888|XP_033246711.1|DMIR, LOC108159717|XP_017148726.2|DMIR
OG0003970	CCAP1982_LOCUS6945|CAD6998343.1|CCAP	LOC108161817|XP_017151666.1|DMIR
OG0003971	CCAP1982_LOCUS5715|CAD6997061.1|CCAP	LOC108161321|XP_017151038.1|DMIR
OG0003972	CCAP1982_LOCUS12298|CAD7003868.1|CCAP, CCAP1982_LOCUS14704|CAD7006383.1|CCAP, CCAP1982_LOCUS12297|CAD7003867.1|CCAP	LOC108151224|XP_017135206.1|DMIR
OG0003973	CCAP1982_LOCUS22115|CAD7014109.1|CCAP, CCAP1982_LOCUS22114|CAD7014108.1|CCAP	LOC117193413|XP_033254054.1|DMIR, LOC108160147|XP_017149448.1|DMIR
OG0003974	CCAP1982_LOCUS1354|CAD6992505.1|CCAP	LOC108158627|XP_017146593.1|DMIR
OG0003975	CCAP1982_LOCUS9013|CAD7000536.1|CCAP, CCAP1982_LOCUS9015|CAD7000538.1|CCAP	LOC108163827|XP_017154804.1|DMIR
OG0003976	CCAP1982_LOCUS6108|CAD6997465.1|CCAP	LOC108163777|XP_017154745.1|DMIR
OG0003977	CCAP1982_LOCUS6106|CAD6997463.1|CCAP	LOC108164071|XP_017155144.1|DMIR
OG0003978	CCAP1982_LOCUS14331|CAD7005995.1|CCAP	LOC108151960|XP_017136388.1|DMIR
OG0003979	CCAP1982_LOCUS8335|CAD6999823.1|CCAP	LOC108162883|XP_017153324.1|DMIR
OG0003980	CCAP1982_LOCUS238|CAD6991309.1|CCAP	LOC108154814|XP_017140704.1|DMIR
OG0003981	CCAP1982_LOCUS8339|CAD6999828.1|CCAP	LOC117188746|XP_033248927.1|DMIR, LOC108163491|XP_033249864.1|DMIR
OG0003982	CCAP1982_LOCUS6275|CAD6997642.1|CCAP	LOC108163941|XP_017154966.1|DMIR
OG0003983	CCAP1982_LOCUS5970|CAD6997336.1|CCAP, CCAP1982_LOCUS5971|CAD6997337.1|CCAP	LOC108164278|XP_017155413.1|DMIR
OG0003984	CCAP1982_LOCUS5684|CAD6997025.1|CCAP, CCAP1982_LOCUS5849|CAD6997211.1|CCAP	LOC108163460|XP_017154243.1|DMIR
OG0003985	CCAP1982_LOCUS5845|CAD6997207.1|CCAP, CCAP1982_LOCUS5681|CAD6997022.1|CCAP	LOC108162078|XP_017152115.1|DMIR
OG0003986	CCAP1982_LOCUS5674|CAD6997013.1|CCAP	LOC108161552|XP_017151324.1|DMIR
OG0003987	CCAP1982_LOCUS6202|CAD6997564.1|CCAP, CCAP1982_LOCUS6198|CAD6997560.1|CCAP, CCAP1982_LOCUS6199|CAD6997561.1|CCAP	LOC108163542|XP_017154389.1|DMIR
OG0003988	CCAP1982_LOCUS8506|CAD7000000.1|CCAP, CCAP1982_LOCUS8505|CAD6999999.1|CCAP	LOC108162225|XP_017152335.1|DMIR
OG0003989	CCAP1982_LOCUS8511|CAD7000005.1|CCAP	LOC108161805|XP_017151651.1|DMIR
OG0003990	CCAP1982_LOCUS8402|CAD6999892.1|CCAP	LOC108163658|XP_017154568.1|DMIR
OG0003991	CCAP1982_LOCUS8201|CAD6999671.1|CCAP	LOC108162184|XP_017152265.1|DMIR
OG0003992	CCAP1982_LOCUS8206|CAD6999676.1|CCAP	LOC108163405|XP_017154158.1|DMIR
OG0003993	CCAP1982_LOCUS9154|CAD7000680.1|CCAP	LOC108163519|XP_017154350.1|DMIR
OG0003994	CCAP1982_LOCUS4907|CAD6996219.1|CCAP	LOC108156505|XP_017143495.1|DMIR
OG0003995	CCAP1982_LOCUS22498|CAD7014496.1|CCAP	LOC108160442|XP_017149941.1|DMIR, LOC117193397|XP_033254037.1|DMIR
OG0003996	CCAP1982_LOCUS22541|CAD7014540.1|CCAP	LOC117191249|XP_033252057.1|DMIR, LOC108158331|XP_017146060.1|DMIR
OG0003997	CCAP1982_LOCUS8067|CAD6999546.1|CCAP	LOC108164091|XP_017155169.1|DMIR
OG0003998	CCAP1982_LOCUS6627|CAD6998010.1|CCAP	LOC108161249|XP_033248708.1|DMIR
OG0003999	CCAP1982_LOCUS5450|CAD6996775.1|CCAP	LOC108163043|XP_017153583.1|DMIR
OG0004001	CCAP1982_LOCUS19584|CAD7011485.1|CCAP	LOC117189476|XP_033250500.1|DMIR, LOC108158745|XP_017146842.2|DMIR
OG0004002	CCAP1982_LOCUS5794|CAD6997149.1|CCAP	LOC108162004|XP_017151978.1|DMIR
OG0004003	CCAP1982_LOCUS5644|CAD6996980.1|CCAP	LOC108161859|XP_033248824.1|DMIR
OG0004004	CCAP1982_LOCUS8476|CAD6999971.1|CCAP	LOC108163153|XP_017153759.1|DMIR
OG0004005	CCAP1982_LOCUS8478|CAD6999973.1|CCAP	LOC108161881|XP_017151764.1|DMIR
OG0004006	CCAP1982_LOCUS8574|CAD7000075.1|CCAP	LOC108162888|XP_017153337.1|DMIR
OG0004007	CCAP1982_LOCUS6925|CAD6998319.1|CCAP	LOC108163538|XP_017154383.1|DMIR
OG0004008	CCAP1982_LOCUS7446|CAD6998899.1|CCAP, CCAP1982_LOCUS7450|CAD6998903.1|CCAP	LOC108161699|XP_033248735.1|DMIR
OG0004009	CCAP1982_LOCUS8930|CAD7000453.1|CCAP	LOC108163697|XP_017154620.2|DMIR
OG0004010	CCAP1982_LOCUS6001|CAD6997368.1|CCAP	LOC108162626|XP_017152938.2|DMIR
OG0004011	CCAP1982_LOCUS5350|CAD6996666.1|CCAP	LOC108163928|XP_017154950.1|DMIR
OG0004012	CCAP1982_LOCUS2278|CAD6993466.1|CCAP	LOC108157235|XP_017144684.1|DMIR
OG0004013	CCAP1982_LOCUS6066|CAD6997419.1|CCAP	LOC108162215|XP_017152322.2|DMIR
OG0004014	CCAP1982_LOCUS12299|CAD7003869.1|CCAP, CCAP1982_LOCUS14705|CAD7006384.1|CCAP, CCAP1982_LOCUS12300|CAD7003870.1|CCAP	LOC108153073|XP_017138343.1|DMIR
OG0004015	CCAP1982_LOCUS7695|CAD6999157.1|CCAP	LOC108161969|XP_017151917.2|DMIR
OG0004016	CCAP1982_LOCUS6454|CAD6997830.1|CCAP	LOC108161250|XP_033249054.1|DMIR
OG0004017	CCAP1982_LOCUS8061|CAD6999540.1|CCAP	LOC108163396|XP_017154147.1|DMIR
OG0004018	CCAP1982_LOCUS21469|CAD7013405.1|CCAP	LOC117190919|XP_033251813.1|DMIR, LOC108160320|XP_017149735.1|DMIR
OG0004019	CCAP1982_LOCUS11760|CAD7003299.1|CCAP	LOC117189075|XP_033249937.1|DMIR, LOC108162605|XP_017152914.2|DMIR
