Orthogroup	CCAP.longest_only	DPSE.longest_only
OG0004453	CCAP1982_LOCUS19680|CAD7011591.1|CCAP	LOC4804157|XP_001360763.4|DPSE
OG0004454	CCAP1982_LOCUS5157|CAD6996488.1|CCAP	LOC4802591|XP_001359484.2|DPSE
OG0004457	CCAP1982_LOCUS13442|CAD7005078.1|CCAP	LOC4813501|XP_015043308.2|DPSE
OG0004458	CCAP1982_LOCUS14001|CAD7005643.1|CCAP, CCAP1982_LOCUS14004|CAD7005646.1|CCAP	LOC4812059|XP_033241150.1|DPSE
OG0004459	CCAP1982_LOCUS13690|CAD7005330.1|CCAP	LOC6900833|XP_015043386.2|DPSE
OG0004460	CCAP1982_LOCUS12030|CAD7003581.1|CCAP	LOC4813487|XP_001353799.1|DPSE
OG0004461	CCAP1982_LOCUS13905|CAD7005545.1|CCAP	LOC4813832|XP_001353159.3|DPSE
OG0004462	CCAP1982_LOCUS13571|CAD7005211.1|CCAP	LOC4811859|XP_001352920.2|DPSE
OG0004463	CCAP1982_LOCUS13756|CAD7005396.1|CCAP	LOC4812476|XP_015043538.2|DPSE
OG0004465	CCAP1982_LOCUS1606|CAD6992765.1|CCAP	LOC6903406|XP_002132285.3|DPSE
OG0004466	CCAP1982_LOCUS14570|CAD7006244.1|CCAP	LOC4812299|XP_001352915.4|DPSE
OG0004467	CCAP1982_LOCUS13984|CAD7005626.1|CCAP	LOC4812888|XP_001353532.2|DPSE
OG0004468	CCAP1982_LOCUS13983|CAD7005625.1|CCAP	LOC4813828|XP_001353533.1|DPSE
OG0004469	CCAP1982_LOCUS13398|CAD7005026.1|CCAP	LOC4813341|XP_001353148.4|DPSE
OG0004470	CCAP1982_LOCUS8253|CAD6999727.1|CCAP	LOC4817650|XP_033236239.1|DPSE
OG0004471	CCAP1982_LOCUS3738|CAD6995007.1|CCAP	LOC6897221|XP_002137393.2|DPSE
OG0004472	CCAP1982_LOCUS20359|CAD7012263.1|CCAP	LOC4805129|XP_001361583.1|DPSE
OG0004473	CCAP1982_LOCUS21035|CAD7012939.1|CCAP	LOC26533012|XP_015039837.2|DPSE
OG0004474	CCAP1982_LOCUS21033|CAD7012937.1|CCAP	LOC4804358|XP_001360932.1|DPSE
OG0004475	CCAP1982_LOCUS19402|CAD7011295.1|CCAP	LOC6898040|XP_002138128.2|DPSE
OG0004477	CCAP1982_LOCUS20802|CAD7012695.1|CCAP	LOC4803573|XP_001360280.2|DPSE
OG0004478	CCAP1982_LOCUS19606|CAD7011516.1|CCAP	LOC4803876|XP_033234240.1|DPSE
OG0004479	CCAP1982_LOCUS20506|CAD7012422.1|CCAP	LOC117183718|XP_033234498.1|DPSE
OG0004481	CCAP1982_LOCUS7208|CAD6998637.1|CCAP	LOC6898433|XP_002138475.1|DPSE
OG0004482	CCAP1982_LOCUS1748|CAD6992915.1|CCAP, CCAP1982_LOCUS1747|CAD6992914.1|CCAP	LOC4800315|XP_001357593.3|DPSE
OG0004483	CCAP1982_LOCUS20502|CAD7012416.1|CCAP	LOC4803518|XP_001360231.3|DPSE
OG0004484	CCAP1982_LOCUS4678|CAD6995967.1|CCAP	LOC4802303|XP_001359246.2|DPSE
OG0004487	CCAP1982_LOCUS11505|CAD7003042.1|CCAP	LOC4811890|XP_015043560.1|DPSE
OG0004488	CCAP1982_LOCUS22292|CAD7014290.1|CCAP, CCAP1982_LOCUS22291|CAD7014289.1|CCAP	LOC6898094|XP_002138176.2|DPSE
OG0004490	CCAP1982_LOCUS21583|CAD7013523.1|CCAP	LOC6898639|XP_002138644.2|DPSE
OG0004491	CCAP1982_LOCUS6120|CAD6997478.1|CCAP, CCAP1982_LOCUS6124|CAD6997482.1|CCAP, CCAP1982_LOCUS6122|CAD6997480.1|CCAP, CCAP1982_LOCUS6123|CAD6997481.1|CCAP, CCAP1982_LOCUS6121|CAD6997479.1|CCAP	LOC4816244|XP_001355863.2|DPSE
OG0004492	CCAP1982_LOCUS13562|CAD7005202.1|CCAP	LOC4812277|XP_001352973.2|DPSE
OG0004494	CCAP1982_LOCUS282|CAD6991352.1|CCAP	LOC4802033|XP_015037553.2|DPSE
OG0004495	CCAP1982_LOCUS3895|CAD6995174.1|CCAP, CCAP1982_LOCUS3894|CAD6995173.1|CCAP, CCAP1982_LOCUS3896|CAD6995175.1|CCAP	LOC6896975|XP_002137160.2|DPSE
OG0004497	CCAP1982_LOCUS23058|CAD7015105.1|CCAP, CCAP1982_LOCUS23059|CAD7015106.1|CCAP	LOC4803859|XP_001360510.3|DPSE
OG0004504	CCAP1982_LOCUS4126|CAD6995408.1|CCAP	LOC6899762|XP_033241751.1|DPSE
OG0004505	CCAP1982_LOCUS1442|CAD6992593.1|CCAP	LOC4801633|XP_015037330.1|DPSE
OG0004506	CCAP1982_LOCUS3919|CAD6995200.1|CCAP	LOC4801096|XP_001358247.2|DPSE
OG0004507	CCAP1982_LOCUS1261|CAD6992397.1|CCAP	LOC4801879|XP_001358902.2|DPSE
OG0004508	CCAP1982_LOCUS3637|CAD6994902.1|CCAP, CCAP1982_LOCUS3634|CAD6994899.1|CCAP	LOC6897149|XP_002137329.3|DPSE
OG0004511	CCAP1982_LOCUS2442|CAD6993632.1|CCAP	LOC6897159|XP_002137339.3|DPSE
OG0004512	CCAP1982_LOCUS9854|CAD7001356.1|CCAP	LOC4811803|XP_001352367.4|DPSE
OG0004513	CCAP1982_LOCUS9560|CAD7001088.1|CCAP	LOC4811847|XP_033237202.1|DPSE
OG0004514	CCAP1982_LOCUS10096|CAD7001602.1|CCAP	LOC4811775|XP_015044540.2|DPSE
OG0004519	CCAP1982_LOCUS36|CAD6991088.1|CCAP	LOC4800464|XP_001357735.1|DPSE
OG0004523	CCAP1982_LOCUS3346|CAD6994609.1|CCAP	LOC4800351|XP_001357563.3|DPSE
OG0004531	CCAP1982_LOCUS2148|CAD6993332.1|CCAP	LOC4801670|XP_001358722.5|DPSE
OG0004535	CCAP1982_LOCUS13345|CAD7004967.1|CCAP	LOC4812029|XP_001352584.3|DPSE
OG0004538	CCAP1982_LOCUS21889|CAD7013872.1|CCAP	LOC6898514|XP_002138555.2|DPSE
OG0004539	CCAP1982_LOCUS3115|CAD6994361.1|CCAP	LOC4800298|XP_015038647.1|DPSE
OG0004541	CCAP1982_LOCUS21023|CAD7012926.1|CCAP	LOC4804150|XP_015039642.2|DPSE
OG0004545	CCAP1982_LOCUS3186|CAD6994435.1|CCAP	LOC4801736|XP_001358779.1|DPSE
OG0004546	CCAP1982_LOCUS22253|CAD7014250.1|CCAP	LOC4803539|XP_001360249.2|DPSE
OG0004550	CCAP1982_LOCUS5352|CAD6996668.1|CCAP	LOC6901962|XP_015041029.2|DPSE
OG0004553	CCAP1982_LOCUS11235|CAD7002761.1|CCAP	LOC4812729|XP_001353108.2|DPSE
OG0004556	CCAP1982_LOCUS9255|CAD7000780.1|CCAP	LOC4814453|XP_001355116.3|DPSE
OG0004559	CCAP1982_LOCUS3867|CAD6995146.1|CCAP	LOC4801563|XP_001358635.2|DPSE
OG0004560	CCAP1982_LOCUS4128|CAD6995411.1|CCAP	LOC26532752|XP_033238945.1|DPSE
OG0004561	CCAP1982_LOCUS2043|CAD6993224.1|CCAP	LOC4801368|XP_001358475.3|DPSE
OG0004562	CCAP1982_LOCUS776|CAD6991885.1|CCAP	LOC4800943|XP_001358127.2|DPSE
OG0004563	CCAP1982_LOCUS4917|CAD6996232.1|CCAP	LOC4801257|XP_001358380.3|DPSE
OG0004564	CCAP1982_LOCUS102|CAD6991162.1|CCAP	LOC4803083|XP_001359882.2|DPSE
OG0004565	CCAP1982_LOCUS1797|CAD6992965.1|CCAP	LOC4801067|XP_001358229.2|DPSE
OG0004569	CCAP1982_LOCUS1664|CAD6992826.1|CCAP	LOC4802738|XP_001359601.3|DPSE
OG0004570	CCAP1982_LOCUS21554|CAD7013494.1|CCAP	LOC4803819|XP_001360474.3|DPSE
OG0004573	CCAP1982_LOCUS3394|CAD6994659.1|CCAP	LOC4801428|XP_015037248.2|DPSE
OG0004576	CCAP1982_LOCUS1658|CAD6992819.1|CCAP	LOC4801816|XP_001358849.1|DPSE
OG0004577	CCAP1982_LOCUS1199|CAD6992335.1|CCAP	LOC4802010|XP_001359015.1|DPSE
OG0004579	CCAP1982_LOCUS6923|CAD6998315.1|CCAP	LOC6903014|XP_033236468.1|DPSE
OG0004580	CCAP1982_LOCUS2352|CAD6993540.1|CCAP	LOC6897130|XP_002137311.1|DPSE
OG0004581	CCAP1982_LOCUS2223|CAD6993408.1|CCAP	LOC4801524|XP_001358600.1|DPSE
OG0004582	CCAP1982_LOCUS1771|CAD6992938.1|CCAP	LOC4800323|XP_001357586.4|DPSE
OG0004585	CCAP1982_LOCUS2137|CAD6993321.1|CCAP	LOC4800261|XP_015038545.1|DPSE
OG0004587	CCAP1982_LOCUS3339|CAD6994601.1|CCAP	LOC4800346|XP_001357567.3|DPSE
OG0004588	CCAP1982_LOCUS3344|CAD6994606.1|CCAP	LOC4800348|XP_001357565.1|DPSE
OG0004590	CCAP1982_LOCUS3189|CAD6994438.1|CCAP	LOC4800996|XP_033233142.1|DPSE
OG0004591	CCAP1982_LOCUS3193|CAD6994442.1|CCAP	LOC4800998|XP_001358173.3|DPSE
OG0004598	CCAP1982_LOCUS12410|CAD7003988.1|CCAP	LOC4812678|XP_001353062.1|DPSE
OG0004599	CCAP1982_LOCUS11923|CAD7003470.1|CCAP	LOC4816829|XP_001356697.2|DPSE
OG0004606	CCAP1982_LOCUS91|CAD6991150.1|CCAP	LOC4802903|XP_001359730.3|DPSE
OG0004610	CCAP1982_LOCUS1859|CAD6993023.1|CCAP	LOC6896706|XP_033236082.1|DPSE
OG0004611	CCAP1982_LOCUS1128|CAD6992259.1|CCAP	LOC4800386|XP_001357671.2|DPSE
OG0004612	CCAP1982_LOCUS1129|CAD6992262.1|CCAP	LOC4800385|XP_001357670.2|DPSE
OG0004613	CCAP1982_LOCUS2221|CAD6993406.1|CCAP	LOC4801525|XP_001358601.3|DPSE
OG0004617	CCAP1982_LOCUS8004|CAD6999480.1|CCAP	LOC4816935|XP_001356853.1|DPSE
OG0004618	CCAP1982_LOCUS31|CAD6991083.1|CCAP	LOC4800703|XP_001357928.3|DPSE
OG0004619	CCAP1982_LOCUS1835|CAD6993000.1|CCAP	LOC4801959|XP_001358974.1|DPSE
OG0004620	CCAP1982_LOCUS1046|CAD6992171.1|CCAP	LOC4801011|XP_001358184.2|DPSE
OG0004621	CCAP1982_LOCUS362|CAD6991436.1|CCAP	LOC4802797|XP_001359642.3|DPSE
OG0004622	CCAP1982_LOCUS1877|CAD6993045.1|CCAP	LOC4801457|XP_015037259.2|DPSE
OG0004623	CCAP1982_LOCUS1607|CAD6992766.1|CCAP	LOC4800505|XP_001357770.3|DPSE
OG0004627	CCAP1982_LOCUS12745|CAD7004326.1|CCAP	LOC6900299|XP_033240304.1|DPSE
OG0004629	CCAP1982_LOCUS1775|CAD6992942.1|CCAP	LOC26534253|XP_015038977.1|DPSE
OG0004630	CCAP1982_LOCUS2124|CAD6993307.1|CCAP	LOC4800238|XP_003736225.2|DPSE
OG0004631	CCAP1982_LOCUS2111|CAD6993296.1|CCAP	LOC4801440|XP_001358534.1|DPSE
OG0004632	CCAP1982_LOCUS2110|CAD6993295.1|CCAP	LOC4801437|XP_001358532.5|DPSE
OG0004633	CCAP1982_LOCUS1609|CAD6992768.1|CCAP	LOC4800503|XP_001357769.4|DPSE
OG0004634	CCAP1982_LOCUS1610|CAD6992769.1|CCAP	LOC4800495|XP_001357762.1|DPSE
OG0004639	CCAP1982_LOCUS3414|CAD6994679.1|CCAP	LOC6897067|XP_002137251.2|DPSE
OG0004640	CCAP1982_LOCUS3419|CAD6994684.1|CCAP	LOC6897066|XP_033232440.1|DPSE
OG0004643	CCAP1982_LOCUS4249|CAD6995538.1|CCAP	LOC4802628|XP_001359512.1|DPSE
OG0004646	CCAP1982_LOCUS3651|CAD6994917.1|CCAP	LOC4800334|XP_001357579.3|DPSE
OG0004651	CCAP1982_LOCUS3048|CAD6994287.1|CCAP, CCAP1982_LOCUS3046|CAD6994285.1|CCAP	LOC13036333|XP_003736279.3|DPSE
OG0004652	CCAP1982_LOCUS2775|CAD6993993.1|CCAP	LOC6897046|XP_002137231.2|DPSE
OG0004653	CCAP1982_LOCUS14289|CAD7005951.1|CCAP	LOC4812902|XP_001353578.3|DPSE
OG0004654	CCAP1982_LOCUS6977|CAD6998377.1|CCAP	LOC4816917|XP_001356638.2|DPSE
OG0004655	CCAP1982_LOCUS3443|CAD6994710.1|CCAP	LOC4801687|XP_033239968.1|DPSE
OG0004657	CCAP1982_LOCUS68|CAD6991123.1|CCAP, CCAP1982_LOCUS67|CAD6991122.1|CCAP	LOC4803294|XP_001360058.3|DPSE
OG0004658	CCAP1982_LOCUS3655|CAD6994922.1|CCAP	LOC4801033|XP_001358201.4|DPSE
OG0004659	CCAP1982_LOCUS4005|CAD6995286.1|CCAP	LOC4800642|XP_001357877.2|DPSE
OG0004660	CCAP1982_LOCUS3701|CAD6994970.1|CCAP	LOC4801734|XP_001358777.2|DPSE
OG0004661	CCAP1982_LOCUS3041|CAD6994280.1|CCAP	LOC4801192|XP_001358321.2|DPSE
OG0004666	CCAP1982_LOCUS1731|CAD6992896.1|CCAP	LOC4801509|XP_001358588.3|DPSE
OG0004670	CCAP1982_LOCUS90|CAD6991148.1|CCAP	LOC4802649|XP_001359530.4|DPSE
OG0004671	CCAP1982_LOCUS2509|CAD6993703.1|CCAP	LOC6896926|XP_033238154.1|DPSE
OG0004672	CCAP1982_LOCUS2039|CAD6993220.1|CCAP	LOC4801364|XP_033232779.1|DPSE
OG0004673	CCAP1982_LOCUS5124|CAD6996452.1|CCAP	LOC4801703|XP_001358751.3|DPSE
OG0004674	CCAP1982_LOCUS2397|CAD6993586.1|CCAP	LOC4800662|XP_003736281.1|DPSE
OG0004675	CCAP1982_LOCUS2401|CAD6993591.1|CCAP	LOC4800657|XP_001357892.1|DPSE
OG0004676	CCAP1982_LOCUS3368|CAD6994633.1|CCAP	LOC4801916|XP_001358934.2|DPSE
OG0004677	CCAP1982_LOCUS2684|CAD6993891.1|CCAP	LOC4801758|XP_033232479.1|DPSE
OG0004678	CCAP1982_LOCUS2683|CAD6993890.1|CCAP	LOC4801757|XP_001358798.2|DPSE
OG0004679	CCAP1982_LOCUS1367|CAD6992518.1|CCAP	LOC6896990|XP_033232470.1|DPSE
OG0004680	CCAP1982_LOCUS2560|CAD6993761.1|CCAP	LOC4801210|XP_033232617.1|DPSE
OG0004681	CCAP1982_LOCUS2511|CAD6993705.1|CCAP	LOC4801700|XP_001358747.2|DPSE
OG0004682	CCAP1982_LOCUS8207|CAD6999677.1|CCAP	LOC4817568|XP_001356973.4|DPSE
OG0004683	CCAP1982_LOCUS2421|CAD6993611.1|CCAP	LOC4801396|XP_001358496.1|DPSE
OG0004684	CCAP1982_LOCUS1441|CAD6992592.1|CCAP	LOC4801500|XP_033236716.1|DPSE
OG0004685	CCAP1982_LOCUS2531|CAD6993733.1|CCAP	LOC4800480|XP_003736251.1|DPSE
OG0004686	CCAP1982_LOCUS2334|CAD6993521.1|CCAP	LOC4803040|XP_001359841.1|DPSE
OG0004687	CCAP1982_LOCUS2483|CAD6993677.1|CCAP	LOC4800483|XP_001357750.4|DPSE
OG0004688	CCAP1982_LOCUS4260|CAD6995549.1|CCAP	LOC4803236|XP_001360009.3|DPSE
OG0004689	CCAP1982_LOCUS1804|CAD6992973.1|CCAP, CCAP1982_LOCUS1803|CAD6992972.1|CCAP	LOC6896816|XP_002137019.3|DPSE
OG0004690	CCAP1982_LOCUS3063|CAD6994302.1|CCAP	LOC4802276|XP_001359228.4|DPSE
OG0004691	CCAP1982_LOCUS1485|CAD6992639.1|CCAP	LOC4801253|XP_001358376.1|DPSE
OG0004692	CCAP1982_LOCUS1323|CAD6992467.1|CCAP	LOC4801572|XP_001358643.3|DPSE
OG0004693	CCAP1982_LOCUS1315|CAD6992459.1|CCAP	LOC4801574|XP_015037315.2|DPSE
OG0004694	CCAP1982_LOCUS11231|CAD7002757.1|CCAP	LOC117183982|XP_033235645.1|DPSE
OG0004695	CCAP1982_LOCUS2714|CAD6993926.1|CCAP	LOC4800659|XP_015038664.2|DPSE
OG0004696	CCAP1982_LOCUS1433|CAD6992584.1|CCAP	LOC4801551|XP_001358623.2|DPSE
OG0004699	CCAP1982_LOCUS1048|CAD6992173.1|CCAP	LOC4801013|XP_002137183.2|DPSE
OG0004700	CCAP1982_LOCUS1605|CAD6992764.1|CCAP	LOC4802755|XP_001359616.3|DPSE
OG0004701	CCAP1982_LOCUS79|CAD6991137.1|CCAP	LOC4802247|XP_001359206.1|DPSE
OG0004702	CCAP1982_LOCUS1065|CAD6992193.1|CCAP	LOC4801744|XP_001358787.2|DPSE
OG0004703	CCAP1982_LOCUS1899|CAD6993070.1|CCAP	LOC4800558|XP_001357814.3|DPSE
OG0004704	CCAP1982_LOCUS3255|CAD6994511.1|CCAP	LOC6896752|XP_002136959.2|DPSE
OG0004705	CCAP1982_LOCUS2784|CAD6994004.1|CCAP	LOC4800849|XP_001358050.2|DPSE
OG0004706	CCAP1982_LOCUS13037|CAD7004642.1|CCAP	LOC4814087|XP_001354210.4|DPSE
OG0004707	CCAP1982_LOCUS450|CAD6991532.1|CCAP	LOC4816261|XP_001355769.3|DPSE
OG0004708	CCAP1982_LOCUS4356|CAD6995649.1|CCAP	LOC4802991|XP_001359799.2|DPSE
OG0004709	CCAP1982_LOCUS2905|CAD6994139.1|CCAP	LOC4800965|XP_015038715.1|DPSE
OG0004710	CCAP1982_LOCUS2356|CAD6993544.1|CCAP, CCAP1982_LOCUS2357|CAD6993545.1|CCAP	LOC4801943|XP_015037486.2|DPSE
OG0004711	CCAP1982_LOCUS2993|CAD6994231.1|CCAP, CCAP1982_LOCUS2996|CAD6994234.1|CCAP	LOC4800741|XP_033232680.1|DPSE
OG0004712	CCAP1982_LOCUS1916|CAD6993089.1|CCAP	LOC4802003|XP_001359011.2|DPSE
OG0004713	CCAP1982_LOCUS2675|CAD6993881.1|CCAP, CCAP1982_LOCUS2674|CAD6993880.1|CCAP	LOC6897340|XP_003736597.3|DPSE
OG0004715	CCAP1982_LOCUS6555|CAD6997938.1|CCAP	LOC4816547|XP_001356198.2|DPSE
OG0004716	CCAP1982_LOCUS2689|CAD6993896.1|CCAP	LOC4801765|XP_001358805.2|DPSE
OG0004718	CCAP1982_LOCUS6927|CAD6998322.1|CCAP	LOC4817427|XP_001356766.1|DPSE
OG0004719	CCAP1982_LOCUS1745|CAD6992912.1|CCAP	LOC6896689|XP_015038829.2|DPSE
OG0004720	CCAP1982_LOCUS1057|CAD6992185.1|CCAP	LOC4801748|XP_001358790.1|DPSE
OG0004721	CCAP1982_LOCUS2826|CAD6994052.1|CCAP	LOC4801106|XP_001358255.4|DPSE
OG0004722	CCAP1982_LOCUS1561|CAD6992716.1|CCAP, CCAP1982_LOCUS1565|CAD6992720.1|CCAP	LOC4800469|XP_001357739.1|DPSE
OG0004724	CCAP1982_LOCUS3078|CAD6994321.1|CCAP	LOC4801336|XP_001358447.2|DPSE
OG0004725	CCAP1982_LOCUS3072|CAD6994315.1|CCAP	LOC4800739|XP_001357957.2|DPSE
OG0004726	CCAP1982_LOCUS2703|CAD6993911.1|CCAP	LOC4800654|XP_001357887.3|DPSE
OG0004727	CCAP1982_LOCUS3107|CAD6994353.1|CCAP	LOC4800550|XP_015038457.2|DPSE
OG0004728	CCAP1982_LOCUS3108|CAD6994354.1|CCAP	LOC4800842|XP_001358045.2|DPSE
OG0004730	CCAP1982_LOCUS6397|CAD6997767.1|CCAP	LOC6903530|XP_002132406.2|DPSE
OG0004731	CCAP1982_LOCUS3881|CAD6995160.1|CCAP, CCAP1982_LOCUS3880|CAD6995159.1|CCAP	LOC4801837|XP_001358870.1|DPSE
OG0004732	CCAP1982_LOCUS2464|CAD6993656.1|CCAP	LOC13036441|XP_033233938.1|DPSE
OG0004733	CCAP1982_LOCUS2465|CAD6993657.1|CCAP	LOC4801051|XP_001358214.3|DPSE
OG0004734	CCAP1982_LOCUS1255|CAD6992391.1|CCAP	LOC4800983|XP_001358164.3|DPSE
OG0004735	CCAP1982_LOCUS3670|CAD6994936.1|CCAP	LOC4801934|XP_015037479.2|DPSE
OG0004736	CCAP1982_LOCUS2214|CAD6993398.1|CCAP	LOC4801697|XP_033233264.1|DPSE
OG0004737	CCAP1982_LOCUS2780|CAD6993999.1|CCAP	LOC4802748|XP_001359609.2|DPSE
OG0004738	CCAP1982_LOCUS2778|CAD6993997.1|CCAP	LOC6897778|XP_002137883.3|DPSE
OG0004739	CCAP1982_LOCUS1824|CAD6992993.1|CCAP	LOC4801559|XP_001358631.1|DPSE
OG0004740	CCAP1982_LOCUS4001|CAD6995282.1|CCAP	LOC6896858|XP_002137049.1|DPSE
OG0004741	CCAP1982_LOCUS2273|CAD6993460.1|CCAP	LOC4801974|XP_015037515.2|DPSE
OG0004742	CCAP1982_LOCUS10245|CAD7001755.1|CCAP	LOC6899878|XP_033237181.1|DPSE
OG0004743	CCAP1982_LOCUS3244|CAD6994498.1|CCAP	LOC4800514|XP_001357779.3|DPSE
OG0004744	CCAP1982_LOCUS4332|CAD6995626.1|CCAP	LOC4816603|XP_001356028.3|DPSE
OG0004745	CCAP1982_LOCUS4326|CAD6995620.1|CCAP	LOC6897635|XP_033236590.1|DPSE
OG0004746	CCAP1982_LOCUS364|CAD6991438.1|CCAP	LOC4802795|XP_001359640.3|DPSE
OG0004747	CCAP1982_LOCUS365|CAD6991439.1|CCAP	LOC4802796|XP_015038094.2|DPSE
OG0004748	CCAP1982_LOCUS367|CAD6991441.1|CCAP	LOC6897810|XP_002137915.2|DPSE
OG0004749	CCAP1982_LOCUS1042|CAD6992167.1|CCAP	LOC4800881|XP_033233183.1|DPSE
OG0004750	CCAP1982_LOCUS3019|CAD6994258.1|CCAP	LOC4801962|XP_001358976.2|DPSE
OG0004751	CCAP1982_LOCUS2032|CAD6993213.1|CCAP	LOC4800695|XP_001357920.5|DPSE
OG0004752	CCAP1982_LOCUS3437|CAD6994702.1|CCAP	LOC6897054|XP_002137238.2|DPSE
OG0004753	CCAP1982_LOCUS2962|CAD6994198.1|CCAP	LOC4801289|XP_001358409.2|DPSE
OG0004754	CCAP1982_LOCUS3310|CAD6994572.1|CCAP	LOC4801103|XP_001358252.1|DPSE
OG0004755	CCAP1982_LOCUS4042|CAD6995324.1|CCAP	LOC6896790|XP_002136995.1|DPSE
OG0004756	CCAP1982_LOCUS4041|CAD6995323.1|CCAP	LOC4800535|XP_001357799.2|DPSE
OG0004757	CCAP1982_LOCUS9369|CAD7000894.1|CCAP, CCAP1982_LOCUS3994|CAD6995273.1|CCAP	LOC4801409|XP_003736503.3|DPSE
OG0004758	CCAP1982_LOCUS5183|CAD6996515.1|CCAP	LOC6897957|XP_002138056.3|DPSE
OG0004759	CCAP1982_LOCUS2086|CAD6993269.1|CCAP	LOC4801584|XP_001358654.3|DPSE
OG0004760	CCAP1982_LOCUS3766|CAD6995036.1|CCAP	LOC4801578|XP_001358648.3|DPSE
OG0004762	CCAP1982_LOCUS4117|CAD6995399.1|CCAP, CCAP1982_LOCUS20831|CAD7012727.1|CCAP	LOC4817861|XP_001357297.1|DPSE
OG0004763	CCAP1982_LOCUS1149|CAD6992281.1|CCAP	LOC4801453|XP_001358547.4|DPSE
OG0004764	CCAP1982_LOCUS1627|CAD6992788.1|CCAP, CCAP1982_LOCUS1637|CAD6992798.1|CCAP	LOC4801632|XP_001358688.2|DPSE
OG0004765	CCAP1982_LOCUS2453|CAD6993643.1|CCAP	LOC4800433|XP_033232361.1|DPSE
OG0004766	CCAP1982_LOCUS2527|CAD6993729.1|CCAP	LOC6896754|XP_002136961.1|DPSE
OG0004767	CCAP1982_LOCUS1159|CAD6992291.1|CCAP	LOC4802733|XP_001359596.4|DPSE
OG0004768	CCAP1982_LOCUS3023|CAD6994262.1|CCAP	LOC4802731|XP_001359594.4|DPSE
OG0004769	CCAP1982_LOCUS1618|CAD6992778.1|CCAP	LOC6903074|XP_002132792.2|DPSE
OG0004770	CCAP1982_LOCUS4945|CAD6996262.1|CCAP	LOC4803173|XP_001359957.1|DPSE
OG0004771	CCAP1982_LOCUS1359|CAD6992510.1|CCAP	LOC6896712|XP_033235161.1|DPSE
OG0004772	CCAP1982_LOCUS1734|CAD6992900.1|CCAP	LOC4801704|XP_001358750.3|DPSE
OG0004773	CCAP1982_LOCUS2622|CAD6993825.1|CCAP	LOC4800897|XP_001358091.1|DPSE
OG0004774	CCAP1982_LOCUS2617|CAD6993820.1|CCAP	LOC6896955|XP_015038883.2|DPSE
OG0004775	CCAP1982_LOCUS2616|CAD6993819.1|CCAP	LOC4801833|XP_033232807.1|DPSE
OG0004776	CCAP1982_LOCUS23382|CAD7015440.1|CCAP	LOC4803451|XP_001360172.1|DPSE
OG0004777	CCAP1982_LOCUS4115|CAD6995397.1|CCAP	LOC4811790|XP_001352358.1|DPSE
OG0004778	CCAP1982_LOCUS5815|CAD6997173.1|CCAP	LOC4816411|XP_001356236.2|DPSE
OG0004779	CCAP1982_LOCUS3274|CAD6994530.1|CCAP	LOC4801568|XP_001358636.3|DPSE
OG0004780	CCAP1982_LOCUS6815|CAD6998200.1|CCAP	LOC4816701|XP_001355937.2|DPSE
OG0004781	CCAP1982_LOCUS3298|CAD6994558.1|CCAP	LOC6896783|XP_002136989.2|DPSE
OG0004782	CCAP1982_LOCUS1055|CAD6992184.1|CCAP	LOC4801750|XP_001358792.3|DPSE
OG0004784	CCAP1982_LOCUS2078|CAD6993261.1|CCAP	LOC4801884|XP_033239120.1|DPSE
OG0004785	CCAP1982_LOCUS2068|CAD6993251.1|CCAP	LOC4801896|XP_001358917.2|DPSE
OG0004786	CCAP1982_LOCUS2066|CAD6993249.1|CCAP	LOC4801899|XP_001358921.2|DPSE
OG0004787	CCAP1982_LOCUS2063|CAD6993246.1|CCAP	LOC4801902|XP_001358922.2|DPSE
OG0004788	CCAP1982_LOCUS2062|CAD6993245.1|CCAP	LOC4801903|XP_015037449.1|DPSE
OG0004789	CCAP1982_LOCUS2061|CAD6993244.1|CCAP	LOC4801904|XP_001358924.1|DPSE
OG0004790	CCAP1982_LOCUS2055|CAD6993238.1|CCAP	LOC4801720|XP_033241738.1|DPSE
OG0004791	CCAP1982_LOCUS2238|CAD6993423.1|CCAP	LOC4800727|XP_033233192.1|DPSE
OG0004792	CCAP1982_LOCUS1378|CAD6992529.1|CCAP	LOC6899370|XP_002136159.1|DPSE
OG0004793	CCAP1982_LOCUS2192|CAD6993376.1|CCAP	LOC6897401|XP_002137553.3|DPSE
OG0004794	CCAP1982_LOCUS2285|CAD6993473.1|CCAP	LOC4802012|XP_015037540.2|DPSE
OG0004795	CCAP1982_LOCUS2712|CAD6993923.1|CCAP	LOC4801384|XP_001358486.3|DPSE
OG0004796	CCAP1982_LOCUS1228|CAD6992364.1|CCAP	LOC4801349|XP_001358458.4|DPSE
OG0004797	CCAP1982_LOCUS1191|CAD6992326.1|CCAP	LOC4800961|XP_015038722.2|DPSE
OG0004798	CCAP1982_LOCUS2385|CAD6993573.1|CCAP, CCAP1982_LOCUS2386|CAD6993574.1|CCAP	LOC4801165|XP_001358299.2|DPSE
OG0004799	CCAP1982_LOCUS3913|CAD6995194.1|CCAP	LOC4801592|XP_001358661.2|DPSE
OG0004800	CCAP1982_LOCUS1447|CAD6992598.1|CCAP	LOC4801640|XP_001358694.2|DPSE
OG0004802	CCAP1982_LOCUS2627|CAD6993831.1|CCAP	LOC4800891|XP_001358085.1|DPSE
