Orthogroup	CCAP.longest_only	DSAN.longest_only
OG0004741	CCAP1982_LOCUS2273|CAD6993460.1|CCAP	LOC120454509|XP_039495796.1|DSAN
OG0004742	CCAP1982_LOCUS10245|CAD7001755.1|CCAP	LOC120454887|XP_039496418.1|DSAN
OG0004743	CCAP1982_LOCUS3244|CAD6994498.1|CCAP	LOC120451828|XP_039491737.1|DSAN
OG0004744	CCAP1982_LOCUS4332|CAD6995626.1|CCAP	LOC120452375|XP_039492504.1|DSAN
OG0004745	CCAP1982_LOCUS4326|CAD6995620.1|CCAP	LOC120451375|XP_039490960.1|DSAN
OG0004746	CCAP1982_LOCUS364|CAD6991438.1|CCAP	LOC120451639|XP_039491433.1|DSAN
OG0004747	CCAP1982_LOCUS365|CAD6991439.1|CCAP	LOC120451644|XP_039491439.1|DSAN
OG0004748	CCAP1982_LOCUS367|CAD6991441.1|CCAP	LOC120450879|XP_039490039.1|DSAN
OG0004749	CCAP1982_LOCUS1042|CAD6992167.1|CCAP	LOC120452468|XP_039492638.1|DSAN
OG0004750	CCAP1982_LOCUS3019|CAD6994258.1|CCAP	LOC120451104|XP_039490445.1|DSAN
OG0004751	CCAP1982_LOCUS2032|CAD6993213.1|CCAP	LOC120451252|XP_039490708.1|DSAN
OG0004752	CCAP1982_LOCUS3437|CAD6994702.1|CCAP	LOC120452374|XP_039492500.1|DSAN
OG0004753	CCAP1982_LOCUS2962|CAD6994198.1|CCAP	LOC120451501|XP_039491187.1|DSAN
OG0004754	CCAP1982_LOCUS3310|CAD6994572.1|CCAP	LOC120451344|XP_039490860.1|DSAN
OG0004755	CCAP1982_LOCUS4042|CAD6995324.1|CCAP	LOC120454609|XP_039496005.1|DSAN
OG0004756	CCAP1982_LOCUS4041|CAD6995323.1|CCAP	LOC120454607|XP_039496002.1|DSAN
OG0004757	CCAP1982_LOCUS9369|CAD7000894.1|CCAP, CCAP1982_LOCUS3994|CAD6995273.1|CCAP	LOC120454366|XP_039495524.1|DSAN
OG0004758	CCAP1982_LOCUS5183|CAD6996515.1|CCAP	LOC120452396|XP_039492545.1|DSAN
OG0004759	CCAP1982_LOCUS2086|CAD6993269.1|CCAP	LOC120454197|XP_039495225.1|DSAN
OG0004760	CCAP1982_LOCUS3766|CAD6995036.1|CCAP	LOC120451541|XP_039491257.1|DSAN
OG0004762	CCAP1982_LOCUS4117|CAD6995399.1|CCAP, CCAP1982_LOCUS20831|CAD7012727.1|CCAP	LOC120452016|XP_039491996.1|DSAN
OG0004763	CCAP1982_LOCUS1149|CAD6992281.1|CCAP	LOC120453063|XP_039493522.1|DSAN
OG0004764	CCAP1982_LOCUS1627|CAD6992788.1|CCAP, CCAP1982_LOCUS1637|CAD6992798.1|CCAP	LOC120453032|XP_039493486.1|DSAN
OG0004765	CCAP1982_LOCUS2453|CAD6993643.1|CCAP	LOC120452277|XP_039492342.1|DSAN
OG0004766	CCAP1982_LOCUS2527|CAD6993729.1|CCAP	LOC120453384|XP_039494000.1|DSAN
OG0004767	CCAP1982_LOCUS1159|CAD6992291.1|CCAP	LOC120452479|XP_039492655.1|DSAN
OG0004768	CCAP1982_LOCUS3023|CAD6994262.1|CCAP	LOC120452477|XP_039492651.1|DSAN
OG0004769	CCAP1982_LOCUS1618|CAD6992778.1|CCAP	LOC120457708|XP_039501138.1|DSAN
OG0004770	CCAP1982_LOCUS4945|CAD6996262.1|CCAP	LOC120451536|XP_039491248.1|DSAN
OG0004771	CCAP1982_LOCUS1359|CAD6992510.1|CCAP	LOC120450831|XP_039489947.1|DSAN
OG0004772	CCAP1982_LOCUS1734|CAD6992900.1|CCAP	LOC120450998|XP_039490241.1|DSAN
OG0004773	CCAP1982_LOCUS2622|CAD6993825.1|CCAP	LOC120454130|XP_039495105.1|DSAN
OG0004774	CCAP1982_LOCUS2617|CAD6993820.1|CCAP	LOC120454133|XP_039495119.1|DSAN
OG0004775	CCAP1982_LOCUS2616|CAD6993819.1|CCAP	LOC120451839|XP_039491750.1|DSAN
OG0004776	CCAP1982_LOCUS23382|CAD7015440.1|CCAP	LOC120458944|XP_039502737.1|DSAN
OG0004777	CCAP1982_LOCUS4115|CAD6995397.1|CCAP	LOC120448672|XP_039486744.1|DSAN
OG0004778	CCAP1982_LOCUS5815|CAD6997173.1|CCAP	LOC120458402|XP_039501961.1|DSAN
OG0004779	CCAP1982_LOCUS3274|CAD6994530.1|CCAP	LOC120451524|XP_039491227.1|DSAN
OG0004780	CCAP1982_LOCUS6815|CAD6998200.1|CCAP	LOC120458797|XP_039502524.1|DSAN
OG0004781	CCAP1982_LOCUS3298|CAD6994558.1|CCAP	LOC120451173|XP_039490543.1|DSAN
OG0004782	CCAP1982_LOCUS1055|CAD6992184.1|CCAP	LOC120450769|XP_039489855.1|DSAN
OG0004784	CCAP1982_LOCUS2078|CAD6993261.1|CCAP	LOC120452415|XP_039492568.1|DSAN
OG0004785	CCAP1982_LOCUS2068|CAD6993251.1|CCAP	LOC120451975|XP_039491935.1|DSAN
OG0004786	CCAP1982_LOCUS2066|CAD6993249.1|CCAP	LOC120452797|XP_039493127.1|DSAN
OG0004787	CCAP1982_LOCUS2063|CAD6993246.1|CCAP	LOC120453834|XP_039494661.1|DSAN
OG0004788	CCAP1982_LOCUS2062|CAD6993245.1|CCAP	LOC120452853|XP_039493227.1|DSAN
OG0004789	CCAP1982_LOCUS2061|CAD6993244.1|CCAP	LOC120452230|XP_039492289.1|DSAN
OG0004790	CCAP1982_LOCUS2055|CAD6993238.1|CCAP	LOC120453483|XP_039494151.1|DSAN
OG0004791	CCAP1982_LOCUS2238|CAD6993423.1|CCAP	LOC120452692|XP_039492979.1|DSAN
OG0004792	CCAP1982_LOCUS1378|CAD6992529.1|CCAP	LOC120453144|XP_039493634.1|DSAN
OG0004793	CCAP1982_LOCUS2192|CAD6993376.1|CCAP	LOC120453115|XP_039493587.1|DSAN
OG0004794	CCAP1982_LOCUS2285|CAD6993473.1|CCAP	LOC120453895|XP_039494746.1|DSAN
OG0004795	CCAP1982_LOCUS2712|CAD6993923.1|CCAP	LOC120451142|XP_039490500.1|DSAN
OG0004796	CCAP1982_LOCUS1228|CAD6992364.1|CCAP	LOC120454634|XP_039496057.1|DSAN
OG0004797	CCAP1982_LOCUS1191|CAD6992326.1|CCAP	LOC120453849|XP_039494684.1|DSAN
OG0004798	CCAP1982_LOCUS2385|CAD6993573.1|CCAP, CCAP1982_LOCUS2386|CAD6993574.1|CCAP	LOC120454565|XP_039495893.1|DSAN
OG0004799	CCAP1982_LOCUS3913|CAD6995194.1|CCAP	LOC120451363|XP_039490933.1|DSAN
OG0004800	CCAP1982_LOCUS1447|CAD6992598.1|CCAP	LOC120451107|XP_039490451.1|DSAN
OG0004801	CCAP1982_LOCUS4250|CAD6995539.1|CCAP	LOC120454651|XP_039496087.1|DSAN
OG0004802	CCAP1982_LOCUS2627|CAD6993831.1|CCAP	LOC120453073|XP_039493533.1|DSAN
OG0004803	CCAP1982_LOCUS1910|CAD6993080.1|CCAP	LOC120453621|XP_039494337.1|DSAN
OG0004804	CCAP1982_LOCUS2450|CAD6993640.1|CCAP	LOC120452480|XP_039492657.1|DSAN
OG0004805	CCAP1982_LOCUS3785|CAD6995060.1|CCAP, CCAP1982_LOCUS3786|CAD6995062.1|CCAP	LOC120451012|XP_039490270.1|DSAN
OG0004807	CCAP1982_LOCUS2585|CAD6993787.1|CCAP	LOC120453678|XP_039494427.1|DSAN
OG0004808	CCAP1982_LOCUS1742|CAD6992909.1|CCAP	LOC120454450|XP_039495693.1|DSAN
OG0004809	CCAP1982_LOCUS1427|CAD6992579.1|CCAP	LOC120452042|XP_039492028.1|DSAN
OG0004810	CCAP1982_LOCUS1425|CAD6992577.1|CCAP	LOC120454139|XP_039495130.1|DSAN
OG0004811	CCAP1982_LOCUS14036|CAD7005683.1|CCAP	LOC120450438|XP_039489381.1|DSAN
OG0004812	CCAP1982_LOCUS3782|CAD6995056.1|CCAP	LOC120451600|XP_039491366.1|DSAN
OG0004813	CCAP1982_LOCUS3445|CAD6994712.1|CCAP	LOC120452524|XP_039492721.1|DSAN
OG0004814	CCAP1982_LOCUS3302|CAD6994562.1|CCAP, CCAP1982_LOCUS9646|CAD7001148.1|CCAP	LOC120451892|XP_039491834.1|DSAN
OG0004818	CCAP1982_LOCUS1589|CAD6992744.1|CCAP	LOC120451000|XP_039490246.1|DSAN
OG0004819	CCAP1982_LOCUS2225|CAD6993410.1|CCAP	LOC120451009|XP_039490259.1|DSAN
OG0004820	CCAP1982_LOCUS3104|CAD6994349.1|CCAP	LOC120454451|XP_039495694.1|DSAN
OG0004821	CCAP1982_LOCUS1361|CAD6992512.1|CCAP	LOC120452600|XP_039492832.1|DSAN
OG0004822	CCAP1982_LOCUS4095|CAD6995377.1|CCAP, CCAP1982_LOCUS4094|CAD6995376.1|CCAP	LOC120452199|XP_039492251.1|DSAN
OG0004823	CCAP1982_LOCUS1299|CAD6992437.1|CCAP	LOC120453898|XP_039494749.1|DSAN
OG0004824	CCAP1982_LOCUS1298|CAD6992436.1|CCAP	LOC120453899|XP_039494756.1|DSAN
OG0004825	CCAP1982_LOCUS10241|CAD7001751.1|CCAP	LOC120454874|XP_039496373.1|DSAN
OG0004826	CCAP1982_LOCUS1194|CAD6992329.1|CCAP	LOC120450963|XP_039490185.1|DSAN
OG0004827	CCAP1982_LOCUS3459|CAD6994726.1|CCAP	LOC120452334|XP_039492431.1|DSAN
OG0004828	CCAP1982_LOCUS3272|CAD6994528.1|CCAP	LOC120450969|XP_039490194.1|DSAN
OG0004829	CCAP1982_LOCUS2558|CAD6993759.1|CCAP	LOC120454363|XP_039495522.1|DSAN
OG0004830	CCAP1982_LOCUS3815|CAD6995092.1|CCAP, CCAP1982_LOCUS3820|CAD6995097.1|CCAP	LOC120451399|XP_039490999.1|DSAN
OG0004831	CCAP1982_LOCUS22935|CAD7014975.1|CCAP, CCAP1982_LOCUS22936|CAD7014976.1|CCAP	LOC120448141|XP_039485899.1|DSAN
OG0004832	CCAP1982_LOCUS2930|CAD6994165.1|CCAP	LOC120451149|XP_039490510.1|DSAN
OG0004833	CCAP1982_LOCUS18|CAD6991069.1|CCAP	LOC120453299|XP_039493865.1|DSAN
OG0004834	CCAP1982_LOCUS1821|CAD6992990.1|CCAP	LOC120451679|XP_039491494.1|DSAN
OG0004835	CCAP1982_LOCUS1817|CAD6992986.1|CCAP	LOC120453551|XP_039494237.1|DSAN
OG0004836	CCAP1982_LOCUS4022|CAD6995303.1|CCAP	LOC120451196|XP_039490581.1|DSAN
OG0004838	CCAP1982_LOCUS3502|CAD6994771.1|CCAP	LOC120451621|XP_039491406.1|DSAN
OG0004839	CCAP1982_LOCUS3499|CAD6994768.1|CCAP	LOC120451618|XP_039491398.1|DSAN
OG0004840	CCAP1982_LOCUS5057|CAD6996378.1|CCAP	LOC120452234|XP_039492294.1|DSAN
OG0004842	CCAP1982_LOCUS23403|CAD7015463.1|CCAP	LOC120453772|XP_039494547.1|DSAN
OG0004843	CCAP1982_LOCUS2087|CAD6993271.1|CCAP	LOC120454569|XP_039495901.1|DSAN
OG0004844	CCAP1982_LOCUS227|CAD6991298.1|CCAP	LOC120458463|XP_039502049.1|DSAN
OG0004845	CCAP1982_LOCUS226|CAD6991297.1|CCAP	LOC120451024|XP_039490282.1|DSAN
OG0004846	CCAP1982_LOCUS8381|CAD6999871.1|CCAP	LOC120443853|XP_039479149.1|DSAN
OG0004847	CCAP1982_LOCUS8382|CAD6999872.1|CCAP	LOC120443849|XP_039479144.1|DSAN
OG0004850	CCAP1982_LOCUS3566|CAD6994835.1|CCAP, CCAP1982_LOCUS3565|CAD6994834.1|CCAP	LOC120451545|XP_039491261.1|DSAN
OG0004851	CCAP1982_LOCUS3554|CAD6994823.1|CCAP, CCAP1982_LOCUS3569|CAD6994838.1|CCAP	LOC120453584|XP_039494278.1|DSAN
OG0004852	CCAP1982_LOCUS3586|CAD6994852.1|CCAP, CCAP1982_LOCUS3588|CAD6994853.1|CCAP	LOC120451759|XP_039491621.1|DSAN
OG0004853	CCAP1982_LOCUS22308|CAD7014308.1|CCAP	LOC120445050|XP_039481100.1|DSAN
OG0004854	CCAP1982_LOCUS11578|CAD7003116.1|CCAP	LOC120447619|XP_039485045.1|DSAN
OG0004855	CCAP1982_LOCUS11428|CAD7002964.1|CCAP	LOC120449408|XP_039487798.1|DSAN
OG0004856	CCAP1982_LOCUS10937|CAD7002448.1|CCAP	LOC120447717|XP_039485185.1|DSAN
OG0004857	CCAP1982_LOCUS11116|CAD7002632.1|CCAP	LOC120449079|XP_039487317.1|DSAN
OG0004858	CCAP1982_LOCUS10955|CAD7002466.1|CCAP	LOC120447499|XP_039484829.1|DSAN
OG0004859	CCAP1982_LOCUS10958|CAD7002469.1|CCAP	LOC120449169|XP_039487445.1|DSAN
OG0004860	CCAP1982_LOCUS11066|CAD7002579.1|CCAP	LOC120449411|XP_039487801.1|DSAN
OG0004861	CCAP1982_LOCUS12112|CAD7003675.1|CCAP, CCAP1982_LOCUS12114|CAD7003677.1|CCAP	LOC120447937|XP_039485536.1|DSAN
OG0004862	CCAP1982_LOCUS12141|CAD7003704.1|CCAP	LOC120450266|XP_039489095.1|DSAN
OG0004863	CCAP1982_LOCUS12888|CAD7004484.1|CCAP	LOC120450030|XP_039488714.1|DSAN
OG0004864	CCAP1982_LOCUS11524|CAD7003061.1|CCAP	LOC120448964|XP_039487157.1|DSAN
OG0004865	CCAP1982_LOCUS2749|CAD6993964.1|CCAP	LOC120452717|XP_039493017.1|DSAN
OG0004866	CCAP1982_LOCUS13141|CAD7004748.1|CCAP	LOC120448502|XP_039486470.1|DSAN
OG0004867	CCAP1982_LOCUS22038|CAD7014032.1|CCAP	LOC120445327|XP_039481585.1|DSAN
OG0004868	CCAP1982_LOCUS22037|CAD7014031.1|CCAP	LOC120456827|XP_039499812.1|DSAN
OG0004869	CCAP1982_LOCUS21809|CAD7013788.1|CCAP	LOC120444857|XP_039480757.1|DSAN
OG0004870	CCAP1982_LOCUS21814|CAD7013793.1|CCAP	LOC120446044|XP_039482755.1|DSAN
OG0004871	CCAP1982_LOCUS21377|CAD7013306.1|CCAP	LOC120445609|XP_039482051.1|DSAN
OG0004872	CCAP1982_LOCUS7248|CAD6998690.1|CCAP	LOC120445456|XP_039481835.1|DSAN
OG0004873	CCAP1982_LOCUS8825|CAD7000342.1|CCAP	LOC120458617|XP_039502260.1|DSAN
OG0004874	CCAP1982_LOCUS783|CAD6991892.1|CCAP	LOC120452168|XP_039492206.1|DSAN
OG0004877	CCAP1982_LOCUS14965|CAD7006662.1|CCAP	LOC120449649|XP_039488175.1|DSAN
OG0004878	CCAP1982_LOCUS21200|CAD7013128.1|CCAP	LOC120458149|XP_039501629.1|DSAN
OG0004879	CCAP1982_LOCUS20497|CAD7012410.1|CCAP	LOC120446796|XP_039483886.1|DSAN
OG0004880	CCAP1982_LOCUS13491|CAD7005129.1|CCAP	LOC120448307|XP_039486185.1|DSAN
OG0004881	CCAP1982_LOCUS11318|CAD7002849.1|CCAP	LOC120447809|XP_039485319.1|DSAN
OG0004882	CCAP1982_LOCUS12759|CAD7004343.1|CCAP	LOC120449193|XP_039487480.1|DSAN
OG0004883	CCAP1982_LOCUS13230|CAD7004844.1|CCAP	LOC120450160|XP_039488938.1|DSAN
OG0004884	CCAP1982_LOCUS21713|CAD7013670.1|CCAP	LOC120447049|XP_039484352.1|DSAN
OG0004886	CCAP1982_LOCUS7085|CAD6998494.1|CCAP	LOC120444573|XP_039480267.1|DSAN
OG0004887	CCAP1982_LOCUS22356|CAD7014359.1|CCAP	LOC120446232|XP_039483036.1|DSAN
OG0004888	CCAP1982_LOCUS22112|CAD7014106.1|CCAP	LOC120445903|XP_039482489.1|DSAN
OG0004889	CCAP1982_LOCUS8569|CAD7000067.1|CCAP	LOC120450349|XP_039489279.1|DSAN
OG0004890	CCAP1982_LOCUS21242|CAD7013171.1|CCAP	LOC120444491|XP_039480131.1|DSAN
OG0004892	CCAP1982_LOCUS19617|CAD7011528.1|CCAP	LOC120446399|XP_039483268.1|DSAN
OG0004893	CCAP1982_LOCUS20552|CAD7012472.1|CCAP	LOC120444958|XP_039480907.1|DSAN
OG0004894	CCAP1982_LOCUS23113|CAD7015163.1|CCAP	LOC120445102|XP_039481178.1|DSAN
OG0004895	CCAP1982_LOCUS22245|CAD7014242.1|CCAP	LOC120445673|XP_039482158.1|DSAN
OG0004896	CCAP1982_LOCUS23034|CAD7015078.1|CCAP	LOC120445358|XP_039481637.1|DSAN
OG0004897	CCAP1982_LOCUS23039|CAD7015084.1|CCAP	LOC120445771|XP_039482303.1|DSAN
OG0004898	CCAP1982_LOCUS22377|CAD7014382.1|CCAP	LOC120450790|XP_039489927.1|DSAN
OG0004899	CCAP1982_LOCUS22723|CAD7014746.1|CCAP	LOC120457813|XP_039501244.1|DSAN
OG0004900	CCAP1982_LOCUS22618|CAD7014627.1|CCAP	LOC120449825|XP_039488410.1|DSAN
OG0004901	CCAP1982_LOCUS22617|CAD7014626.1|CCAP	LOC120450497|XP_039489520.1|DSAN
OG0004902	CCAP1982_LOCUS11611|CAD7003150.1|CCAP	LOC120448151|XP_039485919.1|DSAN
OG0004903	CCAP1982_LOCUS22573|CAD7014574.1|CCAP	LOC120446283|XP_039483105.1|DSAN
OG0004904	CCAP1982_LOCUS21459|CAD7013394.1|CCAP	LOC120451781|XP_039491664.1|DSAN
OG0004905	CCAP1982_LOCUS7092|CAD6998501.1|CCAP	LOC120446817|XP_039483924.1|DSAN
OG0004906	CCAP1982_LOCUS12916|CAD7004518.1|CCAP	LOC120448259|XP_039486110.1|DSAN
OG0004907	CCAP1982_LOCUS13144|CAD7004751.1|CCAP	LOC120449486|XP_039487897.1|DSAN
OG0004908	CCAP1982_LOCUS11719|CAD7003257.1|CCAP	LOC120448916|XP_039487073.1|DSAN
OG0004909	CCAP1982_LOCUS11729|CAD7003267.1|CCAP	LOC120448402|XP_039486326.1|DSAN
OG0004910	CCAP1982_LOCUS14793|CAD7006475.1|CCAP	LOC120448400|XP_039486324.1|DSAN
OG0004911	CCAP1982_LOCUS13091|CAD7004698.1|CCAP	LOC120448224|XP_039486053.1|DSAN
OG0004912	CCAP1982_LOCUS12917|CAD7004519.1|CCAP	LOC120448261|XP_039486113.1|DSAN
OG0004913	CCAP1982_LOCUS22039|CAD7014033.1|CCAP	LOC120444413|XP_039479972.1|DSAN
OG0004914	CCAP1982_LOCUS22044|CAD7014038.1|CCAP	LOC120444410|XP_039479966.1|DSAN
OG0004915	CCAP1982_LOCUS23402|CAD7015462.1|CCAP	LOC120445837|XP_039482392.1|DSAN
OG0004916	CCAP1982_LOCUS22427|CAD7014431.1|CCAP	LOC120446078|XP_039482792.1|DSAN
OG0004917	CCAP1982_LOCUS14901|CAD7006590.1|CCAP	LOC120447532|XP_039484903.1|DSAN
OG0004918	CCAP1982_LOCUS14903|CAD7006592.1|CCAP	LOC120447531|XP_039484900.1|DSAN
OG0004919	CCAP1982_LOCUS442|CAD6991523.1|CCAP	LOC120454622|XP_039496024.1|DSAN
OG0004920	CCAP1982_LOCUS14464|CAD7006135.1|CCAP	LOC120447969|XP_039485594.1|DSAN
OG0004921	CCAP1982_LOCUS13031|CAD7004636.1|CCAP	LOC120447564|XP_039484954.1|DSAN
OG0004922	CCAP1982_LOCUS11225|CAD7002751.1|CCAP	LOC120448221|XP_039486045.1|DSAN
OG0004923	CCAP1982_LOCUS11167|CAD7002689.1|CCAP	LOC120447558|XP_039484946.1|DSAN
OG0004924	CCAP1982_LOCUS12528|CAD7004107.1|CCAP	LOC120449270|XP_039487587.1|DSAN
OG0004925	CCAP1982_LOCUS12578|CAD7004158.1|CCAP	LOC120449720|XP_039488280.1|DSAN
OG0004926	CCAP1982_LOCUS14939|CAD7006633.1|CCAP	LOC120449984|XP_039488626.1|DSAN
OG0004927	CCAP1982_LOCUS14993|CAD7006694.1|CCAP	LOC120450464|XP_039489423.1|DSAN
OG0004928	CCAP1982_LOCUS21917|CAD7013902.1|CCAP	LOC120444387|XP_039479929.1|DSAN
OG0004929	CCAP1982_LOCUS11530|CAD7003067.1|CCAP	LOC120448181|XP_039485965.1|DSAN
OG0004930	CCAP1982_LOCUS22942|CAD7014983.1|CCAP	LOC120444660|XP_039480436.1|DSAN
OG0004931	CCAP1982_LOCUS22635|CAD7014646.1|CCAP	LOC120444417|XP_039479978.1|DSAN
OG0004932	CCAP1982_LOCUS12169|CAD7003732.1|CCAP	LOC120447983|XP_039485612.1|DSAN
OG0004933	CCAP1982_LOCUS7196|CAD6998623.1|CCAP	LOC120446111|XP_039482839.1|DSAN
OG0004934	CCAP1982_LOCUS7200|CAD6998628.1|CCAP	LOC120444885|XP_039480802.1|DSAN
OG0004935	CCAP1982_LOCUS21878|CAD7013861.1|CCAP	LOC120444392|XP_039479948.1|DSAN
OG0004936	CCAP1982_LOCUS12915|CAD7004517.1|CCAP	LOC120449024|XP_039487239.1|DSAN
OG0004937	CCAP1982_LOCUS20261|CAD7012159.1|CCAP	LOC120449267|XP_039487583.1|DSAN
OG0004938	CCAP1982_LOCUS12061|CAD7003621.1|CCAP	LOC120448063|XP_039485762.1|DSAN
OG0004940	CCAP1982_LOCUS12871|CAD7004465.1|CCAP	LOC120448841|XP_039486976.1|DSAN
OG0004941	CCAP1982_LOCUS12170|CAD7003733.1|CCAP	LOC120448242|XP_039486081.1|DSAN
OG0004942	CCAP1982_LOCUS11521|CAD7003058.1|CCAP	LOC120448227|XP_039486057.1|DSAN
OG0004943	CCAP1982_LOCUS14899|CAD7006588.1|CCAP	LOC120448328|XP_039486214.1|DSAN
OG0004944	CCAP1982_LOCUS11899|CAD7003445.1|CCAP	LOC120449302|XP_039487628.1|DSAN
OG0004946	CCAP1982_LOCUS13890|CAD7005530.1|CCAP	LOC120448138|XP_039485889.1|DSAN
OG0004947	CCAP1982_LOCUS11517|CAD7003054.1|CCAP	LOC120450425|XP_039489367.1|DSAN
OG0004948	CCAP1982_LOCUS11515|CAD7003052.1|CCAP	LOC120449683|XP_039488233.1|DSAN
OG0004949	CCAP1982_LOCUS11508|CAD7003045.1|CCAP	LOC120449931|XP_039488562.1|DSAN
OG0004950	CCAP1982_LOCUS12161|CAD7003724.1|CCAP	LOC120450302|XP_039489174.1|DSAN
OG0004951	CCAP1982_LOCUS2776|CAD6993995.1|CCAP	LOC120450795|XP_039489894.1|DSAN
OG0004952	CCAP1982_LOCUS10827|CAD7002341.1|CCAP	LOC120447896|XP_039485472.1|DSAN
OG0004953	CCAP1982_LOCUS12149|CAD7003712.1|CCAP	LOC120448966|XP_039487159.1|DSAN
OG0004954	CCAP1982_LOCUS12151|CAD7003714.1|CCAP	LOC120449352|XP_039487696.1|DSAN
OG0004955	CCAP1982_LOCUS12929|CAD7004532.1|CCAP	LOC120450373|XP_039489295.1|DSAN
OG0004956	CCAP1982_LOCUS21829|CAD7013809.1|CCAP	LOC120458550|XP_039502165.1|DSAN
OG0004957	CCAP1982_LOCUS11289|CAD7002819.1|CCAP	LOC120447565|XP_039484957.1|DSAN
OG0004958	CCAP1982_LOCUS14958|CAD7006655.1|CCAP	LOC120448413|XP_039486344.1|DSAN
OG0004959	CCAP1982_LOCUS14959|CAD7006656.1|CCAP	LOC120447792|XP_039485286.1|DSAN
OG0004960	CCAP1982_LOCUS14960|CAD7006657.1|CCAP	LOC120447790|XP_039485282.1|DSAN
OG0004961	CCAP1982_LOCUS21618|CAD7013562.1|CCAP	LOC120443711|XP_039478890.1|DSAN
OG0004962	CCAP1982_LOCUS14417|CAD7006085.1|CCAP	LOC120448695|XP_039486783.1|DSAN
OG0004963	CCAP1982_LOCUS11670|CAD7003210.1|CCAP	LOC120450566|XP_039489610.1|DSAN
OG0004964	CCAP1982_LOCUS12091|CAD7003653.1|CCAP	LOC120450558|XP_039489600.1|DSAN
OG0004965	CCAP1982_LOCUS12614|CAD7004195.1|CCAP	LOC120447607|XP_039485014.1|DSAN
OG0004966	CCAP1982_LOCUS12615|CAD7004196.1|CCAP	LOC120447606|XP_039485011.1|DSAN
OG0004967	CCAP1982_LOCUS21807|CAD7013784.1|CCAP	LOC120444875|XP_039480794.1|DSAN
OG0004968	CCAP1982_LOCUS13312|CAD7004929.1|CCAP	LOC120449223|XP_039487529.1|DSAN
OG0004969	CCAP1982_LOCUS22918|CAD7014954.1|CCAP	LOC120446624|XP_039483618.1|DSAN
OG0004970	CCAP1982_LOCUS13313|CAD7004930.1|CCAP	LOC120449753|XP_039488321.1|DSAN
OG0004971	CCAP1982_LOCUS13316|CAD7004933.1|CCAP	LOC120449000|XP_039487202.1|DSAN
OG0004973	CCAP1982_LOCUS11325|CAD7002856.1|CCAP	LOC120449317|XP_039487647.1|DSAN
OG0004974	CCAP1982_LOCUS11581|CAD7003119.1|CCAP	LOC120448739|XP_039486853.1|DSAN
OG0004975	CCAP1982_LOCUS11169|CAD7002691.1|CCAP	LOC120447559|XP_039484947.1|DSAN
OG0004976	CCAP1982_LOCUS10789|CAD7002297.1|CCAP	LOC120449697|XP_039488247.1|DSAN
OG0004977	CCAP1982_LOCUS21891|CAD7013875.1|CCAP	LOC120445428|XP_039481789.1|DSAN
OG0004978	CCAP1982_LOCUS21950|CAD7013939.1|CCAP	LOC120447019|XP_039484272.1|DSAN
OG0004979	CCAP1982_LOCUS13004|CAD7004609.1|CCAP	LOC120449469|XP_039487875.1|DSAN
OG0004980	CCAP1982_LOCUS14626|CAD7006304.1|CCAP	LOC120448748|XP_039486862.1|DSAN
OG0004981	CCAP1982_LOCUS14604|CAD7006281.1|CCAP	LOC120449784|XP_039488359.1|DSAN
OG0004982	CCAP1982_LOCUS14602|CAD7006279.1|CCAP	LOC120448343|XP_039486239.1|DSAN
OG0004983	CCAP1982_LOCUS11734|CAD7003272.1|CCAP	LOC120447964|XP_039485589.1|DSAN
OG0004984	CCAP1982_LOCUS11733|CAD7003271.1|CCAP	LOC120448712|XP_039486808.1|DSAN
OG0004985	CCAP1982_LOCUS10871|CAD7002377.1|CCAP	LOC120450413|XP_039489354.1|DSAN
OG0004986	CCAP1982_LOCUS14170|CAD7005825.1|CCAP	LOC120448939|XP_039487117.1|DSAN
OG0004987	CCAP1982_LOCUS11806|CAD7003347.1|CCAP, CCAP1982_LOCUS11807|CAD7003348.1|CCAP	LOC120450514|XP_039489521.1|DSAN
OG0004988	CCAP1982_LOCUS10872|CAD7002378.1|CCAP	LOC120450414|XP_039489356.1|DSAN
OG0004989	CCAP1982_LOCUS11808|CAD7003349.1|CCAP	LOC120449051|XP_039487277.1|DSAN
OG0004991	CCAP1982_LOCUS7099|CAD6998510.1|CCAP	LOC120446929|XP_039484114.1|DSAN
OG0004992	CCAP1982_LOCUS7098|CAD6998509.1|CCAP	LOC120446940|XP_039484124.1|DSAN
OG0004993	CCAP1982_LOCUS10828|CAD7002342.1|CCAP	LOC120448565|XP_039486556.1|DSAN
OG0004994	CCAP1982_LOCUS12503|CAD7004078.1|CCAP	LOC120450044|XP_039488731.1|DSAN
OG0004995	CCAP1982_LOCUS12512|CAD7004089.1|CCAP	LOC120450339|XP_039489242.1|DSAN
OG0004996	CCAP1982_LOCUS12841|CAD7004434.1|CCAP, CCAP1982_LOCUS12856|CAD7004450.1|CCAP	LOC120449451|XP_039487857.1|DSAN
OG0004997	CCAP1982_LOCUS22646|CAD7014658.1|CCAP	LOC120445362|XP_039481667.1|DSAN
OG0004998	CCAP1982_LOCUS21862|CAD7013842.1|CCAP	LOC120447059|XP_039484382.1|DSAN
OG0004999	CCAP1982_LOCUS13324|CAD7004945.1|CCAP	LOC120449227|XP_039487532.1|DSAN
