Orthogroup	CCAP.longest_only	AEAL.longest_only
OG0002909	CCAP1982_LOCUS22154|CAD7014148.1|CCAP	LOC109420933|XP_029714053.1|AEAL, LOC109412653|XP_019541825.2|AEAL, LOC115254091|XP_029720650.1|AEAL
OG0002911	CCAP1982_LOCUS22923|CAD7014961.1|CCAP	LOC109428627|XP_019559961.2|AEAL, LOC115254027|XP_029715315.1|AEAL
OG0002913	CCAP1982_LOCUS7151|CAD6998571.1|CCAP	LOC109429146|XP_019560545.1|AEAL, LOC115268659|XP_029732631.1|AEAL, LOC109421057|XP_019551090.1|AEAL
OG0002914	CCAP1982_LOCUS8869|CAD7000394.1|CCAP	LOC115268658|XP_029732630.1|AEAL, LOC115258866|XP_029715163.1|AEAL, LOC109421064|XP_019551102.2|AEAL
OG0002915	CCAP1982_LOCUS7982|CAD6999458.1|CCAP	LOC109416526|XP_019546142.2|AEAL, LOC109415691|XP_019545163.2|AEAL
OG0002916	CCAP1982_LOCUS8209|CAD6999680.1|CCAP	LOC115258506|XP_029714489.1|AEAL
OG0002916	CCAP1982_LOCUS8210|CAD6999682.1|CCAP	LOC109410186|XP_029715082.1|AEAL
OG0002917	CCAP1982_LOCUS21557|CAD7013497.1|CCAP	LOC115258890|XP_029715205.1|AEAL, LOC109410213|XP_019539280.2|AEAL, LOC109417527|XP_019547144.2|AEAL
OG0002918	CCAP1982_LOCUS21552|CAD7013490.1|CCAP	LOC109417525|XP_019547140.2|AEAL, LOC115258889|XP_029715203.1|AEAL, LOC109410207|XP_019539276.2|AEAL
OG0002919	CCAP1982_LOCUS21528|CAD7013465.1|CCAP	LOC115266746|XP_029729139.1|AEAL, LOC109410221|XP_019539290.2|AEAL, LOC109417536|XP_019547157.2|AEAL
OG0002920	CCAP1982_LOCUS8071|CAD6999551.1|CCAP	LOC109417541|XP_019547162.1|AEAL, LOC115266748|XP_029729144.1|AEAL
OG0002921	CCAP1982_LOCUS7784|CAD6999254.1|CCAP	LOC109417676|XP_019547281.1|AEAL, LOC109622780|XP_019932772.1|AEAL, LOC115255386|XP_029709307.1|AEAL
OG0002922	CCAP1982_LOCUS5671|CAD6997010.1|CCAP	LOC109622164|XP_019931944.1|AEAL, LOC115253950|XP_029709297.1|AEAL, LOC109417678|XP_029709315.1|AEAL
OG0002923	CCAP1982_LOCUS5640|CAD6996975.1|CCAP	LOC109417679|XP_029709316.1|AEAL, LOC109622165|XP_029709295.1|AEAL
OG0002924	CCAP1982_LOCUS5668|CAD6997007.1|CCAP	LOC115255394|XP_029709318.1|AEAL, LOC115253949|XP_029709294.1|AEAL, LOC109622171|XP_029709281.1|AEAL
OG0002925	CCAP1982_LOCUS7090|CAD6998499.1|CCAP	LOC109417701|XP_029709228.1|AEAL, LOC115253658|XP_029709216.1|AEAL, LOC115255361|XP_029709245.1|AEAL
OG0002926	CCAP1982_LOCUS8466|CAD6999959.1|CCAP	LOC115255345|XP_029709231.1|AEAL, LOC109418099|XP_019547869.2|AEAL, LOC115254911|XP_029708446.1|AEAL, LOC109417706|XP_029709241.1|AEAL
OG0002927	CCAP1982_LOCUS8471|CAD6999964.1|CCAP	LOC109417707|XP_019547337.1|AEAL, LOC115255358|XP_029709240.1|AEAL, LOC109418015|XP_019547755.1|AEAL
OG0002928	CCAP1982_LOCUS191|CAD6991257.1|CCAP	LOC109417718|XP_019547366.1|AEAL, LOC109417025|XP_019546724.1|AEAL
OG0002929	CCAP1982_LOCUS9166|CAD7000692.1|CCAP	LOC109417720|XP_029709483.1|AEAL, LOC109415477|XP_019548324.2|AEAL, LOC115255495|XP_029709482.1|AEAL
OG0002930	CCAP1982_LOCUS8389|CAD6999880.1|CCAP	LOC109420017|XP_029709135.1|AEAL, LOC109417753|XP_019547425.2|AEAL, LOC115253940|XP_029709094.1|AEAL
OG0002931	CCAP1982_LOCUS5769|CAD6997122.1|CCAP	LOC109420011|XP_029709090.1|AEAL, LOC109417757|XP_029709119.1|AEAL, LOC115255285|XP_029709124.1|AEAL
OG0002932	CCAP1982_LOCUS23218|CAD7015270.1|CCAP	LOC109417775|XP_019932773.2|AEAL, LOC109417567|XP_029709076.1|AEAL
OG0002933	CCAP1982_LOCUS22558|CAD7014559.1|CCAP	LOC109417777|XP_029709056.1|AEAL, LOC115255261|XP_029709074.1|AEAL, LOC115255244|XP_029709049.1|AEAL
OG0002934	CCAP1982_LOCUS22547|CAD7014546.1|CCAP	LOC109419404|XP_029709040.1|AEAL
OG0002935	CCAP1982_LOCUS7891|CAD6999364.1|CCAP	LOC115255214|XP_029709015.1|AEAL, LOC109397500|XP_029708980.1|AEAL, LOC115255198|XP_029709000.1|AEAL
OG0002936	CCAP1982_LOCUS22357|CAD7014360.1|CCAP	LOC109419961|XP_029708994.1|AEAL
OG0002937	CCAP1982_LOCUS22688|CAD7014706.1|CCAP	LOC115255172|XP_029708961.1|AEAL, LOC109419958|XP_029708957.1|AEAL
OG0002938	CCAP1982_LOCUS7655|CAD6999110.1|CCAP	LOC109419932|XP_029708902.1|AEAL, LOC109420731|XP_029708923.1|AEAL, LOC115255165|XP_029708937.1|AEAL
OG0002939	CCAP1982_LOCUS21288|CAD7013217.1|CCAP	LOC109420719|XP_019550721.2|AEAL, LOC115255142|XP_029708879.1|AEAL
OG0002940	CCAP1982_LOCUS924|CAD6992043.1|CCAP, CCAP1982_LOCUS927|CAD6992046.1|CCAP, CCAP1982_LOCUS926|CAD6992045.1|CCAP	LOC115271052|XP_029736333.1|AEAL, LOC109419873|XP_029708839.1|AEAL
OG0002941	CCAP1982_LOCUS5448|CAD6996772.1|CCAP	LOC115255130|XP_029708863.1|AEAL, LOC109414266|XP_019543635.2|AEAL, LOC109420699|XP_029736331.1|AEAL
OG0002942	CCAP1982_LOCUS7019|CAD6998419.1|CCAP	LOC109420702|XP_019550700.1|AEAL, LOC109419872|XP_019549701.2|AEAL, LOC115271050|XP_029736332.1|AEAL
OG0002943	CCAP1982_LOCUS5775|CAD6997130.1|CCAP	LOC109414117|XP_029708833.1|AEAL, LOC109420686|XP_029708875.1|AEAL
OG0002944	CCAP1982_LOCUS5774|CAD6997128.1|CCAP	LOC109414071|XP_029708836.1|AEAL, LOC115255119|XP_029708830.1|AEAL, LOC109420683|XP_029708877.1|AEAL
OG0002945	CCAP1982_LOCUS7665|CAD6999121.1|CCAP	LOC115253830|XP_029732943.1|AEAL, LOC109420654|XP_029708761.1|AEAL
OG0002946	CCAP1982_LOCUS19434|CAD7011329.1|CCAP	LOC115255110|XP_029708824.1|AEAL, LOC109420647|XP_029708736.1|AEAL
OG0002947	CCAP1982_LOCUS8419|CAD6999909.1|CCAP, CCAP1982_LOCUS8420|CAD6999910.1|CCAP	LOC109420550|XP_029708715.1|AEAL, LOC109417370|XP_029718262.1|AEAL
OG0002948	CCAP1982_LOCUS5613|CAD6996945.1|CCAP	LOC109420527|XP_029708672.1|AEAL, LOC115253828|XP_029709423.1|AEAL, LOC109407386|XP_019535938.2|AEAL
OG0002949	CCAP1982_LOCUS14625|CAD7006303.1|CCAP	LOC109407510|XP_029708659.1|AEAL, LOC115253476|XP_029709860.1|AEAL, LOC109420509|XP_019550415.2|AEAL
OG0002950	CCAP1982_LOCUS5754|CAD6997102.1|CCAP	LOC115255819|XP_029709859.1|AEAL, LOC109420505|XP_029708651.1|AEAL
OG0002951	CCAP1982_LOCUS5619|CAD6996951.1|CCAP	LOC109419765|XP_019549596.1|AEAL, LOC115269354|XP_029733864.1|AEAL, LOC109420208|XP_029708608.1|AEAL
OG0002952	CCAP1982_LOCUS8281|CAD6999758.1|CCAP	LOC109419768|XP_029708635.1|AEAL, LOC109420048|XP_029708616.1|AEAL, LOC115254226|XP_029733867.1|AEAL
OG0002953	CCAP1982_LOCUS5961|CAD6997327.1|CCAP	LOC109419785|XP_029708572.1|AEAL, LOC109398261|XP_029708568.1|AEAL
OG0002954	CCAP1982_LOCUS5449|CAD6996774.1|CCAP	LOC109427477|XP_019558577.2|AEAL
OG0002955	CCAP1982_LOCUS23195|CAD7015245.1|CCAP	LOC109427525|XP_019558625.2|AEAL
OG0002956	CCAP1982_LOCUS22858|CAD7014894.1|CCAP	LOC109428093|XP_019559323.2|AEAL, LOC115254947|XP_029708466.1|AEAL
OG0002957	CCAP1982_LOCUS22863|CAD7014899.1|CCAP	LOC109427537|XP_019558651.2|AEAL, LOC115266987|XP_029729599.1|AEAL
OG0002958	CCAP1982_LOCUS7018|CAD6998418.1|CCAP	LOC115262468|XP_029720738.1|AEAL, LOC109427750|XP_029732791.1|AEAL
OG0002959	CCAP1982_LOCUS6883|CAD6998274.1|CCAP	LOC109430182|XP_029729240.1|AEAL, LOC109433596|XP_029729232.1|AEAL
OG0002960	CCAP1982_LOCUS13046|CAD7004651.1|CCAP	LOC115254179|XP_029729261.1|AEAL, LOC109433563|XP_029729243.1|AEAL, LOC109430133|XP_029729259.1|AEAL
OG0002961	CCAP1982_LOCUS7147|CAD6998565.1|CCAP	LOC109432740|XP_029727451.1|AEAL, LOC109427577|XP_029727427.1|AEAL
OG0002962	CCAP1982_LOCUS6233|CAD6997594.1|CCAP	LOC109621904|XP_019931657.1|AEAL, LOC109427583|XP_019558712.2|AEAL
OG0002963	CCAP1982_LOCUS6492|CAD6997873.1|CCAP	LOC109621239|XP_029727421.1|AEAL, LOC115265223|XP_029725364.1|AEAL, LOC109427594|XP_029727384.1|AEAL
OG0002964	CCAP1982_LOCUS21385|CAD7013315.1|CCAP	LOC115265640|XP_029727383.1|AEAL, LOC109427595|XP_029727417.1|AEAL, LOC109621308|XP_029727386.1|AEAL
OG0002965	CCAP1982_LOCUS5731|CAD6997078.1|CCAP	LOC109416248|XP_029727393.1|AEAL
OG0002966	CCAP1982_LOCUS8972|CAD7000493.1|CCAP	LOC109416253|XP_019545812.2|AEAL
OG0002967	CCAP1982_LOCUS7795|CAD6999265.1|CCAP	LOC109404811|XP_019533308.2|AEAL
OG0002968	CCAP1982_LOCUS7794|CAD6999264.1|CCAP	LOC109404774|XP_019533258.2|AEAL
OG0002969	CCAP1982_LOCUS8100|CAD6999575.1|CCAP	LOC109404788|XP_019533283.1|AEAL, LOC109423928|XP_029727304.1|AEAL
OG0002970	CCAP1982_LOCUS5675|CAD6997014.1|CCAP	LOC109419326|XP_029727207.1|AEAL, LOC109404800|XP_019533295.1|AEAL, LOC115265601|XP_029727203.1|AEAL
OG0002971	CCAP1982_LOCUS7848|CAD6999321.1|CCAP	LOC109407326|XP_019535864.2|AEAL
OG0002972	CCAP1982_LOCUS5120|CAD6996448.1|CCAP	LOC109421628|XP_019551677.2|AEAL, LOC115265587|XP_029727124.1|AEAL
OG0002973	CCAP1982_LOCUS21598|CAD7013539.1|CCAP	LOC109409145|XP_019538107.2|AEAL, LOC109421538|XP_019551605.2|AEAL
OG0002974	CCAP1982_LOCUS22384|CAD7014389.1|CCAP	LOC109409137|XP_019538096.2|AEAL, LOC109421532|XP_029727095.1|AEAL
OG0002975	CCAP1982_LOCUS7820|CAD6999291.1|CCAP, CCAP1982_LOCUS7816|CAD6999287.1|CCAP, CCAP1982_LOCUS7818|CAD6999289.1|CCAP	LOC109409128|XP_019538085.2|AEAL
OG0002977	CCAP1982_LOCUS21428|CAD7013361.1|CCAP, CCAP1982_LOCUS21427|CAD7013359.1|CCAP	LOC109622957|XP_029717237.1|AEAL, LOC109421509|XP_029726788.1|AEAL
OG0002978	CCAP1982_LOCUS19576|CAD7011476.1|CCAP	LOC115265509|XP_029726812.1|AEAL, LOC109421498|XP_029717230.1|AEAL
OG0002979	CCAP1982_LOCUS21375|CAD7013304.1|CCAP	LOC109421451|XP_019551488.1|AEAL, LOC109432557|XP_019564443.1|AEAL
OG0002980	CCAP1982_LOCUS7442|CAD6998895.1|CCAP	LOC109621805|XP_029726948.1|AEAL, LOC109421312|XP_029708026.1|AEAL
OG0002981	CCAP1982_LOCUS5335|CAD6996651.1|CCAP	LOC109622335|XP_029732561.1|AEAL, LOC109621402|XP_019930993.1|AEAL
OG0002982	CCAP1982_LOCUS6070|CAD6997424.1|CCAP	LOC115253541|XP_029716948.1|AEAL, LOC109621735|XP_029732589.1|AEAL, LOC115268596|XP_029732572.1|AEAL, LOC115268595|XP_029732567.1|AEAL
OG0002983	CCAP1982_LOCUS11140|CAD7002657.1|CCAP	LOC109432818|XP_019564708.1|AEAL, LOC109416607|XP_019546221.1|AEAL, LOC115261561|XP_029719307.1|AEAL, LOC109402475|XP_019530707.3|AEAL
OG0002984	CCAP1982_LOCUS13281|CAD7004897.1|CCAP, CCAP1982_LOCUS13272|CAD7004888.1|CCAP	LOC109429628|XP_029719974.1|AEAL
OG0002985	CCAP1982_LOCUS10284|CAD7001793.1|CCAP, CCAP1982_LOCUS10283|CAD7001792.1|CCAP	LOC109429599|XP_019561134.2|AEAL, LOC115262101|XP_029719955.1|AEAL
OG0002986	CCAP1982_LOCUS10968|CAD7002479.1|CCAP	LOC109429984|XP_029719923.1|AEAL, LOC109429567|XP_029719897.1|AEAL
OG0002987	CCAP1982_LOCUS7569|CAD6999022.1|CCAP	LOC109429540|XP_029720100.1|AEAL
OG0002988	CCAP1982_LOCUS7467|CAD6998920.1|CCAP	LOC109429885|XP_029729355.1|AEAL
OG0002988	CCAP1982_LOCUS7459|CAD6998912.1|CCAP	LOC109415442|XP_019544857.2|AEAL
OG0002989	CCAP1982_LOCUS11268|CAD7002798.1|CCAP, CCAP1982_LOCUS11269|CAD7002799.1|CCAP	LOC109429878|XP_019561408.1|AEAL
OG0002990	CCAP1982_LOCUS8485|CAD6999980.1|CCAP	LOC109429816|XP_019561345.2|AEAL
OG0002991	CCAP1982_LOCUS4133|CAD6995416.1|CCAP, CCAP1982_LOCUS22765|CAD7014796.1|CCAP	LOC109398278|XP_029720164.1|AEAL, LOC115261688|XP_029719434.1|AEAL
OG0002992	CCAP1982_LOCUS9148|CAD7000674.1|CCAP, CCAP1982_LOCUS9146|CAD7000672.1|CCAP	LOC109398296|XP_029707740.1|AEAL, LOC109429783|XP_029720289.1|AEAL
OG0002993	CCAP1982_LOCUS6813|CAD6998197.1|CCAP	LOC109404264|XP_019532629.2|AEAL, LOC109416575|XP_029719826.1|AEAL, LOC109404263|XP_029719787.1|AEAL, LOC109416576|XP_019546199.2|AEAL
OG0002994	CCAP1982_LOCUS8776|CAD7000286.1|CCAP	LOC109411683|XP_029720327.1|AEAL, LOC109404612|XP_029720258.1|AEAL
OG0002995	CCAP1982_LOCUS6947|CAD6998346.1|CCAP	LOC109411700|XP_019540817.1|AEAL
OG0002996	CCAP1982_LOCUS8205|CAD6999675.1|CCAP	LOC115262200|XP_029720402.1|AEAL, LOC109411222|XP_019540273.2|AEAL
OG0002999	CCAP1982_LOCUS11687|CAD7003226.1|CCAP	LOC109414173|XP_019543500.2|AEAL
OG0003000	CCAP1982_LOCUS4793|CAD6996093.1|CCAP	LOC115258101|XP_029713980.1|AEAL, LOC109407197|XP_029707820.1|AEAL
OG0003001	CCAP1982_LOCUS22589|CAD7014595.1|CCAP, CCAP1982_LOCUS22595|CAD7014602.1|CCAP	LOC109426315|XP_029707815.1|AEAL, LOC109421719|XP_019551788.2|AEAL
OG0003002	CCAP1982_LOCUS14982|CAD7006681.1|CCAP	LOC109421738|XP_019551813.1|AEAL, LOC109425462|XP_019556276.1|AEAL
OG0003003	CCAP1982_LOCUS20425|CAD7012331.1|CCAP	LOC109421745|XP_019551825.2|AEAL
OG0003004	CCAP1982_LOCUS7113|CAD6998526.1|CCAP, CCAP1982_LOCUS7114|CAD6998527.1|CCAP	LOC109428052|XP_019559267.2|AEAL, LOC115261585|XP_029719350.1|AEAL
OG0003006	CCAP1982_LOCUS4770|CAD6996063.1|CCAP	LOC109418323|XP_029707581.1|AEAL, LOC109428102|XP_029733371.1|AEAL
OG0003007	CCAP1982_LOCUS4444|CAD6995739.1|CCAP	LOC109418327|XP_019548056.2|AEAL, LOC109428107|XP_019559342.2|AEAL
OG0003008	CCAP1982_LOCUS160|CAD6991222.1|CCAP	LOC115254094|XP_029720905.1|AEAL, LOC109418203|XP_029721152.1|AEAL
OG0003009	CCAP1982_LOCUS12519|CAD7004096.1|CCAP	LOC109426168|XP_029712636.1|AEAL, LOC115261476|XP_029719055.1|AEAL, LOC109418385|XP_029719722.1|AEAL
OG0003010	CCAP1982_LOCUS20413|CAD7012319.1|CCAP	LOC115253835|XP_029725035.1|AEAL, LOC115263759|XP_029722956.1|AEAL, LOC109413524|XP_019542754.2|AEAL, LOC109419138|XP_029722800.1|AEAL
OG0003011	CCAP1982_LOCUS20424|CAD7012330.1|CCAP	LOC115263291|XP_029722585.1|AEAL, LOC115263706|XP_029722812.1|AEAL, LOC109419187|XP_029722963.1|AEAL
OG0003012	CCAP1982_LOCUS334|CAD6991407.1|CCAP	LOC109427333|XP_029723771.1|AEAL
OG0003016	CCAP1982_LOCUS14553|CAD7006227.1|CCAP, CCAP1982_LOCUS14555|CAD7006229.1|CCAP	LOC109429497|XP_019561004.2|AEAL, LOC109415714|XP_029724305.1|AEAL
OG0003017	CCAP1982_LOCUS678|CAD6991771.1|CCAP	LOC109402996|XP_029724791.1|AEAL, LOC109429513|XP_019561028.2|AEAL
OG0003018	CCAP1982_LOCUS449|CAD6991531.1|CCAP	LOC115254143|XP_029725111.1|AEAL, LOC115262610|XP_029720865.1|AEAL, LOC109410423|XP_029725262.1|AEAL
OG0003019	CCAP1982_LOCUS14153|CAD7005805.1|CCAP	LOC109401456|XP_019529565.2|AEAL, LOC109410441|XP_029725838.1|AEAL
OG0003020	CCAP1982_LOCUS389|CAD6991464.1|CCAP	LOC109410459|XP_029725734.1|AEAL, LOC109401495|XP_019529616.2|AEAL
OG0003021	CCAP1982_LOCUS896|CAD6992010.1|CCAP	LOC109410413|XP_019539508.2|AEAL
OG0003022	CCAP1982_LOCUS19363|CAD7011255.1|CCAP, CCAP1982_LOCUS13346|CAD7004968.1|CCAP	LOC109410480|XP_029726102.1|AEAL, LOC109405826|XP_029718273.1|AEAL
OG0003024	CCAP1982_LOCUS14557|CAD7006231.1|CCAP	LOC109413677|XP_019542937.2|AEAL
OG0003025	CCAP1982_LOCUS931|CAD6992050.1|CCAP	LOC109400205|XP_019528231.2|AEAL, LOC115266150|XP_029727976.1|AEAL, LOC109427010|XP_029728231.1|AEAL, LOC115260907|XP_029718111.1|AEAL, LOC115260901|XP_029718104.1|AEAL
OG0003026	CCAP1982_LOCUS928|CAD6992047.1|CCAP, CCAP1982_LOCUS929|CAD6992048.1|CCAP	LOC109427096|XP_019558212.1|AEAL, LOC115266991|XP_029729624.1|AEAL, LOC109400176|XP_019528193.2|AEAL
OG0003027	CCAP1982_LOCUS922|CAD6992041.1|CCAP	LOC109427008|XP_029728313.1|AEAL, LOC115266138|XP_029727964.1|AEAL, LOC109400203|XP_029728254.1|AEAL, LOC115266353|XP_029728354.1|AEAL
OG0003028	CCAP1982_LOCUS11699|CAD7003237.1|CCAP	LOC109402029|XP_019530178.2|AEAL, LOC115263779|XP_029723007.1|AEAL, LOC109399759|XP_019527820.2|AEAL
OG0003029	CCAP1982_LOCUS11345|CAD7002876.1|CCAP	LOC109402003|XP_029723008.1|AEAL, LOC109399749|XP_029722995.1|AEAL
OG0003033	CCAP1982_LOCUS14906|CAD7006595.1|CCAP	LOC109423811|XP_029729039.1|AEAL, LOC115266717|XP_029729112.1|AEAL, LOC109415331|XP_019544760.2|AEAL, LOC115254193|XP_029731092.1|AEAL
OG0003034	CCAP1982_LOCUS604|CAD6991691.1|CCAP	LOC109411724|XP_019540852.2|AEAL
OG0003035	CCAP1982_LOCUS4242|CAD6995531.1|CCAP	LOC109411595|XP_019540689.2|AEAL, LOC109421352|XP_029732702.1|AEAL
OG0003036	CCAP1982_LOCUS21049|CAD7012956.1|CCAP	LOC109421319|XP_019551376.2|AEAL, LOC109411577|XP_029729526.1|AEAL
OG0003037	CCAP1982_LOCUS14627|CAD7006305.1|CCAP, CCAP1982_LOCUS14628|CAD7006306.1|CCAP	LOC109411159|XP_019540184.2|AEAL, LOC115267634|XP_029730640.1|AEAL, LOC109425605|XP_019556395.2|AEAL
OG0003038	CCAP1982_LOCUS434|CAD6991514.1|CCAP	LOC109416762|XP_029731122.1|AEAL, LOC109400877|XP_019528905.2|AEAL
OG0003039	CCAP1982_LOCUS20856|CAD7012752.1|CCAP	LOC109400870|XP_019528900.2|AEAL
OG0003040	CCAP1982_LOCUS11414|CAD7002950.1|CCAP, CCAP1982_LOCUS11415|CAD7002951.1|CCAP	LOC109416017|XP_019545528.2|AEAL
OG0003041	CCAP1982_LOCUS12762|CAD7004346.1|CCAP	LOC115267280|XP_029730052.1|AEAL, LOC109423455|XP_029731572.1|AEAL, LOC109414752|XP_029731467.1|AEAL
OG0003042	CCAP1982_LOCUS168|CAD6991231.1|CCAP	LOC115267970|XP_029731678.1|AEAL
OG0003043	CCAP1982_LOCUS707|CAD6991804.1|CCAP	LOC115254550|XP_029708033.1|AEAL, LOC109414568|XP_019543955.2|AEAL
OG0003044	CCAP1982_LOCUS19992|CAD7011880.1|CCAP	LOC109423417|XP_019553944.2|AEAL, LOC109414546|XP_029731708.1|AEAL
OG0003045	CCAP1982_LOCUS5049|CAD6996370.1|CCAP	LOC109414508|XP_019543894.2|AEAL
OG0003046	CCAP1982_LOCUS5085|CAD6996412.1|CCAP	LOC109430468|XP_029732271.1|AEAL, LOC109409582|XP_029732442.1|AEAL, LOC115268461|XP_029732327.1|AEAL
OG0003047	CCAP1982_LOCUS5086|CAD6996413.1|CCAP	LOC115268509|XP_029732456.1|AEAL, LOC115268465|XP_029732343.1|AEAL, LOC109430469|XP_029732293.1|AEAL
OG0003048	CCAP1982_LOCUS20648|CAD7012563.1|CCAP	LOC109409590|XP_029732487.1|AEAL, LOC109430464|XP_029732604.1|AEAL
OG0003049	CCAP1982_LOCUS4231|CAD6995518.1|CCAP	LOC109405766|XP_029732586.1|AEAL, LOC109430495|XP_019562105.1|AEAL
OG0003050	CCAP1982_LOCUS289|CAD6991359.1|CCAP	LOC109399319|XP_019527303.2|AEAL
OG0003051	CCAP1982_LOCUS11910|CAD7003457.1|CCAP	LOC109622069|XP_019931852.2|AEAL, LOC109413925|XP_019543201.2|AEAL
OG0003052	CCAP1982_LOCUS5167|CAD6996499.1|CCAP	LOC109405050|XP_029712023.1|AEAL, LOC109622061|XP_029734335.1|AEAL, LOC115254232|XP_029734042.1|AEAL
OG0003053	CCAP1982_LOCUS4694|CAD6995987.1|CCAP	LOC109416440|XP_019546045.2|AEAL, LOC109622371|XP_029729812.1|AEAL, LOC115258213|XP_029714160.1|AEAL
OG0003054	CCAP1982_LOCUS4691|CAD6995984.1|CCAP	LOC109416447|XP_029734402.1|AEAL, LOC109416435|XP_029729798.1|AEAL
OG0003055	CCAP1982_LOCUS1897|CAD6993068.1|CCAP	LOC109419338|XP_029734767.1|AEAL, LOC109408461|XP_029734763.1|AEAL
OG0003057	CCAP1982_LOCUS21044|CAD7012949.1|CCAP	LOC109419388|XP_019549166.2|AEAL
OG0003058	CCAP1982_LOCUS19901|CAD7011791.1|CCAP	LOC115254638|XP_029708114.1|AEAL, LOC109401056|XP_029735331.1|AEAL
OG0003060	CCAP1982_LOCUS20523|CAD7012442.1|CCAP	LOC115270295|XP_029735522.1|AEAL, LOC109401041|XP_019529064.1|AEAL, LOC109408507|XP_019537382.2|AEAL
OG0003062	CCAP1982_LOCUS1424|CAD6992576.1|CCAP	LOC109416413|XP_019546023.2|AEAL, LOC109424020|XP_029727761.1|AEAL
OG0003063	CCAP1982_LOCUS13591|CAD7005232.1|CCAP	LOC109423975|XP_029727793.1|AEAL, LOC109416407|XP_029727751.1|AEAL
OG0003064	CCAP1982_LOCUS3850|CAD6995128.1|CCAP	LOC109404400|XP_029727829.1|AEAL, LOC109431914|XP_019563765.2|AEAL, LOC115266062|XP_029727782.1|AEAL
OG0003065	CCAP1982_LOCUS5876|CAD6997242.1|CCAP	LOC109431857|XP_019563660.2|AEAL
OG0003066	CCAP1982_LOCUS1885|CAD6993053.1|CCAP	LOC109422756|XP_029727921.1|AEAL, LOC109431878|XP_029727880.1|AEAL
OG0003067	CCAP1982_LOCUS4984|CAD6996305.1|CCAP	LOC109431861|XP_029727926.1|AEAL, LOC109422735|XP_029727912.1|AEAL
OG0003068	CCAP1982_LOCUS845|CAD6991957.1|CCAP	LOC109422557|XP_029727965.1|AEAL, LOC109412332|XP_029727973.1|AEAL, LOC115264862|XP_029724757.1|AEAL
OG0003069	CCAP1982_LOCUS19970|CAD7011858.1|CCAP	LOC115266182|XP_029728010.1|AEAL, LOC109401128|XP_029736386.1|AEAL, LOC109422687|XP_029727937.1|AEAL
OG0003071	CCAP1982_LOCUS11364|CAD7002895.1|CCAP, CCAP1982_LOCUS11362|CAD7002893.1|CCAP	LOC109402842|XP_029736412.1|AEAL, LOC115260159|XP_029716925.1|AEAL
OG0003072	CCAP1982_LOCUS4420|CAD6995713.1|CCAP, CCAP1982_LOCUS4417|CAD6995710.1|CCAP, CCAP1982_LOCUS4416|CAD6995709.1|CCAP	LOC109422651|XP_019553042.2|AEAL, LOC109402832|XP_029736416.1|AEAL
OG0003073	CCAP1982_LOCUS4419|CAD6995712.1|CCAP, CCAP1982_LOCUS4421|CAD6995714.1|CCAP	LOC115254042|XP_029716866.1|AEAL, LOC109402807|XP_029736419.1|AEAL
OG0003074	CCAP1982_LOCUS7351|CAD6998797.1|CCAP	LOC115271077|XP_029736375.1|AEAL, LOC115265119|XP_029725213.1|AEAL, LOC109422630|XP_029736441.1|AEAL, LOC109402802|XP_029725217.1|AEAL
OG0003075	CCAP1982_LOCUS4196|CAD6995480.1|CCAP	LOC109402816|XP_029712184.1|AEAL, LOC115259223|XP_029715611.1|AEAL, LOC109422598|XP_029712235.1|AEAL
OG0003076	CCAP1982_LOCUS13610|CAD7005253.1|CCAP	LOC109406132|XP_029718420.1|AEAL, LOC109401764|XP_019529900.2|AEAL
OG0003077	CCAP1982_LOCUS188|CAD6991254.1|CCAP, CCAP1982_LOCUS5203|CAD6996535.1|CCAP	LOC109398951|XP_029724781.1|AEAL, LOC109403710|XP_029718544.1|AEAL, LOC115261297|XP_029718553.1|AEAL
OG0003078	CCAP1982_LOCUS4914|CAD6996227.1|CCAP, CCAP1982_LOCUS4915|CAD6996229.1|CCAP	LOC109415058|XP_029718622.1|AEAL, LOC115261340|XP_029718649.1|AEAL
OG0003079	CCAP1982_LOCUS535|CAD6991620.1|CCAP, CCAP1982_LOCUS533|CAD6991618.1|CCAP	LOC109415069|XP_029718659.1|AEAL
OG0003080	CCAP1982_LOCUS4805|CAD6996105.1|CCAP	LOC109414133|XP_029718683.1|AEAL, LOC115255903|XP_029709953.1|AEAL
OG0003081	CCAP1982_LOCUS4797|CAD6996097.1|CCAP	LOC109414144|XP_019543463.2|AEAL, LOC115255901|XP_029709950.1|AEAL
OG0003082	CCAP1982_LOCUS4772|CAD6996065.1|CCAP	LOC109414138|XP_029718684.1|AEAL
OG0003083	CCAP1982_LOCUS790|CAD6991900.1|CCAP	LOC109398883|XP_029716800.1|AEAL, LOC109429229|XP_029718733.1|AEAL
OG0003084	CCAP1982_LOCUS496|CAD6991578.1|CCAP, CCAP1982_LOCUS491|CAD6991573.1|CCAP	LOC109398831|XP_029718654.1|AEAL, LOC115261364|XP_029718749.1|AEAL
OG0003085	CCAP1982_LOCUS503|CAD6991585.1|CCAP	LOC109429211|XP_029718755.1|AEAL, LOC109398783|XP_029718657.1|AEAL
OG0003086	CCAP1982_LOCUS509|CAD6991592.1|CCAP	LOC115269335|XP_029733840.1|AEAL
OG0003086	CCAP1982_LOCUS515|CAD6991598.1|CCAP	LOC115261615|XP_029719376.1|AEAL, LOC109398792|XP_029718757.1|AEAL
