Orthogroup	CCAP.longest_only	DMEL.longest_only
OG0003550	CCAP1982_LOCUS22380|CAD7014385.1|CCAP	RpLP0-like|NP_610554.1|DMEL
OG0003551	CCAP1982_LOCUS22614|CAD7014623.1|CCAP	OstDelta|NP_611265.1|DMEL
OG0003552	CCAP1982_LOCUS22722|CAD7014745.1|CCAP	CG9084|NP_001260884.1|DMEL
OG0003553	CCAP1982_LOCUS22616|CAD7014625.1|CCAP	CG2269|NP_724880.1|DMEL
OG0003554	CCAP1982_LOCUS11950|CAD7003500.1|CCAP	CG4098|NP_660192.1|DMEL
OG0003555	CCAP1982_LOCUS13140|CAD7004747.1|CCAP	hob|NP_647789.2|DMEL
OG0003556	CCAP1982_LOCUS11725|CAD7003263.1|CCAP	CG32432|NP_649266.1|DMEL
OG0003557	CCAP1982_LOCUS11727|CAD7003265.1|CCAP	CSN3|NP_524190.2|DMEL
OG0003558	CCAP1982_LOCUS11602|CAD7003140.1|CCAP, CCAP1982_LOCUS11600|CAD7003138.1|CCAP	axo|NP_001246631.1|DMEL
OG0003559	CCAP1982_LOCUS11205|CAD7002730.1|CCAP	SCaMC|NP_729802.1|DMEL
OG0003560	CCAP1982_LOCUS13143|CAD7004750.1|CCAP	Neos|NP_523955.1|DMEL
OG0003561	CCAP1982_LOCUS22042|CAD7014036.1|CCAP	Lrt|NP_001286640.1|DMEL
OG0003562	CCAP1982_LOCUS22254|CAD7014251.1|CCAP	Hyccin|NP_611256.1|DMEL
OG0003563	CCAP1982_LOCUS3245|CAD6994499.1|CCAP	NP15.6|NP_650774.1|DMEL
OG0003564	CCAP1982_LOCUS13030|CAD7004635.1|CCAP	Sec63|NP_648111.1|DMEL
OG0003565	CCAP1982_LOCUS13066|CAD7004671.1|CCAP	RpL28|NP_647791.2|DMEL
OG0003566	CCAP1982_LOCUS2783|CAD6994002.1|CCAP	Unc-115b|NP_731390.1|DMEL, Unc-115a|NP_001163573.1|DMEL
OG0003567	CCAP1982_LOCUS23392|CAD7015451.1|CCAP	spin|NP_725532.1|DMEL
OG0003568	CCAP1982_LOCUS22896|CAD7014933.1|CCAP	Camta|NP_001137624.1|DMEL
OG0003569	CCAP1982_LOCUS11485|CAD7003022.1|CCAP	CG1317|NP_647715.2|DMEL
OG0003570	CCAP1982_LOCUS21682|CAD7013635.1|CCAP	didum|NP_724569.1|DMEL
OG0003571	CCAP1982_LOCUS12914|CAD7004515.1|CCAP	NT1|NP_729009.2|DMEL
OG0003572	CCAP1982_LOCUS22108|CAD7014102.1|CCAP	exp|NP_725091.1|DMEL
OG0003573	CCAP1982_LOCUS20153|CAD7012051.1|CCAP	Ctf4|NP_610921.1|DMEL
OG0003574	CCAP1982_LOCUS13221|CAD7004832.1|CCAP	CG4611|NP_647949.1|DMEL
OG0003575	CCAP1982_LOCUS12171|CAD7003735.1|CCAP	CG5157|NP_648843.1|DMEL
OG0003576	CCAP1982_LOCUS11896|CAD7003442.1|CCAP	rogdi|NP_730244.1|DMEL
OG0003577	CCAP1982_LOCUS14910|CAD7006599.1|CCAP	S6k|NP_523941.2|DMEL
OG0003578	CCAP1982_LOCUS11839|CAD7003380.1|CCAP	Rint1|NP_648102.2|DMEL
OG0003579	CCAP1982_LOCUS23067|CAD7015115.1|CCAP	stau|NP_476751.1|DMEL
OG0003580	CCAP1982_LOCUS19430|CAD7011325.1|CCAP	hpo|NP_611427.1|DMEL
OG0003581	CCAP1982_LOCUS11518|CAD7003055.1|CCAP	Srrm234|NP_001097475.2|DMEL
OG0003582	CCAP1982_LOCUS13249|CAD7004864.1|CCAP	CG32066|NP_729619.1|DMEL
OG0003584	CCAP1982_LOCUS21831|CAD7013811.1|CCAP	CG12128|NP_610543.1|DMEL
OG0003586	CCAP1982_LOCUS19527|CAD7011427.1|CCAP	yellow-h|NP_651912.3|DMEL
OG0003587	CCAP1982_LOCUS8444|CAD6999931.1|CCAP	IntS14|NP_608579.1|DMEL
OG0003588	CCAP1982_LOCUS1234|CAD6992370.1|CCAP	DNApol-theta|NP_524333.1|DMEL
OG0003589	CCAP1982_LOCUS22779|CAD7014811.1|CCAP	CG30095|NP_725529.1|DMEL
OG0003590	CCAP1982_LOCUS11384|CAD7002918.1|CCAP	SCOT|NP_647683.1|DMEL
OG0003591	CCAP1982_LOCUS12774|CAD7004362.1|CCAP	CG12004|NP_001097474.1|DMEL
OG0003592	CCAP1982_LOCUS10792|CAD7002301.1|CCAP	CG10681|NP_648580.1|DMEL
OG0003593	CCAP1982_LOCUS10943|CAD7002454.1|CCAP	Pdp1|NP_729301.1|DMEL
OG0003594	CCAP1982_LOCUS12613|CAD7004194.1|CCAP	CG14834|NP_648108.1|DMEL
OG0003595	CCAP1982_LOCUS7244|CAD6998686.1|CCAP	Arf51F|NP_523751.2|DMEL
OG0003596	CCAP1982_LOCUS21815|CAD7013794.1|CCAP	Rab2|NP_477090.1|DMEL
OG0003597	CCAP1982_LOCUS21803|CAD7013780.1|CCAP	Hsepi|NP_610249.2|DMEL
OG0003598	CCAP1982_LOCUS13311|CAD7004928.1|CCAP	CG15019|NP_001097502.1|DMEL
OG0003599	CCAP1982_LOCUS11327|CAD7002857.1|CCAP	CG9643|NP_608733.1|DMEL
OG0003600	CCAP1982_LOCUS14954|CAD7006649.1|CCAP, CCAP1982_LOCUS14955|CAD7006652.1|CCAP	Gug|NP_001261581.1|DMEL
OG0003601	CCAP1982_LOCUS7215|CAD6998647.1|CCAP	ana|NP_001163093.1|DMEL
OG0003602	CCAP1982_LOCUS21885|CAD7013867.1|CCAP	Sesn|NP_001097437.1|DMEL
OG0003603	CCAP1982_LOCUS13002|CAD7004607.1|CCAP	CG34462|NP_001097548.1|DMEL
OG0003604	CCAP1982_LOCUS4226|CAD6995513.1|CCAP	nompB|NP_724347.3|DMEL
OG0003605	CCAP1982_LOCUS3866|CAD6995143.1|CCAP	udt|NP_651182.2|DMEL
OG0003606	CCAP1982_LOCUS19954|CAD7011845.1|CCAP	swi2|NP_611247.3|DMEL
OG0003607	CCAP1982_LOCUS23337|CAD7015393.1|CCAP	aft|NP_477413.1|DMEL
OG0003608	CCAP1982_LOCUS12329|CAD7003900.1|CCAP	vnc|NP_648378.1|DMEL
OG0003609	CCAP1982_LOCUS22494|CAD7014492.1|CCAP	tsu|NP_610454.2|DMEL
OG0003610	CCAP1982_LOCUS14171|CAD7005827.1|CCAP	Wdr92|NP_649025.1|DMEL
OG0003611	CCAP1982_LOCUS12836|CAD7004427.1|CCAP	bol|NP_001261614.1|DMEL
OG0003613	CCAP1982_LOCUS22009|CAD7014002.1|CCAP	Rpe|NP_610298.2|DMEL
OG0003614	CCAP1982_LOCUS22010|CAD7014003.1|CCAP	boca|NP_724578.1|DMEL
OG0003615	CCAP1982_LOCUS7100|CAD6998511.1|CCAP	Golgin245|NP_611787.2|DMEL
OG0003616	CCAP1982_LOCUS22733|CAD7014759.1|CCAP	CG2852|NP_611695.1|DMEL
OG0003617	CCAP1982_LOCUS22201|CAD7014196.1|CCAP, CCAP1982_LOCUS22200|CAD7014195.1|CCAP	s-cup|NP_610792.2|DMEL
OG0003618	CCAP1982_LOCUS22202|CAD7014197.1|CCAP	fdl|NP_725178.2|DMEL
OG0003619	CCAP1982_LOCUS23246|CAD7015301.1|CCAP, CCAP1982_LOCUS23245|CAD7015300.1|CCAP, CCAP1982_LOCUS23238|CAD7015292.1|CCAP	AspRS|NP_476609.1|DMEL
OG0003620	CCAP1982_LOCUS7174|CAD6998596.1|CCAP	Zfrp8|NP_611890.1|DMEL
OG0003621	CCAP1982_LOCUS12840|CAD7004432.1|CCAP, CCAP1982_LOCUS12855|CAD7004449.1|CCAP	CG4942|NP_648286.1|DMEL
OG0003622	CCAP1982_LOCUS12854|CAD7004448.1|CCAP, CCAP1982_LOCUS12839|CAD7004430.1|CCAP	teq|NP_648288.2|DMEL
OG0003623	CCAP1982_LOCUS20556|CAD7012478.1|CCAP	mEFTu1|NP_524752.1|DMEL
OG0003624	CCAP1982_LOCUS23352|CAD7015409.1|CCAP	Pal2|NP_525118.2|DMEL
OG0003625	CCAP1982_LOCUS21462|CAD7013397.1|CCAP	CG1598|NP_610296.2|DMEL
OG0003626	CCAP1982_LOCUS21714|CAD7013671.1|CCAP	Pgant1|NP_611043.1|DMEL
OG0003627	CCAP1982_LOCUS21785|CAD7013758.1|CCAP	Vps51|NP_611363.2|DMEL
OG0003628	CCAP1982_LOCUS22904|CAD7014941.1|CCAP	ced-6|NP_001246225.1|DMEL
OG0003629	CCAP1982_LOCUS23130|CAD7015177.1|CCAP	CG3955|NP_610837.1|DMEL
OG0003630	CCAP1982_LOCUS21095|CAD7013006.1|CCAP, CCAP1982_LOCUS21096|CAD7013007.1|CCAP	CG10339|NP_611881.1|DMEL
OG0003631	CCAP1982_LOCUS14526|CAD7006198.1|CCAP	l_3_76BDm|NP_649135.2|DMEL
OG0003633	CCAP1982_LOCUS22604|CAD7014613.1|CCAP	Dgkepsilon|NP_725228.1|DMEL
OG0003634	CCAP1982_LOCUS11200|CAD7002725.1|CCAP	ergic53|NP_524776.1|DMEL
OG0003635	CCAP1982_LOCUS13302|CAD7004919.1|CCAP	ZnT63C|NP_001261364.1|DMEL
OG0003636	CCAP1982_LOCUS21736|CAD7013695.1|CCAP	Dbp45A|NP_476927.1|DMEL
OG0003637	CCAP1982_LOCUS21955|CAD7013945.1|CCAP	Cyp301a1|NP_610796.1|DMEL
OG0003638	CCAP1982_LOCUS11671|CAD7003211.1|CCAP	trc|NP_001262071.1|DMEL
OG0003639	CCAP1982_LOCUS7721|CAD6999185.1|CCAP	Taf11|NP_723484.1|DMEL
OG0003640	CCAP1982_LOCUS21863|CAD7013843.1|CCAP	Pms2|NP_477023.1|DMEL
OG0003641	CCAP1982_LOCUS22381|CAD7014386.1|CCAP	Sgf29|NP_726051.1|DMEL
OG0003642	CCAP1982_LOCUS22389|CAD7014395.1|CCAP	Pabp2|NP_476902.1|DMEL
OG0003643	CCAP1982_LOCUS22398|CAD7014406.1|CCAP	mRpS17|NP_525119.1|DMEL
OG0003644	CCAP1982_LOCUS21838|CAD7013818.1|CCAP	TER94|NP_001097249.1|DMEL
OG0003645	CCAP1982_LOCUS13195|CAD7004806.1|CCAP, CCAP1982_LOCUS13210|CAD7004821.1|CCAP	mRpS35|NP_523893.1|DMEL
OG0003647	CCAP1982_LOCUS13190|CAD7004801.1|CCAP, CCAP1982_LOCUS13204|CAD7004815.1|CCAP	Fdx1|NP_523993.1|DMEL
OG0003648	CCAP1982_LOCUS8271|CAD6999748.1|CCAP	Gmd|NP_608888.2|DMEL
OG0003649	CCAP1982_LOCUS4182|CAD6995467.1|CCAP	veli|NP_733076.2|DMEL
OG0003651	CCAP1982_LOCUS12955|CAD7004559.1|CCAP	CG15528|NP_651767.2|DMEL
OG0003652	CCAP1982_LOCUS14449|CAD7006117.1|CCAP	SmD1|NP_524774.1|DMEL
OG0003653	CCAP1982_LOCUS14514|CAD7006185.1|CCAP	cyc|NP_524168.2|DMEL
OG0003654	CCAP1982_LOCUS14925|CAD7006617.1|CCAP	beg|NP_648950.1|DMEL
OG0003655	CCAP1982_LOCUS7863|CAD6999336.1|CCAP	CG10189|NP_609975.1|DMEL
OG0003656	CCAP1982_LOCUS14435|CAD7006103.1|CCAP	CG10984|NP_729823.2|DMEL
OG0003657	CCAP1982_LOCUS12806|CAD7004396.1|CCAP	Blos4|NP_648414.1|DMEL
OG0003658	CCAP1982_LOCUS4952|CAD6996269.1|CCAP	CG9386|NP_649904.2|DMEL
OG0003659	CCAP1982_LOCUS14429|CAD7006097.1|CCAP	Gabat|NP_649168.2|DMEL
OG0003660	CCAP1982_LOCUS14421|CAD7006089.1|CCAP	E_bx_|NP_001261188.1|DMEL
OG0003661	CCAP1982_LOCUS11803|CAD7003344.1|CCAP	Pxn|NP_523891.2|DMEL
OG0003662	CCAP1982_LOCUS13088|CAD7004695.1|CCAP	ppl|NP_524197.1|DMEL
OG0003663	CCAP1982_LOCUS12977|CAD7004582.1|CCAP	kri|NP_001261451.1|DMEL
OG0003664	CCAP1982_LOCUS11926|CAD7003473.1|CCAP, CCAP1982_LOCUS11925|CAD7003472.1|CCAP	vn|NP_523942.2|DMEL
OG0003665	CCAP1982_LOCUS22959|CAD7015002.1|CCAP	CG12909|NP_610573.1|DMEL
OG0003666	CCAP1982_LOCUS21826|CAD7013806.1|CCAP	phtf|NP_610232.1|DMEL
OG0003667	CCAP1982_LOCUS11534|CAD7003071.1|CCAP, CCAP1982_LOCUS11535|CAD7003072.1|CCAP, CCAP1982_LOCUS11532|CAD7003069.1|CCAP	Larp4B|NP_647793.1|DMEL
OG0003668	CCAP1982_LOCUS23017|CAD7015061.1|CCAP	stw|NP_610170.2|DMEL
OG0003670	CCAP1982_LOCUS23293|CAD7015348.1|CCAP	CG12935|NP_610609.1|DMEL
OG0003671	CCAP1982_LOCUS23357|CAD7015415.1|CCAP	Pde8|NP_001163275.2|DMEL
OG0003672	CCAP1982_LOCUS5024|CAD6996346.1|CCAP	RpS27|NP_651359.1|DMEL
OG0003673	CCAP1982_LOCUS22968|CAD7015011.1|CCAP	wdp|NP_611661.1|DMEL
OG0003674	CCAP1982_LOCUS22662|CAD7014677.1|CCAP	CG8399|NP_001286472.1|DMEL
OG0003675	CCAP1982_LOCUS7107|CAD6998519.1|CCAP, CCAP1982_LOCUS7108|CAD6998520.1|CCAP	Nup44A|NP_610343.1|DMEL
OG0003676	CCAP1982_LOCUS21669|CAD7013618.1|CCAP	ACC|NP_610342.1|DMEL
OG0003677	CCAP1982_LOCUS19974|CAD7011862.1|CCAP	CG17454|NP_001138001.1|DMEL
OG0003678	CCAP1982_LOCUS11181|CAD7002704.1|CCAP	wit|NP_001261395.1|DMEL
OG0003679	CCAP1982_LOCUS11222|CAD7002748.1|CCAP	Rcd5|NP_647852.1|DMEL
OG0003680	CCAP1982_LOCUS23121|CAD7015168.1|CCAP	CG5033|NP_611270.1|DMEL
OG0003681	CCAP1982_LOCUS22931|CAD7014971.1|CCAP	tun|NP_611061.1|DMEL
OG0003682	CCAP1982_LOCUS4271|CAD6995560.1|CCAP, CCAP1982_LOCUS4272|CAD6995561.1|CCAP	pps|NP_001247075.1|DMEL
OG0003683	CCAP1982_LOCUS21597|CAD7013538.1|CCAP	TppII|NP_725252.1|DMEL
OG0003684	CCAP1982_LOCUS11434|CAD7002970.1|CCAP	CG3434|NP_648320.1|DMEL
OG0003685	CCAP1982_LOCUS11367|CAD7002898.1|CCAP	TrpA1|NP_001261600.1|DMEL
OG0003686	CCAP1982_LOCUS23389|CAD7015448.1|CCAP	Sec24AB|NP_610531.1|DMEL
OG0003687	CCAP1982_LOCUS23346|CAD7015403.1|CCAP	Dlish|NP_611251.2|DMEL
OG0003688	CCAP1982_LOCUS22597|CAD7014604.1|CCAP	bonsai|NP_611691.1|DMEL
OG0003689	CCAP1982_LOCUS13752|CAD7005392.1|CCAP	ArfGAP3|NP_001097664.2|DMEL
OG0003690	CCAP1982_LOCUS14318|CAD7005981.1|CCAP	NUCB1|NP_649008.2|DMEL
OG0003692	CCAP1982_LOCUS21677|CAD7013627.1|CCAP	p47|NP_610284.1|DMEL
OG0003693	CCAP1982_LOCUS12571|CAD7004151.1|CCAP	CG7028|NP_001286884.1|DMEL
OG0003694	CCAP1982_LOCUS11736|CAD7003274.1|CCAP	ringer|NP_648881.1|DMEL
OG0003695	CCAP1982_LOCUS12035|CAD7003587.1|CCAP	frc|NP_524126.1|DMEL
OG0003696	CCAP1982_LOCUS23180|CAD7015232.1|CCAP	CG34228|NP_001097274.1|DMEL
OG0003697	CCAP1982_LOCUS7206|CAD6998635.1|CCAP	gem|NP_610556.1|DMEL
OG0003698	CCAP1982_LOCUS11425|CAD7002961.1|CCAP	RpS9|NP_524004.2|DMEL
OG0003699	CCAP1982_LOCUS23399|CAD7015459.1|CCAP	ITP|NP_611931.3|DMEL
OG0003700	CCAP1982_LOCUS22160|CAD7014154.1|CCAP	CG3589|NP_611968.1|DMEL
OG0003701	CCAP1982_LOCUS8186|CAD6999656.1|CCAP	CCDC53|NP_609178.1|DMEL
OG0003702	CCAP1982_LOCUS12284|CAD7003854.1|CCAP	CG6833|NP_648689.1|DMEL
OG0003703	CCAP1982_LOCUS13305|CAD7004922.1|CCAP	CG32280|NP_728818.1|DMEL
OG0003704	CCAP1982_LOCUS12033|CAD7003584.1|CCAP	Gorab|NP_788523.1|DMEL
OG0003705	CCAP1982_LOCUS21875|CAD7013856.1|CCAP	lig|NP_001260795.1|DMEL
OG0003706	CCAP1982_LOCUS10911|CAD7002420.1|CCAP	Cralbp|NP_523939.1|DMEL
OG0003707	CCAP1982_LOCUS10916|CAD7002425.1|CCAP	CG32333|NP_001261246.1|DMEL
OG0003708	CCAP1982_LOCUS19354|CAD7011246.1|CCAP	CG5151|NP_648844.1|DMEL
OG0003709	CCAP1982_LOCUS23119|CAD7015166.1|CCAP	sug|NP_610826.1|DMEL
OG0003710	CCAP1982_LOCUS23117|CAD7015164.1|CCAP	CG17019|NP_610827.2|DMEL
OG0003711	CCAP1982_LOCUS11818|CAD7003359.1|CCAP	CG9300|NP_649127.1|DMEL
OG0003712	CCAP1982_LOCUS7182|CAD6998607.1|CCAP	Achl|NP_610964.1|DMEL
OG0003713	CCAP1982_LOCUS7183|CAD6998608.1|CCAP	lms|NP_001286635.1|DMEL
OG0003714	CCAP1982_LOCUS7184|CAD6998609.1|CCAP	Mgat1|NP_525117.2|DMEL
OG0003715	CCAP1982_LOCUS13001|CAD7004606.1|CCAP	Cpr66Cb|NP_648209.1|DMEL
OG0003716	CCAP1982_LOCUS12861|CAD7004455.1|CCAP	Srrm1|NP_648627.1|DMEL
OG0003717	CCAP1982_LOCUS11998|CAD7003550.1|CCAP	zetaCOP|NP_648910.1|DMEL
OG0003718	CCAP1982_LOCUS13032|CAD7004637.1|CCAP	CG8005|NP_648188.2|DMEL
OG0003719	CCAP1982_LOCUS14044|CAD7005692.1|CCAP	CG6650|NP_648685.1|DMEL
OG0003721	CCAP1982_LOCUS23140|CAD7015189.1|CCAP	Vps20|NP_726213.1|DMEL
OG0003722	CCAP1982_LOCUS12402|CAD7003979.1|CCAP	Pura|NP_996016.2|DMEL
OG0003723	CCAP1982_LOCUS11056|CAD7002568.1|CCAP	ghi|NP_729495.1|DMEL
OG0003724	CCAP1982_LOCUS12892|CAD7004490.1|CCAP	TM9SF3|NP_647979.1|DMEL
OG0003725	CCAP1982_LOCUS12240|CAD7003807.1|CCAP, CCAP1982_LOCUS12242|CAD7003809.1|CCAP	tral|NP_001261775.1|DMEL
OG0003726	CCAP1982_LOCUS11955|CAD7003505.1|CCAP	Uev1A|NP_647959.1|DMEL
OG0003727	CCAP1982_LOCUS13007|CAD7004612.1|CCAP	Aef1|NP_001262157.1|DMEL
OG0003728	CCAP1982_LOCUS5087|CAD6996414.1|CCAP	sra|NP_524378.1|DMEL
OG0003729	CCAP1982_LOCUS11256|CAD7002783.1|CCAP	alpha-Spec|NP_001261286.1|DMEL
OG0003730	CCAP1982_LOCUS13186|CAD7004796.1|CCAP, CCAP1982_LOCUS13185|CAD7004795.1|CCAP	Tet|NP_001261344.1|DMEL
OG0003731	CCAP1982_LOCUS12325|CAD7003895.1|CCAP	CG1265|NP_647878.1|DMEL
OG0003732	CCAP1982_LOCUS11049|CAD7002561.1|CCAP	Blos2|NP_648427.1|DMEL
OG0003733	CCAP1982_LOCUS11700|CAD7003238.1|CCAP, CCAP1982_LOCUS11945|CAD7003495.1|CCAP	Ptp61F|NP_476687.1|DMEL
OG0003734	CCAP1982_LOCUS14820|CAD7006504.1|CCAP	Hipk|NP_001369036.1|DMEL
OG0003735	CCAP1982_LOCUS7104|CAD6998516.1|CCAP	Upf3|NP_726375.1|DMEL
OG0003736	CCAP1982_LOCUS21665|CAD7013613.1|CCAP	mRpS28|NP_523785.2|DMEL
OG0003737	CCAP1982_LOCUS22961|CAD7015003.1|CCAP	T3dh|NP_477209.2|DMEL
OG0003738	CCAP1982_LOCUS23063|CAD7015110.1|CCAP, CCAP1982_LOCUS23064|CAD7015111.1|CCAP	stl|NP_001097423.1|DMEL
OG0003739	CCAP1982_LOCUS21686|CAD7013639.1|CCAP	PIG-G|NP_610292.2|DMEL
OG0003740	CCAP1982_LOCUS21681|CAD7013634.1|CCAP	dpa|NP_477185.1|DMEL
OG0003741	CCAP1982_LOCUS12046|CAD7003598.1|CCAP	312|NP_612105.1|DMEL
OG0003742	CCAP1982_LOCUS13569|CAD7005209.1|CCAP	CG6843|NP_649072.1|DMEL
OG0003743	CCAP1982_LOCUS21675|CAD7013625.1|CCAP	nito|NP_610339.1|DMEL
OG0003744	CCAP1982_LOCUS21683|CAD7013636.1|CCAP	mEFTu2|NP_610288.1|DMEL
OG0003745	CCAP1982_LOCUS22908|CAD7014945.1|CCAP	Tmem18|NP_725169.3|DMEL
OG0003746	CCAP1982_LOCUS22266|CAD7014263.1|CCAP	CG10543|NP_001369100.1|DMEL
OG0003747	CCAP1982_LOCUS11210|CAD7002735.1|CCAP	Lmx1a|NP_729801.1|DMEL
OG0003748	CCAP1982_LOCUS11216|CAD7002742.1|CCAP	CG4328|NP_648567.2|DMEL
OG0003749	CCAP1982_LOCUS13308|CAD7004925.1|CCAP	CG32100|NP_729797.1|DMEL
OG0003750	CCAP1982_LOCUS13306|CAD7004923.1|CCAP	Sms|NP_001287045.1|DMEL
OG0003751	CCAP1982_LOCUS13309|CAD7004926.1|CCAP	app|NP_996065.2|DMEL
OG0003752	CCAP1982_LOCUS11852|CAD7003394.1|CCAP	CG3764|NP_001261977.1|DMEL
OG0003753	CCAP1982_LOCUS11856|CAD7003399.1|CCAP	Ist1|NP_648058.1|DMEL
OG0003754	CCAP1982_LOCUS11855|CAD7003398.1|CCAP	velo|NP_648056.1|DMEL
OG0003755	CCAP1982_LOCUS11175|CAD7002698.1|CCAP, CCAP1982_LOCUS11174|CAD7002697.1|CCAP	CG6652|NP_648946.3|DMEL
OG0003756	CCAP1982_LOCUS23023|CAD7015067.1|CCAP	CG10417|NP_610169.1|DMEL
OG0003757	CCAP1982_LOCUS22116|CAD7014110.1|CCAP	CG16896|NP_611973.2|DMEL
OG0003758	CCAP1982_LOCUS21779|CAD7013748.1|CCAP	Sik3|NP_611361.4|DMEL
OG0003759	CCAP1982_LOCUS11192|CAD7002717.1|CCAP	CG43078|NP_001246678.1|DMEL
OG0003760	CCAP1982_LOCUS19957|CAD7011848.1|CCAP	Sema1b|NP_611244.1|DMEL
OG0003761	CCAP1982_LOCUS11190|CAD7002715.1|CCAP	Pus7|NP_648231.1|DMEL
OG0003762	CCAP1982_LOCUS11188|CAD7002712.1|CCAP	CG6765|NP_648233.1|DMEL
OG0003763	CCAP1982_LOCUS12557|CAD7004137.1|CCAP	Ets65A|NP_001303373.1|DMEL
OG0003764	CCAP1982_LOCUS12566|CAD7004146.1|CCAP	CG13293|NP_648024.2|DMEL
OG0003765	CCAP1982_LOCUS7854|CAD6999327.1|CCAP	CG16865|NP_609677.1|DMEL
OG0003767	CCAP1982_LOCUS21617|CAD7013561.1|CCAP	Cdk5|NP_477080.1|DMEL
OG0003768	CCAP1982_LOCUS21741|CAD7013702.1|CCAP	sha|NP_001137645.1|DMEL
OG0003769	CCAP1982_LOCUS21766|CAD7013735.1|CCAP	CG7741|NP_610670.2|DMEL
OG0003770	CCAP1982_LOCUS10046|CAD7001551.1|CCAP	Cals|NP_001259086.1|DMEL
OG0003771	CCAP1982_LOCUS11845|CAD7003387.1|CCAP, CCAP1982_LOCUS11844|CAD7003385.1|CCAP	cert|NP_648199.1|DMEL
OG0003772	CCAP1982_LOCUS12758|CAD7004342.1|CCAP	Use1|NP_648289.2|DMEL
OG0003773	CCAP1982_LOCUS22282|CAD7014279.1|CCAP	Etf-QO|NP_610536.1|DMEL
OG0003774	CCAP1982_LOCUS22285|CAD7014282.1|CCAP	CG1513|NP_610534.3|DMEL
OG0003775	CCAP1982_LOCUS8887|CAD7000411.1|CCAP	dome|NP_523412.1|DMEL
OG0003776	CCAP1982_LOCUS22302|CAD7014300.1|CCAP	CG30158|NP_652315.2|DMEL
OG0003777	CCAP1982_LOCUS21873|CAD7013854.1|CCAP, CCAP1982_LOCUS21872|CAD7013853.1|CCAP	slv|NP_477383.1|DMEL
OG0003778	CCAP1982_LOCUS22486|CAD7014485.1|CCAP	Sod3|NP_001033939.2|DMEL
OG0003779	CCAP1982_LOCUS7188|CAD6998613.1|CCAP	HnRNP-K|NP_995906.1|DMEL
OG0003780	CCAP1982_LOCUS23198|CAD7015249.1|CCAP	CG6550|NP_611207.1|DMEL
OG0003781	CCAP1982_LOCUS10121|CAD7001627.1|CCAP	CaMKI|NP_524622.1|DMEL
OG0003783	CCAP1982_LOCUS2717|CAD6993929.1|CCAP	ALiX|NP_651582.1|DMEL
OG0003784	CCAP1982_LOCUS21732|CAD7013691.1|CCAP	CG8078|NP_610451.1|DMEL
OG0003785	CCAP1982_LOCUS22194|CAD7014188.1|CCAP	d4|NP_610163.1|DMEL
OG0003786	CCAP1982_LOCUS7209|CAD6998638.1|CCAP	Dgp-1|NP_611302.1|DMEL
OG0003787	CCAP1982_LOCUS7207|CAD6998636.1|CCAP	MED9|NP_788400.1|DMEL
OG0003789	CCAP1982_LOCUS21199|CAD7013127.1|CCAP	LRR|NP_001260788.1|DMEL
OG0003790	CCAP1982_LOCUS11836|CAD7003377.1|CCAP	CG8607|NP_648100.2|DMEL
OG0003791	CCAP1982_LOCUS4446|CAD6995741.1|CCAP	Dmtn|NP_001163531.1|DMEL
OG0003792	CCAP1982_LOCUS19953|CAD7011844.1|CCAP	rdgBbeta|NP_611248.3|DMEL
OG0003793	CCAP1982_LOCUS21395|CAD7013325.1|CCAP	CG44247|NP_611974.2|DMEL
OG0003794	CCAP1982_LOCUS20803|CAD7012696.1|CCAP	CG4554|NP_611676.1|DMEL
OG0003795	CCAP1982_LOCUS14674|CAD7006352.1|CCAP	CG9384|NP_648720.3|DMEL
OG0003796	CCAP1982_LOCUS3197|CAD6994450.1|CCAP	CG7601|NP_651717.1|DMEL
OG0003797	CCAP1982_LOCUS6552|CAD6997934.1|CCAP	spel1|NP_523565.2|DMEL
OG0003798	CCAP1982_LOCUS22894|CAD7014931.1|CCAP	Wnt2|NP_476810.1|DMEL
OG0003799	CCAP1982_LOCUS22887|CAD7014923.1|CCAP	Ppa|NP_001261138.1|DMEL
OG0003800	CCAP1982_LOCUS5304|CAD6996624.1|CCAP	noc|NP_476917.1|DMEL
OG0003801	CCAP1982_LOCUS5506|CAD6996833.1|CCAP, CCAP1982_LOCUS5505|CAD6996832.1|CCAP	sNPF|NP_724239.1|DMEL
OG0003802	CCAP1982_LOCUS5798|CAD6997154.1|CCAP	CG10747|NP_610022.3|DMEL
OG0003803	CCAP1982_LOCUS1579|CAD6992734.1|CCAP	CG18731|NP_652716.1|DMEL
OG0003804	CCAP1982_LOCUS5284|CAD6996612.1|CCAP, CCAP1982_LOCUS5286|CAD6996614.1|CCAP	osp|NP_001162975.1|DMEL
OG0003805	CCAP1982_LOCUS6671|CAD6998055.1|CCAP	CG3164|NP_722605.1|DMEL
OG0003806	CCAP1982_LOCUS5883|CAD6997250.1|CCAP	Fis1|NP_001137607.1|DMEL
OG0003807	CCAP1982_LOCUS5605|CAD6996935.1|CCAP	chic|NP_477016.1|DMEL
OG0003808	CCAP1982_LOCUS12809|CAD7004399.1|CCAP	Crtc|NP_001261997.1|DMEL
OG0003809	CCAP1982_LOCUS8799|CAD7000314.1|CCAP	CG10428|NP_609918.1|DMEL
OG0003810	CCAP1982_LOCUS22830|CAD7014864.1|CCAP	CG3511|NP_611935.1|DMEL
