Orthogroup	CCAP.longest_only	DKIK.longest_only
OG0004912	CCAP1982_LOCUS12917|CAD7004519.1|CCAP	LOC108078614|XP_017028026.1|DKIK
OG0004913	CCAP1982_LOCUS22039|CAD7014033.1|CCAP	LOC108076770|XP_017025263.1|DKIK
OG0004914	CCAP1982_LOCUS22044|CAD7014038.1|CCAP	LOC108076706|XP_017025153.1|DKIK
OG0004915	CCAP1982_LOCUS23402|CAD7015462.1|CCAP	LOC108070900|XP_017017039.1|DKIK
OG0004916	CCAP1982_LOCUS22427|CAD7014431.1|CCAP	LOC108076163|XP_017024377.1|DKIK
OG0004917	CCAP1982_LOCUS14901|CAD7006590.1|CCAP	LOC108078700|XP_017028143.1|DKIK
OG0004918	CCAP1982_LOCUS14903|CAD7006592.1|CCAP	LOC108078699|XP_017028141.1|DKIK
OG0004919	CCAP1982_LOCUS442|CAD6991523.1|CCAP	LOC108084977|XP_017036888.1|DKIK
OG0004920	CCAP1982_LOCUS14464|CAD7006135.1|CCAP	LOC108083059|XP_017034180.1|DKIK
OG0004921	CCAP1982_LOCUS13031|CAD7004636.1|CCAP	LOC108083744|XP_017035145.1|DKIK
OG0004922	CCAP1982_LOCUS11225|CAD7002751.1|CCAP	LOC108077539|XP_017026418.1|DKIK
OG0004923	CCAP1982_LOCUS11167|CAD7002689.1|CCAP	LOC108079846|XP_017029843.1|DKIK
OG0004924	CCAP1982_LOCUS12528|CAD7004107.1|CCAP	LOC108071608|XP_017017879.1|DKIK
OG0004925	CCAP1982_LOCUS12578|CAD7004158.1|CCAP	LOC108071481|XP_017017729.1|DKIK
OG0004926	CCAP1982_LOCUS14939|CAD7006633.1|CCAP	LOC108079026|XP_017028695.1|DKIK
OG0004927	CCAP1982_LOCUS14993|CAD7006694.1|CCAP	LOC108078862|XP_017028456.1|DKIK
OG0004928	CCAP1982_LOCUS21917|CAD7013902.1|CCAP	LOC108082528|XP_017033445.1|DKIK
OG0004929	CCAP1982_LOCUS11530|CAD7003067.1|CCAP	LOC108078630|XP_017028047.1|DKIK
OG0004930	CCAP1982_LOCUS22942|CAD7014983.1|CCAP	LOC108082513|XP_017033430.1|DKIK
OG0004931	CCAP1982_LOCUS22635|CAD7014646.1|CCAP	LOC108076772|XP_017025265.1|DKIK
OG0004932	CCAP1982_LOCUS12169|CAD7003732.1|CCAP	LOC108079066|XP_017028769.1|DKIK
OG0004933	CCAP1982_LOCUS7196|CAD6998623.1|CCAP	LOC108076502|XP_017024886.1|DKIK
OG0004934	CCAP1982_LOCUS7200|CAD6998628.1|CCAP	LOC108072168|XP_017018705.1|DKIK
OG0004935	CCAP1982_LOCUS21878|CAD7013861.1|CCAP	LOC108081117|XP_017031611.1|DKIK
OG0004936	CCAP1982_LOCUS12915|CAD7004517.1|CCAP	LOC108078568|XP_017027977.1|DKIK
OG0004937	CCAP1982_LOCUS20261|CAD7012159.1|CCAP	LOC108071628|XP_017017900.1|DKIK
OG0004938	CCAP1982_LOCUS12061|CAD7003621.1|CCAP	LOC108070593|XP_017016651.1|DKIK
OG0004940	CCAP1982_LOCUS12871|CAD7004465.1|CCAP	LOC108083641|XP_017035002.1|DKIK
OG0004941	CCAP1982_LOCUS12170|CAD7003733.1|CCAP	LOC108078706|XP_017028153.1|DKIK
OG0004942	CCAP1982_LOCUS11521|CAD7003058.1|CCAP	LOC108086003|XP_017038304.1|DKIK
OG0004943	CCAP1982_LOCUS14899|CAD7006588.1|CCAP	LOC108078850|XP_017028433.1|DKIK
OG0004944	CCAP1982_LOCUS11899|CAD7003445.1|CCAP	LOC108075320|XP_017023215.1|DKIK
OG0004946	CCAP1982_LOCUS13890|CAD7005530.1|CCAP	LOC108083277|XP_017034491.1|DKIK
OG0004947	CCAP1982_LOCUS11517|CAD7003054.1|CCAP	LOC108079875|XP_017029880.1|DKIK
OG0004948	CCAP1982_LOCUS11515|CAD7003052.1|CCAP	LOC108079750|XP_017029654.1|DKIK
OG0004949	CCAP1982_LOCUS11508|CAD7003045.1|CCAP	LOC108079773|XP_017029705.1|DKIK
OG0004950	CCAP1982_LOCUS12161|CAD7003724.1|CCAP	LOC108079053|XP_017028749.1|DKIK
OG0004951	CCAP1982_LOCUS2776|CAD6993995.1|CCAP	LOC108084221|XP_017035834.1|DKIK
OG0004952	CCAP1982_LOCUS10827|CAD7002341.1|CCAP	LOC108073855|XP_017021126.1|DKIK
OG0004953	CCAP1982_LOCUS12149|CAD7003712.1|CCAP	LOC108078868|XP_017028470.1|DKIK
OG0004954	CCAP1982_LOCUS12151|CAD7003714.1|CCAP	LOC108078969|XP_017028623.1|DKIK
OG0004955	CCAP1982_LOCUS12929|CAD7004532.1|CCAP	LOC108079097|XP_017028813.1|DKIK
OG0004956	CCAP1982_LOCUS21829|CAD7013809.1|CCAP	LOC108073106|XP_017020085.1|DKIK
OG0004957	CCAP1982_LOCUS11289|CAD7002819.1|CCAP	LOC108079844|XP_017029838.1|DKIK
OG0004958	CCAP1982_LOCUS14958|CAD7006655.1|CCAP	LOC108074004|XP_017021354.1|DKIK
OG0004959	CCAP1982_LOCUS14959|CAD7006656.1|CCAP	LOC108073864|XP_017021139.1|DKIK
OG0004960	CCAP1982_LOCUS14960|CAD7006657.1|CCAP	LOC108073968|XP_017021299.1|DKIK
OG0004961	CCAP1982_LOCUS21618|CAD7013562.1|CCAP	LOC108074466|XP_017022023.1|DKIK
OG0004962	CCAP1982_LOCUS14417|CAD7006085.1|CCAP	LOC108085825|XP_017038067.1|DKIK
OG0004963	CCAP1982_LOCUS11670|CAD7003210.1|CCAP	LOC108085519|XP_017037635.1|DKIK
OG0004964	CCAP1982_LOCUS12091|CAD7003653.1|CCAP	LOC108078842|XP_017028426.1|DKIK
OG0004965	CCAP1982_LOCUS12614|CAD7004195.1|CCAP	LOC108084416|XP_017036109.1|DKIK
OG0004966	CCAP1982_LOCUS12615|CAD7004196.1|CCAP	LOC108084415|XP_017036107.1|DKIK
OG0004967	CCAP1982_LOCUS21807|CAD7013784.1|CCAP	LOC108076339|XP_017024615.1|DKIK
OG0004968	CCAP1982_LOCUS13312|CAD7004929.1|CCAP	LOC108078954|XP_017028598.1|DKIK
OG0004969	CCAP1982_LOCUS22918|CAD7014954.1|CCAP	LOC108072922|XP_017019755.1|DKIK
OG0004970	CCAP1982_LOCUS13313|CAD7004930.1|CCAP	LOC108078959|XP_017028602.1|DKIK
OG0004971	CCAP1982_LOCUS13316|CAD7004933.1|CCAP	LOC108078977|XP_017028638.1|DKIK
OG0004973	CCAP1982_LOCUS11325|CAD7002856.1|CCAP	LOC108079085|XP_017028799.1|DKIK
OG0004974	CCAP1982_LOCUS11581|CAD7003119.1|CCAP	LOC108073991|XP_017021333.1|DKIK
OG0004975	CCAP1982_LOCUS11169|CAD7002691.1|CCAP	LOC108079847|XP_017029844.1|DKIK
OG0004976	CCAP1982_LOCUS10789|CAD7002297.1|CCAP	LOC108072656|XP_017019379.1|DKIK
OG0004977	CCAP1982_LOCUS21891|CAD7013875.1|CCAP	LOC108076368|XP_017024659.1|DKIK
OG0004978	CCAP1982_LOCUS21950|CAD7013939.1|CCAP	LOC108081107|XP_017031591.1|DKIK
OG0004979	CCAP1982_LOCUS13004|CAD7004609.1|CCAP	LOC108078579|XP_017027988.1|DKIK
OG0004980	CCAP1982_LOCUS14626|CAD7006304.1|CCAP	LOC108083120|XP_017034279.1|DKIK
OG0004981	CCAP1982_LOCUS14604|CAD7006281.1|CCAP	LOC108085533|XP_017037655.1|DKIK
OG0004982	CCAP1982_LOCUS14602|CAD7006279.1|CCAP	LOC108085546|XP_017037670.1|DKIK
OG0004983	CCAP1982_LOCUS11734|CAD7003272.1|CCAP	LOC108078910|XP_017028531.1|DKIK
OG0004984	CCAP1982_LOCUS11733|CAD7003271.1|CCAP	LOC108079122|XP_017028854.1|DKIK
OG0004985	CCAP1982_LOCUS10871|CAD7002377.1|CCAP	LOC108079753|XP_017029660.1|DKIK
OG0004986	CCAP1982_LOCUS14170|CAD7005825.1|CCAP	LOC108080670|XP_017030991.1|DKIK
OG0004987	CCAP1982_LOCUS11806|CAD7003347.1|CCAP, CCAP1982_LOCUS11807|CAD7003348.1|CCAP	LOC108078779|XP_017028313.1|DKIK
OG0004988	CCAP1982_LOCUS10872|CAD7002378.1|CCAP	LOC108079754|XP_017029662.1|DKIK
OG0004989	CCAP1982_LOCUS11808|CAD7003349.1|CCAP	LOC108078965|XP_017028620.1|DKIK
OG0004991	CCAP1982_LOCUS7099|CAD6998510.1|CCAP	LOC108072433|XP_017019043.1|DKIK
OG0004992	CCAP1982_LOCUS7098|CAD6998509.1|CCAP	LOC108072434|XP_017019044.1|DKIK
OG0004993	CCAP1982_LOCUS10828|CAD7002342.1|CCAP	LOC108073871|XP_017021147.1|DKIK
OG0004994	CCAP1982_LOCUS12503|CAD7004078.1|CCAP	LOC108073838|XP_017021107.1|DKIK
OG0004995	CCAP1982_LOCUS12512|CAD7004089.1|CCAP	LOC108080492|XP_017030746.1|DKIK
OG0004996	CCAP1982_LOCUS12841|CAD7004434.1|CCAP, CCAP1982_LOCUS12856|CAD7004450.1|CCAP	LOC108078870|XP_017028472.1|DKIK
OG0004997	CCAP1982_LOCUS22646|CAD7014658.1|CCAP	LOC108078261|XP_017027488.1|DKIK
OG0004998	CCAP1982_LOCUS21862|CAD7013842.1|CCAP	LOC108078170|XP_017027314.1|DKIK
OG0004999	CCAP1982_LOCUS13324|CAD7004945.1|CCAP	LOC108070575|XP_017016618.1|DKIK
OG0005000	CCAP1982_LOCUS22669|CAD7014685.1|CCAP	LOC108074459|XP_017022009.1|DKIK
OG0005001	CCAP1982_LOCUS13213|CAD7004824.1|CCAP, CCAP1982_LOCUS13199|CAD7004810.1|CCAP	LOC108070600|XP_017016659.1|DKIK
OG0005002	CCAP1982_LOCUS178|CAD6991242.1|CCAP	LOC108080436|XP_017030660.1|DKIK
OG0005003	CCAP1982_LOCUS13033|CAD7004638.1|CCAP	LOC108072758|XP_017019519.1|DKIK
OG0005004	CCAP1982_LOCUS10812|CAD7002322.1|CCAP	LOC108079804|XP_017029772.1|DKIK
OG0005005	CCAP1982_LOCUS12878|CAD7004473.1|CCAP	LOC108082972|XP_017034084.1|DKIK
OG0005006	CCAP1982_LOCUS12899|CAD7004499.1|CCAP	LOC108075280|XP_017023157.1|DKIK
OG0005007	CCAP1982_LOCUS11360|CAD7002891.1|CCAP	LOC108071958|XP_017018417.1|DKIK
OG0005008	CCAP1982_LOCUS12254|CAD7003821.1|CCAP, CCAP1982_LOCUS12253|CAD7003820.1|CCAP	LOC108073581|XP_017020756.1|DKIK
OG0005009	CCAP1982_LOCUS11320|CAD7002851.1|CCAP	LOC108078620|XP_017028032.1|DKIK
OG0005010	CCAP1982_LOCUS21495|CAD7013430.1|CCAP	LOC108073808|XP_017021072.1|DKIK
OG0005011	CCAP1982_LOCUS19574|CAD7011474.1|CCAP	LOC108072184|XP_017018729.1|DKIK
OG0005012	CCAP1982_LOCUS13294|CAD7004910.1|CCAP	LOC108080206|XP_017030351.1|DKIK
OG0005014	CCAP1982_LOCUS12085|CAD7003647.1|CCAP	LOC108078849|XP_017028432.1|DKIK
OG0005015	CCAP1982_LOCUS11811|CAD7003352.1|CCAP	LOC108073917|XP_017021204.1|DKIK
OG0005016	CCAP1982_LOCUS12339|CAD7003911.1|CCAP	LOC108078892|XP_017028513.1|DKIK
OG0005017	CCAP1982_LOCUS11881|CAD7003425.1|CCAP	LOC108078703|XP_017028148.1|DKIK
OG0005018	CCAP1982_LOCUS12314|CAD7003884.1|CCAP	LOC108078619|XP_017028035.1|DKIK
OG0005019	CCAP1982_LOCUS10965|CAD7002476.1|CCAP	LOC108078707|XP_017028155.1|DKIK
OG0005020	CCAP1982_LOCUS21901|CAD7013886.1|CCAP	LOC108077963|XP_017026992.1|DKIK
OG0005021	CCAP1982_LOCUS5712|CAD6997058.1|CCAP	LOC108077195|XP_017025928.1|DKIK
OG0005022	CCAP1982_LOCUS14729|CAD7006409.1|CCAP	LOC108079800|XP_017029769.1|DKIK
OG0005023	CCAP1982_LOCUS21236|CAD7013165.1|CCAP	LOC108078317|XP_017027604.1|DKIK
OG0005024	CCAP1982_LOCUS14920|CAD7006611.1|CCAP	LOC108079894|XP_017029910.1|DKIK
OG0005025	CCAP1982_LOCUS13207|CAD7004818.1|CCAP	LOC108078810|XP_017028377.1|DKIK
OG0005026	CCAP1982_LOCUS12994|CAD7004599.1|CCAP	LOC108070570|XP_017016611.1|DKIK
OG0005027	CCAP1982_LOCUS13047|CAD7004652.1|CCAP	LOC108072791|XP_017019561.1|DKIK
OG0005028	CCAP1982_LOCUS2226|CAD6993411.1|CCAP	LOC108077707|XP_017026635.1|DKIK
OG0005029	CCAP1982_LOCUS11906|CAD7003452.1|CCAP	LOC108071946|XP_017018400.1|DKIK
OG0005030	CCAP1982_LOCUS12572|CAD7004152.1|CCAP	LOC108079099|XP_017028816.1|DKIK
OG0005031	CCAP1982_LOCUS11794|CAD7003334.1|CCAP	LOC108071920|XP_017018368.1|DKIK
OG0005032	CCAP1982_LOCUS12957|CAD7004561.1|CCAP	LOC108085814|XP_017038053.1|DKIK
OG0005033	CCAP1982_LOCUS12947|CAD7004550.1|CCAP	LOC108086002|XP_017038301.1|DKIK
OG0005034	CCAP1982_LOCUS12946|CAD7004549.1|CCAP	LOC108086001|XP_017038299.1|DKIK
OG0005035	CCAP1982_LOCUS11911|CAD7003458.1|CCAP	LOC108085807|XP_017038047.1|DKIK
OG0005036	CCAP1982_LOCUS14422|CAD7006090.1|CCAP	LOC108075158|XP_017022935.1|DKIK
OG0005037	CCAP1982_LOCUS11831|CAD7003372.1|CCAP	LOC108078778|XP_017028311.1|DKIK
OG0005038	CCAP1982_LOCUS11572|CAD7003109.1|CCAP	LOC108079884|XP_017029891.1|DKIK
OG0005039	CCAP1982_LOCUS8174|CAD6999640.1|CCAP	LOC108077432|XP_017026228.1|DKIK
OG0005040	CCAP1982_LOCUS13023|CAD7004628.1|CCAP	LOC108077519|XP_017026372.1|DKIK
OG0005041	CCAP1982_LOCUS14418|CAD7006086.1|CCAP	LOC108085826|XP_017038068.1|DKIK
OG0005042	CCAP1982_LOCUS14946|CAD7006641.1|CCAP	LOC108075086|XP_017022859.1|DKIK
OG0005043	CCAP1982_LOCUS21798|CAD7013775.1|CCAP	LOC108078020|XP_017027069.1|DKIK
OG0005044	CCAP1982_LOCUS21797|CAD7013774.1|CCAP	LOC108078394|XP_017027739.1|DKIK
OG0005045	CCAP1982_LOCUS21790|CAD7013766.1|CCAP	LOC108077956|XP_017026984.1|DKIK
OG0005046	CCAP1982_LOCUS22761|CAD7014792.1|CCAP	LOC108081151|XP_017031679.1|DKIK
OG0005047	CCAP1982_LOCUS10777|CAD7002283.1|CCAP	LOC108070444|XP_017016411.1|DKIK
OG0005048	CCAP1982_LOCUS10779|CAD7002286.1|CCAP	LOC108070489|XP_017016471.1|DKIK
OG0005049	CCAP1982_LOCUS11912|CAD7003459.1|CCAP	LOC108085806|XP_017038045.1|DKIK
OG0005050	CCAP1982_LOCUS7096|CAD6998507.1|CCAP	LOC108072444|XP_017019061.1|DKIK
OG0005051	CCAP1982_LOCUS13086|CAD7004692.1|CCAP	LOC108085819|XP_017038059.1|DKIK
OG0005052	CCAP1982_LOCUS13089|CAD7004696.1|CCAP	LOC108085809|XP_017038049.1|DKIK
OG0005053	CCAP1982_LOCUS5614|CAD6996946.1|CCAP	LOC108077270|XP_017026026.1|DKIK
OG0005054	CCAP1982_LOCUS14249|CAD7005909.1|CCAP	LOC108075002|XP_017022734.1|DKIK
OG0005056	CCAP1982_LOCUS21850|CAD7013830.1|CCAP	LOC108078461|XP_017027842.1|DKIK
OG0005057	CCAP1982_LOCUS12376|CAD7003953.1|CCAP	LOC108078223|XP_017027480.1|DKIK
OG0005058	CCAP1982_LOCUS11271|CAD7002801.1|CCAP	LOC108079307|XP_017029077.1|DKIK
OG0005059	CCAP1982_LOCUS7228|CAD6998663.1|CCAP	LOC108076202|XP_017024425.1|DKIK
OG0005060	CCAP1982_LOCUS7229|CAD6998664.1|CCAP	LOC108076308|XP_017024567.1|DKIK
OG0005061	CCAP1982_LOCUS5455|CAD6996780.1|CCAP	LOC108082777|XP_017033799.1|DKIK
OG0005062	CCAP1982_LOCUS21113|CAD7013028.1|CCAP	LOC108072105|XP_017018608.1|DKIK
OG0005063	CCAP1982_LOCUS23290|CAD7015345.1|CCAP	LOC108083314|XP_017034545.1|DKIK
OG0005064	CCAP1982_LOCUS12051|CAD7003605.1|CCAP	LOC108078881|XP_017028497.1|DKIK
OG0005065	CCAP1982_LOCUS22008|CAD7014001.1|CCAP	LOC108072176|XP_017018720.1|DKIK
OG0005066	CCAP1982_LOCUS22428|CAD7014432.1|CCAP	LOC108076182|XP_017024401.1|DKIK
OG0005067	CCAP1982_LOCUS22969|CAD7015012.1|CCAP	LOC108076790|XP_017025296.1|DKIK
OG0005069	CCAP1982_LOCUS21672|CAD7013621.1|CCAP	LOC108076641|XP_017025060.1|DKIK
OG0005070	CCAP1982_LOCUS19568|CAD7011468.1|CCAP	LOC108072155|XP_017018688.1|DKIK
OG0005071	CCAP1982_LOCUS14018|CAD7005662.1|CCAP	LOC108073835|XP_017021105.1|DKIK
OG0005073	CCAP1982_LOCUS21903|CAD7013889.1|CCAP	LOC108076801|XP_017025315.1|DKIK
OG0005074	CCAP1982_LOCUS10831|CAD7002346.1|CCAP	LOC108070566|XP_017016595.1|DKIK
OG0005075	CCAP1982_LOCUS21635|CAD7013579.1|CCAP	LOC108074756|XP_017022421.1|DKIK
OG0005076	CCAP1982_LOCUS22720|CAD7014742.1|CCAP	LOC108072206|XP_017018756.1|DKIK
OG0005078	CCAP1982_LOCUS11549|CAD7003086.1|CCAP	LOC108079830|XP_017029817.1|DKIK
OG0005079	CCAP1982_LOCUS22929|CAD7014969.1|CCAP	LOC108072388|XP_017018984.1|DKIK
OG0005080	CCAP1982_LOCUS12763|CAD7004347.1|CCAP	LOC108079818|XP_017029790.1|DKIK
OG0005081	CCAP1982_LOCUS23388|CAD7015447.1|CCAP	LOC108080719|XP_017031059.1|DKIK
OG0005082	CCAP1982_LOCUS14317|CAD7005980.1|CCAP	LOC108083144|XP_017034315.1|DKIK
OG0005084	CCAP1982_LOCUS14164|CAD7005818.1|CCAP	LOC108075109|XP_017022880.1|DKIK
OG0005085	CCAP1982_LOCUS14158|CAD7005812.1|CCAP	LOC108073905|XP_017021189.1|DKIK
OG0005086	CCAP1982_LOCUS21676|CAD7013626.1|CCAP	LOC108073041|XP_017019993.1|DKIK
OG0005087	CCAP1982_LOCUS12119|CAD7003682.1|CCAP	LOC108078841|XP_017028425.1|DKIK
OG0005088	CCAP1982_LOCUS22730|CAD7014753.1|CCAP	LOC108072148|XP_017018680.1|DKIK
OG0005089	CCAP1982_LOCUS22728|CAD7014751.1|CCAP	LOC108072147|XP_017018679.1|DKIK
OG0005090	CCAP1982_LOCUS20145|CAD7012043.1|CCAP	LOC108076618|XP_017025034.1|DKIK
OG0005091	CCAP1982_LOCUS21588|CAD7013528.1|CCAP	LOC108078173|XP_017027318.1|DKIK
OG0005093	CCAP1982_LOCUS11672|CAD7003212.1|CCAP	LOC108073916|XP_017021202.1|DKIK
OG0005094	CCAP1982_LOCUS11553|CAD7003090.1|CCAP	LOC108079777|XP_017029709.1|DKIK
OG0005095	CCAP1982_LOCUS22746|CAD7014773.1|CCAP	LOC108072340|XP_017018917.1|DKIK
OG0005096	CCAP1982_LOCUS5579|CAD6996906.1|CCAP	LOC108075939|XP_017024071.1|DKIK
OG0005097	CCAP1982_LOCUS22877|CAD7014913.1|CCAP	LOC108074763|XP_017022429.1|DKIK, LOC108074762|XP_017022426.1|DKIK
OG0005098	CCAP1982_LOCUS22814|CAD7014847.1|CCAP	LOC108076472|XP_017024848.1|DKIK
OG0005099	CCAP1982_LOCUS22422|CAD7014426.1|CCAP	LOC108074641|XP_017022245.1|DKIK
OG0005100	CCAP1982_LOCUS22423|CAD7014427.1|CCAP	LOC108074653|XP_017022258.1|DKIK
OG0005101	CCAP1982_LOCUS629|CAD6991716.1|CCAP	LOC108073362|XP_017020418.1|DKIK
OG0005102	CCAP1982_LOCUS21789|CAD7013764.1|CCAP	LOC108078387|XP_017027714.1|DKIK
OG0005103	CCAP1982_LOCUS19567|CAD7011467.1|CCAP	LOC108072143|XP_017018674.1|DKIK
OG0005105	CCAP1982_LOCUS12018|CAD7003569.1|CCAP, CCAP1982_LOCUS12021|CAD7003572.1|CCAP	LOC108077480|XP_017026291.1|DKIK
OG0005106	CCAP1982_LOCUS13154|CAD7004764.1|CCAP, CCAP1982_LOCUS13151|CAD7004760.1|CCAP	LOC108075216|XP_017023046.1|DKIK
OG0005107	CCAP1982_LOCUS11286|CAD7002815.1|CCAP	LOC108079907|XP_017029930.1|DKIK
OG0005108	CCAP1982_LOCUS21876|CAD7013857.1|CCAP	LOC108072950|XP_017019817.1|DKIK
OG0005110	CCAP1982_LOCUS11756|CAD7003294.1|CCAP	LOC108079857|XP_017029858.1|DKIK
OG0005111	CCAP1982_LOCUS10912|CAD7002421.1|CCAP	LOC108083142|XP_017034313.1|DKIK
OG0005112	CCAP1982_LOCUS10915|CAD7002424.1|CCAP	LOC108073947|XP_017021252.1|DKIK
OG0005113	CCAP1982_LOCUS10914|CAD7002423.1|CCAP	LOC108083143|XP_017034314.1|DKIK
OG0005114	CCAP1982_LOCUS11402|CAD7002937.1|CCAP	LOC108075040|XP_017022796.1|DKIK
OG0005115	CCAP1982_LOCUS9125|CAD7000651.1|CCAP	LOC108086240|XP_017038601.1|DKIK
OG0005116	CCAP1982_LOCUS11754|CAD7003292.1|CCAP	LOC108079913|XP_017029938.1|DKIK
OG0005118	CCAP1982_LOCUS5705|CAD6997051.1|CCAP	LOC108082024|XP_017032781.1|DKIK
OG0005119	CCAP1982_LOCUS21355|CAD7013284.1|CCAP	LOC108078242|XP_017027439.1|DKIK
OG0005120	CCAP1982_LOCUS12996|CAD7004601.1|CCAP	LOC108079724|XP_017029623.1|DKIK
OG0005121	CCAP1982_LOCUS12864|CAD7004458.1|CCAP	LOC108083233|XP_017034429.1|DKIK
OG0005122	CCAP1982_LOCUS12862|CAD7004456.1|CCAP, CCAP1982_LOCUS12853|CAD7004447.1|CCAP	LOC108075311|XP_017023204.1|DKIK
OG0005123	CCAP1982_LOCUS14325|CAD7005989.1|CCAP	LOC108080689|XP_017031015.1|DKIK
OG0005125	CCAP1982_LOCUS11993|CAD7003543.1|CCAP	LOC108079791|XP_017029747.1|DKIK
OG0005126	CCAP1982_LOCUS10816|CAD7002326.1|CCAP	LOC108078769|XP_017028300.1|DKIK
OG0005127	CCAP1982_LOCUS11385|CAD7002919.1|CCAP	LOC108075283|XP_017023160.1|DKIK
OG0005128	CCAP1982_LOCUS23102|CAD7015153.1|CCAP	LOC108081180|XP_017031728.1|DKIK
OG0005129	CCAP1982_LOCUS14042|CAD7005690.1|CCAP	LOC108075275|XP_017023145.1|DKIK
OG0005130	CCAP1982_LOCUS14256|CAD7005918.1|CCAP	LOC108075230|XP_017023065.1|DKIK
OG0005131	CCAP1982_LOCUS12361|CAD7003939.1|CCAP	LOC108078283|XP_017027539.1|DKIK
OG0005132	CCAP1982_LOCUS11055|CAD7002567.1|CCAP	LOC108073431|XP_017020540.1|DKIK
OG0005133	CCAP1982_LOCUS12500|CAD7004075.1|CCAP	LOC108073861|XP_017021133.1|DKIK
OG0005134	CCAP1982_LOCUS12244|CAD7003811.1|CCAP	LOC108070445|XP_017016412.1|DKIK
OG0005135	CCAP1982_LOCUS11607|CAD7003146.1|CCAP	LOC108075300|XP_017023183.1|DKIK
OG0005136	CCAP1982_LOCUS11605|CAD7003144.1|CCAP	LOC108075263|XP_017023119.1|DKIK
OG0005137	CCAP1982_LOCUS448|CAD6991529.1|CCAP	LOC108083975|XP_017035474.1|DKIK
OG0005138	CCAP1982_LOCUS14907|CAD7006596.1|CCAP	LOC108085987|XP_017038277.1|DKIK
OG0005139	CCAP1982_LOCUS11908|CAD7003454.1|CCAP	LOC108071614|XP_017017886.1|DKIK
OG0005140	CCAP1982_LOCUS8839|CAD7000357.1|CCAP	LOC108086230|XP_017038587.1|DKIK
OG0005141	CCAP1982_LOCUS22651|CAD7014663.1|CCAP	LOC108078165|XP_017027307.1|DKIK
OG0005142	CCAP1982_LOCUS11247|CAD7002774.1|CCAP	LOC108077548|XP_017026429.1|DKIK
OG0005143	CCAP1982_LOCUS11233|CAD7002759.1|CCAP, CCAP1982_LOCUS11236|CAD7002762.1|CCAP	LOC108077530|XP_017026387.1|DKIK
OG0005144	CCAP1982_LOCUS11238|CAD7002764.1|CCAP, CCAP1982_LOCUS11237|CAD7002763.1|CCAP	LOC108077491|XP_017026304.1|DKIK
OG0005145	CCAP1982_LOCUS11241|CAD7002766.1|CCAP	LOC108077561|XP_017026442.1|DKIK
OG0005146	CCAP1982_LOCUS13009|CAD7004614.1|CCAP, CCAP1982_LOCUS13008|CAD7004613.1|CCAP, CCAP1982_LOCUS13010|CAD7004615.1|CCAP	LOC108078836|XP_017028416.1|DKIK
OG0005147	CCAP1982_LOCUS13012|CAD7004617.1|CCAP	LOC108078838|XP_017028419.1|DKIK
OG0005148	CCAP1982_LOCUS12980|CAD7004585.1|CCAP	LOC108078804|XP_017028361.1|DKIK
OG0005149	CCAP1982_LOCUS23347|CAD7015404.1|CCAP	LOC108072963|XP_017019884.1|DKIK
OG0005150	CCAP1982_LOCUS11735|CAD7003273.1|CCAP	LOC108071552|XP_017017819.1|DKIK
OG0005151	CCAP1982_LOCUS12320|CAD7003890.1|CCAP	LOC108079859|XP_017029860.1|DKIK
OG0005152	CCAP1982_LOCUS12318|CAD7003888.1|CCAP	LOC108079888|XP_017029900.1|DKIK
OG0005153	CCAP1982_LOCUS12326|CAD7003897.1|CCAP	LOC108079876|XP_017029881.1|DKIK
OG0005154	CCAP1982_LOCUS12707|CAD7004288.1|CCAP	LOC108072730|XP_017019480.1|DKIK
OG0005155	CCAP1982_LOCUS14824|CAD7006510.1|CCAP	LOC108078638|XP_017028059.1|DKIK
OG0005156	CCAP1982_LOCUS77|CAD6991134.1|CCAP	LOC108084871|XP_017036752.1|DKIK
OG0005157	CCAP1982_LOCUS22962|CAD7015005.1|CCAP	LOC108078177|XP_017027330.1|DKIK
OG0005158	CCAP1982_LOCUS12420|CAD7003998.1|CCAP	LOC108071622|XP_017017892.1|DKIK
OG0005159	CCAP1982_LOCUS12407|CAD7003984.1|CCAP	LOC108079862|XP_017029862.1|DKIK
OG0005160	CCAP1982_LOCUS12808|CAD7004398.1|CCAP	LOC108071942|XP_017018397.1|DKIK
OG0005161	CCAP1982_LOCUS7171|CAD6998593.1|CCAP	LOC108072191|XP_017018737.1|DKIK
OG0005163	CCAP1982_LOCUS14159|CAD7005813.1|CCAP	LOC108084802|XP_017036648.1|DKIK
OG0005164	CCAP1982_LOCUS11218|CAD7002744.1|CCAP	LOC108083150|XP_017034320.1|DKIK
OG0005165	CCAP1982_LOCUS4891|CAD6996201.1|CCAP	LOC108076361|XP_017024649.1|DKIK
OG0005166	CCAP1982_LOCUS5047|CAD6996368.1|CCAP	LOC108075665|XP_017023703.1|DKIK
OG0005167	CCAP1982_LOCUS5048|CAD6996369.1|CCAP	LOC108075600|XP_017023611.1|DKIK
OG0005168	CCAP1982_LOCUS11173|CAD7002696.1|CCAP	LOC108078844|XP_017028428.1|DKIK
OG0005169	CCAP1982_LOCUS11179|CAD7002702.1|CCAP	LOC108073475|XP_017020615.1|DKIK
OG0005170	CCAP1982_LOCUS11178|CAD7002701.1|CCAP	LOC108073473|XP_017020611.1|DKIK
