Orthogroup	CCAP.longest_only	DSIM.longest_only
OG0004792	CCAP1982_LOCUS1378|CAD6992529.1|CCAP	LOC6727494|XP_002102874.1|DSIM
OG0004793	CCAP1982_LOCUS2192|CAD6993376.1|CCAP	LOC6730108|XP_039150382.1|DSIM
OG0004794	CCAP1982_LOCUS2285|CAD6993473.1|CCAP	LOC6728190|XP_016034821.1|DSIM
OG0004795	CCAP1982_LOCUS2712|CAD6993923.1|CCAP	LOC6728245|XP_002103594.3|DSIM
OG0004796	CCAP1982_LOCUS1228|CAD6992364.1|CCAP	LOC6728314|XP_002103663.1|DSIM
OG0004797	CCAP1982_LOCUS1191|CAD6992326.1|CCAP	LOC6729001|XP_016035665.1|DSIM
OG0004798	CCAP1982_LOCUS2385|CAD6993573.1|CCAP, CCAP1982_LOCUS2386|CAD6993574.1|CCAP	LOC6730017|XP_002105311.1|DSIM
OG0004799	CCAP1982_LOCUS3913|CAD6995194.1|CCAP	LOC6728988|XP_002104310.1|DSIM
OG0004800	CCAP1982_LOCUS1447|CAD6992598.1|CCAP	LOC6728147|XP_016034756.1|DSIM
OG0004801	CCAP1982_LOCUS4250|CAD6995539.1|CCAP	LOC6729564|XP_002104872.1|DSIM
OG0004802	CCAP1982_LOCUS2627|CAD6993831.1|CCAP	LOC6727300|XP_039150423.1|DSIM
OG0004803	CCAP1982_LOCUS1910|CAD6993080.1|CCAP	LOC6729942|XP_016036702.1|DSIM
OG0004804	CCAP1982_LOCUS2450|CAD6993640.1|CCAP	LOC6726697|XP_039151580.1|DSIM
OG0004805	CCAP1982_LOCUS3785|CAD6995060.1|CCAP, CCAP1982_LOCUS3786|CAD6995062.1|CCAP	LOC6728787|XP_016035473.1|DSIM
OG0004807	CCAP1982_LOCUS2585|CAD6993787.1|CCAP	LOC6729533|XP_016036206.1|DSIM
OG0004808	CCAP1982_LOCUS1742|CAD6992909.1|CCAP	LOC6728696|XP_002104032.1|DSIM
OG0004809	CCAP1982_LOCUS1427|CAD6992579.1|CCAP	LOC6727283|XP_002102672.1|DSIM
OG0004810	CCAP1982_LOCUS1425|CAD6992577.1|CCAP	LOC6727289|XP_002102676.1|DSIM
OG0004811	CCAP1982_LOCUS14036|CAD7005683.1|CCAP	LOC6738855|XP_016032674.1|DSIM
OG0004812	CCAP1982_LOCUS3782|CAD6995056.1|CCAP	LOC6728790|XP_039150548.1|DSIM
OG0004813	CCAP1982_LOCUS3445|CAD6994712.1|CCAP	LOC6729303|XP_002104620.2|DSIM
OG0004814	CCAP1982_LOCUS3302|CAD6994562.1|CCAP, CCAP1982_LOCUS9646|CAD7001148.1|CCAP	LOC6728717|XP_039150605.1|DSIM
OG0004818	CCAP1982_LOCUS1589|CAD6992744.1|CCAP	LOC6728945|XP_002104273.1|DSIM
OG0004819	CCAP1982_LOCUS2225|CAD6993410.1|CCAP	LOC27207013|XP_016035839.1|DSIM
OG0004820	CCAP1982_LOCUS3104|CAD6994349.1|CCAP	LOC6728693|XP_002104029.2|DSIM
OG0004821	CCAP1982_LOCUS1361|CAD6992512.1|CCAP	LOC6730147|XP_016036912.1|DSIM
OG0004822	CCAP1982_LOCUS4095|CAD6995377.1|CCAP, CCAP1982_LOCUS4094|CAD6995376.1|CCAP	LOC6728102|XP_016034715.1|DSIM
OG0004823	CCAP1982_LOCUS1299|CAD6992437.1|CCAP	LOC6739718|XP_016034814.1|DSIM
OG0004824	CCAP1982_LOCUS1298|CAD6992436.1|CCAP	LOC6728187|XP_002103536.1|DSIM
OG0004825	CCAP1982_LOCUS10241|CAD7001751.1|CCAP	LOC27207450|XP_016037326.1|DSIM
OG0004826	CCAP1982_LOCUS1194|CAD6992329.1|CCAP	LOC6726900|XP_002102302.1|DSIM
OG0004827	CCAP1982_LOCUS3459|CAD6994726.1|CCAP	LOC6726672|XP_002102083.1|DSIM
OG0004828	CCAP1982_LOCUS3272|CAD6994528.1|CCAP	LOC6729283|XP_002104603.1|DSIM
OG0004829	CCAP1982_LOCUS2558|CAD6993759.1|CCAP	LOC6729351|XP_002104667.1|DSIM
OG0004830	CCAP1982_LOCUS3815|CAD6995092.1|CCAP, CCAP1982_LOCUS3820|CAD6995097.1|CCAP	LOC6728372|XP_016034984.1|DSIM
OG0004831	CCAP1982_LOCUS22935|CAD7014975.1|CCAP, CCAP1982_LOCUS22936|CAD7014976.1|CCAP	LOC6736970|XP_002083817.1|DSIM
OG0004832	CCAP1982_LOCUS2930|CAD6994165.1|CCAP	LOC6728332|XP_002103681.1|DSIM
OG0004833	CCAP1982_LOCUS18|CAD6991069.1|CCAP	LOC6726834|XP_002102241.1|DSIM
OG0004834	CCAP1982_LOCUS1821|CAD6992990.1|CCAP	LOC6729273|XP_002104593.1|DSIM
OG0004835	CCAP1982_LOCUS1817|CAD6992986.1|CCAP	LOC6729270|XP_002104590.1|DSIM
OG0004836	CCAP1982_LOCUS4022|CAD6995303.1|CCAP	LOC6729213|XP_002104534.1|DSIM
OG0004838	CCAP1982_LOCUS3502|CAD6994771.1|CCAP	LOC27208934|XP_016035244.1|DSIM
OG0004839	CCAP1982_LOCUS3499|CAD6994768.1|CCAP	LOC6728613|XP_016035247.1|DSIM
OG0004840	CCAP1982_LOCUS5057|CAD6996378.1|CCAP	LOC6729392|XP_016036038.1|DSIM
OG0004842	CCAP1982_LOCUS23403|CAD7015463.1|CCAP	LOC6730050|XP_002105343.2|DSIM
OG0004843	CCAP1982_LOCUS2087|CAD6993271.1|CCAP	LOC6727563|XP_016034161.1|DSIM
OG0004844	CCAP1982_LOCUS227|CAD6991298.1|CCAP	LOC6732147|XP_016024834.1|DSIM
OG0004845	CCAP1982_LOCUS226|CAD6991297.1|CCAP	LOC6726777|XP_016033258.1|DSIM
OG0004846	CCAP1982_LOCUS8381|CAD6999871.1|CCAP	LOC6730868|XP_002078032.1|DSIM
OG0004847	CCAP1982_LOCUS8382|CAD6999872.1|CCAP	LOC6730867|XP_002078031.1|DSIM
OG0004850	CCAP1982_LOCUS3566|CAD6994835.1|CCAP, CCAP1982_LOCUS3565|CAD6994834.1|CCAP	LOC6727020|XP_016033509.1|DSIM
OG0004851	CCAP1982_LOCUS3554|CAD6994823.1|CCAP, CCAP1982_LOCUS3569|CAD6994838.1|CCAP	LOC6727018|XP_002102416.1|DSIM
OG0004852	CCAP1982_LOCUS3586|CAD6994852.1|CCAP, CCAP1982_LOCUS3588|CAD6994853.1|CCAP	LOC6727003|XP_016033495.1|DSIM
OG0004853	CCAP1982_LOCUS22308|CAD7014308.1|CCAP	LOC6735528|XP_002082464.2|DSIM
OG0004854	CCAP1982_LOCUS11578|CAD7003116.1|CCAP	LOC6737779|XP_016031557.1|DSIM
OG0004855	CCAP1982_LOCUS11428|CAD7002964.1|CCAP	LOC6739636|XP_002076532.1|DSIM
OG0004856	CCAP1982_LOCUS10937|CAD7002448.1|CCAP	LOC6737179|XP_039149968.1|DSIM
OG0004857	CCAP1982_LOCUS11116|CAD7002632.1|CCAP	LOC6736433|XP_039149747.1|DSIM
OG0004858	CCAP1982_LOCUS10955|CAD7002466.1|CCAP	LOC6737184|XP_039150202.1|DSIM
OG0004859	CCAP1982_LOCUS10958|CAD7002469.1|CCAP	LOC6737187|XP_002084033.1|DSIM
OG0004860	CCAP1982_LOCUS11066|CAD7002579.1|CCAP	LOC6736502|XP_016030081.1|DSIM
OG0004861	CCAP1982_LOCUS12112|CAD7003675.1|CCAP, CCAP1982_LOCUS12114|CAD7003677.1|CCAP	LOC6737484|XP_039150209.1|DSIM
OG0004862	CCAP1982_LOCUS12141|CAD7003704.1|CCAP	LOC6737495|XP_039149020.1|DSIM
OG0004863	CCAP1982_LOCUS12888|CAD7004484.1|CCAP	LOC6736916|XP_016030565.1|DSIM
OG0004864	CCAP1982_LOCUS11524|CAD7003061.1|CCAP	LOC6736768|XP_002083624.1|DSIM
OG0004865	CCAP1982_LOCUS2749|CAD6993964.1|CCAP	LOC6729892|XP_002105195.1|DSIM
OG0004866	CCAP1982_LOCUS13141|CAD7004748.1|CCAP	LOC6737103|XP_002083950.1|DSIM
OG0004867	CCAP1982_LOCUS22038|CAD7014032.1|CCAP	LOC6734053|XP_016027061.1|DSIM
OG0004868	CCAP1982_LOCUS22037|CAD7014031.1|CCAP	LOC6733184|XP_016026068.1|DSIM
OG0004869	CCAP1982_LOCUS21809|CAD7013788.1|CCAP	LOC6733251|XP_002080314.1|DSIM
OG0004870	CCAP1982_LOCUS21814|CAD7013793.1|CCAP	LOC6733255|XP_016026130.1|DSIM
OG0004871	CCAP1982_LOCUS21377|CAD7013306.1|CCAP	LOC6736085|XP_002082986.2|DSIM
OG0004872	CCAP1982_LOCUS7248|CAD6998690.1|CCAP	LOC6736162|XP_002083062.1|DSIM
OG0004873	CCAP1982_LOCUS8825|CAD7000342.1|CCAP	LOC6731473|XP_002078622.1|DSIM
OG0004874	CCAP1982_LOCUS783|CAD6991892.1|CCAP	LOC6729680|XP_002104986.1|DSIM
OG0004877	CCAP1982_LOCUS14965|CAD7006662.1|CCAP	LOC6737716|XP_002084547.1|DSIM
OG0004878	CCAP1982_LOCUS21200|CAD7013128.1|CCAP	LOC6733416|XP_002080473.1|DSIM
OG0004879	CCAP1982_LOCUS20497|CAD7012410.1|CCAP	LOC27208725|XP_016029402.1|DSIM
OG0004880	CCAP1982_LOCUS13491|CAD7005129.1|CCAP	LOC6739005|XP_002085800.1|DSIM
OG0004881	CCAP1982_LOCUS11318|CAD7002849.1|CCAP	LOC6737023|XP_002083870.1|DSIM
OG0004882	CCAP1982_LOCUS12759|CAD7004343.1|CCAP	LOC6737099|XP_016030726.1|DSIM
OG0004883	CCAP1982_LOCUS13230|CAD7004844.1|CCAP	LOC6736554|XP_016030132.1|DSIM
OG0004884	CCAP1982_LOCUS21713|CAD7013670.1|CCAP	LOC6734626|XP_039148746.1|DSIM
OG0004886	CCAP1982_LOCUS7085|CAD6998494.1|CCAP	LOC6734691|XP_016027888.1|DSIM
OG0004887	CCAP1982_LOCUS22356|CAD7014359.1|CCAP	LOC6735081|XP_002082058.1|DSIM
OG0004888	CCAP1982_LOCUS22112|CAD7014106.1|CCAP	LOC6735187|XP_016028473.2|DSIM
OG0004889	CCAP1982_LOCUS8569|CAD7000067.1|CCAP	LOC6733797|XP_016026756.1|DSIM
OG0004890	CCAP1982_LOCUS21242|CAD7013171.1|CCAP	LOC6734632|XP_002081640.2|DSIM
OG0004892	CCAP1982_LOCUS19617|CAD7011528.1|CCAP	LOC6735133|XP_016028414.1|DSIM
OG0004893	CCAP1982_LOCUS20552|CAD7012472.1|CCAP	LOC6735711|XP_039148390.1|DSIM
OG0004894	CCAP1982_LOCUS23113|CAD7015163.1|CCAP	LOC6734243|XP_016027293.1|DSIM
OG0004895	CCAP1982_LOCUS22245|CAD7014242.1|CCAP	LOC6735891|XP_039148360.1|DSIM
OG0004896	CCAP1982_LOCUS23034|CAD7015078.1|CCAP	LOC6735172|XP_039148344.1|DSIM
OG0004897	CCAP1982_LOCUS23039|CAD7015084.1|CCAP	LOC6735176|XP_039148338.1|DSIM
OG0004898	CCAP1982_LOCUS22377|CAD7014382.1|CCAP	LOC27208070|XP_039148223.1|DSIM
OG0004899	CCAP1982_LOCUS22723|CAD7014746.1|CCAP	LOC6733937|XP_039148228.1|DSIM
OG0004900	CCAP1982_LOCUS22618|CAD7014627.1|CCAP	LOC6733818|XP_002080862.2|DSIM
OG0004901	CCAP1982_LOCUS22617|CAD7014626.1|CCAP	LOC6733819|XP_002080863.2|DSIM
OG0004902	CCAP1982_LOCUS11611|CAD7003150.1|CCAP	LOC6736420|XP_002083292.1|DSIM
OG0004903	CCAP1982_LOCUS22573|CAD7014574.1|CCAP	LOC6735674|XP_002082592.1|DSIM
OG0004904	CCAP1982_LOCUS21459|CAD7013394.1|CCAP	LOC6729326|XP_002104643.2|DSIM
OG0004905	CCAP1982_LOCUS7092|CAD6998501.1|CCAP	LOC6739310|XP_016026382.1|DSIM
OG0004906	CCAP1982_LOCUS12916|CAD7004518.1|CCAP	LOC6737418|XP_016031182.1|DSIM
OG0004907	CCAP1982_LOCUS13144|CAD7004751.1|CCAP	LOC6737101|XP_002083948.2|DSIM
OG0004908	CCAP1982_LOCUS11719|CAD7003257.1|CCAP	LOC27207911|XP_016032759.1|DSIM
OG0004909	CCAP1982_LOCUS11729|CAD7003267.1|CCAP	LOC6738918|XP_016032742.1|DSIM
OG0004910	CCAP1982_LOCUS14793|CAD7006475.1|CCAP	LOC6738914|XP_016032736.1|DSIM
OG0004911	CCAP1982_LOCUS13091|CAD7004698.1|CCAP	LOC6736637|XP_016030234.1|DSIM
OG0004912	CCAP1982_LOCUS12917|CAD7004519.1|CCAP	LOC6737417|XP_002084255.1|DSIM
OG0004913	CCAP1982_LOCUS22039|CAD7014033.1|CCAP	LOC6735421|XP_002082363.1|DSIM
OG0004914	CCAP1982_LOCUS22044|CAD7014038.1|CCAP	LOC6735428|XP_016028735.1|DSIM
OG0004915	CCAP1982_LOCUS23402|CAD7015462.1|CCAP	LOC6736081|XP_016029474.1|DSIM
OG0004916	CCAP1982_LOCUS22427|CAD7014431.1|CCAP	LOC6734787|XP_016027989.1|DSIM
OG0004917	CCAP1982_LOCUS14901|CAD7006590.1|CCAP	LOC27209279|XP_016031198.1|DSIM
OG0004918	CCAP1982_LOCUS14903|CAD7006592.1|CCAP	LOC6737425|XP_002084262.1|DSIM
OG0004919	CCAP1982_LOCUS442|CAD6991523.1|CCAP	LOC6730354|XP_002105636.1|DSIM
OG0004920	CCAP1982_LOCUS14464|CAD7006135.1|CCAP	LOC6738761|XP_002085561.1|DSIM
OG0004921	CCAP1982_LOCUS13031|CAD7004636.1|CCAP	LOC6737126|XP_016030755.1|DSIM
OG0004922	CCAP1982_LOCUS11225|CAD7002751.1|CCAP	LOC6737308|XP_016031028.2|DSIM
OG0004923	CCAP1982_LOCUS11167|CAD7002689.1|CCAP	LOC6736762|XP_016030384.1|DSIM
OG0004924	CCAP1982_LOCUS12528|CAD7004107.1|CCAP	LOC6736992|XP_002083839.1|DSIM
OG0004925	CCAP1982_LOCUS12578|CAD7004158.1|CCAP	LOC6736291|XP_002083175.2|DSIM
OG0004926	CCAP1982_LOCUS14939|CAD7006633.1|CCAP	LOC6737039|XP_016030670.1|DSIM
OG0004927	CCAP1982_LOCUS14993|CAD7006694.1|CCAP	LOC6737389|XP_016031132.1|DSIM
OG0004928	CCAP1982_LOCUS21917|CAD7013902.1|CCAP	LOC6735207|XP_016028485.2|DSIM
OG0004929	CCAP1982_LOCUS11530|CAD7003067.1|CCAP	LOC6736219|XP_016029693.1|DSIM
OG0004930	CCAP1982_LOCUS22942|CAD7014983.1|CCAP	LOC6734060|XP_016027063.1|DSIM
OG0004931	CCAP1982_LOCUS22635|CAD7014646.1|CCAP	LOC6735418|XP_002082360.1|DSIM
OG0004932	CCAP1982_LOCUS12169|CAD7003732.1|CCAP	LOC6736211|XP_016029655.1|DSIM
OG0004933	CCAP1982_LOCUS7196|CAD6998623.1|CCAP	LOC6734792|XP_016027993.1|DSIM
OG0004934	CCAP1982_LOCUS7200|CAD6998628.1|CCAP	LOC6735980|XP_002082889.1|DSIM
OG0004935	CCAP1982_LOCUS21878|CAD7013861.1|CCAP	LOC6735115|XP_016028372.1|DSIM
OG0004936	CCAP1982_LOCUS12915|CAD7004517.1|CCAP	LOC6736795|XP_039149210.1|DSIM
OG0004937	CCAP1982_LOCUS20261|CAD7012159.1|CCAP	LOC6736994|XP_002083841.2|DSIM
OG0004938	CCAP1982_LOCUS12061|CAD7003621.1|CCAP	LOC27209155|XP_016030856.1|DSIM
OG0004940	CCAP1982_LOCUS12871|CAD7004465.1|CCAP	LOC6738675|XP_016032504.1|DSIM
OG0004941	CCAP1982_LOCUS12170|CAD7003733.1|CCAP	LOC6738249|XP_002085061.1|DSIM
OG0004942	CCAP1982_LOCUS11521|CAD7003058.1|CCAP	LOC6736889|XP_016030537.1|DSIM
OG0004943	CCAP1982_LOCUS14899|CAD7006588.1|CCAP	LOC6737264|XP_016030971.1|DSIM
OG0004944	CCAP1982_LOCUS11899|CAD7003445.1|CCAP	LOC6736516|XP_002083386.2|DSIM
OG0004946	CCAP1982_LOCUS13890|CAD7005530.1|CCAP	LOC6739012|XP_016032841.1|DSIM
OG0004947	CCAP1982_LOCUS11517|CAD7003054.1|CCAP	LOC6736386|XP_039150166.1|DSIM
OG0004948	CCAP1982_LOCUS11515|CAD7003052.1|CCAP	LOC6736388|XP_002083260.2|DSIM
OG0004949	CCAP1982_LOCUS11508|CAD7003045.1|CCAP	LOC6736392|XP_039150125.1|DSIM
OG0004950	CCAP1982_LOCUS12161|CAD7003724.1|CCAP	LOC6736216|XP_016029659.1|DSIM
OG0004951	CCAP1982_LOCUS2776|CAD6993995.1|CCAP	LOC6729902|XP_002105204.1|DSIM
OG0004952	CCAP1982_LOCUS10827|CAD7002341.1|CCAP	LOC6737789|XP_002084617.1|DSIM
OG0004953	CCAP1982_LOCUS12149|CAD7003712.1|CCAP	LOC6738262|XP_002085073.1|DSIM
OG0004954	CCAP1982_LOCUS12151|CAD7003714.1|CCAP	LOC6738260|XP_002085071.2|DSIM
OG0004955	CCAP1982_LOCUS12929|CAD7004532.1|CCAP	LOC6737060|XP_002083907.1|DSIM
OG0004956	CCAP1982_LOCUS21829|CAD7013809.1|CCAP	LOC6733809|XP_002080853.2|DSIM
OG0004957	CCAP1982_LOCUS11289|CAD7002819.1|CCAP	LOC6739607|XP_016030177.1|DSIM
OG0004958	CCAP1982_LOCUS14958|CAD7006655.1|CCAP	LOC6737784|XP_002084612.2|DSIM
OG0004959	CCAP1982_LOCUS14959|CAD7006656.1|CCAP	LOC6737783|XP_016031565.2|DSIM
OG0004960	CCAP1982_LOCUS14960|CAD7006657.1|CCAP	LOC6737782|XP_016031563.1|DSIM
OG0004961	CCAP1982_LOCUS21618|CAD7013562.1|CCAP	LOC27208567|XP_016026899.1|DSIM
OG0004962	CCAP1982_LOCUS14417|CAD7006085.1|CCAP	LOC6738952|XP_002085747.1|DSIM
OG0004963	CCAP1982_LOCUS11670|CAD7003210.1|CCAP	LOC6738601|XP_016032446.1|DSIM
OG0004964	CCAP1982_LOCUS12091|CAD7003653.1|CCAP	LOC6737501|XP_016031297.2|DSIM
OG0004965	CCAP1982_LOCUS12614|CAD7004195.1|CCAP	LOC6737120|XP_002083967.1|DSIM
OG0004966	CCAP1982_LOCUS12615|CAD7004196.1|CCAP	LOC6737121|XP_002083968.1|DSIM
OG0004967	CCAP1982_LOCUS21807|CAD7013784.1|CCAP	LOC6733249|XP_002080312.2|DSIM
OG0004968	CCAP1982_LOCUS13312|CAD7004929.1|CCAP	LOC6736777|XP_002083633.3|DSIM
OG0004969	CCAP1982_LOCUS22918|CAD7014954.1|CCAP	LOC6734681|XP_002081688.1|DSIM
OG0004970	CCAP1982_LOCUS13313|CAD7004930.1|CCAP	LOC6736776|XP_016030412.1|DSIM
OG0004971	CCAP1982_LOCUS13316|CAD7004933.1|CCAP	LOC6736774|XP_016030404.1|DSIM
OG0004973	CCAP1982_LOCUS11325|CAD7002856.1|CCAP	LOC6734402|XP_002081423.1|DSIM
OG0004974	CCAP1982_LOCUS11581|CAD7003119.1|CCAP	LOC6737775|XP_002084603.1|DSIM
OG0004975	CCAP1982_LOCUS11169|CAD7002691.1|CCAP	LOC6736764|XP_002083620.1|DSIM
OG0004976	CCAP1982_LOCUS10789|CAD7002297.1|CCAP	LOC27206254|XP_016030304.1|DSIM
OG0004977	CCAP1982_LOCUS21891|CAD7013875.1|CCAP	LOC6735920|XP_002082830.1|DSIM
OG0004978	CCAP1982_LOCUS21950|CAD7013939.1|CCAP	LOC6735117|XP_016028389.1|DSIM
OG0004979	CCAP1982_LOCUS13004|CAD7004609.1|CCAP	LOC6737258|XP_002084098.1|DSIM
OG0004980	CCAP1982_LOCUS14626|CAD7006304.1|CCAP	LOC6738168|XP_002084981.1|DSIM
OG0004981	CCAP1982_LOCUS14604|CAD7006281.1|CCAP	LOC6738649|XP_002085451.1|DSIM
OG0004982	CCAP1982_LOCUS14602|CAD7006279.1|CCAP	LOC6738645|XP_002085447.1|DSIM
OG0004983	CCAP1982_LOCUS11734|CAD7003272.1|CCAP	LOC6737515|XP_002084351.2|DSIM
OG0004984	CCAP1982_LOCUS11733|CAD7003271.1|CCAP	LOC6737033|XP_016030667.1|DSIM
OG0004985	CCAP1982_LOCUS10871|CAD7002377.1|CCAP	LOC6736368|XP_016029865.1|DSIM
OG0004986	CCAP1982_LOCUS14170|CAD7005825.1|CCAP	LOC6738533|XP_002085339.1|DSIM
OG0004987	CCAP1982_LOCUS11806|CAD7003347.1|CCAP, CCAP1982_LOCUS11807|CAD7003348.1|CCAP	LOC6738386|XP_016032212.1|DSIM
OG0004988	CCAP1982_LOCUS10872|CAD7002378.1|CCAP	LOC6736370|XP_002083246.2|DSIM
OG0004989	CCAP1982_LOCUS11808|CAD7003349.1|CCAP	LOC6738387|XP_002085196.1|DSIM
OG0004991	CCAP1982_LOCUS7099|CAD6998510.1|CCAP	LOC6739392|XP_016027097.1|DSIM
OG0004992	CCAP1982_LOCUS7098|CAD6998509.1|CCAP	LOC6739396|XP_002076302.1|DSIM
OG0004993	CCAP1982_LOCUS10828|CAD7002342.1|CCAP	LOC6737790|XP_002084618.1|DSIM
OG0004994	CCAP1982_LOCUS12503|CAD7004078.1|CCAP	LOC6736617|XP_002083473.2|DSIM
OG0004995	CCAP1982_LOCUS12512|CAD7004089.1|CCAP	LOC6736671|XP_039150182.1|DSIM
OG0004996	CCAP1982_LOCUS12841|CAD7004434.1|CCAP, CCAP1982_LOCUS12856|CAD7004450.1|CCAP	LOC6737379|XP_002084217.1|DSIM
OG0004997	CCAP1982_LOCUS22646|CAD7014658.1|CCAP	LOC6734704|XP_002081711.1|DSIM
OG0004998	CCAP1982_LOCUS21862|CAD7013842.1|CCAP	LOC6734611|XP_002081619.1|DSIM
OG0004999	CCAP1982_LOCUS13324|CAD7004945.1|CCAP	LOC6736857|XP_016030502.1|DSIM
OG0005000	CCAP1982_LOCUS22669|CAD7014685.1|CCAP	LOC6733875|XP_002080919.1|DSIM
OG0005001	CCAP1982_LOCUS13213|CAD7004824.1|CCAP, CCAP1982_LOCUS13199|CAD7004810.1|CCAP	LOC6737222|XP_039149818.1|DSIM
OG0005002	CCAP1982_LOCUS178|CAD6991242.1|CCAP	LOC6728389|XP_002103737.2|DSIM
OG0005003	CCAP1982_LOCUS13033|CAD7004638.1|CCAP	LOC6737232|XP_016030941.1|DSIM
OG0005004	CCAP1982_LOCUS10812|CAD7002322.1|CCAP	LOC6737063|XP_002083910.1|DSIM
OG0005005	CCAP1982_LOCUS12878|CAD7004473.1|CCAP	LOC6738664|XP_016032486.1|DSIM
OG0005006	CCAP1982_LOCUS12899|CAD7004499.1|CCAP	LOC6736317|XP_016029792.1|DSIM
OG0005007	CCAP1982_LOCUS11360|CAD7002891.1|CCAP	LOC6738486|XP_002085292.1|DSIM
OG0005008	CCAP1982_LOCUS12254|CAD7003821.1|CCAP, CCAP1982_LOCUS12253|CAD7003820.1|CCAP	LOC6736266|XP_016029755.1|DSIM
OG0005009	CCAP1982_LOCUS11320|CAD7002851.1|CCAP	LOC6738463|XP_002085270.1|DSIM
OG0005010	CCAP1982_LOCUS21495|CAD7013430.1|CCAP	LOC27209292|XP_016031492.1|DSIM
OG0005011	CCAP1982_LOCUS19574|CAD7011474.1|CCAP	LOC27208453|XP_016029364.1|DSIM
OG0005012	CCAP1982_LOCUS13294|CAD7004910.1|CCAP	LOC6738941|XP_002085736.1|DSIM
OG0005014	CCAP1982_LOCUS12085|CAD7003647.1|CCAP	LOC6737507|XP_039149050.1|DSIM
OG0005015	CCAP1982_LOCUS11811|CAD7003352.1|CCAP	LOC6738741|XP_002085541.3|DSIM
OG0005016	CCAP1982_LOCUS12339|CAD7003911.1|CCAP	LOC6738233|XP_002085045.1|DSIM
OG0005017	CCAP1982_LOCUS11881|CAD7003425.1|CCAP	LOC6739626|XP_016031001.1|DSIM
OG0005018	CCAP1982_LOCUS12314|CAD7003884.1|CCAP	LOC6736223|XP_016029733.1|DSIM
OG0005019	CCAP1982_LOCUS10965|CAD7002476.1|CCAP	LOC27207525|XP_016032127.1|DSIM
OG0005020	CCAP1982_LOCUS21901|CAD7013886.1|CCAP	LOC6733801|XP_002080845.1|DSIM
OG0005021	CCAP1982_LOCUS5712|CAD6997058.1|CCAP	LOC6731800|XP_002078935.1|DSIM
OG0005022	CCAP1982_LOCUS14729|CAD7006409.1|CCAP	LOC6736373|XP_002083249.1|DSIM
OG0005023	CCAP1982_LOCUS21236|CAD7013165.1|CCAP	LOC6733768|XP_016026723.1|DSIM
OG0005024	CCAP1982_LOCUS14920|CAD7006611.1|CCAP	LOC6736401|XP_039150126.1|DSIM
OG0005025	CCAP1982_LOCUS13207|CAD7004818.1|CCAP	LOC27209462|XP_016031163.1|DSIM
OG0005026	CCAP1982_LOCUS12994|CAD7004599.1|CCAP	LOC6737216|XP_002084056.1|DSIM
OG0005027	CCAP1982_LOCUS13047|CAD7004652.1|CCAP	LOC6736693|XP_039149095.1|DSIM
OG0005028	CCAP1982_LOCUS2226|CAD6993411.1|CCAP	LOC6728344|XP_016034970.1|DSIM
OG0005029	CCAP1982_LOCUS11906|CAD7003452.1|CCAP	LOC6738481|XP_002085288.2|DSIM
OG0005030	CCAP1982_LOCUS12572|CAD7004152.1|CCAP	LOC6736206|XP_002083101.1|DSIM
OG0005031	CCAP1982_LOCUS11794|CAD7003334.1|CCAP	LOC6737568|XP_016031357.1|DSIM
OG0005032	CCAP1982_LOCUS12957|CAD7004561.1|CCAP	LOC6738964|XP_016032791.1|DSIM
OG0005033	CCAP1982_LOCUS12947|CAD7004550.1|CCAP	LOC27208506|XP_016030547.1|DSIM
OG0005034	CCAP1982_LOCUS12946|CAD7004549.1|CCAP	LOC27209473|XP_016030549.1|DSIM
OG0005035	CCAP1982_LOCUS11911|CAD7003458.1|CCAP	LOC6738959|XP_016032785.1|DSIM
OG0005036	CCAP1982_LOCUS14422|CAD7006090.1|CCAP	LOC6736504|XP_002083374.1|DSIM
OG0005037	CCAP1982_LOCUS11831|CAD7003372.1|CCAP	LOC6737419|XP_016031185.1|DSIM
OG0005038	CCAP1982_LOCUS11572|CAD7003109.1|CCAP	LOC6736648|XP_016030242.1|DSIM
OG0005039	CCAP1982_LOCUS8174|CAD6999640.1|CCAP	LOC6730952|XP_002078115.1|DSIM
OG0005040	CCAP1982_LOCUS13023|CAD7004628.1|CCAP	LOC6738987|XP_002085782.2|DSIM
OG0005041	CCAP1982_LOCUS14418|CAD7006086.1|CCAP	LOC6738951|XP_002085746.1|DSIM
OG0005042	CCAP1982_LOCUS14946|CAD7006641.1|CCAP	LOC6736526|XP_002083396.2|DSIM
OG0005043	CCAP1982_LOCUS21798|CAD7013775.1|CCAP	LOC27206904|XP_016028815.1|DSIM
OG0005044	CCAP1982_LOCUS21797|CAD7013774.1|CCAP	LOC6735478|XP_002082417.1|DSIM
OG0005045	CCAP1982_LOCUS21790|CAD7013766.1|CCAP	LOC6735475|XP_016028814.1|DSIM
OG0005046	CCAP1982_LOCUS22761|CAD7014792.1|CCAP	LOC6735119|XP_002082096.1|DSIM
OG0005047	CCAP1982_LOCUS10777|CAD7002283.1|CCAP	LOC6737841|XP_002084669.1|DSIM
OG0005048	CCAP1982_LOCUS10779|CAD7002286.1|CCAP	LOC6737840|XP_002084668.1|DSIM
OG0005049	CCAP1982_LOCUS11912|CAD7003459.1|CCAP	LOC6738957|XP_039149584.1|DSIM
OG0005050	CCAP1982_LOCUS7096|CAD6998507.1|CCAP	LOC6739397|XP_016027096.1|DSIM
