Orthogroup	CCAP.longest_only	DSUB.longest_only
OG0005453	CCAP1982_LOCUS250|CAD6991321.1|CCAP	LOC117898904|XP_034664478.1|DSUB
OG0005454	CCAP1982_LOCUS8338|CAD6999827.1|CCAP	LOC117901706|XP_034668467.1|DSUB
OG0005455	CCAP1982_LOCUS22813|CAD7014846.1|CCAP	LOC117892213|XP_034654204.1|DSUB
OG0005456	CCAP1982_LOCUS5827|CAD6997187.1|CCAP, CCAP1982_LOCUS5826|CAD6997186.1|CCAP	LOC117902288|XP_034669456.1|DSUB
OG0005457	CCAP1982_LOCUS5832|CAD6997192.1|CCAP	LOC117902175|XP_034669208.1|DSUB
OG0005458	CCAP1982_LOCUS8565|CAD7000062.1|CCAP	LOC117901568|XP_034668257.1|DSUB
OG0005459	CCAP1982_LOCUS7844|CAD6999317.1|CCAP, CCAP1982_LOCUS7845|CAD6999318.1|CCAP	LOC117902077|XP_034669058.1|DSUB
OG0005460	CCAP1982_LOCUS8484|CAD6999979.1|CCAP	LOC117900099|XP_034666210.1|DSUB
OG0005461	CCAP1982_LOCUS5846|CAD6997208.1|CCAP	LOC117901450|XP_034668086.1|DSUB
OG0005462	CCAP1982_LOCUS5848|CAD6997210.1|CCAP	LOC117901241|XP_034667808.1|DSUB
OG0005463	CCAP1982_LOCUS13791|CAD7005430.1|CCAP	LOC117895085|XP_034658373.1|DSUB
OG0005464	CCAP1982_LOCUS5843|CAD6997205.1|CCAP	LOC117902750|XP_034670228.1|DSUB
OG0005465	CCAP1982_LOCUS5833|CAD6997193.1|CCAP	LOC117902174|XP_034669206.1|DSUB
OG0005466	CCAP1982_LOCUS5831|CAD6997191.1|CCAP	LOC117902172|XP_034669204.1|DSUB
OG0005467	CCAP1982_LOCUS775|CAD6991884.1|CCAP	LOC117897533|XP_034662345.1|DSUB
OG0005468	CCAP1982_LOCUS8598|CAD7000100.1|CCAP, CCAP1982_LOCUS8602|CAD7000104.1|CCAP	LOC117902785|XP_034670282.1|DSUB
OG0005469	CCAP1982_LOCUS5526|CAD6996850.1|CCAP	LOC117901371|XP_034667972.1|DSUB
OG0005470	CCAP1982_LOCUS5524|CAD6996848.1|CCAP	LOC117902291|XP_034669460.1|DSUB
OG0005471	CCAP1982_LOCUS8604|CAD7000106.1|CCAP	LOC117900018|XP_034666095.1|DSUB
OG0005472	CCAP1982_LOCUS8605|CAD7000110.1|CCAP	LOC117902580|XP_034669964.1|DSUB
OG0005473	CCAP1982_LOCUS8028|CAD6999504.1|CCAP	LOC117900106|XP_034666220.1|DSUB
OG0005474	CCAP1982_LOCUS8512|CAD7000007.1|CCAP	LOC117900431|XP_034666692.1|DSUB
OG0005475	CCAP1982_LOCUS8513|CAD7000008.1|CCAP	LOC117900430|XP_034666691.1|DSUB
OG0005476	CCAP1982_LOCUS22700|CAD7014721.1|CCAP	LOC117890621|XP_034651454.1|DSUB
OG0005477	CCAP1982_LOCUS11778|CAD7003317.1|CCAP	LOC117893440|XP_034655950.1|DSUB
OG0005478	CCAP1982_LOCUS9156|CAD7000682.1|CCAP	LOC117902084|XP_034669068.1|DSUB
OG0005479	CCAP1982_LOCUS9157|CAD7000683.1|CCAP	LOC117902081|XP_034669065.1|DSUB
OG0005480	CCAP1982_LOCUS9158|CAD7000684.1|CCAP	LOC117902085|XP_034669069.1|DSUB
OG0005481	CCAP1982_LOCUS9152|CAD7000678.1|CCAP	LOC117902370|XP_034669577.1|DSUB
OG0005482	CCAP1982_LOCUS9150|CAD7000676.1|CCAP	LOC117902710|XP_034670164.1|DSUB
OG0005483	CCAP1982_LOCUS4912|CAD6996225.1|CCAP	LOC117898045|XP_034663095.1|DSUB
OG0005485	CCAP1982_LOCUS22512|CAD7014511.1|CCAP	LOC117890600|XP_034651430.1|DSUB
OG0005486	CCAP1982_LOCUS22543|CAD7014542.1|CCAP	LOC117892018|XP_034653802.1|DSUB
OG0005487	CCAP1982_LOCUS20898|CAD7012798.1|CCAP	LOC117901360|XP_034667961.1|DSUB
OG0005488	CCAP1982_LOCUS23408|CAD7015468.1|CCAP	LOC117901220|XP_034667780.1|DSUB
OG0005490	CCAP1982_LOCUS8150|CAD6999618.1|CCAP	LOC117902738|XP_034670205.1|DSUB
OG0005491	CCAP1982_LOCUS7825|CAD6999296.1|CCAP	LOC117902432|XP_034669695.1|DSUB
OG0005492	CCAP1982_LOCUS7814|CAD6999286.1|CCAP	LOC117900512|XP_034666797.1|DSUB
OG0005493	CCAP1982_LOCUS5481|CAD6996808.1|CCAP	LOC117901099|XP_034667618.1|DSUB
OG0005494	CCAP1982_LOCUS7091|CAD6998500.1|CCAP	LOC117891443|XP_034652811.1|DSUB
OG0005495	CCAP1982_LOCUS7250|CAD6998692.1|CCAP	LOC117891647|XP_034653085.1|DSUB
OG0005496	CCAP1982_LOCUS13482|CAD7005120.1|CCAP	LOC117898670|XP_034664137.1|DSUB
OG0005497	CCAP1982_LOCUS5795|CAD6997150.1|CCAP	LOC117902631|XP_034670042.1|DSUB
OG0005498	CCAP1982_LOCUS5796|CAD6997152.1|CCAP	LOC117902637|XP_034670050.1|DSUB
OG0005499	CCAP1982_LOCUS5799|CAD6997155.1|CCAP	LOC117902614|XP_034670017.1|DSUB
OG0005500	CCAP1982_LOCUS5800|CAD6997157.1|CCAP	LOC117902618|XP_034670021.1|DSUB
OG0005501	CCAP1982_LOCUS5803|CAD6997160.1|CCAP	LOC117901238|XP_034667804.1|DSUB
OG0005502	CCAP1982_LOCUS5804|CAD6997161.1|CCAP	LOC117901239|XP_034667805.1|DSUB
OG0005504	CCAP1982_LOCUS8561|CAD7000057.1|CCAP	LOC117901569|XP_034668259.1|DSUB
OG0005506	CCAP1982_LOCUS8577|CAD7000079.1|CCAP, CCAP1982_LOCUS8576|CAD7000078.1|CCAP	LOC117901592|XP_034668292.1|DSUB
OG0005507	CCAP1982_LOCUS7443|CAD6998896.1|CCAP	LOC117900231|XP_034666408.1|DSUB
OG0005508	CCAP1982_LOCUS7439|CAD6998892.1|CCAP	LOC117899987|XP_034666047.1|DSUB
OG0005509	CCAP1982_LOCUS8612|CAD7000117.1|CCAP	LOC117902807|XP_034670320.1|DSUB
OG0005510	CCAP1982_LOCUS6032|CAD6997391.1|CCAP	LOC117900126|XP_034666241.1|DSUB
OG0005512	CCAP1982_LOCUS2277|CAD6993464.1|CCAP	LOC117896308|XP_034660422.1|DSUB
OG0005513	CCAP1982_LOCUS6472|CAD6997848.1|CCAP	LOC117900848|XP_034667258.1|DSUB
OG0005514	CCAP1982_LOCUS3752|CAD6995022.1|CCAP	LOC117897576|XP_034662419.1|DSUB
OG0005516	CCAP1982_LOCUS6462|CAD6997838.1|CCAP	LOC117900846|XP_034667254.1|DSUB
OG0005517	CCAP1982_LOCUS8925|CAD7000448.1|CCAP	LOC117902192|XP_034669277.1|DSUB
OG0005518	CCAP1982_LOCUS7680|CAD6999137.1|CCAP, CCAP1982_LOCUS7689|CAD6999146.1|CCAP	LOC117901658|XP_034668388.1|DSUB
OG0005519	CCAP1982_LOCUS22134|CAD7014129.1|CCAP	LOC117890527|XP_034651336.1|DSUB
OG0005520	CCAP1982_LOCUS7919|CAD6999393.1|CCAP	LOC117901006|XP_034667493.1|DSUB
OG0005521	CCAP1982_LOCUS7921|CAD6999395.1|CCAP	LOC117901500|XP_034668161.1|DSUB
OG0005522	CCAP1982_LOCUS8069|CAD6999549.1|CCAP	LOC117895415|XP_034658940.1|DSUB
OG0005523	CCAP1982_LOCUS7958|CAD6999434.1|CCAP	LOC117901508|XP_034668169.1|DSUB
OG0005524	CCAP1982_LOCUS5542|CAD6996869.1|CCAP	LOC117902096|XP_034669084.1|DSUB
OG0005525	CCAP1982_LOCUS5852|CAD6997216.1|CCAP	LOC117900041|XP_034666121.1|DSUB
OG0005526	CCAP1982_LOCUS5854|CAD6997218.1|CCAP	LOC117901583|XP_034668280.1|DSUB
OG0005527	CCAP1982_LOCUS10106|CAD7001612.1|CCAP	LOC117902964|XP_034670507.1|DSUB
OG0005528	CCAP1982_LOCUS8050|CAD6999528.1|CCAP	LOC117900298|XP_034666502.1|DSUB
OG0005529	CCAP1982_LOCUS7742|CAD6999208.1|CCAP	LOC117900199|XP_034666351.1|DSUB
OG0005530	CCAP1982_LOCUS6383|CAD6997751.1|CCAP	LOC117901613|XP_034668323.1|DSUB
OG0005531	CCAP1982_LOCUS13029|CAD7004634.1|CCAP	LOC117892992|XP_034655235.1|DSUB
OG0005532	CCAP1982_LOCUS6674|CAD6998058.1|CCAP	LOC117901213|XP_034667771.1|DSUB
OG0005533	CCAP1982_LOCUS8180|CAD6999650.1|CCAP	LOC117900226|XP_034666402.1|DSUB
OG0005535	CCAP1982_LOCUS7565|CAD6999018.1|CCAP	LOC117900216|XP_034666391.1|DSUB
OG0005536	CCAP1982_LOCUS7598|CAD6999051.1|CCAP	LOC117900951|XP_034667415.1|DSUB
OG0005538	CCAP1982_LOCUS7602|CAD6999055.1|CCAP	LOC117900488|XP_034666764.1|DSUB
OG0005540	CCAP1982_LOCUS7474|CAD6998927.1|CCAP	LOC117900573|XP_034666873.1|DSUB
OG0005541	CCAP1982_LOCUS7451|CAD6998904.1|CCAP	LOC117902008|XP_034668947.1|DSUB
OG0005542	CCAP1982_LOCUS14976|CAD7006674.1|CCAP	LOC117893032|XP_034655282.1|DSUB
OG0005543	CCAP1982_LOCUS7738|CAD6999204.1|CCAP	LOC117901303|XP_034667900.1|DSUB
OG0005544	CCAP1982_LOCUS7542|CAD6998995.1|CCAP	LOC117901953|XP_034668818.1|DSUB
OG0005545	CCAP1982_LOCUS8526|CAD7000022.1|CCAP	LOC117901531|XP_034668210.1|DSUB
OG0005546	CCAP1982_LOCUS7959|CAD6999435.1|CCAP	LOC117900675|XP_034667011.1|DSUB
OG0005547	CCAP1982_LOCUS8830|CAD7000347.1|CCAP	LOC117902793|XP_034670301.1|DSUB
OG0005548	CCAP1982_LOCUS8827|CAD7000344.1|CCAP	LOC117902782|XP_034670274.1|DSUB
OG0005549	CCAP1982_LOCUS8821|CAD7000338.1|CCAP	LOC117900359|XP_034666599.1|DSUB
OG0005550	CCAP1982_LOCUS7350|CAD6998796.1|CCAP	LOC117900514|XP_034666800.1|DSUB
OG0005551	CCAP1982_LOCUS21944|CAD7013930.1|CCAP	LOC117890598|XP_034651426.1|DSUB
OG0005552	CCAP1982_LOCUS21945|CAD7013931.1|CCAP	LOC117890686|XP_034651564.1|DSUB
OG0005553	CCAP1982_LOCUS8562|CAD7000058.1|CCAP	LOC117901566|XP_034668255.1|DSUB
OG0005554	CCAP1982_LOCUS6657|CAD6998041.1|CCAP	LOC117902273|XP_034669424.1|DSUB
OG0005555	CCAP1982_LOCUS6646|CAD6998030.1|CCAP	LOC117901603|XP_034668307.1|DSUB
OG0005556	CCAP1982_LOCUS6645|CAD6998029.1|CCAP	LOC117901109|XP_034667633.1|DSUB
OG0005557	CCAP1982_LOCUS7407|CAD6998858.1|CCAP	LOC117901397|XP_034668021.1|DSUB
OG0005558	CCAP1982_LOCUS6644|CAD6998027.1|CCAP	LOC117899345|XP_034665192.1|DSUB
OG0005559	CCAP1982_LOCUS8573|CAD7000072.1|CCAP	LOC117901801|XP_034668605.1|DSUB
OG0005560	CCAP1982_LOCUS7406|CAD6998857.1|CCAP	LOC117900160|XP_034666291.1|DSUB
OG0005561	CCAP1982_LOCUS8777|CAD7000287.1|CCAP	LOC117891160|XP_034652342.1|DSUB
OG0005562	CCAP1982_LOCUS8216|CAD6999689.1|CCAP	LOC117902427|XP_034669678.1|DSUB
OG0005563	CCAP1982_LOCUS10150|CAD7001658.1|CCAP, CCAP1982_LOCUS10149|CAD7001657.1|CCAP	LOC117902942|XP_034670442.1|DSUB
OG0005564	CCAP1982_LOCUS14618|CAD7006296.1|CCAP, CCAP1982_LOCUS5713|CAD6997059.1|CCAP	LOC117901580|XP_034668273.1|DSUB
OG0005565	CCAP1982_LOCUS7047|CAD6998449.1|CCAP	LOC117902323|XP_034669503.1|DSUB
OG0005566	CCAP1982_LOCUS7048|CAD6998450.1|CCAP	LOC117902325|XP_034669505.1|DSUB
OG0005567	CCAP1982_LOCUS2832|CAD6994060.1|CCAP	LOC117898329|XP_034663544.1|DSUB
OG0005568	CCAP1982_LOCUS9126|CAD7000652.1|CCAP	LOC117902215|XP_034669332.1|DSUB
OG0005569	CCAP1982_LOCUS7068|CAD6998473.1|CCAP	LOC117900049|XP_034666133.1|DSUB
OG0005570	CCAP1982_LOCUS8456|CAD6999948.1|CCAP, CCAP1982_LOCUS8457|CAD6999949.1|CCAP	LOC117902741|XP_034670209.1|DSUB
OG0005571	CCAP1982_LOCUS20866|CAD7012762.1|CCAP	LOC117890135|XP_034650712.1|DSUB
OG0005572	CCAP1982_LOCUS22318|CAD7014319.1|CCAP	LOC117892173|XP_034654142.1|DSUB
OG0005573	CCAP1982_LOCUS864|CAD6991977.1|CCAP	LOC117899238|XP_034665003.1|DSUB
OG0005574	CCAP1982_LOCUS22490|CAD7014488.1|CCAP	LOC117891974|XP_034653737.1|DSUB
OG0005575	CCAP1982_LOCUS2176|CAD6993358.1|CCAP	LOC117899428|XP_034665318.1|DSUB
OG0005576	CCAP1982_LOCUS20226|CAD7012128.1|CCAP	LOC117890359|XP_034651044.1|DSUB
OG0005577	CCAP1982_LOCUS13818|CAD7005458.1|CCAP	LOC117894384|XP_034657281.1|DSUB
OG0005578	CCAP1982_LOCUS13957|CAD7005598.1|CCAP, CCAP1982_LOCUS13955|CAD7005596.1|CCAP	LOC117894748|XP_034657850.1|DSUB
OG0005580	CCAP1982_LOCUS13227|CAD7004841.1|CCAP	LOC117893729|XP_034656341.1|DSUB
OG0005582	CCAP1982_LOCUS11833|CAD7003374.1|CCAP	LOC117893731|XP_034656345.1|DSUB
OG0005583	CCAP1982_LOCUS14950|CAD7006645.1|CCAP	LOC117894328|XP_034657203.1|DSUB
OG0005584	CCAP1982_LOCUS9010|CAD7000532.1|CCAP	LOC117901720|XP_034668488.1|DSUB
OG0005585	CCAP1982_LOCUS749|CAD6991851.1|CCAP	LOC117897373|XP_034662062.1|DSUB
OG0005586	CCAP1982_LOCUS4568|CAD6995867.1|CCAP	LOC117898231|XP_034663356.1|DSUB
OG0005587	CCAP1982_LOCUS20128|CAD7012018.1|CCAP	LOC117901420|XP_034668046.1|DSUB
OG0005588	CCAP1982_LOCUS12048|CAD7003600.1|CCAP	LOC117893714|XP_034656292.1|DSUB
OG0005589	CCAP1982_LOCUS245|CAD6991316.1|CCAP	LOC117898908|XP_034664487.1|DSUB
OG0005590	CCAP1982_LOCUS22768|CAD7014800.1|CCAP	LOC117891181|XP_034652398.1|DSUB
OG0005592	CCAP1982_LOCUS400|CAD6991475.1|CCAP	LOC117896281|XP_034660375.1|DSUB
OG0005593	CCAP1982_LOCUS11113|CAD7002629.1|CCAP	LOC117893956|XP_034656641.1|DSUB
OG0005594	CCAP1982_LOCUS12227|CAD7003794.1|CCAP	LOC117894635|XP_034657697.1|DSUB
OG0005595	CCAP1982_LOCUS12228|CAD7003795.1|CCAP	LOC117894630|XP_034657687.1|DSUB
OG0005596	CCAP1982_LOCUS12522|CAD7004099.1|CCAP	LOC117895469|XP_034659037.1|DSUB
OG0005597	CCAP1982_LOCUS5133|CAD6996464.1|CCAP	LOC117898941|XP_034664550.1|DSUB
OG0005598	CCAP1982_LOCUS5999|CAD6997366.1|CCAP	LOC117896685|XP_034661027.1|DSUB
OG0005599	CCAP1982_LOCUS22316|CAD7014316.1|CCAP	LOC117892171|XP_034654140.1|DSUB
OG0005600	CCAP1982_LOCUS4845|CAD6996153.1|CCAP	LOC117898223|XP_034663348.1|DSUB
OG0005602	CCAP1982_LOCUS534|CAD6991619.1|CCAP	LOC117897971|XP_034662973.1|DSUB
OG0005603	CCAP1982_LOCUS19996|CAD7011884.1|CCAP	LOC117890942|XP_034651968.1|DSUB
OG0005605	CCAP1982_LOCUS20030|CAD7011918.1|CCAP	LOC117889882|XP_034650282.1|DSUB
OG0005606	CCAP1982_LOCUS7798|CAD6999268.1|CCAP	LOC117902730|XP_034670194.1|DSUB
OG0005607	CCAP1982_LOCUS4972|CAD6996288.1|CCAP	LOC117898361|XP_034663587.1|DSUB
OG0005608	CCAP1982_LOCUS4971|CAD6996287.1|CCAP	LOC117898349|XP_034663571.1|DSUB
OG0005609	CCAP1982_LOCUS12224|CAD7003790.1|CCAP	LOC117893920|XP_034656593.1|DSUB
OG0005610	CCAP1982_LOCUS13038|CAD7004643.1|CCAP	LOC117893037|XP_034655297.1|DSUB
OG0005611	CCAP1982_LOCUS11062|CAD7002574.1|CCAP	LOC117895040|XP_034658305.1|DSUB
OG0005612	CCAP1982_LOCUS4892|CAD6996203.1|CCAP	LOC117898404|XP_034663656.1|DSUB
OG0005613	CCAP1982_LOCUS4769|CAD6996062.1|CCAP	LOC117896114|XP_034660060.1|DSUB
OG0005614	CCAP1982_LOCUS5026|CAD6996348.1|CCAP	LOC117895960|XP_034659802.1|DSUB
OG0005615	CCAP1982_LOCUS4268|CAD6995557.1|CCAP	LOC117899337|XP_034665166.1|DSUB
OG0005616	CCAP1982_LOCUS232|CAD6991303.1|CCAP, CCAP1982_LOCUS233|CAD6991304.1|CCAP	LOC117896385|XP_034660581.1|DSUB
OG0005617	CCAP1982_LOCUS4456|CAD6995752.1|CCAP	LOC117896439|XP_034660658.1|DSUB
OG0005618	CCAP1982_LOCUS21721|CAD7013680.1|CCAP	LOC117892534|XP_034654730.1|DSUB
OG0005619	CCAP1982_LOCUS3396|CAD6994661.1|CCAP	LOC117897763|XP_034662699.1|DSUB
OG0005624	CCAP1982_LOCUS4792|CAD6996091.1|CCAP	LOC117896401|XP_034660603.1|DSUB
OG0005625	CCAP1982_LOCUS4818|CAD6996123.1|CCAP	LOC117898972|XP_034664604.1|DSUB
OG0005626	CCAP1982_LOCUS5054|CAD6996374.1|CCAP	LOC117903470|XP_034671412.1|DSUB
OG0005627	CCAP1982_LOCUS28|CAD6991080.1|CCAP	LOC117898379|XP_034663613.1|DSUB
OG0005628	CCAP1982_LOCUS2033|CAD6993214.1|CCAP	LOC117898256|XP_034663402.1|DSUB
OG0005629	CCAP1982_LOCUS21624|CAD7013568.1|CCAP	LOC117891121|XP_034652217.1|DSUB
OG0005630	CCAP1982_LOCUS20408|CAD7012314.1|CCAP	LOC117890238|XP_034650868.1|DSUB
OG0005633	CCAP1982_LOCUS4567|CAD6995866.1|CCAP	LOC117896588|XP_034660903.1|DSUB
OG0005634	CCAP1982_LOCUS4642|CAD6995940.1|CCAP	LOC117896384|XP_034660579.1|DSUB
OG0005635	CCAP1982_LOCUS6484|CAD6997861.1|CCAP	LOC117901590|XP_034668290.1|DSUB
OG0005636	CCAP1982_LOCUS4445|CAD6995740.1|CCAP	LOC117897425|XP_034662153.1|DSUB
OG0005637	CCAP1982_LOCUS273|CAD6991344.1|CCAP	LOC117897093|XP_034661628.1|DSUB
OG0005638	CCAP1982_LOCUS20074|CAD7011964.1|CCAP	LOC117892494|XP_034654657.1|DSUB
OG0005639	CCAP1982_LOCUS19736|CAD7011650.1|CCAP	LOC117891766|XP_034653297.1|DSUB
OG0005640	CCAP1982_LOCUS709|CAD6991807.1|CCAP	LOC117896763|XP_034661129.1|DSUB
OG0005642	CCAP1982_LOCUS2799|CAD6994022.1|CCAP	LOC117899510|XP_034665452.1|DSUB
OG0005643	CCAP1982_LOCUS12752|CAD7004334.1|CCAP	LOC117893338|XP_034655818.1|DSUB
OG0005644	CCAP1982_LOCUS12751|CAD7004332.1|CCAP	LOC117894319|XP_034657180.1|DSUB
OG0005647	CCAP1982_LOCUS9011|CAD7000534.1|CCAP	LOC117901737|XP_034668513.1|DSUB
OG0005648	CCAP1982_LOCUS13371|CAD7004995.1|CCAP	LOC117895511|XP_034659100.1|DSUB
OG0005649	CCAP1982_LOCUS736|CAD6991837.1|CCAP	LOC117897769|XP_034662705.1|DSUB
OG0005650	CCAP1982_LOCUS679|CAD6991772.1|CCAP	LOC117897259|XP_034661874.1|DSUB
OG0005652	CCAP1982_LOCUS446|CAD6991527.1|CCAP	LOC117899709|XP_034665807.1|DSUB
OG0005653	CCAP1982_LOCUS7957|CAD6999433.1|CCAP	LOC117900005|XP_034666070.1|DSUB
OG0005654	CCAP1982_LOCUS4890|CAD6996200.1|CCAP	LOC117899415|XP_034665296.1|DSUB
OG0005655	CCAP1982_LOCUS758|CAD6991864.1|CCAP	LOC117896526|XP_034660789.1|DSUB
OG0005656	CCAP1982_LOCUS756|CAD6991861.1|CCAP	LOC117899775|XP_034665939.1|DSUB
OG0005657	CCAP1982_LOCUS688|CAD6991783.1|CCAP	LOC117896129|XP_034660077.1|DSUB
OG0005658	CCAP1982_LOCUS895|CAD6992009.1|CCAP	LOC117897206|XP_034661800.1|DSUB
OG0005659	CCAP1982_LOCUS591|CAD6991678.1|CCAP, CCAP1982_LOCUS592|CAD6991679.1|CCAP	LOC117898771|XP_034664296.1|DSUB
OG0005660	CCAP1982_LOCUS13331|CAD7004952.1|CCAP, CCAP1982_LOCUS13332|CAD7004953.1|CCAP	LOC117895062|XP_034658333.1|DSUB
OG0005661	CCAP1982_LOCUS723|CAD6991822.1|CCAP	LOC117899241|XP_034665008.1|DSUB
OG0005662	CCAP1982_LOCUS722|CAD6991821.1|CCAP	LOC117896754|XP_034661116.1|DSUB
OG0005664	CCAP1982_LOCUS2730|CAD6993945.1|CCAP	LOC117897215|XP_034661815.1|DSUB
OG0005665	CCAP1982_LOCUS319|CAD6991392.1|CCAP	LOC117897276|XP_034661897.1|DSUB
OG0005668	CCAP1982_LOCUS13367|CAD7004991.1|CCAP, CCAP1982_LOCUS13365|CAD7004989.1|CCAP	LOC117893232|XP_034655675.1|DSUB
OG0005669	CCAP1982_LOCUS8855|CAD7000377.1|CCAP	LOC117902680|XP_034670103.1|DSUB
OG0005670	CCAP1982_LOCUS690|CAD6991785.1|CCAP	LOC117899229|XP_034664994.1|DSUB
OG0005671	CCAP1982_LOCUS4275|CAD6995564.1|CCAP	LOC117897960|XP_034662954.1|DSUB, LOC117897957|XP_034662950.1|DSUB
OG0005672	CCAP1982_LOCUS281|CAD6991351.1|CCAP	LOC117901582|XP_034668279.1|DSUB
OG0005673	CCAP1982_LOCUS11382|CAD7002915.1|CCAP	LOC117893954|XP_034656637.1|DSUB
OG0005674	CCAP1982_LOCUS903|CAD6992019.1|CCAP	LOC117895484|XP_034659059.1|DSUB
OG0005675	CCAP1982_LOCUS744|CAD6991845.1|CCAP	LOC117897497|XP_034662277.1|DSUB
OG0005676	CCAP1982_LOCUS12463|CAD7004038.1|CCAP	LOC117893482|XP_034656003.1|DSUB
OG0005677	CCAP1982_LOCUS21245|CAD7013174.1|CCAP	LOC117889973|XP_034650430.1|DSUB
OG0005678	CCAP1982_LOCUS82|CAD6991140.1|CCAP	LOC117897001|XP_034661451.1|DSUB
OG0005679	CCAP1982_LOCUS4788|CAD6996082.1|CCAP	LOC117896231|XP_034660258.1|DSUB
OG0005681	CCAP1982_LOCUS909|CAD6992027.1|CCAP	LOC117898530|XP_034663890.1|DSUB
OG0005682	CCAP1982_LOCUS910|CAD6992028.1|CCAP	LOC117898517|XP_034663875.1|DSUB
OG0005684	CCAP1982_LOCUS13039|CAD7004644.1|CCAP	LOC117893035|XP_034655291.1|DSUB
OG0005687	CCAP1982_LOCUS14571|CAD7006245.1|CCAP	LOC117894834|XP_034657973.1|DSUB
OG0005688	CCAP1982_LOCUS20284|CAD7012183.1|CCAP	LOC117891368|XP_034652696.1|DSUB
OG0005690	CCAP1982_LOCUS3777|CAD6995051.1|CCAP, CCAP1982_LOCUS3778|CAD6995052.1|CCAP	LOC117899563|XP_034665559.1|DSUB
OG0005691	CCAP1982_LOCUS358|CAD6991431.1|CCAP	LOC117898877|XP_034664451.1|DSUB
OG0005693	CCAP1982_LOCUS14726|CAD7006406.1|CCAP	LOC117894563|XP_034657577.1|DSUB
OG0005694	CCAP1982_LOCUS618|CAD6991705.1|CCAP	LOC117897480|XP_034662233.1|DSUB
OG0005695	CCAP1982_LOCUS739|CAD6991840.1|CCAP	LOC117896762|XP_034661127.1|DSUB
OG0005696	CCAP1982_LOCUS742|CAD6991843.1|CCAP	LOC117896764|XP_034661130.1|DSUB
OG0005697	CCAP1982_LOCUS741|CAD6991842.1|CCAP	LOC117896758|XP_034661122.1|DSUB
OG0005698	CCAP1982_LOCUS22666|CAD7014682.1|CCAP	LOC117892696|XP_034654998.1|DSUB
OG0005699	CCAP1982_LOCUS704|CAD6991801.1|CCAP	LOC117899226|XP_034664991.1|DSUB
OG0005701	CCAP1982_LOCUS727|CAD6991828.1|CCAP	LOC117901623|XP_034668342.1|DSUB
OG0005702	CCAP1982_LOCUS21099|CAD7013010.1|CCAP	LOC117902145|XP_034669175.1|DSUB
OG0005703	CCAP1982_LOCUS20157|CAD7012055.1|CCAP	LOC117891770|XP_034653317.1|DSUB
OG0005705	CCAP1982_LOCUS12838|CAD7004429.1|CCAP	LOC117894829|XP_034657968.1|DSUB
OG0005706	CCAP1982_LOCUS3698|CAD6994966.1|CCAP	LOC117898254|XP_034663399.1|DSUB
OG0005709	CCAP1982_LOCUS4441|CAD6995736.1|CCAP	LOC117896895|XP_034661319.1|DSUB
OG0005710	CCAP1982_LOCUS4634|CAD6995932.1|CCAP	LOC117899281|XP_034665077.1|DSUB
OG0005711	CCAP1982_LOCUS14513|CAD7006184.1|CCAP	LOC117894824|XP_034657962.1|DSUB
OG0005712	CCAP1982_LOCUS8383|CAD6999873.1|CCAP	LOC117900428|XP_034666687.1|DSUB
OG0005714	CCAP1982_LOCUS2829|CAD6994057.1|CCAP	LOC117896597|XP_034660914.1|DSUB
OG0005715	CCAP1982_LOCUS4641|CAD6995939.1|CCAP	LOC117896383|XP_034660576.1|DSUB
OG0005716	CCAP1982_LOCUS85|CAD6991143.1|CCAP	LOC117897090|XP_034661621.1|DSUB
OG0005717	CCAP1982_LOCUS4640|CAD6995938.1|CCAP	LOC117896461|XP_034660685.1|DSUB
OG0005718	CCAP1982_LOCUS4638|CAD6995936.1|CCAP	LOC117899788|XP_034665954.1|DSUB
OG0005719	CCAP1982_LOCUS291|CAD6991361.1|CCAP	LOC117897273|XP_034661890.1|DSUB
OG0005721	CCAP1982_LOCUS284|CAD6991354.1|CCAP, CCAP1982_LOCUS285|CAD6991355.1|CCAP	LOC117897875|XP_034662841.1|DSUB
OG0005722	CCAP1982_LOCUS4390|CAD6995683.1|CCAP	LOC117898891|XP_034664464.1|DSUB
OG0005723	CCAP1982_LOCUS5037|CAD6996359.1|CCAP	LOC117896399|XP_034660600.1|DSUB
OG0005724	CCAP1982_LOCUS20801|CAD7012694.1|CCAP	LOC117890420|XP_034651129.1|DSUB
OG0005725	CCAP1982_LOCUS4665|CAD6995954.1|CCAP	LOC117899088|XP_034664756.1|DSUB
OG0005727	CCAP1982_LOCUS4680|CAD6995970.1|CCAP	LOC117898681|XP_034664155.1|DSUB
OG0005728	CCAP1982_LOCUS4433|CAD6995728.1|CCAP	LOC117896861|XP_034661281.1|DSUB
OG0005729	CCAP1982_LOCUS4438|CAD6995733.1|CCAP	LOC117896851|XP_034661266.1|DSUB
OG0005730	CCAP1982_LOCUS1018|CAD6992139.1|CCAP	LOC117897189|XP_034661780.1|DSUB
OG0005731	CCAP1982_LOCUS1017|CAD6992138.1|CCAP	LOC117897188|XP_034661779.1|DSUB
OG0005732	CCAP1982_LOCUS5121|CAD6996449.1|CCAP	LOC117899268|XP_034665057.1|DSUB
OG0005733	CCAP1982_LOCUS380|CAD6991455.1|CCAP	LOC117899267|XP_034665052.1|DSUB
OG0005734	CCAP1982_LOCUS5025|CAD6996347.1|CCAP	LOC117899577|XP_034665581.1|DSUB
