Orthogroup	CCAP.longest_only	DANA.longest_only
OG0003409	CCAP1982_LOCUS3018|CAD6994257.1|CCAP	LOC6499743|XP_032305687.1|DANA
OG0003410	CCAP1982_LOCUS3704|CAD6994973.1|CCAP	LOC6500857|XP_014766762.1|DANA
OG0003411	CCAP1982_LOCUS5091|CAD6996418.1|CCAP	LOC6505820|XP_001964432.2|DANA
OG0003412	CCAP1982_LOCUS231|CAD6991302.1|CCAP	LOC6499066|XP_001955372.1|DANA
OG0003413	CCAP1982_LOCUS2307|CAD6993494.1|CCAP	LOC6499615|XP_001954289.1|DANA
OG0003414	CCAP1982_LOCUS13788|CAD7005427.1|CCAP	LOC6507814|XP_001956403.1|DANA
OG0003416	CCAP1982_LOCUS80|CAD6991138.1|CCAP	LOC6499294|XP_001954928.1|DANA
OG0003417	CCAP1982_LOCUS1823|CAD6992992.1|CCAP	LOC6499055|XP_001955400.1|DANA
OG0003418	CCAP1982_LOCUS3284|CAD6994543.1|CCAP	LOC6505649|XP_001964531.1|DANA
OG0003419	CCAP1982_LOCUS2789|CAD6994012.1|CCAP	LOC6498838|XP_032312277.1|DANA
OG0003420	CCAP1982_LOCUS2787|CAD6994010.1|CCAP, CCAP1982_LOCUS2788|CAD6994011.1|CCAP	LOC6501714|XP_001955835.3|DANA
OG0003421	CCAP1982_LOCUS2391|CAD6993579.1|CCAP	LOC6505933|XP_014760849.2|DANA
OG0003422	CCAP1982_LOCUS1891|CAD6993061.1|CCAP	LOC6505588|XP_001964641.1|DANA
OG0003423	CCAP1982_LOCUS23232|CAD7015285.1|CCAP	LOC6494530|XP_001960164.2|DANA
OG0003424	CCAP1982_LOCUS1988|CAD6993163.1|CCAP	LOC6499814|XP_001953857.1|DANA
OG0003425	CCAP1982_LOCUS7009|CAD6998409.1|CCAP	LOC6500249|XP_001952942.1|DANA
OG0003426	CCAP1982_LOCUS2998|CAD6994236.1|CCAP	LOC6500649|XP_001953647.1|DANA
OG0003427	CCAP1982_LOCUS3011|CAD6994250.1|CCAP	LOC6499908|XP_001953656.1|DANA
OG0003428	CCAP1982_LOCUS14183|CAD7005839.1|CCAP	LOC6507861|XP_001956484.1|DANA
OG0003429	CCAP1982_LOCUS22596|CAD7014603.1|CCAP	LOC6495918|XP_001959853.1|DANA
OG0003430	CCAP1982_LOCUS9736|CAD7001238.1|CCAP, CCAP1982_LOCUS9735|CAD7001237.1|CCAP	LOC6501810|XP_001967403.2|DANA
OG0003431	CCAP1982_LOCUS674|CAD6991766.1|CCAP	LOC6498890|XP_001955735.1|DANA
OG0003432	CCAP1982_LOCUS4099|CAD6995381.1|CCAP	LOC6498910|XP_001955692.1|DANA
OG0003433	CCAP1982_LOCUS3890|CAD6995169.1|CCAP, CCAP1982_LOCUS3891|CAD6995170.1|CCAP	LOC6499023|XP_032311498.1|DANA
OG0003435	CCAP1982_LOCUS3071|CAD6994314.1|CCAP	LOC6501333|XP_001955010.3|DANA
OG0003436	CCAP1982_LOCUS2424|CAD6993614.1|CCAP	LOC6500188|XP_001953053.1|DANA
OG0003437	CCAP1982_LOCUS2425|CAD6993615.1|CCAP	LOC6500361|XP_014766511.1|DANA
OG0003438	CCAP1982_LOCUS2423|CAD6993613.1|CCAP	LOC6500362|XP_001953054.1|DANA
OG0003439	CCAP1982_LOCUS1479|CAD6992631.1|CCAP	LOC6498907|XP_001955697.1|DANA
OG0003440	CCAP1982_LOCUS3675|CAD6994941.1|CCAP	LOC6500286|XP_032310096.1|DANA
OG0003441	CCAP1982_LOCUS5321|CAD6996637.1|CCAP	LOC6497828|XP_001961531.1|DANA
OG0003442	CCAP1982_LOCUS1258|CAD6992394.1|CCAP	LOC6499380|XP_001954748.1|DANA
OG0003443	CCAP1982_LOCUS14943|CAD7006637.1|CCAP	LOC6506880|XP_001957071.1|DANA
OG0003444	CCAP1982_LOCUS14439|CAD7006107.1|CCAP	LOC6493701|XP_001958264.3|DANA
OG0003448	CCAP1982_LOCUS2752|CAD6993967.1|CCAP	LOC6500064|XP_001953292.1|DANA
OG0003449	CCAP1982_LOCUS3525|CAD6994794.1|CCAP	LOC6500692|XP_001953733.1|DANA
OG0003450	CCAP1982_LOCUS3696|CAD6994964.1|CCAP	LOC6507296|XP_032311346.1|DANA, LOC6499501|XP_001954499.1|DANA
OG0003451	CCAP1982_LOCUS76|CAD6991133.1|CCAP, CCAP1982_LOCUS75|CAD6991132.1|CCAP	LOC6499291|XP_001954932.1|DANA
OG0003452	CCAP1982_LOCUS73|CAD6991130.1|CCAP	LOC6501290|XP_001954933.1|DANA
OG0003453	CCAP1982_LOCUS373|CAD6991447.1|CCAP	LOC6506502|XP_001957758.1|DANA
OG0003454	CCAP1982_LOCUS6391|CAD6997761.1|CCAP	LOC6497804|XP_001961480.1|DANA
OG0003455	CCAP1982_LOCUS2452|CAD6993642.1|CCAP	LOC6500308|XP_001952940.1|DANA
OG0003456	CCAP1982_LOCUS23147|CAD7015197.1|CCAP	LOC6495663|XP_014763430.1|DANA
OG0003457	CCAP1982_LOCUS4329|CAD6995623.1|CCAP	LOC6498873|XP_032312221.1|DANA
OG0003458	CCAP1982_LOCUS4309|CAD6995602.1|CCAP, CCAP1982_LOCUS4312|CAD6995606.1|CCAP	LOC6500951|XP_032308928.1|DANA
OG0003459	CCAP1982_LOCUS363|CAD6991437.1|CCAP	LOC6505702|XP_001964425.1|DANA
OG0003460	CCAP1982_LOCUS4024|CAD6995305.1|CCAP	LOC6499775|XP_001953943.1|DANA
OG0003461	CCAP1982_LOCUS2426|CAD6993616.1|CCAP	LOC6500190|XP_001953051.3|DANA
OG0003463	CCAP1982_LOCUS3767|CAD6995037.1|CCAP	LOC6498958|XP_001955607.1|DANA
OG0003464	CCAP1982_LOCUS2536|CAD6993738.1|CCAP, CCAP1982_LOCUS2533|CAD6993735.1|CCAP	LOC6499681|XP_001954159.2|DANA
OG0003465	CCAP1982_LOCUS3523|CAD6994792.1|CCAP	LOC6499872|XP_001953732.1|DANA
OG0003466	CCAP1982_LOCUS4123|CAD6995405.1|CCAP	LOC6501539|XP_001955445.1|DANA
OG0003467	CCAP1982_LOCUS4096|CAD6995378.1|CCAP	LOC6500293|XP_001952901.1|DANA
OG0003468	CCAP1982_LOCUS1166|CAD6992298.1|CCAP	LOC6500287|XP_001952891.1|DANA
OG0003469	CCAP1982_LOCUS2027|CAD6993208.1|CCAP	LOC6501585|XP_001955523.1|DANA
OG0003470	CCAP1982_LOCUS2015|CAD6993193.1|CCAP	LOC6501549|XP_001955458.3|DANA
OG0003471	CCAP1982_LOCUS8797|CAD7000311.1|CCAP	LOC6497879|XP_001961634.1|DANA
OG0003472	CCAP1982_LOCUS6283|CAD6997652.1|CCAP	LOC6496972|XP_032311081.1|DANA
OG0003473	CCAP1982_LOCUS7925|CAD6999399.1|CCAP	LOC6496899|XP_001963186.1|DANA
OG0003474	CCAP1982_LOCUS3875|CAD6995154.1|CCAP	LOC6505869|XP_001964516.2|DANA
OG0003477	CCAP1982_LOCUS2284|CAD6993472.1|CCAP	LOC6500393|XP_001953126.1|DANA
OG0003478	CCAP1982_LOCUS3292|CAD6994552.1|CCAP	LOC6505650|XP_001964530.3|DANA
OG0003479	CCAP1982_LOCUS1053|CAD6992180.1|CCAP	LOC6500547|XP_001953432.1|DANA
OG0003480	CCAP1982_LOCUS2077|CAD6993260.1|CCAP	LOC6499188|XP_001955148.1|DANA
OG0003481	CCAP1982_LOCUS2076|CAD6993259.1|CCAP	LOC6499187|XP_001955149.1|DANA
OG0003482	CCAP1982_LOCUS2075|CAD6993258.1|CCAP, CCAP1982_LOCUS2074|CAD6993257.1|CCAP	LOC6499186|XP_032305340.1|DANA
OG0003483	CCAP1982_LOCUS2056|CAD6993239.1|CCAP	LOC6499167|XP_001955172.1|DANA
OG0003484	CCAP1982_LOCUS2209|CAD6993393.1|CCAP	LOC6501611|XP_001955591.1|DANA
OG0003485	CCAP1982_LOCUS2380|CAD6993568.1|CCAP	LOC6500373|XP_001953076.1|DANA
OG0003486	CCAP1982_LOCUS2382|CAD6993570.1|CCAP	LOC6500180|XP_001953074.1|DANA
OG0003487	CCAP1982_LOCUS2529|CAD6993731.1|CCAP	LOC6501185|XP_001954718.1|DANA
OG0003488	CCAP1982_LOCUS2704|CAD6993913.1|CCAP, CCAP1982_LOCUS2705|CAD6993914.1|CCAP	LOC6501473|XP_001955323.1|DANA
OG0003489	CCAP1982_LOCUS2593|CAD6993795.1|CCAP	LOC6500553|XP_032306498.1|DANA
OG0003490	CCAP1982_LOCUS2615|CAD6993818.1|CCAP	LOC6501707|XP_001955807.3|DANA
OG0003491	CCAP1982_LOCUS2647|CAD6993851.1|CCAP, CCAP1982_LOCUS2650|CAD6993854.1|CCAP	LOC6499083|XP_001955339.2|DANA
OG0003492	CCAP1982_LOCUS2875|CAD6994106.1|CCAP	LOC6501351|XP_001955048.1|DANA
OG0003493	CCAP1982_LOCUS1184|CAD6992316.1|CCAP, CCAP1982_LOCUS1183|CAD6992315.1|CCAP	LOC6499751|XP_032305632.1|DANA
OG0003494	CCAP1982_LOCUS2448|CAD6993638.1|CCAP	LOC6501278|XP_001954906.1|DANA
OG0003495	CCAP1982_LOCUS7670|CAD6999126.1|CCAP	LOC6497912|XP_001961700.1|DANA
OG0003496	CCAP1982_LOCUS55|CAD6991108.1|CCAP	LOC6501565|XP_001955482.1|DANA
OG0003497	CCAP1982_LOCUS1426|CAD6992578.1|CCAP	LOC6501085|XP_001954528.1|DANA
OG0003498	CCAP1982_LOCUS4163|CAD6995446.1|CCAP	LOC6498911|XP_001955690.2|DANA
OG0003499	CCAP1982_LOCUS3779|CAD6995053.1|CCAP	LOC6500000|XP_001953431.1|DANA
OG0003500	CCAP1982_LOCUS12413|CAD7003991.1|CCAP	LOC6497535|XP_001961888.1|DANA
OG0003501	CCAP1982_LOCUS2344|CAD6993532.1|CCAP, CCAP1982_LOCUS2343|CAD6993531.1|CCAP, CCAP1982_LOCUS2345|CAD6993533.1|CCAP	LOC6500167|XP_001953099.1|DANA
OG0003502	CCAP1982_LOCUS3909|CAD6995189.1|CCAP	LOC6499762|XP_001953970.1|DANA
OG0003503	CCAP1982_LOCUS3462|CAD6994729.1|CCAP	LOC6501362|XP_001955076.1|DANA
OG0003504	CCAP1982_LOCUS2035|CAD6993216.1|CCAP	LOC26514816|XP_014760929.1|DANA
OG0003505	CCAP1982_LOCUS1286|CAD6992424.1|CCAP, CCAP1982_LOCUS1285|CAD6992423.1|CCAP	LOC6499672|XP_032305764.1|DANA
OG0003506	CCAP1982_LOCUS1196|CAD6992331.1|CCAP, CCAP1982_LOCUS1195|CAD6992330.1|CCAP	LOC6501412|XP_014767026.1|DANA
OG0003507	CCAP1982_LOCUS4039|CAD6995321.1|CCAP, CCAP1982_LOCUS4038|CAD6995319.1|CCAP	LOC6500804|XP_032305789.1|DANA
OG0003508	CCAP1982_LOCUS11383|CAD7002917.1|CCAP	LOC6507572|XP_001955931.2|DANA
OG0003509	CCAP1982_LOCUS2841|CAD6994070.1|CCAP	LOC6505514|XP_032312368.1|DANA
OG0003510	CCAP1982_LOCUS7653|CAD6999108.1|CCAP	LOC6501506|XP_001955388.1|DANA
OG0003511	CCAP1982_LOCUS1325|CAD6992470.1|CCAP	LOC6499060|XP_032310920.1|DANA
OG0003512	CCAP1982_LOCUS1810|CAD6992979.1|CCAP	LOC6499051|XP_001955406.1|DANA
OG0003513	CCAP1982_LOCUS4017|CAD6995298.1|CCAP	LOC6499778|XP_001953938.1|DANA
OG0003514	CCAP1982_LOCUS3515|CAD6994784.1|CCAP	LOC6500686|XP_001953725.1|DANA
OG0003515	CCAP1982_LOCUS21020|CAD7012921.1|CCAP	LOC6495134|XP_001958981.1|DANA
OG0003516	CCAP1982_LOCUS2335|CAD6993523.1|CCAP	LOC6500163|XP_001953107.1|DANA
OG0003517	CCAP1982_LOCUS3547|CAD6994816.1|CCAP	LOC6500705|XP_001953761.1|DANA
OG0003518	CCAP1982_LOCUS3603|CAD6994868.1|CCAP, CCAP1982_LOCUS3643|CAD6994908.1|CCAP, CCAP1982_LOCUS3602|CAD6994867.1|CCAP	LOC6500586|XP_001953523.1|DANA
OG0003519	CCAP1982_LOCUS11421|CAD7002957.1|CCAP, CCAP1982_LOCUS11422|CAD7002958.1|CCAP, CCAP1982_LOCUS11423|CAD7002959.1|CCAP	LOC6507766|XP_014765467.1|DANA
OG0003520	CCAP1982_LOCUS11416|CAD7002952.1|CCAP	LOC6507770|XP_001956319.1|DANA
OG0003521	CCAP1982_LOCUS11429|CAD7002965.1|CCAP	LOC6507288|XP_001956307.1|DANA
OG0003522	CCAP1982_LOCUS22624|CAD7014633.1|CCAP, CCAP1982_LOCUS22621|CAD7014630.1|CCAP	LOC6494872|XP_001959512.1|DANA
OG0003523	CCAP1982_LOCUS7667|CAD6999123.1|CCAP	LOC6497913|XP_001961702.1|DANA
OG0003524	CCAP1982_LOCUS22854|CAD7014890.1|CCAP	LOC6502124|XP_001966164.1|DANA
OG0003525	CCAP1982_LOCUS23415|CAD7015476.1|CCAP	LOC6496431|XP_032306607.1|DANA
OG0003526	CCAP1982_LOCUS11316|CAD7002847.1|CCAP	LOC6499644|XP_032305433.1|DANA
OG0003527	CCAP1982_LOCUS22626|CAD7014635.1|CCAP	LOC6494570|XP_032307292.1|DANA
OG0003529	CCAP1982_LOCUS6459|CAD6997835.1|CCAP, CCAP1982_LOCUS6458|CAD6997834.1|CCAP	LOC6498567|XP_001963075.1|DANA
OG0003530	CCAP1982_LOCUS12403|CAD7003980.1|CCAP	LOC6506415|XP_001957921.1|DANA
OG0003531	CCAP1982_LOCUS11045|CAD7002557.1|CCAP	LOC6500608|XP_001953552.1|DANA
OG0003532	CCAP1982_LOCUS13293|CAD7004909.1|CCAP	LOC26514203|XP_014760174.1|DANA, LOC6506594|XP_001957580.1|DANA
OG0003533	CCAP1982_LOCUS11069|CAD7002582.1|CCAP	LOC6506994|XP_001956863.1|DANA
OG0003534	CCAP1982_LOCUS12129|CAD7003692.1|CCAP	LOC6507310|XP_001956271.2|DANA
OG0003535	CCAP1982_LOCUS11407|CAD7002942.1|CCAP	LOC6508045|XP_001955874.2|DANA
OG0003536	CCAP1982_LOCUS21804|CAD7013781.1|CCAP	LOC6493928|XP_014762464.1|DANA
OG0003537	CCAP1982_LOCUS21636|CAD7013581.1|CCAP	LOC6494955|XP_001959330.1|DANA
OG0003538	CCAP1982_LOCUS21619|CAD7013563.1|CCAP	LOC6494063|XP_001961057.1|DANA
OG0003539	CCAP1982_LOCUS21613|CAD7013555.1|CCAP	LOC6505292|XP_001964827.1|DANA
OG0003540	CCAP1982_LOCUS11357|CAD7002888.1|CCAP	LOC6507677|XP_001956128.1|DANA
OG0003541	CCAP1982_LOCUS3984|CAD6995263.1|CCAP	LOC6505874|XP_032305521.1|DANA
OG0003542	CCAP1982_LOCUS22394|CAD7014401.1|CCAP	LOC6494070|XP_032307151.1|DANA
OG0003543	CCAP1982_LOCUS7867|CAD6999340.1|CCAP	LOC6503948|XP_001963900.1|DANA
OG0003544	CCAP1982_LOCUS12760|CAD7004344.1|CCAP	LOC6507642|XP_001956061.1|DANA
OG0003545	CCAP1982_LOCUS14146|CAD7005798.1|CCAP	LOC6493838|XP_014764573.1|DANA
OG0003546	CCAP1982_LOCUS13560|CAD7005200.1|CCAP	LOC6493581|XP_001958037.1|DANA
OG0003547	CCAP1982_LOCUS22239|CAD7014236.1|CCAP	LOC6495910|XP_014763531.1|DANA
OG0003548	CCAP1982_LOCUS22755|CAD7014784.1|CCAP	LOC6494866|XP_014763031.1|DANA
OG0003549	CCAP1982_LOCUS22753|CAD7014782.1|CCAP	LOC6494865|XP_001959525.2|DANA
OG0003550	CCAP1982_LOCUS22380|CAD7014385.1|CCAP	LOC6495754|XP_001959504.1|DANA
OG0003551	CCAP1982_LOCUS22614|CAD7014623.1|CCAP	LOC6496068|XP_001960149.1|DANA
OG0003552	CCAP1982_LOCUS22722|CAD7014745.1|CCAP	LOC6495286|XP_001958700.2|DANA
OG0003553	CCAP1982_LOCUS22616|CAD7014625.1|CCAP	LOC6494875|XP_001959506.1|DANA
OG0003554	CCAP1982_LOCUS11950|CAD7003500.1|CCAP	LOC6493386|XP_001957649.3|DANA
OG0003555	CCAP1982_LOCUS13140|CAD7004747.1|CCAP	LOC6507013|XP_001956826.3|DANA
OG0003556	CCAP1982_LOCUS11725|CAD7003263.1|CCAP	LOC6493074|XP_001956990.2|DANA
OG0003557	CCAP1982_LOCUS11727|CAD7003265.1|CCAP	LOC6493075|XP_001956992.1|DANA
OG0003558	CCAP1982_LOCUS11602|CAD7003140.1|CCAP, CCAP1982_LOCUS11600|CAD7003138.1|CCAP	LOC6507352|XP_032310565.1|DANA
OG0003559	CCAP1982_LOCUS11205|CAD7002730.1|CCAP	LOC6507609|XP_001955996.1|DANA, LOC6500330|XP_032311923.1|DANA
OG0003560	CCAP1982_LOCUS13143|CAD7004750.1|CCAP	LOC6506504|XP_001957754.1|DANA
OG0003561	CCAP1982_LOCUS22042|CAD7014036.1|CCAP	LOC6495048|XP_001959172.3|DANA
OG0003562	CCAP1982_LOCUS22254|CAD7014251.1|CCAP	LOC6496073|XP_001960160.1|DANA
OG0003563	CCAP1982_LOCUS3245|CAD6994499.1|CCAP	LOC6501366|XP_001955086.1|DANA
OG0003564	CCAP1982_LOCUS13030|CAD7004635.1|CCAP	LOC6493505|XP_001957887.1|DANA
OG0003565	CCAP1982_LOCUS13066|CAD7004671.1|CCAP	LOC6507012|XP_001956827.3|DANA
OG0003566	CCAP1982_LOCUS2783|CAD6994002.1|CCAP	LOC6494436|XP_001965921.1|DANA
OG0003567	CCAP1982_LOCUS23392|CAD7015451.1|CCAP	LOC6494159|XP_032306167.1|DANA
OG0003568	CCAP1982_LOCUS22896|CAD7014933.1|CCAP	LOC6495317|XP_014763248.1|DANA
OG0003569	CCAP1982_LOCUS11485|CAD7003022.1|CCAP	LOC6507498|XP_001955884.1|DANA
OG0003570	CCAP1982_LOCUS21682|CAD7013635.1|CCAP	LOC6494065|XP_001961048.1|DANA
OG0003571	CCAP1982_LOCUS12914|CAD7004515.1|CCAP	LOC6507358|XP_001956178.2|DANA
OG0003572	CCAP1982_LOCUS22108|CAD7014102.1|CCAP	LOC6495950|XP_032307172.1|DANA
OG0003573	CCAP1982_LOCUS20153|CAD7012051.1|CCAP	LOC6494012|XP_001961148.1|DANA
OG0003574	CCAP1982_LOCUS13221|CAD7004832.1|CCAP	LOC6506603|XP_001957562.1|DANA
OG0003575	CCAP1982_LOCUS12171|CAD7003735.1|CCAP	LOC6493191|XP_032309928.1|DANA
OG0003576	CCAP1982_LOCUS11896|CAD7003442.1|CCAP	LOC6492979|XP_001956782.1|DANA
OG0003577	CCAP1982_LOCUS14910|CAD7006599.1|CCAP	LOC6493312|XP_001957504.1|DANA
OG0003578	CCAP1982_LOCUS11839|CAD7003380.1|CCAP	LOC6493443|XP_001957763.1|DANA
OG0003579	CCAP1982_LOCUS23067|CAD7015115.1|CCAP	LOC6496046|XP_001960111.1|DANA
OG0003580	CCAP1982_LOCUS19430|CAD7011325.1|CCAP	LOC6496022|XP_001960062.1|DANA
OG0003581	CCAP1982_LOCUS11518|CAD7003055.1|CCAP	LOC6507602|XP_014765348.1|DANA
OG0003582	CCAP1982_LOCUS13249|CAD7004864.1|CCAP	LOC6506462|XP_001957825.1|DANA
OG0003584	CCAP1982_LOCUS21831|CAD7013811.1|CCAP	LOC6495763|XP_001959522.2|DANA
OG0003586	CCAP1982_LOCUS19527|CAD7011427.1|CCAP	LOC6502738|XP_032311686.1|DANA
OG0003587	CCAP1982_LOCUS8444|CAD6999931.1|CCAP	LOC6497982|XP_001961838.1|DANA
OG0003588	CCAP1982_LOCUS1234|CAD6992370.1|CCAP	LOC6500654|XP_001953657.1|DANA
OG0003589	CCAP1982_LOCUS22779|CAD7014811.1|CCAP	LOC6494158|XP_001960852.1|DANA
OG0003590	CCAP1982_LOCUS11384|CAD7002918.1|CCAP	LOC6507479|XP_001955929.1|DANA
OG0003591	CCAP1982_LOCUS12774|CAD7004362.1|CCAP	LOC6493290|XP_014764307.1|DANA
OG0003592	CCAP1982_LOCUS10792|CAD7002301.1|CCAP	LOC6493299|XP_001957476.1|DANA
OG0003593	CCAP1982_LOCUS10943|CAD7002454.1|CCAP	LOC6506783|XP_032310585.1|DANA
OG0003594	CCAP1982_LOCUS12613|CAD7004194.1|CCAP	LOC6507748|XP_001956263.1|DANA
OG0003595	CCAP1982_LOCUS7244|CAD6998686.1|CCAP	LOC6495873|XP_001959761.1|DANA
OG0003596	CCAP1982_LOCUS21815|CAD7013794.1|CCAP	LOC6493933|XP_001961299.1|DANA
OG0003597	CCAP1982_LOCUS21803|CAD7013780.1|CCAP	LOC6496639|XP_001961309.1|DANA
OG0003598	CCAP1982_LOCUS13311|CAD7004928.1|CCAP	LOC6507364|XP_032310347.1|DANA
OG0003599	CCAP1982_LOCUS11327|CAD7002857.1|CCAP	LOC6497721|XP_001961490.1|DANA
OG0003600	CCAP1982_LOCUS14954|CAD7006649.1|CCAP, CCAP1982_LOCUS14955|CAD7006652.1|CCAP	LOC6506959|XP_014764987.1|DANA
OG0003601	CCAP1982_LOCUS7215|CAD6998647.1|CCAP	LOC6495079|XP_001959107.1|DANA
OG0003602	CCAP1982_LOCUS21885|CAD7013867.1|CCAP	LOC6495921|XP_001959859.1|DANA
OG0003603	CCAP1982_LOCUS13002|CAD7004607.1|CCAP	LOC26513699|XP_014765521.1|DANA
OG0003604	CCAP1982_LOCUS4226|CAD6995513.1|CCAP	LOC6497251|XP_032307354.1|DANA
OG0003605	CCAP1982_LOCUS3866|CAD6995143.1|CCAP	LOC6501510|XP_001955394.1|DANA
OG0003606	CCAP1982_LOCUS19954|CAD7011845.1|CCAP	LOC6496077|XP_001960170.2|DANA
OG0003607	CCAP1982_LOCUS23337|CAD7015393.1|CCAP	LOC6494538|XP_001960143.1|DANA
OG0003608	CCAP1982_LOCUS12329|CAD7003900.1|CCAP	LOC6493455|XP_001957785.1|DANA
OG0003609	CCAP1982_LOCUS22494|CAD7014492.1|CCAP	LOC6494814|XP_001959609.1|DANA
OG0003610	CCAP1982_LOCUS14171|CAD7005827.1|CCAP	LOC6507211|XP_001956467.1|DANA
OG0003611	CCAP1982_LOCUS12836|CAD7004427.1|CCAP	LOC6506226|XP_032310692.1|DANA
OG0003613	CCAP1982_LOCUS22009|CAD7014002.1|CCAP	LOC6494575|XP_001960074.1|DANA
OG0003614	CCAP1982_LOCUS22010|CAD7014003.1|CCAP	LOC6494574|XP_001960075.1|DANA
OG0003615	CCAP1982_LOCUS7100|CAD6998511.1|CCAP	LOC6495895|XP_001959801.1|DANA
OG0003616	CCAP1982_LOCUS22733|CAD7014759.1|CCAP	LOC6495846|XP_001959705.1|DANA
OG0003617	CCAP1982_LOCUS22201|CAD7014196.1|CCAP, CCAP1982_LOCUS22200|CAD7014195.1|CCAP	LOC6495368|XP_001958677.2|DANA
OG0003618	CCAP1982_LOCUS22202|CAD7014197.1|CCAP	LOC6495299|XP_001958675.2|DANA, LOC6495298|XP_032306983.1|DANA
OG0003619	CCAP1982_LOCUS23246|CAD7015301.1|CCAP, CCAP1982_LOCUS23245|CAD7015300.1|CCAP, CCAP1982_LOCUS23238|CAD7015292.1|CCAP	LOC6495770|XP_001959541.1|DANA
OG0003620	CCAP1982_LOCUS7174|CAD6998596.1|CCAP	LOC6494239|XP_001960680.1|DANA
OG0003621	CCAP1982_LOCUS12840|CAD7004432.1|CCAP, CCAP1982_LOCUS12855|CAD7004449.1|CCAP	LOC6493720|XP_001958306.1|DANA
OG0003622	CCAP1982_LOCUS12854|CAD7004448.1|CCAP, CCAP1982_LOCUS12839|CAD7004430.1|CCAP	LOC6493721|XP_014764506.1|DANA
OG0003623	CCAP1982_LOCUS20556|CAD7012478.1|CCAP	LOC6496534|XP_001961091.1|DANA
OG0003624	CCAP1982_LOCUS23352|CAD7015409.1|CCAP	LOC6495917|XP_001959851.1|DANA
OG0003625	CCAP1982_LOCUS21462|CAD7013397.1|CCAP	LOC6494576|XP_001960072.1|DANA
OG0003626	CCAP1982_LOCUS21714|CAD7013671.1|CCAP	LOC6495885|XP_001959782.1|DANA
OG0003627	CCAP1982_LOCUS21785|CAD7013758.1|CCAP	LOC6496597|XP_032311616.1|DANA
OG0003628	CCAP1982_LOCUS22904|CAD7014941.1|CCAP	LOC6495353|XP_001958644.1|DANA
OG0003629	CCAP1982_LOCUS23130|CAD7015177.1|CCAP	LOC6494846|XP_001959563.1|DANA
OG0003630	CCAP1982_LOCUS21095|CAD7013006.1|CCAP, CCAP1982_LOCUS21096|CAD7013007.1|CCAP	LOC6496319|XP_001960691.1|DANA
OG0003631	CCAP1982_LOCUS14526|CAD7006198.1|CCAP	LOC6493588|XP_001958049.1|DANA
OG0003633	CCAP1982_LOCUS22604|CAD7014613.1|CCAP	LOC6494673|XP_001959887.1|DANA
OG0003634	CCAP1982_LOCUS11200|CAD7002725.1|CCAP	LOC6506966|XP_001956907.1|DANA
OG0003635	CCAP1982_LOCUS13302|CAD7004919.1|CCAP	LOC6493079|XP_032310366.1|DANA
OG0003636	CCAP1982_LOCUS21736|CAD7013695.1|CCAP	LOC6495082|XP_001959103.1|DANA
OG0003637	CCAP1982_LOCUS21955|CAD7013945.1|CCAP	LOC6496236|XP_001960512.1|DANA
OG0003638	CCAP1982_LOCUS11671|CAD7003211.1|CCAP	LOC6493711|XP_001958287.2|DANA
OG0003639	CCAP1982_LOCUS7721|CAD6999185.1|CCAP	LOC6504555|XP_001964918.1|DANA
OG0003640	CCAP1982_LOCUS21863|CAD7013843.1|CCAP	LOC6494733|XP_001959765.1|DANA
OG0003641	CCAP1982_LOCUS22381|CAD7014386.1|CCAP	LOC6494965|XP_001959315.1|DANA
OG0003642	CCAP1982_LOCUS22389|CAD7014395.1|CCAP	LOC6496503|XP_001961031.1|DANA
OG0003643	CCAP1982_LOCUS22398|CAD7014406.1|CCAP	LOC6496310|XP_032306103.1|DANA
OG0003644	CCAP1982_LOCUS21838|CAD7013818.1|CCAP	LOC6494000|XP_014762519.1|DANA
OG0003645	CCAP1982_LOCUS13195|CAD7004806.1|CCAP, CCAP1982_LOCUS13210|CAD7004821.1|CCAP	LOC6506882|XP_001957067.1|DANA
OG0003647	CCAP1982_LOCUS13190|CAD7004801.1|CCAP, CCAP1982_LOCUS13204|CAD7004815.1|CCAP	LOC6506380|XP_001957988.1|DANA
OG0003648	CCAP1982_LOCUS8271|CAD6999748.1|CCAP	LOC6504210|XP_001965150.1|DANA
OG0003649	CCAP1982_LOCUS4182|CAD6995467.1|CCAP	LOC6499894|XP_001953682.1|DANA
OG0003651	CCAP1982_LOCUS12955|CAD7004559.1|CCAP	LOC6499003|XP_001955530.1|DANA
OG0003652	CCAP1982_LOCUS14449|CAD7006117.1|CCAP	LOC6507738|XP_001956245.1|DANA
OG0003653	CCAP1982_LOCUS14514|CAD7006185.1|CCAP	LOC6493713|XP_001958290.1|DANA
OG0003654	CCAP1982_LOCUS14925|CAD7006617.1|CCAP	LOC6492976|XP_001956777.1|DANA
OG0003655	CCAP1982_LOCUS7863|CAD6999336.1|CCAP	LOC6498435|XP_001962814.1|DANA
OG0003656	CCAP1982_LOCUS14435|CAD7006103.1|CCAP	LOC6506209|XP_032309866.1|DANA
OG0003657	CCAP1982_LOCUS12806|CAD7004396.1|CCAP	LOC6493482|XP_001957843.1|DANA
OG0003658	CCAP1982_LOCUS4952|CAD6996269.1|CCAP	LOC6499333|XP_001954849.1|DANA
OG0003659	CCAP1982_LOCUS14429|CAD7006097.1|CCAP	LOC6493699|XP_014764497.1|DANA, LOC6493698|XP_001958259.1|DANA
