Orthogroup	CCAP.longest_only	AALB.longest_only
OG0004155	CCAP1982_LOCUS4683|CAD6995973.1|CCAP	LOC118461868|XP_035783583.1|AALB
OG0004157	CCAP1982_LOCUS4311|CAD6995604.1|CCAP	LOC118458728|XP_035777388.1|AALB
OG0004158	CCAP1982_LOCUS10978|CAD7002489.1|CCAP	LOC118461932|XP_035783699.1|AALB
OG0004159	CCAP1982_LOCUS685|CAD6991780.1|CCAP	LOC118461938|XP_035783706.1|AALB
OG0004160	CCAP1982_LOCUS11609|CAD7003148.1|CCAP	LOC118461930|XP_035783697.1|AALB
OG0004161	CCAP1982_LOCUS597|CAD6991684.1|CCAP	LOC118460596|XP_035780915.1|AALB
OG0004162	CCAP1982_LOCUS4533|CAD6995831.1|CCAP, CCAP1982_LOCUS698|CAD6991794.1|CCAP, CCAP1982_LOCUS4534|CAD6995832.1|CCAP	LOC118461066|XP_035781851.1|AALB
OG0004163	CCAP1982_LOCUS850|CAD6991962.1|CCAP	LOC118456539|XP_035773279.1|AALB
OG0004164	CCAP1982_LOCUS4677|CAD6995966.1|CCAP	LOC118468982|XP_035796266.1|AALB
OG0004165	CCAP1982_LOCUS19717|CAD7011628.1|CCAP	LOC118468988|XP_035796295.1|AALB
OG0004166	CCAP1982_LOCUS21133|CAD7013051.1|CCAP	LOC118456565|XP_035773326.1|AALB
OG0004167	CCAP1982_LOCUS5177|CAD6996509.1|CCAP	LOC118468515|XP_035795246.1|AALB
OG0004168	CCAP1982_LOCUS2525|CAD6993726.1|CCAP	LOC118457810|XP_035775563.1|AALB
OG0004173	CCAP1982_LOCUS19432|CAD7011327.1|CCAP	LOC118460855|XP_035781454.1|AALB
OG0004174	CCAP1982_LOCUS20560|CAD7012483.1|CCAP	LOC118460852|XP_035781449.1|AALB
OG0004175	CCAP1982_LOCUS19897|CAD7011786.1|CCAP	LOC118461398|XP_035782556.1|AALB
OG0004176	CCAP1982_LOCUS14900|CAD7006589.1|CCAP	LOC118461799|XP_035783435.1|AALB
OG0004177	CCAP1982_LOCUS779|CAD6991888.1|CCAP	LOC118460771|XP_035781259.1|AALB
OG0004178	CCAP1982_LOCUS1014|CAD6992135.1|CCAP	LOC118460712|XP_035781135.1|AALB
OG0004180	CCAP1982_LOCUS994|CAD6992110.1|CCAP	LOC118457205|XP_035774453.1|AALB
OG0004181	CCAP1982_LOCUS4887|CAD6996197.1|CCAP	LOC118460051|XP_035779921.1|AALB
OG0004182	CCAP1982_LOCUS11202|CAD7002727.1|CCAP	LOC118461609|XP_035783028.1|AALB
OG0004183	CCAP1982_LOCUS11208|CAD7002733.1|CCAP	LOC118461610|XP_035783037.1|AALB
OG0004184	CCAP1982_LOCUS12747|CAD7004328.1|CCAP	LOC118460872|XP_035781500.1|AALB
OG0004185	CCAP1982_LOCUS8866|CAD7000391.1|CCAP	LOC118460511|XP_035780768.1|AALB
OG0004187	CCAP1982_LOCUS803|CAD6991914.1|CCAP	LOC118459040|XP_035777954.1|AALB
OG0004188	CCAP1982_LOCUS761|CAD6991867.1|CCAP	LOC118460899|XP_035781534.1|AALB
OG0004189	CCAP1982_LOCUS239|CAD6991310.1|CCAP	LOC118461487|XP_035782760.1|AALB
OG0004190	CCAP1982_LOCUS4392|CAD6995685.1|CCAP	LOC118457405|XP_035774863.1|AALB
OG0004191	CCAP1982_LOCUS4388|CAD6995681.1|CCAP	LOC118457408|XP_035774869.1|AALB
OG0004192	CCAP1982_LOCUS4412|CAD6995705.1|CCAP	LOC118460482|XP_035780717.1|AALB
OG0004194	CCAP1982_LOCUS641|CAD6991730.1|CCAP, CCAP1982_LOCUS642|CAD6991731.1|CCAP	LOC118458507|XP_035776967.1|AALB
OG0004196	CCAP1982_LOCUS4909|CAD6996221.1|CCAP, CCAP1982_LOCUS4910|CAD6996222.1|CCAP	LOC118458499|XP_035776946.1|AALB
OG0004197	CCAP1982_LOCUS4973|CAD6996289.1|CCAP	LOC118458514|XP_035776978.1|AALB
OG0004198	CCAP1982_LOCUS4888|CAD6996198.1|CCAP	LOC118457759|XP_035775471.1|AALB
OG0004199	CCAP1982_LOCUS4967|CAD6996284.1|CCAP	LOC118457390|XP_035774820.1|AALB
OG0004200	CCAP1982_LOCUS19719|CAD7011630.1|CCAP	LOC118459513|XP_035778849.1|AALB
OG0004201	CCAP1982_LOCUS2523|CAD6993724.1|CCAP	LOC118459511|XP_035778847.1|AALB
OG0004202	CCAP1982_LOCUS778|CAD6991887.1|CCAP	LOC118459517|XP_035778852.1|AALB
OG0004203	CCAP1982_LOCUS5076|CAD6996402.1|CCAP	LOC118459518|XP_035778854.1|AALB
OG0004204	CCAP1982_LOCUS13381|CAD7005006.1|CCAP	LOC118461500|XP_035782816.1|AALB
OG0004205	CCAP1982_LOCUS12289|CAD7003859.1|CCAP	LOC118460426|XP_035780610.1|AALB
OG0004206	CCAP1982_LOCUS640|CAD6991727.1|CCAP	LOC118461302|XP_035782380.1|AALB
OG0004207	CCAP1982_LOCUS4424|CAD6995717.1|CCAP	LOC118461315|XP_035782404.1|AALB
OG0004208	CCAP1982_LOCUS5119|CAD6996447.1|CCAP	LOC118461313|XP_035782400.1|AALB
OG0004209	CCAP1982_LOCUS2834|CAD6994062.1|CCAP	LOC118468873|XP_035796052.1|AALB
OG0004210	CCAP1982_LOCUS2801|CAD6994024.1|CCAP	LOC118459007|XP_035777904.1|AALB
OG0004211	CCAP1982_LOCUS8564|CAD7000060.1|CCAP	LOC118460371|XP_035780516.1|AALB
OG0004212	CCAP1982_LOCUS4529|CAD6995827.1|CCAP	LOC118460069|XP_035779961.1|AALB
OG0004213	CCAP1982_LOCUS4961|CAD6996278.1|CCAP	LOC118457973|XP_035775911.1|AALB
OG0004214	CCAP1982_LOCUS19735|CAD7011649.1|CCAP	LOC118456645|XP_035773477.1|AALB
OG0004215	CCAP1982_LOCUS19619|CAD7011530.1|CCAP	LOC118459335|XP_035778497.1|AALB
OG0004216	CCAP1982_LOCUS13608|CAD7005251.1|CCAP	LOC118461982|XP_035783806.1|AALB
OG0004217	CCAP1982_LOCUS11285|CAD7002814.1|CCAP	LOC118461981|XP_035783805.1|AALB
OG0004218	CCAP1982_LOCUS20276|CAD7012174.1|CCAP	LOC118460833|XP_035781389.1|AALB
OG0004219	CCAP1982_LOCUS444|CAD6991525.1|CCAP	LOC118468296|XP_035794917.1|AALB
OG0004220	CCAP1982_LOCUS4802|CAD6996102.1|CCAP	LOC118458457|XP_035776843.1|AALB
OG0004221	CCAP1982_LOCUS504|CAD6991586.1|CCAP	LOC118459449|XP_035778743.1|AALB
OG0004222	CCAP1982_LOCUS383|CAD6991458.1|CCAP	LOC118459450|XP_035778744.1|AALB
OG0004223	CCAP1982_LOCUS385|CAD6991460.1|CCAP	LOC118459823|XP_035779474.1|AALB
OG0004224	CCAP1982_LOCUS4556|CAD6995855.1|CCAP	LOC118459822|XP_035779471.1|AALB
OG0004226	CCAP1982_LOCUS4771|CAD6996064.1|CCAP	LOC118468794|XP_035795895.1|AALB
OG0004227	CCAP1982_LOCUS5073|CAD6996398.1|CCAP	LOC118456743|XP_035773688.1|AALB
OG0004228	CCAP1982_LOCUS5074|CAD6996400.1|CCAP	LOC118457967|XP_035775902.1|AALB
OG0004231	CCAP1982_LOCUS12731|CAD7004311.1|CCAP	LOC118468592|XP_035795439.1|AALB
OG0004232	CCAP1982_LOCUS12728|CAD7004308.1|CCAP	LOC118468594|XP_035795443.1|AALB
OG0004233	CCAP1982_LOCUS12727|CAD7004307.1|CCAP	LOC118468593|XP_035795440.1|AALB
OG0004234	CCAP1982_LOCUS12713|CAD7004293.1|CCAP	LOC118460617|XP_035780952.1|AALB
OG0004235	CCAP1982_LOCUS602|CAD6991689.1|CCAP	LOC118458220|XP_035776372.1|AALB
OG0004236	CCAP1982_LOCUS581|CAD6991668.1|CCAP	LOC118457709|XP_035775382.1|AALB
OG0004238	CCAP1982_LOCUS4868|CAD6996176.1|CCAP	LOC118461501|XP_035782818.1|AALB
OG0004239	CCAP1982_LOCUS517|CAD6991600.1|CCAP	LOC118461504|XP_035782823.1|AALB
OG0004240	CCAP1982_LOCUS1006|CAD6992125.1|CCAP	LOC118461496|XP_035782813.1|AALB
OG0004241	CCAP1982_LOCUS4244|CAD6995533.1|CCAP	LOC118458757|XP_035777443.1|AALB
OG0004242	CCAP1982_LOCUS249|CAD6991320.1|CCAP	LOC118458758|XP_035777444.1|AALB
OG0004243	CCAP1982_LOCUS12059|CAD7003617.1|CCAP	LOC118459351|XP_035778527.1|AALB
OG0004244	CCAP1982_LOCUS2601|CAD6993805.1|CCAP	LOC118459362|XP_035778553.1|AALB
OG0004245	CCAP1982_LOCUS12883|CAD7004478.1|CCAP	LOC118459361|XP_035778552.1|AALB
OG0004246	CCAP1982_LOCUS13443|CAD7005079.1|CCAP	LOC118461255|XP_035782263.1|AALB
OG0004248	CCAP1982_LOCUS19693|CAD7011604.1|CCAP	LOC118459611|XP_035779062.1|AALB
OG0004249	CCAP1982_LOCUS11315|CAD7002846.1|CCAP	LOC118456524|XP_035773261.1|AALB
OG0004252	CCAP1982_LOCUS687|CAD6991782.1|CCAP	LOC118456510|XP_035773237.1|AALB
OG0004253	CCAP1982_LOCUS265|CAD6991336.1|CCAP	LOC118458309|XP_035776537.1|AALB
OG0004254	CCAP1982_LOCUS14677|CAD7006355.1|CCAP	LOC118460179|XP_035780176.1|AALB
OG0004257	CCAP1982_LOCUS22697|CAD7014717.1|CCAP	LOC118459353|XP_035778530.1|AALB
OG0004258	CCAP1982_LOCUS4253|CAD6995542.1|CCAP	LOC118458591|XP_035777148.1|AALB
OG0004259	CCAP1982_LOCUS20332|CAD7012235.1|CCAP	LOC118458594|XP_035777152.1|AALB
OG0004260	CCAP1982_LOCUS4546|CAD6995845.1|CCAP, CCAP1982_LOCUS4545|CAD6995844.1|CCAP	LOC118458138|XP_035776219.1|AALB
OG0004261	CCAP1982_LOCUS4561|CAD6995860.1|CCAP	LOC118458143|XP_035776230.1|AALB
OG0004262	CCAP1982_LOCUS4940|CAD6996257.1|CCAP	LOC118460021|XP_035779846.1|AALB
OG0004263	CCAP1982_LOCUS4505|CAD6995801.1|CCAP, CCAP1982_LOCUS4501|CAD6995797.1|CCAP, CCAP1982_LOCUS4507|CAD6995803.1|CCAP	LOC118460826|XP_035781362.1|AALB
OG0004264	CCAP1982_LOCUS4358|CAD6995651.1|CCAP, CCAP1982_LOCUS4362|CAD6995655.1|CCAP	LOC118461485|XP_035782754.1|AALB
OG0004265	CCAP1982_LOCUS4383|CAD6995676.1|CCAP, CCAP1982_LOCUS4384|CAD6995677.1|CCAP, CCAP1982_LOCUS4385|CAD6995678.1|CCAP	LOC118457290|XP_035774645.1|AALB
OG0004266	CCAP1982_LOCUS4594|CAD6995893.1|CCAP, CCAP1982_LOCUS4597|CAD6995896.1|CCAP	LOC118466582|XP_035792035.1|AALB
OG0004267	CCAP1982_LOCUS522|CAD6991607.1|CCAP	LOC118466588|XP_035792040.1|AALB
OG0004268	CCAP1982_LOCUS20854|CAD7012750.1|CCAP, CCAP1982_LOCUS20851|CAD7012747.1|CCAP	LOC118466380|XP_035791498.1|AALB
OG0004269	CCAP1982_LOCUS19685|CAD7011596.1|CCAP	LOC118467516|XP_035793964.1|AALB
OG0004271	CCAP1982_LOCUS20302|CAD7012201.1|CCAP	LOC118460020|XP_035779844.1|AALB
OG0004272	CCAP1982_LOCUS4340|CAD6995634.1|CCAP	LOC118467522|XP_035793977.1|AALB
OG0004273	CCAP1982_LOCUS161|CAD6991223.1|CCAP	LOC118467523|XP_035793978.1|AALB
OG0004276	CCAP1982_LOCUS14007|CAD7005650.1|CCAP	LOC118464190|XP_035787241.1|AALB
OG0004279	CCAP1982_LOCUS7486|CAD6998940.1|CCAP	LOC118466565|XP_035792001.1|AALB
OG0004281	CCAP1982_LOCUS21015|CAD7012916.1|CCAP	LOC118463300|XP_035785678.1|AALB
OG0004282	CCAP1982_LOCUS20192|CAD7012092.1|CCAP	LOC118466844|XP_035792559.1|AALB
OG0004283	CCAP1982_LOCUS20191|CAD7012091.1|CCAP	LOC118466850|XP_035792571.1|AALB
OG0004284	CCAP1982_LOCUS14047|CAD7005695.1|CCAP	LOC118466876|XP_035792624.1|AALB
OG0004285	CCAP1982_LOCUS1989|CAD6993164.1|CCAP	LOC118465681|XP_035790004.1|AALB
OG0004286	CCAP1982_LOCUS14014|CAD7005657.1|CCAP	LOC118466855|XP_035792576.1|AALB
OG0004287	CCAP1982_LOCUS14015|CAD7005658.1|CCAP	LOC118466860|XP_035792588.1|AALB
OG0004288	CCAP1982_LOCUS14023|CAD7005668.1|CCAP	LOC118466862|XP_035792591.1|AALB
OG0004289	CCAP1982_LOCUS13561|CAD7005201.1|CCAP	LOC118464429|XP_035787685.1|AALB
OG0004290	CCAP1982_LOCUS7141|CAD6998557.1|CCAP	LOC118465571|XP_035789826.1|AALB
OG0004291	CCAP1982_LOCUS20635|CAD7012550.1|CCAP	LOC118463564|XP_035786096.1|AALB
OG0004292	CCAP1982_LOCUS11660|CAD7003198.1|CCAP	LOC118464155|XP_035787175.1|AALB
OG0004293	CCAP1982_LOCUS14311|CAD7005973.1|CCAP	LOC118464157|XP_035787183.1|AALB
OG0004294	CCAP1982_LOCUS12288|CAD7003858.1|CCAP	LOC118464851|XP_035788445.1|AALB
OG0004295	CCAP1982_LOCUS14230|CAD7005890.1|CCAP	LOC118462610|XP_035784334.1|AALB
OG0004296	CCAP1982_LOCUS14227|CAD7005885.1|CCAP	LOC118462614|XP_035784340.1|AALB
OG0004297	CCAP1982_LOCUS19484|CAD7011384.1|CCAP	LOC118464096|XP_035787058.1|AALB
OG0004298	CCAP1982_LOCUS19985|CAD7011873.1|CCAP	LOC118463372|XP_035785788.1|AALB
OG0004299	CCAP1982_LOCUS19595|CAD7011499.1|CCAP	LOC118465907|XP_035790473.1|AALB
OG0004300	CCAP1982_LOCUS19690|CAD7011601.1|CCAP	LOC118463731|XP_035786418.1|AALB
OG0004301	CCAP1982_LOCUS11662|CAD7003201.1|CCAP	LOC118463727|XP_035786414.1|AALB
OG0004302	CCAP1982_LOCUS19591|CAD7011493.1|CCAP	LOC118463171|XP_035785459.1|AALB
OG0004303	CCAP1982_LOCUS19644|CAD7011556.1|CCAP	LOC118465667|XP_035789980.1|AALB
OG0004304	CCAP1982_LOCUS19646|CAD7011558.1|CCAP	LOC118465669|XP_035789983.1|AALB
OG0004305	CCAP1982_LOCUS20617|CAD7012534.1|CCAP	LOC118465727|XP_035790067.1|AALB
OG0004306	CCAP1982_LOCUS19772|CAD7011688.1|CCAP	LOC118466737|XP_035792312.1|AALB
OG0004307	CCAP1982_LOCUS19785|CAD7011701.1|CCAP	LOC118465558|XP_035789800.1|AALB
OG0004308	CCAP1982_LOCUS20503|CAD7012417.1|CCAP	LOC118465562|XP_035789806.1|AALB
OG0004309	CCAP1982_LOCUS9212|CAD7000739.1|CCAP, CCAP1982_LOCUS12833|CAD7004424.1|CCAP	LOC118464421|XP_035787673.1|AALB
OG0004310	CCAP1982_LOCUS20266|CAD7012164.1|CCAP, CCAP1982_LOCUS20267|CAD7012165.1|CCAP	LOC118466593|XP_035792048.1|AALB
OG0004311	CCAP1982_LOCUS13945|CAD7005585.1|CCAP	LOC118466258|XP_035791206.1|AALB
OG0004312	CCAP1982_LOCUS19468|CAD7011364.1|CCAP	LOC118467659|XP_035794297.1|AALB
OG0004313	CCAP1982_LOCUS20810|CAD7012703.1|CCAP	LOC118467657|XP_035794290.1|AALB
OG0004314	CCAP1982_LOCUS20886|CAD7012784.1|CCAP	LOC118467441|XP_035793838.1|AALB
OG0004315	CCAP1982_LOCUS20483|CAD7012393.1|CCAP	LOC118467447|XP_035793843.1|AALB
OG0004316	CCAP1982_LOCUS20231|CAD7012133.1|CCAP	LOC118465888|XP_035790432.1|AALB
OG0004317	CCAP1982_LOCUS21017|CAD7012918.1|CCAP	LOC118467212|XP_035793333.1|AALB
OG0004318	CCAP1982_LOCUS19469|CAD7011365.1|CCAP	LOC118465500|XP_035789698.1|AALB
OG0004319	CCAP1982_LOCUS20313|CAD7012214.1|CCAP	LOC118463728|XP_035786415.1|AALB
OG0004320	CCAP1982_LOCUS19919|CAD7011809.1|CCAP	LOC118467139|XP_035793153.1|AALB
OG0004321	CCAP1982_LOCUS5519|CAD6996843.1|CCAP	LOC118462661|XP_035784446.1|AALB
OG0004322	CCAP1982_LOCUS1150|CAD6992282.1|CCAP	LOC118464863|XP_035788470.1|AALB
OG0004324	CCAP1982_LOCUS7061|CAD6998464.1|CCAP	LOC118466016|XP_035790721.1|AALB
OG0004325	CCAP1982_LOCUS20491|CAD7012403.1|CCAP	LOC118466015|XP_035790720.1|AALB
OG0004326	CCAP1982_LOCUS20495|CAD7012408.1|CCAP	LOC118463619|XP_035786205.1|AALB
OG0004329	CCAP1982_LOCUS21125|CAD7013042.1|CCAP	LOC118463193|XP_035785516.1|AALB
OG0004330	CCAP1982_LOCUS21139|CAD7013058.1|CCAP	LOC118465586|XP_035789848.1|AALB
OG0004331	CCAP1982_LOCUS20282|CAD7012180.1|CCAP	LOC118466979|XP_035792786.1|AALB
OG0004332	CCAP1982_LOCUS5850|CAD6997212.1|CCAP, CCAP1982_LOCUS5685|CAD6997026.1|CCAP	LOC118464740|XP_035788243.1|AALB
OG0004333	CCAP1982_LOCUS8606|CAD7000111.1|CCAP	LOC118464739|XP_035788242.1|AALB
OG0004334	CCAP1982_LOCUS7401|CAD6998852.1|CCAP	LOC118463601|XP_035786153.1|AALB
OG0004335	CCAP1982_LOCUS20911|CAD7012811.1|CCAP, CCAP1982_LOCUS20912|CAD7012812.1|CCAP	LOC118466330|XP_035791343.1|AALB
OG0004336	CCAP1982_LOCUS20900|CAD7012800.1|CCAP	LOC118464331|XP_035787540.1|AALB
OG0004337	CCAP1982_LOCUS8867|CAD7000392.1|CCAP	LOC118466335|XP_035791347.1|AALB
OG0004338	CCAP1982_LOCUS20627|CAD7012541.1|CCAP	LOC118463655|XP_035786292.1|AALB
OG0004339	CCAP1982_LOCUS20486|CAD7012396.1|CCAP	LOC118465481|XP_035789676.1|AALB, LOC118465480|XP_035789675.1|AALB
OG0004340	CCAP1982_LOCUS20485|CAD7012395.1|CCAP	LOC118465479|XP_035789674.1|AALB
OG0004341	CCAP1982_LOCUS20884|CAD7012781.1|CCAP	LOC118467825|XP_035794608.1|AALB
OG0004342	CCAP1982_LOCUS19844|CAD7011732.1|CCAP, CCAP1982_LOCUS19847|CAD7011735.1|CCAP	LOC118466997|XP_035792813.1|AALB
OG0004343	CCAP1982_LOCUS20612|CAD7012529.1|CCAP, CCAP1982_LOCUS20611|CAD7012528.1|CCAP	LOC118466999|XP_035792817.1|AALB
OG0004344	CCAP1982_LOCUS20599|CAD7012516.1|CCAP	LOC118463703|XP_035786384.1|AALB
OG0004345	CCAP1982_LOCUS20472|CAD7012380.1|CCAP	LOC118463762|XP_035786469.1|AALB
OG0004346	CCAP1982_LOCUS20474|CAD7012382.1|CCAP	LOC118463387|XP_035785823.1|AALB
OG0004347	CCAP1982_LOCUS20479|CAD7012387.1|CCAP, CCAP1982_LOCUS20480|CAD7012388.1|CCAP	LOC118467707|XP_035794384.1|AALB
OG0004348	CCAP1982_LOCUS21114|CAD7013029.1|CCAP	LOC118465216|XP_035789100.1|AALB
OG0004349	CCAP1982_LOCUS21124|CAD7013040.1|CCAP	LOC118466061|XP_035790804.1|AALB
OG0004350	CCAP1982_LOCUS20216|CAD7012117.1|CCAP	LOC118465515|XP_035789726.1|AALB
OG0004351	CCAP1982_LOCUS19464|CAD7011362.1|CCAP	LOC118465969|XP_035790614.1|AALB
OG0004352	CCAP1982_LOCUS2753|CAD6993968.1|CCAP	LOC118466373|XP_035791490.1|AALB
OG0004353	CCAP1982_LOCUS2747|CAD6993962.1|CCAP	LOC118462561|XP_035784243.1|AALB
OG0004354	CCAP1982_LOCUS2751|CAD6993966.1|CCAP	LOC118462563|XP_035784245.1|AALB
OG0004355	CCAP1982_LOCUS5165|CAD6996496.1|CCAP, CCAP1982_LOCUS5164|CAD6996495.1|CCAP	LOC118462912|XP_035784906.1|AALB
OG0004356	CCAP1982_LOCUS20165|CAD7012063.1|CCAP	LOC118465163|XP_035789014.1|AALB
OG0004358	CCAP1982_LOCUS21032|CAD7012936.1|CCAP	LOC118463739|XP_035786426.1|AALB
OG0004359	CCAP1982_LOCUS21069|CAD7012978.1|CCAP	LOC118463560|XP_035786089.1|AALB
OG0004360	CCAP1982_LOCUS11657|CAD7003195.1|CCAP	LOC118464752|XP_035788264.1|AALB
OG0004361	CCAP1982_LOCUS124|CAD6991186.1|CCAP	LOC118458930|XP_035777793.1|AALB
OG0004362	CCAP1982_LOCUS11528|CAD7003065.1|CCAP	LOC118467395|XP_035793751.1|AALB
OG0004364	CCAP1982_LOCUS19437|CAD7011332.1|CCAP	LOC118464724|XP_035788197.1|AALB
OG0004365	CCAP1982_LOCUS20373|CAD7012277.1|CCAP	LOC118463923|XP_035786773.1|AALB
OG0004366	CCAP1982_LOCUS7487|CAD6998941.1|CCAP	LOC118460523|XP_035780795.1|AALB
OG0004367	CCAP1982_LOCUS13679|CAD7005319.1|CCAP	LOC118467421|XP_035793800.1|AALB
OG0004368	CCAP1982_LOCUS14639|CAD7006317.1|CCAP	LOC118466028|XP_035790741.1|AALB
OG0004369	CCAP1982_LOCUS21012|CAD7012913.1|CCAP	LOC118465255|XP_035789168.1|AALB
OG0004370	CCAP1982_LOCUS20189|CAD7012089.1|CCAP, CCAP1982_LOCUS20190|CAD7012090.1|CCAP	LOC118466847|XP_035792567.1|AALB
OG0004371	CCAP1982_LOCUS19661|CAD7011573.1|CCAP, CCAP1982_LOCUS19662|CAD7011574.1|CCAP	LOC118464346|XP_035787559.1|AALB
OG0004372	CCAP1982_LOCUS19495|CAD7011395.1|CCAP	LOC118463838|XP_035786633.1|AALB
OG0004373	CCAP1982_LOCUS19403|CAD7011296.1|CCAP	LOC118462769|XP_035784627.1|AALB
OG0004374	CCAP1982_LOCUS20457|CAD7012363.1|CCAP	LOC118467533|XP_035793995.1|AALB
OG0004375	CCAP1982_LOCUS11837|CAD7003378.1|CCAP	LOC118467946|XP_035794808.1|AALB
OG0004377	CCAP1982_LOCUS12327|CAD7003898.1|CCAP	LOC118468386|XP_035795042.1|AALB
OG0004378	CCAP1982_LOCUS19863|CAD7011751.1|CCAP, CCAP1982_LOCUS19864|CAD7011752.1|CCAP	LOC118462536|XP_035784190.1|AALB
OG0004379	CCAP1982_LOCUS20371|CAD7012275.1|CCAP	LOC118465511|XP_035789723.1|AALB
OG0004380	CCAP1982_LOCUS20249|CAD7012152.1|CCAP	LOC118467542|XP_035794033.1|AALB
OG0004381	CCAP1982_LOCUS4217|CAD6995504.1|CCAP	LOC118465111|XP_035788950.1|AALB
OG0004382	CCAP1982_LOCUS20042|CAD7011930.1|CCAP	LOC118464348|XP_035787561.1|AALB
OG0004383	CCAP1982_LOCUS19729|CAD7011642.1|CCAP	LOC118464352|XP_035787569.1|AALB
OG0004384	CCAP1982_LOCUS19730|CAD7011643.1|CCAP	LOC118464362|XP_035787580.1|AALB
OG0004385	CCAP1982_LOCUS20855|CAD7012751.1|CCAP	LOC118464357|XP_035787573.1|AALB
OG0004387	CCAP1982_LOCUS13885|CAD7005525.1|CCAP	LOC118467407|XP_035793774.1|AALB
OG0004388	CCAP1982_LOCUS19651|CAD7011563.1|CCAP	LOC118465066|XP_035788841.1|AALB
OG0004389	CCAP1982_LOCUS19654|CAD7011566.1|CCAP	LOC118463571|XP_035786104.1|AALB
OG0004390	CCAP1982_LOCUS14312|CAD7005974.1|CCAP	LOC118464209|XP_035787272.1|AALB
OG0004392	CCAP1982_LOCUS14089|CAD7005738.1|CCAP	LOC118462785|XP_035784665.1|AALB
OG0004393	CCAP1982_LOCUS22784|CAD7014817.1|CCAP	LOC118467428|XP_035793807.1|AALB
OG0004394	CCAP1982_LOCUS22426|CAD7014430.1|CCAP	LOC118467780|XP_035794513.1|AALB
OG0004396	CCAP1982_LOCUS20306|CAD7012205.1|CCAP	LOC118466163|XP_035791032.1|AALB
OG0004397	CCAP1982_LOCUS20303|CAD7012202.1|CCAP	LOC118466164|XP_035791034.1|AALB
OG0004399	CCAP1982_LOCUS7247|CAD6998689.1|CCAP	LOC118466158|XP_035791025.1|AALB
OG0004400	CCAP1982_LOCUS19676|CAD7011587.1|CCAP	LOC118467967|XP_035794841.1|AALB
OG0004401	CCAP1982_LOCUS20171|CAD7012071.1|CCAP	LOC118467966|XP_035794840.1|AALB
OG0004402	CCAP1982_LOCUS20178|CAD7012078.1|CCAP	LOC118467964|XP_035794839.1|AALB
OG0004403	CCAP1982_LOCUS21088|CAD7012998.1|CCAP	LOC118467462|XP_035793865.1|AALB
OG0004404	CCAP1982_LOCUS21047|CAD7012953.1|CCAP	LOC118467099|XP_035793038.1|AALB
OG0004405	CCAP1982_LOCUS13954|CAD7005595.1|CCAP	LOC118463905|XP_035786728.1|AALB
OG0004406	CCAP1982_LOCUS14498|CAD7006172.1|CCAP	LOC118466102|XP_035790913.1|AALB
OG0004407	CCAP1982_LOCUS19761|CAD7011676.1|CCAP	LOC118464234|XP_035787311.1|AALB
OG0004408	CCAP1982_LOCUS13584|CAD7005224.1|CCAP	LOC118463141|XP_035785397.1|AALB
OG0004409	CCAP1982_LOCUS10604|CAD7002116.1|CCAP	LOC118463375|XP_035785793.1|AALB
OG0004410	CCAP1982_LOCUS19649|CAD7011561.1|CCAP	LOC118465665|XP_035789976.1|AALB
OG0004412	CCAP1982_LOCUS13877|CAD7005517.1|CCAP	LOC118464761|XP_035788273.1|AALB
OG0004413	CCAP1982_LOCUS20509|CAD7012425.1|CCAP	LOC118462968|XP_035785027.1|AALB
OG0004414	CCAP1982_LOCUS21094|CAD7013005.1|CCAP	LOC118464205|XP_035787261.1|AALB
OG0004415	CCAP1982_LOCUS19883|CAD7011771.1|CCAP	LOC118465274|XP_035789204.1|AALB
OG0004416	CCAP1982_LOCUS20291|CAD7012189.1|CCAP	LOC118465782|XP_035790208.1|AALB
OG0004417	CCAP1982_LOCUS2831|CAD6994059.1|CCAP	LOC118465778|XP_035790196.1|AALB
OG0004418	CCAP1982_LOCUS19614|CAD7011525.1|CCAP	LOC118465776|XP_035790183.1|AALB
OG0004419	CCAP1982_LOCUS19600|CAD7011504.1|CCAP	LOC118463528|XP_035786031.1|AALB, LOC118463798|XP_035786543.1|AALB
OG0004420	CCAP1982_LOCUS20312|CAD7012213.1|CCAP	LOC118466953|XP_035792746.1|AALB
OG0004421	CCAP1982_LOCUS14175|CAD7005831.1|CCAP	LOC118466825|XP_035792509.1|AALB
OG0004422	CCAP1982_LOCUS13244|CAD7004859.1|CCAP	LOC118466718|XP_035792276.1|AALB
OG0004424	CCAP1982_LOCUS19754|CAD7011668.1|CCAP	LOC118462774|XP_035784639.1|AALB
OG0004425	CCAP1982_LOCUS13686|CAD7005326.1|CCAP	LOC118462776|XP_035784642.1|AALB
OG0004426	CCAP1982_LOCUS14037|CAD7005685.1|CCAP	LOC118462778|XP_035784646.1|AALB
OG0004427	CCAP1982_LOCUS14259|CAD7005921.1|CCAP	LOC118462902|XP_035784893.1|AALB
OG0004428	CCAP1982_LOCUS1200|CAD6992336.1|CCAP	LOC118463629|XP_035786229.1|AALB
OG0004429	CCAP1982_LOCUS8599|CAD7000101.1|CCAP	LOC118467252|XP_035793427.1|AALB
OG0004430	CCAP1982_LOCUS14673|CAD7006351.1|CCAP	LOC118465144|XP_035788976.1|AALB
OG0004431	CCAP1982_LOCUS3017|CAD6994256.1|CCAP	LOC118465686|XP_035790010.1|AALB
