Orthogroup	CCAP.longest_only	CPIP.longest_only
OG0004385	CCAP1982_LOCUS20855|CAD7012751.1|CCAP	LOC120412759|XP_039429285.1|CPIP
OG0004387	CCAP1982_LOCUS13885|CAD7005525.1|CCAP	LOC120412713|XP_039429221.1|CPIP
OG0004388	CCAP1982_LOCUS19651|CAD7011563.1|CCAP	LOC120412762|XP_039429288.1|CPIP
OG0004389	CCAP1982_LOCUS19654|CAD7011566.1|CCAP	LOC120412716|XP_039429234.1|CPIP
OG0004390	CCAP1982_LOCUS14312|CAD7005974.1|CCAP	LOC120415840|XP_039433410.1|CPIP
OG0004392	CCAP1982_LOCUS14089|CAD7005738.1|CCAP	LOC120415406|XP_039432867.1|CPIP
OG0004393	CCAP1982_LOCUS22784|CAD7014817.1|CCAP	LOC120415444|XP_039432926.1|CPIP, LOC120427099|XP_039447887.1|CPIP
OG0004394	CCAP1982_LOCUS22426|CAD7014430.1|CCAP	LOC120419311|XP_039437913.1|CPIP
OG0004396	CCAP1982_LOCUS20306|CAD7012205.1|CCAP	LOC120429998|XP_039451029.1|CPIP
OG0004397	CCAP1982_LOCUS20303|CAD7012202.1|CCAP	LOC120431568|XP_039452609.1|CPIP, LOC120430002|XP_039451034.1|CPIP
OG0004399	CCAP1982_LOCUS7247|CAD6998689.1|CCAP	LOC120429994|XP_039451022.1|CPIP
OG0004400	CCAP1982_LOCUS19676|CAD7011587.1|CCAP	LOC120415133|XP_039432493.1|CPIP
OG0004401	CCAP1982_LOCUS20171|CAD7012071.1|CCAP	LOC120415121|XP_039432474.1|CPIP
OG0004402	CCAP1982_LOCUS20178|CAD7012078.1|CCAP	LOC120415124|XP_039432481.1|CPIP
OG0004403	CCAP1982_LOCUS21088|CAD7012998.1|CCAP	LOC120429091|XP_039450190.1|CPIP
OG0004404	CCAP1982_LOCUS21047|CAD7012953.1|CCAP	LOC120429158|XP_039450303.1|CPIP
OG0004405	CCAP1982_LOCUS13954|CAD7005595.1|CCAP	LOC120429180|XP_039450330.1|CPIP
OG0004406	CCAP1982_LOCUS14498|CAD7006172.1|CCAP	LOC120429230|XP_039450377.1|CPIP
OG0004407	CCAP1982_LOCUS19761|CAD7011676.1|CCAP	LOC120429782|XP_039450778.1|CPIP
OG0004408	CCAP1982_LOCUS13584|CAD7005224.1|CCAP	LOC120415384|XP_039432842.1|CPIP
OG0004409	CCAP1982_LOCUS10604|CAD7002116.1|CCAP	LOC120418158|XP_039436389.1|CPIP
OG0004410	CCAP1982_LOCUS19649|CAD7011561.1|CCAP	LOC120429991|XP_039451018.1|CPIP
OG0004411	CCAP1982_LOCUS13878|CAD7005518.1|CCAP	LOC120429988|XP_039451015.1|CPIP
OG0004412	CCAP1982_LOCUS13877|CAD7005517.1|CCAP	LOC120419171|XP_039437758.1|CPIP, LOC120420329|XP_039439258.1|CPIP
OG0004413	CCAP1982_LOCUS20509|CAD7012425.1|CCAP	LOC120418141|XP_039436368.1|CPIP
OG0004414	CCAP1982_LOCUS21094|CAD7013005.1|CCAP	LOC120418136|XP_039436357.1|CPIP
OG0004415	CCAP1982_LOCUS19883|CAD7011771.1|CCAP	LOC120432665|XP_039453845.1|CPIP
OG0004416	CCAP1982_LOCUS20291|CAD7012189.1|CCAP	LOC120412363|XP_039428721.1|CPIP
OG0004417	CCAP1982_LOCUS2831|CAD6994059.1|CCAP	LOC120412360|XP_039428717.1|CPIP
OG0004418	CCAP1982_LOCUS19614|CAD7011525.1|CCAP	LOC120412358|XP_039428707.1|CPIP
OG0004419	CCAP1982_LOCUS19600|CAD7011504.1|CCAP	LOC120432641|XP_039453817.1|CPIP
OG0004420	CCAP1982_LOCUS20312|CAD7012213.1|CCAP	LOC120412333|XP_039428667.1|CPIP
OG0004421	CCAP1982_LOCUS14175|CAD7005831.1|CCAP	LOC120425247|XP_039445625.1|CPIP
OG0004422	CCAP1982_LOCUS13244|CAD7004859.1|CCAP	LOC120425962|XP_039446543.1|CPIP
OG0004423	CCAP1982_LOCUS20382|CAD7012286.1|CCAP	LOC120416845|XP_039434668.1|CPIP
OG0004424	CCAP1982_LOCUS19754|CAD7011668.1|CCAP	LOC120416837|XP_039434660.1|CPIP
OG0004425	CCAP1982_LOCUS13686|CAD7005326.1|CCAP	LOC120416832|XP_039434652.1|CPIP
OG0004426	CCAP1982_LOCUS14037|CAD7005685.1|CCAP	LOC120416810|XP_039434619.1|CPIP
OG0004427	CCAP1982_LOCUS14259|CAD7005921.1|CCAP	LOC120428653|XP_039449634.1|CPIP
OG0004428	CCAP1982_LOCUS1200|CAD6992336.1|CCAP	LOC120428654|XP_039449635.1|CPIP
OG0004429	CCAP1982_LOCUS8599|CAD7000101.1|CCAP	LOC120431001|XP_039452095.1|CPIP
OG0004430	CCAP1982_LOCUS14673|CAD7006351.1|CCAP	LOC120418195|XP_039436435.1|CPIP
OG0004431	CCAP1982_LOCUS3017|CAD6994256.1|CCAP	LOC120417013|XP_039434884.1|CPIP
OG0004432	CCAP1982_LOCUS3016|CAD6994255.1|CCAP	LOC120416993|XP_039434862.1|CPIP
OG0004433	CCAP1982_LOCUS13534|CAD7005174.1|CCAP	LOC120421847|XP_039441070.1|CPIP
OG0004434	CCAP1982_LOCUS20304|CAD7012203.1|CCAP	LOC120421877|XP_039441108.1|CPIP
OG0004435	CCAP1982_LOCUS19428|CAD7011323.1|CCAP	LOC120426626|XP_039447352.1|CPIP
OG0004436	CCAP1982_LOCUS21153|CAD7013075.1|CCAP, CCAP1982_LOCUS21152|CAD7013074.1|CCAP	LOC120420263|XP_039439192.1|CPIP
OG0004437	CCAP1982_LOCUS21158|CAD7013081.1|CCAP	LOC120420280|XP_039439212.1|CPIP
OG0004438	CCAP1982_LOCUS20396|CAD7012300.1|CCAP	LOC120426517|XP_039447220.1|CPIP
OG0004439	CCAP1982_LOCUS20273|CAD7012171.1|CCAP, CCAP1982_LOCUS20274|CAD7012172.1|CCAP	LOC120426512|XP_039447216.1|CPIP
OG0004440	CCAP1982_LOCUS23019|CAD7015063.1|CCAP	LOC120426520|XP_039447223.1|CPIP
OG0004442	CCAP1982_LOCUS10050|CAD7001556.1|CCAP	LOC120415178|XP_039432570.1|CPIP
OG0004443	CCAP1982_LOCUS13307|CAD7004924.1|CCAP	LOC120429785|XP_039450779.1|CPIP, LOC120430863|XP_039451922.1|CPIP
OG0004444	CCAP1982_LOCUS19916|CAD7011806.1|CCAP	LOC120425102|XP_039445431.1|CPIP
OG0004445	CCAP1982_LOCUS20499|CAD7012413.1|CCAP	LOC120416358|XP_039434024.1|CPIP
OG0004446	CCAP1982_LOCUS3652|CAD6994918.1|CCAP	LOC120416357|XP_039434023.1|CPIP
OG0004447	CCAP1982_LOCUS14437|CAD7006105.1|CCAP	LOC120416351|XP_039434017.1|CPIP
OG0004449	CCAP1982_LOCUS14678|CAD7006356.1|CCAP	LOC120421568|XP_039440731.1|CPIP
OG0004450	CCAP1982_LOCUS20032|CAD7011920.1|CCAP	LOC120427131|XP_039447921.1|CPIP
OG0004451	CCAP1982_LOCUS20147|CAD7012045.1|CCAP	LOC120432579|XP_039453748.1|CPIP
OG0004452	CCAP1982_LOCUS20150|CAD7012048.1|CCAP	LOC120432581|XP_039453750.1|CPIP
OG0004453	CCAP1982_LOCUS19680|CAD7011591.1|CCAP	LOC120432549|XP_039453710.1|CPIP
OG0004454	CCAP1982_LOCUS5157|CAD6996488.1|CCAP	LOC120421562|XP_039440723.1|CPIP
OG0004457	CCAP1982_LOCUS13442|CAD7005078.1|CCAP	LOC120421553|XP_039440715.1|CPIP
OG0004458	CCAP1982_LOCUS14001|CAD7005643.1|CCAP, CCAP1982_LOCUS14004|CAD7005646.1|CCAP	LOC120421569|XP_039440735.1|CPIP
OG0004459	CCAP1982_LOCUS13690|CAD7005330.1|CCAP	LOC120423755|XP_039443604.1|CPIP
OG0004460	CCAP1982_LOCUS12030|CAD7003581.1|CCAP	LOC120423740|XP_039443586.1|CPIP
OG0004461	CCAP1982_LOCUS13905|CAD7005545.1|CCAP	LOC120426242|XP_039446913.1|CPIP
OG0004462	CCAP1982_LOCUS13571|CAD7005211.1|CCAP	LOC120422202|XP_039441518.1|CPIP
OG0004463	CCAP1982_LOCUS13756|CAD7005396.1|CCAP	LOC120422215|XP_039441534.1|CPIP
OG0004465	CCAP1982_LOCUS1606|CAD6992765.1|CCAP	LOC120416381|XP_039434050.1|CPIP
OG0004466	CCAP1982_LOCUS14570|CAD7006244.1|CCAP	LOC120416373|XP_039434040.1|CPIP
OG0004467	CCAP1982_LOCUS13984|CAD7005626.1|CCAP	LOC120416338|XP_039433999.1|CPIP
OG0004468	CCAP1982_LOCUS13983|CAD7005625.1|CCAP	LOC120416336|XP_039433996.1|CPIP
OG0004469	CCAP1982_LOCUS13398|CAD7005026.1|CCAP	LOC120416346|XP_039434009.1|CPIP
OG0004470	CCAP1982_LOCUS8253|CAD6999727.1|CCAP	LOC120431317|XP_039452384.1|CPIP, LOC120428921|XP_039449994.1|CPIP
OG0004471	CCAP1982_LOCUS3738|CAD6995007.1|CCAP	LOC120428932|XP_039450010.1|CPIP
OG0004472	CCAP1982_LOCUS20359|CAD7012263.1|CCAP	LOC120423890|XP_039443800.1|CPIP
OG0004473	CCAP1982_LOCUS21035|CAD7012939.1|CCAP	LOC120423904|XP_039443818.1|CPIP
OG0004474	CCAP1982_LOCUS21033|CAD7012937.1|CCAP	LOC120423908|XP_039443822.1|CPIP
OG0004475	CCAP1982_LOCUS19402|CAD7011295.1|CCAP	LOC120428253|XP_039449177.1|CPIP
OG0004477	CCAP1982_LOCUS20802|CAD7012695.1|CCAP	LOC120428256|XP_039449180.1|CPIP
OG0004478	CCAP1982_LOCUS19606|CAD7011516.1|CCAP	LOC120428250|XP_039449172.1|CPIP
OG0004479	CCAP1982_LOCUS20506|CAD7012422.1|CCAP	LOC120414535|XP_039431712.1|CPIP, LOC120412607|XP_039429094.1|CPIP
OG0004481	CCAP1982_LOCUS7208|CAD6998637.1|CCAP	LOC120416241|XP_039433877.1|CPIP
OG0004482	CCAP1982_LOCUS1748|CAD6992915.1|CCAP, CCAP1982_LOCUS1747|CAD6992914.1|CCAP	LOC120423048|XP_039442654.1|CPIP
OG0004483	CCAP1982_LOCUS20502|CAD7012416.1|CCAP	LOC120429513|XP_039450517.1|CPIP
OG0004484	CCAP1982_LOCUS4678|CAD6995967.1|CCAP	LOC120413804|XP_039430695.1|CPIP
OG0004487	CCAP1982_LOCUS11505|CAD7003042.1|CCAP	LOC120429277|XP_039450435.1|CPIP
OG0004488	CCAP1982_LOCUS22292|CAD7014290.1|CCAP, CCAP1982_LOCUS22291|CAD7014289.1|CCAP	LOC120418845|XP_039437302.1|CPIP
OG0004490	CCAP1982_LOCUS21583|CAD7013523.1|CCAP	LOC120412407|XP_039428803.1|CPIP
OG0004504	CCAP1982_LOCUS4126|CAD6995408.1|CCAP	LOC120415043|XP_039432350.1|CPIP
OG0004505	CCAP1982_LOCUS1442|CAD6992593.1|CCAP	LOC120413299|XP_039429991.1|CPIP
OG0004506	CCAP1982_LOCUS3919|CAD6995200.1|CCAP	LOC120415060|XP_039432381.1|CPIP
OG0004507	CCAP1982_LOCUS1261|CAD6992397.1|CCAP	LOC120421077|XP_039440156.1|CPIP
OG0004508	CCAP1982_LOCUS3637|CAD6994902.1|CCAP, CCAP1982_LOCUS3634|CAD6994899.1|CCAP	LOC120415046|XP_039432354.1|CPIP
OG0004511	CCAP1982_LOCUS2442|CAD6993632.1|CCAP	LOC120430611|XP_039451644.1|CPIP
OG0004512	CCAP1982_LOCUS9854|CAD7001356.1|CCAP	LOC120413310|XP_039430006.1|CPIP
OG0004513	CCAP1982_LOCUS9560|CAD7001088.1|CCAP	LOC120413293|XP_039429982.1|CPIP
OG0004514	CCAP1982_LOCUS10096|CAD7001602.1|CCAP	LOC120413285|XP_039429956.1|CPIP
OG0004519	CCAP1982_LOCUS36|CAD6991088.1|CCAP	LOC120412670|XP_039429170.1|CPIP
OG0004523	CCAP1982_LOCUS3346|CAD6994609.1|CCAP	LOC120424291|XP_039444304.1|CPIP
OG0004531	CCAP1982_LOCUS2148|CAD6993332.1|CCAP	LOC120422317|XP_039441669.1|CPIP
OG0004535	CCAP1982_LOCUS13345|CAD7004967.1|CCAP	LOC120432491|XP_039453639.1|CPIP
OG0004538	CCAP1982_LOCUS21889|CAD7013872.1|CCAP	LOC120426001|XP_039446603.1|CPIP
OG0004539	CCAP1982_LOCUS3115|CAD6994361.1|CCAP	LOC120432297|XP_039453417.1|CPIP
OG0004541	CCAP1982_LOCUS21023|CAD7012926.1|CCAP	LOC120414161|XP_039431145.1|CPIP
OG0004545	CCAP1982_LOCUS3186|CAD6994435.1|CCAP	LOC120422452|XP_039441829.1|CPIP
OG0004546	CCAP1982_LOCUS22253|CAD7014250.1|CCAP	LOC120422474|XP_039441863.1|CPIP
OG0004550	CCAP1982_LOCUS5352|CAD6996668.1|CCAP	LOC120420172|XP_039439071.1|CPIP
OG0004553	CCAP1982_LOCUS11235|CAD7002761.1|CCAP	LOC120422303|XP_039441629.1|CPIP
OG0004556	CCAP1982_LOCUS9255|CAD7000780.1|CCAP	LOC120422447|XP_039441825.1|CPIP
OG0004559	CCAP1982_LOCUS3867|CAD6995146.1|CCAP	LOC120422094|XP_039441375.1|CPIP
OG0004560	CCAP1982_LOCUS4128|CAD6995411.1|CCAP	LOC120419263|XP_039437852.1|CPIP
OG0004561	CCAP1982_LOCUS2043|CAD6993224.1|CCAP	LOC120419286|XP_039437887.1|CPIP
OG0004562	CCAP1982_LOCUS776|CAD6991885.1|CCAP	LOC120419260|XP_039437848.1|CPIP
OG0004563	CCAP1982_LOCUS4917|CAD6996232.1|CCAP	LOC120419297|XP_039437896.1|CPIP
OG0004564	CCAP1982_LOCUS102|CAD6991162.1|CCAP	LOC120429179|XP_039450326.1|CPIP
OG0004565	CCAP1982_LOCUS1797|CAD6992965.1|CCAP	LOC120429172|XP_039450318.1|CPIP
OG0004569	CCAP1982_LOCUS1664|CAD6992826.1|CCAP	LOC120428269|XP_039449197.1|CPIP, LOC120413316|XP_039430018.1|CPIP
OG0004570	CCAP1982_LOCUS21554|CAD7013494.1|CCAP	LOC120427674|XP_039448488.1|CPIP
OG0004573	CCAP1982_LOCUS3394|CAD6994659.1|CCAP	LOC120413351|XP_039430067.1|CPIP
OG0004576	CCAP1982_LOCUS1658|CAD6992819.1|CCAP	LOC120412599|XP_039429082.1|CPIP
OG0004577	CCAP1982_LOCUS1199|CAD6992335.1|CCAP	LOC120414152|XP_039431125.1|CPIP
OG0004579	CCAP1982_LOCUS6923|CAD6998315.1|CCAP	LOC120432564|XP_039453761.1|CPIP
OG0004580	CCAP1982_LOCUS2352|CAD6993540.1|CCAP	LOC120415606|XP_039433133.1|CPIP
OG0004581	CCAP1982_LOCUS2223|CAD6993408.1|CCAP	LOC120415612|XP_039433140.1|CPIP
OG0004582	CCAP1982_LOCUS1771|CAD6992938.1|CCAP	LOC120415621|XP_039433152.1|CPIP
OG0004585	CCAP1982_LOCUS2137|CAD6993321.1|CCAP	LOC120417040|XP_039434921.1|CPIP
OG0004587	CCAP1982_LOCUS3339|CAD6994601.1|CCAP	LOC120417017|XP_039434887.1|CPIP
OG0004588	CCAP1982_LOCUS3344|CAD6994606.1|CCAP	LOC120417018|XP_039434890.1|CPIP
OG0004590	CCAP1982_LOCUS3189|CAD6994438.1|CCAP	LOC120422058|XP_039441325.1|CPIP
OG0004591	CCAP1982_LOCUS3193|CAD6994442.1|CCAP	LOC120422080|XP_039441359.1|CPIP
OG0004598	CCAP1982_LOCUS12410|CAD7003988.1|CCAP	LOC120413356|XP_039430073.1|CPIP
OG0004599	CCAP1982_LOCUS11923|CAD7003470.1|CCAP	LOC120430494|XP_039451524.1|CPIP
OG0004606	CCAP1982_LOCUS91|CAD6991150.1|CCAP	LOC120427968|XP_039448858.1|CPIP
OG0004610	CCAP1982_LOCUS1859|CAD6993023.1|CCAP	LOC120416425|XP_039434110.1|CPIP
OG0004611	CCAP1982_LOCUS1128|CAD6992259.1|CCAP	LOC120416401|XP_039434081.1|CPIP
OG0004612	CCAP1982_LOCUS1129|CAD6992262.1|CCAP	LOC120416435|XP_039434123.1|CPIP
OG0004613	CCAP1982_LOCUS2221|CAD6993406.1|CCAP	LOC120429015|XP_039450086.1|CPIP
OG0004617	CCAP1982_LOCUS8004|CAD6999480.1|CCAP	LOC120414512|XP_039431652.1|CPIP
OG0004618	CCAP1982_LOCUS31|CAD6991083.1|CCAP	LOC120414525|XP_039431668.1|CPIP
OG0004619	CCAP1982_LOCUS1835|CAD6993000.1|CCAP	LOC120417687|XP_039435758.1|CPIP
OG0004620	CCAP1982_LOCUS1046|CAD6992171.1|CCAP	LOC120413719|XP_039430580.1|CPIP
OG0004621	CCAP1982_LOCUS362|CAD6991436.1|CCAP	LOC120414162|XP_039431146.1|CPIP
OG0004622	CCAP1982_LOCUS1877|CAD6993045.1|CCAP	LOC120416255|XP_039433891.1|CPIP
OG0004623	CCAP1982_LOCUS1607|CAD6992766.1|CCAP	LOC120416251|XP_039433888.1|CPIP
OG0004627	CCAP1982_LOCUS12745|CAD7004326.1|CCAP	LOC120413036|XP_039429643.1|CPIP
OG0004629	CCAP1982_LOCUS1775|CAD6992942.1|CCAP	LOC120415613|XP_039433142.1|CPIP
OG0004630	CCAP1982_LOCUS2124|CAD6993307.1|CCAP	LOC120415608|XP_039433136.1|CPIP
OG0004631	CCAP1982_LOCUS2111|CAD6993296.1|CCAP	LOC120415601|XP_039433128.1|CPIP
OG0004632	CCAP1982_LOCUS2110|CAD6993295.1|CCAP	LOC120415600|XP_039433127.1|CPIP
OG0004633	CCAP1982_LOCUS1609|CAD6992768.1|CCAP	LOC120424519|XP_039444609.1|CPIP
OG0004634	CCAP1982_LOCUS1610|CAD6992769.1|CCAP	LOC120429008|XP_039450080.1|CPIP
OG0004639	CCAP1982_LOCUS3414|CAD6994679.1|CCAP	LOC120423052|XP_039442658.1|CPIP
OG0004640	CCAP1982_LOCUS3419|CAD6994684.1|CCAP	LOC120423051|XP_039442657.1|CPIP
OG0004643	CCAP1982_LOCUS4249|CAD6995538.1|CCAP, CCAP1982_LOCUS5228|CAD6996560.1|CCAP	LOC120425030|XP_039445335.1|CPIP
OG0004646	CCAP1982_LOCUS3651|CAD6994917.1|CCAP	LOC120430120|XP_039451138.1|CPIP
OG0004651	CCAP1982_LOCUS3048|CAD6994287.1|CCAP, CCAP1982_LOCUS3046|CAD6994285.1|CCAP	LOC120425022|XP_039445325.1|CPIP
OG0004652	CCAP1982_LOCUS2775|CAD6993993.1|CCAP	LOC120425463|XP_039445929.1|CPIP
OG0004653	CCAP1982_LOCUS14289|CAD7005951.1|CCAP	LOC120425465|XP_039445931.1|CPIP
OG0004654	CCAP1982_LOCUS6977|CAD6998377.1|CCAP	LOC120425487|XP_039445965.1|CPIP
OG0004655	CCAP1982_LOCUS3443|CAD6994710.1|CCAP	LOC120428782|XP_039449803.1|CPIP
OG0004657	CCAP1982_LOCUS68|CAD6991123.1|CCAP, CCAP1982_LOCUS67|CAD6991122.1|CCAP	LOC120428787|XP_039449808.1|CPIP
OG0004658	CCAP1982_LOCUS3655|CAD6994922.1|CCAP	LOC120423153|XP_039442770.1|CPIP, LOC120431375|XP_039452440.1|CPIP
OG0004659	CCAP1982_LOCUS4005|CAD6995286.1|CCAP	LOC120431381|XP_039452444.1|CPIP
OG0004660	CCAP1982_LOCUS3701|CAD6994970.1|CCAP	LOC120429233|XP_039450378.1|CPIP
OG0004661	CCAP1982_LOCUS3041|CAD6994280.1|CCAP	LOC120429247|XP_039450392.1|CPIP
OG0004666	CCAP1982_LOCUS1731|CAD6992896.1|CCAP	LOC120419338|XP_039437944.1|CPIP
OG0004670	CCAP1982_LOCUS90|CAD6991148.1|CCAP	LOC120427924|XP_039448799.1|CPIP
OG0004671	CCAP1982_LOCUS2509|CAD6993703.1|CCAP	LOC120424813|XP_039444965.1|CPIP
OG0004672	CCAP1982_LOCUS2039|CAD6993220.1|CCAP	LOC120429289|XP_039450451.1|CPIP
OG0004673	CCAP1982_LOCUS5124|CAD6996452.1|CCAP	LOC120430803|XP_039451857.1|CPIP
OG0004674	CCAP1982_LOCUS2397|CAD6993586.1|CCAP	LOC120425115|XP_039445454.1|CPIP
OG0004675	CCAP1982_LOCUS2401|CAD6993591.1|CCAP	LOC120425113|XP_039445448.1|CPIP
OG0004676	CCAP1982_LOCUS3368|CAD6994633.1|CCAP	LOC120430535|XP_039451582.1|CPIP
OG0004677	CCAP1982_LOCUS2684|CAD6993891.1|CCAP	LOC120425998|XP_039446590.1|CPIP
OG0004678	CCAP1982_LOCUS2683|CAD6993890.1|CCAP	LOC120426016|XP_039446624.1|CPIP
OG0004679	CCAP1982_LOCUS1367|CAD6992518.1|CCAP	LOC120417858|XP_039436012.1|CPIP
OG0004680	CCAP1982_LOCUS2560|CAD6993761.1|CCAP	LOC120421773|XP_039440974.1|CPIP
OG0004681	CCAP1982_LOCUS2511|CAD6993705.1|CCAP	LOC120423834|XP_039443711.1|CPIP
OG0004682	CCAP1982_LOCUS8207|CAD6999677.1|CCAP	LOC120423841|XP_039443723.1|CPIP
OG0004683	CCAP1982_LOCUS2421|CAD6993611.1|CCAP	LOC120423826|XP_039443689.1|CPIP
OG0004684	CCAP1982_LOCUS1441|CAD6992592.1|CCAP	LOC120426227|XP_039446897.1|CPIP
OG0004685	CCAP1982_LOCUS2531|CAD6993733.1|CCAP	LOC120431668|XP_039452711.1|CPIP
OG0004686	CCAP1982_LOCUS2334|CAD6993521.1|CCAP	LOC120418742|XP_039437152.1|CPIP
OG0004687	CCAP1982_LOCUS2485|CAD6993679.1|CCAP, CCAP1982_LOCUS2483|CAD6993677.1|CCAP	LOC120417201|XP_039435101.1|CPIP
OG0004689	CCAP1982_LOCUS1804|CAD6992973.1|CCAP, CCAP1982_LOCUS1803|CAD6992972.1|CCAP	LOC120417191|XP_039435092.1|CPIP
OG0004690	CCAP1982_LOCUS3063|CAD6994302.1|CCAP	LOC120420743|XP_039439770.1|CPIP
OG0004691	CCAP1982_LOCUS1485|CAD6992639.1|CCAP	LOC120420766|XP_039439806.1|CPIP
OG0004692	CCAP1982_LOCUS1323|CAD6992467.1|CCAP	LOC120420781|XP_039439828.1|CPIP
OG0004693	CCAP1982_LOCUS1315|CAD6992459.1|CCAP	LOC120420745|XP_039439775.1|CPIP
OG0004694	CCAP1982_LOCUS11231|CAD7002757.1|CCAP	LOC120425563|XP_039446061.1|CPIP, LOC120423722|XP_039443559.1|CPIP
OG0004695	CCAP1982_LOCUS2714|CAD6993926.1|CCAP	LOC120428741|XP_039449751.1|CPIP
OG0004696	CCAP1982_LOCUS1433|CAD6992584.1|CCAP	LOC120427185|XP_039447983.1|CPIP
OG0004699	CCAP1982_LOCUS1048|CAD6992173.1|CCAP	LOC120422152|XP_039441459.1|CPIP
OG0004700	CCAP1982_LOCUS1605|CAD6992764.1|CCAP	LOC120416607|XP_039434342.1|CPIP
OG0004701	CCAP1982_LOCUS79|CAD6991137.1|CCAP	LOC120415975|XP_039433563.1|CPIP
OG0004702	CCAP1982_LOCUS1065|CAD6992193.1|CCAP	LOC120429000|XP_039450074.1|CPIP
OG0004703	CCAP1982_LOCUS1899|CAD6993070.1|CCAP	LOC120428668|XP_039449652.1|CPIP
OG0004704	CCAP1982_LOCUS3255|CAD6994511.1|CCAP	LOC120428661|XP_039449642.1|CPIP, LOC120427073|XP_039447845.1|CPIP
OG0004705	CCAP1982_LOCUS2784|CAD6994004.1|CCAP	LOC120427079|XP_039447855.1|CPIP
OG0004706	CCAP1982_LOCUS13037|CAD7004642.1|CCAP	LOC120431454|XP_039452504.1|CPIP
OG0004707	CCAP1982_LOCUS450|CAD6991532.1|CCAP	LOC120424033|XP_039443990.1|CPIP
OG0004708	CCAP1982_LOCUS4356|CAD6995649.1|CCAP	LOC120424034|XP_039443991.1|CPIP
OG0004709	CCAP1982_LOCUS2905|CAD6994139.1|CCAP	LOC120426007|XP_039446608.1|CPIP
OG0004710	CCAP1982_LOCUS2356|CAD6993544.1|CCAP, CCAP1982_LOCUS2357|CAD6993545.1|CCAP	LOC120426006|XP_039446605.1|CPIP
OG0004711	CCAP1982_LOCUS2993|CAD6994231.1|CCAP, CCAP1982_LOCUS2996|CAD6994234.1|CCAP	LOC120422583|XP_039442005.1|CPIP
OG0004712	CCAP1982_LOCUS1916|CAD6993089.1|CCAP	LOC120422565|XP_039441985.1|CPIP
OG0004713	CCAP1982_LOCUS2675|CAD6993881.1|CCAP, CCAP1982_LOCUS2674|CAD6993880.1|CCAP	LOC120431802|XP_039452858.1|CPIP
OG0004714	CCAP1982_LOCUS3774|CAD6995047.1|CCAP	LOC120431729|XP_039452791.1|CPIP
OG0004715	CCAP1982_LOCUS6555|CAD6997938.1|CCAP	LOC120430219|XP_039451231.1|CPIP
OG0004716	CCAP1982_LOCUS2689|CAD6993896.1|CCAP	LOC120425736|XP_039446274.1|CPIP
OG0004718	CCAP1982_LOCUS6927|CAD6998322.1|CCAP	LOC120418330|XP_039436598.1|CPIP
OG0004719	CCAP1982_LOCUS1745|CAD6992912.1|CCAP	LOC120427265|XP_039448060.1|CPIP
OG0004720	CCAP1982_LOCUS1057|CAD6992185.1|CCAP	LOC120427677|XP_039448492.1|CPIP
OG0004721	CCAP1982_LOCUS2826|CAD6994052.1|CCAP	LOC120418332|XP_039436601.1|CPIP
OG0004722	CCAP1982_LOCUS1561|CAD6992716.1|CCAP, CCAP1982_LOCUS1565|CAD6992720.1|CCAP	LOC120418323|XP_039436588.1|CPIP
OG0004724	CCAP1982_LOCUS3078|CAD6994321.1|CCAP	LOC120418368|XP_039436661.1|CPIP
OG0004725	CCAP1982_LOCUS3072|CAD6994315.1|CCAP	LOC120418369|XP_039436664.1|CPIP
OG0004726	CCAP1982_LOCUS2703|CAD6993911.1|CCAP	LOC120418386|XP_039436694.1|CPIP
OG0004727	CCAP1982_LOCUS3107|CAD6994353.1|CCAP	LOC120426000|XP_039446593.1|CPIP
OG0004728	CCAP1982_LOCUS3108|CAD6994354.1|CCAP	LOC120426246|XP_039446918.1|CPIP
OG0004730	CCAP1982_LOCUS6397|CAD6997767.1|CCAP	LOC120431092|XP_039452183.1|CPIP, LOC120430924|XP_039451979.1|CPIP
OG0004731	CCAP1982_LOCUS3881|CAD6995160.1|CCAP, CCAP1982_LOCUS3880|CAD6995159.1|CCAP	LOC120427158|XP_039447951.1|CPIP
OG0004732	CCAP1982_LOCUS2464|CAD6993656.1|CCAP	LOC120427902|XP_039448776.1|CPIP
OG0004733	CCAP1982_LOCUS2465|CAD6993657.1|CCAP	LOC120427892|XP_039448760.1|CPIP
OG0004734	CCAP1982_LOCUS1255|CAD6992391.1|CCAP	LOC120427896|XP_039448765.1|CPIP
OG0004735	CCAP1982_LOCUS3670|CAD6994936.1|CCAP	LOC120416050|XP_039433648.1|CPIP
OG0004736	CCAP1982_LOCUS2214|CAD6993398.1|CCAP	LOC120414262|XP_039431306.1|CPIP
OG0004737	CCAP1982_LOCUS2780|CAD6993999.1|CCAP	LOC120424265|XP_039444261.1|CPIP
OG0004738	CCAP1982_LOCUS2778|CAD6993997.1|CCAP	LOC120424237|XP_039444234.1|CPIP
OG0004739	CCAP1982_LOCUS1824|CAD6992993.1|CCAP	LOC120424264|XP_039444260.1|CPIP
OG0004740	CCAP1982_LOCUS4001|CAD6995282.1|CCAP	LOC120428911|XP_039449987.1|CPIP
OG0004741	CCAP1982_LOCUS2273|CAD6993460.1|CCAP	LOC120428910|XP_039449986.1|CPIP
OG0004742	CCAP1982_LOCUS10245|CAD7001755.1|CCAP	LOC120425700|XP_039446222.1|CPIP
