Orthogroup	CCAP.longest_only	SLEB.longest_only
OG0004968	CCAP1982_LOCUS13312|CAD7004929.1|CCAP	LOC115624652|XP_030375292.1|SLEB
OG0004969	CCAP1982_LOCUS22918|CAD7014954.1|CCAP	LOC115634209|XP_030387661.1|SLEB
OG0004970	CCAP1982_LOCUS13313|CAD7004930.1|CCAP	LOC115632640|XP_030385730.1|SLEB
OG0004971	CCAP1982_LOCUS13316|CAD7004933.1|CCAP	LOC115632164|XP_030385051.1|SLEB
OG0004973	CCAP1982_LOCUS11325|CAD7002856.1|CCAP	LOC115633118|XP_030386367.1|SLEB
OG0004974	CCAP1982_LOCUS11581|CAD7003119.1|CCAP	LOC115632605|XP_030385692.1|SLEB
OG0004975	CCAP1982_LOCUS11169|CAD7002691.1|CCAP	LOC115624990|XP_030375718.1|SLEB
OG0004976	CCAP1982_LOCUS10789|CAD7002297.1|CCAP	LOC115628343|XP_030380267.1|SLEB
OG0004977	CCAP1982_LOCUS21891|CAD7013875.1|CCAP	LOC115620170|XP_030369161.1|SLEB
OG0004978	CCAP1982_LOCUS21950|CAD7013939.1|CCAP	LOC115623560|XP_030373820.1|SLEB
OG0004979	CCAP1982_LOCUS13004|CAD7004609.1|CCAP	LOC115622514|XP_030372328.1|SLEB
OG0004980	CCAP1982_LOCUS14626|CAD7006304.1|CCAP	LOC115622844|XP_030372785.1|SLEB
OG0004981	CCAP1982_LOCUS14604|CAD7006281.1|CCAP	LOC115633670|XP_030386975.1|SLEB
OG0004982	CCAP1982_LOCUS14602|CAD7006279.1|CCAP	LOC115633824|XP_030387171.1|SLEB
OG0004983	CCAP1982_LOCUS11734|CAD7003272.1|CCAP	LOC115632288|XP_030385241.1|SLEB
OG0004984	CCAP1982_LOCUS11733|CAD7003271.1|CCAP	LOC115622800|XP_030372725.1|SLEB
OG0004985	CCAP1982_LOCUS10871|CAD7002377.1|CCAP	LOC115628369|XP_030380305.1|SLEB
OG0004986	CCAP1982_LOCUS14170|CAD7005825.1|CCAP	LOC115622315|XP_030372081.1|SLEB
OG0004987	CCAP1982_LOCUS11806|CAD7003347.1|CCAP, CCAP1982_LOCUS11807|CAD7003348.1|CCAP	LOC115632953|XP_030386110.1|SLEB
OG0004988	CCAP1982_LOCUS10872|CAD7002378.1|CCAP	LOC115628250|XP_030380126.1|SLEB
OG0004989	CCAP1982_LOCUS11808|CAD7003349.1|CCAP	LOC115632449|XP_030385459.1|SLEB
OG0004991	CCAP1982_LOCUS7099|CAD6998510.1|CCAP	LOC115634751|XP_030388501.1|SLEB
OG0004992	CCAP1982_LOCUS7098|CAD6998509.1|CCAP	LOC115634752|XP_030388503.1|SLEB
OG0004993	CCAP1982_LOCUS10828|CAD7002342.1|CCAP	LOC115632746|XP_030385854.1|SLEB
OG0004994	CCAP1982_LOCUS12503|CAD7004078.1|CCAP	LOC115628405|XP_030380354.1|SLEB
OG0004995	CCAP1982_LOCUS12512|CAD7004089.1|CCAP	LOC115632732|XP_030385838.1|SLEB
OG0004996	CCAP1982_LOCUS12841|CAD7004434.1|CCAP, CCAP1982_LOCUS12856|CAD7004450.1|CCAP	LOC115632332|XP_030385297.1|SLEB
OG0004997	CCAP1982_LOCUS22646|CAD7014658.1|CCAP	LOC115624930|XP_030375644.1|SLEB
OG0004998	CCAP1982_LOCUS21862|CAD7013842.1|CCAP	LOC115634227|XP_030387678.1|SLEB
OG0004999	CCAP1982_LOCUS13324|CAD7004945.1|CCAP	LOC115622896|XP_030372872.1|SLEB
OG0005000	CCAP1982_LOCUS22669|CAD7014685.1|CCAP	LOC115622262|XP_030372027.1|SLEB
OG0005001	CCAP1982_LOCUS13213|CAD7004824.1|CCAP, CCAP1982_LOCUS13199|CAD7004810.1|CCAP	LOC115623045|XP_030373081.1|SLEB
OG0005002	CCAP1982_LOCUS178|CAD6991242.1|CCAP	LOC115623966|XP_030374394.1|SLEB
OG0005003	CCAP1982_LOCUS13033|CAD7004638.1|CCAP	LOC115633139|XP_030386406.1|SLEB
OG0005004	CCAP1982_LOCUS10812|CAD7002322.1|CCAP	LOC115622566|XP_030372398.1|SLEB
OG0005005	CCAP1982_LOCUS12878|CAD7004473.1|CCAP	LOC115634528|XP_030388194.1|SLEB
OG0005006	CCAP1982_LOCUS12899|CAD7004499.1|CCAP	LOC115632177|XP_030385069.1|SLEB
OG0005007	CCAP1982_LOCUS11360|CAD7002891.1|CCAP	LOC115632705|XP_030385803.1|SLEB
OG0005008	CCAP1982_LOCUS12254|CAD7003821.1|CCAP, CCAP1982_LOCUS12253|CAD7003820.1|CCAP	LOC115622417|XP_030372210.1|SLEB
OG0005009	CCAP1982_LOCUS11320|CAD7002851.1|CCAP	LOC115628541|XP_030380562.1|SLEB
OG0005010	CCAP1982_LOCUS21495|CAD7013430.1|CCAP	LOC115624360|XP_030374927.1|SLEB
OG0005011	CCAP1982_LOCUS19574|CAD7011474.1|CCAP	LOC115634583|XP_030388276.1|SLEB
OG0005012	CCAP1982_LOCUS13294|CAD7004910.1|CCAP	LOC115622677|XP_030372554.1|SLEB
OG0005014	CCAP1982_LOCUS12085|CAD7003647.1|CCAP	LOC115632527|XP_030385584.1|SLEB
OG0005015	CCAP1982_LOCUS11811|CAD7003352.1|CCAP	LOC115622693|XP_030372579.1|SLEB
OG0005016	CCAP1982_LOCUS12339|CAD7003911.1|CCAP	LOC115622379|XP_030372162.1|SLEB
OG0005017	CCAP1982_LOCUS11881|CAD7003425.1|CCAP	LOC115623282|XP_030373424.1|SLEB
OG0005018	CCAP1982_LOCUS12314|CAD7003884.1|CCAP	LOC115628245|XP_030380121.1|SLEB
OG0005019	CCAP1982_LOCUS10965|CAD7002476.1|CCAP	LOC115632101|XP_030384942.1|SLEB
OG0005020	CCAP1982_LOCUS21901|CAD7013886.1|CCAP	LOC115633635|XP_030386933.1|SLEB
OG0005021	CCAP1982_LOCUS5712|CAD6997058.1|CCAP	LOC115631703|XP_030384389.1|SLEB
OG0005022	CCAP1982_LOCUS14729|CAD7006409.1|CCAP	LOC115628289|XP_030380196.1|SLEB
OG0005023	CCAP1982_LOCUS21236|CAD7013165.1|CCAP	LOC115626651|XP_030377919.1|SLEB
OG0005024	CCAP1982_LOCUS14920|CAD7006611.1|CCAP	LOC115628408|XP_030380357.1|SLEB
OG0005025	CCAP1982_LOCUS13207|CAD7004818.1|CCAP	LOC115622915|XP_030372899.1|SLEB
OG0005026	CCAP1982_LOCUS12994|CAD7004599.1|CCAP	LOC115622161|XP_030371890.1|SLEB
OG0005027	CCAP1982_LOCUS13047|CAD7004652.1|CCAP	LOC115628247|XP_030380122.1|SLEB
OG0005028	CCAP1982_LOCUS2226|CAD6993411.1|CCAP	LOC115620749|XP_030370004.1|SLEB
OG0005029	CCAP1982_LOCUS11906|CAD7003452.1|CCAP	LOC115632333|XP_030385298.1|SLEB
OG0005030	CCAP1982_LOCUS12572|CAD7004152.1|CCAP	LOC115620523|XP_030369649.1|SLEB
OG0005031	CCAP1982_LOCUS11794|CAD7003334.1|CCAP	LOC115632247|XP_030385168.1|SLEB
OG0005032	CCAP1982_LOCUS12957|CAD7004561.1|CCAP	LOC115623240|XP_030373358.1|SLEB
OG0005033	CCAP1982_LOCUS12947|CAD7004550.1|CCAP	LOC115622332|XP_030372102.1|SLEB
OG0005034	CCAP1982_LOCUS12946|CAD7004549.1|CCAP	LOC115622328|XP_030372097.1|SLEB
OG0005035	CCAP1982_LOCUS11911|CAD7003458.1|CCAP	LOC115623241|XP_030373359.1|SLEB
OG0005036	CCAP1982_LOCUS14422|CAD7006090.1|CCAP	LOC115622248|XP_030372006.1|SLEB
OG0005037	CCAP1982_LOCUS11831|CAD7003372.1|CCAP	LOC115633033|XP_030386237.1|SLEB
OG0005038	CCAP1982_LOCUS11572|CAD7003109.1|CCAP	LOC115632253|XP_030385181.1|SLEB
OG0005039	CCAP1982_LOCUS8174|CAD6999640.1|CCAP	LOC115630660|XP_030383162.1|SLEB
OG0005040	CCAP1982_LOCUS13023|CAD7004628.1|CCAP	LOC115623256|XP_030373386.1|SLEB
OG0005041	CCAP1982_LOCUS14418|CAD7006086.1|CCAP	LOC115632856|XP_030385976.1|SLEB
OG0005042	CCAP1982_LOCUS14946|CAD7006641.1|CCAP	LOC115622612|XP_030372473.1|SLEB
OG0005043	CCAP1982_LOCUS21798|CAD7013775.1|CCAP	LOC115634669|XP_030388389.1|SLEB
OG0005044	CCAP1982_LOCUS21797|CAD7013774.1|CCAP	LOC115634667|XP_030388386.1|SLEB
OG0005045	CCAP1982_LOCUS21790|CAD7013766.1|CCAP	LOC115633441|XP_030386759.1|SLEB
OG0005046	CCAP1982_LOCUS22761|CAD7014792.1|CCAP	LOC115628892|XP_030381014.1|SLEB
OG0005047	CCAP1982_LOCUS10777|CAD7002283.1|CCAP	LOC115624738|XP_030375424.1|SLEB
OG0005048	CCAP1982_LOCUS10779|CAD7002286.1|CCAP	LOC115624616|XP_030375227.1|SLEB
OG0005049	CCAP1982_LOCUS11912|CAD7003459.1|CCAP	LOC115622500|XP_030372307.1|SLEB
OG0005050	CCAP1982_LOCUS7096|CAD6998507.1|CCAP	LOC115625823|XP_030376877.1|SLEB
OG0005051	CCAP1982_LOCUS13086|CAD7004692.1|CCAP	LOC115622834|XP_030372773.1|SLEB
OG0005052	CCAP1982_LOCUS13089|CAD7004696.1|CCAP	LOC115622832|XP_030372771.1|SLEB
OG0005053	CCAP1982_LOCUS5614|CAD6996946.1|CCAP	LOC115625822|XP_030376873.1|SLEB
OG0005054	CCAP1982_LOCUS14249|CAD7005909.1|CCAP	LOC115624670|XP_030375323.1|SLEB
OG0005056	CCAP1982_LOCUS21850|CAD7013830.1|CCAP	LOC115629596|XP_030381985.1|SLEB
OG0005057	CCAP1982_LOCUS12376|CAD7003953.1|CCAP	LOC115628243|XP_030380116.1|SLEB
OG0005058	CCAP1982_LOCUS11271|CAD7002801.1|CCAP	LOC115622987|XP_030373002.1|SLEB
OG0005059	CCAP1982_LOCUS7228|CAD6998663.1|CCAP	LOC115633213|XP_030386498.1|SLEB
OG0005060	CCAP1982_LOCUS7229|CAD6998664.1|CCAP	LOC115626401|XP_030377627.1|SLEB
OG0005061	CCAP1982_LOCUS5455|CAD6996780.1|CCAP	LOC115625906|XP_030376997.1|SLEB
OG0005062	CCAP1982_LOCUS21113|CAD7013028.1|CCAP	LOC115625029|XP_030375737.1|SLEB
OG0005063	CCAP1982_LOCUS23290|CAD7015345.1|CCAP	LOC115633802|XP_030387144.1|SLEB
OG0005064	CCAP1982_LOCUS12051|CAD7003605.1|CCAP	LOC115622957|XP_030372956.1|SLEB
OG0005065	CCAP1982_LOCUS22008|CAD7014001.1|CCAP	LOC115631957|XP_030384679.1|SLEB
OG0005066	CCAP1982_LOCUS22428|CAD7014432.1|CCAP	LOC115633703|XP_030387023.1|SLEB
OG0005067	CCAP1982_LOCUS22969|CAD7015012.1|CCAP	LOC115622066|XP_030371789.1|SLEB
OG0005069	CCAP1982_LOCUS21672|CAD7013621.1|CCAP	LOC115622736|XP_030372640.1|SLEB
OG0005070	CCAP1982_LOCUS19568|CAD7011468.1|CCAP	LOC115623727|XP_030374084.1|SLEB
OG0005071	CCAP1982_LOCUS14018|CAD7005662.1|CCAP	LOC115622745|XP_030372653.1|SLEB
OG0005073	CCAP1982_LOCUS21903|CAD7013889.1|CCAP	LOC115633633|XP_030386931.1|SLEB
OG0005074	CCAP1982_LOCUS10831|CAD7002346.1|CCAP	LOC115632475|XP_030385507.1|SLEB
OG0005075	CCAP1982_LOCUS21635|CAD7013579.1|CCAP	LOC115633655|XP_030386960.1|SLEB
OG0005076	CCAP1982_LOCUS22720|CAD7014742.1|CCAP	LOC115629759|XP_030382168.1|SLEB
OG0005078	CCAP1982_LOCUS11549|CAD7003086.1|CCAP	LOC115632733|XP_030385839.1|SLEB
OG0005079	CCAP1982_LOCUS22929|CAD7014969.1|CCAP	LOC115631545|XP_030384194.1|SLEB
OG0005080	CCAP1982_LOCUS12763|CAD7004347.1|CCAP	LOC115632408|XP_030385403.1|SLEB
OG0005081	CCAP1982_LOCUS23388|CAD7015447.1|CCAP	LOC115621269|XP_030370733.1|SLEB
OG0005082	CCAP1982_LOCUS14317|CAD7005980.1|CCAP	LOC115633781|XP_030387118.1|SLEB
OG0005084	CCAP1982_LOCUS14164|CAD7005818.1|CCAP	LOC115623052|XP_030373091.1|SLEB
OG0005085	CCAP1982_LOCUS14158|CAD7005812.1|CCAP	LOC115623048|XP_030373087.1|SLEB
OG0005086	CCAP1982_LOCUS21676|CAD7013626.1|CCAP	LOC115619998|XP_030368947.1|SLEB
OG0005087	CCAP1982_LOCUS12119|CAD7003682.1|CCAP	LOC115622893|XP_030372864.1|SLEB
OG0005088	CCAP1982_LOCUS22730|CAD7014753.1|CCAP	LOC115624548|XP_030375135.1|SLEB
OG0005089	CCAP1982_LOCUS22728|CAD7014751.1|CCAP	LOC115624538|XP_030375125.1|SLEB
OG0005090	CCAP1982_LOCUS20145|CAD7012043.1|CCAP	LOC115629424|XP_030381739.1|SLEB
OG0005091	CCAP1982_LOCUS21588|CAD7013528.1|CCAP	LOC115632048|XP_030384885.1|SLEB
OG0005092	CCAP1982_LOCUS12404|CAD7003981.1|CCAP	LOC115628332|XP_030380253.1|SLEB
OG0005093	CCAP1982_LOCUS11672|CAD7003212.1|CCAP	LOC115622478|XP_030372282.1|SLEB
OG0005094	CCAP1982_LOCUS11553|CAD7003090.1|CCAP	LOC115632185|XP_030385080.1|SLEB
OG0005095	CCAP1982_LOCUS22746|CAD7014773.1|CCAP	LOC115621541|XP_030371070.1|SLEB
OG0005096	CCAP1982_LOCUS5579|CAD6996906.1|CCAP	LOC115629054|XP_030381224.1|SLEB
OG0005097	CCAP1982_LOCUS22877|CAD7014913.1|CCAP	LOC115628609|XP_030380656.1|SLEB
OG0005098	CCAP1982_LOCUS22814|CAD7014847.1|CCAP	LOC115631127|XP_030383665.1|SLEB
OG0005099	CCAP1982_LOCUS22422|CAD7014426.1|CCAP	LOC115633906|XP_030387275.1|SLEB
OG0005100	CCAP1982_LOCUS22423|CAD7014427.1|CCAP	LOC115625598|XP_030376583.1|SLEB
OG0005101	CCAP1982_LOCUS629|CAD6991716.1|CCAP	LOC115623496|XP_030373733.1|SLEB
OG0005102	CCAP1982_LOCUS21789|CAD7013764.1|CCAP	LOC115634690|XP_030388415.1|SLEB
OG0005103	CCAP1982_LOCUS19567|CAD7011467.1|CCAP	LOC115620967|XP_030370351.1|SLEB
OG0005105	CCAP1982_LOCUS12018|CAD7003569.1|CCAP, CCAP1982_LOCUS12021|CAD7003572.1|CCAP	LOC115632707|XP_030385808.1|SLEB
OG0005106	CCAP1982_LOCUS13154|CAD7004764.1|CCAP, CCAP1982_LOCUS13151|CAD7004760.1|CCAP	LOC115623213|XP_030373312.1|SLEB
OG0005107	CCAP1982_LOCUS11286|CAD7002815.1|CCAP	LOC115632456|XP_030385472.1|SLEB
OG0005108	CCAP1982_LOCUS21876|CAD7013857.1|CCAP	LOC115634287|XP_030387801.1|SLEB
OG0005110	CCAP1982_LOCUS11756|CAD7003294.1|CCAP	LOC115633102|XP_030386343.1|SLEB
OG0005111	CCAP1982_LOCUS10912|CAD7002421.1|CCAP	LOC115632486|XP_030385523.1|SLEB
OG0005112	CCAP1982_LOCUS10915|CAD7002424.1|CCAP	LOC115624667|XP_030375320.1|SLEB
OG0005113	CCAP1982_LOCUS10914|CAD7002423.1|CCAP	LOC115632539|XP_030385606.1|SLEB
OG0005114	CCAP1982_LOCUS11402|CAD7002937.1|CCAP	LOC115622722|XP_030372623.1|SLEB
OG0005115	CCAP1982_LOCUS9125|CAD7000651.1|CCAP	LOC115630559|XP_030383032.1|SLEB
OG0005116	CCAP1982_LOCUS11754|CAD7003292.1|CCAP	LOC115632479|XP_030385513.1|SLEB
OG0005118	CCAP1982_LOCUS5705|CAD6997051.1|CCAP	LOC115625693|XP_030376693.1|SLEB
OG0005119	CCAP1982_LOCUS21355|CAD7013284.1|CCAP	LOC115631427|XP_030384109.1|SLEB
OG0005120	CCAP1982_LOCUS12996|CAD7004601.1|CCAP	LOC115622963|XP_030372971.1|SLEB
OG0005121	CCAP1982_LOCUS12864|CAD7004458.1|CCAP	LOC115633972|XP_030387356.1|SLEB
OG0005122	CCAP1982_LOCUS12862|CAD7004456.1|CCAP, CCAP1982_LOCUS12853|CAD7004447.1|CCAP	LOC115622648|XP_030372519.1|SLEB
OG0005123	CCAP1982_LOCUS14325|CAD7005989.1|CCAP	LOC115625412|XP_030376315.1|SLEB
OG0005125	CCAP1982_LOCUS11993|CAD7003543.1|CCAP	LOC115633171|XP_030386443.1|SLEB
OG0005126	CCAP1982_LOCUS10816|CAD7002326.1|CCAP	LOC115622880|XP_030372833.1|SLEB
OG0005127	CCAP1982_LOCUS11385|CAD7002919.1|CCAP	LOC115622145|XP_030371869.1|SLEB
OG0005128	CCAP1982_LOCUS23102|CAD7015153.1|CCAP	LOC115626184|XP_030377360.1|SLEB
OG0005129	CCAP1982_LOCUS14042|CAD7005690.1|CCAP	LOC115624825|XP_030375535.1|SLEB
OG0005130	CCAP1982_LOCUS14256|CAD7005918.1|CCAP	LOC115634506|XP_030388132.1|SLEB
OG0005131	CCAP1982_LOCUS12361|CAD7003939.1|CCAP	LOC115628258|XP_030380136.1|SLEB
OG0005132	CCAP1982_LOCUS11055|CAD7002567.1|CCAP	LOC115623179|XP_030373259.1|SLEB
OG0005133	CCAP1982_LOCUS12500|CAD7004075.1|CCAP	LOC115628344|XP_030380269.1|SLEB
OG0005134	CCAP1982_LOCUS12244|CAD7003811.1|CCAP	LOC115632396|XP_030385386.1|SLEB
OG0005135	CCAP1982_LOCUS11607|CAD7003146.1|CCAP	LOC115622716|XP_030372614.1|SLEB
OG0005136	CCAP1982_LOCUS11605|CAD7003144.1|CCAP	LOC115622784|XP_030372701.1|SLEB
OG0005137	CCAP1982_LOCUS448|CAD6991529.1|CCAP	LOC115621264|XP_030370723.1|SLEB
OG0005138	CCAP1982_LOCUS14907|CAD7006596.1|CCAP	LOC115622854|XP_030372797.1|SLEB
OG0005139	CCAP1982_LOCUS11908|CAD7003454.1|CCAP	LOC115632739|XP_030385846.1|SLEB
OG0005140	CCAP1982_LOCUS8839|CAD7000357.1|CCAP	LOC115630928|XP_030383354.1|SLEB
OG0005141	CCAP1982_LOCUS22651|CAD7014663.1|CCAP	LOC115623622|XP_030373916.1|SLEB
OG0005142	CCAP1982_LOCUS11247|CAD7002774.1|CCAP	LOC115622229|XP_030371986.1|SLEB
OG0005143	CCAP1982_LOCUS11233|CAD7002759.1|CCAP, CCAP1982_LOCUS11236|CAD7002762.1|CCAP	LOC115633061|XP_030386275.1|SLEB
OG0005144	CCAP1982_LOCUS11237|CAD7002763.1|CCAP	LOC115633026|XP_030386209.1|SLEB
OG0005145	CCAP1982_LOCUS11241|CAD7002766.1|CCAP	LOC115632315|XP_030385276.1|SLEB
OG0005146	CCAP1982_LOCUS13009|CAD7004614.1|CCAP, CCAP1982_LOCUS13008|CAD7004613.1|CCAP, CCAP1982_LOCUS13010|CAD7004615.1|CCAP	LOC115622513|XP_030372327.1|SLEB
OG0005147	CCAP1982_LOCUS13012|CAD7004617.1|CCAP	LOC115622953|XP_030372953.1|SLEB
OG0005148	CCAP1982_LOCUS12980|CAD7004585.1|CCAP	LOC115622471|XP_030372275.1|SLEB
OG0005149	CCAP1982_LOCUS23347|CAD7015404.1|CCAP	LOC115629056|XP_030381233.1|SLEB
OG0005150	CCAP1982_LOCUS11735|CAD7003273.1|CCAP	LOC115632329|XP_030385292.1|SLEB
OG0005151	CCAP1982_LOCUS12320|CAD7003890.1|CCAP	LOC115624543|XP_030375129.1|SLEB
OG0005152	CCAP1982_LOCUS12318|CAD7003888.1|CCAP	LOC115624598|XP_030375198.1|SLEB
OG0005153	CCAP1982_LOCUS12326|CAD7003897.1|CCAP	LOC115624587|XP_030375185.1|SLEB
OG0005154	CCAP1982_LOCUS12707|CAD7004288.1|CCAP	LOC115628254|XP_030380133.1|SLEB
OG0005155	CCAP1982_LOCUS14824|CAD7006510.1|CCAP	LOC115628307|XP_030380217.1|SLEB
OG0005156	CCAP1982_LOCUS77|CAD6991134.1|CCAP	LOC115624009|XP_030374442.1|SLEB
OG0005157	CCAP1982_LOCUS22962|CAD7015005.1|CCAP	LOC115634649|XP_030388365.1|SLEB
OG0005158	CCAP1982_LOCUS12420|CAD7003998.1|CCAP	LOC115633070|XP_030386300.1|SLEB
OG0005159	CCAP1982_LOCUS12407|CAD7003984.1|CCAP	LOC115632444|XP_030385450.1|SLEB
OG0005160	CCAP1982_LOCUS12808|CAD7004398.1|CCAP	LOC115632818|XP_030385930.1|SLEB
OG0005161	CCAP1982_LOCUS7171|CAD6998593.1|CCAP	LOC115627574|XP_030379159.1|SLEB
OG0005163	CCAP1982_LOCUS14159|CAD7005813.1|CCAP	LOC115622932|XP_030372920.1|SLEB
OG0005164	CCAP1982_LOCUS11218|CAD7002744.1|CCAP	LOC115632273|XP_030385213.1|SLEB
OG0005165	CCAP1982_LOCUS4891|CAD6996201.1|CCAP	LOC115624509|XP_030375081.1|SLEB
OG0005166	CCAP1982_LOCUS5047|CAD6996368.1|CCAP	LOC115624291|XP_030374776.1|SLEB
OG0005167	CCAP1982_LOCUS5048|CAD6996369.1|CCAP	LOC115624295|XP_030374779.1|SLEB
OG0005168	CCAP1982_LOCUS11173|CAD7002696.1|CCAP	LOC115632090|XP_030384925.1|SLEB
OG0005169	CCAP1982_LOCUS11179|CAD7002702.1|CCAP	LOC115622495|XP_030372301.1|SLEB
OG0005170	CCAP1982_LOCUS11178|CAD7002701.1|CCAP	LOC115622165|XP_030371896.1|SLEB
OG0005171	CCAP1982_LOCUS11180|CAD7002703.1|CCAP	LOC115623247|XP_030373370.1|SLEB
OG0005172	CCAP1982_LOCUS21644|CAD7013589.1|CCAP	LOC115628232|XP_030380100.1|SLEB
OG0005173	CCAP1982_LOCUS22295|CAD7014293.1|CCAP	LOC115633253|XP_030386518.1|SLEB
OG0005174	CCAP1982_LOCUS22036|CAD7014030.1|CCAP	LOC115633668|XP_030386972.1|SLEB
OG0005175	CCAP1982_LOCUS22017|CAD7014011.1|CCAP	LOC115624686|XP_030375353.1|SLEB
OG0005176	CCAP1982_LOCUS21771|CAD7013740.1|CCAP	LOC115634045|XP_030387448.1|SLEB
OG0005177	CCAP1982_LOCUS22022|CAD7014016.1|CCAP	LOC115629827|XP_030382266.1|SLEB
OG0005178	CCAP1982_LOCUS11224|CAD7002750.1|CCAP	LOC115632323|XP_030385288.1|SLEB
OG0005179	CCAP1982_LOCUS11191|CAD7002716.1|CCAP	LOC115632413|XP_030385412.1|SLEB
OG0005180	CCAP1982_LOCUS14936|CAD7006629.1|CCAP	LOC115628396|XP_030380344.1|SLEB
OG0005182	CCAP1982_LOCUS21616|CAD7013558.1|CCAP	LOC115634306|XP_030387821.1|SLEB
OG0005183	CCAP1982_LOCUS21611|CAD7013553.1|CCAP	LOC115634779|XP_030388534.1|SLEB
OG0005184	CCAP1982_LOCUS21607|CAD7013548.1|CCAP	LOC115624993|XP_030375729.1|SLEB
OG0005185	CCAP1982_LOCUS22002|CAD7013993.1|CCAP	LOC115633894|XP_030387259.1|SLEB
OG0005186	CCAP1982_LOCUS21752|CAD7013715.1|CCAP	LOC115634834|XP_030388615.1|SLEB
OG0005187	CCAP1982_LOCUS22294|CAD7014292.1|CCAP	LOC115634370|XP_030387894.1|SLEB
OG0005188	CCAP1982_LOCUS22762|CAD7014793.1|CCAP	LOC115633552|XP_030386869.1|SLEB
OG0005190	CCAP1982_LOCUS11444|CAD7002981.1|CCAP	LOC115632360|XP_030385337.1|SLEB
OG0005191	CCAP1982_LOCUS264|CAD6991335.1|CCAP	LOC115623611|XP_030373888.1|SLEB
OG0005192	CCAP1982_LOCUS23091|CAD7015141.1|CCAP, CCAP1982_LOCUS23093|CAD7015143.1|CCAP	LOC115632258|XP_030385195.1|SLEB
OG0005193	CCAP1982_LOCUS23365|CAD7015423.1|CCAP	LOC115633740|XP_030387073.1|SLEB
OG0005194	CCAP1982_LOCUS7190|CAD6998616.1|CCAP	LOC115628088|XP_030379928.1|SLEB
OG0005195	CCAP1982_LOCUS22634|CAD7014645.1|CCAP	LOC115620893|XP_030370240.1|SLEB
OG0005196	CCAP1982_LOCUS14239|CAD7005899.1|CCAP	LOC115632795|XP_030385907.1|SLEB
OG0005197	CCAP1982_LOCUS22401|CAD7014409.1|CCAP	LOC115633672|XP_030386978.1|SLEB
OG0005198	CCAP1982_LOCUS10739|CAD7002244.1|CCAP, CCAP1982_LOCUS10738|CAD7002242.1|CCAP, CCAP1982_LOCUS10736|CAD7002240.1|CCAP	LOC115624636|XP_030375257.1|SLEB
OG0005199	CCAP1982_LOCUS21243|CAD7013172.1|CCAP	LOC115627790|XP_030379474.1|SLEB
OG0005200	CCAP1982_LOCUS23197|CAD7015248.1|CCAP	LOC115630337|XP_030382734.1|SLEB
OG0005201	CCAP1982_LOCUS7252|CAD6998695.1|CCAP	LOC115634786|XP_030388553.1|SLEB
OG0005202	CCAP1982_LOCUS21195|CAD7013122.1|CCAP	LOC115632876|XP_030386014.1|SLEB
OG0005203	CCAP1982_LOCUS7149|CAD6998568.1|CCAP	LOC115634622|XP_030388333.1|SLEB
OG0005204	CCAP1982_LOCUS6398|CAD6997769.1|CCAP	LOC115628989|XP_030381130.1|SLEB
OG0005205	CCAP1982_LOCUS6921|CAD6998312.1|CCAP	LOC115631034|XP_030383517.1|SLEB
OG0005206	CCAP1982_LOCUS22250|CAD7014247.1|CCAP	LOC115634727|XP_030388471.1|SLEB
OG0005207	CCAP1982_LOCUS22905|CAD7014942.1|CCAP	LOC115633790|XP_030387127.1|SLEB
OG0005208	CCAP1982_LOCUS22121|CAD7014114.1|CCAP	LOC115633827|XP_030387175.1|SLEB
OG0005209	CCAP1982_LOCUS5437|CAD6996758.1|CCAP	LOC115626637|XP_030377907.1|SLEB
OG0005210	CCAP1982_LOCUS5436|CAD6996757.1|CCAP	LOC115626356|XP_030377567.1|SLEB
OG0005211	CCAP1982_LOCUS11690|CAD7003229.1|CCAP	LOC115624687|XP_030375349.1|SLEB
OG0005212	CCAP1982_LOCUS7176|CAD6998601.1|CCAP	LOC115633797|XP_030387136.1|SLEB
OG0005213	CCAP1982_LOCUS5508|CAD6996835.1|CCAP	LOC115633361|XP_030386662.1|SLEB
OG0005214	CCAP1982_LOCUS7805|CAD6999276.1|CCAP	LOC115631978|XP_030384738.1|SLEB
OG0005215	CCAP1982_LOCUS8738|CAD7000246.1|CCAP	LOC115631005|XP_030383464.1|SLEB
OG0005216	CCAP1982_LOCUS7739|CAD6999205.1|CCAP	LOC115625762|XP_030376783.1|SLEB
OG0005217	CCAP1982_LOCUS6400|CAD6997772.1|CCAP	LOC115629078|XP_030381253.1|SLEB
OG0005218	CCAP1982_LOCUS5377|CAD6996693.1|CCAP	LOC115626257|XP_030377422.1|SLEB
OG0005219	CCAP1982_LOCUS22495|CAD7014493.1|CCAP	LOC115622318|XP_030372088.1|SLEB
OG0005220	CCAP1982_LOCUS12769|CAD7004354.1|CCAP	LOC115632376|XP_030385357.1|SLEB
OG0005221	CCAP1982_LOCUS5724|CAD6997071.1|CCAP	LOC115626397|XP_030377620.1|SLEB
OG0005222	CCAP1982_LOCUS7540|CAD6998993.1|CCAP	LOC115630505|XP_030382956.1|SLEB
OG0005223	CCAP1982_LOCUS5696|CAD6997038.1|CCAP	LOC115625803|XP_030376841.1|SLEB
OG0005224	CCAP1982_LOCUS9099|CAD7000625.1|CCAP	LOC115628457|XP_030380435.1|SLEB
