Orthogroup	CCAP.longest_only	DSER.longest_only
OG0003935	CCAP1982_LOCUS22909|CAD7014946.1|CCAP	LOC110178513|XP_020801323.1|DSER
OG0003936	CCAP1982_LOCUS22910|CAD7014947.1|CCAP	LOC110178518|XP_020801329.1|DSER
OG0003937	CCAP1982_LOCUS22690|CAD7014708.1|CCAP	LOC110182947|XP_020806792.1|DSER
OG0003938	CCAP1982_LOCUS8103|CAD6999578.1|CCAP	LOC110182310|XP_020805985.1|DSER
OG0003939	CCAP1982_LOCUS8102|CAD6999577.1|CCAP	LOC110187375|XP_020812424.1|DSER
OG0003940	CCAP1982_LOCUS8270|CAD6999747.1|CCAP	LOC110182335|XP_020806026.1|DSER
OG0003941	CCAP1982_LOCUS8273|CAD6999750.1|CCAP	LOC110182354|XP_020806053.1|DSER
OG0003942	CCAP1982_LOCUS8147|CAD6999616.1|CCAP	LOC110176944|XP_020799104.1|DSER
OG0003943	CCAP1982_LOCUS22209|CAD7014205.1|CCAP	LOC110182388|XP_020806087.1|DSER
OG0003944	CCAP1982_LOCUS8369|CAD6999857.1|CCAP	LOC110183961|XP_020807976.1|DSER
OG0003945	CCAP1982_LOCUS22015|CAD7014008.1|CCAP	LOC110181130|XP_020804460.1|DSER
OG0003946	CCAP1982_LOCUS5773|CAD6997127.1|CCAP	LOC110181348|XP_020804728.1|DSER
OG0003947	CCAP1982_LOCUS6292|CAD6997662.1|CCAP	LOC110181354|XP_020804737.1|DSER
OG0003948	CCAP1982_LOCUS7660|CAD6999116.1|CCAP	LOC110187232|XP_020812289.1|DSER
OG0003949	CCAP1982_LOCUS7659|CAD6999115.1|CCAP	LOC110187236|XP_020812293.1|DSER, LOC110179962|XP_020803202.1|DSER
OG0003950	CCAP1982_LOCUS5397|CAD6996714.1|CCAP	LOC110185739|XP_020810390.1|DSER
OG0003951	CCAP1982_LOCUS5390|CAD6996707.1|CCAP	LOC110185690|XP_020810317.1|DSER
OG0003952	CCAP1982_LOCUS5626|CAD6996959.1|CCAP	LOC110183171|XP_020807022.1|DSER
OG0003953	CCAP1982_LOCUS6501|CAD6997882.1|CCAP	LOC110185561|XP_020810140.1|DSER
OG0003954	CCAP1982_LOCUS8427|CAD6999916.1|CCAP	LOC110183598|XP_020807571.1|DSER
OG0003955	CCAP1982_LOCUS5656|CAD6996995.1|CCAP	LOC110183283|XP_020807173.1|DSER
OG0003956	CCAP1982_LOCUS8668|CAD7000177.1|CCAP	LOC110178139|XP_020800826.1|DSER
OG0003957	CCAP1982_LOCUS11265|CAD7002795.1|CCAP	LOC110191300|XP_020817770.1|DSER
OG0003959	CCAP1982_LOCUS22088|CAD7014081.1|CCAP	LOC110182995|XP_020806845.1|DSER
OG0003961	CCAP1982_LOCUS8859|CAD7000383.1|CCAP	LOC110176989|XP_020799157.1|DSER
OG0003962	CCAP1982_LOCUS7792|CAD6999262.1|CCAP	LOC110182352|XP_020806051.1|DSER
OG0003963	CCAP1982_LOCUS9235|CAD7000760.1|CCAP, CCAP1982_LOCUS9236|CAD7000761.1|CCAP	LOC110181449|XP_020804850.1|DSER
OG0003964	CCAP1982_LOCUS8508|CAD7000002.1|CCAP	LOC110176877|XP_020799012.1|DSER
OG0003965	CCAP1982_LOCUS8387|CAD6999878.1|CCAP, CCAP1982_LOCUS8385|CAD6999876.1|CCAP	LOC110182594|XP_020806307.1|DSER
OG0003966	CCAP1982_LOCUS5452|CAD6996777.1|CCAP	LOC110185016|XP_020809327.1|DSER, LOC110185103|XP_020809451.1|DSER
OG0003967	CCAP1982_LOCUS23154|CAD7015206.1|CCAP	LOC110189709|XP_020815543.1|DSER
OG0003968	CCAP1982_LOCUS23148|CAD7015199.1|CCAP	LOC110189419|XP_020815136.1|DSER
OG0003969	CCAP1982_LOCUS23196|CAD7015246.1|CCAP	LOC110189500|XP_020815263.1|DSER
OG0003970	CCAP1982_LOCUS6945|CAD6998343.1|CCAP	LOC110187578|XP_020812624.1|DSER
OG0003971	CCAP1982_LOCUS5715|CAD6997061.1|CCAP	LOC110183383|XP_020807307.1|DSER
OG0003972	CCAP1982_LOCUS12298|CAD7003868.1|CCAP, CCAP1982_LOCUS14704|CAD7006383.1|CCAP, CCAP1982_LOCUS12297|CAD7003867.1|CCAP	LOC110176213|XP_020798146.1|DSER
OG0003973	CCAP1982_LOCUS22115|CAD7014109.1|CCAP, CCAP1982_LOCUS22114|CAD7014108.1|CCAP	LOC110184110|XP_020808161.1|DSER
OG0003974	CCAP1982_LOCUS1354|CAD6992505.1|CCAP	LOC110176346|XP_020798333.1|DSER
OG0003975	CCAP1982_LOCUS9013|CAD7000536.1|CCAP, CCAP1982_LOCUS9015|CAD7000538.1|CCAP	LOC110183031|XP_020806876.1|DSER
OG0003976	CCAP1982_LOCUS6108|CAD6997465.1|CCAP	LOC110185868|XP_020810537.1|DSER
OG0003977	CCAP1982_LOCUS6106|CAD6997463.1|CCAP	LOC110185056|XP_020809391.1|DSER
OG0003978	CCAP1982_LOCUS14331|CAD7005995.1|CCAP	LOC110190109|XP_020816076.1|DSER
OG0003979	CCAP1982_LOCUS8335|CAD6999823.1|CCAP	LOC110183306|XP_020807204.1|DSER
OG0003980	CCAP1982_LOCUS238|CAD6991309.1|CCAP	LOC110188298|XP_020813659.1|DSER
OG0003981	CCAP1982_LOCUS8339|CAD6999828.1|CCAP	LOC110184817|XP_020809116.1|DSER
OG0003982	CCAP1982_LOCUS6275|CAD6997642.1|CCAP	LOC110181368|XP_020804754.1|DSER, LOC110178686|XP_020801549.1|DSER
OG0003983	CCAP1982_LOCUS5970|CAD6997336.1|CCAP, CCAP1982_LOCUS5971|CAD6997337.1|CCAP	LOC110185820|XP_020810484.1|DSER
OG0003984	CCAP1982_LOCUS5684|CAD6997025.1|CCAP, CCAP1982_LOCUS5849|CAD6997211.1|CCAP	LOC110183737|XP_020807743.1|DSER
OG0003985	CCAP1982_LOCUS5845|CAD6997207.1|CCAP, CCAP1982_LOCUS5681|CAD6997022.1|CCAP	LOC110181435|XP_020804836.1|DSER
OG0003986	CCAP1982_LOCUS5674|CAD6997013.1|CCAP	LOC110182688|XP_020806440.1|DSER
OG0003987	CCAP1982_LOCUS6202|CAD6997564.1|CCAP, CCAP1982_LOCUS6198|CAD6997560.1|CCAP, CCAP1982_LOCUS6199|CAD6997561.1|CCAP	LOC110182691|XP_020806443.1|DSER
OG0003988	CCAP1982_LOCUS8506|CAD7000000.1|CCAP, CCAP1982_LOCUS8505|CAD6999999.1|CCAP	LOC110187364|XP_020812414.1|DSER
OG0003989	CCAP1982_LOCUS8511|CAD7000005.1|CCAP	LOC110187320|XP_020812367.1|DSER
OG0003990	CCAP1982_LOCUS8402|CAD6999892.1|CCAP	LOC110185610|XP_020810215.1|DSER
OG0003991	CCAP1982_LOCUS8201|CAD6999671.1|CCAP	LOC110179160|XP_020802208.1|DSER
OG0003992	CCAP1982_LOCUS8206|CAD6999676.1|CCAP	LOC110187296|XP_020812344.1|DSER
OG0003993	CCAP1982_LOCUS9154|CAD7000680.1|CCAP	LOC110185999|XP_020810686.1|DSER
OG0003994	CCAP1982_LOCUS4907|CAD6996219.1|CCAP	LOC110177358|XP_020799710.1|DSER
OG0003995	CCAP1982_LOCUS22498|CAD7014496.1|CCAP	LOC110178418|XP_020801247.1|DSER
OG0003996	CCAP1982_LOCUS22541|CAD7014540.1|CCAP	LOC110178347|XP_020801124.1|DSER
OG0003997	CCAP1982_LOCUS8067|CAD6999546.1|CCAP	LOC110182669|XP_020806407.1|DSER, LOC110180300|XP_020803613.1|DSER
OG0003998	CCAP1982_LOCUS6627|CAD6998010.1|CCAP	LOC110189829|XP_020815684.1|DSER
OG0003999	CCAP1982_LOCUS5450|CAD6996775.1|CCAP	LOC110176563|XP_020798610.1|DSER
OG0004001	CCAP1982_LOCUS19584|CAD7011485.1|CCAP	LOC110191664|XP_020818221.1|DSER
OG0004002	CCAP1982_LOCUS5794|CAD6997149.1|CCAP	LOC110185928|XP_020810601.1|DSER
OG0004003	CCAP1982_LOCUS5644|CAD6996980.1|CCAP	LOC110183187|XP_020807041.1|DSER
OG0004004	CCAP1982_LOCUS8476|CAD6999971.1|CCAP	LOC110176879|XP_020799014.1|DSER
OG0004005	CCAP1982_LOCUS8478|CAD6999973.1|CCAP	LOC110187419|XP_020812467.1|DSER
OG0004006	CCAP1982_LOCUS8574|CAD7000075.1|CCAP	LOC110184993|XP_020809303.1|DSER
OG0004007	CCAP1982_LOCUS6925|CAD6998319.1|CCAP	LOC110183791|XP_020807806.1|DSER
OG0004008	CCAP1982_LOCUS7446|CAD6998899.1|CCAP, CCAP1982_LOCUS7450|CAD6998903.1|CCAP	LOC110178090|XP_020800752.1|DSER
OG0004009	CCAP1982_LOCUS8930|CAD7000453.1|CCAP	LOC110184962|XP_020809269.1|DSER
OG0004010	CCAP1982_LOCUS6001|CAD6997368.1|CCAP	LOC110186009|XP_020810702.1|DSER
OG0004011	CCAP1982_LOCUS5350|CAD6996666.1|CCAP	LOC110185140|XP_020809500.1|DSER
OG0004012	CCAP1982_LOCUS2278|CAD6993466.1|CCAP	LOC110188529|XP_020813933.1|DSER
OG0004013	CCAP1982_LOCUS6066|CAD6997419.1|CCAP	LOC110186119|XP_020810827.1|DSER
OG0004014	CCAP1982_LOCUS12299|CAD7003869.1|CCAP, CCAP1982_LOCUS14705|CAD7006384.1|CCAP, CCAP1982_LOCUS12300|CAD7003870.1|CCAP	LOC110176212|XP_020798145.1|DSER
OG0004015	CCAP1982_LOCUS7695|CAD6999157.1|CCAP	LOC110182609|XP_020806330.1|DSER
OG0004016	CCAP1982_LOCUS6454|CAD6997830.1|CCAP	LOC110183309|XP_020807208.1|DSER
OG0004017	CCAP1982_LOCUS8061|CAD6999540.1|CCAP	LOC110186085|XP_020810782.1|DSER
OG0004018	CCAP1982_LOCUS21469|CAD7013405.1|CCAP	LOC110189564|XP_020815352.1|DSER
OG0004019	CCAP1982_LOCUS11760|CAD7003299.1|CCAP	LOC110185003|XP_020809318.1|DSER
OG0004020	CCAP1982_LOCUS7355|CAD6998806.1|CCAP	LOC110187242|XP_020812299.1|DSER
OG0004021	CCAP1982_LOCUS20908|CAD7012808.1|CCAP, CCAP1982_LOCUS20907|CAD7012807.1|CCAP	LOC110183973|XP_020807987.1|DSER
OG0004022	CCAP1982_LOCUS6981|CAD6998381.1|CCAP	LOC110181189|XP_020804525.1|DSER
OG0004023	CCAP1982_LOCUS7349|CAD6998795.1|CCAP	LOC110181254|XP_020804623.1|DSER
OG0004024	CCAP1982_LOCUS8113|CAD6999589.1|CCAP	LOC110181159|XP_020804492.1|DSER
OG0004025	CCAP1982_LOCUS5853|CAD6997217.1|CCAP	LOC110183410|XP_020807345.1|DSER
OG0004026	CCAP1982_LOCUS8058|CAD6999536.1|CCAP	LOC110182281|XP_020805959.1|DSER
OG0004028	CCAP1982_LOCUS7750|CAD6999216.1|CCAP, CCAP1982_LOCUS7749|CAD6999215.1|CCAP	LOC110183120|XP_020806969.1|DSER
OG0004029	CCAP1982_LOCUS7847|CAD6999320.1|CCAP	LOC110183857|XP_020807870.1|DSER
OG0004030	CCAP1982_LOCUS20235|CAD7012136.1|CCAP	LOC110191500|XP_020818025.1|DSER
OG0004031	CCAP1982_LOCUS6911|CAD6998302.1|CCAP, CCAP1982_LOCUS6910|CAD6998301.1|CCAP	LOC110187311|XP_020812359.1|DSER
OG0004032	CCAP1982_LOCUS5538|CAD6996865.1|CCAP	LOC110188780|XP_020814284.1|DSER
OG0004033	CCAP1982_LOCUS6288|CAD6997658.1|CCAP	LOC110183214|XP_020807086.1|DSER
OG0004034	CCAP1982_LOCUS7693|CAD6999155.1|CCAP	LOC110176904|XP_020799050.1|DSER
OG0004035	CCAP1982_LOCUS7567|CAD6999020.1|CCAP, CCAP1982_LOCUS7568|CAD6999021.1|CCAP	LOC110182311|XP_020805991.1|DSER
OG0004036	CCAP1982_LOCUS7595|CAD6999048.1|CCAP	LOC110182396|XP_020806095.1|DSER
OG0004037	CCAP1982_LOCUS8865|CAD7000390.1|CCAP	LOC110183941|XP_020807961.1|DSER, LOC110183940|XP_020807960.1|DSER
OG0004038	CCAP1982_LOCUS7452|CAD6998905.1|CCAP	LOC110176824|XP_020798934.1|DSER, LOC110182627|XP_020806350.1|DSER
OG0004039	CCAP1982_LOCUS8230|CAD6999704.1|CCAP, CCAP1982_LOCUS8227|CAD6999701.1|CCAP, CCAP1982_LOCUS8229|CAD6999703.1|CCAP	LOC110187331|XP_020812377.1|DSER
OG0004040	CCAP1982_LOCUS22152|CAD7014146.1|CCAP	LOC110177162|XP_020799409.1|DSER
OG0004042	CCAP1982_LOCUS11857|CAD7003401.1|CCAP	LOC110178775|XP_020801677.1|DSER, LOC110178837|XP_020801758.1|DSER
OG0004043	CCAP1982_LOCUS7930|CAD6999404.1|CCAP	LOC110183415|XP_020807351.1|DSER
OG0004045	CCAP1982_LOCUS3700|CAD6994969.1|CCAP	LOC110183461|XP_020807400.1|DSER
OG0004046	CCAP1982_LOCUS7410|CAD6998861.1|CCAP	LOC110178123|XP_020800802.1|DSER
OG0004047	CCAP1982_LOCUS8042|CAD6999517.1|CCAP	LOC110184985|XP_020809296.1|DSER
OG0004048	CCAP1982_LOCUS23409|CAD7015469.1|CCAP	LOC110179150|XP_020802198.1|DSER
OG0004049	CCAP1982_LOCUS6937|CAD6998333.1|CCAP	LOC110187518|XP_020812572.1|DSER
OG0004050	CCAP1982_LOCUS8806|CAD7000323.1|CCAP	LOC110176974|XP_020799139.1|DSER
OG0004051	CCAP1982_LOCUS8560|CAD7000056.1|CCAP	LOC110184009|XP_020808033.1|DSER
OG0004053	CCAP1982_LOCUS22593|CAD7014600.1|CCAP	LOC110179360|XP_020802533.1|DSER
OG0004054	CCAP1982_LOCUS8019|CAD6999495.1|CCAP	LOC110187533|XP_020812586.1|DSER
OG0004055	CCAP1982_LOCUS2177|CAD6993359.1|CCAP	LOC110186228|XP_020810950.1|DSER
OG0004056	CCAP1982_LOCUS3169|CAD6994417.1|CCAP	LOC110187806|XP_020812940.1|DSER
OG0004057	CCAP1982_LOCUS14479|CAD7006151.1|CCAP, CCAP1982_LOCUS14483|CAD7006155.1|CCAP	LOC110190328|XP_020816382.1|DSER
OG0004058	CCAP1982_LOCUS12052|CAD7003606.1|CCAP	LOC110182763|XP_020806536.1|DSER
OG0004059	CCAP1982_LOCUS954|CAD6992074.1|CCAP	LOC110188554|XP_020813971.1|DSER
OG0004060	CCAP1982_LOCUS123|CAD6991185.1|CCAP	LOC110190756|XP_020817047.1|DSER
OG0004062	CCAP1982_LOCUS11610|CAD7003149.1|CCAP	LOC110177618|XP_020800083.1|DSER
OG0004063	CCAP1982_LOCUS9208|CAD7000735.1|CCAP	LOC110179430|XP_020802620.1|DSER
OG0004064	CCAP1982_LOCUS13592|CAD7005233.1|CCAP	LOC110190119|XP_020816092.1|DSER
OG0004065	CCAP1982_LOCUS19980|CAD7011868.1|CCAP	LOC110177827|XP_020800429.1|DSER
OG0004066	CCAP1982_LOCUS19979|CAD7011867.1|CCAP	LOC110188946|XP_020814583.1|DSER
OG0004068	CCAP1982_LOCUS752|CAD6991854.1|CCAP	LOC110186940|XP_020811932.1|DSER
OG0004069	CCAP1982_LOCUS753|CAD6991855.1|CCAP	LOC110186505|XP_020811359.1|DSER
OG0004070	CCAP1982_LOCUS12521|CAD7004097.1|CCAP	LOC110178681|XP_020801541.1|DSER
OG0004071	CCAP1982_LOCUS14981|CAD7006680.1|CCAP	LOC110190650|XP_020816907.1|DSER
OG0004072	CCAP1982_LOCUS14980|CAD7006679.1|CCAP	LOC110190651|XP_020816910.1|DSER
OG0004074	CCAP1982_LOCUS20432|CAD7012338.1|CCAP	LOC110190851|XP_020817163.1|DSER
OG0004075	CCAP1982_LOCUS19452|CAD7011349.1|CCAP	LOC110182312|XP_020806001.1|DSER
OG0004076	CCAP1982_LOCUS20003|CAD7011891.1|CCAP	LOC110182286|XP_020805967.1|DSER
OG0004077	CCAP1982_LOCUS8514|CAD7000009.1|CCAP	LOC110177000|XP_020799168.1|DSER
OG0004078	CCAP1982_LOCUS431|CAD6991510.1|CCAP	LOC110186211|XP_020810933.1|DSER
OG0004080	CCAP1982_LOCUS22425|CAD7014429.1|CCAP	LOC110176860|XP_020798997.1|DSER
OG0004081	CCAP1982_LOCUS20394|CAD7012298.1|CCAP	LOC110189216|XP_020814847.1|DSER
OG0004082	CCAP1982_LOCUS10303|CAD7001812.1|CCAP, CCAP1982_LOCUS2924|CAD6994159.1|CCAP	LOC110185433|XP_020809915.1|DSER
OG0004083	CCAP1982_LOCUS3354|CAD6994619.1|CCAP	LOC110191310|XP_020817782.1|DSER
OG0004084	CCAP1982_LOCUS13378|CAD7005002.1|CCAP	LOC110189866|XP_020815745.1|DSER
OG0004085	CCAP1982_LOCUS399|CAD6991474.1|CCAP	LOC110191419|XP_020817936.1|DSER
OG0004086	CCAP1982_LOCUS4267|CAD6995556.1|CCAP	LOC110177376|XP_020799732.1|DSER
OG0004088	CCAP1982_LOCUS3406|CAD6994671.1|CCAP	LOC110186454|XP_020811298.1|DSER
OG0004090	CCAP1982_LOCUS5053|CAD6996375.1|CCAP	LOC110186168|XP_020810880.1|DSER
OG0004091	CCAP1982_LOCUS781|CAD6991890.1|CCAP	LOC110188637|XP_020814071.1|DSER
OG0004095	CCAP1982_LOCUS4577|CAD6995876.1|CCAP	LOC110186436|XP_020811277.1|DSER
OG0004096	CCAP1982_LOCUS4265|CAD6995554.1|CCAP	LOC110177377|XP_020799734.1|DSER
OG0004097	CCAP1982_LOCUS14549|CAD7006223.1|CCAP	LOC110177511|XP_020799925.1|DSER
OG0004098	CCAP1982_LOCUS14552|CAD7006226.1|CCAP	LOC110185932|XP_020810605.1|DSER
OG0004099	CCAP1982_LOCUS681|CAD6991775.1|CCAP	LOC110187880|XP_020813022.1|DSER
OG0004100	CCAP1982_LOCUS731|CAD6991832.1|CCAP	LOC110188015|XP_020813198.1|DSER
OG0004101	CCAP1982_LOCUS728|CAD6991829.1|CCAP	LOC110187648|XP_020812715.1|DSER
OG0004102	CCAP1982_LOCUS4299|CAD6995590.1|CCAP	LOC110188121|XP_020813359.1|DSER
OG0004103	CCAP1982_LOCUS5050|CAD6996371.1|CCAP	LOC110186206|XP_020810928.1|DSER
OG0004104	CCAP1982_LOCUS478|CAD6991559.1|CCAP, CCAP1982_LOCUS479|CAD6991560.1|CCAP	LOC110184965|XP_020809275.1|DSER
OG0004105	CCAP1982_LOCUS13594|CAD7005236.1|CCAP	LOC110189956|XP_020815904.1|DSER
OG0004106	CCAP1982_LOCUS13889|CAD7005529.1|CCAP	LOC110190174|XP_020816179.1|DSER
OG0004107	CCAP1982_LOCUS22275|CAD7014272.1|CCAP	LOC110188808|XP_020814342.1|DSER
OG0004109	CCAP1982_LOCUS5056|CAD6996377.1|CCAP, CCAP1982_LOCUS5055|CAD6996376.1|CCAP	LOC110186169|XP_020810882.1|DSER
OG0004110	CCAP1982_LOCUS13874|CAD7005514.1|CCAP	LOC110179832|XP_020803098.1|DSER
OG0004111	CCAP1982_LOCUS876|CAD6991990.1|CCAP	LOC110187008|XP_020812029.1|DSER
OG0004112	CCAP1982_LOCUS327|CAD6991400.1|CCAP	LOC110186204|XP_020810926.1|DSER
OG0004116	CCAP1982_LOCUS4835|CAD6996142.1|CCAP	LOC110186371|XP_020811181.1|DSER
OG0004117	CCAP1982_LOCUS397|CAD6991472.1|CCAP	LOC110177305|XP_020799630.1|DSER
OG0004118	CCAP1982_LOCUS19408|CAD7011302.1|CCAP	LOC110184323|XP_020808508.1|DSER
OG0004119	CCAP1982_LOCUS4942|CAD6996259.1|CCAP	LOC110189813|XP_020815683.1|DSER
OG0004120	CCAP1982_LOCUS4906|CAD6996218.1|CCAP	LOC110188242|XP_020813564.1|DSER
OG0004121	CCAP1982_LOCUS12466|CAD7004041.1|CCAP	LOC110185257|XP_020809653.1|DSER
OG0004122	CCAP1982_LOCUS390|CAD6991465.1|CCAP	LOC110188687|XP_020814148.1|DSER
OG0004123	CCAP1982_LOCUS951|CAD6992070.1|CCAP	LOC110188319|XP_020813687.1|DSER
OG0004125	CCAP1982_LOCUS171|CAD6991234.1|CCAP	LOC110186530|XP_020811387.1|DSER
OG0004126	CCAP1982_LOCUS4241|CAD6995529.1|CCAP	LOC110186964|XP_020811965.1|DSER
OG0004127	CCAP1982_LOCUS6280|CAD6997648.1|CCAP	LOC110187336|XP_020812382.1|DSER
OG0004128	CCAP1982_LOCUS4639|CAD6995937.1|CCAP	LOC110187745|XP_020812862.1|DSER
OG0004129	CCAP1982_LOCUS7134|CAD6998548.1|CCAP	LOC110178334|XP_020801103.1|DSER
OG0004131	CCAP1982_LOCUS5075|CAD6996401.1|CCAP	LOC110191744|XP_020818339.1|DSER
OG0004132	CCAP1982_LOCUS12047|CAD7003599.1|CCAP	LOC110185282|XP_020809688.1|DSER
OG0004133	CCAP1982_LOCUS7605|CAD6999058.1|CCAP	LOC110184945|XP_020809250.1|DSER
OG0004134	CCAP1982_LOCUS4174|CAD6995459.1|CCAP	LOC110190922|XP_020817241.1|DSER
OG0004135	CCAP1982_LOCUS608|CAD6991695.1|CCAP	LOC110188100|XP_020813314.1|DSER
OG0004136	CCAP1982_LOCUS726|CAD6991826.1|CCAP	LOC110191086|XP_020817490.1|DSER
OG0004137	CCAP1982_LOCUS22274|CAD7014271.1|CCAP	LOC110181061|XP_020804424.1|DSER
OG0004140	CCAP1982_LOCUS21111|CAD7013025.1|CCAP	LOC110182543|XP_020806251.1|DSER
OG0004141	CCAP1982_LOCUS20108|CAD7011997.1|CCAP	LOC110182938|XP_020806777.1|DSER
OG0004143	CCAP1982_LOCUS165|CAD6991228.1|CCAP	LOC110189013|XP_020814635.1|DSER
OG0004144	CCAP1982_LOCUS12765|CAD7004349.1|CCAP	LOC110183192|XP_020807056.1|DSER
OG0004145	CCAP1982_LOCUS11264|CAD7002794.1|CCAP	LOC110191303|XP_020817773.1|DSER
OG0004146	CCAP1982_LOCUS4817|CAD6996122.1|CCAP	LOC110191716|XP_020818292.1|DSER
OG0004147	CCAP1982_LOCUS6285|CAD6997654.1|CCAP	LOC110183209|XP_020807081.1|DSER
OG0004148	CCAP1982_LOCUS4228|CAD6995515.1|CCAP, CCAP1982_LOCUS4229|CAD6995516.1|CCAP	LOC110186828|XP_020811775.1|DSER
OG0004149	CCAP1982_LOCUS874|CAD6991987.1|CCAP, CCAP1982_LOCUS871|CAD6991984.1|CCAP	LOC110191001|XP_020817374.1|DSER
OG0004150	CCAP1982_LOCUS437|CAD6991518.1|CCAP	LOC110187885|XP_020813029.1|DSER
OG0004151	CCAP1982_LOCUS129|CAD6991191.1|CCAP, CCAP1982_LOCUS130|CAD6991192.1|CCAP	LOC110186251|XP_020810988.1|DSER
OG0004152	CCAP1982_LOCUS5029|CAD6996351.1|CCAP	LOC110177199|XP_020799454.1|DSER
OG0004153	CCAP1982_LOCUS21634|CAD7013578.1|CCAP	LOC110179303|XP_020802448.1|DSER
OG0004154	CCAP1982_LOCUS13327|CAD7004948.1|CCAP	LOC110188533|XP_020813936.1|DSER
OG0004155	CCAP1982_LOCUS4683|CAD6995973.1|CCAP	LOC110191949|XP_020818629.1|DSER
OG0004157	CCAP1982_LOCUS4311|CAD6995604.1|CCAP	LOC110181839|XP_020805403.1|DSER
OG0004158	CCAP1982_LOCUS10978|CAD7002489.1|CCAP	LOC110178610|XP_020801453.1|DSER
OG0004159	CCAP1982_LOCUS685|CAD6991780.1|CCAP	LOC110186977|XP_020811986.1|DSER
OG0004160	CCAP1982_LOCUS11609|CAD7003148.1|CCAP	LOC110177540|XP_020799968.1|DSER
OG0004161	CCAP1982_LOCUS597|CAD6991684.1|CCAP	LOC110188086|XP_020813298.1|DSER
OG0004162	CCAP1982_LOCUS4533|CAD6995831.1|CCAP, CCAP1982_LOCUS698|CAD6991794.1|CCAP, CCAP1982_LOCUS4534|CAD6995832.1|CCAP	LOC110184383|XP_020808550.1|DSER
OG0004163	CCAP1982_LOCUS850|CAD6991962.1|CCAP	LOC110187936|XP_020813106.1|DSER
OG0004164	CCAP1982_LOCUS4677|CAD6995966.1|CCAP	LOC110187965|XP_020813143.1|DSER
OG0004165	CCAP1982_LOCUS19717|CAD7011628.1|CCAP	LOC110177665|XP_020800147.1|DSER
OG0004166	CCAP1982_LOCUS21133|CAD7013051.1|CCAP	LOC110191495|XP_020818019.1|DSER
OG0004167	CCAP1982_LOCUS5177|CAD6996509.1|CCAP	LOC110187923|XP_020813093.1|DSER
OG0004168	CCAP1982_LOCUS2525|CAD6993726.1|CCAP	LOC110190873|XP_020817184.1|DSER
OG0004173	CCAP1982_LOCUS19432|CAD7011327.1|CCAP	LOC110178268|XP_020800993.1|DSER
OG0004174	CCAP1982_LOCUS20560|CAD7012483.1|CCAP	LOC110179992|XP_020803281.1|DSER
OG0004175	CCAP1982_LOCUS19897|CAD7011786.1|CCAP	LOC110178222|XP_020800929.1|DSER
OG0004176	CCAP1982_LOCUS14900|CAD7006589.1|CCAP	LOC110190471|XP_020816639.1|DSER
OG0004177	CCAP1982_LOCUS779|CAD6991888.1|CCAP	LOC110188406|XP_020813790.1|DSER
OG0004178	CCAP1982_LOCUS1014|CAD6992135.1|CCAP	LOC110188730|XP_020814203.1|DSER
OG0004180	CCAP1982_LOCUS994|CAD6992110.1|CCAP	LOC110188254|XP_020813586.1|DSER
OG0004181	CCAP1982_LOCUS4887|CAD6996197.1|CCAP	LOC110186695|XP_020811630.1|DSER
OG0004182	CCAP1982_LOCUS11202|CAD7002727.1|CCAP	LOC110176286|XP_020798264.1|DSER
OG0004183	CCAP1982_LOCUS11208|CAD7002733.1|CCAP	LOC110176205|XP_020798126.1|DSER
OG0004184	CCAP1982_LOCUS12747|CAD7004328.1|CCAP	LOC110183698|XP_020807696.1|DSER
OG0004185	CCAP1982_LOCUS8866|CAD7000391.1|CCAP	LOC110183953|XP_020807970.1|DSER
OG0004187	CCAP1982_LOCUS803|CAD6991914.1|CCAP	LOC110176609|XP_020798691.1|DSER
OG0004188	CCAP1982_LOCUS761|CAD6991867.1|CCAP	LOC110188304|XP_020813669.1|DSER
OG0004189	CCAP1982_LOCUS239|CAD6991310.1|CCAP	LOC110188297|XP_020813658.1|DSER
OG0004190	CCAP1982_LOCUS4392|CAD6995685.1|CCAP	LOC110188267|XP_020813615.1|DSER
OG0004191	CCAP1982_LOCUS4388|CAD6995681.1|CCAP	LOC110188522|XP_020813923.1|DSER
OG0004192	CCAP1982_LOCUS4412|CAD6995705.1|CCAP	LOC110188290|XP_020813648.1|DSER
OG0004194	CCAP1982_LOCUS641|CAD6991730.1|CCAP, CCAP1982_LOCUS642|CAD6991731.1|CCAP	LOC110190294|XP_020816340.1|DSER
OG0004196	CCAP1982_LOCUS4909|CAD6996221.1|CCAP, CCAP1982_LOCUS4910|CAD6996222.1|CCAP	LOC110177294|XP_020799615.1|DSER
OG0004197	CCAP1982_LOCUS4973|CAD6996289.1|CCAP	LOC110186657|XP_020811581.1|DSER
OG0004198	CCAP1982_LOCUS4888|CAD6996198.1|CCAP	LOC110187674|XP_020812755.1|DSER
OG0004199	CCAP1982_LOCUS4967|CAD6996284.1|CCAP	LOC110190943|XP_020817277.1|DSER
OG0004200	CCAP1982_LOCUS19719|CAD7011630.1|CCAP	LOC110177664|XP_020800146.1|DSER
OG0004201	CCAP1982_LOCUS2523|CAD6993724.1|CCAP	LOC110186925|XP_020811910.1|DSER
OG0004202	CCAP1982_LOCUS778|CAD6991887.1|CCAP	LOC110177427|XP_020799809.1|DSER
OG0004203	CCAP1982_LOCUS5076|CAD6996402.1|CCAP	LOC110191907|XP_020818552.1|DSER
