Orthogroup	AALB.longest_only	DELE.longest_only
OG0003715	LOC118464577|XP_035787913.1|AALB	LOC108147396|XP_017129321.1|DELE
OG0003716	LOC118467772|XP_035794494.1|AALB	LOC108146884|XP_017128606.1|DELE
OG0003717	LOC118466725|XP_035792289.1|AALB	LOC108147000|XP_017128752.1|DELE
OG0003718	LOC118466423|XP_035791596.1|AALB	LOC108147552|XP_017129627.1|DELE
OG0003719	LOC118463130|XP_035785380.1|AALB	LOC108146901|XP_017128631.1|DELE
OG0003720	LOC118465613|XP_035789883.1|AALB	LOC108144566|XP_017125043.1|DELE
OG0003721	LOC118465616|XP_035789890.1|AALB	LOC108137554|XP_017114768.1|DELE
OG0003722	LOC118464082|XP_035787032.1|AALB	LOC108142421|XP_017121765.1|DELE
OG0003723	LOC118464092|XP_035787050.1|AALB	LOC108150246|XP_017133797.1|DELE
OG0003725	LOC118466222|XP_035791146.1|AALB	LOC108146731|XP_017128320.1|DELE
OG0003726	LOC118466220|XP_035791140.1|AALB	LOC108147548|XP_017129621.1|DELE
OG0003728	LOC118464313|XP_035787502.1|AALB	LOC108140610|XP_017119012.1|DELE
OG0003729	LOC118464982|XP_035788707.1|AALB, LOC118464305|XP_035787486.1|AALB	LOC108145828|XP_017126922.1|DELE
OG0003730	LOC118467261|XP_035793437.1|AALB	LOC108145818|XP_017126895.1|DELE
OG0003731	LOC118467074|XP_035793002.1|AALB	LOC108146422|XP_017127916.1|DELE
OG0003732	LOC118467901|XP_035794718.1|AALB	LOC108150123|XP_017133579.1|DELE
OG0003733	LOC118467898|XP_035794709.1|AALB	LOC108145874|XP_017127002.1|DELE
OG0003734	LOC118466443|XP_035791645.1|AALB	LOC108145832|XP_017126929.1|DELE
OG0003735	LOC118465755|XP_035790151.1|AALB	LOC108144756|XP_017125350.1|DELE
OG0003736	LOC118465769|XP_035790177.1|AALB	LOC108138849|XP_017116855.1|DELE
OG0003737	LOC118465760|XP_035790157.1|AALB	LOC108149135|XP_017132030.1|DELE
OG0003739	LOC118463094|XP_035785269.1|AALB	LOC108149639|XP_017132863.1|DELE
OG0003740	LOC118463095|XP_035785271.1|AALB	LOC108149668|XP_017132903.1|DELE
OG0003741	LOC118463097|XP_035785276.1|AALB	LOC108145685|XP_017126731.1|DELE
OG0003742	LOC118464124|XP_035787110.1|AALB	LOC108146362|XP_017127828.1|DELE
OG0003743	LOC118467680|XP_035794344.1|AALB	LOC108147046|XP_017128808.1|DELE
OG0003744	LOC118467682|XP_035794346.1|AALB	LOC108149622|XP_017132840.1|DELE
OG0003745	LOC118467684|XP_035794348.1|AALB	LOC108137956|XP_017115405.1|DELE
OG0003746	LOC118466242|XP_035791185.1|AALB	LOC108145469|XP_017126408.1|DELE
OG0003747	LOC118466247|XP_035791192.1|AALB	LOC108147001|XP_017128753.1|DELE
OG0003748	LOC118466244|XP_035791187.1|AALB	LOC108146962|XP_017128708.1|DELE
OG0003749	LOC118466246|XP_035791191.1|AALB	LOC108146869|XP_017128588.1|DELE
OG0003750	LOC118466250|XP_035791195.1|AALB	LOC108146885|XP_017128608.1|DELE
OG0003751	LOC118466283|XP_035791256.1|AALB	LOC108146727|XP_017128313.1|DELE
OG0003752	LOC118465649|XP_035789955.1|AALB	LOC108146807|XP_017128481.1|DELE
OG0003753	LOC118465654|XP_035789962.1|AALB	LOC108142510|XP_017121912.1|DELE
OG0003754	LOC118465648|XP_035789954.1|AALB	LOC108142509|XP_017121909.1|DELE
OG0003755	LOC118463860|XP_035786662.1|AALB	LOC108146689|XP_017128235.1|DELE
OG0003756	LOC118466940|XP_035792732.1|AALB	LOC108149600|XP_017132787.1|DELE
OG0003757	LOC118466138|XP_035790982.1|AALB	LOC108144365|XP_017124620.1|DELE
OG0003758	LOC118467355|XP_035793641.1|AALB	LOC108137013|XP_017114004.1|DELE, LOC108145163|XP_017125878.1|DELE
OG0003759	LOC118466073|XP_035790830.1|AALB	LOC108147433|XP_017129400.1|DELE
OG0003760	LOC118466075|XP_035790843.1|AALB	LOC108144662|XP_017125198.1|DELE
OG0003761	LOC118467078|XP_035793008.1|AALB	LOC108147458|XP_017129477.1|DELE
OG0003762	LOC118464601|XP_035787938.1|AALB, LOC118464617|XP_035787955.1|AALB	LOC108147459|XP_017129478.1|DELE
OG0003763	LOC118464295|XP_035787470.1|AALB	LOC108142685|XP_017122181.1|DELE
OG0003764	LOC118466354|XP_035791382.1|AALB	LOC108142606|XP_017122066.1|DELE
OG0003765	LOC118466754|XP_035792347.1|AALB	LOC108149256|XP_017132188.1|DELE
OG0003766	LOC118466752|XP_035792342.1|AALB	LOC108137197|XP_017114272.1|DELE
OG0003767	LOC118466357|XP_035791408.1|AALB	LOC108141402|XP_017120249.1|DELE
OG0003768	LOC118463951|XP_035786822.1|AALB	LOC108144834|XP_017125461.1|DELE
OG0003769	LOC118463633|XP_035786246.1|AALB	LOC108144781|XP_017125381.1|DELE
OG0003770	LOC118462635|XP_035784375.1|AALB	LOC108148306|XP_017130779.1|DELE
OG0003771	LOC118466829|XP_035792519.1|AALB	LOC108147469|XP_017129503.1|DELE
OG0003772	LOC118467304|XP_035793521.1|AALB	LOC108142363|XP_017121658.1|DELE
OG0003773	LOC118467302|XP_035793515.1|AALB	LOC108141336|XP_017120124.1|DELE
OG0003774	LOC118467798|XP_035794564.1|AALB	LOC108141452|XP_017120344.1|DELE
OG0003775	LOC118468440|XP_035795095.1|AALB	LOC108148138|XP_017130481.1|DELE
OG0003776	LOC118464736|XP_035788231.1|AALB	LOC108145064|XP_017125734.1|DELE
OG0003777	LOC118466911|XP_035792669.1|AALB	LOC108145512|XP_017126469.1|DELE
OG0003778	LOC118464027|XP_035786976.1|AALB	LOC108144790|XP_017125391.1|DELE
OG0003779	LOC118465806|XP_035790269.1|AALB	LOC108143447|XP_017123365.1|DELE
OG0003780	LOC118465900|XP_035790445.1|AALB	LOC108144502|XP_017124924.1|DELE
OG0003781	LOC118465902|XP_035790447.1|AALB	LOC108145286|XP_017126089.1|DELE
OG0003782	LOC118466339|XP_035791359.1|AALB	LOC108150394|XP_017134037.1|DELE
OG0003783	LOC118467165|XP_035793216.1|AALB	LOC108140378|XP_017118571.1|DELE
OG0003784	LOC118463866|XP_035786676.1|AALB	LOC108143438|XP_017123342.1|DELE
OG0003785	LOC118463574|XP_035786108.1|AALB	LOC108137885|XP_017115316.1|DELE
OG0003786	LOC118464198|XP_035787250.1|AALB	LOC108137962|XP_017115415.1|DELE
OG0003787	LOC118464200|XP_035787252.1|AALB	LOC108137963|XP_017115418.1|DELE
OG0003788	LOC118464396|XP_035787639.1|AALB	LOC108144863|XP_017125501.1|DELE
OG0003789	LOC118464393|XP_035787633.1|AALB	LOC108149617|XP_017132821.1|DELE
OG0003790	LOC118464404|XP_035787651.1|AALB	LOC108146946|XP_017128689.1|DELE
OG0003791	LOC118461453|XP_035782675.1|AALB	LOC108148305|XP_017130777.1|DELE
OG0003792	LOC118461399|XP_035782557.1|AALB	LOC108144889|XP_017125539.1|DELE
OG0003793	LOC118460015|XP_035779839.1|AALB	LOC108144367|XP_017124627.1|DELE
OG0003794	LOC118464505|XP_035787834.1|AALB	LOC108134633|XP_017110509.1|DELE
OG0003795	LOC118456604|XP_035773399.1|AALB, LOC118467390|XP_035793733.1|AALB	LOC108143176|XP_017122914.1|DELE
OG0003796	LOC118467168|XP_035793226.1|AALB	LOC108148818|XP_017131561.1|DELE
OG0003797	LOC118459879|XP_035779565.1|AALB	LOC108138998|XP_017117082.1|DELE
OG0003798	LOC118459882|XP_035779572.1|AALB	LOC108141534|XP_017120461.1|DELE
OG0003799	LOC118457992|XP_035775952.1|AALB	LOC108137550|XP_017114765.1|DELE
OG0003800	LOC118456736|XP_035773679.1|AALB	LOC108138956|XP_017117025.1|DELE
OG0003801	LOC118458226|XP_035776386.1|AALB	LOC108139013|XP_017117104.1|DELE
OG0003802	LOC118468511|XP_035795241.1|AALB	LOC108138149|XP_017115710.1|DELE
OG0003803	LOC118468791|XP_035795892.1|AALB	LOC108148522|XP_017131049.1|DELE
OG0003804	LOC118468943|XP_035796175.1|AALB	LOC108138741|XP_017116624.1|DELE
OG0003805	LOC118468940|XP_035796168.1|AALB	LOC108145360|XP_017126245.1|DELE
OG0003806	LOC118468942|XP_035796173.1|AALB	LOC108137699|XP_017115068.1|DELE
OG0003807	LOC118467305|XP_035793526.1|AALB	LOC108137809|XP_017115206.1|DELE
OG0003808	LOC118460858|XP_035781457.1|AALB	LOC108135606|XP_017111907.1|DELE
OG0003809	LOC118461847|XP_035783525.1|AALB	LOC108138628|XP_017116404.1|DELE
OG0003810	LOC118458955|XP_035777829.1|AALB	LOC108144622|XP_017125136.1|DELE
OG0003811	LOC118462591|XP_035784297.1|AALB	LOC108143549|XP_017123547.1|DELE
OG0003812	LOC118456167|XP_035772593.1|AALB	LOC108145301|XP_017126119.1|DELE
OG0003813	LOC118457969|XP_035775903.1|AALB	LOC108141875|XP_017120960.1|DELE
OG0003814	LOC118457739|XP_035775442.1|AALB	LOC108138124|XP_017115645.1|DELE
OG0003815	LOC118457743|XP_035775448.1|AALB	LOC108136880|XP_017113820.1|DELE
OG0003816	LOC118461879|XP_035783609.1|AALB	LOC108138825|XP_017116816.1|DELE
OG0003817	LOC118457510|XP_035775044.1|AALB	LOC108141957|XP_017121088.1|DELE
OG0003819	LOC118462908|XP_035784901.1|AALB	LOC108134692|XP_017110579.1|DELE
OG0003820	LOC118468215|XP_035794903.1|AALB	LOC108142975|XP_017122620.1|DELE
OG0003821	LOC118458371|XP_035776659.1|AALB	LOC108149831|XP_017133194.1|DELE
OG0003822	LOC118457153|XP_035774371.1|AALB	LOC108139037|XP_017117137.1|DELE
OG0003823	LOC118457866|XP_035775658.1|AALB	LOC108147949|XP_017130223.1|DELE
OG0003824	LOC118456884|XP_035773896.1|AALB	LOC108138733|XP_017116601.1|DELE
OG0003825	LOC118456837|XP_035773826.1|AALB	LOC108142084|XP_017121265.1|DELE
OG0003826	LOC118458379|XP_035776678.1|AALB	LOC108149334|XP_017132291.1|DELE
OG0003827	LOC118460075|XP_035779983.1|AALB	LOC108141709|XP_017120681.1|DELE
OG0003828	LOC118460074|XP_035779981.1|AALB	LOC108141839|XP_017120913.1|DELE
OG0003829	LOC118460071|XP_035779963.1|AALB	LOC108138924|XP_017116980.1|DELE
OG0003830	LOC118456966|XP_035774053.1|AALB	LOC108150694|XP_017134444.1|DELE
OG0003831	LOC118456777|XP_035773745.1|AALB	LOC108144003|XP_017124112.1|DELE
OG0003832	LOC118459790|XP_035779409.1|AALB	LOC108150733|XP_017134522.1|DELE
OG0003833	LOC118459044|XP_035777961.1|AALB, LOC118459791|XP_035779412.1|AALB	LOC108150717|XP_017134495.1|DELE
OG0003834	LOC118457516|XP_035775053.1|AALB	LOC108135291|XP_017111464.1|DELE
OG0003835	LOC118460964|XP_035781634.1|AALB	LOC108138164|XP_017115743.1|DELE
OG0003836	LOC118460572|XP_035780873.1|AALB	LOC108138892|XP_017116915.1|DELE
OG0003837	LOC118460568|XP_035780863.1|AALB	LOC108138960|XP_017117029.1|DELE
OG0003838	LOC118468599|XP_035795475.1|AALB	LOC108134699|XP_017110584.1|DELE
OG0003839	LOC118456470|XP_035773154.1|AALB	LOC108149424|XP_017132480.1|DELE
OG0003840	LOC118461893|XP_035783640.1|AALB	LOC108147038|XP_017128790.1|DELE
OG0003841	LOC118464174|XP_035787207.1|AALB	LOC108148036|XP_017130365.1|DELE
OG0003842	LOC118459052|XP_035777971.1|AALB	LOC108134513|XP_017110340.1|DELE
OG0003843	LOC118458558|XP_035777093.1|AALB	LOC108149300|XP_017132237.1|DELE
OG0003844	LOC118457501|XP_035775030.1|AALB	LOC108149464|XP_017132557.1|DELE
OG0003845	LOC118457660|XP_035775301.1|AALB	LOC108138243|XP_017115870.1|DELE
OG0003846	LOC118460412|XP_035780592.1|AALB	LOC108141899|XP_017121000.1|DELE
OG0003847	LOC118460699|XP_035781109.1|AALB	LOC108141973|XP_017121113.1|DELE
OG0003848	LOC118461871|XP_035783590.1|AALB	LOC108140381|XP_017118574.1|DELE
OG0003849	LOC118457450|XP_035774939.1|AALB	LOC108136141|XP_017112628.1|DELE, LOC108149781|XP_017133125.1|DELE
OG0003850	LOC118456297|XP_035772828.1|AALB	LOC108149316|XP_017132260.1|DELE
OG0003851	LOC118460436|XP_035780622.1|AALB	LOC108143567|XP_017123566.1|DELE
OG0003852	LOC118467789|XP_035794558.1|AALB	LOC108147956|XP_017130233.1|DELE
OG0003853	LOC118461159|XP_035782049.1|AALB	LOC108141433|XP_017120306.1|DELE
OG0003854	LOC118457893|XP_035775758.1|AALB	LOC108150475|XP_017134157.1|DELE
OG0003855	LOC118457892|XP_035775754.1|AALB	LOC108150474|XP_017134156.1|DELE
OG0003856	LOC118459061|XP_035777985.1|AALB	LOC108134487|XP_017110294.1|DELE
OG0003857	LOC118456685|XP_035773565.1|AALB	LOC108150468|XP_017134150.1|DELE
OG0003859	LOC118456763|XP_035773721.1|AALB	LOC108138935|XP_017116999.1|DELE
OG0003860	LOC118458084|XP_035776137.1|AALB	LOC108144713|XP_017125295.1|DELE
OG0003861	LOC118458442|XP_035776817.1|AALB	LOC108148004|XP_017130321.1|DELE
OG0003862	LOC118457305|XP_035774675.1|AALB	LOC108149853|XP_017133221.1|DELE
OG0003863	LOC118457303|XP_035774672.1|AALB	LOC108141773|XP_017120760.1|DELE
OG0003864	LOC118457306|XP_035774682.1|AALB	LOC108142106|XP_017121292.1|DELE
OG0003865	LOC118461665|XP_035783143.1|AALB	LOC108147299|XP_017129211.1|DELE
OG0003866	LOC118458230|XP_035776391.1|AALB	LOC108138968|XP_017117039.1|DELE
OG0003867	LOC118461670|XP_035783151.1|AALB	LOC108145553|XP_017126546.1|DELE
OG0003868	LOC118457871|XP_035775678.1|AALB	LOC108141668|XP_017120630.1|DELE
OG0003869	LOC118457467|XP_035774986.1|AALB	LOC108134749|XP_017110679.1|DELE
OG0003870	LOC118457462|XP_035774960.1|AALB	LOC108149324|XP_017132274.1|DELE
OG0003871	LOC118457469|XP_035774988.1|AALB	LOC108138341|XP_017115999.1|DELE
OG0003872	LOC118456764|XP_035773724.1|AALB	LOC108144816|XP_017125436.1|DELE
OG0003873	LOC118457997|XP_035775966.1|AALB	LOC108149559|XP_017132686.1|DELE
OG0003874	LOC118459684|XP_035779208.1|AALB	LOC108138853|XP_017116858.1|DELE
OG0003875	LOC118459690|XP_035779218.1|AALB	LOC108141702|XP_017120675.1|DELE
OG0003876	LOC118456185|XP_035772632.1|AALB	LOC108147940|XP_017130214.1|DELE
OG0003877	LOC118459216|XP_035778290.1|AALB	LOC108138330|XP_017115982.1|DELE
OG0003878	LOC118468473|XP_035795184.1|AALB	LOC108138934|XP_017116996.1|DELE
OG0003879	LOC118468476|XP_035795187.1|AALB	LOC108146092|XP_017127409.1|DELE
OG0003880	LOC118468678|XP_035795674.1|AALB	LOC108150247|XP_017133798.1|DELE
OG0003881	LOC118459049|XP_035777966.1|AALB	LOC108144776|XP_017125374.1|DELE
OG0003882	LOC118460718|XP_035781155.1|AALB	LOC108140490|XP_017118742.1|DELE
OG0003883	LOC118459132|XP_035778100.1|AALB	LOC108136554|XP_017113350.1|DELE
OG0003884	LOC118458891|XP_035777736.1|AALB	LOC108149416|XP_017132469.1|DELE
OG0003885	LOC118457235|XP_035774508.1|AALB	LOC108135269|XP_017111435.1|DELE
OG0003886	LOC118457233|XP_035774505.1|AALB	LOC108135301|XP_017111474.1|DELE
OG0003887	LOC118468883|XP_035796068.1|AALB	LOC108148038|XP_017130367.1|DELE
OG0003888	LOC118456889|XP_035773903.1|AALB	LOC108148819|XP_017131562.1|DELE
OG0003889	LOC118460113|XP_035780041.1|AALB	LOC108148019|XP_017130342.1|DELE
OG0003890	LOC118458901|XP_035777753.1|AALB	LOC108146393|XP_017127878.1|DELE
OG0003891	LOC118458896|XP_035777745.1|AALB	LOC108149521|XP_017132639.1|DELE
OG0003892	LOC118459777|XP_035779385.1|AALB	LOC108146508|XP_017128033.1|DELE
OG0003893	LOC118460629|XP_035780971.1|AALB	LOC108138946|XP_017117014.1|DELE
OG0003894	LOC118460631|XP_035780978.1|AALB	LOC108141695|XP_017120667.1|DELE
OG0003895	LOC118458295|XP_035776512.1|AALB	LOC108145372|XP_017126255.1|DELE
OG0003896	LOC118461886|XP_035783627.1|AALB	LOC108145525|XP_017126499.1|DELE
OG0003898	LOC118459234|XP_035778325.1|AALB	LOC108138748|XP_017116637.1|DELE
OG0003899	LOC118459779|XP_035779388.1|AALB	LOC108137846|XP_017115261.1|DELE
OG0003900	LOC118458388|XP_035776691.1|AALB	LOC108147966|XP_017130252.1|DELE
OG0003901	LOC118468335|XP_035794978.1|AALB	LOC108150470|XP_017134152.1|DELE
OG0003902	LOC118458387|XP_035776690.1|AALB	LOC108150715|XP_017134490.1|DELE
OG0003903	LOC118458390|XP_035776695.1|AALB	LOC108138162|XP_017115741.1|DELE
OG0003904	LOC118458389|XP_035776694.1|AALB	LOC108138161|XP_017115740.1|DELE
OG0003905	LOC118457521|XP_035775059.1|AALB	LOC108142968|XP_017122607.1|DELE
OG0003907	LOC118456908|XP_035773927.1|AALB	LOC108149522|XP_017132644.1|DELE
OG0003908	LOC118456911|XP_035773930.1|AALB	LOC108149207|XP_017132125.1|DELE
OG0003909	LOC118461243|XP_035782236.1|AALB	LOC108144605|XP_017125110.1|DELE
OG0003910	LOC118461246|XP_035782252.1|AALB	LOC108140962|XP_017119519.1|DELE
OG0003911	LOC118468958|XP_035796214.1|AALB	LOC108139045|XP_017117151.1|DELE
OG0003912	LOC118460999|XP_035781717.1|AALB	LOC108138323|XP_017115973.1|DELE
OG0003913	LOC118460659|XP_035781018.1|AALB	LOC108149491|XP_017132599.1|DELE
OG0003914	LOC118461750|XP_035783358.1|AALB	LOC108134520|XP_017110347.1|DELE
OG0003915	LOC118461751|XP_035783359.1|AALB	LOC108137596|XP_017114817.1|DELE
OG0003916	LOC118457746|XP_035775452.1|AALB	LOC108150509|XP_017134214.1|DELE
OG0003917	LOC118461167|XP_035782060.1|AALB	LOC108149499|XP_017132611.1|DELE
OG0003918	LOC118461476|XP_035782726.1|AALB	LOC108138023|XP_017115483.1|DELE
OG0003919	LOC118462056|XP_035783935.1|AALB	LOC108138993|XP_017117071.1|DELE
OG0003920	LOC118457988|XP_035775945.1|AALB	LOC108137546|XP_017114759.1|DELE
OG0003921	LOC118468879|XP_035796056.1|AALB	LOC108142023|XP_017121188.1|DELE
OG0003922	LOC118459771|XP_035779373.1|AALB	LOC108134491|XP_017110299.1|DELE
OG0003923	LOC118467487|XP_035793925.1|AALB	LOC108145324|XP_017126191.1|DELE
OG0003925	LOC118461708|XP_035783227.1|AALB	LOC108147780|XP_017129999.1|DELE
OG0003926	LOC118456820|XP_035773806.1|AALB	LOC108147792|XP_017130020.1|DELE
OG0003927	LOC118457694|XP_035775360.1|AALB	LOC108148042|XP_017130372.1|DELE
OG0003928	LOC118461428|XP_035782629.1|AALB	LOC108142068|XP_017121243.1|DELE
OG0003929	LOC118460112|XP_035780039.1|AALB	LOC108134516|XP_017110342.1|DELE
OG0003930	LOC118457669|XP_035775318.1|AALB	LOC108135241|XP_017111392.1|DELE
OG0003931	LOC118457664|XP_035775310.1|AALB	LOC108135220|XP_017111332.1|DELE
OG0003932	LOC118457862|XP_035775652.1|AALB	LOC108149899|XP_017133289.1|DELE
OG0003933	LOC118461446|XP_035782660.1|AALB	LOC108139020|XP_017117113.1|DELE
OG0003934	LOC118461448|XP_035782662.1|AALB	LOC108141678|XP_017120642.1|DELE
OG0003935	LOC118459321|XP_035778465.1|AALB	LOC108141431|XP_017120304.1|DELE
OG0003936	LOC118459328|XP_035778477.1|AALB	LOC108141432|XP_017120305.1|DELE
OG0003937	LOC118459297|XP_035778437.1|AALB	LOC108149930|XP_017133334.1|DELE
OG0003938	LOC118460336|XP_035780445.1|AALB	LOC108147781|XP_017130000.1|DELE
OG0003939	LOC118461443|XP_035782654.1|AALB	LOC108148032|XP_017130360.1|DELE
OG0003940	LOC118461447|XP_035782661.1|AALB	LOC108147794|XP_017130022.1|DELE
OG0003941	LOC118461584|XP_035782967.1|AALB	LOC108147803|XP_017130033.1|DELE
OG0003942	LOC118457684|XP_035775341.1|AALB	LOC108138301|XP_017115945.1|DELE
OG0003943	LOC118468577|XP_035795402.1|AALB	LOC108147808|XP_017130039.1|DELE
OG0003944	LOC118467008|XP_035792848.1|AALB	LOC108138343|XP_017116001.1|DELE
OG0003945	LOC118460001|XP_035779811.1|AALB	LOC108143523|XP_017123496.1|DELE
OG0003946	LOC118461729|XP_035783309.1|AALB	LOC108138930|XP_017116989.1|DELE
OG0003947	LOC118458892|XP_035777738.1|AALB	LOC108138990|XP_017117067.1|DELE
OG0003948	LOC118459246|XP_035778347.1|AALB	LOC108139074|XP_017117187.1|DELE
OG0003949	LOC118457277|XP_035774578.1|AALB	LOC108138903|XP_017116941.1|DELE
OG0003950	LOC118456774|XP_035773743.1|AALB	LOC108148256|XP_017130673.1|DELE
OG0003951	LOC118460839|XP_035781414.1|AALB	LOC108148310|XP_017130789.1|DELE
OG0003952	LOC118459148|XP_035778126.1|AALB	LOC108134475|XP_017110278.1|DELE
OG0003953	LOC118456250|XP_035772739.1|AALB	LOC108135233|XP_017111381.1|DELE
OG0003954	LOC118458653|XP_035777236.1|AALB	LOC108146469|XP_017127976.1|DELE
OG0003955	LOC118461411|XP_035782587.1|AALB	LOC108141657|XP_017120616.1|DELE
OG0003956	LOC118468849|XP_035795985.1|AALB	LOC108149427|XP_017132483.1|DELE
OG0003957	LOC118456803|XP_035773783.1|AALB	LOC108147519|XP_017129589.1|DELE
OG0003958	LOC118458800|XP_035777539.1|AALB	LOC108141618|XP_017120573.1|DELE
OG0003959	LOC118456753|XP_035773706.1|AALB	LOC108145513|XP_017126470.1|DELE
OG0003960	LOC118461410|XP_035782586.1|AALB	LOC108140924|XP_017119477.1|DELE
OG0003961	LOC118457702|XP_035775374.1|AALB	LOC108138154|XP_017115730.1|DELE
OG0003962	LOC118460119|XP_035780051.1|AALB	LOC108148073|XP_017130415.1|DELE
OG0003963	LOC118459660|XP_035779153.1|AALB	LOC108138895|XP_017116922.1|DELE
OG0003964	LOC118456336|XP_035772886.1|AALB	LOC108134766|XP_017110701.1|DELE
OG0003965	LOC118459909|XP_035779634.1|AALB	LOC108138763|XP_017116663.1|DELE
OG0003966	LOC118458655|XP_035777237.1|AALB	LOC108146845|XP_017128540.1|DELE
OG0003967	LOC118460820|XP_035781333.1|AALB	LOC108143443|XP_017123347.1|DELE
OG0003968	LOC118456983|XP_035774081.1|AALB	LOC108143471|XP_017123402.1|DELE
OG0003969	LOC118468505|XP_035795233.1|AALB	LOC108144680|XP_017125232.1|DELE
OG0003970	LOC118456353|XP_035772907.1|AALB	LOC108137833|XP_017115247.1|DELE
OG0003971	LOC118460558|XP_035780848.1|AALB	LOC108142081|XP_017121258.1|DELE
OG0003972	LOC118460560|XP_035780854.1|AALB	LOC108136062|XP_017112494.1|DELE
OG0003973	LOC118460934|XP_035781590.1|AALB	LOC108144368|XP_017124628.1|DELE
OG0003974	LOC118456202|XP_035772660.1|AALB	LOC108144733|XP_017125318.1|DELE
OG0003975	LOC118461939|XP_035783707.1|AALB	LOC108141809|XP_017120864.1|DELE
OG0003976	LOC118459088|XP_035778046.1|AALB	LOC108143019|XP_017122703.1|DELE, LOC108138905|XP_017116945.1|DELE
OG0003977	LOC118459092|XP_035778050.1|AALB	LOC108135861|XP_017112251.1|DELE, LOC108149546|XP_017132671.1|DELE
OG0003978	LOC118457536|XP_035775081.1|AALB	LOC108146299|XP_017127736.1|DELE
OG0003979	LOC118460939|XP_035781595.1|AALB	LOC108142031|XP_017121197.1|DELE
OG0003980	LOC118460935|XP_035781591.1|AALB	LOC108148373|XP_017130887.1|DELE
OG0003981	LOC118457433|XP_035774911.1|AALB	LOC108138126|XP_017115648.1|DELE
OG0003982	LOC118457436|XP_035774917.1|AALB	LOC108138643|XP_017116471.1|DELE
OG0003983	LOC118457437|XP_035774919.1|AALB	LOC108138050|XP_017115514.1|DELE
OG0003984	LOC118460301|XP_035780397.1|AALB	LOC108138971|XP_017117043.1|DELE
OG0003985	LOC118460300|XP_035780396.1|AALB	LOC108138886|XP_017116907.1|DELE
OG0003986	LOC118459125|XP_035778087.1|AALB	LOC108138055|XP_017115520.1|DELE
OG0003987	LOC118462016|XP_035783858.1|AALB	LOC108138234|XP_017115847.1|DELE
OG0003988	LOC118459247|XP_035778350.1|AALB	LOC108148014|XP_017130336.1|DELE
OG0003989	LOC118461960|XP_035783755.1|AALB	LOC108138212|XP_017115820.1|DELE
OG0003990	LOC118468329|XP_035794969.1|AALB	LOC108139050|XP_017117157.1|DELE
OG0003991	LOC118467379|XP_035793708.1|AALB	LOC108138830|XP_017116823.1|DELE
OG0003992	LOC118467431|XP_035793818.1|AALB	LOC108138786|XP_017116751.1|DELE
OG0003993	LOC118456603|XP_035773396.1|AALB	LOC108134972|XP_017110992.1|DELE
OG0003994	LOC118460716|XP_035781153.1|AALB	LOC108147228|XP_017129109.1|DELE
OG0003995	LOC118468601|XP_035795480.1|AALB	LOC108149097|XP_017131982.1|DELE
OG0003996	LOC118458223|XP_035776380.1|AALB	LOC108149683|XP_017132937.1|DELE
OG0003997	LOC118457915|XP_035775809.1|AALB	LOC108138314|XP_017115960.1|DELE
OG0003998	LOC118468332|XP_035794972.1|AALB	LOC108146862|XP_017128582.1|DELE, LOC108135459|XP_017111691.1|DELE
OG0003999	LOC118458121|XP_035776188.1|AALB	LOC108141788|XP_017120793.1|DELE
OG0004000	LOC118457239|XP_035774513.1|AALB	LOC108136535|XP_017113315.1|DELE
OG0004001	LOC118459413|XP_035778608.1|AALB	LOC108144505|XP_017124928.1|DELE
OG0004002	LOC118459843|XP_035779504.1|AALB	LOC108138225|XP_017115836.1|DELE
OG0004003	LOC118460000|XP_035779807.1|AALB	LOC108134507|XP_017110327.1|DELE
OG0004004	LOC118460002|XP_035779808.1|AALB	LOC108149433|XP_017132495.1|DELE
OG0004005	LOC118460003|XP_035779809.1|AALB	LOC108149505|XP_017132617.1|DELE
OG0004006	LOC118457077|XP_035774250.1|AALB	LOC108141870|XP_017120953.1|DELE
OG0004007	LOC118457085|XP_035774266.1|AALB	LOC108134750|XP_017110680.1|DELE
