Orthogroup	AALB.longest_only	AEAL.longest_only
OG0004006	LOC118457077|XP_035774250.1|AALB	LOC109427815|XP_029727057.1|AEAL, LOC109421321|XP_019551373.2|AEAL
OG0004007	LOC118457085|XP_035774266.1|AALB	LOC109421317|XP_019551369.2|AEAL, LOC109621801|XP_019931479.1|AEAL
OG0004008	LOC118460687|XP_035781080.1|AALB	LOC115265537|XP_029726947.1|AEAL, LOC109421313|XP_029708025.1|AEAL
OG0004009	LOC118458776|XP_035777492.1|AALB	LOC115264471|XP_029724053.1|AEAL, LOC109621840|XP_019931574.2|AEAL, LOC115265544|XP_029726975.1|AEAL
OG0004010	LOC118457983|XP_035775932.1|AALB	LOC109410812|XP_019539888.2|AEAL, LOC115253743|XP_029710357.1|AEAL, LOC109421249|XP_029710385.1|AEAL
OG0004011	LOC118458734|XP_035777397.1|AALB	LOC109421243|XP_029710363.1|AEAL, LOC109410818|XP_019539898.2|AEAL
OG0004012	LOC118458381|XP_035776680.1|AALB	LOC109622323|XP_019932140.1|AEAL, LOC115265028|XP_029725095.1|AEAL, LOC109621394|XP_019930988.1|AEAL
OG0004013	LOC118460607|XP_035780937.1|AALB	LOC109402501|XP_029732569.1|AEAL, LOC115268605|XP_029732591.1|AEAL
OG0004014	LOC118460606|XP_035780936.1|AALB	LOC109402499|XP_019530728.2|AEAL
OG0004015	LOC118459204|XP_035778267.1|AALB	LOC109402493|XP_029732602.1|AEAL, LOC115268609|XP_029732597.1|AEAL
OG0004016	LOC118459027|XP_035777925.1|AALB	LOC115268611|XP_029732598.1|AEAL, LOC115268619|XP_029732612.1|AEAL, LOC109621731|XP_029732603.1|AEAL
OG0004017	LOC118456503|XP_035773224.1|AALB	LOC109402496|XP_019530725.2|AEAL
OG0004018	LOC118461401|XP_035782560.1|AALB	LOC109402524|XP_019530766.2|AEAL
OG0004019	LOC118459110|XP_035778067.1|AALB, LOC118458661|XP_035777250.1|AALB	LOC109402297|XP_019530500.2|AEAL
OG0004020	LOC118458078|XP_035776126.1|AALB	LOC109402598|XP_019530846.2|AEAL
OG0004021	LOC118459640|XP_035779113.1|AALB	LOC109402578|XP_019530809.2|AEAL
OG0004022	LOC118458490|XP_035776935.1|AALB	LOC109429705|XP_029719869.1|AEAL, LOC109416782|XP_029720032.1|AEAL
OG0004023	LOC118461553|XP_035782896.1|AALB	LOC109429736|XP_029719875.1|AEAL, LOC109416804|XP_019546415.2|AEAL
OG0004024	LOC118469079|XP_035796464.1|AALB	LOC109407024|XP_029720015.1|AEAL, LOC115262060|XP_029719859.1|AEAL
OG0004025	LOC118467248|XP_035793424.1|AALB	LOC109429674|XP_019561226.2|AEAL, LOC115262055|XP_029719852.1|AEAL
OG0004026	LOC118468001|XP_035794867.1|AALB	LOC109406541|XP_029719839.1|AEAL, LOC109429655|XP_019561201.2|AEAL, LOC115262110|XP_029719989.1|AEAL
OG0004027	LOC118458610|XP_035777179.1|AALB	LOC109622647|XP_029719977.1|AEAL, LOC109429639|XP_019561185.2|AEAL
OG0004028	LOC118461865|XP_035783566.1|AALB	LOC109429621|XP_019561163.2|AEAL
OG0004029	LOC118458184|XP_035776305.1|AALB	LOC109429613|XP_019561152.2|AEAL, LOC115254170|XP_029728575.1|AEAL
OG0004030	LOC118459395|XP_035778598.1|AALB	LOC109408552|XP_029719950.1|AEAL, LOC109429589|XP_029724785.1|AEAL
OG0004031	LOC118457685|XP_035775345.1|AALB	LOC109429575|XP_029719928.1|AEAL, LOC109426476|XP_029708022.1|AEAL
OG0004032	LOC118461840|XP_035783508.1|AALB	LOC115262090|XP_029719924.1|AEAL, LOC109429571|XP_019561096.1|AEAL, LOC115262082|XP_029719895.1|AEAL
OG0004033	LOC118461834|XP_035783488.1|AALB	LOC109429981|XP_029719907.1|AEAL, LOC109429564|XP_019561090.2|AEAL
OG0004034	LOC118468432|XP_035795088.1|AALB	LOC109429914|XP_029720090.1|AEAL, LOC115254173|XP_029728606.1|AEAL, LOC115266498|XP_029728607.1|AEAL
OG0004035	LOC118459759|XP_035779345.1|AALB	LOC109429541|XP_029720095.1|AEAL
OG0004036	LOC118459757|XP_035779342.1|AALB	LOC109429539|XP_019561055.1|AEAL
OG0004037	LOC118460507|XP_035780760.1|AALB	LOC109429896|XP_029720102.1|AEAL
OG0004038	LOC118457503|XP_035775033.1|AALB	LOC109429888|XP_019561425.2|AEAL, LOC109415440|XP_019544854.2|AEAL
OG0004039	LOC118458482|XP_035776921.1|AALB	LOC109415447|XP_019544869.2|AEAL
OG0004040	LOC118458659|XP_035777245.1|AALB	LOC115262139|XP_029720124.1|AEAL, LOC109398300|XP_029736062.1|AEAL
OG0004041	LOC118456625|XP_035773439.1|AALB	LOC109429949|XP_029720126.1|AEAL, LOC109398316|XP_019526208.2|AEAL
OG0004042	LOC118467688|XP_035794364.1|AALB	LOC109429814|XP_019561343.1|AEAL, LOC109398330|XP_019526229.1|AEAL
OG0004043	LOC118467681|XP_035794349.1|AALB	LOC109429811|XP_019561340.2|AEAL, LOC109398305|XP_019526197.2|AEAL
OG0004044	LOC118468900|XP_035796093.1|AALB	LOC115262165|XP_029720254.1|AEAL, LOC109411680|XP_029720320.1|AEAL
OG0004045	LOC118468916|XP_035796117.1|AALB	LOC109404613|XP_019533062.1|AEAL, LOC109411685|XP_019540799.1|AEAL
OG0004046	LOC118468907|XP_035796105.1|AALB	LOC109404616|XP_029720329.1|AEAL, LOC109411682|XP_029720256.1|AEAL
OG0004047	LOC118468903|XP_035796096.1|AALB	LOC109411692|XP_029720332.1|AEAL, LOC115262164|XP_029720247.1|AEAL
OG0004048	LOC118468905|XP_035796100.1|AALB	LOC109404624|XP_029720335.1|AEAL, LOC109411693|XP_029720245.1|AEAL
OG0004049	LOC118457249|XP_035774530.1|AALB	LOC109420649|XP_019550607.2|AEAL
OG0004050	LOC118456214|XP_035772687.1|AALB	LOC109411730|XP_019540859.2|AEAL
OG0004051	LOC118460508|XP_035780761.1|AALB	LOC109411839|XP_019540995.2|AEAL
OG0004052	LOC118463830|XP_035786611.1|AALB	LOC115262003|XP_029719803.1|AEAL, LOC109411216|XP_029720390.1|AEAL
OG0004054	LOC118463596|XP_035786149.1|AALB	LOC109411221|XP_019540272.2|AEAL, LOC115262196|XP_029720400.1|AEAL
OG0004055	LOC118457506|XP_035775038.1|AALB	LOC109411233|XP_019540289.2|AEAL
OG0004056	LOC118458967|XP_035777843.1|AALB	LOC115262209|XP_029720409.1|AEAL, LOC109411235|XP_019540292.2|AEAL
OG0004058	LOC118460392|XP_035780561.1|AALB	LOC115257194|XP_029712484.1|AEAL, LOC109414156|XP_029707881.1|AEAL
OG0004059	LOC118460348|XP_035780479.1|AALB	LOC109426369|XP_019557387.2|AEAL, LOC109414149|XP_019543468.2|AEAL
OG0004060	LOC118464215|XP_035787279.1|AALB	LOC109432359|XP_019564282.2|AEAL, LOC109426363|XP_019557374.2|AEAL
OG0004061	LOC118468490|XP_035795210.1|AALB	LOC115266292|XP_029728133.1|AEAL, LOC115258087|XP_029713952.1|AEAL, LOC109426358|XP_029707851.1|AEAL
OG0004062	LOC118469000|XP_035796322.1|AALB	LOC109623216|XP_029707850.1|AEAL, LOC115258105|XP_029713987.1|AEAL
OG0004063	LOC118468807|XP_035795907.1|AALB	LOC115254458|XP_029707845.1|AEAL, LOC109405004|XP_029713999.1|AEAL
OG0004064	LOC118468806|XP_035795906.1|AALB	LOC109426347|XP_029732921.1|AEAL, LOC109404856|XP_029707844.1|AEAL, LOC115254001|XP_029713998.1|AEAL
OG0004065	LOC118456546|XP_035773305.1|AALB	LOC109405867|XP_019534504.2|AEAL, LOC109426339|XP_029714006.1|AEAL, LOC115268883|XP_029732930.1|AEAL
OG0004066	LOC118456557|XP_035773320.1|AALB	LOC109426338|XP_029707834.1|AEAL, LOC109406105|XP_029714011.1|AEAL, LOC115268878|XP_029732917.1|AEAL
OG0004067	LOC118456547|XP_035773306.1|AALB	LOC109426335|XP_029707832.1|AEAL, LOC115253517|XP_029713977.1|AEAL
OG0004069	LOC118456543|XP_035773292.1|AALB	LOC115268888|XP_029732938.1|AEAL, LOC109426325|XP_029707821.1|AEAL, LOC109407084|XP_029714013.1|AEAL
OG0004070	LOC118458282|XP_035776498.1|AALB	LOC109425458|XP_019556273.1|AEAL, LOC115254441|XP_029707802.1|AEAL
OG0004071	LOC118461906|XP_035783654.1|AALB	LOC115254440|XP_029707801.1|AEAL, LOC109425461|XP_019556275.2|AEAL
OG0004072	LOC118457160|XP_035774380.1|AALB	LOC109421739|XP_019551814.2|AEAL, LOC109425465|XP_019556279.2|AEAL
OG0004073	LOC118461425|XP_035782626.1|AALB	LOC115253926|XP_029707795.1|AEAL, LOC109421742|XP_019551818.2|AEAL
OG0004074	LOC118461423|XP_035782624.1|AALB	LOC115255671|XP_029709634.1|AEAL, LOC109421749|XP_019551830.2|AEAL
OG0004075	LOC118456433|XP_035773083.1|AALB	LOC115268726|XP_029732728.1|AEAL, LOC109421757|XP_029707768.1|AEAL
OG0004077	LOC118459461|XP_035778761.1|AALB	LOC109423086|XP_019553574.2|AEAL
OG0004078	LOC118459484|XP_035778790.1|AALB	LOC109421797|XP_019551891.1|AEAL
OG0004079	LOC118458733|XP_035777396.1|AALB	LOC109422010|XP_029732697.1|AEAL
OG0004080	LOC118456954|XP_035774023.1|AALB	LOC115254093|XP_029720722.1|AEAL, LOC109418249|XP_019547952.1|AEAL
OG0004081	LOC118456936|XP_035773979.1|AALB	LOC109418256|XP_029720668.1|AEAL
OG0004082	LOC118458629|XP_035777212.1|AALB	LOC109418264|XP_019547971.2|AEAL
OG0004083	LOC118458632|XP_035777214.1|AALB	LOC109418266|XP_019547973.1|AEAL
OG0004084	LOC118461787|XP_035783409.1|AALB	LOC109428051|XP_029720543.1|AEAL, LOC109418273|XP_029720505.1|AEAL
OG0004085	LOC118460781|XP_035781279.1|AALB	LOC115269019|XP_029733152.1|AEAL, LOC109428072|XP_029719870.1|AEAL, LOC109418294|XP_029720364.1|AEAL
OG0004086	LOC118459903|XP_035779623.1|AALB	LOC109427272|XP_029721173.1|AEAL, LOC115262638|XP_029720945.1|AEAL, LOC109418335|XP_029721184.1|AEAL
OG0004087	LOC118457337|XP_035774726.1|AALB	LOC109418408|XP_019548139.2|AEAL, LOC109426123|XP_019557102.2|AEAL, LOC115263945|XP_029723112.1|AEAL
OG0004088	LOC118456643|XP_035773475.1|AALB	LOC115270953|XP_029736166.1|AEAL, LOC109426164|XP_019557143.2|AEAL, LOC109418435|XP_029708057.1|AEAL
OG0004089	LOC118461221|XP_035782189.1|AALB	LOC109418441|XP_029722640.1|AEAL, LOC109426169|XP_029722111.1|AEAL, LOC115263243|XP_029722142.1|AEAL
OG0004090	LOC118461220|XP_035782187.1|AALB	LOC115263195|XP_029722015.1|AEAL, LOC109418452|XP_029722575.1|AEAL
OG0004091	LOC118459483|XP_035778788.1|AALB	LOC109419214|XP_019548966.2|AEAL
OG0004092	LOC118459917|XP_035779651.1|AALB	LOC109419225|XP_029723312.1|AEAL, LOC115261847|XP_029719620.1|AEAL, LOC115261846|XP_029719619.1|AEAL
OG0004093	LOC118456345|XP_035772899.1|AALB, LOC118456346|XP_035772900.1|AALB, LOC118456344|XP_035772898.1|AALB	LOC115264458|XP_029724018.1|AEAL, LOC115264409|XP_029723935.1|AEAL, LOC109419301|XP_029733180.1|AEAL, LOC115258115|XP_029714016.1|AEAL, LOC115264460|XP_029724030.1|AEAL, LOC109419298|XP_019549081.2|AEAL, LOC109426104|XP_029733176.1|AEAL, LOC115264415|XP_029723944.1|AEAL, LOC115269028|XP_029733179.1|AEAL, LOC115260634|XP_029717564.1|AEAL, LOC115260645|XP_029717595.1|AEAL, LOC109430928|XP_019562953.2|AEAL, LOC109419183|XP_029714014.1|AEAL, LOC115263236|XP_029722156.1|AEAL, LOC115269027|XP_029733171.1|AEAL, LOC109415886|XP_029712529.1|AEAL, LOC109419264|XP_019549063.2|AEAL
OG0004094	LOC118468865|XP_035796040.1|AALB	LOC115264368|XP_029723886.1|AEAL, LOC109419295|XP_029723980.1|AEAL, LOC109426108|XP_019557077.2|AEAL
OG0004095	LOC118459340|XP_035778505.1|AALB	LOC115264542|XP_029724154.1|AEAL, LOC109415474|XP_019544896.2|AEAL, LOC109429477|XP_029724528.1|AEAL
OG0004096	LOC118459339|XP_035778504.1|AALB	LOC115264543|XP_029724161.1|AEAL, LOC115264679|XP_029724520.1|AEAL, LOC109415475|XP_019544898.2|AEAL
OG0004097	LOC118460959|XP_035781627.1|AALB	LOC109429495|XP_029724775.1|AEAL, LOC109415717|XP_029724375.1|AEAL
OG0004098	LOC118460953|XP_035781622.1|AALB	LOC109415716|XP_029724372.1|AEAL, LOC109429496|XP_019561001.1|AEAL
OG0004099	LOC118459863|XP_035779531.1|AALB	LOC109429511|XP_029724640.1|AEAL
OG0004100	LOC118458356|XP_035776601.1|AALB	LOC115260571|XP_029717369.1|AEAL, LOC115264901|XP_029724797.1|AEAL, LOC115264726|XP_029724614.1|AEAL, LOC109431768|XP_029724811.1|AEAL
OG0004101	LOC118458043|XP_035776055.1|AALB	LOC109402951|XP_029724840.1|AEAL, LOC109431763|XP_019563579.2|AEAL
OG0004102	LOC118460343|XP_035780462.1|AALB	LOC109402890|XP_029724817.1|AEAL, LOC109431761|XP_029724819.1|AEAL, LOC115264930|XP_029724912.1|AEAL
OG0004103	LOC118460346|XP_035780477.1|AALB	LOC109431766|XP_019563581.1|AEAL, LOC109402854|XP_019531143.1|AEAL, LOC115254142|XP_029724930.1|AEAL
OG0004104	LOC118460345|XP_035780475.1|AALB	LOC109431755|XP_029724853.1|AEAL, LOC109431757|XP_029724899.1|AEAL
OG0004105	LOC118468483|XP_035795197.1|AALB	LOC109410438|XP_029725942.1|AEAL, LOC115265216|XP_029725356.1|AEAL
OG0004106	LOC118461050|XP_035781834.1|AALB	LOC109410447|XP_029725829.1|AEAL, LOC115253963|XP_029710422.1|AEAL
OG0004107	LOC118461040|XP_035781821.1|AALB	LOC109401476|XP_019529591.2|AEAL, LOC109410444|XP_019539545.2|AEAL
OG0004108	LOC118461051|XP_035781835.1|AALB	LOC109410451|XP_019539552.2|AEAL, LOC115254151|XP_029725774.1|AEAL
OG0004109	LOC118461025|XP_035781773.1|AALB	LOC109410458|XP_029726025.1|AEAL, LOC109401464|XP_019529573.2|AEAL
OG0004110	LOC118461047|XP_035781831.1|AALB	LOC109401487|XP_019529605.1|AEAL, LOC109410461|XP_019539565.1|AEAL
OG0004111	LOC118458791|XP_035777525.1|AALB	LOC109401488|XP_019529606.1|AEAL, LOC109410418|XP_019539512.2|AEAL
OG0004112	LOC118468814|XP_035795923.1|AALB	LOC109411327|XP_029726479.1|AEAL
OG0004113	LOC118462079|XP_035783987.1|AALB	LOC109427073|XP_029726701.1|AEAL, LOC109411330|XP_019540401.1|AEAL, LOC115254152|XP_029726542.1|AEAL, LOC115266496|XP_029728600.1|AEAL
OG0004114	LOC118459751|XP_035779335.1|AALB	LOC115253766|XP_029726751.1|AEAL, LOC109411332|XP_029726563.1|AEAL, LOC115254171|XP_029728598.1|AEAL, LOC109427070|XP_029726694.1|AEAL
OG0004115	LOC118459744|XP_035779314.1|AALB	LOC115265500|XP_029726775.1|AEAL, LOC109427067|XP_029728593.1|AEAL, LOC109411336|XP_029726860.1|AEAL
OG0004116	LOC118461705|XP_035783219.1|AALB	LOC109399736|XP_029727138.1|AEAL, LOC115265547|XP_029726997.1|AEAL
OG0004117	LOC118458353|XP_035776597.1|AALB	LOC109399745|XP_019527808.2|AEAL
OG0004118	LOC118458692|XP_035777324.1|AALB	LOC109413689|XP_019542954.1|AEAL
OG0004119	LOC118458828|XP_035777609.1|AALB	LOC109413671|XP_019542925.1|AEAL
OG0004120	LOC118460579|XP_035780885.1|AALB	LOC109413666|XP_019542916.2|AEAL
OG0004121	LOC118457734|XP_035775421.1|AALB	LOC109415651|XP_029727703.1|AEAL
OG0004122	LOC118467063|XP_035792985.1|AALB	LOC115266789|XP_029729244.1|AEAL, LOC109427018|XP_019558113.2|AEAL
OG0004123	LOC118468604|XP_035795484.1|AALB	LOC109400190|XP_029728421.1|AEAL, LOC109427092|XP_029728413.1|AEAL
OG0004124	LOC118468991|XP_035796309.1|AALB	LOC109402022|XP_029723019.1|AEAL, LOC115254113|XP_029723011.1|AEAL, LOC109399720|XP_019527778.2|AEAL
OG0004125	LOC118457443|XP_035774927.1|AALB	LOC109413708|XP_029736141.1|AEAL, LOC109402032|XP_029736155.1|AEAL, LOC115265550|XP_029727005.1|AEAL
OG0004126	LOC118456570|XP_035773332.1|AALB	LOC109402027|XP_029736153.1|AEAL, LOC109413707|XP_029736142.1|AEAL
OG0004127	LOC118457377|XP_035774805.1|AALB	LOC109413884|XP_019543154.1|AEAL, LOC115270930|XP_029736136.1|AEAL
OG0004130	LOC118456149|XP_035772557.1|AALB	LOC115266491|XP_029728590.1|AEAL, LOC109401337|XP_029723222.1|AEAL, LOC115266370|XP_029728459.1|AEAL
OG0004131	LOC118461817|XP_035783462.1|AALB	LOC109423854|XP_029728972.1|AEAL, LOC115254178|XP_029728886.1|AEAL, LOC109415775|XP_029712096.1|AEAL
OG0004132	LOC118461810|XP_035783452.1|AALB	LOC115266633|XP_029729003.1|AEAL, LOC115266602|XP_029728911.1|AEAL, LOC109415326|XP_029728992.1|AEAL
OG0004133	LOC118461804|XP_035783443.1|AALB	LOC109415340|XP_019544772.2|AEAL, LOC109423651|XP_029729312.1|AEAL
OG0004134	LOC118461793|XP_035783422.1|AALB	LOC109415343|XP_029729170.1|AEAL, LOC109423625|XP_029729323.1|AEAL
OG0004135	LOC118469063|XP_035796429.1|AALB	LOC109416221|XP_029712373.1|AEAL, LOC109411737|XP_029729367.1|AEAL
OG0004136	LOC118459464|XP_035778764.1|AALB	LOC109425542|XP_019556334.2|AEAL
OG0004137	LOC118461182|XP_035782102.1|AALB	LOC109425545|XP_019556336.2|AEAL, LOC109411295|XP_019540375.2|AEAL
OG0004138	LOC118458478|XP_035776914.1|AALB	LOC115267015|XP_029729647.1|AEAL, LOC115267156|XP_029729858.1|AEAL, LOC109411254|XP_019540322.2|AEAL, LOC109425595|XP_019556385.2|AEAL
OG0004139	LOC118458477|XP_035776913.1|AALB	LOC115267146|XP_029729851.1|AEAL, LOC109411846|XP_019541005.2|AEAL, LOC115267088|XP_029729807.1|AEAL, LOC109425549|XP_029729655.1|AEAL
OG0004140	LOC118459550|XP_035778924.1|AALB	LOC109411109|XP_019540104.2|AEAL, LOC109410905|XP_019539967.2|AEAL
OG0004141	LOC118456160|XP_035772576.1|AALB	LOC115258977|XP_029715341.1|AEAL, LOC109410943|XP_029718449.1|AEAL
OG0004142	LOC118458018|XP_035776015.1|AALB	LOC109400860|XP_019528890.2|AEAL, LOC109415487|XP_029731028.1|AEAL
OG0004143	LOC118457212|XP_035774478.1|AALB	LOC109416752|XP_029731221.1|AEAL
OG0004144	LOC118457193|XP_035774436.1|AALB	LOC109423452|XP_029731476.1|AEAL, LOC109414743|XP_019544121.1|AEAL
OG0004145	LOC118456973|XP_035774063.1|AALB	LOC115269174|XP_029733442.1|AEAL, LOC115267956|XP_029731633.1|AEAL, LOC109414654|XP_019544041.2|AEAL
OG0004146	LOC118456972|XP_035774061.1|AALB	LOC109414620|XP_029733448.1|AEAL, LOC109423423|XP_029731724.1|AEAL, LOC115267959|XP_029731660.1|AEAL
OG0004147	LOC118459717|XP_035779270.1|AALB	LOC109430482|XP_029732153.1|AEAL
OG0004148	LOC118456655|XP_035773496.1|AALB	LOC109405762|XP_029732655.1|AEAL, LOC109430416|XP_029718974.1|AEAL
OG0004149	LOC118458090|XP_035776144.1|AALB	LOC115261482|XP_029719049.1|AEAL, LOC109430493|XP_029732712.1|AEAL
OG0004150	LOC118457455|XP_035774945.1|AALB	LOC109433375|XP_019565352.2|AEAL, LOC109405764|XP_029718046.1|AEAL
OG0004151	LOC118469053|XP_035796412.1|AALB	LOC109399310|XP_029732940.1|AEAL
OG0004152	LOC118457616|XP_035775223.1|AALB	LOC115268859|XP_029732894.1|AEAL, LOC109433396|XP_029719130.1|AEAL
OG0004153	LOC118468622|XP_035795526.1|AALB	LOC109399354|XP_019527338.2|AEAL, LOC109433368|XP_019565338.2|AEAL
OG0004154	LOC118468620|XP_035795523.1|AALB	LOC115268812|XP_029732848.1|AEAL, LOC109399346|XP_029716624.1|AEAL, LOC109433363|XP_019565331.2|AEAL
OG0004155	LOC118461868|XP_035783583.1|AALB	LOC115266708|XP_029729091.1|AEAL
OG0004156	LOC118460226|XP_035780246.1|AALB	LOC109622122|XP_019931896.2|AEAL
OG0004157	LOC118458728|XP_035777388.1|AALB	LOC109433314|XP_019565293.1|AEAL, LOC109622087|XP_019931870.2|AEAL
OG0004158	LOC118461932|XP_035783699.1|AALB	LOC109413927|XP_019543203.2|AEAL, LOC109622097|XP_019931876.2|AEAL
OG0004159	LOC118461938|XP_035783706.1|AALB	LOC109622070|XP_019931853.2|AEAL, LOC109413926|XP_019543202.1|AEAL
OG0004160	LOC118461930|XP_035783697.1|AALB	LOC115269506|XP_029734149.1|AEAL, LOC115269073|XP_029733263.1|AEAL
OG0004161	LOC118460596|XP_035780915.1|AALB	LOC115253636|XP_029734303.1|AEAL, LOC109405035|XP_029733993.1|AEAL
OG0004162	LOC118461066|XP_035781851.1|AALB	LOC109405024|XP_019533550.3|AEAL
OG0004163	LOC118456539|XP_035773279.1|AALB	LOC109405017|XP_029733750.1|AEAL, LOC109430363|XP_029734135.1|AEAL, LOC115269491|XP_029734132.1|AEAL
OG0004164	LOC118468982|XP_035796266.1|AALB	LOC115269209|XP_029733576.1|AEAL, LOC109400375|XP_029715540.1|AEAL, LOC109432406|XP_029733668.1|AEAL
OG0004165	LOC118468988|XP_035796295.1|AALB	LOC109405985|XP_019534588.2|AEAL
OG0004166	LOC118456565|XP_035773326.1|AALB	LOC109405990|XP_019534595.2|AEAL
OG0004167	LOC118468515|XP_035795246.1|AALB	LOC109622355|XP_029717058.1|AEAL, LOC109405987|XP_029734490.1|AEAL
OG0004168	LOC118457810|XP_035775563.1|AALB	LOC109622350|XP_029734584.1|AEAL, LOC109406696|XP_029717052.1|AEAL
OG0004169	LOC118457485|XP_035775002.1|AALB	LOC109622374|XP_029734602.1|AEAL, LOC109406680|XP_029734623.1|AEAL
OG0004170	LOC118461929|XP_035783696.1|AALB	LOC109419331|XP_029734702.1|AEAL, LOC109408468|XP_029734899.1|AEAL
OG0004171	LOC118461931|XP_035783698.1|AALB	LOC109408466|XP_019537348.2|AEAL, LOC109419334|XP_029734884.1|AEAL
OG0004172	LOC118468451|XP_035795119.1|AALB	LOC109419345|XP_029734848.1|AEAL, LOC115270038|XP_029734850.1|AEAL, LOC109408491|XP_029734795.1|AEAL
OG0004173	LOC118460855|XP_035781454.1|AALB	LOC109408510|XP_019537385.2|AEAL
OG0004174	LOC118460852|XP_035781449.1|AALB	LOC109419391|XP_029708111.1|AEAL, LOC109408430|XP_029735279.1|AEAL
OG0004175	LOC118461398|XP_035782556.1|AALB	LOC115270196|XP_029735300.1|AEAL, LOC109408428|XP_029708115.1|AEAL
OG0004176	LOC118461799|XP_035783435.1|AALB	LOC109408418|XP_029735447.1|AEAL, LOC115270313|XP_029735567.1|AEAL, LOC109401061|XP_029735014.1|AEAL
OG0004177	LOC118460771|XP_035781259.1|AALB	LOC109408473|XP_029719607.1|AEAL
OG0004178	LOC118460712|XP_035781135.1|AALB	LOC109424105|XP_029735957.1|AEAL, LOC109408393|XP_029736050.1|AEAL
OG0004179	LOC118460650|XP_035781007.1|AALB	LOC109416303|XP_019545892.2|AEAL
OG0004180	LOC118457205|XP_035774453.1|AALB	LOC109426213|XP_029736388.1|AEAL, LOC109424061|XP_029707540.1|AEAL
OG0004181	LOC118460051|XP_035779921.1|AALB	LOC109424044|XP_019554651.2|AEAL
OG0004182	LOC118461609|XP_035783028.1|AALB	LOC115266041|XP_029727736.1|AEAL, LOC109424025|XP_029716627.1|AEAL, LOC109416416|XP_029727699.1|AEAL
OG0004183	LOC118461610|XP_035783037.1|AALB	LOC109416418|XP_029707565.1|AEAL, LOC115253773|XP_029727757.1|AEAL, LOC109424024|XP_029727704.1|AEAL, LOC115266042|XP_029727737.1|AEAL
OG0004184	LOC118460872|XP_035781500.1|AALB	LOC115260117|XP_029716882.1|AEAL, LOC109431912|XP_019563763.1|AEAL, LOC115266049|XP_029727755.1|AEAL
OG0004185	LOC118460511|XP_035780768.1|AALB	LOC115260118|XP_029716883.1|AEAL, LOC109431911|XP_019563762.2|AEAL, LOC109404389|XP_019532777.2|AEAL
OG0004186	LOC118460870|XP_035781494.1|AALB	LOC109431924|XP_019563774.2|AEAL, LOC109404391|XP_019532779.1|AEAL
OG0004187	LOC118459040|XP_035777954.1|AALB	LOC109431897|XP_029727959.1|AEAL
OG0004188	LOC118460899|XP_035781534.1|AALB	LOC109431910|XP_029727781.1|AEAL, LOC109404398|XP_029727816.1|AEAL
OG0004189	LOC118461487|XP_035782760.1|AALB	LOC109404399|XP_019532792.2|AEAL, LOC115266073|XP_029727828.1|AEAL
OG0004190	LOC118457405|XP_035774863.1|AALB	LOC109431926|XP_029727855.1|AEAL, LOC115266070|XP_029727811.1|AEAL, LOC109404423|XP_029727833.1|AEAL
OG0004191	LOC118457408|XP_035774869.1|AALB	LOC109431925|XP_019563776.2|AEAL, LOC115266075|XP_029727835.1|AEAL, LOC109404422|XP_019532842.2|AEAL
OG0004192	LOC118460482|XP_035780717.1|AALB	LOC109431838|XP_029727839.1|AEAL, LOC115266081|XP_029727852.1|AEAL
OG0004194	LOC118458507|XP_035776967.1|AALB	LOC109431794|XP_019563605.2|AEAL
OG0004195	LOC118458502|XP_035776955.1|AALB	LOC109431864|XP_019563674.2|AEAL, LOC115266095|XP_029727882.1|AEAL
OG0004196	LOC118458499|XP_035776946.1|AALB	LOC109431874|XP_029727919.1|AEAL, LOC109422744|XP_029712667.1|AEAL
OG0004197	LOC118458514|XP_035776978.1|AALB	LOC109422742|XP_019553166.2|AEAL
OG0004198	LOC118457759|XP_035775471.1|AALB	LOC109412317|XP_019541510.2|AEAL, LOC109422712|XP_019553123.1|AEAL
OG0004199	LOC118457390|XP_035774820.1|AALB	LOC115271063|XP_029736360.1|AEAL, LOC109422690|XP_029727930.1|AEAL
OG0004200	LOC118459513|XP_035778849.1|AALB	LOC109401131|XP_019529154.2|AEAL, LOC109422686|XP_029727939.1|AEAL
OG0004201	LOC118459511|XP_035778847.1|AALB	LOC109422685|XP_029727938.1|AEAL, LOC109401132|XP_019529155.2|AEAL
OG0004202	LOC118459517|XP_035778852.1|AALB	LOC109422682|XP_019553086.1|AEAL, LOC109401134|XP_019529159.2|AEAL
OG0004203	LOC118459518|XP_035778854.1|AALB	LOC109422552|XP_029727977.1|AEAL, LOC109401140|XP_019529163.1|AEAL
OG0004204	LOC118461500|XP_035782816.1|AALB	LOC109422672|XP_029727948.1|AEAL, LOC115260172|XP_029716941.1|AEAL, LOC109401133|XP_019529156.2|AEAL
OG0004205	LOC118460426|XP_035780610.1|AALB	LOC109402770|XP_029736370.1|AEAL, LOC109422549|XP_019552893.2|AEAL
OG0004206	LOC118461302|XP_035782380.1|AALB	LOC109422649|XP_019553037.2|AEAL, LOC109402824|XP_029716861.1|AEAL
OG0004207	LOC118461315|XP_035782404.1|AALB	LOC109402830|XP_019531108.2|AEAL, LOC109422648|XP_019553036.2|AEAL
OG0004208	LOC118461313|XP_035782400.1|AALB	LOC109422647|XP_029736420.1|AEAL, LOC109402837|XP_029716848.1|AEAL
