Orthogroup	AALB.longest_only	DALB.longest_only
OG0003640	LOC118462649|XP_035784391.1|AALB	LOC117566974|XP_034102526.1|DALB
OG0003641	LOC118466290|XP_035791269.1|AALB	LOC117567148|XP_034102852.1|DALB
OG0003642	LOC118466291|XP_035791271.1|AALB	LOC117570566|XP_034108188.1|DALB
OG0003643	LOC118466293|XP_035791273.1|AALB	LOC117570841|XP_034108612.1|DALB
OG0003644	LOC118466150|XP_035791013.1|AALB	LOC117567904|XP_034104070.1|DALB
OG0003645	LOC118466406|XP_035791567.1|AALB	LOC117568214|XP_034104578.1|DALB
OG0003646	LOC118466403|XP_035791564.1|AALB	LOC117570395|XP_034107905.1|DALB
OG0003647	LOC118466415|XP_035791583.1|AALB	LOC117568221|XP_034104586.1|DALB
OG0003648	LOC118463547|XP_035786062.1|AALB, LOC118463548|XP_035786063.1|AALB	LOC117565960|XP_034101246.1|DALB
OG0003649	LOC118467093|XP_035793031.1|AALB	LOC117573074|XP_034111844.1|DALB
OG0003650	LOC118467084|XP_035793017.1|AALB	LOC117570391|XP_034107896.1|DALB
OG0003651	LOC118465000|XP_035788740.1|AALB	LOC117573311|XP_034112306.1|DALB
OG0003652	LOC118464213|XP_035787277.1|AALB	LOC117569067|XP_034105972.1|DALB
OG0003653	LOC118466938|XP_035792727.1|AALB	LOC117567817|XP_034103945.1|DALB
OG0003654	LOC118467201|XP_035793308.1|AALB	LOC117567193|XP_034102913.1|DALB
OG0003655	LOC118467200|XP_035793307.1|AALB	LOC117564644|XP_034099396.1|DALB
OG0003656	LOC118467196|XP_035793302.1|AALB	LOC117569068|XP_034105973.1|DALB, LOC117569061|XP_034105964.1|DALB
OG0003657	LOC118467706|XP_035794383.1|AALB	LOC117567055|XP_034102674.1|DALB
OG0003658	LOC118465603|XP_035789871.1|AALB	LOC117575251|XP_034115275.1|DALB
OG0003659	LOC118464833|XP_035788402.1|AALB	LOC117569158|XP_034106113.1|DALB
OG0003660	LOC118466261|XP_035791209.1|AALB	LOC117571565|XP_034109660.1|DALB
OG0003661	LOC118463077|XP_035785231.1|AALB	LOC117566548|XP_034101981.1|DALB
OG0003662	LOC118464773|XP_035788295.1|AALB	LOC117571558|XP_034109654.1|DALB
OG0003663	LOC118467758|XP_035794479.1|AALB	LOC117570247|XP_034107646.1|DALB
OG0003664	LOC118467753|XP_035794467.1|AALB	LOC117569646|XP_034106778.1|DALB
OG0003665	LOC118464272|XP_035787427.1|AALB	LOC117568267|XP_034104648.1|DALB
OG0003666	LOC118466836|XP_035792537.1|AALB	LOC117572193|XP_034110740.1|DALB
OG0003667	LOC118466732|XP_035792308.1|AALB	LOC117572366|XP_034111024.1|DALB
OG0003668	LOC118463986|XP_035786900.1|AALB	LOC117570103|XP_034107451.1|DALB
OG0003669	LOC118464145|XP_035787143.1|AALB	LOC117571891|XP_034110247.1|DALB
OG0003670	LOC118464143|XP_035787141.1|AALB	LOC117571889|XP_034110244.1|DALB
OG0003671	LOC118463962|XP_035786840.1|AALB	LOC117567317|XP_034103101.1|DALB
OG0003672	LOC118466816|XP_035792498.1|AALB	LOC117576638|XP_034117455.1|DALB
OG0003673	LOC118466308|XP_035791312.1|AALB	LOC117566673|XP_034102110.1|DALB
OG0003674	LOC118467187|XP_035793282.1|AALB	LOC117571980|XP_034110378.1|DALB
OG0003675	LOC118467189|XP_035793289.1|AALB	LOC117567634|XP_034103624.1|DALB
OG0003676	LOC118467181|XP_035793257.1|AALB	LOC117567630|XP_034103618.1|DALB
OG0003677	LOC118466130|XP_035790973.1|AALB	LOC117573104|XP_034111912.1|DALB
OG0003678	LOC118467642|XP_035794261.1|AALB	LOC117568431|XP_034104981.1|DALB
OG0003679	LOC118464681|XP_035788097.1|AALB	LOC117570193|XP_034107570.1|DALB
OG0003680	LOC118464254|XP_035787383.1|AALB	LOC117566935|XP_034102454.1|DALB
OG0003681	LOC118467352|XP_035793628.1|AALB	LOC117570105|XP_034107452.1|DALB
OG0003682	LOC118467748|XP_035794451.1|AALB	LOC117576007|XP_034116405.1|DALB
OG0003683	LOC118464407|XP_035787655.1|AALB	LOC117567128|XP_034102829.1|DALB
OG0003684	LOC118467083|XP_035793015.1|AALB	LOC117571491|XP_034109550.1|DALB
OG0003685	LOC118466185|XP_035791075.1|AALB	LOC117569204|XP_034106167.1|DALB
OG0003686	LOC118466184|XP_035791071.1|AALB	LOC117571319|XP_034109291.1|DALB
OG0003687	LOC118467335|XP_035793584.1|AALB	LOC117570691|XP_034108384.1|DALB
OG0003688	LOC118467336|XP_035793586.1|AALB	LOC117567115|XP_034102809.1|DALB
OG0003689	LOC118467004|XP_035792839.1|AALB	LOC117568568|XP_034105188.1|DALB
OG0003690	LOC118467003|XP_035792836.1|AALB	LOC117571928|XP_034110305.1|DALB
OG0003691	LOC118465187|XP_035789049.1|AALB	LOC117571929|XP_034110307.1|DALB
OG0003692	LOC118465047|XP_035788823.1|AALB	LOC117569894|XP_034107127.1|DALB
OG0003693	LOC118463611|XP_035786184.1|AALB	LOC117569742|XP_034106916.1|DALB
OG0003694	LOC118467900|XP_035794713.1|AALB	LOC117570909|XP_034108705.1|DALB
OG0003695	LOC118463425|XP_035785881.1|AALB	LOC117567205|XP_034102926.1|DALB
OG0003696	LOC118462943|XP_035784974.1|AALB	LOC117568255|XP_034104628.1|DALB
OG0003697	LOC118466958|XP_035792753.1|AALB	LOC117571341|XP_034109337.1|DALB
OG0003698	LOC118463273|XP_035785642.1|AALB	LOC117570614|XP_034108265.1|DALB
OG0003699	LOC118466488|XP_035791781.1|AALB	LOC117567782|XP_034103881.1|DALB
OG0003700	LOC118462605|XP_035784328.1|AALB	LOC117568083|XP_034104350.1|DALB
OG0003701	LOC118466967|XP_035792772.1|AALB	LOC117565884|XP_034101116.1|DALB
OG0003702	LOC118466964|XP_035792768.1|AALB	LOC117567691|XP_034103706.1|DALB
OG0003703	LOC118463669|XP_035786319.1|AALB	LOC117567861|XP_034104013.1|DALB
OG0003704	LOC118463667|XP_035786317.1|AALB	LOC117567206|XP_034102927.1|DALB
OG0003705	LOC118467369|XP_035793670.1|AALB	LOC117572653|XP_034111525.1|DALB
OG0003706	LOC118463403|XP_035785844.1|AALB	LOC117567377|XP_034103211.1|DALB
OG0003707	LOC118462487|XP_035784087.1|AALB	LOC117566953|XP_034102481.1|DALB
OG0003708	LOC118467266|XP_035793441.1|AALB	LOC117572026|XP_034110467.1|DALB
OG0003709	LOC118464636|XP_035787975.1|AALB	LOC117570734|XP_034108446.1|DALB
OG0003710	LOC118462640|XP_035784380.1|AALB	LOC117566956|XP_034102490.1|DALB
OG0003711	LOC118463308|XP_035785686.1|AALB	LOC117570412|XP_034107929.1|DALB
OG0003712	LOC118464427|XP_035787683.1|AALB	LOC117570044|XP_034107360.1|DALB
OG0003713	LOC118463939|XP_035786800.1|AALB	LOC117569706|XP_034106860.1|DALB
OG0003714	LOC118463938|XP_035786799.1|AALB	LOC117569704|XP_034106859.1|DALB
OG0003715	LOC118464577|XP_035787913.1|AALB	LOC117569423|XP_034106473.1|DALB
OG0003716	LOC118467772|XP_035794494.1|AALB	LOC117567439|XP_034103338.1|DALB
OG0003717	LOC118466725|XP_035792289.1|AALB	LOC117566360|XP_034101744.1|DALB
OG0003718	LOC118466423|XP_035791596.1|AALB	LOC117572558|XP_034111323.1|DALB
OG0003719	LOC118463130|XP_035785380.1|AALB	LOC117567075|XP_034102712.1|DALB
OG0003720	LOC118465613|XP_035789883.1|AALB	LOC117575269|XP_034115298.1|DALB
OG0003721	LOC118465616|XP_035789890.1|AALB	LOC117569443|XP_034106497.1|DALB
OG0003722	LOC118464082|XP_035787032.1|AALB	LOC117567274|XP_034103028.1|DALB
OG0003723	LOC118464092|XP_035787050.1|AALB	LOC117571494|XP_034109553.1|DALB
OG0003724	LOC118467599|XP_035794178.1|AALB	LOC117568782|XP_034105510.1|DALB
OG0003725	LOC118466222|XP_035791146.1|AALB	LOC117567395|XP_034103237.1|DALB
OG0003726	LOC118466220|XP_035791140.1|AALB	LOC117568401|XP_034104924.1|DALB
OG0003728	LOC118464313|XP_035787502.1|AALB	LOC117573808|XP_034113110.1|DALB
OG0003729	LOC118464982|XP_035788707.1|AALB, LOC118464305|XP_035787486.1|AALB	LOC117568982|XP_034105836.1|DALB
OG0003730	LOC118467261|XP_035793437.1|AALB	LOC117570891|XP_034108684.1|DALB
OG0003731	LOC118467074|XP_035793002.1|AALB	LOC117571619|XP_034109732.1|DALB
OG0003732	LOC118467901|XP_035794718.1|AALB	LOC117567540|XP_034103477.1|DALB
OG0003733	LOC118467898|XP_035794709.1|AALB	LOC117568120|XP_034104413.1|DALB
OG0003734	LOC118466443|XP_035791645.1|AALB	LOC117572020|XP_034110459.1|DALB
OG0003735	LOC118465755|XP_035790151.1|AALB	LOC117569072|XP_034105978.1|DALB
OG0003736	LOC118465769|XP_035790177.1|AALB	LOC117569974|XP_034107241.1|DALB
OG0003737	LOC118465760|XP_035790157.1|AALB	LOC117568628|XP_034105310.1|DALB
OG0003739	LOC118463094|XP_035785269.1|AALB	LOC117570933|XP_034108752.1|DALB
OG0003740	LOC118463095|XP_035785271.1|AALB	LOC117571940|XP_034110324.1|DALB
OG0003741	LOC118463097|XP_035785276.1|AALB	LOC117570777|XP_034108505.1|DALB
OG0003742	LOC118464124|XP_035787110.1|AALB	LOC117572220|XP_034110787.1|DALB
OG0003743	LOC118467680|XP_035794344.1|AALB	LOC117572385|XP_034111049.1|DALB
OG0003744	LOC118467682|XP_035794346.1|AALB	LOC117571942|XP_034110326.1|DALB
OG0003745	LOC118467684|XP_035794348.1|AALB	LOC117568089|XP_034104358.1|DALB
OG0003746	LOC118466242|XP_035791185.1|AALB	LOC117567318|XP_034103109.1|DALB
OG0003747	LOC118466247|XP_035791192.1|AALB	LOC117571760|XP_034110008.1|DALB
OG0003748	LOC118466244|XP_035791187.1|AALB	LOC117571776|XP_034110025.1|DALB
OG0003749	LOC118466246|XP_035791191.1|AALB	LOC117567857|XP_034104007.1|DALB
OG0003750	LOC118466250|XP_035791195.1|AALB	LOC117567858|XP_034104011.1|DALB
OG0003751	LOC118466283|XP_035791256.1|AALB	LOC117567855|XP_034104001.1|DALB
OG0003752	LOC118465649|XP_035789955.1|AALB	LOC117567759|XP_034103841.1|DALB
OG0003753	LOC118465654|XP_035789962.1|AALB	LOC117574770|XP_034114610.1|DALB
OG0003754	LOC118465648|XP_035789954.1|AALB	LOC117574760|XP_034114598.1|DALB, LOC117567418|XP_034103296.1|DALB
OG0003755	LOC118463860|XP_035786662.1|AALB	LOC117570617|XP_034108269.1|DALB
OG0003756	LOC118466940|XP_035792732.1|AALB	LOC117567364|XP_034103198.1|DALB
OG0003757	LOC118466138|XP_035790982.1|AALB	LOC117568174|XP_034104497.1|DALB
OG0003758	LOC118467355|XP_035793641.1|AALB	LOC117571311|XP_034109275.1|DALB
OG0003759	LOC118466073|XP_035790830.1|AALB	LOC117572017|XP_034110447.1|DALB
OG0003760	LOC118466075|XP_035790843.1|AALB	LOC117567779|XP_034103868.1|DALB
OG0003761	LOC118467078|XP_035793008.1|AALB	LOC117567122|XP_034102820.1|DALB
OG0003762	LOC118464601|XP_035787938.1|AALB, LOC118464617|XP_035787955.1|AALB	LOC117567121|XP_034102816.1|DALB
OG0003763	LOC118464295|XP_035787470.1|AALB	LOC117569750|XP_034106930.1|DALB
OG0003764	LOC118466354|XP_035791382.1|AALB	LOC117569746|XP_034106924.1|DALB
OG0003765	LOC118466754|XP_035792347.1|AALB	LOC117564115|XP_034098663.1|DALB
OG0003766	LOC118466752|XP_035792342.1|AALB	LOC117568741|XP_034105458.1|DALB, LOC117566089|XP_034101457.1|DALB
OG0003767	LOC118466357|XP_035791408.1|AALB	LOC117571854|XP_034110139.1|DALB
OG0003768	LOC118463951|XP_035786822.1|AALB	LOC117569104|XP_034106012.1|DALB
OG0003769	LOC118463633|XP_035786246.1|AALB	LOC117567824|XP_034103956.1|DALB
OG0003770	LOC118462635|XP_035784375.1|AALB	LOC117573077|XP_034111846.1|DALB
OG0003771	LOC118466829|XP_035792519.1|AALB	LOC117572088|XP_034110575.1|DALB
OG0003772	LOC118467304|XP_035793521.1|AALB	LOC117571838|XP_034110117.1|DALB
OG0003773	LOC118467302|XP_035793515.1|AALB	LOC117570686|XP_034108378.1|DALB
OG0003774	LOC118467798|XP_035794564.1|AALB	LOC117571320|XP_034109293.1|DALB
OG0003775	LOC118468440|XP_035795095.1|AALB	LOC117578252|XP_034119563.1|DALB
OG0003776	LOC118464736|XP_035788231.1|AALB	LOC117568296|XP_034104708.1|DALB
OG0003777	LOC118466911|XP_035792669.1|AALB	LOC117572662|XP_034111550.1|DALB
OG0003778	LOC118464027|XP_035786976.1|AALB	LOC117572785|XP_034111774.1|DALB
OG0003779	LOC118465806|XP_035790269.1|AALB	LOC117572788|XP_034111777.1|DALB
OG0003780	LOC118465900|XP_035790445.1|AALB	LOC117566889|XP_034102393.1|DALB
OG0003781	LOC118465902|XP_035790447.1|AALB	LOC117566484|XP_034101907.1|DALB, LOC117567913|XP_034104083.1|DALB, LOC117573211|XP_034112114.1|DALB
OG0003782	LOC118466339|XP_035791359.1|AALB	LOC117577087|XP_034118078.1|DALB
OG0003783	LOC118467165|XP_035793216.1|AALB	LOC117576964|XP_034118032.1|DALB
OG0003784	LOC118463866|XP_035786676.1|AALB	LOC117567454|XP_034103358.1|DALB
OG0003785	LOC118463574|XP_035786108.1|AALB	LOC117569120|XP_034106032.1|DALB
OG0003786	LOC118464198|XP_035787250.1|AALB	LOC117571342|XP_034109339.1|DALB
OG0003787	LOC118464200|XP_035787252.1|AALB	LOC117571345|XP_034109345.1|DALB
OG0003788	LOC118464396|XP_035787639.1|AALB	LOC117567907|XP_034104076.1|DALB
OG0003789	LOC118464393|XP_035787633.1|AALB	LOC117571185|XP_034109106.1|DALB
OG0003790	LOC118464404|XP_035787651.1|AALB	LOC117568094|XP_034104365.1|DALB, LOC117568095|XP_034104366.1|DALB
OG0003791	LOC118461453|XP_035782675.1|AALB	LOC117573279|XP_034112257.1|DALB
OG0003792	LOC118461399|XP_035782557.1|AALB	LOC117569708|XP_034106863.1|DALB
OG0003793	LOC118460015|XP_035779839.1|AALB	LOC117568175|XP_034104501.1|DALB
OG0003794	LOC118464505|XP_035787834.1|AALB	LOC117567942|XP_034104128.1|DALB
OG0003795	LOC118456604|XP_035773399.1|AALB, LOC118467390|XP_035793733.1|AALB	LOC117567473|XP_034103387.1|DALB
OG0003796	LOC118467168|XP_035793226.1|AALB	LOC117575129|XP_034115123.1|DALB
OG0003797	LOC118459879|XP_035779565.1|AALB	LOC117563962|XP_034098429.1|DALB
OG0003798	LOC118459882|XP_035779572.1|AALB	LOC117568182|XP_034104520.1|DALB
OG0003799	LOC118457992|XP_035775952.1|AALB	LOC117569495|XP_034106569.1|DALB
OG0003800	LOC118456736|XP_035773679.1|AALB	LOC117564914|XP_034099759.1|DALB
OG0003801	LOC118458226|XP_035776386.1|AALB	LOC117565055|XP_034099891.1|DALB
OG0003802	LOC118468511|XP_035795241.1|AALB	LOC117564906|XP_034099750.1|DALB
OG0003803	LOC118468791|XP_035795892.1|AALB	LOC117575136|XP_034115133.1|DALB
OG0003804	LOC118468943|XP_035796175.1|AALB	LOC117565780|XP_034100948.1|DALB
OG0003805	LOC118468940|XP_035796168.1|AALB	LOC117564081|XP_034098600.1|DALB
OG0003806	LOC118468942|XP_035796173.1|AALB	LOC117566048|XP_034101388.1|DALB
OG0003807	LOC118467305|XP_035793526.1|AALB	LOC117563373|XP_034097565.1|DALB
OG0003808	LOC118460858|XP_035781457.1|AALB	LOC117567638|XP_034103634.1|DALB
OG0003809	LOC118461847|XP_035783525.1|AALB	LOC117563239|XP_034097337.1|DALB
OG0003810	LOC118458955|XP_035777829.1|AALB	LOC117567743|XP_034103819.1|DALB
OG0003811	LOC118462591|XP_035784297.1|AALB	LOC117569811|XP_034107019.1|DALB
OG0003812	LOC118456167|XP_035772593.1|AALB	LOC117563342|XP_034097510.1|DALB
OG0003813	LOC118457969|XP_035775903.1|AALB	LOC117564829|XP_034099645.1|DALB
OG0003814	LOC118457739|XP_035775442.1|AALB	LOC117563624|XP_034097922.1|DALB
OG0003815	LOC118457743|XP_035775448.1|AALB	LOC117573564|XP_034112740.1|DALB
OG0003816	LOC118461879|XP_035783609.1|AALB	LOC117564648|XP_034099400.1|DALB
OG0003817	LOC118457510|XP_035775044.1|AALB	LOC117564259|XP_034098854.1|DALB
OG0003819	LOC118462908|XP_035784901.1|AALB	LOC117565987|XP_034101291.1|DALB
OG0003820	LOC118468215|XP_035794903.1|AALB	LOC117573457|XP_034112571.1|DALB
OG0003821	LOC118458371|XP_035776659.1|AALB	LOC117570474|XP_034108048.1|DALB
OG0003822	LOC118457153|XP_035774371.1|AALB	LOC117565091|XP_034099936.1|DALB
OG0003823	LOC118457866|XP_035775658.1|AALB	LOC117563313|XP_034097462.1|DALB
OG0003824	LOC118456884|XP_035773896.1|AALB	LOC117563558|XP_034097829.1|DALB
OG0003825	LOC118456837|XP_035773826.1|AALB	LOC117566154|XP_034101533.1|DALB
OG0003826	LOC118458379|XP_035776678.1|AALB	LOC117564366|XP_034098974.1|DALB
OG0003827	LOC118460075|XP_035779983.1|AALB	LOC117563675|XP_034097992.1|DALB
OG0003828	LOC118460074|XP_035779981.1|AALB	LOC117563673|XP_034097989.1|DALB
OG0003829	LOC118460071|XP_035779963.1|AALB	LOC117565560|XP_034100619.1|DALB
OG0003830	LOC118456966|XP_035774053.1|AALB	LOC117565461|XP_034100456.1|DALB
OG0003831	LOC118456777|XP_035773745.1|AALB	LOC117575691|XP_034115894.1|DALB
OG0003832	LOC118459790|XP_035779409.1|AALB	LOC117565616|XP_034100712.1|DALB
OG0003833	LOC118459044|XP_035777961.1|AALB, LOC118459791|XP_035779412.1|AALB	LOC117565620|XP_034100723.1|DALB
OG0003834	LOC118457516|XP_035775053.1|AALB	LOC117565280|XP_034100198.1|DALB
OG0003835	LOC118460964|XP_035781634.1|AALB	LOC117563725|XP_034098078.1|DALB
OG0003836	LOC118460572|XP_035780873.1|AALB	LOC117565605|XP_034100701.1|DALB
OG0003837	LOC118460568|XP_035780863.1|AALB	LOC117565604|XP_034100699.1|DALB
OG0003838	LOC118468599|XP_035795475.1|AALB	LOC117564641|XP_034099392.1|DALB
OG0003839	LOC118456470|XP_035773154.1|AALB	LOC117563249|XP_034097353.1|DALB
OG0003840	LOC118461893|XP_035783640.1|AALB	LOC117567633|XP_034103623.1|DALB
OG0003841	LOC118464174|XP_035787207.1|AALB	LOC117564813|XP_034099626.1|DALB
OG0003842	LOC118459052|XP_035777971.1|AALB	LOC117566200|XP_034101608.1|DALB
OG0003843	LOC118458558|XP_035777093.1|AALB	LOC117563870|XP_034098317.1|DALB
OG0003844	LOC118457501|XP_035775030.1|AALB	LOC117563657|XP_034097962.1|DALB
OG0003845	LOC118457660|XP_035775301.1|AALB	LOC117564572|XP_034099299.1|DALB
OG0003846	LOC118460412|XP_035780592.1|AALB	LOC117564652|XP_034099403.1|DALB
OG0003847	LOC118460699|XP_035781109.1|AALB	LOC117563207|XP_034097285.1|DALB
OG0003848	LOC118461871|XP_035783590.1|AALB	LOC117576546|XP_034117274.1|DALB
OG0003849	LOC118457450|XP_035774939.1|AALB	LOC117569152|XP_034106104.1|DALB
OG0003850	LOC118456297|XP_035772828.1|AALB	LOC117564416|XP_034099038.1|DALB
OG0003851	LOC118460436|XP_035780622.1|AALB	LOC117570573|XP_034108206.1|DALB
OG0003852	LOC118467789|XP_035794558.1|AALB	LOC117566080|XP_034101451.1|DALB
OG0003853	LOC118461159|XP_035782049.1|AALB	LOC117566398|XP_034101798.1|DALB
OG0003854	LOC118457893|XP_035775758.1|AALB	LOC117564451|XP_034099121.1|DALB
OG0003855	LOC118457892|XP_035775754.1|AALB	LOC117563343|XP_034097511.1|DALB
OG0003856	LOC118459061|XP_035777985.1|AALB	LOC117564740|XP_034099519.1|DALB
OG0003857	LOC118456685|XP_035773565.1|AALB	LOC117564000|XP_034098481.1|DALB
OG0003859	LOC118456763|XP_035773721.1|AALB	LOC117565130|XP_034099987.1|DALB
OG0003860	LOC118458084|XP_035776137.1|AALB	LOC117566659|XP_034102094.1|DALB
OG0003861	LOC118458442|XP_035776817.1|AALB	LOC117564373|XP_034098980.1|DALB
OG0003862	LOC118457305|XP_035774675.1|AALB	LOC117564404|XP_034099019.1|DALB
OG0003863	LOC118457303|XP_035774672.1|AALB	LOC117565658|XP_034100767.1|DALB
OG0003864	LOC118457306|XP_035774682.1|AALB	LOC117565719|XP_034100857.1|DALB
OG0003865	LOC118461665|XP_035783143.1|AALB	LOC117574941|XP_034114881.1|DALB
OG0003866	LOC118458230|XP_035776391.1|AALB	LOC117564261|XP_034098856.1|DALB, LOC117564260|XP_034098855.1|DALB
OG0003867	LOC118461670|XP_035783151.1|AALB	LOC117564114|XP_034098662.1|DALB
OG0003868	LOC118457871|XP_035775678.1|AALB	LOC117571383|XP_034109396.1|DALB
OG0003869	LOC118457467|XP_035774986.1|AALB	LOC117564187|XP_034098752.1|DALB
OG0003870	LOC118457462|XP_035774960.1|AALB	LOC117565525|XP_034100555.1|DALB
OG0003871	LOC118457469|XP_035774988.1|AALB	LOC117564733|XP_034099511.1|DALB
OG0003872	LOC118456764|XP_035773724.1|AALB	LOC117569057|XP_034105959.1|DALB
OG0003873	LOC118457997|XP_035775966.1|AALB	LOC117563876|XP_034098325.1|DALB
OG0003876	LOC118456185|XP_035772632.1|AALB	LOC117565061|XP_034099899.1|DALB
OG0003877	LOC118459216|XP_035778290.1|AALB	LOC117565431|XP_034100408.1|DALB
OG0003878	LOC118468473|XP_035795184.1|AALB	LOC117564465|XP_034099143.1|DALB
OG0003879	LOC118468476|XP_035795187.1|AALB	LOC117567516|XP_034103451.1|DALB
OG0003880	LOC118468678|XP_035795674.1|AALB	LOC117569699|XP_034106851.1|DALB
OG0003881	LOC118459049|XP_035777966.1|AALB	LOC117567132|XP_034102833.1|DALB
OG0003882	LOC118460718|XP_035781155.1|AALB	LOC117568443|XP_034105002.1|DALB
OG0003883	LOC118459132|XP_035778100.1|AALB	LOC117566348|XP_034101729.1|DALB
OG0003884	LOC118458891|XP_035777736.1|AALB	LOC117563908|XP_034098361.1|DALB
OG0003886	LOC118457233|XP_035774505.1|AALB	LOC117564665|XP_034099419.1|DALB, LOC117564705|XP_034099474.1|DALB
OG0003887	LOC118468883|XP_035796068.1|AALB	LOC117564637|XP_034099389.1|DALB
OG0003888	LOC118456889|XP_035773903.1|AALB	LOC117573391|XP_034112482.1|DALB
OG0003889	LOC118460113|XP_035780041.1|AALB	LOC117564098|XP_034098635.1|DALB
OG0003890	LOC118458901|XP_035777753.1|AALB	LOC117568260|XP_034104637.1|DALB
OG0003891	LOC118458896|XP_035777745.1|AALB	LOC117565832|XP_034101031.1|DALB
OG0003892	LOC118459777|XP_035779385.1|AALB	LOC117568989|XP_034105851.1|DALB
OG0003893	LOC118460629|XP_035780971.1|AALB	LOC117563697|XP_034098032.1|DALB
OG0003895	LOC118458295|XP_035776512.1|AALB	LOC117577742|XP_034118544.1|DALB
OG0003896	LOC118461886|XP_035783627.1|AALB	LOC117569907|XP_034107138.1|DALB
OG0003898	LOC118459234|XP_035778325.1|AALB	LOC117565730|XP_034100869.1|DALB
OG0003899	LOC118459779|XP_035779388.1|AALB	LOC117565653|XP_034100762.1|DALB
OG0003900	LOC118458388|XP_035776691.1|AALB	LOC117563845|XP_034098266.1|DALB
OG0003901	LOC118468335|XP_035794978.1|AALB	LOC117564883|XP_034099722.1|DALB
OG0003902	LOC118458387|XP_035776690.1|AALB	LOC117564023|XP_034098513.1|DALB
OG0003903	LOC118458390|XP_035776695.1|AALB	LOC117563327|XP_034097482.1|DALB
OG0003904	LOC118458389|XP_035776694.1|AALB	LOC117563326|XP_034097481.1|DALB
OG0003905	LOC118457521|XP_035775059.1|AALB	LOC117575572|XP_034115726.1|DALB
OG0003907	LOC118456908|XP_035773927.1|AALB	LOC117566206|XP_034101624.1|DALB
OG0003908	LOC118456911|XP_035773930.1|AALB	LOC117566207|XP_034101625.1|DALB
OG0003909	LOC118461243|XP_035782236.1|AALB	LOC117568236|XP_034104602.1|DALB
OG0003910	LOC118461246|XP_035782252.1|AALB	LOC117568238|XP_034104607.1|DALB
OG0003911	LOC118468958|XP_035796214.1|AALB	LOC117564793|XP_034099605.1|DALB
OG0003912	LOC118460999|XP_035781717.1|AALB	LOC117564859|XP_034099693.1|DALB
OG0003913	LOC118460659|XP_035781018.1|AALB	LOC117563913|XP_034098367.1|DALB
OG0003914	LOC118461750|XP_035783358.1|AALB	LOC117564132|XP_034098683.1|DALB
OG0003915	LOC118461751|XP_035783359.1|AALB	LOC117577560|XP_034118285.1|DALB
OG0003916	LOC118457746|XP_035775452.1|AALB	LOC117565878|XP_034101110.1|DALB
OG0003917	LOC118461167|XP_035782060.1|AALB	LOC117565632|XP_034100733.1|DALB
OG0003918	LOC118461476|XP_035782726.1|AALB	LOC117565938|XP_034101215.1|DALB
OG0003919	LOC118462056|XP_035783935.1|AALB	LOC117564675|XP_034099433.1|DALB
OG0003920	LOC118457988|XP_035775945.1|AALB	LOC117567114|XP_034102808.1|DALB
OG0003921	LOC118468879|XP_035796056.1|AALB	LOC117565032|XP_034099870.1|DALB
OG0003922	LOC118459771|XP_035779373.1|AALB	LOC117565764|XP_034100922.1|DALB
OG0003923	LOC118467487|XP_035793925.1|AALB	LOC117573229|XP_034112168.1|DALB
OG0003925	LOC118461708|XP_035783227.1|AALB	LOC117563494|XP_034097748.1|DALB
OG0003926	LOC118456820|XP_035773806.1|AALB	LOC117563268|XP_034097386.1|DALB
OG0003927	LOC118457694|XP_035775360.1|AALB	LOC117566075|XP_034101445.1|DALB
OG0003928	LOC118461428|XP_035782629.1|AALB	LOC117566156|XP_034101536.1|DALB
OG0003929	LOC118460112|XP_035780039.1|AALB	LOC117566001|XP_034101309.1|DALB
OG0003930	LOC118457669|XP_035775318.1|AALB	LOC117563306|XP_034097444.1|DALB
OG0003931	LOC118457664|XP_035775310.1|AALB	LOC117578395|XP_034119734.1|DALB
OG0003932	LOC118457862|XP_035775652.1|AALB	LOC117566645|XP_034102078.1|DALB
OG0003933	LOC118461446|XP_035782660.1|AALB	LOC117565072|XP_034099909.1|DALB
OG0003934	LOC118461448|XP_035782662.1|AALB	LOC117565915|XP_034101174.1|DALB
