Orthogroup	AALB.longest_only	DSIM.longest_only
OG0003516	LOC118456873|XP_035773870.1|AALB	LOC6728213|XP_002103562.1|DSIM
OG0003517	LOC118459441|XP_035778690.1|AALB	LOC6727783|XP_039150475.1|DSIM
OG0003518	LOC118460764|XP_035781253.1|AALB	LOC6726992|XP_016033493.1|DSIM
OG0003519	LOC118462944|XP_035784975.1|AALB	LOC6737452|XP_039150227.1|DSIM
OG0003520	LOC118466114|XP_035790942.1|AALB	LOC6737457|XP_016031226.1|DSIM
OG0003521	LOC118465310|XP_035789314.1|AALB	LOC6737440|XP_016031212.1|DSIM
OG0003522	LOC118464791|XP_035788315.1|AALB	LOC6733815|XP_002080859.1|DSIM
OG0003523	LOC118464789|XP_035788313.1|AALB	LOC6732616|XP_016025324.1|DSIM
OG0003524	LOC118464635|XP_035787974.1|AALB	LOC6726319|XP_016039872.1|DSIM
OG0003525	LOC118466449|XP_035791681.1|AALB	LOC27206175|XP_016027967.1|DSIM
OG0003526	LOC118466454|XP_035791687.1|AALB	LOC6727650|XP_002103027.1|DSIM
OG0003527	LOC118463438|XP_035785899.1|AALB	LOC6733401|XP_016026325.1|DSIM
OG0003529	LOC118464475|XP_035787779.1|AALB	LOC27208356|XP_016024454.1|DSIM
OG0003530	LOC118464477|XP_035787781.1|AALB	LOC6737165|XP_002084011.2|DSIM
OG0003531	LOC118464845|XP_035788433.1|AALB	LOC6727655|XP_016034246.1|DSIM
OG0003532	LOC118463314|XP_035785692.1|AALB	LOC6737214|XP_016030920.1|DSIM
OG0003533	LOC118466395|XP_035791540.1|AALB	LOC6737350|XP_016031076.1|DSIM
OG0003534	LOC118463520|XP_035786018.1|AALB	LOC6737494|XP_016031282.1|DSIM
OG0003535	LOC118463217|XP_035785553.1|AALB, LOC118463216|XP_035785552.1|AALB	LOC6736464|XP_002083335.1|DSIM
OG0003536	LOC118464918|XP_035788583.1|AALB	LOC6733247|XP_016026122.1|DSIM
OG0003537	LOC118465418|XP_035789539.1|AALB	LOC6735561|XP_002082481.1|DSIM
OG0003538	LOC118464319|XP_035787510.1|AALB	LOC6734286|XP_002081315.1|DSIM
OG0003539	LOC118463775|XP_035786481.1|AALB	LOC6734636|XP_002081644.1|DSIM
OG0003540	LOC118466687|XP_035792208.1|AALB	LOC6734414|XP_016029690.1|DSIM
OG0003541	LOC118466578|XP_035792015.1|AALB	LOC27206665|XP_016035981.1|DSIM
OG0003542	LOC118466580|XP_035792027.1|AALB	LOC27208783|XP_039147740.1|DSIM
OG0003543	LOC118462958|XP_035785005.1|AALB	LOC6724857|XP_002105896.1|DSIM
OG0003544	LOC118463154|XP_035785429.1|AALB	LOC6737098|XP_002083945.2|DSIM
OG0003545	LOC118465948|XP_035790568.1|AALB	LOC6739673|XP_016032946.1|DSIM
OG0003546	LOC118462981|XP_035785070.1|AALB	LOC6738729|XP_016032540.1|DSIM
OG0003547	LOC118465103|XP_035788931.1|AALB	LOC6735903|XP_039148362.1|DSIM
OG0003548	LOC118465100|XP_035788925.1|AALB	LOC6733680|XP_016026653.1|DSIM
OG0003549	LOC118465106|XP_035788942.1|AALB	LOC6733683|XP_016026655.1|DSIM
OG0003550	LOC118465313|XP_035789322.1|AALB	LOC6739369|XP_002076278.1|DSIM
OG0003551	LOC118465305|XP_035789298.1|AALB	LOC6735001|XP_002081983.1|DSIM
OG0003552	LOC118463457|XP_035785938.1|AALB	LOC6733938|XP_002080982.1|DSIM
OG0003553	LOC118463455|XP_035785935.1|AALB	LOC27209024|XP_039148215.1|DSIM
OG0003554	LOC118464649|XP_035788007.1|AALB	LOC6738357|XP_002085167.1|DSIM
OG0003555	LOC118464658|XP_035788050.1|AALB	LOC6736601|XP_016030192.1|DSIM
OG0003556	LOC118467651|XP_035794280.1|AALB	LOC6738923|XP_016032753.1|DSIM
OG0003557	LOC118467653|XP_035794286.1|AALB	LOC6738921|XP_016032749.1|DSIM
OG0003558	LOC118462587|XP_035784287.1|AALB	LOC6736808|XP_016030466.1|DSIM
OG0003559	LOC118466359|XP_035791415.1|AALB	LOC6737815|XP_016031597.1|DSIM
OG0003560	LOC118465311|XP_035789320.1|AALB	LOC6737100|XP_016030727.1|DSIM
OG0003561	LOC118464912|XP_035788571.1|AALB	LOC6735424|XP_016028734.1|DSIM
OG0003562	LOC118463139|XP_035785392.1|AALB	LOC6734990|XP_016028276.1|DSIM
OG0003563	LOC118466304|XP_035791303.1|AALB	LOC6727502|XP_002102882.1|DSIM
OG0003564	LOC118466296|XP_035791279.1|AALB	LOC6737125|XP_002083972.1|DSIM
OG0003565	LOC118466783|XP_035792412.1|AALB	LOC6736603|XP_016030196.1|DSIM
OG0003566	LOC118462680|XP_035784480.1|AALB	LOC6728743|XP_039150643.1|DSIM
OG0003567	LOC118462906|XP_035784897.1|AALB	LOC6734709|XP_016027920.1|DSIM
OG0003568	LOC118464251|XP_035787347.1|AALB	LOC6733719|XP_039148542.1|DSIM
OG0003569	LOC118467735|XP_035794435.1|AALB	LOC6736482|XP_016030018.1|DSIM
OG0003570	LOC118467734|XP_035794432.1|AALB	LOC6733381|XP_016026308.1|DSIM
OG0003571	LOC118464989|XP_035788720.1|AALB	LOC6736793|XP_016030437.1|DSIM
OG0003572	LOC118463803|XP_035786563.1|AALB	LOC6734064|XP_016027067.1|DSIM
OG0003573	LOC118467326|XP_035793556.1|AALB	LOC6734389|XP_002081410.1|DSIM
OG0003574	LOC118462809|XP_035784714.1|AALB	LOC6736852|XP_002083708.2|DSIM
OG0003575	LOC118464381|XP_035787617.1|AALB	LOC27206220|XP_016032129.1|DSIM
OG0003576	LOC118462577|XP_035784275.1|AALB	LOC6738425|XP_002085234.1|DSIM
OG0003577	LOC118466728|XP_035792293.1|AALB	LOC6736921|XP_002083768.2|DSIM
OG0003578	LOC118467762|XP_035794483.1|AALB	LOC6737110|XP_016030736.1|DSIM
OG0003579	LOC118467761|XP_035794482.1|AALB	LOC6735046|XP_016028334.1|DSIM
OG0003580	LOC118467411|XP_035793786.1|AALB	LOC6735270|XP_002082240.1|DSIM
OG0003581	LOC118463489|XP_035785972.1|AALB, LOC118463498|XP_035785988.1|AALB	LOC6736379|XP_016029889.1|DSIM
OG0003582	LOC118466779|XP_035792398.1|AALB	LOC6737563|XP_016031353.1|DSIM
OG0003583	LOC118465303|XP_035789295.1|AALB	LOC6733838|XP_016026851.1|DSIM
OG0003584	LOC118463155|XP_035785431.1|AALB	LOC6733805|XP_002080849.2|DSIM
OG0003585	LOC118465320|XP_035789339.1|AALB	LOC6738553|XP_002085358.1|DSIM
OG0003586	LOC118462986|XP_035785088.1|AALB	LOC6724692|XP_039152071.1|DSIM
OG0003587	LOC118467109|XP_035793062.1|AALB	LOC6730542|XP_039150718.1|DSIM
OG0003588	LOC118462694|XP_035784512.1|AALB	LOC6728312|XP_016034946.1|DSIM
OG0003590	LOC118465338|XP_035789381.1|AALB	LOC6736441|XP_002083312.1|DSIM
OG0003591	LOC118465339|XP_035789382.1|AALB	LOC6736362|XP_016029854.1|DSIM
OG0003592	LOC118465343|XP_035789393.1|AALB	LOC6737832|XP_016031608.1|DSIM
OG0003593	LOC118462954|XP_035784992.1|AALB	LOC6737181|XP_039149976.1|DSIM
OG0003594	LOC118464598|XP_035787935.1|AALB	LOC6737119|XP_002083966.1|DSIM
OG0003595	LOC118467808|XP_035794578.1|AALB	LOC6734604|XP_016027755.1|DSIM
OG0003596	LOC118462707|XP_035784540.1|AALB	LOC6733256|XP_002080319.1|DSIM
OG0003597	LOC118462703|XP_035784534.1|AALB	LOC6733248|XP_002080311.1|DSIM
OG0003598	LOC118465770|XP_035790179.1|AALB	LOC6736778|XP_002083634.1|DSIM
OG0003599	LOC118457857|XP_035775643.1|AALB	LOC6730800|XP_002077968.1|DSIM
OG0003600	LOC118465904|XP_035790451.1|AALB	LOC6737283|XP_039149283.1|DSIM
OG0003601	LOC118463883|XP_035786698.1|AALB	LOC6733645|XP_016026608.1|DSIM
OG0003602	LOC118463249|XP_035785611.1|AALB	LOC6735925|XP_016029281.1|DSIM
OG0003603	LOC118463770|XP_035786478.1|AALB	LOC6737260|XP_002084100.1|DSIM
OG0003604	LOC118464675|XP_035788086.1|AALB	LOC6733081|XP_016025786.1|DSIM
OG0003605	LOC118460666|XP_035781032.1|AALB	LOC6729280|XP_002104600.1|DSIM
OG0003606	LOC118463028|XP_035785163.1|AALB	LOC6734969|XP_002081963.2|DSIM
OG0003607	LOC118463025|XP_035785160.1|AALB	LOC6735008|XP_002081989.1|DSIM
OG0003608	LOC118463040|XP_035785177.1|AALB	LOC6737517|XP_016031313.1|DSIM
OG0003609	LOC118467482|XP_035793917.1|AALB	LOC6733662|XP_002080709.1|DSIM
OG0003610	LOC118463293|XP_035785669.1|AALB	LOC6738532|XP_002085338.1|DSIM
OG0003611	LOC118467170|XP_035793229.1|AALB	LOC27207730|XP_039149493.1|DSIM
OG0003612	LOC118465388|XP_035789477.1|AALB	LOC6735459|XP_002082398.2|DSIM
OG0003613	LOC118464448|XP_035787723.1|AALB, LOC118462710|XP_035784542.1|AALB	LOC6733394|XP_002080451.1|DSIM
OG0003614	LOC118462712|XP_035784543.1|AALB, LOC118464449|XP_035787724.1|AALB	LOC6733395|XP_002080452.1|DSIM
OG0003615	LOC118465526|XP_035789743.1|AALB	LOC6735862|XP_016029227.1|DSIM
OG0003616	LOC118466679|XP_035792192.1|AALB	LOC6735730|XP_002082643.1|DSIM
OG0003617	LOC118467348|XP_035793623.1|AALB	LOC6734174|XP_016027183.1|DSIM
OG0003618	LOC118467341|XP_035793612.1|AALB	LOC6734173|XP_016027181.1|DSIM
OG0003619	LOC118464469|XP_035787771.1|AALB	LOC6734236|XP_016027287.1|DSIM
OG0003620	LOC118464471|XP_035787773.1|AALB	LOC6736016|XP_002082925.1|DSIM
OG0003621	LOC118466430|XP_035791619.1|AALB	LOC27207386|XP_016031122.1|DSIM
OG0003622	LOC118466427|XP_035791603.1|AALB	LOC6737381|XP_016031126.1|DSIM
OG0003623	LOC118464106|XP_035787085.1|AALB	LOC6734329|XP_016027405.1|DSIM
OG0003624	LOC118467085|XP_035793018.1|AALB	LOC6735916|XP_002082826.1|DSIM
OG0003625	LOC118462921|XP_035784921.1|AALB	LOC6733391|XP_002080448.1|DSIM
OG0003626	LOC118464468|XP_035787770.1|AALB	LOC6734625|XP_016027779.2|DSIM
OG0003627	LOC118464466|XP_035787767.1|AALB	LOC6735165|XP_039148781.1|DSIM
OG0003628	LOC118467591|XP_035794150.1|AALB	LOC6733715|XP_039148805.1|DSIM
OG0003629	LOC118465427|XP_035789549.1|AALB	LOC6734259|XP_002081288.1|DSIM
OG0003630	LOC118465596|XP_035789857.1|AALB	LOC27208785|XP_016029393.1|DSIM
OG0003631	LOC118464826|XP_035788395.1|AALB	LOC6738714|XP_002085515.1|DSIM
OG0003632	LOC118463981|XP_035786886.1|AALB, LOC118463950|XP_035786820.1|AALB, LOC118465543|XP_035789763.1|AALB	LOC6736848|XP_016030496.1|DSIM
OG0003633	LOC118463061|XP_035785209.1|AALB	LOC6734220|XP_002081249.1|DSIM
OG0003634	LOC118463068|XP_035785220.1|AALB	LOC6737300|XP_016031011.2|DSIM
OG0003635	LOC118464836|XP_035788407.1|AALB	LOC6736620|XP_039149243.1|DSIM
OG0003636	LOC118463062|XP_035785210.1|AALB	LOC6733649|XP_002080703.1|DSIM
OG0003637	LOC118464763|XP_035788275.1|AALB	LOC6734184|XP_002081213.1|DSIM
OG0003638	LOC118467152|XP_035793184.1|AALB	LOC6738746|XP_016032557.1|DSIM
OG0003639	LOC118467156|XP_035793193.1|AALB	LOC6731668|XP_002078808.1|DSIM
OG0003640	LOC118462649|XP_035784391.1|AALB	LOC6734610|XP_016027763.1|DSIM
OG0003641	LOC118466290|XP_035791269.1|AALB	LOC6735526|XP_002082462.1|DSIM
OG0003642	LOC118466291|XP_035791271.1|AALB	LOC6733500|XP_016026459.1|DSIM
OG0003643	LOC118466293|XP_035791273.1|AALB	LOC6736019|XP_002082928.1|DSIM
OG0003644	LOC118466150|XP_035791013.1|AALB	LOC6733803|XP_016026761.1|DSIM
OG0003645	LOC118466406|XP_035791567.1|AALB	LOC6736529|XP_002083399.2|DSIM
OG0003646	LOC118466403|XP_035791564.1|AALB	LOC6737215|XP_002084055.1|DSIM
OG0003647	LOC118466415|XP_035791583.1|AALB	LOC6737405|XP_002084243.1|DSIM
OG0003648	LOC118463547|XP_035786062.1|AALB, LOC118463548|XP_035786063.1|AALB	LOC6731030|XP_002078191.2|DSIM
OG0003649	LOC118467093|XP_035793031.1|AALB	LOC6729530|XP_002104838.2|DSIM
OG0003650	LOC118467084|XP_035793017.1|AALB	LOC6726058|XP_002107040.2|DSIM
OG0003651	LOC118465000|XP_035788740.1|AALB	LOC6730171|XP_016036930.1|DSIM
OG0003652	LOC118464213|XP_035787277.1|AALB	LOC6737856|XP_002084684.1|DSIM
OG0003653	LOC118466938|XP_035792727.1|AALB	LOC6738743|XP_002085543.1|DSIM
OG0003654	LOC118467201|XP_035793308.1|AALB	LOC6738420|XP_002085229.2|DSIM
OG0003655	LOC118467200|XP_035793307.1|AALB	LOC6732823|XP_002079936.1|DSIM
OG0003656	LOC118467196|XP_035793302.1|AALB	LOC6737861|XP_016031631.1|DSIM
OG0003657	LOC118467706|XP_035794383.1|AALB	LOC6739630|XP_016031371.1|DSIM
OG0003658	LOC118465603|XP_035789871.1|AALB	LOC27206879|XP_016035452.1|DSIM
OG0003659	LOC118464833|XP_035788402.1|AALB	LOC6738775|XP_002085575.1|DSIM
OG0003660	LOC118466261|XP_035791209.1|AALB	LOC6736217|XP_039149354.1|DSIM
OG0003661	LOC118463077|XP_035785231.1|AALB	LOC6736509|XP_016030086.1|DSIM
OG0003662	LOC118464773|XP_035788295.1|AALB	LOC6738974|XP_002085769.1|DSIM
OG0003663	LOC118467758|XP_035794479.1|AALB	LOC27209237|XP_039149783.1|DSIM
OG0003664	LOC118467753|XP_035794467.1|AALB	LOC6736924|XP_039149780.1|DSIM
OG0003665	LOC118464272|XP_035787427.1|AALB	LOC6733846|XP_016026862.1|DSIM
OG0003666	LOC118466836|XP_035792537.1|AALB	LOC6733262|XP_016026150.1|DSIM
OG0003667	LOC118466732|XP_035792308.1|AALB	LOC6736610|XP_039149432.1|DSIM
OG0003668	LOC118463986|XP_035786900.1|AALB	LOC27206146|XP_016026024.1|DSIM
OG0003669	LOC118464145|XP_035787143.1|AALB	LOC6733906|XP_002080950.1|DSIM
OG0003670	LOC118464143|XP_035787141.1|AALB	LOC6733905|XP_002080949.1|DSIM
OG0003671	LOC118463962|XP_035786840.1|AALB	LOC6735911|XP_039148350.1|DSIM
OG0003672	LOC118466816|XP_035792498.1|AALB	LOC6729569|XP_002104877.1|DSIM
OG0003673	LOC118466308|XP_035791312.1|AALB	LOC6735685|XP_039147325.1|DSIM
OG0003674	LOC118467187|XP_035793282.1|AALB	LOC6734694|XP_016027893.1|DSIM
OG0003675	LOC118467189|XP_035793289.1|AALB	LOC6733470|XP_002080527.2|DSIM
OG0003676	LOC118467181|XP_035793257.1|AALB	LOC6733469|XP_016026421.1|DSIM
OG0003677	LOC118466130|XP_035790973.1|AALB	LOC27209031|XP_016033087.1|DSIM
OG0003678	LOC118467642|XP_035794261.1|AALB	LOC6736713|XP_016030324.1|DSIM
OG0003679	LOC118464681|XP_035788097.1|AALB	LOC6736708|XP_016030322.1|DSIM
OG0003680	LOC118464254|XP_035787383.1|AALB	LOC6735010|XP_002081991.2|DSIM
OG0003681	LOC118467352|XP_035793628.1|AALB	LOC6734662|XP_002081669.1|DSIM
OG0003682	LOC118467748|XP_035794451.1|AALB	LOC6728362|XP_039150932.1|DSIM
OG0003683	LOC118464407|XP_035787655.1|AALB	LOC6734263|XP_039148431.1|DSIM
OG0003684	LOC118467083|XP_035793015.1|AALB	LOC27208937|XP_016031206.1|DSIM
OG0003685	LOC118466185|XP_035791075.1|AALB	LOC6737351|XP_016031078.1|DSIM
OG0003686	LOC118466184|XP_035791071.1|AALB	LOC6733785|XP_016026735.1|DSIM
OG0003687	LOC118467335|XP_035793584.1|AALB	LOC6734985|XP_002081967.2|DSIM
OG0003688	LOC118467336|XP_035793586.1|AALB	LOC6735726|XP_002082639.1|DSIM
OG0003689	LOC118467004|XP_035792839.1|AALB	LOC6739136|XP_016032982.1|DSIM
OG0003690	LOC118467003|XP_035792836.1|AALB	LOC120284776|XP_039149547.1|DSIM, LOC6738509|XP_039149546.1|DSIM
OG0003691	LOC118465187|XP_035789049.1|AALB	LOC6738207|XP_016032035.1|DSIM
OG0003692	LOC118465047|XP_035788823.1|AALB	LOC6733376|XP_039147418.1|DSIM
OG0003693	LOC118463611|XP_035786184.1|AALB	LOC6736209|XP_039149705.1|DSIM
OG0003694	LOC118467900|XP_035794713.1|AALB	LOC6738314|XP_016032163.1|DSIM
OG0003695	LOC118463425|XP_035785881.1|AALB	LOC6738459|XP_002085266.1|DSIM
OG0003696	LOC118462943|XP_035784974.1|AALB	LOC6734022|XP_002081061.1|DSIM
OG0003697	LOC118466958|XP_035792753.1|AALB	LOC6733826|XP_016026809.1|DSIM
OG0003698	LOC118463273|XP_035785642.1|AALB	LOC6737443|XP_016031214.1|DSIM
OG0003699	LOC118466488|XP_035791781.1|AALB	LOC6736083|XP_016029478.1|DSIM
OG0003700	LOC118462605|XP_035784328.1|AALB	LOC6736132|XP_002083032.1|DSIM
OG0003701	LOC118466967|XP_035792772.1|AALB	LOC6731429|XP_002078581.1|DSIM
OG0003702	LOC118466964|XP_035792768.1|AALB	LOC6738011|XP_016031807.1|DSIM
OG0003703	LOC118463669|XP_035786319.1|AALB	LOC6736578|XP_016030174.1|DSIM
OG0003704	LOC118463667|XP_035786317.1|AALB	LOC6738457|XP_002085264.2|DSIM
OG0003705	LOC118467369|XP_035793670.1|AALB	LOC6739319|XP_039148404.1|DSIM
OG0003706	LOC118463403|XP_035785844.1|AALB	LOC27207062|XP_016030571.1|DSIM
OG0003707	LOC118462487|XP_035784087.1|AALB	LOC6736308|XP_039149172.1|DSIM
OG0003708	LOC118467266|XP_035793441.1|AALB	LOC27207496|XP_016032138.2|DSIM
OG0003709	LOC118464636|XP_035787975.1|AALB	LOC6734241|XP_002081270.1|DSIM
OG0003710	LOC118462640|XP_035784380.1|AALB	LOC6734242|XP_002081271.1|DSIM
OG0003711	LOC118463308|XP_035785686.1|AALB	LOC6738701|XP_002085503.1|DSIM
OG0003712	LOC118464427|XP_035787683.1|AALB	LOC6734484|XP_002081503.1|DSIM
OG0003713	LOC118463939|XP_035786800.1|AALB	LOC6735398|XP_039147356.1|DSIM
OG0003714	LOC118463938|XP_035786799.1|AALB	LOC6735399|XP_002082346.1|DSIM
OG0003715	LOC118464577|XP_035787913.1|AALB	LOC6737261|XP_002084101.1|DSIM
OG0003716	LOC118467772|XP_035794494.1|AALB	LOC6737908|XP_039148935.1|DSIM
OG0003717	LOC118466725|XP_035792289.1|AALB	LOC6738366|XP_002085175.1|DSIM
OG0003718	LOC118466423|XP_035791596.1|AALB	LOC6737233|XP_002084073.1|DSIM
OG0003719	LOC118463130|XP_035785380.1|AALB	LOC6738005|XP_002084820.1|DSIM
OG0003720	LOC118465613|XP_035789883.1|AALB	LOC6740277|XP_016040261.1|DSIM
OG0003721	LOC118465616|XP_035789890.1|AALB	LOC6735722|XP_002082635.2|DSIM
OG0003722	LOC118464082|XP_035787032.1|AALB	LOC6737163|XP_016030820.1|DSIM
OG0003723	LOC118464092|XP_035787050.1|AALB	LOC6737429|XP_002084266.1|DSIM
OG0003724	LOC118467599|XP_035794178.1|AALB	LOC6736896|XP_016030542.1|DSIM
OG0003725	LOC118466222|XP_035791146.1|AALB	LOC6737837|XP_016031617.1|DSIM
OG0003726	LOC118466220|XP_035791140.1|AALB	LOC6736871|XP_002083724.1|DSIM
OG0003728	LOC118464313|XP_035787502.1|AALB	LOC6727862|XP_016034437.1|DSIM
OG0003729	LOC118464982|XP_035788707.1|AALB, LOC118464305|XP_035787486.1|AALB	LOC6736408|XP_039150114.1|DSIM
OG0003730	LOC118467261|XP_035793437.1|AALB	LOC6736532|XP_039149109.1|DSIM
OG0003731	LOC118467074|XP_035793002.1|AALB	LOC6736752|XP_002083608.1|DSIM
OG0003732	LOC118467901|XP_035794718.1|AALB	LOC6737604|XP_002084436.3|DSIM
OG0003733	LOC118467898|XP_035794709.1|AALB	LOC6736327|XP_016029805.1|DSIM
OG0003734	LOC118466443|XP_035791645.1|AALB	LOC6734433|XP_039149368.1|DSIM
OG0003735	LOC118465755|XP_035790151.1|AALB	LOC6735961|XP_002082870.1|DSIM
OG0003736	LOC118465769|XP_035790177.1|AALB	LOC6735139|XP_002082116.1|DSIM
OG0003737	LOC118465760|XP_035790157.1|AALB	LOC6735687|XP_002082603.1|DSIM
OG0003739	LOC118463094|XP_035785269.1|AALB	LOC6733385|XP_002080442.1|DSIM
OG0003740	LOC118463095|XP_035785271.1|AALB	LOC27208943|XP_016026304.1|DSIM
OG0003741	LOC118463097|XP_035785276.1|AALB	LOC6736328|XP_016029806.1|DSIM
OG0003742	LOC118464124|XP_035787110.1|AALB	LOC6738621|XP_002085423.1|DSIM
OG0003743	LOC118467680|XP_035794344.1|AALB	LOC6733465|XP_016026416.1|DSIM
OG0003744	LOC118467682|XP_035794346.1|AALB	LOC6739291|XP_016026309.1|DSIM
OG0003745	LOC118467684|XP_035794348.1|AALB	LOC6734163|XP_002081192.1|DSIM
OG0003746	LOC118466242|XP_035791185.1|AALB	LOC6735469|XP_039148256.1|DSIM
OG0003747	LOC118466247|XP_035791192.1|AALB	LOC6737807|XP_002084635.1|DSIM
OG0003748	LOC118466244|XP_035791187.1|AALB	LOC6737803|XP_016031588.1|DSIM
OG0003749	LOC118466246|XP_035791191.1|AALB	LOC6737798|XP_002084626.1|DSIM
OG0003750	LOC118466250|XP_035791195.1|AALB	LOC6737801|XP_016031584.1|DSIM
OG0003751	LOC118466283|XP_035791256.1|AALB	LOC6737795|XP_016031573.1|DSIM
OG0003752	LOC118465649|XP_035789955.1|AALB	LOC6738406|XP_016032262.1|DSIM
OG0003753	LOC118465654|XP_035789962.1|AALB	LOC6737044|XP_039150251.1|DSIM
OG0003754	LOC118465648|XP_035789954.1|AALB	LOC6737043|XP_039150248.1|DSIM
OG0003755	LOC118463860|XP_035786662.1|AALB	LOC27206218|XP_039150309.1|DSIM
OG0003756	LOC118466940|XP_035792732.1|AALB	LOC6733148|XP_016026018.2|DSIM
OG0003757	LOC118466138|XP_035790982.1|AALB	LOC6736146|XP_016029532.1|DSIM
OG0003758	LOC118467355|XP_035793641.1|AALB	LOC6735163|XP_016028447.1|DSIM
OG0003759	LOC118466073|XP_035790830.1|AALB	LOC6737305|XP_016031018.1|DSIM
OG0003760	LOC118466075|XP_035790843.1|AALB	LOC6734965|XP_016028264.1|DSIM
OG0003761	LOC118467078|XP_035793008.1|AALB	LOC6737291|XP_002084131.1|DSIM
OG0003762	LOC118464601|XP_035787938.1|AALB, LOC118464617|XP_035787955.1|AALB	LOC6737293|XP_016031006.1|DSIM
OG0003763	LOC118464295|XP_035787470.1|AALB	LOC6736973|XP_039149124.1|DSIM
OG0003764	LOC118466354|XP_035791382.1|AALB	LOC6736968|XP_016030608.1|DSIM
OG0003765	LOC118466754|XP_035792347.1|AALB	LOC6732253|XP_002079382.1|DSIM
OG0003766	LOC118466752|XP_035792342.1|AALB	LOC6725138|XP_016038109.1|DSIM
OG0003767	LOC118466357|XP_035791408.1|AALB	LOC6734637|XP_002081645.1|DSIM
OG0003768	LOC118463951|XP_035786822.1|AALB	LOC6739381|XP_016027018.1|DSIM
OG0003769	LOC118463633|XP_035786246.1|AALB	LOC6733979|XP_002081023.1|DSIM
OG0003770	LOC118462635|XP_035784375.1|AALB	LOC6724744|XP_016037435.1|DSIM
OG0003771	LOC118466829|XP_035792519.1|AALB	LOC6737248|XP_016030960.1|DSIM
OG0003772	LOC118467304|XP_035793521.1|AALB	LOC6737386|XP_002084224.1|DSIM
OG0003773	LOC118467302|XP_035793515.1|AALB	LOC6733793|XP_016026753.1|DSIM
OG0003774	LOC118467798|XP_035794564.1|AALB	LOC6733787|XP_016026740.1|DSIM
OG0003775	LOC118468440|XP_035795095.1|AALB	LOC6740245|XP_039152754.1|DSIM
OG0003776	LOC118464736|XP_035788231.1|AALB	LOC6733288|XP_016026193.1|DSIM
OG0003777	LOC118466911|XP_035792669.1|AALB	LOC6733484|XP_002080541.1|DSIM
OG0003778	LOC118464027|XP_035786976.1|AALB	LOC6733997|XP_039148869.1|DSIM
OG0003779	LOC118465806|XP_035790269.1|AALB	LOC6735406|XP_016028720.1|DSIM
OG0003780	LOC118465900|XP_035790445.1|AALB	LOC6734899|XP_002081896.1|DSIM
OG0003781	LOC118465902|XP_035790447.1|AALB	LOC6740338|XP_039152157.1|DSIM
OG0003782	LOC118466339|XP_035791359.1|AALB	LOC27209123|XP_016037695.1|DSIM
OG0003783	LOC118467165|XP_035793216.1|AALB	LOC6729876|XP_002105179.2|DSIM
OG0003784	LOC118463866|XP_035786676.1|AALB	LOC6733659|XP_039148249.1|DSIM
OG0003785	LOC118463574|XP_035786108.1|AALB	LOC27207467|XP_016026010.1|DSIM
OG0003786	LOC118464198|XP_035787250.1|AALB	LOC6735064|XP_016028354.1|DSIM
OG0003787	LOC118464200|XP_035787252.1|AALB	LOC6739466|XP_016028352.1|DSIM
OG0003788	LOC118464396|XP_035787639.1|AALB	LOC6735984|XP_002082893.1|DSIM
OG0003789	LOC118464393|XP_035787633.1|AALB	LOC6733417|XP_039148091.1|DSIM
OG0003790	LOC118464404|XP_035787651.1|AALB	LOC6737108|XP_002083955.1|DSIM
OG0003791	LOC118461453|XP_035782675.1|AALB	LOC6726968|XP_016033461.1|DSIM
OG0003792	LOC118461399|XP_035782557.1|AALB	LOC6734970|XP_016028269.1|DSIM
OG0003793	LOC118460015|XP_035779839.1|AALB	LOC6736148|XP_016029534.1|DSIM
OG0003794	LOC118464505|XP_035787834.1|AALB	LOC6735710|XP_016029083.1|DSIM
OG0003795	LOC118456604|XP_035773399.1|AALB, LOC118467390|XP_035793733.1|AALB	LOC27207737|XP_016031895.2|DSIM
OG0003796	LOC118467168|XP_035793226.1|AALB	LOC6730089|XP_002105382.1|DSIM
OG0003797	LOC118459879|XP_035779565.1|AALB	LOC6732323|XP_016024986.1|DSIM
OG0003798	LOC118459882|XP_035779572.1|AALB	LOC6733720|XP_016026691.1|DSIM
OG0003799	LOC118457992|XP_035775952.1|AALB	LOC27206600|XP_016029112.2|DSIM
OG0003800	LOC118456736|XP_035773679.1|AALB	LOC6732328|XP_002079456.1|DSIM
OG0003801	LOC118458226|XP_035776386.1|AALB	LOC6732891|XP_016025611.1|DSIM
OG0003802	LOC118468511|XP_035795241.1|AALB	LOC6732899|XP_002080004.2|DSIM
OG0003803	LOC118468791|XP_035795892.1|AALB	LOC6730087|XP_016036852.1|DSIM
OG0003804	LOC118468943|XP_035796175.1|AALB	LOC6732346|XP_016024998.1|DSIM
OG0003805	LOC118468940|XP_035796168.1|AALB	LOC6730406|XP_002077587.3|DSIM
OG0003806	LOC118468942|XP_035796173.1|AALB	LOC6733155|XP_016026030.1|DSIM
OG0003807	LOC118467305|XP_035793526.1|AALB	LOC6731142|XP_016023692.1|DSIM
OG0003808	LOC118460858|XP_035781457.1|AALB	LOC27206216|XP_016032338.2|DSIM
OG0003809	LOC118461847|XP_035783525.1|AALB	LOC6732733|XP_016025465.1|DSIM
OG0003810	LOC118458955|XP_035777829.1|AALB	LOC6736088|XP_016029484.1|DSIM
OG0003811	LOC118462591|XP_035784297.1|AALB	LOC6735259|XP_016028607.1|DSIM
