Orthogroup	AALB.longest_only	DSER.longest_only
OG0003778	LOC118464027|XP_035786976.1|AALB	LOC110179356|XP_020802528.1|DSER
OG0003779	LOC118465806|XP_035790269.1|AALB	LOC110182861|XP_020806660.1|DSER
OG0003780	LOC118465900|XP_035790445.1|AALB	LOC110176782|XP_020798878.1|DSER, LOC110189422|XP_020815144.1|DSER
OG0003781	LOC118465902|XP_035790447.1|AALB	LOC110185403|XP_020809864.1|DSER
OG0003782	LOC118466339|XP_035791359.1|AALB	LOC110182203|XP_020805883.1|DSER
OG0003783	LOC118467165|XP_035793216.1|AALB	LOC110177362|XP_020799714.1|DSER
OG0003784	LOC118463866|XP_035786676.1|AALB	LOC110189007|XP_020814620.1|DSER
OG0003785	LOC118463574|XP_035786108.1|AALB	LOC110189384|XP_020815093.1|DSER
OG0003786	LOC118464198|XP_035787250.1|AALB	LOC110191570|XP_020818112.1|DSER
OG0003787	LOC118464200|XP_035787252.1|AALB	LOC110191577|XP_020818119.1|DSER
OG0003788	LOC118464396|XP_035787639.1|AALB	LOC110191507|XP_020818034.1|DSER
OG0003789	LOC118464393|XP_035787633.1|AALB	LOC110185274|XP_020809716.1|DSER
OG0003790	LOC118464404|XP_035787651.1|AALB	LOC110188275|XP_020813625.1|DSER
OG0003791	LOC118461453|XP_035782675.1|AALB	LOC110191810|XP_020818424.1|DSER
OG0003792	LOC118461399|XP_035782557.1|AALB	LOC110190927|XP_020817251.1|DSER
OG0003793	LOC118460015|XP_035779839.1|AALB	LOC110184109|XP_020808159.1|DSER
OG0003794	LOC118464505|XP_035787834.1|AALB	LOC110191295|XP_020817768.1|DSER
OG0003795	LOC118456604|XP_035773399.1|AALB, LOC118467390|XP_035793733.1|AALB	LOC110176245|XP_020798203.1|DSER
OG0003796	LOC118467168|XP_035793226.1|AALB	LOC110189011|XP_020814626.1|DSER
OG0003797	LOC118459879|XP_035779565.1|AALB	LOC110185631|XP_020810246.1|DSER
OG0003798	LOC118459882|XP_035779572.1|AALB	LOC110189137|XP_020814801.1|DSER
OG0003799	LOC118457992|XP_035775952.1|AALB	LOC110191456|XP_020817977.1|DSER
OG0003800	LOC118456736|XP_035773679.1|AALB	LOC110185689|XP_020810316.1|DSER
OG0003801	LOC118458226|XP_035776386.1|AALB	LOC110185716|XP_020810353.1|DSER
OG0003802	LOC118468511|XP_035795241.1|AALB	LOC110185602|XP_020810204.1|DSER
OG0003803	LOC118468791|XP_035795892.1|AALB	LOC110186473|XP_020811318.1|DSER
OG0003804	LOC118468943|XP_035796175.1|AALB	LOC110186090|XP_020810787.1|DSER
OG0003805	LOC118468940|XP_035796168.1|AALB	LOC110176924|XP_020799077.1|DSER
OG0003806	LOC118468942|XP_035796173.1|AALB	LOC110188778|XP_020814281.1|DSER
OG0003807	LOC118467305|XP_035793526.1|AALB	LOC110186047|XP_020810744.1|DSER
OG0003808	LOC118460858|XP_035781457.1|AALB	LOC110185231|XP_020809624.1|DSER
OG0003809	LOC118461847|XP_035783525.1|AALB	LOC110176983|XP_020799150.1|DSER
OG0003810	LOC118458955|XP_035777829.1|AALB	LOC110189851|XP_020815767.1|DSER
OG0003811	LOC118462591|XP_035784297.1|AALB	LOC110191470|XP_020817986.1|DSER
OG0003812	LOC118456167|XP_035772593.1|AALB	LOC110187496|XP_020812545.1|DSER
OG0003813	LOC118457969|XP_035775903.1|AALB	LOC110183190|XP_020807048.1|DSER
OG0003814	LOC118457739|XP_035775442.1|AALB	LOC110184821|XP_020809123.1|DSER
OG0003815	LOC118457743|XP_035775448.1|AALB	LOC110188221|XP_020813524.1|DSER
OG0003816	LOC118461879|XP_035783609.1|AALB	LOC110181349|XP_020804729.1|DSER, LOC110178698|XP_020801559.1|DSER
OG0003817	LOC118457510|XP_035775044.1|AALB	LOC110176946|XP_020799107.1|DSER
OG0003819	LOC118462908|XP_035784901.1|AALB	LOC110187580|XP_020812625.1|DSER
OG0003820	LOC118468215|XP_035794903.1|AALB	LOC110186938|XP_020811927.1|DSER
OG0003821	LOC118458371|XP_035776659.1|AALB	LOC110189195|XP_020814823.1|DSER
OG0003822	LOC118457153|XP_035774371.1|AALB	LOC110185746|XP_020810401.1|DSER
OG0003823	LOC118457866|XP_035775658.1|AALB	LOC110179135|XP_020802185.1|DSER, LOC110181311|XP_020804688.1|DSER
OG0003824	LOC118456884|XP_035773896.1|AALB	LOC110185816|XP_020810481.1|DSER
OG0003825	LOC118456837|XP_035773826.1|AALB	LOC110183872|XP_020807884.1|DSER, LOC110178063|XP_020800729.1|DSER
OG0003826	LOC118458379|XP_035776678.1|AALB	LOC110177657|XP_020800128.1|DSER, LOC110187392|XP_020812442.1|DSER
OG0003827	LOC118460075|XP_035779983.1|AALB	LOC110183763|XP_020807779.1|DSER
OG0003828	LOC118460074|XP_035779981.1|AALB	LOC110183771|XP_020807786.1|DSER
OG0003829	LOC118460071|XP_035779963.1|AALB	LOC110185759|XP_020810420.1|DSER
OG0003830	LOC118456966|XP_035774053.1|AALB	LOC110182729|XP_020806489.1|DSER
OG0003831	LOC118456777|XP_035773745.1|AALB	LOC110191167|XP_020817586.1|DSER
OG0003832	LOC118459790|XP_035779409.1|AALB	LOC110185721|XP_020810359.1|DSER
OG0003833	LOC118459044|XP_035777961.1|AALB, LOC118459791|XP_035779412.1|AALB	LOC110185576|XP_020810162.1|DSER
OG0003834	LOC118457516|XP_035775053.1|AALB	LOC110185684|XP_020810310.1|DSER
OG0003835	LOC118460964|XP_035781634.1|AALB	LOC110185572|XP_020810157.1|DSER
OG0003836	LOC118460572|XP_035780873.1|AALB	LOC110183817|XP_020807828.1|DSER
OG0003837	LOC118460568|XP_035780863.1|AALB	LOC110183816|XP_020807827.1|DSER
OG0003838	LOC118468599|XP_035795475.1|AALB	LOC110182621|XP_020806344.1|DSER
OG0003839	LOC118456470|XP_035773154.1|AALB	LOC110185024|XP_020809334.1|DSER
OG0003840	LOC118461893|XP_035783640.1|AALB	LOC110182967|XP_020806820.1|DSER
OG0003841	LOC118464174|XP_035787207.1|AALB	LOC110181321|XP_020804699.1|DSER, LOC110184940|XP_020809247.1|DSER
OG0003842	LOC118459052|XP_035777971.1|AALB	LOC110183476|XP_020807415.1|DSER
OG0003843	LOC118458558|XP_035777093.1|AALB	LOC110185757|XP_020810415.1|DSER
OG0003844	LOC118457501|XP_035775030.1|AALB	LOC110185055|XP_020809390.1|DSER
OG0003845	LOC118457660|XP_035775301.1|AALB	LOC110185958|XP_020810635.1|DSER
OG0003846	LOC118460412|XP_035780592.1|AALB	LOC110177887|XP_020800511.1|DSER
OG0003847	LOC118460699|XP_035781109.1|AALB	LOC110181420|XP_020804820.1|DSER, LOC110179873|XP_020803131.1|DSER
OG0003848	LOC118461871|XP_035783590.1|AALB	LOC110188212|XP_020813509.1|DSER
OG0003849	LOC118457450|XP_035774939.1|AALB	LOC110189261|XP_020814934.1|DSER
OG0003850	LOC118456297|XP_035772828.1|AALB	LOC110185940|XP_020810614.1|DSER
OG0003851	LOC118460436|XP_035780622.1|AALB	LOC110182920|XP_020806743.1|DSER
OG0003852	LOC118467789|XP_035794558.1|AALB	LOC110178432|XP_020801226.1|DSER, LOC110182249|XP_020805926.1|DSER
OG0003853	LOC118461159|XP_035782049.1|AALB	LOC110178519|XP_020801330.1|DSER
OG0003854	LOC118457893|XP_035775758.1|AALB	LOC110184869|XP_020809174.1|DSER
OG0003855	LOC118457892|XP_035775754.1|AALB	LOC110184856|XP_020809156.1|DSER
OG0003856	LOC118459061|XP_035777985.1|AALB	LOC110183181|XP_020807030.1|DSER
OG0003857	LOC118456685|XP_035773565.1|AALB	LOC110181175|XP_020804511.1|DSER
OG0003859	LOC118456763|XP_035773721.1|AALB	LOC110176965|XP_020799131.1|DSER
OG0003860	LOC118458084|XP_035776137.1|AALB	LOC110188735|XP_020814230.1|DSER
OG0003861	LOC118458442|XP_035776817.1|AALB	LOC110182341|XP_020806040.1|DSER
OG0003862	LOC118457305|XP_035774675.1|AALB	LOC110185788|XP_020810450.1|DSER
OG0003863	LOC118457303|XP_035774672.1|AALB	LOC110183812|XP_020807823.1|DSER
OG0003864	LOC118457306|XP_035774682.1|AALB	LOC110183773|XP_020807789.1|DSER
OG0003865	LOC118461665|XP_035783143.1|AALB	LOC110186470|XP_020811316.1|DSER
OG0003866	LOC118458230|XP_035776391.1|AALB	LOC110185619|XP_020810225.1|DSER
OG0003867	LOC118461670|XP_035783151.1|AALB	LOC110188783|XP_020814288.1|DSER
OG0003868	LOC118457871|XP_035775678.1|AALB	LOC110183338|XP_020807247.1|DSER
OG0003869	LOC118457467|XP_035774986.1|AALB	LOC110183790|XP_020807805.1|DSER
OG0003870	LOC118457462|XP_035774960.1|AALB	LOC110178093|XP_020800756.1|DSER
OG0003871	LOC118457469|XP_035774988.1|AALB	LOC110182405|XP_020806103.1|DSER, LOC110187305|XP_020812353.1|DSER
OG0003872	LOC118456764|XP_035773724.1|AALB	LOC110177594|XP_020800051.1|DSER
OG0003873	LOC118457997|XP_035775966.1|AALB	LOC110187424|XP_020812473.1|DSER
OG0003874	LOC118459684|XP_035779208.1|AALB	LOC110182734|XP_020806493.1|DSER
OG0003875	LOC118459690|XP_035779218.1|AALB	LOC110177642|XP_020800115.1|DSER, LOC110187303|XP_020812349.1|DSER
OG0003876	LOC118456185|XP_035772632.1|AALB	LOC110179926|XP_020803182.1|DSER
OG0003877	LOC118459216|XP_035778290.1|AALB	LOC110185748|XP_020810405.1|DSER
OG0003878	LOC118468473|XP_035795184.1|AALB	LOC110176852|XP_020798981.1|DSER
OG0003879	LOC118468476|XP_035795187.1|AALB	LOC110178826|XP_020801752.1|DSER
OG0003880	LOC118468678|XP_035795674.1|AALB	LOC110178614|XP_020801458.1|DSER
OG0003881	LOC118459049|XP_035777966.1|AALB	LOC110191433|XP_020817954.1|DSER
OG0003882	LOC118460718|XP_035781155.1|AALB	LOC110184435|XP_020808632.1|DSER, LOC110189537|XP_020815328.1|DSER
OG0003883	LOC118459132|XP_035778100.1|AALB	LOC110179736|XP_020803012.1|DSER
OG0003884	LOC118458891|XP_035777736.1|AALB	LOC110185722|XP_020810363.1|DSER
OG0003885	LOC118457235|XP_035774508.1|AALB	LOC110181465|XP_020804872.1|DSER
OG0003886	LOC118457233|XP_035774505.1|AALB	LOC110181462|XP_020804869.1|DSER
OG0003887	LOC118468883|XP_035796068.1|AALB	LOC110184908|XP_020809213.1|DSER
OG0003888	LOC118456889|XP_035773903.1|AALB	LOC110188664|XP_020814113.1|DSER
OG0003889	LOC118460113|XP_035780041.1|AALB	LOC110185792|XP_020810455.1|DSER
OG0003890	LOC118458901|XP_035777753.1|AALB	LOC110177630|XP_020800103.1|DSER
OG0003891	LOC118458896|XP_035777745.1|AALB	LOC110185549|XP_020810126.1|DSER
OG0003892	LOC118459777|XP_035779385.1|AALB	LOC110177576|XP_020800014.1|DSER
OG0003893	LOC118460629|XP_035780971.1|AALB	LOC110181382|XP_020804771.1|DSER
OG0003894	LOC118460631|XP_035780978.1|AALB	LOC110183344|XP_020807257.1|DSER
OG0003895	LOC118458295|XP_035776512.1|AALB	LOC110179215|XP_020802309.1|DSER
OG0003896	LOC118461886|XP_035783627.1|AALB	LOC110179218|XP_020802312.1|DSER
OG0003898	LOC118459234|XP_035778325.1|AALB	LOC110181422|XP_020804823.1|DSER
OG0003899	LOC118459779|XP_035779388.1|AALB	LOC110187550|XP_020812597.1|DSER
OG0003900	LOC118458388|XP_035776691.1|AALB	LOC110185823|XP_020810489.1|DSER
OG0003901	LOC118468335|XP_035794978.1|AALB	LOC110181191|XP_020804530.1|DSER
OG0003902	LOC118458387|XP_035776690.1|AALB	LOC110181193|XP_020804533.1|DSER
OG0003903	LOC118458390|XP_035776695.1|AALB	LOC110182618|XP_020806342.1|DSER
OG0003904	LOC118458389|XP_035776694.1|AALB	LOC110182612|XP_020806332.1|DSER
OG0003905	LOC118457521|XP_035775059.1|AALB	LOC110188969|XP_020814579.1|DSER
OG0003907	LOC118456908|XP_035773927.1|AALB	LOC110176830|XP_020798940.1|DSER
OG0003908	LOC118456911|XP_035773930.1|AALB	LOC110177038|XP_020799213.1|DSER
OG0003909	LOC118461243|XP_035782236.1|AALB	LOC110191480|XP_020818000.1|DSER
OG0003910	LOC118461246|XP_035782252.1|AALB	LOC110188414|XP_020813798.1|DSER
OG0003911	LOC118468958|XP_035796214.1|AALB	LOC110179161|XP_020802215.1|DSER
OG0003912	LOC118460999|XP_035781717.1|AALB	LOC110182371|XP_020806071.1|DSER
OG0003913	LOC118460659|XP_035781018.1|AALB	LOC110185848|XP_020810514.1|DSER
OG0003914	LOC118461750|XP_035783358.1|AALB	LOC110183145|XP_020806995.1|DSER
OG0003915	LOC118461751|XP_035783359.1|AALB	LOC110184427|XP_020808622.1|DSER
OG0003916	LOC118457746|XP_035775452.1|AALB	LOC110181197|XP_020804536.1|DSER
OG0003917	LOC118461167|XP_035782060.1|AALB	LOC110187414|XP_020812462.1|DSER
OG0003918	LOC118461476|XP_035782726.1|AALB	LOC110183985|XP_020808001.1|DSER
OG0003919	LOC118462056|XP_035783935.1|AALB	LOC110187203|XP_020812261.1|DSER, LOC110179950|XP_020803197.1|DSER
OG0003920	LOC118457988|XP_035775945.1|AALB	LOC110177574|XP_020800013.1|DSER
OG0003921	LOC118468879|XP_035796056.1|AALB	LOC110184948|XP_020809255.1|DSER
OG0003922	LOC118459771|XP_035779373.1|AALB	LOC110183180|XP_020807029.1|DSER
OG0003923	LOC118467487|XP_035793925.1|AALB	LOC110185471|XP_020809988.1|DSER
OG0003925	LOC118461708|XP_035783227.1|AALB	LOC110182345|XP_020806044.1|DSER
OG0003926	LOC118456820|XP_035773806.1|AALB	LOC110182305|XP_020805980.1|DSER
OG0003927	LOC118457694|XP_035775360.1|AALB	LOC110182294|XP_020805972.1|DSER
OG0003928	LOC118461428|XP_035782629.1|AALB	LOC110178064|XP_020800730.1|DSER, LOC110183862|XP_020807874.1|DSER
OG0003929	LOC118460112|XP_035780039.1|AALB	LOC110183164|XP_020807015.1|DSER
OG0003930	LOC118457669|XP_035775318.1|AALB	LOC110185700|XP_020810328.1|DSER
OG0003931	LOC118457664|XP_035775310.1|AALB	LOC110185598|XP_020810192.1|DSER
OG0003932	LOC118457862|XP_035775652.1|AALB	LOC110188956|XP_020814554.1|DSER
OG0003933	LOC118461446|XP_035782660.1|AALB	LOC110179152|XP_020802200.1|DSER
OG0003934	LOC118461448|XP_035782662.1|AALB	LOC110183889|XP_020807893.1|DSER
OG0003935	LOC118459321|XP_035778465.1|AALB	LOC110178513|XP_020801323.1|DSER
OG0003936	LOC118459328|XP_035778477.1|AALB	LOC110178518|XP_020801329.1|DSER
OG0003937	LOC118459297|XP_035778437.1|AALB	LOC110182947|XP_020806792.1|DSER
OG0003938	LOC118460336|XP_035780445.1|AALB	LOC110182310|XP_020805985.1|DSER
OG0003939	LOC118461443|XP_035782654.1|AALB	LOC110187375|XP_020812424.1|DSER
OG0003940	LOC118461447|XP_035782661.1|AALB	LOC110182335|XP_020806026.1|DSER
OG0003941	LOC118461584|XP_035782967.1|AALB	LOC110182354|XP_020806053.1|DSER
OG0003942	LOC118457684|XP_035775341.1|AALB	LOC110176944|XP_020799104.1|DSER
OG0003943	LOC118468577|XP_035795402.1|AALB	LOC110182388|XP_020806087.1|DSER
OG0003944	LOC118467008|XP_035792848.1|AALB	LOC110183961|XP_020807976.1|DSER
OG0003945	LOC118460001|XP_035779811.1|AALB	LOC110181130|XP_020804460.1|DSER
OG0003946	LOC118461729|XP_035783309.1|AALB	LOC110181348|XP_020804728.1|DSER
OG0003947	LOC118458892|XP_035777738.1|AALB	LOC110181354|XP_020804737.1|DSER
OG0003948	LOC118459246|XP_035778347.1|AALB	LOC110187232|XP_020812289.1|DSER
OG0003949	LOC118457277|XP_035774578.1|AALB	LOC110187236|XP_020812293.1|DSER, LOC110179962|XP_020803202.1|DSER
OG0003950	LOC118456774|XP_035773743.1|AALB	LOC110185739|XP_020810390.1|DSER
OG0003951	LOC118460839|XP_035781414.1|AALB	LOC110185690|XP_020810317.1|DSER
OG0003952	LOC118459148|XP_035778126.1|AALB	LOC110183171|XP_020807022.1|DSER
OG0003953	LOC118456250|XP_035772739.1|AALB	LOC110185561|XP_020810140.1|DSER
OG0003954	LOC118458653|XP_035777236.1|AALB	LOC110183598|XP_020807571.1|DSER
OG0003955	LOC118461411|XP_035782587.1|AALB	LOC110183283|XP_020807173.1|DSER
OG0003956	LOC118468849|XP_035795985.1|AALB	LOC110178139|XP_020800826.1|DSER
OG0003957	LOC118456803|XP_035773783.1|AALB	LOC110191300|XP_020817770.1|DSER
OG0003958	LOC118458800|XP_035777539.1|AALB	LOC110191983|XP_020818669.1|DSER
OG0003959	LOC118456753|XP_035773706.1|AALB	LOC110182995|XP_020806845.1|DSER
OG0003960	LOC118461410|XP_035782586.1|AALB	LOC110184608|XP_020808860.1|DSER
OG0003961	LOC118457702|XP_035775374.1|AALB	LOC110176989|XP_020799157.1|DSER
OG0003962	LOC118460119|XP_035780051.1|AALB	LOC110182352|XP_020806051.1|DSER
OG0003963	LOC118459660|XP_035779153.1|AALB	LOC110181449|XP_020804850.1|DSER
OG0003964	LOC118456336|XP_035772886.1|AALB	LOC110176877|XP_020799012.1|DSER
OG0003965	LOC118459909|XP_035779634.1|AALB	LOC110182594|XP_020806307.1|DSER
OG0003966	LOC118458655|XP_035777237.1|AALB	LOC110185016|XP_020809327.1|DSER, LOC110185103|XP_020809451.1|DSER
OG0003967	LOC118460820|XP_035781333.1|AALB	LOC110189709|XP_020815543.1|DSER
OG0003968	LOC118456983|XP_035774081.1|AALB	LOC110189419|XP_020815136.1|DSER
OG0003969	LOC118468505|XP_035795233.1|AALB	LOC110189500|XP_020815263.1|DSER
OG0003970	LOC118456353|XP_035772907.1|AALB	LOC110187578|XP_020812624.1|DSER
OG0003971	LOC118460558|XP_035780848.1|AALB	LOC110183383|XP_020807307.1|DSER
OG0003972	LOC118460560|XP_035780854.1|AALB	LOC110176213|XP_020798146.1|DSER
OG0003973	LOC118460934|XP_035781590.1|AALB	LOC110184110|XP_020808161.1|DSER
OG0003974	LOC118456202|XP_035772660.1|AALB	LOC110176346|XP_020798333.1|DSER
OG0003975	LOC118461939|XP_035783707.1|AALB	LOC110183031|XP_020806876.1|DSER
OG0003976	LOC118459088|XP_035778046.1|AALB	LOC110185868|XP_020810537.1|DSER
OG0003977	LOC118459092|XP_035778050.1|AALB	LOC110185056|XP_020809391.1|DSER
OG0003978	LOC118457536|XP_035775081.1|AALB	LOC110190109|XP_020816076.1|DSER
OG0003979	LOC118460939|XP_035781595.1|AALB	LOC110183306|XP_020807204.1|DSER
OG0003980	LOC118460935|XP_035781591.1|AALB	LOC110188298|XP_020813659.1|DSER
OG0003981	LOC118457433|XP_035774911.1|AALB	LOC110184817|XP_020809116.1|DSER
OG0003982	LOC118457436|XP_035774917.1|AALB	LOC110181368|XP_020804754.1|DSER, LOC110178686|XP_020801549.1|DSER
OG0003983	LOC118457437|XP_035774919.1|AALB	LOC110185820|XP_020810484.1|DSER
OG0003984	LOC118460301|XP_035780397.1|AALB	LOC110183737|XP_020807743.1|DSER
OG0003985	LOC118460300|XP_035780396.1|AALB	LOC110181435|XP_020804836.1|DSER
OG0003986	LOC118459125|XP_035778087.1|AALB	LOC110182688|XP_020806440.1|DSER
OG0003987	LOC118462016|XP_035783858.1|AALB	LOC110182691|XP_020806443.1|DSER
OG0003988	LOC118459247|XP_035778350.1|AALB	LOC110187364|XP_020812414.1|DSER
OG0003989	LOC118461960|XP_035783755.1|AALB	LOC110187320|XP_020812367.1|DSER
OG0003990	LOC118468329|XP_035794969.1|AALB	LOC110185610|XP_020810215.1|DSER
OG0003991	LOC118467379|XP_035793708.1|AALB	LOC110179160|XP_020802208.1|DSER
OG0003992	LOC118467431|XP_035793818.1|AALB	LOC110187296|XP_020812344.1|DSER
OG0003993	LOC118456603|XP_035773396.1|AALB	LOC110185999|XP_020810686.1|DSER
OG0003994	LOC118460716|XP_035781153.1|AALB	LOC110177358|XP_020799710.1|DSER
OG0003995	LOC118468601|XP_035795480.1|AALB	LOC110178418|XP_020801247.1|DSER
OG0003996	LOC118458223|XP_035776380.1|AALB	LOC110178347|XP_020801124.1|DSER
OG0003997	LOC118457915|XP_035775809.1|AALB	LOC110182669|XP_020806407.1|DSER, LOC110180300|XP_020803613.1|DSER
OG0003998	LOC118468332|XP_035794972.1|AALB	LOC110189829|XP_020815684.1|DSER
OG0003999	LOC118458121|XP_035776188.1|AALB	LOC110176563|XP_020798610.1|DSER
OG0004000	LOC118457239|XP_035774513.1|AALB	LOC110182061|XP_020805681.1|DSER
OG0004001	LOC118459413|XP_035778608.1|AALB	LOC110191664|XP_020818221.1|DSER
OG0004002	LOC118459843|XP_035779504.1|AALB	LOC110185928|XP_020810601.1|DSER
OG0004003	LOC118460000|XP_035779807.1|AALB	LOC110183187|XP_020807041.1|DSER
OG0004004	LOC118460002|XP_035779808.1|AALB	LOC110176879|XP_020799014.1|DSER
OG0004005	LOC118460003|XP_035779809.1|AALB	LOC110187419|XP_020812467.1|DSER
OG0004006	LOC118457077|XP_035774250.1|AALB	LOC110184993|XP_020809303.1|DSER
OG0004007	LOC118457085|XP_035774266.1|AALB	LOC110183791|XP_020807806.1|DSER
OG0004008	LOC118460687|XP_035781080.1|AALB	LOC110178090|XP_020800752.1|DSER
OG0004009	LOC118458776|XP_035777492.1|AALB	LOC110184962|XP_020809269.1|DSER
OG0004010	LOC118457983|XP_035775932.1|AALB	LOC110186009|XP_020810702.1|DSER
OG0004011	LOC118458734|XP_035777397.1|AALB	LOC110185140|XP_020809500.1|DSER
OG0004012	LOC118458381|XP_035776680.1|AALB	LOC110188529|XP_020813933.1|DSER
OG0004013	LOC118460607|XP_035780937.1|AALB	LOC110186119|XP_020810827.1|DSER
OG0004014	LOC118460606|XP_035780936.1|AALB	LOC110176212|XP_020798145.1|DSER
OG0004015	LOC118459204|XP_035778267.1|AALB	LOC110182609|XP_020806330.1|DSER
OG0004016	LOC118459027|XP_035777925.1|AALB	LOC110183309|XP_020807208.1|DSER
OG0004017	LOC118456503|XP_035773224.1|AALB	LOC110186085|XP_020810782.1|DSER
OG0004018	LOC118461401|XP_035782560.1|AALB	LOC110189564|XP_020815352.1|DSER
OG0004019	LOC118459110|XP_035778067.1|AALB, LOC118458661|XP_035777250.1|AALB	LOC110185003|XP_020809318.1|DSER
OG0004020	LOC118458078|XP_035776126.1|AALB	LOC110187242|XP_020812299.1|DSER
OG0004021	LOC118459640|XP_035779113.1|AALB	LOC110183973|XP_020807987.1|DSER
OG0004022	LOC118458490|XP_035776935.1|AALB	LOC110181189|XP_020804525.1|DSER
OG0004023	LOC118461553|XP_035782896.1|AALB	LOC110181254|XP_020804623.1|DSER
OG0004024	LOC118469079|XP_035796464.1|AALB	LOC110181159|XP_020804492.1|DSER
OG0004025	LOC118467248|XP_035793424.1|AALB	LOC110183410|XP_020807345.1|DSER
OG0004026	LOC118468001|XP_035794867.1|AALB	LOC110182281|XP_020805959.1|DSER
OG0004027	LOC118458610|XP_035777179.1|AALB	LOC110180235|XP_020803550.1|DSER
OG0004028	LOC118461865|XP_035783566.1|AALB	LOC110183120|XP_020806969.1|DSER
OG0004029	LOC118458184|XP_035776305.1|AALB	LOC110183857|XP_020807870.1|DSER
OG0004030	LOC118459395|XP_035778598.1|AALB	LOC110191500|XP_020818025.1|DSER
OG0004031	LOC118457685|XP_035775345.1|AALB	LOC110187311|XP_020812359.1|DSER
OG0004032	LOC118461840|XP_035783508.1|AALB	LOC110188780|XP_020814284.1|DSER
OG0004033	LOC118461834|XP_035783488.1|AALB	LOC110183214|XP_020807086.1|DSER
OG0004034	LOC118468432|XP_035795088.1|AALB	LOC110176904|XP_020799050.1|DSER
OG0004035	LOC118459759|XP_035779345.1|AALB	LOC110182311|XP_020805991.1|DSER
OG0004036	LOC118459757|XP_035779342.1|AALB	LOC110182396|XP_020806095.1|DSER
OG0004037	LOC118460507|XP_035780760.1|AALB	LOC110183941|XP_020807961.1|DSER, LOC110183940|XP_020807960.1|DSER
OG0004038	LOC118457503|XP_035775033.1|AALB	LOC110176824|XP_020798934.1|DSER, LOC110182627|XP_020806350.1|DSER
OG0004039	LOC118458482|XP_035776921.1|AALB	LOC110187331|XP_020812377.1|DSER
OG0004040	LOC118458659|XP_035777245.1|AALB	LOC110177162|XP_020799409.1|DSER
OG0004041	LOC118456625|XP_035773439.1|AALB	LOC110184228|XP_020808347.1|DSER
OG0004042	LOC118467688|XP_035794364.1|AALB	LOC110178775|XP_020801677.1|DSER, LOC110178837|XP_020801758.1|DSER
OG0004043	LOC118467681|XP_035794349.1|AALB	LOC110183415|XP_020807351.1|DSER
OG0004044	LOC118468900|XP_035796093.1|AALB	LOC110184252|XP_020808372.1|DSER
OG0004045	LOC118468916|XP_035796117.1|AALB	LOC110183461|XP_020807400.1|DSER
OG0004046	LOC118468907|XP_035796105.1|AALB	LOC110178123|XP_020800802.1|DSER
OG0004047	LOC118468903|XP_035796096.1|AALB	LOC110184985|XP_020809296.1|DSER
OG0004048	LOC118468905|XP_035796100.1|AALB	LOC110179150|XP_020802198.1|DSER
OG0004049	LOC118457249|XP_035774530.1|AALB	LOC110187518|XP_020812572.1|DSER
OG0004050	LOC118456214|XP_035772687.1|AALB	LOC110176974|XP_020799139.1|DSER
OG0004051	LOC118460508|XP_035780761.1|AALB	LOC110184009|XP_020808033.1|DSER
OG0004052	LOC118463830|XP_035786611.1|AALB	LOC110184296|XP_020808442.1|DSER
OG0004054	LOC118463596|XP_035786149.1|AALB	LOC110187533|XP_020812586.1|DSER
OG0004055	LOC118457506|XP_035775038.1|AALB	LOC110186228|XP_020810950.1|DSER
OG0004056	LOC118458967|XP_035777843.1|AALB	LOC110187806|XP_020812940.1|DSER
OG0004057	LOC118456648|XP_035773479.1|AALB	LOC110190328|XP_020816382.1|DSER
OG0004058	LOC118460392|XP_035780561.1|AALB	LOC110182763|XP_020806536.1|DSER
OG0004059	LOC118460348|XP_035780479.1|AALB	LOC110188554|XP_020813971.1|DSER
OG0004060	LOC118464215|XP_035787279.1|AALB	LOC110190756|XP_020817047.1|DSER
OG0004061	LOC118468490|XP_035795210.1|AALB	LOC110179611|XP_020802870.1|DSER
OG0004062	LOC118469000|XP_035796322.1|AALB	LOC110177618|XP_020800083.1|DSER
