Orthogroup	AALB.longest_only	DHYD.longest_only
OG0003364	LOC118462042|XP_035783910.1|AALB	LOC111601801|XP_023174348.2|DHYD
OG0003365	LOC118461036|XP_035781815.1|AALB	LOC111604930|XP_023178967.1|DHYD
OG0003366	LOC118461434|XP_035782636.1|AALB	LOC111593525|XP_023162087.1|DHYD
OG0003367	LOC118460367|XP_035780510.1|AALB	LOC111604513|XP_023178378.1|DHYD
OG0003368	LOC118456158|XP_035772618.1|AALB	LOC111604532|XP_023178397.1|DHYD
OG0003369	LOC118459452|XP_035778755.1|AALB	LOC111603579|XP_023177000.1|DHYD
OG0003370	LOC118461718|XP_035783271.1|AALB	LOC111602756|XP_023175778.2|DHYD
OG0003371	LOC118459999|XP_035779798.1|AALB	LOC111593453|XP_023161980.1|DHYD
OG0003372	LOC118460305|XP_035780404.1|AALB	LOC111592193|XP_023160027.1|DHYD
OG0003373	LOC118465412|XP_035789532.1|AALB	LOC111598898|XP_023170133.2|DHYD
OG0003374	LOC118460181|XP_035780182.1|AALB	LOC111605111|XP_023179223.1|DHYD
OG0003375	LOC118458225|XP_035776385.1|AALB	LOC111596925|XP_023167146.2|DHYD
OG0003376	LOC118459585|XP_035779005.1|AALB	LOC111601779|XP_023174306.1|DHYD
OG0003377	LOC118457980|XP_035775923.1|AALB	LOC111601803|XP_023174359.2|DHYD
OG0003378	LOC118468316|XP_035794953.1|AALB	LOC111602624|XP_023175554.2|DHYD
OG0003379	LOC118468314|XP_035794951.1|AALB	LOC111600024|XP_023171709.1|DHYD
OG0003380	LOC118458736|XP_035777400.1|AALB	LOC111603637|XP_030080720.1|DHYD
OG0003381	LOC118460087|XP_035779996.1|AALB	LOC111593225|XP_023161644.2|DHYD
OG0003382	LOC118456186|XP_035772634.1|AALB, LOC118456188|XP_035772636.1|AALB	LOC111603504|XP_023176881.2|DHYD
OG0003383	LOC118460199|XP_035780200.1|AALB	LOC111597848|XP_023168525.1|DHYD
OG0003384	LOC118460424|XP_035780608.1|AALB	LOC111602470|XP_023175299.2|DHYD
OG0003385	LOC118468307|XP_035794937.1|AALB	LOC111605458|XP_023179744.1|DHYD
OG0003386	LOC118458981|XP_035777869.1|AALB	LOC111598587|XP_023169668.1|DHYD
OG0003387	LOC118458975|XP_035777858.1|AALB	LOC111593234|XP_023161655.2|DHYD
OG0003388	LOC118458409|XP_035776719.1|AALB	LOC111603347|XP_023176656.1|DHYD
OG0003389	LOC118460322|XP_035780426.1|AALB	LOC111593887|XP_023162722.1|DHYD
OG0003390	LOC118457186|XP_035774427.1|AALB	LOC111601504|XP_023173866.1|DHYD
OG0003391	LOC118468616|XP_035795516.1|AALB	LOC111601537|XP_023173940.1|DHYD
OG0003392	LOC118457407|XP_035774868.1|AALB	LOC111598611|XP_023169716.1|DHYD
OG0003393	LOC118468444|XP_035795105.1|AALB	LOC111604270|XP_023178035.1|DHYD
OG0003394	LOC118459161|XP_035778142.1|AALB	LOC111602644|XP_023175577.1|DHYD
OG0003395	LOC118458853|XP_035777667.1|AALB	LOC111602643|XP_023175576.2|DHYD
OG0003396	LOC118461752|XP_035783360.1|AALB	LOC111596156|XP_023166014.2|DHYD
OG0003397	LOC118460976|XP_035781683.1|AALB	LOC111603503|XP_030081692.1|DHYD
OG0003399	LOC118456728|XP_035773666.1|AALB	LOC111600836|XP_023172908.1|DHYD
OG0003400	LOC118459348|XP_035778518.1|AALB	LOC111601306|XP_023173590.2|DHYD
OG0003401	LOC118461274|XP_035782310.1|AALB	LOC111597858|XP_023168542.2|DHYD
OG0003402	LOC118460228|XP_035780253.1|AALB	LOC111597816|XP_030080659.1|DHYD
OG0003403	LOC118458165|XP_035776265.1|AALB	LOC111604113|XP_023177788.1|DHYD
OG0003404	LOC118457822|XP_035775590.1|AALB	LOC111594414|XP_023163466.1|DHYD
OG0003405	LOC118459502|XP_035778820.1|AALB	LOC111604101|XP_023177770.2|DHYD
OG0003406	LOC118459499|XP_035778818.1|AALB	LOC111603300|XP_023176594.1|DHYD
OG0003407	LOC118459504|XP_035778823.1|AALB	LOC111603301|XP_023176595.2|DHYD
OG0003408	LOC118459496|XP_035778810.1|AALB	LOC111605441|XP_023179726.2|DHYD, LOC115483101|XP_030080070.1|DHYD
OG0003409	LOC118460551|XP_035780839.1|AALB	LOC111597871|XP_023168563.1|DHYD
OG0003410	LOC118462040|XP_035783908.1|AALB	LOC111597850|XP_030080619.1|DHYD
OG0003411	LOC118461386|XP_035782540.1|AALB	LOC111604634|XP_023178540.2|DHYD
OG0003412	LOC118461373|XP_035782514.1|AALB	LOC111603044|XP_023176256.1|DHYD
OG0003413	LOC118458580|XP_035777131.1|AALB	LOC111602606|XP_023175534.1|DHYD
OG0003414	LOC118460636|XP_035780982.1|AALB	LOC111599829|XP_023171390.1|DHYD
OG0003415	LOC118458099|XP_035776162.1|AALB	LOC111600184|XP_023171958.2|DHYD
OG0003416	LOC118458100|XP_035776166.1|AALB	LOC111598592|XP_023169676.1|DHYD
OG0003417	LOC118460664|XP_035781024.1|AALB	LOC111602661|XP_023175614.2|DHYD, LOC115483796|XP_030081911.1|DHYD
OG0003418	LOC118459583|XP_035779004.1|AALB	LOC111596071|XP_023165895.1|DHYD
OG0003419	LOC118468723|XP_035795747.1|AALB	LOC111602635|XP_030081671.1|DHYD, LOC111602622|XP_030081673.1|DHYD
OG0003420	LOC118468722|XP_035795746.1|AALB	LOC111602670|XP_023175631.2|DHYD
OG0003421	LOC118459992|XP_035779782.1|AALB	LOC111601450|XP_023173795.2|DHYD
OG0003422	LOC118458127|XP_035776202.1|AALB	LOC111601405|XP_023173731.2|DHYD
OG0003423	LOC118459376|XP_035778569.1|AALB	LOC111603106|XP_023176344.2|DHYD
OG0003424	LOC118459378|XP_035778571.1|AALB	LOC111598276|XP_023169221.1|DHYD
OG0003425	LOC118461910|XP_035783657.1|AALB	LOC111598222|XP_023169150.1|DHYD
OG0003426	LOC118461596|XP_035782992.1|AALB	LOC111602613|XP_023175541.2|DHYD
OG0003427	LOC118458835|XP_035777626.1|AALB	LOC111598085|XP_023168901.2|DHYD
OG0003428	LOC118457090|XP_035774271.1|AALB	LOC111597237|XP_023167597.2|DHYD
OG0003429	LOC118457723|XP_035775408.1|AALB	LOC111593791|XP_023162578.2|DHYD
OG0003430	LOC118468724|XP_035795749.1|AALB	LOC111595888|XP_023165585.2|DHYD
OG0003431	LOC118461683|XP_035783168.1|AALB	LOC111604967|XP_023179014.2|DHYD
OG0003432	LOC118460213|XP_035780222.1|AALB	LOC111597172|XP_023167500.1|DHYD
OG0003433	LOC118468597|XP_035795450.1|AALB	LOC111592698|XP_023160844.1|DHYD
OG0003434	LOC118469012|XP_035796342.1|AALB	LOC111598289|XP_023169240.1|DHYD
OG0003435	LOC118462033|XP_035783900.1|AALB	LOC111594565|XP_023163690.2|DHYD
OG0003436	LOC118461469|XP_035782708.1|AALB	LOC111594635|XP_023163798.1|DHYD
OG0003437	LOC118461467|XP_035782701.1|AALB	LOC111594448|XP_023163507.1|DHYD
OG0003438	LOC118466706|XP_035792249.1|AALB	LOC111594634|XP_023163797.1|DHYD
OG0003439	LOC118460240|XP_035780289.1|AALB	LOC111598904|XP_023170140.1|DHYD
OG0003440	LOC118461124|XP_035781957.1|AALB	LOC111601522|XP_023173895.2|DHYD
OG0003441	LOC118461465|XP_035782698.1|AALB	LOC111594102|XP_023163024.1|DHYD
OG0003442	LOC118457848|XP_035775628.1|AALB	LOC111594805|XP_023164036.1|DHYD
OG0003443	LOC118468318|XP_035794955.1|AALB	LOC111604783|XP_023178763.1|DHYD
OG0003444	LOC118460949|XP_035781611.1|AALB	LOC111605622|XP_023180042.2|DHYD
OG0003445	LOC118468552|XP_035795340.1|AALB	LOC111593062|XP_023161404.2|DHYD
OG0003446	LOC118462059|XP_035783938.1|AALB	LOC111599652|XP_030079583.1|DHYD, LOC111598389|XP_030079598.1|DHYD
OG0003447	LOC118460804|XP_035781307.1|AALB	LOC111597933|XP_030081706.1|DHYD
OG0003448	LOC118461460|XP_035782690.1|AALB	LOC111602652|XP_023175593.1|DHYD
OG0003449	LOC118461455|XP_035782677.1|AALB	LOC111602403|XP_023175199.2|DHYD
OG0003450	LOC118461461|XP_035782691.1|AALB	LOC111595926|XP_023165650.2|DHYD
OG0003451	LOC118460945|XP_035781606.1|AALB	LOC111598522|XP_023169573.2|DHYD
OG0003452	LOC118460944|XP_035781605.1|AALB	LOC111598508|XP_023169547.2|DHYD
OG0003453	LOC118456729|XP_035773667.1|AALB	LOC111605652|XP_023180082.1|DHYD
OG0003454	LOC118468315|XP_035794952.1|AALB	LOC111602230|XP_023174979.2|DHYD
OG0003455	LOC118456722|XP_035773652.1|AALB	LOC111601751|XP_023174258.2|DHYD
OG0003456	LOC118457520|XP_035775056.1|AALB	LOC111592518|XP_023160537.2|DHYD
OG0003457	LOC118468976|XP_035796249.1|AALB	LOC111604893|XP_023178900.1|DHYD
OG0003458	LOC118457417|XP_035774882.1|AALB	LOC111598574|XP_023169644.1|DHYD
OG0003459	LOC118458302|XP_035776523.1|AALB	LOC111604643|XP_023178557.1|DHYD
OG0003460	LOC118468770|XP_035795839.1|AALB	LOC111596598|XP_030080611.1|DHYD
OG0003461	LOC118459489|XP_035778800.1|AALB	LOC111594422|XP_023163477.2|DHYD
OG0003462	LOC118461480|XP_035782731.1|AALB	LOC111593088|XP_023161451.1|DHYD
OG0003463	LOC118459622|XP_035779090.1|AALB	LOC111602650|XP_023175589.1|DHYD
OG0003464	LOC118457843|XP_035775616.1|AALB	LOC111601444|XP_023173788.2|DHYD
OG0003465	LOC118461334|XP_035782437.1|AALB	LOC111602410|XP_023175210.2|DHYD
OG0003466	LOC118457652|XP_035775287.1|AALB	LOC111594829|XP_023164061.1|DHYD
OG0003467	LOC118459963|XP_035779744.1|AALB	LOC111601500|XP_023173861.2|DHYD
OG0003468	LOC118459956|XP_035779736.1|AALB	LOC111601514|XP_023173886.1|DHYD
OG0003469	LOC118457930|XP_035775834.1|AALB	LOC111596416|XP_023166396.1|DHYD
OG0003470	LOC118469028|XP_035796366.1|AALB	LOC111593262|XP_023161697.2|DHYD
OG0003471	LOC118458038|XP_035776049.1|AALB	LOC111595790|XP_023165443.2|DHYD
OG0003472	LOC118459418|XP_035778652.1|AALB	LOC111603876|XP_023177455.1|DHYD
OG0003473	LOC118458847|XP_035777660.1|AALB	LOC111601608|XP_023174045.1|DHYD
OG0003474	LOC118461287|XP_035782333.1|AALB	LOC111601546|XP_023173951.2|DHYD
OG0003475	LOC118457180|XP_035774404.1|AALB	LOC111600666|XP_023172670.1|DHYD
OG0003476	LOC118459582|XP_035779003.1|AALB	LOC111597743|XP_023168363.2|DHYD
OG0003477	LOC118457387|XP_035774815.1|AALB	LOC111605588|XP_023179960.1|DHYD
OG0003478	LOC118460802|XP_035781305.1|AALB	LOC111604274|XP_023178040.1|DHYD
OG0003479	LOC118461379|XP_035782524.1|AALB	LOC111595709|XP_023165322.1|DHYD
OG0003480	LOC118456414|XP_035773023.1|AALB	LOC111594600|XP_023163732.1|DHYD
OG0003481	LOC118458587|XP_035777143.1|AALB	LOC111594435|XP_023163491.1|DHYD
OG0003482	LOC118458586|XP_035777139.1|AALB	LOC111594534|XP_023163640.2|DHYD
OG0003483	LOC118456260|XP_035772755.1|AALB	LOC111594584|XP_023163710.1|DHYD
OG0003484	LOC118457861|XP_035775650.1|AALB	LOC111605466|XP_023179753.1|DHYD
OG0003485	LOC118457619|XP_035775228.1|AALB	LOC111603286|XP_023176567.2|DHYD
OG0003486	LOC118457620|XP_035775229.1|AALB	LOC111603235|XP_023176507.2|DHYD
OG0003487	LOC118462030|XP_035783896.1|AALB	LOC111594452|XP_023163513.1|DHYD
OG0003488	LOC118459113|XP_035778070.1|AALB	LOC111603511|XP_023176895.2|DHYD
OG0003489	LOC118458248|XP_035776411.1|AALB	LOC111595692|XP_023165302.2|DHYD
OG0003490	LOC118460159|XP_035780152.1|AALB	LOC111601755|XP_023174262.1|DHYD
OG0003491	LOC118458178|XP_035776281.1|AALB	LOC111599544|XP_023170971.2|DHYD
OG0003492	LOC118461903|XP_035783650.1|AALB	LOC111595891|XP_023165598.1|DHYD
OG0003493	LOC118459140|XP_035778111.1|AALB	LOC111598215|XP_023169137.2|DHYD
OG0003494	LOC118458163|XP_035776258.1|AALB	LOC111605494|XP_023179810.1|DHYD
OG0003495	LOC118456357|XP_035772921.1|AALB	LOC111594937|XP_023164197.1|DHYD
OG0003496	LOC118458608|XP_035777177.1|AALB	LOC111599854|XP_023171444.1|DHYD
OG0003497	LOC118461624|XP_035783062.1|AALB	LOC111600696|XP_023172718.1|DHYD
OG0003498	LOC118460418|XP_035780599.1|AALB	LOC111598534|XP_023169590.2|DHYD
OG0003499	LOC118457399|XP_035774829.1|AALB	LOC111593673|XP_030081557.1|DHYD
OG0003500	LOC118461265|XP_035782291.1|AALB	LOC111592621|XP_023160724.1|DHYD
OG0003501	LOC118458104|XP_035776170.1|AALB	LOC111605512|XP_023179837.1|DHYD
OG0003502	LOC118456661|XP_035773504.1|AALB	LOC111605439|XP_023179722.2|DHYD
OG0003503	LOC118463240|XP_035785599.1|AALB	LOC111596152|XP_023166009.2|DHYD
OG0003504	LOC118462582|XP_035784282.1|AALB	LOC111594975|XP_023164242.2|DHYD
OG0003505	LOC118464524|XP_035787854.1|AALB	LOC111594604|XP_030080749.1|DHYD
OG0003506	LOC118465921|XP_035790510.1|AALB	LOC111595565|XP_023165133.1|DHYD
OG0003507	LOC118465918|XP_035790503.1|AALB	LOC111598321|XP_023169286.2|DHYD
OG0003508	LOC118460914|XP_035781558.1|AALB	LOC111603049|XP_030079703.1|DHYD
OG0003509	LOC118458543|XP_035777070.1|AALB	LOC111600033|XP_023171721.1|DHYD
OG0003510	LOC118461883|XP_035783613.1|AALB	LOC111602931|XP_030080830.1|DHYD
OG0003511	LOC118460027|XP_035779856.1|AALB	LOC111602637|XP_023175570.2|DHYD
OG0003512	LOC118458813|XP_035777576.1|AALB	LOC111601399|XP_023173710.1|DHYD
OG0003513	LOC118460728|XP_035781175.1|AALB	LOC111596595|XP_023166641.2|DHYD
OG0003514	LOC118459156|XP_035778136.1|AALB	LOC111601332|XP_023173630.2|DHYD
OG0003515	LOC118456582|XP_035773366.1|AALB	LOC111595436|XP_023164928.1|DHYD
OG0003516	LOC118456873|XP_035773870.1|AALB	LOC111605520|XP_023179846.2|DHYD
OG0003517	LOC118459441|XP_035778690.1|AALB	LOC111595201|XP_023164571.1|DHYD
OG0003518	LOC118460764|XP_035781253.1|AALB	LOC111600806|XP_023172868.2|DHYD
OG0003519	LOC118462944|XP_035784975.1|AALB	LOC111595641|XP_023165222.2|DHYD
OG0003520	LOC118466114|XP_035790942.1|AALB	LOC111598883|XP_030079131.1|DHYD
OG0003521	LOC118465310|XP_035789314.1|AALB	LOC111595667|XP_023165259.1|DHYD
OG0003522	LOC118464791|XP_035788315.1|AALB	LOC111597519|XP_023168060.1|DHYD
OG0003523	LOC118464789|XP_035788313.1|AALB	LOC111594936|XP_023164195.2|DHYD
OG0003524	LOC118464635|XP_035787974.1|AALB	LOC111602419|XP_023175221.2|DHYD
OG0003525	LOC118466449|XP_035791681.1|AALB	LOC111605287|XP_023179500.2|DHYD
OG0003526	LOC118466454|XP_035791687.1|AALB	LOC111598598|XP_023169682.1|DHYD
OG0003527	LOC118463438|XP_035785899.1|AALB	LOC111604155|XP_030081300.1|DHYD
OG0003529	LOC118464475|XP_035787779.1|AALB	LOC111603997|XP_023177614.2|DHYD
OG0003530	LOC118464477|XP_035787781.1|AALB	LOC115483480|XP_030081490.1|DHYD, LOC111593217|XP_023161636.2|DHYD
OG0003531	LOC118464845|XP_035788433.1|AALB	LOC111597598|XP_023168167.2|DHYD
OG0003532	LOC118463314|XP_035785692.1|AALB	LOC111601728|XP_023174219.1|DHYD
OG0003533	LOC118466395|XP_035791540.1|AALB	LOC111592735|XP_023160895.1|DHYD
OG0003534	LOC118463520|XP_035786018.1|AALB	LOC111598710|XP_030081449.1|DHYD
OG0003535	LOC118463217|XP_035785553.1|AALB, LOC118463216|XP_035785552.1|AALB	LOC111599764|XP_030079989.1|DHYD
OG0003536	LOC118464918|XP_035788583.1|AALB	LOC111597694|XP_023168297.1|DHYD
OG0003537	LOC118465418|XP_035789539.1|AALB	LOC111593578|XP_023162211.2|DHYD
OG0003538	LOC118464319|XP_035787510.1|AALB	LOC111593928|XP_023162773.2|DHYD
OG0003539	LOC118463775|XP_035786481.1|AALB	LOC111593934|XP_023162781.1|DHYD
OG0003540	LOC118466687|XP_035792208.1|AALB	LOC111601462|XP_023173812.2|DHYD
OG0003541	LOC118466578|XP_035792015.1|AALB	LOC111596493|XP_023166522.1|DHYD
OG0003542	LOC118466580|XP_035792027.1|AALB	LOC115483391|XP_030081026.1|DHYD, LOC111600781|XP_023172833.1|DHYD
OG0003543	LOC118462958|XP_035785005.1|AALB	LOC111601934|XP_023174554.1|DHYD
OG0003544	LOC118463154|XP_035785429.1|AALB	LOC111595643|XP_023165236.1|DHYD
OG0003545	LOC118465948|XP_035790568.1|AALB	LOC111597468|XP_023167984.1|DHYD
OG0003546	LOC118462981|XP_035785070.1|AALB	LOC111591870|XP_023159521.2|DHYD
OG0003547	LOC118465103|XP_035788931.1|AALB	LOC111603831|XP_023177361.2|DHYD
OG0003548	LOC118465100|XP_035788925.1|AALB	LOC111599929|XP_023171544.2|DHYD
OG0003549	LOC118465106|XP_035788942.1|AALB	LOC111599946|XP_023171566.1|DHYD
OG0003550	LOC118465313|XP_035789322.1|AALB	LOC115483465|XP_030081408.1|DHYD, LOC111593730|XP_023162483.1|DHYD
OG0003551	LOC118465305|XP_035789298.1|AALB	LOC111605354|XP_023179599.2|DHYD
OG0003552	LOC118463457|XP_035785938.1|AALB	LOC111599930|XP_023171547.1|DHYD
OG0003553	LOC118463455|XP_035785935.1|AALB	LOC111600680|XP_023172698.2|DHYD
OG0003554	LOC118464649|XP_035788007.1|AALB	LOC111592436|XP_023160387.2|DHYD
OG0003555	LOC118464658|XP_035788050.1|AALB	LOC111598464|XP_023169487.2|DHYD
OG0003556	LOC118467651|XP_035794280.1|AALB	LOC111592958|XP_023161215.1|DHYD
OG0003557	LOC118467653|XP_035794286.1|AALB	LOC111592953|XP_023161209.1|DHYD
OG0003558	LOC118462587|XP_035784287.1|AALB	LOC111599509|XP_023170941.2|DHYD
OG0003559	LOC118466359|XP_035791415.1|AALB	LOC111598752|XP_030081500.1|DHYD
OG0003560	LOC118465311|XP_035789320.1|AALB	LOC111595650|XP_023165242.2|DHYD
OG0003561	LOC118464912|XP_035788571.1|AALB	LOC111602118|XP_023174835.2|DHYD
OG0003562	LOC118463139|XP_035785392.1|AALB	LOC111603425|XP_023176781.1|DHYD
OG0003563	LOC118466304|XP_035791303.1|AALB	LOC111592686|XP_023160820.2|DHYD
OG0003564	LOC118466296|XP_035791279.1|AALB	LOC111602917|XP_023176030.2|DHYD
OG0003565	LOC118466783|XP_035792412.1|AALB	LOC111604492|XP_023178351.1|DHYD
OG0003566	LOC118462680|XP_035784480.1|AALB	LOC111602612|XP_023175539.1|DHYD
OG0003567	LOC118462906|XP_035784897.1|AALB	LOC111594031|XP_023162912.2|DHYD
OG0003568	LOC118464251|XP_035787347.1|AALB	LOC111604617|XP_023178501.2|DHYD
OG0003569	LOC118467735|XP_035794435.1|AALB	LOC111599279|XP_023170645.1|DHYD
OG0003570	LOC118467734|XP_035794432.1|AALB	LOC111594024|XP_030081316.1|DHYD
OG0003571	LOC118464989|XP_035788720.1|AALB	LOC111599489|XP_023170927.2|DHYD
OG0003572	LOC118463803|XP_035786563.1|AALB	LOC111603303|XP_030080915.1|DHYD
OG0003573	LOC118467326|XP_035793556.1|AALB	LOC111592227|XP_023160076.2|DHYD
OG0003574	LOC118462809|XP_035784714.1|AALB	LOC111601652|XP_023174101.2|DHYD
OG0003575	LOC118464381|XP_035787617.1|AALB	LOC111600477|XP_023172355.1|DHYD
OG0003576	LOC118462577|XP_035784275.1|AALB	LOC111602932|XP_023176049.1|DHYD
OG0003577	LOC118466728|XP_035792293.1|AALB	LOC111594833|XP_023164066.1|DHYD
OG0003578	LOC118467762|XP_035794483.1|AALB	LOC111592822|XP_023161014.1|DHYD
OG0003579	LOC118467761|XP_035794482.1|AALB	LOC111600713|XP_023172738.2|DHYD
OG0003580	LOC118467411|XP_035793786.1|AALB	LOC111597924|XP_023168644.2|DHYD
OG0003581	LOC118463489|XP_035785972.1|AALB, LOC118463498|XP_035785988.1|AALB	LOC111595281|XP_030079510.1|DHYD
OG0003582	LOC118466779|XP_035792398.1|AALB	LOC111599840|XP_023171402.1|DHYD, LOC115483183|XP_030080201.1|DHYD
OG0003583	LOC118465303|XP_035789295.1|AALB	LOC115483363|XP_030080909.1|DHYD, LOC111599136|XP_023170507.2|DHYD
OG0003584	LOC118463155|XP_035785431.1|AALB	LOC111593938|XP_023162788.2|DHYD
OG0003585	LOC118465320|XP_035789339.1|AALB	LOC111599277|XP_023170643.1|DHYD
OG0003586	LOC118462986|XP_035785088.1|AALB	LOC111599676|XP_023171149.2|DHYD
OG0003587	LOC118467109|XP_035793062.1|AALB	LOC111599461|XP_023170899.2|DHYD
OG0003588	LOC118462694|XP_035784512.1|AALB	LOC111598083|XP_023168898.2|DHYD
OG0003590	LOC118465338|XP_035789381.1|AALB	LOC111603051|XP_023176273.1|DHYD
OG0003591	LOC118465339|XP_035789382.1|AALB	LOC111603715|XP_023177188.2|DHYD
OG0003592	LOC118465343|XP_035789393.1|AALB	LOC111595048|XP_023164344.2|DHYD
OG0003593	LOC118462954|XP_035784992.1|AALB	LOC111603048|XP_023176269.2|DHYD
OG0003594	LOC118464598|XP_035787935.1|AALB	LOC111601047|XP_023173230.2|DHYD
OG0003595	LOC118467808|XP_035794578.1|AALB	LOC111600881|XP_023172982.1|DHYD
OG0003596	LOC118462707|XP_035784540.1|AALB	LOC111597644|XP_023168218.1|DHYD
OG0003597	LOC118462703|XP_035784534.1|AALB	LOC111597636|XP_023168209.2|DHYD
OG0003598	LOC118465770|XP_035790179.1|AALB	LOC111591916|XP_023159606.1|DHYD
OG0003599	LOC118457857|XP_035775643.1|AALB	LOC111599716|XP_023171222.1|DHYD
OG0003600	LOC118465904|XP_035790451.1|AALB	LOC111605192|XP_030081513.1|DHYD
OG0003601	LOC118463883|XP_035786698.1|AALB	LOC111597734|XP_023168350.2|DHYD
OG0003602	LOC118463249|XP_035785611.1|AALB	LOC111599904|XP_023171494.2|DHYD
OG0003603	LOC118463770|XP_035786478.1|AALB	LOC111601568|XP_023173982.2|DHYD
OG0003604	LOC118464675|XP_035788086.1|AALB	LOC115483013|XP_030079569.1|DHYD, LOC111600419|XP_023172268.2|DHYD
OG0003605	LOC118460666|XP_035781032.1|AALB	LOC111602778|XP_023175817.1|DHYD
OG0003606	LOC118463028|XP_035785163.1|AALB	LOC111597097|XP_023167407.2|DHYD
OG0003607	LOC118463025|XP_035785160.1|AALB	LOC111605360|XP_023179607.2|DHYD
OG0003608	LOC118463040|XP_035785177.1|AALB	LOC111598735|XP_023169896.1|DHYD
OG0003609	LOC118467482|XP_035793917.1|AALB	LOC111599940|XP_023171557.1|DHYD
OG0003610	LOC118463293|XP_035785669.1|AALB	LOC111599255|XP_023170622.1|DHYD
OG0003611	LOC118467170|XP_035793229.1|AALB	LOC111597777|XP_023168405.1|DHYD
OG0003612	LOC118465388|XP_035789477.1|AALB	LOC111602102|XP_023174807.2|DHYD
OG0003613	LOC118464448|XP_035787723.1|AALB, LOC118462710|XP_035784542.1|AALB	LOC111604109|XP_023177782.2|DHYD
OG0003614	LOC118462712|XP_035784543.1|AALB, LOC118464449|XP_035787724.1|AALB	LOC111604110|XP_023177784.2|DHYD
OG0003615	LOC118465526|XP_035789743.1|AALB	LOC111603834|XP_023177367.2|DHYD
OG0003616	LOC118466679|XP_035792192.1|AALB	LOC111593923|XP_023162765.1|DHYD
OG0003617	LOC118467348|XP_035793623.1|AALB	LOC111593193|XP_023161585.1|DHYD
OG0003618	LOC118467341|XP_035793612.1|AALB	LOC111593187|XP_023161570.1|DHYD
OG0003619	LOC118464469|XP_035787771.1|AALB	LOC111593274|XP_023161716.2|DHYD
OG0003620	LOC118464471|XP_035787773.1|AALB	LOC111600784|XP_023172841.1|DHYD, LOC115482841|XP_030078940.1|DHYD
OG0003621	LOC118466430|XP_035791619.1|AALB	LOC111592961|XP_023161219.2|DHYD
OG0003622	LOC118466427|XP_035791603.1|AALB	LOC111592952|XP_030079455.1|DHYD
OG0003623	LOC118464106|XP_035787085.1|AALB	LOC111599692|XP_023171169.1|DHYD
OG0003624	LOC118467085|XP_035793018.1|AALB	LOC111593849|XP_023162663.1|DHYD
OG0003625	LOC118462921|XP_035784921.1|AALB	LOC111593868|XP_023162697.1|DHYD
OG0003626	LOC118464468|XP_035787770.1|AALB	LOC111597700|XP_023168306.1|DHYD
OG0003627	LOC118464466|XP_035787767.1|AALB	LOC111604210|XP_023177945.2|DHYD
OG0003628	LOC118467591|XP_035794150.1|AALB	LOC111604616|XP_023178499.2|DHYD
OG0003629	LOC118465427|XP_035789549.1|AALB	LOC111595324|XP_023164749.1|DHYD
OG0003630	LOC118465596|XP_035789857.1|AALB	LOC111600055|XP_023171750.2|DHYD
OG0003631	LOC118464826|XP_035788395.1|AALB	LOC111605066|XP_023179165.2|DHYD
OG0003632	LOC118463981|XP_035786886.1|AALB, LOC118463950|XP_035786820.1|AALB, LOC118465543|XP_035789763.1|AALB	LOC111601727|XP_023174218.2|DHYD
OG0003633	LOC118463061|XP_035785209.1|AALB	LOC111593173|XP_023161547.1|DHYD
OG0003634	LOC118463068|XP_035785220.1|AALB	LOC111605165|XP_023179321.1|DHYD
OG0003635	LOC118464836|XP_035788407.1|AALB	LOC111603711|XP_023177179.1|DHYD
OG0003636	LOC118463062|XP_035785210.1|AALB	LOC111593972|XP_023162830.1|DHYD
OG0003637	LOC118464763|XP_035788275.1|AALB	LOC111605368|XP_023179616.2|DHYD
OG0003638	LOC118467152|XP_035793184.1|AALB	LOC111604459|XP_023178306.1|DHYD
OG0003639	LOC118467156|XP_035793193.1|AALB	LOC111594651|XP_023163818.1|DHYD
OG0003640	LOC118462649|XP_035784391.1|AALB	LOC111597720|XP_023168328.2|DHYD
OG0003641	LOC118466290|XP_035791269.1|AALB	LOC115483464|XP_030081407.1|DHYD, LOC111593728|XP_023162480.2|DHYD
OG0003642	LOC118466291|XP_035791271.1|AALB	LOC111600794|XP_023172852.1|DHYD
OG0003643	LOC118466293|XP_035791273.1|AALB	LOC115483362|XP_030080907.1|DHYD, LOC111600637|XP_023172612.1|DHYD
OG0003644	LOC118466150|XP_035791013.1|AALB	LOC111593933|XP_023162779.2|DHYD
OG0003645	LOC118466406|XP_035791567.1|AALB	LOC111597492|XP_023168018.1|DHYD
OG0003646	LOC118466403|XP_035791564.1|AALB	LOC111601731|XP_023174221.2|DHYD
OG0003647	LOC118466415|XP_035791583.1|AALB	LOC111597495|XP_023168021.1|DHYD
OG0003648	LOC118463547|XP_035786062.1|AALB, LOC118463548|XP_035786063.1|AALB	LOC111601862|XP_023174471.1|DHYD
OG0003649	LOC118467093|XP_035793031.1|AALB	LOC111598552|XP_023169613.1|DHYD
OG0003650	LOC118467084|XP_035793017.1|AALB	LOC111593465|XP_023161995.2|DHYD
OG0003651	LOC118465000|XP_035788740.1|AALB	LOC111594575|XP_030080702.1|DHYD
OG0003652	LOC118464213|XP_035787277.1|AALB	LOC111595384|XP_023164851.1|DHYD
