Orthogroup	AALB.longest_only	DPER.longest_only
OG0004564	LOC118465931|XP_035790532.1|AALB	LOC6594419|XP_002019683.1|DPER
OG0004565	LOC118462572|XP_035784272.1|AALB	LOC6588315|XP_026851131.1|DPER
OG0004566	LOC118460349|XP_035780480.1|AALB	LOC6599229|XP_026848337.1|DPER
OG0004567	LOC118467245|XP_035793407.1|AALB, LOC118468609|XP_035795500.1|AALB	LOC6599976|XP_026845138.1|DPER
OG0004568	LOC118461353|XP_035782475.1|AALB	LOC6596746|XP_002021929.2|DPER
OG0004569	LOC118459818|XP_035779468.1|AALB	LOC6591594|XP_026839905.1|DPER
OG0004570	LOC118461211|XP_035782212.1|AALB	LOC6590737|XP_002016000.2|DPER
OG0004571	LOC118464356|XP_035787576.1|AALB	LOC6601774|XP_026846949.1|DPER
OG0004572	LOC118468793|XP_035795894.1|AALB	LOC6595540|XP_002020628.1|DPER
OG0004573	LOC118464682|XP_035788101.1|AALB	LOC6588438|XP_002013854.1|DPER
OG0004574	LOC118466219|XP_035791137.1|AALB	LOC6599251|XP_002024277.1|DPER
OG0004575	LOC118459874|XP_035779559.1|AALB	LOC6599250|XP_026848298.1|DPER
OG0004576	LOC118456822|XP_035773812.1|AALB	LOC6587808|XP_002013394.1|DPER
OG0004578	LOC118458869|XP_035777715.1|AALB	LOC6598209|XP_026846136.1|DPER
OG0004580	LOC118460457|XP_035780673.1|AALB	LOC6587748|XP_002014046.1|DPER
OG0004581	LOC118458283|XP_035776502.1|AALB	LOC6587983|XP_002013728.1|DPER
OG0004582	LOC118457018|XP_035774147.1|AALB	LOC6595059|XP_026851228.1|DPER
OG0004583	LOC118458990|XP_035777886.1|AALB	LOC6600656|XP_002025740.1|DPER
OG0004584	LOC118457086|XP_035774269.1|AALB	LOC6593128|XP_002018102.1|DPER
OG0004585	LOC118465715|XP_035790045.1|AALB	LOC6595003|XP_002020460.1|DPER
OG0004586	LOC118463038|XP_035785179.1|AALB	LOC6599098|XP_002024423.1|DPER
OG0004587	LOC118458592|XP_035777157.1|AALB	LOC6595097|XP_002020375.1|DPER
OG0004588	LOC118460238|XP_035780287.1|AALB	LOC6595095|XP_002020373.1|DPER
OG0004589	LOC118461680|XP_035783167.1|AALB	LOC6600193|XP_026846676.1|DPER
OG0004590	LOC118461225|XP_035782207.1|AALB	LOC6587899|XP_026840204.1|DPER
OG0004591	LOC118461216|XP_035782179.1|AALB	LOC6587818|XP_002012829.2|DPER
OG0004592	LOC118457580|XP_035775155.1|AALB	LOC6599304|XP_002024233.1|DPER
OG0004593	LOC118457613|XP_035775222.1|AALB	LOC6598304|XP_002023506.1|DPER
OG0004594	LOC118458807|XP_035777572.1|AALB	LOC6602664|XP_002027704.2|DPER
OG0004595	LOC118461127|XP_035781977.1|AALB, LOC118465052|XP_035788827.1|AALB	LOC6597618|XP_002022756.1|DPER
OG0004596	LOC118466729|XP_035792348.1|AALB	LOC6598141|XP_002023478.2|DPER
OG0004597	LOC118459311|XP_035778454.1|AALB	LOC6597569|XP_002022786.1|DPER
OG0004598	LOC118465554|XP_035789784.1|AALB	LOC6601924|XP_026848762.1|DPER
OG0004600	LOC118466267|XP_035791270.1|AALB	LOC6600350|XP_002025509.2|DPER
OG0004601	LOC118461874|XP_035783603.1|AALB	LOC6600339|XP_026848424.1|DPER
OG0004602	LOC118461250|XP_035782259.1|AALB, LOC118463348|XP_035785758.1|AALB	LOC6597216|XP_026846422.1|DPER
OG0004603	LOC118458199|XP_035776340.1|AALB	LOC6589589|XP_002014562.1|DPER
OG0004604	LOC118459617|XP_035779085.1|AALB	LOC6598247|XP_002023417.2|DPER
OG0004605	LOC118456225|XP_035772742.1|AALB	LOC6597687|XP_026846433.1|DPER
OG0004606	LOC118468504|XP_035795232.1|AALB	LOC6594623|XP_002019469.2|DPER
OG0004607	LOC118467267|XP_035793491.1|AALB	LOC6599986|XP_026849152.1|DPER
OG0004608	LOC118458492|XP_035776941.1|AALB	LOC6599115|XP_026849249.1|DPER
OG0004609	LOC118460652|XP_035781012.1|AALB	LOC6599351|XP_002024474.1|DPER
OG0004610	LOC118458542|XP_035777031.1|AALB	LOC6595328|XP_026844017.1|DPER
OG0004611	LOC118466424|XP_035791601.1|AALB	LOC6594783|XP_002020537.1|DPER
OG0004612	LOC118466460|XP_035791714.1|AALB	LOC6594782|XP_026843346.1|DPER
OG0004613	LOC118460043|XP_035779944.1|AALB	LOC6587987|XP_002013726.1|DPER
OG0004614	LOC118462548|XP_035784210.1|AALB	LOC6602687|XP_002027697.1|DPER
OG0004615	LOC118465788|XP_035790221.1|AALB	LOC113566686|XP_026849215.1|DPER
OG0004616	LOC118465639|XP_035789939.1|AALB	LOC6599954|XP_002025031.1|DPER
OG0004617	LOC118456780|XP_035773752.1|AALB	LOC6589115|XP_002015234.1|DPER
OG0004619	LOC118466579|XP_035792022.1|AALB	LOC6588651|XP_002013219.2|DPER
OG0004620	LOC118468785|XP_035795880.1|AALB	LOC6588097|XP_002012857.1|DPER
OG0004621	LOC118462230|XP_035784004.1|AALB	LOC6594312|XP_002019355.1|DPER
OG0004622	LOC118461860|XP_035783560.1|AALB	LOC6588261|XP_026839973.1|DPER
OG0004623	LOC118461916|XP_035783673.1|AALB	LOC6595134|XP_002020300.1|DPER
OG0004624	LOC118457293|XP_035774656.1|AALB	LOC6592050|XP_002017163.1|DPER
OG0004625	LOC118461923|XP_035783730.1|AALB	LOC6600398|XP_026848396.1|DPER
OG0004626	LOC118457121|XP_035774331.1|AALB	LOC6602761|XP_026847720.1|DPER
OG0004627	LOC118461710|XP_035783236.1|AALB	LOC6601879|XP_026849383.1|DPER
OG0004628	LOC118460357|XP_035780499.1|AALB	LOC6596760|XP_002021913.1|DPER
OG0004629	LOC118464122|XP_035787144.1|AALB	LOC6588312|XP_002012909.1|DPER
OG0004630	LOC118463285|XP_035785660.1|AALB	LOC6595297|XP_002020512.2|DPER
OG0004631	LOC118461328|XP_035782426.1|AALB	LOC6588453|XP_002013841.2|DPER
OG0004632	LOC118462674|XP_035784466.1|AALB	LOC6588512|XP_026840172.1|DPER
OG0004634	LOC118465732|XP_035790091.1|AALB	LOC6595160|XP_002020287.1|DPER
OG0004635	LOC118458002|XP_035775974.1|AALB	LOC6597911|XP_026846990.1|DPER
OG0004636	LOC118464539|XP_035787907.1|AALB	LOC6598261|XP_002023319.2|DPER
OG0004637	LOC118465910|XP_035790936.1|AALB	LOC6603583|XP_026846689.1|DPER
OG0004639	LOC118465680|XP_035790007.1|AALB	LOC6587334|XP_002013012.1|DPER
OG0004640	LOC118465377|XP_035789472.1|AALB	LOC6587326|XP_026850733.1|DPER
OG0004641	LOC118456880|XP_035773885.1|AALB	LOC6600201|XP_002025301.2|DPER
OG0004642	LOC118462527|XP_035784172.1|AALB	LOC6603582|XP_002028560.1|DPER
OG0004644	LOC118462529|XP_035784175.1|AALB	LOC6597666|XP_002022843.1|DPER
OG0004645	LOC118467759|XP_035794480.1|AALB	LOC6588977|XP_002014569.1|DPER
OG0004646	LOC118466469|XP_035791728.1|AALB	LOC6594742|XP_002020394.1|DPER
OG0004647	LOC118460589|XP_035780906.1|AALB	LOC6597585|XP_002022772.2|DPER
OG0004648	LOC118460118|XP_035780050.1|AALB	LOC6601734|XP_002026792.2|DPER
OG0004649	LOC118467578|XP_035794116.1|AALB	LOC6600056|XP_002025071.2|DPER
OG0004650	LOC118457240|XP_035774514.1|AALB	LOC6588804|XP_002015125.1|DPER
OG0004651	LOC118460809|XP_035781317.1|AALB	LOC6594851|XP_002020059.2|DPER
OG0004652	LOC118460443|XP_035780639.1|AALB	LOC6588290|XP_002012970.1|DPER
OG0004653	LOC118461985|XP_035783813.1|AALB	LOC6595838|XP_002021427.1|DPER
OG0004654	LOC118460449|XP_035780659.1|AALB	LOC6589161|XP_002014892.1|DPER
OG0004655	LOC118461999|XP_035783828.1|AALB	LOC6587252|XP_002013551.2|DPER
OG0004656	LOC118456877|XP_035773883.1|AALB	LOC6601749|XP_026846947.1|DPER
OG0004657	LOC118456490|XP_035773206.1|AALB	LOC6594296|XP_002019944.1|DPER
OG0004658	LOC118460363|XP_035780504.1|AALB	LOC6588203|XP_002012882.1|DPER
OG0004659	LOC118456334|XP_035772884.1|AALB	LOC6594860|XP_002020068.1|DPER
OG0004660	LOC118464644|XP_035788002.1|AALB	LOC6587403|XP_002013492.1|DPER
OG0004661	LOC118463278|XP_035785647.1|AALB	LOC6587520|XP_002013073.1|DPER
OG0004662	LOC118465668|XP_035789986.1|AALB	LOC6591840|XP_002017208.2|DPER
OG0004664	LOC118457491|XP_035775016.1|AALB	LOC6597529|XP_026849285.1|DPER
OG0004665	LOC118457492|XP_035775018.1|AALB	LOC6597559|XP_002022808.2|DPER
OG0004666	LOC118456623|XP_035773433.1|AALB	LOC6588207|XP_002013743.1|DPER
OG0004667	LOC118458766|XP_035777451.1|AALB	LOC6588123|XP_002013748.1|DPER
OG0004668	LOC118458218|XP_035776366.1|AALB	LOC6597577|XP_026848921.1|DPER
OG0004669	LOC118457595|XP_035775186.1|AALB	LOC6593429|XP_002019114.1|DPER
OG0004670	LOC118463142|XP_035785402.1|AALB	LOC6591719|XP_002017412.1|DPER
OG0004671	LOC118468648|XP_035795567.1|AALB	LOC6598707|XP_002023886.2|DPER
OG0004672	LOC118457808|XP_035775554.1|AALB	LOC6588416|XP_002013939.2|DPER
OG0004673	LOC118456816|XP_035773801.1|AALB	LOC6587519|XP_002013531.1|DPER
OG0004674	LOC118460089|XP_035779997.1|AALB	LOC6595192|XP_026841641.1|DPER
OG0004675	LOC118456187|XP_035772635.1|AALB	LOC6595120|XP_026851037.1|DPER
OG0004676	LOC118458111|XP_035776178.1|AALB	LOC6587776|XP_002013278.1|DPER
OG0004677	LOC118458977|XP_035777861.1|AALB	LOC6588452|XP_026846348.1|DPER
OG0004678	LOC118458972|XP_035777853.1|AALB	LOC6588451|XP_002013462.1|DPER
OG0004679	LOC118457184|XP_035774424.1|AALB	LOC6604379|XP_002029282.2|DPER
OG0004680	LOC118468615|XP_035795511.1|AALB	LOC6587605|XP_026840607.1|DPER
OG0004681	LOC118468970|XP_035796235.1|AALB	LOC6587562|XP_002013535.1|DPER
OG0004682	LOC118461385|XP_035782539.1|AALB	LOC6595509|XP_002020614.2|DPER
OG0004683	LOC118461371|XP_035782512.1|AALB	LOC6587576|XP_002013900.1|DPER
OG0004684	LOC118458579|XP_035777130.1|AALB	LOC6588082|XP_002013754.2|DPER
OG0004685	LOC118459375|XP_035778565.1|AALB	LOC6594984|XP_026840058.1|DPER
OG0004686	LOC118462028|XP_035783893.1|AALB	LOC6594009|XP_002019631.1|DPER
OG0004687	LOC118457382|XP_035774810.1|AALB	LOC6594987|XP_026844885.1|DPER
OG0004688	LOC118460080|XP_035779987.1|AALB	LOC6594045|XP_026850301.1|DPER
OG0004689	LOC118461948|XP_035783734.1|AALB	LOC6594995|XP_002020161.1|DPER
OG0004690	LOC118468660|XP_035795583.1|AALB	LOC6591745|XP_026840468.1|DPER
OG0004691	LOC118468661|XP_035795591.1|AALB	LOC6587772|XP_026851049.1|DPER
OG0004692	LOC118457909|XP_035775795.1|AALB	LOC6587769|XP_026848896.1|DPER
OG0004693	LOC118459270|XP_035778398.1|AALB	LOC6587747|XP_026840273.1|DPER
OG0004694	LOC118456512|XP_035773240.1|AALB	LOC6591408|XP_026849814.1|DPER
OG0004695	LOC118468766|XP_035795835.1|AALB	LOC6595122|XP_026850738.1|DPER
OG0004696	LOC118457834|XP_035775604.1|AALB	LOC6587938|XP_002013705.1|DPER
OG0004697	LOC118459497|XP_035778811.1|AALB	LOC6604248|XP_026846745.1|DPER, LOC6604475|XP_026846746.1|DPER
OG0004698	LOC118461657|XP_035783129.1|AALB	LOC6600026|XP_026849211.1|DPER
OG0004699	LOC118458581|XP_035777132.1|AALB	LOC113566459|XP_026847904.1|DPER
OG0004700	LOC118459118|XP_035778079.1|AALB	LOC6594381|XP_026850774.1|DPER
OG0004701	LOC118458105|XP_035776171.1|AALB	LOC6591418|XP_002016944.1|DPER
OG0004702	LOC118457540|XP_035775086.1|AALB	LOC6587338|XP_002013479.1|DPER
OG0004703	LOC118459991|XP_035779780.1|AALB	LOC6595017|XP_002020170.1|DPER
OG0004704	LOC118468643|XP_035795559.1|AALB	LOC6594803|XP_002020218.1|DPER
OG0004705	LOC118460667|XP_035781033.1|AALB	LOC6598787|XP_002023898.1|DPER
OG0004706	LOC118468503|XP_035795230.1|AALB	LOC6599485|XP_002024605.1|DPER
OG0004707	LOC118468889|XP_035796075.1|AALB	LOC113565487|XP_026843446.1|DPER
OG0004708	LOC118458250|XP_035776423.1|AALB	LOC6594161|XP_002019570.1|DPER
OG0004709	LOC118461341|XP_035782444.1|AALB	LOC6587830|XP_026850860.1|DPER
OG0004710	LOC118461338|XP_035782439.1|AALB	LOC6587485|XP_026840308.1|DPER
OG0004711	LOC118460880|XP_035781512.1|AALB	LOC6598656|XP_026840067.1|DPER
OG0004712	LOC118460553|XP_035780841.1|AALB	LOC6587673|XP_002013160.1|DPER
OG0004713	LOC118468560|XP_035795362.1|AALB	LOC6587597|XP_002013432.1|DPER
OG0004714	LOC118468564|XP_035795369.1|AALB	LOC113564958|XP_026840524.1|DPER
OG0004715	LOC118457133|XP_035774340.1|AALB	LOC6598115|XP_002023271.1|DPER
OG0004716	LOC118456576|XP_035773355.1|AALB	LOC6588513|XP_026851088.1|DPER
OG0004717	LOC118457896|XP_035775762.1|AALB	LOC6602852|XP_026845936.1|DPER
OG0004718	LOC118458439|XP_035776793.1|AALB	LOC6589035|XP_002015082.1|DPER
OG0004719	LOC118461560|XP_035782914.1|AALB	LOC6595171|XP_026840217.1|DPER
OG0004720	LOC118459564|XP_035778957.1|AALB	LOC6588492|XP_002013474.1|DPER
OG0004721	LOC118460245|XP_035780298.1|AALB	LOC6588154|XP_026846274.1|DPER
OG0004722	LOC118468596|XP_035795448.1|AALB	LOC6595236|XP_026849720.1|DPER
OG0004723	LOC118469014|XP_035796348.1|AALB	LOC6597337|XP_002022525.1|DPER
OG0004724	LOC118469011|XP_035796338.1|AALB	LOC6588638|XP_002013969.2|DPER
OG0004725	LOC118466700|XP_035792235.1|AALB	LOC6598655|XP_026846580.1|DPER
OG0004726	LOC118456995|XP_035774103.1|AALB	LOC6595125|XP_026847032.1|DPER
OG0004727	LOC118457950|XP_035775861.1|AALB	LOC6595104|XP_026840119.1|DPER
OG0004728	LOC118460237|XP_035780284.1|AALB	LOC6598712|XP_002023891.1|DPER
OG0004729	LOC118458167|XP_035776266.1|AALB	LOC6598440|XP_002023567.1|DPER
OG0004730	LOC118465404|XP_035789516.1|AALB	LOC6593525|XP_002018750.1|DPER
OG0004731	LOC118457819|XP_035775587.1|AALB	LOC6588129|XP_002013370.1|DPER
OG0004732	LOC118461454|XP_035782676.1|AALB	LOC6587271|XP_002012904.1|DPER
OG0004733	LOC118457846|XP_035775626.1|AALB	LOC6588218|XP_002012903.1|DPER
OG0004734	LOC118458865|XP_035777707.1|AALB	LOC6587869|XP_002012811.1|DPER
OG0004735	LOC118461123|XP_035781953.1|AALB	LOC6587377|XP_026850874.1|DPER
OG0004736	LOC118461449|XP_035782663.1|AALB	LOC6587572|XP_026840144.1|DPER
OG0004737	LOC118457460|XP_035774958.1|AALB	LOC6594582|XP_002019287.1|DPER
OG0004738	LOC118468534|XP_035795305.1|AALB	LOC6594586|XP_002019286.2|DPER
OG0004739	LOC118468536|XP_035795310.1|AALB	LOC6587778|XP_002013696.1|DPER
OG0004740	LOC118458464|XP_035776876.1|AALB	LOC6594862|XP_002020070.1|DPER
OG0004741	LOC118457933|XP_035775837.1|AALB	LOC6588426|XP_026840530.1|DPER
OG0004742	LOC118459817|XP_035779460.1|AALB	LOC6602028|XP_026846776.1|DPER
OG0004743	LOC118467437|XP_035793832.1|AALB	LOC6594942|XP_002020311.1|DPER
OG0004744	LOC118469071|XP_035796445.1|AALB	LOC6596612|XP_002021608.2|DPER
OG0004745	LOC118468812|XP_035795920.1|AALB	LOC6591366|XP_026843723.1|DPER
OG0004746	LOC118460873|XP_035781501.1|AALB	LOC6594407|XP_026842633.1|DPER
OG0004747	LOC118460874|XP_035781502.1|AALB	LOC6594408|XP_026842644.1|DPER
OG0004748	LOC118461723|XP_035783277.1|AALB	LOC6594405|XP_026840213.1|DPER
OG0004749	LOC118459488|XP_035778793.1|AALB	LOC6598690|XP_026840220.1|DPER, LOC113565962|XP_026845195.1|DPER
OG0004750	LOC118460423|XP_035780607.1|AALB	LOC6588608|XP_002013217.1|DPER
OG0004751	LOC118460420|XP_035780603.1|AALB	LOC6594816|XP_002020011.2|DPER
OG0004752	LOC118459625|XP_035779095.1|AALB	LOC6588443|XP_002012995.1|DPER
OG0004753	LOC118459621|XP_035779089.1|AALB	LOC6587343|XP_002014024.1|DPER
OG0004754	LOC118459618|XP_035779084.1|AALB	LOC6588485|XP_002012968.1|DPER
OG0004755	LOC118468324|XP_035794961.1|AALB	LOC6594964|XP_002020332.1|DPER
OG0004756	LOC118468320|XP_035794958.1|AALB	LOC6595068|XP_002020333.1|DPER
OG0004758	LOC118457339|XP_035774729.1|AALB	LOC6594085|XP_026850334.1|DPER
OG0004759	LOC118457288|XP_035774641.1|AALB	LOC6587333|XP_026841670.1|DPER
OG0004760	LOC118459619|XP_035779086.1|AALB	LOC6587756|XP_002013675.1|DPER
OG0004761	LOC118461333|XP_035782431.1|AALB	LOC6592092|XP_026843350.1|DPER
OG0004763	LOC118457651|XP_035775285.1|AALB	LOC6588442|XP_002013812.1|DPER
OG0004764	LOC118459957|XP_035779738.1|AALB	LOC6588643|XP_002013618.1|DPER
OG0004765	LOC118459953|XP_035779732.1|AALB	LOC6595275|XP_002020214.2|DPER
OG0004766	LOC118468646|XP_035795563.1|AALB	LOC6595196|XP_002020231.1|DPER
OG0004767	LOC118457954|XP_035775870.1|AALB	LOC6592090|XP_002017534.1|DPER
OG0004768	LOC118457947|XP_035775854.1|AALB	LOC6592088|XP_026850725.1|DPER
OG0004769	LOC118457953|XP_035775869.1|AALB	LOC6588685|XP_002015213.1|DPER
OG0004770	LOC118457959|XP_035775878.1|AALB	LOC6594302|XP_002019800.1|DPER
OG0004771	LOC118457957|XP_035775874.1|AALB	LOC6594796|XP_002020477.2|DPER
OG0004772	LOC118457920|XP_035775814.1|AALB	LOC6587550|XP_002013532.1|DPER
OG0004773	LOC118458170|XP_035776268.1|AALB	LOC6598846|XP_002023964.1|DPER
OG0004774	LOC118459616|XP_035779078.1|AALB	LOC6598849|XP_026848064.1|DPER
OG0004775	LOC118458313|XP_035776548.1|AALB	LOC6588161|XP_002013374.1|DPER, LOC113565370|XP_026842923.1|DPER
OG0004776	LOC118462061|XP_035783942.1|AALB	LOC6590883|XP_002015551.1|DPER
OG0004777	LOC118459590|XP_035779011.1|AALB	LOC6591323|XP_002016796.1|DPER
OG0004778	LOC118460142|XP_035780123.1|AALB	LOC6598024|XP_002023216.1|DPER
OG0004779	LOC118460138|XP_035780117.1|AALB	LOC6587837|XP_026847038.1|DPER
OG0004780	LOC118460143|XP_035780125.1|AALB	LOC6596308|XP_002021478.1|DPER
OG0004782	LOC118461374|XP_035782515.1|AALB	LOC6588401|XP_002013472.1|DPER
OG0004783	LOC118460480|XP_035780714.1|AALB	LOC6597309|XP_026846588.1|DPER
OG0004784	LOC118456618|XP_035773420.1|AALB	LOC6587835|XP_002013312.1|DPER
OG0004785	LOC118458406|XP_035776714.1|AALB	LOC6587240|XP_002013298.1|DPER
OG0004786	LOC118456144|XP_035772551.1|AALB	LOC6587840|XP_002013296.1|DPER
OG0004787	LOC118457487|XP_035775011.1|AALB	LOC6587857|XP_002013294.1|DPER
OG0004788	LOC118459288|XP_035778426.1|AALB	LOC6587738|XP_026839897.1|DPER
OG0004789	LOC118459289|XP_035778427.1|AALB	LOC6587762|XP_002013292.1|DPER
OG0004790	LOC118468835|XP_035795969.1|AALB	LOC6587407|XP_026846518.1|DPER
OG0004791	LOC118459971|XP_035779754.1|AALB	LOC6598666|XP_002023754.1|DPER
OG0004792	LOC118461728|XP_035783308.1|AALB	LOC6588038|XP_002012841.1|DPER
OG0004793	LOC118458971|XP_035777852.1|AALB	LOC6588667|XP_026851118.1|DPER
OG0004794	LOC118457385|XP_035774814.1|AALB	LOC6587995|XP_002013151.1|DPER
OG0004795	LOC118457817|XP_035775583.1|AALB	LOC6587521|XP_002013916.1|DPER
OG0004796	LOC118458837|XP_035777630.1|AALB	LOC6588194|XP_026840321.1|DPER
OG0004797	LOC118458834|XP_035777624.1|AALB	LOC6587660|XP_002012785.2|DPER
OG0004798	LOC118462029|XP_035783895.1|AALB	LOC6587446|XP_002013042.1|DPER
OG0004799	LOC118461479|XP_035782729.1|AALB	LOC6587280|XP_002013659.1|DPER
OG0004800	LOC118458437|XP_035776789.1|AALB	LOC6588185|XP_026843609.1|DPER
OG0004801	LOC118460064|XP_035779953.1|AALB	LOC6594671|XP_026850228.1|DPER
OG0004802	LOC118456303|XP_035772834.1|AALB	LOC6598840|XP_026847919.1|DPER
OG0004803	LOC118459899|XP_035779608.1|AALB	LOC6595258|XP_026840375.1|DPER
OG0004804	LOC118458164|XP_035776259.1|AALB	LOC6592087|XP_002017531.1|DPER
OG0004805	LOC118461345|XP_035782451.1|AALB	LOC6595205|XP_026850482.1|DPER
OG0004806	LOC118468775|XP_035795858.1|AALB	LOC6600774|XP_026845168.1|DPER
OG0004807	LOC118461364|XP_035782498.1|AALB	LOC6591420|XP_002016777.2|DPER
OG0004808	LOC118460733|XP_035781184.1|AALB	LOC6598643|XP_002023824.1|DPER
OG0004809	LOC118461626|XP_035783068.1|AALB	LOC6588028|XP_002013699.1|DPER
OG0004810	LOC118461625|XP_035783067.1|AALB	LOC6598852|XP_002023970.2|DPER
OG0004811	LOC118460421|XP_035780604.1|AALB	LOC6601922|XP_026848540.1|DPER
OG0004812	LOC118457120|XP_035774319.1|AALB	LOC6595143|XP_026847762.1|DPER
OG0004813	LOC118458098|XP_035776161.1|AALB	LOC6587613|XP_002013550.1|DPER
OG0004814	LOC118458288|XP_035776504.1|AALB	LOC6588124|XP_002013761.1|DPER
OG0004815	LOC118461002|XP_035781721.1|AALB	LOC6603082|XP_026847113.1|DPER
OG0004816	LOC118458919|XP_035777779.1|AALB	LOC6597261|XP_002022455.1|DPER
OG0004817	LOC118457333|XP_035774720.1|AALB	LOC6597262|XP_002022456.1|DPER
OG0004818	LOC118463260|XP_035785623.1|AALB	LOC6588094|XP_002013393.1|DPER
OG0004819	LOC118463253|XP_035785616.1|AALB	LOC6595086|XP_002020148.1|DPER
OG0004820	LOC118463252|XP_035785615.1|AALB	LOC6598640|XP_002023821.1|DPER
OG0004821	LOC118462567|XP_035784258.1|AALB	LOC6594794|XP_026848368.1|DPER
OG0004822	LOC118462571|XP_035784266.1|AALB	LOC6587467|XP_026843220.1|DPER
OG0004823	LOC118464105|XP_035787083.1|AALB	LOC6587175|XP_026840455.1|DPER
OG0004824	LOC118461940|XP_035783715.1|AALB	LOC6587410|XP_002014013.1|DPER
OG0004825	LOC118464523|XP_035787853.1|AALB	LOC6602025|XP_026846763.1|DPER
OG0004826	LOC118465924|XP_035790516.1|AALB	LOC6587592|XP_002013263.2|DPER
OG0004827	LOC118465925|XP_035790517.1|AALB	LOC6594584|XP_026850831.1|DPER
OG0004828	LOC118465926|XP_035790519.1|AALB	LOC6587864|XP_002013688.1|DPER
OG0004829	LOC118460916|XP_035781562.1|AALB	LOC6588173|XP_002013438.1|DPER
OG0004830	LOC118457016|XP_035774139.1|AALB	LOC6598719|XP_026840122.1|DPER
OG0004831	LOC118456848|XP_035773837.1|AALB	LOC6601471|XP_002026438.2|DPER
OG0004832	LOC118458545|XP_035777073.1|AALB	LOC6594952|XP_002020320.1|DPER
OG0004833	LOC118460554|XP_035780842.1|AALB	LOC6592060|XP_002017447.1|DPER
OG0004834	LOC118461654|XP_035783125.1|AALB	LOC6595087|XP_002020149.1|DPER
OG0004835	LOC118460452|XP_035780663.1|AALB	LOC6595090|XP_002020152.1|DPER
OG0004836	LOC118456263|XP_035772757.1|AALB	LOC6587831|XP_002014096.1|DPER
OG0004837	LOC118466978|XP_035792785.1|AALB	LOC6601829|XP_026849336.1|DPER
OG0004838	LOC118457550|XP_035775110.1|AALB	LOC6591613|XP_026851141.1|DPER
OG0004839	LOC118457546|XP_035775101.1|AALB	LOC6591447|XP_026840100.1|DPER
OG0004840	LOC118463418|XP_035785865.1|AALB	LOC6591654|XP_002016849.1|DPER
OG0004841	LOC118456585|XP_035773375.1|AALB	LOC6593698|XP_002018845.1|DPER
OG0004842	LOC118459381|XP_035778575.1|AALB	LOC6594981|XP_002020272.1|DPER
OG0004843	LOC118458790|XP_035777524.1|AALB	LOC6588381|XP_002013819.1|DPER
OG0004844	LOC118459556|XP_035778941.1|AALB	LOC6602255|XP_002027285.1|DPER
OG0004845	LOC118459553|XP_035778927.1|AALB	LOC6591812|XP_002017233.1|DPER
OG0004846	LOC118468549|XP_035795337.1|AALB	LOC6589061|XP_026844046.1|DPER
OG0004847	LOC118456715|XP_035773644.1|AALB	LOC6589060|XP_002014548.2|DPER
OG0004848	LOC118457955|XP_035775872.1|AALB	LOC6587301|XP_002014188.1|DPER
OG0004850	LOC118460356|XP_035780491.1|AALB	LOC6591505|XP_002016955.1|DPER
OG0004851	LOC118461212|XP_035782166.1|AALB	LOC6591508|XP_002016958.1|DPER
OG0004852	LOC118458280|XP_035776496.1|AALB	LOC6591445|XP_002016968.1|DPER
OG0004853	LOC118466452|XP_035791684.1|AALB	LOC6590558|XP_002015945.1|DPER
OG0004854	LOC118463320|XP_035785699.1|AALB	LOC6596127|XP_002021091.1|DPER
OG0004855	LOC118463322|XP_035785706.1|AALB	LOC6598910|XP_026847829.1|DPER
OG0004856	LOC118466455|XP_035791688.1|AALB	LOC6599863|XP_026847298.1|DPER
OG0004857	LOC118464546|XP_035787877.1|AALB	LOC6595872|XP_026845618.1|DPER
OG0004858	LOC118464450|XP_035787726.1|AALB	LOC6599842|XP_026847326.1|DPER
OG0004859	LOC118465591|XP_035789850.1|AALB	LOC6599844|XP_002024993.1|DPER
OG0004860	LOC118466396|XP_035791541.1|AALB	LOC6599625|XP_026849540.1|DPER
OG0004861	LOC118466393|XP_035791529.1|AALB	LOC6602773|XP_026847946.1|DPER
OG0004862	LOC118466084|XP_035790871.1|AALB	LOC6602815|XP_026847804.1|DPER
OG0004863	LOC118463782|XP_035786500.1|AALB	LOC6602833|XP_002027804.2|DPER
OG0004864	LOC118463789|XP_035786515.1|AALB	LOC113566444|XP_026847794.1|DPER
OG0004865	LOC118463788|XP_035786513.1|AALB	LOC6594825|XP_002020020.1|DPER
OG0004866	LOC118465299|XP_035789275.1|AALB	LOC6596114|XP_002021267.1|DPER
OG0004867	LOC118464911|XP_035788570.1|AALB	LOC6600925|XP_026841082.1|DPER
OG0004868	LOC118464914|XP_035788576.1|AALB	LOC6592909|XP_002018577.1|DPER
OG0004869	LOC118463318|XP_035785697.1|AALB	LOC6591119|XP_002015500.1|DPER
OG0004870	LOC118463328|XP_035785718.1|AALB	LOC6590302|XP_002015506.1|DPER
OG0004871	LOC118465099|XP_035788924.1|AALB	LOC6600848|XP_002025985.1|DPER
OG0004872	LOC118466121|XP_035790960.1|AALB	LOC6591158|XP_002015684.1|DPER
OG0004873	LOC118464320|XP_035787511.1|AALB	LOC6588751|XP_002014838.1|DPER
OG0004874	LOC118463778|XP_035786485.1|AALB	LOC6591329|XP_026851010.1|DPER
OG0004875	LOC118456349|XP_035772905.1|AALB, LOC118466681|XP_035792193.1|AALB	LOC6603100|XP_026847068.1|DPER
