Orthogroup	AALB.longest_only	DSUZ.longest_only
OG0003513	LOC118460728|XP_035781175.1|AALB	LOC108014866|XP_016936571.2|DSUZ
OG0003514	LOC118459156|XP_035778136.1|AALB	LOC108010920|XP_016931409.2|DSUZ
OG0003515	LOC118456582|XP_035773366.1|AALB	LOC108008327|XP_016927641.1|DSUZ
OG0003516	LOC118456873|XP_035773870.1|AALB	LOC108014231|XP_036674135.1|DSUZ, LOC108014905|XP_036672551.1|DSUZ
OG0003517	LOC118459441|XP_035778690.1|AALB	LOC108015659|XP_036673774.1|DSUZ
OG0003518	LOC118460764|XP_035781253.1|AALB	LOC108014239|XP_016935763.2|DSUZ
OG0003519	LOC118462944|XP_035784975.1|AALB	LOC108013350|XP_016934651.1|DSUZ
OG0003520	LOC118466114|XP_035790942.1|AALB	LOC108013332|XP_016934621.1|DSUZ
OG0003521	LOC118465310|XP_035789314.1|AALB	LOC108013347|XP_016934647.2|DSUZ, LOC108019456|XP_016942773.2|DSUZ
OG0003522	LOC118464791|XP_035788315.1|AALB	LOC108008472|XP_016927817.1|DSUZ
OG0003523	LOC118464789|XP_035788313.1|AALB	LOC108021675|XP_016945983.1|DSUZ
OG0003524	LOC118464635|XP_035787974.1|AALB	LOC108016733|XP_016938953.1|DSUZ
OG0003525	LOC118466449|XP_035791681.1|AALB	LOC108009091|XP_016928637.1|DSUZ
OG0003526	LOC118466454|XP_035791687.1|AALB	LOC108012045|XP_016932813.2|DSUZ
OG0003527	LOC118463438|XP_035785899.1|AALB	LOC108018008|XP_016940852.1|DSUZ
OG0003529	LOC118464475|XP_035787779.1|AALB	LOC108021398|XP_016945587.1|DSUZ
OG0003530	LOC118464477|XP_035787781.1|AALB	LOC108006835|XP_016925872.1|DSUZ
OG0003531	LOC118464845|XP_035788433.1|AALB	LOC108012038|XP_016932807.1|DSUZ, LOC108006778|XP_016925818.2|DSUZ
OG0003532	LOC118463314|XP_035785692.1|AALB	LOC108013315|XP_016934597.1|DSUZ
OG0003533	LOC118466395|XP_035791540.1|AALB	LOC108012450|XP_016933308.1|DSUZ
OG0003534	LOC118463520|XP_035786018.1|AALB	LOC108013217|XP_016934432.1|DSUZ
OG0003535	LOC118463217|XP_035785553.1|AALB, LOC118463216|XP_035785552.1|AALB	LOC108013101|XP_016934236.1|DSUZ
OG0003536	LOC118464918|XP_035788583.1|AALB	LOC108018157|XP_016941113.1|DSUZ
OG0003537	LOC118465418|XP_035789539.1|AALB	LOC108008566|XP_016927925.1|DSUZ
OG0003538	LOC118464319|XP_035787510.1|AALB	LOC108019876|XP_016943435.1|DSUZ
OG0003539	LOC118463775|XP_035786481.1|AALB	LOC108018063|XP_016940948.1|DSUZ
OG0003540	LOC118466687|XP_035792208.1|AALB	LOC108013474|XP_016934845.1|DSUZ
OG0003541	LOC118466578|XP_035792015.1|AALB	LOC108015761|XP_016937789.1|DSUZ
OG0003542	LOC118466580|XP_035792027.1|AALB	LOC108019748|XP_016943176.1|DSUZ
OG0003543	LOC118462958|XP_035785005.1|AALB	LOC108015249|XP_016937090.1|DSUZ
OG0003544	LOC118463154|XP_035785429.1|AALB	LOC108005772|XP_016924589.1|DSUZ
OG0003545	LOC118465948|XP_035790568.1|AALB	LOC108007450|XP_016926604.2|DSUZ
OG0003546	LOC118462981|XP_035785070.1|AALB	LOC108014034|XP_016935539.2|DSUZ
OG0003547	LOC118465103|XP_035788931.1|AALB	LOC108009582|XP_016929538.1|DSUZ
OG0003548	LOC118465100|XP_035788925.1|AALB	LOC108009813|XP_016929979.1|DSUZ
OG0003549	LOC118465106|XP_035788942.1|AALB	LOC108009968|XP_016930219.1|DSUZ
OG0003550	LOC118465313|XP_035789322.1|AALB	LOC108009319|XP_016929076.1|DSUZ
OG0003551	LOC118465305|XP_035789298.1|AALB	LOC108009738|XP_016929810.1|DSUZ
OG0003552	LOC118463457|XP_035785938.1|AALB	LOC108009306|XP_016929046.1|DSUZ
OG0003553	LOC118463455|XP_035785935.1|AALB	LOC108009803|XP_016929964.1|DSUZ
OG0003554	LOC118464649|XP_035788007.1|AALB	LOC108005639|XP_016924442.2|DSUZ
OG0003555	LOC118464658|XP_035788050.1|AALB	LOC108007133|XP_036671213.1|DSUZ
OG0003556	LOC118467651|XP_035794280.1|AALB	LOC108013110|XP_036670646.1|DSUZ
OG0003557	LOC118467653|XP_035794286.1|AALB	LOC108013517|XP_016934901.1|DSUZ
OG0003558	LOC118462587|XP_035784287.1|AALB	LOC108007109|XP_036670533.1|DSUZ
OG0003559	LOC118466359|XP_035791415.1|AALB	LOC108013241|XP_036670649.1|DSUZ
OG0003560	LOC118465311|XP_035789320.1|AALB	LOC108005774|XP_016924591.1|DSUZ
OG0003561	LOC118464912|XP_035788571.1|AALB	LOC108009998|XP_016930273.1|DSUZ
OG0003562	LOC118463139|XP_035785392.1|AALB	LOC108010002|XP_016930279.1|DSUZ
OG0003563	LOC118466304|XP_035791303.1|AALB	LOC108014143|XP_016935663.1|DSUZ
OG0003564	LOC118466296|XP_035791279.1|AALB	LOC108005896|XP_016924779.1|DSUZ
OG0003565	LOC118466783|XP_035792412.1|AALB	LOC108007117|XP_016926209.1|DSUZ
OG0003566	LOC118462680|XP_035784480.1|AALB	LOC108010559|XP_036674238.1|DSUZ
OG0003567	LOC118462906|XP_035784897.1|AALB	LOC108009781|XP_016929909.1|DSUZ
OG0003568	LOC118464251|XP_035787347.1|AALB	LOC108009396|XP_016929197.1|DSUZ
OG0003569	LOC118467735|XP_035794435.1|AALB	LOC108013342|XP_016934637.2|DSUZ
OG0003570	LOC118467734|XP_035794432.1|AALB	LOC108018059|XP_016940940.1|DSUZ
OG0003571	LOC118464989|XP_035788720.1|AALB	LOC108020187|XP_036672087.1|DSUZ
OG0003572	LOC118463803|XP_035786563.1|AALB	LOC108010036|XP_016930331.1|DSUZ
OG0003573	LOC118467326|XP_035793556.1|AALB	LOC108017792|XP_016940425.1|DSUZ
OG0003574	LOC118462809|XP_035784714.1|AALB	LOC108014466|XP_016936078.1|DSUZ
OG0003575	LOC118464381|XP_035787617.1|AALB	LOC108014659|XP_016936310.2|DSUZ
OG0003576	LOC118462577|XP_035784275.1|AALB	LOC108013505|XP_016934881.1|DSUZ
OG0003577	LOC118466728|XP_035792293.1|AALB	LOC108011450|XP_016932083.1|DSUZ
OG0003578	LOC118467762|XP_035794483.1|AALB	LOC108005871|XP_016924737.1|DSUZ
OG0003579	LOC118467761|XP_035794482.1|AALB	LOC108009368|XP_016929161.1|DSUZ
OG0003580	LOC118467411|XP_035793786.1|AALB	LOC108009850|XP_016930036.1|DSUZ
OG0003581	LOC118463489|XP_035785972.1|AALB, LOC118463498|XP_035785988.1|AALB	LOC108013039|XP_036670250.1|DSUZ
OG0003582	LOC118466779|XP_035792398.1|AALB	LOC108013410|XP_016934757.1|DSUZ
OG0003583	LOC118465303|XP_035789295.1|AALB	LOC108009949|XP_016930185.1|DSUZ
OG0003584	LOC118463155|XP_035785431.1|AALB	LOC108009742|XP_016929818.1|DSUZ
OG0003585	LOC118465320|XP_035789339.1|AALB	LOC108019386|XP_036672191.1|DSUZ
OG0003586	LOC118462986|XP_035785088.1|AALB	LOC108020341|XP_016943984.1|DSUZ
OG0003587	LOC118467109|XP_035793062.1|AALB	LOC108007053|XP_016926152.1|DSUZ
OG0003588	LOC118462694|XP_035784512.1|AALB	LOC108014882|XP_036672671.1|DSUZ
OG0003590	LOC118465338|XP_035789381.1|AALB	LOC108012875|XP_016933852.1|DSUZ
OG0003591	LOC118465339|XP_035789382.1|AALB	LOC108013322|XP_016934607.1|DSUZ
OG0003592	LOC118465343|XP_035789393.1|AALB	LOC108011739|XP_036670951.1|DSUZ
OG0003593	LOC118462954|XP_035784992.1|AALB	LOC108006852|XP_036671122.1|DSUZ
OG0003594	LOC118464598|XP_035787935.1|AALB	LOC108005782|XP_016924600.1|DSUZ
OG0003595	LOC118467808|XP_035794578.1|AALB	LOC108017773|XP_016940382.1|DSUZ
OG0003596	LOC118462707|XP_035784540.1|AALB	LOC108017997|XP_016940834.1|DSUZ
OG0003597	LOC118462703|XP_035784534.1|AALB	LOC108018156|XP_016941112.1|DSUZ
OG0003598	LOC118465770|XP_035790179.1|AALB	LOC108020203|XP_016943801.1|DSUZ
OG0003599	LOC118457857|XP_035775643.1|AALB	LOC108017694|XP_016940295.1|DSUZ
OG0003600	LOC118465904|XP_035790451.1|AALB	LOC108012342|XP_016933159.1|DSUZ
OG0003601	LOC118463883|XP_035786698.1|AALB	LOC108010276|XP_016930628.1|DSUZ
OG0003602	LOC118463249|XP_035785611.1|AALB	LOC108009660|XP_016929671.1|DSUZ
OG0003603	LOC118463770|XP_035786478.1|AALB	LOC108012714|XP_016933631.1|DSUZ
OG0003604	LOC118464675|XP_035788086.1|AALB	LOC108021227|XP_016945317.1|DSUZ
OG0003605	LOC118460666|XP_035781032.1|AALB	LOC108014249|XP_016935775.2|DSUZ
OG0003606	LOC118463028|XP_035785163.1|AALB	LOC108009492|XP_016929373.1|DSUZ
OG0003607	LOC118463025|XP_035785160.1|AALB	LOC108010144|XP_016930467.1|DSUZ
OG0003608	LOC118463040|XP_035785177.1|AALB	LOC108012470|XP_016933351.1|DSUZ
OG0003609	LOC118467482|XP_035793917.1|AALB	LOC108010049|XP_016930348.1|DSUZ
OG0003610	LOC118463293|XP_035785669.1|AALB	LOC108018641|XP_016941701.2|DSUZ
OG0003611	LOC118467170|XP_035793229.1|AALB	LOC108012996|XP_016934058.1|DSUZ
OG0003612	LOC118465388|XP_035789477.1|AALB	LOC108008558|XP_016927918.1|DSUZ
OG0003613	LOC118464448|XP_035787723.1|AALB, LOC118462710|XP_035784542.1|AALB	LOC108017923|XP_016940586.1|DSUZ
OG0003614	LOC118462712|XP_035784543.1|AALB, LOC118464449|XP_035787724.1|AALB	LOC108017924|XP_016940587.1|DSUZ
OG0003615	LOC118465526|XP_035789743.1|AALB	LOC108009031|XP_016928492.1|DSUZ, LOC118876983|XP_036669624.1|DSUZ
OG0003616	LOC118466679|XP_035792192.1|AALB	LOC108008395|XP_016927728.1|DSUZ
OG0003617	LOC118467348|XP_035793623.1|AALB	LOC108009348|XP_016929128.1|DSUZ
OG0003618	LOC118467341|XP_035793612.1|AALB	LOC108009347|XP_016929126.1|DSUZ
OG0003619	LOC118464469|XP_035787771.1|AALB	LOC108017771|XP_016940380.1|DSUZ
OG0003620	LOC118464471|XP_035787773.1|AALB	LOC108010112|XP_016930422.1|DSUZ
OG0003621	LOC118466430|XP_035791619.1|AALB	LOC108012953|XP_016933984.1|DSUZ
OG0003622	LOC118466427|XP_035791603.1|AALB	LOC108012952|XP_016933978.2|DSUZ
OG0003623	LOC118464106|XP_035787085.1|AALB	LOC108019740|XP_016943162.1|DSUZ
OG0003624	LOC118467085|XP_035793018.1|AALB	LOC108009453|XP_016929310.1|DSUZ
OG0003625	LOC118462921|XP_035784921.1|AALB	LOC108018122|XP_016941050.1|DSUZ
OG0003626	LOC118464468|XP_035787770.1|AALB	LOC108018200|XP_016941205.1|DSUZ
OG0003627	LOC118464466|XP_035787767.1|AALB	LOC108019883|XP_016943445.1|DSUZ
OG0003628	LOC118467591|XP_035794150.1|AALB	LOC108009908|XP_016930121.1|DSUZ
OG0003629	LOC118465427|XP_035789549.1|AALB	LOC108008670|XP_016928053.1|DSUZ
OG0003630	LOC118465596|XP_035789857.1|AALB	LOC108008383|XP_016927715.1|DSUZ
OG0003631	LOC118464826|XP_035788395.1|AALB	LOC108010676|XP_016931069.2|DSUZ
OG0003632	LOC118463981|XP_035786886.1|AALB, LOC118463950|XP_035786820.1|AALB, LOC118465543|XP_035789763.1|AALB	LOC108012782|XP_016933705.1|DSUZ
OG0003633	LOC118463061|XP_035785209.1|AALB	LOC108019818|XP_016943321.1|DSUZ
OG0003634	LOC118463068|XP_035785220.1|AALB	LOC108012364|XP_016933208.1|DSUZ
OG0003635	LOC118464836|XP_035788407.1|AALB	LOC108010950|XP_036671348.1|DSUZ
OG0003636	LOC118463062|XP_035785210.1|AALB	LOC108009855|XP_016930042.1|DSUZ
OG0003637	LOC118464763|XP_035788275.1|AALB	LOC108019793|XP_016943281.1|DSUZ
OG0003638	LOC118467152|XP_035793184.1|AALB	LOC108005844|XP_016924681.2|DSUZ
OG0003639	LOC118467156|XP_035793193.1|AALB	LOC108009116|XP_016928681.1|DSUZ
OG0003640	LOC118462649|XP_035784391.1|AALB	LOC108018099|XP_016941001.1|DSUZ
OG0003641	LOC118466290|XP_035791269.1|AALB	LOC108008725|XP_016928113.1|DSUZ
OG0003642	LOC118466291|XP_035791271.1|AALB	LOC108019905|XP_036670212.1|DSUZ
OG0003643	LOC118466293|XP_035791273.1|AALB	LOC108008707|XP_016928092.1|DSUZ
OG0003644	LOC118466150|XP_035791013.1|AALB	LOC108009876|XP_016930069.1|DSUZ
OG0003645	LOC118466406|XP_035791567.1|AALB	LOC108012507|XP_016933406.1|DSUZ
OG0003646	LOC118466403|XP_035791564.1|AALB	LOC108012402|XP_016933251.1|DSUZ
OG0003647	LOC118466415|XP_035791583.1|AALB	LOC108013556|XP_016934958.1|DSUZ
OG0003648	LOC118463547|XP_035786062.1|AALB, LOC118463548|XP_035786063.1|AALB	LOC108020960|XP_016944895.1|DSUZ
OG0003649	LOC118467093|XP_035793031.1|AALB	LOC108006625|XP_016925639.2|DSUZ
OG0003650	LOC118467084|XP_035793017.1|AALB	LOC108018910|XP_016941991.1|DSUZ
OG0003651	LOC118465000|XP_035788740.1|AALB	LOC108019311|XP_016942621.2|DSUZ
OG0003652	LOC118464213|XP_035787277.1|AALB	LOC108007280|XP_016926408.1|DSUZ
OG0003653	LOC118466938|XP_035792727.1|AALB	LOC108005907|XP_016924802.1|DSUZ
OG0003654	LOC118467201|XP_035793308.1|AALB	LOC108006871|XP_016925932.1|DSUZ
OG0003655	LOC118467200|XP_035793307.1|AALB	LOC108021063|XP_016945061.1|DSUZ
OG0003656	LOC118467196|XP_035793302.1|AALB	LOC108016225|XP_036670854.1|DSUZ
OG0003657	LOC118467706|XP_035794383.1|AALB	LOC108012655|XP_016933571.1|DSUZ
OG0003658	LOC118465603|XP_035789871.1|AALB	LOC108017474|XP_016940007.2|DSUZ
OG0003659	LOC118464833|XP_035788402.1|AALB	LOC108005536|XP_036671349.1|DSUZ
OG0003660	LOC118466261|XP_035791209.1|AALB	LOC108012923|XP_016933937.1|DSUZ
OG0003661	LOC118463077|XP_035785231.1|AALB	LOC108013252|XP_016934492.1|DSUZ
OG0003662	LOC118464773|XP_035788295.1|AALB	LOC108013100|XP_016934235.1|DSUZ
OG0003663	LOC118467758|XP_035794479.1|AALB	LOC108011412|XP_036671771.1|DSUZ
OG0003664	LOC118467753|XP_035794467.1|AALB	LOC108011413|XP_036670959.1|DSUZ
OG0003665	LOC118464272|XP_035787427.1|AALB	LOC108008530|XP_016927890.1|DSUZ
OG0003666	LOC118466836|XP_035792537.1|AALB	LOC108018192|XP_016941191.1|DSUZ
OG0003667	LOC118466732|XP_035792308.1|AALB	LOC108007154|XP_016926246.2|DSUZ
OG0003668	LOC118463986|XP_035786900.1|AALB	LOC108019397|XP_036677780.1|DSUZ
OG0003669	LOC118464145|XP_035787143.1|AALB	LOC108008606|XP_016927974.1|DSUZ
OG0003670	LOC118464143|XP_035787141.1|AALB	LOC108008605|XP_016927973.1|DSUZ
OG0003671	LOC118463962|XP_035786840.1|AALB	LOC108009461|XP_016929320.1|DSUZ
OG0003672	LOC118466816|XP_035792498.1|AALB	LOC108007902|XP_016927159.1|DSUZ
OG0003673	LOC118466308|XP_035791312.1|AALB	LOC108009783|XP_016929910.1|DSUZ
OG0003674	LOC118467187|XP_035793282.1|AALB	LOC108009202|XP_016928849.1|DSUZ
OG0003675	LOC118467189|XP_035793289.1|AALB	LOC108019722|XP_016943126.1|DSUZ
OG0003676	LOC118467181|XP_035793257.1|AALB	LOC108019720|XP_016943121.1|DSUZ
OG0003677	LOC118466130|XP_035790973.1|AALB	LOC108017580|XP_036671621.1|DSUZ
OG0003678	LOC118467642|XP_035794261.1|AALB	LOC108011857|XP_036670745.1|DSUZ
OG0003679	LOC118464681|XP_035788097.1|AALB	LOC108011834|XP_016932561.1|DSUZ
OG0003680	LOC118464254|XP_035787383.1|AALB	LOC108008316|XP_016927623.1|DSUZ
OG0003681	LOC118467352|XP_035793628.1|AALB	LOC108018214|XP_016941221.1|DSUZ
OG0003682	LOC118467748|XP_035794451.1|AALB	LOC108018397|XP_016941441.2|DSUZ
OG0003683	LOC118464407|XP_035787655.1|AALB	LOC108009051|XP_016928544.1|DSUZ
OG0003684	LOC118467083|XP_035793015.1|AALB	LOC108012382|XP_016933227.1|DSUZ
OG0003685	LOC118466185|XP_035791075.1|AALB	LOC108013548|XP_036671523.1|DSUZ
OG0003686	LOC118466184|XP_035791071.1|AALB	LOC108009392|XP_016929192.1|DSUZ
OG0003687	LOC118467335|XP_035793584.1|AALB	LOC108009503|XP_016929392.1|DSUZ
OG0003688	LOC118467336|XP_035793586.1|AALB	LOC108010059|XP_016930361.1|DSUZ
OG0003689	LOC118467004|XP_035792839.1|AALB	LOC108007711|XP_016926948.1|DSUZ
OG0003690	LOC118467003|XP_035792836.1|AALB	LOC108017650|XP_016940249.2|DSUZ
OG0003691	LOC118465187|XP_035789049.1|AALB	LOC108018791|XP_036671093.1|DSUZ
OG0003692	LOC118465047|XP_035788823.1|AALB	LOC108018209|XP_016941215.1|DSUZ
OG0003693	LOC118463611|XP_035786184.1|AALB	LOC108012926|XP_016933950.1|DSUZ
OG0003694	LOC118467900|XP_035794713.1|AALB	LOC108011309|XP_016931903.1|DSUZ
OG0003695	LOC118463425|XP_035785881.1|AALB	LOC108013492|XP_016934863.1|DSUZ
OG0003696	LOC118462943|XP_035784974.1|AALB	LOC108008817|XP_016928212.1|DSUZ
OG0003697	LOC118466958|XP_035792753.1|AALB	LOC108009278|XP_016928986.1|DSUZ
OG0003698	LOC118463273|XP_035785642.1|AALB	LOC108012446|XP_016933305.1|DSUZ
OG0003699	LOC118466488|XP_035791781.1|AALB	LOC108009628|XP_036668921.1|DSUZ
OG0003700	LOC118462605|XP_035784328.1|AALB	LOC108009726|XP_016929797.1|DSUZ
OG0003701	LOC118466967|XP_035792772.1|AALB	LOC108011933|XP_016932670.1|DSUZ
OG0003702	LOC118466964|XP_035792768.1|AALB	LOC108012464|XP_016933343.1|DSUZ
OG0003703	LOC118463669|XP_035786319.1|AALB	LOC108007157|XP_016926259.1|DSUZ
OG0003704	LOC118463667|XP_035786317.1|AALB	LOC108012555|XP_016933457.1|DSUZ
OG0003705	LOC118467369|XP_035793670.1|AALB	LOC108019808|XP_036669993.1|DSUZ
OG0003706	LOC118463403|XP_035785844.1|AALB	LOC108011453|XP_016932086.2|DSUZ
OG0003707	LOC118462487|XP_035784087.1|AALB	LOC108013346|XP_016934642.1|DSUZ
OG0003708	LOC118467266|XP_035793441.1|AALB	LOC108014683|XP_036670639.1|DSUZ
OG0003709	LOC118464636|XP_035787975.1|AALB	LOC108017806|XP_016940442.1|DSUZ
OG0003710	LOC118462640|XP_035784380.1|AALB	LOC108018207|XP_016941213.1|DSUZ
OG0003711	LOC118463308|XP_035785686.1|AALB	LOC108010658|XP_036671709.1|DSUZ
OG0003712	LOC118464427|XP_035787683.1|AALB	LOC108010114|XP_016930427.1|DSUZ
OG0003713	LOC118463939|XP_035786800.1|AALB	LOC108010122|XP_016930437.1|DSUZ
OG0003714	LOC118463938|XP_035786799.1|AALB	LOC108010121|XP_016930436.1|DSUZ
OG0003715	LOC118464577|XP_035787913.1|AALB	LOC108012733|XP_016933654.1|DSUZ
OG0003716	LOC118467772|XP_035794494.1|AALB	LOC108011258|XP_036671168.1|DSUZ
OG0003717	LOC118466725|XP_035792289.1|AALB	LOC118877407|XP_036671995.1|DSUZ
OG0003718	LOC118466423|XP_035791596.1|AALB	LOC108013188|XP_016934378.1|DSUZ
OG0003719	LOC118463130|XP_035785380.1|AALB	LOC108013525|XP_016934910.1|DSUZ
OG0003720	LOC118465613|XP_035789883.1|AALB	LOC108015387|XP_016937294.1|DSUZ
OG0003721	LOC118465616|XP_035789890.1|AALB	LOC108010274|XP_016930624.1|DSUZ
OG0003722	LOC118464082|XP_035787032.1|AALB	LOC108006809|XP_036672336.1|DSUZ
OG0003723	LOC118464092|XP_035787050.1|AALB	LOC108013159|XP_016934343.1|DSUZ
OG0003724	LOC118467599|XP_035794178.1|AALB	LOC108011421|XP_016932034.1|DSUZ
OG0003725	LOC118466222|XP_035791146.1|AALB	LOC108011751|XP_036671263.1|DSUZ
OG0003726	LOC118466220|XP_035791140.1|AALB	LOC108013352|XP_016934658.1|DSUZ
OG0003728	LOC118464313|XP_035787502.1|AALB	LOC108014807|XP_016936490.2|DSUZ
OG0003729	LOC118464982|XP_035788707.1|AALB, LOC118464305|XP_035787486.1|AALB	LOC108012870|XP_036670257.1|DSUZ
OG0003730	LOC118467261|XP_035793437.1|AALB	LOC108012320|XP_036672116.1|DSUZ
OG0003731	LOC118467074|XP_035793002.1|AALB	LOC108020063|XP_016943651.1|DSUZ
OG0003732	LOC118467901|XP_035794718.1|AALB	LOC108014089|XP_016935597.2|DSUZ
OG0003733	LOC118467898|XP_035794709.1|AALB	LOC108013331|XP_016934619.1|DSUZ
OG0003734	LOC118466443|XP_035791645.1|AALB	LOC108013153|XP_016934332.2|DSUZ
OG0003735	LOC118465755|XP_035790151.1|AALB	LOC108010094|XP_016930402.1|DSUZ
OG0003736	LOC118465769|XP_035790177.1|AALB	LOC108018170|XP_016941155.1|DSUZ
OG0003737	LOC118465760|XP_035790157.1|AALB	LOC108008456|XP_016927799.1|DSUZ
OG0003739	LOC118463094|XP_035785269.1|AALB	LOC108018127|XP_016941057.1|DSUZ
OG0003740	LOC118463095|XP_035785271.1|AALB	LOC108017778|XP_016940391.1|DSUZ
OG0003741	LOC118463097|XP_035785276.1|AALB	LOC108012505|XP_016933403.1|DSUZ
OG0003742	LOC118464124|XP_035787110.1|AALB	LOC108020742|XP_016944606.1|DSUZ
OG0003743	LOC118467680|XP_035794344.1|AALB	LOC108019783|XP_016943264.2|DSUZ
OG0003744	LOC118467682|XP_035794346.1|AALB	LOC108017801|XP_016940436.1|DSUZ
OG0003745	LOC118467684|XP_035794348.1|AALB	LOC108009760|XP_016929873.1|DSUZ
OG0003746	LOC118466242|XP_035791185.1|AALB	LOC108009381|XP_016929177.1|DSUZ
OG0003747	LOC118466247|XP_035791192.1|AALB	LOC108012284|XP_036671324.1|DSUZ
OG0003748	LOC118466244|XP_035791187.1|AALB	LOC108012572|XP_016933476.1|DSUZ
OG0003749	LOC118466246|XP_035791191.1|AALB	LOC108013465|XP_016934830.1|DSUZ
OG0003750	LOC118466250|XP_035791195.1|AALB	LOC108013359|XP_016934667.1|DSUZ
OG0003751	LOC118466283|XP_035791256.1|AALB	LOC108012913|XP_036671833.1|DSUZ
OG0003752	LOC118465649|XP_035789955.1|AALB	LOC108006823|XP_036671014.1|DSUZ
OG0003753	LOC118465654|XP_035789962.1|AALB	LOC108013468|XP_016934835.1|DSUZ
OG0003754	LOC118465648|XP_035789954.1|AALB	LOC108013212|XP_036672392.1|DSUZ
OG0003755	LOC118463860|XP_035786662.1|AALB	LOC108006879|XP_016925951.1|DSUZ
OG0003756	LOC118466940|XP_035792732.1|AALB	LOC108005720|XP_016924537.1|DSUZ
OG0003757	LOC118466138|XP_035790982.1|AALB	LOC108009472|XP_016929340.1|DSUZ
OG0003758	LOC118467355|XP_035793641.1|AALB	LOC108019803|XP_016943296.1|DSUZ
OG0003759	LOC118466073|XP_035790830.1|AALB	LOC108012828|XP_016933768.1|DSUZ
OG0003760	LOC118466075|XP_035790843.1|AALB	LOC108009640|XP_016929626.1|DSUZ
OG0003761	LOC118467078|XP_035793008.1|AALB	LOC108013309|XP_016934587.1|DSUZ
OG0003762	LOC118464601|XP_035787938.1|AALB, LOC118464617|XP_035787955.1|AALB	LOC108013310|XP_016934588.1|DSUZ
OG0003763	LOC118464295|XP_035787470.1|AALB	LOC108013595|XP_016935016.1|DSUZ
OG0003764	LOC118466354|XP_035791382.1|AALB	LOC108013574|XP_016934988.1|DSUZ
OG0003765	LOC118466754|XP_035792347.1|AALB	LOC108021003|XP_016944960.1|DSUZ
OG0003766	LOC118466752|XP_035792342.1|AALB	LOC108016879|XP_016939260.1|DSUZ
OG0003767	LOC118466357|XP_035791408.1|AALB	LOC108018065|XP_016940951.1|DSUZ
OG0003768	LOC118463951|XP_035786822.1|AALB	LOC108008927|XP_016928326.1|DSUZ
OG0003769	LOC118463633|XP_035786246.1|AALB	LOC108010115|XP_016930428.1|DSUZ
OG0003770	LOC118462635|XP_035784375.1|AALB	LOC108020396|XP_016944163.1|DSUZ
OG0003771	LOC118466829|XP_035792519.1|AALB	LOC108013086|XP_016934207.1|DSUZ
OG0003772	LOC118467304|XP_035793521.1|AALB	LOC108012380|XP_016933225.1|DSUZ
OG0003773	LOC118467302|XP_035793515.1|AALB	LOC108009379|XP_016929171.1|DSUZ
OG0003774	LOC118467798|XP_035794564.1|AALB	LOC108009602|XP_016929573.1|DSUZ
OG0003775	LOC118468440|XP_035795095.1|AALB	LOC108015202|XP_016937016.1|DSUZ
OG0003776	LOC118464736|XP_035788231.1|AALB	LOC108017709|XP_036669971.1|DSUZ
OG0003777	LOC118466911|XP_035792669.1|AALB	LOC108019896|XP_016943468.1|DSUZ
OG0003778	LOC118464027|XP_035786976.1|AALB	LOC108009993|XP_016930261.1|DSUZ
OG0003779	LOC118465806|XP_035790269.1|AALB	LOC108009926|XP_016930145.1|DSUZ
OG0003780	LOC118465900|XP_035790445.1|AALB	LOC108009673|XP_016929695.1|DSUZ
OG0003781	LOC118465902|XP_035790447.1|AALB	LOC108020386|XP_016944136.1|DSUZ
OG0003782	LOC118466339|XP_035791359.1|AALB	LOC108016764|XP_016939007.1|DSUZ
OG0003783	LOC118467165|XP_035793216.1|AALB	LOC108013868|XP_036673298.1|DSUZ
OG0003784	LOC118463866|XP_035786676.1|AALB	LOC108010027|XP_016930316.1|DSUZ
OG0003785	LOC118463574|XP_035786108.1|AALB	LOC108007830|XP_016927082.1|DSUZ
OG0003786	LOC118464198|XP_035787250.1|AALB	LOC108010167|XP_016930498.1|DSUZ
OG0003787	LOC118464200|XP_035787252.1|AALB	LOC108008598|XP_016927966.1|DSUZ
OG0003788	LOC118464396|XP_035787639.1|AALB	LOC108007266|XP_016926394.1|DSUZ
OG0003789	LOC118464393|XP_035787633.1|AALB	LOC108009449|XP_016929294.1|DSUZ
OG0003790	LOC118464404|XP_035787651.1|AALB	LOC108005914|XP_016924812.1|DSUZ
OG0003791	LOC118461453|XP_035782675.1|AALB	LOC108016016|XP_036674927.1|DSUZ
OG0003792	LOC118461399|XP_035782557.1|AALB	LOC108009493|XP_016929375.1|DSUZ
OG0003793	LOC118460015|XP_035779839.1|AALB	LOC108009473|XP_016929342.1|DSUZ
OG0003794	LOC118464505|XP_035787834.1|AALB	LOC108009761|XP_016929874.1|DSUZ
OG0003795	LOC118456604|XP_035773399.1|AALB, LOC118467390|XP_035793733.1|AALB	LOC108013414|XP_016934760.1|DSUZ
OG0003796	LOC118467168|XP_035793226.1|AALB	LOC108015500|XP_016937443.1|DSUZ
OG0003797	LOC118459879|XP_035779565.1|AALB	LOC108021560|XP_016945821.1|DSUZ
OG0003798	LOC118459882|XP_035779572.1|AALB	LOC108008603|XP_016927971.2|DSUZ
OG0003799	LOC118457992|XP_035775952.1|AALB	LOC108009967|XP_036669181.1|DSUZ
OG0003800	LOC118456736|XP_035773679.1|AALB	LOC108021629|XP_016945926.1|DSUZ
OG0003801	LOC118458226|XP_035776386.1|AALB	LOC108004613|XP_016923045.1|DSUZ
